Entity,Code,Year,Solar (terawatt-hours)
Czech Republic,CZE,2015,0.37078947427999953
Czech Republic,CZE,2016,-0.3494736846400004
Czech Republic,CZE,2017,0.16412631649000087
Czech Republic,CZE,2018,0.38218946776999996
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0.00042449500000000005
Denmark,DNK,1997,0.0004163539999999999
Denmark,DNK,1998,0.00021166600000000022
Denmark,DNK,1999,0.0012647392399999997
Denmark,DNK,2000,0.0008406396600000006
Denmark,DNK,2001,0
Denmark,DNK,2002,0.00021199163999999953
Denmark,DNK,2003,0.0006286480199999998
Denmark,DNK,2004,0.000840651290000001
Denmark,DNK,2005,0.0008479549299999986
Denmark,DNK,2006,0.00013888546000000081
Denmark,DNK,2007,0.0007383072900000003
Denmark,DNK,2008,0.00033624656000000135
Denmark,DNK,2009,0.002967836439999999
Denmark,DNK,2010,0.006345037250000001
Denmark,DNK,2011,0.023603794430000002
Denmark,DNK,2012,0.23350146455999998
Denmark,DNK,2013,1.08863304659
Denmark,DNK,2014,0.20519735911000025
Denmark,DNK,2015,0.023011699500000038
Denmark,DNK,2016,0.36715643673
Denmark,DNK,2017,0.020277777249999795
Denmark,DNK,2018,0.5302286565400001
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.000032564
Ecuador,ECU,2006,0.000006629100000000001
Ecuador,ECU,2007,0.000008606199999999999
Ecuador,ECU,2008,0.0000224459
Ecuador,ECU,2009,-0.0000495438
Ecuador,ECU,2010,-0.0000207014
Ecuador,ECU,2011,0.00015351600000000003
Ecuador,ECU,2012,0.0007036150000000001
Ecuador,ECU,2013,0.008783941290000001
Ecuador,ECU,2014,0.0337344432
Ecuador,ECU,2015,0.05151377081
Ecuador,ECU,2016,0.007097079569999998
Ecuador,ECU,2017,-0.00335478979999998
Ecuador,ECU,2018,0.0013461608700000016
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.000526839
Egypt,EGY,2001,0.0018415872400000003
Egypt,EGY,2002,0.00026315200999999996
Egypt,EGY,2003,0
Egypt,EGY,2004,0
Egypt,EGY,2005,0
Egypt,EGY,2006,0
Egypt,EGY,2007,0.0005263156500000003
Egypt,EGY,2008,0.0007894792900000002
Egypt,EGY,2009,0.00184209896
Egypt,EGY,2010,0.060526323009999994
Egypt,EGY,2011,0.17999999882000003
Egypt,EGY,2012,-0.09342105695
Egypt,EGY,2013,0.0026315782499999885
Egypt,EGY,2014,-0.046315788830000024
Egypt,EGY,2015,0.06289473761999999
Egypt,EGY,2016,0.10289473865000004
Egypt,EGY,2017,0.41650488762000004
Egypt,EGY,2018,2.03412423926
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.00026283800000000005
Estonia,EST,2010,0
Estonia,EST,2011,0.00026400099999999993
Estonia,EST,2012,0.00026283800000000016
Estonia,EST,2013,0.0028945325499999995
Estonia,EST,2014,0.004473688840000002
Estonia,EST,2015,0.007368419099999997
Estonia,EST,2016,0.011052628650000002
Estonia,EST,2017,0.006788198399999997
Estonia,EST,2018,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.0026581644299999998
Europe,,1985,0
Europe,,1986,0
Europe,,1987,-0.0026581644299999998
Europe,,1988,0.0026581644299999998
Europe,,1989,0.02126528055
Europe,,1990,0.008971288960000004
Europe,,1991,0.00789473475
Europe,,1992,0.03049474388
Europe,,1993,0.013934205379999995
Europe,,1994,0.013961849890000017
Europe,,1995,0.024082892279999976
Europe,,1996,0.018345813280000012
Europe,,1997,0.026617988050000013
Europe,,1998,0.06095330683
Europe,,1999,0.010814609070000009
Europe,,2000,0.11388209973999996
Europe,,2001,0.09392960196
Europe,,2002,0.28056974928
Europe,,2003,0.5051124736500001
Europe,,2004,0.7431582327800001
Europe,,2005,1.9349615094599997
Europe,,2006,2.730801490690001
Europe,,2007,3.3989921270799988
Europe,,2008,9.698332397289999
Europe,,2009,17.609810334939997
Europe,,2010,23.869907786900008
Europe,,2011,61.71076391518001
Europe,,2012,66.20034694120001
Europe,,2013,39.6459806899
Europe,,2014,31.30899786119997
Europe,,2015,29.07281483930001
Europe,,2016,10.711324784499993
Europe,,2017,27.87342003360004
Europe,,2018,38.183379096899955
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.0013157949399999998
Finland,FIN,1991,0
Finland,FIN,1992,0.0002631520100000004
Finland,FIN,1993,0.0002631636399999999
Finland,FIN,1994,0.0002631520100000002
Finland,FIN,1995,0
Finland,FIN,1996,0.0005263156499999999
Finland,FIN,1997,0.0005263156500000003
Finland,FIN,1998,0.00026316363999999946
Finland,FIN,1999,0.00026315200999999996
Finland,FIN,2000,0.0005263156500000007
Finland,FIN,2001,0.00026316363999999946
Finland,FIN,2002,0.0005263156500000003
Finland,FIN,2003,0.0005263156500000003
Finland,FIN,2004,0.0007894676600000003
Finland,FIN,2005,0.0005263156499999986
Finland,FIN,2006,0.002105262600000001
Finland,FIN,2007,0.0010526313000000006
Finland,FIN,2008,0.00026316363999999946
Finland,FIN,2009,0.0010526313000000006
Finland,FIN,2010,0.0010526312999999989
Finland,FIN,2011,0.00157894695
Finland,FIN,2012,0.0010526313000000006
Finland,FIN,2013,0.0021052625999999994
Finland,FIN,2014,0.003947361560000001
Finland,FIN,2015,0.00578948378
Finland,FIN,2016,0.023684204250000004
Finland,FIN,2017,0.06421053256
Finland,FIN,2018,0.31210526186000004
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.00391578611
France,FRA,1993,0.0005131621200000006
France,FRA,1994,0.0005144763100000003
France,FRA,1995,0.0004249950899999997
France,FRA,1996,0.0016060564799999996
France,FRA,1997,0.00199078851
France,FRA,1998,0.0017939507600000012
France,FRA,1999,0.0012078917999999994
France,FRA,2000,0.0017782851500000012
France,FRA,2001,0.00246645551
France,FRA,2002,0.002481446580000001
France,FRA,2003,0.0017469655599999974
France,FRA,2004,0.0017912758600000002
France,FRA,2005,0.005402041960000003
France,FRA,2006,0.00369813066
France,FRA,2007,0.016036711670000002
France,FRA,2008,0.06315790126
France,FRA,2009,0.34736841041000005
France,FRA,2010,1.17368421351
France,FRA,2011,3.8368421119400002
France,FRA,2012,5.09999999758
France,FRA,2013,1.8921052618400012
France,FRA,2014,3.100000004229999
France,FRA,2015,3.5499999896500025
France,FRA,2016,2.363157896519997
France,FRA,2017,2.6388434063300004
France,FRA,2018,2.6209269145000036
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0
Germany,DEU,1987,0
Germany,DEU,1988,0
Germany,DEU,1989,0
Germany,DEU,1990,0.00263157825
Germany,DEU,1991,0
Germany,DEU,1992,0.00789473475
Germany,DEU,1993,-0.0026315782500000006
Germany,DEU,1994,0.010526312999999999
Germany,DEU,1995,0
Germany,DEU,1996,0.013157902879999999
Germany,DEU,1997,0.015789469500000007
Germany,DEU,1998,0.04473684188
Germany,DEU,1999,-0.013157891249999998
Germany,DEU,2000,0.07894737076000001
Germany,DEU,2001,0.04210526362999997
Germany,DEU,2002,0.22631578765
Germany,DEU,2003,0.3973684204200001
Germany,DEU,2004,0.6421052558200001
Germany,DEU,2005,1.90789474297
Germany,DEU,2006,2.4684210497799994
Germany,DEU,2007,2.2499999968800015
Germany,DEU,2008,3.5394736882799993
Germany,DEU,2009,5.692105266650003
Germany,DEU,2010,13.542105256540001
Germany,DEU,2011,20.71052631686
Germany,DEU,2012,17.844736846660005
Germany,DEU,2013,12.184210519009994
Germany,DEU,2014,13.278947373390011
Germany,DEU,2015,7.026315788299996
Germany,DEU,2016,-1.6526315829400033
Germany,DEU,2017,3.4289473785200073
Germany,DEU,2018,17.797368438159992
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.00263157825
Greece,GRC,2005,0
Greece,GRC,2006,0
Greece,GRC,2007,0
Greece,GRC,2008,0.010526313
Greece,GRC,2009,0.11842105614000004
Greece,GRC,2010,0.28421052078
Greece,GRC,2011,1.18947369464
Greece,GRC,2012,2.8526315789500005
Greece,GRC,2013,5.14210526121
Greece,GRC,2014,0.3789473610399998
Greece,GRC,2015,0.2842105324100004
Greece,GRC,2016,0.07894737075999814
Greece,GRC,2017,0.16178158056000136
Greece,GRC,2018,-0.5273289486399992
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.000921096
Hong Kong,HKG,2011,0.00089732428
Hong Kong,HKG,2012,0.0004289492900000002
Hong Kong,HKG,2013,0.00067894777
Hong Kong,HKG,2014,-0.00002631869000000028
Hong Kong,HKG,2015,-0.00018947595999999978
Hong Kong,HKG,2016,-0.00013421020000000013
Hong Kong,HKG,2017,0.0002105262600000002
Hong Kong,HKG,2018,-0.00025789525000000004
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.00263157825
Hungary,HUN,2009,0
Hungary,HUN,2010,0
Hungary,HUN,2011,0
Hungary,HUN,2012,0.018421047750000002
Hungary,HUN,2013,0.04473684188
Hungary,HUN,2014,0.11052632138999999
Hungary,HUN,2015,0.19473683702000003
Hungary,HUN,2016,0.27105264116000005
Hungary,HUN,2017,0.27631578602999995
Hungary,HUN,2018,0.6312527794700001
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0.0026581644299999998
India,IND,1996,0.013290798889999999
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,0.002658164430000002
India,IND,2001,0.010632634460000005
India,IND,2002,0.005316328859999997
India,IND,2003,0.007974481659999998
India,IND,2004,0.005316317229999999
India,IND,2005,0
India,IND,2006,-0.02889952656
India,IND,2007,0.13631579987
India,IND,2008,0.010526312999999982
India,IND,2009,0.031578939
India,IND,2010,0.10000000839000006
India,IND,2011,1.8789473705900002
India,IND,2012,3.3473684178800007
India,IND,2013,3.510526315899999
India,IND,2014,3.8842105204400017
India,IND,2015,4.36152631717
India,IND,2016,13.130526313569998
India,IND,2017,26.22692105433
India,IND,2018,24.23735047282002
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0.00026283800000000005
Indonesia,IDN,2009,0
Indonesia,IDN,2010,0.00110558269
Indonesia,IDN,2011,0.0006578974700000002
Indonesia,IDN,2012,0.0058947352800000005
Indonesia,IDN,2013,0.0065526327500000005
Indonesia,IDN,2014,0.003447364599999999
Indonesia,IDN,2015,-0.00402631763
Indonesia,IDN,2016,0.04160526667
Indonesia,IDN,2017,0.020947362870000007
Indonesia,IDN,2018,-0.028131574400000005
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0.00026283800000000005
Iran,IRN,2007,0
Iran,IRN,2008,0.00026400099999999993
Iran,IRN,2009,0.00026283800000000016
Iran,IRN,2010,0.00105243359
Iran,IRN,2011,0
Iran,IRN,2012,0
Iran,IRN,2013,0
Iran,IRN,2014,0
Iran,IRN,2015,0.0021052626000000003
Iran,IRN,2016,0.00921051806
Iran,IRN,2017,0.02537076359
Iran,IRN,2018,0.060678943500000006
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,0.12184210205000001
Iraq,IRQ,2014,0.028947372380000003
Iraq,IRQ,2015,0
Iraq,IRQ,2016,0
Iraq,IRQ,2017,-0.0004119927499999787
Iraq,IRQ,2018,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,0
Ireland,IRL,1980,0
Ireland,IRL,1981,0
Ireland,IRL,1982,0
Ireland,IRL,1983,0
Ireland,IRL,1984,0
Ireland,IRL,1985,0
Ireland,IRL,1986,0
Ireland,IRL,1987,0
Ireland,IRL,1988,0
Ireland,IRL,1989,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0
Ireland,IRL,1993,0
Ireland,IRL,1994,0
Ireland,IRL,1995,0
Ireland,IRL,1996,0
Ireland,IRL,1997,0
Ireland,IRL,1998,0
Ireland,IRL,1999,0
Ireland,IRL,2000,0
Ireland,IRL,2001,0
Ireland,IRL,2002,0
Ireland,IRL,2003,0
Ireland,IRL,2004,0
Ireland,IRL,2005,0
Ireland,IRL,2006,0
Ireland,IRL,2007,0
Ireland,IRL,2008,0
Ireland,IRL,2009,0.0011164800000000002
Ireland,IRL,2010,0.00013643152999999984
Ireland,IRL,2011,0.00017361264000000012
Ireland,IRL,2012,0.0002732933699999998
Ireland,IRL,2013,0.00014087419000000014
Ireland,IRL,2014,0.0006493494199999999
Ireland,IRL,2015,0.0017642244800000003
Ireland,IRL,2016,0.00980532278
Ireland,IRL,2017,0.014364096700000006
Ireland,IRL,2018,0.02992886296999999
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0
Israel,ISR,1982,0
Israel,ISR,1983,0
Israel,ISR,1984,0
Israel,ISR,1985,0
Israel,ISR,1986,0
Israel,ISR,1987,0
Israel,ISR,1988,0
Israel,ISR,1989,0
Israel,ISR,1990,0
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
