Entity,Code,Date,Biweekly deaths (deaths)
Cambodia,KHM,"May 31, 2020",0
Cambodia,KHM,"Jun 1, 2020",0
Cambodia,KHM,"Jun 2, 2020",0
Cambodia,KHM,"Jun 3, 2020",0
Cambodia,KHM,"Jun 4, 2020",0
Cambodia,KHM,"Jun 5, 2020",0
Cambodia,KHM,"Jun 6, 2020",0
Cambodia,KHM,"Jun 7, 2020",0
Cambodia,KHM,"Jun 8, 2020",0
Cambodia,KHM,"Jun 9, 2020",0
Cambodia,KHM,"Jun 10, 2020",0
Cambodia,KHM,"Jun 11, 2020",0
Cambodia,KHM,"Jun 12, 2020",0
Cambodia,KHM,"Jun 13, 2020",0
Cambodia,KHM,"Jun 14, 2020",0
Cambodia,KHM,"Jun 15, 2020",0
Cambodia,KHM,"Jun 16, 2020",0
Cambodia,KHM,"Jun 17, 2020",0
Cambodia,KHM,"Jun 18, 2020",0
Cambodia,KHM,"Jun 19, 2020",0
Cambodia,KHM,"Jun 20, 2020",0
Cambodia,KHM,"Jun 21, 2020",0
Cambodia,KHM,"Jun 22, 2020",0
Cambodia,KHM,"Jun 23, 2020",0
Cambodia,KHM,"Jun 24, 2020",0
Cambodia,KHM,"Jun 25, 2020",0
Cambodia,KHM,"Jun 26, 2020",0
Cambodia,KHM,"Jun 27, 2020",0
Cambodia,KHM,"Jun 28, 2020",0
Cambodia,KHM,"Jun 29, 2020",0
Cambodia,KHM,"Jun 30, 2020",0
Cambodia,KHM,"Jul 1, 2020",0
Cambodia,KHM,"Jul 2, 2020",0
Cambodia,KHM,"Jul 3, 2020",0
Cambodia,KHM,"Jul 4, 2020",0
Cambodia,KHM,"Jul 5, 2020",0
Cambodia,KHM,"Jul 6, 2020",0
Cambodia,KHM,"Jul 7, 2020",0
Cambodia,KHM,"Jul 8, 2020",0
Cambodia,KHM,"Jul 9, 2020",0
Cambodia,KHM,"Jul 10, 2020",0
Cambodia,KHM,"Jul 11, 2020",0
Cambodia,KHM,"Jul 12, 2020",0
Cambodia,KHM,"Jul 13, 2020",0
Cambodia,KHM,"Jul 14, 2020",0
Cambodia,KHM,"Jul 15, 2020",0
Cambodia,KHM,"Jul 16, 2020",0
Cambodia,KHM,"Jul 17, 2020",0
Cambodia,KHM,"Jul 18, 2020",0
Cambodia,KHM,"Jul 19, 2020",0
Cambodia,KHM,"Jul 20, 2020",0
Cambodia,KHM,"Jul 21, 2020",0
Cambodia,KHM,"Jul 22, 2020",0
Cambodia,KHM,"Jul 23, 2020",0
Cambodia,KHM,"Jul 24, 2020",0
Cambodia,KHM,"Jul 25, 2020",0
Cambodia,KHM,"Jul 26, 2020",0
Cambodia,KHM,"Jul 27, 2020",0
Cambodia,KHM,"Jul 28, 2020",0
Cambodia,KHM,"Jul 29, 2020",0
Cambodia,KHM,"Jul 30, 2020",0
Cambodia,KHM,"Jul 31, 2020",0
Cambodia,KHM,"Aug 1, 2020",0
Cambodia,KHM,"Aug 2, 2020",0
Cambodia,KHM,"Aug 3, 2020",0
Cambodia,KHM,"Aug 4, 2020",0
Cambodia,KHM,"Aug 5, 2020",0
Cambodia,KHM,"Aug 6, 2020",0
Cameroon,CMR,"Mar 20, 2020",0
Cameroon,CMR,"Mar 21, 2020",0
Cameroon,CMR,"Mar 22, 2020",0
Cameroon,CMR,"Mar 23, 2020",0
Cameroon,CMR,"Mar 24, 2020",0
Cameroon,CMR,"Mar 25, 2020",1
Cameroon,CMR,"Mar 26, 2020",1
Cameroon,CMR,"Mar 27, 2020",1
Cameroon,CMR,"Mar 28, 2020",1
Cameroon,CMR,"Mar 29, 2020",2
Cameroon,CMR,"Mar 30, 2020",2
Cameroon,CMR,"Mar 31, 2020",2
Cameroon,CMR,"Apr 1, 2020",6
Cameroon,CMR,"Apr 2, 2020",6
Cameroon,CMR,"Apr 3, 2020",7
Cameroon,CMR,"Apr 4, 2020",8
Cameroon,CMR,"Apr 5, 2020",9
Cameroon,CMR,"Apr 6, 2020",9
Cameroon,CMR,"Apr 7, 2020",9
Cameroon,CMR,"Apr 8, 2020",8
Cameroon,CMR,"Apr 9, 2020",9
Cameroon,CMR,"Apr 10, 2020",9
Cameroon,CMR,"Apr 11, 2020",9
Cameroon,CMR,"Apr 12, 2020",9
Cameroon,CMR,"Apr 13, 2020",10
Cameroon,CMR,"Apr 14, 2020",10
Cameroon,CMR,"Apr 15, 2020",11
Cameroon,CMR,"Apr 16, 2020",11
Cameroon,CMR,"Apr 17, 2020",14
Cameroon,CMR,"Apr 18, 2020",13
Cameroon,CMR,"Apr 19, 2020",12
Cameroon,CMR,"Apr 20, 2020",33
Cameroon,CMR,"Apr 21, 2020",33
Cameroon,CMR,"Apr 22, 2020",33
Cameroon,CMR,"Apr 23, 2020",33
Cameroon,CMR,"Apr 24, 2020",39
Cameroon,CMR,"Apr 25, 2020",39
Cameroon,CMR,"Apr 26, 2020",42
Cameroon,CMR,"Apr 27, 2020",44
Cameroon,CMR,"Apr 28, 2020",46
Cameroon,CMR,"Apr 29, 2020",42
Cameroon,CMR,"Apr 30, 2020",44
Cameroon,CMR,"May 1, 2020",40
Cameroon,CMR,"May 2, 2020",40
Cameroon,CMR,"May 3, 2020",43
Cameroon,CMR,"May 4, 2020",22
Cameroon,CMR,"May 5, 2020",22
Cameroon,CMR,"May 6, 2020",22
Cameroon,CMR,"May 7, 2020",65
Cameroon,CMR,"May 8, 2020",59
Cameroon,CMR,"May 9, 2020",59
Cameroon,CMR,"May 10, 2020",55
Cameroon,CMR,"May 11, 2020",58
Cameroon,CMR,"May 12, 2020",67
Cameroon,CMR,"May 13, 2020",66
Cameroon,CMR,"May 14, 2020",75
Cameroon,CMR,"May 15, 2020",78
Cameroon,CMR,"May 16, 2020",79
Cameroon,CMR,"May 17, 2020",76
Cameroon,CMR,"May 18, 2020",76
Cameroon,CMR,"May 19, 2020",76
Cameroon,CMR,"May 20, 2020",76
Cameroon,CMR,"May 21, 2020",38
Cameroon,CMR,"May 22, 2020",48
Cameroon,CMR,"May 23, 2020",51
Cameroon,CMR,"May 24, 2020",51
Cameroon,CMR,"May 25, 2020",51
Cameroon,CMR,"May 26, 2020",46
Cameroon,CMR,"May 27, 2020",50
Cameroon,CMR,"May 28, 2020",41
Cameroon,CMR,"May 29, 2020",38
Cameroon,CMR,"May 30, 2020",37
Cameroon,CMR,"May 31, 2020",51
Cameroon,CMR,"Jun 1, 2020",51
Cameroon,CMR,"Jun 2, 2020",59
Cameroon,CMR,"Jun 3, 2020",60
Cameroon,CMR,"Jun 4, 2020",54
Cameroon,CMR,"Jun 5, 2020",47
Cameroon,CMR,"Jun 6, 2020",44
Cameroon,CMR,"Jun 7, 2020",44
Cameroon,CMR,"Jun 8, 2020",38
Cameroon,CMR,"Jun 9, 2020",37
Cameroon,CMR,"Jun 10, 2020",33
Cameroon,CMR,"Jun 11, 2020",37
Cameroon,CMR,"Jun 12, 2020",37
Cameroon,CMR,"Jun 13, 2020",96
Cameroon,CMR,"Jun 14, 2020",84
Cameroon,CMR,"Jun 15, 2020",85
Cameroon,CMR,"Jun 16, 2020",77
Cameroon,CMR,"Jun 17, 2020",76
Cameroon,CMR,"Jun 18, 2020",76
Cameroon,CMR,"Jun 19, 2020",79
Cameroon,CMR,"Jun 20, 2020",97
Cameroon,CMR,"Jun 21, 2020",97
Cameroon,CMR,"Jun 22, 2020",98
Cameroon,CMR,"Jun 23, 2020",95
Cameroon,CMR,"Jun 24, 2020",100
Cameroon,CMR,"Jun 25, 2020",99
Cameroon,CMR,"Jun 26, 2020",99
Cameroon,CMR,"Jun 27, 2020",40
Cameroon,CMR,"Jun 28, 2020",38
Cameroon,CMR,"Jun 29, 2020",37
Cameroon,CMR,"Jun 30, 2020",37
Cameroon,CMR,"Jul 1, 2020",37
Cameroon,CMR,"Jul 2, 2020",37
Cameroon,CMR,"Jul 3, 2020",31
Cameroon,CMR,"Jul 4, 2020",13
Cameroon,CMR,"Jul 5, 2020",13
Cameroon,CMR,"Jul 6, 2020",27
Cameroon,CMR,"Jul 7, 2020",27
Cameroon,CMR,"Jul 8, 2020",51
Cameroon,CMR,"Jul 9, 2020",46
Cameroon,CMR,"Jul 10, 2020",46
Cameroon,CMR,"Jul 11, 2020",46
Cameroon,CMR,"Jul 12, 2020",46
Cameroon,CMR,"Jul 13, 2020",46
Cameroon,CMR,"Jul 14, 2020",46
Cameroon,CMR,"Jul 15, 2020",46
Cameroon,CMR,"Jul 16, 2020",46
Cameroon,CMR,"Jul 17, 2020",60
Cameroon,CMR,"Jul 18, 2020",60
Cameroon,CMR,"Jul 19, 2020",60
Cameroon,CMR,"Jul 20, 2020",45
Cameroon,CMR,"Jul 21, 2020",43
Cameroon,CMR,"Jul 22, 2020",14
Cameroon,CMR,"Jul 23, 2020",23
Cameroon,CMR,"Jul 24, 2020",26
Cameroon,CMR,"Jul 25, 2020",26
Cameroon,CMR,"Jul 26, 2020",26
Cameroon,CMR,"Jul 27, 2020",26
Cameroon,CMR,"Jul 28, 2020",26
Cameroon,CMR,"Jul 29, 2020",26
Cameroon,CMR,"Jul 30, 2020",28
Cameroon,CMR,"Jul 31, 2020",14
Cameroon,CMR,"Aug 1, 2020",14
Cameroon,CMR,"Aug 2, 2020",14
Cameroon,CMR,"Aug 3, 2020",14
Cameroon,CMR,"Aug 4, 2020",14
Cameroon,CMR,"Aug 5, 2020",18
Cameroon,CMR,"Aug 6, 2020",9
Canada,CAN,"Jan 13, 2020",0
Canada,CAN,"Jan 14, 2020",0
Canada,CAN,"Jan 15, 2020",0
Canada,CAN,"Jan 16, 2020",0
Canada,CAN,"Jan 17, 2020",0
Canada,CAN,"Jan 18, 2020",0
Canada,CAN,"Jan 19, 2020",0
Canada,CAN,"Jan 20, 2020",0
Canada,CAN,"Jan 21, 2020",0
Canada,CAN,"Jan 22, 2020",0
Canada,CAN,"Jan 23, 2020",0
Canada,CAN,"Jan 24, 2020",0
Canada,CAN,"Jan 25, 2020",0
Canada,CAN,"Jan 26, 2020",0
Canada,CAN,"Jan 27, 2020",0
Canada,CAN,"Jan 28, 2020",0
Canada,CAN,"Jan 29, 2020",0
Canada,CAN,"Jan 30, 2020",0
Canada,CAN,"Jan 31, 2020",0
Canada,CAN,"Feb 1, 2020",0
Canada,CAN,"Feb 2, 2020",0
Canada,CAN,"Feb 3, 2020",0
Canada,CAN,"Feb 4, 2020",0
Canada,CAN,"Feb 5, 2020",0
Canada,CAN,"Feb 6, 2020",0
Canada,CAN,"Feb 7, 2020",0
Canada,CAN,"Feb 8, 2020",0
Canada,CAN,"Feb 9, 2020",0
Canada,CAN,"Feb 10, 2020",0
Canada,CAN,"Feb 11, 2020",0
Canada,CAN,"Feb 12, 2020",0
Canada,CAN,"Feb 13, 2020",0
Canada,CAN,"Feb 14, 2020",0
Canada,CAN,"Feb 15, 2020",0
Canada,CAN,"Feb 16, 2020",0
Canada,CAN,"Feb 17, 2020",0
Canada,CAN,"Feb 18, 2020",0
Canada,CAN,"Feb 19, 2020",0
Canada,CAN,"Feb 20, 2020",0
Canada,CAN,"Feb 21, 2020",0
Canada,CAN,"Feb 22, 2020",0
Canada,CAN,"Feb 23, 2020",0
Canada,CAN,"Feb 24, 2020",0
Canada,CAN,"Feb 25, 2020",0
Canada,CAN,"Feb 26, 2020",0
Canada,CAN,"Feb 27, 2020",0
Canada,CAN,"Feb 28, 2020",0
Canada,CAN,"Feb 29, 2020",0
Canada,CAN,"Mar 1, 2020",0
Canada,CAN,"Mar 2, 2020",0
Canada,CAN,"Mar 3, 2020",0
Canada,CAN,"Mar 4, 2020",0
Canada,CAN,"Mar 5, 2020",0
Canada,CAN,"Mar 6, 2020",0
Canada,CAN,"Mar 7, 2020",0
Canada,CAN,"Mar 8, 2020",0
Canada,CAN,"Mar 9, 2020",0
Canada,CAN,"Mar 10, 2020",1
Canada,CAN,"Mar 11, 2020",1
Canada,CAN,"Mar 12, 2020",1
Canada,CAN,"Mar 13, 2020",1
Canada,CAN,"Mar 14, 2020",1
Canada,CAN,"Mar 15, 2020",1
Canada,CAN,"Mar 16, 2020",1
Canada,CAN,"Mar 17, 2020",4
Canada,CAN,"Mar 18, 2020",8
Canada,CAN,"Mar 19, 2020",9
Canada,CAN,"Mar 20, 2020",10
Canada,CAN,"Mar 21, 2020",12
Canada,CAN,"Mar 22, 2020",18
Canada,CAN,"Mar 23, 2020",20
Canada,CAN,"Mar 24, 2020",23
Canada,CAN,"Mar 25, 2020",26
Canada,CAN,"Mar 26, 2020",34
Canada,CAN,"Mar 27, 2020",38
Canada,CAN,"Mar 28, 2020",52
Canada,CAN,"Mar 29, 2020",59
Canada,CAN,"Mar 30, 2020",60
Canada,CAN,"Mar 31, 2020",85
Canada,CAN,"Apr 1, 2020",88
Canada,CAN,"Apr 2, 2020",100
Canada,CAN,"Apr 3, 2020",128
Canada,CAN,"Apr 4, 2020",175
Canada,CAN,"Apr 5, 2020",213
Canada,CAN,"Apr 6, 2020",260
Canada,CAN,"Apr 7, 2020",299
Canada,CAN,"Apr 8, 2020",353
Canada,CAN,"Apr 9, 2020",400
Canada,CAN,"Apr 10, 2020",470
Canada,CAN,"Apr 11, 2020",516
Canada,CAN,"Apr 12, 2020",593
Canada,CAN,"Apr 13, 2020",656
Canada,CAN,"Apr 14, 2020",691
Canada,CAN,"Apr 15, 2020",807
Canada,CAN,"Apr 16, 2020",901
Canada,CAN,"Apr 17, 2020",1055
Canada,CAN,"Apr 18, 2020",1122
Canada,CAN,"Apr 19, 2020",1236
Canada,CAN,"Apr 20, 2020",1300
Canada,CAN,"Apr 21, 2020",1367
Canada,CAN,"Apr 22, 2020",1454
Canada,CAN,"Apr 23, 2020",1539
Canada,CAN,"Apr 24, 2020",1637
Canada,CAN,"Apr 25, 2020",1733
Canada,CAN,"Apr 26, 2020",1812
Canada,CAN,"Apr 27, 2020",1843
Canada,CAN,"Apr 28, 2020",1927
Canada,CAN,"Apr 29, 2020",1956
Canada,CAN,"Apr 30, 2020",1986
Canada,CAN,"May 1, 2020",1991
Canada,CAN,"May 2, 2020",2082
Canada,CAN,"May 3, 2020",2099
Canada,CAN,"May 4, 2020",2102
Canada,CAN,"May 5, 2020",2164
Canada,CAN,"May 6, 2020",2209
Canada,CAN,"May 7, 2020",2258
Canada,CAN,"May 8, 2020",2262
Canada,CAN,"May 9, 2020",2267
Canada,CAN,"May 10, 2020",2228
Canada,CAN,"May 11, 2020",2311
Canada,CAN,"May 12, 2020",2286
Canada,CAN,"May 13, 2020",2310
Canada,CAN,"May 14, 2020",2308
Canada,CAN,"May 15, 2020",2288
Canada,CAN,"May 16, 2020",2171
Canada,CAN,"May 17, 2020",2113
Canada,CAN,"May 18, 2020",2100
Canada,CAN,"May 19, 2020",1988
Canada,CAN,"May 20, 2020",1869
Canada,CAN,"May 21, 2020",1798
Canada,CAN,"May 22, 2020",1744
Canada,CAN,"May 23, 2020",1681
Canada,CAN,"May 24, 2020",1662
Canada,CAN,"May 25, 2020",1553
Canada,CAN,"May 26, 2020",1552
Canada,CAN,"May 27, 2020",1470
Canada,CAN,"May 28, 2020",1461
Canada,CAN,"May 29, 2020",1405
Canada,CAN,"May 30, 2020",1417
Canada,CAN,"May 31, 2020",1394
Canada,CAN,"Jun 1, 2020",1513
Canada,CAN,"Jun 2, 2020",1484
Canada,CAN,"Jun 3, 2020",1483
Canada,CAN,"Jun 4, 2020",1468
Canada,CAN,"Jun 5, 2020",1485
Canada,CAN,"Jun 6, 2020",1453
Canada,CAN,"Jun 7, 2020",1418
Canada,CAN,"Jun 8, 2020",1376
Canada,CAN,"Jun 9, 2020",1290
Canada,CAN,"Jun 10, 2020",1258
Canada,CAN,"Jun 11, 2020",1195
Canada,CAN,"Jun 12, 2020",1117
Canada,CAN,"Jun 13, 2020",1070
Canada,CAN,"Jun 14, 2020",1034
Canada,CAN,"Jun 15, 2020",851
Canada,CAN,"Jun 16, 2020",849
Canada,CAN,"Jun 17, 2020",818
Canada,CAN,"Jun 18, 2020",756
Canada,CAN,"Jun 19, 2020",663
Canada,CAN,"Jun 20, 2020",643
Canada,CAN,"Jun 21, 2020",637
Canada,CAN,"Jun 22, 2020",630
Canada,CAN,"Jun 23, 2020",601
Canada,CAN,"Jun 24, 2020",557
Canada,CAN,"Jun 25, 2020",524
Canada,CAN,"Jun 26, 2020",510
Canada,CAN,"Jun 27, 2020",459
Canada,CAN,"Jun 28, 2020",409
Canada,CAN,"Jun 29, 2020",376
Canada,CAN,"Jun 30, 2020",391
Canada,CAN,"Jul 1, 2020",378
Canada,CAN,"Jul 2, 2020",337
Canada,CAN,"Jul 3, 2020",342
Canada,CAN,"Jul 4, 2020",317
Canada,CAN,"Jul 5, 2020",264
Canada,CAN,"Jul 6, 2020",254
Canada,CAN,"Jul 7, 2020",257
Canada,CAN,"Jul 8, 2020",257
Canada,CAN,"Jul 9, 2020",253
Canada,CAN,"Jul 10, 2020",245
Canada,CAN,"Jul 11, 2020",251
Canada,CAN,"Jul 12, 2020",257
Canada,CAN,"Jul 13, 2020",261
Canada,CAN,"Jul 14, 2020",224
Canada,CAN,"Jul 15, 2020",207
Canada,CAN,"Jul 16, 2020",219
Canada,CAN,"Jul 17, 2020",185
Canada,CAN,"Jul 18, 2020",176
Canada,CAN,"Jul 19, 2020",165
Canada,CAN,"Jul 20, 2020",168
Canada,CAN,"Jul 21, 2020",165
Canada,CAN,"Jul 22, 2020",151
Canada,CAN,"Jul 23, 2020",133
Canada,CAN,"Jul 24, 2020",125
Canada,CAN,"Jul 25, 2020",122
Canada,CAN,"Jul 26, 2020",112
Canada,CAN,"Jul 27, 2020",107
Canada,CAN,"Jul 28, 2020",111
Canada,CAN,"Jul 29, 2020",114
Canada,CAN,"Jul 30, 2020",107
Canada,CAN,"Jul 31, 2020",102
Canada,CAN,"Aug 1, 2020",96
Canada,CAN,"Aug 2, 2020",102
Canada,CAN,"Aug 3, 2020",93
Canada,CAN,"Aug 4, 2020",89
Canada,CAN,"Aug 5, 2020",96
Canada,CAN,"Aug 6, 2020",92
Cape Verde,CPV,"Apr 3, 2020",1
Cape Verde,CPV,"Apr 4, 2020",1
Cape Verde,CPV,"Apr 5, 2020",1
Cape Verde,CPV,"Apr 6, 2020",1
Cape Verde,CPV,"Apr 7, 2020",1
Cape Verde,CPV,"Apr 8, 2020",0
Cape Verde,CPV,"Apr 9, 2020",0
Cape Verde,CPV,"Apr 10, 2020",0
Cape Verde,CPV,"Apr 11, 2020",0
Cape Verde,CPV,"Apr 12, 2020",0
Cape Verde,CPV,"Apr 13, 2020",0
Cape Verde,CPV,"Apr 14, 2020",0
Cape Verde,CPV,"Apr 15, 2020",0
Cape Verde,CPV,"Apr 16, 2020",0
Cape Verde,CPV,"Apr 17, 2020",0
Cape Verde,CPV,"Apr 18, 2020",0
Cape Verde,CPV,"Apr 19, 2020",0
Cape Verde,CPV,"Apr 20, 2020",0
Cape Verde,CPV,"Apr 21, 2020",0
Cape Verde,CPV,"Apr 22, 2020",0
Cape Verde,CPV,"Apr 23, 2020",0
Cape Verde,CPV,"Apr 24, 2020",0
Cape Verde,CPV,"Apr 25, 2020",0
Cape Verde,CPV,"Apr 26, 2020",0
Cape Verde,CPV,"Apr 27, 2020",0
Cape Verde,CPV,"Apr 28, 2020",0
Cape Verde,CPV,"Apr 29, 2020",0
Cape Verde,CPV,"Apr 30, 2020",0
Cape Verde,CPV,"May 1, 2020",0
Cape Verde,CPV,"May 2, 2020",1
Cape Verde,CPV,"May 3, 2020",1
Cape Verde,CPV,"May 4, 2020",1
Cape Verde,CPV,"May 5, 2020",1
Cape Verde,CPV,"May 6, 2020",1
Cape Verde,CPV,"May 7, 2020",1
Cape Verde,CPV,"May 8, 2020",1
Cape Verde,CPV,"May 9, 2020",1
Cape Verde,CPV,"May 10, 2020",1
Cape Verde,CPV,"May 11, 2020",1
Cape Verde,CPV,"May 12, 2020",1
Cape Verde,CPV,"May 13, 2020",1
Cape Verde,CPV,"May 14, 2020",1
Cape Verde,CPV,"May 15, 2020",1
Cape Verde,CPV,"May 16, 2020",0
Cape Verde,CPV,"May 17, 2020",1
Cape Verde,CPV,"May 18, 2020",1
Cape Verde,CPV,"May 19, 2020",1
Cape Verde,CPV,"May 20, 2020",1
Cape Verde,CPV,"May 21, 2020",1
Cape Verde,CPV,"May 22, 2020",1
Cape Verde,CPV,"May 23, 2020",1
Cape Verde,CPV,"May 24, 2020",1
Cape Verde,CPV,"May 25, 2020",1
Cape Verde,CPV,"May 26, 2020",1
Cape Verde,CPV,"May 27, 2020",2
Cape Verde,CPV,"May 28, 2020",2
Cape Verde,CPV,"May 29, 2020",2
Cape Verde,CPV,"May 30, 2020",2
Cape Verde,CPV,"May 31, 2020",1
Cape Verde,CPV,"Jun 1, 2020",1
Cape Verde,CPV,"Jun 2, 2020",1
Cape Verde,CPV,"Jun 3, 2020",2
Cape Verde,CPV,"Jun 4, 2020",2
Cape Verde,CPV,"Jun 5, 2020",2
Cape Verde,CPV,"Jun 6, 2020",2
Cape Verde,CPV,"Jun 7, 2020",2
Cape Verde,CPV,"Jun 8, 2020",2
Cape Verde,CPV,"Jun 9, 2020",2
Cape Verde,CPV,"Jun 10, 2020",1
Cape Verde,CPV,"Jun 11, 2020",1
Cape Verde,CPV,"Jun 12, 2020",2
Cape Verde,CPV,"Jun 13, 2020",2
Cape Verde,CPV,"Jun 14, 2020",2
Cape Verde,CPV,"Jun 15, 2020",2
Cape Verde,CPV,"Jun 16, 2020",3
Cape Verde,CPV,"Jun 17, 2020",2
Cape Verde,CPV,"Jun 18, 2020",2
Cape Verde,CPV,"Jun 19, 2020",2
Cape Verde,CPV,"Jun 20, 2020",3
Cape Verde,CPV,"Jun 21, 2020",3
Cape Verde,CPV,"Jun 22, 2020",3
Cape Verde,CPV,"Jun 23, 2020",3
Cape Verde,CPV,"Jun 24, 2020",3
Cape Verde,CPV,"Jun 25, 2020",3
Cape Verde,CPV,"Jun 26, 2020",2
Cape Verde,CPV,"Jun 27, 2020",4
Cape Verde,CPV,"Jun 28, 2020",6
Cape Verde,CPV,"Jun 29, 2020",6
Cape Verde,CPV,"Jun 30, 2020",5
Cape Verde,CPV,"Jul 1, 2020",8
Cape Verde,CPV,"Jul 2, 2020",8
Cape Verde,CPV,"Jul 3, 2020",8
Cape Verde,CPV,"Jul 4, 2020",7
Cape Verde,CPV,"Jul 5, 2020",8
Cape Verde,CPV,"Jul 6, 2020",9
Cape Verde,CPV,"Jul 7, 2020",9
Cape Verde,CPV,"Jul 8, 2020",10
Cape Verde,CPV,"Jul 9, 2020",10
Cape Verde,CPV,"Jul 10, 2020",11
Cape Verde,CPV,"Jul 11, 2020",9
Cape Verde,CPV,"Jul 12, 2020",7
Cape Verde,CPV,"Jul 13, 2020",7
Cape Verde,CPV,"Jul 14, 2020",7
Cape Verde,CPV,"Jul 15, 2020",4
Cape Verde,CPV,"Jul 16, 2020",4
Cape Verde,CPV,"Jul 17, 2020",4
Cape Verde,CPV,"Jul 18, 2020",5
Cape Verde,CPV,"Jul 19, 2020",5
Cape Verde,CPV,"Jul 20, 2020",4
Cape Verde,CPV,"Jul 21, 2020",4
Cape Verde,CPV,"Jul 22, 2020",3
Cape Verde,CPV,"Jul 23, 2020",3
Cape Verde,CPV,"Jul 24, 2020",2
Cape Verde,CPV,"Jul 25, 2020",3
Cape Verde,CPV,"Jul 26, 2020",3
Cape Verde,CPV,"Jul 27, 2020",3
Cape Verde,CPV,"Jul 28, 2020",3
Cape Verde,CPV,"Jul 29, 2020",3
Cape Verde,CPV,"Jul 30, 2020",4
Cape Verde,CPV,"Jul 31, 2020",4
Cape Verde,CPV,"Aug 1, 2020",3
Cape Verde,CPV,"Aug 2, 2020",3
Cape Verde,CPV,"Aug 3, 2020",3
Cape Verde,CPV,"Aug 4, 2020",4
Cape Verde,CPV,"Aug 5, 2020",5
Cape Verde,CPV,"Aug 6, 2020",6
Cayman Islands,CYM,"Apr 2, 2020",1
Cayman Islands,CYM,"Apr 3, 2020",1
Cayman Islands,CYM,"Apr 4, 2020",0
Cayman Islands,CYM,"Apr 5, 2020",0
Cayman Islands,CYM,"Apr 6, 2020",0
Cayman Islands,CYM,"Apr 7, 2020",0
Cayman Islands,CYM,"Apr 8, 2020",0
Cayman Islands,CYM,"Apr 9, 2020",0
Cayman Islands,CYM,"Apr 10, 2020",0
Cayman Islands,CYM,"Apr 11, 2020",0
Cayman Islands,CYM,"Apr 12, 2020",0
Cayman Islands,CYM,"Apr 13, 2020",0
Cayman Islands,CYM,"Apr 14, 2020",0
Cayman Islands,CYM,"Apr 15, 2020",0
Cayman Islands,CYM,"Apr 16, 2020",0
Cayman Islands,CYM,"Apr 17, 2020",0
Cayman Islands,CYM,"Apr 18, 2020",0
Cayman Islands,CYM,"Apr 19, 2020",0
Cayman Islands,CYM,"Apr 20, 2020",0
Cayman Islands,CYM,"Apr 21, 2020",0
Cayman Islands,CYM,"Apr 22, 2020",0
Cayman Islands,CYM,"Apr 23, 2020",0
Cayman Islands,CYM,"Apr 24, 2020",0
Cayman Islands,CYM,"Apr 25, 2020",0
Cayman Islands,CYM,"Apr 26, 2020",0
Cayman Islands,CYM,"Apr 27, 2020",0
Cayman Islands,CYM,"Apr 28, 2020",0
Cayman Islands,CYM,"Apr 29, 2020",0
Cayman Islands,CYM,"Apr 30, 2020",0
Cayman Islands,CYM,"May 1, 2020",0
Cayman Islands,CYM,"May 2, 2020",0
Cayman Islands,CYM,"May 3, 2020",0
Cayman Islands,CYM,"May 4, 2020",0
Cayman Islands,CYM,"May 5, 2020",0
Cayman Islands,CYM,"May 6, 2020",0
Cayman Islands,CYM,"May 7, 2020",0
Cayman Islands,CYM,"May 8, 2020",0
Cayman Islands,CYM,"May 9, 2020",0
Cayman Islands,CYM,"May 10, 2020",0
Cayman Islands,CYM,"May 11, 2020",0
Cayman Islands,CYM,"May 12, 2020",0
Cayman Islands,CYM,"May 13, 2020",0
Cayman Islands,CYM,"May 14, 2020",0
Cayman Islands,CYM,"May 15, 2020",0
Cayman Islands,CYM,"May 16, 2020",0
Cayman Islands,CYM,"May 17, 2020",0
Cayman Islands,CYM,"May 18, 2020",0
Cayman Islands,CYM,"May 19, 2020",0
Cayman Islands,CYM,"May 20, 2020",0
Cayman Islands,CYM,"May 21, 2020",0
Cayman Islands,CYM,"May 22, 2020",0
Cayman Islands,CYM,"May 23, 2020",0
Cayman Islands,CYM,"May 24, 2020",0
Cayman Islands,CYM,"May 25, 2020",0
Cayman Islands,CYM,"May 26, 2020",0
Cayman Islands,CYM,"May 27, 2020",0
Cayman Islands,CYM,"May 28, 2020",0
Cayman Islands,CYM,"May 29, 2020",0
Cayman Islands,CYM,"May 30, 2020",0
Cayman Islands,CYM,"May 31, 2020",0
Cayman Islands,CYM,"Jun 1, 2020",0
Cayman Islands,CYM,"Jun 2, 2020",0
Cayman Islands,CYM,"Jun 3, 2020",0
Cayman Islands,CYM,"Jun 4, 2020",0
Cayman Islands,CYM,"Jun 5, 2020",0
Cayman Islands,CYM,"Jun 6, 2020",0
Cayman Islands,CYM,"Jun 7, 2020",0
Cayman Islands,CYM,"Jun 8, 2020",0
Cayman Islands,CYM,"Jun 9, 2020",0
Cayman Islands,CYM,"Jun 10, 2020",0
Cayman Islands,CYM,"Jun 11, 2020",0
Cayman Islands,CYM,"Jun 12, 2020",0
Cayman Islands,CYM,"Jun 13, 2020",0
Cayman Islands,CYM,"Jun 14, 2020",0
Cayman Islands,CYM,"Jun 15, 2020",0
Cayman Islands,CYM,"Jun 16, 2020",0
Cayman Islands,CYM,"Jun 17, 2020",0
Cayman Islands,CYM,"Jun 18, 2020",0
Cayman Islands,CYM,"Jun 19, 2020",0
Cayman Islands,CYM,"Jun 20, 2020",0
