Entity,Code,Year,Percentage of teachers in tertiary education who are female (%) (%)
Cyprus,CYP,2009,39.9408302307129
Cyprus,CYP,2010,39.287109375
Cyprus,CYP,2011,40.5395317077637
Cyprus,CYP,2012,39.7785987854004
Cyprus,CYP,2013,38.7726097106934
Cyprus,CYP,2014,38.9077186584473
Czech Republic,CZE,1993,29.1998901367188
Czech Republic,CZE,1994,34.6820487976074
Czech Republic,CZE,1996,51.7729797363281
Czech Republic,CZE,1999,38.442699432373
Czech Republic,CZE,2000,38.4407806396484
Czech Republic,CZE,2001,39.9258003234863
Czech Republic,CZE,2003,39.3012313842773
Czech Republic,CZE,2005,40.1473388671875
Czech Republic,CZE,2006,37.553768157959
Czech Republic,CZE,2011,36.2069282531738
Czech Republic,CZE,2012,36.953540802002
Democratic Republic of Congo,COD,1999,5.93980979919434
Democratic Republic of Congo,COD,2008,6.20524978637695
Democratic Republic of Congo,COD,2011,5.25610017776489
Democratic Republic of Congo,COD,2013,8.34228038787842
Denmark,DNK,1993,37.9310302734375
Denmark,DNK,1994,30
Denmark,DNK,1995,30.2083301544189
Djibouti,DJI,1999,30
Djibouti,DJI,2000,33.3333282470703
Djibouti,DJI,2001,15
Djibouti,DJI,2002,16.6666698455811
Djibouti,DJI,2003,19.6078395843506
Djibouti,DJI,2004,17.391300201416
Djibouti,DJI,2005,20.8333301544189
Djibouti,DJI,2006,16.363639831543
Djibouti,DJI,2007,16.5289306640625
Dominica,DMA,1981,70.5882415771484
Dominica,DMA,1984,64.7058792114258
Dominica,DMA,1989,75
Dominica,DMA,1991,32.3529396057129
Dominica,DMA,1992,32.5
Dominica,DMA,1993,32.3529396057129
Dominican Republic,DOM,1997,31.6668491363525
Dominican Republic,DOM,2003,41.2564086914063
Dominican Republic,DOM,2012,41.3862495422363
Dominican Republic,DOM,2014,42.5770492553711
East Asia & Pacific,,1970,25.9314193725586
East Asia & Pacific,,1971,26.1261005401611
East Asia & Pacific,,1972,25.9866104125977
East Asia & Pacific,,1973,25.9371395111084
East Asia & Pacific,,1974,25.6727905273438
East Asia & Pacific,,1975,25.5730304718018
East Asia & Pacific,,1976,27.2849903106689
East Asia & Pacific,,1977,27.6656303405762
East Asia & Pacific,,1978,28.6027202606201
East Asia & Pacific,,1979,28.841480255127
East Asia & Pacific,,1980,29.1597805023193
East Asia & Pacific,,1981,28.8596496582031
East Asia & Pacific,,1982,29.8090496063232
East Asia & Pacific,,1983,29.5559005737305
East Asia & Pacific,,1984,30.1731491088867
East Asia & Pacific,,1985,30.506929397583
East Asia & Pacific,,1986,30.6569004058838
East Asia & Pacific,,1987,30.6667804718018
East Asia & Pacific,,1988,30.0708904266357
East Asia & Pacific,,1989,29.6636505126953
East Asia & Pacific,,1990,29.0835399627686
East Asia & Pacific,,1991,29.139030456543
East Asia & Pacific,,1992,28.8170204162598
East Asia & Pacific,,1993,28.806339263916
East Asia & Pacific,,1994,29.8029708862305
East Asia & Pacific,,1995,32.749698638916
East Asia & Pacific,,1996,35.7436904907227
East Asia & Pacific,,1997,38.4123191833496
East Asia & Pacific,,1998,41.217098236084
East Asia & Pacific,,1999,43.8778190612793
East Asia & Pacific,,2000,44.207218170166
East Asia & Pacific,,2001,44.3421897888184
East Asia & Pacific,,2002,43.9184417724609
East Asia & Pacific,,2003,43.6782417297363
East Asia & Pacific,,2004,43.2575798034668
East Asia & Pacific,,2005,42.798469543457
East Asia & Pacific,,2006,42.3701591491699
East Asia & Pacific,,2007,43.4327697753906
East Asia & Pacific,,2008,44.1654014587402
East Asia & Pacific,,2009,45.2405700683594
East Asia & Pacific,,2010,45.6440391540527
East Asia & Pacific,,2011,46.4214515686035
East Asia & Pacific,,2012,46.1591987609863
East Asia & Pacific (all income levels),,1970,20.4800891876221
East Asia & Pacific (all income levels),,1971,20.6576595306396
East Asia & Pacific (all income levels),,1972,20.2430095672607
East Asia & Pacific (all income levels),,1973,20.3492698669434
East Asia & Pacific (all income levels),,1974,20.2845401763916
East Asia & Pacific (all income levels),,1975,20.4118194580078
East Asia & Pacific (all income levels),,1976,21.4620990753174
East Asia & Pacific (all income levels),,1977,21.9316291809082
East Asia & Pacific (all income levels),,1978,22.6342506408691
East Asia & Pacific (all income levels),,1979,23.2360801696777
East Asia & Pacific (all income levels),,1980,23.5565490722656
East Asia & Pacific (all income levels),,1981,23.8892192840576
East Asia & Pacific (all income levels),,1982,24.5180606842041
East Asia & Pacific (all income levels),,1983,24.69873046875
East Asia & Pacific (all income levels),,1984,25.0654296875
East Asia & Pacific (all income levels),,1985,25.6752490997314
East Asia & Pacific (all income levels),,1986,26.0188407897949
East Asia & Pacific (all income levels),,1987,26.4613494873047
East Asia & Pacific (all income levels),,1988,26.2681503295898
East Asia & Pacific (all income levels),,1989,26.1919403076172
East Asia & Pacific (all income levels),,1990,25.7906494140625
East Asia & Pacific (all income levels),,1991,25.8835697174072
East Asia & Pacific (all income levels),,1992,25.6277809143066
East Asia & Pacific (all income levels),,1993,26.1014099121094
East Asia & Pacific (all income levels),,1994,27.4706897735596
East Asia & Pacific (all income levels),,1995,29.3374805450439
East Asia & Pacific (all income levels),,1996,30.930419921875
East Asia & Pacific (all income levels),,1997,32.3389511108398
East Asia & Pacific (all income levels),,1998,33.6815910339355
East Asia & Pacific (all income levels),,1999,35.0362586975098
East Asia & Pacific (all income levels),,2000,35.202449798584
East Asia & Pacific (all income levels),,2001,35.5039710998535
East Asia & Pacific (all income levels),,2002,35.6824684143066
East Asia & Pacific (all income levels),,2003,35.7900009155273
East Asia & Pacific (all income levels),,2004,35.9300994873047
East Asia & Pacific (all income levels),,2005,37.4652290344238
East Asia & Pacific (all income levels),,2006,36.9464111328125
East Asia & Pacific (all income levels),,2007,38.0047912597656
East Asia & Pacific (all income levels),,2008,38.852611541748
East Asia & Pacific (all income levels),,2009,39.4555587768555
East Asia & Pacific (all income levels),,2010,39.9937591552734
East Asia & Pacific (all income levels),,2011,40.6481895446777
East Asia & Pacific (all income levels),,2012,40.5481109619141
Ecuador,ECU,1997,19.7368392944336
Ecuador,ECU,2007,27.5821094512939
Ecuador,ECU,2008,31.4752902984619
Ecuador,ECU,2012,34.1063194274902
Egypt,EGY,2013,43.6070709228516
Egypt,EGY,2014,44.4082717895508
El Salvador,SLV,1970,16.7776298522949
El Salvador,SLV,1973,25.4938297271729
El Salvador,SLV,1974,24.6540203094482
El Salvador,SLV,1975,22.695369720459
El Salvador,SLV,1978,24.2957706451416
El Salvador,SLV,1983,29.2936305999756
El Salvador,SLV,1984,23.9358901977539
El Salvador,SLV,1985,25.1131801605225
El Salvador,SLV,1986,34.2869110107422
El Salvador,SLV,1990,26.0199203491211
El Salvador,SLV,1994,30.8580303192139
El Salvador,SLV,1995,27.8077392578125
El Salvador,SLV,1996,28.9744892120361
El Salvador,SLV,1999,32.0933418273926
El Salvador,SLV,2000,32.1690406799316
El Salvador,SLV,2001,30.8239593505859
El Salvador,SLV,2002,31.7146396636963
El Salvador,SLV,2003,31.9011402130127
El Salvador,SLV,2004,31.7148895263672
El Salvador,SLV,2005,33.6183395385742
El Salvador,SLV,2006,33.4847984313965
El Salvador,SLV,2007,33.3691787719727
El Salvador,SLV,2008,34.2326583862305
El Salvador,SLV,2009,35.2636909484863
El Salvador,SLV,2010,35.2043113708496
El Salvador,SLV,2011,35.8734283447266
El Salvador,SLV,2012,37.0544586181641
El Salvador,SLV,2013,36.8053283691406
El Salvador,SLV,2014,36.5720901489258
Equatorial Guinea,GNQ,1982,27.9411792755127
Equatorial Guinea,GNQ,1991,12.0689697265625
Equatorial Guinea,GNQ,2000,15.5339803695679
Eritrea,ERI,1995,8.0882396697998
Eritrea,ERI,1996,8.0882396697998
Eritrea,ERI,1998,12.626259803772
Eritrea,ERI,1999,13.0434799194336
Eritrea,ERI,2000,10
Eritrea,ERI,2001,12.1568603515625
Eritrea,ERI,2002,12.1568603515625
Eritrea,ERI,2003,13.4146299362183
Eritrea,ERI,2004,14.4522104263306
Estonia,EST,1996,47.7764015197754
Estonia,EST,1997,48.8838806152344
Estonia,EST,1999,49.0879707336426
Estonia,EST,2000,46.3816413879395
Estonia,EST,2001,47.5068817138672
Estonia,EST,2004,48.8386116027832
Estonia,EST,2005,48.4704399108887
Estonia,EST,2006,48.4743614196777
Ethiopia,ETH,1971,13.759690284729
Ethiopia,ETH,1972,9.50704002380371
Ethiopia,ETH,1980,8.75576019287109
Ethiopia,ETH,1983,8.0378303527832
Ethiopia,ETH,1984,9.26694011688232
Ethiopia,ETH,1986,8.82800960540771
Ethiopia,ETH,1987,8.16777038574219
Ethiopia,ETH,1988,7.59856986999512
Ethiopia,ETH,1989,7.94584989547729
Ethiopia,ETH,1990,7.39661979675293
Ethiopia,ETH,1991,7.51479005813599
Ethiopia,ETH,1994,5.86907005310059
Ethiopia,ETH,1995,6.35002994537354
Ethiopia,ETH,1999,6.149010181427
Ethiopia,ETH,2000,6.08729982376099
Ethiopia,ETH,2001,7.61139011383057
Ethiopia,ETH,2002,7.54603004455566
Ethiopia,ETH,2003,6.77083015441895
Ethiopia,ETH,2004,9.47325038909912
Ethiopia,ETH,2005,10.3156604766846
Ethiopia,ETH,2009,10
Ethiopia,ETH,2014,11.7145004272461
Euro area,,1992,30.0498600006104
Euro area,,1993,30.2379493713379
Euro area,,1994,30.5443897247314
Euro area,,1995,30.7916507720947
Euro area,,1996,31.462329864502
Euro area,,1997,32.049388885498
Euro area,,1998,32.944149017334
Euro area,,1999,33.7951583862305
Euro area,,2000,34.8951797485352
Euro area,,2001,36.8575401306152
Euro area,,2002,34.7313003540039
Euro area,,2003,35.287281036377
Euro area,,2004,36.3871994018555
Euro area,,2005,36.7671089172363
Euro area,,2006,37.0537910461426
Euro area,,2007,37.4072189331055
Euro area,,2008,37.4710006713867
Euro area,,2009,37.8103790283203
Euro area,,2010,38.3184204101563
Euro area,,2011,38.6737899780273
Euro area,,2012,39.0061988830566
Euro area,,2013,39.4212684631348
Euro area,,2014,39.6605682373047
Europe & Central Asia,,1999,49.6300201416016
Europe & Central Asia,,2000,50.1688499450684
Europe & Central Asia,,2001,50.2168197631836
Europe & Central Asia,,2002,51.0261993408203
Europe & Central Asia,,2003,50.3927803039551
Europe & Central Asia,,2004,50.0614204406738
Europe & Central Asia,,2005,50.661018371582
Europe & Central Asia,,2006,52.2186393737793
Europe & Central Asia,,2007,52.3190612792969
Europe & Central Asia,,2008,51.8678016662598
Europe & Central Asia,,2009,52.2366600036621
Europe & Central Asia,,2010,52.4892082214355
Europe & Central Asia,,2011,52.689640045166
Europe & Central Asia,,2012,52.9700393676758
Europe & Central Asia,,2013,52.7338905334473
Europe & Central Asia,,2014,52.6525917053223
Europe & Central Asia (all income levels),,1992,39.0108413696289
Europe & Central Asia (all income levels),,1993,38.608570098877
Europe & Central Asia (all income levels),,1994,38.2430114746094
Europe & Central Asia (all income levels),,1995,39.0865287780762
Europe & Central Asia (all income levels),,1996,39.7918891906738
Europe & Central Asia (all income levels),,1997,40.1258811950684
Europe & Central Asia (all income levels),,1998,40.7701606750488
Europe & Central Asia (all income levels),,1999,41.4844398498535
Europe & Central Asia (all income levels),,2000,42.4351387023926
Europe & Central Asia (all income levels),,2001,43.227668762207
Europe & Central Asia (all income levels),,2002,42.9384384155273
Europe & Central Asia (all income levels),,2003,42.773380279541
Europe & Central Asia (all income levels),,2004,43.1441802978516
Europe & Central Asia (all income levels),,2005,43.7244110107422
Europe & Central Asia (all income levels),,2006,44.6618690490723
Europe & Central Asia (all income levels),,2007,44.9845581054688
Europe & Central Asia (all income levels),,2008,44.9028701782227
Europe & Central Asia (all income levels),,2009,45.1298294067383
Europe & Central Asia (all income levels),,2010,45.3882484436035
Europe & Central Asia (all income levels),,2011,45.5926094055176
Europe & Central Asia (all income levels),,2012,45.7485008239746
Europe & Central Asia (all income levels),,2013,45.8145713806152
Europe & Central Asia (all income levels),,2014,45.8049583435059
European Union,,1987,28.8255290985107
European Union,,1988,29.0500392913818
European Union,,1989,29.4108390808105
European Union,,1990,29.711009979248
European Union,,1991,30.0735206604004
European Union,,1992,30.1321296691895
European Union,,1993,30.4333992004395
European Union,,1994,30.7182006835938
European Union,,1995,31.9163494110107
European Union,,1996,32.8082885742188
European Union,,1997,33.2811698913574
European Union,,1998,34.0004692077637
European Union,,1999,34.6916313171387
European Union,,2000,35.678638458252
European Union,,2001,37.1675605773926
European Union,,2002,35.9549789428711
European Union,,2003,36.3915214538574
European Union,,2004,37.4725685119629
European Union,,2005,37.8909492492676
European Union,,2006,38.1678009033203
European Union,,2007,38.5128707885742
European Union,,2008,38.6834106445313
European Union,,2009,39.0511093139648
European Union,,2010,39.5032806396484
European Union,,2011,39.8355903625488
European Union,,2012,40.1755409240723
European Union,,2013,40.5886993408203
European Union,,2014,40.8748092651367
Fiji,FJI,1974,14.4278602600098
Fiji,FJI,1975,17.4698791503906
Fiji,FJI,1985,17.6706790924072
Fiji,FJI,1986,23.125
Fiji,FJI,1991,33.2130012512207
Finland,FIN,1971,19.0521793365479
Finland,FIN,1972,19.9756202697754
Finland,FIN,1973,21.4592304229736
Finland,FIN,1974,18.4665393829346
Finland,FIN,1999,44.8501510620117
Finland,FIN,2001,44.9370498657227
Finland,FIN,2002,45.9798583984375
Finland,FIN,2003,45.2801895141602
Finland,FIN,2004,45.415771484375
Finland,FIN,2005,46.0628890991211
Finland,FIN,2008,50.8189811706543
Finland,FIN,2009,50.5190811157227
Finland,FIN,2010,51.1353302001953
Finland,FIN,2011,50.3033981323242
Finland,FIN,2012,50.2722091674805
Finland,FIN,2013,50.6887893676758
France,FRA,1993,32.2423515319824
France,FRA,1994,32.3859901428223
France,FRA,1995,30.6492290496826
France,FRA,1996,33.3827781677246
France,FRA,1997,34.0060806274414
France,FRA,1999,39.7912292480469
France,FRA,2001,45.6977691650391
France,FRA,2002,33.9082412719727
France,FRA,2003,34.2577209472656
France,FRA,2004,39.2965202331543
France,FRA,2012,37.0951690673828
France,FRA,2013,37.2312812805176
Gabon,GAB,1983,13.4680099487305
Gabon,GAB,1984,13.4740295410156
Gabon,GAB,1999,17.0940208435059
Gambia,GMB,1995,23.22580909729
Gambia,GMB,1999,15.2941198348999
Gambia,GMB,2004,16.4179096221924
Gambia,GMB,2012,7.87036991119385
Georgia,GEO,1999,47.4812088012695
Georgia,GEO,2000,49.0582695007324
Georgia,GEO,2001,47.5467300415039
Georgia,GEO,2002,49.3010215759277
Georgia,GEO,2003,44.378589630127
Georgia,GEO,2004,50.3455581665039
Georgia,GEO,2005,50.9178695678711
Georgia,GEO,2006,45.2695007324219
Georgia,GEO,2007,52.4948387145996
Georgia,GEO,2008,54.9034996032715
Georgia,GEO,2009,49.5242691040039
Georgia,GEO,2010,51.8560218811035
Georgia,GEO,2012,53.1017189025879
Georgia,GEO,2013,54.9877014160156
Georgia,GEO,2014,49.5470809936523
Germany,DEU,1993,27.5580196380615
Germany,DEU,1994,27.8644790649414
Germany,DEU,1995,28.9662799835205
Germany,DEU,1996,28.692569732666
Germany,DEU,1997,29.443229675293
Germany,DEU,1999,30.4751396179199
Germany,DEU,2000,30.9580192565918
Germany,DEU,2001,31.3974704742432
Germany,DEU,2002,32.226879119873
Germany,DEU,2013,37.7247695922852
Germany,DEU,2014,38.0184288024902
Ghana,GHA,1971,9.20176982879639
Ghana,GHA,1972,8.55333042144775
Ghana,GHA,1974,10.6092395782471
Ghana,GHA,2012,18.1863594055176
Ghana,GHA,2013,18.8363990783691
Ghana,GHA,2014,19.4624404907227
Greece,GRC,1976,35.3778114318848
Greece,GRC,1980,34.594051361084
Greece,GRC,1981,31.9863395690918
Greece,GRC,1982,32.6702003479004
Greece,GRC,1983,33.1035118103027
Greece,GRC,1984,33.5211715698242
Greece,GRC,1985,29.5781803131104
Greece,GRC,1986,29.9966297149658
Greece,GRC,1987,29.8380603790283
Greece,GRC,1988,31.3949794769287
Greece,GRC,1989,31.4753608703613
Greece,GRC,1990,31.8563709259033
Greece,GRC,1991,32.3432083129883
Greece,GRC,1992,31.8890495300293
Greece,GRC,1993,32.1253089904785
Greece,GRC,1994,35.4084091186523
Greece,GRC,1995,32.648738861084
Greece,GRC,1996,33.8029098510742
Greece,GRC,1997,33.3997611999512
Greece,GRC,1998,31.3639793395996
Greece,GRC,1999,31.3664093017578
Greece,GRC,2003,36.4539489746094
Greece,GRC,2004,36.4524307250977
Greece,GRC,2005,36.0259208679199
Greece,GRC,2006,34.843921661377
Greece,GRC,2007,35.192081451416
Greece,GRC,2014,32.7048187255859
Grenada,GRD,1979,52.1739082336426
Grenada,GRD,1980,24.6753196716309
Grenada,GRD,1982,26.7605590820313
Grenada,GRD,1983,35
Grenada,GRD,1984,30.1886806488037
Guinea,GIN,1981,3.10317993164063
Guinea,GIN,1983,3.78732991218567
Guinea,GIN,1985,3.376620054245
Guinea,GIN,1986,3.61336994171143
Guinea,GIN,1987,2.73972988128662
Guinea,GIN,1988,2.52005004882813
Guinea,GIN,1989,3.35403990745544
Guinea,GIN,1996,3.45794010162354
Guinea,GIN,1998,3.0558500289917
Guinea,GIN,2009,3.92236995697021
Guinea,GIN,2010,3.56658005714417
Guinea,GIN,2011,3.52431011199951
Guinea,GIN,2013,3.58806991577148
Guinea,GIN,2014,3.45648002624512
Guyana,GUY,1972,17.6470603942871
Guyana,GUY,1973,17.1428604125977
Guyana,GUY,1979,29.6371002197266
Guyana,GUY,1981,26.6968307495117
Guyana,GUY,1983,28.2850799560547
Guyana,GUY,1984,29.2134799957275
Guyana,GUY,1985,28.8461494445801
Guyana,GUY,1986,22.5806503295898
Guyana,GUY,1988,31.6306495666504
Guyana,GUY,1995,33.5195503234863
Guyana,GUY,1996,30.8823509216309
Guyana,GUY,2004,45.9016418457031
Guyana,GUY,2005,44.4636688232422
Guyana,GUY,2006,48.4375
Guyana,GUY,2007,49.9142417907715
Guyana,GUY,2008,54.9019584655762
Guyana,GUY,2009,44.3267784118652
Guyana,GUY,2010,55.0531883239746
Guyana,GUY,2011,59.0982284545898
Guyana,GUY,2012,52.6627197265625
Haiti,HTI,1976,11.7647104263306
Haiti,HTI,1977,11.1922101974487
Haiti,HTI,1978,10.1659803390503
Haiti,HTI,1979,10.1419897079468
Haiti,HTI,1981,10.8695697784424
Haiti,HTI,1983,12.7294998168945
Haiti,HTI,1986,37.1559600830078
Heavily indebted poor countries (HIPC),,1980,18.1289005279541
Heavily indebted poor countries (HIPC),,1981,18.3334407806396
Heavily indebted poor countries (HIPC),,1982,18.4161796569824
Heavily indebted poor countries (HIPC),,1983,18.6128997802734
Heavily indebted poor countries (HIPC),,1984,19.1310901641846
Heavily indebted poor countries (HIPC),,1985,19.2954998016357
Heavily indebted poor countries (HIPC),,1986,19.5746097564697
Heavily indebted poor countries (HIPC),,1987,19.9365005493164
Heavily indebted poor countries (HIPC),,1988,19.9729690551758
Heavily indebted poor countries (HIPC),,1989,20.110710144043
Heavily indebted poor countries (HIPC),,1990,20.1241302490234
Heavily indebted poor countries (HIPC),,1991,19.9728698730469
Heavily indebted poor countries (HIPC),,1992,19.8182697296143
Heavily indebted poor countries (HIPC),,1993,19.8769397735596
Heavily indebted poor countries (HIPC),,1994,20.4960193634033
Heavily indebted poor countries (HIPC),,1995,21.1084003448486
Heavily indebted poor countries (HIPC),,1996,21.6624393463135
Heavily indebted poor countries (HIPC),,1997,22.1949996948242
Heavily indebted poor countries (HIPC),,1998,22.8257007598877
Heavily indebted poor countries (HIPC),,1999,23.3639602661133
Heavily indebted poor countries (HIPC),,2000,23.2126293182373
Heavily indebted poor countries (HIPC),,2001,22.9798393249512
Heavily indebted poor countries (HIPC),,2002,23.357889175415
Heavily indebted poor countries (HIPC),,2003,22.9631099700928
Heavily indebted poor countries (HIPC),,2004,22.5924491882324
Heavily indebted poor countries (HIPC),,2005,22.1490707397461
Heavily indebted poor countries (HIPC),,2006,21.5923805236816
Heavily indebted poor countries (HIPC),,2007,21.2986106872559
Heavily indebted poor countries (HIPC),,2008,20.7236309051514
Heavily indebted poor countries (HIPC),,2009,19.5863990783691
Heavily indebted poor countries (HIPC),,2010,18.9288501739502
Heavily indebted poor countries (HIPC),,2011,19.3418502807617
Heavily indebted poor countries (HIPC),,2012,19.7100200653076
Heavily indebted poor countries (HIPC),,2013,20.2449893951416
Heavily indebted poor countries (HIPC),,2014,18.9420890808105
High income,,1974,25.2203102111816
High income,,1975,25.2811393737793
High income,,1976,25.574010848999
High income,,1977,25.9083194732666
High income,,1978,26.1760807037354
High income,,1979,26.4344596862793
High income,,1980,26.6782894134521
High income,,1981,26.9389896392822
High income,,1982,27.1609897613525
High income,,1983,27.4094295501709
High income,,1984,27.7884407043457
High income,,1985,27.92746925354
High income,,1986,28.1493606567383
High income,,1987,28.4901790618896
High income,,1988,28.9829196929932
High income,,1989,29.5630302429199
High income,,1990,30.0744209289551
High income,,1991,30.2964401245117
High income,,1992,30.5168590545654
High income,,1993,30.9138298034668
High income,,1994,32.1642799377441
High income,,1995,32.5680618286133
High income,,1996,32.8839683532715
High income,,1997,33.2933387756348
High income,,1998,33.6129608154297
High income,,1999,34.2956504821777
High income,,2000,34.6410713195801
High income,,2001,35.1212501525879
High income,,2002,34.9621810913086
High income,,2003,35.2848587036133
High income,,2004,36.1678504943848
High income,,2005,36.6512603759766
High income,,2006,37.3149681091309
High income,,2007,37.5234184265137
High income,,2008,38.1459083557129
High income,,2009,38.6161003112793
High income,,2010,39.134349822998
High income,,2011,39.5438919067383
High income,,2012,39.9133682250977
High income,,2013,40.2857818603516
High income,,2014,40.6354598999023
Honduras,HND,1977,24.0316905975342
Honduras,HND,1981,28.954719543457
Honduras,HND,1985,34.4477806091309
Honduras,HND,1989,28.7737293243408
Honduras,HND,1994,28.5679302215576
Honduras,HND,2000,35.6460609436035
Honduras,HND,2003,38.3273811340332
Honduras,HND,2004,38.326358795166
Honduras,HND,2010,39.2412414550781
Honduras,HND,2012,36.5597305297852
Honduras,HND,2013,41.3190383911133
Honduras,HND,2014,38.788200378418
Hong Kong,HKG,1971,15.0268297195435
Hong Kong,HKG,1972,16.2343902587891
Hong Kong,HKG,1973,16.1729393005371
Hong Kong,HKG,1974,16.3579006195068
Hong Kong,HKG,1975,14.3769998550415
Hong Kong,HKG,1976,14.656590461731
Hong Kong,HKG,1977,14.9919700622559
Hong Kong,HKG,1979,16.0093803405762
Hong Kong,HKG,1980,14.9824304580688
Hong Kong,HKG,1982,15.5649003982544
Hong Kong,HKG,1983,15.8861999511719
Hong Kong,HKG,1984,17.4325199127197
Hong Kong,HKG,1992,24.774169921875
Hong Kong,HKG,1993,24.7054901123047
Hong Kong,HKG,1994,25.4612503051758
Hungary,HUN,1971,22.4696102142334
Hungary,HUN,1972,23.3320407867432
Hungary,HUN,1973,23.8448696136475
Hungary,HUN,1974,25.426139831543
Hungary,HUN,1975,25.1637401580811
Hungary,HUN,1976,26.7325897216797
Hungary,HUN,1977,27.8509006500244
Hungary,HUN,1978,28.770170211792
Hungary,HUN,1979,27.8066902160645
Hungary,HUN,1980,28.175329208374
Hungary,HUN,1981,29.128870010376
Hungary,HUN,1982,28.9821605682373
Hungary,HUN,1983,30.2191104888916
Hungary,HUN,1984,30.0235290527344
Hungary,HUN,1985,31.2891006469727
Hungary,HUN,1986,30.2760906219482
Hungary,HUN,1987,31.0303802490234
Hungary,HUN,1988,31.4730091094971
Hungary,HUN,1989,31.4097309112549
Hungary,HUN,1990,32.6735687255859
Hungary,HUN,1991,32.3199615478516
Hungary,HUN,1992,32.064998626709
Hungary,HUN,1993,32.8242111206055
Hungary,HUN,1994,33.1299781799316
Hungary,HUN,1996,36.6670417785645
Hungary,HUN,1997,36.7685890197754
Hungary,HUN,1999,37.799560546875
Hungary,HUN,2000,38.5006408691406
Hungary,HUN,2001,36.6851692199707
Hungary,HUN,2002,40.1286697387695
Hungary,HUN,2003,38.965461730957
Hungary,HUN,2004,38.623119354248
Hungary,HUN,2005,38.7990417480469
Hungary,HUN,2006,39.1388816833496
Hungary,HUN,2007,37.0810890197754
Hungary,HUN,2008,38.0130310058594
Hungary,HUN,2009,37.5673904418945
Hungary,HUN,2010,38.0752983093262
Hungary,HUN,2011,38.4896697998047
Hungary,HUN,2012,37.4685897827148
Hungary,HUN,2013,38.7809410095215
Hungary,HUN,2014,43.3143501281738
Iceland,ISL,1971,8.43881988525391
Iceland,ISL,1972,10.3846197128296
Iceland,ISL,1973,14.1242904663086
Iceland,ISL,1974,12.6829299926758
Iceland,ISL,1975,10.738260269165
Iceland,ISL,1976,11.8260898590088
Iceland,ISL,1998,44.6713485717773
Iceland,ISL,1999,43.3869781494141
Iceland,ISL,2000,42.6259002685547
Iceland,ISL,2001,49.2575492858887
Iceland,ISL,2002,48.1707305908203
Iceland,ISL,2003,47.8524513244629
Iceland,ISL,2004,42.7952995300293
Iceland,ISL,2005,44.6689109802246
Iceland,ISL,2006,44.3431587219238
Iceland,ISL,2007,44.6710891723633
Iceland,ISL,2008,48.967830657959
Iceland,ISL,2009,48.8521614074707
Iceland,ISL,2010,47.3409309387207
Iceland,ISL,2011,47.1973609924316
Iceland,ISL,2012,48.1295585632324
India,IND,1972,15.7786598205566
India,IND,1973,15.9139604568481
India,IND,1975,16.3089408874512
India,IND,1976,16.6532402038574
India,IND,1977,17.2463397979736
India,IND,1978,17.5976104736328
India,IND,1979,18.306640625
India,IND,1980,18.2219200134277
India,IND,1984,19.5205707550049
India,IND,1985,20.5855407714844
India,IND,1986,20.9735698699951
India,IND,1987,21.0828304290771
India,IND,2000,36.971549987793
India,IND,2001,36.9853286743164
India,IND,2002,36.9470405578613
India,IND,2003,37.0283012390137
India,IND,2004,40.0000686645508
India,IND,2013,39.046028137207
Indonesia,IDN,1983,17.1599292755127
Indonesia,IDN,1984,17.9214191436768
Indonesia,IDN,1985,18.0370197296143
Indonesia,IDN,1993,8.08409023284912
Indonesia,IDN,1999,38.3180198669434
Indonesia,IDN,2000,39.5870513916016
Indonesia,IDN,2001,40.7620887756348
Indonesia,IDN,2002,39.7003288269043
Indonesia,IDN,2003,39.3115310668945
Indonesia,IDN,2004,39.466381072998
Indonesia,IDN,2005,40.0013198852539
Indonesia,IDN,2006,40.2020606994629
Indonesia,IDN,2007,40.8869895935059
Indonesia,IDN,2008,40.4537086486816
Indonesia,IDN,2009,40.1547012329102
Indonesia,IDN,2010,40.7873306274414
Indonesia,IDN,2011,41.1897583007813
Indonesia,IDN,2012,39.419620513916
Indonesia,IDN,2013,38.5164985656738
Indonesia,IDN,2014,39.2392883300781
Iran,IRN,1971,12.3107795715332
Iran,IRN,1972,11.3164501190186
Iran,IRN,1973,11.3852396011353
Iran,IRN,1974,12.4009504318237
Iran,IRN,1975,13.6636896133423
Iran,IRN,1977,14.7505702972412
Iran,IRN,1978,15.3497695922852
Iran,IRN,1996,23.4018802642822
Iran,IRN,1999,16.7858695983887
Iran,IRN,2000,16.998119354248
Iran,IRN,2001,18.3373394012451
Iran,IRN,2002,17.4506206512451
Iran,IRN,2003,17.8106098175049
Iran,IRN,2004,16.0783100128174
Iran,IRN,2005,18.9283905029297
Iran,IRN,2006,20.1354999542236
Iran,IRN,2007,23.5106792449951
Iran,IRN,2008,19.4769401550293
Iran,IRN,2009,21.8439903259277
Iran,IRN,2010,21.5827198028564
Iran,IRN,2011,24.2279090881348
Iran,IRN,2012,26.8939990997314
Iran,IRN,2013,27.9984302520752
Iran,IRN,2014,29.768030166626
Iraq,IRQ,1971,8.50714015960693
Iraq,IRQ,1972,12.464940071106
Iraq,IRQ,1973,16.8747501373291
Iraq,IRQ,1974,16.1449203491211
Iraq,IRQ,1975,17.3700294494629
Iraq,IRQ,1976,19.6790294647217
Iraq,IRQ,1977,17.4064693450928
Iraq,IRQ,1978,19.9099807739258
