Entity,Code,Year,International migrant stock (% of population) (% of population)
Iraq,IRQ,2010,0.380291585930821
Iraq,IRQ,2015,0.9715760982742
Ireland,IRL,1990,6.39781696082014
Ireland,IRL,1995,6.22417759913841
Ireland,IRL,2000,9.12521794451962
Ireland,IRL,2005,14.0125603634893
Ireland,IRL,2010,15.8217274297246
Ireland,IRL,2015,15.9169365666588
Isle of Man,IMN,1990,49.4495960860166
Isle of Man,IMN,1995,51.1020905778529
Isle of Man,IMN,2000,50.7798869879957
Isle of Man,IMN,2005,51.6211338602278
Isle of Man,IMN,2010,51.5220510631233
Isle of Man,IMN,2015,51.516290726817
Israel,ISR,1990,36.2890770079133
Israel,ISR,1995,33.6142547239846
Israel,ISR,2000,30.7848015975493
Israel,ISR,2005,28.6128924839904
Israel,ISR,2010,26.2873081227238
Israel,ISR,2015,24.9469000386407
Italy,ITA,1990,2.50531433742571
Italy,ITA,1995,3.1074050664025
Italy,ITA,2000,3.71267956800803
Italy,ITA,2005,6.74218944921741
Italy,ITA,2010,9.71318439967291
Italy,ITA,2015,9.6807677420957
Jamaica,JAM,1990,0.858200541033093
Jamaica,JAM,1995,0.912337218923978
Jamaica,JAM,2000,0.959657243293033
Jamaica,JAM,2005,0.907954328186989
Jamaica,JAM,2010,0.863729104902028
Jamaica,JAM,2015,0.829367046917036
Japan,JPN,1990,0.879862814739571
Japan,JPN,1995,1.10946363450103
Japan,JPN,2000,1.34158324270085
Japan,JPN,2005,1.58523842500455
Japan,JPN,2010,1.67621294290106
Japan,JPN,2015,1.61477505702794
Jordan,JOR,1990,34.1332452769177
Jordan,JOR,1995,35.5796477814006
Jordan,JOR,2000,40.4374348187594
Jordan,JOR,2005,43.6043849388578
Jordan,JOR,2010,41.7769218117704
Jordan,JOR,2015,40.9771116038916
Kazakhstan,KAZ,1990,21.8947010794356
Kazakhstan,KAZ,1995,20.3771677014687
Kazakhstan,KAZ,2000,19.1973279790575
Kazakhstan,KAZ,2005,20.0816192235029
Kazakhstan,KAZ,2010,20.4444845273853
Kazakhstan,KAZ,2015,20.1233050855632
Kenya,KEN,1990,1.26797362595068
Kenya,KEN,1995,2.26041796242178
Kenya,KEN,2000,2.2505087585005
Kenya,KEN,2005,2.1412010057416
Kenya,KEN,2010,2.29853155523763
Kenya,KEN,2015,2.35472288542212
Kiribati,KIR,1990,2.98573421165293
Kiribati,KIR,1995,2.86001003512293
Kiribati,KIR,2000,2.70478402009336
Kiribati,KIR,2005,2.69362822081903
Kiribati,KIR,2010,2.79401449614216
Kiribati,KIR,2015,2.80458625014454
Kuwait,KWT,1990,52.1844910123798
Kuwait,KWT,1995,56.318664704578
Kuwait,KWT,2000,58.4429921170062
Kuwait,KWT,2005,58.9028381289307
Kuwait,KWT,2010,61.1718750255354
Kuwait,KWT,2015,73.6395507326993
Kyrgyzstan,KGZ,1990,14.1786941956108
Kyrgyzstan,KGZ,1995,11.1123910773529
Kyrgyzstan,KGZ,2000,7.862155262016
Kyrgyzstan,KGZ,2005,6.11668136065699
Kyrgyzstan,KGZ,2010,4.23658452719127
Kyrgyzstan,KGZ,2015,3.44079642260338
Laos,LAO,1990,0.538297237724876
Laos,LAO,1995,0.484295893551244
Laos,LAO,2000,0.41078976334669
Laos,LAO,2005,0.354585856391597
Laos,LAO,2010,0.338389124012226
Laos,LAO,2015,0.327020358502169
Late-demographic dividend,,1990,1.51424231196209
Late-demographic dividend,,1995,1.49313901238384
Late-demographic dividend,,2000,1.49185114746503
Late-demographic dividend,,2005,1.57034553997298
Late-demographic dividend,,2010,1.84702359654575
Late-demographic dividend,,2015,2.06901434431499
Latin America & Caribbean,,1990,1.56456345567575
Latin America & Caribbean,,1995,1.32959113689266
Latin America & Caribbean,,2000,1.2027723301181
Latin America & Caribbean,,2005,1.23887155585282
Latin America & Caribbean,,2010,1.33518290131585
Latin America & Caribbean,,2015,1.41373213447308
Latin America & Caribbean (IDA & IBRD),,1990,1.50272225193996
Latin America & Caribbean (IDA & IBRD),,1995,1.26043764579313
Latin America & Caribbean (IDA & IBRD),,2000,1.12887371993828
Latin America & Caribbean (IDA & IBRD),,2005,1.16531492881634
Latin America & Caribbean (IDA & IBRD),,2010,1.2668610191842
Latin America & Caribbean (IDA & IBRD),,2015,1.35684986227982
Latin America & Caribbean (excluding high income),,1990,1.16336595421707
Latin America & Caribbean (excluding high income),,1995,0.937918236118901
Latin America & Caribbean (excluding high income),,2000,0.825922782549051
Latin America & Caribbean (excluding high income),,2005,0.840025761152732
Latin America & Caribbean (excluding high income),,2010,0.928274042780619
Latin America & Caribbean (excluding high income),,2015,0.981475518739833
Latvia,LVA,1990,24.2496485528259
Latvia,LVA,1995,21.6276364677
Latvia,LVA,2000,18.1396351056576
Latvia,LVA,2005,16.9120099624746
Latvia,LVA,2010,15.0099568576033
Latvia,LVA,2015,13.3532402640341
Least developed countries: UN classification,,1990,2.14950697721134
Least developed countries: UN classification,,1995,1.97943653117078
Least developed countries: UN classification,,2000,1.50657624608332
Least developed countries: UN classification,,2005,1.30162672523344
Least developed countries: UN classification,,2010,1.16361351775642
Least developed countries: UN classification,,2015,1.25091234931097
Lebanon,LBN,1990,19.3743736170556
Lebanon,LBN,1995,20.0534646532643
Lebanon,LBN,2000,21.4167423919292
Lebanon,LBN,2005,18.9819319189388
Lebanon,LBN,2010,18.9215006331338
Lebanon,LBN,2015,34.1456803007755
Lesotho,LSO,1990,0.515794968995965
Lesotho,LSO,1995,0.410759574506906
Lesotho,LSO,2000,0.332233430753276
Lesotho,LSO,2005,0.32661004733509
Lesotho,LSO,2010,0.319011472277237
Lesotho,LSO,2015,0.307818842147762
Liberia,LBR,1990,4.51590844352761
Liberia,LBR,1995,10.0274481578868
Liberia,LBR,2000,5.25137207603957
Liberia,LBR,2005,2.66647419739396
Liberia,LBR,2010,2.50452881386764
Liberia,LBR,2015,2.52649198234771
Libya,LBY,1990,10.3918021452708
Libya,LBY,1995,10.4145133801347
Libya,LBY,2000,10.6315895185248
Libya,LBY,2005,10.776650280796
Libya,LBY,2010,10.9165508641736
Libya,LBY,2015,12.2824498704933
Liechtenstein,LIE,1990,37.9405113932858
Liechtenstein,LIE,1995,43.1712775273246
Liechtenstein,LIE,2000,46.5206417883541
Liechtenstein,LIE,2005,54.22357396993
Liechtenstein,LIE,2010,61.5889293196604
Liechtenstein,LIE,2015,62.5962537635555
Lithuania,LTU,1990,9.44606104896071
Lithuania,LTU,1995,7.54082256753505
Lithuania,LTU,2000,6.14710474180473
Lithuania,LTU,2005,6.01833296044469
Lithuania,LTU,2010,5.14827072195617
Lithuania,LTU,2015,4.72608962255138
Low & middle income,,1990,1.7591171775073
Low & middle income,,1995,1.53919512486754
Low & middle income,,2000,1.39154122384546
Low & middle income,,2005,1.30044926037362
Low & middle income,,2010,1.31106517350438
Low & middle income,,2015,1.3769026222768
Low income,,1990,2.84632194767878
Low income,,1995,2.63492280000893
Low income,,2000,1.96477064999377
Low income,,2005,1.70400081614669
Low income,,2010,1.60537995051158
Low income,,2015,1.57107211480999
Lower middle income,,1990,1.67038253464719
Lower middle income,,1995,1.3203101721416
Lower middle income,,2000,1.15326693655918
Lower middle income,,2005,0.98539727943911
Lower middle income,,2010,0.938393579031547
Lower middle income,,2015,0.891268880071905
Luxembourg,LUX,1990,29.8058865283522
Luxembourg,LUX,1995,30.8971255524957
Luxembourg,LUX,2000,32.0448880664608
Luxembourg,LUX,2005,32.897015815327
Luxembourg,LUX,2010,32.1215856220552
Luxembourg,LUX,2015,43.9641339422687
Macao,MAC,1990,56.9994579343128
Macao,MAC,1995,56.4497225561476
Macao,MAC,2000,55.750659285448
Macao,MAC,2005,59.662201564032
Macao,MAC,2010,59.5754789329363
Macao,MAC,2015,58.321902771585
Macedonia,MKD,1990,4.76609123110748
Macedonia,MKD,1995,5.59716085227668
Macedonia,MKD,2000,6.24561703455827
Macedonia,MKD,2005,6.24932081644961
Macedonia,MKD,2010,6.28870713033039
Macedonia,MKD,2015,6.28977417338761
Madagascar,MDG,1990,0.207149242901001
Madagascar,MDG,1995,0.157420249550159
Madagascar,MDG,2000,0.149515926231188
Madagascar,MDG,2005,0.142468226764279
Madagascar,MDG,2010,0.137123537657288
Madagascar,MDG,2015,0.132347777361949
Malawi,MWI,1990,11.9855908142397
Malawi,MWI,1995,2.45982514986544
Malawi,MWI,2000,2.07822049578183
Malawi,MWI,2005,1.73881140390306
Malawi,MWI,2010,1.47410016531003
Malawi,MWI,2015,1.2498117945782
Malaysia,MYS,1990,3.82140625575714
Malaysia,MYS,1995,4.52280378631527
Malaysia,MYS,2000,5.45338191759948
Malaysia,MYS,2005,6.67675500396881
Malaysia,MYS,2010,8.5563790252316
Malaysia,MYS,2015,8.28934891611083
Maldives,MDV,1990,3.89328745088023
Maldives,MDV,1995,7.28539378911324
Maldives,MDV,2000,9.66246290801187
Maldives,MDV,2005,14.7704021405525
Maldives,MDV,2010,22.1315492745997
Maldives,MDV,2015,25.8721817536855
Mali,MLI,1990,1.89500800216928
Mali,MLI,1995,1.82754407563894
Mali,MLI,2000,1.71518302919744
Mali,MLI,2005,1.99355131405135
Mali,MLI,2010,2.21929618786116
Mali,MLI,2015,2.06335973795908
Malta,MLT,1990,4.23860087094153
Malta,MLT,1995,4.76381008133924
Malta,MLT,2000,5.55839661139522
Malta,MLT,2005,6.18493354218397
Malta,MLT,2010,8.02884988739613
Malta,MLT,2015,9.8984880693625
Marshall Islands,MHL,1990,2.44820295983087
Marshall Islands,MHL,1995,2.90082320658565
Marshall Islands,MHL,2000,3.6253139318648
Marshall Islands,MHL,2005,4.64289830573591
Marshall Islands,MHL,2010,5.89188982986191
Marshall Islands,MHL,2015,6.19704489272168
Mauritania,MRT,1990,5.51721752365139
Mauritania,MRT,1995,3.83733096369013
Mauritania,MRT,2000,2.11571718298265
Mauritania,MRT,2005,1.84265684491265
Mauritania,MRT,2010,2.3578270312413
Mauritania,MRT,2015,3.39667673329787
Mauritius,MUS,1990,0.342183896615571
Mauritius,MUS,1995,0.663875195361645
Mauritius,MUS,2000,1.31148730575129
Mauritius,MUS,2005,1.60776624664691
Mauritius,MUS,2010,1.99014224116171
Mauritius,MUS,2015,2.24510921983142
Mexico,MEX,1990,0.812613997406173
Mexico,MEX,1995,0.48561244371919
Mexico,MEX,2000,0.523352182925571
Mexico,MEX,2005,0.649203275003716
Mexico,MEX,2010,0.817364770549705
Mexico,MEX,2015,0.939364727416811
Micronesia (country),FSM,1990,3.82535217115986
Micronesia (country),FSM,1995,3.10721856521254
Micronesia (country),FSM,2000,2.9004933445034
Micronesia (country),FSM,2005,2.73545641160851
Micronesia (country),FSM,2010,2.70703249404067
Micronesia (country),FSM,2015,2.63833046142064
Middle East & North Africa,,1990,7.13669861651166
Middle East & North Africa,,1995,6.50021897944081
Middle East & North Africa,,2000,6.37674475879586
Middle East & North Africa,,2005,6.68601050141096
Middle East & North Africa,,2010,8.4174214286814
Middle East & North Africa,,2015,9.25582667673871
Middle East & North Africa (IDA & IBRD),,1990,3.57614954308219
Middle East & North Africa (IDA & IBRD),,1995,2.96473578948451
Middle East & North Africa (IDA & IBRD),,2000,2.85868457607891
Middle East & North Africa (IDA & IBRD),,2005,2.75397344174231
Middle East & North Africa (IDA & IBRD),,2010,3.0515904115962
Middle East & North Africa (IDA & IBRD),,2015,3.2630247051241
Middle East & North Africa (excluding high income),,1990,3.66422213094789
Middle East & North Africa (excluding high income),,1995,3.04042494306154
Middle East & North Africa (excluding high income),,2000,2.91773953123336
Middle East & North Africa (excluding high income),,2005,2.80481493630262
Middle East & North Africa (excluding high income),,2010,3.08895583602717
Middle East & North Africa (excluding high income),,2015,3.28962157824629
Middle income,,1990,1.6623626283678
Middle income,,1995,1.43507734355634
Middle income,,2000,1.33357959035887
Middle income,,2005,1.25649289871864
Middle income,,2010,1.27586979134595
Middle income,,2015,1.35216298191598
Moldova,MDA,1990,12.4690143291399
Moldova,MDA,1995,8.46333394943907
Moldova,MDA,2000,5.89913850888151
Moldova,MDA,2005,4.1839648633249
Moldova,MDA,2010,3.86017030796799
Moldova,MDA,2015,3.51210659793059
Monaco,MCO,1990,69.1589102520552
Monaco,MCO,1995,68.599348534202
Monaco,MCO,2000,67.9124715563729
Monaco,MCO,2005,63.0383341221013
Monaco,MCO,2010,57.3537793459085
Monaco,MCO,2015,55.7684662479129
Mongolia,MNG,1990,0.307580311746702
Mongolia,MNG,1995,0.323058191378907
Mongolia,MNG,2000,0.342282052757986
Mongolia,MNG,2005,0.454195160238865
Mongolia,MNG,2010,0.592076329591246
Mongolia,MNG,2015,0.595444478012824
Montenegro,MNE,2010,12.6226782774233
Montenegro,MNE,2015,13.1900776789324
Morocco,MAR,1990,0.220018911325826
Morocco,MAR,1995,0.185406839708387
Morocco,MAR,2000,0.183188210601711
Morocco,MAR,2005,0.178963774110653
Morocco,MAR,2010,0.220847067431313
Morocco,MAR,2015,0.257467738138459
Mozambique,MOZ,1990,0.914838956800011
Mozambique,MOZ,1995,1.05734262605384
Mozambique,MOZ,2000,1.07148629453275
Mozambique,MOZ,2005,0.969532547382276
Mozambique,MOZ,2010,0.882397793849275
Mozambique,MOZ,2015,0.796801385438194
Myanmar,MMR,1990,0.317908961985639
Myanmar,MMR,1995,0.254217475364134
Myanmar,MMR,2000,0.205604006109446
Myanmar,MMR,2005,0.166100813560885
Myanmar,MMR,2010,0.147708388838671
Myanmar,MMR,2015,0.13601460292319
Namibia,NAM,1990,8.52317324491839
Namibia,NAM,1995,6.97443015232612
Namibia,NAM,2000,7.08147145898766
Namibia,NAM,2005,5.24285332304568
Namibia,NAM,2010,4.66826188217499
Namibia,NAM,2015,3.81840143482876
Nauru,NRU,1990,30.7415092279131
Nauru,NRU,1995,26.1283851554664
Nauru,NRU,2000,23.8398725353515
Nauru,NRU,2005,22.2738507167573
Nauru,NRU,2010,21.0673316708229
Nauru,NRU,2015,31.089806300137
Nepal,NPL,1990,2.29421170601069
Nepal,NPL,1995,3.22672182406495
Nepal,NPL,2000,3.02399163947819
Nepal,NPL,2005,2.66382199258105
Nepal,NPL,2010,2.15306942164935
Nepal,NPL,2015,1.81764555283951
Netherlands,NLD,1990,7.92659726469864
Netherlands,NLD,1995,8.71258276996995
Netherlands,NLD,2000,9.79196824767258
Netherlands,NLD,2005,10.6304471698689
Netherlands,NLD,2010,11.0182615941693
Netherlands,NLD,2015,11.6956827411211
New Caledonia,NCL,1990,22.3529551374476
New Caledonia,NCL,1995,23.0774109662893
New Caledonia,NCL,2000,23.6436711000633
New Caledonia,NCL,2005,24.227861275215
New Caledonia,NCL,2010,24.8261584363393
New Caledonia,NCL,2015,24.4339041798737
New Zealand,NZL,1990,15.2477355634999
New Zealand,NZL,1995,16.017285978395
New Zealand,NZL,2000,17.5938784428316
New Zealand,NZL,2005,20.3147073100122
New Zealand,NZL,2010,21.6854462103347
New Zealand,NZL,2015,22.95970035283
Nicaragua,NIC,1990,0.999405486318947
Nicaragua,NIC,1995,0.577139599963488
Nicaragua,NIC,2000,0.604540629490936
Nicaragua,NIC,2005,0.649114656907825
Nicaragua,NIC,2010,0.650658920038301
Nicaragua,NIC,2015,0.66198270577991
Niger,NER,1990,1.45937427798486
Niger,NER,1995,1.55949981157695
Niger,NER,2000,1.08922223242805
Niger,NER,2005,0.922929002814592
Niger,NER,2010,0.776234210799295
Niger,NER,2015,0.951072208218253
Nigeria,NGA,1990,0.477550385863569
Nigeria,NGA,1995,0.42702306672913
Nigeria,NGA,2000,0.397049976666451
Nigeria,NGA,2005,0.46415940978647
Nigeria,NGA,2010,0.577148809185465
Nigeria,NGA,2015,0.658124087599013
North America,,1990,9.84714841450885
North America,,1995,11.2756071392804
North America,,2000,12.8644511761419
North America,,2005,13.8103628062295
North America,,2010,14.8838882630412
North America,,2015,15.2275859859335
North Korea,PRK,1990,0.168873933773767
North Korea,PRK,1995,0.161475523199901
North Korea,PRK,2000,0.158417927534667
North Korea,PRK,2005,0.168380525121146
North Korea,PRK,2010,0.179628943173663
North Korea,PRK,2015,0.192635219027453
Northern Mariana Islands,MNP,1990,60.4771218047849
Northern Mariana Islands,MNP,1995,56.2884662192705
Northern Mariana Islands,MNP,2000,58.6287517900459
Northern Mariana Islands,MNP,2005,58.3203877462251
Northern Mariana Islands,MNP,2010,44.8718900854066
Northern Mariana Islands,MNP,2015,39.3099691301979
Norway,NOR,1990,4.54174453910326
Norway,NOR,1995,5.35122349985825
Norway,NOR,2000,6.51086078548891
Norway,NOR,2005,7.80955231265197
Norway,NOR,2010,10.7702303562013
Norway,NOR,2015,14.2356111639164
OECD members,,1990,6.02276834104328
OECD members,,1995,6.66909484320726
OECD members,,2000,7.47512909111907
OECD members,,2005,8.49721707410043
OECD members,,2010,9.54909872538317
OECD members,,2015,10.0383815891427
Oman,OMN,1990,16.775569914119
Oman,OMN,1995,24.6202775354675
Oman,OMN,2000,27.847064597127
Oman,OMN,2005,26.5731537589787
Oman,OMN,2010,27.7272809110294
Oman,OMN,2015,41.085873617455
Other small states,,1990,10.1018861421937
Other small states,,1995,9.65882628018123
Other small states,,2000,9.39479892405268
Other small states,,2005,11.0764935453057
Other small states,,2010,14.5359494128503
Other small states,,2015,15.0339188013467
Pacific island small states,,1990,2.30305372474481
Pacific island small states,,1995,2.29515279784428
Pacific island small states,,2000,2.30257970820267
Pacific island small states,,2005,2.16427726235105
Pacific island small states,,2010,2.08185601392565
Pacific island small states,,2015,2.08201123147697
Pakistan,PAK,1990,5.76929673180544
Pakistan,PAK,1995,2.99291640474729
Pakistan,PAK,2000,3.02488048378448
Pakistan,PAK,2005,2.06781872261554
Pakistan,PAK,2010,2.3179811700175
Pakistan,PAK,2015,1.92084606074688
Palau,PLW,1990,18.5631917290742
Palau,PLW,1995,27.5224572587656
Palau,PLW,2000,32.9091478043184
Palau,PLW,2005,30.3561561259858
Palau,PLW,2010,28.2706399609184
Palau,PLW,2015,26.6027899112301
Palestine,PSE,1990,13.7225413058336
Palestine,PSE,1995,10.7615633517068
Palestine,PSE,2000,8.53662205962502
Palestine,PSE,2005,7.44852159346852
Palestine,PSE,2010,6.3417535477465
Palestine,PSE,2015,5.4730397522441
Panama,PAN,1990,2.53920461673567
Panama,PAN,1995,2.58746404930381
Panama,PAN,2000,2.75394048569856
Panama,PAN,2005,3.54179991510261
Panama,PAN,2010,4.34494515407515
Panama,PAN,2015,4.70102752739085
Papua New Guinea,PNG,1990,0.786935144951674
Papua New Guinea,PNG,1995,0.710909769845984
Papua New Guinea,PNG,2000,0.467077815227284
Papua New Guinea,PNG,2005,0.492319167130093
Papua New Guinea,PNG,2010,0.371287869748991
Papua New Guinea,PNG,2015,0.338376608624312
Paraguay,PRY,1990,4.64869688210473
Paraguay,PRY,1995,3.91883555320864
Paraguay,PRY,2000,3.33052784589293
Paraguay,PRY,2005,2.90299720834794
Paraguay,PRY,2010,2.58135547612296
Paraguay,PRY,2015,2.35666668624757
Peru,PER,1990,0.297915512306098
Peru,PER,1995,0.236002179979243
Peru,PER,2000,0.255810610701383
Peru,PER,2005,0.280839767441305
Peru,PER,2010,0.28619533892356
Peru,PER,2015,0.289645140800474
Philippines,PHL,1990,0.248712858372934
Philippines,PHL,1995,0.296903963735575
Philippines,PHL,2000,0.40816864936539
Philippines,PHL,2005,0.298890058323078
Philippines,PHL,2010,0.224206214299477
Philippines,PHL,2015,0.210390539089137
Poland,POL,1990,2.95264663482572
Poland,POL,1995,2.49981472776902
Poland,POL,2000,2.14427183903469
Poland,POL,2005,1.87842691647986
Poland,POL,2010,1.66538508340782
Poland,POL,2015,1.60418083655994
Portugal,PRT,1990,4.40614706158618
Portugal,PRT,1995,5.2867554483431
Portugal,PRT,2000,6.33817520033483
Portugal,PRT,2005,7.35856627117051
Portugal,PRT,2010,7.20677134659702
Portugal,PRT,2015,8.0895935893659
Post-demographic dividend,,1990,7.30739132286601
Post-demographic dividend,,1995,8.11996178778745
Post-demographic dividend,,2000,9.07002343032362
Post-demographic dividend,,2005,10.2563571755716
Post-demographic dividend,,2010,11.5504611521559
Post-demographic dividend,,2015,12.0885545704741
Pre-demographic dividend,,1990,2.62253061968835
Pre-demographic dividend,,1995,2.5306539976914
Pre-demographic dividend,,2000,1.94048022622736
Pre-demographic dividend,,2005,1.66438534605621
Pre-demographic dividend,,2010,1.50489534977394
Pre-demographic dividend,,2015,1.57503391560486
Puerto Rico,PRI,1990,9.15038271919372
Puerto Rico,PRI,1995,9.16257887945439
Puerto Rico,PRI,2000,9.35053401636721
Puerto Rico,PRI,2005,9.36268575802622
Puerto Rico,PRI,2010,8.22091770402281
Puerto Rico,PRI,2015,7.46549639203331
Qatar,QAT,1990,65.0088776396812
Qatar,QAT,1995,72.1874819118636
Qatar,QAT,2000,60.610865561384
Qatar,QAT,2005,77.1905214810425
Qatar,QAT,2010,82.4923407530842
Qatar,QAT,2015,75.4976278935561
Romania,ROU,1990,0.578240506414798
Romania,ROU,1995,0.58800899189532
Romania,ROU,2000,0.573699396953354
Romania,ROU,2005,0.678085685288028
Romania,ROU,2010,0.76842822234455
Romania,ROU,2015,1.16313480315329
Russia,RUS,1990,7.80989434659493
Russia,RUS,1995,8.04414617211375
Russia,RUS,2000,8.12856536703781
Russia,RUS,2005,8.1237846704396
Russia,RUS,2010,7.81982303355397
Russia,RUS,2015,8.11621785991527
Rwanda,RWA,1990,2.20213120580076
Rwanda,RWA,1995,3.94401594518968
Rwanda,RWA,2000,4.32661940007791
Rwanda,RWA,2005,4.80446214184141
Rwanda,RWA,2010,4.24325864762117
Rwanda,RWA,2015,3.80308098441419
Saint Kitts and Nevis,KNA,1990,7.86128866358093
Saint Kitts and Nevis,KNA,1995,9.90486849468383
Saint Kitts and Nevis,KNA,2000,12.8908308448972
Saint Kitts and Nevis,KNA,2005,13.5981603207228
Saint Kitts and Nevis,KNA,2010,13.8390128361858
Saint Kitts and Nevis,KNA,2015,13.3934355430792
Saint Lucia,LCA,1990,3.83919525256911
Saint Lucia,LCA,1995,4.86398258977149
Saint Lucia,LCA,2000,6.28739271992813
Saint Lucia,LCA,2005,6.93320113417207
Saint Lucia,LCA,2010,6.82085942828796
Saint Lucia,LCA,2015,6.90328055827329
Saint Vincent and the Grenadines,VCT,1990,3.69271409835456
Saint Vincent and the Grenadines,VCT,1995,3.82438356671168
Saint Vincent and the Grenadines,VCT,2000,3.99176992872832
Saint Vincent and the Grenadines,VCT,2005,4.04141647279515
Saint Vincent and the Grenadines,VCT,2010,4.1027845878005
Saint Vincent and the Grenadines,VCT,2015,4.18135974128008
Samoa,WSM,1990,2.06121634482547
Samoa,WSM,1995,2.75861258359877
Samoa,WSM,2000,3.43500521149507
Samoa,WSM,2005,3.19349962207105
Samoa,WSM,2010,2.75333415757758
Samoa,WSM,2015,2.55087254435175
San Marino,SMR,1990,13.7658556872531
San Marino,SMR,1995,14.1410628019324
San Marino,SMR,2000,14.7520058351568
San Marino,SMR,2005,14.424457971411
San Marino,SMR,2010,14.3336591723688
San Marino,SMR,2015,14.8422013152513
Sao Tome and Principe,STP,1990,4.91481399955976
Sao Tome and Principe,STP,1995,3.92699731092972
Sao Tome and Principe,STP,2000,3.18232189204164
Sao Tome and Principe,STP,2005,2.24165175714678
Sao Tome and Principe,STP,2010,1.58005617977528
Sao Tome and Principe,STP,2015,1.25772285966461
Saudi Arabia,SAU,1990,30.5501290136029
Saudi Arabia,SAU,1995,27.1708479038829
Saudi Arabia,SAU,2000,24.6041502929586
Saudi Arabia,SAU,2005,26.275039674313
Saudi Arabia,SAU,2010,30.0098320982069
Saudi Arabia,SAU,2015,32.2949424946542
Senegal,SEN,1990,3.59865273766299
Senegal,SEN,1995,3.3022889199157
Senegal,SEN,2000,2.35179925558116
Senegal,SEN,2005,2.11463419006169
Senegal,SEN,2010,1.97650791773982
Senegal,SEN,2015,1.73995141736156
Serbia,SRB,1990,1.04299686793091
Serbia,SRB,1995,6.37607943063569
Serbia,SRB,2000,9.05352738250248
Serbia,SRB,2005,9.19940108972932
Serbia,SRB,2010,9.11868644888214
Serbia,SRB,2015,9.12262208400769
Seychelles,SYC,1990,5.26852336924972
Seychelles,SYC,1995,6.71160189301592
Seychelles,SYC,2000,8.10064815043005
Seychelles,SYC,2005,10.1378074751823
Seychelles,SYC,2010,12.268884090201
Seychelles,SYC,2015,13.2589068217392
Sierra Leone,SLE,1990,5.65327502386035
Sierra Leone,SLE,1995,2.74568262552025
Sierra Leone,SLE,2000,2.41930657922053
Sierra Leone,SLE,2005,2.95024659498575
Sierra Leone,SLE,2010,1.68721699225506
Sierra Leone,SLE,2015,1.41345729487955
Singapore,SGP,1990,24.1102638907307
Singapore,SGP,1995,28.4695927078204
Singapore,SGP,2000,34.4979037477321
Singapore,SGP,2005,38.0509888598255
Singapore,SGP,2010,42.6227726497604
Singapore,SGP,2015,45.3917919104027
Sint Maarten (Dutch part),SXM,2005,40.2729955730448
Sint Maarten (Dutch part),SXM,2010,79.0943396226415
Sint Maarten (Dutch part),SXM,2015,70.4477997160924
Slovakia,SVK,1990,0.782441775399136
Slovakia,SVK,1995,1.29262812444643
Slovakia,SVK,2000,2.16068688365254
Slovakia,SVK,2005,2.4231448015224
Slovakia,SVK,2010,2.70615525062809
Slovakia,SVK,2015,3.26541789940692
Slovenia,SVN,1990,8.87491776807607
Slovenia,SVN,1995,8.75822940345581
Slovenia,SVN,2000,8.59969466754364
Slovenia,SVN,2005,9.88098302948828
Slovenia,SVN,2010,12.3648464296851
Slovenia,SVN,2015,11.4129640933173
Small states,,1990,7.93253234345395
Small states,,1995,7.74277280292876
Small states,,2000,7.68452051365124
Small states,,2005,9.03250170168427
Small states,,2010,11.8112119550695
Small states,,2015,12.3749185140506
Solomon Islands,SLB,1990,1.35514303396836
Solomon Islands,SLB,1995,1.16302375040363
Solomon Islands,SLB,2000,0.96547475844942
Solomon Islands,SLB,2005,0.696986614277252
Solomon Islands,SLB,2010,0.524538320755183
Solomon Islands,SLB,2015,0.442947201036342
Somalia,SOM,1990,7.56600963519607
Somalia,SOM,1995,0.307684308053019
Somalia,SOM,2000,0.271981970954649
Somalia,SOM,2005,0.244126034701093
Somalia,SOM,2010,0.25042492397498
Somalia,SOM,2015,0.234455883618068
South Africa,ZAF,1990,3.16328513549544
South Africa,ZAF,1995,2.4230854367015
South Africa,ZAF,2000,2.23139232733802
South Africa,ZAF,2005,2.50436834765266
South Africa,ZAF,2010,3.76412049577547
South Africa,ZAF,2015,5.76709044891315
South Asia,,1990,1.33684397428508
South Asia,,1995,0.98556381205734
South Asia,,2000,0.900326860502343
South Asia,,2005,0.738817569205888
South Asia,,2010,0.71102896315613
South Asia,,2015,0.654289827376112
South Asia (IDA & IBRD),,1990,1.33684397428508
South Asia (IDA & IBRD),,1995,0.98556381205734
South Asia (IDA & IBRD),,2000,0.900326860502343
South Asia (IDA & IBRD),,2005,0.738817569205888
South Asia (IDA & IBRD),,2010,0.71102896315613
South Asia (IDA & IBRD),,2015,0.654289827376112
South Korea,KOR,1990,0.10010412765409
South Korea,KOR,1995,0.27744164254697
South Korea,KOR,2000,0.528452079588937
South Korea,KOR,2005,1.01992899488032
South Korea,KOR,2010,1.87263033656867
South Korea,KOR,2015,2.63915935436429
South Sudan,SSD,2010,2.56456661006963
South Sudan,SSD,2015,6.67856203968099
Spain,ESP,1990,2.09635600889007
Spain,ESP,1995,2.56528556153192
Spain,ESP,2000,4.06697701583811
Spain,ESP,2005,9.36551905960678
Spain,ESP,2010,13.4761028681228
Spain,ESP,2015,12.6902371918259
Sri Lanka,LKA,1990,0.239809813928564
Sri Lanka,LKA,1995,0.223805493457384
Sri Lanka,LKA,2000,0.213652815239985
Sri Lanka,LKA,2005,0.202423323575265
Sri Lanka,LKA,2010,0.192853810683187
