Entity,Code,Year,Crops - Sunflower seed - 267 - Production - 5510 - tonnes (tonnes)
Hungary,HUN,2010,969718
Hungary,HUN,2011,1374784
Hungary,HUN,2012,1316545
Hungary,HUN,2013,1484370
Hungary,HUN,2014,1597250
Hungary,HUN,2015,1556976
Hungary,HUN,2016,1875412
Hungary,HUN,2017,2022332
Hungary,HUN,2018,1832212
India,IND,1970,76000
India,IND,1971,76000
India,IND,1972,76000
India,IND,1973,169000
India,IND,1974,228000
India,IND,1975,217000
India,IND,1976,138000
India,IND,1977,141000
India,IND,1978,99000
India,IND,1979,31800
India,IND,1980,66300
India,IND,1981,159000
India,IND,1982,229700
India,IND,1983,299600
India,IND,1984,439800
India,IND,1985,280900
India,IND,1986,419900
India,IND,1987,635300
India,IND,1988,370100
India,IND,1989,631300
India,IND,1990,873000
India,IND,1991,1194000
India,IND,1992,1182000
India,IND,1993,1350000
India,IND,1994,1220000
India,IND,1995,1260000
India,IND,1996,1250000
India,IND,1997,890000
India,IND,1998,943800
India,IND,1999,693600
India,IND,2000,646400
India,IND,2001,679500
India,IND,2002,872600
India,IND,2003,930400
India,IND,2004,1186700
India,IND,2005,1439000
India,IND,2006,1228000
India,IND,2007,1463000
India,IND,2008,1158000
India,IND,2009,850700
India,IND,2010,651000
India,IND,2011,517000
India,IND,2012,544000
India,IND,2013,504000
India,IND,2014,434000
India,IND,2015,296000
India,IND,2016,251000
India,IND,2017,222000
India,IND,2018,200000
Iran,IRN,1961,300
Iran,IRN,1962,500
Iran,IRN,1963,600
Iran,IRN,1964,1000
Iran,IRN,1965,1300
Iran,IRN,1966,1500
Iran,IRN,1967,2000
Iran,IRN,1968,8000
Iran,IRN,1969,30000
Iran,IRN,1970,55000
Iran,IRN,1971,42000
Iran,IRN,1972,39010
Iran,IRN,1973,46500
Iran,IRN,1974,43000
Iran,IRN,1975,29500
Iran,IRN,1976,28000
Iran,IRN,1977,19000
Iran,IRN,1978,13000
Iran,IRN,1979,14600
Iran,IRN,1980,20000
Iran,IRN,1981,25671
Iran,IRN,1982,19346
Iran,IRN,1983,19803
Iran,IRN,1984,18000
Iran,IRN,1985,26728
Iran,IRN,1986,22012
Iran,IRN,1987,21316
Iran,IRN,1988,24029
Iran,IRN,1989,18766
Iran,IRN,1990,56395
Iran,IRN,1991,56738
Iran,IRN,1992,153923
Iran,IRN,1993,145201
Iran,IRN,1994,131946
Iran,IRN,1995,111375
Iran,IRN,1996,104300
Iran,IRN,1997,97799
Iran,IRN,1998,148126
Iran,IRN,1999,112281
Iran,IRN,2000,91601
Iran,IRN,2001,89292
Iran,IRN,2002,113295
Iran,IRN,2003,103151
Iran,IRN,2004,23270
Iran,IRN,2005,62291
Iran,IRN,2006,70167
Iran,IRN,2007,54206
Iran,IRN,2008,72278
Iran,IRN,2009,56248
Iran,IRN,2010,57966
Iran,IRN,2011,50599
Iran,IRN,2012,68271
Iran,IRN,2013,64228
Iran,IRN,2014,15517
Iran,IRN,2015,34731
Iran,IRN,2016,40000
Iran,IRN,2017,40000
Iran,IRN,2018,40000
Iraq,IRQ,1961,750
Iraq,IRQ,1962,750
Iraq,IRQ,1963,1000
Iraq,IRQ,1964,1000
Iraq,IRQ,1965,1000
Iraq,IRQ,1966,1500
Iraq,IRQ,1967,1500
Iraq,IRQ,1968,1500
Iraq,IRQ,1969,1900
Iraq,IRQ,1970,3300
Iraq,IRQ,1971,2000
Iraq,IRQ,1972,1000
Iraq,IRQ,1973,2406
Iraq,IRQ,1974,3500
Iraq,IRQ,1975,4212
Iraq,IRQ,1976,7460
Iraq,IRQ,1977,7200
Iraq,IRQ,1978,4718
Iraq,IRQ,1979,11000
Iraq,IRQ,1980,12400
Iraq,IRQ,1981,6000
Iraq,IRQ,1982,7800
Iraq,IRQ,1983,6000
Iraq,IRQ,1984,9700
Iraq,IRQ,1985,10400
Iraq,IRQ,1986,10400
Iraq,IRQ,1987,8500
Iraq,IRQ,1988,10200
Iraq,IRQ,1989,19300
Iraq,IRQ,1990,59300
Iraq,IRQ,1991,21201
Iraq,IRQ,1992,55000
Iraq,IRQ,1993,72709
Iraq,IRQ,1994,55595
Iraq,IRQ,1995,60000
Iraq,IRQ,1996,67000
Iraq,IRQ,1997,19000
Iraq,IRQ,1998,9000
Iraq,IRQ,1999,7000
Iraq,IRQ,2000,7500
Iraq,IRQ,2001,23000
Iraq,IRQ,2002,25000
Iraq,IRQ,2003,21000
Iraq,IRQ,2004,14000
Iraq,IRQ,2005,24000
Iraq,IRQ,2006,19000
Iraq,IRQ,2007,13000
Iraq,IRQ,2008,10000
Iraq,IRQ,2009,5000
Iraq,IRQ,2010,7500
Iraq,IRQ,2011,7110
Iraq,IRQ,2012,4216
Iraq,IRQ,2013,3707
Iraq,IRQ,2014,1822
Iraq,IRQ,2015,800
Iraq,IRQ,2016,914
Iraq,IRQ,2017,486
Iraq,IRQ,2018,733
Israel,ISR,1961,4300
Israel,ISR,1962,950
Israel,ISR,1963,1800
Israel,ISR,1964,2300
Israel,ISR,1965,3800
Israel,ISR,1966,2700
Israel,ISR,1967,2150
Israel,ISR,1968,3150
Israel,ISR,1969,5800
Israel,ISR,1970,3100
Israel,ISR,1971,2850
Israel,ISR,1972,4050
Israel,ISR,1973,5900
Israel,ISR,1974,6900
Israel,ISR,1975,6400
Israel,ISR,1976,8450
Israel,ISR,1977,8300
Israel,ISR,1978,4300
Israel,ISR,1979,5900
Israel,ISR,1980,9800
Israel,ISR,1981,9500
Israel,ISR,1982,9300
Israel,ISR,1983,9600
Israel,ISR,1984,5100
Israel,ISR,1985,8700
Israel,ISR,1986,10200
Israel,ISR,1987,7300
Israel,ISR,1988,7200
Israel,ISR,1989,17000
Israel,ISR,1990,11750
Israel,ISR,1991,28985
Israel,ISR,1992,34200
Israel,ISR,1993,33000
Israel,ISR,1994,11470
Israel,ISR,1995,22400
Israel,ISR,1996,17700
Israel,ISR,1997,19700
Israel,ISR,1998,11100
Israel,ISR,1999,10200
Israel,ISR,2000,17900
Israel,ISR,2001,11430
Israel,ISR,2002,12160
Israel,ISR,2003,13470
Israel,ISR,2004,12600
Israel,ISR,2005,15700
Israel,ISR,2006,16500
Israel,ISR,2007,14600
Israel,ISR,2008,16500
Israel,ISR,2009,18200
Israel,ISR,2010,15490
Israel,ISR,2011,13575
Israel,ISR,2012,15400
Israel,ISR,2013,12404
Israel,ISR,2014,12750
Israel,ISR,2015,15700
Israel,ISR,2016,10392
Israel,ISR,2017,12050
Israel,ISR,2018,10500
Italy,ITA,1961,6150
Italy,ITA,1962,4470
Italy,ITA,1963,4400
Italy,ITA,1964,3720
Italy,ITA,1965,2210
Italy,ITA,1966,2340
Italy,ITA,1967,2200
Italy,ITA,1968,1450
Italy,ITA,1969,4024
Italy,ITA,1970,8005
Italy,ITA,1971,14490
Italy,ITA,1972,18630
Italy,ITA,1973,24980
Italy,ITA,1974,32140
Italy,ITA,1975,43570
Italy,ITA,1976,52200
Italy,ITA,1977,49400
Italy,ITA,1978,41000
Italy,ITA,1979,55300
Italy,ITA,1980,57440
Italy,ITA,1981,85800
Italy,ITA,1982,93500
Italy,ITA,1983,134800
Italy,ITA,1984,155200
Italy,ITA,1985,221100
Italy,ITA,1986,380000
Italy,ITA,1987,375000
Italy,ITA,1988,365000
Italy,ITA,1989,340000
Italy,ITA,1990,403500
Italy,ITA,1991,322098
Italy,ITA,1992,271923
Italy,ITA,1993,284365
Italy,ITA,1994,549680
Italy,ITA,1995,533581
Italy,ITA,1996,528106
Italy,ITA,1997,487654
Italy,ITA,1998,465538
Italy,ITA,1999,443700
Italy,ITA,2000,460714
Italy,ITA,2001,414000
Italy,ITA,2002,351000
Italy,ITA,2003,237375
Italy,ITA,2004,274019
Italy,ITA,2005,289365
Italy,ITA,2006,308038
Italy,ITA,2007,278728
Italy,ITA,2008,260927
Italy,ITA,2009,280200
Italy,ITA,2010,212900
Italy,ITA,2011,274414
Italy,ITA,2012,185494
Italy,ITA,2013,285233
Italy,ITA,2014,250377
Italy,ITA,2015,248007
Italy,ITA,2016,268331
Italy,ITA,2017,243671
Italy,ITA,2018,248847
Jordan,JOR,1980,2
Jordan,JOR,1990,0
Jordan,JOR,1991,0
Jordan,JOR,1992,0
Jordan,JOR,1993,0
Jordan,JOR,1994,0
Jordan,JOR,1995,0
Jordan,JOR,1996,0
Jordan,JOR,1997,0
Jordan,JOR,1998,0
Jordan,JOR,1999,0
Jordan,JOR,2000,0
Jordan,JOR,2001,0
Jordan,JOR,2002,0
Jordan,JOR,2003,0
Jordan,JOR,2004,0
Jordan,JOR,2005,0
Jordan,JOR,2006,0
Jordan,JOR,2007,0
Jordan,JOR,2008,0
Jordan,JOR,2009,0
Kazakhstan,KAZ,1992,98400
Kazakhstan,KAZ,1993,85500
Kazakhstan,KAZ,1994,96700
Kazakhstan,KAZ,1995,98700
Kazakhstan,KAZ,1996,64333
Kazakhstan,KAZ,1997,54464
Kazakhstan,KAZ,1998,83230
Kazakhstan,KAZ,1999,104300
Kazakhstan,KAZ,2000,104630
Kazakhstan,KAZ,2001,149115
Kazakhstan,KAZ,2002,189820
Kazakhstan,KAZ,2003,292560
Kazakhstan,KAZ,2004,265610
Kazakhstan,KAZ,2005,267360
Kazakhstan,KAZ,2006,267950
Kazakhstan,KAZ,2007,205820
Kazakhstan,KAZ,2008,185750
Kazakhstan,KAZ,2009,367890
Kazakhstan,KAZ,2010,328900
Kazakhstan,KAZ,2011,409200
Kazakhstan,KAZ,2012,400272
Kazakhstan,KAZ,2013,572690
Kazakhstan,KAZ,2014,512765
Kazakhstan,KAZ,2015,534047
Kazakhstan,KAZ,2016,754858
Kazakhstan,KAZ,2017,902888
Kazakhstan,KAZ,2018,847705
Kenya,KEN,1961,2134
Kenya,KEN,1962,1829
Kenya,KEN,1963,3455
Kenya,KEN,1964,3251
Kenya,KEN,1965,3251
Kenya,KEN,1966,3270
Kenya,KEN,1967,4179
Kenya,KEN,1968,3445
Kenya,KEN,1969,3000
Kenya,KEN,1970,3200
Kenya,KEN,1971,2542
Kenya,KEN,1972,4000
Kenya,KEN,1973,5000
Kenya,KEN,1974,6000
Kenya,KEN,1975,7940
Kenya,KEN,1976,8870
Kenya,KEN,1977,12780
Kenya,KEN,1978,14100
Kenya,KEN,1979,15000
Kenya,KEN,1980,15000
Kenya,KEN,1981,15100
Kenya,KEN,1982,15377
Kenya,KEN,1983,4200
Kenya,KEN,1984,4100
Kenya,KEN,1985,4800
Kenya,KEN,1986,6300
Kenya,KEN,1987,10000
Kenya,KEN,1988,12000
Kenya,KEN,1989,14035
Kenya,KEN,1990,18539
Kenya,KEN,1991,14455
Kenya,KEN,1992,10000
Kenya,KEN,1993,9141
Kenya,KEN,1994,8000
Kenya,KEN,1995,6000
Kenya,KEN,1996,7264
Kenya,KEN,1997,5943
Kenya,KEN,1998,5941
Kenya,KEN,1999,12157
Kenya,KEN,2000,13000
Kenya,KEN,2001,14000
Kenya,KEN,2002,12000
Kenya,KEN,2003,12000
Kenya,KEN,2004,12000
Kenya,KEN,2005,12000
Kenya,KEN,2006,14000
Kenya,KEN,2007,14000
Kenya,KEN,2008,14000
Kenya,KEN,2009,14000
Kenya,KEN,2010,12000
Kenya,KEN,2011,14000
Kenya,KEN,2012,14000
Kenya,KEN,2013,14000
Kenya,KEN,2014,14000
Kenya,KEN,2015,14000
Kenya,KEN,2016,13764
Kenya,KEN,2017,12439
Kenya,KEN,2018,11584
Kyrgyzstan,KGZ,1992,2425
Kyrgyzstan,KGZ,1993,2060
Kyrgyzstan,KGZ,1994,2790
Kyrgyzstan,KGZ,1995,7473
Kyrgyzstan,KGZ,1996,14389
Kyrgyzstan,KGZ,1997,18533
Kyrgyzstan,KGZ,1998,25274
Kyrgyzstan,KGZ,1999,38453
Kyrgyzstan,KGZ,2000,39871
Kyrgyzstan,KGZ,2001,47147
Kyrgyzstan,KGZ,2002,60648
Kyrgyzstan,KGZ,2003,59424
Kyrgyzstan,KGZ,2004,67231
Kyrgyzstan,KGZ,2005,69230
Kyrgyzstan,KGZ,2006,63572
Kyrgyzstan,KGZ,2007,62028
Kyrgyzstan,KGZ,2008,52736
Kyrgyzstan,KGZ,2009,57506
Kyrgyzstan,KGZ,2010,48823
Kyrgyzstan,KGZ,2011,45568
Kyrgyzstan,KGZ,2012,45858
Kyrgyzstan,KGZ,2013,42515
Kyrgyzstan,KGZ,2014,34334
Kyrgyzstan,KGZ,2015,34001
Kyrgyzstan,KGZ,2016,28744
Kyrgyzstan,KGZ,2017,23930
Kyrgyzstan,KGZ,2018,19851
Land Locked Developing Countries,,1961,14721
Land Locked Developing Countries,,1962,15456
Land Locked Developing Countries,,1963,16559
Land Locked Developing Countries,,1964,16405
Land Locked Developing Countries,,1965,17159
Land Locked Developing Countries,,1966,18700
Land Locked Developing Countries,,1967,19650
Land Locked Developing Countries,,1968,20250
Land Locked Developing Countries,,1969,21672
Land Locked Developing Countries,,1970,21514
Land Locked Developing Countries,,1971,19729
Land Locked Developing Countries,,1972,24250
Land Locked Developing Countries,,1973,28621
Land Locked Developing Countries,,1974,37884
Land Locked Developing Countries,,1975,43663
Land Locked Developing Countries,,1976,69415
Land Locked Developing Countries,,1977,59920
Land Locked Developing Countries,,1978,65155
Land Locked Developing Countries,,1979,48269
Land Locked Developing Countries,,1980,64077
Land Locked Developing Countries,,1981,57869
Land Locked Developing Countries,,1982,62035
Land Locked Developing Countries,,1983,75983
Land Locked Developing Countries,,1984,86811
Land Locked Developing Countries,,1985,98056
Land Locked Developing Countries,,1986,80586
Land Locked Developing Countries,,1987,84670
Land Locked Developing Countries,,1988,126626
Land Locked Developing Countries,,1989,124640
Land Locked Developing Countries,,1990,182272
Land Locked Developing Countries,,1991,163795
Land Locked Developing Countries,,1992,468397
Land Locked Developing Countries,,1993,481505
Land Locked Developing Countries,,1994,457777
Land Locked Developing Countries,,1995,545172
Land Locked Developing Countries,,1996,656893
Land Locked Developing Countries,,1997,513991
Land Locked Developing Countries,,1998,622713
Land Locked Developing Countries,,1999,724649
Land Locked Developing Countries,,2000,751896
Land Locked Developing Countries,,2001,819077
Land Locked Developing Countries,,2002,968595
Land Locked Developing Countries,,2003,1115246
Land Locked Developing Countries,,2004,1042570
Land Locked Developing Countries,,2005,1066407
Land Locked Developing Countries,,2006,1139207
Land Locked Developing Countries,,2007,1058570
Land Locked Developing Countries,,2008,1353289
Land Locked Developing Countries,,2009,1642364
Land Locked Developing Countries,,2010,1654531
Land Locked Developing Countries,,2011,1587354
Land Locked Developing Countries,,2012,1490753
Land Locked Developing Countries,,2013,1802037
Land Locked Developing Countries,,2014,1843338
Land Locked Developing Countries,,2015,1707823
Land Locked Developing Countries,,2016,2115107
Land Locked Developing Countries,,2017,2311658
Land Locked Developing Countries,,2018,2275747
Least Developed Countries,,1961,34593
Least Developed Countries,,1962,32650
Least Developed Countries,,1963,32150
Least Developed Countries,,1964,33068
Least Developed Countries,,1965,33386
Least Developed Countries,,1966,33527
Least Developed Countries,,1967,35839
Least Developed Countries,,1968,39625
Least Developed Countries,,1969,44676
Least Developed Countries,,1970,47000
Least Developed Countries,,1971,44256
Least Developed Countries,,1972,58724
Least Developed Countries,,1973,66348
Least Developed Countries,,1974,73438
Least Developed Countries,,1975,80514
Least Developed Countries,,1976,90933
Least Developed Countries,,1977,109767
Least Developed Countries,,1978,123930
Least Developed Countries,,1979,113064
Least Developed Countries,,1980,136079
Least Developed Countries,,1981,145173
Least Developed Countries,,1982,191065
Least Developed Countries,,1983,199714
Least Developed Countries,,1984,246064
Least Developed Countries,,1985,273750
Least Developed Countries,,1986,364462
Least Developed Countries,,1987,394161
Least Developed Countries,,1988,360150
Least Developed Countries,,1989,231422
Least Developed Countries,,1990,255633
Least Developed Countries,,1991,231843
Least Developed Countries,,1992,243045
Least Developed Countries,,1993,278057
Least Developed Countries,,1994,257522
Least Developed Countries,,1995,277037
Least Developed Countries,,1996,358097
Least Developed Countries,,1997,278106
Least Developed Countries,,1998,305526
Least Developed Countries,,1999,433754
Least Developed Countries,,2000,431644
Least Developed Countries,,2001,561664
Least Developed Countries,,2002,638514
Least Developed Countries,,2003,683408
Least Developed Countries,,2004,749897
Least Developed Countries,,2005,832587
Least Developed Countries,,2006,1062929
Least Developed Countries,,2007,1015374
Least Developed Countries,,2008,1323175
Least Developed Countries,,2009,1635757
Least Developed Countries,,2010,1478340
Least Developed Countries,,2011,1750469
Least Developed Countries,,2012,1887152
Least Developed Countries,,2013,3519818
Least Developed Countries,,2014,3626737
Least Developed Countries,,2015,3758605
Least Developed Countries,,2016,1750246
Least Developed Countries,,2017,1731933
Least Developed Countries,,2018,1788228
Lebanon,LBN,1961,250
Lebanon,LBN,1962,300
Lebanon,LBN,1963,360
Lebanon,LBN,1964,300
Lebanon,LBN,1965,100
Lebanon,LBN,1966,43
Lebanon,LBN,1967,530
Lebanon,LBN,1968,1675
Lebanon,LBN,1969,2538
Lebanon,LBN,1970,1572
Lebanon,LBN,1971,2589
Lebanon,LBN,1972,2416
Lebanon,LBN,1973,665
Lebanon,LBN,1974,959
Lebanon,LBN,1975,600
Lebanon,LBN,1976,500
Lebanon,LBN,1977,500
Lebanon,LBN,1978,500
Lebanon,LBN,1979,500
Lebanon,LBN,1980,500
Lebanon,LBN,1981,750
Lebanon,LBN,1982,550
Lebanon,LBN,1983,600
Lebanon,LBN,1984,600
Lebanon,LBN,1985,550
Lebanon,LBN,1986,480
Lebanon,LBN,1987,578
Lebanon,LBN,1988,604
Lebanon,LBN,1989,677
Lebanon,LBN,1990,700
Lebanon,LBN,1991,188
Lebanon,LBN,1992,136
Lebanon,LBN,1993,155
Lebanon,LBN,1994,187
Lebanon,LBN,1995,195
Lebanon,LBN,1996,244
Lebanon,LBN,1997,248
Lebanon,LBN,1998,233
Lebanon,LBN,1999,200
Lebanon,LBN,2000,120
Lebanon,LBN,2001,79
Lebanon,LBN,2002,0
Lebanon,LBN,2003,0
Lebanon,LBN,2004,0
Lebanon,LBN,2005,0
Lebanon,LBN,2006,0
Lebanon,LBN,2007,0
Lebanon,LBN,2008,0
Lebanon,LBN,2009,0
Lebanon,LBN,2010,0
Lebanon,LBN,2011,0
Lebanon,LBN,2012,0
Lebanon,LBN,2013,0
Lebanon,LBN,2014,0
Low Income Food Deficit Countries,,1961,30188
Low Income Food Deficit Countries,,1962,29245
Low Income Food Deficit Countries,,1963,31401
Low Income Food Deficit Countries,,1964,30848
Low Income Food Deficit Countries,,1965,31329
Low Income Food Deficit Countries,,1966,31971
Low Income Food Deficit Countries,,1967,34870
Low Income Food Deficit Countries,,1968,40838
Low Income Food Deficit Countries,,1969,42720
Low Income Food Deficit Countries,,1970,121076
Low Income Food Deficit Countries,,1971,114913
Low Income Food Deficit Countries,,1972,125186
Low Income Food Deficit Countries,,1973,224077
Low Income Food Deficit Countries,,1974,296490
Low Income Food Deficit Countries,,1975,299899
Low Income Food Deficit Countries,,1976,242072
Low Income Food Deficit Countries,,1977,266903
Low Income Food Deficit Countries,,1978,240332
Low Income Food Deficit Countries,,1979,143789
Low Income Food Deficit Countries,,1980,189964
Low Income Food Deficit Countries,,1981,278745
Low Income Food Deficit Countries,,1982,345127
Low Income Food Deficit Countries,,1983,400250
Low Income Food Deficit Countries,,1984,541495
Low Income Food Deficit Countries,,1985,395644
Low Income Food Deficit Countries,,1986,571045
Low Income Food Deficit Countries,,1987,802608
Low Income Food Deficit Countries,,1988,575819
Low Income Food Deficit Countries,,1989,796154
Low Income Food Deficit Countries,,1990,1109843
Low Income Food Deficit Countries,,1991,1405366
Low Income Food Deficit Countries,,1992,1394005
Low Income Food Deficit Countries,,1993,1597852
Low Income Food Deficit Countries,,1994,1444917
Low Income Food Deficit Countries,,1995,1440444
Low Income Food Deficit Countries,,1996,1474894
Low Income Food Deficit Countries,,1997,1111742
Low Income Food Deficit Countries,,1998,1201198
Low Income Food Deficit Countries,,1999,1006169
Low Income Food Deficit Countries,,2000,967193
Low Income Food Deficit Countries,,2001,1063420
Low Income Food Deficit Countries,,2002,1316310
Low Income Food Deficit Countries,,2003,1442583
Low Income Food Deficit Countries,,2004,1707237
Low Income Food Deficit Countries,,2005,1993259
Low Income Food Deficit Countries,,2006,1835547
Low Income Food Deficit Countries,,2007,2105130
Low Income Food Deficit Countries,,2008,1881319
Low Income Food Deficit Countries,,2009,1790520
Low Income Food Deficit Countries,,2010,1429102
Low Income Food Deficit Countries,,2011,1826940
Low Income Food Deficit Countries,,2012,2165188
Low Income Food Deficit Countries,,2013,3639452
Low Income Food Deficit Countries,,2014,3677186
Low Income Food Deficit Countries,,2015,3693698
Low Income Food Deficit Countries,,2016,1660610
Low Income Food Deficit Countries,,2017,1719842
Low Income Food Deficit Countries,,2018,1660512
Macedonia,MKD,1992,37756
Macedonia,MKD,1993,18904
Macedonia,MKD,1994,17880
Macedonia,MKD,1995,22290
Macedonia,MKD,1996,20586
Macedonia,MKD,1997,14902
Macedonia,MKD,1998,13611
Macedonia,MKD,1999,13937
Macedonia,MKD,2000,7351
Macedonia,MKD,2001,5500
Macedonia,MKD,2002,8760
Macedonia,MKD,2003,6843
Macedonia,MKD,2004,7481
Macedonia,MKD,2005,6711
Macedonia,MKD,2006,6016
Macedonia,MKD,2007,3579
Macedonia,MKD,2008,5444
Macedonia,MKD,2009,7774
Macedonia,MKD,2010,7592
Macedonia,MKD,2011,8497
Macedonia,MKD,2012,4765
Macedonia,MKD,2013,3832
Macedonia,MKD,2014,9268
Macedonia,MKD,2015,8499
Macedonia,MKD,2016,6266
Macedonia,MKD,2017,6178
Macedonia,MKD,2018,3379
Malawi,MWI,1961,200
Malawi,MWI,1962,250
Malawi,MWI,1963,250
Malawi,MWI,1964,300
Malawi,MWI,1965,300
Malawi,MWI,1966,250
Malawi,MWI,1967,500
Malawi,MWI,1968,850
Malawi,MWI,1969,2722
Malawi,MWI,1970,1814
Malawi,MWI,1971,3379
Malawi,MWI,1972,4000
Malawi,MWI,1973,4000
Malawi,MWI,1974,6000
Malawi,MWI,1975,4000
Malawi,MWI,1976,7000
Malawi,MWI,1977,3000
Malawi,MWI,1978,4000
Malawi,MWI,1979,4000
Malawi,MWI,1980,3500
Malawi,MWI,1981,3500
Malawi,MWI,1982,3700
Malawi,MWI,1983,4000
Malawi,MWI,1984,1270
Malawi,MWI,1985,1544
Malawi,MWI,1986,1705
Malawi,MWI,1987,1182
Malawi,MWI,1988,1456
Malawi,MWI,1989,2192
Malawi,MWI,1990,1703
Malawi,MWI,1991,5211
Malawi,MWI,1992,4961
Malawi,MWI,1993,9339
Malawi,MWI,1994,6673
Malawi,MWI,1995,10345
Malawi,MWI,1996,17832
Malawi,MWI,1997,4580
Malawi,MWI,1998,1818
Malawi,MWI,1999,2453
Malawi,MWI,2000,2997
Malawi,MWI,2001,3593
Malawi,MWI,2002,4107
Malawi,MWI,2003,3868
Malawi,MWI,2004,3660
Malawi,MWI,2005,2672
Malawi,MWI,2006,5450
Malawi,MWI,2007,5913
Malawi,MWI,2008,5745
Malawi,MWI,2009,8089
Malawi,MWI,2010,9175
Malawi,MWI,2011,10621
Malawi,MWI,2012,12434
Malawi,MWI,2013,12249
Malawi,MWI,2014,15273
Malawi,MWI,2015,13994
Malawi,MWI,2016,15736
Malawi,MWI,2017,21423
Malawi,MWI,2018,20312
Mexico,MEX,1971,26833
Mexico,MEX,1972,15049
Mexico,MEX,1973,5100
Mexico,MEX,1974,3737
Mexico,MEX,1975,2296
Mexico,MEX,1976,1897
Mexico,MEX,1977,2249
Mexico,MEX,1978,6980
Mexico,MEX,1979,7180
Mexico,MEX,1980,5498
Mexico,MEX,1981,4557
Mexico,MEX,1982,14434
Mexico,MEX,1983,4548
Mexico,MEX,1984,3330
Mexico,MEX,1985,19543
Mexico,MEX,1986,5665
Mexico,MEX,1987,9333
Mexico,MEX,1988,11946
Mexico,MEX,1989,1410
Mexico,MEX,1990,90
Mexico,MEX,1991,129
Mexico,MEX,1992,208
Mexico,MEX,1993,2423
Mexico,MEX,1994,1031
Mexico,MEX,1995,376
Mexico,MEX,1996,309
Mexico,MEX,1997,2464
Mexico,MEX,1998,615
Mexico,MEX,1999,1384
Mexico,MEX,2000,70
Mexico,MEX,2001,673
Mexico,MEX,2002,66
Mexico,MEX,2003,155
Mexico,MEX,2004,232
Mexico,MEX,2005,31
Mexico,MEX,2006,178
Mexico,MEX,2007,7
Mexico,MEX,2008,5
Mexico,MEX,2009,332
Mexico,MEX,2010,3797
Mexico,MEX,2011,2826
Mexico,MEX,2012,1308
Mexico,MEX,2013,4546
Mexico,MEX,2014,16559
Mexico,MEX,2015,14399
Mexico,MEX,2016,8969
Mexico,MEX,2017,8862
Mexico,MEX,2018,9751
Middle Africa,,1961,7500
Middle Africa,,1962,6000
Middle Africa,,1963,6000
Middle Africa,,1964,7000
Middle Africa,,1965,7000
Middle Africa,,1966,7000
Middle Africa,,1967,8000
Middle Africa,,1968,6000
Middle Africa,,1969,8000
Middle Africa,,1970,10000
Middle Africa,,1971,12000
Middle Africa,,1972,18000
Middle Africa,,1973,15000
Middle Africa,,1974,10000
Middle Africa,,1975,10000
Middle Africa,,1976,10000
Middle Africa,,1977,10000
Middle Africa,,1978,10000
Middle Africa,,1979,10000
Middle Africa,,1980,10000
Middle Africa,,1981,10000
Middle Africa,,1982,9000
Middle Africa,,1983,8000
Middle Africa,,1984,7000
Middle Africa,,1985,7000
Middle Africa,,1986,7000
Middle Africa,,1987,8000
Middle Africa,,1988,7000
Middle Africa,,1989,8000
Middle Africa,,1990,9000
Middle Africa,,1991,10000
Middle Africa,,1992,11000
Middle Africa,,1993,10000
Middle Africa,,1994,11000
Middle Africa,,1995,10000
Middle Africa,,1996,11000
Middle Africa,,1997,10000
Middle Africa,,1998,11000
Middle Africa,,1999,10000
Middle Africa,,2000,11000
Middle Africa,,2001,10852
Middle Africa,,2002,10924
Middle Africa,,2003,11034
Middle Africa,,2004,11210
Middle Africa,,2005,11103
Middle Africa,,2006,11072
Middle Africa,,2007,11156
Middle Africa,,2008,11240
Middle Africa,,2009,11320
Middle Africa,,2010,11000
Middle Africa,,2011,11500
Middle Africa,,2012,12000
Middle Africa,,2013,12000
Middle Africa,,2014,11803
Middle Africa,,2015,11897
Middle Africa,,2016,11953
Middle Africa,,2017,12021
Middle Africa,,2018,12089
Moldova,MDA,1992,197201
Moldova,MDA,1993,194073
Moldova,MDA,1994,149183
Moldova,MDA,1995,231581
Moldova,MDA,1996,316142
Moldova,MDA,1997,201350
Moldova,MDA,1998,199433
Moldova,MDA,1999,285551
Moldova,MDA,2000,268552
Moldova,MDA,2001,254514
Moldova,MDA,2002,317477
Moldova,MDA,2003,390000
Moldova,MDA,2004,335183
Moldova,MDA,2005,331081
Moldova,MDA,2006,379861
Moldova,MDA,2007,155512
Moldova,MDA,2008,371935
Moldova,MDA,2009,284245
Moldova,MDA,2010,382316
Moldova,MDA,2011,427353
Moldova,MDA,2012,296172
Moldova,MDA,2013,504496
Moldova,MDA,2014,547497
Moldova,MDA,2015,484780
Moldova,MDA,2016,677124
Moldova,MDA,2017,803787
Moldova,MDA,2018,788726
Morocco,MAR,1961,1500
Morocco,MAR,1962,2300
Morocco,MAR,1963,8700
Morocco,MAR,1964,10000
Morocco,MAR,1965,4000
Morocco,MAR,1966,2500
Morocco,MAR,1967,1350
Morocco,MAR,1968,3716
Morocco,MAR,1969,2850
Morocco,MAR,1970,21400
Morocco,MAR,1971,11900
Morocco,MAR,1972,25450
Morocco,MAR,1973,18360
Morocco,MAR,1974,14170
Morocco,MAR,1975,15550
Morocco,MAR,1976,15540
Morocco,MAR,1977,19070
Morocco,MAR,1978,15930
Morocco,MAR,1979,40323
Morocco,MAR,1980,5372
Morocco,MAR,1981,8699
