Entity,Code,Year,"Index of Democracy (How Was Life, OECD (2014))"
South and South-East Asia,,1928,0
South and South-East Asia,,1929,0
South and South-East Asia,,1930,0
South and South-East Asia,,1931,0
South and South-East Asia,,1932,0
South and South-East Asia,,1933,0
South and South-East Asia,,1934,0
South and South-East Asia,,1935,0
South and South-East Asia,,1936,0
South and South-East Asia,,1937,0
South and South-East Asia,,1938,0
South and South-East Asia,,1939,0
South and South-East Asia,,1940,0
South and South-East Asia,,1941,0
South and South-East Asia,,1942,0
South and South-East Asia,,1943,0
South and South-East Asia,,1944,0
South and South-East Asia,,1945,0
South and South-East Asia,,1946,0.15887083
South and South-East Asia,,1947,1.0759045
South and South-East Asia,,1948,1.2473757
South and South-East Asia,,1949,1.3297701
South and South-East Asia,,1950,1.3331385
South and South-East Asia,,1951,1.3887309
South and South-East Asia,,1952,8.4418297
South and South-East Asia,,1953,8.3046398
South and South-East Asia,,1954,8.2523289
South and South-East Asia,,1955,9.1691856
South and South-East Asia,,1956,9.3107662
South and South-East Asia,,1957,9.4093018
South and South-East Asia,,1958,9.3095655
South and South-East Asia,,1959,8.3812714
South and South-East Asia,,1960,8.3364182
South and South-East Asia,,1961,8.3218775
South and South-East Asia,,1962,7.2249136
South and South-East Asia,,1963,7.2564282
South and South-East Asia,,1964,7.269824
South and South-East Asia,,1965,7.3765082
South and South-East Asia,,1966,7.4131804
South and South-East Asia,,1967,8.9317389
South and South-East Asia,,1968,8.9544277
South and South-East Asia,,1969,8.9868174
South and South-East Asia,,1970,9.0052729
South and South-East Asia,,1971,8.1269646
South and South-East Asia,,1972,8.5301476
South and South-East Asia,,1973,9.4914274
South and South-East Asia,,1974,9.4621258
South and South-East Asia,,1975,9.1487923
South and South-East Asia,,1976,9.145731
South and South-East Asia,,1977,9.6082048
South and South-East Asia,,1978,9.8126631
South and South-East Asia,,1979,9.8284616
South and South-East Asia,,1980,9.3052816
South and South-East Asia,,1981,9.6603203
South and South-East Asia,,1982,9.2938967
South and South-East Asia,,1983,9.3168411
South and South-East Asia,,1984,9.1139278
South and South-East Asia,,1985,9.1112146
South and South-East Asia,,1986,9.8389969
South and South-East Asia,,1987,9.7315884
South and South-East Asia,,1988,10.478753
South and South-East Asia,,1989,12.859092
South and South-East Asia,,1990,12.694464
South and South-East Asia,,1991,11.930238
South and South-East Asia,,1992,12.500097
South and South-East Asia,,1993,12.459174
South and South-East Asia,,1994,12.509321
South and South-East Asia,,1995,12.515346
South and South-East Asia,,1996,16.031967
South and South-East Asia,,1997,15.803401
South and South-East Asia,,1998,16.164562
South and South-East Asia,,1999,12.549005
South and South-East Asia,,2000,12.550169
Sub-Sahara Africa,,1820,0
Sub-Sahara Africa,,1821,0
Sub-Sahara Africa,,1822,0
Sub-Sahara Africa,,1823,0
Sub-Sahara Africa,,1824,0
Sub-Sahara Africa,,1825,0
Sub-Sahara Africa,,1826,0
Sub-Sahara Africa,,1827,0
Sub-Sahara Africa,,1828,0
Sub-Sahara Africa,,1829,0
Sub-Sahara Africa,,1830,0
Sub-Sahara Africa,,1831,0
Sub-Sahara Africa,,1832,0
Sub-Sahara Africa,,1833,0
Sub-Sahara Africa,,1834,0
Sub-Sahara Africa,,1835,0
Sub-Sahara Africa,,1836,0
Sub-Sahara Africa,,1837,0
Sub-Sahara Africa,,1838,0
Sub-Sahara Africa,,1839,0
Sub-Sahara Africa,,1840,0
Sub-Sahara Africa,,1841,0
Sub-Sahara Africa,,1842,0
Sub-Sahara Africa,,1843,0
Sub-Sahara Africa,,1844,0
Sub-Sahara Africa,,1845,0
Sub-Sahara Africa,,1846,0
Sub-Sahara Africa,,1847,0
Sub-Sahara Africa,,1848,0
Sub-Sahara Africa,,1849,0
Sub-Sahara Africa,,1850,0
Sub-Sahara Africa,,1851,0
Sub-Sahara Africa,,1852,0
Sub-Sahara Africa,,1853,0
Sub-Sahara Africa,,1854,0
Sub-Sahara Africa,,1855,0
Sub-Sahara Africa,,1856,0
Sub-Sahara Africa,,1857,0
Sub-Sahara Africa,,1858,0
Sub-Sahara Africa,,1859,0
Sub-Sahara Africa,,1860,0
Sub-Sahara Africa,,1861,0
Sub-Sahara Africa,,1862,0
Sub-Sahara Africa,,1863,0
Sub-Sahara Africa,,1864,0
Sub-Sahara Africa,,1865,0
Sub-Sahara Africa,,1866,0
Sub-Sahara Africa,,1867,0
Sub-Sahara Africa,,1868,0
Sub-Sahara Africa,,1869,0
Sub-Sahara Africa,,1870,0
Sub-Sahara Africa,,1871,0
Sub-Sahara Africa,,1872,0
Sub-Sahara Africa,,1873,0
Sub-Sahara Africa,,1874,0
Sub-Sahara Africa,,1875,0
Sub-Sahara Africa,,1876,0
Sub-Sahara Africa,,1877,0
Sub-Sahara Africa,,1878,0
Sub-Sahara Africa,,1879,0
Sub-Sahara Africa,,1880,0
Sub-Sahara Africa,,1881,0
Sub-Sahara Africa,,1882,0
Sub-Sahara Africa,,1883,0
Sub-Sahara Africa,,1884,0
Sub-Sahara Africa,,1885,0
Sub-Sahara Africa,,1886,0
Sub-Sahara Africa,,1887,0
Sub-Sahara Africa,,1888,0
Sub-Sahara Africa,,1889,0
Sub-Sahara Africa,,1890,0
Sub-Sahara Africa,,1891,0
Sub-Sahara Africa,,1892,0
Sub-Sahara Africa,,1893,0
Sub-Sahara Africa,,1894,0
Sub-Sahara Africa,,1895,0
Sub-Sahara Africa,,1896,0
Sub-Sahara Africa,,1897,0
Sub-Sahara Africa,,1898,0
Sub-Sahara Africa,,1899,0
Sub-Sahara Africa,,1900,0
Sub-Sahara Africa,,1901,0
Sub-Sahara Africa,,1902,0
Sub-Sahara Africa,,1903,0
Sub-Sahara Africa,,1904,0
Sub-Sahara Africa,,1905,0
Sub-Sahara Africa,,1906,0
Sub-Sahara Africa,,1907,0
Sub-Sahara Africa,,1908,0
Sub-Sahara Africa,,1909,0
Sub-Sahara Africa,,1910,0.11069868
Sub-Sahara Africa,,1911,0.11201816
Sub-Sahara Africa,,1912,0.11334734
Sub-Sahara Africa,,1913,0.11468616
Sub-Sahara Africa,,1914,0.11603454
Sub-Sahara Africa,,1915,0.15671885
Sub-Sahara Africa,,1916,0.15854415
Sub-Sahara Africa,,1917,0.16038191
Sub-Sahara Africa,,1918,0.16223201
Sub-Sahara Africa,,1919,0.16409433
Sub-Sahara Africa,,1920,0.16472553
Sub-Sahara Africa,,1921,0.12705907
Sub-Sahara Africa,,1922,0.12856419
Sub-Sahara Africa,,1923,0.13007966
Sub-Sahara Africa,,1924,0.14789313
Sub-Sahara Africa,,1925,0.14961903
Sub-Sahara Africa,,1926,0.15135618
Sub-Sahara Africa,,1927,0.15758294
Sub-Sahara Africa,,1928,0.15944217
Sub-Sahara Africa,,1929,0.14958391
Sub-Sahara Africa,,1930,0.15133527
Sub-Sahara Africa,,1931,0.14779794
Sub-Sahara Africa,,1932,0.14904621
Sub-Sahara Africa,,1933,0.17534496
Sub-Sahara Africa,,1934,0.17680383
Sub-Sahara Africa,,1935,0.17826363
Sub-Sahara Africa,,1936,0.17972414
Sub-Sahara Africa,,1937,0.18118513
Sub-Sahara Africa,,1938,0.29074314
Sub-Sahara Africa,,1939,0.29306912
Sub-Sahara Africa,,1940,0.29539466
Sub-Sahara Africa,,1941,0.30044353
Sub-Sahara Africa,,1942,0.30555284
Sub-Sahara Africa,,1943,0.32904723
Sub-Sahara Africa,,1944,0.3345857
Sub-Sahara Africa,,1945,0.34018794
Sub-Sahara Africa,,1946,0.34585381
Sub-Sahara Africa,,1947,0.35158312
Sub-Sahara Africa,,1948,0.39977619
Sub-Sahara Africa,,1949,0.4063265
Sub-Sahara Africa,,1950,0.41294703
Sub-Sahara Africa,,1951,0.4137243
Sub-Sahara Africa,,1952,0.41449431
Sub-Sahara Africa,,1953,0.40626875
Sub-Sahara Africa,,1954,0.40700769
Sub-Sahara Africa,,1955,0.40844926
Sub-Sahara Africa,,1956,0.40917575
Sub-Sahara Africa,,1957,0.58184308
Sub-Sahara Africa,,1958,0.48158261
Sub-Sahara Africa,,1959,0.48290351
Sub-Sahara Africa,,1960,4.6288581
Sub-Sahara Africa,,1961,4.476285
Sub-Sahara Africa,,1962,4.7947955
Sub-Sahara Africa,,1963,5.0081296
Sub-Sahara Africa,,1964,4.2662339
Sub-Sahara Africa,,1965,2.6683214
Sub-Sahara Africa,,1966,1.2051234
Sub-Sahara Africa,,1967,0.99143589
Sub-Sahara Africa,,1968,1.3182274
Sub-Sahara Africa,,1969,1.2684226
Sub-Sahara Africa,,1970,0.98468912
Sub-Sahara Africa,,1971,0.98190516
Sub-Sahara Africa,,1972,0.66391319
Sub-Sahara Africa,,1973,0.42338452
Sub-Sahara Africa,,1974,0.32788879
Sub-Sahara Africa,,1975,0.48663878
Sub-Sahara Africa,,1976,0.52456737
Sub-Sahara Africa,,1977,0.54469192
Sub-Sahara Africa,,1978,0.74872553
Sub-Sahara Africa,,1979,4.3934903
Sub-Sahara Africa,,1980,4.6571684
Sub-Sahara Africa,,1981,4.509841
Sub-Sahara Africa,,1982,4.6454272
Sub-Sahara Africa,,1983,1.1535976
Sub-Sahara Africa,,1984,1.2010831
Sub-Sahara Africa,,1985,0.88730323
Sub-Sahara Africa,,1986,0.90287501
Sub-Sahara Africa,,1987,0.97531849
Sub-Sahara Africa,,1988,1.0081398
Sub-Sahara Africa,,1989,1.1807027
Sub-Sahara Africa,,1990,1.0754277
Sub-Sahara Africa,,1991,1.3065804
Sub-Sahara Africa,,1992,2.5828347
Sub-Sahara Africa,,1993,2.8810523
Sub-Sahara Africa,,1994,4.5781236
Sub-Sahara Africa,,1995,5.0486331
Sub-Sahara Africa,,1996,5.8511801
Sub-Sahara Africa,,1997,5.2473426
Sub-Sahara Africa,,1998,5.3004732
Sub-Sahara Africa,,1999,6.973331
Sub-Sahara Africa,,2000,6.9406695
Western Europe,,1820,0.0097820256
Western Europe,,1821,0.0098235514
Western Europe,,1822,0.0098651499
Western Europe,,1823,0.0097616268
Western Europe,,1824,0.0098027363
Western Europe,,1825,0.0098439166
Western Europe,,1826,0.0097380485
Western Europe,,1827,0.0097787287
Western Europe,,1828,0.0098194797
Western Europe,,1829,0.010456512
Western Europe,,1830,0.019590201
Western Europe,,1831,0.037548903
Western Europe,,1832,0.090270333
Western Europe,,1833,0.090926506
Western Europe,,1834,0.091588818
Western Europe,,1835,0.13035448
Western Europe,,1836,0.13144413
Western Europe,,1837,0.14541772
Western Europe,,1838,0.14658983
Western Europe,,1839,0.15350038
Western Europe,,1840,0.1547491
Western Europe,,1841,0.14684218
Western Europe,,1842,0.14683145
Western Europe,,1843,0.14629866
Western Europe,,1844,0.15941927
Western Europe,,1845,0.15944274
Western Europe,,1846,0.15729979
Western Europe,,1847,0.17513052
Western Europe,,1848,1.6965395
Western Europe,,1849,1.7711748
Western Europe,,1850,1.7827296
Western Europe,,1851,0.19792271
Western Europe,,1852,0.33997864
Western Europe,,1853,0.33996552
Western Europe,,1854,0.33804339
Western Europe,,1855,0.33750904
Western Europe,,1856,0.33813867
Western Europe,,1857,0.41562521
Western Europe,,1858,0.41705799
Western Europe,,1859,0.42356932
Western Europe,,1860,0.43464917
Western Europe,,1861,0.49920496
Western Europe,,1862,0.51011968
Western Europe,,1863,0.69051641
Western Europe,,1864,0.69044226
Western Europe,,1865,0.75330651
Western Europe,,1866,0.74755019
Western Europe,,1867,1.0495846
Western Europe,,1868,1.1573946
Western Europe,,1869,1.8217511
Western Europe,,1870,1.816408
Western Europe,,1871,2.9337299
Western Europe,,1872,2.6716452
Western Europe,,1873,2.4924099
Western Europe,,1874,2.5625489
Western Europe,,1875,2.5569868
Western Europe,,1876,2.6740129
Western Europe,,1877,2.8910162
Western Europe,,1878,2.9568932
Western Europe,,1879,2.9686029
Western Europe,,1880,3.0423546
Western Europe,,1881,2.0244141
Western Europe,,1882,2.1238685
Western Europe,,1883,2.1223567
Western Europe,,1884,2.1756756
Western Europe,,1885,3.4688153
Western Europe,,1886,3.0799341
Western Europe,,1887,3.2191794
Western Europe,,1888,3.2741532
Western Europe,,1889,3.358464
Western Europe,,1890,3.3205657
Western Europe,,1891,3.3922253
Western Europe,,1892,3.7550168
Western Europe,,1893,3.8882895
Western Europe,,1894,4.140254
Western Europe,,1895,3.852778
Western Europe,,1896,3.8387518
Western Europe,,1897,3.9217801
Western Europe,,1898,4.1980639
Western Europe,,1899,4.2274165
Western Europe,,1900,4.1407433
Western Europe,,1901,4.1517549
Western Europe,,1902,4.680316
Western Europe,,1903,4.7099147
Western Europe,,1904,4.8193049
Western Europe,,1905,4.8852167
Western Europe,,1906,5.3164806
Western Europe,,1907,5.4825549
Western Europe,,1908,5.5481801
Western Europe,,1909,5.6237864
Western Europe,,1910,5.3824601
Western Europe,,1911,5.4308705
Western Europe,,1912,5.4036102
Western Europe,,1913,6.0312676
Western Europe,,1914,6.0371246
Western Europe,,1915,6.1601672
Western Europe,,1916,6.1255784
Western Europe,,1917,6.4150195
Western Europe,,1918,8.1380501
Western Europe,,1919,10.777233
Western Europe,,1920,11.022183
Western Europe,,1921,11.375604
Western Europe,,1922,12.748523
Western Europe,,1923,12.807714
Western Europe,,1924,12.167984
Western Europe,,1925,15.865564
Western Europe,,1926,15.905862
Western Europe,,1927,15.935881
Western Europe,,1928,16.03418
Western Europe,,1929,17.897314
Western Europe,,1930,18.799324
Western Europe,,1931,18.167585
Western Europe,,1932,17.947199
Western Europe,,1933,15.55219
Western Europe,,1934,10.873968
Western Europe,,1935,10.93359
Western Europe,,1936,11.048006
Western Europe,,1937,11.119354
Western Europe,,1938,11.071354
Western Europe,,1939,9.2727671
Western Europe,,1940,4.8234906
Western Europe,,1941,4.8372235
Western Europe,,1942,4.8509846
Western Europe,,1943,5.1755095
Western Europe,,1944,5.2277536
Western Europe,,1945,12.73275
Western Europe,,1946,17.733683
Western Europe,,1947,17.932634
Western Europe,,1948,17.553196
Western Europe,,1949,18.191679
Western Europe,,1950,19.286959
Western Europe,,1951,18.761501
Western Europe,,1952,18.760008
Western Europe,,1953,19.764517
Western Europe,,1954,19.919176
Western Europe,,1955,19.47571
Western Europe,,1956,19.846615
Western Europe,,1957,19.824856
Western Europe,,1958,16.84742
Western Europe,,1959,16.991095
Western Europe,,1960,17.143312
Western Europe,,1961,17.057619
Western Europe,,1962,16.552677
Western Europe,,1963,16.913984
Western Europe,,1964,16.541054
Western Europe,,1965,19.082579
Western Europe,,1966,18.633093
Western Europe,,1967,18.944838
Western Europe,,1968,18.693604
Western Europe,,1969,18.523832
Western Europe,,1970,18.881102
Western Europe,,1971,19.493504
Western Europe,,1972,19.793459
Western Europe,,1973,20.514214
Western Europe,,1974,21.915476
Western Europe,,1975,21.910261
Western Europe,,1976,23.015764
Western Europe,,1977,26.168144
Western Europe,,1978,26.656
Western Europe,,1979,26.405365
Western Europe,,1980,26.537287
Western Europe,,1981,26.695534
Western Europe,,1982,26.534845
Western Europe,,1983,27.230289
Western Europe,,1984,27.248865
Western Europe,,1985,27.324074
Western Europe,,1986,27.913038
Western Europe,,1987,28.116919
Western Europe,,1988,27.41819
Western Europe,,1989,27.633202
Western Europe,,1990,34.410679
Western Europe,,1991,34.266056
Western Europe,,1992,34.827183
Western Europe,,1993,35.739983
Western Europe,,1994,34.344749
Western Europe,,1995,33.716961
Western Europe,,1996,35.035439
Western Europe,,1997,34.312393
Western Europe,,1998,33.632198
Western Europe,,1999,33.616673
Western Europe,,2000,32.869854
Western Offshoots,,1820,0
Western Offshoots,,1821,0
Western Offshoots,,1822,0
Western Offshoots,,1823,0
Western Offshoots,,1824,1.6429082
Western Offshoots,,1825,1.6451647
Western Offshoots,,1826,1.6474029
Western Offshoots,,1827,1.6496228
Western Offshoots,,1828,3.5890429
Western Offshoots,,1829,3.5937877
Western Offshoots,,1830,3.5984938
Western Offshoots,,1831,3.6020415
Western Offshoots,,1832,3.3449235
Western Offshoots,,1833,3.3481736
Western Offshoots,,1834,3.3514035
Western Offshoots,,1835,3.3546131
Western Offshoots,,1836,4.229959
Western Offshoots,,1837,4.233952
Western Offshoots,,1838,4.2379193
Western Offshoots,,1839,4.2418618
Western Offshoots,,1840,5.8127785
Western Offshoots,,1841,5.8157806
Western Offshoots,,1842,5.818624
Western Offshoots,,1843,5.8213053
Western Offshoots,,1844,6.0957155
Western Offshoots,,1845,6.0981703
Western Offshoots,,1846,6.1004434
Western Offshoots,,1847,6.1025305
Western Offshoots,,1848,6.0253768
Western Offshoots,,1849,6.0270562
Western Offshoots,,1850,6.0285392
Western Offshoots,,1851,6.0206232
Western Offshoots,,1852,5.4339685
Western Offshoots,,1853,5.4262919
Western Offshoots,,1854,5.4183393
Western Offshoots,,1855,5.4101009
Western Offshoots,,1856,6.8477926
Western Offshoots,,1857,6.8365846
Western Offshoots,,1858,6.8249731
Western Offshoots,,1859,6.8129444
Western Offshoots,,1860,7.7262483
Western Offshoots,,1861,7.7261672
Western Offshoots,,1862,7.7259555
Western Offshoots,,1863,7.7256117
Western Offshoots,,1864,4.5589538
Western Offshoots,,1865,4.5585914
Western Offshoots,,1866,4.5581479
Western Offshoots,,1867,4.9002671
Western Offshoots,,1868,6.4538879
Western Offshoots,,1869,6.4507208
Western Offshoots,,1870,6.4474473
Western Offshoots,,1871,6.4504724
Western Offshoots,,1872,6.2847338
Western Offshoots,,1873,6.2872095
Western Offshoots,,1874,6.2556129
Western Offshoots,,1875,6.2583776
Western Offshoots,,1876,8.5743818
Western Offshoots,,1877,8.5793419
Western Offshoots,,1878,8.7583427
Western Offshoots,,1879,8.7615128
Western Offshoots,,1880,8.7471952
Western Offshoots,,1881,8.7453451
Western Offshoots,,1882,8.7035303
Western Offshoots,,1883,8.7019539
Western Offshoots,,1884,8.5866728
Western Offshoots,,1885,8.5849266
Western Offshoots,,1886,8.5831137
Western Offshoots,,1887,8.7424021
Western Offshoots,,1888,9.1501198
Western Offshoots,,1889,9.1465855
Western Offshoots,,1890,9.142993
Western Offshoots,,1891,9.1455917
Western Offshoots,,1892,9.208147
Western Offshoots,,1893,9.2093554
Western Offshoots,,1894,9.2105522
Western Offshoots,,1895,9.2117367
Western Offshoots,,1896,9.1138554
Western Offshoots,,1897,9.113512
Western Offshoots,,1898,9.1131725
Western Offshoots,,1899,9.1128349
Western Offshoots,,1900,8.3719072
Western Offshoots,,1901,8.5688095
Western Offshoots,,1902,8.568553
Western Offshoots,,1903,8.7426958
Western Offshoots,,1904,7.2332969
Western Offshoots,,1905,7.2327747
Western Offshoots,,1906,7.2971334
Western Offshoots,,1907,7.2963099
Western Offshoots,,1908,7.9587307
Western Offshoots,,1909,7.9578528
Western Offshoots,,1910,7.9772949
Western Offshoots,,1911,7.9819794
Western Offshoots,,1912,9.0994959
Western Offshoots,,1913,9.2841396
Western Offshoots,,1914,9.1728954
Western Offshoots,,1915,9.1673336
Western Offshoots,,1916,9.2404528
Western Offshoots,,1917,9.0967751
Western Offshoots,,1918,9.0907307
Western Offshoots,,1919,9.1599922
Western Offshoots,,1920,9.7114124
Western Offshoots,,1921,10.65007
Western Offshoots,,1922,10.547854
Western Offshoots,,1923,10.544879
Western Offshoots,,1924,12.100866
Western Offshoots,,1925,12.213484
Western Offshoots,,1926,12.299697
Western Offshoots,,1927,12.29425
Western Offshoots,,1928,13.180011
Western Offshoots,,1929,13.181648
Western Offshoots,,1930,13.185678
Western Offshoots,,1931,13.316696
Western Offshoots,,1932,14.040289
Western Offshoots,,1933,14.033831
Western Offshoots,,1934,14.155448
Western Offshoots,,1935,14.391888
Western Offshoots,,1936,14.619497
Western Offshoots,,1937,14.525143
Western Offshoots,,1938,14.519202
Western Offshoots,,1939,14.513276
Western Offshoots,,1940,16.904116
Western Offshoots,,1941,16.902527
Western Offshoots,,1942,16.900969
Western Offshoots,,1943,16.794538
Western Offshoots,,1944,15.997108
Western Offshoots,,1945,16.521645
Western Offshoots,,1946,16.538488
Western Offshoots,,1947,16.536879
Western Offshoots,,1948,17.160135
Western Offshoots,,1949,16.981569
Western Offshoots,,1950,16.980127
Western Offshoots,,1951,16.906633
Western Offshoots,,1952,17.594584
Western Offshoots,,1953,17.374882
Western Offshoots,,1954,17.30052
Western Offshoots,,1955,17.310226
Western Offshoots,,1956,15.593895
Western Offshoots,,1957,16.008064
Western Offshoots,,1958,15.706069
Western Offshoots,,1959,15.700559
Western Offshoots,,1960,18.719151
Western Offshoots,,1961,18.643101
Western Offshoots,,1962,19.147884
Western Offshoots,,1963,19.019203
Western Offshoots,,1964,14.869573
Western Offshoots,,1965,14.78603
Western Offshoots,,1966,14.819662
Western Offshoots,,1967,14.812889
Western Offshoots,,1968,19.954229
Western Offshoots,,1969,19.880455
Western Offshoots,,1970,19.866146
Western Offshoots,,1971,19.857956
Western Offshoots,,1972,15.283023
Western Offshoots,,1973,15.2791
Western Offshoots,,1974,15.072034
Western Offshoots,,1975,15.151437
Western Offshoots,,1976,18.742039
Western Offshoots,,1977,18.757391
Western Offshoots,,1978,18.749876
Western Offshoots,,1979,19.212914
Western Offshoots,,1980,18.599155
Western Offshoots,,1981,18.592884
Western Offshoots,,1982,18.586615
Western Offshoots,,1983,18.537086
Western Offshoots,,1984,16.408201
Western Offshoots,,1985,16.402437
Western Offshoots,,1986,16.396683
Western Offshoots,,1987,16.353168
Western Offshoots,,1988,17.22435
Western Offshoots,,1989,17.219126
Western Offshoots,,1990,17.28384
Western Offshoots,,1991,17.27739
Western Offshoots,,1992,22.857607
Western Offshoots,,1993,22.678242
Western Offshoots,,1994,22.67355
Western Offshoots,,1995,22.668894
Western Offshoots,,1996,18.543983
Western Offshoots,,1997,18.47308
Western Offshoots,,1998,18.447947
Western Offshoots,,1999,18.442417
Western Offshoots,,2000,18.784683
World,OWID_WRL,1820,0.0012471339
World,OWID_WRL,1821,0.001253648
World,OWID_WRL,1822,0.001260177
World,OWID_WRL,1823,0.001248155
World,OWID_WRL,1824,0.021870406
World,OWID_WRL,1825,0.022277748
World,OWID_WRL,1826,0.022673665
World,OWID_WRL,1827,0.023095913
World,OWID_WRL,1828,0.049636912
World,OWID_WRL,1829,0.05065722
World,OWID_WRL,1830,0.052788548
World,OWID_WRL,1831,0.056203242
World,OWID_WRL,1832,0.060359344
World,OWID_WRL,1833,0.061529353
World,OWID_WRL,1834,0.062721938
World,OWID_WRL,1835,0.068909571
World,OWID_WRL,1836,0.083986521
World,OWID_WRL,1837,0.087303646
World,OWID_WRL,1838,0.088975094
World,OWID_WRL,1839,0.091433965
World,OWID_WRL,1840,0.12001075
World,OWID_WRL,1841,0.12114493
World,OWID_WRL,1842,0.12337039
World,OWID_WRL,1843,0.12557425
World,OWID_WRL,1844,0.13469771
World,OWID_WRL,1845,0.13721278
World,OWID_WRL,1846,0.13946484
World,OWID_WRL,1847,0.14440039
World,OWID_WRL,1848,0.34560809
World,OWID_WRL,1849,0.35796359
World,OWID_WRL,1850,0.36207142
World,OWID_WRL,1851,0.15754078
World,OWID_WRL,1852,0.16669333
World,OWID_WRL,1853,0.16986431
World,OWID_WRL,1854,0.17264861
World,OWID_WRL,1855,0.17581719
World,OWID_WRL,1856,0.2160686
World,OWID_WRL,1857,0.2382534
World,OWID_WRL,1858,0.25159642
World,OWID_WRL,1859,0.24938446
World,OWID_WRL,1860,0.28014541
World,OWID_WRL,1861,0.2934863
World,OWID_WRL,1862,0.29085693
World,OWID_WRL,1863,0.32011902
World,OWID_WRL,1864,0.23127489
World,OWID_WRL,1865,0.24305321
World,OWID_WRL,1866,0.24523167
World,OWID_WRL,1867,0.30230927
World,OWID_WRL,1868,0.37132463
World,OWID_WRL,1869,0.47280309
World,OWID_WRL,1870,0.47743303
World,OWID_WRL,1871,0.6398409
World,OWID_WRL,1872,0.60181224
World,OWID_WRL,1873,0.58184713
World,OWID_WRL,1874,0.5963167
World,OWID_WRL,1875,0.59999454
World,OWID_WRL,1876,0.70751458
World,OWID_WRL,1877,0.75625801
World,OWID_WRL,1878,0.76974571
World,OWID_WRL,1879,0.77879214
World,OWID_WRL,1880,0.79641032
World,OWID_WRL,1881,0.65698743
World,OWID_WRL,1882,0.6739127
World,OWID_WRL,1883,0.6781249
World,OWID_WRL,1884,0.68834901
World,OWID_WRL,1885,0.87632924
World,OWID_WRL,1886,0.82418895
World,OWID_WRL,1887,0.85623908
World,OWID_WRL,1888,0.88612193
World,OWID_WRL,1889,0.90292883
World,OWID_WRL,1890,0.90687984
World,OWID_WRL,1891,0.92404878
World,OWID_WRL,1892,0.9818424
World,OWID_WRL,1893,1.004476
World,OWID_WRL,1894,1.0474261
World,OWID_WRL,1895,1.0103025
World,OWID_WRL,1896,1.0133489
World,OWID_WRL,1897,1.0286331
World,OWID_WRL,1898,1.0717154
World,OWID_WRL,1899,1.0803304
World,OWID_WRL,1900,1.0347468
World,OWID_WRL,1901,1.0565661
World,OWID_WRL,1902,1.1455684
World,OWID_WRL,1903,1.1713902
World,OWID_WRL,1904,1.1090103
World,OWID_WRL,1905,1.1275917
World,OWID_WRL,1906,1.1959951
World,OWID_WRL,1907,1.2369828
World,OWID_WRL,1908,1.2951547
World,OWID_WRL,1909,1.3161523
World,OWID_WRL,1910,1.307543
World,OWID_WRL,1911,1.3219177
World,OWID_WRL,1912,1.3847907
World,OWID_WRL,1913,1.4811924
World,OWID_WRL,1914,1.4656388
World,OWID_WRL,1915,1.491992
World,OWID_WRL,1916,1.5117674
World,OWID_WRL,1917,1.4370111
World,OWID_WRL,1918,1.6641637
World,OWID_WRL,1919,2.1881886
World,OWID_WRL,1920,2.3100874
World,OWID_WRL,1921,2.4096897
World,OWID_WRL,1922,2.7022791
World,OWID_WRL,1923,2.7132735
World,OWID_WRL,1924,2.7410586
World,OWID_WRL,1925,3.2204549
World,OWID_WRL,1926,2.9162889
World,OWID_WRL,1927,2.9175894
World,OWID_WRL,1928,3.1521118
World,OWID_WRL,1929,3.3898165
World,OWID_WRL,1930,3.4508493
World,OWID_WRL,1931,3.4077444
World,OWID_WRL,1932,3.418344
World,OWID_WRL,1933,3.1022987
World,OWID_WRL,1934,2.4746737
World,OWID_WRL,1935,2.3931496
World,OWID_WRL,1936,2.4231791
World,OWID_WRL,1937,2.4522684
World,OWID_WRL,1938,2.4278524
World,OWID_WRL,1939,2.207623
World,OWID_WRL,1940,1.8321443
World,OWID_WRL,1941,1.9516059
World,OWID_WRL,1942,1.8365617
World,OWID_WRL,1943,1.8378958
World,OWID_WRL,1944,1.798517
World,OWID_WRL,1945,3.6057568
World,OWID_WRL,1946,4.4271054
World,OWID_WRL,1947,4.5949807
World,OWID_WRL,1948,4.589395
World,OWID_WRL,1949,4.6445327
World,OWID_WRL,1950,4.9489689
World,OWID_WRL,1951,5.0278568
World,OWID_WRL,1952,7.0070033
World,OWID_WRL,1953,7.1078157
World,OWID_WRL,1954,6.9978876
World,OWID_WRL,1955,7.10636
World,OWID_WRL,1956,6.9003615
World,OWID_WRL,1957,7.0037413
World,OWID_WRL,1958,6.7981949
World,OWID_WRL,1959,6.5557952
World,OWID_WRL,1960,6.7661629
World,OWID_WRL,1961,6.903131
World,OWID_WRL,1962,6.475523
World,OWID_WRL,1963,6.8884816
World,OWID_WRL,1964,6.2884274
World,OWID_WRL,1965,6.45612
World,OWID_WRL,1966,6.1559873
World,OWID_WRL,1967,6.5629034
World,OWID_WRL,1968,6.8558631
World,OWID_WRL,1969,6.8080678
World,OWID_WRL,1970,6.9362569
World,OWID_WRL,1971,6.7197647
World,OWID_WRL,1972,6.357656
World,OWID_WRL,1973,6.7455492
World,OWID_WRL,1974,6.8899961
World,OWID_WRL,1975,6.7965894
World,OWID_WRL,1976,6.9445791
World,OWID_WRL,1977,7.2608757
World,OWID_WRL,1978,7.3756256
World,OWID_WRL,1979,7.5997787
World,OWID_WRL,1980,7.3093777
World,OWID_WRL,1981,7.3934107
