Entity,Code,Year,Drinking water - Proportion of population using improved water supplies - Safely managed - National - Population
Italy,ITA,2015,56017681.52725469
Japan,JPN,2000,121607685.5006684
Japan,JPN,2001,121858827.8115527
Japan,JPN,2002,122125047.90877321
Japan,JPN,2003,122390459.31738289
Japan,JPN,2004,122631515.26924188
Japan,JPN,2005,122883698.36317424
Japan,JPN,2006,123089726.02480675
Japan,JPN,2007,123252897.14180474
Japan,JPN,2008,123372021.19038431
Japan,JPN,2009,123447673.9178388
Japan,JPN,2010,123480608.67839043
Japan,JPN,2011,123469068.20962267
Japan,JPN,2012,123412648.35421436
Japan,JPN,2013,123315562.92522219
Japan,JPN,2014,123183816.82787436
Japan,JPN,2015,123022089.00187631
Jordan,JOR,2000,4489538.226564932
Jordan,JOR,2001,4564580.379238941
Jordan,JOR,2002,4645140.035018226
Jordan,JOR,2003,4739606.407416073
Jordan,JOR,2004,4857907.734647537
Jordan,JOR,2005,5006347.508140946
Jordan,JOR,2006,5188278.220152133
Jordan,JOR,2007,5399965.506029652
Jordan,JOR,2008,5631457.557485367
Jordan,JOR,2009,5868493.225733466
Jordan,JOR,2010,6099832.938382814
Jordan,JOR,2011,6322867.007365705
Jordan,JOR,2012,6537798.344317959
Jordan,JOR,2013,6739671.738982638
Jordan,JOR,2014,6923359.824587514
Jordan,JOR,2015,7085208.285119829
Kuwait,KWT,2000,1929470
Kuwait,KWT,2001,1990022
Kuwait,KWT,2002,2042215
Kuwait,KWT,2003,2095993
Kuwait,KWT,2004,2166344
Kuwait,KWT,2005,2263604
Kuwait,KWT,2006,2389498
Kuwait,KWT,2007,2538591
Kuwait,KWT,2008,2705290
Kuwait,KWT,2009,2881243
Kuwait,KWT,2010,3059473
Kuwait,KWT,2011,3239181
Kuwait,KWT,2012,3419581
Kuwait,KWT,2013,3593689
Kuwait,KWT,2014,3753121
Kuwait,KWT,2015,3892115
Kyrgyzstan,KGZ,2000,2296616.33604658
Kyrgyzstan,KGZ,2001,2316696.676637889
Kyrgyzstan,KGZ,2002,2341915.4405312673
Kyrgyzstan,KGZ,2003,2364114.0747856223
Kyrgyzstan,KGZ,2004,2388184.3131741635
Kyrgyzstan,KGZ,2005,2490159.4995994717
Kyrgyzstan,KGZ,2006,2601128.1411020523
Kyrgyzstan,KGZ,2007,2720637.173332297
Kyrgyzstan,KGZ,2008,2848609.4868200663
Kyrgyzstan,KGZ,2009,2984155.081369228
Kyrgyzstan,KGZ,2010,3126929.9727380816
Kyrgyzstan,KGZ,2011,3277249.2928849095
Kyrgyzstan,KGZ,2012,3435559.1899745665
Kyrgyzstan,KGZ,2013,3600803.6931725144
Kyrgyzstan,KGZ,2014,3771090.6861983566
Kyrgyzstan,KGZ,2015,3938813.682784533
Latvia,LVA,2000,1926154.5589240098
Latvia,LVA,2001,1904667.208184372
Latvia,LVA,2002,1882811.6321862652
Latvia,LVA,2003,1859855.1159785795
Latvia,LVA,2004,1836789.1462985212
Latvia,LVA,2005,1814197.6704249494
Latvia,LVA,2006,1792235.8427693609
Latvia,LVA,2007,1770818.7345231688
Latvia,LVA,2008,1749836.8066494674
Latvia,LVA,2009,1729035.9538043388
Latvia,LVA,2010,1708307.459605082
Latvia,LVA,2011,1687497.0123742728
Latvia,LVA,2012,1666896.437022906
Latvia,LVA,2013,1647197.5016034823
Latvia,LVA,2014,1629337.4160502893
Latvia,LVA,2015,1614552.7425892302
Lebanon,LBN,2000,1423187.3720431174
Lebanon,LBN,2001,1485870.1589063436
Lebanon,LBN,2002,1566244.372232358
Lebanon,LBN,2003,1654383.9124716315
Lebanon,LBN,2004,1735810.351587205
Lebanon,LBN,2005,1800739.9897074057
Lebanon,LBN,2006,1841999.155540811
Lebanon,LBN,2007,1864516.470444156
Lebanon,LBN,2008,1885139.0525410157
Lebanon,LBN,2009,1928187.0666307865
Lebanon,LBN,2010,2010071.0987484353
Lebanon,LBN,2011,2138862.6838851864
Lebanon,LBN,2012,2305379.2959422427
Lebanon,LBN,2013,2487661.2889242535
Lebanon,LBN,2014,2653860.1491594235
Lebanon,LBN,2015,2780502.918711275
Liechtenstein,LIE,2000,33282
Liechtenstein,LIE,2001,33663
Liechtenstein,LIE,2002,33995
Liechtenstein,LIE,2003,34290
Liechtenstein,LIE,2004,34569
Liechtenstein,LIE,2005,34852
Liechtenstein,LIE,2006,35141
Liechtenstein,LIE,2007,35431
Liechtenstein,LIE,2008,35721
Liechtenstein,LIE,2009,36004
Liechtenstein,LIE,2010,36276
Liechtenstein,LIE,2011,36537
Liechtenstein,LIE,2012,36791
Liechtenstein,LIE,2013,37040
Liechtenstein,LIE,2014,37286
Liechtenstein,LIE,2015,37531
Lithuania,LTU,2000,2467377.59149107
Lithuania,LTU,2001,2461926.9050158286
Lithuania,LTU,2002,2457023.9485014146
Lithuania,LTU,2003,2451683.4704800053
Lithuania,LTU,2004,2484599.2847590093
Lithuania,LTU,2005,2514216.268034763
Lithuania,LTU,2006,2540256.167660453
Lithuania,LTU,2007,2562740.459937505
Lithuania,LTU,2008,2581645.6197176133
Lithuania,LTU,2009,2596884.304257543
Lithuania,LTU,2010,2608866.7817466413
Lithuania,LTU,2011,2617381.0746971285
Lithuania,LTU,2012,2622995.8545700177
Lithuania,LTU,2013,2628479.629779837
Lithuania,LTU,2014,2637725.9568583206
Lithuania,LTU,2015,2639336.1960012675
Luxembourg,LUX,2000,427830.25573021435
Luxembourg,LUX,2001,431882.5856506568
Luxembourg,LUX,2002,435375.4549339051
Luxembourg,LUX,2003,438927.87653382355
Luxembourg,LUX,2004,443376.03707932244
Luxembourg,LUX,2005,449311.6503022472
Luxembourg,LUX,2006,456894.13987825677
Luxembourg,LUX,2007,465909.73734551395
Luxembourg,LUX,2008,476118.31026143994
Luxembourg,LUX,2009,487116.3101141352
Luxembourg,LUX,2010,498560.5196463596
Luxembourg,LUX,2011,510456.7821569831
Luxembourg,LUX,2012,522751.5013177956
Luxembourg,LUX,2013,534955.5615168159
Luxembourg,LUX,2014,546454.4618962272
Luxembourg,LUX,2015,556822.9603291199
Macao,MAC,2000,431777.42790000007
Macao,MAC,2001,437956.57360000006
Macao,MAC,2002,444044.7466000001
Macao,MAC,2003,450618.7738000001
Macao,MAC,2004,458451.1537333334
Macao,MAC,2005,468028.4161666667
Macao,MAC,2006,479614.60974545457
Macao,MAC,2007,492915.925569697
Macao,MAC,2008,507175.61958787875
Macao,MAC,2009,521314.9391363637
Macao,MAC,2010,534544.9960606061
Macao,MAC,2011,546610.765678788
Macao,MAC,2012,557702.1531272727
Macao,MAC,2013,568006.0799272727
Macao,MAC,2014,577875.4724
Macao,MAC,2015,587579.2906363637
Macedonia,MKD,2000,1830671.1622867337
Macedonia,MKD,2001,1838618.382306295
Macedonia,MKD,2002,1844365.0024563642
Macedonia,MKD,2003,1848422.5405663045
Macedonia,MKD,2004,1851747.8645418414
Macedonia,MKD,2005,1861230.4600660354
Macedonia,MKD,2006,1871009.8123667585
Macedonia,MKD,2007,1880743.3430763774
Macedonia,MKD,2008,1890462.3321242034
Macedonia,MKD,2009,1900187.4835439736
Macedonia,MKD,2010,1881391.3813288312
Macedonia,MKD,2011,1848442.7510418736
Macedonia,MKD,2012,1815319.228335215
Macedonia,MKD,2013,1782014.1325512063
Macedonia,MKD,2014,1758727.1651909326
Macedonia,MKD,2015,1735296.4213410174
Malaysia,MYS,2000,21957341.145203643
Malaysia,MYS,2001,22449510.20578283
Malaysia,MYS,2002,22862720.879465237
Malaysia,MYS,2003,23260844.004967626
Malaysia,MYS,2004,23654932.652562603
Malaysia,MYS,2005,24050940.302216582
Malaysia,MYS,2006,24450197.673866365
Malaysia,MYS,2007,24850705.490335725
Malaysia,MYS,2008,25251236.175866388
Malaysia,MYS,2009,25649503.072030656
Malaysia,MYS,2010,26043834.5810642
Malaysia,MYS,2011,26434361.738603804
Malaysia,MYS,2012,26821180.03249281
Malaysia,MYS,2013,27203256.34586247
Malaysia,MYS,2014,27579386.742932532
Malaysia,MYS,2015,27948794.394974977
Malta,MLT,2000,387102.5640000001
Malta,MLT,2001,389245.1354
Malta,MLT,2002,391069.77040000004
Malta,MLT,2003,392780.2011428572
Malta,MLT,2004,394684.48360000004
Malta,MLT,2005,396980.5445714286
Malta,MLT,2006,399766.3196571429
Malta,MLT,2007,402937.80251428566
Malta,MLT,2008,406241.0544000001
Malta,MLT,2009,409311.21
Malta,MLT,2010,411887.40114285715
Malta,MLT,2011,413885.7085714286
Malta,MLT,2012,415394.1390857143
Malta,MLT,2013,416532.6729714286
Malta,MLT,2014,417496.23608571436
Malta,MLT,2015,418430.76000000007
Martinique,MTQ,2000,366833.7815658301
Martinique,MTQ,2001,369674.47849298286
Martinique,MTQ,2002,372125.6103760716
Martinique,MTQ,2003,374100.9231542452
Martinique,MTQ,2004,375519.84984758776
Martinique,MTQ,2005,379063.92564585136
Martinique,MTQ,2006,382027.7366119261
Martinique,MTQ,2007,384371.2415839696
Martinique,MTQ,2008,386365.74849681184
Martinique,MTQ,2009,388394.9984910977
Martinique,MTQ,2010,390745.08095930534
Martinique,MTQ,2011,393544.7193433796
Martinique,MTQ,2012,394136.56088583876
Martinique,MTQ,2013,394806.54353464814
Martinique,MTQ,2014,395408.9207708624
Martinique,MTQ,2015,395746.9834493027
Mayotte,MYT,2008,166249.15999999997
Mayotte,MYT,2009,171520.04099999997
Mayotte,MYT,2010,176788.38099999996
Mayotte,MYT,2011,182040.62799999997
Mayotte,MYT,2012,187291.18099999998
Mayotte,MYT,2013,192563.75599999996
Mayotte,MYT,2014,197888.84499999997
Mayotte,MYT,2015,203292.70499999996
Mexico,MEX,2000,39806528.899928644
Mexico,MEX,2001,40651556.12455996
Mexico,MEX,2002,41465220.67735239
Mexico,MEX,2003,42271842.85348021
Mexico,MEX,2004,43106183.8066427
Mexico,MEX,2005,43993113.926772416
Mexico,MEX,2006,44943414.46980863
Mexico,MEX,2007,45948607.44091022
Mexico,MEX,2008,46991358.187107
Mexico,MEX,2009,48044246.69887404
Mexico,MEX,2010,49086572.00702863
Mexico,MEX,2011,50112228.75749723
Mexico,MEX,2012,51125877.24279698
Mexico,MEX,2013,52129412.86748098
Mexico,MEX,2014,53128105.84950513
Mexico,MEX,2015,54125575.48929282
Moldova,MDA,2000,1527560.6866398493
Moldova,MDA,2001,1619381.3998749321
Moldova,MDA,2002,1713639.8714893337
Moldova,MDA,2003,1809590.1349594567
Moldova,MDA,2004,1905560.167631011
Moldova,MDA,2005,2000084.7791451444
Moldova,MDA,2006,2092399.0231186529
Moldova,MDA,2007,2182851.799308902
Moldova,MDA,2008,2272341.519828092
Moldova,MDA,2009,2362651.784300501
Moldova,MDA,2010,2455186.2364730844
Moldova,MDA,2011,2550627.405817085
Moldova,MDA,2012,2648652.136400397
Moldova,MDA,2013,2748447.9372615702
Moldova,MDA,2014,2848523.880803154
Moldova,MDA,2015,2846477.141011525
Monaco,MCO,2000,32081.000000000004
Monaco,MCO,2001,32363.999999999996
Monaco,MCO,2002,32648.000000000004
Monaco,MCO,2003,32960
Monaco,MCO,2004,33339
Monaco,MCO,2005,33808
Monaco,MCO,2006,34384
Monaco,MCO,2007,35046
Monaco,MCO,2008,35731
Monaco,MCO,2009,36351
Monaco,MCO,2010,36845
Monaco,MCO,2011,37189
Monaco,MCO,2012,37404
Monaco,MCO,2013,37528
Monaco,MCO,2014,37623
Monaco,MCO,2015,37731
Montenegro,MNE,2006,514489.6838434443
Montenegro,MNE,2007,524518.5818485416
Montenegro,MNE,2008,534622.63352292
Montenegro,MNE,2009,544771.1485375041
Montenegro,MNE,2010,554936.3665205776
Montenegro,MNE,2011,557551.5175603005
Montenegro,MNE,2012,559012.0375523205
Montenegro,MNE,2013,559937.9157489102
Montenegro,MNE,2014,560730.7600040917
Montenegro,MNE,2015,561376.8735691215
Morocco,MAR,2000,15857666.657687055
Morocco,MAR,2001,16291791.022027493
Morocco,MAR,2002,16720494.60989617
Morocco,MAR,2003,17147673.873171624
Morocco,MAR,2004,17579590.61552032
Morocco,MAR,2005,18050336.07174079
Morocco,MAR,2006,18537627.55052026
Morocco,MAR,2007,19035764.44645769
Morocco,MAR,2008,19548418.571870808
Morocco,MAR,2009,20079567.88218204
Morocco,MAR,2010,20632038.37945341
Morocco,MAR,2011,21208331.5231982
Morocco,MAR,2012,21807089.76813689
Morocco,MAR,2013,22420722.15423118
Morocco,MAR,2014,23038313.430166535
Morocco,MAR,2015,23651479.9795542
Nepal,NPL,2000,5697405.735512718
Nepal,NPL,2001,5846923.565134898
Nepal,NPL,2002,5984196.639530408
Nepal,NPL,2003,6116699.04192263
Nepal,NPL,2004,6244649.226477568
Nepal,NPL,2005,6368414.9224128155
Nepal,NPL,2006,6487682.976709097
Nepal,NPL,2007,6603074.658667049
Nepal,NPL,2008,6717179.078633974
Nepal,NPL,2009,6833406.7642461
Nepal,NPL,2010,6954341.7286928985
Nepal,NPL,2011,7081143.879739876
Nepal,NPL,2012,7213415.266776958
Nepal,NPL,2013,7349937.876371068
Nepal,NPL,2014,7488648.6897565955
Nepal,NPL,2015,7627902.966869334
Netherlands,NLD,2000,15893994.994692514
Netherlands,NLD,2001,15983866.808888214
Netherlands,NLD,2002,16075446.125489205
Netherlands,NLD,2003,16165952.043796804
Netherlands,NLD,2004,16251435.136221142
Netherlands,NLD,2005,16329187.259902863
Netherlands,NLD,2006,16398146.29845925
Netherlands,NLD,2007,16459569.774649886
Netherlands,NLD,2008,16515895.777625551
Netherlands,NLD,2009,16570698.798565745
Netherlands,NLD,2010,16626585.192041628
Netherlands,NLD,2011,16684361.594718177
Netherlands,NLD,2012,16743297.099785019
Netherlands,NLD,2013,16802612.906388216
Netherlands,NLD,2014,16860949.550207045
Netherlands,NLD,2015,16917329.55776068
New Caledonia,NCL,2000,181078.4562909111
New Caledonia,NCL,2001,184447.42598442384
New Caledonia,NCL,2002,187721.54370294642
New Caledonia,NCL,2003,192715.61062835203
New Caledonia,NCL,2004,197729.67812732523
New Caledonia,NCL,2005,202785.85192180352
New Caledonia,NCL,2006,207889.18178662125
New Caledonia,NCL,2007,213034.07058350672
New Caledonia,NCL,2008,218216.5400971882
New Caledonia,NCL,2009,223430.63270187765
New Caledonia,NCL,2010,228670.18270509515
New Caledonia,NCL,2011,233935.37079684535
New Caledonia,NCL,2012,239233.0174141535
New Caledonia,NCL,2013,244568.29765012822
New Caledonia,NCL,2014,249953.31787407168
New Caledonia,NCL,2015,255395.76940819423
New Zealand,NZL,2000,2958065.138533316
New Zealand,NZL,2001,2995385.2535777595
New Zealand,NZL,2002,3037387.5376666486
New Zealand,NZL,2003,3082238.8376666484
New Zealand,NZL,2004,3127154.5395333148
New Zealand,NZL,2005,3170027.7821999807
New Zealand,NZL,2006,3311913.6568888733
New Zealand,NZL,2007,3454363.8279777644
New Zealand,NZL,2008,3596671.8186666565
New Zealand,NZL,2009,3738150.472622215
New Zealand,NZL,2010,3878336.723155551
New Zealand,NZL,2011,4016399.108999999
New Zealand,NZL,2012,4152380.7887111134
New Zealand,NZL,2013,4287954.928622228
New Zealand,NZL,2014,4425752.079200008
New Zealand,NZL,2015,4528526
Nicaragua,NIC,2000,2736807.7428489886
Nicaragua,NIC,2001,2824446.4032247006
Nicaragua,NIC,2002,2911273.8885494745
Nicaragua,NIC,2003,2974879.3223603466
Nicaragua,NIC,2004,3021393.367880181
Nicaragua,NIC,2005,3068540.122933087
Nicaragua,NIC,2006,3116906.1155946315
Nicaragua,NIC,2007,3166311.7900647377
Nicaragua,NIC,2008,3216480.869719617
Nicaragua,NIC,2009,3266972.7382661947
Nicaragua,NIC,2010,3317418.3792863446
Nicaragua,NIC,2011,3367756.710572076
Nicaragua,NIC,2012,3418136.200389578
Nicaragua,NIC,2013,3468671.2667392488
Nicaragua,NIC,2014,3519540.1506571905
Nicaragua,NIC,2015,3570838.4155031517
Nigeria,NGA,2000,20611525.34832507
Nigeria,NGA,2001,21835115.86987517
Nigeria,NGA,2002,22796246.64461017
Nigeria,NGA,2003,23771351.853856605
Nigeria,NGA,2004,24762100.112527903
Nigeria,NGA,2005,25769409.988493234
Nigeria,NGA,2006,26793585.51590515
Nigeria,NGA,2007,27834007.677697476
Nigeria,NGA,2008,28875852.06751475
Nigeria,NGA,2009,29827663.857622895
Nigeria,NGA,2010,30777705.680301774
Nigeria,NGA,2011,31721887.317854147
Nigeria,NGA,2012,32657348.542743176
Nigeria,NGA,2013,33578325.44300099
Nigeria,NGA,2014,34478190.730002664
Nigeria,NGA,2015,35351201.845440246
Niue,NIU,2000,1866.4961886792448
Niue,NIU,2001,1815.4131350943392
Niue,NIU,2002,1768.259547169811
Niue,NIU,2003,1725.03542490566
Niue,NIU,2004,1687.7055011320751
Niue,NIU,2005,1654.3591879245282
Niue,NIU,2006,1628.9261999999997
Niue,NIU,2007,1610.4003735849055
Niue,NIU,2008,1597.7800777358484
Niue,NIU,2009,1589.091513962264
Niue,NIU,2010,1581.3943822641504
Niue,NIU,2011,1574.685283018868
Niue,NIU,2012,1569.93411735849
Niue,NIU,2013,1565.1897509433961
Niue,NIU,2014,1565.1897509433961
Niue,NIU,2015,1565.1897509433961
Northern Mariana Islands,MNP,2000,52733.86317461838
Northern Mariana Islands,MNP,2001,53049.7067827852
Northern Mariana Islands,MNP,2002,52825.182484676065
Northern Mariana Islands,MNP,2003,52122.918937841845
Northern Mariana Islands,MNP,2004,52487.90959066716
Northern Mariana Islands,MNP,2005,52504.26199260941
Northern Mariana Islands,MNP,2006,51110.918343196034
Northern Mariana Islands,MNP,2007,49129.637457992445
Northern Mariana Islands,MNP,2008,47142.958143368334
Northern Mariana Islands,MNP,2009,45467.55829289162
Northern Mariana Islands,MNP,2010,44326.13891037957
Northern Mariana Islands,MNP,2011,43834.0007127623
Northern Mariana Islands,MNP,2012,43922.96607759805
Northern Mariana Islands,MNP,2013,44380.20519252222
Northern Mariana Islands,MNP,2014,44933.83525599796
Northern Mariana Islands,MNP,2015,45369.654160132886
Norway,NOR,2000,4269387.92440678
Norway,NOR,2001,4291384.406439706
Norway,NOR,2002,4312442.829865401
Norway,NOR,2003,4334885.71437115
Norway,NOR,2004,4361759.781146625
Norway,NOR,2005,4395080.0907798
Norway,NOR,2006,4435520.612985675
Norway,NOR,2007,4482406.123224241
Norway,NOR,2008,4534603.514498571
Norway,NOR,2009,4590305.063318976
Norway,NOR,2010,4648040.04938883
Norway,NOR,2011,4707497.506474876
Norway,NOR,2012,4768595.221400325
Norway,NOR,2013,4830320.54768825
Norway,NOR,2014,4891510.077890401
Norway,NOR,2015,4951251.336471765
Oman,OMN,2001,1694468.6996657108
Oman,OMN,2002,1732169.348013268
Oman,OMN,2003,1778229.2153055163
Oman,OMN,2004,1826457.2521679488
Oman,OMN,2005,1872404.0733123063
Oman,OMN,2006,1945655.0557317722
Oman,OMN,2007,2015082.9525633221
Oman,OMN,2008,2099611.903686363
Oman,OMN,2009,2226703.843579838
Oman,OMN,2010,2415473.604611222
Oman,OMN,2011,2679537.633504773
Oman,OMN,2012,3009077.8349011308
Oman,OMN,2013,3370275.8719466096
Oman,OMN,2014,3712296.8076722627
Oman,OMN,2015,3974128.7849999997
Pakistan,PAK,2000,52680879.03918997
Pakistan,PAK,2001,53862888.534339115
Pakistan,PAK,2002,55031315.31863189
Pakistan,PAK,2003,56197923.2141745
Pakistan,PAK,2004,57380485.83193934
Pakistan,PAK,2005,58229170.741360396
Pakistan,PAK,2006,59090806.30867443
Pakistan,PAK,2007,59962802.405301996
Pakistan,PAK,2008,60847742.21617499
Pakistan,PAK,2009,61747364.798876084
Pakistan,PAK,2010,62662064.57133056
Pakistan,PAK,2011,63591753.894801304
Pakistan,PAK,2012,64532699.16519917
Pakistan,PAK,2013,65476230.17576533
Pakistan,PAK,2014,66411353.681844726
Pakistan,PAK,2015,67328965.7456952
Peru,PER,2000,11661503.90187838
Peru,PER,2001,11915194.54205675
Peru,PER,2002,12167521.825452078
Peru,PER,2003,12419677.986028507
Peru,PER,2004,12672875.970429242
Peru,PER,2005,12928176.836186167
Peru,PER,2006,13186064.471362475
Peru,PER,2007,13446746.26923618
Peru,PER,2008,13711994.448617795
Peru,PER,2009,13982967.561416173
Peru,PER,2010,14261096.195237707
Peru,PER,2011,14547017.480694305
Peru,PER,2012,14840310.977643972
Peru,PER,2013,15138439.185414625
Peru,PER,2014,15438273.779986544
Peru,PER,2015,15737199.03201882
Poland,POL,2005,36122119.903500356
Poland,POL,2006,36135027.41025797
Poland,POL,2007,36153878.412790164
Poland,POL,2008,36176286.14545816
Poland,POL,2009,36199024.9265894
Poland,POL,2010,36219373.13276662
Poland,POL,2011,36236285.10717694
Poland,POL,2012,36249445.9278195
Poland,POL,2013,36257187.58477425
Poland,POL,2014,36257759.40637867
Poland,POL,2015,36249709.24001923
Portugal,PRT,2000,9607664.19059609
Portugal,PRT,2001,9660949.05297023
Portugal,PRT,2002,9713904.832792222
Portugal,PRT,2003,9766293.09895528
Portugal,PRT,2004,9817696.419418046
Portugal,PRT,2005,9867355.946083207
Portugal,PRT,2006,9916056.465095548
Portugal,PRT,2007,9962665.84465311
Portugal,PRT,2008,10002419.870785786
Portugal,PRT,2009,10028900.404231418
Portugal,PRT,2010,10034331.063215043
Portugal,PRT,2011,10020319.491234383
Portugal,PRT,2012,9989214.474088686
Portugal,PRT,2013,9944525.241738876
Portugal,PRT,2014,9893435.175439958
Portugal,PRT,2015,9843609.694722796
Romania,ROU,2000,21093696.6064
Romania,ROU,2001,20955553.207860872
Romania,ROU,2002,20830455.065321743
Romania,ROU,2003,20707176.681182615
Romania,ROU,2004,20641678.270639118
Romania,ROU,2005,20549918.09093478
Romania,ROU,2006,20427210.544650014
Romania,ROU,2007,20175344.30149459
Romania,ROU,2008,19697920.090963975
Romania,ROU,2009,19232419.648629367
Romania,ROU,2010,18790961.017512046
Romania,ROU,2011,18376727.65170527
Romania,ROU,2012,17985432.936824393
Romania,ROU,2013,17612297.303463142
Romania,ROU,2014,17249957.092950102
Romania,ROU,2015,17126864.462049544
Russia,RUS,2000,109451035.73257366
Russia,RUS,2001,109013537.51109838
Russia,RUS,2002,108604900.63786235
Russia,RUS,2003,108219449.40096258
Russia,RUS,2004,107893530.22521849
Russia,RUS,2005,107655121.9397702
Russia,RUS,2006,107518897.04340135
Russia,RUS,2007,107476679.42883047
Russia,RUS,2008,107509945.79860087
Russia,RUS,2009,107588012.30390047
Russia,RUS,2010,107687244.28481513
Russia,RUS,2011,107802753.5012558
Russia,RUS,2012,107938746.97484466
Russia,RUS,2013,108081706.48871328
Russia,RUS,2014,108214170.95283979
Russia,RUS,2015,108324457.29340233
Saint Pierre and Miquelon,SPM,2007,5207.156712000001
Saint Pierre and Miquelon,SPM,2008,5211.313127
Saint Pierre and Miquelon,SPM,2009,5213.806976000001
Saint Pierre and Miquelon,SPM,2010,5215.469542000001
Saint Pierre and Miquelon,SPM,2011,5215.469542000001
Saint Pierre and Miquelon,SPM,2012,5216.300825
Saint Pierre and Miquelon,SPM,2013,5216.300825
Saint Pierre and Miquelon,SPM,2014,5219.625957000001
Saint Pierre and Miquelon,SPM,2015,5227.1075040000005
San Marino,SMR,2000,27420
San Marino,SMR,2001,27771
San Marino,SMR,2002,28142
San Marino,SMR,2003,28520
San Marino,SMR,2004,28891
San Marino,SMR,2005,29242
San Marino,SMR,2006,29568
San Marino,SMR,2007,29874
San Marino,SMR,2008,30160
San Marino,SMR,2009,30431
San Marino,SMR,2010,30690
San Marino,SMR,2011,30938
San Marino,SMR,2012,31172
San Marino,SMR,2013,31391
San Marino,SMR,2014,31595
San Marino,SMR,2015,31781
Serbia,SRB,2000,7232531.411903952
Serbia,SRB,2001,7179001.408262338
Serbia,SRB,2002,7136098.096879228
Serbia,SRB,2003,7102733.922155941
Serbia,SRB,2004,7075747.331307365
Serbia,SRB,2005,7150416.425747578
Serbia,SRB,2006,7227273.387345432
Serbia,SRB,2007,7307380.992556086
Serbia,SRB,2008,7383192.017249817
Serbia,SRB,2009,7457149.451827947
Serbia,SRB,2010,7526079.295889656
Serbia,SRB,2011,7588357.179044854
Serbia,SRB,2012,7644661.135663508
Serbia,SRB,2013,7696936.48748075
Serbia,SRB,2014,7748429.234031081
Serbia,SRB,2015,7801584.573282324
Singapore,SGP,2000,3918183
Singapore,SGP,2001,4023237
Singapore,SGP,2002,4136102
Singapore,SGP,2003,4254553
Singapore,SGP,2004,4375230
Singapore,SGP,2005,4495531
Singapore,SGP,2006,4614637
Singapore,SGP,2007,4732785
Singapore,SGP,2008,4849641
Singapore,SGP,2009,4965105
Singapore,SGP,2010,5078961
Singapore,SGP,2011,5190666
Singapore,SGP,2012,5299524
Singapore,SGP,2013,5405009
Singapore,SGP,2014,5506586
Singapore,SGP,2015,5603740
Slovakia,SVK,2000,5033598.80583465
Slovakia,SVK,2001,5033683.30474704
Slovakia,SVK,2002,5032850.671510801
Slovakia,SVK,2003,5031828.37338643
Slovakia,SVK,2004,5031414.46431677
Slovakia,SVK,2005,5032169.56192632
Slovakia,SVK,2006,5034406.61978936
Slovakia,SVK,2007,5038000.28777136
Slovakia,SVK,2008,5042517.824417701
Slovakia,SVK,2009,5047276.1835832
Slovakia,SVK,2010,5051643.7383191995
Slovakia,SVK,2011,5055577.338836901
Slovakia,SVK,2012,5059198.116674161
Slovakia,SVK,2013,5062539.7934972
Slovakia,SVK,2014,5065704.27059209
Slovakia,SVK,2015,5068730.86796828
Slovenia,SVN,2000,1539906.8010990643
Slovenia,SVN,2001,1539526.8682436594
Slovenia,SVN,2002,1539093.0751426346
Slovenia,SVN,2003,1571680.610132391
Slovenia,SVN,2004,1606029.9607082622
Slovenia,SVN,2005,1642910.7956970641
Slovenia,SVN,2006,1682860.6262679573
Slovenia,SVN,2007,1725530.3834252295
Slovenia,SVN,2008,1769680.2866744697
Slovenia,SVN,2009,1813416.1333529474
Slovenia,SVN,2010,1855257.3484968164
Slovenia,SVN,2011,1894525.408553018
Slovenia,SVN,2012,1931487.4525543884
Slovenia,SVN,2013,1966741.6777461946
Slovenia,SVN,2014,2001388.4500018079
Slovenia,SVN,2015,2026773.4793631092
South Korea,KOR,2002,45256288.0436636
South Korea,KOR,2003,45521105.02782942
South Korea,KOR,2004,45789338.761867695
South Korea,KOR,2005,46065512.98003318
South Korea,KOR,2006,46351722.6309166
South Korea,KOR,2007,46759888.0446836
South Korea,KOR,2008,47170960.451518096
South Korea,KOR,2009,47576230.85473189
South Korea,KOR,2010,47969195.39573685
South Korea,KOR,2011,48347634.27350177
South Korea,KOR,2012,48627549.58373418
South Korea,KOR,2013,48861523.23321989
South Korea,KOR,2014,49084911.99066771
South Korea,KOR,2015,49299726.23921495
Spain,ESP,2000,40118178.1
Spain,ESP,2001,40591444.971
Spain,ESP,2002,41167345.967
Spain,ESP,2003,41816898.3925
Spain,ESP,2004,42498183.222
Spain,ESP,2005,43175012.204500005
Spain,ESP,2006,43847588.147
Spain,ESP,2007,44508790.161
Spain,ESP,2008,45106852.252000004
Spain,ESP,2009,45577615.539500006
Spain,ESP,2010,45879168.87400001
Spain,ESP,2011,45984386.327000014
Spain,ESP,2012,45903377.2158626
Spain,ESP,2013,45681832.21224424
Spain,ESP,2014,45416100.87054064
Spain,ESP,2015,45281192.048380055
Sweden,SWE,2000,8690402.178000001
Sweden,SWE,2001,8706457.1625
Sweden,SWE,2002,8729205.0705
Sweden,SWE,2003,8759596.017
Sweden,SWE,2004,8798145.219
Sweden,SWE,2005,8845044.6585
Sweden,SWE,2006,8900962.3545
Sweden,SWE,2007,8965673.022
Sweden,SWE,2008,9037193.1735
Sweden,SWE,2009,9112711.644000001
Sweden,SWE,2010,9189959.9115
Sweden,SWE,2011,9268373.784
Sweden,SWE,2012,9347816.1315
Sweden,SWE,2013,9426949.9365
