Entity,Code,Year, (hectare per person)
Rest of Asia (excl. India & China),,1890,0.825793632
Rest of Asia (excl. India & China),,1900,0.857117737
Rest of Asia (excl. India & China),,1910,0.872211808
Rest of Asia (excl. India & China),,1920,0.90651829
Rest of Asia (excl. India & China),,1930,0.874925865
Rest of Asia (excl. India & China),,1940,0.900683207
Rest of Asia (excl. India & China),,1950,0.801524487
Rest of Asia (excl. India & China),,1960,0.819475213
Rest of Asia (excl. India & China),,1970,0.682474286
Rest of Asia (excl. India & China),,1980,0.569801154
Rest of Asia (excl. India & China),,1990,0.485460115
Rest of Asia (excl. India & China),,2000,0.434647139
Rest of Asia (excl. India & China),,2001,0.430946367
Rest of Asia (excl. India & China),,2002,0.426186615
Rest of Asia (excl. India & China),,2003,0.422862514
Rest of Asia (excl. India & China),,2004,0.419868049
Rest of Asia (excl. India & China),,2005,0.41337181
Rest of Asia (excl. India & China),,2006,0.409662484
Rest of Asia (excl. India & China),,2007,0.405246786
Rest of Asia (excl. India & China),,2008,0.401481854
Rest of Asia (excl. India & China),,2009,0.398904535
Rest of Asia (excl. India & China),,2010,0.397198002
Rest of Asia (excl. India & China),,2011,0.394650362
Rest of Asia (excl. India & China),,2012,0.390593836
Rest of Asia (excl. India & China),,2013,0.389182623
Rest of Asia (excl. India & China),,2014,0.386585272
Rest of Asia (excl. India & China),,2015,0.383831539
Rest of Asia (excl. India & China),,2016,0.38146005
Russia,RUS,"10,000 BCE",0
Russia,RUS,"9,000 BCE",0
Russia,RUS,"8,000 BCE",0
Russia,RUS,"7,000 BCE",0
Russia,RUS,"6,000 BCE",0.012743539
Russia,RUS,"5,000 BCE",5.047794198
Russia,RUS,"4,000 BCE",5.132353878
Russia,RUS,"3,000 BCE",5.383671599
Russia,RUS,"2,000 BCE",5.574016116
Russia,RUS,"1,000 BCE",6.593538545
Russia,RUS,0,6.558067666
Russia,RUS,100,6.556740835
Russia,RUS,200,6.459535444
Russia,RUS,300,6.357729437
Russia,RUS,400,6.24999028
Russia,RUS,500,6.13028224
Russia,RUS,600,6.001622434
Russia,RUS,700,5.869018592
Russia,RUS,800,5.722004938
Russia,RUS,900,5.585001391
Russia,RUS,1000,5.439489043
Russia,RUS,1100,5.28238032
Russia,RUS,1200,5.121573377
Russia,RUS,1300,4.921029801
Russia,RUS,1400,4.734143984
Russia,RUS,1500,4.505566807
Russia,RUS,1600,4.2421563
Russia,RUS,1700,3.917425927
Russia,RUS,1710,3.890856654
Russia,RUS,1720,3.858121614
Russia,RUS,1730,3.823568084
Russia,RUS,1740,3.786995062
Russia,RUS,1750,3.751686875
Russia,RUS,1760,3.712243891
Russia,RUS,1770,3.671118566
Russia,RUS,1780,3.628448509
Russia,RUS,1790,3.584112665
Russia,RUS,1800,3.537959358
Russia,RUS,1810,3.487744911
Russia,RUS,1820,3.430898403
Russia,RUS,1830,3.372306018
Russia,RUS,1840,3.320880899
Russia,RUS,1850,3.25890313
Russia,RUS,1860,3.198638745
Russia,RUS,1870,3.129427967
Russia,RUS,1880,3.060399251
Russia,RUS,1890,2.985059616
Russia,RUS,1900,2.900151048
Russia,RUS,1910,2.812644643
Russia,RUS,1920,2.690185045
Russia,RUS,1930,2.562850653
Russia,RUS,1940,2.403944959
Russia,RUS,1950,2.148252865
Russia,RUS,1960,1.776150728
Russia,RUS,1970,1.608518087
Russia,RUS,1980,1.507669437
Russia,RUS,1990,1.401513808
Russia,RUS,2000,1.396795653
Russia,RUS,2001,1.391336803
Russia,RUS,2002,1.393097225
Russia,RUS,2003,1.393841874
Russia,RUS,2004,1.392000932
Russia,RUS,2005,1.393560853
Russia,RUS,2006,1.3960124
Russia,RUS,2007,1.398501294
Russia,RUS,2008,1.401409067
Russia,RUS,2009,1.404389913
Russia,RUS,2010,1.39004288
Russia,RUS,2011,1.40127136
Russia,RUS,2012,1.399537954
Russia,RUS,2013,1.396460779
Russia,RUS,2014,1.394778562
Russia,RUS,2015,1.395067776
Russia,RUS,2016,1.392273128
United States,USA,"10,000 BCE",0
United States,USA,"9,000 BCE",0
United States,USA,"8,000 BCE",0
United States,USA,"7,000 BCE",0
United States,USA,"6,000 BCE",0
United States,USA,"5,000 BCE",0
United States,USA,"4,000 BCE",0
United States,USA,"3,000 BCE",0
United States,USA,"2,000 BCE",0.052593081
United States,USA,"1,000 BCE",0.352264367
United States,USA,0,0.633344307
United States,USA,100,0.633348218
United States,USA,200,0.633340295
United States,USA,300,0.633339732
United States,USA,400,0.633338678
United States,USA,500,0.633331637
United States,USA,600,0.633320422
United States,USA,700,0.633300967
United States,USA,800,0.633260157
United States,USA,900,0.635364841
United States,USA,1000,0.637338561
United States,USA,1100,0.641687591
United States,USA,1200,0.645110746
United States,USA,1300,0.649841635
United States,USA,1400,0.656662293
United States,USA,1500,0.665337947
United States,USA,1600,2.685307509
United States,USA,1700,5.305154586
United States,USA,1710,4.332221988
United States,USA,1720,3.886991185
United States,USA,1730,3.673533003
United States,USA,1740,3.679638148
United States,USA,1750,3.650123238
United States,USA,1760,4.037609484
United States,USA,1770,4.101816768
United States,USA,1780,4.215835
United States,USA,1790,4.381574551
United States,USA,1800,4.103394675
United States,USA,1810,3.808759089
United States,USA,1820,3.571347494
United States,USA,1830,3.402421465
United States,USA,1840,3.332528054
United States,USA,1850,3.220621464
United States,USA,1860,3.332554566
United States,USA,1870,2.813220616
United States,USA,1880,3.551598387
United States,USA,1890,3.388437052
United States,USA,1900,3.914276494
United States,USA,1910,3.591779455
United States,USA,1920,3.303675506
United States,USA,1930,3.09375662
United States,USA,1940,3.153713668
United States,USA,1950,2.864945919
United States,USA,1960,2.404629295
United States,USA,1970,2.064176706
United States,USA,1980,1.856714765
United States,USA,1990,1.67496429
United States,USA,2000,1.466974838
United States,USA,2001,1.454545971
United States,USA,2002,1.433930622
United States,USA,2003,1.423145751
United States,USA,2004,1.401551541
United States,USA,2005,1.38924578
United States,USA,2006,1.36761516
United States,USA,2007,1.367058019
United States,USA,2008,1.3624274
United States,USA,2009,1.348744529
United States,USA,2010,1.31536055
United States,USA,2011,1.300465526
United States,USA,2012,1.302027777
United States,USA,2013,1.268559648
United States,USA,2014,1.276503367
United States,USA,2015,1.248479735
United States,USA,2016,1.252202705
World,OWID_WRL,"10,000 BCE",0
World,OWID_WRL,"9,000 BCE",0
World,OWID_WRL,"8,000 BCE",0.001473042
World,OWID_WRL,"7,000 BCE",0.227939447
World,OWID_WRL,"6,000 BCE",1.215141785
World,OWID_WRL,"5,000 BCE",2.20877555
World,OWID_WRL,"4,000 BCE",2.64391583
World,OWID_WRL,"3,000 BCE",2.72222909
World,OWID_WRL,"2,000 BCE",2.561386788
World,OWID_WRL,"1,000 BCE",2.431798075
World,OWID_WRL,0,1.897639123
World,OWID_WRL,100,1.707587323
World,OWID_WRL,200,1.70377626
World,OWID_WRL,300,1.744484174
World,OWID_WRL,400,1.689117203
World,OWID_WRL,500,1.661200155
World,OWID_WRL,600,1.628372173
World,OWID_WRL,700,1.649279082
World,OWID_WRL,800,1.692544426
World,OWID_WRL,900,1.705020644
World,OWID_WRL,1000,1.708310964
World,OWID_WRL,1100,1.681971907
World,OWID_WRL,1200,1.685874712
World,OWID_WRL,1300,1.67722432
World,OWID_WRL,1400,1.611014976
World,OWID_WRL,1500,1.547134644
World,OWID_WRL,1600,1.659985973
World,OWID_WRL,1700,1.626336798
World,OWID_WRL,1710,1.593877878
World,OWID_WRL,1720,1.571130723
World,OWID_WRL,1730,1.560015868
World,OWID_WRL,1740,1.536727606
World,OWID_WRL,1750,1.493239519
World,OWID_WRL,1760,1.479055162
World,OWID_WRL,1770,1.460905357
World,OWID_WRL,1780,1.413233606
World,OWID_WRL,1790,1.404689028
World,OWID_WRL,1800,1.428631802
World,OWID_WRL,1810,1.406437198
World,OWID_WRL,1820,1.416119122
World,OWID_WRL,1830,1.393859281
World,OWID_WRL,1840,1.406496263
World,OWID_WRL,1850,1.39921481
World,OWID_WRL,1860,1.414830831
World,OWID_WRL,1870,1.440022809
World,OWID_WRL,1880,1.483910323
World,OWID_WRL,1890,1.483332906
World,OWID_WRL,1900,1.526599592
World,OWID_WRL,1910,1.563207189
World,OWID_WRL,1920,1.551132291
World,OWID_WRL,1930,1.542516402
World,OWID_WRL,1940,1.549859308
World,OWID_WRL,1950,1.516197643
World,OWID_WRL,1960,1.447596822
World,OWID_WRL,1970,1.211809679
World,OWID_WRL,1980,1.032672951
World,OWID_WRL,1990,0.903960369
World,OWID_WRL,2000,0.79087857
World,OWID_WRL,2001,0.782416428
World,OWID_WRL,2002,0.771913396
World,OWID_WRL,2003,0.76117319
World,OWID_WRL,2004,0.754622882
World,OWID_WRL,2005,0.743983985
World,OWID_WRL,2006,0.735176697
World,OWID_WRL,2007,0.725471876
World,OWID_WRL,2008,0.717784372
World,OWID_WRL,2009,0.709851038
World,OWID_WRL,2010,0.69998183
World,OWID_WRL,2011,0.695036354
World,OWID_WRL,2012,0.689642148
World,OWID_WRL,2013,0.681447815
World,OWID_WRL,2014,0.67647362
World,OWID_WRL,2015,0.670103459
World,OWID_WRL,2016,0.664505899
