Entity,Code,Year,Renewable internal freshwater resources per capita (cubic meters) (cubic meters)
Egypt,EGY,2002,24.7967636586567
Egypt,EGY,2007,22.6309047912429
Egypt,EGY,2012,20.4980439343003
Egypt,EGY,2014,19.6051594941808
El Salvador,SLV,1962,5338.37547393879
El Salvador,SLV,1967,4619.20246499321
El Salvador,SLV,1972,4047.19815035535
El Salvador,SLV,1977,3609.7297806633
El Salvador,SLV,1982,3307.43251821945
El Salvador,SLV,1987,3092.77493740247
El Salvador,SLV,1992,2894.26703659461
El Salvador,SLV,1997,2728.81783526006
El Salvador,SLV,2002,2631.17891461092
El Salvador,SLV,2007,2569.25523652189
El Salvador,SLV,2012,2512.35845681074
El Salvador,SLV,2014,2488.38237473829
Equatorial Guinea,GNQ,1962,99013.6715031037
Equatorial Guinea,GNQ,1967,88604.1439476554
Equatorial Guinea,GNQ,1972,88863.0654339765
Equatorial Guinea,GNQ,1977,105400.989958529
Equatorial Guinea,GNQ,1982,89464.828279144
Equatorial Guinea,GNQ,1987,66637.1071294016
Equatorial Guinea,GNQ,1992,57124.2760596553
Equatorial Guinea,GNQ,1997,47738.3059511307
Equatorial Guinea,GNQ,2002,39015.1964190052
Equatorial Guinea,GNQ,2007,31350.7217297881
Equatorial Guinea,GNQ,2012,25033.8679347925
Equatorial Guinea,GNQ,2014,23020.5839436739
Eritrea,ERI,1997,885.697565913296
Eritrea,ERI,2002,774.627839737246
Eritrea,ERI,2007,674.157519793746
Estonia,EST,1992,8290.44068486476
Estonia,EST,1997,9081.58781309506
Estonia,EST,2002,9214.48508355385
Estonia,EST,2007,9480.26374675538
Estonia,EST,2012,9609.16189358704
Estonia,EST,2014,9668.74469873607
Ethiopia,ETH,1997,2000.77242935592
Ethiopia,ETH,2002,1730.56538195167
Ethiopia,ETH,2007,1506.16523430147
Ethiopia,ETH,2012,1319.71527078129
Ethiopia,ETH,2014,1252.99416821595
Euro area,,1962,3611.70947552056
Euro area,,1967,3462.65176371278
Euro area,,1972,3358.1707401656
Euro area,,1977,3274.73234898859
Euro area,,1982,3217.15413415728
Euro area,,1987,3186.38965106792
Euro area,,1992,3225.79825280978
Euro area,,1997,3165.09259874719
Euro area,,2002,3112.71715511485
Euro area,,2007,3032.99312036298
Euro area,,2012,3001.09758893098
Euro area,,2014,2980.83025235918
Europe & Central Asia,,1992,8545.79839642183
Europe & Central Asia,,1997,8324.69007351957
Europe & Central Asia,,2002,8965.62567184681
Europe & Central Asia,,2007,8763.17452805584
Europe & Central Asia,,2012,7929.12166240298
Europe & Central Asia,,2014,7854.94834461599
Europe & Central Asia (IDA & IBRD),,1992,12142.0493719299
Europe & Central Asia (IDA & IBRD),,1997,12042.8624738916
Europe & Central Asia (IDA & IBRD),,2002,12046.6754216194
Europe & Central Asia (IDA & IBRD),,2007,11803.4736175495
Europe & Central Asia (IDA & IBRD),,2012,11567.0651254018
Europe & Central Asia (IDA & IBRD),,2014,11444.8699379412
Europe & Central Asia (excluding high income),,1992,13273.9428789985
Europe & Central Asia (excluding high income),,1997,13166.7234127459
Europe & Central Asia (excluding high income),,2002,13152.3716482457
Europe & Central Asia (excluding high income),,2007,12852.2268617925
Europe & Central Asia (excluding high income),,2012,12560.4028329293
Europe & Central Asia (excluding high income),,2014,12411.4054196648
European Union,,1962,3525.61027419961
European Union,,1967,3384.49515888942
European Union,,1972,3283.08345667762
European Union,,1977,3202.05160519065
European Union,,1982,3145.09086998975
European Union,,1987,3108.17853624107
European Union,,1992,3181.89519692847
European Union,,1997,3096.86146076705
European Union,,2002,3068.45516796377
European Union,,2007,3009.98278218969
European Union,,2012,2978.99077914027
European Union,,2014,2960.95758510051
Fiji,FJI,1962,67721.9108253059
Fiji,FJI,1967,58514.5302543691
Fiji,FJI,1972,52596.2852837252
Fiji,FJI,1977,47721.8061073883
Fiji,FJI,1982,42726.8564108243
Fiji,FJI,1987,39558.0033946448
Fiji,FJI,1992,38346.2877972845
Fiji,FJI,1997,36008.879247282
Fiji,FJI,2002,35000.9991528655
Fiji,FJI,2007,34199.31673239
Fiji,FJI,2012,32681.010444187
Fiji,FJI,2014,32230.5335479778
Finland,FIN,1962,23823.0786854024
Finland,FIN,1967,23231.8600425903
Finland,FIN,1972,23062.0496299619
Finland,FIN,1977,22579.0700039798
Finland,FIN,1982,22167.2851062984
Finland,FIN,1987,21694.5116737762
Finland,FIN,1992,21221.7710777804
Finland,FIN,1997,20817.7888978926
Finland,FIN,2002,20574.5570028677
Finland,FIN,2007,20231.7384924897
Finland,FIN,2012,19763.6817781255
Finland,FIN,2014,19591.6442186706
Fragile and conflict affected situations,,1962,33423.7504736636
Fragile and conflict affected situations,,1967,29588.6641329692
Fragile and conflict affected situations,,1972,25989.6427599915
Fragile and conflict affected situations,,1977,22656.8458731116
Fragile and conflict affected situations,,1982,19861.2969256267
Fragile and conflict affected situations,,1987,17777.1125730225
Fragile and conflict affected situations,,1992,15484.0199719622
Fragile and conflict affected situations,,1997,13339.1487376941
Fragile and conflict affected situations,,2002,11809.7759118319
Fragile and conflict affected situations,,2007,10415.6020337221
Fragile and conflict affected situations,,2012,8422.48084140551
Fragile and conflict affected situations,,2014,8031.9721186692
France,FRA,1962,4156.30629392164
France,FRA,1967,3928.08030630227
France,FRA,1972,3776.49009536166
France,FRA,1977,3652.00337401288
France,FRA,1982,3580.46111577158
France,FRA,1987,3479.31428491106
France,FRA,1992,3398.40041030927
France,FRA,1997,3335.28720016331
France,FRA,2002,3235.97016416093
France,FRA,2007,3124.20786685851
France,FRA,2012,3046.00430561847
France,FRA,2014,3015.85925781031
French Polynesia,PYF,2002,40815.3269715844
French Polynesia,PYF,2007,38373.8689302133
Gabon,GAB,1962,321690.996182862
Gabon,GAB,1967,296123.490718154
Gabon,GAB,1972,267483.0335838
Gabon,GAB,1977,241612.082961339
Gabon,GAB,1982,213860.508179512
Gabon,GAB,1987,187030.357079726
Gabon,GAB,1992,163236.705166641
Gabon,GAB,1997,143566.973993368
Gabon,GAB,2002,126698.748231819
Gabon,GAB,2007,110126.759929707
Gabon,GAB,2012,93350.6449448064
Gabon,GAB,2014,87433.4186520006
Gambia,GMB,1962,7822.21665975704
Gambia,GMB,1967,7205.66653616404
Gambia,GMB,1972,6321.92506832947
Gambia,GMB,1977,5436.5849547948
Gambia,GMB,1982,4628.12977275883
Gambia,GMB,1987,3730.76325198197
Gambia,GMB,1992,3062.10562631288
Gambia,GMB,1997,2659.17606316075
Gambia,GMB,2002,2287.72050766043
Gambia,GMB,2007,1949.17082273201
Gambia,GMB,2012,1664.70139418742
Gambia,GMB,2014,1564.25000469275
Georgia,GEO,1992,11927.7726479943
Georgia,GEO,1997,12827.6988260217
Georgia,GEO,2002,13341.7489098003
Georgia,GEO,2007,14240.5683488486
Georgia,GEO,2012,15197.385620915
Georgia,GEO,2014,15596.994902066
Germany,DEU,1962,1445.44230696699
Germany,DEU,1967,1390.48917877137
Germany,DEU,1972,1359.79292107564
Germany,DEU,1977,1368.98995179287
Germany,DEU,1982,1365.95687717543
Germany,DEU,1987,1374.6160067996
Germany,DEU,1992,1327.13840011953
Germany,DEU,1997,1304.32496727516
Germany,DEU,2002,1297.15059051568
Germany,DEU,2007,1300.65295695792
Germany,DEU,2012,1330.41846522354
Germany,DEU,2014,1321.27311456179
Ghana,GHA,1962,4276.36072951609
Ghana,GHA,1967,3760.49774593531
Ghana,GHA,1972,3335.69180321444
Ghana,GHA,1977,2973.53553374963
Ghana,GHA,1982,2637.51048258085
Ghana,GHA,1987,2247.54005628196
Ghana,GHA,1992,1959.40804924827
Ghana,GHA,1997,1720.72937118075
Ghana,GHA,2002,1520.73911735499
Ghana,GHA,2007,1334.78929624093
Ghana,GHA,2012,1177.4741500706
Ghana,GHA,2014,1123.78040618765
Greece,GRC,1962,6865.34095354614
Greece,GRC,1967,6678.88211174276
Greece,GRC,1972,6525.19151437095
Greece,GRC,1977,6230.87832072243
Greece,GRC,1982,5924.70738840635
Greece,GRC,1987,5799.65492053223
Greece,GRC,1992,5577.42665419503
Greece,GRC,1997,5440.25804081863
Greece,GRC,2002,5320.1140118778
Greece,GRC,2007,5249.59421994334
Greece,GRC,2012,5251.23967735297
Greece,GRC,2014,5324.80727640423
Greenland,GRL,2002,10652016.4638132
Greenland,GRL,2007,10662187.2513482
Grenada,GRD,1962,2163.91668920747
Grenada,GRD,1967,2106.12777877234
Grenada,GRD,1972,2129.15451274299
Grenada,GRD,1977,2217.68828173512
Grenada,GRD,1982,2148.43540191855
Grenada,GRD,1987,2012.4773596297
Grenada,GRD,1992,2057.65550731497
Grenada,GRD,1997,1977.8089832084
Grenada,GRD,2002,1958.8638589618
Grenada,GRD,2007,1930.76284439982
Grenada,GRD,2012,1896.07607057195
Grenada,GRD,2014,1880.40616773223
Guatemala,GTM,1962,24461.0011672736
Guatemala,GTM,1967,21160.2932909662
Guatemala,GTM,1972,18378.9899196626
Guatemala,GTM,1977,16140.6757444665
Guatemala,GTM,1982,14265.5234565311
Guatemala,GTM,1987,12640.1938718673
Guatemala,GTM,1992,11247.8245965615
Guatemala,GTM,1997,10029.7273034711
Guatemala,GTM,2002,8944.33283140227
Guatemala,GTM,2007,7970.63652539808
Guatemala,GTM,2012,7150.78249991356
Guatemala,GTM,2014,6857.76339322133
Guinea,GIN,1962,61235.5933783189
Guinea,GIN,1967,56170.1966901339
Guinea,GIN,1972,52581.4832678042
Guinea,GIN,1977,51381.3395706339
Guinea,GIN,1982,48181.4179620753
Guinea,GIN,1987,41995.8587623523
Guinea,GIN,1992,33437.7003857764
Guinea,GIN,1997,27104.8603092257
Guinea,GIN,2002,24733.6616927565
Guinea,GIN,2007,22383.491204625
Guinea,GIN,2012,20032.8521046328
Guinea,GIN,2014,19143.6049051337
Guinea-Bissau,GNB,1962,25398.0751433801
Guinea-Bissau,GNB,1967,23757.8363738414
Guinea-Bissau,GNB,1972,21578.1736773254
Guinea-Bissau,GNB,1977,20336.7253296456
Guinea-Bissau,GNB,1982,19215.3415286765
Guinea-Bissau,GNB,1987,16956.0319494032
Guinea-Bissau,GNB,1992,15054.572826496
Guinea-Bissau,GNB,1997,13562.4597894259
Guinea-Bissau,GNB,2002,12369.3200662068
Guinea-Bissau,GNB,2007,11065.3283152069
Guinea-Bissau,GNB,2012,9767.18092909088
Guinea-Bissau,GNB,2014,9271.36353943574
Guyana,GUY,1962,397502.8245792
Guyana,GUY,1967,356576.920743751
Guyana,GUY,1972,333819.056220116
Guyana,GUY,1977,316097.079840089
Guyana,GUY,1982,308481.579425687
Guyana,GUY,1987,318149.295187101
Guyana,GUY,1992,322134.804727495
Guyana,GUY,1997,316892.611536995
Guyana,GUY,2002,320528.166578887
Guyana,GUY,2007,322248.950016647
Guyana,GUY,2012,320014.447125248
Guyana,GUY,2014,315695.847355163
Haiti,HTI,1962,3234.23224770689
Haiti,HTI,1967,2926.53519377892
Haiti,HTI,1972,2667.86423216366
Haiti,HTI,1977,2435.68235332222
Haiti,HTI,1982,2184.62077351024
Haiti,HTI,1987,1950.35865011795
Haiti,HTI,1992,1761.20807231648
Haiti,HTI,1997,1603.80653186884
Haiti,HTI,2002,1472.59685154039
Haiti,HTI,2007,1361.32166021809
Haiti,HTI,2012,1264.43138005736
Haiti,HTI,2014,1230.5549150028
Heavily indebted poor countries (HIPC),,1962,28508.2107997173
Heavily indebted poor countries (HIPC),,1967,25232.3474805917
Heavily indebted poor countries (HIPC),,1972,22207.8884590206
Heavily indebted poor countries (HIPC),,1977,19414.2640391064
Heavily indebted poor countries (HIPC),,1982,17004.1397044873
Heavily indebted poor countries (HIPC),,1987,14983.0900168893
Heavily indebted poor countries (HIPC),,1992,13019.5463327893
Heavily indebted poor countries (HIPC),,1997,9831.12422376587
Heavily indebted poor countries (HIPC),,2002,8541.71784518169
Heavily indebted poor countries (HIPC),,2007,7400.21688799771
Heavily indebted poor countries (HIPC),,2012,6118.58011202925
Heavily indebted poor countries (HIPC),,2014,5785.82816831075
High income,,1962,13563.7049898583
High income,,1967,12811.6722953025
High income,,1972,12183.6195566539
High income,,1977,11640.3902509194
High income,,1982,11174.7947115704
High income,,1987,10785.8584605364
High income,,1992,10332.6504554038
High income,,1997,9824.48706317256
High income,,2002,10062.6508750141
High income,,2007,9699.92478494398
High income,,2012,8860.24474822349
High income,,2014,8749.80523559631
Honduras,HND,1962,42056.8811663478
Honduras,HND,1967,36462.1499074571
Honduras,HND,1972,31456.0879465864
Honduras,HND,1977,27039.8036288693
Honduras,HND,1982,23182.8053444728
Honduras,HND,1987,19961.2312640528
Honduras,HND,1992,17275.6923044089
Honduras,HND,1997,15037.6139390355
Honduras,HND,2002,13209.6642988059
Honduras,HND,2007,11761.8486418996
Honduras,HND,2012,10658.8024001939
Honduras,HND,2014,10291.4947255238
Hungary,HUN,1962,596.318686222474
Hungary,HUN,1967,587.279295546739
Hungary,HUN,1972,577.006909369236
Hungary,HUN,1977,563.4844601786
Hungary,HUN,1982,560.457744521876
Hungary,HUN,1987,565.358185976648
Hungary,HUN,1992,578.628863685744
Hungary,HUN,1997,583.062840763789
Hungary,HUN,2002,590.632102351031
Hungary,HUN,2007,596.671764895413
Hungary,HUN,2012,604.816638747659
Hungary,HUN,2014,608.120352693588
IBRD only,,1962,12684.3569397691
IBRD only,,1967,11241.835448017
IBRD only,,1972,9934.02604071048
IBRD only,,1977,8927.5655480947
IBRD only,,1982,8102.41888498599
IBRD only,,1987,7355.20015508561
IBRD only,,1992,7534.76442440096
IBRD only,,1997,7025.99083588811
IBRD only,,2002,6617.24487612447
IBRD only,,2007,6267.57572058405
IBRD only,,2012,5960.19488460362
IBRD only,,2014,5843.2252317277
IDA & IBRD total,,1962,13701.0634649006
IDA & IBRD total,,1967,12132.6881282711
IDA & IBRD total,,1972,10715.9327102949
IDA & IBRD total,,1977,9593.61693817629
IDA & IBRD total,,1982,8644.9484400642
IDA & IBRD total,,1987,7791.83725971921
IDA & IBRD total,,1992,7677.89415690315
IDA & IBRD total,,1997,7012.42007233059
IDA & IBRD total,,2002,6522.24312501642
IDA & IBRD total,,2007,6093.27838135903
IDA & IBRD total,,2012,5673.05983912982
IDA & IBRD total,,2014,5527.12042004268
IDA blend,,1962,14042.5939423839
IDA blend,,1967,12419.2871538914
IDA blend,,1972,10903.7733267736
IDA blend,,1977,9441.76340713227
IDA blend,,1982,8088.62723192733
IDA blend,,1987,6949.874533287
IDA blend,,1992,5591.86055267327
IDA blend,,1997,4947.79777803311
IDA blend,,2002,4415.47088760788
IDA blend,,2007,3948.40899689223
IDA blend,,2012,3509.59520235651
IDA blend,,2014,3349.13014067574
IDA only,,1962,21280.1474595241
IDA only,,1967,18735.9925993579
IDA only,,1972,16536.3190176888
IDA only,,1977,14635.9333674445
IDA only,,1982,12854.2614794546
IDA only,,1987,11301.4042427121
IDA only,,1992,9916.85502823606
IDA only,,1997,8018.28324525215
IDA only,,2002,7086.99477389902
IDA only,,2007,6285.21103812175
IDA only,,2012,5390.81688328335
IDA only,,2014,5154.23684074369
IDA total,,1962,18838.1232616524
IDA total,,1967,16610.9991673937
IDA total,,1972,14634.870112547
IDA total,,1977,12856.9608364664
IDA total,,1982,11195.2560864584
IDA total,,1987,9763.77805808462
IDA total,,1992,8313.79056556209
IDA total,,1997,6959.17926542414
IDA total,,2002,6171.31206192674
IDA total,,2007,5488.29203522189
IDA total,,2012,4766.46034027001
IDA total,,2014,4554.37384496701
Iceland,ISL,1962,932129.971816776
Iceland,ISL,1967,855341.608344109
Iceland,ISL,1972,812864.294696778
Iceland,ISL,1977,766459.72254158
Iceland,ISL,1982,726930.642264603
Iceland,ISL,1987,691453.231323645
Iceland,ISL,1992,651198.78034299
Iceland,ISL,1997,627010.120681007
Iceland,ISL,2002,591257.047262306
Iceland,ISL,2007,545630.781279087
Iceland,ISL,2012,530063.981840632
Iceland,ISL,2014,519264.721154845
India,IND,1962,3090.71744971643
India,IND,1967,2786.71898834993
India,IND,1972,2495.63560191114
India,IND,1977,2222.95661438973
India,IND,1982,1981.18012331635
India,IND,1987,1770.33894575221
India,IND,1992,1595.98931020929
India,IND,1997,1449.76167051076
India,IND,2002,1326.84030419504
India,IND,2007,1225.75484986585
India,IND,2012,1144.83342076768
India,IND,2014,1117.58674741954
Indonesia,IDN,1962,21813.348289
Indonesia,IDN,1967,19063.8231399178
Indonesia,IDN,1972,16677.7475802335
Indonesia,IDN,1977,14702.6570038776
Indonesia,IDN,1982,13067.4312785957
Indonesia,IDN,1987,11756.9017220321
Indonesia,IDN,1992,10752.7405135345
Indonesia,IDN,1997,9954.32228235107
Indonesia,IDN,2002,9282.41468055214
Indonesia,IDN,2007,8665.63991495209
Indonesia,IDN,2012,8112.23795100829
Indonesia,IDN,2014,7913.57805215731
Iran,IRN,1962,5569.65933926329
Iran,IRN,1967,4882.56778533451
Iran,IRN,1972,4272.75143712415
Iran,IRN,1977,3691.39129916951
Iran,IRN,1982,3068.04625763776
Iran,IRN,1987,2509.88906055966
Iran,IRN,1992,2205.60199563555
Iran,IRN,1997,2049.0967732913
Iran,IRN,2002,1890.1692517857
Iran,IRN,2007,1783.9515799168
Iran,IRN,2012,1680.75857382416
Iran,IRN,2014,1638.79875566584
Iraq,IRQ,1962,4586.78357405043
Iraq,IRQ,1967,3934.10200321792
Iraq,IRQ,1972,3320.80327589696
Iraq,IRQ,1977,2824.83291354069
Iraq,IRQ,1982,2437.9586279806
Iraq,IRQ,1987,2160.81510365559
Iraq,IRQ,1992,1907.01286101392
Iraq,IRQ,1997,1636.50210506706
Iraq,IRQ,2002,1411.42700121603
Iraq,IRQ,2007,1239.85428471626
Iraq,IRQ,2012,1073.93784419975
Iraq,IRQ,2014,1005.53960911933
Ireland,IRL,1962,17277.5515241269
Ireland,IRL,1967,16882.2891005874
Ireland,IRL,1972,16135.1400299653
Ireland,IRL,1977,14929.0110291877
Ireland,IRL,1982,14057.0313844742
Ireland,IRL,1987,13841.5850366251
Ireland,IRL,1992,13770.1177204554
Ireland,IRL,1997,13336.3417217108
Ireland,IRL,2002,12462.0194524494
Ireland,IRL,2007,11139.0420696613
Ireland,IRL,2012,10653.2554500642
Ireland,IRL,2014,10520.123493368
Israel,ISR,1962,327.082424771042
Israel,ISR,1967,273.224043715847
Israel,ISR,1972,238.246505717916
Israel,ISR,1977,207.583725435926
Israel,ISR,1982,186.058050111635
Israel,ISR,1987,171.663996337835
Israel,ISR,1992,146.398594573492
Israel,ISR,1997,128.512679917752
Israel,ISR,2002,114.155251141553
Israel,ISR,2007,104.455369702372
Israel,ISR,2012,94.8106946463561
Israel,ISR,2014,91.2886303053909
Italy,ITA,1962,3586.90984277542
Italy,ITA,1967,3449.8728745475
Italy,ITA,1972,3355.93023673835
Italy,ITA,1977,3261.5255028687
Italy,ITA,1982,3227.60078656543
Italy,ITA,1987,3224.27162423134
Italy,ITA,1992,3213.19295829379
Italy,ITA,1997,3207.92418091413
Italy,ITA,2002,3198.44332376832
Italy,ITA,2007,3122.95136529444
Italy,ITA,2012,3065.18084390626
Italy,ITA,2014,3002.18098166877
Jamaica,JAM,1962,6454.88441461596
Jamaica,JAM,1967,6000.89625215744
Jamaica,JAM,1972,5592.22835311459
Jamaica,JAM,1977,5200.57792743992
Jamaica,JAM,1982,4840.4551101472
Jamaica,JAM,1987,4547.59614152018
Jamaica,JAM,1992,4388.80780996868
Jamaica,JAM,1997,4182.73042611663
Jamaica,JAM,2002,4014.17798761318
Jamaica,JAM,2007,3898.44303679345
Jamaica,JAM,2012,3808.52885189399
Jamaica,JAM,2014,3780.45810627001
Japan,JPN,1962,4487.01894982887
Japan,JPN,1967,4269.04939190866
Japan,JPN,1972,4011.64309437624
Japan,JPN,1977,3776.46821179839
Japan,JPN,1982,3630.25437107954
Japan,JPN,1987,3521.96312586513
Japan,JPN,1992,3461.34960435969
Japan,JPN,1997,3411.15527102819
Japan,JPN,2002,3374.00447251756
Japan,JPN,2007,3359.34875508785
Japan,JPN,2012,3369.14024242139
Japan,JPN,2014,3378.48455325434
Jordan,JOR,1962,675.426077982992
Jordan,JOR,1967,495.112398500143
Jordan,JOR,1972,362.531854430171
Jordan,JOR,1977,313.399674193007
Jordan,JOR,1982,266.435599546513
Jordan,JOR,1987,218.036476031813
Jordan,JOR,1992,171.866424004044
Jordan,JOR,1997,141.134585485446
Jordan,JOR,2002,128.983744265708
Jordan,JOR,2007,110.120937655564
Jordan,JOR,2012,85.329217512308
Jordan,JOR,2014,77.418130327179
Kazakhstan,KAZ,1992,3914.44906182487
Kazakhstan,KAZ,1997,4196.63795496756
Kazakhstan,KAZ,2002,4330.72381705623
Kazakhstan,KAZ,2007,4155.85133534898
Kazakhstan,KAZ,2012,3832.16168041987
Kazakhstan,KAZ,2014,3722.17371474383
Kenya,KEN,1962,2398.89525658445
Kenya,KEN,1967,2038.50830825082
Kenya,KEN,1972,1713.12405302309
Kenya,KEN,1977,1424.80606634241
Kenya,KEN,1982,1178.85375550345
Kenya,KEN,1987,980.145286888525
Kenya,KEN,1992,829.195600552525
Kenya,KEN,1997,714.924310928665
Kenya,KEN,2002,623.230998702987
Kenya,KEN,2007,543.508099018984
Kenya,KEN,2012,474.26343051602
Kenya,KEN,2014,449.762896733787
Kuwait,KWT,1962,0
Kuwait,KWT,1967,0
Kuwait,KWT,1972,0
Kuwait,KWT,1977,0
Kuwait,KWT,1982,0
Kuwait,KWT,1987,0
Kuwait,KWT,1997,0
Kuwait,KWT,2002,0
Kuwait,KWT,2007,0
Kuwait,KWT,2012,0
Kuwait,KWT,2014,0
Kyrgyzstan,KGZ,1992,10836.249280241
Kyrgyzstan,KGZ,1997,10418.6185163104
Kyrgyzstan,KGZ,2002,9804.23587873445
Kyrgyzstan,KGZ,2007,9287.4497000987
Kyrgyzstan,KGZ,2012,8726.28049650449
Kyrgyzstan,KGZ,2014,8384.88561391483
Laos,LAO,1962,85722.4411806285
Laos,LAO,1967,76253.9448600676
Laos,LAO,1972,67022.4063930364
Laos,LAO,1977,60717.3448152043
Laos,LAO,1982,55979.5509993114
Laos,LAO,1987,48755.9674205661
Laos,LAO,1992,42288.9047373568
Laos,LAO,1997,37654.3626158628
Laos,LAO,2002,34635.3546567544
Laos,LAO,2007,32001.1455872286
Laos,LAO,2012,29679.6545811965
Laos,LAO,2014,28952.0234255931
Late-demographic dividend,,1962,14443.563169246
Late-demographic dividend,,1967,12759.6945521452
Late-demographic dividend,,1972,11238.880671566
Late-demographic dividend,,1977,10224.7173510015
Late-demographic dividend,,1982,9470.9120907698
Late-demographic dividend,,1987,8754.30059369838
Late-demographic dividend,,1992,9703.00041560142
Late-demographic dividend,,1997,9189.82273750557
Late-demographic dividend,,2002,8838.91489339867
Late-demographic dividend,,2007,8535.52722650132
Late-demographic dividend,,2012,8273.94513706573
Late-demographic dividend,,2014,8172.11509818597
Latin America & Caribbean,,1962,59607.3144110749
Latin America & Caribbean,,1967,52129.840295335
Latin America & Caribbean,,1972,45969.9650167792
Latin America & Caribbean,,1977,40833.5437307086
Latin America & Caribbean,,1982,36557.4133067003
Latin America & Caribbean,,1987,33004.268941595
Latin America & Caribbean,,1992,30077.9628865719
Latin America & Caribbean,,1997,27658.2610202771
Latin America & Caribbean,,2002,25733.6677242042
Latin America & Caribbean,,2007,24139.847969099
Latin America & Caribbean,,2012,22733.8905629107
Latin America & Caribbean,,2014,22231.8438347961
Latin America & Caribbean (IDA & IBRD),,1962,62148.8867015445
Latin America & Caribbean (IDA & IBRD),,1967,54261.5078177254
Latin America & Caribbean (IDA & IBRD),,1972,47758.714268711
Latin America & Caribbean (IDA & IBRD),,1977,42339.9114395724
Latin America & Caribbean (IDA & IBRD),,1982,37799.0012360972
Latin America & Caribbean (IDA & IBRD),,1987,34046.4008211753
Latin America & Caribbean (IDA & IBRD),,1992,30975.6609923283
Latin America & Caribbean (IDA & IBRD),,1997,28435.7818476925
Latin America & Caribbean (IDA & IBRD),,2002,26414.0419676836
Latin America & Caribbean (IDA & IBRD),,2007,24736.0169403529
Latin America & Caribbean (IDA & IBRD),,2012,23255.8994512589
Latin America & Caribbean (IDA & IBRD),,2014,22727.9669872949
Latin America & Caribbean (excluding high income),,1962,63619.0380746869
Latin America & Caribbean (excluding high income),,1967,55118.8754068858
Latin America & Caribbean (excluding high income),,1972,48216.0097685703
Latin America & Caribbean (excluding high income),,1977,42552.2020668016
Latin America & Caribbean (excluding high income),,1982,37875.0764553234
Latin America & Caribbean (excluding high income),,1987,34049.9124057313
Latin America & Caribbean (excluding high income),,1992,30928.8113763731
Latin America & Caribbean (excluding high income),,1997,28357.2302842382
Latin America & Caribbean (excluding high income),,2002,26316.6695814874
Latin America & Caribbean (excluding high income),,2007,24635.8155229229
Latin America & Caribbean (excluding high income),,2012,23156.6982416654
Latin America & Caribbean (excluding high income),,2014,22630.3792111103
Latvia,LVA,1992,6479.65182772847
Latvia,LVA,1997,6963.02404051872
Latvia,LVA,2002,7332.78416811209
Latvia,LVA,2007,7698.86266801495
Latvia,LVA,2012,8327.11093982802
Latvia,LVA,2014,8496.41535533975
Least developed countries: UN classification,,1962,20612.1211174249
Least developed countries: UN classification,,1967,18210.5000059287
Least developed countries: UN classification,,1972,16129.6221356412
Least developed countries: UN classification,,1977,14330.2136478067
Least developed countries: UN classification,,1982,12619.4236661125
Least developed countries: UN classification,,1987,11128.6019226218
Least developed countries: UN classification,,1992,9750.4106769207
Least developed countries: UN classification,,1997,7814.22706704485
Least developed countries: UN classification,,2002,6890.6732322712
Least developed countries: UN classification,,2007,6094.5556669863
Least developed countries: UN classification,,2012,5189.19271950312
Least developed countries: UN classification,,2014,4945.87097818665
Lebanon,LBN,1962,2493.14903421639
Lebanon,LBN,1967,2207.0538360205
Lebanon,LBN,1972,1986.15073642745
Lebanon,LBN,1977,1841.74711200623
Lebanon,LBN,1982,1823.51698682053
Lebanon,LBN,1987,1796.29088386119
Lebanon,LBN,1992,1701.00451404073
Lebanon,LBN,1997,1552.05696049045
Lebanon,LBN,2002,1362.53820429387
Lebanon,LBN,2007,1174.60906318565
Lebanon,LBN,2012,976.32334527431
Lebanon,LBN,2014,856.641263088988
Lesotho,LSO,1962,5928.56252196289
Lesotho,LSO,1967,5383.36119368572
Lesotho,LSO,1972,4859.05940502072
Lesotho,LSO,1977,4319.46177689278
Lesotho,LSO,1982,3797.15772217003
Lesotho,LSO,1987,3428.47403406186
Lesotho,LSO,1992,3137.14481432362
Lesotho,LSO,1997,2888.77976948311
Lesotho,LSO,2002,2749.28613182275
Lesotho,LSO,2007,2638.366694631
Lesotho,LSO,2012,2502.47855428512
Lesotho,LSO,2014,2437.33645262689
Liberia,LBR,1962,170870.070398469
Liberia,LBR,1967,152213.836085486
Liberia,LBR,1972,133894.709217513
Liberia,LBR,1977,116246.020753402
Liberia,LBR,1982,98432.4630263061
Liberia,LBR,1987,91281.5611702844
Liberia,LBR,1992,98876.3200606705
Liberia,LBR,1997,84800.7754182904
Liberia,LBR,2002,65298.3825917124
Liberia,LBR,2007,56932.4996897179
Liberia,LBR,2012,47829.0055656222
Liberia,LBR,2014,45550.4394820277
Libya,LBY,1962,451.376149155314
Libya,LBY,1967,372.562972456419
Libya,LBY,1972,300.753171871845
Libya,LBY,1977,244.273786247176
Libya,LBY,1982,201.123186802641
Libya,LBY,1987,170.328610120975
Libya,LBY,1992,150.50513824542
Libya,LBY,1997,136.79171448677
Libya,LBY,2002,126.639185963313
Libya,LBY,2007,117.245821945135
Libya,LBY,2012,112.934956886274
Libya,LBY,2014,112.828467847433
Lithuania,LTU,1992,4178.2496431191
Lithuania,LTU,1997,4324.30980966604
Lithuania,LTU,2002,4490.18273533452
Lithuania,LTU,2007,4784.46096207897
Lithuania,LTU,2012,5174.42255485942
Lithuania,LTU,2014,5272.19137304437
