Entity,Code,Year,"Youth literacy rate, population 15-24 years, male (%) (%)"
Least developed countries: UN classification,,2000,72.0466156005859
Least developed countries: UN classification,,2001,72.0466156005859
Least developed countries: UN classification,,2002,72.0466156005859
Least developed countries: UN classification,,2003,72.0466156005859
Least developed countries: UN classification,,2004,72.0466156005859
Least developed countries: UN classification,,2005,77.2887725830078
Least developed countries: UN classification,,2006,77.2887725830078
Least developed countries: UN classification,,2007,77.2887725830078
Least developed countries: UN classification,,2008,77.2887725830078
Least developed countries: UN classification,,2009,77.2887725830078
Least developed countries: UN classification,,2010,77.2887725830078
Least developed countries: UN classification,,2011,77.2887725830078
Least developed countries: UN classification,,2012,77.2887725830078
Least developed countries: UN classification,,2013,77.2887725830078
Least developed countries: UN classification,,2014,77.2887725830078
Lebanon,LBN,2007,98.3960571289063
Lebanon,LBN,2015,98.8544692993164
Lesotho,LSO,2000,84.8255767822266
Lesotho,LSO,2009,74.1850280761719
Lesotho,LSO,2015,76.9843902587891
Liberia,LBR,1984,62.8272895812988
Liberia,LBR,1994,65.7604217529297
Liberia,LBR,2004,63.0036010742188
Liberia,LBR,2007,63.4510192871094
Liberia,LBR,2015,64.6600723266602
Libya,LBY,1984,97.8520431518555
Libya,LBY,1994,99.4237823486328
Libya,LBY,2004,99.8489685058594
Libya,LBY,2014,99.9609909057617
Libya,LBY,2015,99.9663467407227
Lithuania,LTU,1989,99.6411819458008
Lithuania,LTU,2001,99.6622161865234
Lithuania,LTU,2011,99.8454666137695
Lithuania,LTU,2015,99.899040222168
Low & middle income,,1985,85.8786163330078
Low & middle income,,1986,85.8786163330078
Low & middle income,,1987,85.8786163330078
Low & middle income,,1988,85.8786163330078
Low & middle income,,1989,85.8786163330078
Low & middle income,,1990,85.8786163330078
Low & middle income,,1991,85.8786163330078
Low & middle income,,1992,85.8786163330078
Low & middle income,,1993,85.8786163330078
Low & middle income,,1994,85.8786163330078
Low & middle income,,1995,89.0930709838867
Low & middle income,,1996,89.0930709838867
Low & middle income,,1997,89.0930709838867
Low & middle income,,1998,89.0930709838867
Low & middle income,,1999,89.0930709838867
Low & middle income,,2000,89.0930709838867
Low & middle income,,2001,89.0930709838867
Low & middle income,,2002,89.0930709838867
Low & middle income,,2003,89.0930709838867
Low & middle income,,2004,89.0930709838867
Low & middle income,,2005,91.6576690673828
Low & middle income,,2006,91.6576690673828
Low & middle income,,2007,91.6576690673828
Low & middle income,,2008,91.6576690673828
Low & middle income,,2009,91.6576690673828
Low & middle income,,2010,91.6576690673828
Low & middle income,,2011,91.6576690673828
Low & middle income,,2012,91.6576690673828
Low & middle income,,2013,91.6576690673828
Low & middle income,,2014,91.6576690673828
Low income,,1985,64.1059341430664
Low income,,1986,64.1059341430664
Low income,,1987,64.1059341430664
Low income,,1988,64.1059341430664
Low income,,1989,64.1059341430664
Low income,,1990,64.1059341430664
Low income,,1991,64.1059341430664
Low income,,1992,64.1059341430664
Low income,,1993,64.1059341430664
Low income,,1994,64.1059341430664
Low income,,1995,69.8038177490234
Low income,,1996,69.8038177490234
Low income,,1997,69.8038177490234
Low income,,1998,69.8038177490234
Low income,,1999,69.8038177490234
Low income,,2000,69.8038177490234
Low income,,2001,69.8038177490234
Low income,,2002,69.8038177490234
Low income,,2003,69.8038177490234
Low income,,2004,69.8038177490234
Low income,,2005,73.2341232299805
Low income,,2006,73.2341232299805
Low income,,2007,73.2341232299805
Low income,,2008,73.2341232299805
Low income,,2009,73.2341232299805
Low income,,2010,73.2341232299805
Low income,,2011,73.2341232299805
Low income,,2012,73.2341232299805
Low income,,2013,73.2341232299805
Low income,,2014,73.2341232299805
Lower middle income,,1985,78.5184173583984
Lower middle income,,1986,78.5184173583984
Lower middle income,,1987,78.5184173583984
Lower middle income,,1988,78.5184173583984
Lower middle income,,1989,78.5184173583984
Lower middle income,,1990,78.5184173583984
Lower middle income,,1991,78.5184173583984
Lower middle income,,1992,78.5184173583984
Lower middle income,,1993,78.5184173583984
Lower middle income,,1994,78.5184173583984
Lower middle income,,1995,84.9283218383789
Lower middle income,,1996,84.9283218383789
Lower middle income,,1997,84.9283218383789
Lower middle income,,1998,84.9283218383789
Lower middle income,,1999,84.9283218383789
Lower middle income,,2000,84.9283218383789
Lower middle income,,2001,84.9283218383789
Lower middle income,,2002,84.9283218383789
Lower middle income,,2003,84.9283218383789
Lower middle income,,2004,84.9283218383789
Lower middle income,,2005,89.4783477783203
Lower middle income,,2006,89.4783477783203
Lower middle income,,2007,89.4783477783203
Lower middle income,,2008,89.4783477783203
Lower middle income,,2009,89.4783477783203
Lower middle income,,2010,89.4783477783203
Lower middle income,,2011,89.4783477783203
Lower middle income,,2012,89.4783477783203
Lower middle income,,2013,89.4783477783203
Lower middle income,,2014,89.4783477783203
Macao,MAC,1981,95.1423873901367
Macao,MAC,2001,99.4300918579102
Macao,MAC,2006,99.5869903564453
Macao,MAC,2011,99.6549682617188
Macao,MAC,2015,99.6661911010742
Macedonia,MKD,1994,99.1444625854492
Macedonia,MKD,2002,98.9854431152344
Macedonia,MKD,2014,98.7578125
Macedonia,MKD,2015,98.7381210327148
Madagascar,MDG,2000,72.6544570922852
Madagascar,MDG,2009,65.9147796630859
Madagascar,MDG,2015,65.3580627441406
Malawi,MWI,1987,70.4406509399414
Malawi,MWI,1998,82.0912322998047
Malawi,MWI,2010,74.2692489624023
Malawi,MWI,2015,74.928466796875
Malaysia,MYS,1980,89.4959106445313
Malaysia,MYS,1991,95.9064407348633
Malaysia,MYS,2000,97.208137512207
Malaysia,MYS,2010,98.3810424804688
Malaysia,MYS,2015,98.334602355957
Maldives,MDV,1977,84.13037109375
Maldives,MDV,1985,94.88720703125
Maldives,MDV,1990,98.0773086547852
Maldives,MDV,1995,98.0343933105469
Maldives,MDV,2000,98.0343933105469
Maldives,MDV,2006,99.2402191162109
Maldives,MDV,2015,100
Mali,MLI,1976,26.6656303405762
Mali,MLI,1998,32.2511787414551
Mali,MLI,2003,36.9663887023926
Mali,MLI,2006,47.3799705505371
Mali,MLI,2010,56.3712692260742
Mali,MLI,2011,56.3150215148926
Mali,MLI,2015,60.5255317687988
Malta,MLT,1995,94.3650665283203
Malta,MLT,2005,97.4597625732422
Malta,MLT,2011,98.4039764404297
Malta,MLT,2015,98.8422393798828
Marshall Islands,MHL,2011,98.1697235107422
Marshall Islands,MHL,2015,98.1697158813477
Mauritania,MRT,2000,67.7326507568359
Mauritania,MRT,2007,66.3998794555664
Mauritania,MRT,2015,70.0463027954102
Mauritius,MUS,1990,90.6955718994141
Mauritius,MUS,2000,93.7218399047852
Mauritius,MUS,2011,97.6891479492188
Mauritius,MUS,2015,98.3628234863281
Mexico,MEX,1980,93.0871887207031
Mexico,MEX,1990,95.9634628295898
Mexico,MEX,2000,96.7511978149414
Mexico,MEX,2002,97.9406967163086
Mexico,MEX,2004,97.5173034667969
Mexico,MEX,2005,97.6442489624023
Mexico,MEX,2006,98.1061172485352
Mexico,MEX,2007,98.1988830566406
Mexico,MEX,2008,98.4097137451172
Mexico,MEX,2009,98.6700286865234
Mexico,MEX,2010,98.3755722045898
Mexico,MEX,2011,98.4165573120117
Mexico,MEX,2012,98.7203674316406
Mexico,MEX,2013,98.5268402099609
Mexico,MEX,2014,98.9222106933594
Mexico,MEX,2015,98.6659698486328
Middle East & North Africa,,1985,84.6396484375
Middle East & North Africa,,1986,84.6396484375
Middle East & North Africa,,1987,84.6396484375
Middle East & North Africa,,1988,84.6396484375
Middle East & North Africa,,1989,84.6396484375
Middle East & North Africa,,1990,84.6396484375
Middle East & North Africa,,1991,84.6396484375
Middle East & North Africa,,1992,84.6396484375
Middle East & North Africa,,1993,84.6396484375
Middle East & North Africa,,1994,84.6396484375
Middle East & North Africa,,1995,90.6222915649414
Middle East & North Africa,,1996,90.6222915649414
Middle East & North Africa,,1997,90.6222915649414
Middle East & North Africa,,1998,90.6222915649414
Middle East & North Africa,,1999,90.6222915649414
Middle East & North Africa,,2000,90.6222915649414
Middle East & North Africa,,2001,90.6222915649414
Middle East & North Africa,,2002,90.6222915649414
Middle East & North Africa,,2003,90.6222915649414
Middle East & North Africa,,2004,90.6222915649414
Middle East & North Africa,,2005,94.1202392578125
Middle East & North Africa,,2006,94.1202392578125
Middle East & North Africa,,2007,94.1202392578125
Middle East & North Africa,,2008,94.1202392578125
Middle East & North Africa,,2009,94.1202392578125
Middle East & North Africa,,2010,94.1202392578125
Middle East & North Africa,,2011,94.1202392578125
Middle East & North Africa,,2012,94.1202392578125
Middle East & North Africa,,2013,94.1202392578125
Middle East & North Africa,,2014,94.1202392578125
Middle East & North Africa (all income levels),,1985,85.6417846679688
Middle East & North Africa (all income levels),,1986,85.6417846679688
Middle East & North Africa (all income levels),,1987,85.6417846679688
Middle East & North Africa (all income levels),,1988,85.6417846679688
Middle East & North Africa (all income levels),,1989,85.6417846679688
Middle East & North Africa (all income levels),,1990,85.6417846679688
Middle East & North Africa (all income levels),,1991,85.6417846679688
Middle East & North Africa (all income levels),,1992,85.6417846679688
Middle East & North Africa (all income levels),,1993,85.6417846679688
Middle East & North Africa (all income levels),,1994,85.6417846679688
Middle East & North Africa (all income levels),,1995,91.2821197509766
Middle East & North Africa (all income levels),,1996,91.2821197509766
Middle East & North Africa (all income levels),,1997,91.2821197509766
Middle East & North Africa (all income levels),,1998,91.2821197509766
Middle East & North Africa (all income levels),,1999,91.2821197509766
Middle East & North Africa (all income levels),,2000,91.2821197509766
Middle East & North Africa (all income levels),,2001,91.2821197509766
Middle East & North Africa (all income levels),,2002,91.2821197509766
Middle East & North Africa (all income levels),,2003,91.2821197509766
Middle East & North Africa (all income levels),,2004,91.2821197509766
Middle East & North Africa (all income levels),,2005,94.671516418457
Middle East & North Africa (all income levels),,2006,94.671516418457
Middle East & North Africa (all income levels),,2007,94.671516418457
Middle East & North Africa (all income levels),,2008,94.671516418457
Middle East & North Africa (all income levels),,2009,94.671516418457
Middle East & North Africa (all income levels),,2010,94.671516418457
Middle East & North Africa (all income levels),,2011,94.671516418457
Middle East & North Africa (all income levels),,2012,94.671516418457
Middle East & North Africa (all income levels),,2013,94.671516418457
Middle East & North Africa (all income levels),,2014,94.671516418457
Middle income,,1985,87.619140625
Middle income,,1986,87.619140625
Middle income,,1987,87.619140625
Middle income,,1988,87.619140625
Middle income,,1989,87.619140625
Middle income,,1990,87.619140625
Middle income,,1991,87.619140625
Middle income,,1992,87.619140625
Middle income,,1993,87.619140625
Middle income,,1994,87.619140625
Middle income,,1995,90.9976348876953
Middle income,,1996,90.9976348876953
Middle income,,1997,90.9976348876953
Middle income,,1998,90.9976348876953
Middle income,,1999,90.9976348876953
Middle income,,2000,90.9976348876953
Middle income,,2001,90.9976348876953
Middle income,,2002,90.9976348876953
Middle income,,2003,90.9976348876953
Middle income,,2004,90.9976348876953
Middle income,,2005,93.7023773193359
Middle income,,2006,93.7023773193359
Middle income,,2007,93.7023773193359
Middle income,,2008,93.7023773193359
Middle income,,2009,93.7023773193359
Middle income,,2010,93.7023773193359
Middle income,,2011,93.7023773193359
Middle income,,2012,93.7023773193359
Middle income,,2013,93.7023773193359
Middle income,,2014,93.7023773193359
Moldova,MDA,1989,99.7201538085938
Moldova,MDA,2000,99.4032135009766
Moldova,MDA,2014,100
Moldova,MDA,2015,99.1873474121094
Mongolia,MNG,2000,96.9986114501953
Mongolia,MNG,2010,98.0218124389648
Mongolia,MNG,2015,98.0501022338867
Montenegro,MNE,1981,99.1471099853516
Montenegro,MNE,1991,99.2625350952148
Montenegro,MNE,2003,99.4579544067383
Montenegro,MNE,2011,99.3607864379883
Montenegro,MNE,2015,99.2835311889648
Morocco,MAR,1982,58.1169204711914
Morocco,MAR,1994,71.3849105834961
Morocco,MAR,2004,80.8026733398438
Morocco,MAR,2008,85.8052520751953
Morocco,MAR,2009,86.7286224365234
Morocco,MAR,2011,88.8294219970703
Morocco,MAR,2015,96.5967864990234
Mozambique,MOZ,1980,63.9541816711426
Mozambique,MOZ,1997,59.4527015686035
Mozambique,MOZ,2003,74.3605499267578
Mozambique,MOZ,2009,79.8404388427734
Mozambique,MOZ,2015,83.7519607543945
Myanmar,MMR,1983,88.565803527832
Myanmar,MMR,2000,95.7881011962891
Myanmar,MMR,2014,96.300537109375
Myanmar,MMR,2015,96.3398818969727
Namibia,NAM,1991,85.7027435302734
Namibia,NAM,2001,91.1527404785156
Namibia,NAM,2007,83.2385787963867
Namibia,NAM,2011,93.4585189819336
Namibia,NAM,2015,93.8719635009766
Nepal,NPL,1981,45.0961418151855
Nepal,NPL,1991,68.2296295166016
Nepal,NPL,2001,80.615966796875
Nepal,NPL,2011,89.8840179443359
Nepal,NPL,2015,92.5807800292969
New Caledonia,NCL,1976,97.0024871826172
New Caledonia,NCL,1989,98.6569290161133
New Caledonia,NCL,2014,99.5537719726563
New Caledonia,NCL,2015,99.5721282958984
Nicaragua,NIC,2001,83.629997253418
Nicaragua,NIC,2005,85.1556167602539
Nicaragua,NIC,2015,89.6466598510742
Niger,NER,2001,26.2300605773926
Niger,NER,2005,52.449520111084
Niger,NER,2012,34.533618927002
Niger,NER,2015,36.4299087524414
Nigeria,NGA,1991,81.3560333251953
Nigeria,NGA,2003,78.1279525756836
Nigeria,NGA,2008,75.5659408569336
Nigeria,NGA,2015,79.8880386352539
North Korea,PRK,2008,99.9996032714844
North Korea,PRK,2015,99.9997406005859
Oman,OMN,2003,97.8650894165039
Oman,OMN,2008,97.6341171264648
Oman,OMN,2010,97.405647277832
Oman,OMN,2014,99.1305999755859
Oman,OMN,2015,99.1313018798828
Pakistan,PAK,1981,44.5028686523438
Pakistan,PAK,1998,67.1493530273438
Pakistan,PAK,2005,76.6517181396484
Pakistan,PAK,2006,79.102180480957
Pakistan,PAK,2008,79.420051574707
Pakistan,PAK,2009,79.1443176269531
Pakistan,PAK,2010,79.5041427612305
Pakistan,PAK,2011,78.0424194335938
Pakistan,PAK,2012,80.2882614135742
Pakistan,PAK,2013,79.40380859375
Pakistan,PAK,2015,80.2344207763672
Palau,PLW,1980,94.193603515625
Palau,PLW,1994,97.3666000366211
Palau,PLW,2004,99.4279022216797
Palau,PLW,2013,99.7951965332031
Palau,PLW,2015,99.7951889038086
Palestine,PSE,1997,96.9136276245117
Palestine,PSE,2004,99.1490631103516
Palestine,PSE,2006,99.0392990112305
Palestine,PSE,2007,99.134162902832
Palestine,PSE,2008,99.2668380737305
Palestine,PSE,2009,99.2329788208008
Palestine,PSE,2010,99.2113494873047
Palestine,PSE,2011,99.2598571777344
Palestine,PSE,2012,99.3451614379883
Palestine,PSE,2013,99.4192276000977
Palestine,PSE,2014,99.4057922363281
Palestine,PSE,2015,99.4195938110352
Panama,PAN,1980,95.9274978637695
Panama,PAN,1990,95.3938903808594
Panama,PAN,2000,96.5305404663086
Panama,PAN,2010,97.9344711303711
Panama,PAN,2015,98.2550735473633
Papua New Guinea,PNG,2000,69.1337432861328
Papua New Guinea,PNG,2014,69.1337432861328
Papua New Guinea,PNG,2015,69.1337432861328
Paraguay,PRY,1982,90.1732864379883
Paraguay,PRY,1992,95.8567504882813
Paraguay,PRY,2007,98.8097229003906
Paraguay,PRY,2008,97.6917190551758
Paraguay,PRY,2009,98.0414505004883
Paraguay,PRY,2010,98.5003433227539
Paraguay,PRY,2014,98.9061508178711
Paraguay,PRY,2015,98.6011123657227
Peru,PER,1981,96.5133285522461
Peru,PER,1993,96.985481262207
Peru,PER,2004,97.8030319213867
Peru,PER,2005,97.9213485717773
Peru,PER,2006,98.5127487182617
Peru,PER,2007,98.0132598876953
Peru,PER,2012,98.7193374633789
Peru,PER,2014,99.1570587158203
Peru,PER,2015,98.8840484619141
Philippines,PHL,1980,91.0633087158203
Philippines,PHL,1990,96.2767333984375
Philippines,PHL,2000,94.4582595825195
Philippines,PHL,2003,93.5783004760742
Philippines,PHL,2008,97.0199508666992
Philippines,PHL,2013,97.4254302978516
Philippines,PHL,2015,97.5482711791992
Poland,POL,1978,99.7787399291992
Poland,POL,1994,99.9991073608398
Poland,POL,2004,99.9998397827148
Poland,POL,2014,99.9999694824219
Poland,POL,2015,99.9999771118164
Portugal,PRT,1981,97.6643218994141
Portugal,PRT,1991,99.142463684082
Portugal,PRT,2011,99.3917999267578
Portugal,PRT,2015,99.5496826171875
Puerto Rico,PRI,1980,93.0182723999023
Puerto Rico,PRI,1990,92.2238998413086
Puerto Rico,PRI,2004,88.0947723388672
Puerto Rico,PRI,2010,98.814582824707
Puerto Rico,PRI,2015,99.0605621337891
Qatar,QAT,1986,88.5272979736328
Qatar,QAT,1997,94.1227569580078
Qatar,QAT,2004,94.8858795166016
Qatar,QAT,2007,99.0951614379883
Qatar,QAT,2008,95.3186111450195
Qatar,QAT,2009,97.7018280029297
Qatar,QAT,2010,96.32373046875
Qatar,QAT,2011,97.5791625976563
Qatar,QAT,2012,98.6855926513672
Qatar,QAT,2013,98.8214721679688
Qatar,QAT,2014,98.3807830810547
Qatar,QAT,2015,98.2470779418945
Romania,ROU,1992,99.1800689697266
Romania,ROU,2002,97.7442321777344
Romania,ROU,2011,99.0140914916992
Romania,ROU,2015,99.3033981323242
Russia,RUS,1989,99.6910095214844
Russia,RUS,2002,99.6790771484375
Russia,RUS,2010,99.6627807617188
Russia,RUS,2015,99.6570892333984
Rwanda,RWA,1978,59.6562004089355
Rwanda,RWA,1991,79.3672714233398
Rwanda,RWA,2000,78.5221710205078
Rwanda,RWA,2010,76.658576965332
Rwanda,RWA,2012,81.1200485229492
Rwanda,RWA,2015,83.0121231079102
Saint Vincent and the Grenadines,VCT,1970,97.9247894287109
Samoa,WSM,1991,99.120002746582
Samoa,WSM,2004,99.3332595825195
Samoa,WSM,2011,99.0296173095703
Samoa,WSM,2015,98.9017715454102
Sao Tome and Principe,STP,1981,90.8198928833008
Sao Tome and Principe,STP,1991,95.8085403442383
Sao Tome and Principe,STP,2001,95.973991394043
Sao Tome and Principe,STP,2008,83.0563278198242
Sao Tome and Principe,STP,2012,97.1207733154297
Sao Tome and Principe,STP,2015,97.4424362182617
Saudi Arabia,SAU,1992,93.9633102416992
Saudi Arabia,SAU,2000,98.0742797851563
Saudi Arabia,SAU,2004,96.9530487060547
Saudi Arabia,SAU,2013,99.3007202148438
Saudi Arabia,SAU,2015,99.3876876831055
Senegal,SEN,1988,49.1273002624512
Senegal,SEN,2002,58.4850807189941
Senegal,SEN,2006,58.125171661377
Senegal,SEN,2009,74.2033462524414
Senegal,SEN,2011,73.9665069580078
Senegal,SEN,2013,61.1137619018555
Senegal,SEN,2015,75.9128723144531
Serbia,SRB,2003,99.3942718505859
Serbia,SRB,2011,99.3454437255859
Serbia,SRB,2015,98.5941467285156
Seychelles,SYC,1987,96.8068618774414
Seychelles,SYC,1994,98.4939804077148
Seychelles,SYC,2002,98.7705993652344
Seychelles,SYC,2010,98.5867233276367
Seychelles,SYC,2015,98.5766296386719
Sierra Leone,SLE,2004,59.6142501831055
Sierra Leone,SLE,2014,74.4622192382813
Sierra Leone,SLE,2015,75.7903900146484
Singapore,SGP,1980,96.4087829589844
Singapore,SGP,1990,98.8551177978516
Singapore,SGP,2000,99.4099884033203
Singapore,SGP,2010,99.7378921508789
Singapore,SGP,2011,99.8840408325195
Singapore,SGP,2012,99.8478469848633
Singapore,SGP,2013,99.885627746582
Singapore,SGP,2014,99.8971633911133
Singapore,SGP,2015,99.9094467163086
Slovenia,SVN,1991,99.7369689941406
Slovenia,SVN,2004,99.7885589599609
Slovenia,SVN,2014,99.8118286132813
Slovenia,SVN,2015,99.8141174316406
Solomon Islands,SLB,1999,90
South Africa,ZAF,1980,85.3461990356445
South Africa,ZAF,1996,93.4984130859375
South Africa,ZAF,2007,97.0451812744141
South Africa,ZAF,2009,97.9151992797852
South Africa,ZAF,2010,98.3887176513672
South Africa,ZAF,2011,98.4306411743164
South Africa,ZAF,2012,98.4965515136719
South Africa,ZAF,2014,98.6817169189453
South Africa,ZAF,2015,98.6954498291016
South Asia,,1985,70.4629364013672
South Asia,,1986,70.4629364013672
South Asia,,1987,70.4629364013672
South Asia,,1988,70.4629364013672
South Asia,,1989,70.4629364013672
South Asia,,1990,70.4629364013672
South Asia,,1991,70.4629364013672
South Asia,,1992,70.4629364013672
South Asia,,1993,70.4629364013672
South Asia,,1994,70.4629364013672
South Asia,,1995,80.5340576171875
South Asia,,1996,80.5340576171875
South Asia,,1997,80.5340576171875
South Asia,,1998,80.5340576171875
South Asia,,1999,80.5340576171875
South Asia,,2000,80.5340576171875
South Asia,,2001,80.5340576171875
South Asia,,2002,80.5340576171875
South Asia,,2003,80.5340576171875
South Asia,,2004,80.5340576171875
South Asia,,2005,87.4136734008789
South Asia,,2006,87.4136734008789
South Asia,,2007,87.4136734008789
South Asia,,2008,87.4136734008789
South Asia,,2009,87.4136734008789
South Asia,,2010,87.4136734008789
South Asia,,2011,87.4136734008789
South Asia,,2012,87.4136734008789
South Asia,,2013,87.4136734008789
South Asia,,2014,87.4136734008789
South Sudan,SSD,2008,44.0793609619141
South Sudan,SSD,2015,46.8978881835938
Spain,ESP,1981,98.6413269042969
Spain,ESP,1991,99.5400466918945
Spain,ESP,2004,99.5803680419922
Spain,ESP,2005,99.5716934204102
Spain,ESP,2007,99.5800094604492
Spain,ESP,2008,99.5278167724609
Spain,ESP,2009,99.6387481689453
Spain,ESP,2010,99.5067672729492
Spain,ESP,2011,99.6546478271484
Spain,ESP,2012,99.6410522460938
Spain,ESP,2013,99.6946334838867
Spain,ESP,2014,99.7524566650391
Spain,ESP,2015,99.7830505371094
Sri Lanka,LKA,1981,91.879768371582
Sri Lanka,LKA,2001,95.0652923583984
Sri Lanka,LKA,2006,97.0270767211914
Sri Lanka,LKA,2008,97.3325119018555
Sri Lanka,LKA,2010,97.6865386962891
Sri Lanka,LKA,2015,98.3659210205078
Sub-Saharan Africa,,1995,75.291877746582
Sub-Saharan Africa,,1996,75.291877746582
Sub-Saharan Africa,,1997,75.291877746582
Sub-Saharan Africa,,1998,75.291877746582
Sub-Saharan Africa,,1999,75.291877746582
Sub-Saharan Africa,,2000,75.291877746582
Sub-Saharan Africa,,2001,75.291877746582
Sub-Saharan Africa,,2002,75.291877746582
Sub-Saharan Africa,,2003,75.291877746582
Sub-Saharan Africa,,2004,75.291877746582
Sub-Saharan Africa,,2005,76.8579635620117
Sub-Saharan Africa,,2006,76.8579635620117
Sub-Saharan Africa,,2007,76.8579635620117
Sub-Saharan Africa,,2008,76.8579635620117
Sub-Saharan Africa,,2009,76.8579635620117
Sub-Saharan Africa,,2010,76.8579635620117
Sub-Saharan Africa,,2011,76.8579635620117
Sub-Saharan Africa,,2012,76.8579635620117
Sub-Saharan Africa,,2013,76.8579635620117
Sub-Saharan Africa,,2014,76.8579635620117
Sub-Saharan Africa (all income levels),,1995,75.2946090698242
Sub-Saharan Africa (all income levels),,1996,75.2946090698242
Sub-Saharan Africa (all income levels),,1997,75.2946090698242
Sub-Saharan Africa (all income levels),,1998,75.2946090698242
Sub-Saharan Africa (all income levels),,1999,75.2946090698242
Sub-Saharan Africa (all income levels),,2000,75.2946090698242
Sub-Saharan Africa (all income levels),,2001,75.2946090698242
Sub-Saharan Africa (all income levels),,2002,75.2946090698242
Sub-Saharan Africa (all income levels),,2003,75.2946090698242
Sub-Saharan Africa (all income levels),,2004,75.2946090698242
Sub-Saharan Africa (all income levels),,2005,76.8599624633789
Sub-Saharan Africa (all income levels),,2006,76.8599624633789
Sub-Saharan Africa (all income levels),,2007,76.8599624633789
Sub-Saharan Africa (all income levels),,2008,76.8599624633789
Sub-Saharan Africa (all income levels),,2009,76.8599624633789
Sub-Saharan Africa (all income levels),,2010,76.8599624633789
Sub-Saharan Africa (all income levels),,2011,76.8599624633789
Sub-Saharan Africa (all income levels),,2012,76.8599624633789
Sub-Saharan Africa (all income levels),,2013,76.8599624633789
Sub-Saharan Africa (all income levels),,2014,76.8599624633789
Sudan,SDN,2000,85.6949615478516
Sudan,SDN,2015,71.3159637451172
Suriname,SUR,2004,95.6158828735352
Suriname,SUR,2008,99.375862121582
Suriname,SUR,2010,97.9727325439453
Suriname,SUR,2015,98.4163589477539
Swaziland,SWZ,1976,76.0830764770508
Swaziland,SWZ,1986,83.0864868164063
Swaziland,SWZ,2000,90.6941528320313
Swaziland,SWZ,2010,92.1874237060547
Swaziland,SWZ,2015,93.5312805175781
Syria,SYR,1981,88.8319778442383
Syria,SYR,2002,97.1440734863281
Syria,SYR,2004,94.607307434082
Syria,SYR,2014,96.9605026245117
Syria,SYR,2015,97.1432037353516
Tajikistan,TJK,1989,99.7364501953125
Tajikistan,TJK,2000,99.8444290161133
Tajikistan,TJK,2014,99.8603515625
Tajikistan,TJK,2015,99.861442565918
Tanzania,TZA,1988,86.2043228149414
Tanzania,TZA,2002,80.9171829223633
Tanzania,TZA,2010,76.4911422729492
Tanzania,TZA,2012,87.1744995117188
Tanzania,TZA,2015,87.450080871582
Thailand,THA,1980,97.5708236694336
Thailand,THA,2000,98.0998916625977
Thailand,THA,2005,98.2168121337891
Thailand,THA,2010,96.6425476074219
Thailand,THA,2013,97.9778366088867
Thailand,THA,2015,98.3322372436523
Timor,TLS,2010,80.4897613525391
Timor,TLS,2015,81.792121887207
Togo,TGO,2000,83.7862319946289
Togo,TGO,2006,84.8553237915039
Togo,TGO,2009,87.6279983520508
Togo,TGO,2011,86.9166793823242
Togo,TGO,2015,88.8947525024414
Tonga,TON,1976,99.8410491943359
Tonga,TON,1996,99.2652206420898
Tonga,TON,2006,99.3021621704102
Tonga,TON,2011,99.366569519043
Tonga,TON,2015,99.3549423217773
Trinidad and Tobago,TTO,1980,99.1950378417969
Trinidad and Tobago,TTO,1990,99.3000030517578
Trinidad and Tobago,TTO,2004,99.4847183227539
Trinidad and Tobago,TTO,2014,99.5911865234375
Trinidad and Tobago,TTO,2015,99.6012725830078
Tunisia,TUN,1984,85.7445678710938
Tunisia,TUN,1994,90.3621368408203
Tunisia,TUN,2004,96.3950119018555
Tunisia,TUN,2007,97.8399124145508
Tunisia,TUN,2008,98.1343078613281
Tunisia,TUN,2010,98.2108535766602
Tunisia,TUN,2011,98.236328125
Tunisia,TUN,2012,97.9706192016602
Tunisia,TUN,2015,98.0964279174805
Turkey,TUR,1975,90.7540512084961
Turkey,TUR,1980,93.6219787597656
Turkey,TUR,1985,95.6840362548828
Turkey,TUR,1990,96.5707702636719
Turkey,TUR,2004,98.0244369506836
Turkey,TUR,2005,98.3609313964844
Turkey,TUR,2006,98.3659591674805
Turkey,TUR,2007,98.5845565795898
Turkey,TUR,2009,99.0189590454102
Turkey,TUR,2010,99.2141571044922
Turkey,TUR,2011,99.4467010498047
Turkey,TUR,2012,99.5904998779297
Turkey,TUR,2013,99.6891403198242
Turkey,TUR,2014,99.7469787597656
Turkey,TUR,2015,99.7986297607422
Turkmenistan,TKM,1995,99.8079071044922
Turkmenistan,TKM,2014,99.7667388916016
Turkmenistan,TKM,2015,99.7643585205078
Uganda,UGA,1991,77.223876953125
Uganda,UGA,2002,85.9575805664063
Uganda,UGA,2006,87.2658462524414
Uganda,UGA,2010,89.6351928710938
Uganda,UGA,2012,85.7597808837891
Uganda,UGA,2015,87.4273681640625
Ukraine,UKR,2001,99.776237487793
Ukraine,UKR,2014,99.7244720458984
Ukraine,UKR,2015,99.7201614379883
United Arab Emirates,ARE,1975,65.5117416381836
United Arab Emirates,ARE,1985,81.0138320922852
United Arab Emirates,ARE,2005,93.6251525878906
United Arab Emirates,ARE,2015,99.6431732177734
Upper middle income,,1985,95.7566223144531
Upper middle income,,1986,95.7566223144531
Upper middle income,,1987,95.7566223144531
Upper middle income,,1988,95.7566223144531
Upper middle income,,1989,95.7566223144531
Upper middle income,,1990,95.7566223144531
Upper middle income,,1991,95.7566223144531
Upper middle income,,1992,95.7566223144531
