Entity,Code,Year,Researchers in R&D (per million people) (per million people)
Italy,ITA,2015,2018.08649
Japan,JPN,1996,4947.04039
Japan,JPN,1997,5001.59842
Japan,JPN,1998,5211.6528
Japan,JPN,1999,5251.07178
Japan,JPN,2000,5151.125
Japan,JPN,2001,5183.76375
Japan,JPN,2002,4934.94989
Japan,JPN,2003,5156.09369
Japan,JPN,2004,5156.82821
Japan,JPN,2005,5360.19593
Japan,JPN,2006,5386.99422
Japan,JPN,2007,5377.68895
Japan,JPN,2008,5157.7665
Japan,JPN,2009,5147.8361
Japan,JPN,2010,5152.63132
Japan,JPN,2011,5160.2046
Japan,JPN,2012,5083.74949
Japan,JPN,2013,5201.31659
Japan,JPN,2014,5386.15362
Japan,JPN,2015,5230.72444
Jordan,JOR,1998,1966.96665
Jordan,JOR,2015,307.98414
Kazakhstan,KAZ,2007,405.19847
Kazakhstan,KAZ,2008,375.22071
Kazakhstan,KAZ,2009,347.42678
Kazakhstan,KAZ,2010,369.20721
Kazakhstan,KAZ,2011,384.43172
Kazakhstan,KAZ,2012,609.63811
Kazakhstan,KAZ,2013,734.05458
Kenya,KEN,2007,56.51999
Kenya,KEN,2010,230.7312
Kuwait,KWT,1997,197.47891
Kuwait,KWT,1998,186.83684
Kuwait,KWT,1999,175.91649
Kuwait,KWT,2000,167.92176
Kuwait,KWT,2001,168.84235
Kuwait,KWT,2002,169.42389
Kuwait,KWT,2003,170.8021
Kuwait,KWT,2004,172.17949
Kuwait,KWT,2005,169.64098
Kuwait,KWT,2006,164.05119
Kuwait,KWT,2007,185.92991
Kuwait,KWT,2008,148.96739
Kuwait,KWT,2009,139.52312
Kuwait,KWT,2010,133.02945
Kuwait,KWT,2011,126.88393
Kuwait,KWT,2012,128.3783
Laos,LAO,2002,15.81145
Late-demographic dividend,,1996,772.231959344
Late-demographic dividend,,1997,789.748111983567
Late-demographic dividend,,1998,729.684406572322
Late-demographic dividend,,1999,739.707233432925
Late-demographic dividend,,2000,793.759146429771
Late-demographic dividend,,2001,815.185926668031
Late-demographic dividend,,2002,822.098663948009
Late-demographic dividend,,2003,869.646477948029
Late-demographic dividend,,2004,910.127588966039
Late-demographic dividend,,2005,1003.93550314673
Late-demographic dividend,,2006,1057.19475784768
Late-demographic dividend,,2007,1145.05579986826
Late-demographic dividend,,2008,1228.28304888285
Late-demographic dividend,,2009,995.651865849736
Late-demographic dividend,,2010,1042.78681039774
Late-demographic dividend,,2011,1133.78096645513
Late-demographic dividend,,2012,1204.58562506475
Late-demographic dividend,,2013,1190.0280470017
Late-demographic dividend,,2014,1279.47612508975
Late-demographic dividend,,2015,1376.66940059306
Latin America & Caribbean,,2000,328.700085856972
Latin America & Caribbean,,2001,326.167356747726
Latin America & Caribbean,,2002,352.881396351821
Latin America & Caribbean,,2003,380.874748113828
Latin America & Caribbean,,2004,428.728302341466
Latin America & Caribbean,,2005,449.975224317868
Latin America & Caribbean,,2006,440.125980300692
Latin America & Caribbean,,2007,454.314096329509
Latin America & Caribbean,,2008,459.904378178572
Latin America & Caribbean,,2009,482.882060918718
Latin America & Caribbean,,2010,503.331298164885
Latin America & Caribbean (IDA & IBRD),,2000,328.700085856972
Latin America & Caribbean (IDA & IBRD),,2001,326.167356747726
Latin America & Caribbean (IDA & IBRD),,2002,352.881396351821
Latin America & Caribbean (IDA & IBRD),,2003,380.874748113828
Latin America & Caribbean (IDA & IBRD),,2004,428.728302341466
Latin America & Caribbean (IDA & IBRD),,2005,449.975224317868
Latin America & Caribbean (IDA & IBRD),,2006,440.125980300692
Latin America & Caribbean (IDA & IBRD),,2007,454.314096329509
Latin America & Caribbean (IDA & IBRD),,2008,459.904378178572
Latin America & Caribbean (IDA & IBRD),,2009,482.882060918718
Latin America & Caribbean (IDA & IBRD),,2010,503.331298164884
Latin America & Caribbean (excluding high income),,2000,290.556699240782
Latin America & Caribbean (excluding high income),,2001,292.158989033048
Latin America & Caribbean (excluding high income),,2002,321.284856812749
Latin America & Caribbean (excluding high income),,2003,349.600397690087
Latin America & Caribbean (excluding high income),,2004,397.048730451347
Latin America & Caribbean (excluding high income),,2005,416.264286449249
Latin America & Caribbean (excluding high income),,2006,398.636841733428
Latin America & Caribbean (excluding high income),,2007,410.633626929807
Latin America & Caribbean (excluding high income),,2008,413.375833342117
Latin America & Caribbean (excluding high income),,2009,441.194010692231
Latin America & Caribbean (excluding high income),,2010,451.41373338078
Latvia,LVA,1996,1154.86077
Latvia,LVA,1997,1072.03236
Latvia,LVA,1998,1058.95264
Latvia,LVA,1999,1096.67027
Latvia,LVA,2000,1608.2777
Latvia,LVA,2001,1491.16579
Latvia,LVA,2002,1489.59892
Latvia,LVA,2003,1400.55777
Latvia,LVA,2004,1472.79386
Latvia,LVA,2005,1473.36165
Latvia,LVA,2006,1789.36431
Latvia,LVA,2007,1914.45248
Latvia,LVA,2008,2038.04189
Latvia,LVA,2009,1710.19129
Latvia,LVA,2010,1863.65204
Latvia,LVA,2011,1912.62034
Latvia,LVA,2012,1916.45926
Latvia,LVA,2013,1801.81792
Latvia,LVA,2014,1884.02868
Latvia,LVA,2015,1833.54199
Lesotho,LSO,2002,6.3644
Lesotho,LSO,2003,7.89982
Lesotho,LSO,2004,10.46002
Lesotho,LSO,2009,23.0103
Lesotho,LSO,2011,5.85356
Lesotho,LSO,2015,23.25503
Lithuania,LTU,1996,2090.96532
Lithuania,LTU,1997,2182.4201
Lithuania,LTU,1998,2379.91259
Lithuania,LTU,1999,2429.15233
Lithuania,LTU,2000,2230.68501
Lithuania,LTU,2001,2334.54171
Lithuania,LTU,2002,1842.88408
Lithuania,LTU,2003,1939.50141
Lithuania,LTU,2004,2178.4189
Lithuania,LTU,2005,2284.2919
Lithuania,LTU,2006,2414.13704
Lithuania,LTU,2007,2593.81479
Lithuania,LTU,2008,2619.10515
Lithuania,LTU,2009,2676.17692
Lithuania,LTU,2010,2753.58769
Lithuania,LTU,2011,2732.37124
Lithuania,LTU,2012,2659.70848
Lithuania,LTU,2013,2887.16213
Lithuania,LTU,2014,3111.28847
Lithuania,LTU,2015,2822.39643
Low & middle income,,2005,566.368339246724
Low & middle income,,2010,612.254004316351
Luxembourg,LUX,2000,3773.38589
Luxembourg,LUX,2003,4357.05008
Luxembourg,LUX,2004,4494.6506
Luxembourg,LUX,2005,4864.07031
Luxembourg,LUX,2006,4412.45333
Luxembourg,LUX,2007,4635.72113
Luxembourg,LUX,2008,4715.93287
Luxembourg,LUX,2009,4828.94952
Luxembourg,LUX,2010,5144.98247
Luxembourg,LUX,2011,5444.29508
Luxembourg,LUX,2012,4338.9129
Luxembourg,LUX,2013,4594.52912
Luxembourg,LUX,2014,4723.54929
Luxembourg,LUX,2015,5058.27794
Macao,MAC,2001,260.90648
Macao,MAC,2002,236.39172
Macao,MAC,2003,325.89838
Macao,MAC,2004,532.9507
Macao,MAC,2005,635.48144
Macao,MAC,2006,572.4077
Macao,MAC,2007,396.93969
Macao,MAC,2008,394.65851
Macao,MAC,2009,575.17669
Macao,MAC,2010,654.21435
Macao,MAC,2011,615.16567
Macao,MAC,2012,744.94006
Macao,MAC,2013,928.25355
Macao,MAC,2014,1053.40933
Macao,MAC,2015,1308.35401
Macedonia,MKD,1997,621.52645
Macedonia,MKD,1998,692.95983
Macedonia,MKD,1999,678.21635
Macedonia,MKD,2000,658.53202
Macedonia,MKD,2001,613.3801
Macedonia,MKD,2002,573.76475
Macedonia,MKD,2003,549.66288
Macedonia,MKD,2004,524.41961
Macedonia,MKD,2005,544.81535
Macedonia,MKD,2006,518.72439
Macedonia,MKD,2007,505.98925
Macedonia,MKD,2008,470.98526
Macedonia,MKD,2009,433.72253
Macedonia,MKD,2010,534.26931
Macedonia,MKD,2011,446.6457
Macedonia,MKD,2012,613.25975
Macedonia,MKD,2013,676.42505
Macedonia,MKD,2014,838.44625
Macedonia,MKD,2015,858.81182
Madagascar,MDG,1998,14.40138
Madagascar,MDG,1999,14.87275
Madagascar,MDG,2000,15.24312
Madagascar,MDG,2001,50.62896
Madagascar,MDG,2002,47.08405
Madagascar,MDG,2003,47.20133
Madagascar,MDG,2004,47.7387
Madagascar,MDG,2005,48.05801
Madagascar,MDG,2006,47.75278
Madagascar,MDG,2007,48.3712
Madagascar,MDG,2008,46.67082
Madagascar,MDG,2009,45.37536
Madagascar,MDG,2010,52.13588
Madagascar,MDG,2011,51.01743
Malawi,MWI,2007,30.05547
Malawi,MWI,2010,49.56728
Malaysia,MYS,1996,89.08709
Malaysia,MYS,1998,152.80051
Malaysia,MYS,2000,274.23048
Malaysia,MYS,2002,293.19283
Malaysia,MYS,2004,499.55943
Malaysia,MYS,2006,368.36167
Malaysia,MYS,2008,599.0369
Malaysia,MYS,2009,1065.74849
Malaysia,MYS,2010,1458.16339
Malaysia,MYS,2011,1639.35371
Malaysia,MYS,2012,1773.11518
Malaysia,MYS,2014,2017.41691
Malaysia,MYS,2015,2261.44431
Mali,MLI,2006,38.54262
Mali,MLI,2010,29.17463
Malta,MLT,2002,695.38896
Malta,MLT,2003,702.52246
Malta,MLT,2004,1104.3958
Malta,MLT,2005,1206.2635
Malta,MLT,2006,1302.85177
Malta,MLT,2007,1220.61348
Malta,MLT,2008,1331.22699
Malta,MLT,2009,1206.42286
Malta,MLT,2010,1443.95045
Malta,MLT,2011,1804.02101
Malta,MLT,2012,2018.78748
Malta,MLT,2013,1929.22804
Malta,MLT,2014,1881.62969
Malta,MLT,2015,1951.41758
Mauritius,MUS,2012,181.11234
Mexico,MEX,1996,206.83766
Mexico,MEX,1997,218.70635
Mexico,MEX,1998,209.08882
Mexico,MEX,1999,216.05353
Mexico,MEX,2000,216.20761
Mexico,MEX,2001,224.38993
Mexico,MEX,2002,294.87121
Mexico,MEX,2003,313.95357
Mexico,MEX,2004,366.93884
Mexico,MEX,2005,400.20809
Mexico,MEX,2006,325.57973
Mexico,MEX,2007,335.25022
Mexico,MEX,2008,327.37219
Mexico,MEX,2009,367.86698
Mexico,MEX,2010,324.54604
Mexico,MEX,2011,330.87352
Mexico,MEX,2012,238.33682
Mexico,MEX,2013,241.80215
Middle East & North Africa (IDA & IBRD),,2008,599.972938191999
Middle East & North Africa (IDA & IBRD),,2010,635.97238003175
Middle East & North Africa (excluding high income),,2008,592.011815868437
Middle East & North Africa (excluding high income),,2010,630.915871774524
Middle income,,2000,483.148024430603
Middle income,,2005,583.98630497208
Middle income,,2010,653.577773527079
Moldova,MDA,2003,656.08965
Moldova,MDA,2004,654.04641
Moldova,MDA,2005,621.2559
Moldova,MDA,2006,604.87602
Moldova,MDA,2007,627.83717
Moldova,MDA,2008,713.42256
Moldova,MDA,2009,698.51822
Moldova,MDA,2010,663.24184
Moldova,MDA,2011,678.55033
Moldova,MDA,2012,671.45158
Moldova,MDA,2013,643.88418
Moldova,MDA,2014,651.95932
Moldova,MDA,2015,662.09589
Montenegro,MNE,2011,652.21195
Montenegro,MNE,2013,646.76426
Montenegro,MNE,2014,673.28544
Montenegro,MNE,2015,836.1871
Morocco,MAR,2006,650.73532
Morocco,MAR,2007,643.76488
Morocco,MAR,2008,660.37132
Morocco,MAR,2010,725.05884
Morocco,MAR,2011,851.90061
Morocco,MAR,2012,856.92145
Morocco,MAR,2014,1032.5418
Mozambique,MOZ,2006,15.50291
Mozambique,MOZ,2008,19.29996
Mozambique,MOZ,2009,11.52665
Mozambique,MOZ,2010,37.51173
Mozambique,MOZ,2015,41.52819
Myanmar,MMR,1997,7.16838
Myanmar,MMR,1998,7.22432
Myanmar,MMR,1999,10.82643
Myanmar,MMR,2001,11.90978
Myanmar,MMR,2002,17.19041
Namibia,NAM,2014,141.41493
Nepal,NPL,2002,61.18211
Netherlands,NLD,1996,2285.70186
Netherlands,NLD,1997,2433.6583
Netherlands,NLD,1998,2485.81142
Netherlands,NLD,1999,2644.62615
Netherlands,NLD,2000,2654.7098
Netherlands,NLD,2001,2852.72515
Netherlands,NLD,2002,2729.1512
Netherlands,NLD,2003,2709.46121
Netherlands,NLD,2004,2977.96208
Netherlands,NLD,2005,2930.13944
Netherlands,NLD,2006,3240.63531
Netherlands,NLD,2007,3101.31227
Netherlands,NLD,2008,3070.6673
Netherlands,NLD,2009,2833.03227
Netherlands,NLD,2010,3228.97939
Netherlands,NLD,2011,3674.97708
Netherlands,NLD,2012,4372.42304
Netherlands,NLD,2013,4561.23136
Netherlands,NLD,2014,4519.15376
Netherlands,NLD,2015,4548.1363
New Zealand,NZL,1997,2202.56725
New Zealand,NZL,1999,2296.79771
New Zealand,NZL,2001,2643.64865
New Zealand,NZL,2003,3075.22396
New Zealand,NZL,2005,3140.73648
New Zealand,NZL,2007,3445.00417
New Zealand,NZL,2009,3718.99719
New Zealand,NZL,2011,3700.77487
New Zealand,NZL,2013,4008.71077
Nicaragua,NIC,1997,71.03102
Niger,NER,2001,9.3624
Niger,NER,2002,8.61213
Niger,NER,2003,7.98293
Niger,NER,2004,8.15635
Niger,NER,2005,7.48956
Nigeria,NGA,2007,38.57563
North America,,1996,3116.1691150483
North America,,1997,3213.85163237516
North America,,1998,3365.51166966848
North America,,1999,3425.36042722405
North America,,2000,3479.5047404925
North America,,2001,3560.49243404323
North America,,2002,3638.04395700838
North America,,2003,3873.4769867026
North America,,2004,3796.59178034984
North America,,2005,3769.42180181295
North America,,2006,3834.10593592632
North America,,2007,3839.60018069788
North America,,2008,3990.39997597971
North America,,2009,4110.54320162182
North America,,2010,3945.88328868593
North America,,2011,4088.1751317314
North America,,2012,4077.51028614932
North America,,2013,4157.77365111533
North America,,2014,4231.98928
Norway,NOR,1997,3963.328
Norway,NOR,1999,4096.07771
Norway,NOR,2001,4360.00121
Norway,NOR,2003,4504.94163
Norway,NOR,2004,4502.33492
Norway,NOR,2005,4584.45528
Norway,NOR,2006,4838.03128
Norway,NOR,2007,5162.76186
Norway,NOR,2008,5360.42902
Norway,NOR,2009,5439.12673
Norway,NOR,2010,5407.81898
Norway,NOR,2011,5496.22574
Norway,NOR,2012,5547.82064
Norway,NOR,2013,5569.44595
Norway,NOR,2014,5679.32603
Norway,NOR,2015,5915.60069
OECD members,,1996,2473.82225085567
OECD members,,1997,2512.81614871231
OECD members,,1998,2599.26564539338
OECD members,,1999,2665.26286208517
OECD members,,2000,2720.66014579113
OECD members,,2001,2800.61583941641
OECD members,,2002,2842.91444277274
OECD members,,2003,2982.90744855629
OECD members,,2004,3040.94232624123
OECD members,,2005,3098.80722734034
OECD members,,2006,3188.32456583231
OECD members,,2007,3177.29404603594
OECD members,,2008,3283.53093279933
OECD members,,2009,3328.17187226574
OECD members,,2010,3347.83962341725
OECD members,,2011,3423.8199809806
OECD members,,2012,3479.68571752458
OECD members,,2013,3518.71638810715
OECD members,,2014,3958.66284878157
Oman,OMN,2011,150.66341
Oman,OMN,2012,170.26215
Oman,OMN,2013,127.27289
Oman,OMN,2014,169.14314
Oman,OMN,2015,201.97321
Pakistan,PAK,1997,77.43371
Pakistan,PAK,2005,82.74191
Pakistan,PAK,2007,164.85187
Pakistan,PAK,2009,165.75689
Pakistan,PAK,2011,150.99357
Pakistan,PAK,2013,166.91627
Pakistan,PAK,2015,294.3551
Palestine,PSE,2007,74.57334
Palestine,PSE,2008,94.17156
Palestine,PSE,2009,143.18225
Palestine,PSE,2010,322.45538
Palestine,PSE,2013,564.06918
Panama,PAN,1996,111.88456
Panama,PAN,1997,114.55657
Panama,PAN,1998,158.34399
Panama,PAN,1999,96.9634
Panama,PAN,2000,94.42836
Panama,PAN,2001,89.41046
Panama,PAN,2002,94.44378
Panama,PAN,2003,94.92551
Panama,PAN,2004,84.9534
Panama,PAN,2005,103.63628
Panama,PAN,2006,105.36909
Panama,PAN,2007,166.35654
Panama,PAN,2008,132.33566
Panama,PAN,2009,110.69278
Panama,PAN,2011,118.95777
Panama,PAN,2012,37.92977
Panama,PAN,2013,39.41474
Paraguay,PRY,2001,88.94643
Paraguay,PRY,2002,82.59789
Paraguay,PRY,2003,81.74113
Paraguay,PRY,2004,86.80266
Paraguay,PRY,2005,72.33207
Paraguay,PRY,2008,77.06134
Paraguay,PRY,2011,50.36732
Paraguay,PRY,2012,169.45799
Paraguay,PRY,2014,153.29985
Paraguay,PRY,2015,184.06045
Philippines,PHL,2002,53.79216
Philippines,PHL,2003,70.62646
Philippines,PHL,2005,80.05445
Philippines,PHL,2007,78.19885
Philippines,PHL,2009,81.89701
Philippines,PHL,2011,85.05678
Philippines,PHL,2013,189.40794
Poland,POL,1996,1359.43622
Poland,POL,1997,1441.09693
Poland,POL,1998,1457.27283
Poland,POL,1999,1465.20769
Poland,POL,2000,1433.60086
Poland,POL,2001,1459.65807
Poland,POL,2002,1475.10756
Poland,POL,2003,1523.87855
Poland,POL,2004,1584.8332
Poland,POL,2005,1616.13419
Poland,POL,2006,1548.19686
Poland,POL,2007,1594.66837
Poland,POL,2008,1604.25681
Poland,POL,2009,1585.02308
Poland,POL,2010,1672.36894
Poland,POL,2011,1661.72046
Poland,POL,2012,1735.34556
Poland,POL,2013,1850.71749
Poland,POL,2014,2035.78335
Poland,POL,2015,2139.09512
Portugal,PRT,1996,1247.11203
Portugal,PRT,1997,1342.79172
Portugal,PRT,1998,1441.11181
Portugal,PRT,1999,1538.59408
Portugal,PRT,2000,1628.47104
Portugal,PRT,2001,1717.47285
Portugal,PRT,2002,1832.03114
Portugal,PRT,2003,1945.81554
Portugal,PRT,2004,1980.77395
Portugal,PRT,2005,2015.8473
Portugal,PRT,2006,2344.02431
Portugal,PRT,2007,2670.52445
Portugal,PRT,2008,3820.19508
Portugal,PRT,2009,3761.39462
Portugal,PRT,2010,3922.91341
Portugal,PRT,2011,4172.40077
Portugal,PRT,2012,4041.66765
Portugal,PRT,2013,3615.14624
Portugal,PRT,2014,3667.96452
Portugal,PRT,2015,3824.19395
Post-demographic dividend,,1996,2924.21949453784
Post-demographic dividend,,1997,2962.74385366165
Post-demographic dividend,,1998,3053.11797304865
Post-demographic dividend,,1999,3133.69758736629
Post-demographic dividend,,2000,3208.6572069058
Post-demographic dividend,,2001,3303.09460619761
Post-demographic dividend,,2002,3353.10644244601
Post-demographic dividend,,2003,3498.66382083992
Post-demographic dividend,,2004,3554.17112833054
Post-demographic dividend,,2005,3627.15131314538
Post-demographic dividend,,2006,3633.98335206608
Post-demographic dividend,,2007,3673.13331034966
Post-demographic dividend,,2008,3803.93459606896
Post-demographic dividend,,2009,3868.92885541053
Post-demographic dividend,,2010,3884.89308612219
Post-demographic dividend,,2011,3945.08822940292
Post-demographic dividend,,2012,3993.46536785708
Post-demographic dividend,,2013,4076.13066858485
Post-demographic dividend,,2014,4154.83146439191
Puerto Rico,PRI,2013,260.12094
Puerto Rico,PRI,2015,319.82728
Qatar,QAT,2012,597.06076
Romania,ROU,1996,1328.81517
Romania,ROU,1997,1256.15252
Romania,ROU,1998,1224.20063
Romania,ROU,1999,1053.14055
Romania,ROU,2000,925.33764
Romania,ROU,2001,897.32073
Romania,ROU,2002,928.33659
Romania,ROU,2003,965.12104
Romania,ROU,2004,985.10922
Romania,ROU,2005,1072.42193
Romania,ROU,2006,896.9641
Romania,ROU,2007,896.48531
Romania,ROU,2008,935.02601
Romania,ROU,2009,939.5784
Romania,ROU,2010,974.44001
Romania,ROU,2011,799.53603
Romania,ROU,2012,903.28611
Romania,ROU,2013,938.45847
Romania,ROU,2014,921.50473
Romania,ROU,2015,894.8137
Russia,RUS,1996,3795.7607
Russia,RUS,1997,3603.29494
Russia,RUS,1998,3341.53767
Russia,RUS,1999,3382.90144
Russia,RUS,2000,3459.13054
Russia,RUS,2001,3468.55382
Russia,RUS,2002,3388.14859
Russia,RUS,2003,3371.60319
Russia,RUS,2004,3315.98182
Russia,RUS,2005,3234.70756
Russia,RUS,2006,3239.58533
Russia,RUS,2007,3276.12225
Russia,RUS,2008,3152.62038
Russia,RUS,2009,3090.01132
Russia,RUS,2010,3087.99155
Russia,RUS,2011,3125.30122
Russia,RUS,2012,3093.56286
Russia,RUS,2013,3073.0918
Russia,RUS,2014,3101.62973
Russia,RUS,2015,3131.11425
Rwanda,RWA,2008,10.64581
Rwanda,RWA,2009,12.28977
Senegal,SEN,2006,260.05253
Senegal,SEN,2007,275.44227
Senegal,SEN,2008,370.15617
Senegal,SEN,2010,361.12337
Serbia,SRB,2007,1195.5864
Serbia,SRB,2008,1360.36615
Serbia,SRB,2009,1429.36933
Serbia,SRB,2010,1514.84186
Serbia,SRB,2011,1624.00859
Serbia,SRB,2012,1643.3742
Serbia,SRB,2013,1726.97302
Serbia,SRB,2014,1830.99247
Serbia,SRB,2015,2071.21672
Seychelles,SYC,2005,146.48382
Singapore,SGP,1996,2551.20333
Singapore,SGP,1997,2656.36433
Singapore,SGP,1998,3050.73094
Singapore,SGP,1999,3295.75613
Singapore,SGP,2000,4245.03143
Singapore,SGP,2001,4160.9331
Singapore,SGP,2002,4380.99205
Singapore,SGP,2003,4706.45212
Singapore,SGP,2004,4881.85078
Singapore,SGP,2005,5291.76865
Singapore,SGP,2006,5424.78639
Singapore,SGP,2007,5768.56967
Singapore,SGP,2008,5740.83731
Singapore,SGP,2009,6148.9616
Singapore,SGP,2010,6306.51919
Singapore,SGP,2011,6495.98722
Singapore,SGP,2012,6442.27614
Singapore,SGP,2013,6665.19427
Singapore,SGP,2014,6658.49893
Slovakia,SVK,1996,1863.32571
Slovakia,SVK,1997,1857.95642
Slovakia,SVK,1998,1884.80454
Slovakia,SVK,1999,1709.23759
Slovakia,SVK,2000,1848.28813
Slovakia,SVK,2001,1779.5398
Slovakia,SVK,2002,1704.76912
Slovakia,SVK,2003,1787.89878
Slovakia,SVK,2004,1990.58845
Slovakia,SVK,2005,2027.89427
Slovakia,SVK,2006,2185.68697
Slovakia,SVK,2007,2291.32478
Slovakia,SVK,2008,2332.40252
Slovakia,SVK,2009,2460.22224
Slovakia,SVK,2010,2808.04365
Slovakia,SVK,2011,2832.16268
Slovakia,SVK,2012,2819.85251
Slovakia,SVK,2013,2717.58947
Slovakia,SVK,2014,2718.5281
Slovakia,SVK,2015,2654.77609
Slovenia,SVN,1996,2256.86537
Slovenia,SVN,1997,2023.06048
Slovenia,SVN,1998,2155.25263
Slovenia,SVN,1999,2226.271
Slovenia,SVN,2000,2180.37143
Slovenia,SVN,2001,2262.24886
Slovenia,SVN,2002,2335.18038
Slovenia,SVN,2003,1898.60303
Slovenia,SVN,2004,2024.18575
Slovenia,SVN,2005,2631.07544
Slovenia,SVN,2006,2920.3726
Slovenia,SVN,2007,3097.96714
Slovenia,SVN,2008,3463.01756
Slovenia,SVN,2009,3644.98993
Slovenia,SVN,2010,3753.02074
Slovenia,SVN,2011,4261.24429
Slovenia,SVN,2012,4306.59839
Slovenia,SVN,2013,4216.8345
Slovenia,SVN,2014,4149.91181
Slovenia,SVN,2015,3820.99185
South Africa,ZAF,1997,198.80477
South Africa,ZAF,2001,311.15097
South Africa,ZAF,2003,300.84147
South Africa,ZAF,2004,375.82507
South Africa,ZAF,2005,357.84827
South Africa,ZAF,2006,378.82075
South Africa,ZAF,2007,388.78825
South Africa,ZAF,2008,385.00075
South Africa,ZAF,2009,388.15992
South Africa,ZAF,2010,362.63022
South Africa,ZAF,2011,385.07103
South Africa,ZAF,2012,404.6859
South Africa,ZAF,2013,437.05526
South Asia,,1996,153.13193544361
South Asia,,1998,115.63131
South Asia,,2000,110.488701226962
South Asia,,2005,129.067823775384
South Asia,,2010,155.819496913877
South Asia,,2015,225.774411160428
South Asia (IDA & IBRD),,1996,153.13193544361
South Asia (IDA & IBRD),,1998,115.63131
South Asia (IDA & IBRD),,2000,110.488701226962
South Asia (IDA & IBRD),,2005,129.067823775384
South Asia (IDA & IBRD),,2010,155.819496913877
South Asia (IDA & IBRD),,2015,225.774411160428
South Korea,KOR,1996,2211.22679
South Korea,KOR,1997,2267.02893
South Korea,KOR,1998,2029.42708
South Korea,KOR,1999,2182.82935
South Korea,KOR,2000,2345.35265
South Korea,KOR,2001,2932.46257
South Korea,KOR,2002,3034.38695
South Korea,KOR,2003,3215.21147
South Korea,KOR,2004,3301.31429
South Korea,KOR,2005,3777.10678
South Korea,KOR,2006,4175.01381
South Korea,KOR,2007,4603.83665
South Korea,KOR,2008,4867.81365
South Korea,KOR,2009,5000.85219
South Korea,KOR,2010,5380.27532
South Korea,KOR,2011,5853.32911
South Korea,KOR,2012,6361.60143
South Korea,KOR,2013,6456.62574
South Korea,KOR,2014,6899.00269
South Korea,KOR,2015,7087.35169
Spain,ESP,1996,1294.74546
Spain,ESP,1997,1347.20228
Spain,ESP,1998,1501.03148
Spain,ESP,1999,1524.24015
Spain,ESP,2000,1881.47426
Spain,ESP,2001,1942.26519
Spain,ESP,2002,1992.51062
Spain,ESP,2003,2178.27246
Spain,ESP,2004,2339.60558
Spain,ESP,2005,2501.90167
Spain,ESP,2006,2599.99534
Spain,ESP,2007,2712.35021
Spain,ESP,2008,2858.90072
Spain,ESP,2009,2890.22244
Spain,ESP,2010,2889.45684
Spain,ESP,2011,2788.25639
Spain,ESP,2012,2718.38425
Spain,ESP,2013,2652.55096
Spain,ESP,2014,2642.37217
Spain,ESP,2015,2654.65143
Sri Lanka,LKA,1996,187.66127
Sri Lanka,LKA,2000,135.06359
Sri Lanka,LKA,2004,138.2761
Sri Lanka,LKA,2006,93.17614
Sri Lanka,LKA,2008,98.84933
Sri Lanka,LKA,2010,105.93371
Sri Lanka,LKA,2013,110.90559
Sweden,SWE,1997,4162.72251
Sweden,SWE,1999,4503.90355
Sweden,SWE,2001,5174.60398
Sweden,SWE,2003,5388.16938
Sweden,SWE,2004,5431.13654
Sweden,SWE,2005,6090.80921
Sweden,SWE,2006,6132.65772
Sweden,SWE,2007,5004.96214
Sweden,SWE,2008,5443.11592
Sweden,SWE,2009,5085.00519
Sweden,SWE,2010,5255.85579
Sweden,SWE,2011,5146.9233
Sweden,SWE,2012,5163.74727
Sweden,SWE,2013,6670.02831
Sweden,SWE,2014,6868.11332
Sweden,SWE,2015,7021.88452
Switzerland,CHE,1996,3131.1826
Switzerland,CHE,2000,3643.11003
Switzerland,CHE,2004,3457.99402
Switzerland,CHE,2008,3287.98299
Switzerland,CHE,2012,4481.07378
Tanzania,TZA,2010,35.04166
Tanzania,TZA,2013,18.49205
Thailand,THA,1996,100.83676
Thailand,THA,1997,72.82194
Thailand,THA,1999,168.10287
Thailand,THA,2001,279.2707
Thailand,THA,2003,279.46263
Thailand,THA,2005,311.33864
Thailand,THA,2007,322.3941
Thailand,THA,2009,330.58747
Thailand,THA,2011,543.47373
Thailand,THA,2013,799.01948
Thailand,THA,2014,973.99847
Thailand,THA,2015,874.28723
Togo,TGO,2003,26.87742
Togo,TGO,2004,25.23693
Togo,TGO,2005,33.34398
Togo,TGO,2006,23.72572
Togo,TGO,2007,36.66975
Togo,TGO,2010,34.47115
Togo,TGO,2011,34.61222
Togo,TGO,2012,35.93464
Togo,TGO,2014,38.17059
Tunisia,TUN,2007,1088.4851
Tunisia,TUN,2008,1218.18689
Tunisia,TUN,2009,1491.03601
Tunisia,TUN,2010,1384.2214
Tunisia,TUN,2011,1429.14637
Tunisia,TUN,2012,1622.76167
Tunisia,TUN,2013,1792.52471
Tunisia,TUN,2014,1803.20955
Tunisia,TUN,2015,1787.25761
Turkey,TUR,1996,304.1976
Turkey,TUR,1997,313.07692
Turkey,TUR,1998,308.50173
Turkey,TUR,1999,322.09329
Turkey,TUR,2000,365.00542
Turkey,TUR,2001,353.70905
Turkey,TUR,2002,368.44096
Turkey,TUR,2003,494.39813
Turkey,TUR,2004,505.81975
Turkey,TUR,2005,576.75547
Turkey,TUR,2006,620.96868
Turkey,TUR,2007,714.4862
Turkey,TUR,2008,750.7476
Turkey,TUR,2009,810.51786
Turkey,TUR,2010,889.78833
