Entity,Code,Year,Onshore wind cost (2016 $/kWh),Wind energy generation (kilowatt-hours)
Czech Republic,CZE,1997,,0
Czech Republic,CZE,1998,,0
Czech Republic,CZE,1999,,0
Czech Republic,CZE,2000,,0
Czech Republic,CZE,2001,,200
Czech Republic,CZE,2002,,1600
Czech Republic,CZE,2003,,3900
Czech Republic,CZE,2004,,9900
Czech Republic,CZE,2005,,21280
Czech Republic,CZE,2006,,49375
Czech Republic,CZE,2007,,125097.99999999999
Czech Republic,CZE,2008,,244661
Czech Republic,CZE,2009,,288067
Czech Republic,CZE,2010,,335493
Czech Republic,CZE,2011,,396800
Czech Republic,CZE,2012,,417300
Czech Republic,CZE,2013,,478300
Czech Republic,CZE,2014,,476500
Czech Republic,CZE,2015,,572600
Czech Republic,CZE,2016,,497000
Czech Republic,CZE,2017,,591038
Czech Republic,CZE,1965,,0
Czech Republic,CZE,1966,,0
Czech Republic,CZE,1967,,0
Czech Republic,CZE,1968,,0
Czech Republic,CZE,1969,,0
Czech Republic,CZE,1970,,0
Czech Republic,CZE,1971,,0
Czech Republic,CZE,1972,,0
Czech Republic,CZE,1973,,0
Czech Republic,CZE,1974,,0
Czech Republic,CZE,1975,,0
Czech Republic,CZE,1976,,0
Czech Republic,CZE,1977,,0
Czech Republic,CZE,1978,,0
Czech Republic,CZE,1979,,0
Czech Republic,CZE,1980,,0
Czech Republic,CZE,1981,,0
Czech Republic,CZE,1982,,0
Czech Republic,CZE,2018,,609300
Denmark,DNK,1983,0.286365191,27100
Denmark,DNK,1984,0.280658694,33200
Denmark,DNK,1985,0.262947474,51400
Denmark,DNK,1986,0.253388461,125599.99999999999
Denmark,DNK,1987,0.239567332,173800
Denmark,DNK,1988,0.246475713,291700
Denmark,DNK,1989,0.223110277,428400
Denmark,DNK,1990,0.227097415,610300
Denmark,DNK,1991,0.214521276,740100
Denmark,DNK,1992,0.1935488,915400
Denmark,DNK,1993,0.193401526,1034200
Denmark,DNK,1994,0.187044733,1137000
Denmark,DNK,1995,0.156273527,1177300
Denmark,DNK,1996,0.151162156,1226900
Denmark,DNK,1997,0.154341598,1934200
Denmark,DNK,1998,0.14492311,2819900
Denmark,DNK,1999,0.140364532,3029000
Denmark,DNK,2000,0.150817072,4241200
Denmark,DNK,2001,0.143673654,4306019.44444444
Denmark,DNK,2002,0.101229836,4876938.88888889
Denmark,DNK,2003,0.080599409,5560783.333333329
Denmark,DNK,2004,0.069745644,6583111.11111111
Denmark,DNK,2005,0.084294511,6614000
Denmark,DNK,2006,0.108334751,6107958.33333333
Denmark,DNK,2007,,7171200
Denmark,DNK,2008,0.101727102,6927800
Denmark,DNK,2009,0.099095097,6720500
Denmark,DNK,2010,0.074967942,7809422.22222222
Denmark,DNK,2011,0.065878585,9774183.33333333
Denmark,DNK,2012,0.063918264,10269938.8888889
Denmark,DNK,2013,0.060984845,11123275
Denmark,DNK,2014,0.059148244,13078502.7777778
Denmark,DNK,2015,0.057749432,14133091.666666701
Denmark,DNK,2016,0.055611627,12781730.555555599
Denmark,DNK,2017,,14780000
Denmark,DNK,1965,,0
Denmark,DNK,1966,,0
Denmark,DNK,1967,,0
Denmark,DNK,1968,,0
Denmark,DNK,1969,,0
Denmark,DNK,1970,,0
Denmark,DNK,1971,,0
Denmark,DNK,1972,,0
Denmark,DNK,1973,,0
Denmark,DNK,1974,,0
Denmark,DNK,1975,,0
Denmark,DNK,1976,,0
Denmark,DNK,1977,,0
Denmark,DNK,1978,,3000
Denmark,DNK,1979,,6000
Denmark,DNK,1980,,10500
Denmark,DNK,1981,,10500
Denmark,DNK,1982,,18500
Denmark,DNK,2018,,13898803.27663
Eastern Africa,,1983,,0
Eastern Africa,,1984,,0
Eastern Africa,,1985,,0
Eastern Africa,,1986,,0
Eastern Africa,,1987,,0
Eastern Africa,,1988,,0
Eastern Africa,,1989,,0
Eastern Africa,,1990,,0
Eastern Africa,,1991,,0
Eastern Africa,,1992,,0
Eastern Africa,,1993,,0
Eastern Africa,,1994,,0
Eastern Africa,,1995,,0
Eastern Africa,,1996,,0
Eastern Africa,,1997,,0
Eastern Africa,,1998,,0
Eastern Africa,,1999,,0
Eastern Africa,,2000,,100
Eastern Africa,,2001,,0
Eastern Africa,,2002,,300
Eastern Africa,,2003,,400
Eastern Africa,,2004,,900
Eastern Africa,,2005,,1300
Eastern Africa,,2006,,4800
Eastern Africa,,2007,,11000
Eastern Africa,,2008,,16070.000000000002
Eastern Africa,,2009,,26700
Eastern Africa,,2010,,38210
Eastern Africa,,2011,,34130
Eastern Africa,,2012,,154024.2
Eastern Africa,,2013,,314708.1
Eastern Africa,,2014,,441349.5
Eastern Africa,,2015,,777920.7000000001
Eastern Africa,,2016,,890037.6
Eastern Africa,,2017,,791781.194824936
Eastern Africa,,1965,,0
Eastern Africa,,1966,,0
Eastern Africa,,1967,,0
Eastern Africa,,1968,,0
Eastern Africa,,1969,,0
Eastern Africa,,1970,,0
Eastern Africa,,1971,,0
Eastern Africa,,1972,,0
Eastern Africa,,1973,,0
Eastern Africa,,1974,,0
Eastern Africa,,1975,,0
Eastern Africa,,1976,,0
Eastern Africa,,1977,,0
Eastern Africa,,1978,,0
Eastern Africa,,1979,,0
Eastern Africa,,1980,,0
Eastern Africa,,1981,,0
Eastern Africa,,1982,,0
Eastern Africa,,2018,,863199.466304525
Ecuador,ECU,1983,,0
Ecuador,ECU,1984,,0
Ecuador,ECU,1985,,0
Ecuador,ECU,1986,,0
Ecuador,ECU,1987,,0
Ecuador,ECU,1988,,0
Ecuador,ECU,1989,,0
Ecuador,ECU,1990,,0
Ecuador,ECU,1991,,0
Ecuador,ECU,1992,,0
Ecuador,ECU,1993,,0
Ecuador,ECU,1994,,0
Ecuador,ECU,1995,,0
Ecuador,ECU,1996,,0
Ecuador,ECU,1997,,0
Ecuador,ECU,1998,,0
Ecuador,ECU,1999,,0
Ecuador,ECU,2000,,0
Ecuador,ECU,2001,,0
Ecuador,ECU,2002,,0
Ecuador,ECU,2003,,0
Ecuador,ECU,2004,,0
Ecuador,ECU,2005,,0
Ecuador,ECU,2006,,0
Ecuador,ECU,2007,,962.135
Ecuador,ECU,2008,,2682.4610000000002
Ecuador,ECU,2009,,3204.4166659999996
Ecuador,ECU,2010,,3434.8500000000004
Ecuador,ECU,2011,,3344.67
Ecuador,ECU,2012,,2398.368
Ecuador,ECU,2013,,56702.974647999996
Ecuador,ECU,2014,,79742.46653800001
Ecuador,ECU,2015,,98806.316921
Ecuador,ECU,2016,,83958.750247
Ecuador,ECU,2017,,73400
Ecuador,ECU,1965,,0
Ecuador,ECU,1966,,0
Ecuador,ECU,1967,,0
Ecuador,ECU,1968,,0
Ecuador,ECU,1969,,0
Ecuador,ECU,1970,,0
Ecuador,ECU,1971,,0
Ecuador,ECU,1972,,0
Ecuador,ECU,1973,,0
Ecuador,ECU,1974,,0
Ecuador,ECU,1975,,0
Ecuador,ECU,1976,,0
Ecuador,ECU,1977,,0
Ecuador,ECU,1978,,0
Ecuador,ECU,1979,,0
Ecuador,ECU,1980,,0
Ecuador,ECU,1981,,0
Ecuador,ECU,1982,,0
Ecuador,ECU,2018,,80257.771291
Egypt,EGY,1983,,0
Egypt,EGY,1984,,0
Egypt,EGY,1985,,0
Egypt,EGY,1986,,0
Egypt,EGY,1987,,0
Egypt,EGY,1988,,0
Egypt,EGY,1989,,0
Egypt,EGY,1990,,0
Egypt,EGY,1991,,0
Egypt,EGY,1992,,0
Egypt,EGY,1993,,0
Egypt,EGY,1994,,0
Egypt,EGY,1995,,0
Egypt,EGY,1996,,0
Egypt,EGY,1997,,0
Egypt,EGY,1998,,0
Egypt,EGY,1999,,12000
Egypt,EGY,2000,,80500
Egypt,EGY,2001,,179000
Egypt,EGY,2002,,212500
Egypt,EGY,2003,,286000
Egypt,EGY,2004,,504050.505050505
Egypt,EGY,2005,,510111.11111111095
Egypt,EGY,2006,,605060.606060606
Egypt,EGY,2007,,662436.363636364
Egypt,EGY,2008,,929813.1313131311
Egypt,EGY,2009,,1037193.93939394
Egypt,EGY,2010,,1409143.43434343
Egypt,EGY,2011,,1645793.93939394
Egypt,EGY,2012,,1782304.04040404
Egypt,EGY,2013,,1542920.2020202
Egypt,EGY,2014,,1126176.76767677
Egypt,EGY,2015,,1871145.45454545
Egypt,EGY,2016,,2525803.0303030303
Egypt,EGY,2017,,2449349.35419771
Egypt,EGY,1965,,0
Egypt,EGY,1966,,0
Egypt,EGY,1967,,0
Egypt,EGY,1968,,0
Egypt,EGY,1969,,0
Egypt,EGY,1970,,0
Egypt,EGY,1971,,0
Egypt,EGY,1972,,0
Egypt,EGY,1973,,0
Egypt,EGY,1974,,0
Egypt,EGY,1975,,0
Egypt,EGY,1976,,0
Egypt,EGY,1977,,0
Egypt,EGY,1978,,0
Egypt,EGY,1979,,0
Egypt,EGY,1980,,0
Egypt,EGY,1981,,0
Egypt,EGY,1982,,0
Egypt,EGY,2018,,2438966.81131469
Estonia,EST,1985,,0
Estonia,EST,1986,,0
Estonia,EST,1987,,0
Estonia,EST,1988,,0
Estonia,EST,1989,,0
Estonia,EST,1990,,0
Estonia,EST,1991,,0
Estonia,EST,1992,,0
Estonia,EST,1993,,0
Estonia,EST,1994,,0
Estonia,EST,1995,,0
Estonia,EST,1996,,0
Estonia,EST,1997,,0
Estonia,EST,1998,,0
Estonia,EST,1999,,0
Estonia,EST,2000,,0
Estonia,EST,2001,,0
Estonia,EST,2002,,1400
Estonia,EST,2003,,6100
Estonia,EST,2004,,7600
Estonia,EST,2005,,53900
Estonia,EST,2006,,76300
Estonia,EST,2007,,91000
Estonia,EST,2008,,133000
Estonia,EST,2009,,195000
Estonia,EST,2010,,277000
Estonia,EST,2011,,368000
Estonia,EST,2012,,434000
Estonia,EST,2013,,529000
Estonia,EST,2014,,604000
Estonia,EST,2015,,715100
Estonia,EST,2016,,594000
Estonia,EST,2017,,723000
Estonia,EST,2018,,633888.557078865
Europe (other),,1983,,0
Europe (other),,1984,,0
Europe (other),,1985,,0
Europe (other),,1986,,0
Europe (other),,1987,,0
Europe (other),,1988,,0
Europe (other),,1989,,0
Europe (other),,1990,,0
Europe (other),,1991,,0
Europe (other),,1992,,0
Europe (other),,1993,,427.272727272722
Europe (other),,1994,,611.111111111104
Europe (other),,1995,,575.7575757575711
Europe (other),,1996,,585.858585858577
Europe (other),,1997,,555.5555555555491
Europe (other),,1998,,551.515151515144
Europe (other),,1999,,567.6767676767599
Europe (other),,2000,,528.2828282828209
Europe (other),,2001,,509.090909090904
Europe (other),,2002,,558.585858585854
Europe (other),,2003,,3023.23232323229
Europe (other),,2004,,7584.84848484838
Europe (other),,2005,,11446.4646464645
Europe (other),,2006,,16139.3939393938
Europe (other),,2007,,16928.2828282826
Europe (other),,2008,,14110.1010101009
Europe (other),,2009,,16166.666666666499
Europe (other),,2010,,15731.313131313
Europe (other),,2011,,15682.8282828281
Europe (other),,2012,,11906.060606060399
Europe (other),,2013,,23875.7575757573
Europe (other),,2014,,37026.4646464642
Europe (other),,2015,,58574.626262625505
Europe (other),,2016,,89617.1512384107
Europe (other),,2017,,293734.581884417
Europe (other),,1965,,0
Europe (other),,1966,,0
Europe (other),,1967,,0
Europe (other),,1968,,0
Europe (other),,1969,,0
Europe (other),,1970,,0
Europe (other),,1971,,0
Europe (other),,1972,,0
Europe (other),,1973,,0
Europe (other),,1974,,0
Europe (other),,1975,,0
Europe (other),,1976,,0
Europe (other),,1977,,0
Europe (other),,1978,,0
Europe (other),,1979,,0
Europe (other),,1980,,0
Europe (other),,1981,,0
Europe (other),,1982,,0
Europe (other),,2018,,531134.614898358
Finland,FIN,1983,,0
Finland,FIN,1984,,0
Finland,FIN,1985,,0
Finland,FIN,1986,,0
Finland,FIN,1987,,0
Finland,FIN,1988,,0
Finland,FIN,1989,,0
Finland,FIN,1990,,0
Finland,FIN,1991,,600
Finland,FIN,1992,,2400
Finland,FIN,1993,,4400
Finland,FIN,1994,,7200
Finland,FIN,1995,,10800
Finland,FIN,1996,,11000
Finland,FIN,1997,,16600
Finland,FIN,1998,,23000
Finland,FIN,1999,,49000
Finland,FIN,2000,,76600
Finland,FIN,2001,,69600
Finland,FIN,2002,,63000
Finland,FIN,2003,,91900
Finland,FIN,2004,,120300
Finland,FIN,2005,,168300
Finland,FIN,2006,,152700
Finland,FIN,2007,,188400
Finland,FIN,2008,,260500
Finland,FIN,2009,,276600
Finland,FIN,2010,,294300
Finland,FIN,2011,,481400
Finland,FIN,2012,,494300
Finland,FIN,2013,,773700
Finland,FIN,2014,,1107200
Finland,FIN,2015,,2327400
Finland,FIN,2016,,3068000
Finland,FIN,2017,,4795200
Finland,FIN,1965,,0
Finland,FIN,1966,,0
Finland,FIN,1967,,0
Finland,FIN,1968,,0
Finland,FIN,1969,,0
Finland,FIN,1970,,0
Finland,FIN,1971,,0
Finland,FIN,1972,,0
Finland,FIN,1973,,0
Finland,FIN,1974,,0
Finland,FIN,1975,,0
Finland,FIN,1976,,0
Finland,FIN,1977,,0
Finland,FIN,1978,,0
Finland,FIN,1979,,0
Finland,FIN,1980,,0
Finland,FIN,1981,,0
Finland,FIN,1982,,0
Finland,FIN,2018,,5857000
France,FRA,1983,,0
France,FRA,1984,,0
France,FRA,1985,,0
France,FRA,1986,,0
France,FRA,1987,,0
France,FRA,1988,,0
France,FRA,1989,,0
France,FRA,1990,,271.526
France,FRA,1991,0.225247339,489.60400000000004
France,FRA,1992,,489.60400000000004
France,FRA,1993,0.218098901,2402.18
France,FRA,1994,,4704
France,FRA,1995,,4714.2
France,FRA,1996,0.191800909,7430.2
France,FRA,1997,0.177292193,11128.4
France,FRA,1998,0.161375506,19497.2
France,FRA,1999,0.15224639,36944.43
France,FRA,2000,0.144264071,48000
France,FRA,2001,0.119132534,131000
France,FRA,2002,0.124062656,265000
France,FRA,2003,0.092874346,388000
France,FRA,2004,0.10806544,595000
France,FRA,2005,0.106056067,962000
France,FRA,2006,0.107325519,2182000
France,FRA,2007,0.097186148,4070000.0000000005
France,FRA,2008,0.138921248,5694000
France,FRA,2009,0.125220517,7912000
France,FRA,2010,0.119835728,9945000
France,FRA,2011,0.102131424,12052000
France,FRA,2012,0.091921686,14913000
France,FRA,2013,0.085829788,16033000.000000002
France,FRA,2014,0.073095123,17249000
France,FRA,2015,0.071982548,21249000
France,FRA,2016,0.069795842,21400000
France,FRA,2017,,24317163.4830572
France,FRA,1965,,0
France,FRA,1966,,0
France,FRA,1967,,0
France,FRA,1968,,0
France,FRA,1969,,0
France,FRA,1970,,0
France,FRA,1971,,0
France,FRA,1972,,0
France,FRA,1973,,0
France,FRA,1974,,0
France,FRA,1975,,0
France,FRA,1976,,0
France,FRA,1977,,0
France,FRA,1978,,0
France,FRA,1979,,0
France,FRA,1980,,0
France,FRA,1981,,0
France,FRA,1982,,0
France,FRA,2018,,28167381.0345413
Germany,DEU,1983,,0
Germany,DEU,1984,,0
Germany,DEU,1985,,0
Germany,DEU,1986,,1000
Germany,DEU,1987,0.280658694,2000
Germany,DEU,1988,,8000
Germany,DEU,1989,,26000
Germany,DEU,1990,0.238452286,71000
Germany,DEU,1991,0.225247339,100000
Germany,DEU,1992,0.224260156,275000
Germany,DEU,1993,0.218098901,600000
Germany,DEU,1994,0.161595427,909000
Germany,DEU,1995,0.189531684,1500000
Germany,DEU,1996,0.171975065,2032000
Germany,DEU,1997,0.170379009,2966000
Germany,DEU,1998,0.160650666,4489000
Germany,DEU,1999,0.156507193,5528000
Germany,DEU,2000,0.155402436,9513000
Germany,DEU,2001,0.163258484,10509000
Germany,DEU,2002,0.127101617,15786000
Germany,DEU,2003,0.116426621,18713000
Germany,DEU,2004,0.115866878,25509000
Germany,DEU,2005,0.120111599,27229000
Germany,DEU,2006,0.123019049,30710000
Germany,DEU,2007,0.113776348,39713000
Germany,DEU,2008,0.126598267,40574000
Germany,DEU,2009,0.110815459,38648000
Germany,DEU,2010,0.112246792,38547000
Germany,DEU,2011,0.102015627,49857000
Germany,DEU,2012,0.092608256,51680000
Germany,DEU,2013,0.091159693,52737000
Germany,DEU,2014,0.085809608,58497000
Germany,DEU,2015,0.081223484,80624000
Germany,DEU,2016,0.077874096,79924000
Germany,DEU,2017,,105693000
Germany,DEU,1965,,0
Germany,DEU,1966,,0
Germany,DEU,1967,,0
Germany,DEU,1968,,0
Germany,DEU,1969,,0
Germany,DEU,1970,,0
Germany,DEU,1971,,0
Germany,DEU,1972,,0
Germany,DEU,1973,,0
Germany,DEU,1974,,0
Germany,DEU,1975,,0
Germany,DEU,1976,,0
Germany,DEU,1977,,0
Germany,DEU,1978,,0
Germany,DEU,1979,,0
Germany,DEU,1980,,0
Germany,DEU,1981,,0
Germany,DEU,1982,,0
Germany,DEU,2018,,111590000
Greece,GRC,1983,,0
Greece,GRC,1984,,0
Greece,GRC,1985,,0
Greece,GRC,1986,,0
Greece,GRC,1987,,1000
Greece,GRC,1988,,1000
Greece,GRC,1989,,1000
Greece,GRC,1990,,2000
Greece,GRC,1991,,2000
Greece,GRC,1992,,8000
Greece,GRC,1993,,47000
Greece,GRC,1994,,37000
Greece,GRC,1995,,34000
Greece,GRC,1996,,36000
Greece,GRC,1997,,37000
Greece,GRC,1998,,73000
Greece,GRC,1999,,162000
Greece,GRC,2000,,451000
Greece,GRC,2001,,756000
Greece,GRC,2002,,651000
Greece,GRC,2003,,1020999.9999999999
Greece,GRC,2004,,1121000
Greece,GRC,2005,,1266000
Greece,GRC,2006,,1699000
Greece,GRC,2007,,1818000
Greece,GRC,2008,,2242000
Greece,GRC,2009,,2543000
Greece,GRC,2010,,2714000
Greece,GRC,2011,,3315000
Greece,GRC,2012,,3850000
Greece,GRC,2013,,4139000.0000000005
Greece,GRC,2014,,3689000
Greece,GRC,2015,,4621000
Greece,GRC,2016,,5146000
Greece,GRC,2017,,5536987
Greece,GRC,1965,,0
Greece,GRC,1966,,0
Greece,GRC,1967,,0
Greece,GRC,1968,,0
Greece,GRC,1969,,0
Greece,GRC,1970,,0
Greece,GRC,1971,,0
Greece,GRC,1972,,0
Greece,GRC,1973,,0
Greece,GRC,1974,,0
Greece,GRC,1975,,0
Greece,GRC,1976,,0
Greece,GRC,1977,,0
Greece,GRC,1978,,0
Greece,GRC,1979,,0
Greece,GRC,1980,,0
Greece,GRC,1981,,0
Greece,GRC,1982,,0
Greece,GRC,2018,,6300269.1028122
Hong Kong,HKG,1983,,0
Hong Kong,HKG,1984,,0
Hong Kong,HKG,1985,,0
Hong Kong,HKG,1986,,0
Hong Kong,HKG,1987,,0
Hong Kong,HKG,1988,,0
Hong Kong,HKG,1989,,0
Hong Kong,HKG,1990,,0
Hong Kong,HKG,1991,,0
Hong Kong,HKG,1992,,0
Hong Kong,HKG,1993,,0
Hong Kong,HKG,1994,,0
Hong Kong,HKG,1995,,0
Hong Kong,HKG,1996,,0
Hong Kong,HKG,1997,,0
Hong Kong,HKG,1998,,0
Hong Kong,HKG,1999,,0
Hong Kong,HKG,2000,,0
Hong Kong,HKG,2001,,0
Hong Kong,HKG,2002,,0
Hong Kong,HKG,2003,,0
Hong Kong,HKG,2004,,0
Hong Kong,HKG,2005,,0
Hong Kong,HKG,2006,,694
Hong Kong,HKG,2007,,865
Hong Kong,HKG,2008,,807
Hong Kong,HKG,2009,,1099
Hong Kong,HKG,2010,,1041
Hong Kong,HKG,2011,,868
Hong Kong,HKG,2012,,1053
Hong Kong,HKG,2013,,836
Hong Kong,HKG,2014,,900
Hong Kong,HKG,2015,,811
Hong Kong,HKG,2016,,492.00000000000006
Hong Kong,HKG,2017,,825
Hong Kong,HKG,1965,,0
Hong Kong,HKG,1966,,0
Hong Kong,HKG,1967,,0
Hong Kong,HKG,1968,,0
Hong Kong,HKG,1969,,0
Hong Kong,HKG,1970,,0
Hong Kong,HKG,1971,,0
Hong Kong,HKG,1972,,0
Hong Kong,HKG,1973,,0
Hong Kong,HKG,1974,,0
Hong Kong,HKG,1975,,0
Hong Kong,HKG,1976,,0
Hong Kong,HKG,1977,,0
Hong Kong,HKG,1978,,0
Hong Kong,HKG,1979,,0
Hong Kong,HKG,1980,,0
Hong Kong,HKG,1981,,0
Hong Kong,HKG,1982,,0
Hong Kong,HKG,2018,,825
Hungary,HUN,1983,,0
Hungary,HUN,1984,,0
Hungary,HUN,1985,,0
Hungary,HUN,1986,,0
Hungary,HUN,1987,,0
Hungary,HUN,1988,,0
Hungary,HUN,1989,,0
Hungary,HUN,1990,,0
Hungary,HUN,1991,,0
Hungary,HUN,1992,,0
Hungary,HUN,1993,,0
Hungary,HUN,1994,,0
Hungary,HUN,1995,,0
Hungary,HUN,1996,,0
Hungary,HUN,1997,,0
Hungary,HUN,1998,,0
Hungary,HUN,1999,,0
Hungary,HUN,2000,,0
Hungary,HUN,2001,,1000
Hungary,HUN,2002,,1000
Hungary,HUN,2003,,4000
Hungary,HUN,2004,,6000
Hungary,HUN,2005,,10000
Hungary,HUN,2006,,43000
Hungary,HUN,2007,,110000
Hungary,HUN,2008,,205000
Hungary,HUN,2009,,331000
Hungary,HUN,2010,,527000
Hungary,HUN,2011,,626000
Hungary,HUN,2012,,771181
Hungary,HUN,2013,,717905
Hungary,HUN,2014,,656540
Hungary,HUN,2015,,693000
Hungary,HUN,2016,,684000
Hungary,HUN,2017,,758000
Hungary,HUN,1965,,0
Hungary,HUN,1966,,0
Hungary,HUN,1967,,0
Hungary,HUN,1968,,0
Hungary,HUN,1969,,0
Hungary,HUN,1970,,0
Hungary,HUN,1971,,0
Hungary,HUN,1972,,0
Hungary,HUN,1973,,0
Hungary,HUN,1974,,0
Hungary,HUN,1975,,0
Hungary,HUN,1976,,0
Hungary,HUN,1977,,0
Hungary,HUN,1978,,0
Hungary,HUN,1979,,0
Hungary,HUN,1980,,0
Hungary,HUN,1981,,0
Hungary,HUN,1982,,0
Hungary,HUN,2018,,608000
Iceland,ISL,1983,,0
Iceland,ISL,1984,,0
Iceland,ISL,1985,,0
Iceland,ISL,1986,,0
Iceland,ISL,1987,,0
Iceland,ISL,1988,,0
Iceland,ISL,1989,,0
Iceland,ISL,1990,,0
Iceland,ISL,1991,,0
Iceland,ISL,1992,,0
Iceland,ISL,1993,,0
Iceland,ISL,1994,,0
Iceland,ISL,1995,,0
Iceland,ISL,1996,,0
Iceland,ISL,1997,,0
Iceland,ISL,1998,,0
Iceland,ISL,1999,,0
Iceland,ISL,2000,,0
Iceland,ISL,2001,,0
Iceland,ISL,2002,,0
Iceland,ISL,2003,,0
Iceland,ISL,2004,,0
Iceland,ISL,2005,,0
Iceland,ISL,2006,,0
Iceland,ISL,2007,,0
Iceland,ISL,2008,,0
Iceland,ISL,2009,,0
Iceland,ISL,2010,,0
Iceland,ISL,2011,,7.936
Iceland,ISL,2012,,0
Iceland,ISL,2013,,5484.7480000000005
Iceland,ISL,2014,,8385.545
Iceland,ISL,2015,,10894.204
Iceland,ISL,2016,,9209.778
Iceland,ISL,2017,,8126.883999999999
Iceland,ISL,1965,,0
Iceland,ISL,1966,,0
Iceland,ISL,1967,,0
Iceland,ISL,1968,,0
Iceland,ISL,1969,,0
Iceland,ISL,1970,,0
Iceland,ISL,1971,,0
Iceland,ISL,1972,,0
Iceland,ISL,1973,,0
Iceland,ISL,1974,,0
Iceland,ISL,1975,,0
Iceland,ISL,1976,,0
Iceland,ISL,1977,,0
Iceland,ISL,1978,,0
Iceland,ISL,1979,,0
Iceland,ISL,1980,,0
Iceland,ISL,1981,,0
Iceland,ISL,1982,,0
Iceland,ISL,2018,,4365.698804692541
India,IND,1983,,0
India,IND,1984,,0
India,IND,1985,,0
India,IND,1986,,0
India,IND,1987,,0
India,IND,1988,,0
India,IND,1989,,0
India,IND,1990,0.284594279,30303.0303030299
India,IND,1991,0.325186411,112910
India,IND,1992,0.277166897,88470
India,IND,1993,0.277166897,94770
India,IND,1994,0.277166897,191280
India,IND,1995,0.258689104,496470
India,IND,1996,0.249450208,878380
India,IND,1997,0.228200746,988000
India,IND,1998,0.215591488,1079000
India,IND,1999,0.206967828,1446000
India,IND,2000,0.183480687,1582000
India,IND,2001,0.175110759,2085000
India,IND,2002,0.160146113,2085000
India,IND,2003,0.150612499,2604480
India,IND,2004,0.107104884,5225430
India,IND,2005,0.110208641,5991000
India,IND,2006,0.124837738,9337300
India,IND,2007,0.102202055,11682800
India,IND,2008,0.099669448,14378200
India,IND,2009,0.086888081,16271000
India,IND,2010,0.080415416,19456400
India,IND,2011,0.077720746,23952300
India,IND,2012,0.086792644,27432600
India,IND,2013,0.084214094,30007400
India,IND,2014,0.086078817,33454900.000000004
India,IND,2015,0.073671933,32741380
India,IND,2016,0.065305432,43452830
India,IND,2017,,52624950
India,IND,1965,,0
India,IND,1966,,0
India,IND,1967,,0
India,IND,1968,,0
India,IND,1969,,0
India,IND,1970,,0
India,IND,1971,,0
India,IND,1972,,0
India,IND,1973,,0
India,IND,1974,,0
India,IND,1975,,0
India,IND,1976,,0
India,IND,1977,,0
India,IND,1978,,0
India,IND,1979,,0
India,IND,1980,,0
India,IND,1981,,0
India,IND,1982,,0
India,IND,2018,,60311160
Indonesia,IDN,1983,,0
Indonesia,IDN,1984,,0
Indonesia,IDN,1985,,0
Indonesia,IDN,1986,,0
Indonesia,IDN,1987,,0
Indonesia,IDN,1988,,0
Indonesia,IDN,1989,,0
Indonesia,IDN,1990,,0
Indonesia,IDN,1991,,0
Indonesia,IDN,1992,,0
Indonesia,IDN,1993,,0
Indonesia,IDN,1994,,0
Indonesia,IDN,1995,,0
Indonesia,IDN,1996,,0
Indonesia,IDN,1997,,0
Indonesia,IDN,1998,,0
Indonesia,IDN,1999,,0
Indonesia,IDN,2000,,0
Indonesia,IDN,2001,,0
Indonesia,IDN,2002,,0
Indonesia,IDN,2003,,0
Indonesia,IDN,2004,,0
Indonesia,IDN,2005,,0
Indonesia,IDN,2006,,0
Indonesia,IDN,2007,,20
Indonesia,IDN,2008,,300
Indonesia,IDN,2009,,3700
Indonesia,IDN,2010,,3630
Indonesia,IDN,2011,,4700
Indonesia,IDN,2012,,4600
Indonesia,IDN,2013,,100
Indonesia,IDN,2014,,0
Indonesia,IDN,2015,,3700
Indonesia,IDN,2016,,5700
Indonesia,IDN,2017,,0
Indonesia,IDN,1965,,0
Indonesia,IDN,1966,,0
Indonesia,IDN,1967,,0
Indonesia,IDN,1968,,0
Indonesia,IDN,1969,,0
Indonesia,IDN,1970,,0
Indonesia,IDN,1971,,0
Indonesia,IDN,1972,,0
Indonesia,IDN,1973,,0
Indonesia,IDN,1974,,0
Indonesia,IDN,1975,,0
Indonesia,IDN,1976,,0
Indonesia,IDN,1977,,0
Indonesia,IDN,1978,,0
Indonesia,IDN,1979,,0
Indonesia,IDN,1980,,0
Indonesia,IDN,1981,,0
Indonesia,IDN,1982,,0
Indonesia,IDN,2018,,198000
Iran,IRN,1983,,0
Iran,IRN,1984,,0
Iran,IRN,1985,,0
Iran,IRN,1986,,0
Iran,IRN,1987,,0
Iran,IRN,1988,,0
Iran,IRN,1989,,0
Iran,IRN,1990,,0
Iran,IRN,1991,,0
Iran,IRN,1992,,0
Iran,IRN,1993,,0
Iran,IRN,1994,,0
Iran,IRN,1995,,0
Iran,IRN,1996,,0
Iran,IRN,1997,,0
Iran,IRN,1998,,0
Iran,IRN,1999,,35000
Iran,IRN,2000,,36500
Iran,IRN,2001,,33700
Iran,IRN,2002,,30300
Iran,IRN,2003,,27600
Iran,IRN,2004,,46300
Iran,IRN,2005,,70900
Iran,IRN,2006,,125300
Iran,IRN,2007,,140900
Iran,IRN,2008,,195800
Iran,IRN,2009,,226200
Iran,IRN,2010,,208900
Iran,IRN,2011,,213500
Iran,IRN,2012,,204300
Iran,IRN,2013,,211300
Iran,IRN,2014,,197700
Iran,IRN,2015,,242200
