Entity,Code,Year,Government expenditure on primary education as % of GDP (%) (%)
Kuwait,KWT,2003,1.21657001972198
Kuwait,KWT,2004,1.04156005382538
Kuwait,KWT,2005,0.939660012722015
Kuwait,KWT,2006,0.767610013484955
Kuwait,KWT,2008,0.852540016174316
Kuwait,KWT,2011,1.30300998687744
Laos,LAO,2002,1.27230000495911
Laos,LAO,2005,1.50959002971649
Latvia,LVA,1998,1.08965003490448
Latvia,LVA,1999,1.11658000946045
Latvia,LVA,2000,1.1054300069809
Latvia,LVA,2001,1.04938995838165
Latvia,LVA,2002,1.05153000354767
Latvia,LVA,2003,0.870880007743835
Latvia,LVA,2004,0.791480004787445
Latvia,LVA,2006,1.19685995578766
Latvia,LVA,2007,1.15792000293732
Latvia,LVA,2008,1.44392001628876
Latvia,LVA,2009,1.57263994216919
Latvia,LVA,2010,1.44885003566742
Latvia,LVA,2011,1.36792004108429
Latvia,LVA,2012,1.3090900182724
Latvia,LVA,2013,1.47540998458862
Lesotho,LSO,1999,7.03060007095337
Lesotho,LSO,2000,5.58945989608765
Lesotho,LSO,2001,5.73466014862061
Lesotho,LSO,2005,6.36545991897583
Lesotho,LSO,2006,5.56036996841431
Lesotho,LSO,2008,4.67277002334595
Liberia,LBR,2007,1.03222000598907
Liberia,LBR,2012,0.847180008888245
Liechtenstein,LIE,2003,0.720009982585907
Liechtenstein,LIE,2004,0.705709993839264
Liechtenstein,LIE,2006,0.637329995632172
Liechtenstein,LIE,2007,0.587270021438599
Liechtenstein,LIE,2008,0.636330008506775
Liechtenstein,LIE,2010,1.20111000537872
Liechtenstein,LIE,2011,0.987150013446808
Lithuania,LTU,2003,0.755729973316193
Lithuania,LTU,2004,0.739910006523132
Lithuania,LTU,2005,0.726939976215363
Lithuania,LTU,2006,0.725239992141724
Lithuania,LTU,2007,0.663020014762878
Lithuania,LTU,2008,0.721069991588593
Lithuania,LTU,2009,0.723370015621185
Lithuania,LTU,2010,0.885670006275177
Lithuania,LTU,2011,0.780589997768402
Lithuania,LTU,2012,0.727959990501404
Luxembourg,LUX,2008,1.13002002239227
Luxembourg,LUX,2009,1.40584003925323
Luxembourg,LUX,2010,1.71164000034332
Luxembourg,LUX,2011,1.69965994358063
Macao,MAC,1998,1.06562995910645
Macao,MAC,2000,0.912760019302368
Macao,MAC,2002,0.658990025520325
Macao,MAC,2003,0.717209994792938
Madagascar,MDG,1998,0.753289997577667
Madagascar,MDG,2005,2.20525002479553
Madagascar,MDG,2006,1.92534005641937
Madagascar,MDG,2007,1.84330999851227
Madagascar,MDG,2008,1.55915999412537
Madagascar,MDG,2009,1.66127002239227
Madagascar,MDG,2011,1.30894994735718
Madagascar,MDG,2012,1.29373002052307
Malawi,MWI,1999,3.25946998596191
Malawi,MWI,2000,2.77150011062622
Malawi,MWI,2001,2.03920006752014
Malawi,MWI,2003,2.31650996208191
Malawi,MWI,2010,1.51428997516632
Malawi,MWI,2011,1.8544499874115
Malawi,MWI,2013,2.82863998413086
Malawi,MWI,2014,3.40307998657227
Malaysia,MYS,2000,1.62235999107361
Malaysia,MYS,2001,2.08054995536804
Malaysia,MYS,2002,2.38826990127563
Malaysia,MYS,2003,2.19659996032715
Malaysia,MYS,2004,1.75179994106293
Malaysia,MYS,2006,1.242879986763
Malaysia,MYS,2007,1.30411005020142
Malaysia,MYS,2008,1.54639005661011
Malaysia,MYS,2009,1.65342998504639
Malaysia,MYS,2010,1.41953003406525
Malaysia,MYS,2011,1.68689000606537
Malaysia,MYS,2013,1.84636998176575
Maldives,MDV,2003,2.9059100151062
Maldives,MDV,2004,2.57487988471985
Maldives,MDV,2005,2.82121992111206
Maldives,MDV,2006,2.49785995483398
Maldives,MDV,2008,2.41445994377136
Mali,MLI,1998,1.18464994430542
Mali,MLI,1999,1.1679699420929
Mali,MLI,2008,1.48953998088837
Mali,MLI,2009,1.93517005443573
Mali,MLI,2010,0.974449992179871
Mali,MLI,2011,1.76031005382538
Mali,MLI,2012,1.60415995121002
Mali,MLI,2013,1.56800997257233
Mali,MLI,2014,1.87776005268097
Malta,MLT,1998,1.03873002529144
Malta,MLT,2002,1.07885003089905
Malta,MLT,2004,1.01102995872498
Malta,MLT,2007,1.37496995925903
Malta,MLT,2008,1.35133004188538
Malta,MLT,2009,1.19669997692108
Malta,MLT,2010,1.49612998962402
Malta,MLT,2011,1.177649974823
Malta,MLT,2012,1.53626000881195
Marshall Islands,MHL,2002,3.9422299861908
Mauritania,MRT,1999,1.32561004161835
Mauritania,MRT,2005,1.22767996788025
Mauritania,MRT,2008,1.51456999778748
Mauritania,MRT,2010,1.71370005607605
Mauritania,MRT,2011,1.38731002807617
Mauritania,MRT,2012,1.41653001308441
Mauritania,MRT,2013,1.41530001163483
Mauritius,MUS,2001,1.05154001712799
Mauritius,MUS,2002,0.950309991836548
Mauritius,MUS,2003,1.40823996067047
Mauritius,MUS,2004,1.33884000778198
Mauritius,MUS,2005,1.14136004447937
Mauritius,MUS,2006,1.00206005573273
Mauritius,MUS,2008,0.909720003604889
Mauritius,MUS,2009,0.83542001247406
Mauritius,MUS,2010,0.985660016536713
Mauritius,MUS,2011,0.924459993839264
Mauritius,MUS,2012,0.920469999313354
Mauritius,MUS,2013,1.00976002216339
Mauritius,MUS,2014,1.13057005405426
Mexico,MEX,1998,1.2493599653244
Mexico,MEX,1999,1.47768998146057
Mexico,MEX,2000,1.66814994812012
Mexico,MEX,2001,1.75233995914459
Mexico,MEX,2002,1.81665003299713
Mexico,MEX,2003,2.03751993179321
Mexico,MEX,2004,1.92021000385284
Mexico,MEX,2005,1.91797995567322
Mexico,MEX,2006,1.84365999698639
Mexico,MEX,2007,1.81052005290985
Mexico,MEX,2008,1.80765998363495
Mexico,MEX,2009,1.89294004440308
Mexico,MEX,2010,1.87040996551514
Mexico,MEX,2011,1.82987999916077
Moldova,MDA,2007,1.41907000541687
Moldova,MDA,2008,1.42973005771637
Moldova,MDA,2009,1.70088005065918
Moldova,MDA,2010,1.6418399810791
Moldova,MDA,2011,1.61479997634888
Moldova,MDA,2012,1.52513003349304
Moldova,MDA,2014,1.69863998889923
Monaco,MCO,1998,0.203639999032021
Monaco,MCO,1999,0.206000000238419
Monaco,MCO,2000,0.197760000824928
Monaco,MCO,2004,0.191449999809265
Monaco,MCO,2009,0.200000002980232
Monaco,MCO,2010,0.201350003480911
Monaco,MCO,2011,0.189160004258156
Monaco,MCO,2012,0.182549998164177
Monaco,MCO,2013,0.175060003995895
Monaco,MCO,2014,0.163450002670288
Mongolia,MNG,2004,1.0843700170517
Mongolia,MNG,2007,1.25292003154755
Mongolia,MNG,2009,1.40861999988556
Mongolia,MNG,2010,1.24934995174408
Mongolia,MNG,2011,1.50880002975464
Morocco,MAR,1998,2.16383004188538
Morocco,MAR,1999,2.09680008888245
Morocco,MAR,2000,2.2836000919342
Morocco,MAR,2001,2.19825005531311
Morocco,MAR,2002,2.30684995651245
Morocco,MAR,2003,2.25655007362366
Morocco,MAR,2004,2.22827005386353
Morocco,MAR,2005,2.65430998802185
Morocco,MAR,2006,2.19882011413574
Morocco,MAR,2007,1.72973001003265
Morocco,MAR,2008,1.89822995662689
Morocco,MAR,2009,1.98459994792938
Morocco,MAR,2010,2.14938998222351
Morocco,MAR,2011,2.16880989074707
Morocco,MAR,2012,2.25206995010376
Morocco,MAR,2013,2.28245997428894
Mozambique,MOZ,2006,2.46437001228333
Mozambique,MOZ,2012,3.15495991706848
Mozambique,MOZ,2013,3.19123005867004
Namibia,NAM,1999,4.21982002258301
Namibia,NAM,2000,4.11007976531982
Namibia,NAM,2001,4.06388998031616
Namibia,NAM,2002,4.06054019927979
Namibia,NAM,2003,3.86066007614136
Namibia,NAM,2005,2.7383599281311
Namibia,NAM,2006,3.67532992362976
Namibia,NAM,2008,3.08643007278442
Namibia,NAM,2010,3.34095001220703
Nepal,NPL,1998,1.48125004768372
Nepal,NPL,1999,1.39724004268646
Nepal,NPL,2000,1.63721001148224
Nepal,NPL,2001,2.05302000045776
Nepal,NPL,2002,1.8668999671936
Nepal,NPL,2003,1.75871002674103
Nepal,NPL,2008,2.37363004684448
Nepal,NPL,2009,2.93696999549866
Nepal,NPL,2014,2.38476991653442
Netherlands,NLD,1998,1.14313995838165
Netherlands,NLD,1999,1.13186001777649
Netherlands,NLD,2000,1.15664005279541
Netherlands,NLD,2001,1.23176002502441
Netherlands,NLD,2002,1.31807005405426
Netherlands,NLD,2003,1.39724004268646
Netherlands,NLD,2004,1.3460099697113
Netherlands,NLD,2005,1.33700001239777
Netherlands,NLD,2006,1.28067004680634
Netherlands,NLD,2007,1.22531998157501
Netherlands,NLD,2008,1.2505099773407
Netherlands,NLD,2009,1.3665599822998
Netherlands,NLD,2010,1.35063004493713
Netherlands,NLD,2011,1.30940997600555
Netherlands,NLD,2012,1.30155003070831
Netherlands,NLD,2013,1.316890001297
New Zealand,NZL,1999,1.85195994377136
New Zealand,NZL,2000,1.83850002288818
New Zealand,NZL,2001,1.82030999660492
New Zealand,NZL,2002,1.69564998149872
New Zealand,NZL,2003,1.64278995990753
New Zealand,NZL,2004,1.64420998096466
New Zealand,NZL,2005,1.61368000507355
New Zealand,NZL,2006,1.44989001750946
New Zealand,NZL,2007,1.42115998268127
New Zealand,NZL,2008,1.23679995536804
New Zealand,NZL,2009,1.43693995475769
New Zealand,NZL,2010,1.72303998470306
New Zealand,NZL,2011,1.68727004528046
New Zealand,NZL,2012,1.88919997215271
New Zealand,NZL,2014,1.48176002502441
Nicaragua,NIC,2004,1.19795000553131
Nicaragua,NIC,2005,1.33025002479553
Nicaragua,NIC,2006,1.34238004684448
Nicaragua,NIC,2010,1.78878998756409
Niger,NER,2003,1.74466001987457
Niger,NER,2006,2.31666994094849
Niger,NER,2007,2.81849002838135
Niger,NER,2008,2.53994989395142
Niger,NER,2009,2.86999988555908
Niger,NER,2010,2.27654004096985
Niger,NER,2011,2.37126994132996
Niger,NER,2012,2.24785995483398
Niger,NER,2013,2.6143798828125
Niger,NER,2014,3.53715991973877
Norway,NOR,1998,1.9386500120163
Norway,NOR,2002,1.89523005485535
Norway,NOR,2003,1.97596001625061
Norway,NOR,2004,1.84387004375458
Norway,NOR,2005,1.71881997585297
Norway,NOR,2006,1.63726997375488
Norway,NOR,2007,1.63398003578186
Norway,NOR,2008,1.58557999134064
Norway,NOR,2009,1.84990000724792
Norway,NOR,2010,1.79997003078461
Norway,NOR,2011,1.67574000358582
Norway,NOR,2012,1.62416005134583
Oman,OMN,1998,1.60698997974396
Oman,OMN,1999,1.49893999099731
Oman,OMN,2001,1.52521002292633
Oman,OMN,2002,2.02437996864319
Oman,OMN,2004,1.93268001079559
Oman,OMN,2005,1.77744996547699
Oman,OMN,2009,1.38002002239227
Oman,OMN,2010,1.1465300321579
Oman,OMN,2011,1.42044997215271
Pakistan,PAK,2013,0.814920008182526
Pakistan,PAK,2014,0.86667001247406
Palau,PLW,2001,3.37537002563477
Panama,PAN,1999,1.85790002346039
Panama,PAN,2000,1.89592003822327
Panama,PAN,2001,1.45229995250702
Panama,PAN,2002,1.4242000579834
Panama,PAN,2004,1.30797004699707
Panama,PAN,2007,1.55236995220184
Panama,PAN,2011,0.773000001907349
Paraguay,PRY,2000,2.12097001075745
Paraguay,PRY,2001,2.00902009010315
Paraguay,PRY,2002,1.81746995449066
Paraguay,PRY,2003,1.83417999744415
Paraguay,PRY,2004,1.60291004180908
Paraguay,PRY,2007,1.39052999019623
Paraguay,PRY,2010,1.4507999420166
Paraguay,PRY,2011,1.50197005271912
Paraguay,PRY,2012,1.89856994152069
Peru,PER,1998,1.34414005279541
Peru,PER,1999,1.44743001461029
Peru,PER,2000,1.37150001525879
Peru,PER,2001,1.19359004497528
Peru,PER,2002,1.0519700050354
Peru,PER,2003,1.05087995529175
Peru,PER,2004,1.10215997695923
Peru,PER,2005,1.02550005912781
Peru,PER,2006,1.0824099779129
Peru,PER,2007,1.07507002353668
Peru,PER,2008,1.15102994441986
Peru,PER,2009,1.26400005817413
Peru,PER,2010,1.13498997688293
Peru,PER,2011,1.04128003120422
Peru,PER,2012,1.06967997550964
Peru,PER,2013,1.30392003059387
Peru,PER,2014,1.40899002552032
Philippines,PHL,2000,1.97558999061584
Philippines,PHL,2001,1.82949995994568
Philippines,PHL,2002,1.72386002540588
Philippines,PHL,2003,1.79841995239258
Philippines,PHL,2004,1.39499998092651
Philippines,PHL,2005,1.26153004169464
Philippines,PHL,2007,1.30987000465393
Philippines,PHL,2008,1.3636200428009
Philippines,PHL,2009,1.45845997333527
Poland,POL,2002,1.81968998908997
Poland,POL,2003,1.77977001667023
Poland,POL,2004,1.69851005077362
Poland,POL,2005,1.68931996822357
Poland,POL,2006,1.70080995559692
Poland,POL,2007,1.57292997837067
Poland,POL,2008,1.57564997673035
Poland,POL,2009,1.56054997444153
Poland,POL,2010,1.57316994667053
Poland,POL,2011,1.48054003715515
Poland,POL,2012,1.46668994426727
Portugal,PRT,1999,1.49004995822906
Portugal,PRT,2000,1.545529961586
Portugal,PRT,2001,1.61695003509521
Portugal,PRT,2002,1.62791001796722
Portugal,PRT,2003,1.60348999500275
Portugal,PRT,2004,1.5760600566864
Portugal,PRT,2005,1.55367994308472
Portugal,PRT,2006,1.48082995414734
Portugal,PRT,2007,1.37323999404907
Portugal,PRT,2008,1.35520994663239
Portugal,PRT,2009,1.50261998176575
Portugal,PRT,2010,1.45722997188568
Portugal,PRT,2011,1.41756999492645
Puerto Rico,PRI,2013,1.38118004798889
Qatar,QAT,2009,0.602029979228973
Romania,ROU,2003,0.544390022754669
Romania,ROU,2004,0.455049991607666
Romania,ROU,2005,0.475980013608933
Romania,ROU,2007,0.840219974517822
Romania,ROU,2009,0.766680002212524
Romania,ROU,2010,0.567470014095306
Romania,ROU,2011,0.478460013866425
Romania,ROU,2012,0.467839986085892
Romania,ROU,2013,0.501280009746552
Rwanda,RWA,2000,1.97293996810913
Rwanda,RWA,2005,1.77057003974915
Rwanda,RWA,2007,1.98784995079041
Rwanda,RWA,2008,1.7244199514389
Rwanda,RWA,2010,1.81852996349335
Rwanda,RWA,2011,1.50038003921509
Rwanda,RWA,2012,1.72219002246857
Rwanda,RWA,2013,1.51392996311188
Saint Kitts and Nevis,KNA,1998,2.0809600353241
Saint Lucia,LCA,1999,4.42996978759766
Saint Lucia,LCA,2003,2.034019947052
Saint Lucia,LCA,2004,1.94289004802704
Saint Lucia,LCA,2009,1.57968997955322
Saint Lucia,LCA,2010,1.73892998695374
Saint Lucia,LCA,2011,1.8062299489975
Saint Lucia,LCA,2012,1.61124002933502
Saint Lucia,LCA,2013,1.7520500421524
Saint Lucia,LCA,2014,1.72092998027802
Saint Vincent and the Grenadines,VCT,1998,2.56186008453369
Saint Vincent and the Grenadines,VCT,2000,3.84945011138916
Saint Vincent and the Grenadines,VCT,2003,3.3886399269104
Saint Vincent and the Grenadines,VCT,2005,2.60167002677917
Saint Vincent and the Grenadines,VCT,2007,3.09416007995605
Saint Vincent and the Grenadines,VCT,2009,2.38399004936218
Saint Vincent and the Grenadines,VCT,2010,2.10440993309021
Saint Vincent and the Grenadines,VCT,2011,2.16194009780884
Saint Vincent and the Grenadines,VCT,2013,2.18025994300842
Saint Vincent and the Grenadines,VCT,2014,2.24537992477417
Samoa,WSM,1999,1.2873899936676
Samoa,WSM,2000,1.13243997097015
Samoa,WSM,2001,1.38660001754761
Samoa,WSM,2002,1.75882995128632
San Marino,SMR,2010,0.731959998607636
San Marino,SMR,2011,0.794290006160736
Sao Tome and Principe,STP,2012,3.10609006881714
Sao Tome and Principe,STP,2013,3.13758993148804
Sao Tome and Principe,STP,2014,2.16399002075195
Saudi Arabia,SAU,2007,2.22570991516113
Senegal,SEN,1998,1.27643001079559
Senegal,SEN,2005,2.14773011207581
Senegal,SEN,2006,2.16184997558594
Senegal,SEN,2008,2.26799988746643
Senegal,SEN,2009,2.40823006629944
Senegal,SEN,2010,2.22026991844177
Serbia,SRB,2007,2.17030000686646
Serbia,SRB,2008,2.22335004806519
Serbia,SRB,2009,2.23988008499146
Serbia,SRB,2010,2.10317993164063
Serbia,SRB,2011,2.03336000442505
Seychelles,SYC,1998,1.06343996524811
Seychelles,SYC,2002,1.66249001026154
Seychelles,SYC,2003,1.76409995555878
Seychelles,SYC,2011,0.864109992980957
Sierra Leone,SLE,2007,1.33150005340576
Sierra Leone,SLE,2008,1.21063995361328
Sierra Leone,SLE,2009,1.35824000835419
Sierra Leone,SLE,2010,1.31304001808167
Sierra Leone,SLE,2011,1.42298996448517
Sierra Leone,SLE,2012,1.44595003128052
Sierra Leone,SLE,2013,1.18248999118805
Sierra Leone,SLE,2014,1.18971002101898
Singapore,SGP,2008,0.624520003795624
Singapore,SGP,2009,0.65556001663208
Singapore,SGP,2010,0.647469997406006
Singapore,SGP,2011,0.62228000164032
Singapore,SGP,2012,0.640670001506805
Singapore,SGP,2013,0.638639986515045
Slovakia,SVK,1999,0.587589979171753
Slovakia,SVK,2000,0.605629980564117
Slovakia,SVK,2001,0.587130010128021
Slovakia,SVK,2002,0.58364999294281
Slovakia,SVK,2003,0.630490005016327
Slovakia,SVK,2004,0.550390005111694
Slovakia,SVK,2005,0.647480010986328
Slovakia,SVK,2006,0.655510008335114
Slovakia,SVK,2007,0.65310001373291
Slovakia,SVK,2008,0.635959982872009
Slovakia,SVK,2009,0.740400016307831
Slovakia,SVK,2010,0.852479994297028
Slovakia,SVK,2011,0.756609976291656
Slovakia,SVK,2012,0.736679971218109
Slovakia,SVK,2013,0.806990027427673
Slovenia,SVN,2001,1.11247003078461
Slovenia,SVN,2002,1.18289995193481
Slovenia,SVN,2003,1.2386200428009
Slovenia,SVN,2010,1.58682000637054
Slovenia,SVN,2011,1.56333994865417
Slovenia,SVN,2012,1.57263994216919
South Africa,ZAF,1999,2.64348006248474
South Africa,ZAF,2000,2.50038003921509
South Africa,ZAF,2001,2.28340005874634
South Africa,ZAF,2002,2.23663997650146
South Africa,ZAF,2003,2.02843999862671
South Africa,ZAF,2004,2.05016994476318
South Africa,ZAF,2005,2.1745400428772
South Africa,ZAF,2006,2.28803992271423
South Africa,ZAF,2007,2.10364007949829
South Africa,ZAF,2008,1.98210000991821
South Africa,ZAF,2009,2.1569299697876
South Africa,ZAF,2010,2.42961001396179
South Africa,ZAF,2011,2.41457009315491
South Africa,ZAF,2012,2.54222011566162
South Africa,ZAF,2014,2.34956002235413
South Korea,KOR,1998,1.35762000083923
South Korea,KOR,1999,1.42785000801086
South Korea,KOR,2001,1.28898000717163
South Korea,KOR,2002,1.28796994686127
South Korea,KOR,2003,1.45617997646332
South Korea,KOR,2004,1.46447002887726
South Korea,KOR,2005,1.38094997406006
South Korea,KOR,2006,1.31614995002747
South Korea,KOR,2007,1.25936996936798
South Korea,KOR,2008,1.36725997924805
South Korea,KOR,2009,1.52400004863739
South Korea,KOR,2012,1.38689005374908
South Korea,KOR,2013,1.3881299495697
South Sudan,SSD,2011,0.503709971904755
Spain,ESP,1998,1.11114001274109
Spain,ESP,1999,1.1327600479126
Spain,ESP,2000,1.07860004901886
Spain,ESP,2001,1.07485997676849
Spain,ESP,2002,1.06784999370575
Spain,ESP,2003,1.0716700553894
Spain,ESP,2004,1.07783997058868
Spain,ESP,2005,1.06448996067047
Spain,ESP,2006,1.0713700056076
Spain,ESP,2007,1.07597005367279
Spain,ESP,2008,1.14270997047424
Spain,ESP,2009,1.23175001144409
Spain,ESP,2010,1.23106002807617
Spain,ESP,2011,1.24312996864319
Spain,ESP,2012,1.14664995670319
Spain,ESP,2013,1.12445998191833
Sri Lanka,LKA,2009,0.581849992275238
Sri Lanka,LKA,2010,0.430240005254745
Sri Lanka,LKA,2011,0.43792000412941
Sri Lanka,LKA,2012,0.357529997825623
Sri Lanka,LKA,2013,0.372709989547729
Swaziland,SWZ,1999,1.68782997131348
Swaziland,SWZ,2000,1.94774997234344
Swaziland,SWZ,2001,1.77145004272461
Swaziland,SWZ,2002,1.91180002689362
Swaziland,SWZ,2003,2.16058993339539
Swaziland,SWZ,2004,2.41091990470886
Swaziland,SWZ,2005,2.95783996582031
Swaziland,SWZ,2006,3.14334011077881
Swaziland,SWZ,2008,2.52850008010864
Swaziland,SWZ,2009,2.94633007049561
Swaziland,SWZ,2010,3.28555989265442
Swaziland,SWZ,2011,4.20350980758667
Sweden,SWE,1998,1.88742005825043
Sweden,SWE,1999,1.83774995803833
Sweden,SWE,2000,1.90207004547119
Sweden,SWE,2001,1.82713997364044
Sweden,SWE,2002,1.95955002307892
Sweden,SWE,2003,1.88929998874664
Sweden,SWE,2004,1.80884003639221
Sweden,SWE,2005,1.72108995914459
Sweden,SWE,2006,1.59637999534607
Sweden,SWE,2007,1.5566600561142
Sweden,SWE,2008,1.57273995876312
Sweden,SWE,2009,1.65099000930786
Sweden,SWE,2010,1.60826003551483
Sweden,SWE,2011,1.57471001148224
Sweden,SWE,2012,1.68314003944397
Sweden,SWE,2013,1.72722005844116
Switzerland,CHE,1998,1.59043002128601
Switzerland,CHE,1999,1.55773997306824
Switzerland,CHE,2000,1.50448000431061
Switzerland,CHE,2001,1.56295001506805
Switzerland,CHE,2002,1.64978003501892
Switzerland,CHE,2003,1.66007995605469
Switzerland,CHE,2004,1.6374100446701
Switzerland,CHE,2005,1.54922997951508
Switzerland,CHE,2006,1.45636999607086
Switzerland,CHE,2007,1.3846800327301
Switzerland,CHE,2008,1.23793995380402
Switzerland,CHE,2009,1.41304004192352
Switzerland,CHE,2010,1.3839099407196
Switzerland,CHE,2011,1.44365000724792
Switzerland,CHE,2012,1.48227000236511
Syria,SYR,1998,1.70325994491577
Syria,SYR,1999,1.90181994438171
Syria,SYR,2000,2.12479996681213
Syria,SYR,2002,2.23973989486694
Syria,SYR,2007,2.08571004867554
Syria,SYR,2009,1.99423003196716
Syria,SYR,2012,2.33421993255615
Tanzania,TZA,2004,2.8725700378418
Tanzania,TZA,2005,2.58312010765076
Tanzania,TZA,2006,1.72308003902435
Tanzania,TZA,2007,1.98734998703003
Tanzania,TZA,2008,1.93197000026703
Tanzania,TZA,2009,1.69454002380371
Tanzania,TZA,2014,1.71114003658295
Thailand,THA,1998,1.22619998455048
Thailand,THA,2000,1.69312000274658
Thailand,THA,2001,1.54510998725891
Thailand,THA,2004,1.24817001819611
Thailand,THA,2008,1.58371996879578
Thailand,THA,2009,1.78269004821777
Thailand,THA,2010,1.40710997581482
Thailand,THA,2011,2.42563009262085
Thailand,THA,2012,2.03203010559082
Thailand,THA,2013,1.69589996337891
Timor,TLS,2011,6.7944598197937
Timor,TLS,2012,4.2076997756958
Timor,TLS,2013,3.8817400932312
Timor,TLS,2014,4.98121023178101
Togo,TGO,1998,1.77888000011444
Togo,TGO,1999,1.58666002750397
Togo,TGO,2000,2.19061994552612
Togo,TGO,2001,2.0683000087738
Togo,TGO,2002,2.01985001564026
Togo,TGO,2003,2.05910992622375
Togo,TGO,2004,1.54983997344971
Togo,TGO,2005,1.42334997653961
Togo,TGO,2006,1.23195004463196
Togo,TGO,2007,1.50652003288269
Togo,TGO,2008,1.5127899646759
Togo,TGO,2009,2.06625008583069
Togo,TGO,2010,2.28572988510132
Togo,TGO,2011,2.1654999256134
Togo,TGO,2012,2.97042989730835
Togo,TGO,2013,2.5806999206543
Togo,TGO,2014,2.8518500328064
Tonga,TON,1998,1.59184002876282
Tonga,TON,2002,1.86445999145508
Tonga,TON,2003,1.56796002388
Tonga,TON,2004,1.7325199842453
Trinidad and Tobago,TTO,2000,1.38452005386353
Trinidad and Tobago,TTO,2001,1.38740003108978
Trinidad and Tobago,TTO,2002,1.71036994457245
Trinidad and Tobago,TTO,2003,1.22899997234344
Trinidad and Tobago,TTO,2007,0.853470027446747
Trinidad and Tobago,TTO,2008,1.03178000450134
Trinidad and Tobago,TTO,2009,1.49644994735718
Tunisia,TUN,1999,2.16307997703552
Tunisia,TUN,2000,2.06614995002747
Tunisia,TUN,2001,2.05566000938416
Tunisia,TUN,2002,1.90264999866486
Tunisia,TUN,2003,2.38450002670288
Tunisia,TUN,2004,2.36887001991272
Tunisia,TUN,2005,2.21141004562378
Tunisia,TUN,2008,1.73486995697021
Uganda,UGA,2004,3.03135991096497
Uganda,UGA,2009,1.80207002162933
Uganda,UGA,2010,1.30085003376007
Uganda,UGA,2011,1.60544002056122
Uganda,UGA,2012,1.46118998527527
Uganda,UGA,2013,1.15909004211426
Ukraine,UKR,2011,0.962239980697632
Ukraine,UKR,2012,1.12553000450134
Ukraine,UKR,2013,1.16517996788025
United Arab Emirates,ARE,1998,0.564220011234283
United Arab Emirates,ARE,2011,0.434329986572266
United Arab Emirates,ARE,2012,0.423000007867813
United Kingdom,GBR,1998,1.07299995422363
United Kingdom,GBR,1999,1.0487699508667
United Kingdom,GBR,2000,1.07061004638672
United Kingdom,GBR,2001,1.09756994247437
United Kingdom,GBR,2002,1.17054998874664
United Kingdom,GBR,2003,1.30001997947693
United Kingdom,GBR,2004,1.31181001663208
United Kingdom,GBR,2005,1.37485003471375
United Kingdom,GBR,2006,1.54060995578766
United Kingdom,GBR,2007,1.57931005954742
United Kingdom,GBR,2008,1.61329996585846
United Kingdom,GBR,2009,1.6521999835968
United Kingdom,GBR,2010,1.78767001628876
United Kingdom,GBR,2011,1.77310001850128
United Kingdom,GBR,2013,1.69385004043579
United States,USA,1998,1.48047995567322
United States,USA,1999,1.52242994308472
United States,USA,2000,1.62372004985809
United States,USA,2001,1.78498005867004
United States,USA,2002,1.77037000656128
United States,USA,2003,1.76148998737335
United States,USA,2004,1.76078999042511
United States,USA,2005,1.64055001735687
United States,USA,2006,1.72348999977112
United States,USA,2007,1.73907995223999
United States,USA,2008,1.7835099697113
United States,USA,2009,1.76183998584747
United States,USA,2010,1.75725996494293
United States,USA,2011,1.65006995201111
United States,USA,2012,1.6085000038147
Uruguay,URY,1999,0.792010009288788
Uruguay,URY,2000,0.78863000869751
Uruguay,URY,2001,1.04072999954224
Uruguay,URY,2002,0.765600025653839
Uruguay,URY,2003,0.643130004405975
Uruguay,URY,2004,0.811479985713959
Uruguay,URY,2005,0.917180001735687
Uruguay,URY,2006,0.960070013999939
Uruguay,URY,2011,1.21408998966217
Vanuatu,VUT,1998,2.26555991172791
Vanuatu,VUT,1999,2.1328399181366
Vanuatu,VUT,2000,2.55824995040894
Vanuatu,VUT,2001,2.49305009841919
Vanuatu,VUT,2008,2.87579989433289
Vanuatu,VUT,2009,2.72032999992371
Vanuatu,VUT,2014,2.3131799697876
Venezuela,VEN,2006,1.01812994480133
Venezuela,VEN,2007,1.15401995182037
Venezuela,VEN,2009,2.16862988471985
Vietnam,VNM,2008,1.43585002422333
Vietnam,VNM,2010,2.01804995536804
Vietnam,VNM,2012,1.90210998058319
Yemen,YEM,2011,2.90802001953125
Zambia,ZMB,2000,0.979960024356842
Zambia,ZMB,2004,1.57317996025085
Zambia,ZMB,2005,1.03712999820709
Zimbabwe,ZWE,2010,1.01784002780914
