Entity,Code,Year,"Gross enrolment ratio, secondary, both sexes (%) (%)"
Cuba,CUB,1971,23.7632904052734
Cuba,CUB,1972,21.9157905578613
Cuba,CUB,1973,24.331729888916
Cuba,CUB,1974,28.8243598937988
Cuba,CUB,1975,35.267448425293
Cuba,CUB,1976,46.2632789611816
Cuba,CUB,1977,55.5859107971191
Cuba,CUB,1978,59.686840057373
Cuba,CUB,1979,65.7069396972656
Cuba,CUB,1980,77.5809020996094
Cuba,CUB,1981,78.815071105957
Cuba,CUB,1982,80.1489715576172
Cuba,CUB,1983,78.2967681884766
Cuba,CUB,1984,81.0279312133789
Cuba,CUB,1985,82.0865097045898
Cuba,CUB,1986,83.4265670776367
Cuba,CUB,1987,84.6651992797852
Cuba,CUB,1988,86.2252883911133
Cuba,CUB,1989,88.4820022583008
Cuba,CUB,1990,89.1097183227539
Cuba,CUB,1991,89.5593109130859
Cuba,CUB,1992,88.1952819824219
Cuba,CUB,1993,84.8870697021484
Cuba,CUB,1994,79.1809234619141
Cuba,CUB,1995,76.1151580810547
Cuba,CUB,1996,80.5476531982422
Cuba,CUB,1997,80.8199920654297
Cuba,CUB,1999,80.50244140625
Cuba,CUB,2000,83.4091262817383
Cuba,CUB,2001,85.3381881713867
Cuba,CUB,2002,89.1032867431641
Cuba,CUB,2003,92.0018310546875
Cuba,CUB,2004,91.1870193481445
Cuba,CUB,2005,92.6437835693359
Cuba,CUB,2006,94.0296936035156
Cuba,CUB,2007,93.9216537475586
Cuba,CUB,2008,93.3292770385742
Cuba,CUB,2009,91.5825119018555
Cuba,CUB,2010,91.8892669677734
Cuba,CUB,2011,92.4431304931641
Cuba,CUB,2012,91.9312591552734
Cuba,CUB,2013,93.294677734375
Cuba,CUB,2014,99.6651306152344
Curacao,CUW,2013,88.3455429077148
Cyprus,CYP,1971,55.8039817810059
Cyprus,CYP,1972,58.5404205322266
Cyprus,CYP,1973,62.7237892150879
Cyprus,CYP,1974,65.8866577148438
Cyprus,CYP,1975,63.4163513183594
Cyprus,CYP,1976,68.1269989013672
Cyprus,CYP,1977,68.734130859375
Cyprus,CYP,1978,67.0570297241211
Cyprus,CYP,1979,67.2471694946289
Cyprus,CYP,1980,68.3632431030273
Cyprus,CYP,1981,67.9345169067383
Cyprus,CYP,1982,69.5349731445313
Cyprus,CYP,1983,69.7397384643555
Cyprus,CYP,1984,72.0380096435547
Cyprus,CYP,1985,72.3752975463867
Cyprus,CYP,1986,68.9269485473633
Cyprus,CYP,1987,65.6181488037109
Cyprus,CYP,1988,62.4635391235352
Cyprus,CYP,1989,63.2653388977051
Cyprus,CYP,1990,64.1650314331055
Cyprus,CYP,1991,65.5683288574219
Cyprus,CYP,1992,67.5007705688477
Cyprus,CYP,1993,93.2383575439453
Cyprus,CYP,1994,93.7448577880859
Cyprus,CYP,1995,94.8461685180664
Cyprus,CYP,1996,94.2114486694336
Cyprus,CYP,1997,93.3591384887695
Cyprus,CYP,1999,93.2223434448242
Cyprus,CYP,2000,93.3721389770508
Cyprus,CYP,2001,93.4450607299805
Cyprus,CYP,2002,96.9152069091797
Cyprus,CYP,2003,98.4242630004883
Cyprus,CYP,2004,97.7151184082031
Cyprus,CYP,2005,96.5432815551758
Cyprus,CYP,2006,96.5981521606445
Cyprus,CYP,2007,97.7791519165039
Cyprus,CYP,2008,98.3290405273438
Cyprus,CYP,2009,98.3875579833984
Cyprus,CYP,2010,91.440803527832
Cyprus,CYP,2011,92.8256225585938
Cyprus,CYP,2012,95.2998504638672
Cyprus,CYP,2013,98.3116912841797
Cyprus,CYP,2014,99.4167327880859
Czech Republic,CZE,1971,84.4767379760742
Czech Republic,CZE,1972,84.7395782470703
Czech Republic,CZE,1973,84.6814498901367
Czech Republic,CZE,1974,84.8343887329102
Czech Republic,CZE,1975,86.4897766113281
Czech Republic,CZE,1976,89.2879409790039
Czech Republic,CZE,1977,92.0507965087891
Czech Republic,CZE,1978,93.6236190795898
Czech Republic,CZE,1979,94.7993011474609
Czech Republic,CZE,1980,94.6912689208984
Czech Republic,CZE,1982,103.973022460938
Czech Republic,CZE,1983,100.394691467285
Czech Republic,CZE,1984,95.5837478637695
Czech Republic,CZE,1985,93.9613037109375
Czech Republic,CZE,1986,92.1985702514648
Czech Republic,CZE,1987,93.7490615844727
Czech Republic,CZE,1988,91.5217819213867
Czech Republic,CZE,1989,92.7368392944336
Czech Republic,CZE,1990,91.4458618164063
Czech Republic,CZE,1991,89.7925872802734
Czech Republic,CZE,1992,86.2339324951172
Czech Republic,CZE,1993,88.1637802124023
Czech Republic,CZE,1994,90.2631607055664
Czech Republic,CZE,1995,94.1810684204102
Czech Republic,CZE,1996,98.1731872558594
Czech Republic,CZE,1997,87.9411010742188
Czech Republic,CZE,1998,82.3265914916992
Czech Republic,CZE,1999,83.1165771484375
Czech Republic,CZE,2000,88.4652709960938
Czech Republic,CZE,2001,94.9485168457031
Czech Republic,CZE,2002,95.6342391967773
Czech Republic,CZE,2003,96.6181030273438
Czech Republic,CZE,2004,95.5714569091797
Czech Republic,CZE,2005,95.8069381713867
Czech Republic,CZE,2006,96.1812362670898
Czech Republic,CZE,2007,95.0964279174805
Czech Republic,CZE,2008,94.2965469360352
Czech Republic,CZE,2009,94.0108108520508
Czech Republic,CZE,2010,94.8289031982422
Czech Republic,CZE,2011,95.9841232299805
Czech Republic,CZE,2012,97.0830688476563
Czech Republic,CZE,2013,104.379760742188
Czech Republic,CZE,2014,105.125846862793
Democratic Republic of Congo,COD,1971,9.55529975891113
Democratic Republic of Congo,COD,1972,11.1157102584839
Democratic Republic of Congo,COD,1973,11.8165903091431
Democratic Republic of Congo,COD,1974,11.8329496383667
Democratic Republic of Congo,COD,1975,15.2839498519897
Democratic Republic of Congo,COD,1976,16.9532604217529
Democratic Republic of Congo,COD,1977,19.3018093109131
Democratic Republic of Congo,COD,1978,22.0031795501709
Democratic Republic of Congo,COD,1979,25.1411399841309
Democratic Republic of Congo,COD,1980,24.803129196167
Democratic Republic of Congo,COD,1981,24.5112895965576
Democratic Republic of Congo,COD,1982,24.3753299713135
Democratic Republic of Congo,COD,1983,24.2732696533203
Democratic Republic of Congo,COD,1984,24.1803398132324
Democratic Republic of Congo,COD,1985,24.0759201049805
Democratic Republic of Congo,COD,1986,23.9645004272461
Democratic Republic of Congo,COD,1987,23.9473400115967
Democratic Republic of Congo,COD,1988,25.2894096374512
Democratic Republic of Congo,COD,1992,22.8317108154297
Democratic Republic of Congo,COD,1993,24.3885402679443
Democratic Republic of Congo,COD,1994,25.766450881958
Democratic Republic of Congo,COD,1995,27.9294300079346
Democratic Republic of Congo,COD,2007,35.0657997131348
Democratic Republic of Congo,COD,2008,37.7469902038574
Democratic Republic of Congo,COD,2009,39.6730613708496
Democratic Republic of Congo,COD,2010,39.3679618835449
Democratic Republic of Congo,COD,2011,41.3788604736328
Democratic Republic of Congo,COD,2012,41.2836990356445
Democratic Republic of Congo,COD,2013,40.9936714172363
Democratic Republic of Congo,COD,2014,43.5052108764648
Denmark,DNK,1971,93.0070495605469
Denmark,DNK,1978,96.2646865844727
Denmark,DNK,1979,98.7167663574219
Denmark,DNK,1980,102.302528381348
Denmark,DNK,1981,104.826553344727
Denmark,DNK,1982,104.73365020752
Denmark,DNK,1983,104.617561340332
Denmark,DNK,1984,103.300888061523
Denmark,DNK,1985,103.589210510254
Denmark,DNK,1986,105.464157104492
Denmark,DNK,1987,106.882789611816
Denmark,DNK,1988,107.775199890137
Denmark,DNK,1989,109.202072143555
Denmark,DNK,1990,109.528022766113
Denmark,DNK,1991,109.63777923584
Denmark,DNK,1992,110.258811950684
Denmark,DNK,1993,111.639091491699
Denmark,DNK,1994,114.40355682373
Denmark,DNK,1995,117.942459106445
Denmark,DNK,1996,120.569808959961
Denmark,DNK,1998,123.529327392578
Denmark,DNK,1999,125.153411865234
Denmark,DNK,2000,127.054298400879
Denmark,DNK,2001,131.037109375
Denmark,DNK,2002,126.321533203125
Denmark,DNK,2003,126.465766906738
Denmark,DNK,2004,123.658248901367
Denmark,DNK,2005,124.180923461914
Denmark,DNK,2006,120.0791015625
Denmark,DNK,2007,118.825103759766
Denmark,DNK,2008,117.899757385254
Denmark,DNK,2009,118.034637451172
Denmark,DNK,2010,119.569389343262
Denmark,DNK,2011,122.801193237305
Denmark,DNK,2012,123.682510375977
Denmark,DNK,2013,129.779083251953
Denmark,DNK,2014,129.868026733398
Djibouti,DJI,1971,6.19715023040771
Djibouti,DJI,1972,7.72556018829346
Djibouti,DJI,1973,6.56188011169434
Djibouti,DJI,1974,6.980299949646
Djibouti,DJI,1975,7.19236993789673
Djibouti,DJI,1976,6.01980018615723
Djibouti,DJI,1979,7.45555019378662
Djibouti,DJI,1980,7.94400978088379
Djibouti,DJI,1981,8.42041015625
Djibouti,DJI,1982,8.832200050354
Djibouti,DJI,1983,9.29634952545166
Djibouti,DJI,1984,9.78001976013184
Djibouti,DJI,1985,10.0105895996094
Djibouti,DJI,1986,10.3149700164795
Djibouti,DJI,1987,11.0454797744751
Djibouti,DJI,1988,10.4811601638794
Djibouti,DJI,1989,10.6805200576782
Djibouti,DJI,1990,10.2479095458984
Djibouti,DJI,1991,10.0069398880005
Djibouti,DJI,1992,10.1588802337646
Djibouti,DJI,1993,9.60599994659424
Djibouti,DJI,1994,10.0621099472046
Djibouti,DJI,1995,10.9461498260498
Djibouti,DJI,1996,11.3869800567627
Djibouti,DJI,1997,12.6901998519897
Djibouti,DJI,1999,14.2666597366333
Djibouti,DJI,2000,14.0574903488159
Djibouti,DJI,2001,16.0300006866455
Djibouti,DJI,2002,16.7560997009277
Djibouti,DJI,2004,20.2244205474854
Djibouti,DJI,2005,22.4824504852295
Djibouti,DJI,2006,22.3076400756836
Djibouti,DJI,2007,25.7852401733398
Djibouti,DJI,2008,30.6445503234863
Djibouti,DJI,2009,33.4876708984375
Djibouti,DJI,2011,39.3688888549805
Djibouti,DJI,2012,43.0634307861328
Djibouti,DJI,2013,45.057861328125
Djibouti,DJI,2014,46.3529090881348
Djibouti,DJI,2015,47.069019317627
Dominica,DMA,1973,71.41015625
Dominica,DMA,1974,70.7695617675781
Dominica,DMA,1975,69.7082290649414
Dominica,DMA,1976,71.9817962646484
Dominica,DMA,1977,71.0345611572266
Dominica,DMA,1978,66.6806869506836
Dominica,DMA,1979,68.3091506958008
Dominica,DMA,1984,77.1317825317383
Dominica,DMA,1986,83.5316772460938
Dominica,DMA,1987,74.7659072875977
Dominica,DMA,1990,70.013671875
Dominica,DMA,1999,100.607093811035
Dominica,DMA,2000,105.660652160645
Dominica,DMA,2001,107.1572265625
Dominica,DMA,2002,110.342796325684
Dominica,DMA,2003,114.27725982666
Dominica,DMA,2004,109.746070861816
Dominica,DMA,2005,107.352096557617
Dominica,DMA,2006,104.399436950684
Dominica,DMA,2007,102.888191223145
Dominica,DMA,2008,100.564117431641
Dominica,DMA,2009,100.627700805664
Dominica,DMA,2010,96.9340972900391
Dominica,DMA,2011,96.7295989990234
Dominican Republic,DOM,1971,19.9777507781982
Dominican Republic,DOM,1972,21.4316501617432
Dominican Republic,DOM,1973,23.6619091033936
Dominican Republic,DOM,1974,24.9643993377686
Dominican Republic,DOM,1975,26.1121501922607
Dominican Republic,DOM,1976,34.4388313293457
Dominican Republic,DOM,1977,35.9842414855957
Dominican Republic,DOM,1978,37.4815292358398
Dominican Republic,DOM,1979,39.162410736084
Dominican Republic,DOM,1980,40.5758781433105
Dominican Republic,DOM,1981,41.9756317138672
Dominican Republic,DOM,1982,44.0014991760254
Dominican Republic,DOM,1984,54.1533699035645
Dominican Republic,DOM,1986,50.8118209838867
Dominican Republic,DOM,1994,42.6449317932129
Dominican Republic,DOM,1995,43.9998817443848
Dominican Republic,DOM,1998,54.1726112365723
Dominican Republic,DOM,1999,55.7871017456055
Dominican Republic,DOM,2000,59.0373802185059
Dominican Republic,DOM,2002,67.1963500976563
Dominican Republic,DOM,2004,68.1997833251953
Dominican Republic,DOM,2005,69.7449798583984
Dominican Republic,DOM,2007,78.0825424194336
Dominican Republic,DOM,2008,76.7469635009766
Dominican Republic,DOM,2009,78.5784072875977
Dominican Republic,DOM,2010,76.0154571533203
Dominican Republic,DOM,2011,75.6278305053711
Dominican Republic,DOM,2012,76.3887405395508
Dominican Republic,DOM,2013,77.5965728759766
Dominican Republic,DOM,2014,78.3560409545898
East Asia & Pacific,,1970,28.5476093292236
East Asia & Pacific,,1971,35.0229911804199
East Asia & Pacific,,1972,40.0301704406738
East Asia & Pacific,,1973,44.046459197998
East Asia & Pacific,,1974,42.0764617919922
East Asia & Pacific,,1975,42.922119140625
East Asia & Pacific,,1976,48.3116111755371
East Asia & Pacific,,1977,50.493408203125
East Asia & Pacific,,1978,49.3523597717285
East Asia & Pacific,,1979,46.6429595947266
East Asia & Pacific,,1980,42.0828399658203
East Asia & Pacific,,1981,39.1298484802246
East Asia & Pacific,,1982,34.9991912841797
East Asia & Pacific,,1983,33.3028602600098
East Asia & Pacific,,1984,32.9319686889648
East Asia & Pacific,,1985,34.2755699157715
East Asia & Pacific,,1986,35.7782783508301
East Asia & Pacific,,1987,37.9703216552734
East Asia & Pacific,,1988,39.2403907775879
East Asia & Pacific,,1989,39.4780616760254
East Asia & Pacific,,1990,39.2577705383301
East Asia & Pacific,,1991,40.9499702453613
East Asia & Pacific,,1992,43.3903388977051
East Asia & Pacific,,1993,45.668758392334
East Asia & Pacific,,1994,47.3522682189941
East Asia & Pacific,,1995,50.7290992736816
East Asia & Pacific,,1996,54.4482498168945
East Asia & Pacific,,1997,57.0703010559082
East Asia & Pacific,,1998,58.5118217468262
East Asia & Pacific,,1999,59.5177001953125
East Asia & Pacific,,2000,59.6681098937988
East Asia & Pacific,,2001,59.791431427002
East Asia & Pacific,,2002,60.3026313781738
East Asia & Pacific,,2003,61.979808807373
East Asia & Pacific,,2004,63.6750183105469
East Asia & Pacific,,2005,64.8216018676758
East Asia & Pacific,,2006,66.9410934448242
East Asia & Pacific,,2007,70.84326171875
East Asia & Pacific,,2008,73.5347595214844
East Asia & Pacific,,2009,76.7915802001953
East Asia & Pacific,,2010,79.8195877075195
East Asia & Pacific,,2011,82.78955078125
East Asia & Pacific,,2012,84.8219680786133
East Asia & Pacific,,2013,87.4938125610352
East Asia & Pacific,,2014,86.4609832763672
East Asia & Pacific (all income levels),,1970,34.5627403259277
East Asia & Pacific (all income levels),,1971,40.0608215332031
East Asia & Pacific (all income levels),,1972,44.5403518676758
East Asia & Pacific (all income levels),,1973,48.199089050293
East Asia & Pacific (all income levels),,1974,46.6573486328125
East Asia & Pacific (all income levels),,1975,47.4929008483887
East Asia & Pacific (all income levels),,1976,52.2840805053711
East Asia & Pacific (all income levels),,1977,53.8968696594238
East Asia & Pacific (all income levels),,1978,52.6008110046387
East Asia & Pacific (all income levels),,1979,50.1699714660645
East Asia & Pacific (all income levels),,1980,46.0285987854004
East Asia & Pacific (all income levels),,1981,43.446720123291
East Asia & Pacific (all income levels),,1982,39.6620407104492
East Asia & Pacific (all income levels),,1983,38.13916015625
East Asia & Pacific (all income levels),,1984,37.9008712768555
East Asia & Pacific (all income levels),,1985,39.2611999511719
East Asia & Pacific (all income levels),,1986,40.8241081237793
East Asia & Pacific (all income levels),,1987,42.9716682434082
East Asia & Pacific (all income levels),,1988,44.190990447998
East Asia & Pacific (all income levels),,1989,44.497859954834
East Asia & Pacific (all income levels),,1990,44.3628005981445
East Asia & Pacific (all income levels),,1991,46.0425300598145
East Asia & Pacific (all income levels),,1992,48.3260917663574
East Asia & Pacific (all income levels),,1993,50.4538688659668
East Asia & Pacific (all income levels),,1994,52.1905403137207
East Asia & Pacific (all income levels),,1995,55.354808807373
East Asia & Pacific (all income levels),,1996,58.7717018127441
East Asia & Pacific (all income levels),,1997,61.0999488830566
East Asia & Pacific (all income levels),,1998,62.1959800720215
East Asia & Pacific (all income levels),,1999,62.9635810852051
East Asia & Pacific (all income levels),,2000,62.9672889709473
East Asia & Pacific (all income levels),,2001,62.8318290710449
East Asia & Pacific (all income levels),,2002,63.1449089050293
East Asia & Pacific (all income levels),,2003,64.6110687255859
East Asia & Pacific (all income levels),,2004,66.109977722168
East Asia & Pacific (all income levels),,2005,67.2239685058594
East Asia & Pacific (all income levels),,2006,69.1570281982422
East Asia & Pacific (all income levels),,2007,72.9048080444336
East Asia & Pacific (all income levels),,2008,75.5086135864258
East Asia & Pacific (all income levels),,2009,78.6416625976563
East Asia & Pacific (all income levels),,2010,81.5026321411133
East Asia & Pacific (all income levels),,2011,84.3281326293945
East Asia & Pacific (all income levels),,2012,86.3395614624023
East Asia & Pacific (all income levels),,2013,88.8673477172852
East Asia & Pacific (all income levels),,2014,87.9348220825195
Ecuador,ECU,1971,25.4097900390625
Ecuador,ECU,1972,27.411750793457
Ecuador,ECU,1973,29.8548393249512
Ecuador,ECU,1974,32.5624504089355
Ecuador,ECU,1975,35.6312408447266
Ecuador,ECU,1976,39.4811782836914
Ecuador,ECU,1977,42.6437492370605
Ecuador,ECU,1978,44.9097595214844
Ecuador,ECU,1979,47.1639518737793
Ecuador,ECU,1980,49.7373504638672
Ecuador,ECU,1981,52.9132385253906
Ecuador,ECU,1982,55.2378883361816
Ecuador,ECU,1983,57.0227203369141
Ecuador,ECU,1984,54.206958770752
Ecuador,ECU,1985,57.789119720459
Ecuador,ECU,1986,57.7207183837891
Ecuador,ECU,1987,58.1461982727051
Ecuador,ECU,1988,58.7683410644531
Ecuador,ECU,1990,58.3410415649414
Ecuador,ECU,1991,56.9947395324707
Ecuador,ECU,1992,58.059871673584
Ecuador,ECU,1993,57.4141998291016
Ecuador,ECU,1996,54.3139381408691
Ecuador,ECU,1998,56.5203399658203
Ecuador,ECU,1999,57.9560089111328
Ecuador,ECU,2000,57.8469200134277
Ecuador,ECU,2001,58.0689888000488
Ecuador,ECU,2002,59.0177917480469
Ecuador,ECU,2003,58.5680389404297
Ecuador,ECU,2004,59.2243881225586
Ecuador,ECU,2005,61.8786010742188
Ecuador,ECU,2006,64.1969528198242
Ecuador,ECU,2007,65.9154205322266
Ecuador,ECU,2010,83.5143585205078
Ecuador,ECU,2011,83.465087890625
Ecuador,ECU,2012,85.4583892822266
Ecuador,ECU,2013,102.06477355957
Ecuador,ECU,2014,104.203742980957
Egypt,EGY,1971,31.6815795898438
Egypt,EGY,1972,33.0948791503906
Egypt,EGY,1973,34.3291091918945
Egypt,EGY,1974,35.446159362793
Egypt,EGY,1975,38.4550094604492
Egypt,EGY,1976,41.1075706481934
Egypt,EGY,1977,44.5374298095703
Egypt,EGY,1978,46.7680511474609
Egypt,EGY,1979,48.1020698547363
Egypt,EGY,1980,49.2282295227051
Egypt,EGY,1981,50.2447319030762
Egypt,EGY,1982,52.3227500915527
Egypt,EGY,1983,54.390510559082
Egypt,EGY,1984,56.44580078125
Egypt,EGY,1985,58.5468215942383
Egypt,EGY,1986,61.5137710571289
Egypt,EGY,1987,64.3463973999023
Egypt,EGY,1988,64.6746978759766
Egypt,EGY,1989,63.9021186828613
Egypt,EGY,1990,75.2567901611328
Egypt,EGY,1991,75.3326568603516
Egypt,EGY,1992,69.5711364746094
Egypt,EGY,1993,69.8263320922852
Egypt,EGY,1994,74.715217590332
Egypt,EGY,1995,72.2041168212891
Egypt,EGY,1996,69.7173919677734
Egypt,EGY,1997,73.6328735351563
Egypt,EGY,1999,79.081428527832
Egypt,EGY,2000,80.5147323608398
Egypt,EGY,2001,81.6510009765625
Egypt,EGY,2002,81.0611801147461
Egypt,EGY,2003,80.9899978637695
Egypt,EGY,2004,80.7929534912109
Egypt,EGY,2009,68.7933120727539
Egypt,EGY,2010,71.5056762695313
Egypt,EGY,2011,81.6779174804688
Egypt,EGY,2012,83.6341018676758
Egypt,EGY,2013,85.7250595092773
Egypt,EGY,2014,86.1023178100586
El Salvador,SLV,1970,20.9278602600098
El Salvador,SLV,1971,20.4816608428955
El Salvador,SLV,1972,24.0069408416748
El Salvador,SLV,1973,23.7697696685791
El Salvador,SLV,1974,28.0316104888916
El Salvador,SLV,1975,30.1993198394775
El Salvador,SLV,1976,32.5732803344727
El Salvador,SLV,1977,33.6720390319824
El Salvador,SLV,1978,35.6766204833984
El Salvador,SLV,1979,37.780158996582
El Salvador,SLV,1980,34.1572189331055
El Salvador,SLV,1983,36.2424087524414
El Salvador,SLV,1984,36.5980110168457
El Salvador,SLV,1988,40.0003204345703
El Salvador,SLV,1989,39.5223999023438
El Salvador,SLV,1991,39.7454681396484
El Salvador,SLV,1992,42.2102203369141
El Salvador,SLV,1993,45.091381072998
El Salvador,SLV,1998,56.0375595092773
El Salvador,SLV,1999,56.6089096069336
El Salvador,SLV,2000,58.4963417053223
El Salvador,SLV,2001,60.1350784301758
El Salvador,SLV,2002,63.0610084533691
El Salvador,SLV,2003,65.9567108154297
El Salvador,SLV,2004,69.2184906005859
El Salvador,SLV,2005,68.5339813232422
El Salvador,SLV,2006,68.2440185546875
El Salvador,SLV,2007,68.3509521484375
El Salvador,SLV,2008,68.1611022949219
El Salvador,SLV,2009,69.7499694824219
El Salvador,SLV,2010,72.0208511352539
El Salvador,SLV,2011,74.8348922729492
El Salvador,SLV,2012,77.1446685791016
El Salvador,SLV,2013,78.1078414916992
El Salvador,SLV,2014,81.1161499023438
Equatorial Guinea,GNQ,1971,14.0232200622559
Equatorial Guinea,GNQ,1976,10.6268501281738
Equatorial Guinea,GNQ,1980,6.12239980697632
Equatorial Guinea,GNQ,1983,8.7777795791626
Equatorial Guinea,GNQ,1993,41.8316688537598
Equatorial Guinea,GNQ,1994,37.6959495544434
Equatorial Guinea,GNQ,1999,32.278621673584
Equatorial Guinea,GNQ,2000,30.5690097808838
Equatorial Guinea,GNQ,2001,26.9594593048096
Equatorial Guinea,GNQ,2002,26.7190799713135
Equatorial Guinea,GNQ,2005,27.3713092803955
Eritrea,ERI,1993,13.3972902297974
Eritrea,ERI,1994,14.3248701095581
Eritrea,ERI,1995,15.2148399353027
Eritrea,ERI,1996,15.9845504760742
Eritrea,ERI,1997,17.1034297943115
Eritrea,ERI,1999,20.4622192382813
Eritrea,ERI,2000,23.0205307006836
Eritrea,ERI,2001,23.278829574585
Eritrea,ERI,2002,24.2620792388916
Eritrea,ERI,2003,25.0500507354736
Eritrea,ERI,2004,25.6971492767334
Eritrea,ERI,2005,28.4680995941162
Eritrea,ERI,2006,29.9203491210938
Eritrea,ERI,2007,29.0290908813477
Eritrea,ERI,2008,30.8735599517822
Eritrea,ERI,2009,32.8586006164551
Eritrea,ERI,2010,34.1042289733887
Eritrea,ERI,2011,35.3205986022949
Eritrea,ERI,2012,36.5461196899414
Eritrea,ERI,2013,35.5193099975586
Estonia,EST,1986,99.1165390014648
Estonia,EST,1989,86.1716232299805
Estonia,EST,1990,104.704170227051
Estonia,EST,1991,102.09561920166
Estonia,EST,1992,101.791877746582
Estonia,EST,1993,97.3433303833008
Estonia,EST,1994,99.0345916748047
Estonia,EST,1995,102.443702697754
Estonia,EST,1996,92.8376007080078
Estonia,EST,1998,94.3746490478516
Estonia,EST,1999,93.714111328125
Estonia,EST,2000,93.8263092041016
Estonia,EST,2001,94.9530715942383
Estonia,EST,2002,97.6813735961914
Estonia,EST,2003,97.6677017211914
Estonia,EST,2004,100.085289001465
Estonia,EST,2005,102.789932250977
Estonia,EST,2006,103.11190032959
Estonia,EST,2007,103.234329223633
Estonia,EST,2008,102.266937255859
Estonia,EST,2009,102.746101379395
Estonia,EST,2010,105.296241760254
Estonia,EST,2011,107.366287231445
Estonia,EST,2012,107.529846191406
Estonia,EST,2013,108.582939147949
Ethiopia,ETH,1971,3.80718994140625
Ethiopia,ETH,1972,4.10416984558105
Ethiopia,ETH,1973,4.53500986099243
Ethiopia,ETH,1974,4.97523021697998
Ethiopia,ETH,1984,12.4863500595093
Ethiopia,ETH,1986,12.9845600128174
Ethiopia,ETH,1987,14.0530700683594
Ethiopia,ETH,1988,15.2760601043701
Ethiopia,ETH,1989,15.2135000228882
Ethiopia,ETH,1991,13.8903102874756
Ethiopia,ETH,1992,12.1580400466919
Ethiopia,ETH,1993,10.8330402374268
Ethiopia,ETH,1994,10.4683504104614
Ethiopia,ETH,1995,10.5016298294067
Ethiopia,ETH,1996,10.8595304489136
Ethiopia,ETH,1999,12.3886404037476
Ethiopia,ETH,2000,13.5022001266479
Ethiopia,ETH,2001,16.3887100219727
Ethiopia,ETH,2002,18.6076698303223
Ethiopia,ETH,2003,19.4993591308594
Ethiopia,ETH,2004,21.9114208221436
Ethiopia,ETH,2005,24.7503604888916
Ethiopia,ETH,2006,28.8394908905029
Ethiopia,ETH,2007,31.9898700714111
Ethiopia,ETH,2008,33.2038688659668
Ethiopia,ETH,2009,33.4888916015625
Ethiopia,ETH,2010,34.808219909668
Ethiopia,ETH,2011,36.0482292175293
Ethiopia,ETH,2012,36.2312202453613
Euro area,,1970,77.6612319946289
Euro area,,1971,77.7231521606445
Euro area,,1972,78.8940811157227
Euro area,,1973,80.7763290405273
Euro area,,1974,82.4989700317383
Euro area,,1975,83.1004486083984
Euro area,,1976,84.145393371582
Euro area,,1977,85.3082504272461
Euro area,,1978,85.8752593994141
Euro area,,1979,86.5016479492188
Euro area,,1980,87.0692291259766
Euro area,,1981,87.1760101318359
Euro area,,1982,87.6615676879883
Euro area,,1983,88.3301315307617
Euro area,,1984,88.864387512207
Euro area,,1985,89.6920013427734
Euro area,,1986,91.7128982543945
Euro area,,1987,92.7318496704102
Euro area,,1988,93.1809234619141
Euro area,,1989,93.8416213989258
Euro area,,1990,94.3553619384766
Euro area,,1991,95.924072265625
Euro area,,1992,98.083381652832
Euro area,,1993,101.788269042969
Euro area,,1994,105.468070983887
Euro area,,1995,105.962600708008
Euro area,,1996,106.094306945801
Euro area,,1997,105.473602294922
Euro area,,1998,102.198356628418
Euro area,,1999,102.379096984863
Euro area,,2000,103.126319885254
Euro area,,2001,104.401802062988
Euro area,,2002,105.365127563477
Euro area,,2003,105.982933044434
Euro area,,2004,104.169418334961
Euro area,,2005,105.78182220459
Euro area,,2006,106.077239990234
Euro area,,2007,106.012969970703
Euro area,,2008,106.53540802002
Euro area,,2009,106.625709533691
Euro area,,2010,107.923141479492
Euro area,,2011,108.545509338379
Euro area,,2012,108.740226745605
Euro area,,2013,111.488388061523
Euro area,,2014,111.419662475586
Europe & Central Asia,,1970,85.1814422607422
Europe & Central Asia,,1971,85.1907806396484
Europe & Central Asia,,1972,85.7825088500977
Europe & Central Asia,,1973,86.3581008911133
Europe & Central Asia,,1974,86.6951370239258
Europe & Central Asia,,1975,87.1435623168945
Europe & Central Asia,,1976,87.4196166992188
Europe & Central Asia,,1977,87.73486328125
Europe & Central Asia,,1978,87.9212112426758
Europe & Central Asia,,1979,87.8389282226563
Europe & Central Asia,,1980,88.0549697875977
Europe & Central Asia,,1981,87.880500793457
Europe & Central Asia,,1982,88.1413497924805
Europe & Central Asia,,1983,88.4389572143555
Europe & Central Asia,,1984,88.8264389038086
Europe & Central Asia,,1985,89.3999404907227
Europe & Central Asia,,1986,90.10498046875
Europe & Central Asia,,1987,90.2230911254883
Europe & Central Asia,,1988,90.291618347168
Europe & Central Asia,,1989,89.9322204589844
Europe & Central Asia,,1990,89.2280120849609
Europe & Central Asia,,1991,87.6445693969727
Europe & Central Asia,,1992,86.1711807250977
Europe & Central Asia,,1993,84.7418518066406
Europe & Central Asia,,1994,83.7363586425781
Europe & Central Asia,,1995,84.3939590454102
Europe & Central Asia,,1996,84.2987213134766
Europe & Central Asia,,1997,84.4204864501953
Europe & Central Asia,,1998,85.4571762084961
Europe & Central Asia,,1999,86.8230361938477
Europe & Central Asia,,2000,87.439323425293
Europe & Central Asia,,2001,89.642951965332
Europe & Central Asia,,2002,90.9745407104492
Europe & Central Asia,,2003,91.8226013183594
