Entity,Code,Year,"Percentage of teachers in pre-primary education who are trained, both sexes (%) (%)"
Sub-Saharan Africa (all income levels),,2001,56.2252006530762
Sub-Saharan Africa (all income levels),,2002,52.4879989624023
Sub-Saharan Africa (all income levels),,2003,53.2333908081055
Sub-Saharan Africa (all income levels),,2004,50.9776496887207
Sub-Saharan Africa (all income levels),,2005,50.1251983642578
Sub-Saharan Africa (all income levels),,2006,46.8010292053223
Sub-Saharan Africa (all income levels),,2007,52.1635704040527
Sub-Saharan Africa (all income levels),,2008,54.5192489624023
Sub-Saharan Africa (all income levels),,2009,53.8780784606934
Sub-Saharan Africa (all income levels),,2010,53.7358589172363
Sub-Saharan Africa (all income levels),,2011,51.9325714111328
Sub-Saharan Africa (all income levels),,2012,47.6038208007813
Sub-Saharan Africa (all income levels),,2013,46.4274482727051
Sub-Saharan Africa (all income levels),,2014,45.6637916564941
Suriname,SUR,2008,100
Suriname,SUR,2013,94.2424163818359
Suriname,SUR,2014,7.17130994796753
Swaziland,SWZ,2010,64.2411575317383
Swaziland,SWZ,2011,50.8010292053223
Syria,SYR,1999,87.0897598266602
Syria,SYR,2013,34.5454483032227
Tajikistan,TJK,2001,91.2580795288086
Tajikistan,TJK,2002,100
Tajikistan,TJK,2003,85.161003112793
Tajikistan,TJK,2004,81.5605926513672
Tajikistan,TJK,2005,73.5865936279297
Tajikistan,TJK,2006,81.7661972045898
Tajikistan,TJK,2007,82.1951675415039
Tajikistan,TJK,2008,82.8061981201172
Tajikistan,TJK,2009,83.1746673583984
Tajikistan,TJK,2010,85.1899490356445
Tajikistan,TJK,2011,86.8448486328125
Tajikistan,TJK,2013,90.2933731079102
Tajikistan,TJK,2015,100
Tanzania,TZA,2004,18.1861991882324
Tanzania,TZA,2005,22.3089294433594
Tanzania,TZA,2006,17.02419090271
Tanzania,TZA,2007,14.4234399795532
Tanzania,TZA,2009,19.0905895233154
Tanzania,TZA,2010,18.1112003326416
Togo,TGO,2000,37.9928283691406
Togo,TGO,2001,38.2352905273438
Togo,TGO,2002,38.3977890014648
Togo,TGO,2003,35.9826583862305
Togo,TGO,2010,52.0656089782715
Togo,TGO,2011,53.7396087646484
Togo,TGO,2012,50.148509979248
Togo,TGO,2013,36.8758392333984
Tonga,TON,1998,50.4273490905762
Tonga,TON,2012,100
Trinidad and Tobago,TTO,2000,20.0226898193359
Trinidad and Tobago,TTO,2001,20.364049911499
Trinidad and Tobago,TTO,2003,20.364049911499
Tunisia,TUN,2014,49.0681381225586
Tuvalu,TUV,2014,74.5762710571289
United Arab Emirates,ARE,1999,59.2571296691895
United Arab Emirates,ARE,2001,68.8973236083984
United Arab Emirates,ARE,2002,61.2969589233398
United Arab Emirates,ARE,2004,49.7392082214355
United Arab Emirates,ARE,2005,50.169189453125
United Arab Emirates,ARE,2007,100
United Arab Emirates,ARE,2009,100
United Arab Emirates,ARE,2010,100
United Arab Emirates,ARE,2011,100
United Arab Emirates,ARE,2012,100
United Arab Emirates,ARE,2013,100
United Arab Emirates,ARE,2014,100
Uzbekistan,UZB,2006,100
Uzbekistan,UZB,2007,100
Uzbekistan,UZB,2008,100
Uzbekistan,UZB,2009,100
Uzbekistan,UZB,2010,100
Uzbekistan,UZB,2011,100
Vanuatu,VUT,1999,42.0481910705566
Vanuatu,VUT,2007,100
Vietnam,VNM,1999,43.5614585876465
Vietnam,VNM,2000,50.5263214111328
Vietnam,VNM,2001,56.2494316101074
Vietnam,VNM,2011,98.5054779052734
Vietnam,VNM,2013,97.098991394043
Vietnam,VNM,2014,97.746696472168
Zimbabwe,ZWE,2012,28.310230255127
Zimbabwe,ZWE,2013,27.1817493438721
