Entity,Code,Year,Government expenditure on tertiary education as % of GDP (%) (%)
Japan,JPN,2000,0.5485799908638
Japan,JPN,2001,0.53795999288559
Japan,JPN,2002,0.533599972724915
Japan,JPN,2003,0.61176997423172
Japan,JPN,2004,0.645470023155212
Japan,JPN,2005,0.601050019264221
Japan,JPN,2006,0.606869995594025
Japan,JPN,2007,0.636380016803741
Japan,JPN,2008,0.648980021476746
Japan,JPN,2010,0.759519994258881
Japan,JPN,2011,0.735580027103424
Japan,JPN,2012,0.775150001049042
Japan,JPN,2013,0.763610005378723
Japan,JPN,2014,0.781289994716644
Jordan,JOR,1999,0.922599971294403
Kazakhstan,KAZ,2002,0.397289991378784
Kazakhstan,KAZ,2004,0.263810008764267
Kazakhstan,KAZ,2005,0.278310000896454
Kazakhstan,KAZ,2006,0.430689990520477
Kazakhstan,KAZ,2007,0.393880009651184
Kazakhstan,KAZ,2008,0.359849989414215
Kazakhstan,KAZ,2009,0.401989996433258
Kazakhstan,KAZ,2013,0.447990000247955
Kazakhstan,KAZ,2014,0.394749999046326
Kenya,KEN,1999,0.609939992427826
Kenya,KEN,2000,0.607469975948334
Kenya,KEN,2001,0.681330025196075
Kenya,KEN,2003,0.788929998874664
Kenya,KEN,2004,0.877470016479492
Kenya,KEN,2006,1.08689999580383
Kuwait,KWT,2002,2.19093990325928
Kuwait,KWT,2003,2.29940009117126
Kuwait,KWT,2004,1.92542004585266
Kuwait,KWT,2005,1.54479002952576
Kuwait,KWT,2006,1.22579002380371
Kyrgyzstan,KGZ,1998,0.944670021533966
Kyrgyzstan,KGZ,1999,0.656289994716644
Kyrgyzstan,KGZ,2000,0.516390025615692
Kyrgyzstan,KGZ,2001,0.663609981536865
Kyrgyzstan,KGZ,2002,0.872139990329742
Kyrgyzstan,KGZ,2003,0.890999972820282
Kyrgyzstan,KGZ,2004,0.916050016880035
Kyrgyzstan,KGZ,2005,0.934920012950897
Kyrgyzstan,KGZ,2006,0.997569978237152
Kyrgyzstan,KGZ,2007,1.02847003936768
Kyrgyzstan,KGZ,2008,0.972169995307922
Kyrgyzstan,KGZ,2009,0.973630011081696
Kyrgyzstan,KGZ,2010,0.902899980545044
Kyrgyzstan,KGZ,2012,0.888040006160736
Kyrgyzstan,KGZ,2013,0.866289973258972
Laos,LAO,2000,0.185320004820824
Laos,LAO,2001,0.340939998626709
Laos,LAO,2002,0.356799989938736
Latvia,LVA,1998,0.921829998493195
Latvia,LVA,1999,0.928219974040985
Latvia,LVA,2000,0.86023998260498
Latvia,LVA,2001,0.852859973907471
Latvia,LVA,2002,0.864970028400421
Latvia,LVA,2003,0.703859984874725
Latvia,LVA,2004,0.653550028800964
Latvia,LVA,2006,0.845870018005371
Latvia,LVA,2007,0.867169976234436
Latvia,LVA,2008,0.938220024108887
Latvia,LVA,2009,0.778680026531219
Latvia,LVA,2010,0.807799994945526
Latvia,LVA,2011,1.01354002952576
Latvia,LVA,2012,0.962350010871887
Latvia,LVA,2013,0.95608001947403
Lebanon,LBN,2002,0.726450026035309
Lebanon,LBN,2004,0.66813999414444
Lebanon,LBN,2005,0.768610000610352
Lebanon,LBN,2006,0.765659987926483
Lebanon,LBN,2007,0.661159992218018
Lebanon,LBN,2008,0.589640021324158
Lebanon,LBN,2009,0.473980009555817
Lebanon,LBN,2010,0.443709999322891
Lebanon,LBN,2011,0.436159998178482
Lebanon,LBN,2012,0.672519981861115
Lebanon,LBN,2013,0.739430010318756
Lesotho,LSO,1999,3.09640002250671
Lesotho,LSO,2000,1.92042005062103
Lesotho,LSO,2001,2.00809001922607
Lesotho,LSO,2005,5.39039993286133
Lesotho,LSO,2006,5.10216999053955
Lesotho,LSO,2008,4.72333002090454
Liberia,LBR,2007,0.539430022239685
Liberia,LBR,2012,0.870379984378815
Libya,LBY,1999,1.19381999969482
Liechtenstein,LIE,2003,0.316590011119843
Liechtenstein,LIE,2004,0.337909996509552
Liechtenstein,LIE,2006,0.186279997229576
Liechtenstein,LIE,2007,0.174669995903969
Lithuania,LTU,2001,1.32445001602173
Lithuania,LTU,2002,1.39127004146576
Lithuania,LTU,2003,0.985279977321625
Lithuania,LTU,2004,1.05835998058319
Lithuania,LTU,2005,1.02309000492096
Lithuania,LTU,2006,0.991710007190704
Lithuania,LTU,2007,0.998130023479462
Lithuania,LTU,2008,1.0251499414444
Lithuania,LTU,2009,1.12361001968384
Lithuania,LTU,2010,1.24855005741119
Lithuania,LTU,2011,1.4575400352478
Lithuania,LTU,2012,1.382120013237
Macao,MAC,1998,1.21756994724274
Macao,MAC,1999,1.04679000377655
Macao,MAC,2000,1.04343998432159
Macao,MAC,2002,1.20181000232697
Macao,MAC,2003,1.18906998634338
Macao,MAC,2004,1.03410005569458
Macao,MAC,2005,1.07123005390167
Macao,MAC,2006,0.918760001659393
Macao,MAC,2007,0.769200026988983
Macao,MAC,2008,0.81616997718811
Macao,MAC,2009,0.854009985923767
Macao,MAC,2010,1.26238000392914
Macao,MAC,2011,1.60184001922607
Macao,MAC,2012,2.27602005004883
Macao,MAC,2013,0.925440013408661
Macedonia,MKD,2002,0.495370000600815
Madagascar,MDG,1998,0.321020007133484
Madagascar,MDG,2005,0.388150006532669
Madagascar,MDG,2006,0.423099994659424
Madagascar,MDG,2007,0.429540008306503
Madagascar,MDG,2008,0.447079986333847
Madagascar,MDG,2009,0.48895001411438
Madagascar,MDG,2011,0.374830007553101
Madagascar,MDG,2012,0.415280014276505
Malawi,MWI,1999,0.750060021877289
Malawi,MWI,2000,0.821229994297028
Malawi,MWI,2001,0.68775999546051
Malawi,MWI,2010,1.29812002182007
Malawi,MWI,2011,1.42561995983124
Malawi,MWI,2013,2.1833701133728
Malawi,MWI,2014,1.48206996917725
Malaysia,MYS,2000,1.91464996337891
Malaysia,MYS,2001,2.56349992752075
Malaysia,MYS,2002,2.5500500202179
Malaysia,MYS,2003,2.62498998641968
Malaysia,MYS,2004,1.98125004768372
Malaysia,MYS,2006,1.62083995342255
Malaysia,MYS,2007,1.44421005249023
Malaysia,MYS,2009,2.14738011360168
Malaysia,MYS,2010,1.71114003658295
Malaysia,MYS,2011,2.13042998313904
Malaysia,MYS,2013,2.07256007194519
Maldives,MDV,2011,0.397590011358261
Maldives,MDV,2012,0.486189991235733
Mali,MLI,1998,0.387670010328293
Mali,MLI,1999,0.382189989089966
Mali,MLI,2008,0.612959980964661
Mali,MLI,2009,0.695879995822906
Mali,MLI,2010,0.799440026283264
Mali,MLI,2011,1.06426000595093
Mali,MLI,2012,0.851670026779175
Mali,MLI,2013,0.756410002708435
Mali,MLI,2014,0.938589990139008
Malta,MLT,1998,0.80391001701355
Malta,MLT,2002,0.887380003929138
Malta,MLT,2004,0.527939975261688
Malta,MLT,2007,0.954079985618591
Malta,MLT,2008,1.03442001342773
Malta,MLT,2009,1.18968999385834
Malta,MLT,2010,1.57671999931335
Malta,MLT,2011,1.10732996463776
Malta,MLT,2012,1.49879002571106
Marshall Islands,MHL,2002,1.27470004558563
Mauritania,MRT,1999,0.342269986867905
Mauritania,MRT,2008,0.593930006027222
Mauritania,MRT,2010,0.677320003509521
Mauritania,MRT,2011,0.394809991121292
Mauritania,MRT,2012,0.366780012845993
Mauritania,MRT,2013,0.379299998283386
Mauritius,MUS,2001,0.402280002832413
Mauritius,MUS,2002,0.484090000391006
Mauritius,MUS,2003,0.663060009479523
Mauritius,MUS,2004,0.625339984893799
Mauritius,MUS,2005,0.476770013570786
Mauritius,MUS,2006,0.394389986991882
Mauritius,MUS,2008,0.327050000429153
Mauritius,MUS,2009,0.395709991455078
Mauritius,MUS,2010,0.342350006103516
Mauritius,MUS,2011,0.271600008010864
Mauritius,MUS,2012,0.273559987545013
Mauritius,MUS,2013,0.294869989156723
Mauritius,MUS,2014,0.351870000362396
Mexico,MEX,1998,0.712539970874786
Mexico,MEX,1999,0.755909979343414
Mexico,MEX,2001,0.642159998416901
Mexico,MEX,2002,0.909870028495789
Mexico,MEX,2003,0.874400019645691
Mexico,MEX,2004,0.834959983825684
Mexico,MEX,2005,0.856679975986481
Mexico,MEX,2006,0.816799998283386
Mexico,MEX,2007,0.874509990215302
Mexico,MEX,2008,0.916279971599579
Mexico,MEX,2009,1.04548001289368
Mexico,MEX,2010,1.02208995819092
Mexico,MEX,2011,0.934210002422333
Moldova,MDA,2006,1.45595002174377
Moldova,MDA,2007,1.61807000637054
Moldova,MDA,2008,1.53587996959686
Moldova,MDA,2009,1.71733999252319
Moldova,MDA,2010,1.63802003860474
Moldova,MDA,2011,1.55567002296448
Moldova,MDA,2012,1.46633994579315
Moldova,MDA,2014,1.28685998916626
Monaco,MCO,2004,0.0543400011956692
Mongolia,MNG,2002,1.11471998691559
Mongolia,MNG,2004,0.797349989414215
Mongolia,MNG,2010,0.310420006513596
Mongolia,MNG,2011,0.176420003175735
Morocco,MAR,1998,0.871699988842011
Morocco,MAR,1999,0.923080027103424
Morocco,MAR,2000,1.06421005725861
Morocco,MAR,2009,1.06176996231079
Mozambique,MOZ,1999,0.701479971408844
Mozambique,MOZ,2006,0.518890023231506
Mozambique,MOZ,2012,0.740090012550354
Mozambique,MOZ,2013,0.887179970741272
Namibia,NAM,1999,0.868799984455109
Namibia,NAM,2000,0.836229979991913
Namibia,NAM,2001,0.82683002948761
Namibia,NAM,2002,0.585759997367859
Namibia,NAM,2003,0.556930005550385
Namibia,NAM,2006,0.791170001029968
Namibia,NAM,2008,0.642300009727478
Namibia,NAM,2010,1.92754995822906
Nepal,NPL,1998,0.606209993362427
Nepal,NPL,1999,0.533810019493103
Nepal,NPL,2000,0.559989988803864
Nepal,NPL,2001,0.442809998989105
Nepal,NPL,2002,0.38060000538826
Nepal,NPL,2003,0.320190012454987
Nepal,NPL,2008,0.512080013751984
Nepal,NPL,2009,0.558820009231567
Nepal,NPL,2010,0.502489984035492
Nepal,NPL,2014,0.537899971008301
Netherlands,NLD,1998,1.3286600112915
Netherlands,NLD,1999,1.31260001659393
Netherlands,NLD,2000,1.29594004154205
Netherlands,NLD,2001,1.27459001541138
Netherlands,NLD,2002,1.2581399679184
Netherlands,NLD,2003,1.33583998680115
Netherlands,NLD,2004,1.35999000072479
Netherlands,NLD,2005,1.38120996952057
Netherlands,NLD,2006,1.40023994445801
Netherlands,NLD,2007,1.34424996376038
Netherlands,NLD,2008,1.41436004638672
Netherlands,NLD,2009,1.50773000717163
Netherlands,NLD,2010,1.55833005905151
Netherlands,NLD,2011,1.60566997528076
Netherlands,NLD,2012,1.57630002498627
Netherlands,NLD,2013,1.62299001216888
New Zealand,NZL,1999,1.70135998725891
New Zealand,NZL,2001,1.61829996109009
New Zealand,NZL,2002,1.67946004867554
New Zealand,NZL,2003,1.59880995750427
New Zealand,NZL,2004,1.58528995513916
New Zealand,NZL,2005,1.4507999420166
New Zealand,NZL,2006,1.46456003189087
New Zealand,NZL,2007,1.59890997409821
New Zealand,NZL,2008,1.5986100435257
New Zealand,NZL,2009,1.88625001907349
New Zealand,NZL,2010,1.88724005222321
New Zealand,NZL,2011,1.91817998886108
New Zealand,NZL,2012,1.83702003955841
New Zealand,NZL,2014,1.60736000537872
Nicaragua,NIC,2010,1.17037999629974
Niger,NER,2006,0.298920005559921
Niger,NER,2007,0.42085999250412
Niger,NER,2008,0.344729989767075
Niger,NER,2009,0.447959989309311
Niger,NER,2010,0.469260007143021
Niger,NER,2011,0.604560017585754
Niger,NER,2012,0.762290000915527
Niger,NER,2013,0.798430025577545
Niger,NER,2014,0.943379998207092
Norway,NOR,1998,1.91928994655609
Norway,NOR,1999,1.8881299495697
Norway,NOR,2000,1.64209997653961
Norway,NOR,2001,1.80494999885559
Norway,NOR,2002,2.04656004905701
Norway,NOR,2003,2.25493001937866
Norway,NOR,2004,2.34368991851807
Norway,NOR,2005,2.22288990020752
Norway,NOR,2006,2.01438999176025
Norway,NOR,2007,2.08783006668091
Norway,NOR,2008,2.01175999641418
Norway,NOR,2009,2.16059994697571
Norway,NOR,2010,1.99974000453949
Norway,NOR,2011,1.92985999584198
Oman,OMN,1998,0.395689994096756
Oman,OMN,1999,0.391869992017746
Oman,OMN,2001,0.380620002746582
Oman,OMN,2002,0.432020008563995
Oman,OMN,2004,0.374920010566711
Oman,OMN,2005,0.268640011548996
Oman,OMN,2009,1.1258100271225
Pakistan,PAK,2013,0.803719997406006
Pakistan,PAK,2014,0.550650000572205
Palau,PLW,2001,1.55406999588013
Panama,PAN,1999,1.26320004463196
Panama,PAN,2000,1.27742004394531
Panama,PAN,2001,1.15007996559143
Panama,PAN,2002,1.24846994876862
Panama,PAN,2004,1.07438004016876
Panama,PAN,2011,0.732490003108978
Panama,PAN,2012,0.742190003395081
Paraguay,PRY,2000,0.789789974689484
Paraguay,PRY,2001,0.725849986076355
Paraguay,PRY,2002,0.638279974460602
Paraguay,PRY,2003,0.675870001316071
Paraguay,PRY,2004,0.547280013561249
Paraguay,PRY,2007,0.678919970989227
Paraguay,PRY,2010,0.698459982872009
Paraguay,PRY,2011,1.66295003890991
Paraguay,PRY,2012,1.11160004138947
Peru,PER,1998,0.67875999212265
Peru,PER,2002,0.351249992847443
Peru,PER,2003,0.387169986963272
Peru,PER,2004,0.411110013723373
Peru,PER,2005,0.309720009565353
Peru,PER,2006,0.386079996824265
Peru,PER,2007,0.358429998159409
Peru,PER,2008,0.446680009365082
Peru,PER,2009,0.450199991464615
Peru,PER,2010,0.393559992313385
Peru,PER,2011,0.467530012130737
Peru,PER,2012,0.527610003948212
Peru,PER,2013,0.552730023860931
Peru,PER,2014,0.520829975605011
Philippines,PHL,2000,0.451469987630844
Philippines,PHL,2001,0.415699988603592
Philippines,PHL,2002,0.420949995517731
Philippines,PHL,2003,0.401580005884171
Philippines,PHL,2004,0.345380008220673
Philippines,PHL,2005,0.322210013866425
Philippines,PHL,2007,0.275290012359619
Philippines,PHL,2008,0.280629992485046
Philippines,PHL,2009,0.317220002412796
Poland,POL,1998,1.11571002006531
Poland,POL,1999,0.761900007724762
Poland,POL,2000,0.722239971160889
Poland,POL,2001,0.836449980735779
Poland,POL,2002,1.05013000965118
Poland,POL,2003,1.02069997787476
Poland,POL,2004,1.14411997795105
Poland,POL,2005,1.18742001056671
Poland,POL,2006,0.957059979438782
Poland,POL,2007,0.926069974899292
Poland,POL,2008,1.04260003566742
Poland,POL,2009,1.05674004554749
Poland,POL,2010,1.15448999404907
Poland,POL,2011,1.10029995441437
Poland,POL,2012,1.12565994262695
Portugal,PRT,1999,0.941609978675842
Portugal,PRT,2000,0.935769975185394
Portugal,PRT,2001,0.981369972229004
Portugal,PRT,2002,0.905510008335114
Portugal,PRT,2003,0.952080011367798
Portugal,PRT,2004,0.830879986286163
Portugal,PRT,2005,0.918900012969971
Portugal,PRT,2006,0.934669971466064
Portugal,PRT,2007,1.11620998382568
Portugal,PRT,2008,0.909340023994446
Portugal,PRT,2009,1.03070998191833
Portugal,PRT,2010,1.08889997005463
Portugal,PRT,2011,1.00880002975464
Puerto Rico,PRI,2013,2.46251010894775
Romania,ROU,2001,0.774850010871887
Romania,ROU,2002,0.695429980754852
Romania,ROU,2003,0.674629986286163
Romania,ROU,2004,0.693319976329803
Romania,ROU,2005,0.802089989185333
Romania,ROU,2007,1.11219000816345
Romania,ROU,2009,1.17709004878998
Romania,ROU,2010,0.984799981117249
Romania,ROU,2011,0.83814001083374
Romania,ROU,2012,0.769070029258728
Romania,ROU,2013,0.715420007705688
Russia,RUS,2000,0.473729997873306
Russia,RUS,2001,0.537899971008301
Russia,RUS,2002,0.653429985046387
Russia,RUS,2003,0.679260015487671
Russia,RUS,2004,0.649410009384155
Russia,RUS,2005,0.794229984283447
Russia,RUS,2006,0.846580028533936
Russia,RUS,2008,0.948059976100922
Russia,RUS,2012,0.878790020942688
Rwanda,RWA,2000,1.41902005672455
Rwanda,RWA,2005,0.981509983539581
Rwanda,RWA,2007,1.09182000160217
Rwanda,RWA,2008,0.961000025272369
Rwanda,RWA,2010,1.12612998485565
Rwanda,RWA,2011,0.868529975414276
Rwanda,RWA,2012,0.630410015583038
Rwanda,RWA,2013,0.705020010471344
Saint Kitts and Nevis,KNA,1998,0.569559991359711
Saint Lucia,LCA,1999,0.806270003318787
Saint Lucia,LCA,2009,0.232659995555878
Saint Lucia,LCA,2010,0.189030006527901
Saint Lucia,LCA,2011,0.213949993252754
Saint Vincent and the Grenadines,VCT,2005,0.235379993915558
Saint Vincent and the Grenadines,VCT,2007,0.341410011053085
Saint Vincent and the Grenadines,VCT,2009,0.308129996061325
Saint Vincent and the Grenadines,VCT,2010,0.356489986181259
Samoa,WSM,1999,1.6173700094223
Samoa,WSM,2000,1.30404996871948
Samoa,WSM,2001,1.2710599899292
San Marino,SMR,2010,0.225350007414818
San Marino,SMR,2011,0.256509989500046
Sao Tome and Principe,STP,2012,0.972119987010956
Sao Tome and Principe,STP,2013,0.485989987850189
Sao Tome and Principe,STP,2014,0.372209995985031
Saudi Arabia,SAU,1998,1.41261005401611
Senegal,SEN,1998,0.739300012588501
Senegal,SEN,2005,1.12899005413055
Senegal,SEN,2006,1.12149000167847
Senegal,SEN,2008,1.23912000656128
Senegal,SEN,2009,1.26365995407104
Senegal,SEN,2010,1.37602996826172
Serbia,SRB,2007,1.16603994369507
Serbia,SRB,2008,1.2849999666214
Serbia,SRB,2009,1.31333994865417
Serbia,SRB,2010,1.33385002613068
Serbia,SRB,2011,1.3115199804306
Serbia,SRB,2012,1.28919994831085
Seychelles,SYC,1998,0.484180003404617
Seychelles,SYC,2002,0.905770003795624
Seychelles,SYC,2006,0.853630006313324
Seychelles,SYC,2011,1.17263996601105
Sierra Leone,SLE,2007,0.478819996118546
Sierra Leone,SLE,2008,0.502659976482391
Sierra Leone,SLE,2009,0.548910021781921
Sierra Leone,SLE,2010,0.508390009403229
Sierra Leone,SLE,2011,0.485460013151169
Sierra Leone,SLE,2012,0.677850008010864
Sierra Leone,SLE,2013,0.62746000289917
Sierra Leone,SLE,2014,0.848380029201508
Singapore,SGP,2008,0.905809998512268
Singapore,SGP,2009,1.04346001148224
Singapore,SGP,2010,1.08984005451202
Singapore,SGP,2011,1.09536004066467
Singapore,SGP,2012,1.18491005897522
Singapore,SGP,2013,1.02502000331879
Slovakia,SVK,1999,0.736710011959076
Slovakia,SVK,2000,0.711399972438812
Slovakia,SVK,2001,0.809260010719299
Slovakia,SVK,2002,0.857020020484924
Slovakia,SVK,2003,0.82898998260498
Slovakia,SVK,2004,0.9617999792099
Slovakia,SVK,2005,0.793330013751984
Slovakia,SVK,2006,0.8817999958992
Slovakia,SVK,2007,0.771809995174408
Slovakia,SVK,2008,0.761150002479553
Slovakia,SVK,2009,0.795979976654053
Slovakia,SVK,2010,0.810060024261475
Slovakia,SVK,2011,0.928439974784851
Slovakia,SVK,2012,0.941070020198822
Slovakia,SVK,2013,0.971580028533936
Slovenia,SVN,2001,1.25271999835968
Slovenia,SVN,2002,1.24731004238129
Slovenia,SVN,2003,1.27075004577637
Slovenia,SVN,2004,1.27714002132416
Slovenia,SVN,2005,1.22962999343872
Slovenia,SVN,2006,1.21369004249573
Slovenia,SVN,2007,1.18991005420685
Slovenia,SVN,2008,1.18963003158569
Slovenia,SVN,2009,1.35046005249023
Slovenia,SVN,2010,1.33759999275208
Slovenia,SVN,2011,1.34686005115509
Slovenia,SVN,2012,1.2024199962616
South Africa,ZAF,1999,0.895500004291534
South Africa,ZAF,2000,0.791920006275177
South Africa,ZAF,2001,0.748679995536804
South Africa,ZAF,2002,0.742129981517792
South Africa,ZAF,2003,0.686469972133636
South Africa,ZAF,2004,0.675339996814728
South Africa,ZAF,2005,0.762260019779205
South Africa,ZAF,2006,0.651730000972748
South Africa,ZAF,2007,0.651380002498627
South Africa,ZAF,2008,0.63305002450943
South Africa,ZAF,2009,0.657850027084351
South Africa,ZAF,2010,0.679589986801147
South Africa,ZAF,2011,0.698140025138855
South Africa,ZAF,2012,0.758719980716705
South Africa,ZAF,2013,0.744229972362518
South Africa,ZAF,2014,0.737959980964661
South Korea,KOR,1998,0.366959989070892
South Korea,KOR,1999,0.466650009155273
South Korea,KOR,2002,0.305920004844666
South Korea,KOR,2003,0.562020003795624
South Korea,KOR,2004,0.533529996871948
South Korea,KOR,2005,0.544510006904602
South Korea,KOR,2006,0.593640029430389
South Korea,KOR,2007,0.559480011463165
South Korea,KOR,2008,0.621460020542145
South Korea,KOR,2009,0.796689987182617
South Korea,KOR,2012,0.721000015735626
South Korea,KOR,2013,0.864180028438568
South Sudan,SSD,2011,0.204019993543625
Spain,ESP,1998,0.851300001144409
Spain,ESP,1999,0.857469975948334
Spain,ESP,2000,0.910000026226044
Spain,ESP,2001,0.93953001499176
Spain,ESP,2002,0.944760024547577
Spain,ESP,2003,0.967559993267059
Spain,ESP,2004,0.949720025062561
Spain,ESP,2005,0.923699975013733
Spain,ESP,2006,0.927420020103455
Spain,ESP,2007,0.96790999174118
Spain,ESP,2008,1.03883004188538
Spain,ESP,2009,1.11128997802734
Spain,ESP,2010,1.12929999828339
Spain,ESP,2011,1.14038002490997
Spain,ESP,2012,0.985719978809357
Spain,ESP,2013,0.965900003910065
Sri Lanka,LKA,2001,0.359950006008148
Sri Lanka,LKA,2009,0.37406998872757
Sri Lanka,LKA,2010,0.28218999505043
Sri Lanka,LKA,2011,0.321200013160706
Sri Lanka,LKA,2012,0.280220001935959
Sri Lanka,LKA,2013,0.342449992895126
Swaziland,SWZ,1999,1.63283002376556
Swaziland,SWZ,2000,2.0246798992157
Swaziland,SWZ,2001,1.24339997768402
Swaziland,SWZ,2002,1.13936996459961
Swaziland,SWZ,2003,1.73652005195618
Swaziland,SWZ,2004,1.70543003082275
Swaziland,SWZ,2005,1.7765599489212
Swaziland,SWZ,2006,1.71816003322601
Swaziland,SWZ,2008,1.62048995494843
Swaziland,SWZ,2009,1.54066002368927
Swaziland,SWZ,2010,1.15412998199463
Swaziland,SWZ,2011,1.10889005661011
Sweden,SWE,1998,1.87346994876862
Sweden,SWE,1999,1.86951994895935
Sweden,SWE,2000,1.85359001159668
Sweden,SWE,2001,1.87416005134583
Sweden,SWE,2002,1.98274004459381
Sweden,SWE,2003,1.97964000701904
Sweden,SWE,2004,1.91339004039764
Sweden,SWE,2005,1.8043600320816
Sweden,SWE,2006,1.71816003322601
Sweden,SWE,2007,1.64198005199432
Sweden,SWE,2008,1.725909948349
Sweden,SWE,2009,1.92656004428864
Sweden,SWE,2010,1.92183005809784
Sweden,SWE,2011,1.88736999034882
Sweden,SWE,2012,1.93557000160217
Sweden,SWE,2013,1.95701003074646
Switzerland,CHE,1998,0.994499981403351
Switzerland,CHE,1999,1.09106004238129
Switzerland,CHE,2000,1.06743001937866
Switzerland,CHE,2001,1.14627003669739
Switzerland,CHE,2002,1.28863000869751
Switzerland,CHE,2003,1.50005996227264
Switzerland,CHE,2004,1.52404999732971
Switzerland,CHE,2005,1.3547899723053
Switzerland,CHE,2006,1.32474994659424
Switzerland,CHE,2007,1.19924998283386
Switzerland,CHE,2008,1.1742399930954
Switzerland,CHE,2009,1.27215003967285
Switzerland,CHE,2010,1.25215995311737
Switzerland,CHE,2011,1.29809999465942
Switzerland,CHE,2012,1.32942998409271
Syria,SYR,2001,0.865840017795563
Syria,SYR,2002,1.05939996242523
Syria,SYR,2003,1.4456000328064
Syria,SYR,2004,1.33328998088837
Syria,SYR,2006,1.06087005138397
Syria,SYR,2007,1.03945004940033
Syria,SYR,2008,1.14625000953674
Syria,SYR,2009,1.24266004562378
Tajikistan,TJK,2002,0.334609985351563
Tajikistan,TJK,2003,0.188539996743202
Tajikistan,TJK,2004,0.14835000038147
Tajikistan,TJK,2005,0.259409993886948
Tajikistan,TJK,2006,0.222220003604889
Tajikistan,TJK,2007,0.257200002670288
Tajikistan,TJK,2008,0.492949992418289
Tajikistan,TJK,2009,0.49099999666214
Tajikistan,TJK,2010,0.403690010309219
Tajikistan,TJK,2011,0.330460011959076
Tajikistan,TJK,2012,0.449259996414185
Tajikistan,TJK,2013,0.458609998226166
Tanzania,TZA,2004,0.869029998779297
Tanzania,TZA,2005,0.999610006809235
Tanzania,TZA,2006,0.792850017547607
Tanzania,TZA,2007,1.04373002052307
Tanzania,TZA,2008,1.26936995983124
Tanzania,TZA,2009,1.36576998233795
Tanzania,TZA,2010,1.30798995494843
Tanzania,TZA,2014,0.745000004768372
Thailand,THA,1998,1.11549997329712
Thailand,THA,2000,1.06664001941681
Thailand,THA,2001,1.04489004611969
Thailand,THA,2004,0.830889999866486
Thailand,THA,2005,0.854099988937378
Thailand,THA,2006,0.961579978466034
Thailand,THA,2008,0.742959976196289
Thailand,THA,2009,0.746410012245178
Thailand,THA,2010,0.579540014266968
Thailand,THA,2011,0.71723997592926
Thailand,THA,2012,0.654110014438629
Thailand,THA,2013,0.641680002212524
Timor,TLS,2009,0.93300998210907
Timor,TLS,2010,1.09411001205444
Timor,TLS,2011,1.84815001487732
Timor,TLS,2012,0.914080023765564
Timor,TLS,2013,0.235280007123947
Timor,TLS,2014,0.315589994192123
Togo,TGO,1998,0.867929995059967
Togo,TGO,1999,0.920459985733032
Togo,TGO,2000,0.783959984779358
Togo,TGO,2007,0.792949974536896
Togo,TGO,2008,0.691100001335144
Togo,TGO,2009,0.594560027122498
Togo,TGO,2010,0.740059971809387
Togo,TGO,2011,0.710919976234436
Togo,TGO,2012,0.856630027294159
Togo,TGO,2013,0.978349983692169
Togo,TGO,2014,1.04931998252869
Tonga,TON,2004,0.846679985523224
Tunisia,TUN,1999,1.35031998157501
Tunisia,TUN,2000,1.34303998947144
Tunisia,TUN,2001,1.36758995056152
Tunisia,TUN,2002,1.31909000873566
Tunisia,TUN,2003,1.6642199754715
Tunisia,TUN,2004,1.78987002372742
Tunisia,TUN,2005,1.55736994743347
Tunisia,TUN,2006,1.5616500377655
Tunisia,TUN,2007,1.58994996547699
Tunisia,TUN,2008,1.567999958992
Tunisia,TUN,2009,1.76428997516632
Tunisia,TUN,2010,1.76217997074127
Tunisia,TUN,2012,1.75466001033783
Tunisia,TUN,2013,1.75656998157501
Tunisia,TUN,2014,1.62028002738953
Turkey,TUR,1999,0.82506000995636
Turkey,TUR,2000,0.800570011138916
Turkey,TUR,2001,0.872219979763031
Turkey,TUR,2002,0.951900005340576
Turkey,TUR,2003,0.960399985313416
Turkey,TUR,2004,0.869459986686707
Turkey,TUR,2006,0.913020014762878
Turkmenistan,TKM,2012,0.281390011310577
Turks and Caicos Islands,TCA,2015,0.732219994068146
Uganda,UGA,2004,0.587629973888397
Uganda,UGA,2009,0.367850005626678
Uganda,UGA,2010,0.254590004682541
Uganda,UGA,2011,0.260650008916855
Uganda,UGA,2012,0.311859995126724
Uganda,UGA,2013,0.302740007638931
Ukraine,UKR,2000,1.34386003017426
Ukraine,UKR,2001,1.49204003810883
Ukraine,UKR,2002,1.84536004066467
Ukraine,UKR,2003,1.73107004165649
Ukraine,UKR,2004,1.68457996845245
Ukraine,UKR,2005,1.78602004051208
Ukraine,UKR,2006,1.89311003684998
Ukraine,UKR,2007,1.84992003440857
Ukraine,UKR,2008,2.02745008468628
Ukraine,UKR,2009,2.36843991279602
Ukraine,UKR,2011,2.12005996704102
Ukraine,UKR,2012,2.16916990280151
Ukraine,UKR,2013,2.12620997428894
United Kingdom,GBR,1998,0.996280014514923
United Kingdom,GBR,1999,0.863049983978271
United Kingdom,GBR,2000,0.759940028190613
United Kingdom,GBR,2001,0.757099986076355
United Kingdom,GBR,2002,1.0223799943924
United Kingdom,GBR,2003,1.00832998752594
United Kingdom,GBR,2004,0.96603000164032
United Kingdom,GBR,2005,1.15807998180389
United Kingdom,GBR,2006,1.05172002315521
United Kingdom,GBR,2007,0.895990014076233
United Kingdom,GBR,2008,0.802649974822998
United Kingdom,GBR,2009,0.762910008430481
