Entity,Code,Year,"3.c.1 - Health worker density, by type of occupation (per 10,000 population) - SH_MED_HEAWOR - Dentists (per 1,000 population)"
Panama,PAN,2013,27.02
Panama,PAN,2016,27.99
Papua New Guinea,PNG,2000,1.62
Papua New Guinea,PNG,2009,1.7399999999999998
Paraguay,PRY,2002,44.04
Paraguay,PRY,2012,16.52
Paraguay,PRY,2017,10
Paraguay,PRY,2018,16.37
Peru,PER,2007,54.15
Peru,PER,2009,12.31
Peru,PER,2012,14.82
Peru,PER,2016,18
Philippines,PHL,2000,10.98
Philippines,PHL,2002,53.129999999999995
Philippines,PHL,2004,54.21
Poland,POL,2010,32.75
Poland,POL,2011,34.01
Poland,POL,2012,32.599999999999994
Poland,POL,2013,32.160000000000004
Poland,POL,2014,34.18
Poland,POL,2015,32.94
Poland,POL,2016,34.82
Portugal,PRT,2002,39.58
Portugal,PRT,2003,41.989999999999995
Portugal,PRT,2004,44.71
Portugal,PRT,2005,47.85
Portugal,PRT,2006,53.440000000000005
Portugal,PRT,2007,52.95
Portugal,PRT,2008,56.64
Portugal,PRT,2009,61.959999999999994
Portugal,PRT,2010,76.09
Portugal,PRT,2011,76.31
Portugal,PRT,2012,80
Portugal,PRT,2013,84.23
Portugal,PRT,2014,87.14
Qatar,QAT,2005,79.78
Qatar,QAT,2006,48.099999999999994
Qatar,QAT,2014,70
Qatar,QAT,2016,83.85999999999999
Romania,ROU,2002,37.86
Romania,ROU,2010,63.4
Romania,ROU,2011,65.66
Romania,ROU,2012,68.31
Romania,ROU,2013,71
Romania,ROU,2016,80.72
Russia,RUS,2010,28.98
Russia,RUS,2011,29.3
Russia,RUS,2012,29.45
Russia,RUS,2013,29.07
Russia,RUS,2014,28.599999999999998
Rwanda,RWA,2008,0.65
Rwanda,RWA,2009,0.72
Rwanda,RWA,2015,1.09
Saint Kitts and Nevis,KNA,2001,32.61
Saint Kitts and Nevis,KNA,2015,36.83
Saint Lucia,LCA,2001,17.03
Saint Lucia,LCA,2002,4.38
Saint Lucia,LCA,2003,4.35
Saint Lucia,LCA,2004,4.32
Saint Lucia,LCA,2007,1.79
Saint Lucia,LCA,2008,1.18
Saint Lucia,LCA,2009,2.92
Saint Lucia,LCA,2010,16.220000000000002
Saint Lucia,LCA,2014,22.68
Saint Vincent and the Grenadines,VCT,2000,4.63
Saint Vincent and the Grenadines,VCT,2001,19.439999999999998
Saint Vincent and the Grenadines,VCT,2004,11.97
Samoa,WSM,2003,5.629999999999999
Samoa,WSM,2008,9.26
Samoa,WSM,2010,24.169999999999998
Samoa,WSM,2013,6.29
Samoa,WSM,2016,14.89
San Marino,SMR,2014,67.28
Saudi Arabia,SAU,2001,7.42
Saudi Arabia,SAU,2014,39.97
Saudi Arabia,SAU,2016,44
Senegal,SEN,2004,0.64
Senegal,SEN,2008,0.8599999999999999
Senegal,SEN,2013,0.38
Senegal,SEN,2016,0.79
Serbia,SRB,2009,25.08
Serbia,SRB,2010,28.02
Serbia,SRB,2011,28.35
Serbia,SRB,2012,27.44
Serbia,SRB,2013,26.85
Serbia,SRB,2014,26
Serbia,SRB,2015,21.48
Serbia,SRB,2016,51.64
Seychelles,SYC,2004,14.86
Seychelles,SYC,2005,11.27
Seychelles,SYC,2006,16.72
Seychelles,SYC,2007,17.72
Seychelles,SYC,2008,13.23
Seychelles,SYC,2009,17.58
Seychelles,SYC,2010,20.790000000000003
Seychelles,SYC,2011,19.61
Seychelles,SYC,2012,15.169999999999998
Seychelles,SYC,2016,20.9
Sierra Leone,SLE,2004,0.09
Sierra Leone,SLE,2008,0.1
Sierra Leone,SLE,2010,0.09
Singapore,SGP,2001,27.05
Singapore,SGP,2003,28
Singapore,SGP,2004,28.08
Singapore,SGP,2005,28.43
Singapore,SGP,2006,28.69
Singapore,SGP,2007,28.610000000000003
Singapore,SGP,2008,29.15
Singapore,SGP,2009,29.46
Singapore,SGP,2010,30.9
Singapore,SGP,2011,28.55
Singapore,SGP,2012,29.82
Singapore,SGP,2013,33.650000000000006
Singapore,SGP,2016,39.089999999999996
Slovakia,SVK,2009,48.75
Slovakia,SVK,2013,47.67
Slovakia,SVK,2015,48.66
Slovenia,SVN,2010,61.559999999999995
Slovenia,SVN,2011,62.34
Slovenia,SVN,2012,62.9
Slovenia,SVN,2013,64.71000000000001
Slovenia,SVN,2014,65.91
Slovenia,SVN,2015,67.09
Slovenia,SVN,2016,68.39
Solomon Islands,SLB,2005,11.07
Solomon Islands,SLB,2011,6.67
Solomon Islands,SLB,2012,3.99
Solomon Islands,SLB,2013,4.79
Solomon Islands,SLB,2016,4.79
South Africa,ZAF,2004,11.559999999999999
South Africa,ZAF,2010,10.27
South Africa,ZAF,2011,10.309999999999999
South Africa,ZAF,2012,10.48
South Africa,ZAF,2013,10.73
South Africa,ZAF,2014,10.67
South Africa,ZAF,2015,10.82
South Africa,ZAF,2016,11.31
South Africa,ZAF,2017,15.14
South Korea,KOR,2004,44.01
South Korea,KOR,2005,44.31
South Korea,KOR,2006,45.540000000000006
South Korea,KOR,2007,47.14
South Korea,KOR,2008,48.61
South Korea,KOR,2009,49.900000000000006
South Korea,KOR,2010,42.25
South Korea,KOR,2011,43.040000000000006
South Korea,KOR,2012,43.81999999999999
South Korea,KOR,2013,44.81
South Korea,KOR,2014,45.55
South Korea,KOR,2015,46.529999999999994
South Korea,KOR,2016,47.55
South Korea,KOR,2017,49.63
Spain,ESP,2000,42.88
Spain,ESP,2001,44.71
Spain,ESP,2002,45.949999999999996
Spain,ESP,2003,46.900000000000006
Spain,ESP,2004,48.57
Spain,ESP,2005,50.29
Spain,ESP,2006,52.1
Spain,ESP,2007,54.01
Spain,ESP,2008,55.87
Spain,ESP,2009,57.5
Spain,ESP,2010,59.47
Spain,ESP,2011,61.97
Spain,ESP,2012,66.56
Spain,ESP,2013,69.48
Spain,ESP,2014,71.55
Sri Lanka,LKA,2000,3.39
Sri Lanka,LKA,2002,3.9400000000000004
Sri Lanka,LKA,2004,3.9800000000000004
Sri Lanka,LKA,2005,4.89
Sri Lanka,LKA,2006,6
Sri Lanka,LKA,2007,6.630000000000001
Sri Lanka,LKA,2008,6.59
Sri Lanka,LKA,2009,4.27
Sri Lanka,LKA,2010,5.18
Sri Lanka,LKA,2015,6.470000000000001
Sri Lanka,LKA,2016,9.14
Sudan,SDN,2004,2.3200000000000003
Sudan,SDN,2006,2.9899999999999998
Sudan,SDN,2007,2.3400000000000003
Sudan,SDN,2008,2.3400000000000003
Sudan,SDN,2015,21
Suriname,SUR,2000,0.8500000000000001
Suriname,SUR,2004,8.51
Suriname,SUR,2009,4.8
Swaziland,SWZ,2000,0.28
Swaziland,SWZ,2004,1.55
Swaziland,SWZ,2009,1.1
Swaziland,SWZ,2011,3.75
Sweden,SWE,2007,82.30000000000001
Sweden,SWE,2010,80.36
Sweden,SWE,2011,80.61
Sweden,SWE,2012,80.81
Sweden,SWE,2013,80.39999999999999
Sweden,SWE,2014,80.25999999999999
Sweden,SWE,2015,80.02000000000001
Switzerland,CHE,2010,52.46000000000001
Switzerland,CHE,2011,51.989999999999995
Switzerland,CHE,2012,52.06
Switzerland,CHE,2013,51.74
Switzerland,CHE,2014,51.239999999999995
Switzerland,CHE,2015,50.480000000000004
Switzerland,CHE,2016,50.19
Syria,SYR,2000,68
Syria,SYR,2002,85.5
Syria,SYR,2003,85.64999999999999
Syria,SYR,2004,85.99000000000001
Syria,SYR,2005,85.95
Syria,SYR,2007,75.34
Syria,SYR,2008,79.55
Syria,SYR,2009,75.87
Syria,SYR,2010,76.05000000000001
Syria,SYR,2014,86.37
Syria,SYR,2016,68
Tajikistan,TJK,2010,16.15
Tajikistan,TJK,2011,15.629999999999999
Tajikistan,TJK,2012,15.2
Tajikistan,TJK,2013,15.9
Tajikistan,TJK,2014,15.41
Tanzania,TZA,2002,0.41000000000000003
Tanzania,TZA,2006,0.10999999999999999
Tanzania,TZA,2012,0.2
Tanzania,TZA,2014,0.2
Thailand,THA,2001,6.790000000000001
Thailand,THA,2002,6.9799999999999995
Thailand,THA,2004,6.35
Thailand,THA,2006,13.38
Thailand,THA,2007,14.11
Thailand,THA,2008,14.5
Thailand,THA,2009,14.84
Thailand,THA,2010,17.63
Thailand,THA,2016,16.200000000000003
Thailand,THA,2017,16.77
Timor,TLS,2001,0.10999999999999999
Timor,TLS,2004,0.2
Timor,TLS,2008,0.19
Timor,TLS,2009,0.55
Timor,TLS,2010,0.63
Timor,TLS,2011,0.62
Timor,TLS,2014,1.48
Timor,TLS,2015,1.45
Timor,TLS,2017,6.5600000000000005
Togo,TGO,2004,0.33
Togo,TGO,2007,0.25
Togo,TGO,2008,0.24
Togo,TGO,2010,1.01
Togo,TGO,2015,0.24
Tonga,TON,2001,33.47
Tonga,TON,2003,23.05
Tonga,TON,2009,10.620000000000001
Tonga,TON,2010,9.61
Tonga,TON,2013,11.399999999999999
Trinidad and Tobago,TTO,2000,15.620000000000001
Trinidad and Tobago,TTO,2001,17.130000000000003
Trinidad and Tobago,TTO,2002,17.22
Trinidad and Tobago,TTO,2003,19.39
Trinidad and Tobago,TTO,2006,21.79
Trinidad and Tobago,TTO,2007,22.450000000000003
Trinidad and Tobago,TTO,2009,23.610000000000003
Trinidad and Tobago,TTO,2010,25.830000000000002
Trinidad and Tobago,TTO,2011,25.7
Trinidad and Tobago,TTO,2015,35.95
Tunisia,TUN,2000,13.56
Tunisia,TUN,2001,14.1
Tunisia,TUN,2002,14.13
Tunisia,TUN,2004,20.96
Tunisia,TUN,2005,18.31
Tunisia,TUN,2006,18.22
Tunisia,TUN,2010,29.42
Tunisia,TUN,2015,30.990000000000002
Turkey,TUR,2000,25.150000000000002
Turkey,TUR,2001,25.04
Turkey,TUR,2002,25.13
Turkey,TUR,2003,26.85
Turkey,TUR,2004,26.7
Turkey,TUR,2005,26.73
Turkey,TUR,2006,26.66
Turkey,TUR,2007,27.7
Turkey,TUR,2008,28.330000000000002
Turkey,TUR,2009,28.86
Turkey,TUR,2010,29.630000000000003
Turkey,TUR,2011,28.740000000000002
Turkey,TUR,2012,28.700000000000003
Turkey,TUR,2013,29.42
Turkey,TUR,2014,29.849999999999998
Turkey,TUR,2015,31.73
Turkmenistan,TKM,2002,19
Turkmenistan,TKM,2010,11.52
Turkmenistan,TKM,2011,11.67
Turkmenistan,TKM,2012,11.66
Turkmenistan,TKM,2013,11.370000000000001
Turkmenistan,TKM,2014,11.54
Tuvalu,TUV,2002,20.830000000000002
Tuvalu,TUV,2003,20.41
Tuvalu,TUV,2008,19.419999999999998
Tuvalu,TUV,2014,45.87
Uganda,UGA,2004,0.42000000000000004
Uganda,UGA,2005,0.34
Uganda,UGA,2015,0.6900000000000001
Ukraine,UKR,2010,65.83
Ukraine,UKR,2011,66.38
Ukraine,UKR,2012,67.67
Ukraine,UKR,2013,68.57000000000001
Ukraine,UKR,2014,60.05
United Arab Emirates,ARE,2000,25.419999999999998
United Arab Emirates,ARE,2001,31.419999999999998
United Arab Emirates,ARE,2002,32.79
United Arab Emirates,ARE,2003,34.05
United Arab Emirates,ARE,2004,36.3
United Arab Emirates,ARE,2005,30.880000000000003
United Arab Emirates,ARE,2006,25.910000000000004
United Arab Emirates,ARE,2007,31.75
United Arab Emirates,ARE,2008,30.81
United Arab Emirates,ARE,2009,37.49
United Arab Emirates,ARE,2010,37.25
United Arab Emirates,ARE,2011,34.59
United Arab Emirates,ARE,2012,35.31
United Arab Emirates,ARE,2013,35.32
United Arab Emirates,ARE,2014,44.2
United Arab Emirates,ARE,2015,53.7
United Arab Emirates,ARE,2016,55.72
United Kingdom,GBR,2010,51.22
United Kingdom,GBR,2011,52.370000000000005
United Kingdom,GBR,2012,51.78
United Kingdom,GBR,2013,52.1
United Kingdom,GBR,2014,52.830000000000005
United Kingdom,GBR,2015,52.94
United Kingdom,GBR,2016,53
United Kingdom,GBR,2017,52.519999999999996
United States,USA,2000,47.61
United States,USA,2005,60.79
United States,USA,2010,57.85
United States,USA,2015,61
Uruguay,URY,2002,118.28
Uruguay,URY,2008,73.89
Uruguay,URY,2016,121.22999999999999
Uruguay,URY,2017,147.97
Uzbekistan,UZB,2010,16.41
Uzbekistan,UZB,2011,16.72
Uzbekistan,UZB,2012,15.969999999999999
Uzbekistan,UZB,2013,15.82
Uzbekistan,UZB,2014,14.82
Vanuatu,VUT,2008,1.33
Vanuatu,VUT,2012,6.870000000000001
Venezuela,VEN,2001,54.83
Yemen,YEM,2004,2.3899999999999997
Yemen,YEM,2010,2.4299999999999997
Yemen,YEM,2014,2.07
Zambia,ZMB,2004,2.29
Zambia,ZMB,2009,1.79
Zambia,ZMB,2010,1.7799999999999998
Zambia,ZMB,2011,0.51
Zambia,ZMB,2012,0.52
Zambia,ZMB,2016,1.88
Zimbabwe,ZWE,2007,1.44
Zimbabwe,ZWE,2008,1.33
Zimbabwe,ZWE,2009,1.32
Zimbabwe,ZWE,2010,1.7000000000000002
Zimbabwe,ZWE,2011,1.77
Zimbabwe,ZWE,2012,1.58
Zimbabwe,ZWE,2013,1.57
Zimbabwe,ZWE,2014,1.62
