Entity,Code,Year,Pump price for diesel fuel (US$ per liter) (US$ per liter)
Haiti,HTI,2004,0.6
Haiti,HTI,2008,0.89
Haiti,HTI,2012,1.03
Haiti,HTI,2014,0.94
Haiti,HTI,2016,0.62
Heavily indebted poor countries (HIPC),,1991,0.58
Heavily indebted poor countries (HIPC),,1992,0.57
Heavily indebted poor countries (HIPC),,1995,0.48
Heavily indebted poor countries (HIPC),,1998,0.45
Heavily indebted poor countries (HIPC),,2000,0.47
Heavily indebted poor countries (HIPC),,2002,0.5
Heavily indebted poor countries (HIPC),,2004,0.8
Heavily indebted poor countries (HIPC),,2006,1
Heavily indebted poor countries (HIPC),,2008,1.05
Heavily indebted poor countries (HIPC),,2010,1.11
Heavily indebted poor countries (HIPC),,2012,1.22
Heavily indebted poor countries (HIPC),,2014,1.17
Heavily indebted poor countries (HIPC),,2016,0.88
High income,,1998,0.45
High income,,2000,0.64
High income,,2002,0.65
High income,,2004,0.96
High income,,2006,1.19
High income,,2008,1.32
High income,,2010,1.49
High income,,2012,1.76
High income,,2014,1.57
High income,,2016,1.135
Honduras,HND,1992,0.26
Honduras,HND,1995,0.25
Honduras,HND,1998,0.3
Honduras,HND,2000,0.46
Honduras,HND,2002,0.46
Honduras,HND,2004,0.66
Honduras,HND,2006,0.73
Honduras,HND,2008,0.8
Honduras,HND,2010,0.92
Honduras,HND,2012,1.15
Honduras,HND,2014,1.03
Honduras,HND,2016,0.8
Hong Kong,HKG,1991,0.57
Hong Kong,HKG,1995,0.74
Hong Kong,HKG,1998,0.85
Hong Kong,HKG,2000,0.8
Hong Kong,HKG,2002,0.77
Hong Kong,HKG,2004,1
Hong Kong,HKG,2006,1.06
Hong Kong,HKG,2008,1.16
Hong Kong,HKG,2010,1.32
Hong Kong,HKG,2012,1.57
Hong Kong,HKG,2014,1.56
Hong Kong,HKG,2016,1.42
Hungary,HUN,1995,0.65
Hungary,HUN,1998,0.64
Hungary,HUN,2000,0.79
Hungary,HUN,2002,0.85
Hungary,HUN,2004,1.22
Hungary,HUN,2006,1.31
Hungary,HUN,2008,1.38
Hungary,HUN,2010,1.61
Hungary,HUN,2012,1.91
Hungary,HUN,2014,1.65
Hungary,HUN,2016,1.2
IBRD only,,1995,0.28
IBRD only,,1998,0.28
IBRD only,,2000,0.365
IBRD only,,2002,0.34
IBRD only,,2004,0.505
IBRD only,,2006,0.705
IBRD only,,2008,0.84
IBRD only,,2010,0.955
IBRD only,,2012,1.17
IBRD only,,2014,1.06
IBRD only,,2016,0.71
IDA & IBRD total,,1998,0.305
IDA & IBRD total,,2000,0.39
IDA & IBRD total,,2002,0.38
IDA & IBRD total,,2004,0.61
IDA & IBRD total,,2006,0.805
IDA & IBRD total,,2008,0.95
IDA & IBRD total,,2010,0.98
IDA & IBRD total,,2012,1.205
IDA & IBRD total,,2014,1.1
IDA & IBRD total,,2016,0.8
IDA blend,,1998,0.28
IDA blend,,2000,0.38
IDA blend,,2002,0.37
IDA blend,,2004,0.65
IDA blend,,2006,0.87
IDA blend,,2008,1.05
IDA blend,,2010,1.03
IDA blend,,2012,1.21
IDA blend,,2014,1.135
IDA blend,,2016,0.81
IDA only,,1998,0.365
IDA only,,2000,0.45
IDA only,,2002,0.435
IDA only,,2004,0.72
IDA only,,2006,0.88
IDA only,,2008,1.02
IDA only,,2010,1.03
IDA only,,2012,1.22
IDA only,,2014,1.14
IDA only,,2016,0.845
IDA total,,1998,0.36
IDA total,,2000,0.42
IDA total,,2002,0.41
IDA total,,2004,0.68
IDA total,,2006,0.875
IDA total,,2008,1.035
IDA total,,2010,1.03
IDA total,,2012,1.22
IDA total,,2014,1.135
IDA total,,2016,0.83
Iceland,ISL,1998,0.4
Iceland,ISL,2000,0.45
Iceland,ISL,2002,0.62
Iceland,ISL,2004,0.88
Iceland,ISL,2006,1.78
Iceland,ISL,2008,1.31
Iceland,ISL,2010,1.71
Iceland,ISL,2012,2.06
Iceland,ISL,2014,1.86
Iceland,ISL,2016,1.63
India,IND,1991,0.23
India,IND,1995,0.19
India,IND,1998,0.21
India,IND,2000,0.39
India,IND,2002,0.41
India,IND,2004,0.62
India,IND,2006,0.75
India,IND,2008,0.7
India,IND,2010,0.82
India,IND,2012,0.86
India,IND,2014,0.91
India,IND,2016,0.81
Indonesia,IDN,1991,0.13
Indonesia,IDN,1995,0.2
Indonesia,IDN,1998,0.07
Indonesia,IDN,2000,0.06
Indonesia,IDN,2002,0.19
Indonesia,IDN,2004,0.18
Indonesia,IDN,2006,0.44
Indonesia,IDN,2008,0.42
Indonesia,IDN,2010,0.51
Indonesia,IDN,2012,0.47
Indonesia,IDN,2014,0.62
Indonesia,IDN,2016,0.61
Iran,IRN,1998,0.01
Iran,IRN,2000,0.02
Iran,IRN,2002,0.02
Iran,IRN,2004,0.02
Iran,IRN,2006,0.03
Iran,IRN,2008,0.03
Iran,IRN,2010,0.016
Iran,IRN,2012,0.124
Iran,IRN,2014,0.187
Iran,IRN,2016,0.216
Iraq,IRQ,2010,0.56
Iraq,IRQ,2016,0.7
Ireland,IRL,1995,0.87
Ireland,IRL,1998,1.02
Ireland,IRL,2000,0.72
Ireland,IRL,2002,0.8
Ireland,IRL,2004,1.29
Ireland,IRL,2006,1.35
Ireland,IRL,2008,1.64
Ireland,IRL,2010,1.69
Ireland,IRL,2012,1.98
Ireland,IRL,2014,1.84
Ireland,IRL,2016,1.29
Israel,ISR,1995,0.31
Israel,ISR,1998,0.31
Israel,ISR,2000,0.64
Israel,ISR,2002,0.62
Israel,ISR,2004,0.8
Israel,ISR,2006,1.27
Israel,ISR,2008,1.7
Israel,ISR,2010,1.87
Israel,ISR,2012,2.12
Israel,ISR,2014,2.08
Italy,ITA,1995,0.86
Italy,ITA,1998,0.93
Italy,ITA,2000,0.83
Italy,ITA,2002,0.86
Italy,ITA,2004,1.31
Italy,ITA,2006,1.49
Italy,ITA,2008,1.63
Italy,ITA,2010,1.69
Italy,ITA,2012,2.18
Italy,ITA,2014,2.01
Italy,ITA,2016,1.44
Jamaica,JAM,1998,0.33
Jamaica,JAM,2000,0.49
Jamaica,JAM,2002,0.44
Jamaica,JAM,2004,0.57
Jamaica,JAM,2006,0.75
Jamaica,JAM,2008,0.84
Jamaica,JAM,2010,0.98
Jamaica,JAM,2012,1.19
Jamaica,JAM,2014,1.06
Japan,JPN,1995,0.75
Japan,JPN,1998,0.69
Japan,JPN,2000,0.76
Japan,JPN,2002,0.66
Japan,JPN,2004,0.95
Japan,JPN,2006,0.9
Japan,JPN,2008,1.3
Japan,JPN,2010,1.37
Japan,JPN,2012,1.61
Japan,JPN,2014,1.1
Japan,JPN,2016,0.88
Jordan,JOR,1995,0.15
Jordan,JOR,1998,0.15
Jordan,JOR,2000,0.15
Jordan,JOR,2002,0.17
Jordan,JOR,2004,0.19
Jordan,JOR,2006,0.45
Jordan,JOR,2008,0.61
Jordan,JOR,2010,0.73
Jordan,JOR,2012,0.97
Jordan,JOR,2014,0.82
Jordan,JOR,2016,0.64
Kazakhstan,KAZ,1998,0.24
Kazakhstan,KAZ,2000,0.29
Kazakhstan,KAZ,2002,0.29
Kazakhstan,KAZ,2004,0.38
Kazakhstan,KAZ,2006,0.45
Kazakhstan,KAZ,2008,0.72
Kazakhstan,KAZ,2010,0.51
Kazakhstan,KAZ,2012,0.67
Kazakhstan,KAZ,2014,0.64
Kazakhstan,KAZ,2016,0.4
Kenya,KEN,1991,0.37
Kenya,KEN,1992,0.33
Kenya,KEN,1995,0.43
Kenya,KEN,1998,0.54
Kenya,KEN,2000,0.6
Kenya,KEN,2002,0.56
Kenya,KEN,2004,0.76
Kenya,KEN,2006,0.98
Kenya,KEN,2008,1.14
Kenya,KEN,2010,1.27
Kenya,KEN,2012,1.26
Kenya,KEN,2014,1.07
Kenya,KEN,2016,0.82
Kosovo,OWID_KOS,1995,0.84
Kosovo,OWID_KOS,1998,0.43
Kosovo,OWID_KOS,2000,0.56
Kosovo,OWID_KOS,2002,0.66
Kosovo,OWID_KOS,2004,1.03
Kosovo,OWID_KOS,2006,1.19
Kosovo,OWID_KOS,2008,1.21
Kosovo,OWID_KOS,2010,1.6
Kosovo,OWID_KOS,2012,1.6
Kosovo,OWID_KOS,2014,1.55
Kosovo,OWID_KOS,2016,1.06
Kuwait,KWT,1998,0.13
Kuwait,KWT,2000,0.18
Kuwait,KWT,2002,0.18
Kuwait,KWT,2004,0.24
Kuwait,KWT,2006,0.21
Kuwait,KWT,2008,0.2
Kuwait,KWT,2010,0.21
Kuwait,KWT,2012,0.2
Kuwait,KWT,2014,0.19
Kuwait,KWT,2016,0.31
Kyrgyzstan,KGZ,1998,0.27
Kyrgyzstan,KGZ,2000,0.33
Kyrgyzstan,KGZ,2002,0.25
Kyrgyzstan,KGZ,2004,0.43
Kyrgyzstan,KGZ,2006,0.54
Kyrgyzstan,KGZ,2008,0.88
Kyrgyzstan,KGZ,2010,0.79
Kyrgyzstan,KGZ,2014,0.76
Kyrgyzstan,KGZ,2016,0.49
Laos,LAO,1998,0.24
Laos,LAO,2000,0.32
Laos,LAO,2002,0.3
Laos,LAO,2004,0.48
Laos,LAO,2006,0.73
Laos,LAO,2008,0.76
Laos,LAO,2010,0.97
Laos,LAO,2012,1.18
Laos,LAO,2014,1.08
Laos,LAO,2016,0.8
Late-demographic dividend,,1998,0.27
Late-demographic dividend,,2000,0.35
Late-demographic dividend,,2002,0.345
Late-demographic dividend,,2004,0.565
Late-demographic dividend,,2006,0.78
Late-demographic dividend,,2008,1.02
Late-demographic dividend,,2010,1.005
Late-demographic dividend,,2012,1.23
Late-demographic dividend,,2014,1.11
Late-demographic dividend,,2016,0.69
Latin America & Caribbean,,1998,0.3
Latin America & Caribbean,,2000,0.41
Latin America & Caribbean,,2002,0.375
Latin America & Caribbean,,2004,0.575
Latin America & Caribbean,,2006,0.75
Latin America & Caribbean,,2008,0.84
Latin America & Caribbean,,2010,0.98
Latin America & Caribbean,,2012,1.18
Latin America & Caribbean,,2014,1.05
Latin America & Caribbean,,2016,0.745
Latin America & Caribbean (IDA & IBRD),,1995,0.28
Latin America & Caribbean (IDA & IBRD),,1998,0.3
Latin America & Caribbean (IDA & IBRD),,2000,0.41
Latin America & Caribbean (IDA & IBRD),,2002,0.35
Latin America & Caribbean (IDA & IBRD),,2004,0.575
Latin America & Caribbean (IDA & IBRD),,2006,0.74
Latin America & Caribbean (IDA & IBRD),,2008,0.82
Latin America & Caribbean (IDA & IBRD),,2010,0.975
Latin America & Caribbean (IDA & IBRD),,2012,1.175
Latin America & Caribbean (IDA & IBRD),,2014,1.04
Latin America & Caribbean (IDA & IBRD),,2016,0.745
Latin America & Caribbean (excluding high income),,1995,0.28
Latin America & Caribbean (excluding high income),,1998,0.3
Latin America & Caribbean (excluding high income),,2000,0.405
Latin America & Caribbean (excluding high income),,2002,0.375
Latin America & Caribbean (excluding high income),,2004,0.57
Latin America & Caribbean (excluding high income),,2006,0.75
Latin America & Caribbean (excluding high income),,2008,0.83
Latin America & Caribbean (excluding high income),,2010,0.975
Latin America & Caribbean (excluding high income),,2012,1.17
Latin America & Caribbean (excluding high income),,2014,1.04
Latin America & Caribbean (excluding high income),,2016,0.75
Latvia,LVA,1995,0.34
Latvia,LVA,1998,0.35
Latvia,LVA,2000,0.58
Latvia,LVA,2002,0.65
Latvia,LVA,2004,0.9
Latvia,LVA,2006,1.15
Latvia,LVA,2008,1.23
Latvia,LVA,2010,1.49
Latvia,LVA,2012,1.77
Latvia,LVA,2014,1.49
Latvia,LVA,2016,1.07
Least developed countries: UN classification,,1991,0.555
Least developed countries: UN classification,,1992,0.59
Least developed countries: UN classification,,1998,0.395
Least developed countries: UN classification,,2000,0.44
Least developed countries: UN classification,,2002,0.45
Least developed countries: UN classification,,2004,0.75
Least developed countries: UN classification,,2006,0.98
Least developed countries: UN classification,,2008,1.045
Least developed countries: UN classification,,2010,1.07
Least developed countries: UN classification,,2012,1.25
Least developed countries: UN classification,,2014,1.2
Least developed countries: UN classification,,2016,0.84
Lebanon,LBN,1998,0.22
Lebanon,LBN,2000,0.31
Lebanon,LBN,2002,0.25
Lebanon,LBN,2004,0.43
Lebanon,LBN,2006,0.62
Lebanon,LBN,2008,0.76
Lebanon,LBN,2010,0.77
Lebanon,LBN,2012,0.94
Lebanon,LBN,2014,0.73
Lebanon,LBN,2016,0.47
Lesotho,LSO,1998,0.38
Lesotho,LSO,2000,0.47
Lesotho,LSO,2004,0.68
Lesotho,LSO,2006,0.88
Lesotho,LSO,2008,0.93
Lesotho,LSO,2010,1.07
Lesotho,LSO,2012,1.31
Lesotho,LSO,2014,1.07
Lesotho,LSO,2016,0.73
Liberia,LBR,2004,0.77
Liberia,LBR,2006,0.85
Liberia,LBR,2008,1.03
Liberia,LBR,2010,0.96
Liberia,LBR,2012,1.22
Liberia,LBR,2014,0.94
Liberia,LBR,2016,0.83
Libya,LBY,1998,0.17
Libya,LBY,2000,0.16
Libya,LBY,2002,0.08
Libya,LBY,2004,0.08
Libya,LBY,2006,0.06
Libya,LBY,2008,0.12
Libya,LBY,2010,0.13
Libya,LBY,2012,0.1
Libya,LBY,2016,0.11
Liechtenstein,LIE,1998,0.89
Liechtenstein,LIE,2000,0.84
Liechtenstein,LIE,2002,0.93
Liechtenstein,LIE,2004,1.37
Liechtenstein,LIE,2006,1.36
Liechtenstein,LIE,2008,1.52
Liechtenstein,LIE,2010,1.77
Liechtenstein,LIE,2012,2.06
Liechtenstein,LIE,2014,1.79
Lithuania,LTU,1995,0.3
Lithuania,LTU,1998,0.34
Lithuania,LTU,2000,0.55
Lithuania,LTU,2002,0.59
Lithuania,LTU,2004,1.02
Lithuania,LTU,2006,1.09
Lithuania,LTU,2008,1.22
Lithuania,LTU,2010,1.42
Lithuania,LTU,2012,1.7
Lithuania,LTU,2014,1.5
Lithuania,LTU,2016,1.05
Low & middle income,,1998,0.305
Low & middle income,,2000,0.39
Low & middle income,,2002,0.39
Low & middle income,,2004,0.61
Low & middle income,,2006,0.8
Low & middle income,,2008,0.95
Low & middle income,,2010,0.98
Low & middle income,,2012,1.2
Low & middle income,,2014,1.1
Low & middle income,,2016,0.795
Low income,,1991,0.585
Low income,,1992,0.58
Low income,,1995,0.48
Low income,,1998,0.465
Low income,,2000,0.475
Low income,,2002,0.48
Low income,,2004,0.79
Low income,,2006,1
Low income,,2008,1.06
Low income,,2010,1.155
Low income,,2012,1.26
Low income,,2014,1.2
Low income,,2016,0.86
Lower middle income,,1998,0.28
Lower middle income,,2000,0.34
Lower middle income,,2002,0.345
Lower middle income,,2004,0.59
Lower middle income,,2006,0.75
Lower middle income,,2008,0.86
Lower middle income,,2010,0.9
Lower middle income,,2012,1.17
Lower middle income,,2014,1.035
Lower middle income,,2016,0.8
Luxembourg,LUX,1995,0.68
Luxembourg,LUX,1998,0.61
Luxembourg,LUX,2000,0.67
Luxembourg,LUX,2002,0.65
Luxembourg,LUX,2004,0.98
Luxembourg,LUX,2006,1.14
Luxembourg,LUX,2008,1.33
Luxembourg,LUX,2010,1.36
Luxembourg,LUX,2012,1.64
Luxembourg,LUX,2014,1.39
Luxembourg,LUX,2016,1.03
Macedonia,MKD,1995,0.59
Macedonia,MKD,1998,0.46
Macedonia,MKD,2000,0.56
Macedonia,MKD,2002,0.63
Macedonia,MKD,2004,0.92
Macedonia,MKD,2006,1.09
Macedonia,MKD,2008,1.12
Macedonia,MKD,2010,1.27
Macedonia,MKD,2012,1.55
Macedonia,MKD,2014,1.27
Macedonia,MKD,2016,0.88
Madagascar,MDG,1991,0.25
Madagascar,MDG,1992,0.31
Madagascar,MDG,1995,0.32
Madagascar,MDG,1998,0.33
Madagascar,MDG,2000,0.45
Madagascar,MDG,2002,0.65
Madagascar,MDG,2004,0.79
Madagascar,MDG,2006,1
Madagascar,MDG,2008,1.43
Madagascar,MDG,2010,1.26
Madagascar,MDG,2012,1.22
Madagascar,MDG,2014,1.09
Madagascar,MDG,2016,0.93
Malawi,MWI,1991,0.56
Malawi,MWI,1992,0.67
Malawi,MWI,1995,0.55
Malawi,MWI,1998,0.45
Malawi,MWI,2000,0.68
Malawi,MWI,2002,0.62
Malawi,MWI,2004,0.88
Malawi,MWI,2006,1.12
Malawi,MWI,2008,1.67
Malawi,MWI,2010,1.54
Malawi,MWI,2012,1.9
Malawi,MWI,2014,1.8
Malawi,MWI,2016,1.14
Malaysia,MYS,1991,0.22
Malaysia,MYS,1995,0.26
Malaysia,MYS,1998,0.17
Malaysia,MYS,2000,0.16
Malaysia,MYS,2002,0.19
Malaysia,MYS,2004,0.22
Malaysia,MYS,2006,0.4
Malaysia,MYS,2008,0.53
Malaysia,MYS,2010,0.56
Malaysia,MYS,2012,0.59
Malaysia,MYS,2014,0.65
Malaysia,MYS,2016,0.44
Maldives,MDV,2010,0.83
Maldives,MDV,2012,1.09
Maldives,MDV,2014,0.98
Mali,MLI,1991,0.74
Mali,MLI,1992,0.74
Mali,MLI,1995,0.57
Mali,MLI,1998,0.48
Mali,MLI,2000,0.43
Mali,MLI,2002,0.55
Mali,MLI,2004,0.9
Mali,MLI,2006,1.04
Mali,MLI,2008,1.1
Mali,MLI,2010,1.25
Mali,MLI,2012,1.25
Mali,MLI,2014,1.29
Mali,MLI,2016,0.98
Malta,MLT,1998,0.49
Malta,MLT,2000,0.44
Malta,MLT,2002,0.53
Malta,MLT,2004,0.97
Malta,MLT,2006,1.26
Malta,MLT,2008,1.56
Malta,MLT,2010,1.66
Malta,MLT,2012,1.75
Malta,MLT,2014,1.7
Malta,MLT,2016,1.22
Marshall Islands,MHL,2014,1.47
Mauritania,MRT,1991,0.53
Mauritania,MRT,1992,0.43
Mauritania,MRT,1998,0.31
Mauritania,MRT,2000,0.4
Mauritania,MRT,2002,0.39
Mauritania,MRT,2004,0.59
Mauritania,MRT,2006,0.84
Mauritania,MRT,2008,1.06
Mauritania,MRT,2010,0.99
Mauritania,MRT,2012,1.27
Mauritania,MRT,2014,1.35
Mauritania,MRT,2016,1.09
Mauritius,MUS,2010,1.23
Mauritius,MUS,2012,1.38
Mauritius,MUS,2014,1.38
Mauritius,MUS,2016,0.85
Mexico,MEX,1992,0.28
Mexico,MEX,1995,0.25
Mexico,MEX,1998,0.28
Mexico,MEX,2000,0.45
Mexico,MEX,2002,0.47
Mexico,MEX,2004,0.45
Mexico,MEX,2006,0.52
Mexico,MEX,2008,0.54
Mexico,MEX,2010,0.72
Mexico,MEX,2012,0.85
Mexico,MEX,2014,1.02
Mexico,MEX,2016,0.72
Middle East & North Africa,,1998,0.16
Middle East & North Africa,,2000,0.195
Middle East & North Africa,,2002,0.185
Middle East & North Africa,,2004,0.19
Middle East & North Africa,,2006,0.28
Middle East & North Africa,,2008,0.455
Middle East & North Africa,,2010,0.45
Middle East & North Africa,,2012,0.425
Middle East & North Africa,,2014,0.66
Middle East & North Africa,,2016,0.49
Middle East & North Africa (IDA & IBRD),,1998,0.155
Middle East & North Africa (IDA & IBRD),,2000,0.15
Middle East & North Africa (IDA & IBRD),,2002,0.135
Middle East & North Africa (IDA & IBRD),,2004,0.14
Middle East & North Africa (IDA & IBRD),,2006,0.235
Middle East & North Africa (IDA & IBRD),,2008,0.365
Middle East & North Africa (IDA & IBRD),,2010,0.505
Middle East & North Africa (IDA & IBRD),,2012,0.47
Middle East & North Africa (IDA & IBRD),,2014,0.69
Middle East & North Africa (IDA & IBRD),,2016,0.62
Middle East & North Africa (excluding high income),,1998,0.16
Middle East & North Africa (excluding high income),,2000,0.15
Middle East & North Africa (excluding high income),,2002,0.17
Middle East & North Africa (excluding high income),,2004,0.15
Middle East & North Africa (excluding high income),,2006,0.28
Middle East & North Africa (excluding high income),,2008,0.53
Middle East & North Africa (excluding high income),,2010,0.56
Middle East & North Africa (excluding high income),,2012,0.58
Middle East & North Africa (excluding high income),,2014,0.7
Middle East & North Africa (excluding high income),,2016,0.63
Middle income,,1998,0.28
Middle income,,2000,0.355
Middle income,,2002,0.35
Middle income,,2004,0.57
Middle income,,2006,0.75
Middle income,,2008,0.885
Middle income,,2010,0.95
Middle income,,2012,1.175
Middle income,,2014,1.07
Middle income,,2016,0.77
Moldova,MDA,2008,1.04
Moldova,MDA,2010,1.08
Moldova,MDA,2012,1.4
Moldova,MDA,2014,1.16
Moldova,MDA,2016,0.69
Monaco,MCO,2008,1.55
Monaco,MCO,2010,1.69
Monaco,MCO,2012,2.04
Monaco,MCO,2014,1.78
Mongolia,MNG,1998,0.22
Mongolia,MNG,2000,0.38
Mongolia,MNG,2002,0.37
Mongolia,MNG,2004,0.67
Mongolia,MNG,2006,0.87
Mongolia,MNG,2008,1.42
Mongolia,MNG,2010,1.04
Mongolia,MNG,2012,1.22
Mongolia,MNG,2014,0.96
Mongolia,MNG,2016,0.67
Montenegro,MNE,1995,0.84
Montenegro,MNE,1998,0.43
Montenegro,MNE,2000,0.56
Montenegro,MNE,2002,0.66
Montenegro,MNE,2004,1.06
Montenegro,MNE,2006,1.27
Montenegro,MNE,2008,1.21
Montenegro,MNE,2010,1.49
Montenegro,MNE,2012,1.75
Montenegro,MNE,2014,1.49
Montenegro,MNE,2016,1.02
Morocco,MAR,1991,0.45
Morocco,MAR,1992,0.41
Morocco,MAR,1995,0.47
Morocco,MAR,1998,0.47
Morocco,MAR,2000,0.53
Morocco,MAR,2002,0.55
Morocco,MAR,2004,0.7
Morocco,MAR,2006,0.87
Morocco,MAR,2008,0.83
Morocco,MAR,2010,0.88
Morocco,MAR,2012,0.96
Morocco,MAR,2014,1.11
Morocco,MAR,2016,0.86
Mozambique,MOZ,1991,0.26
Mozambique,MOZ,1992,0.21
Mozambique,MOZ,1995,0.32
Mozambique,MOZ,1998,0.41
Mozambique,MOZ,2000,0.54
Mozambique,MOZ,2002,0.43
Mozambique,MOZ,2004,0.79
Mozambique,MOZ,2006,1.06
Mozambique,MOZ,2008,1.37
Mozambique,MOZ,2010,0.86
Mozambique,MOZ,2012,1.23
Mozambique,MOZ,2014,1.2
Mozambique,MOZ,2016,0.6
Myanmar,MMR,1998,0.12
Myanmar,MMR,2000,0.12
Myanmar,MMR,2002,0.28
Myanmar,MMR,2004,0.1
Myanmar,MMR,2006,0.75
Myanmar,MMR,2008,0.52
Myanmar,MMR,2010,0.8
Myanmar,MMR,2014,0.93
Myanmar,MMR,2016,0.51
Namibia,NAM,1991,0.41
Namibia,NAM,1992,0.38
Namibia,NAM,1998,0.36
Namibia,NAM,2000,0.44
Namibia,NAM,2002,0.43
Namibia,NAM,2004,0.65
Namibia,NAM,2006,0.87
Namibia,NAM,2008,0.88
Namibia,NAM,2010,1.09
Namibia,NAM,2012,1.31
Namibia,NAM,2014,1.12
Namibia,NAM,2016,0.74
Nauru,NRU,2010,1.57
Nepal,NPL,1991,0.31
Nepal,NPL,1995,0.22
Nepal,NPL,1998,0.24
Nepal,NPL,2000,0.37
Nepal,NPL,2002,0.34
Nepal,NPL,2004,0.49
Nepal,NPL,2006,0.73
Nepal,NPL,2008,0.82
Nepal,NPL,2010,0.91
Nepal,NPL,2012,1.09
Nepal,NPL,2014,1.04
Nepal,NPL,2016,0.68
Netherlands,NLD,1995,0.82
Netherlands,NLD,1998,0.79
Netherlands,NLD,2000,0.78
Netherlands,NLD,2002,0.81
Netherlands,NLD,2004,1.23
Netherlands,NLD,2006,1.32
Netherlands,NLD,2008,1.45
Netherlands,NLD,2010,1.71
Netherlands,NLD,2012,1.95
Netherlands,NLD,2014,1.8
Netherlands,NLD,2016,1.34
New Zealand,NZL,1995,0.32
New Zealand,NZL,1998,0.39
New Zealand,NZL,2000,0.34
New Zealand,NZL,2002,0.33
New Zealand,NZL,2004,0.41
New Zealand,NZL,2006,0.7
New Zealand,NZL,2008,0.85
New Zealand,NZL,2010,0.97
New Zealand,NZL,2012,1.24
New Zealand,NZL,2014,1.11
New Zealand,NZL,2016,0.79
Nicaragua,NIC,1992,0.3
Nicaragua,NIC,1995,0.31
Nicaragua,NIC,1998,0.35
Nicaragua,NIC,2000,0.54
Nicaragua,NIC,2002,0.41
Nicaragua,NIC,2004,0.64
Nicaragua,NIC,2006,0.58
Nicaragua,NIC,2008,0.82
Nicaragua,NIC,2010,0.99
Nicaragua,NIC,2012,1.19
Nicaragua,NIC,2014,1.04
Nicaragua,NIC,2016,0.75
Niger,NER,1991,0.81
Niger,NER,1992,0.6
Niger,NER,1995,0.55
Niger,NER,1998,0.52
Niger,NER,2000,0.48
Niger,NER,2002,0.55
Niger,NER,2004,0.91
Niger,NER,2006,1.11
Niger,NER,2008,0.97
Niger,NER,2010,1.16
Niger,NER,2012,1.12
Niger,NER,2014,1.03
Niger,NER,2016,0.88
Nigeria,NGA,1991,0.04
Nigeria,NGA,1992,0.01
Nigeria,NGA,1995,0.03
Nigeria,NGA,1998,0.1
Nigeria,NGA,2000,0.27
Nigeria,NGA,2002,0.19
Nigeria,NGA,2004,0.45
Nigeria,NGA,2006,0.66
Nigeria,NGA,2008,1.13
Nigeria,NGA,2010,0.77
Nigeria,NGA,2012,1.09
Nigeria,NGA,2014,0.84
Nigeria,NGA,2016,0.64
North America,,1992,0.335
North America,,1995,0.345
North America,,1998,0.33
North America,,2000,0.475
North America,,2002,0.41
North America,,2004,0.625
North America,,2006,0.735
North America,,2008,0.84
North America,,2010,0.96
North America,,2012,1.14
North America,,2014,1.065
North America,,2016,0.69
North Korea,PRK,1998,0.41
North Korea,PRK,2000,0.35
North Korea,PRK,2002,0.41
North Korea,PRK,2004,0.61
North Korea,PRK,2006,0.79
North Korea,PRK,2008,0.95
North Korea,PRK,2012,1.31
North Korea,PRK,2016,0.73
Norway,NOR,1995,1.09
Norway,NOR,1998,1.1
Norway,NOR,2000,1.15
Norway,NOR,2002,1.18
Norway,NOR,2004,1.44
Norway,NOR,2006,1.66
Norway,NOR,2008,1.63
Norway,NOR,2010,2.01
Norway,NOR,2012,2.35
Norway,NOR,2014,2.11
Norway,NOR,2016,1.63
OECD members,,1995,0.665
OECD members,,1998,0.64
OECD members,,2000,0.68
OECD members,,2002,0.71
OECD members,,2004,1.1
OECD members,,2006,1.29
OECD members,,2008,1.4
OECD members,,2010,1.61
OECD members,,2012,1.87
OECD members,,2014,1.63
OECD members,,2016,1.2
Oman,OMN,1998,0.26
Oman,OMN,2000,0.29
Oman,OMN,2002,0.26
Oman,OMN,2004,0.26
Oman,OMN,2006,0.39
Oman,OMN,2008,0.38
Oman,OMN,2010,0.38
Oman,OMN,2012,0.38
Oman,OMN,2014,0.38
Oman,OMN,2016,0.49
Other small states,,1998,0.36
Other small states,,2000,0.44
Other small states,,2004,0.69
Other small states,,2006,0.88
Other small states,,2008,1.02
Other small states,,2010,1.08
Other small states,,2012,1.31
Other small states,,2014,1.25
Other small states,,2016,0.81
Pakistan,PAK,1995,0.2
Pakistan,PAK,1998,0.19
Pakistan,PAK,2000,0.27
Pakistan,PAK,2002,0.35
Pakistan,PAK,2004,0.41
Pakistan,PAK,2006,0.64
Pakistan,PAK,2008,0.77
Pakistan,PAK,2010,0.92
Pakistan,PAK,2012,1.2
Pakistan,PAK,2014,1.01
Pakistan,PAK,2016,0.7
Palestine,PSE,1998,0.31
Palestine,PSE,2000,0.61
Palestine,PSE,2002,0.52
Palestine,PSE,2004,0.7
Palestine,PSE,2006,0.98
Palestine,PSE,2008,1.25
Palestine,PSE,2010,1.54
Palestine,PSE,2012,1.68
Palestine,PSE,2014,1.63
Palestine,PSE,2016,1.41
Panama,PAN,1992,0.3
Panama,PAN,1998,0.28
Panama,PAN,2000,0.41
Panama,PAN,2002,0.36
Panama,PAN,2004,0.48
Panama,PAN,2006,0.6
Panama,PAN,2008,0.68
Panama,PAN,2010,0.77
Panama,PAN,2012,1.02
Panama,PAN,2014,0.85
Panama,PAN,2016,0.61
