Entity,Code,Year,"Males (deaths per 100,000)"
Czechoslovakia,OWID_CZS,1976,85.2
Czechoslovakia,OWID_CZS,1977,86.8
Czechoslovakia,OWID_CZS,1978,87.6
Czechoslovakia,OWID_CZS,1979,86.3
Czechoslovakia,OWID_CZS,1980,88.7
Czechoslovakia,OWID_CZS,1981,87.4
Czechoslovakia,OWID_CZS,1982,87.2
Czechoslovakia,OWID_CZS,1983,88.7
Czechoslovakia,OWID_CZS,1984,89.7
Czechoslovakia,OWID_CZS,1985,89.1
Czechoslovakia,OWID_CZS,1986,91.2
Czechoslovakia,OWID_CZS,1987,90
Czechoslovakia,OWID_CZS,1988,90.8
Czechoslovakia,OWID_CZS,1989,89.1
Czechoslovakia,OWID_CZS,1990,90.6
Czechoslovakia,OWID_CZS,1991,88.9
Denmark,DNK,1952,21.8
Denmark,DNK,1953,21.7
Denmark,DNK,1954,22.6
Denmark,DNK,1955,26.5
Denmark,DNK,1956,29
Denmark,DNK,1957,30.9
Denmark,DNK,1958,30.3
Denmark,DNK,1959,37.2
Denmark,DNK,1960,38
Denmark,DNK,1961,42.3
Denmark,DNK,1962,41.8
Denmark,DNK,1963,46.8
Denmark,DNK,1964,47.9
Denmark,DNK,1965,52
Denmark,DNK,1966,51.3
Denmark,DNK,1967,54.3
Denmark,DNK,1968,56.8
Denmark,DNK,1969,58.9
Denmark,DNK,1970,57.5
Denmark,DNK,1971,63.6
Denmark,DNK,1972,70.4
Denmark,DNK,1973,66.1
Denmark,DNK,1974,69.4
Denmark,DNK,1975,68.9
Denmark,DNK,1976,71
Denmark,DNK,1977,73
Denmark,DNK,1978,79.5
Denmark,DNK,1979,82.1
Denmark,DNK,1980,82.5
Denmark,DNK,1981,85.7
Denmark,DNK,1982,85.9
Denmark,DNK,1983,87.7
Denmark,DNK,1984,88.1
Denmark,DNK,1985,89.9
Denmark,DNK,1986,88.1
Denmark,DNK,1987,87.5
Denmark,DNK,1988,86.9
Denmark,DNK,1989,88.2
Denmark,DNK,1990,86
Denmark,DNK,1991,79.3
Denmark,DNK,1992,80.6
Denmark,DNK,1993,86
Denmark,DNK,1994,81.8
Denmark,DNK,1995,83.3
Denmark,DNK,1996,80.7
Denmark,DNK,1997,76.9
Denmark,DNK,1998,73
Denmark,DNK,1999,74.1
Denmark,DNK,2000,75.6
Denmark,DNK,2001,73.9
Denmark,DNK,2002,70.3
Denmark,DNK,2003,72.4
Denmark,DNK,2004,74.6
Denmark,DNK,2005,72.7
Denmark,DNK,2006,77.1
Denmark,DNK,2007,68
Denmark,DNK,2008,71.8
Denmark,DNK,2009,68.5
Denmark,DNK,2010,70.1
Denmark,DNK,2011,66
Denmark,DNK,2012,70.5
Dominican Republic,DOM,1965,1.6
Dominican Republic,DOM,1966,1.3
Dominican Republic,DOM,1967,1.7
Dominican Republic,DOM,1968,2
Dominican Republic,DOM,1969,1.5
Dominican Republic,DOM,1970,1.8
Dominican Republic,DOM,1971,1.9
Dominican Republic,DOM,1972,2.1
Dominican Republic,DOM,1973,1.8
Dominican Republic,DOM,1974,1.8
Dominican Republic,DOM,1975,1.8
Dominican Republic,DOM,1976,2
Dominican Republic,DOM,1977,2
Dominican Republic,DOM,1978,2
Dominican Republic,DOM,1979,1.9
Dominican Republic,DOM,1980,2.3
Dominican Republic,DOM,1981,2.8
Dominican Republic,DOM,1982,3.1
Dominican Republic,DOM,1983,3.4
Dominican Republic,DOM,1984,3.5
Dominican Republic,DOM,1985,3.4
Dominican Republic,DOM,1986,3.2
Dominican Republic,DOM,1987,3.5
Dominican Republic,DOM,1988,3.7
Dominican Republic,DOM,1989,3.8
Dominican Republic,DOM,1990,3.9
Dominican Republic,DOM,1991,3.3
Dominican Republic,DOM,1992,3.6
Dominican Republic,DOM,1994,3.9
Dominican Republic,DOM,1995,3.5
Dominican Republic,DOM,1996,4.5
Dominican Republic,DOM,1997,4.8
Dominican Republic,DOM,1998,5.3
Dominican Republic,DOM,1999,6.1
Dominican Republic,DOM,2000,5.3
Dominican Republic,DOM,2001,5.5
Dominican Republic,DOM,2002,5.6
Dominican Republic,DOM,2003,5.4
Dominican Republic,DOM,2004,5.5
Dominican Republic,DOM,2005,5.8
Dominican Republic,DOM,2006,5.1
Dominican Republic,DOM,2007,5.2
Dominican Republic,DOM,2008,5.1
Dominican Republic,DOM,2009,5.7
Dominican Republic,DOM,2010,5.6
Dominican Republic,DOM,2011,6.7
Dominican Republic,DOM,2012,5.7
Ecuador,ECU,1968,1.5
Ecuador,ECU,1969,2.4
Ecuador,ECU,1970,2.1
Ecuador,ECU,1971,2.2
Ecuador,ECU,1972,2.2
Ecuador,ECU,1973,1.7
Ecuador,ECU,1974,2.1
Ecuador,ECU,1975,1.9
Ecuador,ECU,1977,2.2
Ecuador,ECU,1978,2.2
Ecuador,ECU,1979,3
Ecuador,ECU,1980,2.8
Ecuador,ECU,1981,2.9
Ecuador,ECU,1982,3.2
Ecuador,ECU,1983,3.5
Ecuador,ECU,1984,3.5
Ecuador,ECU,1985,4.1
Ecuador,ECU,1986,3.6
Ecuador,ECU,1987,3.8
Ecuador,ECU,1988,3.7
Ecuador,ECU,1989,3.7
Ecuador,ECU,1990,4.2
Ecuador,ECU,1991,4.2
Ecuador,ECU,1992,4.5
Ecuador,ECU,1993,4.5
Ecuador,ECU,1994,3.9
Ecuador,ECU,1995,4.3
Ecuador,ECU,1996,4.2
Ecuador,ECU,1997,4.4
Ecuador,ECU,1998,4.7
Ecuador,ECU,1999,4.2
Ecuador,ECU,2000,4.5
Ecuador,ECU,2001,4.6
Ecuador,ECU,2002,5.2
Ecuador,ECU,2003,4.7
Ecuador,ECU,2004,4.9
Ecuador,ECU,2005,5.3
Ecuador,ECU,2006,5.1
Ecuador,ECU,2007,5
Ecuador,ECU,2008,5.4
Ecuador,ECU,2009,5.3
Ecuador,ECU,2010,5.7
Ecuador,ECU,2011,5.8
Ecuador,ECU,2012,5.6
Ecuador,ECU,2013,4.8
Egypt,EGY,1955,0.7
Egypt,EGY,1956,1
Egypt,EGY,1957,0.8
Egypt,EGY,1958,1
Egypt,EGY,1959,1
Egypt,EGY,1960,0.8
Egypt,EGY,1961,1
Egypt,EGY,1962,1
Egypt,EGY,2000,2.8
Egypt,EGY,2001,3.5
Egypt,EGY,2002,3.4
Egypt,EGY,2003,3.8
Egypt,EGY,2004,4.1
Egypt,EGY,2005,4.2
Egypt,EGY,2006,4.2
Egypt,EGY,2007,4.2
Egypt,EGY,2008,4.5
Egypt,EGY,2009,4.7
Egypt,EGY,2010,4.9
Egypt,EGY,2011,5.1
El Salvador,SLV,1950,0.2
El Salvador,SLV,1951,0.7
El Salvador,SLV,1952,0.4
El Salvador,SLV,1953,0.4
El Salvador,SLV,1954,0.7
El Salvador,SLV,1955,0.3
El Salvador,SLV,1956,0.9
El Salvador,SLV,1957,0.8
El Salvador,SLV,1958,0.7
El Salvador,SLV,1959,0.8
El Salvador,SLV,1960,0.6
El Salvador,SLV,1961,0.9
El Salvador,SLV,1962,0.2
El Salvador,SLV,1963,0.5
El Salvador,SLV,1964,0.7
El Salvador,SLV,1965,0.6
El Salvador,SLV,1966,0.4
El Salvador,SLV,1967,0.7
El Salvador,SLV,1968,0.5
El Salvador,SLV,1969,0.5
El Salvador,SLV,1970,0.6
El Salvador,SLV,1971,0.5
El Salvador,SLV,1972,0.8
El Salvador,SLV,1973,1
El Salvador,SLV,1974,1.1
El Salvador,SLV,1981,1
El Salvador,SLV,1982,0.9
El Salvador,SLV,1983,1.1
El Salvador,SLV,1984,1
El Salvador,SLV,1990,2.1
El Salvador,SLV,1991,1.5
El Salvador,SLV,1992,1.8
El Salvador,SLV,1993,2.1
El Salvador,SLV,1995,1.3
El Salvador,SLV,1996,2.8
El Salvador,SLV,1997,2.6
El Salvador,SLV,1998,2.6
El Salvador,SLV,1999,2.3
El Salvador,SLV,2000,3.4
El Salvador,SLV,2001,3.8
El Salvador,SLV,2002,4.5
El Salvador,SLV,2003,4
El Salvador,SLV,2004,3.4
El Salvador,SLV,2005,3.9
El Salvador,SLV,2006,4.2
El Salvador,SLV,2007,3.8
El Salvador,SLV,2008,4.6
El Salvador,SLV,2009,3.2
El Salvador,SLV,2010,3.7
El Salvador,SLV,2011,4.3
El Salvador,SLV,2012,4.6
El Salvador,SLV,2013,4.8
Estonia,EST,1981,66.3
Estonia,EST,1982,69.1
Estonia,EST,1985,67.5
Estonia,EST,1986,68.1
Estonia,EST,1987,69.5
Estonia,EST,1988,78.7
Estonia,EST,1989,78.3
Estonia,EST,1990,75
Estonia,EST,1991,92.8
Estonia,EST,1992,84.7
Estonia,EST,1993,84.5
Estonia,EST,1994,85
Estonia,EST,1995,92.3
Estonia,EST,1996,84.6
Estonia,EST,1997,88.1
Estonia,EST,1998,89.5
Estonia,EST,1999,82
Estonia,EST,2000,86.7
Estonia,EST,2001,84.9
Estonia,EST,2002,86.9
Estonia,EST,2003,90.4
Estonia,EST,2004,80.6
Estonia,EST,2005,79.4
Estonia,EST,2006,89.6
Estonia,EST,2007,90.8
Estonia,EST,2008,89.7
Estonia,EST,2009,76.6
Estonia,EST,2010,81.6
Estonia,EST,2011,79.6
Estonia,EST,2012,84
Estonia,EST,2013,78.5
FYROM,,1991,31.4
FYROM,,1992,36.2
FYROM,,1993,40
FYROM,,1994,45.1
FYROM,,1995,40.4
FYROM,,1996,46.7
FYROM,,1997,47.8
FYROM,,1998,50.1
FYROM,,1999,46.9
FYROM,,2000,49.2
FYROM,,2001,50.2
FYROM,,2002,52
FYROM,,2003,54.7
FYROM,,2004,54.8
FYROM,,2005,57.7
FYROM,,2006,60.4
FYROM,,2007,62
FYROM,,2008,61.3
FYROM,,2009,64.6
FYROM,,2010,64.9
Finland,FIN,1952,34.3
Finland,FIN,1953,42.2
Finland,FIN,1954,38.4
Finland,FIN,1955,41.9
Finland,FIN,1956,39.8
Finland,FIN,1957,46.9
Finland,FIN,1958,50.9
Finland,FIN,1959,51.9
Finland,FIN,1960,53.7
Finland,FIN,1961,55.2
Finland,FIN,1962,57.8
Finland,FIN,1963,58.4
Finland,FIN,1964,59.8
Finland,FIN,1965,62.1
Finland,FIN,1966,61.3
Finland,FIN,1967,65
Finland,FIN,1968,69.6
Finland,FIN,1969,73.1
Finland,FIN,1970,71.3
Finland,FIN,1971,75.6
Finland,FIN,1972,70.5
Finland,FIN,1973,73
Finland,FIN,1974,73.2
Finland,FIN,1975,68.7
Finland,FIN,1976,78
Finland,FIN,1977,76.9
Finland,FIN,1978,77.9
Finland,FIN,1979,80.2
Finland,FIN,1980,79.1
Finland,FIN,1981,79.5
Finland,FIN,1982,72.3
Finland,FIN,1983,77.1
Finland,FIN,1984,72.9
Finland,FIN,1985,74.1
Finland,FIN,1986,69.1
Finland,FIN,1987,69.6
Finland,FIN,1988,67.1
Finland,FIN,1989,63.2
Finland,FIN,1990,66.1
Finland,FIN,1991,60.9
Finland,FIN,1992,65.6
Finland,FIN,1993,62.7
Finland,FIN,1994,59.1
Finland,FIN,1995,60.7
Finland,FIN,1996,59.4
Finland,FIN,1997,57.8
Finland,FIN,1998,58.4
Finland,FIN,1999,55.2
Finland,FIN,2000,55.1
Finland,FIN,2001,55.7
Finland,FIN,2002,54.4
Finland,FIN,2003,55
Finland,FIN,2004,53.9
Finland,FIN,2005,55
Finland,FIN,2006,56.8
Finland,FIN,2007,56.3
Finland,FIN,2008,53.2
Finland,FIN,2009,54.7
Finland,FIN,2010,58.7
Finland,FIN,2011,54.2
Finland,FIN,2012,53.9
Finland,FIN,2013,56.1
France,FRA,1950,13
France,FRA,1951,14.8
France,FRA,1952,16.6
France,FRA,1953,17.7
France,FRA,1954,19.7
France,FRA,1955,20.4
France,FRA,1956,21.5
France,FRA,1957,24.2
France,FRA,1958,24.3
France,FRA,1959,25.9
France,FRA,1960,27.5
France,FRA,1961,29
France,FRA,1962,30.2
France,FRA,1963,32.4
France,FRA,1964,33.4
France,FRA,1965,34.9
France,FRA,1966,36.7
France,FRA,1967,37.4
France,FRA,1968,38.4
France,FRA,1969,39.8
France,FRA,1970,39.5
France,FRA,1971,41.5
France,FRA,1972,43.9
France,FRA,1973,44.7
France,FRA,1974,46.6
France,FRA,1975,48
France,FRA,1976,51.1
France,FRA,1977,52.5
France,FRA,1978,55.3
France,FRA,1979,56.1
France,FRA,1980,57.3
France,FRA,1981,58.5
France,FRA,1982,59.3
France,FRA,1983,59.5
France,FRA,1984,61.4
France,FRA,1985,62.6
France,FRA,1986,63.5
France,FRA,1987,65.2
France,FRA,1988,66.5
France,FRA,1989,67.4
France,FRA,1990,67.3
France,FRA,1991,68.7
France,FRA,1992,69.4
France,FRA,1993,70.7
France,FRA,1994,69.6
France,FRA,1995,71.2
France,FRA,1996,71.7
France,FRA,1997,71.8
France,FRA,1998,72.6
France,FRA,1999,72.1
France,FRA,2000,70.9
France,FRA,2001,70.7
France,FRA,2002,71.1
France,FRA,2003,71.1
France,FRA,2004,72
France,FRA,2005,73.3
France,FRA,2006,73.3
France,FRA,2007,73.3
France,FRA,2008,72.9
France,FRA,2009,73.3
France,FRA,2010,72.5
France,FRA,2011,72.6
France,FRA,2012,72.1
France,FRA,2013,71.4
Georgia,GEO,1981,26.3
Georgia,GEO,1982,26.4
Georgia,GEO,1985,30.8
Georgia,GEO,1986,31.1
Georgia,GEO,1987,31.3
Georgia,GEO,1988,33
Georgia,GEO,1989,32.8
Georgia,GEO,1990,32
Georgia,GEO,1991,33
Georgia,GEO,1992,27.6
Georgia,GEO,1994,21.8
Georgia,GEO,1995,18.5
Georgia,GEO,1996,19.4
Georgia,GEO,1997,23
Georgia,GEO,1998,26.1
Georgia,GEO,1999,27.7
Georgia,GEO,2000,29.2
Georgia,GEO,2001,29.7
Georgia,GEO,2004,33.4
Georgia,GEO,2005,23
Georgia,GEO,2006,21.9
Georgia,GEO,2007,20.1
Georgia,GEO,2009,31.3
Georgia,GEO,2010,16.1
Georgia,GEO,2011,31.2
Georgia,GEO,2012,36.5
Georgia,GEO,2013,37
Germany,DEU,1973,67.3
Germany,DEU,1974,67.8
Germany,DEU,1975,69.3
Germany,DEU,1976,69.7
Germany,DEU,1977,70.5
Germany,DEU,1978,72
Germany,DEU,1979,71.8
Germany,DEU,1980,71.6
Germany,DEU,1981,71.3
Germany,DEU,1982,71.1
Germany,DEU,1983,72.2
Germany,DEU,1984,71.7
Germany,DEU,1985,72.6
Germany,DEU,1986,71
Germany,DEU,1987,71.3
Germany,DEU,1988,72.3
Germany,DEU,1989,72
Germany,DEU,1990,71.9
Germany,DEU,1991,72.2
Germany,DEU,1992,71.8
Germany,DEU,1993,72.5
Germany,DEU,1994,71.1
Germany,DEU,1995,72.6
Germany,DEU,1996,71
Germany,DEU,1997,71.1
Germany,DEU,1998,71.6
Germany,DEU,1999,70.4
Germany,DEU,2000,72.8
Germany,DEU,2001,71.4
Germany,DEU,2002,71.9
Germany,DEU,2003,71.8
Germany,DEU,2004,72.3
Germany,DEU,2005,72.8
Germany,DEU,2006,72.8
Germany,DEU,2007,73.6
Germany,DEU,2008,74.7
Germany,DEU,2009,73.9
Germany,DEU,2010,74.5
Germany,DEU,2011,75.2
Germany,DEU,2012,75.3
Germany,DEU,2013,75.1
Greece,GRC,1961,25.3
Greece,GRC,1962,30.2
Greece,GRC,1963,31.1
Greece,GRC,1964,32.7
Greece,GRC,1965,35.2
Greece,GRC,1966,35.6
Greece,GRC,1967,39.4
Greece,GRC,1968,40.2
Greece,GRC,1969,41.8
Greece,GRC,1970,41.6
Greece,GRC,1971,43.3
Greece,GRC,1972,46
Greece,GRC,1973,53.3
Greece,GRC,1974,56.9
Greece,GRC,1975,54.9
Greece,GRC,1976,60.1
Greece,GRC,1977,62
Greece,GRC,1978,64.8
Greece,GRC,1979,66.1
Greece,GRC,1980,63.1
Greece,GRC,1981,65.9
Greece,GRC,1982,68.2
Greece,GRC,1983,70.6
Greece,GRC,1984,71.2
Greece,GRC,1985,75.4
Greece,GRC,1986,75.1
Greece,GRC,1987,76.1
Greece,GRC,1988,77.2
Greece,GRC,1989,81.1
Greece,GRC,1990,80.7
Greece,GRC,1991,82.8
Greece,GRC,1992,81.2
Greece,GRC,1993,84.7
Greece,GRC,1994,85.3
Greece,GRC,1995,83.6
Greece,GRC,1996,85.5
Greece,GRC,1997,85
Greece,GRC,1998,85.1
Greece,GRC,1999,86.7
Greece,GRC,2000,87.3
Greece,GRC,2001,88
Greece,GRC,2002,87.9
Greece,GRC,2003,88.9
Greece,GRC,2004,92.5
Greece,GRC,2005,92.9
Greece,GRC,2006,93.4
Greece,GRC,2007,94.8
Greece,GRC,2008,97
Greece,GRC,2009,97.3
Greece,GRC,2010,96
Greece,GRC,2011,98.2
Greece,GRC,2012,100.7
Guatemala,GTM,1963,0.8
Guatemala,GTM,1964,0.9
Guatemala,GTM,1965,1
Guatemala,GTM,1966,0.7
Guatemala,GTM,1967,0.8
Guatemala,GTM,1968,1.2
Guatemala,GTM,1969,1.2
Guatemala,GTM,1970,0.7
Guatemala,GTM,1971,0.7
Guatemala,GTM,1974,1.3
Guatemala,GTM,1975,1
Guatemala,GTM,1976,1.1
Guatemala,GTM,1977,1
Guatemala,GTM,1978,0.8
Guatemala,GTM,1979,0.2
Guatemala,GTM,1980,1.1
Guatemala,GTM,1981,1.1
Guatemala,GTM,1984,0.4
Guatemala,GTM,1986,1.3
Guatemala,GTM,1987,1.6
Guatemala,GTM,1988,1.4
Guatemala,GTM,1989,1.8
Guatemala,GTM,1990,1.9
Guatemala,GTM,1991,2.2
Guatemala,GTM,1992,1.7
Guatemala,GTM,1993,1.6
Guatemala,GTM,1994,2.5
Guatemala,GTM,1995,2.1
Guatemala,GTM,1996,1.7
Guatemala,GTM,1997,3.4
Guatemala,GTM,1998,2.8
Guatemala,GTM,1999,3.2
Guatemala,GTM,2000,3.6
Guatemala,GTM,2001,3.2
Guatemala,GTM,2002,3.2
Guatemala,GTM,2003,3.6
Guatemala,GTM,2004,3.5
Guatemala,GTM,2005,3.7
Guatemala,GTM,2006,3.2
Guatemala,GTM,2007,3.5
Guatemala,GTM,2008,3.5
Guatemala,GTM,2009,2.9
Guatemala,GTM,2010,3.1
Guatemala,GTM,2011,2.3
Guatemala,GTM,2012,2.8
Guatemala,GTM,2013,2.6
Hong Kong,HKG,1955,4.7
Hong Kong,HKG,1956,5.8
Hong Kong,HKG,1957,6
Hong Kong,HKG,1958,6.3
Hong Kong,HKG,1959,8.3
Hong Kong,HKG,1960,8.6
Hong Kong,HKG,1961,10.4
Hong Kong,HKG,1962,10.7
Hong Kong,HKG,1963,12.2
Hong Kong,HKG,1964,13.8
Hong Kong,HKG,1965,15.2
Hong Kong,HKG,1966,15.3
Hong Kong,HKG,1967,17.3
Hong Kong,HKG,1968,18.5
Hong Kong,HKG,1969,23.4
Hong Kong,HKG,1970,23.2
Hong Kong,HKG,1971,26.2
Hong Kong,HKG,1972,28
Hong Kong,HKG,1973,29.8
Hong Kong,HKG,1974,31
Hong Kong,HKG,1975,33.7
Hong Kong,HKG,1976,34.6
Hong Kong,HKG,1977,38.2
Hong Kong,HKG,1978,40.1
Hong Kong,HKG,1979,41.3
Hong Kong,HKG,1980,46.3
Hong Kong,HKG,1981,44.6
Hong Kong,HKG,1982,46.3
Hong Kong,HKG,1983,49.8
Hong Kong,HKG,1984,50.2
Hong Kong,HKG,1985,52
Hong Kong,HKG,1986,54.2
Hong Kong,HKG,1987,56.1
Hong Kong,HKG,1988,51.7
Hong Kong,HKG,1989,59
Hong Kong,HKG,1990,60
Hong Kong,HKG,1991,57.4
Hong Kong,HKG,1992,60.2
Hong Kong,HKG,1993,62.3
Hong Kong,HKG,1994,62.5
Hong Kong,HKG,1995,62.9
Hong Kong,HKG,1996,64.4
Hong Kong,HKG,1997,63.5
Hong Kong,HKG,1998,64.1
Hong Kong,HKG,1999,65.7
Hong Kong,HKG,2000,69.4
Hong Kong,HKG,2001,66.8
Hong Kong,HKG,2002,68.7
Hong Kong,HKG,2003,70.7
Hong Kong,HKG,2004,72.7
Hong Kong,HKG,2005,76.5
Hong Kong,HKG,2006,73.4
Hong Kong,HKG,2007,77.1
Hong Kong,HKG,2008,70.6
Hong Kong,HKG,2009,75.4
Hong Kong,HKG,2010,75.5
Hong Kong,HKG,2011,76.5
Hong Kong,HKG,2012,78
Hong Kong,HKG,2013,74.2
Hungary,HUN,1955,22.9
Hungary,HUN,1956,25
Hungary,HUN,1957,26.5
Hungary,HUN,1958,27.5
Hungary,HUN,1959,32.5
Hungary,HUN,1960,32.7
Hungary,HUN,1961,36.4
Hungary,HUN,1962,36.8
Hungary,HUN,1963,40.1
Hungary,HUN,1964,41.4
Hungary,HUN,1965,46.6
Hungary,HUN,1966,48.7
Hungary,HUN,1967,51.5
Hungary,HUN,1968,53.4
Hungary,HUN,1969,55
Hungary,HUN,1970,54.7
Hungary,HUN,1971,58.8
Hungary,HUN,1972,58.6
Hungary,HUN,1973,60.5
Hungary,HUN,1974,66.7
Hungary,HUN,1975,66.8
Hungary,HUN,1976,68.3
Hungary,HUN,1977,71.1
Hungary,HUN,1978,76.7
Hungary,HUN,1979,79.8
Hungary,HUN,1980,79.9
Hungary,HUN,1981,84.4
Hungary,HUN,1982,87.4
Hungary,HUN,1983,89.1
Hungary,HUN,1984,92.8
Hungary,HUN,1985,92.5
Hungary,HUN,1986,100.2
Hungary,HUN,1987,103.5
Hungary,HUN,1988,101.3
Hungary,HUN,1989,102.8
Hungary,HUN,1990,108.6
Hungary,HUN,1991,110.3
Hungary,HUN,1992,114.3
Hungary,HUN,1993,114.9
Hungary,HUN,1994,117.3
Hungary,HUN,1995,115.8
Hungary,HUN,1996,119
Hungary,HUN,1997,118.3
Hungary,HUN,1998,120.8
Hungary,HUN,1999,118.7
Hungary,HUN,2000,117.7
Hungary,HUN,2001,118.4
Hungary,HUN,2002,117.2
Hungary,HUN,2003,121.4
Hungary,HUN,2004,121.8
Hungary,HUN,2005,111.3
Hungary,HUN,2006,112.9
Hungary,HUN,2007,116.8
Hungary,HUN,2008,117.3
Hungary,HUN,2009,119.3
Hungary,HUN,2010,120.7
Hungary,HUN,2011,117.1
Hungary,HUN,2012,121.7
Hungary,HUN,2013,114.8
Iceland,ISL,1951,6.9
Iceland,ISL,1952,0
Iceland,ISL,1953,6.6
Iceland,ISL,1954,6.4
Iceland,ISL,1955,8.8
Iceland,ISL,1956,8.6
Iceland,ISL,1957,8.4
Iceland,ISL,1958,5.9
Iceland,ISL,1959,12.7
Iceland,ISL,1960,10.2
Iceland,ISL,1961,8.8
Iceland,ISL,1962,13
Iceland,ISL,1963,10.6
Iceland,ISL,1964,13.6
Iceland,ISL,1965,9.3
Iceland,ISL,1966,10.1
Iceland,ISL,1967,20
Iceland,ISL,1968,15.9
Iceland,ISL,1969,12.7
Iceland,ISL,1970,16.4
Iceland,ISL,1971,9.6
Iceland,ISL,1972,20.7
Iceland,ISL,1973,13.9
Iceland,ISL,1974,15.6
Iceland,ISL,1975,20.9
Iceland,ISL,1976,17.1
Iceland,ISL,1977,25
Iceland,ISL,1978,22.1
Iceland,ISL,1979,26.3
Iceland,ISL,1980,19.1
Iceland,ISL,1981,34.4
Iceland,ISL,1982,32.4
Iceland,ISL,1983,29.5
Iceland,ISL,1984,23.3
Iceland,ISL,1985,34.6
Iceland,ISL,1986,27.7
Iceland,ISL,1987,34.7
Iceland,ISL,1988,35.1
Iceland,ISL,1989,33.2
Iceland,ISL,1990,36.7
Iceland,ISL,1991,45.7
Iceland,ISL,1992,33
Iceland,ISL,1993,37.2
Iceland,ISL,1994,33.1
Iceland,ISL,1995,36.5
Iceland,ISL,1996,45.1
Iceland,ISL,1997,48.3
Iceland,ISL,1998,40.6
Iceland,ISL,1999,43.8
Iceland,ISL,2000,36.9
Iceland,ISL,2001,40.1
Iceland,ISL,2002,34.8
Iceland,ISL,2003,39.9
Iceland,ISL,2004,36.7
Iceland,ISL,2005,48.9
Iceland,ISL,2006,39
Iceland,ISL,2007,48.1
Iceland,ISL,2008,39.7
Iceland,ISL,2009,39.8
Ireland,IRL,1950,11.5
Ireland,IRL,1951,14.3
Ireland,IRL,1952,17.5
Ireland,IRL,1953,19.2
Ireland,IRL,1954,21.4
Ireland,IRL,1955,23
Ireland,IRL,1956,26.2
Ireland,IRL,1957,27
Ireland,IRL,1958,26.7
Ireland,IRL,1959,30.1
Ireland,IRL,1960,32.4
Ireland,IRL,1961,35
Ireland,IRL,1962,35.1
Ireland,IRL,1963,34.4
Ireland,IRL,1964,36.7
Ireland,IRL,1965,39.7
Ireland,IRL,1966,43.8
Ireland,IRL,1967,44.4
Ireland,IRL,1968,49.6
Ireland,IRL,1969,46
Ireland,IRL,1970,51
Ireland,IRL,1971,51.2
Ireland,IRL,1972,50.6
Ireland,IRL,1973,54.2
Ireland,IRL,1974,55
Ireland,IRL,1975,55.8
Ireland,IRL,1976,60.2
Ireland,IRL,1977,57
Ireland,IRL,1978,56.8
Ireland,IRL,1979,57
Ireland,IRL,1980,54.2
Ireland,IRL,1981,60.1
Ireland,IRL,1982,54.3
Ireland,IRL,1983,59.2
Ireland,IRL,1984,61.7
Ireland,IRL,1985,62.4
Ireland,IRL,1986,62.7
Ireland,IRL,1987,57
Ireland,IRL,1988,59.6
Ireland,IRL,1989,59.4
Ireland,IRL,1990,58.9
Ireland,IRL,1991,57
Ireland,IRL,1992,58.8
Ireland,IRL,1993,61.3
Ireland,IRL,1994,57.3
Ireland,IRL,1995,57.1
Ireland,IRL,1996,52.7
Ireland,IRL,1997,48.4
Ireland,IRL,1998,52.4
Ireland,IRL,1999,48.7
Ireland,IRL,2000,51.3
Ireland,IRL,2001,48
Ireland,IRL,2002,46.8
Ireland,IRL,2003,48.6
Ireland,IRL,2004,47.8
Ireland,IRL,2005,44.5
Ireland,IRL,2006,45
Ireland,IRL,2007,46.6
Ireland,IRL,2008,44.3
Ireland,IRL,2009,46.8
Ireland,IRL,2010,41.8
Ireland,IRL,2011,47
Ireland,IRL,2012,46.1
Ireland,IRL,2013,46.1
Israel,ISR,1975,26.5
Israel,ISR,1976,26.1
Israel,ISR,1977,26.2
Israel,ISR,1978,25.4
Israel,ISR,1979,27
Israel,ISR,1980,28
Israel,ISR,1981,23.7
Israel,ISR,1982,25.9
Israel,ISR,1983,25.1
Israel,ISR,1984,25.7
Israel,ISR,1985,27
Israel,ISR,1986,25.2
Israel,ISR,1987,24.4
Israel,ISR,1988,24.4
Israel,ISR,1989,26.8
Israel,ISR,1990,28.5
Israel,ISR,1991,27.4
Israel,ISR,1992,26.8
Israel,ISR,1993,30.7
Israel,ISR,1994,30.6
Israel,ISR,1995,30.1
Israel,ISR,1996,29.3
Israel,ISR,1997,29.4
Israel,ISR,1998,29.7
Israel,ISR,1999,29.9
Israel,ISR,2000,30.1
Israel,ISR,2001,30.9
Israel,ISR,2002,31.7
Israel,ISR,2003,30.4
Israel,ISR,2004,32.1
Israel,ISR,2005,29.5
Israel,ISR,2006,32.2
Israel,ISR,2007,30.6
Israel,ISR,2008,30.4
Israel,ISR,2009,30.1
Israel,ISR,2010,33.6
Israel,ISR,2011,31.7
Israel,ISR,2012,31
Israel,ISR,2013,32.1
Italy,ITA,1951,9.9
Italy,ITA,1952,11.3
Italy,ITA,1953,12.8
Italy,ITA,1954,14.8
Italy,ITA,1955,15.9
Italy,ITA,1956,18.2
Italy,ITA,1957,19.6
Italy,ITA,1958,20.6
Italy,ITA,1959,22.4
Italy,ITA,1960,24.6
Italy,ITA,1961,26.5
Italy,ITA,1962,28.4
Italy,ITA,1963,29.6
Italy,ITA,1964,33.3
Italy,ITA,1965,35
Italy,ITA,1966,37
Italy,ITA,1967,39.5
Italy,ITA,1968,42.5
Italy,ITA,1969,45.2
