Entity,Code,Year,Suite of Food Security Indicators: Domestic food price volatility (index) - Value (FAO (2017)) (index)
Greece,GRC,2009,11.4
Greece,GRC,2010,11.6
Greece,GRC,2011,14.3
Greece,GRC,2012,13.3
Greece,GRC,2013,14
Greece,GRC,2014,11.2
Grenada,GRD,2000,10.2
Grenada,GRD,2001,5.1
Grenada,GRD,2002,5.6
Grenada,GRD,2003,4.2
Grenada,GRD,2004,4.6
Guatemala,GTM,2000,8
Guatemala,GTM,2001,4
Guatemala,GTM,2002,4.7
Guatemala,GTM,2003,3.4
Guatemala,GTM,2004,4
Guatemala,GTM,2005,4.9
Guatemala,GTM,2006,8.1
Guatemala,GTM,2007,6.5
Guatemala,GTM,2008,7.5
Guatemala,GTM,2009,6.4
Guatemala,GTM,2010,5.3
Guatemala,GTM,2011,8.3
Guatemala,GTM,2012,5.6
Guatemala,GTM,2013,5.7
Guatemala,GTM,2014,5.5
Guinea,GIN,2000,13.2
Guinea,GIN,2001,17.7
Guinea,GIN,2002,16.9
Guinea,GIN,2003,15
Guinea,GIN,2004,17.6
Guinea,GIN,2005,14.4
Guinea,GIN,2006,10.6
Guinea,GIN,2007,10.5
Guinea,GIN,2008,11.3
Guinea,GIN,2009,14.5
Guinea,GIN,2010,5.6
Guinea,GIN,2011,8.2
Guinea,GIN,2012,5.1
Guinea,GIN,2013,7.3
Haiti,HTI,2000,9.2
Haiti,HTI,2001,8
Haiti,HTI,2002,4.6
Haiti,HTI,2003,9.7
Haiti,HTI,2004,14.9
Haiti,HTI,2005,12.2
Haiti,HTI,2006,31
Haiti,HTI,2007,5.6
Haiti,HTI,2008,10.2
Haiti,HTI,2009,11.2
Haiti,HTI,2010,5
Haiti,HTI,2011,4.9
Haiti,HTI,2012,4.6
Haiti,HTI,2013,5.9
Haiti,HTI,2014,3.4
Honduras,HND,2000,21.6
Honduras,HND,2001,3.9
Honduras,HND,2002,5.4
Honduras,HND,2003,4.1
Honduras,HND,2004,2.7
Honduras,HND,2005,5.9
Honduras,HND,2006,7.1
Honduras,HND,2007,7.7
Honduras,HND,2008,12
Honduras,HND,2009,6
Honduras,HND,2010,5.1
Honduras,HND,2011,8.8
Honduras,HND,2012,5.1
Honduras,HND,2013,3.7
Honduras,HND,2014,4.8
Hungary,HUN,2000,6.9
Hungary,HUN,2001,7.6
Hungary,HUN,2002,7.1
Hungary,HUN,2003,6.8
Hungary,HUN,2004,6.6
Hungary,HUN,2005,5.7
Hungary,HUN,2006,8.2
Hungary,HUN,2007,8
Hungary,HUN,2008,8.6
Hungary,HUN,2009,16.4
Hungary,HUN,2010,8.3
Hungary,HUN,2011,8.1
Hungary,HUN,2012,6.9
Hungary,HUN,2013,7
Hungary,HUN,2014,5.8
Iceland,ISL,2000,6.1
Iceland,ISL,2001,9.9
Iceland,ISL,2002,8.3
Iceland,ISL,2003,8
Iceland,ISL,2004,7.6
Iceland,ISL,2005,14.7
Iceland,ISL,2006,13.3
Iceland,ISL,2007,19.6
Iceland,ISL,2008,10.1
Iceland,ISL,2009,6.2
Iceland,ISL,2010,8.2
Iceland,ISL,2011,8
Iceland,ISL,2012,6.3
Iceland,ISL,2013,4.6
Iceland,ISL,2014,5.4
India,IND,2000,3.9
India,IND,2001,4.6
India,IND,2002,5.8
India,IND,2003,5.5
India,IND,2004,5.7
India,IND,2005,6.2
India,IND,2006,7.6
India,IND,2007,4.7
India,IND,2008,6.8
India,IND,2009,7.7
India,IND,2010,3.5
India,IND,2011,3
India,IND,2012,5
India,IND,2013,6.4
India,IND,2014,8.4
Indonesia,IDN,2000,12.5
Indonesia,IDN,2001,13.4
Indonesia,IDN,2002,14.9
Indonesia,IDN,2003,11
Indonesia,IDN,2004,9.4
Indonesia,IDN,2005,17.2
Indonesia,IDN,2006,12
Indonesia,IDN,2007,7.5
Indonesia,IDN,2008,24.7
Indonesia,IDN,2009,11.6
Indonesia,IDN,2010,9.7
Indonesia,IDN,2011,10.9
Indonesia,IDN,2012,5.7
Indonesia,IDN,2013,12.9
Indonesia,IDN,2014,10.7
Iran,IRN,2000,15.9
Iran,IRN,2001,14.9
Iran,IRN,2002,15.2
Iran,IRN,2003,13.9
Iran,IRN,2004,9.7
Iran,IRN,2005,23.7
Iran,IRN,2006,13.9
Iran,IRN,2007,210.4
Iran,IRN,2008,16.8
Iran,IRN,2009,18.9
Iran,IRN,2010,12.1
Iran,IRN,2011,11.4
Iran,IRN,2012,14.1
Iran,IRN,2013,19.9
Iran,IRN,2014,13
Iraq,IRQ,2006,83.7
Iraq,IRQ,2007,54.9
Iraq,IRQ,2008,43.8
Iraq,IRQ,2009,35.2
Iraq,IRQ,2010,23.4
Iraq,IRQ,2011,15.9
Iraq,IRQ,2012,24.5
Iraq,IRQ,2013,22.7
Iraq,IRQ,2014,16.4
Ireland,IRL,2000,3.8
Ireland,IRL,2001,5
Ireland,IRL,2002,3.8
Ireland,IRL,2003,5.3
Ireland,IRL,2004,5.7
Ireland,IRL,2005,3.9
Ireland,IRL,2006,6.3
Ireland,IRL,2007,5.8
Ireland,IRL,2008,6.3
Ireland,IRL,2009,8.8
Ireland,IRL,2010,4.6
Ireland,IRL,2011,3.7
Ireland,IRL,2012,3.3
Ireland,IRL,2013,4.2
Ireland,IRL,2014,3.3
Israel,ISR,2000,10.5
Israel,ISR,2001,7.8
Israel,ISR,2002,8.4
Israel,ISR,2003,9.5
Israel,ISR,2004,7.3
Israel,ISR,2005,10.4
Israel,ISR,2006,10.6
Israel,ISR,2007,7.3
Israel,ISR,2008,11.6
Israel,ISR,2009,11
Israel,ISR,2010,5.7
Israel,ISR,2011,7.7
Israel,ISR,2012,9.3
Israel,ISR,2013,10.2
Israel,ISR,2014,5.9
Italy,ITA,2000,4.5
Italy,ITA,2001,3.3
Italy,ITA,2002,3.7
Italy,ITA,2003,2.7
Italy,ITA,2004,4.5
Italy,ITA,2005,4.6
Italy,ITA,2006,5.1
Italy,ITA,2007,4.3
Italy,ITA,2008,4.8
Italy,ITA,2009,6.3
Italy,ITA,2010,2.5
Italy,ITA,2011,4.3
Italy,ITA,2012,6.7
Italy,ITA,2013,6.5
Italy,ITA,2014,5
Jamaica,JAM,2000,5.1
Jamaica,JAM,2001,5.3
Jamaica,JAM,2002,7.4
Jamaica,JAM,2003,6.7
Jamaica,JAM,2004,5.1
Jamaica,JAM,2005,6.7
Jamaica,JAM,2006,6.6
Jamaica,JAM,2007,5.6
Jamaica,JAM,2008,10.9
Jamaica,JAM,2009,6.7
Jamaica,JAM,2010,6.3
Jamaica,JAM,2011,6.5
Jamaica,JAM,2012,5.1
Jamaica,JAM,2013,6
Jamaica,JAM,2014,7
Japan,JPN,2000,5.3
Japan,JPN,2001,6.7
Japan,JPN,2002,6.1
Japan,JPN,2003,5.5
Japan,JPN,2004,8.2
Japan,JPN,2005,7.8
Japan,JPN,2006,9.6
Japan,JPN,2007,6.1
Japan,JPN,2008,5.1
Japan,JPN,2009,7.1
Japan,JPN,2010,5.9
Japan,JPN,2011,5
Japan,JPN,2012,5.6
Japan,JPN,2013,6.1
Japan,JPN,2014,5.6
Jordan,JOR,2000,8.9
Jordan,JOR,2001,10.7
Jordan,JOR,2002,8.1
Jordan,JOR,2003,8.8
Jordan,JOR,2004,11
Jordan,JOR,2005,10.9
Jordan,JOR,2006,9.9
Jordan,JOR,2007,7.9
Jordan,JOR,2008,10.9
Jordan,JOR,2009,8.9
Jordan,JOR,2010,9
Jordan,JOR,2011,9.1
Jordan,JOR,2012,8.8
Jordan,JOR,2013,13
Jordan,JOR,2014,6.1
Kenya,KEN,2000,9.8
Kenya,KEN,2001,5.8
Kenya,KEN,2002,8.2
Kenya,KEN,2003,15.2
Kenya,KEN,2004,13.6
Kenya,KEN,2005,13.6
Kenya,KEN,2006,22.5
Kenya,KEN,2007,13.8
Kenya,KEN,2008,34.7
Kenya,KEN,2009,45.9
Kenya,KEN,2010,10.4
Kenya,KEN,2011,7.7
Kenya,KEN,2012,7.1
Kenya,KEN,2013,6.5
Kenya,KEN,2014,6
Kuwait,KWT,2000,6
Kuwait,KWT,2001,13.2
Kuwait,KWT,2002,10
Kuwait,KWT,2003,11.1
Kuwait,KWT,2004,6
Kuwait,KWT,2005,11.1
Kuwait,KWT,2006,10.6
Kuwait,KWT,2007,9.5
Kuwait,KWT,2008,8.7
Kuwait,KWT,2009,8.5
Kuwait,KWT,2010,7.5
Kuwait,KWT,2011,8.1
Kuwait,KWT,2012,10.5
Kuwait,KWT,2013,9.6
Kuwait,KWT,2014,3.7
Land Locked Developing Countries,,2000,5.5
Land Locked Developing Countries,,2001,6.9
Land Locked Developing Countries,,2002,6
Land Locked Developing Countries,,2003,4.6
Land Locked Developing Countries,,2004,5.4
Land Locked Developing Countries,,2005,7.3
Land Locked Developing Countries,,2006,8.6
Land Locked Developing Countries,,2007,4.9
Land Locked Developing Countries,,2008,11.6
Land Locked Developing Countries,,2009,9.9
Land Locked Developing Countries,,2010,3.5
Land Locked Developing Countries,,2011,5.5
Land Locked Developing Countries,,2012,10.2
Land Locked Developing Countries,,2013,9.3
Laos,LAO,2000,12.2
Laos,LAO,2001,11.3
Laos,LAO,2002,11.7
Laos,LAO,2003,9.7
Laos,LAO,2004,14.9
Laos,LAO,2005,8.5
Laos,LAO,2006,12.1
Laos,LAO,2007,5.1
Laos,LAO,2008,9.3
Laos,LAO,2009,8.6
Laos,LAO,2010,6.2
Laos,LAO,2011,9.7
Laos,LAO,2012,6.3
Laos,LAO,2013,3.6
Latin America,,2000,3.6
Latin America,,2001,4.7
Latin America,,2002,3.7
Latin America,,2003,3.8
Latin America,,2004,3.7
Latin America,,2005,5.6
Latin America,,2006,5
Latin America,,2007,5.5
Latin America,,2008,6.6
Latin America,,2009,6.3
Latin America,,2010,5.4
Latin America,,2011,3.5
Latin America,,2012,2.9
Latin America,,2013,5.2
Latin America,,2014,6
Latin America and the Caribbean,,2000,3.5
Latin America and the Caribbean,,2001,4.5
Latin America and the Caribbean,,2002,3.6
Latin America and the Caribbean,,2003,3.6
Latin America and the Caribbean,,2004,3.6
Latin America and the Caribbean,,2005,5.3
Latin America and the Caribbean,,2006,4.9
Latin America and the Caribbean,,2007,5.4
Latin America and the Caribbean,,2008,6.5
Latin America and the Caribbean,,2009,6
Latin America and the Caribbean,,2010,5.3
Latin America and the Caribbean,,2011,3.3
Latin America and the Caribbean,,2012,2.9
Latin America and the Caribbean,,2013,5.1
Latin America and the Caribbean,,2014,5.9
Latvia,LVA,2000,6.9
Latvia,LVA,2001,7.8
Latvia,LVA,2002,8.4
Latvia,LVA,2003,8.2
Latvia,LVA,2004,10
Latvia,LVA,2005,10.1
Latvia,LVA,2006,9
Latvia,LVA,2007,9.8
Latvia,LVA,2008,11.7
Latvia,LVA,2009,11
Latvia,LVA,2010,7.3
Latvia,LVA,2011,8.1
Latvia,LVA,2012,6.7
Latvia,LVA,2013,7.5
Latvia,LVA,2014,7.9
Least developed countries,,2000,7.4
Least developed countries,,2001,4.7
Least developed countries,,2002,4.8
Least developed countries,,2003,3
Least developed countries,,2004,5.7
Least developed countries,,2005,5.8
Least developed countries,,2006,9.2
Least developed countries,,2007,4.6
Least developed countries,,2008,9.2
Least developed countries,,2009,8
Least developed countries,,2010,3.5
Least developed countries,,2011,3.1
Least developed countries,,2012,4.6
Least developed countries,,2013,8.9
Least developed countries,,2014,7.3
Lesotho,LSO,2002,15.5
Lesotho,LSO,2003,12.2
Lesotho,LSO,2004,6.2
Lesotho,LSO,2005,4.4
Lesotho,LSO,2006,11
Lesotho,LSO,2007,8.8
Lesotho,LSO,2008,5
Lesotho,LSO,2009,6.8
Lesotho,LSO,2010,76
Lesotho,LSO,2011,1.6
Lesotho,LSO,2012,4.4
Lesotho,LSO,2013,5.1
Lesotho,LSO,2014,6.4
Lithuania,LTU,2000,6
Lithuania,LTU,2001,6.1
Lithuania,LTU,2002,6.3
Lithuania,LTU,2003,5.1
Lithuania,LTU,2004,5
Lithuania,LTU,2005,6.4
Lithuania,LTU,2006,5.3
Lithuania,LTU,2007,7.2
Lithuania,LTU,2008,7.2
Lithuania,LTU,2009,6
Lithuania,LTU,2010,3.1
Lithuania,LTU,2011,6.7
Lithuania,LTU,2012,5.4
Lithuania,LTU,2013,5.6
Lithuania,LTU,2014,5.5
Low Income Food Deficit Countries,,2000,3.4
Low Income Food Deficit Countries,,2001,4.3
Low Income Food Deficit Countries,,2002,5
Low Income Food Deficit Countries,,2003,3.4
Low Income Food Deficit Countries,,2004,5.2
Low Income Food Deficit Countries,,2005,6.3
Low Income Food Deficit Countries,,2006,7.3
Low Income Food Deficit Countries,,2007,6.7
Low Income Food Deficit Countries,,2008,7.1
Low Income Food Deficit Countries,,2009,7.3
Low Income Food Deficit Countries,,2010,3
Low Income Food Deficit Countries,,2011,7
Low Income Food Deficit Countries,,2012,4
Low Income Food Deficit Countries,,2013,5
Low Income Food Deficit Countries,,2014,10
Low income economies,,2000,4.6
Low income economies,,2001,4.2
Low income economies,,2002,3.7
Low income economies,,2003,2.9
Low income economies,,2004,4.8
Low income economies,,2005,5.9
Low income economies,,2006,7.9
Low income economies,,2007,4.7
Low income economies,,2008,7.9
Low income economies,,2009,8.8
Low income economies,,2010,2.9
Low income economies,,2011,3.4
Low income economies,,2012,4.8
Low income economies,,2013,8.2
Low income economies,,2014,2.6
Lower-middle-income economies,,2000,4.4
Lower-middle-income economies,,2001,3.8
Lower-middle-income economies,,2002,4
Lower-middle-income economies,,2003,2.9
Lower-middle-income economies,,2004,3.8
Lower-middle-income economies,,2005,6.8
Lower-middle-income economies,,2006,6.4
Lower-middle-income economies,,2007,5.4
Lower-middle-income economies,,2008,8.2
Lower-middle-income economies,,2009,7.6
Lower-middle-income economies,,2010,4
Lower-middle-income economies,,2011,4.3
Lower-middle-income economies,,2012,3.9
Lower-middle-income economies,,2013,6
Lower-middle-income economies,,2014,8.5
Luxembourg,LUX,2000,6.8
Luxembourg,LUX,2001,8.6
Luxembourg,LUX,2002,5.8
Luxembourg,LUX,2003,6.8
Luxembourg,LUX,2004,8.3
Luxembourg,LUX,2005,6.3
Luxembourg,LUX,2006,9.2
Luxembourg,LUX,2007,7.9
Luxembourg,LUX,2008,7.7
Luxembourg,LUX,2009,8.9
Luxembourg,LUX,2010,6.2
Luxembourg,LUX,2011,7.6
Luxembourg,LUX,2012,7.6
Luxembourg,LUX,2013,7.3
Luxembourg,LUX,2014,8.9
Macedonia,MKD,2000,10.2
Macedonia,MKD,2001,10.7
Macedonia,MKD,2002,8
Macedonia,MKD,2003,5.7
Macedonia,MKD,2004,6
Macedonia,MKD,2005,10.4
Macedonia,MKD,2006,9
Macedonia,MKD,2007,8.7
Macedonia,MKD,2008,11.1
Macedonia,MKD,2009,12.1
Macedonia,MKD,2010,9.7
Macedonia,MKD,2011,7.9
Macedonia,MKD,2012,7.2
Macedonia,MKD,2013,7.9
Madagascar,MDG,2000,7.6
Madagascar,MDG,2001,11.7
Madagascar,MDG,2002,13.9
Madagascar,MDG,2003,5.4
Madagascar,MDG,2004,8.9
Madagascar,MDG,2005,12.7
Madagascar,MDG,2006,9.3
Madagascar,MDG,2007,8.8
Madagascar,MDG,2008,5.2
Madagascar,MDG,2009,9.4
Madagascar,MDG,2010,29.4
Madagascar,MDG,2011,6.8
Madagascar,MDG,2012,5.1
Madagascar,MDG,2013,5
Madagascar,MDG,2014,3.5
Malawi,MWI,2000,18.1
Malawi,MWI,2001,23.5
Malawi,MWI,2002,18.3
Malawi,MWI,2003,19.2
Malawi,MWI,2004,18.7
Malawi,MWI,2005,19.2
Malawi,MWI,2006,18.7
Malawi,MWI,2007,20.3
Malawi,MWI,2008,20.8
Malawi,MWI,2009,22.1
Malawi,MWI,2010,21.7
Malawi,MWI,2011,23.4
Malawi,MWI,2012,25
Malawi,MWI,2013,23.6
Malaysia,MYS,2000,3.8
Malaysia,MYS,2001,3.6
Malaysia,MYS,2002,4.9
Malaysia,MYS,2003,2.7
Malaysia,MYS,2004,3.1
Malaysia,MYS,2005,4.6
Malaysia,MYS,2006,7.1
Malaysia,MYS,2007,4
Malaysia,MYS,2008,7.5
Malaysia,MYS,2009,4.6
Malaysia,MYS,2010,1.8
Malaysia,MYS,2011,2.8
Malaysia,MYS,2012,2.8
Malaysia,MYS,2013,4.8
Malaysia,MYS,2014,4.3
Maldives,MDV,2000,57.6
Maldives,MDV,2001,45.2
Maldives,MDV,2002,26.5
Maldives,MDV,2003,32.4
Maldives,MDV,2004,43.4
Maldives,MDV,2005,42.6
Maldives,MDV,2006,18.3
Maldives,MDV,2007,23.4
Maldives,MDV,2008,30.8
Maldives,MDV,2009,32.9
Maldives,MDV,2010,20.8
Maldives,MDV,2011,26.5
Maldives,MDV,2012,28.9
Maldives,MDV,2013,14.2
Mali,MLI,2000,10.2
Mali,MLI,2001,10.8
Mali,MLI,2002,8.7
Mali,MLI,2003,11.1
Mali,MLI,2004,13.6
Mali,MLI,2005,16.2
Mali,MLI,2006,18.8
Mali,MLI,2007,13.2
Mali,MLI,2008,12.8
Mali,MLI,2009,16
Mali,MLI,2010,14.2
Mali,MLI,2011,9
Mali,MLI,2012,7.7
Mali,MLI,2013,6.7
Mali,MLI,2014,9.4
Malta,MLT,2000,15
Malta,MLT,2001,13.3
Malta,MLT,2002,12.5
Malta,MLT,2003,13.4
Malta,MLT,2004,11.4
Malta,MLT,2005,11.4
Malta,MLT,2006,12.8
Malta,MLT,2007,9.9
Malta,MLT,2008,9.4
Malta,MLT,2009,13.8
Malta,MLT,2010,9
Malta,MLT,2011,10.5
Malta,MLT,2012,13.1
Malta,MLT,2013,9.5
Malta,MLT,2014,8.6
Mauritania,MRT,2000,6.4
Mauritania,MRT,2001,4.1
Mauritania,MRT,2002,4.8
Mauritania,MRT,2003,4
Mauritania,MRT,2004,8.4
Mauritania,MRT,2005,6.9
Mauritania,MRT,2006,7.8
Mauritania,MRT,2007,5
Mauritania,MRT,2008,6.6
Mauritania,MRT,2009,7.7
Mauritania,MRT,2010,3.9
Mauritania,MRT,2011,3.7
Mauritania,MRT,2012,4.1
Mauritania,MRT,2013,5.5
Mauritania,MRT,2014,3.1
Mauritius,MUS,2000,7.4
Mauritius,MUS,2001,6.5
Mauritius,MUS,2002,7.4
Mauritius,MUS,2003,4.7
Mauritius,MUS,2004,8.9
Mauritius,MUS,2005,5.6
Mauritius,MUS,2006,8.6
Mauritius,MUS,2007,8.8
Mauritius,MUS,2008,7.8
Mauritius,MUS,2009,7.2
Mauritius,MUS,2010,5.7
Mauritius,MUS,2011,5.8
Mauritius,MUS,2012,5.4
Mauritius,MUS,2013,7.2
Mauritius,MUS,2014,11.7
Mexico,MEX,2000,4.4
Mexico,MEX,2001,7.3
Mexico,MEX,2002,8
Mexico,MEX,2003,5.2
Mexico,MEX,2004,5.3
Mexico,MEX,2005,9.2
Mexico,MEX,2006,9
Mexico,MEX,2007,6.9
Mexico,MEX,2008,7
Mexico,MEX,2009,8.2
Mexico,MEX,2010,5.7
Mexico,MEX,2011,6.1
Mexico,MEX,2012,5.3
Mexico,MEX,2013,8
Mexico,MEX,2014,4.7
Middle Africa,,2000,30.3
Middle Africa,,2001,9.9
Middle Africa,,2002,11.2
Middle Africa,,2003,6.1
Middle Africa,,2004,9.1
Middle Africa,,2005,5.6
Middle Africa,,2006,7.4
Middle Africa,,2007,5.5
Middle Africa,,2008,5.4
Middle Africa,,2009,7.1
Middle Africa,,2010,5.8
Middle Africa,,2011,5.4
Middle Africa,,2012,4.4
Middle Africa,,2013,8.9
Moldova,MDA,2000,11.2
Moldova,MDA,2001,8.1
Moldova,MDA,2002,11.3
Moldova,MDA,2003,8.8
Moldova,MDA,2004,4.4
Moldova,MDA,2005,124.8
Moldova,MDA,2006,12.8
Moldova,MDA,2007,11.2
Moldova,MDA,2008,12.4
Moldova,MDA,2009,10.7
Moldova,MDA,2010,10.3
Moldova,MDA,2011,7.8
Moldova,MDA,2012,7.1
Moldova,MDA,2013,5.7
Mongolia,MNG,2000,47.6
Mongolia,MNG,2001,35.1
Mongolia,MNG,2002,19.5
Mongolia,MNG,2003,23.4
Mongolia,MNG,2004,22
Mongolia,MNG,2005,20.3
Mongolia,MNG,2006,36.3
Mongolia,MNG,2007,18.4
Mongolia,MNG,2008,26
Mongolia,MNG,2009,24.3
Mongolia,MNG,2010,22.3
Mongolia,MNG,2011,18.7
Mongolia,MNG,2012,16.7
Montenegro,MNE,2005,4.5
Montenegro,MNE,2006,6
Montenegro,MNE,2007,6.9
Montenegro,MNE,2008,9.3
Montenegro,MNE,2009,7.4
Montenegro,MNE,2010,2.8
Montenegro,MNE,2011,9.1
Morocco,MAR,2000,11.1
Morocco,MAR,2001,9
Morocco,MAR,2002,10.1
Morocco,MAR,2003,7.3
Morocco,MAR,2004,9.1
Morocco,MAR,2005,8.8
Morocco,MAR,2006,12.4
Morocco,MAR,2007,8.7
Morocco,MAR,2008,9.2
Morocco,MAR,2009,11.8
Morocco,MAR,2010,11.8
Morocco,MAR,2011,9.5
Morocco,MAR,2012,7.7
Morocco,MAR,2013,6.4
Morocco,MAR,2014,4.9
Mozambique,MOZ,2000,5.3
Mozambique,MOZ,2001,4.6
Mozambique,MOZ,2002,6.6
Mozambique,MOZ,2003,3.8
Mozambique,MOZ,2004,6.9
Mozambique,MOZ,2005,7.3
Mozambique,MOZ,2006,9.9
Mozambique,MOZ,2007,8
Mozambique,MOZ,2008,8.6
Mozambique,MOZ,2009,8.8
Mozambique,MOZ,2010,4.7
Mozambique,MOZ,2011,7.1
Mozambique,MOZ,2012,6.7
Myanmar,MMR,2000,5.2
Myanmar,MMR,2001,9
Myanmar,MMR,2002,6.4
Myanmar,MMR,2003,9.2
Myanmar,MMR,2004,5.2
Myanmar,MMR,2005,6.3
Myanmar,MMR,2006,7.5
Myanmar,MMR,2007,11.6
Myanmar,MMR,2008,29.2
Myanmar,MMR,2009,7.7
Myanmar,MMR,2010,3.9
Myanmar,MMR,2011,3.1
Myanmar,MMR,2012,6.1
Myanmar,MMR,2013,8.1
Namibia,NAM,2000,7.3
Namibia,NAM,2001,8.3
Namibia,NAM,2002,6.1
Namibia,NAM,2003,5.6
Namibia,NAM,2004,7.1
Namibia,NAM,2005,7.3
Namibia,NAM,2006,7.5
Namibia,NAM,2007,7.1
Namibia,NAM,2008,6.2
Namibia,NAM,2009,7.9
Namibia,NAM,2010,5.2
Namibia,NAM,2011,6
Namibia,NAM,2012,5.8
Namibia,NAM,2013,7.2
Nepal,NPL,2000,10
Nepal,NPL,2001,10
Nepal,NPL,2002,10.9
Nepal,NPL,2003,9.1
Nepal,NPL,2004,9.4
Nepal,NPL,2005,11
Nepal,NPL,2006,13.2
Nepal,NPL,2007,8
Nepal,NPL,2008,11.8
Nepal,NPL,2009,11.4
Nepal,NPL,2010,9.8
Nepal,NPL,2011,8.6
Nepal,NPL,2012,11.9
Nepal,NPL,2013,8.6
Nepal,NPL,2014,10.2
Netherlands,NLD,2000,4.8
Netherlands,NLD,2001,6.2
Netherlands,NLD,2002,30.4
Netherlands,NLD,2003,6.2
Netherlands,NLD,2004,7
Netherlands,NLD,2005,7.3
Netherlands,NLD,2006,6.8
Netherlands,NLD,2007,6.7
Netherlands,NLD,2008,7.2
Netherlands,NLD,2009,6.9
Netherlands,NLD,2010,6.7
Netherlands,NLD,2011,7.4
Netherlands,NLD,2012,8.9
Netherlands,NLD,2013,8.8
Netherlands,NLD,2014,5.6
Nicaragua,NIC,2000,7.7
Nicaragua,NIC,2001,10.5
Nicaragua,NIC,2002,4.2
Nicaragua,NIC,2003,3.7
Nicaragua,NIC,2004,4.6
Nicaragua,NIC,2005,4.2
Nicaragua,NIC,2006,4.7
Nicaragua,NIC,2007,6.6
Nicaragua,NIC,2008,9.6
Nicaragua,NIC,2009,4.2
Nicaragua,NIC,2010,9.1
Nicaragua,NIC,2011,10
Nicaragua,NIC,2012,7.6
Nicaragua,NIC,2013,6.4
Nicaragua,NIC,2014,6.4
Niger,NER,2000,16.5
Niger,NER,2001,12
Niger,NER,2002,13.9
Niger,NER,2003,16.6
Niger,NER,2004,10.5
Niger,NER,2005,18.8
Niger,NER,2006,46.3
Niger,NER,2007,11.2
Niger,NER,2008,15.6
Niger,NER,2009,16.7
Niger,NER,2010,22.9
Niger,NER,2011,15.9
Niger,NER,2012,11.9
Niger,NER,2013,11.1
Niger,NER,2014,9.4
Nigeria,NGA,2000,11.5
Nigeria,NGA,2001,17.8
Nigeria,NGA,2002,14.2
Nigeria,NGA,2003,13
Nigeria,NGA,2004,19
Nigeria,NGA,2005,19.7
Nigeria,NGA,2006,14.3
Nigeria,NGA,2007,16.6
Nigeria,NGA,2008,14.5
Nigeria,NGA,2009,8.1
Nigeria,NGA,2010,6
Nigeria,NGA,2011,12.1
Nigeria,NGA,2012,9.7
Nigeria,NGA,2013,4
North Africa (exc Sudan),,2000,5.9
North Africa (exc Sudan),,2001,4.9
North Africa (exc Sudan),,2002,4.7
North Africa (exc Sudan),,2003,4.4
North Africa (exc Sudan),,2004,11.4
North Africa (exc Sudan),,2005,7.6
North Africa (exc Sudan),,2006,7.9
North Africa (exc Sudan),,2007,7.6
North Africa (exc Sudan),,2008,10.3
North Africa (exc Sudan),,2009,10.9
North Africa (exc Sudan),,2010,9.4
North Africa (exc Sudan),,2011,10
North Africa (exc Sudan),,2012,9.9
North Africa (exc Sudan),,2013,7.9
North Africa (exc Sudan),,2014,8.8
Norway,NOR,2000,7
Norway,NOR,2001,15.2
Norway,NOR,2002,11.1
Norway,NOR,2003,9.4
Norway,NOR,2004,6.6
Norway,NOR,2005,6.8
Norway,NOR,2006,7.7
Norway,NOR,2007,7.5
Norway,NOR,2008,10.9
Norway,NOR,2009,11.3
Norway,NOR,2010,8.1
Norway,NOR,2011,12.3
Norway,NOR,2012,10.9
Norway,NOR,2013,12.1
Norway,NOR,2014,11.3
Oceania,,2000,13.6
Oceania,,2001,13.9
Oceania,,2002,7.1
Oceania,,2003,13
Oceania,,2004,12.5
Oceania,,2005,7.3
Oceania,,2006,9.5
Oceania,,2007,13
Oceania,,2008,12.9
Oceania,,2009,17.8
Oceania,,2010,10.8
Oceania,,2011,16.3
Oceania,,2012,9.7
Oceania,,2013,8.2
Oceania,,2014,8.3
Oman,OMN,2002,4.7
Oman,OMN,2003,8.1
Oman,OMN,2004,6.6
Oman,OMN,2005,5.9
Oman,OMN,2006,7.1
Oman,OMN,2007,7.3
Oman,OMN,2008,6.6
Oman,OMN,2009,10.8
Oman,OMN,2010,6.6
Oman,OMN,2011,6.8
Oman,OMN,2012,7.8
Oman,OMN,2013,8.1
Oman,OMN,2014,9.2
Pakistan,PAK,2000,8.5
Pakistan,PAK,2001,7.9
Pakistan,PAK,2002,9.5
Pakistan,PAK,2003,8.9
Pakistan,PAK,2004,6.9
Pakistan,PAK,2005,13.8
Pakistan,PAK,2006,8.8
Pakistan,PAK,2007,9.5
Pakistan,PAK,2008,11.5
Pakistan,PAK,2009,12
Pakistan,PAK,2010,9.3
Pakistan,PAK,2011,16
Pakistan,PAK,2012,9.3
Pakistan,PAK,2013,6.8
Pakistan,PAK,2014,13.2
Panama,PAN,2002,4.2
Panama,PAN,2003,3.6
Panama,PAN,2004,4.3
Panama,PAN,2005,5
Panama,PAN,2006,4.1
Panama,PAN,2007,5.4
Panama,PAN,2008,5.7
Panama,PAN,2009,5.6
Panama,PAN,2010,3
Panama,PAN,2011,3.2
Panama,PAN,2012,4.2
Panama,PAN,2013,3.2
Panama,PAN,2014,2.1
Paraguay,PRY,2000,8.1
Paraguay,PRY,2001,10.4
Paraguay,PRY,2002,9.4
Paraguay,PRY,2003,13.9
Paraguay,PRY,2004,9.3
Paraguay,PRY,2005,12.6
Paraguay,PRY,2006,13.3
