Entity,Code,Year,Without access to safe drinking water (people),With access to safe drinking water (people)
Nigeria,NGA,2010,127800555.3,30777705.680301774
Nigeria,NGA,2011,131155188.7,31721887.317854147
Nigeria,NGA,2012,134639935.5,32657348.542743176
Nigeria,NGA,2013,138250977.6,33578325.44300099
Nigeria,NGA,2014,141982311.3,34478190.730002664
Nigeria,NGA,2015,145830542.2,35351201.845440246
Niue,NIU,2000,,1866.4961886792448
Niue,NIU,2001,,1815.4131350943392
Niue,NIU,2002,,1768.259547169811
Niue,NIU,2003,,1725.03542490566
Niue,NIU,2004,,1687.7055011320751
Niue,NIU,2005,,1654.3591879245282
Niue,NIU,2006,,1628.9261999999997
Niue,NIU,2007,,1610.4003735849055
Niue,NIU,2008,,1597.7800777358484
Niue,NIU,2009,,1589.091513962264
Niue,NIU,2010,,1581.3943822641504
Niue,NIU,2011,,1574.685283018868
Niue,NIU,2012,,1569.93411735849
Niue,NIU,2013,,1565.1897509433961
Niue,NIU,2014,,1565.1897509433961
Niue,NIU,2015,,1565.1897509433961
Northern Mariana Islands,MNP,2000,16360.13683,52733.86317461838
Northern Mariana Islands,MNP,2001,16338.29322,53049.7067827852
Northern Mariana Islands,MNP,2002,15937.81752,52825.182484676065
Northern Mariana Islands,MNP,2003,15299.08106,52122.918937841845
Northern Mariana Islands,MNP,2004,13175.09041,52487.90959066716
Northern Mariana Islands,MNP,2005,11239.73801,52504.26199260941
Northern Mariana Islands,MNP,2006,10577.08166,51110.918343196034
Northern Mariana Islands,MNP,2007,10383.36254,49129.637457992445
Northern Mariana Islands,MNP,2008,10288.04186,47142.958143368334
Northern Mariana Islands,MNP,2009,10206.44171,45467.55829289162
Northern Mariana Islands,MNP,2010,10097.86109,44326.13891037957
Northern Mariana Islands,MNP,2011,9951.999287,43834.0007127623
Northern Mariana Islands,MNP,2012,9795.033922,43922.96607759805
Northern Mariana Islands,MNP,2013,9655.794807,44380.20519252222
Northern Mariana Islands,MNP,2014,9534.164744,44933.83525599796
Northern Mariana Islands,MNP,2015,9446.34584,45369.654160132886
Norway,NOR,2000,221579.0756,4269387.92440678
Norway,NOR,2001,222366.5936,4291384.406439706
Norway,NOR,2002,225716.1701,4312442.829865401
Norway,NOR,2003,229969.2856,4334885.71437115
Norway,NOR,2004,230150.2189,4361759.781146625
Norway,NOR,2005,228210.9092,4395080.0907798
Norway,NOR,2006,225156.387,4435520.612985675
Norway,NOR,2007,226746.8768,4482406.123224241
Norway,NOR,2008,233608.4855,4534603.514498571
Norway,NOR,2009,238420.9367,4590305.063318976
Norway,NOR,2010,241211.9506,4648040.04938883
Norway,NOR,2011,245590.4935,4707497.506474876
Norway,NOR,2012,249977.7786,4768595.221400325
Norway,NOR,2013,249302.4523,4830320.54768825
Norway,NOR,2014,245721.9221,4891510.077890401
Norway,NOR,2015,238987.6635,4951251.336471765
Oman,OMN,2001,600318.3003,1694468.6996657108
Oman,OMN,2002,602115.652,1732169.348013268
Oman,OMN,2003,607025.7847,1778229.2153055163
Oman,OMN,2004,618293.7478,1826457.2521679488
Oman,OMN,2005,638864.9267,1872404.0733123063
Oman,OMN,2006,637335.9443,1945655.0557317722
Oman,OMN,2007,647679.0474,2015082.9525633221
Oman,OMN,2008,659402.0963,2099611.903686363
Oman,OMN,2009,656238.1564,2226703.843579838
Oman,OMN,2010,625986.3954,2415473.604611222
Oman,OMN,2011,557730.3665,2679537.633504773
Oman,OMN,2012,455566.1651,3009077.8349011308
Oman,OMN,2013,341205.1281,3370275.8719466096
Oman,OMN,2014,248628.1923,3712296.8076722627
Oman,OMN,2015,225681.215,3974128.7849999997
Pakistan,PAK,2000,85842405.96,52680879.03918997
Pakistan,PAK,2001,87738548.47,53862888.534339115
Pakistan,PAK,2002,89622827.68,55031315.31863189
Pakistan,PAK,2003,91505477.79,56197923.2141745
Pakistan,PAK,2004,93399814.17,57380485.83193934
Pakistan,PAK,2005,95680496.26,58229170.741360396
Pakistan,PAK,2006,98003186.69,59090806.30867443
Pakistan,PAK,2007,100370171.6,59962802.405301996
Pakistan,PAK,2008,102796860.8,60847742.21617499
Pakistan,PAK,2009,105302215.2,61747364.798876084
Pakistan,PAK,2010,107898117.4,62662064.57133056
Pakistan,PAK,2011,110592511.1,63591753.894801304
Pakistan,PAK,2012,113378833.8,64532699.16519917
Pakistan,PAK,2013,116236364.8,65476230.17576533
Pakistan,PAK,2014,119134903.3,66411353.681844726
Pakistan,PAK,2015,122051547.3,67328965.7456952
Peru,PER,2000,14253375.1,11661503.90187838
Peru,PER,2001,14346168.46,11915194.54205675
Peru,PER,2002,14433945.17,12167521.825452078
Peru,PER,2003,14518060.01,12419677.986028507
Peru,PER,2004,14600318.03,12672875.970429242
Peru,PER,2005,14682233.16,12928176.836186167
Peru,PER,2006,14763879.53,13186064.471362475
Peru,PER,2007,14845977.73,13446746.26923618
Peru,PER,2008,14929985.55,13711994.448617795
Peru,PER,2009,15018539.44,13982967.561416173
Peru,PER,2010,15112549.8,14261096.195237707
Peru,PER,2011,15212971.52,14547017.480694305
Peru,PER,2012,15318655.02,14840310.977643972
Peru,PER,2013,15427276.81,15138439.185414625
Peru,PER,2014,15535080.22,15438273.779986544
Peru,PER,2015,15639471.97,15737199.03201882
Poland,POL,2005,2043325.096,36122119.903500356
Poland,POL,2006,2006239.59,36135027.41025797
Poland,POL,2007,1966681.587,36153878.412790164
Poland,POL,2008,1949472.855,36176286.14545816
Poland,POL,2009,1952578.073,36199024.9265894
Poland,POL,2010,1823420.867,36219373.13276662
Poland,POL,2011,1826969.893,36236285.10717694
Poland,POL,2012,1813718.072,36249445.9278195
Poland,POL,2013,1783008.415,36257187.58477425
Poland,POL,2014,1753975.594,36257759.40637867
Poland,POL,2015,1736702.76,36249709.24001923
Portugal,PRT,2000,682233.8094,9607664.19059609
Portugal,PRT,2001,701772.947,9660949.05297023
Portugal,PRT,2002,705726.1672,9713904.832792222
Portugal,PRT,2003,692527.901,9766293.09895528
Portugal,PRT,2004,666164.5806,9817696.419418046
Portugal,PRT,2005,635974.0539,9867355.946083207
Portugal,PRT,2006,606231.5349,9916056.465095548
Portugal,PRT,2007,580298.1553,9962665.84465311
Portugal,PRT,2008,555757.1292,10002419.870785786
Portugal,PRT,2009,539346.5958,10028900.404231418
Portugal,PRT,2010,538768.9368,10034331.063215043
Portugal,PRT,2011,537240.5088,10020319.491234383
Portugal,PRT,2012,525629.5259,9989214.474088686
Portugal,PRT,2013,512769.7583,9944525.241738876
Portugal,PRT,2014,507626.8246,9893435.175439958
Portugal,PRT,2015,514466.3053,9843609.694722796
Romania,ROU,2000,1349274.394,21093696.6064
Romania,ROU,2001,1176416.792,20955553.207860872
Romania,ROU,2002,900040.9347,20830455.065321743
Romania,ROU,2003,867149.3188,20707176.681182615
Romania,ROU,2004,810069.7294,20641678.270639118
Romania,ROU,2005,769766.9091,20549918.09093478
Romania,ROU,2006,766549.4554,20427210.544650014
Romania,ROU,2007,707637.6985,20175344.30149459
Romania,ROU,2008,839954.909,19697920.090963975
Romania,ROU,2009,1135067.351,19232419.648629367
Romania,ROU,2010,1455909.982,18790961.017512046
Romania,ROU,2011,1770800.348,18376727.65170527
Romania,ROU,2012,2072602.063,17985432.936824393
Romania,ROU,2013,2371395.697,17612297.303463142
Romania,ROU,2014,2659021.907,17249957.092950102
Romania,ROU,2015,2688616.538,17126864.462049544
Russia,RUS,2000,37145521.27,109451035.73257366
Russia,RUS,2001,36962545.49,109013537.51109838
Russia,RUS,2002,36701145.36,108604900.63786235
Russia,RUS,2003,36428807.6,108219449.40096258
Russia,RUS,2004,36173523.77,107893530.22521849
Russia,RUS,2005,35863401.06,107655121.9397702
Russia,RUS,2006,35530630.96,107518897.04340135
Russia,RUS,2007,35328408.57,107476679.42883047
Russia,RUS,2008,35232404.2,107509945.79860087
Russia,RUS,2009,35197329.7,107588012.30390047
Russia,RUS,2010,35162204.72,107687244.28481513
Russia,RUS,2011,35158114.5,107802753.5012558
Russia,RUS,2012,35262929.03,107938746.97484466
Russia,RUS,2013,35425204.51,108081706.48871328
Russia,RUS,2014,35605495.05,108214170.95283979
Russia,RUS,2015,35772412.71,108324457.29340233
Saint Pierre and Miquelon,SPM,2007,,5207.156712000001
Saint Pierre and Miquelon,SPM,2008,,5211.313127
Saint Pierre and Miquelon,SPM,2009,,5213.806976000001
Saint Pierre and Miquelon,SPM,2010,,5215.469542000001
Saint Pierre and Miquelon,SPM,2011,,5215.469542000001
Saint Pierre and Miquelon,SPM,2012,,5216.300825
Saint Pierre and Miquelon,SPM,2013,,5216.300825
Saint Pierre and Miquelon,SPM,2014,,5219.625957000001
Saint Pierre and Miquelon,SPM,2015,,5227.1075040000005
San Marino,SMR,2000,,27420
San Marino,SMR,2001,,27771
San Marino,SMR,2002,,28142
San Marino,SMR,2003,,28520
San Marino,SMR,2004,,28891
San Marino,SMR,2005,,29242
San Marino,SMR,2006,46,29568
San Marino,SMR,2007,103,29874
San Marino,SMR,2008,191,30160
San Marino,SMR,2009,292,30431
San Marino,SMR,2010,420,30690
San Marino,SMR,2011,566,30938
San Marino,SMR,2012,742,31172
San Marino,SMR,2013,912,31391
San Marino,SMR,2014,1062,31595
San Marino,SMR,2015,1179,31781
Serbia,SRB,2000,283814.5881,7232531.411903952
Serbia,SRB,2001,324431.5917,7179001.408262338
Serbia,SRB,2002,360423.9031,7136098.096879228
Serbia,SRB,2003,377857.0778,7102733.922155941
Serbia,SRB,2004,387409.6687,7075747.331307365
Serbia,SRB,2005,290352.5743,7150416.425747578
Serbia,SRB,2006,184295.6127,7227273.387345432
Serbia,SRB,2007,74198.00744,7307380.992556086
Serbia,SRB,2008,,7383192.017249817
Serbia,SRB,2009,,7457149.451827947
Serbia,SRB,2010,,7526079.295889656
Serbia,SRB,2011,,7588357.179044854
Serbia,SRB,2012,,7644661.135663508
Serbia,SRB,2013,,7696936.48748075
Serbia,SRB,2014,,7748429.234031081
Serbia,SRB,2015,,7801584.573282324
Singapore,SGP,2000,109704,3918183
Singapore,SGP,2001,114775,4023237
Singapore,SGP,2002,39848,4136102
Singapore,SGP,2003,,4254553
Singapore,SGP,2004,,4375230
Singapore,SGP,2005,,4495531
Singapore,SGP,2006,,4614637
Singapore,SGP,2007,,4732785
Singapore,SGP,2008,,4849641
Singapore,SGP,2009,22468,4965105
Singapore,SGP,2010,,5078961
Singapore,SGP,2011,,5190666
Singapore,SGP,2012,12913,5299524
Singapore,SGP,2013,,5405009
Singapore,SGP,2014,,5506586
Singapore,SGP,2015,,5603740
Slovakia,SVK,2000,355121.1942,5033598.80583465
Slovakia,SVK,2001,345183.6953,5033683.30474704
Slovakia,SVK,2002,344061.3285,5032850.671510801
Slovakia,SVK,2003,341545.6266,5031828.37338643
Slovakia,SVK,2004,340865.5357,5031414.46431677
Slovakia,SVK,2005,340637.4381,5032169.56192632
Slovakia,SVK,2006,338647.3802,5034406.61978936
Slovakia,SVK,2007,336621.7122,5038000.28777136
Slovakia,SVK,2008,336715.1756,5042517.824417701
Slovakia,SVK,2009,339129.8164,5047276.1835832
Slovakia,SVK,2010,339784.2617,5051643.7383191995
Slovakia,SVK,2011,342806.6612,5055577.338836901
Slovakia,SVK,2012,348380.8833,5059198.116674161
Slovakia,SVK,2013,350853.2065,5062539.7934972
Slovakia,SVK,2014,352944.7294,5065704.27059209
Slovakia,SVK,2015,355070.132,5068730.86796828
Slovenia,SVN,2000,449018.1989,1539906.8010990643
Slovenia,SVN,2001,452533.1318,1539526.8682436594
Slovenia,SVN,2002,455436.9249,1539093.0751426346
Slovenia,SVN,2003,424052.3899,1571680.610132391
Slovenia,SVN,2004,390982.0393,1606029.9607082622
Slovenia,SVN,2005,357563.2043,1642910.7956970641
Slovenia,SVN,2006,324007.3737,1682860.6262679573
Slovenia,SVN,2007,292591.6166,1725530.3834252295
Slovenia,SVN,2008,251635.7133,1769680.2866744697
Slovenia,SVN,2009,226252.8666,1813416.1333529474
Slovenia,SVN,2010,193325.6515,1855257.3484968164
Slovenia,SVN,2011,158317.5914,1894525.408553018
Slovenia,SVN,2012,125671.5474,1931487.4525543884
Slovenia,SVN,2013,93211.32225,1966741.6777461946
Slovenia,SVN,2014,60591.55,2001388.4500018079
Slovenia,SVN,2015,36757.52064,2026773.4793631092
South Korea,KOR,2002,2388447.956,45256288.0436636
South Korea,KOR,2003,2371224.972,45521105.02782942
South Korea,KOR,2004,2293180.238,45789338.761867695
South Korea,KOR,2005,2119048.02,46065512.98003318
South Korea,KOR,2006,2086569.369,46351722.6309166
South Korea,KOR,2007,1923749.955,46759888.0446836
South Korea,KOR,2008,1883747.548,47170960.451518096
South Korea,KOR,2009,1731604.145,47576230.85473189
South Korea,KOR,2010,1584916.604,47969195.39573685
South Korea,KOR,2011,1589003.726,48347634.27350177
South Korea,KOR,2012,1572303.416,48627549.58373418
South Korea,KOR,2013,1567369.767,48861523.23321989
South Korea,KOR,2014,1661747.009,49084911.99066771
South Korea,KOR,2015,1715220.761,49299726.23921495
Spain,ESP,2000,449685.9,40118178.1
Spain,ESP,2001,258967.029,40591444.971
Spain,ESP,2002,264212.033,41167345.967
Spain,ESP,2003,370746.6075,41816898.3925
Spain,ESP,2004,423711.778,42498183.222
Spain,ESP,2005,478142.7955,43175012.204500005
Spain,ESP,2006,549730.853,43847588.147
Spain,ESP,2007,718012.839,44508790.161
Spain,ESP,2008,847253.748,45106852.252000004
Spain,ESP,2009,785330.4605,45577615.539500006
Spain,ESP,2010,697728.126,45879168.87400001
Spain,ESP,2011,758310.673,45984386.327000014
Spain,ESP,2012,869677.7841,45903377.2158626
Spain,ESP,2013,938212.7878,45681832.21224424
Spain,ESP,2014,1064781.129,45416100.87054064
Spain,ESP,2015,1163639.952,45281192.048380055
Sweden,SWE,2000,181706.822,8690402.178000001
Sweden,SWE,2001,189502.8375,8706457.1625
Sweden,SWE,2002,195752.9295,8729205.0705
Sweden,SWE,2003,198632.983,8759596.017
Sweden,SWE,2004,195385.781,8798145.219
Sweden,SWE,2005,184527.3415,8845044.6585
Sweden,SWE,2006,179542.6455,8900962.3545
Sweden,SWE,2007,182418.978,8965673.022
Sweden,SWE,2008,182443.8265,9037193.1735
Sweden,SWE,2009,185803.356,9112711.644000001
Sweden,SWE,2010,188166.0885,9189959.9115
Sweden,SWE,2011,180839.216,9268373.784
Sweden,SWE,2012,171557.8685,9347816.1315
Sweden,SWE,2013,173429.0635,9426949.9365
Sweden,SWE,2014,191779.5635,9504330.4365
Sweden,SWE,2015,220238.233,9578947.766999999
Switzerland,CHE,2000,532847.8528,6651402.147162166
Switzerland,CHE,2001,545625.4588,6684228.541216221
Switzerland,CHE,2002,562383.8722,6722369.127837841
Switzerland,CHE,2003,572199.6528,6766801.347162167
Switzerland,CHE,2004,553831.6725,6835793.327472975
Switzerland,CHE,2005,524683.5034,6912431.496648651
Switzerland,CHE,2006,486703.9587,6997230.041310816
Switzerland,CHE,2007,461135.0389,7089981.961054059
Switzerland,CHE,2008,458375.5453,7189299.454729733
Switzerland,CHE,2009,450678.7617,7293152.2382702725
Switzerland,CHE,2010,425160.188,7399748.811972978
Switzerland,CHE,2011,403654.1327,7508743.867270275
Switzerland,CHE,2012,377207.4362,7619653.563837841
Switzerland,CHE,2013,359008.963,7730337.03702703
Switzerland,CHE,2014,350440.068,7838208.932040544
Switzerland,CHE,2015,360873.5901,7921522.40987838
Tajikistan,TJK,2000,3914351.348,2301853.651659868
Tajikistan,TJK,2001,3940314.15,2386810.8504800433
Tajikistan,TJK,2002,3969911.389,2477776.6107061347
Tajikistan,TJK,2003,4002535.751,2574341.248552123
Tajikistan,TJK,2004,4036504.99,2676336.0096474746
Tajikistan,TJK,2005,4071926.785,2782249.214817634
Tajikistan,TJK,2006,4108500.697,2892056.3027250036
Tajikistan,TJK,2007,4146283.96,3006101.040135089
Tajikistan,TJK,2008,4185183.714,3124544.285881607
Tajikistan,TJK,2009,4225233.803,3247585.1967968
Tajikistan,TJK,2010,4266301.461,3375328.5388483056
Tajikistan,TJK,2011,4308196.171,3507752.8289295374
Tajikistan,TJK,2012,4350227.946,3644834.0544027328
Tajikistan,TJK,2013,4391562.83,3786246.169908186
Tajikistan,TJK,2014,4431188.043,3931556.9573901067
Tajikistan,TJK,2015,4527950.9,4020700.099780727
Tunisia,TUN,2000,6102991.981,3596205.0187664875
Tunisia,TUN,2001,5669077.067,4116623.9329174925
Tunisia,TUN,2002,5217366.865,4646959.135182391
Tunisia,TUN,2003,4751207.217,5188470.783383657
Tunisia,TUN,2004,4273832.396,5743768.603528225
Tunisia,TUN,2005,3787668.092,6314813.907674353
Tunisia,TUN,2006,3290686.521,6905449.479391103
Tunisia,TUN,2007,2781376.294,7516710.705769932
Tunisia,TUN,2008,2258261.71,8149074.290311571
Tunisia,TUN,2009,1720049.926,8801784.07364846
Tunisia,TUN,2010,1165876.36,9474054.64013938
Tunisia,TUN,2011,942942.5074,9818524.49258051
Tunisia,TUN,2012,910081.1011,9976586.898911424
Tunisia,TUN,2013,878394.9796,10136163.020366699
Tunisia,TUN,2014,857399.8898,10286508.110241367
Tunisia,TUN,2015,837338.7744,10436322.225594984
Turkmenistan,TKM,2000,1488749.275,3027381.7247064915
Turkmenistan,TKM,2001,1445750.308,3118329.6921156067
Turkmenistan,TKM,2002,1400178.078,3209823.9221165096
Turkmenistan,TKM,2003,1352975.165,3302765.8350426867
Turkmenistan,TKM,2004,1305157.065,3398240.9353792886
Turkmenistan,TKM,2005,1262109.638,3492531.3623265666
Turkmenistan,TKM,2006,1219318.422,3590786.577995452
Turkmenistan,TKM,2007,1177004.591,3693132.4087184067
Turkmenistan,TKM,2008,1136285.605,3799476.3951659193
Turkmenistan,TKM,2009,1098509.784,3909440.2162536853
Turkmenistan,TKM,2010,1064564.608,4022645.392160578
Turkmenistan,TKM,2011,1034921.425,4139139.5751413614
Turkmenistan,TKM,2012,1008955.931,4258883.068636324
Turkmenistan,TKM,2013,984995.1006,4381281.899390228
Turkmenistan,TKM,2014,961388.2891,4504852.710943475
Turkmenistan,TKM,2015,936147.8894,4629136.110642816
Uganda,UGA,2000,23111042.96,928231.0377783353
Uganda,UGA,2001,23868528.99,986363.0139857519
Uganda,UGA,2002,24668751.3,1049296.703920582
Uganda,UGA,2003,25499278.55,1125541.447792522
Uganda,UGA,2004,26359293.05,1209142.9528403329
Uganda,UGA,2005,27246055.56,1297884.4410528997
Uganda,UGA,2006,28158587.98,1392074.0223725324
Uganda,UGA,2007,29098568.78,1491918.2237404585
Uganda,UGA,2008,30066347.46,1597548.5449337696
Uganda,UGA,2009,31062816.4,1709078.596548329
Uganda,UGA,2010,32088435.78,1826697.2155339813
Uganda,UGA,2011,33143198.59,1950449.4071753488
Uganda,UGA,2012,34226161.74,2080634.2617229256
Uganda,UGA,2013,35336147.13,2217578.8688097848
Uganda,UGA,2014,36471639.33,2361698.669520812
Uganda,UGA,2015,37631575.01,2513294.990708469
Ukraine,UKR,2000,17660299.41,31515548.588083804
Ukraine,UKR,2001,17407683.65,31276181.35464317
Ukraine,UKR,2002,17155702.23,31046797.769790053
Ukraine,UKR,2003,16980791.18,30832158.8197066
Ukraine,UKR,2004,15558478.09,31893121.910712466
Ukraine,UKR,2005,14143410.78,32961739.22115024
Ukraine,UKR,2006,12744260.46,34043489.53771133
Ukraine,UKR,2007,11367752.55,35141597.45120461
Ukraine,UKR,2008,10003906.65,36254293.353750445
Ukraine,UKR,2009,8677112.849,37376187.15100545
Ukraine,UKR,2010,7368614.244,38502085.75589567
Ukraine,UKR,2011,6074000.476,39632099.52440903
Ukraine,UKR,2012,4827254.519,40766045.48106904
Ukraine,UKR,2013,3784189.745,41705410.25525416
Ukraine,UKR,2014,3840475.421,41431471.57943958
Ukraine,UKR,2015,3843290.453,41310738.54684218
United Kingdom,GBR,2000,2586224.674,56306289.326
United Kingdom,GBR,2001,2609441.614,56510231.38649999
United Kingdom,GBR,2002,2648847.723,56721631.277499996
United Kingdom,GBR,2003,2689512.314,56958064.6865
United Kingdom,GBR,2004,2744989.831,57242915.168999985
United Kingdom,GBR,2005,2810329.522,57590876.47799999
United Kingdom,GBR,2006,2836194.975,58010625.02499999
United Kingdom,GBR,2007,2830747.17,58491715.82999999
United Kingdom,GBR,2008,2800873.47,59006121.529999994
United Kingdom,GBR,2009,2761726.634,59514543.366
United Kingdom,GBR,2010,2777856.754,59988508.24599999
United Kingdom,GBR,2011,2841644.282,60417273.718499996
United Kingdom,GBR,2012,2891992.821,60808307.179
United Kingdom,GBR,2013,2954642.949,61173583.05099999
United Kingdom,GBR,2014,3080225.638,61532934.361999996
United Kingdom,GBR,2015,3228188.735,61900672.26499999
United States,USA,2005,2474187.006,293042411.9938101
United States,USA,2006,2624321.52,295755590.4800393
United States,USA,2007,2688402.014,298542804.9857979
United States,USA,2008,2742151.234,301351814.76554435
United States,USA,2009,2668220.162,304103308.8382494
United States,USA,2010,2596943.06,306741477.9399078
United States,USA,2011,2392727.382,309251552.6184596
United States,USA,2012,2335353.826,311657918.1739397
United States,USA,2013,2241686.83,313992818.16971684
United States,USA,2014,2317861.81,316304663.1904611
United States,USA,2015,2410849.532,318628989.4682339
Uzbekistan,UZB,2000,12036855.83,12613544.170481406
Uzbekistan,UZB,2001,12187749.61,12776700.39058074
Uzbekistan,UZB,2002,12345645.97,12926204.029648632
Uzbekistan,UZB,2003,12498923.25,13068726.752766311
Uzbekistan,UZB,2004,12650871.91,13213478.09013937
Uzbekistan,UZB,2005,12799968.2,13367031.799061375
Uzbekistan,UZB,2006,12957049.19,13531200.805191027
Uzbekistan,UZB,2007,13200939.46,13667060.535885762
Uzbekistan,UZB,2008,13493407.92,13809392.084122073
Uzbekistan,UZB,2009,13771145.88,13996254.117104553
Uzbekistan,UZB,2010,14367268.63,14195131.370784666
Uzbekistan,UZB,2011,14932850.82,14406549.175926132
Uzbekistan,UZB,2012,15144452.06,14630047.940845463
World,OWID_WRL,2000,2358513294,3763169442.452692
World,OWID_WRL,2001,2366403646,3834936611.9298306
World,OWID_WRL,2002,2333731045,3946799020.2431283
World,OWID_WRL,2003,2304664012,4055235283.659923
World,OWID_WRL,2004,2272814901,4167010479.680163
World,OWID_WRL,2005,2211369244,4308929519.428734
World,OWID_WRL,2006,2175294041,4426182500.0405855
World,OWID_WRL,2007,2138399930,4544823841.592934
World,OWID_WRL,2008,2101573649,4664723030.079567
World,OWID_WRL,2009,2063830919,4785738420.024235
World,OWID_WRL,2010,2025141479,4907728264.354901
World,OWID_WRL,2011,2025326921,4989657047.057831
World,OWID_WRL,2012,2044867050,5054690598.786111
World,OWID_WRL,2013,2079298895,5105838631.301943
World,OWID_WRL,2014,2102512493,5168810327.509702
World,OWID_WRL,2015,2127861811,5229697639.228665
