Entity,Code,Year,"Crops - Coffee, green - 656 - Production - 5510 - tonnes (tonnes)"
Fiji,FJI,1978,20
Fiji,FJI,1979,20
Fiji,FJI,1980,20
Fiji,FJI,1981,20
Fiji,FJI,1982,30
Fiji,FJI,1983,40
Fiji,FJI,1984,30
Fiji,FJI,1985,40
Fiji,FJI,1986,45
Fiji,FJI,1987,30
Fiji,FJI,1988,63
Fiji,FJI,1989,97
Fiji,FJI,1990,660
Fiji,FJI,1991,354
Fiji,FJI,1992,226
Fiji,FJI,1993,176
Fiji,FJI,1994,11
Fiji,FJI,1995,10
Fiji,FJI,1996,10
Fiji,FJI,1997,11
Fiji,FJI,1998,11
Fiji,FJI,1999,11
Fiji,FJI,2000,15
Fiji,FJI,2001,16
Fiji,FJI,2002,15
Fiji,FJI,2003,15
Fiji,FJI,2004,15
Fiji,FJI,2005,15
Fiji,FJI,2006,14
Fiji,FJI,2007,15
Fiji,FJI,2008,15
Fiji,FJI,2009,15
Fiji,FJI,2010,15
Fiji,FJI,2011,16
Fiji,FJI,2012,18
Fiji,FJI,2013,20
Fiji,FJI,2014,19
Fiji,FJI,2015,19
Fiji,FJI,2016,19
Fiji,FJI,2017,19
Fiji,FJI,2018,19
French Polynesia,PYF,1961,113
French Polynesia,PYF,1962,271
French Polynesia,PYF,1963,141
French Polynesia,PYF,1964,200
French Polynesia,PYF,1965,89
French Polynesia,PYF,1966,173
French Polynesia,PYF,1967,126
French Polynesia,PYF,1968,190
French Polynesia,PYF,1969,145
French Polynesia,PYF,1970,102
French Polynesia,PYF,1971,110
French Polynesia,PYF,1972,110
French Polynesia,PYF,1973,120
French Polynesia,PYF,1974,130
French Polynesia,PYF,1975,160
French Polynesia,PYF,1976,102
French Polynesia,PYF,1977,84
French Polynesia,PYF,1978,125
French Polynesia,PYF,1979,180
French Polynesia,PYF,1980,168
French Polynesia,PYF,1981,121
French Polynesia,PYF,1982,56
French Polynesia,PYF,1983,142
French Polynesia,PYF,1984,63
French Polynesia,PYF,1985,55
French Polynesia,PYF,1986,14
French Polynesia,PYF,1987,4
French Polynesia,PYF,1988,4
French Polynesia,PYF,1989,10
French Polynesia,PYF,1990,6
French Polynesia,PYF,1991,13
French Polynesia,PYF,1992,4
French Polynesia,PYF,1993,8
French Polynesia,PYF,1994,9
French Polynesia,PYF,1995,10
French Polynesia,PYF,1996,10
French Polynesia,PYF,1997,11
French Polynesia,PYF,1998,16
French Polynesia,PYF,1999,18
French Polynesia,PYF,2000,18
French Polynesia,PYF,2001,18
French Polynesia,PYF,2002,17
French Polynesia,PYF,2003,17
French Polynesia,PYF,2004,15
French Polynesia,PYF,2005,16
French Polynesia,PYF,2006,17
French Polynesia,PYF,2007,17
French Polynesia,PYF,2008,16
French Polynesia,PYF,2009,18
French Polynesia,PYF,2010,18
French Polynesia,PYF,2011,20
French Polynesia,PYF,2012,20
French Polynesia,PYF,2013,22
French Polynesia,PYF,2014,20
French Polynesia,PYF,2015,21
French Polynesia,PYF,2016,22
French Polynesia,PYF,2017,22
French Polynesia,PYF,2018,23
Gabon,GAB,1961,1100
Gabon,GAB,1962,2500
Gabon,GAB,1963,1100
Gabon,GAB,1964,1100
Gabon,GAB,1965,1100
Gabon,GAB,1966,900
Gabon,GAB,1967,900
Gabon,GAB,1968,1200
Gabon,GAB,1969,1200
Gabon,GAB,1970,900
Gabon,GAB,1971,600
Gabon,GAB,1972,900
Gabon,GAB,1973,540
Gabon,GAB,1974,600
Gabon,GAB,1975,259
Gabon,GAB,1976,145
Gabon,GAB,1977,360
Gabon,GAB,1978,502
Gabon,GAB,1979,269
Gabon,GAB,1980,680
Gabon,GAB,1981,750
Gabon,GAB,1982,1850
Gabon,GAB,1983,1400
Gabon,GAB,1984,1200
Gabon,GAB,1985,1295
Gabon,GAB,1986,1332
Gabon,GAB,1987,1724
Gabon,GAB,1988,1774
Gabon,GAB,1989,1920
Gabon,GAB,1990,269
Gabon,GAB,1991,451
Gabon,GAB,1992,193
Gabon,GAB,1993,256
Gabon,GAB,1994,259
Gabon,GAB,1995,159
Gabon,GAB,1996,219
Gabon,GAB,1997,154
Gabon,GAB,1998,145
Gabon,GAB,1999,125
Gabon,GAB,2000,198
Gabon,GAB,2001,60
Gabon,GAB,2002,180
Gabon,GAB,2003,120
Gabon,GAB,2004,135
Gabon,GAB,2005,131
Gabon,GAB,2006,120
Gabon,GAB,2007,125
Gabon,GAB,2008,121
Gabon,GAB,2009,117
Gabon,GAB,2010,113
Gabon,GAB,2011,109
Gabon,GAB,2012,106
Gabon,GAB,2013,109
Gabon,GAB,2014,103
Gabon,GAB,2015,92
Gabon,GAB,2016,92
Gabon,GAB,2017,91
Gabon,GAB,2018,88
Ghana,GHA,1961,1700
Ghana,GHA,1962,3920
Ghana,GHA,1963,2650
Ghana,GHA,1964,6700
Ghana,GHA,1965,1644
Ghana,GHA,1966,8610
Ghana,GHA,1967,4057
Ghana,GHA,1968,6440
Ghana,GHA,1969,4700
Ghana,GHA,1970,6510
Ghana,GHA,1971,7322
Ghana,GHA,1972,7550
Ghana,GHA,1973,3910
Ghana,GHA,1974,2455
Ghana,GHA,1975,4000
Ghana,GHA,1976,5500
Ghana,GHA,1977,3800
Ghana,GHA,1978,1770
Ghana,GHA,1979,1700
Ghana,GHA,1980,1500
Ghana,GHA,1981,1500
Ghana,GHA,1982,1500
Ghana,GHA,1983,1300
Ghana,GHA,1984,700
Ghana,GHA,1985,500
Ghana,GHA,1986,531
Ghana,GHA,1987,791
Ghana,GHA,1988,377
Ghana,GHA,1989,700
Ghana,GHA,1990,1000
Ghana,GHA,1991,2300
Ghana,GHA,1992,2400
Ghana,GHA,1993,4000
Ghana,GHA,1994,3000
Ghana,GHA,1995,3575
Ghana,GHA,1996,6330
Ghana,GHA,1997,2880
Ghana,GHA,1998,8370
Ghana,GHA,1999,3965
Ghana,GHA,2000,1956
Ghana,GHA,2001,1379
Ghana,GHA,2002,1464
Ghana,GHA,2003,900
Ghana,GHA,2004,1140
Ghana,GHA,2005,1200
Ghana,GHA,2006,1740
Ghana,GHA,2007,1860
Ghana,GHA,2008,1620
Ghana,GHA,2009,1860
Ghana,GHA,2010,1200
Ghana,GHA,2011,550
Ghana,GHA,2012,600
Ghana,GHA,2013,698
Ghana,GHA,2014,736
Ghana,GHA,2015,736
Ghana,GHA,2016,736
Ghana,GHA,2017,769
Ghana,GHA,2018,735
Guadeloupe,GLP,1961,500
Guadeloupe,GLP,1962,500
Guadeloupe,GLP,1963,300
Guadeloupe,GLP,1964,400
Guadeloupe,GLP,1965,200
Guadeloupe,GLP,1966,300
Guadeloupe,GLP,1967,300
Guadeloupe,GLP,1968,300
Guadeloupe,GLP,1969,300
Guadeloupe,GLP,1970,300
Guadeloupe,GLP,1971,270
Guadeloupe,GLP,1972,220
Guadeloupe,GLP,1973,180
Guadeloupe,GLP,1974,120
Guadeloupe,GLP,1975,100
Guadeloupe,GLP,1976,116
Guadeloupe,GLP,1977,95
Guadeloupe,GLP,1978,20
Guadeloupe,GLP,1979,20
Guadeloupe,GLP,1980,10
Guadeloupe,GLP,1981,10
Guadeloupe,GLP,1982,10
Guadeloupe,GLP,1983,20
Guadeloupe,GLP,1984,40
Guadeloupe,GLP,1985,40
Guadeloupe,GLP,1986,26
Guadeloupe,GLP,1987,40
Guadeloupe,GLP,1988,40
Guadeloupe,GLP,1989,35
Guadeloupe,GLP,1990,20
Guadeloupe,GLP,1991,20
Guadeloupe,GLP,1992,47
Guadeloupe,GLP,1993,53
Guadeloupe,GLP,1994,23
Guadeloupe,GLP,1995,15
Guadeloupe,GLP,1996,24
Guadeloupe,GLP,1997,27
Guadeloupe,GLP,1998,29
Guadeloupe,GLP,1999,32
Guadeloupe,GLP,2000,35
Guadeloupe,GLP,2001,35
Guadeloupe,GLP,2002,35
Guadeloupe,GLP,2003,30
Guadeloupe,GLP,2004,19
Guadeloupe,GLP,2005,25
Guadeloupe,GLP,2006,24
Guadeloupe,GLP,2007,24
Guadeloupe,GLP,2008,27
Guadeloupe,GLP,2009,29
Guadeloupe,GLP,2010,30
Guadeloupe,GLP,2011,31
Guadeloupe,GLP,2012,34
Guadeloupe,GLP,2013,35
Guadeloupe,GLP,2014,34
Guadeloupe,GLP,2015,31
Guadeloupe,GLP,2016,30
Guadeloupe,GLP,2017,30
Guadeloupe,GLP,2018,30
Guatemala,GTM,1961,100600
Guatemala,GTM,1962,117700
Guatemala,GTM,1963,104400
Guatemala,GTM,1964,105200
Guatemala,GTM,1965,126100
Guatemala,GTM,1966,106200
Guatemala,GTM,1967,102363
Guatemala,GTM,1968,112392
Guatemala,GTM,1969,118685
Guatemala,GTM,1970,126546
Guatemala,GTM,1971,128386
Guatemala,GTM,1972,142682
Guatemala,GTM,1973,145642
Guatemala,GTM,1974,157437
Guatemala,GTM,1975,139091
Guatemala,GTM,1976,158433
Guatemala,GTM,1977,168217
Guatemala,GTM,1978,169636
Guatemala,GTM,1979,164810
Guatemala,GTM,1980,177430
Guatemala,GTM,1981,193830
Guatemala,GTM,1982,189330
Guatemala,GTM,1983,183010
Guatemala,GTM,1984,196610
Guatemala,GTM,1985,181630
Guatemala,GTM,1986,196560
Guatemala,GTM,1987,193200
Guatemala,GTM,1988,179400
Guatemala,GTM,1989,193200
Guatemala,GTM,1990,202400
Guatemala,GTM,1991,196190
Guatemala,GTM,1992,206586
Guatemala,GTM,1993,208650
Guatemala,GTM,1994,213900
Guatemala,GTM,1995,210920
Guatemala,GTM,1996,240300
Guatemala,GTM,1997,271440
Guatemala,GTM,1998,253080
Guatemala,GTM,1999,293520
Guatemala,GTM,2000,312060
Guatemala,GTM,2001,261097
Guatemala,GTM,2002,255091
Guatemala,GTM,2003,244200
Guatemala,GTM,2004,250279
Guatemala,GTM,2005,248277
Guatemala,GTM,2006,240331
Guatemala,GTM,2007,248614
Guatemala,GTM,2008,254914
Guatemala,GTM,2009,247503
Guatemala,GTM,2010,248355
Guatemala,GTM,2011,265401
Guatemala,GTM,2012,272432
Guatemala,GTM,2013,248668
Guatemala,GTM,2014,227653
Guatemala,GTM,2015,225653
Guatemala,GTM,2016,236145
Guatemala,GTM,2017,246319
Guatemala,GTM,2018,245580
Guinea,GIN,1961,15000
Guinea,GIN,1962,13000
Guinea,GIN,1963,12300
Guinea,GIN,1964,9000
Guinea,GIN,1965,9600
Guinea,GIN,1966,13000
Guinea,GIN,1967,13000
Guinea,GIN,1968,14500
Guinea,GIN,1969,10000
Guinea,GIN,1970,11500
Guinea,GIN,1971,12500
Guinea,GIN,1972,13000
Guinea,GIN,1973,13673
Guinea,GIN,1974,13809
Guinea,GIN,1975,13949
Guinea,GIN,1976,13975
Guinea,GIN,1977,14121
Guinea,GIN,1978,14283
Guinea,GIN,1979,14405
Guinea,GIN,1980,14400
Guinea,GIN,1981,14400
Guinea,GIN,1982,14500
Guinea,GIN,1983,14700
Guinea,GIN,1984,14800
Guinea,GIN,1985,14900
Guinea,GIN,1986,6500
Guinea,GIN,1987,6500
Guinea,GIN,1988,20000
Guinea,GIN,1989,27500
Guinea,GIN,1990,30000
Guinea,GIN,1991,30000
Guinea,GIN,1992,28804
Guinea,GIN,1993,28800
Guinea,GIN,1994,30000
Guinea,GIN,1995,28000
Guinea,GIN,1996,22750
Guinea,GIN,1997,20000
Guinea,GIN,1998,20888
Guinea,GIN,1999,22119
Guinea,GIN,2000,22080
Guinea,GIN,2001,14160
Guinea,GIN,2002,19680
Guinea,GIN,2003,20880
Guinea,GIN,2004,20220
Guinea,GIN,2005,20770
Guinea,GIN,2006,23226
Guinea,GIN,2007,26556
Guinea,GIN,2008,27353
Guinea,GIN,2009,28173
Guinea,GIN,2010,29018
Guinea,GIN,2011,30320
Guinea,GIN,2012,17907
Guinea,GIN,2013,18440
Guinea,GIN,2014,22222
Guinea,GIN,2015,32295
Guinea,GIN,2016,38900
Guinea,GIN,2017,40800
Guinea,GIN,2018,42900
Guyana,GUY,1961,860
Guyana,GUY,1962,1039
Guyana,GUY,1963,659
Guyana,GUY,1964,1129
Guyana,GUY,1965,1156
Guyana,GUY,1966,1122
Guyana,GUY,1967,1290
Guyana,GUY,1968,1302
Guyana,GUY,1969,684
Guyana,GUY,1970,703
Guyana,GUY,1971,761
Guyana,GUY,1972,762
Guyana,GUY,1973,746
Guyana,GUY,1974,900
Guyana,GUY,1975,900
Guyana,GUY,1976,900
Guyana,GUY,1977,1020
Guyana,GUY,1978,1140
Guyana,GUY,1979,1320
Guyana,GUY,1980,1560
Guyana,GUY,1981,1560
Guyana,GUY,1982,1260
Guyana,GUY,1983,1020
Guyana,GUY,1984,358
Guyana,GUY,1985,370
Guyana,GUY,1986,430
Guyana,GUY,1987,240
Guyana,GUY,1988,300
Guyana,GUY,1989,300
Guyana,GUY,1990,300
Guyana,GUY,1991,300
Guyana,GUY,1992,300
Guyana,GUY,1993,300
Guyana,GUY,1994,300
Guyana,GUY,1995,300
Guyana,GUY,1996,285
Guyana,GUY,1997,261
Guyana,GUY,1998,136
Guyana,GUY,1999,140
Guyana,GUY,2000,15
Guyana,GUY,2001,153
Guyana,GUY,2002,300
Guyana,GUY,2003,480
Guyana,GUY,2004,480
Guyana,GUY,2005,480
Guyana,GUY,2006,480
Guyana,GUY,2007,480
Guyana,GUY,2008,480
Guyana,GUY,2009,420
Guyana,GUY,2010,420
Guyana,GUY,2011,420
Guyana,GUY,2012,420
Guyana,GUY,2013,420
Guyana,GUY,2014,430
Guyana,GUY,2015,434
Guyana,GUY,2016,413
Guyana,GUY,2017,407
Guyana,GUY,2018,403
Haiti,HTI,1961,45720
Haiti,HTI,1962,31860
Haiti,HTI,1963,34980
Haiti,HTI,1964,36000
Haiti,HTI,1965,36720
Haiti,HTI,1966,30540
Haiti,HTI,1967,31600
Haiti,HTI,1968,30180
Haiti,HTI,1969,27000
Haiti,HTI,1970,32610
Haiti,HTI,1971,32400
Haiti,HTI,1972,31500
Haiti,HTI,1973,33000
Haiti,HTI,1974,31200
Haiti,HTI,1975,39000
Haiti,HTI,1976,32280
Haiti,HTI,1977,31140
Haiti,HTI,1978,26580
Haiti,HTI,1979,40140
Haiti,HTI,1980,42900
Haiti,HTI,1981,33250
Haiti,HTI,1982,32250
Haiti,HTI,1983,36000
Haiti,HTI,1984,37250
Haiti,HTI,1985,36900
Haiti,HTI,1986,37752
Haiti,HTI,1987,30088
Haiti,HTI,1988,37693
Haiti,HTI,1989,38447
Haiti,HTI,1990,37200
Haiti,HTI,1991,37000
Haiti,HTI,1992,27355
Haiti,HTI,1993,33600
Haiti,HTI,1994,31000
Haiti,HTI,1995,29000
Haiti,HTI,1996,27000
Haiti,HTI,1997,29155
Haiti,HTI,1998,27239
Haiti,HTI,1999,28000
Haiti,HTI,2000,30000
Haiti,HTI,2001,28000
Haiti,HTI,2002,27000
Haiti,HTI,2003,30000
Haiti,HTI,2004,29000
Haiti,HTI,2005,35000
Haiti,HTI,2006,35000
Haiti,HTI,2007,47000
Haiti,HTI,2008,35000
Haiti,HTI,2009,36482
Haiti,HTI,2010,38193
Haiti,HTI,2011,39232
Haiti,HTI,2012,40184
Haiti,HTI,2013,58720
Haiti,HTI,2014,35232
Haiti,HTI,2015,40485
Haiti,HTI,2016,43257
Haiti,HTI,2017,42871
Haiti,HTI,2018,44200
Honduras,HND,1961,21450
Honduras,HND,1962,27939
Honduras,HND,1963,29014
Honduras,HND,1964,29276
Honduras,HND,1965,32195
Honduras,HND,1966,33569
Honduras,HND,1967,35041
Honduras,HND,1968,36512
Honduras,HND,1969,37984
Honduras,HND,1970,39456
Honduras,HND,1971,40927
Honduras,HND,1972,42399
Honduras,HND,1973,41778
Honduras,HND,1974,45342
Honduras,HND,1975,46814
Honduras,HND,1976,48285
Honduras,HND,1977,49757
Honduras,HND,1978,59796
Honduras,HND,1979,72547
Honduras,HND,1980,64228
Honduras,HND,1981,75347
Honduras,HND,1982,72420
Honduras,HND,1983,79474
Honduras,HND,1984,72545
Honduras,HND,1985,75091
Honduras,HND,1986,76318
Honduras,HND,1987,79877
Honduras,HND,1988,94046
Honduras,HND,1989,100234
Honduras,HND,1990,119784
Honduras,HND,1991,101890
Honduras,HND,1992,111660
Honduras,HND,1993,110481
Honduras,HND,1994,126182
Honduras,HND,1995,132400
Honduras,HND,1996,148830
Honduras,HND,1997,162658
Honduras,HND,1998,172772
Honduras,HND,1999,157409
Honduras,HND,2000,193309
Honduras,HND,2001,205545
Honduras,HND,2002,172727
Honduras,HND,2003,175284
Honduras,HND,2004,185090
Honduras,HND,2005,190640
Honduras,HND,2006,213636
Honduras,HND,2007,236302
Honduras,HND,2008,240948
Honduras,HND,2009,231288
Honduras,HND,2010,244335
Honduras,HND,2011,284347
Honduras,HND,2012,343403
Honduras,HND,2013,280697
Honduras,HND,2014,282230
Honduras,HND,2015,332747
Honduras,HND,2016,362229
Honduras,HND,2017,473718
Honduras,HND,2018,481053
India,IND,1961,43200
India,IND,1962,46000
India,IND,1963,56200
India,IND,1964,69300
India,IND,1965,60900
India,IND,1966,63900
India,IND,1967,78500
India,IND,1968,57331
India,IND,1969,73430
India,IND,1970,63619
India,IND,1971,110231
India,IND,1972,68948
India,IND,1973,91072
India,IND,1974,86388
India,IND,1975,92506
India,IND,1976,84000
India,IND,1977,102300
India,IND,1978,125000
India,IND,1979,110488
India,IND,1980,149835
India,IND,1981,118600
India,IND,1982,152100
India,IND,1983,130000
India,IND,1984,105029
India,IND,1985,195100
India,IND,1986,122400
India,IND,1987,192100
India,IND,1988,122700
India,IND,1989,214700
India,IND,1990,118100
India,IND,1991,170000
India,IND,1992,180000
India,IND,1993,162000
India,IND,1994,208000
India,IND,1995,180000
India,IND,1996,223000
India,IND,1997,205000
India,IND,1998,228000
India,IND,1999,265000
India,IND,2000,292000
India,IND,2001,301000
India,IND,2002,301000
India,IND,2003,275275
India,IND,2004,270500
India,IND,2005,275500
India,IND,2006,274000
India,IND,2007,288000
India,IND,2008,262000
India,IND,2009,262300
India,IND,2010,289600
India,IND,2011,302000
India,IND,2012,314000
India,IND,2013,318200
India,IND,2014,304500
India,IND,2015,327000
India,IND,2016,348000
India,IND,2017,312000
India,IND,2018,326982
Indonesia,IDN,1961,103100
Indonesia,IDN,1962,106700
Indonesia,IDN,1963,139600
Indonesia,IDN,1964,118200
Indonesia,IDN,1965,134500
Indonesia,IDN,1966,142200
Indonesia,IDN,1967,153478
Indonesia,IDN,1968,157347
Indonesia,IDN,1969,173613
Indonesia,IDN,1970,185091
Indonesia,IDN,1971,180916
Indonesia,IDN,1972,178735
Indonesia,IDN,1973,150163
Indonesia,IDN,1974,149811
Indonesia,IDN,1975,170372
Indonesia,IDN,1976,193377
Indonesia,IDN,1977,193966
Indonesia,IDN,1978,222690
Indonesia,IDN,1979,273675
Indonesia,IDN,1980,294973
Indonesia,IDN,1981,314899
Indonesia,IDN,1982,281251
Indonesia,IDN,1983,305648
Indonesia,IDN,1984,315489
Indonesia,IDN,1985,311398
Indonesia,IDN,1986,356822
Indonesia,IDN,1987,388669
Indonesia,IDN,1988,391095
Indonesia,IDN,1989,401048
Indonesia,IDN,1990,412767
Indonesia,IDN,1991,428305
Indonesia,IDN,1992,436930
Indonesia,IDN,1993,438868
Indonesia,IDN,1994,450191
Indonesia,IDN,1995,457801
Indonesia,IDN,1996,421751
Indonesia,IDN,1997,426800
Indonesia,IDN,1998,512165
Indonesia,IDN,1999,524687
Indonesia,IDN,2000,554574
Indonesia,IDN,2001,569234
Indonesia,IDN,2002,682019
Indonesia,IDN,2003,663571
Indonesia,IDN,2004,647385
Indonesia,IDN,2005,640365
Indonesia,IDN,2006,682158
Indonesia,IDN,2007,676475
Indonesia,IDN,2008,698016
Indonesia,IDN,2009,682591
Indonesia,IDN,2010,684076
Indonesia,IDN,2011,638600
Indonesia,IDN,2012,691163
Indonesia,IDN,2013,675800
Indonesia,IDN,2014,643900
Indonesia,IDN,2015,639412
Indonesia,IDN,2016,639305
Indonesia,IDN,2017,668677
Indonesia,IDN,2018,722461
Jamaica,JAM,1961,2546
Jamaica,JAM,1962,1969
Jamaica,JAM,1963,2009
Jamaica,JAM,1964,1997
Jamaica,JAM,1965,2170
Jamaica,JAM,1966,1861
Jamaica,JAM,1967,1991
Jamaica,JAM,1968,1972
Jamaica,JAM,1969,1589
Jamaica,JAM,1970,1805
Jamaica,JAM,1971,1358
Jamaica,JAM,1972,1040
Jamaica,JAM,1973,1146
Jamaica,JAM,1974,1486
Jamaica,JAM,1975,1186
Jamaica,JAM,1976,1929
Jamaica,JAM,1977,1208
Jamaica,JAM,1978,1477
Jamaica,JAM,1979,958
Jamaica,JAM,1980,2216
Jamaica,JAM,1981,1379
Jamaica,JAM,1982,1516
Jamaica,JAM,1983,1632
Jamaica,JAM,1984,1745
Jamaica,JAM,1985,1274
Jamaica,JAM,1986,1697
Jamaica,JAM,1987,1658
Jamaica,JAM,1988,2231
Jamaica,JAM,1989,1260
Jamaica,JAM,1990,1560
Jamaica,JAM,1991,2280
Jamaica,JAM,1992,1920
Jamaica,JAM,1993,1500
Jamaica,JAM,1994,2460
Jamaica,JAM,1995,2580
Jamaica,JAM,1996,2580
Jamaica,JAM,1997,2887
Jamaica,JAM,1998,1740
Jamaica,JAM,1999,2340
Jamaica,JAM,2000,2220
Jamaica,JAM,2001,2880
Jamaica,JAM,2002,2760
Jamaica,JAM,2003,3300
Jamaica,JAM,2004,2400
Jamaica,JAM,2005,8897
Jamaica,JAM,2006,12390
Jamaica,JAM,2007,15117
Jamaica,JAM,2008,9035
Jamaica,JAM,2009,12456
Jamaica,JAM,2010,9121
Jamaica,JAM,2011,8099
Jamaica,JAM,2012,6687
Jamaica,JAM,2013,6984
Jamaica,JAM,2014,5298
Jamaica,JAM,2015,5755
Jamaica,JAM,2016,7580
Jamaica,JAM,2017,6222
Jamaica,JAM,2018,7085
Kenya,KEN,1961,28100
Kenya,KEN,1962,50000
Kenya,KEN,1963,40500
Kenya,KEN,1964,41400
Kenya,KEN,1965,39300
Kenya,KEN,1966,56900
Kenya,KEN,1967,48000
Kenya,KEN,1968,39600
Kenya,KEN,1969,52400
Kenya,KEN,1970,58300
Kenya,KEN,1971,59500
Kenya,KEN,1972,62048
Kenya,KEN,1973,71190
Kenya,KEN,1974,70103
Kenya,KEN,1975,66152
Kenya,KEN,1976,80303
Kenya,KEN,1977,101218
Kenya,KEN,1978,84332
Kenya,KEN,1979,75082
Kenya,KEN,1980,91334
Kenya,KEN,1981,99717
Kenya,KEN,1982,87436
Kenya,KEN,1983,86064
Kenya,KEN,1984,118500
Kenya,KEN,1985,93600
Kenya,KEN,1986,113926
Kenya,KEN,1987,104679
Kenya,KEN,1988,128700
Kenya,KEN,1989,116900
Kenya,KEN,1990,103900
Kenya,KEN,1991,86400
Kenya,KEN,1992,85300
Kenya,KEN,1993,75100
Kenya,KEN,1994,79900
Kenya,KEN,1995,95400
Kenya,KEN,1996,97976
Kenya,KEN,1997,68642
Kenya,KEN,1998,53715
Kenya,KEN,1999,68100
Kenya,KEN,2000,100700
Kenya,KEN,2001,51700
Kenya,KEN,2002,51900
Kenya,KEN,2003,55443
Kenya,KEN,2004,48431
Kenya,KEN,2005,45200
Kenya,KEN,2006,48300
Kenya,KEN,2007,53368
Kenya,KEN,2008,42000
Kenya,KEN,2009,54000
Kenya,KEN,2010,42000
Kenya,KEN,2011,36300
Kenya,KEN,2012,49000
Kenya,KEN,2013,39800
Kenya,KEN,2014,49500
Kenya,KEN,2015,42000
Kenya,KEN,2016,46100
Kenya,KEN,2017,38620
Kenya,KEN,2018,41375
Land Locked Developing Countries,,1961,138367
Land Locked Developing Countries,,1962,160079
Land Locked Developing Countries,,1963,195047
Land Locked Developing Countries,,1964,224070
Land Locked Developing Countries,,1965,200675
Land Locked Developing Countries,,1966,203629
Land Locked Developing Countries,,1967,223469
Land Locked Developing Countries,,1968,191077
Land Locked Developing Countries,,1969,306322
Land Locked Developing Countries,,1970,268084
Land Locked Developing Countries,,1971,243779
Land Locked Developing Countries,,1972,246472
Land Locked Developing Countries,,1973,282038
Land Locked Developing Countries,,1974,282141
Land Locked Developing Countries,,1975,277537
Land Locked Developing Countries,,1976,219672
Land Locked Developing Countries,,1977,237341
Land Locked Developing Countries,,1978,210821
Land Locked Developing Countries,,1979,204584
Land Locked Developing Countries,,1980,232575
Land Locked Developing Countries,,1981,233252
Land Locked Developing Countries,,1982,273690
Land Locked Developing Countries,,1983,284020
Land Locked Developing Countries,,1984,282361
Land Locked Developing Countries,,1985,295638
Land Locked Developing Countries,,1986,318331
Land Locked Developing Countries,,1987,333441
Land Locked Developing Countries,,1988,322653
Land Locked Developing Countries,,1989,324480
Land Locked Developing Countries,,1990,278722
Land Locked Developing Countries,,1991,282133
Land Locked Developing Countries,,1992,236967
Land Locked Developing Countries,,1993,419212
Land Locked Developing Countries,,1994,511733
Land Locked Developing Countries,,1995,515397
Land Locked Developing Countries,,1996,632030
Land Locked Developing Countries,,1997,553232
Land Locked Developing Countries,,1998,539085
Land Locked Developing Countries,,1999,594773
Land Locked Developing Countries,,2000,543026
Land Locked Developing Countries,,2001,526531
Land Locked Developing Countries,,2002,660949
Land Locked Developing Countries,,2003,406533
Land Locked Developing Countries,,2004,618704
Land Locked Developing Countries,,2005,449223
Land Locked Developing Countries,,2006,611372
Land Locked Developing Countries,,2007,569928
Land Locked Developing Countries,,2008,671952
Land Locked Developing Countries,,2009,592687
Land Locked Developing Countries,,2010,737578
Land Locked Developing Countries,,2011,729262
Land Locked Developing Countries,,2012,643702
Land Locked Developing Countries,,2013,798865
Land Locked Developing Countries,,2014,826623
Land Locked Developing Countries,,2015,894267
Land Locked Developing Countries,,2016,894492
Land Locked Developing Countries,,2017,910829
Land Locked Developing Countries,,2018,922551
Laos,LAO,1961,1000
Laos,LAO,1962,1500
Laos,LAO,1963,2000
Laos,LAO,1964,3500
Laos,LAO,1965,3500
Laos,LAO,1966,3500
Laos,LAO,1967,3500
Laos,LAO,1968,3500
Laos,LAO,1969,3450
Laos,LAO,1970,3200
Laos,LAO,1971,2800
Laos,LAO,1972,2300
Laos,LAO,1973,1800
Laos,LAO,1974,2070
Laos,LAO,1975,1800
Laos,LAO,1976,2780
Laos,LAO,1977,4315
Laos,LAO,1978,2980
Laos,LAO,1979,3500
Laos,LAO,1980,4442
Laos,LAO,1981,5031
Laos,LAO,1982,5200
Laos,LAO,1983,5320
Laos,LAO,1984,5780
Laos,LAO,1985,6144
Laos,LAO,1986,4711
Laos,LAO,1987,5312
Laos,LAO,1988,7829
Laos,LAO,1989,5413
Laos,LAO,1990,5204
Laos,LAO,1991,8017
Laos,LAO,1992,6582
Laos,LAO,1993,7622
Laos,LAO,1994,9035
Laos,LAO,1995,8576
Laos,LAO,1996,10020
Laos,LAO,1997,12300
Laos,LAO,1998,16999
Laos,LAO,1999,17530
Laos,LAO,2000,23500
Laos,LAO,2001,25796
Laos,LAO,2002,32197
Laos,LAO,2003,27850
Laos,LAO,2004,23100
Laos,LAO,2005,25000
Laos,LAO,2006,25250
Laos,LAO,2007,33200
Laos,LAO,2008,38985
Laos,LAO,2009,46035
Laos,LAO,2010,46290
Laos,LAO,2011,52010
Laos,LAO,2012,87330
Laos,LAO,2013,92045
Laos,LAO,2014,113580
Laos,LAO,2015,135925
Laos,LAO,2016,136600
Laos,LAO,2017,150795
Laos,LAO,2018,154435
Least Developed Countries,,1961,656618
Least Developed Countries,,1962,716885
Least Developed Countries,,1963,741466
Least Developed Countries,,1964,829566
Least Developed Countries,,1965,795936
Least Developed Countries,,1966,829258
Least Developed Countries,,1967,859094
Least Developed Countries,,1968,797246
Least Developed Countries,,1969,932210
Least Developed Countries,,1970,892096
Least Developed Countries,,1971,898595
Least Developed Countries,,1972,891713
