Entity,Code,Year,"Net enrolment rate, pre-primary, both sexes (%) (%)"
Hungary,HUN,2013,83.770866394043
Hungary,HUN,2014,80.8010101318359
Iceland,ISL,1998,86.7888412475586
Iceland,ISL,1999,86.467041015625
Iceland,ISL,2000,86.5598526000977
Iceland,ISL,2001,88.036018371582
Iceland,ISL,2002,90.5623397827148
Iceland,ISL,2003,92.14013671875
Iceland,ISL,2004,96.2399368286133
Iceland,ISL,2005,96.2639312744141
Iceland,ISL,2006,95.7824630737305
Iceland,ISL,2007,95.1455535888672
Iceland,ISL,2008,96.7086029052734
Iceland,ISL,2009,97.147087097168
Iceland,ISL,2010,97.0935592651367
Iceland,ISL,2011,96.8275527954102
Iceland,ISL,2012,97.4604263305664
Indonesia,IDN,2005,21.7775497436523
Indonesia,IDN,2006,24.7143306732178
Indonesia,IDN,2007,29.1355209350586
Indonesia,IDN,2009,32.4986686706543
Indonesia,IDN,2010,29.4262294769287
Indonesia,IDN,2012,34.2606582641602
Indonesia,IDN,2013,38.6471290588379
Indonesia,IDN,2014,40.4492988586426
Iran,IRN,2003,28.8239803314209
Iran,IRN,2013,36.1202583312988
Iran,IRN,2014,38.1236000061035
Iraq,IRQ,1999,5.04968023300171
Iraq,IRQ,2000,5.22055006027222
Iraq,IRQ,2003,3.54957008361816
Iraq,IRQ,2004,5.86173009872437
Iraq,IRQ,2007,6.61180019378662
Ireland,IRL,2012,58.0019798278809
Ireland,IRL,2013,58.1110610961914
Israel,ISR,1999,85.1476287841797
Israel,ISR,2000,84.6972274780273
Israel,ISR,2001,90.1586837768555
Israel,ISR,2002,91.7679824829102
Israel,ISR,2003,96.8539810180664
Israel,ISR,2004,89.1965179443359
Israel,ISR,2005,86.4801483154297
Israel,ISR,2006,86.8554306030273
Israel,ISR,2007,94.2374877929688
Israel,ISR,2008,94.0121002197266
Israel,ISR,2009,96.6963195800781
Israel,ISR,2010,92.3822479248047
Israel,ISR,2011,98.0876617431641
Israel,ISR,2012,97.4189071655273
Italy,ITA,1999,96.9301376342773
Italy,ITA,2000,96.9234619140625
Italy,ITA,2001,96.215690612793
Italy,ITA,2002,97.5955200195313
Italy,ITA,2003,98.9759674072266
Italy,ITA,2004,96.8217163085938
Italy,ITA,2005,96.5749130249023
Italy,ITA,2006,96.1998062133789
Italy,ITA,2007,95.7011489868164
Italy,ITA,2008,95.5238876342773
Italy,ITA,2009,95.1216583251953
Italy,ITA,2010,94.4042205810547
Italy,ITA,2011,94.2016525268555
Italy,ITA,2012,94.7899627685547
Italy,ITA,2013,94.3857116699219
Jamaica,JAM,1999,79.3944702148438
Jamaica,JAM,2001,77.4092712402344
Jamaica,JAM,2002,81.6084671020508
Jamaica,JAM,2003,79.9680404663086
Jamaica,JAM,2004,89.4410629272461
Jamaica,JAM,2007,85.7117233276367
Jamaica,JAM,2008,83.841667175293
Jamaica,JAM,2012,72.7468414306641
Jamaica,JAM,2013,93.3607711791992
Jamaica,JAM,2014,95.6496887207031
Japan,JPN,1998,82.0703811645508
Japan,JPN,1999,83.4147186279297
Japan,JPN,2000,84.5452880859375
Japan,JPN,2001,85.4569320678711
Japan,JPN,2002,85.4630584716797
Japan,JPN,2003,86.5592269897461
Japan,JPN,2004,86.8340835571289
Japan,JPN,2005,87.5698623657227
Japan,JPN,2006,88.2173385620117
Japan,JPN,2007,88.7332382202148
Japan,JPN,2008,89.3984985351563
Japan,JPN,2009,89.5682983398438
Japan,JPN,2010,88.0537490844727
Japan,JPN,2011,87.1375503540039
Japan,JPN,2012,87.6971282958984
Japan,JPN,2013,89.7667922973633
Jordan,JOR,1999,26.549919128418
Jordan,JOR,2000,28.5129299163818
Jordan,JOR,2002,30.2687091827393
Jordan,JOR,2003,29.5862407684326
Jordan,JOR,2004,29.8253593444824
Jordan,JOR,2005,30.66868019104
Jordan,JOR,2006,31.2268505096436
Jordan,JOR,2008,32.1750297546387
Jordan,JOR,2010,30.8747997283936
Jordan,JOR,2011,31.1765308380127
Jordan,JOR,2012,32.2257499694824
Kazakhstan,KAZ,2001,22.3131904602051
Kazakhstan,KAZ,2002,24.9776706695557
Kazakhstan,KAZ,2003,28.2733592987061
Kazakhstan,KAZ,2004,29.2545890808105
Kazakhstan,KAZ,2005,31.5325908660889
Kazakhstan,KAZ,2006,32.8443794250488
Kazakhstan,KAZ,2007,35.5190811157227
Kazakhstan,KAZ,2008,36.9658508300781
Kazakhstan,KAZ,2009,37.5241203308105
Kazakhstan,KAZ,2011,47.758171081543
Kazakhstan,KAZ,2012,53.1791496276855
Kazakhstan,KAZ,2013,56.8930587768555
Kazakhstan,KAZ,2014,56.85498046875
Kazakhstan,KAZ,2015,60.2691497802734
Kenya,KEN,2001,29.382209777832
Kenya,KEN,2002,29.0327301025391
Kenya,KEN,2003,28.375280380249
Kenya,KEN,2004,28.1803798675537
Kenya,KEN,2005,27.7992305755615
Kenya,KEN,2006,27.2652606964111
Kenya,KEN,2007,26.6426601409912
Kenya,KEN,2008,26.2358093261719
Kenya,KEN,2009,28.7742500305176
Kuwait,KWT,1999,69.036018371582
Kuwait,KWT,2000,70.3129806518555
Kuwait,KWT,2001,70.7656707763672
Kuwait,KWT,2002,69.5807800292969
Kuwait,KWT,2003,66.7933883666992
Kuwait,KWT,2004,63.3289184570313
Kuwait,KWT,2005,60.1422309875488
Kuwait,KWT,2006,60.1652793884277
Kuwait,KWT,2007,65.0810165405273
Kuwait,KWT,2008,68.6589202880859
Kuwait,KWT,2010,67.5526733398438
Kuwait,KWT,2011,66.7217788696289
Kyrgyzstan,KGZ,1999,6.69052982330322
Kyrgyzstan,KGZ,2000,6.95803022384644
Kyrgyzstan,KGZ,2001,7.29223012924194
Kyrgyzstan,KGZ,2002,7.61493015289307
Kyrgyzstan,KGZ,2003,7.94440984725952
Kyrgyzstan,KGZ,2004,8.63619995117188
Kyrgyzstan,KGZ,2005,10.4828901290894
Kyrgyzstan,KGZ,2006,11.8243703842163
Kyrgyzstan,KGZ,2007,13.199239730835
Kyrgyzstan,KGZ,2008,14.2166004180908
Kyrgyzstan,KGZ,2009,15.1364498138428
Kyrgyzstan,KGZ,2010,15.3405704498291
Kyrgyzstan,KGZ,2011,16.6245002746582
Kyrgyzstan,KGZ,2012,20.1567897796631
Kyrgyzstan,KGZ,2013,22.1921195983887
Kyrgyzstan,KGZ,2014,24.0036602020264
Laos,LAO,1999,6.89265012741089
Laos,LAO,2000,7.06778001785278
Laos,LAO,2001,6.95614004135132
Laos,LAO,2002,6.98970985412598
Laos,LAO,2003,7.64743995666504
Laos,LAO,2004,8.32363033294678
Laos,LAO,2005,9.24370002746582
Laos,LAO,2006,10.1981296539307
Laos,LAO,2007,11.2792596817017
Laos,LAO,2008,14.5188999176025
Laos,LAO,2009,17.8617305755615
Laos,LAO,2010,19.7952404022217
Laos,LAO,2011,21.1985702514648
Laos,LAO,2012,23.8729991912842
Laos,LAO,2013,26.9808807373047
Laos,LAO,2014,30.1130199432373
Latvia,LVA,1999,52.4065589904785
Latvia,LVA,2000,55.2087097167969
Latvia,LVA,2001,55.9868812561035
Latvia,LVA,2002,58.8529281616211
Latvia,LVA,2003,73.2312393188477
Latvia,LVA,2004,79.0979690551758
Latvia,LVA,2005,85.6129837036133
Latvia,LVA,2006,90.2074890136719
Latvia,LVA,2007,91.1841735839844
Latvia,LVA,2008,88.6377182006836
Latvia,LVA,2009,87.0131988525391
Latvia,LVA,2010,85.4757308959961
Latvia,LVA,2011,87.9167175292969
Latvia,LVA,2012,90.4496765136719
Latvia,LVA,2013,90.8653030395508
Latvia,LVA,2014,88.8873519897461
Lebanon,LBN,1999,71.4176864624023
Lebanon,LBN,2000,77.7707595825195
Lebanon,LBN,2001,81.7834167480469
Lebanon,LBN,2002,77.2460327148438
Lebanon,LBN,2003,73.8106079101563
Lebanon,LBN,2004,72.6484832763672
Lebanon,LBN,2005,70.2002487182617
Lebanon,LBN,2006,69.68359375
Lebanon,LBN,2007,71.8277206420898
Lebanon,LBN,2008,73.3847427368164
Lebanon,LBN,2009,77.0010299682617
Lebanon,LBN,2010,81.6778106689453
Lebanon,LBN,2011,81.8807373046875
Lebanon,LBN,2012,80.1450271606445
Lebanon,LBN,2013,80.9340591430664
Lesotho,LSO,2005,23.2100505828857
Lesotho,LSO,2013,25.4529705047607
Lesotho,LSO,2014,21.683219909668
Liberia,LBR,2000,44.0079116821289
Libya,LBY,2006,8.46535015106201
Liechtenstein,LIE,2003,74.5282974243164
Liechtenstein,LIE,2004,73.8038330078125
Liechtenstein,LIE,2006,72.2555084228516
Liechtenstein,LIE,2007,73.7974700927734
Liechtenstein,LIE,2008,72.9765014648438
Liechtenstein,LIE,2009,68.6830596923828
Liechtenstein,LIE,2010,74.2024993896484
Liechtenstein,LIE,2011,70.4724426269531
Liechtenstein,LIE,2012,71.6755294799805
Liechtenstein,LIE,2014,73.7423629760742
Lithuania,LTU,1999,48.9128799438477
Lithuania,LTU,2000,51.2183609008789
Lithuania,LTU,2001,51.2512588500977
Lithuania,LTU,2002,53.9897117614746
Lithuania,LTU,2003,58.3076286315918
Lithuania,LTU,2004,60.6250801086426
Lithuania,LTU,2005,64.5494537353516
Lithuania,LTU,2006,70.6664428710938
Lithuania,LTU,2007,71.8460922241211
Lithuania,LTU,2008,74.6504287719727
Lithuania,LTU,2009,77.8484802246094
Lithuania,LTU,2010,78.4921722412109
Lithuania,LTU,2011,79.0805282592773
Lithuania,LTU,2012,80.6175079345703
Lithuania,LTU,2013,84.2851715087891
Lithuania,LTU,2014,88.0680770874023
Luxembourg,LUX,1999,69.6504898071289
Luxembourg,LUX,2000,76.3659515380859
Luxembourg,LUX,2001,77.6777496337891
Luxembourg,LUX,2002,81.8490371704102
Luxembourg,LUX,2005,85.0663833618164
Luxembourg,LUX,2006,85.6782379150391
Luxembourg,LUX,2007,84.3327484130859
Luxembourg,LUX,2008,85.0505218505859
Luxembourg,LUX,2010,86.8532104492188
Luxembourg,LUX,2011,86.3584518432617
Luxembourg,LUX,2012,88.5261764526367
Luxembourg,LUX,2013,90.0209808349609
Macao,MAC,1999,82.9736633300781
Macao,MAC,2000,82.3137893676758
Macao,MAC,2001,80.0023422241211
Macao,MAC,2002,79.0982818603516
Macao,MAC,2003,78.9484329223633
Macao,MAC,2004,79.0320281982422
Macedonia,MKD,1999,27.0005302429199
Macedonia,MKD,2000,26.8026790618896
Macedonia,MKD,2001,27.5949306488037
Macedonia,MKD,2002,26.8535709381104
Macedonia,MKD,2003,27.7462997436523
Macedonia,MKD,2004,28.5306301116943
Macedonia,MKD,2005,29.6231098175049
Macedonia,MKD,2006,32.4355316162109
Macedonia,MKD,2007,34.9484405517578
Macedonia,MKD,2008,20.1534595489502
Macedonia,MKD,2009,21.5094203948975
Macedonia,MKD,2010,22.8964691162109
Macedonia,MKD,2011,23.2540702819824
Macedonia,MKD,2012,25.3610095977783
Madagascar,MDG,2000,2.75569009780884
Madagascar,MDG,2001,2.86982989311218
Madagascar,MDG,2005,7.46161985397339
Madagascar,MDG,2006,7.54403018951416
Madagascar,MDG,2007,7.62909984588623
Madagascar,MDG,2009,8.93381977081299
Madagascar,MDG,2010,7.91750001907349
Madagascar,MDG,2013,10.9882001876831
Madagascar,MDG,2014,12.7676095962524
Malaysia,MYS,1998,52.9030609130859
Malaysia,MYS,1999,49.7354507446289
Malaysia,MYS,2000,51.3072814941406
Malaysia,MYS,2002,52.6020584106445
Malaysia,MYS,2003,56.3135604858398
Malaysia,MYS,2004,57.0296096801758
Malaysia,MYS,2005,59.4345397949219
Malaysia,MYS,2006,58.6007385253906
Malaysia,MYS,2007,63.0203514099121
Malaysia,MYS,2008,66.0437393188477
Malaysia,MYS,2009,67.0933380126953
Malaysia,MYS,2010,69.4097290039063
Malaysia,MYS,2012,77.3262405395508
Malaysia,MYS,2013,81.574951171875
Malaysia,MYS,2014,85.8353271484375
Maldives,MDV,1999,49.3358993530273
Maldives,MDV,2000,57.7106781005859
Maldives,MDV,2001,58.353099822998
Maldives,MDV,2002,61.4749488830566
Maldives,MDV,2005,64.3439407348633
Maldives,MDV,2006,67.8315811157227
Maldives,MDV,2007,66.0494232177734
Mali,MLI,2008,2.97895002365112
Mali,MLI,2010,3.00098991394043
Mali,MLI,2011,3.21349000930786
Mali,MLI,2013,3.47418999671936
Mali,MLI,2014,3.69688010215759
Malta,MLT,2011,95.7061996459961
Malta,MLT,2012,97.4156112670898
Malta,MLT,2014,98.120002746582
Marshall Islands,MHL,2002,54.3805503845215
Mauritius,MUS,1998,65.6210479736328
Mauritius,MUS,1999,73.5348663330078
Mauritius,MUS,2000,70.8701400756836
Mauritius,MUS,2001,71.2165298461914
Mauritius,MUS,2002,78.1008377075195
Mauritius,MUS,2003,85.9261474609375
Mauritius,MUS,2004,87.6383666992188
Mauritius,MUS,2005,90.1932678222656
Mauritius,MUS,2006,88.8862075805664
Mauritius,MUS,2007,87.7464599609375
Mauritius,MUS,2008,86.5920181274414
Mauritius,MUS,2009,91.4331436157227
Mauritius,MUS,2010,92.2824630737305
Mauritius,MUS,2011,94.4346389770508
Mauritius,MUS,2012,99.1213989257813
Mauritius,MUS,2013,98.2895202636719
Mauritius,MUS,2014,94.200439453125
Mexico,MEX,1999,63.3502311706543
Mexico,MEX,2000,63.5050201416016
Mexico,MEX,2001,63.4356117248535
Mexico,MEX,2002,62.817798614502
Mexico,MEX,2003,65.4916305541992
Mexico,MEX,2004,67.3133773803711
Mexico,MEX,2005,73.0782775878906
Mexico,MEX,2006,80.6085891723633
Mexico,MEX,2007,84.1753387451172
Mexico,MEX,2008,84.082878112793
Mexico,MEX,2009,81.5846099853516
Mexico,MEX,2010,81.4128875732422
Mexico,MEX,2011,81.0452728271484
Mexico,MEX,2012,81.7188720703125
Mexico,MEX,2013,82.8265991210938
Mexico,MEX,2014,68.7245635986328
Moldova,MDA,2000,32.6799812316895
Moldova,MDA,2001,38.4814491271973
Moldova,MDA,2002,42.4364814758301
Moldova,MDA,2003,54.1599884033203
Moldova,MDA,2004,58.9902305603027
Moldova,MDA,2005,63.6743087768555
Moldova,MDA,2006,68.6020965576172
Moldova,MDA,2007,68.4558334350586
Moldova,MDA,2008,71.0797729492188
Moldova,MDA,2009,72.7320175170898
Moldova,MDA,2010,74.0405426025391
Moldova,MDA,2011,75.8180465698242
Moldova,MDA,2012,78.3016204833984
Moldova,MDA,2013,80.617431640625
Moldova,MDA,2014,81.625732421875
Mongolia,MNG,1999,24.36496925354
Mongolia,MNG,2000,27.2930698394775
Mongolia,MNG,2001,28.7837505340576
Mongolia,MNG,2002,31.1839199066162
Mongolia,MNG,2003,33.6262016296387
Mongolia,MNG,2004,35.1929588317871
Mongolia,MNG,2005,40.1771011352539
Mongolia,MNG,2006,46.7506408691406
Mongolia,MNG,2007,46.6796188354492
Mongolia,MNG,2008,46.8612213134766
Mongolia,MNG,2009,56.6999588012695
Mongolia,MNG,2010,58.4057312011719
Mongolia,MNG,2011,62.0176811218262
Mongolia,MNG,2012,64.8300094604492
Montenegro,MNE,2001,28.0661392211914
Montenegro,MNE,2002,31.6979904174805
Montenegro,MNE,2003,30.8418292999268
Montenegro,MNE,2004,28.8938503265381
Montenegro,MNE,2005,29.2281608581543
Montenegro,MNE,2006,29.2141094207764
Montenegro,MNE,2007,26.6633605957031
Montenegro,MNE,2008,28.2531108856201
Montenegro,MNE,2009,30.0221004486084
Montenegro,MNE,2010,31.1194095611572
Montenegro,MNE,2011,35.2933692932129
Montenegro,MNE,2012,44.0252914428711
Montenegro,MNE,2015,53.7508506774902
Morocco,MAR,1999,43.8152503967285
Morocco,MAR,2000,49.087028503418
Morocco,MAR,2001,48.2098083496094
Morocco,MAR,2002,51.3180694580078
Morocco,MAR,2003,49.0531196594238
Morocco,MAR,2004,48.9193115234375
Morocco,MAR,2005,51.2363891601563
Morocco,MAR,2006,53.2814598083496
Morocco,MAR,2007,54.9818382263184
Morocco,MAR,2008,53.3598098754883
Morocco,MAR,2010,53.8474884033203
Morocco,MAR,2011,55.2790184020996
Morocco,MAR,2012,52.2800788879395
Morocco,MAR,2013,50.8499412536621
Morocco,MAR,2014,53.765998840332
Myanmar,MMR,2006,4.37724018096924
Myanmar,MMR,2007,4.58718013763428
Myanmar,MMR,2008,5.19027996063232
Myanmar,MMR,2009,5.55846977233887
Myanmar,MMR,2010,7.46592998504639
Myanmar,MMR,2014,23.459939956665
Namibia,NAM,2012,14.9445400238037
Namibia,NAM,2013,20.6042404174805
Nauru,NRU,2007,61.8571395874023
Nauru,NRU,2012,57.2544593811035
Nauru,NRU,2014,68.7929306030273
Nepal,NPL,2011,52.2591590881348
Nepal,NPL,2012,56.6874008178711
Nepal,NPL,2013,58.1540794372559
Nepal,NPL,2014,53.1761093139648
Nepal,NPL,2015,57.1406784057617
Netherlands,NLD,2011,91.6765975952148
Netherlands,NLD,2012,92.2305068969727
Netherlands,NLD,2013,94.3830718994141
Netherlands,NLD,2014,94.8525009155273
New Zealand,NZL,1998,82.8039169311523
New Zealand,NZL,1999,83.4854125976563
New Zealand,NZL,2000,84.1440200805664
New Zealand,NZL,2001,84.7350387573242
New Zealand,NZL,2002,86.1308517456055
New Zealand,NZL,2003,89.1904907226563
New Zealand,NZL,2004,90.3581008911133
New Zealand,NZL,2005,90.1444702148438
New Zealand,NZL,2006,88.7489318847656
New Zealand,NZL,2007,89.9907302856445
New Zealand,NZL,2008,90.9932479858398
New Zealand,NZL,2009,90.0132598876953
New Zealand,NZL,2010,91.8417510986328
New Zealand,NZL,2011,91.611198425293
New Zealand,NZL,2012,90.9525375366211
New Zealand,NZL,2013,96.16015625
New Zealand,NZL,2014,90.1993026733398
Nicaragua,NIC,1999,29.7175197601318
Nicaragua,NIC,2000,31.0728206634521
Nicaragua,NIC,2001,30.770040512085
Nicaragua,NIC,2002,33.6018409729004
Nicaragua,NIC,2004,38.3608589172363
Nicaragua,NIC,2005,41.4263191223145
Nicaragua,NIC,2006,54.9292411804199
Nicaragua,NIC,2007,56.677188873291
Nicaragua,NIC,2008,58.6848907470703
Nicaragua,NIC,2010,58.3218803405762
Niger,NER,1999,0.962069988250732
Niger,NER,2000,0.832390010356903
Niger,NER,2001,0.956659972667694
Niger,NER,2002,1.14022994041443
Niger,NER,2003,1.19542002677917
Niger,NER,2004,1.14743995666504
Niger,NER,2005,0.931119978427887
Niger,NER,2006,1.40330004692078
Niger,NER,2007,1.60698997974396
Niger,NER,2010,3.13368010520935
Niger,NER,2011,4.40419006347656
Niger,NER,2012,4.84086990356445
Niger,NER,2013,4.74682998657227
North Korea,PRK,2009,82.0869903564453
Norway,NOR,1998,72.5653381347656
Norway,NOR,1999,74.7701187133789
Norway,NOR,2000,76.0812301635742
Norway,NOR,2001,77.3280029296875
Norway,NOR,2002,78.9801864624023
Norway,NOR,2003,81.6949615478516
Norway,NOR,2004,85.0748062133789
Norway,NOR,2005,87.6202774047852
Norway,NOR,2006,89.3566436767578
Norway,NOR,2007,91.3927764892578
Norway,NOR,2008,94.3871383666992
Norway,NOR,2009,97.0456466674805
Norway,NOR,2010,98.3361129760742
Norway,NOR,2011,98.5348968505859
Norway,NOR,2012,98.8462677001953
Norway,NOR,2013,98.6757278442383
Norway,NOR,2014,97.9973831176758
Oman,OMN,2009,33.2186393737793
Oman,OMN,2011,40.9698600769043
Oman,OMN,2012,40.3998908996582
Oman,OMN,2013,36.8426513671875
Oman,OMN,2014,40.9266891479492
Pakistan,PAK,2004,37.8582611083984
Pakistan,PAK,2005,41.6055717468262
Pakistan,PAK,2014,56.1890983581543
Palau,PLW,2014,74
Palestine,PSE,1999,30.7522602081299
Palestine,PSE,2000,29.4271106719971
Palestine,PSE,2001,25.8522701263428
Palestine,PSE,2002,24.3648796081543
Palestine,PSE,2003,22.3584804534912
Palestine,PSE,2004,23.496509552002
Palestine,PSE,2005,25.2834491729736
Palestine,PSE,2006,28.1890602111816
Palestine,PSE,2007,21.8702392578125
Palestine,PSE,2008,30.4677791595459
Palestine,PSE,2009,32.7369689941406
Palestine,PSE,2010,32.5002517700195
Palestine,PSE,2011,36.2231903076172
Palestine,PSE,2012,35.8456115722656
Palestine,PSE,2013,40.6042594909668
Palestine,PSE,2014,45.3548889160156
Panama,PAN,1999,35.7415199279785
Panama,PAN,2000,42.4384307861328
Panama,PAN,2001,46.9879684448242
Panama,PAN,2002,49.9219284057617
Panama,PAN,2004,49.9028701782227
Panama,PAN,2005,53.8295593261719
Panama,PAN,2006,58.6930809020996
Panama,PAN,2007,61.1779403686523
Panama,PAN,2008,61.4277000427246
Panama,PAN,2009,57.7616691589355
Panama,PAN,2010,60.2041015625
Panama,PAN,2011,59.3240089416504
Panama,PAN,2012,66.2449188232422
Panama,PAN,2013,66.8760833740234
Papua New Guinea,PNG,1998,35.8797302246094
Paraguay,PRY,1998,24.0367908477783
Paraguay,PRY,1999,26.0393199920654
Paraguay,PRY,2000,27.8759803771973
Paraguay,PRY,2001,29.3401393890381
Paraguay,PRY,2002,28.830530166626
Paraguay,PRY,2003,29.8687305450439
Paraguay,PRY,2004,30.6344795227051
Paraguay,PRY,2005,31.5331592559814
Paraguay,PRY,2006,31.6364192962646
Paraguay,PRY,2007,33.8635101318359
Paraguay,PRY,2008,36.1855812072754
Paraguay,PRY,2009,36.1068801879883
Paraguay,PRY,2010,36.4506416320801
Paraguay,PRY,2011,35.557991027832
Paraguay,PRY,2012,34.724048614502
Peru,PER,1998,55.7585906982422
Peru,PER,1999,55.5768089294434
Peru,PER,2000,58.1048202514648
Peru,PER,2001,59.294319152832
Peru,PER,2002,59.9501190185547
Peru,PER,2003,59.3695106506348
Peru,PER,2004,61.9275703430176
Peru,PER,2005,63.6002311706543
Peru,PER,2006,64.0827026367188
Peru,PER,2007,65.10546875
Peru,PER,2008,69.8165664672852
Peru,PER,2009,75.5776062011719
Peru,PER,2010,77.5240936279297
Peru,PER,2011,73.7165679931641
Peru,PER,2012,73.9794235229492
Peru,PER,2013,84.3246688842773
Peru,PER,2014,84.9439010620117
Philippines,PHL,2001,23.0205307006836
Philippines,PHL,2002,25.1872997283936
Philippines,PHL,2005,29.6982192993164
Philippines,PHL,2006,33.1582412719727
Philippines,PHL,2007,35.0339584350586
Philippines,PHL,2008,36.7870407104492
Philippines,PHL,2009,40.9325294494629
Poland,POL,1998,46.7186584472656
Poland,POL,1999,46.9640502929688
Poland,POL,2000,47.3615913391113
Poland,POL,2001,47.7506790161133
Poland,POL,2002,48.0495910644531
Poland,POL,2003,50.1054992675781
Poland,POL,2004,52.251220703125
Poland,POL,2005,54.2020416259766
Poland,POL,2006,56.3595085144043
Poland,POL,2007,59.0717506408691
Poland,POL,2008,59.7271499633789
Poland,POL,2009,63.3146781921387
Poland,POL,2010,67.8561325073242
Poland,POL,2011,71.1713562011719
Poland,POL,2012,74.8840026855469
Poland,POL,2013,75.2763595581055
Portugal,PRT,1999,67.1260299682617
Portugal,PRT,2000,71.2616882324219
Portugal,PRT,2001,73.8753128051758
Portugal,PRT,2002,74.8073120117188
Portugal,PRT,2003,77.7231826782227
Portugal,PRT,2004,78.7675018310547
Portugal,PRT,2005,80.0483322143555
Portugal,PRT,2006,80.3536834716797
Portugal,PRT,2007,80.4007797241211
Portugal,PRT,2008,81.0236968994141
Portugal,PRT,2009,84.1352462768555
Portugal,PRT,2010,86.7175598144531
Portugal,PRT,2011,89.3005828857422
Portugal,PRT,2012,89.4727478027344
Portugal,PRT,2013,88.5288009643555
Portugal,PRT,2014,89.7778701782227
Puerto Rico,PRI,2010,79.3762588500977
Puerto Rico,PRI,2011,83.9790802001953
Puerto Rico,PRI,2012,72.286247253418
Puerto Rico,PRI,2013,62.2756118774414
Qatar,QAT,1999,26.1277198791504
Qatar,QAT,2000,28.290060043335
Qatar,QAT,2001,27.8549995422363
Qatar,QAT,2002,30.5485401153564
Qatar,QAT,2003,31.0410003662109
Qatar,QAT,2004,31.7555904388428
Qatar,QAT,2005,33.4372787475586
Qatar,QAT,2006,32.7885093688965
Qatar,QAT,2007,36.9163208007813
Qatar,QAT,2008,44.6681785583496
Qatar,QAT,2009,47.9030685424805
Qatar,QAT,2011,50.7891998291016
Qatar,QAT,2013,52.3375816345215
Qatar,QAT,2014,57.060230255127
Romania,ROU,1999,65.7037887573242
Romania,ROU,2000,68.7340698242188
Romania,ROU,2001,71.576789855957
Romania,ROU,2002,72.5353775024414
Romania,ROU,2003,72.4644470214844
Romania,ROU,2004,70.1232070922852
Romania,ROU,2005,71.9451904296875
Romania,ROU,2006,72.6782989501953
Romania,ROU,2007,73.2769317626953
Romania,ROU,2008,74.4509429931641
Romania,ROU,2009,75.9717483520508
Romania,ROU,2010,77.7520980834961
Romania,ROU,2011,79.0198211669922
Romania,ROU,2012,78.8927307128906
Romania,ROU,2013,85.7302093505859
Romania,ROU,2014,85.1741485595703
Russia,RUS,2004,67.0487365722656
Russia,RUS,2008,73.057502746582
Russia,RUS,2009,73.2015228271484
Russia,RUS,2011,72.6452789306641
Russia,RUS,2012,74.5492324829102
Russia,RUS,2013,77.8718566894531
Russia,RUS,2014,81.9099426269531
Rwanda,RWA,2009,14.7723798751831
Rwanda,RWA,2010,9.48991012573242
Rwanda,RWA,2011,10.8762397766113
Rwanda,RWA,2012,12.1418304443359
Rwanda,RWA,2013,11.7656698226929
Saint Kitts and Nevis,KNA,2011,77.9020233154297
Saint Kitts and Nevis,KNA,2014,86.0865020751953
Saint Lucia,LCA,2000,48.7895393371582
Saint Lucia,LCA,2001,49.7342414855957
Saint Lucia,LCA,2002,50.2651290893555
Saint Lucia,LCA,2003,46.2748908996582
Saint Lucia,LCA,2004,52.7447090148926
Saint Lucia,LCA,2005,53.6379013061523
Saint Lucia,LCA,2006,51.0847091674805
Saint Lucia,LCA,2007,49.0877494812012
Saint Lucia,LCA,2008,50.7933692932129
Saint Lucia,LCA,2009,47.0177917480469
Saint Lucia,LCA,2010,43.6801681518555
Saint Lucia,LCA,2011,42.5271301269531
Saint Lucia,LCA,2012,44.4913787841797
Saint Lucia,LCA,2013,57.4011688232422
Saint Lucia,LCA,2014,58.6015701293945
Saint Vincent and the Grenadines,VCT,2013,67.5572509765625
Saint Vincent and the Grenadines,VCT,2014,63.8979415893555
Samoa,WSM,1999,32.7130012512207
Samoa,WSM,2000,34.8675308227539
Samoa,WSM,2001,35.0167388916016
Samoa,WSM,2010,22.6275901794434
Samoa,WSM,2011,24.5197105407715
Samoa,WSM,2012,22.8978805541992
Samoa,WSM,2014,26.0052604675293
San Marino,SMR,2009,92.0523071289063
San Marino,SMR,2010,81.1151123046875
San Marino,SMR,2011,75.8937683105469
San Marino,SMR,2012,94.670539855957
Sao Tome and Principe,STP,1999,23.9634399414063
Sao Tome and Principe,STP,2003,25.3740005493164
Sao Tome and Principe,STP,2004,28.914249420166
Sao Tome and Principe,STP,2005,29.360179901123
Sao Tome and Principe,STP,2007,39.970531463623
Sao Tome and Principe,STP,2008,41.2316093444824
Sao Tome and Principe,STP,2009,43.0103416442871
Sao Tome and Principe,STP,2010,39.2703514099121
Sao Tome and Principe,STP,2011,48.2614593505859
Sao Tome and Principe,STP,2012,47.9349403381348
Sao Tome and Principe,STP,2013,44.1877403259277
Sao Tome and Principe,STP,2014,42.3095512390137
Sao Tome and Principe,STP,2015,51.165699005127
Saudi Arabia,SAU,2013,13.5005397796631
Saudi Arabia,SAU,2014,16.2833499908447
Senegal,SEN,2000,2.75482988357544
Senegal,SEN,2001,2.40040993690491
Senegal,SEN,2003,1.76104998588562
Senegal,SEN,2004,3.41556000709534
Senegal,SEN,2005,5.01050996780396
Senegal,SEN,2006,7.43350982666016
Senegal,SEN,2007,7.7031397819519
Senegal,SEN,2008,8.61802959442139
Senegal,SEN,2009,9.33796977996826
Senegal,SEN,2010,10.6810398101807
