Entity,Code,Year,Natural gas production (Etemad & Luciana) (terawatt-hours)
Brazil,BRA,1964,6.16206769
Brazil,BRA,1965,7.922658458
Brazil,BRA,1966,9.138856028
Brazil,BRA,1967,10.13497975
Brazil,BRA,1968,11.17743481
Brazil,BRA,1969,14.14264032
Brazil,BRA,1970,14.64070218
Brazil,BRA,1971,13.63299562
Brazil,BRA,1972,14.38587983
Brazil,BRA,1973,13.66774412
Brazil,BRA,1974,17.235257
Brazil,BRA,1975,18.82210525
Brazil,BRA,1976,18.99584776
Brazil,BRA,1977,20.94176388
Brazil,BRA,1978,22.38961813
Brazil,BRA,1979,22.12321295
Brazil,BRA,1980,16.59279098
Brazil,BRA,1981,16.59279098
Brazil,BRA,1982,14.92401622
Brazil,BRA,1983,18.49280271
Brazil,BRA,1984,24.0082
Brazil,BRA,1985,29.84803244
Brazil,BRA,1986,29.19916217
Brazil,BRA,1987,34.00080217
Brazil,BRA,1988,31.62269263
Brazil,BRA,1989,39.75628147
Brazil,BRA,1990,33.40333743
Brazil,BRA,1991,40.9311411
Brazil,BRA,1992,44.83673021
Brazil,BRA,1993,44.50066028
Brazil,BRA,1994,46.39041434
Brazil,BRA,1995,48.54534358
Brazil,BRA,1996,54.35808993
Brazil,BRA,1997,59.41715968
Brazil,BRA,1998,62.43107358
Brazil,BRA,1999,66.41374552
Brazil,BRA,2000,78.4694011
Brazil,BRA,2001,71.25753571
Brazil,BRA,2002,87.51114279
Brazil,BRA,2003,94.93828776
Brazil,BRA,2004,103.9800294
Brazil,BRA,2005,106.9842144
Brazil,BRA,2006,108.1887449
Brazil,BRA,2007,107.7507338
Brazil,BRA,2008,138.1925062
Brazil,BRA,2009,112.5688561
Brazil,BRA,2010,137.8639978
Brazil,BRA,2011,159.6550507
Brazil,BRA,2012,185.4977064
Brazil,BRA,2013,230.8318566
Brazil,BRA,2014,238.7721072
Brunei,BRN,1937,0.838137668
Brunei,BRN,1946,0.355573556
Brunei,BRN,1947,0.317476389
Brunei,BRN,1948,0.457166
Brunei,BRN,1951,0.634952778
Brunei,BRN,1952,0.634952778
Brunei,BRN,1953,0.749244279
Brunei,BRN,1954,0.863535779
Brunei,BRN,1955,0.977827279
Brunei,BRN,1956,1.041322557
Brunei,BRN,1957,0.965128223
Brunei,BRN,1958,0.952429168
Brunei,BRN,1959,2.641403558
Brunei,BRN,1960,2.730296947
Brunei,BRN,1961,2.66680167
Brunei,BRN,1962,2.654102614
Brunei,BRN,1963,2.514413003
Brunei,BRN,1964,2.196936614
Brunei,BRN,1965,2.679500725
Brunei,BRN,1966,2.552510169
Brunei,BRN,1967,2.755695059
Brunei,BRN,1968,2.704898836
Brunei,BRN,1969,2.425519614
Brunei,BRN,1970,2.844588448
Brunei,BRN,1971,2.793792225
Brunei,BRN,1972,5.752672173
Brunei,BRN,1973,36.56058098
Brunei,BRN,1974,63.49527785
Brunei,BRN,1975,76.19433342
Brunei,BRN,1976,88.29653337
Brunei,BRN,1977,115.180434
Brunei,BRN,1978,112.894604
Brunei,BRN,1979,118.8631601
Brunei,BRN,1980,112.4309885
Brunei,BRN,1981,121.8773263
Brunei,BRN,1982,115.2773427
Brunei,BRN,1983,117.7679025
Brunei,BRN,1984,107.8056631
Brunei,BRN,1985,104.9593089
Brunei,BRN,1986,104.2477204
Brunei,BRN,1987,109.4423167
Brunei,BRN,1988,108.307333
Brunei,BRN,1989,109.3177887
Brunei,BRN,1990,113.1425771
Brunei,BRN,1991,93.68408893
Brunei,BRN,1992,96.7453941
Brunei,BRN,1993,98.89537629
Brunei,BRN,1994,100.5666565
Brunei,BRN,1995,111.6768454
Brunei,BRN,1996,110.0030962
Brunei,BRN,1997,109.64478
Brunei,BRN,1998,96.66093827
Brunei,BRN,1999,102.4042451
Brunei,BRN,2000,107.1722735
Brunei,BRN,2001,112.1570304
Brunei,BRN,2002,117.5752444
Brunei,BRN,2003,123.5352798
Brunei,BRN,2004,124.6189227
Brunei,BRN,2005,129.856012
Brunei,BRN,2006,153.5419391
Brunei,BRN,2007,149.6477595
Brunei,BRN,2008,149.0914481
Brunei,BRN,2009,125.7263704
Brunei,BRN,2010,131.2894841
Brunei,BRN,2011,138.4102697
Brunei,BRN,2012,131.623271
Brunei,BRN,2013,138.7440566
Brunei,BRN,2014,134.7188682
Bulgaria,BGR,1965,0.792390674
Bulgaria,BGR,1966,1.183158678
Bulgaria,BGR,1967,3.571185368
Bulgaria,BGR,1968,5.492461387
Bulgaria,BGR,1969,5.698700056
Bulgaria,BGR,1970,5.145112051
Bulgaria,BGR,1971,3.549476035
Bulgaria,BGR,1972,2.38802669
Bulgaria,BGR,1973,2.409736024
Bulgaria,BGR,1974,1.953840019
Bulgaria,BGR,1975,0.119401335
Bulgaria,BGR,1976,0.401622671
Bulgaria,BGR,1977,0.108546668
Bulgaria,BGR,1978,0.347349337
Bulgaria,BGR,1979,1.487089348
Bulgaria,BGR,1980,1.24498686
Bulgaria,BGR,1981,1.173054286
Bulgaria,BGR,1982,0.82999124
Bulgaria,BGR,1983,0.968323114
Bulgaria,BGR,1984,0.82999124
Bulgaria,BGR,1985,1.106654987
Bulgaria,BGR,1986,1.381853354
Bulgaria,BGR,1987,1.216030951
Bulgaria,BGR,1988,0.096729735
Bulgaria,BGR,1989,0.096729735
Bulgaria,BGR,1990,0.136527111
Bulgaria,BGR,1991,0.094166639
Bulgaria,BGR,1992,0.081820958
Bulgaria,BGR,1993,0.71723904
Bulgaria,BGR,1994,0.615107915
Bulgaria,BGR,1995,0.513038335
Bulgaria,BGR,1996,0.40951803
Bulgaria,BGR,1997,0.410273169
Bulgaria,BGR,1998,0.308946874
Bulgaria,BGR,1999,0.206378582
Bulgaria,BGR,2000,0.609820765
Bulgaria,BGR,2001,0.040654718
Bulgaria,BGR,2002,0.020596458
Bulgaria,BGR,2003,0.01960286
Bulgaria,BGR,2004,0.009740709
Bulgaria,BGR,2007,2.968373989
Bulgaria,BGR,2008,1.088403796
Bulgaria,BGR,2009,0.0989458
Bulgaria,BGR,2010,0.494728998
Bulgaria,BGR,2011,4.078884039
Bulgaria,BGR,2012,0.791566397
Bulgaria,BGR,2013,2.75069323
Bulgaria,BGR,2014,2.431035153
Burma,,1950,0.024086506
Burma,,1951,0.024086506
Burma,,1952,0.036129758
Burma,,1953,0.060216264
Burma,,1954,0.060216264
Burma,,1955,0.072259517
Burma,,1956,0.084302769
Burma,,1957,0.072259517
Burma,,1958,0.108389275
Burma,,1959,0.060216264
Burma,,1960,0.252908308
Burma,,1961,0.108389275
Burma,,1962,0.21677855
Burma,,1963,0.192692045
Burma,,1964,0.120432528
Burma,,1965,0.120432528
Burma,,1966,0.132475781
Burma,,1967,0.084302769
Burma,,1968,0.144519033
Burma,,1969,0.204735297
Burma,,1970,0.108389275
Burma,,1971,0.084302769
Burma,,1972,0.204735297
Burma,,1973,0.180648792
Burma,,1974,0.240865056
Burma,,1975,2.613385854
Burma,,1976,2.890380668
Burma,,1977,2.998769944
Burma,,1978,3.37211078
Burma,,1979,4.1067492
Burma,,1980,3.375356325
Burma,,1981,3.6822069
Burma,,1982,4.878924143
Burma,,1983,5.738105753
Burma,,1984,7.057563225
Burma,,1985,8.591816101
Burma,,1986,11.66032185
Burma,,1987,12.33539312
Burma,,1988,11.27062162
Burma,,1989,11.81067863
Burma,,1990,11.66032185
Burma,,1991,10.81943098
Burma,,1992,10.65386955
Burma,,1993,11.99961125
Burma,,1994,15.59955641
Burma,,1995,17.89161004
Burma,,1996,17.45420466
Burma,,1997,16.47240564
Burma,,1998,19.19962512
Burma,,1999,15.91495577
Burma,,2000,31.55232511
Burma,,2001,64.77016884
Burma,,2002,91.63457444
Burma,,2003,104.7252279
Burma,,2004,111.2705547
Burma,,2005,141.8154128
Burma,,2006,137.4518617
Burma,,2007,147.4880293
Burma,,2008,135.2700861
Burma,,2009,125.8884511
Burma,,2010,131.4519788
Burma,,2011,129.9247359
Burma,,2012,130.9065349
Burma,,2013,142.9063006
Burma,,2014,176.7852455
Cameroon,CMR,2006,0.211139572
Cameroon,CMR,2007,0.211139572
Cameroon,CMR,2008,0.211139572
Cameroon,CMR,2009,0.211139572
Cameroon,CMR,2010,2.216965511
Cameroon,CMR,2011,1.583546793
Cameroon,CMR,2012,3.652714603
Cameroon,CMR,2013,3.652714603
Cameroon,CMR,2014,3.656295696
Canada,CAN,1910,3.872185278
Canada,CAN,1911,3.962145138
Canada,CAN,1912,4.052104998
Canada,CAN,1913,4.142064858
Canada,CAN,1914,4.232024718
Canada,CAN,1915,4.321984578
Canada,CAN,1916,4.411944438
Canada,CAN,1917,4.501904298
Canada,CAN,1918,4.591864158
Canada,CAN,1919,4.681824018
Canada,CAN,1920,4.771783878
Canada,CAN,1921,4.861743738
Canada,CAN,1922,4.951703598
Canada,CAN,1923,5.462128021
Canada,CAN,1924,5.972552444
Canada,CAN,1925,6.482976867
Canada,CAN,1926,6.99340129
Canada,CAN,1927,7.503825713
Canada,CAN,1928,8.014250136
Canada,CAN,1929,8.280218418
Canada,CAN,1930,8.5461867
Canada,CAN,1931,8.812154981
Canada,CAN,1932,9.078123263
Canada,CAN,1933,9.344091545
Canada,CAN,1934,9.610059827
Canada,CAN,1935,9.876028108
Canada,CAN,1936,10.14199639
Canada,CAN,1937,10.40796467
Canada,CAN,1938,11.01943097
Canada,CAN,1939,11.63089726
Canada,CAN,1940,12.24236356
Canada,CAN,1941,12.85382985
Canada,CAN,1942,13.46529615
Canada,CAN,1943,14.07676244
Canada,CAN,1944,14.68822874
Canada,CAN,1945,15.29969503
Canada,CAN,1946,15.91116132
Canada,CAN,1947,17.49523712
Canada,CAN,1948,19.29052302
Canada,CAN,1949,20.08842787
Canada,CAN,1950,22.54081188
Canada,CAN,1951,26.40126326
Canada,CAN,1952,29.4638098
Canada,CAN,1953,33.55893908
Canada,CAN,1954,40.11818626
Canada,CAN,1955,50.09199682
Canada,CAN,1956,56.20535601
Canada,CAN,1957,73.10216449
Canada,CAN,1958,112.2464375
Canada,CAN,1959,138.6711685
Canada,CAN,1960,173.7672478
Canada,CAN,1961,217.8749583
Canada,CAN,1962,314.5622513
Canada,CAN,1963,371.2838987
Canada,CAN,1964,437.5804042
Canada,CAN,1965,479.2826663
Canada,CAN,1966,445.8410661
Canada,CAN,1967,486.897964
Canada,CAN,1968,562.2999719
Canada,CAN,1969,659.644363
Canada,CAN,1970,756.6015356
Canada,CAN,1971,830.3373304
Canada,CAN,1972,968.0697873
Canada,CAN,1973,1036.490128
Canada,CAN,1974,1011.919352
Canada,CAN,1975,1026.551519
Canada,CAN,1976,1028.475878
Canada,CAN,1977,1073.862583
Canada,CAN,1978,1027.044342
Canada,CAN,1979,1107.984749
Canada,CAN,1980,822.2534182
Canada,CAN,1981,791.7641231
Canada,CAN,1982,816.3052394
Canada,CAN,1983,765.6765455
Canada,CAN,1984,832.2450144
Canada,CAN,1985,907.4159289
Canada,CAN,1986,850.3779
Canada,CAN,1987,923.0560595
Canada,CAN,1988,1065.260346
Canada,CAN,1989,1107.566534
Canada,CAN,1990,1143.836285
Canada,CAN,1991,1206.99322
Canada,CAN,1992,1347.306949
Canada,CAN,1993,1463.451325
Canada,CAN,1994,1597.345969
Canada,CAN,1995,1676.580069
Canada,CAN,1996,1708.874412
Canada,CAN,1997,1727.64862
Canada,CAN,1998,1793.457616
Canada,CAN,1999,1878.422147
Canada,CAN,2000,1934.038484
Canada,CAN,2001,1975.910359
Canada,CAN,2002,1986.276484
Canada,CAN,2003,1938.639049
Canada,CAN,2004,1947.486729
Canada,CAN,2005,1974.745853
Canada,CAN,2006,1970.855482
Canada,CAN,2007,1932.949831
Canada,CAN,2008,1819.705009
Canada,CAN,2009,1702.27457
Canada,CAN,2010,1633.30997
Canada,CAN,2011,1581.309542
Canada,CAN,2012,1536.297442
Canada,CAN,2013,1554.244493
Canada,CAN,2014,1615.123231
Chile,CHL,1949,0.046002078
Chile,CHL,1950,2.28860337
Chile,CHL,1951,1.644574281
Chile,CHL,1952,0.678530647
Chile,CHL,1953,0.805036361
Chile,CHL,1954,1.03504675
Chile,CHL,1955,1.288058178
Chile,CHL,1956,1.725077917
Chile,CHL,1957,2.875129862
Chile,CHL,1958,5.175233751
Chile,CHL,1959,6.900311668
Chile,CHL,1960,9.464927504
Chile,CHL,1961,13.81212386
Chile,CHL,1962,18.05581553
Chile,CHL,1963,17.61879579
Chile,CHL,1964,14.95067528
Chile,CHL,1965,14.76666697
Chile,CHL,1966,13.04158905
Chile,CHL,1967,14.38714983
Chile,CHL,1968,17.23927865
Chile,CHL,1969,21.06895163
Chile,CHL,1970,25.97967343
Chile,CHL,1971,37.3191856
Chile,CHL,1972,41.90789286
Chile,CHL,1973,41.79288767
Chile,CHL,1974,39.10176612
Chile,CHL,1975,39.17076923
Chile,CHL,1976,46.19758662
Chile,CHL,1977,43.59846922
Chile,CHL,1978,40.25181806
Chile,CHL,1979,44.96703104
Chile,CHL,1980,24.91146025
Chile,CHL,1981,24.91146025
Chile,CHL,1982,14.36072414
Chile,CHL,1983,13.48149613
Chile,CHL,1984,14.06764814
Chile,CHL,1985,12.89534413
Chile,CHL,1986,7.619976075
Chile,CHL,1987,7.561360874
Chile,CHL,1988,10.35144442
Chile,CHL,1989,16.66430152
Chile,CHL,1990,19.34301619
Chile,CHL,1991,15.23995215
Chile,CHL,1992,16.2494671
Chile,CHL,1993,18.11209698
Chile,CHL,1994,20.07863696
Chile,CHL,1995,19.66539979
Chile,CHL,1996,19.67013517
Chile,CHL,1997,23.14772813
Chile,CHL,1998,21.62628121
Chile,CHL,1999,13.04097359
Chile,CHL,2000,12.38892491
Chile,CHL,2001,13.04097359
Chile,CHL,2002,11.94284082
Chile,CHL,2003,20.08568683
Chile,CHL,2004,11.83426954
Chile,CHL,2005,22.14854115
Chile,CHL,2006,21.27997091
Chile,CHL,2007,19.30397361
Chile,CHL,2008,18.81540439
Chile,CHL,2009,21.11016915
Chile,CHL,2010,20.31004488
Chile,CHL,2011,17.37753201
Chile,CHL,2012,13.75446131
Chile,CHL,2013,10.42872324
Chile,CHL,2014,10.45437662
China,CHN,1955,1.324757806
China,CHN,1956,2.769948141
China,CHN,1957,3.974273419
China,CHN,1958,4.75708485
China,CHN,1959,5.539896281
China,CHN,1960,6.322707712
China,CHN,1961,7.105519143
China,CHN,1962,7.888330574
China,CHN,1963,8.671142005
China,CHN,1964,9.453953436
China,CHN,1965,10.23676487
China,CHN,1966,11.0195763
China,CHN,1967,11.80238773
China,CHN,1968,12.58519916
China,CHN,1969,15.3551473
China,CHN,1970,20.47352973
China,CHN,1971,27.27796756
China,CHN,1972,30.7102946
China,CHN,1973,35.52759572
China,CHN,1974,97.42991503
China,CHN,1975,111.4000883
China,CHN,1976,123.443341
China,CHN,1977,150.6610923
China,CHN,1978,165.7753746
China,CHN,1979,175.0486792
China,CHN,1980,170.3518921
China,CHN,1981,151.7987157
China,CHN,1982,128.5229126
China,CHN,1983,145.3894366
China,CHN,1984,147.7507499
China,CHN,1985,154.160029
China,CHN,1986,163.267952
China,CHN,1987,166.7424559
China,CHN,1988,165.5887857
China,CHN,1989,170.3518921
China,CHN,1990,171.3638835
China,CHN,1991,177.4358321
China,CHN,1992,179.8836707
China,CHN,1993,188.3417265
China,CHN,1994,198.5864532
China,CHN,1995,204.8127708
China,CHN,1996,242.4217027
China,CHN,1997,272.8852704
China,CHN,1998,279.8006106
China,CHN,1999,302.8677745
China,CHN,2000,294.7285907
China,CHN,2001,327.8247187
China,CHN,2002,353.0253651
China,CHN,2003,370.9794738
China,CHN,2004,440.8490773
China,CHN,2005,539.9211467
China,CHN,2006,632.9147769
China,CHN,2007,749.2054854
China,CHN,2008,822.4279646
China,CHN,2009,911.1385665
China,CHN,2010,1021.11289
China,CHN,2011,1111.326879
China,CHN,2012,1122.629314
China,CHN,2013,1220.771231
China,CHN,2014,1315.965886
Colombia,COL,1937,6.417572072
Colombia,COL,1938,6.569673694
Colombia,COL,1939,6.721775315
Colombia,COL,1940,6.873876936
Colombia,COL,1941,7.025978557
Colombia,COL,1942,7.178080178
Colombia,COL,1943,7.3301818
Colombia,COL,1944,7.482283421
Colombia,COL,1945,7.634385042
Colombia,COL,1946,7.786486663
Colombia,COL,1947,7.070632244
Colombia,COL,1948,4.38303846
Colombia,COL,1949,6.204071632
Colombia,COL,1950,6.405013223
Colombia,COL,1951,6.141277384
Colombia,COL,1952,2.562005289
Colombia,COL,1953,6.078483137
Colombia,COL,1954,6.844572954
Colombia,COL,1955,6.769219857
Colombia,COL,1956,7.799045513
Colombia,COL,1957,7.949751706
Colombia,COL,1958,9.971726469
Colombia,COL,1959,4.872833589
Colombia,COL,1960,5.073775181
Colombia,COL,1961,5.237040224
Colombia,COL,1962,7.434838878
Colombia,COL,1963,8.816312319
Colombia,COL,1964,10.47408045
Colombia,COL,1965,11.37831761
Colombia,COL,1966,13.80217555
Colombia,COL,1967,14.45523572
Colombia,COL,1968,15.23388439
Colombia,COL,1969,16.80374057
Colombia,COL,1970,18.3861556
Colombia,COL,1971,19.6294817
Colombia,COL,1972,21.68913301
Colombia,COL,1973,23.1334007
Colombia,COL,1974,20.37045382
Colombia,COL,1975,22.56825247
Colombia,COL,1976,21.48819142
Colombia,COL,1977,26.39870156
Colombia,COL,1978,34.6121891
Colombia,COL,1979,38.46775589
Colombia,COL,1980,34.81742914
Colombia,COL,1981,37.27926757
Colombia,COL,1982,37.27926757
Colombia,COL,1983,35.87250275
Colombia,COL,1984,50.29184209
Colombia,COL,1985,50.6435333
Colombia,COL,1986,50.6435333
Colombia,COL,1987,38.11746494
Colombia,COL,1988,39.8055241
Colombia,COL,1989,39.71023043
Colombia,COL,1990,41.11240861
Colombia,COL,1991,42.20147904
Colombia,COL,1992,41.05660736
Colombia,COL,1993,42.74601425
Colombia,COL,1994,44.22987271
Colombia,COL,1995,43.74795904
Colombia,COL,1996,45.57571871
Colombia,COL,1997,57.40232926
Colombia,COL,1998,60.19071712
Colombia,COL,1999,49.80637614
Colombia,COL,2000,54.80624402
Colombia,COL,2001,58.55614493
Colombia,COL,2002,59.22920406
Colombia,COL,2003,58.55614493
Colombia,COL,2004,59.42150667
Colombia,COL,2005,64.13292063
Colombia,COL,2006,69.42124243
Colombia,COL,2007,73.45959725
Colombia,COL,2008,86.53617477
Colombia,COL,2009,100.8627193
Colombia,COL,2010,108.2663698
Colombia,COL,2011,105.2856793
Colombia,COL,2012,98.0743314
Colombia,COL,2013,98.0743314
Colombia,COL,2014,91.89758846
Congo,COG,1980,0.153425288
Congo,COG,1981,0.184110345
Congo,COG,1982,0.184110345
Congo,COG,1983,0.214795403
Congo,COG,1984,0.214795403
Congo,COG,1985,0.61370115
Congo,COG,1986,0.12274023
Congo,COG,1987,0.61370115
Congo,COG,2004,1.300371367
Congo,COG,2005,1.794686366
Congo,COG,2006,1.900256152
Congo,COG,2007,3.061523801
Congo,COG,2008,3.90608209
Congo,COG,2009,5.59519867
Congo,COG,2010,9.817990119
Congo,COG,2011,12.14052542
Congo,COG,2012,12.3411095
Congo,COG,2013,17.41901473
Congo,COG,2014,20.4068437
Cote d'Ivoire,CIV,1995,0.432659311
Cote d'Ivoire,CIV,1996,5.960035431
Cote d'Ivoire,CIV,1997,6.501856834
Cote d'Ivoire,CIV,1998,8.669142445
Cote d'Ivoire,CIV,1999,14.5208136
Cote d'Ivoire,CIV,2000,14.62917788
Cote d'Ivoire,CIV,2001,14.62917788
Cote d'Ivoire,CIV,2002,13.88284089
Cote d'Ivoire,CIV,2003,13.88284089
Cote d'Ivoire,CIV,2004,13.46842773
Cote d'Ivoire,CIV,2005,13.46842773
Cote d'Ivoire,CIV,2006,13.46842773
Cote d'Ivoire,CIV,2007,15.54049353
Cote d'Ivoire,CIV,2008,16.57652643
Cote d'Ivoire,CIV,2009,16.57652643
Cote d'Ivoire,CIV,2010,15.54049353
Cote d'Ivoire,CIV,2011,15.54049353
Cote d'Ivoire,CIV,2012,18.44138566
Cote d'Ivoire,CIV,2013,18.44138566
Cote d'Ivoire,CIV,2014,21.60457871
Croatia,HRV,1992,19.72220701
Croatia,HRV,1993,22.40973322
Croatia,HRV,1994,19.50649105
Croatia,HRV,1995,21.3475945
Croatia,HRV,1996,19.50649105
Croatia,HRV,1997,17.33828489
Croatia,HRV,1998,17.01319205
Croatia,HRV,1999,16.79646349
Croatia,HRV,2000,17.98847057
Croatia,HRV,2001,19.07211338
Croatia,HRV,2002,16.36331687
Croatia,HRV,2003,19.53041045
Croatia,HRV,2004,17.24554908
Croatia,HRV,2005,16.17805224
Croatia,HRV,2006,16.59826139
Croatia,HRV,2007,21.39915241
Croatia,HRV,2008,21.37813897
Croatia,HRV,2009,20.80035288
Croatia,HRV,2010,19.89690321
Croatia,HRV,2011,15.79986401
Croatia,HRV,2012,17.01847054
Croatia,HRV,2013,16.38815681
Croatia,HRV,2014,14.48368901
Cuba,CUB,1980,0.181041839
Cuba,CUB,1981,0.095123678
Cuba,CUB,1982,0.095093394
Cuba,CUB,1983,0.082849655
Cuba,CUB,1984,0.036822069
Cuba,CUB,1985,0.073644138
Cuba,CUB,1986,0.061370115
Cuba,CUB,1987,0.239343449
Cuba,CUB,1988,0.217863908
Cuba,CUB,1989,0.337535633
Cuba,CUB,1990,0.349809656
Cuba,CUB,1991,0.362083679
Cuba,CUB,1992,0.374357702
Cuba,CUB,1993,0.383563219
Cuba,CUB,1994,0.374357702
Cuba,CUB,1995,0.444442373
Cuba,CUB,1996,0.465967941
Cuba,CUB,1997,8.127321043
Cuba,CUB,1998,4.334571223
Cuba,CUB,1999,5.418214028
Cuba,CUB,2000,6.501856834
Cuba,CUB,2001,3.250928417
Cuba,CUB,2002,3.79274982
Cuba,CUB,2003,4.009478381
Cuba,CUB,2004,4.009478381
Cuba,CUB,2005,4.334571223
Cuba,CUB,2006,4.334571223
Cuba,CUB,2007,6.501856834
Cuba,CUB,2008,12.57025655
Cuba,CUB,2009,12.57025655
Cuba,CUB,2010,11.59497802
Cuba,CUB,2011,11.1615209
Cuba,CUB,2012,11.20486661
Cuba,CUB,2013,11.20486661
Cuba,CUB,2014,11.21556849
Czech Republic,CZE,1950,0.394728148
Czech Republic,CZE,1951,0.864134595
Czech Republic,CZE,1952,1.333541041
Czech Republic,CZE,1953,1.792279159
Czech Republic,CZE,1954,1.834952472
Czech Republic,CZE,1955,1.845620801
Czech Republic,CZE,1956,2.923121962
Czech Republic,CZE,1957,8.235949469
Czech Republic,CZE,1958,13.31407375
Czech Republic,CZE,1959,15.89580921
Czech Republic,CZE,1960,15.38372945
Czech Republic,CZE,1961,15.04234294
Czech Republic,CZE,1962,12.74865235
Czech Republic,CZE,1963,11.87384943
Czech Republic,CZE,1964,10.89236322
Czech Republic,CZE,1965,10.29493684
Czech Republic,CZE,1966,11.41511131
Czech Republic,CZE,1967,10.84968991
Czech Republic,CZE,1968,11.82050779
Czech Republic,CZE,1969,12.58862743
Czech Republic,CZE,1970,12.84466731
Czech Republic,CZE,1971,13.04736554
Czech Republic,CZE,1972,12.39659752
Czech Republic,CZE,1973,11.11639812
Czech Republic,CZE,1974,9.473475555
Czech Republic,CZE,1975,8.652014273
Czech Republic,CZE,1976,8.54533099
Czech Republic,CZE,1977,10.02822863
Czech Republic,CZE,1978,7.894562962
Czech Republic,CZE,1979,9.078747406
Czech Republic,CZE,1993,2.431280855
Czech Republic,CZE,1994,2.874231529
Czech Republic,CZE,1995,2.557911669
Czech Republic,CZE,1996,2.352219037
Czech Republic,CZE,1997,2.110402127
Czech Republic,CZE,1998,2.18753017
Czech Republic,CZE,1999,2.263850916
Czech Republic,CZE,2000,2.187314235
Czech Republic,CZE,2001,1.574852811
Czech Republic,CZE,2002,1.48220117
Czech Republic,CZE,2003,1.693587771
Czech Republic,CZE,2004,2.098407883
Czech Republic,CZE,2005,1.990892321
Czech Republic,CZE,2006,1.903485346
Czech Republic,CZE,2007,2.117793503
Czech Republic,CZE,2008,2.072005178
Czech Republic,CZE,2009,1.882826787
Czech Republic,CZE,2010,2.159876533
Czech Republic,CZE,2011,1.972954405
Czech Republic,CZE,2012,2.820039608
Czech Republic,CZE,2013,2.702089728
Czech Republic,CZE,2014,2.388079864
Czechoslovakia,OWID_CZS,1980,5.37847219
Czechoslovakia,OWID_CZS,1981,6.861964301
Czechoslovakia,OWID_CZS,1982,6.983414997
Czechoslovakia,OWID_CZS,1983,6.436886867
Czechoslovakia,OWID_CZS,1984,7.894295214
Czechoslovakia,OWID_CZS,1985,7.187688971
Czechoslovakia,OWID_CZS,1986,7.187688971
Czechoslovakia,OWID_CZS,1987,6.899126338
Czechoslovakia,OWID_CZS,1988,9.057314577
Czechoslovakia,OWID_CZS,1989,8.744790051
Czechoslovakia,OWID_CZS,1990,7.370861473
Czechoslovakia,OWID_CZS,1991,5.709120536
Czechoslovakia,OWID_CZS,1992,2.823160105
Democratic Republic of Congo,COD,2006,0.042227914
Democratic Republic of Congo,COD,2007,0.095011313
Democratic Republic of Congo,COD,2008,0.095011313
Democratic Republic of Congo,COD,2009,0.095011313
Democratic Republic of Congo,COD,2010,0.095011313
Democratic Republic of Congo,COD,2011,0.095011313
Denmark,DNK,1983,0.47903843
Denmark,DNK,1984,3.410299009
Denmark,DNK,1985,13.81227635
Denmark,DNK,1986,23.24476953
Denmark,DNK,1987,29.87146943
Denmark,DNK,1988,29.96271484
Denmark,DNK,1989,35.0610508
Denmark,DNK,1990,35.84964282
Denmark,DNK,1991,44.89279597
Denmark,DNK,1992,46.84353329
Denmark,DNK,1993,51.92852562
Denmark,DNK,1994,56.11518607
Denmark,DNK,1995,60.81695749
Denmark,DNK,1996,73.82246751
Denmark,DNK,1997,89.52597321
Denmark,DNK,1998,88.4948048
Denmark,DNK,1999,90.87385099
Denmark,DNK,2000,96.20978268
Denmark,DNK,2001,98.00809154
Denmark,DNK,2002,98.20498954
Denmark,DNK,2003,93.07203294
Denmark,DNK,2004,109.7027399
Denmark,DNK,2005,121.2095066
Denmark,DNK,2006,120.5032742
Denmark,DNK,2007,106.8173433
Denmark,DNK,2008,116.4875668
Denmark,DNK,2009,97.15716965
Denmark,DNK,2010,94.86066291
Denmark,DNK,2011,81.67794799
Denmark,DNK,2012,67.08805864
Denmark,DNK,2013,56.01269096
Denmark,DNK,2014,53.32114463
Ecuador,ECU,1937,0.481730111
Ecuador,ECU,1938,0.516521731
Ecuador,ECU,1939,0.55131335
Ecuador,ECU,1940,0.586104969
Ecuador,ECU,1941,0.620896588
Ecuador,ECU,1942,0.655688207
Ecuador,ECU,1943,0.690479826
Ecuador,ECU,1944,0.725271446
Ecuador,ECU,1945,0.760063065
Ecuador,ECU,1946,0.794854684
Ecuador,ECU,1947,1.047762992
Ecuador,ECU,1948,1.276584795
Ecuador,ECU,1949,1.312714554
Ecuador,ECU,1950,1.589709368
Ecuador,ECU,1951,1.830574423
Ecuador,ECU,1967,0.192692045
Ecuador,ECU,1968,0.168605539
Ecuador,ECU,1969,0.168605539
Ecuador,ECU,1970,0.168605539
Ecuador,ECU,1971,0.168605539
Ecuador,ECU,1972,0.204735297
Ecuador,ECU,1973,0.337211078
Ecuador,ECU,1974,0.337211078
Ecuador,ECU,1975,0.373340836
Ecuador,ECU,1976,0.373340836
Ecuador,ECU,1977,0.481730111
Ecuador,ECU,1978,0.481730111
Ecuador,ECU,1979,0.421513847
Ecuador,ECU,1980,1.142996411
Ecuador,ECU,1981,0.739137679
Ecuador,ECU,1982,0.761997607
Ecuador,ECU,1983,1.142996411
Ecuador,ECU,1984,1.523995215
Ecuador,ECU,1985,1.523995215
Ecuador,ECU,1986,1.142996411
Ecuador,ECU,1987,0.723897727
Ecuador,ECU,1988,1.078226615
Ecuador,ECU,1989,1.074416627
