Entity,Code,Year,"Adult literacy rate, population 15+ years, female (%) (%)"
Least developed countries: UN classification,,1995,44.1201858520508
Least developed countries: UN classification,,1996,44.1201858520508
Least developed countries: UN classification,,1997,44.1201858520508
Least developed countries: UN classification,,1998,44.1201858520508
Least developed countries: UN classification,,1999,44.1201858520508
Least developed countries: UN classification,,2000,44.1201858520508
Least developed countries: UN classification,,2001,44.1201858520508
Least developed countries: UN classification,,2002,44.1201858520508
Least developed countries: UN classification,,2003,44.1201858520508
Least developed countries: UN classification,,2004,44.1201858520508
Least developed countries: UN classification,,2005,53.1079559326172
Least developed countries: UN classification,,2006,53.1079559326172
Least developed countries: UN classification,,2007,53.1079559326172
Least developed countries: UN classification,,2008,53.1079559326172
Least developed countries: UN classification,,2009,53.1079559326172
Least developed countries: UN classification,,2010,53.1079559326172
Least developed countries: UN classification,,2011,53.1079559326172
Least developed countries: UN classification,,2012,53.1079559326172
Least developed countries: UN classification,,2013,53.1079559326172
Least developed countries: UN classification,,2014,53.1079559326172
Lebanon,LBN,2007,85.9677810668945
Lebanon,LBN,2015,92.039421081543
Lesotho,LSO,2000,92.0464477539063
Lesotho,LSO,2009,84.9639587402344
Lesotho,LSO,2015,88.2874984741211
Liberia,LBR,1984,19.3027896881104
Liberia,LBR,1994,31.285249710083
Liberia,LBR,2004,25.7053699493408
Liberia,LBR,2007,27.0349102020264
Liberia,LBR,2015,32.8148307800293
Libya,LBY,1984,42.313549041748
Libya,LBY,1994,63.7152290344238
Libya,LBY,2004,76.8998413085938
Libya,LBY,2014,85.2695999145508
Libya,LBY,2015,85.8112869262695
Lithuania,LTU,1989,97.7815933227539
Lithuania,LTU,2001,99.6479415893555
Lithuania,LTU,2011,99.8332366943359
Lithuania,LTU,2015,99.8413314819336
Low & middle income,,1985,61.3497886657715
Low & middle income,,1986,61.3497886657715
Low & middle income,,1987,61.3497886657715
Low & middle income,,1988,61.3497886657715
Low & middle income,,1989,61.3497886657715
Low & middle income,,1990,61.3497886657715
Low & middle income,,1991,61.3497886657715
Low & middle income,,1992,61.3497886657715
Low & middle income,,1993,61.3497886657715
Low & middle income,,1994,61.3497886657715
Low & middle income,,1995,71.5398864746094
Low & middle income,,1996,71.5398864746094
Low & middle income,,1997,71.5398864746094
Low & middle income,,1998,71.5398864746094
Low & middle income,,1999,71.5398864746094
Low & middle income,,2000,71.5398864746094
Low & middle income,,2001,71.5398864746094
Low & middle income,,2002,71.5398864746094
Low & middle income,,2003,71.5398864746094
Low & middle income,,2004,71.5398864746094
Low & middle income,,2005,77.5996475219727
Low & middle income,,2006,77.5996475219727
Low & middle income,,2007,77.5996475219727
Low & middle income,,2008,77.5996475219727
Low & middle income,,2009,77.5996475219727
Low & middle income,,2010,77.5996475219727
Low & middle income,,2011,77.5996475219727
Low & middle income,,2012,77.5996475219727
Low & middle income,,2013,77.5996475219727
Low & middle income,,2014,77.5996475219727
Low income,,1985,35.8531036376953
Low income,,1986,35.8531036376953
Low income,,1987,35.8531036376953
Low income,,1988,35.8531036376953
Low income,,1989,35.8531036376953
Low income,,1990,35.8531036376953
Low income,,1991,35.8531036376953
Low income,,1992,35.8531036376953
Low income,,1993,35.8531036376953
Low income,,1994,35.8531036376953
Low income,,1995,42.9169807434082
Low income,,1996,42.9169807434082
Low income,,1997,42.9169807434082
Low income,,1998,42.9169807434082
Low income,,1999,42.9169807434082
Low income,,2000,42.9169807434082
Low income,,2001,42.9169807434082
Low income,,2002,42.9169807434082
Low income,,2003,42.9169807434082
Low income,,2004,42.9169807434082
Low income,,2005,48.0405426025391
Low income,,2006,48.0405426025391
Low income,,2007,48.0405426025391
Low income,,2008,48.0405426025391
Low income,,2009,48.0405426025391
Low income,,2010,48.0405426025391
Low income,,2011,48.0405426025391
Low income,,2012,48.0405426025391
Low income,,2013,48.0405426025391
Low income,,2014,48.0405426025391
Lower middle income,,1985,48.2613220214844
Lower middle income,,1986,48.2613220214844
Lower middle income,,1987,48.2613220214844
Lower middle income,,1988,48.2613220214844
Lower middle income,,1989,48.2613220214844
Lower middle income,,1990,48.2613220214844
Lower middle income,,1991,48.2613220214844
Lower middle income,,1992,48.2613220214844
Lower middle income,,1993,48.2613220214844
Lower middle income,,1994,48.2613220214844
Lower middle income,,1995,58.257926940918
Lower middle income,,1996,58.257926940918
Lower middle income,,1997,58.257926940918
Lower middle income,,1998,58.257926940918
Lower middle income,,1999,58.257926940918
Lower middle income,,2000,58.257926940918
Lower middle income,,2001,58.257926940918
Lower middle income,,2002,58.257926940918
Lower middle income,,2003,58.257926940918
Lower middle income,,2004,58.257926940918
Lower middle income,,2005,66.8440856933594
Lower middle income,,2006,66.8440856933594
Lower middle income,,2007,66.8440856933594
Lower middle income,,2008,66.8440856933594
Lower middle income,,2009,66.8440856933594
Lower middle income,,2010,66.8440856933594
Lower middle income,,2011,66.8440856933594
Lower middle income,,2012,66.8440856933594
Lower middle income,,2013,66.8440856933594
Lower middle income,,2014,66.8440856933594
Macao,MAC,1981,86.2158813476563
Macao,MAC,2001,87.7749710083008
Macao,MAC,2006,90.7235870361328
Macao,MAC,2011,93.7319107055664
Macao,MAC,2015,94.5989227294922
Macedonia,MKD,1994,90.9280166625977
Macedonia,MKD,2002,94.0560684204102
Macedonia,MKD,2014,96.7125701904297
Macedonia,MKD,2015,96.8707275390625
Madagascar,MDG,2000,65.2785720825195
Madagascar,MDG,2009,61.6414108276367
Madagascar,MDG,2015,62.6137886047363
Malawi,MWI,1987,33.523021697998
Malawi,MWI,1998,53.9971199035645
Malawi,MWI,2010,51.2519683837891
Malawi,MWI,2015,59.0311088562012
Malaysia,MYS,1980,61.2485008239746
Malaysia,MYS,1991,77.283088684082
Malaysia,MYS,2000,85.3542175292969
Malaysia,MYS,2010,90.7476806640625
Malaysia,MYS,2015,93.1064682006836
Maldives,MDV,1977,82.1781616210938
Maldives,MDV,1985,92.3590087890625
Maldives,MDV,1990,96.1460113525391
Maldives,MDV,1995,96.4429779052734
Maldives,MDV,2000,96.4429779052734
Maldives,MDV,2006,98.4298477172852
Maldives,MDV,2015,98.8550796508789
Mali,MLI,1976,5.73528003692627
Mali,MLI,1998,11.8934297561646
Mali,MLI,2003,15.8999996185303
Mali,MLI,2006,18.1909103393555
Mali,MLI,2010,20.2879295349121
Mali,MLI,2011,24.6367893218994
Mali,MLI,2015,22.195779800415
Malta,MLT,1985,86.0781707763672
Malta,MLT,1995,89.2426376342773
Malta,MLT,2005,93.5042495727539
Malta,MLT,2011,94.7900390625
Malta,MLT,2015,95.5901489257813
Marshall Islands,MHL,2011,98.2029800415039
Marshall Islands,MHL,2015,98.2029800415039
Mauritania,MRT,2000,43.4173583984375
Mauritania,MRT,2007,35.3484306335449
Mauritania,MRT,2015,41.6115303039551
Mauritius,MUS,1990,74.660888671875
Mauritius,MUS,2000,80.5000305175781
Mauritius,MUS,2011,86.658073425293
Mauritius,MUS,2012,88.9793472290039
Mauritius,MUS,2013,89.0509414672852
Mauritius,MUS,2015,88.4531173706055
Mexico,MEX,1980,79.890998840332
Mexico,MEX,1990,84.9559097290039
Mexico,MEX,2000,88.6820373535156
Mexico,MEX,2002,88.728630065918
Mexico,MEX,2004,89.6310195922852
Mexico,MEX,2005,90.2104110717773
Mexico,MEX,2006,89.8345108032227
Mexico,MEX,2007,91.3555526733398
Mexico,MEX,2008,91.45361328125
Mexico,MEX,2009,92.1162490844727
Mexico,MEX,2010,91.8534164428711
Mexico,MEX,2011,92.3382797241211
Mexico,MEX,2012,93.1792373657227
Mexico,MEX,2013,92.903938293457
Mexico,MEX,2014,93.5913391113281
Mexico,MEX,2015,93.5134201049805
Middle East & North Africa,,1985,43.7606430053711
Middle East & North Africa,,1986,43.7606430053711
Middle East & North Africa,,1987,43.7606430053711
Middle East & North Africa,,1988,43.7606430053711
Middle East & North Africa,,1989,43.7606430053711
Middle East & North Africa,,1990,43.7606430053711
Middle East & North Africa,,1991,43.7606430053711
Middle East & North Africa,,1992,43.7606430053711
Middle East & North Africa,,1993,43.7606430053711
Middle East & North Africa,,1994,43.7606430053711
Middle East & North Africa,,1995,57.9519424438477
Middle East & North Africa,,1996,57.9519424438477
Middle East & North Africa,,1997,57.9519424438477
Middle East & North Africa,,1998,57.9519424438477
Middle East & North Africa,,1999,57.9519424438477
Middle East & North Africa,,2000,57.9519424438477
Middle East & North Africa,,2001,57.9519424438477
Middle East & North Africa,,2002,57.9519424438477
Middle East & North Africa,,2003,57.9519424438477
Middle East & North Africa,,2004,57.9519424438477
Middle East & North Africa,,2005,71.1741943359375
Middle East & North Africa,,2006,71.1741943359375
Middle East & North Africa,,2007,71.1741943359375
Middle East & North Africa,,2008,71.1741943359375
Middle East & North Africa,,2009,71.1741943359375
Middle East & North Africa,,2010,71.1741943359375
Middle East & North Africa,,2011,71.1741943359375
Middle East & North Africa,,2012,71.1741943359375
Middle East & North Africa,,2013,71.1741943359375
Middle East & North Africa,,2014,71.1741943359375
Middle East & North Africa (all income levels),,1985,46.2569541931152
Middle East & North Africa (all income levels),,1986,46.2569541931152
Middle East & North Africa (all income levels),,1987,46.2569541931152
Middle East & North Africa (all income levels),,1988,46.2569541931152
Middle East & North Africa (all income levels),,1989,46.2569541931152
Middle East & North Africa (all income levels),,1990,46.2569541931152
Middle East & North Africa (all income levels),,1991,46.2569541931152
Middle East & North Africa (all income levels),,1992,46.2569541931152
Middle East & North Africa (all income levels),,1993,46.2569541931152
Middle East & North Africa (all income levels),,1994,46.2569541931152
Middle East & North Africa (all income levels),,1995,60.6075172424316
Middle East & North Africa (all income levels),,1996,60.6075172424316
Middle East & North Africa (all income levels),,1997,60.6075172424316
Middle East & North Africa (all income levels),,1998,60.6075172424316
Middle East & North Africa (all income levels),,1999,60.6075172424316
Middle East & North Africa (all income levels),,2000,60.6075172424316
Middle East & North Africa (all income levels),,2001,60.6075172424316
Middle East & North Africa (all income levels),,2002,60.6075172424316
Middle East & North Africa (all income levels),,2003,60.6075172424316
Middle East & North Africa (all income levels),,2004,60.6075172424316
Middle East & North Africa (all income levels),,2005,73.6813278198242
Middle East & North Africa (all income levels),,2006,73.6813278198242
Middle East & North Africa (all income levels),,2007,73.6813278198242
Middle East & North Africa (all income levels),,2008,73.6813278198242
Middle East & North Africa (all income levels),,2009,73.6813278198242
Middle East & North Africa (all income levels),,2010,73.6813278198242
Middle East & North Africa (all income levels),,2011,73.6813278198242
Middle East & North Africa (all income levels),,2012,73.6813278198242
Middle East & North Africa (all income levels),,2013,73.6813278198242
Middle East & North Africa (all income levels),,2014,73.6813278198242
Middle income,,1985,63.240535736084
Middle income,,1986,63.240535736084
Middle income,,1987,63.240535736084
Middle income,,1988,63.240535736084
Middle income,,1989,63.240535736084
Middle income,,1990,63.240535736084
Middle income,,1991,63.240535736084
Middle income,,1992,63.240535736084
Middle income,,1993,63.240535736084
Middle income,,1994,63.240535736084
Middle income,,1995,73.7823867797852
Middle income,,1996,73.7823867797852
Middle income,,1997,73.7823867797852
Middle income,,1998,73.7823867797852
Middle income,,1999,73.7823867797852
Middle income,,2000,73.7823867797852
Middle income,,2001,73.7823867797852
Middle income,,2002,73.7823867797852
Middle income,,2003,73.7823867797852
Middle income,,2004,73.7823867797852
Middle income,,2005,80.0481872558594
Middle income,,2006,80.0481872558594
Middle income,,2007,80.0481872558594
Middle income,,2008,80.0481872558594
Middle income,,2009,80.0481872558594
Middle income,,2010,80.0481872558594
Middle income,,2011,80.0481872558594
Middle income,,2012,80.0481872558594
Middle income,,2013,80.0481872558594
Middle income,,2014,80.0481872558594
Moldova,MDA,1989,94.4444808959961
Moldova,MDA,2000,95.492301940918
Moldova,MDA,2014,99.0260925292969
Moldova,MDA,2015,99.1035919189453
Mongolia,MNG,2000,97.5288009643555
Mongolia,MNG,2010,98.3366317749023
Mongolia,MNG,2015,98.5517578125
Montenegro,MNE,1981,83.2354583740234
Montenegro,MNE,1991,89.2808837890625
Montenegro,MNE,2003,96.3188629150391
Montenegro,MNE,2011,97.5005111694336
Montenegro,MNE,2015,98.0236434936523
Morocco,MAR,1982,17.5148696899414
Morocco,MAR,1994,28.7254199981689
Morocco,MAR,2004,39.6195602416992
Morocco,MAR,2008,42.5878486633301
Morocco,MAR,2009,43.9210815429688
Morocco,MAR,2011,57.6399917602539
Morocco,MAR,2015,62.0461196899414
Mozambique,MOZ,1980,12.1463203430176
Mozambique,MOZ,1997,24.9641990661621
Mozambique,MOZ,2003,33.1939582824707
Mozambique,MOZ,2009,36.452278137207
Mozambique,MOZ,2015,45.5254707336426
Myanmar,MMR,1983,71.6308670043945
Myanmar,MMR,2000,86.4151763916016
Myanmar,MMR,2014,90.89013671875
Myanmar,MMR,2015,91.1504516601563
Namibia,NAM,1991,73.9866027832031
Namibia,NAM,2001,83.4900894165039
Namibia,NAM,2007,78.3509826660156
Namibia,NAM,2011,88.9278411865234
Namibia,NAM,2015,90.6467208862305
Nepal,NPL,1981,9.15312004089355
Nepal,NPL,1991,17.3817901611328
Nepal,NPL,2001,34.8867607116699
Nepal,NPL,2011,48.837589263916
Nepal,NPL,2015,54.7505187988281
New Caledonia,NCL,1976,90.310791015625
New Caledonia,NCL,1989,92.0734405517578
New Caledonia,NCL,1996,95.4653015136719
New Caledonia,NCL,2014,96.3899612426758
New Caledonia,NCL,2015,96.5335998535156
Nicaragua,NIC,2001,76.6016616821289
Nicaragua,NIC,2005,77.9160385131836
Nicaragua,NIC,2015,82.6454925537109
Niger,NER,2001,9.3993501663208
Niger,NER,2005,15.0841398239136
Niger,NER,2012,8.93974018096924
Niger,NER,2015,11.0157203674316
Nigeria,NGA,1991,43.7291984558105
Nigeria,NGA,2003,43.3220481872559
Nigeria,NGA,2008,41.3867607116699
Nigeria,NGA,2015,49.6801986694336
North Korea,PRK,2008,99.9976196289063
North Korea,PRK,2015,99.9990310668945
Oman,OMN,2003,73.5317077636719
Oman,OMN,2008,80.8722610473633
Oman,OMN,2010,82.1880569458008
Oman,OMN,2014,88.9266967773438
Oman,OMN,2015,89.6620483398438
Pakistan,PAK,1981,14.7715501785278
Pakistan,PAK,1998,29.0438404083252
Pakistan,PAK,2005,35.3675193786621
Pakistan,PAK,2006,39.6132316589355
Pakistan,PAK,2008,40.0811805725098
Pakistan,PAK,2009,40.3146209716797
Pakistan,PAK,2010,41.0155296325684
Pakistan,PAK,2011,41.9753913879395
Pakistan,PAK,2012,43.071891784668
Pakistan,PAK,2013,41.9749412536621
Pakistan,PAK,2015,42.7271690368652
Palau,PLW,1980,90.5032424926758
Palau,PLW,1994,93.5198287963867
Palau,PLW,2004,96.5362014770508
Palau,PLW,2013,99.5526962280273
Palau,PLW,2015,99.5526962280273
Palestine,PSE,1997,79.7266235351563
Palestine,PSE,2004,87.9517364501953
Palestine,PSE,2006,89.7569198608398
Palestine,PSE,2007,90.4651794433594
Palestine,PSE,2008,90.9028472900391
Palestine,PSE,2009,91.7045288085938
Palestine,PSE,2010,92.1727981567383
Palestine,PSE,2011,92.6161804199219
Palestine,PSE,2012,93.5802688598633
Palestine,PSE,2013,94.1259536743164
Palestine,PSE,2014,94.4073028564453
Palestine,PSE,2015,94.8076705932617
Panama,PAN,1980,88.0465316772461
Panama,PAN,1990,88.2148513793945
Panama,PAN,2000,91.2471771240234
Panama,PAN,2010,93.4852600097656
Panama,PAN,2015,94.4217071533203
Papua New Guinea,PNG,2000,50.9177398681641
Papua New Guinea,PNG,2014,61.0122985839844
Papua New Guinea,PNG,2015,61.7729911804199
Paraguay,PRY,1982,75.8529815673828
Paraguay,PRY,1992,88.558708190918
Paraguay,PRY,2007,93.4532699584961
Paraguay,PRY,2008,92.4944305419922
Paraguay,PRY,2009,93.1440124511719
Paraguay,PRY,2010,92.9257431030273
Paraguay,PRY,2014,93.7345504760742
Paraguay,PRY,2015,94.9580764770508
Peru,PER,1981,73.8583374023438
Peru,PER,1993,81.6587524414063
Peru,PER,2004,82.0626220703125
Peru,PER,2005,82.4543685913086
Peru,PER,2006,83.4548721313477
Peru,PER,2007,84.6468811035156
Peru,PER,2012,90.668830871582
Peru,PER,2014,90.4491806030273
Peru,PER,2015,91.5406265258789
Philippines,PHL,1980,82.7621536254883
Philippines,PHL,1990,93.1807174682617
Philippines,PHL,2000,92.6549072265625
Philippines,PHL,2003,93.5645294189453
Philippines,PHL,2008,95.8256301879883
Philippines,PHL,2013,96.7873611450195
Philippines,PHL,2015,97.0327529907227
Poland,POL,1978,98.2519836425781
Poland,POL,1994,99.1187362670898
Poland,POL,2004,99.4223022460938
Poland,POL,2014,99.6496887207031
Poland,POL,2015,99.6692123413086
Portugal,PRT,1981,74.6079864501953
Portugal,PRT,1991,84.6582107543945
Portugal,PRT,2011,92.8607711791992
Portugal,PRT,2015,94.1327362060547
Puerto Rico,PRI,1980,85.850341796875
Puerto Rico,PRI,1990,89.73095703125
Puerto Rico,PRI,2004,90.9522094726563
Puerto Rico,PRI,2010,92.5301513671875
Puerto Rico,PRI,2015,93.8100509643555
Qatar,QAT,1986,72.4589462280273
Qatar,QAT,1997,80.8886795043945
Qatar,QAT,2004,88.6092224121094
Qatar,QAT,2007,90.4361190795898
Qatar,QAT,2008,92.663818359375
Qatar,QAT,2009,92.9101791381836
Qatar,QAT,2010,95.4018630981445
Qatar,QAT,2011,95.5633010864258
Qatar,QAT,2012,95.7740783691406
Qatar,QAT,2013,97.0731430053711
Qatar,QAT,2014,97.5582733154297
Qatar,QAT,2015,97.5120086669922
Romania,ROU,1992,94.9826889038086
Romania,ROU,2002,96.2663192749023
Romania,ROU,2011,98.205207824707
Romania,ROU,2015,98.4547119140625
Russia,RUS,1989,96.758171081543
Russia,RUS,2002,99.2283630371094
Russia,RUS,2010,99.6477813720703
Russia,RUS,2015,99.7129364013672
Rwanda,RWA,1978,26.573579788208
Rwanda,RWA,1991,48.8521881103516
Rwanda,RWA,2000,59.7503395080566
Rwanda,RWA,2010,61.5486106872559
Rwanda,RWA,2012,64.6644897460938
Rwanda,RWA,2015,68.2693176269531
Saint Vincent and the Grenadines,VCT,1970,95.5
Samoa,WSM,1991,97.4217376708984
Samoa,WSM,2004,98.225830078125
Samoa,WSM,2011,99.0695266723633
Samoa,WSM,2015,99.1247863769531
Sao Tome and Principe,STP,1981,42.3633804321289
Sao Tome and Principe,STP,1991,61.9204788208008
Sao Tome and Principe,STP,2001,77.9492263793945
Sao Tome and Principe,STP,2008,60.0830307006836
Sao Tome and Principe,STP,2012,85.4417037963867
Sao Tome and Principe,STP,2015,87.9602890014648
Saudi Arabia,SAU,1992,57.2778396606445
Saudi Arabia,SAU,2000,69.2911911010742
Saudi Arabia,SAU,2004,76.3351593017578
Saudi Arabia,SAU,2013,91.3692474365234
Saudi Arabia,SAU,2015,91.8406829833984
Senegal,SEN,1988,17.8632698059082
Senegal,SEN,2002,29.2473392486572
Senegal,SEN,2006,32.9875793457031
Senegal,SEN,2009,38.6662483215332
Senegal,SEN,2011,40.424919128418
Senegal,SEN,2013,33.5965995788574
Senegal,SEN,2015,43.8003616333008
Serbia,SRB,2003,94.0682754516602
Serbia,SRB,2011,96.7491073608398
Serbia,SRB,2015,96.9917831420898
Seychelles,SYC,1987,85.4893035888672
Seychelles,SYC,1994,88.5866012573242
Seychelles,SYC,2002,92.2589797973633
Seychelles,SYC,2010,94.4489822387695
Seychelles,SYC,2015,95.8478469848633
Sierra Leone,SLE,2004,24.1589298248291
Sierra Leone,SLE,2014,36.7904205322266
Sierra Leone,SLE,2015,38.1814498901367
Singapore,SGP,1980,73.9685363769531
Singapore,SGP,1990,83.0268478393555
Singapore,SGP,2000,88.6451797485352
Singapore,SGP,2010,93.7748107910156
Singapore,SGP,2011,94.0618209838867
Singapore,SGP,2012,94.3534469604492
Singapore,SGP,2013,94.6379699707031
Singapore,SGP,2014,94.9113235473633
Singapore,SGP,2015,94.984016418457
Slovenia,SVN,1991,99.4537506103516
Slovenia,SVN,2004,99.6151123046875
Slovenia,SVN,2014,99.6916885375977
Slovenia,SVN,2015,99.6979522705078
Solomon Islands,SLB,1999,69
South Africa,ZAF,1980,74.8071899414063
South Africa,ZAF,1996,80.9286270141602
South Africa,ZAF,2007,87.043098449707
South Africa,ZAF,2009,91.7681579589844
South Africa,ZAF,2010,91.7139892578125
South Africa,ZAF,2011,92.0478897094727
South Africa,ZAF,2012,92.5862503051758
South Africa,ZAF,2014,93.0730590820313
South Africa,ZAF,2015,93.4289321899414
South Asia,,1985,32.6731796264648
South Asia,,1986,32.6731796264648
South Asia,,1987,32.6731796264648
South Asia,,1988,32.6731796264648
South Asia,,1989,32.6731796264648
South Asia,,1990,32.6731796264648
South Asia,,1991,32.6731796264648
South Asia,,1992,32.6731796264648
South Asia,,1993,32.6731796264648
South Asia,,1994,32.6731796264648
South Asia,,1995,45.6534576416016
South Asia,,1996,45.6534576416016
South Asia,,1997,45.6534576416016
South Asia,,1998,45.6534576416016
South Asia,,1999,45.6534576416016
South Asia,,2000,45.6534576416016
South Asia,,2001,45.6534576416016
South Asia,,2002,45.6534576416016
South Asia,,2003,45.6534576416016
South Asia,,2004,45.6534576416016
South Asia,,2005,57.0041389465332
South Asia,,2006,57.0041389465332
South Asia,,2007,57.0041389465332
South Asia,,2008,57.0041389465332
South Asia,,2009,57.0041389465332
South Asia,,2010,57.0041389465332
South Asia,,2011,57.0041389465332
South Asia,,2012,57.0041389465332
South Asia,,2013,57.0041389465332
South Asia,,2014,57.0041389465332
South Korea,KOR,2008,97.6186599731445
South Sudan,SSD,2008,19.1863746643066
South Sudan,SSD,2015,25.3930606842041
Spain,ESP,1981,89.9369201660156
Spain,ESP,1991,95.0510025024414
Spain,ESP,2004,96.2308807373047
Spain,ESP,2005,96.9251480102539
Spain,ESP,2007,97.2603225708008
Spain,ESP,2008,96.8868408203125
Spain,ESP,2009,96.9259719848633
Spain,ESP,2010,97.0045013427734
Spain,ESP,2011,97.0655670166016
Spain,ESP,2012,97.2180404663086
Spain,ESP,2013,97.4405364990234
Spain,ESP,2014,97.4878692626953
Spain,ESP,2015,97.4969635009766
Sri Lanka,LKA,1981,82.02197265625
Sri Lanka,LKA,2001,89.1357574462891
Sri Lanka,LKA,2006,89.0913467407227
Sri Lanka,LKA,2008,89.0734710693359
Sri Lanka,LKA,2010,89.9586791992188
Sri Lanka,LKA,2015,91.7086486816406
Sub-Saharan Africa,,1995,47.5940971374512
Sub-Saharan Africa,,1996,47.5940971374512
Sub-Saharan Africa,,1997,47.5940971374512
Sub-Saharan Africa,,1998,47.5940971374512
Sub-Saharan Africa,,1999,47.5940971374512
Sub-Saharan Africa,,2000,47.5940971374512
Sub-Saharan Africa,,2001,47.5940971374512
Sub-Saharan Africa,,2002,47.5940971374512
Sub-Saharan Africa,,2003,47.5940971374512
Sub-Saharan Africa,,2004,47.5940971374512
Sub-Saharan Africa,,2005,53.0041542053223
Sub-Saharan Africa,,2006,53.0041542053223
Sub-Saharan Africa,,2007,53.0041542053223
Sub-Saharan Africa,,2008,53.0041542053223
Sub-Saharan Africa,,2009,53.0041542053223
Sub-Saharan Africa,,2010,53.0041542053223
Sub-Saharan Africa,,2011,53.0041542053223
Sub-Saharan Africa,,2012,53.0041542053223
Sub-Saharan Africa,,2013,53.0041542053223
Sub-Saharan Africa,,2014,53.0041542053223
Sub-Saharan Africa (all income levels),,1995,47.6012077331543
Sub-Saharan Africa (all income levels),,1996,47.6012077331543
Sub-Saharan Africa (all income levels),,1997,47.6012077331543
Sub-Saharan Africa (all income levels),,1998,47.6012077331543
Sub-Saharan Africa (all income levels),,1999,47.6012077331543
Sub-Saharan Africa (all income levels),,2000,47.6012077331543
Sub-Saharan Africa (all income levels),,2001,47.6012077331543
Sub-Saharan Africa (all income levels),,2002,47.6012077331543
Sub-Saharan Africa (all income levels),,2003,47.6012077331543
Sub-Saharan Africa (all income levels),,2004,47.6012077331543
Sub-Saharan Africa (all income levels),,2005,53.0099716186523
Sub-Saharan Africa (all income levels),,2006,53.0099716186523
Sub-Saharan Africa (all income levels),,2007,53.0099716186523
Sub-Saharan Africa (all income levels),,2008,53.0099716186523
Sub-Saharan Africa (all income levels),,2009,53.0099716186523
Sub-Saharan Africa (all income levels),,2010,53.0099716186523
Sub-Saharan Africa (all income levels),,2011,53.0099716186523
Sub-Saharan Africa (all income levels),,2012,53.0099716186523
Sub-Saharan Africa (all income levels),,2013,53.0099716186523
Sub-Saharan Africa (all income levels),,2014,53.0099716186523
Sudan,SDN,2000,52.1464004516602
Sudan,SDN,2015,53.1235504150391
Suriname,SUR,2004,87.1974411010742
Suriname,SUR,2008,93.7653732299805
Suriname,SUR,2010,94.0035400390625
Suriname,SUR,2015,94.9679489135742
Swaziland,SWZ,1976,53.665958404541
Swaziland,SWZ,1986,65.2228775024414
Swaziland,SWZ,2000,80.3287506103516
Swaziland,SWZ,2010,82.4475479125977
Swaziland,SWZ,2015,87.4980392456055
Syria,SYR,1981,37.0591583251953
Syria,SYR,2002,74.2404403686523
Syria,SYR,2004,73.6265563964844
Syria,SYR,2014,80.2718505859375
Syria,SYR,2015,80.7249374389648
Tajikistan,TJK,1989,96.6417999267578
Tajikistan,TJK,2000,99.2217407226563
Tajikistan,TJK,2014,99.7161483764648
Tajikistan,TJK,2015,99.736572265625
Tanzania,TZA,1988,48.088020324707
Tanzania,TZA,2002,62.1723213195801
Tanzania,TZA,2010,60.7526206970215
Tanzania,TZA,2012,73.3471832275391
Tanzania,TZA,2015,76.0897827148438
Thailand,THA,1980,83.8933486938477
Thailand,THA,2000,90.5160217285156
Thailand,THA,2005,91.5295486450195
Thailand,THA,2010,96.4270477294922
Thailand,THA,2013,92.2491607666016
Thailand,THA,2015,92.5984420776367
Timor,TLS,2001,30
Timor,TLS,2007,42.5
Timor,TLS,2010,52.9589996337891
Timor,TLS,2015,59.5065803527832
Togo,TGO,2000,38.4532890319824
Togo,TGO,2006,44.3766288757324
Togo,TGO,2009,43.6068992614746
Togo,TGO,2011,47.9773902893066
Togo,TGO,2015,55.3026809692383
Tonga,TON,1976,99.5255279541016
Tonga,TON,1996,98.9755477905273
Tonga,TON,2006,99.0825119018555
Tonga,TON,2011,99.4342193603516
Tonga,TON,2015,99.4452285766602
Trinidad and Tobago,TTO,1980,93.4641723632813
Trinidad and Tobago,TTO,1990,95.6617889404297
Trinidad and Tobago,TTO,2004,97.6589431762695
Trinidad and Tobago,TTO,2014,98.6249313354492
Trinidad and Tobago,TTO,2015,98.7023315429688
Tunisia,TUN,1984,35.7675704956055
Tunisia,TUN,1994,47.855770111084
Tunisia,TUN,2004,65.3478622436523
Tunisia,TUN,2007,68.5093765258789
Tunisia,TUN,2008,70.9641799926758
Tunisia,TUN,2010,71.0882110595703
Tunisia,TUN,2011,71.7295989990234
Tunisia,TUN,2012,72.1606521606445
Tunisia,TUN,2015,72.8023223876953
Turkey,TUR,1975,45.0989189147949
Turkey,TUR,1980,49.8064117431641
Turkey,TUR,1985,64.2317199707031
Turkey,TUR,1990,68.519660949707
Turkey,TUR,2004,79.5816879272461
Turkey,TUR,2005,80.5489501953125
Turkey,TUR,2006,80.3851623535156
Turkey,TUR,2007,81.2638320922852
Turkey,TUR,2009,85.3471603393555
Turkey,TUR,2010,88.0731735229492
Turkey,TUR,2011,90.3100967407227
Turkey,TUR,2012,91.6045227050781
Turkey,TUR,2013,92.1380767822266
Turkey,TUR,2014,92.4018173217773
Turkey,TUR,2015,92.9012222290039
Turkmenistan,TKM,1995,98.2617721557617
Turkmenistan,TKM,2014,99.5974197387695
Turkmenistan,TKM,2015,99.6298675537109
Uganda,UGA,1991,44.8266906738281
Uganda,UGA,2002,58.9098815917969
Uganda,UGA,2006,62.078971862793
Uganda,UGA,2010,64.5914535522461
Uganda,UGA,2012,61.9704284667969
Uganda,UGA,2015,66.784797668457
Ukraine,UKR,2001,99.1715698242188
