Entity,Code,Year,"Crops - Peas, dry - 187 - Yield - 5419 - hg/ha (tonnes per hectare)"
Dominican Republic,DOM,1983,0.7140000000000001
Dominican Republic,DOM,1984,0.8544
Dominican Republic,DOM,1985,0.7908000000000001
Dominican Republic,DOM,1986,0.6085
Dominican Republic,DOM,1987,0.862
Dominican Republic,DOM,1988,0.9580000000000001
Dominican Republic,DOM,1989,1
Dominican Republic,DOM,1990,1
Dominican Republic,DOM,1991,1
Dominican Republic,DOM,1992,1
Dominican Republic,DOM,1993,1
Dominican Republic,DOM,1994,1
Dominican Republic,DOM,1995,1.0833000000000002
Dominican Republic,DOM,1996,1.0884
Dominican Republic,DOM,1997,1.0848
Dominican Republic,DOM,1998,1.0873000000000002
Dominican Republic,DOM,1999,1.12
Dominican Republic,DOM,2000,1.0888
Dominican Republic,DOM,2001,1.0943
Dominican Republic,DOM,2002,1.1538000000000002
Dominican Republic,DOM,2003,1.25
Dominican Republic,DOM,2004,1.2241
Dominican Republic,DOM,2005,1.1014000000000002
Dominican Republic,DOM,2006,1.0502
Dominican Republic,DOM,2007,0.9125000000000001
Dominican Republic,DOM,2008,0.9932000000000001
Dominican Republic,DOM,2009,0.9952000000000001
Dominican Republic,DOM,2010,1.0031
Dominican Republic,DOM,2011,1.0128000000000001
Dominican Republic,DOM,2012,0.9783000000000001
Dominican Republic,DOM,2013,0.9783000000000001
Dominican Republic,DOM,2014,0.9731000000000001
Dominican Republic,DOM,2015,0.9604
Dominican Republic,DOM,2016,0.9380000000000001
Dominican Republic,DOM,2017,0.9254
Dominican Republic,DOM,2018,0.9141
Eastern Africa,,1961,0.7417
Eastern Africa,,1962,0.7606
Eastern Africa,,1963,0.7287
Eastern Africa,,1964,0.7564000000000001
Eastern Africa,,1965,0.7141000000000001
Eastern Africa,,1966,0.7488
Eastern Africa,,1967,0.7496
Eastern Africa,,1968,0.7177
Eastern Africa,,1969,0.7788
Eastern Africa,,1970,0.8085
Eastern Africa,,1971,0.8109000000000001
Eastern Africa,,1972,0.7586
Eastern Africa,,1973,0.5760000000000001
Eastern Africa,,1974,0.5189
Eastern Africa,,1975,0.558
Eastern Africa,,1976,0.551
Eastern Africa,,1977,0.6918000000000001
Eastern Africa,,1978,0.6531
Eastern Africa,,1979,0.7955
Eastern Africa,,1980,0.8935000000000001
Eastern Africa,,1981,0.7157
Eastern Africa,,1982,0.7325
Eastern Africa,,1983,0.6861
Eastern Africa,,1984,0.605
Eastern Africa,,1985,0.5359
Eastern Africa,,1986,0.5109
Eastern Africa,,1987,0.5875
Eastern Africa,,1988,0.5363
Eastern Africa,,1989,0.5613
Eastern Africa,,1990,0.6106
Eastern Africa,,1991,0.7947000000000001
Eastern Africa,,1992,0.5551
Eastern Africa,,1993,0.5770000000000001
Eastern Africa,,1994,0.5275000000000001
Eastern Africa,,1995,0.7124
Eastern Africa,,1996,0.5881000000000001
Eastern Africa,,1997,0.666
Eastern Africa,,1998,0.5933
Eastern Africa,,1999,0.5873
Eastern Africa,,2000,0.6432
Eastern Africa,,2001,0.6285000000000001
Eastern Africa,,2002,0.7811
Eastern Africa,,2003,0.6763
Eastern Africa,,2004,0.7539
Eastern Africa,,2005,0.7344
Eastern Africa,,2006,0.7534000000000001
Eastern Africa,,2007,0.8152
Eastern Africa,,2008,0.8237
Eastern Africa,,2009,0.7745000000000001
Eastern Africa,,2010,0.8773000000000001
Eastern Africa,,2011,0.8639
Eastern Africa,,2012,0.9271
Eastern Africa,,2013,1.0258
Eastern Africa,,2014,1.0164
Eastern Africa,,2015,1.0139
Eastern Africa,,2016,1.0516
Eastern Africa,,2017,1.0963
Eastern Africa,,2018,1.0856000000000001
Eastern Asia,,1961,0.9890000000000001
Eastern Asia,,1962,1.1804000000000001
Eastern Asia,,1963,1.1062
Eastern Asia,,1964,1.2397
Eastern Asia,,1965,1.2401
Eastern Asia,,1966,0.9994000000000001
Eastern Asia,,1967,1.0003
Eastern Asia,,1968,0.9139
Eastern Asia,,1969,0.9097000000000001
Eastern Asia,,1970,1.0451000000000001
Eastern Asia,,1971,1.1579000000000002
Eastern Asia,,1972,1.0533000000000001
Eastern Asia,,1973,1.1056000000000001
Eastern Asia,,1974,1.1664
Eastern Asia,,1975,1.1659000000000002
Eastern Asia,,1976,1.2213
Eastern Asia,,1977,1.1109
Eastern Asia,,1978,1.5693000000000001
Eastern Asia,,1979,1.5313
Eastern Asia,,1980,1.6412
Eastern Asia,,1981,1.5695000000000001
Eastern Asia,,1982,1.4277
Eastern Asia,,1983,1.4091
Eastern Asia,,1984,1.5074
Eastern Asia,,1985,1.3146
Eastern Asia,,1986,1.3157
Eastern Asia,,1987,1.3168
Eastern Asia,,1988,1.4378
Eastern Asia,,1989,1.0951
Eastern Asia,,1990,1.5366
Eastern Asia,,1991,1.3787
Eastern Asia,,1992,1.3421
Eastern Asia,,1993,1.6004
Eastern Asia,,1994,1.5802
Eastern Asia,,1995,1.5554000000000001
Eastern Asia,,1996,1.621
Eastern Asia,,1997,1.4927000000000001
Eastern Asia,,1998,1.602
Eastern Asia,,1999,1.2534
Eastern Asia,,2000,1.2146000000000001
Eastern Asia,,2001,1.1894
Eastern Asia,,2002,1.5792000000000002
Eastern Asia,,2003,1.4897
Eastern Asia,,2004,1.2078
Eastern Asia,,2005,1.1555
Eastern Asia,,2006,1.1261
Eastern Asia,,2007,1.1015000000000001
Eastern Asia,,2008,1.1898
Eastern Asia,,2009,1.0978
Eastern Asia,,2010,1.0457
Eastern Asia,,2011,1.5761
Eastern Asia,,2012,1.5496
Eastern Asia,,2013,1.3332000000000002
Eastern Asia,,2014,1.4216
Eastern Asia,,2015,1.4911
Eastern Asia,,2016,1.4842
Eastern Asia,,2017,1.5864
Eastern Asia,,2018,1.5257
Eastern Europe,,1961,1.0315
Eastern Europe,,1962,1.1154
Eastern Europe,,1963,0.778
Eastern Europe,,1964,0.9974000000000001
Eastern Europe,,1965,0.9505
Eastern Europe,,1966,1.1718
Eastern Europe,,1967,1.1568
Eastern Europe,,1968,1.362
Eastern Europe,,1969,1.4635
Eastern Europe,,1970,1.4392
Eastern Europe,,1971,1.2523
Eastern Europe,,1972,1.1633
Eastern Europe,,1973,1.3034000000000001
Eastern Europe,,1974,1.4545000000000001
Eastern Europe,,1975,0.9528000000000001
Eastern Europe,,1976,1.6586
Eastern Europe,,1977,1.3674000000000002
Eastern Europe,,1978,1.5859
Eastern Europe,,1979,0.8106
Eastern Europe,,1980,1.3465
Eastern Europe,,1981,0.777
Eastern Europe,,1982,1.2872000000000001
Eastern Europe,,1983,1.3162
Eastern Europe,,1984,1.2224000000000002
Eastern Europe,,1985,1.3091000000000002
Eastern Europe,,1986,1.0635000000000001
Eastern Europe,,1987,1.455
Eastern Europe,,1988,1.3221
Eastern Europe,,1989,1.5361
Eastern Europe,,1990,1.7407000000000001
Eastern Europe,,1991,1.1042
Eastern Europe,,1992,1.7943
Eastern Europe,,1993,1.8534000000000002
Eastern Europe,,1994,1.7530000000000001
Eastern Europe,,1995,1.1809
Eastern Europe,,1996,1.3686
Eastern Europe,,1997,1.5583
Eastern Europe,,1998,1.4019000000000001
Eastern Europe,,1999,1.3002
Eastern Europe,,2000,1.6039
Eastern Europe,,2001,2.0091
Eastern Europe,,2002,1.7584000000000002
Eastern Europe,,2003,1.3928
Eastern Europe,,2004,2.0214000000000003
Eastern Europe,,2005,1.7869000000000002
Eastern Europe,,2006,1.7881
Eastern Europe,,2007,1.3644
Eastern Europe,,2008,2.0678
Eastern Europe,,2009,1.782
Eastern Europe,,2010,1.5556
Eastern Europe,,2011,1.8030000000000002
Eastern Europe,,2012,1.5164
Eastern Europe,,2013,1.4911
Eastern Europe,,2014,1.8376000000000001
Eastern Europe,,2015,1.993
Eastern Europe,,2016,2.3116000000000003
Eastern Europe,,2017,2.5805000000000002
Eastern Europe,,2018,1.7139
Ecuador,ECU,1961,0.8057000000000001
Ecuador,ECU,1962,0.8022
Ecuador,ECU,1963,0.5521
Ecuador,ECU,1964,0.6188
Ecuador,ECU,1965,0.622
Ecuador,ECU,1966,0.5910000000000001
Ecuador,ECU,1967,0.5756
Ecuador,ECU,1968,0.5432
Ecuador,ECU,1969,0.4919
Ecuador,ECU,1970,0.42760000000000004
Ecuador,ECU,1971,0.5026
Ecuador,ECU,1972,0.5905
Ecuador,ECU,1973,0.5779000000000001
Ecuador,ECU,1974,0.649
Ecuador,ECU,1975,0.5747
Ecuador,ECU,1976,0.5775
Ecuador,ECU,1977,0.4806
Ecuador,ECU,1978,0.52
Ecuador,ECU,1979,0.5032
Ecuador,ECU,1980,0.5335
Ecuador,ECU,1981,0.5314
Ecuador,ECU,1982,0.5820000000000001
Ecuador,ECU,1983,0.6996
Ecuador,ECU,1984,0.7315
Ecuador,ECU,1985,0.6398
Ecuador,ECU,1986,0.46990000000000004
Ecuador,ECU,1987,0.47950000000000004
Ecuador,ECU,1988,0.2601
Ecuador,ECU,1989,0.2614
Ecuador,ECU,1990,0.31620000000000004
Ecuador,ECU,1991,0.2501
Ecuador,ECU,1992,0.2257
Ecuador,ECU,1993,0.2301
Ecuador,ECU,1994,0.3392
Ecuador,ECU,1995,0.4012
Ecuador,ECU,1996,0.7939
Ecuador,ECU,1997,0.6815
Ecuador,ECU,1998,0.8659
Ecuador,ECU,1999,0.48750000000000004
Ecuador,ECU,2000,0.2692
Ecuador,ECU,2001,0.26990000000000003
Ecuador,ECU,2002,0.1951
Ecuador,ECU,2003,0.376
Ecuador,ECU,2004,0.4247
Ecuador,ECU,2005,0.4161
Ecuador,ECU,2006,0.5527000000000001
Ecuador,ECU,2007,0.3723
Ecuador,ECU,2008,0.2856
Ecuador,ECU,2009,0.28250000000000003
Ecuador,ECU,2010,0.468
Ecuador,ECU,2011,0.33580000000000004
Ecuador,ECU,2012,0.2878
Ecuador,ECU,2013,0.32220000000000004
Ecuador,ECU,2014,0.4389
Ecuador,ECU,2015,0.3796
Ecuador,ECU,2016,0.44170000000000004
Ecuador,ECU,2017,0.4055
Ecuador,ECU,2018,0.3915
Egypt,EGY,1961,1.3684
Egypt,EGY,1962,1.7128
Egypt,EGY,1963,1.2918
Egypt,EGY,1964,1.4176
Egypt,EGY,1965,1.6061
Egypt,EGY,1966,1.6436000000000002
Egypt,EGY,1967,0.7937000000000001
Egypt,EGY,1968,1.5873000000000002
Egypt,EGY,1969,1.4286
Egypt,EGY,1970,1.1905000000000001
Egypt,EGY,1971,1.6667
Egypt,EGY,1972,1.4286
Egypt,EGY,1973,1.9048
Egypt,EGY,1974,1.9048
Egypt,EGY,1975,1.6667
Egypt,EGY,1976,1.7001000000000002
Egypt,EGY,1977,1.5606
Egypt,EGY,1978,1.7531
Egypt,EGY,1979,1.8834000000000002
Egypt,EGY,1980,1.7606000000000002
Egypt,EGY,1981,2.1876
Egypt,EGY,1982,1.8557000000000001
Egypt,EGY,1983,1.8605
Egypt,EGY,1984,1.7857
Egypt,EGY,1985,1.7857
Egypt,EGY,1986,2.0408
Egypt,EGY,1987,2.3810000000000002
Egypt,EGY,1988,2.4932000000000003
Egypt,EGY,1989,2.083
Egypt,EGY,1990,1.5907
Egypt,EGY,1991,2.8134
Egypt,EGY,1992,2.6434
Egypt,EGY,1993,2.5
Egypt,EGY,1994,2.6429
Egypt,EGY,1995,2.7701000000000002
Egypt,EGY,1996,2.854
Egypt,EGY,1997,1.9034
Egypt,EGY,1998,1.8211000000000002
Egypt,EGY,1999,2.612
Egypt,EGY,2000,1.8293000000000001
Egypt,EGY,2001,1.9023
Egypt,EGY,2002,1.8571000000000002
Egypt,EGY,2003,1.8182
Egypt,EGY,2004,1.7951000000000001
Egypt,EGY,2005,1.8421
Egypt,EGY,2006,1.5752000000000002
Egypt,EGY,2007,1
Egypt,EGY,2008,1
Egypt,EGY,2009,1
Egypt,EGY,2010,0.8182
Egypt,EGY,2011,2.1714
Egypt,EGY,2012,1.8235000000000001
Egypt,EGY,2013,2.1111
Egypt,EGY,2014,2
Egypt,EGY,2015,2.8919
Egypt,EGY,2016,3.3158000000000003
Egypt,EGY,2017,2.9718
Egypt,EGY,2018,1.8772
Eritrea,ERI,1993,0.0912
Eritrea,ERI,1994,0.5018
Eritrea,ERI,1995,0.4929
Eritrea,ERI,1996,0.5092
Eritrea,ERI,1997,0.48400000000000004
Eritrea,ERI,1998,0.436
Eritrea,ERI,1999,0.4
Eritrea,ERI,2000,0.3649
Eritrea,ERI,2001,0.5553
Eritrea,ERI,2002,0.7361000000000001
Eritrea,ERI,2003,0.7055
Eritrea,ERI,2004,0.1217
Eritrea,ERI,2005,0.0441
Eritrea,ERI,2006,0.45180000000000003
Eritrea,ERI,2007,0.3793
Eritrea,ERI,2008,0.0483
Eritrea,ERI,2009,0.8342
Eritrea,ERI,2010,0.6407
Eritrea,ERI,2011,0.4118
Eritrea,ERI,2012,0.42160000000000003
Eritrea,ERI,2013,0.42100000000000004
Eritrea,ERI,2014,0.4304
Eritrea,ERI,2015,0.4364
Eritrea,ERI,2016,0.44430000000000003
Eritrea,ERI,2017,0.44520000000000004
Eritrea,ERI,2018,0.44620000000000004
Estonia,EST,1992,1.2983
Estonia,EST,1993,1.1873
Estonia,EST,1994,2.3555
Estonia,EST,1995,1.6065
Estonia,EST,1996,2.3856
Estonia,EST,1997,1.9057000000000002
Estonia,EST,1998,1.2293
Estonia,EST,1999,1.0534000000000001
Estonia,EST,2000,1.6822000000000001
Estonia,EST,2001,1.5518
Estonia,EST,2002,2.1679
Estonia,EST,2003,1.2016
Estonia,EST,2004,0.7618
Estonia,EST,2005,1.3206
Estonia,EST,2006,1.2107
Estonia,EST,2007,1.6735
Estonia,EST,2008,0.6776
Estonia,EST,2009,1.5466
Estonia,EST,2010,1.7603
Estonia,EST,2011,1.8212000000000002
Estonia,EST,2012,1.1861000000000002
Estonia,EST,2013,2.3267
Estonia,EST,2014,2.0692
Estonia,EST,2015,2.6471
Estonia,EST,2016,1.8587
Estonia,EST,2017,1.2867
Estonia,EST,2018,1.8079
Ethiopia,ETH,1993,0.746
Ethiopia,ETH,1994,0.5869
Ethiopia,ETH,1995,0.9132
Ethiopia,ETH,1996,0.6527000000000001
Ethiopia,ETH,1997,0.8527
Ethiopia,ETH,1998,0.7124
Ethiopia,ETH,1999,0.6496000000000001
Ethiopia,ETH,2000,0.7375
Ethiopia,ETH,2001,0.6784
Ethiopia,ETH,2002,0.9796
Ethiopia,ETH,2003,0.7447
Ethiopia,ETH,2004,0.8361000000000001
Ethiopia,ETH,2005,0.7785000000000001
Ethiopia,ETH,2006,0.8170000000000001
Ethiopia,ETH,2007,0.9476
Ethiopia,ETH,2008,1.0951
Ethiopia,ETH,2009,1.0412000000000001
Ethiopia,ETH,2010,1.26
Ethiopia,ETH,2011,1.2366000000000001
Ethiopia,ETH,2012,1.2790000000000001
Ethiopia,ETH,2013,1.3792
Ethiopia,ETH,2014,1.4854
Ethiopia,ETH,2015,1.61
Ethiopia,ETH,2016,1.6381000000000001
Ethiopia,ETH,2017,1.6
Ethiopia,ETH,2018,1.6251
Ethiopia PDR,,1961,0.9016000000000001
Ethiopia PDR,,1962,0.8999
Ethiopia PDR,,1963,0.8339000000000001
Ethiopia PDR,,1964,0.8996000000000001
Ethiopia PDR,,1965,0.8998
Ethiopia PDR,,1966,0.9196000000000001
Ethiopia PDR,,1967,0.92
Ethiopia PDR,,1968,0.9226000000000001
Ethiopia PDR,,1969,0.9281
Ethiopia PDR,,1970,0.9301
Ethiopia PDR,,1971,0.9501000000000001
Ethiopia PDR,,1972,0.9657
Ethiopia PDR,,1973,0.49000000000000005
Ethiopia PDR,,1974,0.49010000000000004
Ethiopia PDR,,1975,0.43720000000000003
Ethiopia PDR,,1976,0.4445
Ethiopia PDR,,1977,0.7596
Ethiopia PDR,,1978,0.7033
Ethiopia PDR,,1979,1.0134
Ethiopia PDR,,1980,1.1266
Ethiopia PDR,,1981,0.8738
Ethiopia PDR,,1982,0.9367000000000001
Ethiopia PDR,,1983,0.8796
Ethiopia PDR,,1984,0.8106
Ethiopia PDR,,1985,0.6247
Ethiopia PDR,,1986,0.5297000000000001
Ethiopia PDR,,1987,0.7777000000000001
Ethiopia PDR,,1988,0.7077
Ethiopia PDR,,1989,0.8813000000000001
Ethiopia PDR,,1990,1.1028
Ethiopia PDR,,1991,1.4173
Ethiopia PDR,,1992,0.7389
Europe,,1961,1.0808
Europe,,1962,1.1388
Europe,,1963,0.7969
Europe,,1964,1.0136
Europe,,1965,0.9736
Europe,,1966,1.1872
Europe,,1967,1.1885000000000001
Europe,,1968,1.3764
Europe,,1969,1.4772
Europe,,1970,1.4645000000000001
Europe,,1971,1.2847
Europe,,1972,1.1824000000000001
Europe,,1973,1.3186
Europe,,1974,1.478
Europe,,1975,0.9924000000000001
Europe,,1976,1.6663000000000001
Europe,,1977,1.3992
Europe,,1978,1.6144
Europe,,1979,0.881
Europe,,1980,1.4132
Europe,,1981,0.8479
Europe,,1982,1.3851
Europe,,1983,1.4115
Europe,,1984,1.3663
Europe,,1985,1.5185000000000002
Europe,,1986,1.3244
Europe,,1987,1.7356
Europe,,1988,1.7312
Europe,,1989,1.9200000000000002
Europe,,1990,2.2781000000000002
Europe,,1991,1.6981000000000002
Europe,,1992,2.3229
Europe,,1993,2.4977
Europe,,1994,2.4147000000000003
Europe,,1995,1.8948
Europe,,1996,2.1493
Europe,,1997,2.5489
Europe,,1998,2.6418
Europe,,1999,2.5902000000000003
Europe,,2000,2.5336000000000003
Europe,,2001,2.6364
Europe,,2002,2.4811
Europe,,2003,2.2283
Europe,,2004,2.696
Europe,,2005,2.2996000000000003
Europe,,2006,2.2234000000000003
Europe,,2007,1.7708000000000002
Europe,,2008,2.2734
Europe,,2009,2.0545
Europe,,2010,2.0188
Europe,,2011,1.9653
Europe,,2012,1.7187000000000001
Europe,,2013,1.8169000000000002
Europe,,2014,2.0803000000000003
Europe,,2015,2.2803
Europe,,2016,2.4061
Europe,,2017,2.6204
Europe,,2018,1.9020000000000001
"Europe, Western",,1961,2.2566
"Europe, Western",,1962,2.3596
"Europe, Western",,1963,2.0514
"Europe, Western",,1964,2.1830000000000003
"Europe, Western",,1965,2.1343
"Europe, Western",,1966,1.9203000000000001
"Europe, Western",,1967,2.6182000000000003
"Europe, Western",,1968,2.2497000000000003
"Europe, Western",,1969,2.3166
"Europe, Western",,1970,2.5659
"Europe, Western",,1971,2.713
"Europe, Western",,1972,1.9700000000000002
"Europe, Western",,1973,2.2341
"Europe, Western",,1974,2.8339000000000003
"Europe, Western",,1975,2.95
"Europe, Western",,1976,1.8682
"Europe, Western",,1977,2.7141
"Europe, Western",,1978,2.988
"Europe, Western",,1979,3.5425
"Europe, Western",,1980,3.6386000000000003
"Europe, Western",,1981,3.5568
"Europe, Western",,1982,3.8839
"Europe, Western",,1983,3.9233000000000002
"Europe, Western",,1984,4.457
"Europe, Western",,1985,4.5723
"Europe, Western",,1986,4.0126
"Europe, Western",,1987,3.9308
"Europe, Western",,1988,4.8199000000000005
"Europe, Western",,1989,4.3022
"Europe, Western",,1990,5.072
"Europe, Western",,1991,4.7046
"Europe, Western",,1992,4.6337
"Europe, Western",,1993,4.7087
"Europe, Western",,1994,4.8617
"Europe, Western",,1995,4.528300000000001
"Europe, Western",,1996,4.5059000000000005
"Europe, Western",,1997,4.5406
"Europe, Western",,1998,4.6676
"Europe, Western",,1999,4.7948
"Europe, Western",,2000,3.9856000000000003
"Europe, Western",,2001,3.7741000000000002
"Europe, Western",,2002,4.1105
"Europe, Western",,2003,3.8522000000000003
"Europe, Western",,2004,4.357600000000001
"Europe, Western",,2005,3.8121
"Europe, Western",,2006,3.8028000000000004
"Europe, Western",,2007,3.1886
"Europe, Western",,2008,3.7452
"Europe, Western",,2009,4.2202
"Europe, Western",,2010,3.9932000000000003
"Europe, Western",,2011,3.3934
"Europe, Western",,2012,3.6733000000000002
"Europe, Western",,2013,3.7804
"Europe, Western",,2014,3.6778
"Europe, Western",,2015,3.6182000000000003
"Europe, Western",,2016,2.7372
"Europe, Western",,2017,3.4389000000000003
"Europe, Western",,2018,3.1494
European Union,,1961,1.3742
European Union,,1962,1.2834
European Union,,1963,1.2796
European Union,,1964,1.3227
European Union,,1965,1.4763000000000002
European Union,,1966,1.4215
European Union,,1967,1.6623
European Union,,1968,1.1248
European Union,,1969,1.4458
European Union,,1970,1.6693
European Union,,1971,1.6681000000000001
European Union,,1972,1.5125000000000002
European Union,,1973,1.5616
European Union,,1974,2.2333000000000003
European Union,,1975,2.0125
European Union,,1976,1.9333
European Union,,1977,2.14
European Union,,1978,2.4112
European Union,,1979,2.2651
European Union,,1980,2.6532
European Union,,1981,2.4047
European Union,,1982,2.9056
European Union,,1983,2.6879
European Union,,1984,3.2777000000000003
European Union,,1985,3.2389
European Union,,1986,3.2537000000000003
European Union,,1987,3.0852
European Union,,1988,3.7946
European Union,,1989,3.5477000000000003
European Union,,1990,4.2582
European Union,,1991,3.9989000000000003
European Union,,1992,3.7754000000000003
European Union,,1993,3.8669000000000002
European Union,,1994,4.003
European Union,,1995,3.6825
European Union,,1996,3.5874
European Union,,1997,3.8394000000000004
European Union,,1998,3.8224
European Union,,1999,3.9532000000000003
European Union,,2000,3.4629000000000003
European Union,,2001,3.3347
European Union,,2002,3.4358
European Union,,2003,3.2851000000000004
European Union,,2004,3.5515000000000003
European Union,,2005,3.0308
European Union,,2006,2.9272
European Union,,2007,2.4534000000000002
European Union,,2008,2.6824000000000003
European Union,,2009,2.6013
European Union,,2010,2.7613000000000003
European Union,,2011,2.3578
European Union,,2012,2.3245
European Union,,2013,2.7215000000000003
European Union,,2014,2.6345
European Union,,2015,2.7823
European Union,,2016,2.5479000000000003
European Union,,2017,2.7115
European Union,,2018,2.3302
Finland,FIN,1961,1.3462
Finland,FIN,1962,1.0929
Finland,FIN,1963,1.5882
Finland,FIN,1964,1.6316000000000002
Finland,FIN,1965,1.7083000000000002
Finland,FIN,1966,1.4545000000000001
Finland,FIN,1967,1.619
Finland,FIN,1968,1.9412
Finland,FIN,1969,1.6923000000000001
Finland,FIN,1970,1.7333
Finland,FIN,1971,2.0769
Finland,FIN,1972,2.2593
Finland,FIN,1973,2
Finland,FIN,1974,1.9692
Finland,FIN,1975,2.0192
Finland,FIN,1976,3.0208
Finland,FIN,1977,1.2
Finland,FIN,1978,1.8382
Finland,FIN,1979,2.1310000000000002
Finland,FIN,1980,2.5814
Finland,FIN,1981,1.8333000000000002
Finland,FIN,1982,2.3333
Finland,FIN,1983,3.2021
Finland,FIN,1984,2.7273
Finland,FIN,1985,3.4000000000000004
Finland,FIN,1986,2.12
Finland,FIN,1987,1.6818000000000002
Finland,FIN,1988,1.76
Finland,FIN,1989,2.1852
Finland,FIN,1990,2.9355
Finland,FIN,1991,2.5268
Finland,FIN,1992,1.7853
Finland,FIN,1993,2.3622
Finland,FIN,1994,2.2419000000000002
Finland,FIN,1995,2.4222
Finland,FIN,1996,2.3333
Finland,FIN,1997,2.1833
Finland,FIN,1998,0.8571000000000001
Finland,FIN,1999,1.5
Finland,FIN,2000,2.25
Finland,FIN,2001,2.1296
Finland,FIN,2002,2.1765000000000003
Finland,FIN,2003,2.4878
Finland,FIN,2004,2.0741
Finland,FIN,2005,2.1892
Finland,FIN,2006,2.0952
Finland,FIN,2007,2.4318
Finland,FIN,2008,2.1818
Finland,FIN,2009,2.6667
Finland,FIN,2010,1.9672
Finland,FIN,2011,2.5
Finland,FIN,2012,2.35
Finland,FIN,2013,2.561
Finland,FIN,2014,2.5357000000000003
Finland,FIN,2015,2.1261
Finland,FIN,2016,2.4608000000000003
Finland,FIN,2017,2.1667
Finland,FIN,2018,2.3372
France,FRA,1961,1.9000000000000001
France,FRA,1962,2.4239
France,FRA,1963,2.2292
France,FRA,1964,2.2645
France,FRA,1965,2.1996
France,FRA,1966,2.2675
France,FRA,1967,2.5457
France,FRA,1968,2.3970000000000002
France,FRA,1969,2.766
France,FRA,1970,3.4089
France,FRA,1971,3.3937000000000004
France,FRA,1972,2.9667000000000003
France,FRA,1973,3.2401
France,FRA,1974,3.6289000000000002
France,FRA,1975,3.6321000000000003
France,FRA,1976,1.8167
France,FRA,1977,4.2628
France,FRA,1978,3.5089
France,FRA,1979,4.3243
France,FRA,1980,4.3684
France,FRA,1981,4.1587000000000005
France,FRA,1982,4.2788
France,FRA,1983,4.32
France,FRA,1984,4.8947
France,FRA,1985,5.0052
France,FRA,1986,4.0378
France,FRA,1987,4.2018
France,FRA,1988,5.1126000000000005
France,FRA,1989,4.431900000000001
France,FRA,1990,5.2277000000000005
France,FRA,1991,4.8299
France,FRA,1992,4.822500000000001
France,FRA,1993,4.9518
France,FRA,1994,5.0559
France,FRA,1995,4.7055
France,FRA,1996,4.7609
France,FRA,1997,4.8783
France,FRA,1998,5.1407
France,FRA,1999,5.3304
France,FRA,2000,4.5015
France,FRA,2001,3.9890000000000003
France,FRA,2002,4.9192
France,FRA,2003,4.401800000000001
France,FRA,2004,4.6933
France,FRA,2005,4.195
France,FRA,2006,4.2107
France,FRA,2007,3.6109
France,FRA,2008,4.4952000000000005
France,FRA,2009,4.8091
France,FRA,2010,4.306900000000001
France,FRA,2011,3.5812000000000004
France,FRA,2012,4.0288
France,FRA,2013,3.9737
France,FRA,2014,3.7101
France,FRA,2015,3.7030000000000003
France,FRA,2016,2.5294000000000003
France,FRA,2017,3.4508
France,FRA,2018,3.3015000000000003
Georgia,GEO,1998,1.3333000000000002
Georgia,GEO,1999,0.8
Georgia,GEO,2000,0.675
Georgia,GEO,2001,0.6901
Georgia,GEO,2002,0.5781000000000001
Georgia,GEO,2003,0.6161
Georgia,GEO,2004,0.8350000000000001
Georgia,GEO,2005,0.9
Georgia,GEO,2006,1
Georgia,GEO,2007,0.8
Georgia,GEO,2008,1
Georgia,GEO,2009,1
Georgia,GEO,2010,1
Georgia,GEO,2011,1
Georgia,GEO,2012,1
Georgia,GEO,2013,0.9837
Georgia,GEO,2014,0.9727
Georgia,GEO,2015,0.9860000000000001
Georgia,GEO,2016,0.9882000000000001
Georgia,GEO,2017,0.9965
Georgia,GEO,2018,1.0048000000000001
Germany,DEU,1961,1.3891
Germany,DEU,1962,1.5287000000000002
Germany,DEU,1963,1.1979
Germany,DEU,1964,1.3946
Germany,DEU,1965,1.7530000000000001
Germany,DEU,1966,1.5339
Germany,DEU,1967,1.8902
Germany,DEU,1968,1.6500000000000001
Germany,DEU,1969,1.6261
Germany,DEU,1970,1.719
Germany,DEU,1971,1.996
Germany,DEU,1972,1.4345
Germany,DEU,1973,1.6961000000000002
Germany,DEU,1974,2.2496
Germany,DEU,1975,2.0201000000000002
Germany,DEU,1976,1.4412
Germany,DEU,1977,1.5866
Germany,DEU,1978,2.1677
Germany,DEU,1979,2.3091
Germany,DEU,1980,1.8692000000000002
Germany,DEU,1981,1.9041000000000001
Germany,DEU,1982,2.152
Germany,DEU,1983,1.9992
Germany,DEU,1984,2.246
Germany,DEU,1985,2.2213000000000003
Germany,DEU,1986,2.2375000000000003
Germany,DEU,1987,2.6097
Germany,DEU,1988,2.9164000000000003
Germany,DEU,1989,2.6222000000000003
Germany,DEU,1990,3.2363
Germany,DEU,1991,3.3158000000000003
Germany,DEU,1992,2.5804
Germany,DEU,1993,3.0156
Germany,DEU,1994,3.3359
Germany,DEU,1995,3.3715
Germany,DEU,1996,3.4448000000000003
Germany,DEU,1997,3.3556000000000004
Germany,DEU,1998,3.4903
Germany,DEU,1999,3.7088
Germany,DEU,2000,2.8934
Germany,DEU,2001,3.4205
Germany,DEU,2002,2.7840000000000003
Germany,DEU,2003,2.8822
Germany,DEU,2004,3.8204000000000002
Germany,DEU,2005,3.1396
Germany,DEU,2006,3.1238
Germany,DEU,2007,2.6229
Germany,DEU,2008,2.9262
