Entity,Code,Year,
Madagascar,MDG,2007,5.7
Madagascar,MDG,2008,6
Madagascar,MDG,2009,5.9
Madagascar,MDG,2010,5.8
Madagascar,MDG,2011,6
Madagascar,MDG,2012,6
Madagascar,MDG,2013,5.9
Madagascar,MDG,2014,5.8
Malawi,MWI,2006,8
Malawi,MWI,2007,8
Malawi,MWI,2008,7.8
Malawi,MWI,2009,7.5
Malawi,MWI,2010,7.3
Malawi,MWI,2011,7
Malawi,MWI,2012,7.1
Malawi,MWI,2013,6.8
Malawi,MWI,2014,6.5
Malaysia,MYS,2006,6.5
Malaysia,MYS,2007,6.5
Malaysia,MYS,2008,6.5
Malaysia,MYS,2009,6.5
Malaysia,MYS,2010,6.8
Malaysia,MYS,2011,6.9
Malaysia,MYS,2012,7.4
Malaysia,MYS,2013,7.1
Malaysia,MYS,2014,6.9
Maldives,MDV,2007,7.7
Maldives,MDV,2008,7.7
Maldives,MDV,2009,7.5
Maldives,MDV,2010,7.3
Maldives,MDV,2011,7
Maldives,MDV,2012,7.5
Maldives,MDV,2013,7.6
Maldives,MDV,2014,7.4
Mali,MLI,2006,4.7
Mali,MLI,2007,4.6
Mali,MLI,2008,4.6
Mali,MLI,2009,5.2
Mali,MLI,2010,5
Mali,MLI,2011,4.9
Mali,MLI,2012,4.6
Mali,MLI,2013,6.5
Mali,MLI,2014,6.8
Malta,MLT,2007,3.5
Malta,MLT,2008,3.5
Malta,MLT,2009,3.6
Malta,MLT,2010,3.7
Malta,MLT,2011,3.4
Malta,MLT,2012,3.2
Malta,MLT,2013,3.3
Malta,MLT,2014,3.6
Mauritania,MRT,2006,7.1
Mauritania,MRT,2007,7.1
Mauritania,MRT,2008,6.9
Mauritania,MRT,2009,7.1
Mauritania,MRT,2010,7.3
Mauritania,MRT,2011,7
Mauritania,MRT,2012,7.3
Mauritania,MRT,2013,7.4
Mauritania,MRT,2014,7.7
Mauritius,MUS,2006,4.7
Mauritius,MUS,2007,3.9
Mauritius,MUS,2008,3.9
Mauritius,MUS,2009,3.9
Mauritius,MUS,2010,3.7
Mauritius,MUS,2011,3.5
Mauritius,MUS,2012,3.8
Mauritius,MUS,2013,3.5
Mauritius,MUS,2014,3.7
Mexico,MEX,2006,5.1
Mexico,MEX,2007,5.1
Mexico,MEX,2008,5.1
Mexico,MEX,2009,5.5
Mexico,MEX,2010,5.8
Mexico,MEX,2011,5.9
Mexico,MEX,2012,6.2
Mexico,MEX,2013,6.3
Mexico,MEX,2014,6
Micronesia (country),FSM,2007,2.5
Micronesia (country),FSM,2008,2.5
Micronesia (country),FSM,2009,3
Micronesia (country),FSM,2010,2.8
Micronesia (country),FSM,2011,2.5
Micronesia (country),FSM,2012,2.8
Micronesia (country),FSM,2013,3.1
Micronesia (country),FSM,2014,3.4
Moldova,MDA,2006,6.8
Moldova,MDA,2007,6.8
Moldova,MDA,2008,7.1
Moldova,MDA,2009,7
Moldova,MDA,2010,6.8
Moldova,MDA,2011,6.5
Moldova,MDA,2012,6.2
Moldova,MDA,2013,6
Moldova,MDA,2014,5.7
Mongolia,MNG,2006,6.7
Mongolia,MNG,2007,6.7
Mongolia,MNG,2008,6.2
Mongolia,MNG,2009,6.6
Mongolia,MNG,2010,6.4
Mongolia,MNG,2011,6
Mongolia,MNG,2012,5.7
Mongolia,MNG,2013,5.4
Mongolia,MNG,2014,5.1
Montenegro,MNE,2007,5.6
Montenegro,MNE,2008,5.6
Montenegro,MNE,2009,5.5
Montenegro,MNE,2010,5.3
Montenegro,MNE,2011,5
Montenegro,MNE,2012,4.7
Montenegro,MNE,2013,4.4
Montenegro,MNE,2014,4.5
Morocco,MAR,2006,6.6
Morocco,MAR,2007,6.6
Morocco,MAR,2008,6.6
Morocco,MAR,2009,6.7
Morocco,MAR,2010,6.8
Morocco,MAR,2011,6.4
Morocco,MAR,2012,6.4
Morocco,MAR,2013,6.6
Morocco,MAR,2014,6.5
Mozambique,MOZ,2006,6.7
Mozambique,MOZ,2007,7
Mozambique,MOZ,2008,7
Mozambique,MOZ,2009,7.2
Mozambique,MOZ,2010,7.3
Mozambique,MOZ,2011,7
Mozambique,MOZ,2012,6.7
Mozambique,MOZ,2013,6.4
Mozambique,MOZ,2014,6.4
Myanmar,MMR,2006,9.8
Myanmar,MMR,2007,9.8
Myanmar,MMR,2008,9.9
Myanmar,MMR,2009,9
Myanmar,MMR,2010,9.1
Myanmar,MMR,2011,9
Myanmar,MMR,2012,8.6
Myanmar,MMR,2013,8.3
Myanmar,MMR,2014,8
Namibia,NAM,2006,5.8
Namibia,NAM,2007,5.7
Namibia,NAM,2008,6
Namibia,NAM,2009,6
Namibia,NAM,2010,5.8
Namibia,NAM,2011,5.5
Namibia,NAM,2012,5.2
Namibia,NAM,2013,4.9
Namibia,NAM,2014,4.6
Nepal,NPL,2006,9.1
Nepal,NPL,2007,8.8
Nepal,NPL,2008,8.8
Nepal,NPL,2009,8.7
Nepal,NPL,2010,8.7
Nepal,NPL,2011,8.5
Nepal,NPL,2012,8.2
Nepal,NPL,2013,7.9
Nepal,NPL,2014,7.6
Netherlands,NLD,2006,1.5
Netherlands,NLD,2007,1.4
Netherlands,NLD,2008,1.4
Netherlands,NLD,2009,1.2
Netherlands,NLD,2010,1.3
Netherlands,NLD,2011,1
Netherlands,NLD,2012,1.3
Netherlands,NLD,2013,1
Netherlands,NLD,2014,1.2
New Zealand,NZL,2006,1.5
New Zealand,NZL,2007,1.5
New Zealand,NZL,2008,1.5
New Zealand,NZL,2009,1.7
New Zealand,NZL,2010,1.5
New Zealand,NZL,2011,1.2
New Zealand,NZL,2012,1.5
New Zealand,NZL,2013,1.2
New Zealand,NZL,2014,1.1
Nicaragua,NIC,2006,5.7
Nicaragua,NIC,2007,5.4
Nicaragua,NIC,2008,5.4
Nicaragua,NIC,2009,5.8
Nicaragua,NIC,2010,6.2
Nicaragua,NIC,2011,6
Nicaragua,NIC,2012,5.7
Nicaragua,NIC,2013,5.4
Nicaragua,NIC,2014,5.1
Niger,NER,2006,6.5
Niger,NER,2007,7.1
Niger,NER,2008,7.9
Niger,NER,2009,8.2
Niger,NER,2010,8.5
Niger,NER,2011,8.2
Niger,NER,2012,7.9
Niger,NER,2013,7.6
Niger,NER,2014,7.3
Nigeria,NGA,2006,7.1
Nigeria,NGA,2007,7.1
Nigeria,NGA,2008,7.5
Nigeria,NGA,2009,8.6
Nigeria,NGA,2010,8.8
Nigeria,NGA,2011,8.6
Nigeria,NGA,2012,8.6
Nigeria,NGA,2013,8.6
Nigeria,NGA,2014,8.7
North Korea,PRK,2006,9.5
North Korea,PRK,2007,9.7
North Korea,PRK,2008,9.7
North Korea,PRK,2009,9.5
North Korea,PRK,2010,9.5
North Korea,PRK,2011,9.5
North Korea,PRK,2012,9.6
North Korea,PRK,2013,9.7
North Korea,PRK,2014,9.6
Norway,NOR,2006,1.5
Norway,NOR,2007,1.5
Norway,NOR,2008,1.5
Norway,NOR,2009,1.5
Norway,NOR,2010,1.6
Norway,NOR,2011,1.9
Norway,NOR,2012,2.2
Norway,NOR,2013,1.9
Norway,NOR,2014,1.6
Oman,OMN,2006,6.5
Oman,OMN,2007,6.6
Oman,OMN,2008,6.6
Oman,OMN,2009,6.4
Oman,OMN,2010,6.7
Oman,OMN,2011,6.9
Oman,OMN,2012,7.2
Oman,OMN,2013,7.5
Oman,OMN,2014,7.4
Pakistan,PAK,2006,8.5
Pakistan,PAK,2007,8.7
Pakistan,PAK,2008,9.5
Pakistan,PAK,2009,8.9
Pakistan,PAK,2010,8.9
Pakistan,PAK,2011,8.7
Pakistan,PAK,2012,8.6
Pakistan,PAK,2013,8.7
Pakistan,PAK,2014,8.6
Panama,PAN,2006,4.8
Panama,PAN,2007,4.7
Panama,PAN,2008,4.7
Panama,PAN,2009,4.7
Panama,PAN,2010,4.5
Panama,PAN,2011,4.5
Panama,PAN,2012,4.4
Panama,PAN,2013,4.4
Panama,PAN,2014,4.7
Papua New Guinea,PNG,2006,6.1
Papua New Guinea,PNG,2007,6.1
Papua New Guinea,PNG,2008,6.1
Papua New Guinea,PNG,2009,6.5
Papua New Guinea,PNG,2010,6.3
Papua New Guinea,PNG,2011,6.3
Papua New Guinea,PNG,2012,6.1
Papua New Guinea,PNG,2013,6.2
Papua New Guinea,PNG,2014,6.3
Paraguay,PRY,2006,8
Paraguay,PRY,2007,7.9
Paraguay,PRY,2008,7.1
Paraguay,PRY,2009,6.9
Paraguay,PRY,2010,6.7
Paraguay,PRY,2011,6.4
Paraguay,PRY,2012,6.1
Paraguay,PRY,2013,6.1
Paraguay,PRY,2014,6
Peru,PER,2006,6.8
Peru,PER,2007,5.2
Peru,PER,2008,5.5
Peru,PER,2009,5.5
Peru,PER,2010,5.5
Peru,PER,2011,5.2
Peru,PER,2012,4.9
Peru,PER,2013,5
Peru,PER,2014,4.8
Philippines,PHL,2006,6.1
Philippines,PHL,2007,6.8
Philippines,PHL,2008,6.8
Philippines,PHL,2009,7
Philippines,PHL,2010,7.5
Philippines,PHL,2011,7.3
Philippines,PHL,2012,7
Philippines,PHL,2013,6.7
Philippines,PHL,2014,6.4
Poland,POL,2006,3.5
Poland,POL,2007,3.5
Poland,POL,2008,3.8
Poland,POL,2009,4
Poland,POL,2010,3.8
Poland,POL,2011,3.5
Poland,POL,2012,3.2
Poland,POL,2013,2.9
Poland,POL,2014,2.8
Portugal,PRT,2006,3.3
Portugal,PRT,2007,3.3
Portugal,PRT,2008,3.5
Portugal,PRT,2009,3.7
Portugal,PRT,2010,3.5
Portugal,PRT,2011,3.3
Portugal,PRT,2012,3
Portugal,PRT,2013,2.7
Portugal,PRT,2014,2.6
Qatar,QAT,2007,4.7
Qatar,QAT,2008,5
Qatar,QAT,2009,4.5
Qatar,QAT,2010,4.7
Qatar,QAT,2011,5
Qatar,QAT,2012,5.3
Qatar,QAT,2013,5.6
Qatar,QAT,2014,5.9
Romania,ROU,2006,4.8
Romania,ROU,2007,4.8
Romania,ROU,2008,4.8
Romania,ROU,2009,4.5
Romania,ROU,2010,4.3
Romania,ROU,2011,4
Romania,ROU,2012,4.2
Romania,ROU,2013,3.9
Romania,ROU,2014,4.2
Russia,RUS,2006,9.1
Russia,RUS,2007,8.5
Russia,RUS,2008,8.7
Russia,RUS,2009,8.3
Russia,RUS,2010,8
Russia,RUS,2011,8.1
Russia,RUS,2012,8.1
Russia,RUS,2013,8.6
Russia,RUS,2014,8.7
Rwanda,RWA,2006,7.7
Rwanda,RWA,2007,7.4
Rwanda,RWA,2008,7.3
Rwanda,RWA,2009,7.3
Rwanda,RWA,2010,7.5
Rwanda,RWA,2011,8.2
Rwanda,RWA,2012,8
Rwanda,RWA,2013,7.7
Rwanda,RWA,2014,7.8
Samoa,WSM,2007,4.9
Samoa,WSM,2008,4.6
Samoa,WSM,2009,4.7
Samoa,WSM,2010,4.5
Samoa,WSM,2011,4.2
Samoa,WSM,2012,4.4
Samoa,WSM,2013,4.5
Samoa,WSM,2014,4.8
Sao Tome and Principe,STP,2007,5.3
Sao Tome and Principe,STP,2008,5.3
Sao Tome and Principe,STP,2009,5.3
Sao Tome and Principe,STP,2010,5.1
Sao Tome and Principe,STP,2011,4.9
Sao Tome and Principe,STP,2012,4.6
Sao Tome and Principe,STP,2013,4.3
Sao Tome and Principe,STP,2014,4.1
Saudi Arabia,SAU,2006,8.5
Saudi Arabia,SAU,2007,8.8
Saudi Arabia,SAU,2008,9.1
Saudi Arabia,SAU,2009,8.9
Saudi Arabia,SAU,2010,9.1
Saudi Arabia,SAU,2011,8.9
Saudi Arabia,SAU,2012,8.6
Saudi Arabia,SAU,2013,8.9
Saudi Arabia,SAU,2014,8.8
Senegal,SEN,2006,6
Senegal,SEN,2007,5.6
Senegal,SEN,2008,6
Senegal,SEN,2009,6
Senegal,SEN,2010,6
Senegal,SEN,2011,6.2
Senegal,SEN,2012,6.5
Senegal,SEN,2013,6.2
Senegal,SEN,2014,6.5
Serbia,SRB,2006,5.6
Serbia,SRB,2007,6.1
Serbia,SRB,2008,6.1
Serbia,SRB,2009,5.8
Serbia,SRB,2010,5.6
Serbia,SRB,2011,5.3
Serbia,SRB,2012,5.8
Serbia,SRB,2013,5.5
Serbia,SRB,2014,5.2
Seychelles,SYC,2007,6.7
Seychelles,SYC,2008,6.3
Seychelles,SYC,2009,5.9
Seychelles,SYC,2010,5.9
Seychelles,SYC,2011,5.8
Seychelles,SYC,2012,5.5
Seychelles,SYC,2013,5.2
Seychelles,SYC,2014,4.9
Sierra Leone,SLE,2006,7
Sierra Leone,SLE,2007,7
Sierra Leone,SLE,2008,7
Sierra Leone,SLE,2009,7
Sierra Leone,SLE,2010,6.8
Sierra Leone,SLE,2011,6.7
Sierra Leone,SLE,2012,6.4
Sierra Leone,SLE,2013,6.1
Sierra Leone,SLE,2014,5.9
Singapore,SGP,2006,3.5
Singapore,SGP,2007,4
Singapore,SGP,2008,4.3
Singapore,SGP,2009,4.3
Singapore,SGP,2010,4.4
Singapore,SGP,2011,4.7
Singapore,SGP,2012,5
Singapore,SGP,2013,4.9
Singapore,SGP,2014,4.9
Slovakia,SVK,2006,4.6
Slovakia,SVK,2007,3.9
Slovakia,SVK,2008,4.3
Slovakia,SVK,2009,4
Slovakia,SVK,2010,3.8
Slovakia,SVK,2011,3.6
Slovakia,SVK,2012,3.3
Slovakia,SVK,2013,3
Slovakia,SVK,2014,3
Slovenia,SVN,2006,3.7
Slovenia,SVN,2007,3.5
Slovenia,SVN,2008,3.5
Slovenia,SVN,2009,3.2
Slovenia,SVN,2010,3
Slovenia,SVN,2011,2.8
Slovenia,SVN,2012,2.8
Slovenia,SVN,2013,2.5
Slovenia,SVN,2014,2.3
Solomon Islands,SLB,2007,7.1
Solomon Islands,SLB,2008,7.1
Solomon Islands,SLB,2009,7
Solomon Islands,SLB,2010,6.8
Solomon Islands,SLB,2011,6.5
Solomon Islands,SLB,2012,6.2
Solomon Islands,SLB,2013,5.9
Solomon Islands,SLB,2014,6
Somalia,SOM,2006,9.5
Somalia,SOM,2007,9.7
Somalia,SOM,2008,9.9
Somalia,SOM,2009,9.9
Somalia,SOM,2010,9.9
Somalia,SOM,2011,9.7
Somalia,SOM,2012,9.9
Somalia,SOM,2013,10
Somalia,SOM,2014,9.8
South Africa,ZAF,2006,4
South Africa,ZAF,2007,4.1
South Africa,ZAF,2008,4.2
South Africa,ZAF,2009,4.5
South Africa,ZAF,2010,4.7
South Africa,ZAF,2011,4.6
South Africa,ZAF,2012,4.5
South Africa,ZAF,2013,4.2
South Africa,ZAF,2014,4.3
South Korea,KOR,2006,2.8
South Korea,KOR,2007,2.7
South Korea,KOR,2008,2.7
South Korea,KOR,2009,2.7
South Korea,KOR,2010,2.8
South Korea,KOR,2011,2.6
South Korea,KOR,2012,2.8
South Korea,KOR,2013,2.6
South Korea,KOR,2014,2.9
South Sudan,SSD,2012,9.2
South Sudan,SSD,2013,9.3
South Sudan,SSD,2014,9.9
Spain,ESP,2006,2.9
Spain,ESP,2007,2.8
Spain,ESP,2008,2.8
Spain,ESP,2009,2.7
Spain,ESP,2010,2.5
Spain,ESP,2011,2.6
Spain,ESP,2012,2.5
Spain,ESP,2013,2.2
Spain,ESP,2014,2.2
Sri Lanka,LKA,2006,7.2
Sri Lanka,LKA,2007,7.5
Sri Lanka,LKA,2008,8
Sri Lanka,LKA,2009,8.5
Sri Lanka,LKA,2010,8.8
Sri Lanka,LKA,2011,8.6
Sri Lanka,LKA,2012,8.7
Sri Lanka,LKA,2013,9
Sri Lanka,LKA,2014,9.1
Sudan,SDN,2006,9.8
Sudan,SDN,2007,10
Sudan,SDN,2008,9.9
Sudan,SDN,2009,9.8
Sudan,SDN,2010,9.9
Sudan,SDN,2011,9.7
Sudan,SDN,2012,9.4
Sudan,SDN,2013,9.3
Sudan,SDN,2014,9.3
Suriname,SUR,2007,5.7
Suriname,SUR,2008,6
Suriname,SUR,2009,6
Suriname,SUR,2010,5.8
Suriname,SUR,2011,5.6
Suriname,SUR,2012,5.3
Suriname,SUR,2013,5.4
Suriname,SUR,2014,5.2
Swaziland,SWZ,2007,7.5
Swaziland,SWZ,2008,7.5
Swaziland,SWZ,2009,7.5
Swaziland,SWZ,2010,7.7
Swaziland,SWZ,2011,8.2
Swaziland,SWZ,2012,8.3
Swaziland,SWZ,2013,8.3
Swaziland,SWZ,2014,8
Sweden,SWE,2006,1.5
Sweden,SWE,2007,1.4
Sweden,SWE,2008,1.4
Sweden,SWE,2009,1.6
Sweden,SWE,2010,1.8
Sweden,SWE,2011,1.6
Sweden,SWE,2012,1.6
Sweden,SWE,2013,1.3
Sweden,SWE,2014,1.3
Switzerland,CHE,2006,1.5
Switzerland,CHE,2007,1.7
Switzerland,CHE,2008,1.7
Switzerland,CHE,2009,1.7
Switzerland,CHE,2010,2.2
Switzerland,CHE,2011,2
Switzerland,CHE,2012,2
Switzerland,CHE,2013,1.7
Switzerland,CHE,2014,1.7
Syria,SYR,2006,9
Syria,SYR,2007,8.5
Syria,SYR,2008,8.8
Syria,SYR,2009,8.6
Syria,SYR,2010,8.8
Syria,SYR,2011,8.6
Syria,SYR,2012,9.4
Syria,SYR,2013,9.5
Syria,SYR,2014,9.9
Tajikistan,TJK,2006,8.6
Tajikistan,TJK,2007,8.6
Tajikistan,TJK,2008,8.8
Tajikistan,TJK,2009,8.6
Tajikistan,TJK,2010,8.7
Tajikistan,TJK,2011,8.5
Tajikistan,TJK,2012,8.5
Tajikistan,TJK,2013,8.2
Tajikistan,TJK,2014,7.9
Tanzania,TZA,2006,6
Tanzania,TZA,2007,6
Tanzania,TZA,2008,5.8
Tanzania,TZA,2009,5.8
Tanzania,TZA,2010,5.9
Tanzania,TZA,2011,6.2
Tanzania,TZA,2012,6.5
Tanzania,TZA,2013,6.2
Tanzania,TZA,2014,6.3
Thailand,THA,2006,6.5
Thailand,THA,2007,6.3
Thailand,THA,2008,6.2
Thailand,THA,2009,6.9
Thailand,THA,2010,7
Thailand,THA,2011,7.3
Thailand,THA,2012,7.2
Thailand,THA,2013,7.3
Thailand,THA,2014,7.4
Timor,TLS,2007,6.9
Timor,TLS,2008,6.9
Timor,TLS,2009,7
Timor,TLS,2010,7
Timor,TLS,2011,6.8
Timor,TLS,2012,6.3
Timor,TLS,2013,6
Timor,TLS,2014,5.7
Togo,TGO,2006,8.1
Togo,TGO,2007,7.8
Togo,TGO,2008,7.9
Togo,TGO,2009,7.6
Togo,TGO,2010,7.7
Togo,TGO,2011,7.7
Togo,TGO,2012,7.4
Togo,TGO,2013,7.8
Togo,TGO,2014,7.5
Trinidad and Tobago,TTO,2007,5.4
Trinidad and Tobago,TTO,2008,5.4
Trinidad and Tobago,TTO,2009,5.6
Trinidad and Tobago,TTO,2010,5.4
Trinidad and Tobago,TTO,2011,5.1
Trinidad and Tobago,TTO,2012,5.5
Trinidad and Tobago,TTO,2013,5.2
Trinidad and Tobago,TTO,2014,4.9
Tunisia,TUN,2006,7.5
Tunisia,TUN,2007,7.3
Tunisia,TUN,2008,7.3
Tunisia,TUN,2009,7.4
Tunisia,TUN,2010,7.5
Tunisia,TUN,2011,7.7
Tunisia,TUN,2012,8.3
Tunisia,TUN,2013,8.4
Tunisia,TUN,2014,8.1
Turkey,TUR,2006,5
Turkey,TUR,2007,5.1
Turkey,TUR,2008,5.5
Turkey,TUR,2009,6
Turkey,TUR,2010,5.5
Turkey,TUR,2011,5.2
Turkey,TUR,2012,5.3
Turkey,TUR,2013,5.5
Turkey,TUR,2014,5.9
Turkmenistan,TKM,2006,9.7
Turkmenistan,TKM,2007,9.6
Turkmenistan,TKM,2008,9.6
Turkmenistan,TKM,2009,8.9
Turkmenistan,TKM,2010,9
Turkmenistan,TKM,2011,8.7
Turkmenistan,TKM,2012,8.4
Turkmenistan,TKM,2013,8.7
Turkmenistan,TKM,2014,8.5
Uganda,UGA,2006,8
Uganda,UGA,2007,8.2
Uganda,UGA,2008,7.9
Uganda,UGA,2009,7.7
Uganda,UGA,2010,7.6
Uganda,UGA,2011,7.5
Uganda,UGA,2012,7.8
Uganda,UGA,2013,7.9
Uganda,UGA,2014,7.6
Ukraine,UKR,2006,5.9
Ukraine,UKR,2007,5.9
Ukraine,UKR,2008,5.9
Ukraine,UKR,2009,5.5
Ukraine,UKR,2010,5.3
Ukraine,UKR,2011,5.5
Ukraine,UKR,2012,5.4
Ukraine,UKR,2013,5.7
Ukraine,UKR,2014,6.1
United Arab Emirates,ARE,2007,6.1
United Arab Emirates,ARE,2008,5.9
United Arab Emirates,ARE,2009,5.8
United Arab Emirates,ARE,2010,5.9
United Arab Emirates,ARE,2011,5.7
United Arab Emirates,ARE,2012,5.9
United Arab Emirates,ARE,2013,6.4
United Arab Emirates,ARE,2014,6.5
United Kingdom,GBR,2006,2
United Kingdom,GBR,2007,2.6
United Kingdom,GBR,2008,2.6
United Kingdom,GBR,2009,2.3
United Kingdom,GBR,2010,2.3
United Kingdom,GBR,2011,2
United Kingdom,GBR,2012,2.1
United Kingdom,GBR,2013,1.8
United Kingdom,GBR,2014,2.1
United States,USA,2006,5
United States,USA,2007,4.6
United States,USA,2008,4.2
United States,USA,2009,4
United States,USA,2010,3.7
United States,USA,2011,3.3
United States,USA,2012,3.5
United States,USA,2013,3.2
United States,USA,2014,3.5
Uruguay,URY,2006,2.5
Uruguay,URY,2007,2.5
Uruguay,URY,2008,2.5
Uruguay,URY,2009,2.5
Uruguay,URY,2010,2.5
Uruguay,URY,2011,2.5
Uruguay,URY,2012,2.6
Uruguay,URY,2013,2.3
Uruguay,URY,2014,2.2
Uzbekistan,UZB,2006,9.3
Uzbekistan,UZB,2007,9
Uzbekistan,UZB,2008,9.2
Uzbekistan,UZB,2009,9.2
Uzbekistan,UZB,2010,9.3
Uzbekistan,UZB,2011,9
Uzbekistan,UZB,2012,9.1
Uzbekistan,UZB,2013,9.2
Uzbekistan,UZB,2014,9.3
Venezuela,VEN,2006,7.8
Venezuela,VEN,2007,7.9
Venezuela,VEN,2008,7.4
Venezuela,VEN,2009,7.3
Venezuela,VEN,2010,7.2
Venezuela,VEN,2011,7.4
Venezuela,VEN,2012,7.7
Venezuela,VEN,2013,7.7
Venezuela,VEN,2014,7.8
Vietnam,VNM,2006,7
Vietnam,VNM,2007,6.9
Vietnam,VNM,2008,7
Vietnam,VNM,2009,7.2
Vietnam,VNM,2010,7.3
Vietnam,VNM,2011,7.7
Vietnam,VNM,2012,7.4
Vietnam,VNM,2013,7.5
Vietnam,VNM,2014,7.6
Yemen,YEM,2006,7.2
Yemen,YEM,2007,7.2
Yemen,YEM,2008,7.5
Yemen,YEM,2009,7.7
Yemen,YEM,2010,8
Yemen,YEM,2011,7.7
Yemen,YEM,2012,8.4
Yemen,YEM,2013,8.7
Yemen,YEM,2014,9
Zambia,ZMB,2006,5.8
Zambia,ZMB,2007,5.8
Zambia,ZMB,2008,5.8
Zambia,ZMB,2009,5.6
Zambia,ZMB,2010,5.9
Zambia,ZMB,2011,6.1
Zambia,ZMB,2012,6.4
Zambia,ZMB,2013,6.7
Zambia,ZMB,2014,6.8
Zimbabwe,ZWE,2006,9.5
Zimbabwe,ZWE,2007,9.7
Zimbabwe,ZWE,2008,9.8
Zimbabwe,ZWE,2009,9.9
Zimbabwe,ZWE,2010,9.5
Zimbabwe,ZWE,2011,9.2
Zimbabwe,ZWE,2012,8.9
Zimbabwe,ZWE,2013,8.9
Zimbabwe,ZWE,2014,8.6
