Entity,Code,Year,Oil Consumption (terawatt-hours)
Egypt,EGY,1998,323.4117827777778
Egypt,EGY,1999,329.764146111111
Egypt,EGY,2000,323.2187036111115
Egypt,EGY,2001,310.64648222222235
Egypt,EGY,2002,301.1630177777778
Egypt,EGY,2003,309.4259997222228
Egypt,EGY,2004,319.8718241666669
Egypt,EGY,2005,354.9231728518977
Egypt,EGY,2006,342.2420649706451
Egypt,EGY,2007,365.01349622760625
Egypt,EGY,2008,390.4842553692966
Egypt,EGY,2009,411.4835385252696
Egypt,EGY,2010,434.75570967832124
Egypt,EGY,2011,405.1143513863126
Egypt,EGY,2012,424.01705858869946
Egypt,EGY,2013,428.6472283188313
Egypt,EGY,2014,459.36951998515696
Egypt,EGY,2015,477.5594266100293
Egypt,EGY,2016,490.1736189938798
Egypt,EGY,2017,456.2534986095898
Egypt,EGY,2018,426.9773226465915
Estonia,EST,1985,40.4460751807367
Estonia,EST,1986,40.010977884496945
Estonia,EST,1987,40.409794949272865
Estonia,EST,1988,40.7583030003729
Estonia,EST,1989,42.034189141210234
Estonia,EST,1990,41.403462120395226
Estonia,EST,1991,36.40866004271068
Estonia,EST,1992,19.742742222222248
Estonia,EST,1993,21.10992861111106
Estonia,EST,1994,19.55360888888883
Estonia,EST,1995,15.466638055555533
Estonia,EST,1996,16.5211180555556
Estonia,EST,1997,16.39904138888889
Estonia,EST,1998,16.330447500000002
Estonia,EST,1999,14.802746388888844
Estonia,EST,2000,13.555092499999972
Estonia,EST,2001,15.27234111111113
Estonia,EST,2002,16.747565555555603
Estonia,EST,2003,16.178899722222177
Estonia,EST,2004,16.588952222222236
Estonia,EST,2005,16.74028694444441
Estonia,EST,2006,17.50525416666672
Estonia,EST,2007,18.70777388888884
Estonia,EST,2008,17.852762777777723
Estonia,EST,2009,15.96284898669461
Estonia,EST,2010,16.67323526070063
Estonia,EST,2011,16.08742234978568
Estonia,EST,2012,18.929783197241374
Estonia,EST,2013,18.658322744469075
Estonia,EST,2014,17.418281666127285
Estonia,EST,2015,17.26822424089859
Estonia,EST,2016,16.899137052723546
Estonia,EST,2017,17.581908630079887
Estonia,EST,2018,17.474835326087902
Europe,,1965,4980.569122350916
Europe,,1966,5467.011833898122
Europe,,1967,5934.497411938561
Europe,,1968,6525.928094181238
Europe,,1969,7267.227103715108
Europe,,1970,8055.973115181132
Europe,,1971,8453.693153559276
Europe,,1972,9047.596611420298
Europe,,1973,9694.992730807382
Europe,,1974,9126.409770891394
Europe,,1975,8810.393466431991
Europe,,1976,9410.929207169745
Europe,,1977,9328.600508385784
Europe,,1978,9800.723872124387
Europe,,1979,10024.282760953767
Europe,,1980,9348.721012403277
Europe,,1981,8711.056816063783
Europe,,1982,8287.650130792852
Europe,,1983,8057.640267596433
Europe,,1984,8105.1079545887405
Europe,,1985,9066.216665141403
Europe,,1986,9345.302949517218
Europe,,1987,9388.736354375207
Europe,,1988,9435.363980501379
Europe,,1989,9402.841500145942
Europe,,1990,9560.959746060551
Europe,,1991,9428.005350633564
Europe,,1992,9265.373133945954
Europe,,1993,8991.482609050288
Europe,,1994,8942.673662654215
Europe,,1995,9091.59775533031
Europe,,1996,9257.276942362949
Europe,,1997,9292.738238039989
Europe,,1998,9512.308391122368
Europe,,1999,9412.412404968709
Europe,,2000,9306.206361189112
Europe,,2001,9458.739580051842
Europe,,2002,9422.41015201874
Europe,,2003,9480.55848156687
Europe,,2004,9579.517890513049
Europe,,2005,9653.783436928588
Europe,,2006,9714.209716788666
Europe,,2007,9551.226660032627
Europe,,2008,9502.896795130504
Europe,,2009,9069.3648273004
Europe,,2010,8972.610383246309
Europe,,2011,8728.939992668958
Europe,,2012,8454.561812358848
Europe,,2013,8289.958350891522
Europe,,2014,8138.0721105392795
Europe,,2015,8323.312154716778
Europe,,2016,8528.627321254216
Europe,,2017,8677.875012715147
Europe,,2018,8629.146913604905
Europe (other),,1965,48.67923027049978
Europe (other),,1966,57.249216322201164
Europe (other),,1967,69.94512018657116
Europe (other),,1968,81.25326804197348
Europe (other),,1969,87.23652322689453
Europe (other),,1970,103.91122330169308
Europe (other),,1971,131.5770037016665
Europe (other),,1972,136.72338309500046
Europe (other),,1973,149.050570543889
Europe (other),,1974,167.1700243816663
Europe (other),,1975,164.24592933055516
Europe (other),,1976,174.84211316833324
Europe (other),,1977,190.39806317833387
Europe (other),,1978,208.39676366361132
Europe (other),,1979,223.42971110916704
Europe (other),,1980,205.0948787502783
Europe (other),,1981,189.02564323388833
Europe (other),,1982,193.52395344666692
Europe (other),,1983,206.1982164808339
Europe (other),,1984,194.0411760291663
Europe (other),,1985,270.47839641896974
Europe (other),,1986,282.9659303401244
Europe (other),,1987,283.8761891961651
Europe (other),,1988,304.44565179617456
Europe (other),,1989,291.8202899676905
Europe (other),,1990,198.70152901887923
Europe (other),,1991,153.6328726287116
Europe (other),,1992,118.1809687963428
Europe (other),,1993,104.32756899181118
Europe (other),,1994,97.09473221775067
Europe (other),,1995,93.77526820331076
Europe (other),,1996,109.40446399253011
Europe (other),,1997,120.21360413178904
Europe (other),,1998,114.48628924200989
Europe (other),,1999,103.03056417615046
Europe (other),,2000,113.01855661097426
Europe (other),,2001,131.90090227053275
Europe (other),,2002,141.41229509108726
Europe (other),,2003,155.43075410951982
Europe (other),,2004,167.11262912111937
Europe (other),,2005,174.00564251641964
Europe (other),,2006,178.18796484458028
Europe (other),,2007,187.0932762743575
Europe (other),,2008,187.43494498055537
Europe (other),,2009,187.53462383249993
Europe (other),,2010,190.0864607926707
Europe (other),,2011,190.47378983954147
Europe (other),,2012,179.7055716244309
Europe (other),,2013,176.2730087749758
Europe (other),,2014,176.41969193782137
Europe (other),,2015,182.50326170284524
Europe (other),,2016,195.81768544948903
Europe (other),,2017,201.3538122889191
Europe (other),,2018,196.61815792713577
Finland,FIN,1965,67.48548250000003
Finland,FIN,1966,81.8646666666667
Finland,FIN,1967,85.77259500000004
Finland,FIN,1968,97.22670527777785
Finland,FIN,1969,112.92220888888887
Finland,FIN,1970,126.97794055555515
Finland,FIN,1971,131.41890055555555
Finland,FIN,1972,139.8599269444446
Finland,FIN,1973,156.46224944444475
Finland,FIN,1974,136.3468738888889
Finland,FIN,1975,140.98915111111083
Finland,FIN,1976,151.26391138888945
Finland,FIN,1977,148.2377452777777
Finland,FIN,1978,149.111654166667
Finland,FIN,1979,157.88282694444493
Finland,FIN,1980,152.02914416666664
Finland,FIN,1981,145.41859472222268
Finland,FIN,1982,134.6000769444447
Finland,FIN,1983,125.00576305555614
Finland,FIN,1984,126.7537883333338
Finland,FIN,1985,128.06352277777813
Finland,FIN,1986,134.10484972222204
Finland,FIN,1987,133.54774888888863
Finland,FIN,1988,131.87692999999948
Finland,FIN,1989,131.68347083333387
Finland,FIN,1990,135.84668473631208
Finland,FIN,1991,134.19593934880638
Finland,FIN,1992,132.2271657022384
Finland,FIN,1993,127.15900482905312
Finland,FIN,1994,131.8735677922796
Finland,FIN,1995,120.50711679664316
Finland,FIN,1996,125.1574399826954
Finland,FIN,1997,123.55430524420724
Finland,FIN,1998,129.51126982150325
Finland,FIN,1999,130.51209111641208
Finland,FIN,2000,130.75919197169628
Finland,FIN,2001,128.34319927632868
Finland,FIN,2002,132.9641345691028
Finland,FIN,2003,137.7428596107796
Finland,FIN,2004,128.5026259840495
Finland,FIN,2005,132.92493445779567
Finland,FIN,2006,128.34760199079793
Finland,FIN,2007,129.77822474977512
Finland,FIN,2008,127.69773183498468
Finland,FIN,2009,120.5561766797317
Finland,FIN,2010,126.27071095925885
Finland,FIN,2011,120.25463264436081
Finland,FIN,2012,115.12831263068506
Finland,FIN,2013,120.86430252190647
Finland,FIN,2014,116.83616321938769
Finland,FIN,2015,116.35635717367494
Finland,FIN,2016,122.08622687176668
Finland,FIN,2017,119.32470174512329
Finland,FIN,2018,124.99815565106978
France,FRA,1965,637.3014361111112
France,FRA,1966,683.1230219444438
France,FRA,1967,784.789971944445
France,FRA,1968,850.4316438888886
France,FRA,1969,982.6675144444444
France,FRA,1970,1116.3308747222227
France,FRA,1971,1216.7485894444476
France,FRA,1972,1350.9571566666702
France,FRA,1973,1506.025592500005
France,FRA,1974,1430.9877061111167
France,FRA,1975,1307.8750966666637
France,FRA,1976,1414.7838580555515
France,FRA,1977,1358.818385555561
France,FRA,1978,1416.0525633333332
France,FRA,1979,1408.6420350000003
France,FRA,1980,1309.0136288888843
France,FRA,1981,1181.737178333334
France,FRA,1982,1094.3962899999997
France,FRA,1983,1068.1714680555556
France,FRA,1984,1029.9058158333337
France,FRA,1985,1012.8424961111114
France,FRA,1986,1033.2645847222223
France,FRA,1987,1040.2767616666674
France,FRA,1988,1034.020280277778
France,FRA,1989,1061.6738875000008
France,FRA,1990,1077.647713333334
France,FRA,1991,1141.2319022222223
France,FRA,1992,1139.5837605555555
France,FRA,1993,1098.7786722222222
France,FRA,1994,1063.461510555555
France,FRA,1995,1072.8750599999994
France,FRA,1996,1096.3549986111107
France,FRA,1997,1105.4267772222217
France,FRA,1998,1144.9098222222221
France,FRA,1999,1161.091537222222
France,FRA,2000,1143.598374166667
France,FRA,2001,1149.2175030555563
France,FRA,2002,1117.859845555556
France,FRA,2003,1119.3787722222223
France,FRA,2004,1129.710749
France,FRA,2005,1117.5811280555556
France,FRA,2006,1116.2863157222218
France,FRA,2007,1098.6468366666675
France,FRA,2008,1090.5526731111113
France,FRA,2009,1050.3898641666665
France,FRA,2010,1014.8605189166663
France,FRA,2011,993.718425988864
France,FRA,2012,964.7174420651064
France,FRA,2013,953.1233522432963
France,FRA,2014,925.5694115355548
France,FRA,2015,921.6351189015718
France,FRA,2016,915.4654042880587
France,FRA,2017,919.4194589700062
France,FRA,2018,917.2047412120061
Germany,DEU,1965,1020.5697775000007
Germany,DEU,1966,1141.8321536111114
Germany,DEU,1967,1187.42161944444
Germany,DEU,1968,1331.1227330555562
Germany,DEU,1969,1496.9417344444466
Germany,DEU,1970,1644.070336944439
Germany,DEU,1971,1712.5317650000054
Germany,DEU,1972,1807.8164297222206
Germany,DEU,1973,1927.148006111114
Germany,DEU,1974,1748.5242405555543
Germany,DEU,1975,1698.3300647222288
Germany,DEU,1976,1834.9529783333348
Germany,DEU,1977,1812.3655222222274
Germany,DEU,1978,1890.2781072222185
Germany,DEU,1979,1949.9529905555537
Germany,DEU,1980,1764.3438327777733
Germany,DEU,1981,1601.3844027777736
Germany,DEU,1982,1513.8575741666684
Germany,DEU,1983,1482.4480972222211
Germany,DEU,1984,1477.5570008333375
Germany,DEU,1985,1522.741266666667
Germany,DEU,1986,1604.2206786111146
Germany,DEU,1987,1562.007814722228
Germany,DEU,1988,1562.9131072222265
Germany,DEU,1989,1468.382992777781
Germany,DEU,1990,1537.2931955555505
Germany,DEU,1991,1607.614636666667
Germany,DEU,1992,1621.7153419444408
Germany,DEU,1993,1646.9330550000002
Germany,DEU,1994,1632.3099783333328
Germany,DEU,1995,1631.550995833337
Germany,DEU,1996,1659.5400255555521
Germany,DEU,1997,1650.00996083333
Germany,DEU,1998,1651.92016472222
Germany,DEU,1999,1602.6735466666687
Germany,DEU,2000,1573.4470877777776
Germany,DEU,2001,1595.1806905555611
Germany,DEU,2002,1544.4068825000027
Germany,DEU,2003,1517.2124505555541
Germany,DEU,2004,1503.3874455555504
Germany,DEU,2005,1484.316897222218
Germany,DEU,2006,1496.4147211111072
Germany,DEU,2007,1363.5368061111094
Germany,DEU,2008,1438.5288963888902
Germany,DEU,2009,1380.095185555561
Germany,DEU,2010,1389.6656586111137
Germany,DEU,2011,1346.6254072222216
Germany,DEU,2012,1340.9022605555554
Germany,DEU,2013,1366.07225555555
Germany,DEU,2014,1331.6581255555602
Germany,DEU,2015,1327.8091799999972
Germany,DEU,2016,1354.6527558333278
Germany,DEU,2017,1383.9137971415505
Germany,DEU,2018,1316.4479340131645
Greece,GRC,1965,52.273227777777805
Greece,GRC,1966,57.0765844444445
Greece,GRC,1967,67.1128322222222
Greece,GRC,1968,68.69305527777777
Greece,GRC,1969,73.09414527777777
Greece,GRC,1970,79.16741444444449
Greece,GRC,1971,87.45739000000006
Greece,GRC,1972,101.31321805555552
Greece,GRC,1973,117.9202083333333
Greece,GRC,1974,110.66204749999993
Greece,GRC,1975,117.2480561111106
Greece,GRC,1976,124.7923958333331
Greece,GRC,1977,127.14097694444465
Greece,GRC,1978,138.4366850000005
Greece,GRC,1979,146.42545805555503
Greece,GRC,1980,144.9727891666665
Greece,GRC,1981,140.84198333333285
Greece,GRC,1982,141.5107966666672
Greece,GRC,1983,135.7977666666663
Greece,GRC,1984,139.16303472222216
Greece,GRC,1985,141.4815824999996
Greece,GRC,1986,143.582028333333
Greece,GRC,1987,155.96171222222202
Greece,GRC,1988,161.07316611111168
Greece,GRC,1989,177.45235972222247
Greece,GRC,1990,191.1561743100525
Greece,GRC,1991,193.3118840508781
Greece,GRC,1992,196.36755359802228
Greece,GRC,1993,201.13039442320115
Greece,GRC,1994,205.89291245570757
Greece,GRC,1995,214.78227684682162
Greece,GRC,1996,223.665329925512
Greece,GRC,1997,225.50682011781518
Greece,GRC,1998,236.1918847060561
Greece,GRC,1999,230.38083804512908
Greece,GRC,2000,240.65535559348237
Greece,GRC,2001,244.45160140949721
Greece,GRC,2002,246.9547006250167
Greece,GRC,2003,256.95350005718615
Greece,GRC,2004,252.6685261304898
Greece,GRC,2005,254.99802034965467
Greece,GRC,2006,269.01656793617195
Greece,GRC,2007,271.9386052571525
Greece,GRC,2008,258.2226505740021
Greece,GRC,2009,243.97305597751225
Greece,GRC,2010,222.04799492751275
Greece,GRC,2011,209.67502959032677
Greece,GRC,2012,185.62882442139505
Greece,GRC,2013,174.83022986555395
Greece,GRC,2014,173.24721555010527
Greece,GRC,2015,179.13160393453762
Greece,GRC,2016,179.62649614300236
Greece,GRC,2017,185.72586016339102
Greece,GRC,2018,185.5039981956006
Hong Kong,HKG,1965,24.871521922550055
Hong Kong,HKG,1966,27.2930419887778
Hong Kong,HKG,1967,32.70425394221747
Hong Kong,HKG,1968,35.71865939303167
Hong Kong,HKG,1969,42.38125978177607
Hong Kong,HKG,1970,45.737445623598376
Hong Kong,HKG,1971,48.24564750000002
Hong Kong,HKG,1972,55.00289916666667
Hong Kong,HKG,1973,57.120668611111086
Hong Kong,HKG,1974,58.476113055555615
Hong Kong,HKG,1975,55.0573133333334
Hong Kong,HKG,1976,64.99793388888885
Hong Kong,HKG,1977,70.2023905555555
Hong Kong,HKG,1978,72.9587036111111
Hong Kong,HKG,1979,74.71643916666666
Hong Kong,HKG,1980,76.37256444444448
Hong Kong,HKG,1981,81.00213861111118
Hong Kong,HKG,1982,78.94144888888887
Hong Kong,HKG,1983,70.29673000000004
Hong Kong,HKG,1984,65.15005305555562
Hong Kong,HKG,1985,61.26113777777775
Hong Kong,HKG,1986,59.87338638888884
Hong Kong,HKG,1987,58.730120277777836
Hong Kong,HKG,1988,67.36971166666673
Hong Kong,HKG,1989,71.84667777777774
Hong Kong,HKG,1990,75.48578305555556
Hong Kong,HKG,1991,75.47003472222222
Hong Kong,HKG,1992,96.86925805555553
Hong Kong,HKG,1993,100.89405500000001
Hong Kong,HKG,1994,107.65178527777779
Hong Kong,HKG,1995,115.22543277777774
Hong Kong,HKG,1996,112.90665194444446
Hong Kong,HKG,1997,111.75032500000005
Hong Kong,HKG,1998,107.21989944444441
Hong Kong,HKG,1999,114.08350638888892
Hong Kong,HKG,2000,118.88865361111132
Hong Kong,HKG,2001,141.33519249999992
Hong Kong,HKG,2002,154.46638166666668
Hong Kong,HKG,2003,155.4425797222226
Hong Kong,HKG,2004,183.0595669444444
Hong Kong,HKG,2005,165.10949361111167
Hong Kong,HKG,2006,178.45948970050154
Hong Kong,HKG,2007,191.26966865896455
Hong Kong,HKG,2008,173.34848906874862
Hong Kong,HKG,2009,196.68486762447026
Hong Kong,HKG,2010,212.68409824012255
Hong Kong,HKG,2011,214.44475670331784
Hong Kong,HKG,2012,205.1974762610811
Hong Kong,HKG,2013,209.73690990118627
Hong Kong,HKG,2014,198.83833420128622
Hong Kong,HKG,2015,217.95183733168594
Hong Kong,HKG,2016,225.72520017409292
Hong Kong,HKG,2017,254.74299276055586
Hong Kong,HKG,2018,257.98418605995397
Hungary,HUN,1965,44.273091666666616
Hungary,HUN,1966,48.626213888888856
Hungary,HUN,1967,51.44969444444444
Hungary,HUN,1968,53.92054444444447
Hungary,HUN,1969,60.31394166666673
Hungary,HUN,1970,70.05363888888884
Hungary,HUN,1971,78.92729027777777
Hungary,HUN,1972,85.99338361111114
Hungary,HUN,1973,96.75220500000005
Hungary,HUN,1974,105.92199694444446
Hungary,HUN,1975,119.4914891666667
Hungary,HUN,1976,125.17622972222239
Hungary,HUN,1977,133.091025277778
Hungary,HUN,1978,147.21310888888857
Hungary,HUN,1979,138.70980416666697
Hungary,HUN,1980,134.84071277777738
Hungary,HUN,1981,128.84253972222277
Hungary,HUN,1982,122.05012777777823
Hungary,HUN,1983,115.73054111111112
Hungary,HUN,1984,121.19100444444487
Hungary,HUN,1985,123.43375777777763
Hungary,HUN,1986,114.00162000000005
Hungary,HUN,1987,119.51186555555545
Hungary,HUN,1988,110.64611277777776
Hungary,HUN,1989,107.24679861111119
Hungary,HUN,1990,111.45574666666673
Hungary,HUN,1991,95.99856138888893
Hungary,HUN,1992,96.9608030555556
Hungary,HUN,1993,92.4464161111111
Hungary,HUN,1994,97.29032527777774
Hungary,HUN,1995,91.50258111111108
Hungary,HUN,1996,84.83508555555558
Hungary,HUN,1997,85.45739083333338
Hungary,HUN,1998,89.19079805555555
Hungary,HUN,1999,85.8526777777778
Hungary,HUN,2000,82.47984944444451
Hungary,HUN,2001,80.84054027777776
Hungary,HUN,2002,77.73888527777783
Hungary,HUN,2003,74.21179222222217
Hungary,HUN,2004,76.60020305555555
Hungary,HUN,2005,88.79252138888889
Hungary,HUN,2006,93.84411944444447
Hungary,HUN,2007,93.82130583333338
Hungary,HUN,2008,91.11672361111108
Hungary,HUN,2009,85.98597833333336
Hungary,HUN,2010,81.53111111111113
Hungary,HUN,2011,85.4549120460665
Hungary,HUN,2012,78.89891059264994
Hungary,HUN,2013,77.66455444222218
Hungary,HUN,2014,86.85179923408225
Hungary,HUN,2015,91.76711606760433
Hungary,HUN,2016,91.14658098998568
Hungary,HUN,2017,96.79550145649605
Hungary,HUN,2018,102.92083850913836
Iceland,ISL,1965,5.612465833333333
Iceland,ISL,1966,6.05115916666667
Iceland,ISL,1967,5.871542500000004
Iceland,ISL,1968,6.269313055555558
Iceland,ISL,1969,5.749500000000005
Iceland,ISL,1970,5.875635000000001
Iceland,ISL,1971,6.39969972222222
Iceland,ISL,1972,6.85692555555556
Iceland,ISL,1973,7.939724722222227
Iceland,ISL,1974,7.41002666666667
Iceland,ISL,1975,6.960410277777782
Iceland,ISL,1976,6.993077500000007
Iceland,ISL,1977,7.313648333333336
Iceland,ISL,1978,7.706604444444442
Iceland,ISL,1979,7.482763055555563
Iceland,ISL,1980,6.96215111111111
Iceland,ISL,1981,6.795263611111106
Iceland,ISL,1982,6.210005555555554
Iceland,ISL,1983,6.033722777777775
Iceland,ISL,1984,6.295869444444449
Iceland,ISL,1985,6.274548055555555
Iceland,ISL,1986,6.364769722222226
Iceland,ISL,1987,6.8829938888888895
Iceland,ISL,1988,7.195405277777779
Iceland,ISL,1989,7.6968536111111145
Iceland,ISL,1990,7.847220555555556
Iceland,ISL,1991,7.368016944444446
Iceland,ISL,1992,7.940361111111112
Iceland,ISL,1993,8.238461111111109
Iceland,ISL,1994,8.346259166666673
Iceland,ISL,1995,8.39683305555556
Iceland,ISL,1996,9.381994166666665
Iceland,ISL,1997,9.20710555555556
Iceland,ISL,1998,9.43303361111111
Iceland,ISL,1999,9.417008888888892
Iceland,ISL,2000,9.59854361111111
Iceland,ISL,2001,9.007859166666668
Iceland,ISL,2002,9.37029555555555
Iceland,ISL,2003,9.380935
Iceland,ISL,2004,9.80374416666667
Iceland,ISL,2005,9.932002222222227
Iceland,ISL,2006,10.433195555555557
Iceland,ISL,2007,10.289303055555555
Iceland,ISL,2008,9.531573333333334
Iceland,ISL,2009,8.83717972222222
Iceland,ISL,2010,8.464626944444444
Iceland,ISL,2011,8.335154166666666
Iceland,ISL,2012,8.236088055555562
Iceland,ISL,2013,8.635594166666673
Iceland,ISL,2014,9.019839166666666
Iceland,ISL,2015,10.015455277777777
Iceland,ISL,2016,11.029447500000005
Iceland,ISL,2017,11.723636637011383
Iceland,ISL,2018,11.834148779868542
India,IND,1965,146.9951324999997
India,IND,1966,164.1496816666668
India,IND,1967,169.36022805555567
India,IND,1968,189.77089555555514
India,IND,1969,227.9288338888895
India,IND,1970,226.89144722222267
India,IND,1971,243.33246333333312
India,IND,1972,262.38325722222174
India,IND,1973,276.959075555556
India,IND,1974,271.5429611111112
India,IND,1975,278.09283444444395
India,IND,1976,293.258693333333
India,IND,1977,315.04403555555564
India,IND,1978,342.3745161111109
India,IND,1979,369.4727558333336
India,IND,1980,376.81617666666705
India,IND,1981,405.6552841666667
India,IND,1982,422.6563377777782
India,IND,1983,444.3529449999998
India,IND,1984,477.06703111111113
India,IND,1985,517.6357952777778
India,IND,1986,544.2594613888891
India,IND,1987,561.7667794444449
India,IND,1988,616.5007922222227
India,IND,1989,667.7726452777775
India,IND,1990,693.5367725000003
India,IND,1991,704.7974802777771
India,IND,1992,741.8263458333334
India,IND,1993,749.6276961111116
India,IND,1994,805.0694341666668
India,IND,1995,897.8388180555554
India,IND,1996,969.2073005555558
India,IND,1997,1036.2604780555564
India,IND,1998,1109.9122672222213
India,IND,1999,1211.8406455683876
India,IND,2000,1274.814393257559
India,IND,2001,1281.7936898736637
India,IND,2002,1366.5138024749945
India,IND,2003,1402.2242688416643
India,IND,2004,1439.6556676231535
India,IND,2005,1466.1679873037003
India,IND,2006,1540.2913666101822
India,IND,2007,1655.8788220137951
India,IND,2008,1736.735271681051
India,IND,2009,1826.2030139348653
India,IND,2010,1867.5602384246336
India,IND,2011,1957.6871439791637
India,IND,2012,2073.326506692597
India,IND,2013,2088.0160255934234
India,IND,2014,2148.1366234415723
India,IND,2015,2324.089211478523
India,IND,2016,2552.615659925924
India,IND,2017,2641.2553352421533
India,IND,2018,2780.1625138967147
Indonesia,IDN,1965,72.5436222222222
Indonesia,IDN,1966,69.864465
Indonesia,IDN,1967,67.40279888888885
Indonesia,IDN,1968,71.29930527777779
Indonesia,IDN,1969,76.33408138888889
Indonesia,IDN,1970,80.99266666666672
Indonesia,IDN,1971,83.94382555555558
Indonesia,IDN,1972,90.78368888888889
Indonesia,IDN,1973,108.37455638888885
Indonesia,IDN,1974,113.21974416666664
Indonesia,IDN,1975,129.84836500000034
Indonesia,IDN,1976,139.89663833333327
Indonesia,IDN,1977,164.9578508333333
Indonesia,IDN,1978,182.05383138888837
Indonesia,IDN,1979,198.56891499999944
Indonesia,IDN,1980,222.19334833333346
Indonesia,IDN,1981,248.06021666666635
Indonesia,IDN,1982,257.8155927777781
Indonesia,IDN,1983,252.81423972222186
Indonesia,IDN,1984,266.21489194444445
Indonesia,IDN,1985,262.1506663888889
Indonesia,IDN,1986,285.3715152777781
Indonesia,IDN,1987,296.5624263888892
Indonesia,IDN,1988,311.84887527777767
Indonesia,IDN,1989,330.1969508333337
Indonesia,IDN,1990,379.0464602777781
Indonesia,IDN,1991,402.0943002777777
Indonesia,IDN,1992,433.75176527777785
Indonesia,IDN,1993,455.81121111111185
Indonesia,IDN,1994,467.89236499999936
Indonesia,IDN,1995,498.5575494444448
Indonesia,IDN,1996,531.2705316666663
Indonesia,IDN,1997,588.4046597222224
Indonesia,IDN,1998,560.8252625000002
Indonesia,IDN,1999,586.6898172222221
Indonesia,IDN,2000,659.2030714202676
Indonesia,IDN,2001,668.3748906007787
Indonesia,IDN,2002,692.7086225728872
Indonesia,IDN,2003,702.2328696112077
Indonesia,IDN,2004,748.3763458746788
Indonesia,IDN,2005,742.6014814166506
Indonesia,IDN,2006,706.5678493732636
Indonesia,IDN,2007,747.2836016045878
Indonesia,IDN,2008,728.0428121150865
Indonesia,IDN,2009,738.4029905383642
Indonesia,IDN,2010,786.4683293408783
Indonesia,IDN,2011,884.1899074996526
Indonesia,IDN,2012,912.3311251808785
Indonesia,IDN,2013,924.8912661113835
Indonesia,IDN,2014,938.1073914683085
Indonesia,IDN,2015,857.7213922259534
Indonesia,IDN,2016,889.0920148074904
Indonesia,IDN,2017,922.2549912252074
Indonesia,IDN,2018,970.0480123839217
Iran,IRN,1965,84.14723810638326
Iran,IRN,1966,91.95128222580504
Iran,IRN,1967,101.53355407103571
Iran,IRN,1968,111.863797712072
Iran,IRN,1969,122.02205007815999
Iran,IRN,1970,131.7187023211476
Iran,IRN,1971,144.23686164845415
Iran,IRN,1972,160.37158725679728
Iran,IRN,1973,192.39036568046393
Iran,IRN,1974,222.96231800008312
Iran,IRN,1975,261.0569139668504
Iran,IRN,1976,295.417738045514
Iran,IRN,1977,342.98882469023187
Iran,IRN,1978,344.1030100039545
Iran,IRN,1979,361.77300797982366
Iran,IRN,1980,332.941939128211
Iran,IRN,1981,330.68385063498107
Iran,IRN,1982,360.06735860463573
Iran,IRN,1983,438.08084356129365
Iran,IRN,1984,474.04455830825435
Iran,IRN,1985,521.0797297199734
Iran,IRN,1986,480.6861984102176
Iran,IRN,1987,501.62738128997194
Iran,IRN,1988,526.874432444883
Iran,IRN,1989,566.1148576158854
Iran,IRN,1990,586.427015260188
Iran,IRN,1991,622.6355911176444
Iran,IRN,1992,663.2997986012862
Iran,IRN,1993,719.783058751763
Iran,IRN,1994,748.0567097452414
Iran,IRN,1995,749.0852406311593
Iran,IRN,1996,780.6842486509793
Iran,IRN,1997,806.3522505114485
Iran,IRN,1998,777.2002051639003
Iran,IRN,1999,782.761724273207
Iran,IRN,2000,809.9088214586055
Iran,IRN,2001,817.1489070642955
Iran,IRN,2002,822.0719117730386
Iran,IRN,2003,831.958770742259
Iran,IRN,2004,856.94688950693
Iran,IRN,2005,943.4878982210373
Iran,IRN,2006,1028.7149474992073
Iran,IRN,2007,1053.5236553430907
Iran,IRN,2008,1101.4272077841133
Iran,IRN,2009,1091.6947916421814
Iran,IRN,2010,995.5799102232018
Iran,IRN,2011,1038.5631765656965
Iran,IRN,2012,1055.0193634060213
Iran,IRN,2013,1161.7061480247928
Iran,IRN,2014,1092.6049328276163
Iran,IRN,2015,995.28159510834
Iran,IRN,2016,951.2703144693618
Iran,IRN,2017,982.6916612289718
Iran,IRN,2018,1002.1402298313686
Iraq,IRQ,1965,15.42809113333439
Iraq,IRQ,1966,16.694290996065213
Iraq,IRQ,1967,18.07221798593089
Iraq,IRQ,1968,19.588189075821123
Iraq,IRQ,1969,21.173478021634228
Iraq,IRQ,1970,28.631915548668857
Iraq,IRQ,1971,30.694785366479596
Iraq,IRQ,1972,38.015129396647175
Iraq,IRQ,1973,36.8635305568889
Iraq,IRQ,1974,36.60101740440546
Iraq,IRQ,1975,36.61512045651461
Iraq,IRQ,1976,45.69878129729435
Iraq,IRQ,1977,53.34862719409747
Iraq,IRQ,1978,50.05125796076287
Iraq,IRQ,1979,60.32909607891304
Iraq,IRQ,1980,80.94980764355503
Iraq,IRQ,1981,86.84216651991214
Iraq,IRQ,1982,90.50642154397853
Iraq,IRQ,1983,102.99414403746798
Iraq,IRQ,1984,112.43024341806047
Iraq,IRQ,1985,131.75249993461503
Iraq,IRQ,1986,140.63791113837058
Iraq,IRQ,1987,145.71038738714535
Iraq,IRQ,1988,159.4025687242287
Iraq,IRQ,1989,177.84703387252623
Iraq,IRQ,1990,177.47203975577006
Iraq,IRQ,1991,130.8821195403521
Iraq,IRQ,1992,205.35473835754897
Iraq,IRQ,1993,286.2096218630683
