Entity,Code,Year, (%), (%)
IDA & IBRD total,,2002,,54.81
IDA & IBRD total,,2005,,48.43
IDA & IBRD total,,2008,,43.76
IDA & IBRD total,,2010,,40.26
IDA & IBRD total,,2011,,37.25
IDA & IBRD total,,2012,,35.15
IDA & IBRD total,,2013,,32.05
IDA blend,,1981,,71.7
IDA blend,,1984,,71.82
IDA blend,,1987,,72.37
IDA blend,,1990,,69.22
IDA blend,,1993,,71.42
IDA blend,,1996,,67.26
IDA blend,,1999,,68.09
IDA blend,,2002,,70.69
IDA blend,,2005,,61.45
IDA blend,,2008,,57.46
IDA blend,,2010,,50.9
IDA blend,,2011,,48.94
IDA blend,,2012,,46.8
IDA blend,,2013,,45.82
IDA only,,1981,,74.67
IDA only,,1984,,75.58
IDA only,,1987,,75.39
IDA only,,1990,,76.83
IDA only,,1993,,77.45
IDA only,,1996,,75.92
IDA only,,1999,,75.24
IDA only,,2002,,74.16
IDA only,,2005,,69.94
IDA only,,2008,,66.17
IDA only,,2010,,64.59
IDA only,,2011,,63.31
IDA only,,2012,,61.61
IDA only,,2013,,59.8
IDA total,,1981,51.9,73.44
IDA total,,1984,52.6,74.03
IDA total,,1987,53.3,74.15
IDA total,,1990,53.6,73.72
IDA total,,1993,54.1,75.01
IDA total,,1996,50.4,72.45
IDA total,,1999,50.3,72.4
IDA total,,2002,49,72.8
IDA total,,2005,41.6,66.63
IDA total,,2008,37.6,62.8
IDA total,,2010,35.4,59.32
IDA total,,2011,34.2,57.79
IDA total,,2012,32.8,55.94
IDA total,,2013,31.8,54.46
IDA total,,2015,30.8,
Iceland,ISL,2003,0,
Iceland,ISL,2004,0.2,
Iceland,ISL,2005,0,
Iceland,ISL,2006,0.2,
Iceland,ISL,2007,0,
Iceland,ISL,2008,0,
Iceland,ISL,2009,0,
Iceland,ISL,2010,0.2,
Iceland,ISL,2011,0.2,
Iceland,ISL,2012,0,
Iceland,ISL,2013,0,
Iceland,ISL,2014,0,
India,IND,1977,61.6,
India,IND,1983,54.8,83.67
India,IND,1987,48.9,78.91
India,IND,1993,45.9,79.62
India,IND,2004,38.2,73.46
India,IND,2009,31.1,67.95
India,IND,2011,21.2,57.96
Indonesia,IDN,1984,71.4,90.58
Indonesia,IDN,1987,71.4,91.58
Indonesia,IDN,1990,58.8,85.32
Indonesia,IDN,1993,58.5,84.91
Indonesia,IDN,1996,47.4,77.55
Indonesia,IDN,1998,66.6,88.81
Indonesia,IDN,1999,41.7,77.52
Indonesia,IDN,2000,39.3,78.52
Indonesia,IDN,2001,35.5,75.99
Indonesia,IDN,2002,23,63.39
Indonesia,IDN,2003,22.6,61.22
Indonesia,IDN,2004,23.9,61.46
Indonesia,IDN,2005,21.1,59.5
Indonesia,IDN,2006,27.4,64.17
Indonesia,IDN,2007,22.5,56.75
Indonesia,IDN,2008,21.4,54.75
Indonesia,IDN,2009,18.2,52.74
Indonesia,IDN,2010,15.7,46.36
Indonesia,IDN,2011,13.3,43.33
Indonesia,IDN,2012,11.7,41.67
Indonesia,IDN,2013,9.4,39.4
Indonesia,IDN,2014,7.9,36.44
Indonesia,IDN,2015,7.2,
Indonesia,IDN,2016,6.5,
Indonesia,IDN,2017,5.7,
Iran,IRN,1986,6.8,20.44
Iran,IRN,1990,5.6,18.46
Iran,IRN,1994,3.2,14.07
Iran,IRN,1998,2.6,12.4
Iran,IRN,2005,0.4,11.18
Iran,IRN,2006,0.4,
Iran,IRN,2009,1,3.05
Iran,IRN,2013,0.1,0.66
Iran,IRN,2014,0.2,
Iraq,IRQ,2006,2.1,
Iraq,IRQ,2012,2.5,
Ireland,IRL,2003,0.2,
Ireland,IRL,2004,0,
Ireland,IRL,2005,0,
Ireland,IRL,2006,0.1,
Ireland,IRL,2007,0,
Ireland,IRL,2008,0.2,
Ireland,IRL,2009,0.5,
Ireland,IRL,2010,0.5,
Ireland,IRL,2011,0.5,
Ireland,IRL,2012,0.2,
Ireland,IRL,2013,0.7,
Ireland,IRL,2014,0.5,
Ireland,IRL,2015,0.2,
Israel,ISR,1979,0,
Israel,ISR,1986,0.2,
Israel,ISR,1992,0.2,
Israel,ISR,1997,0.2,
Israel,ISR,2001,0.2,
Israel,ISR,2005,0.5,
Israel,ISR,2007,0.5,
Israel,ISR,2010,0.2,
Israel,ISR,2012,0.5,
Italy,ITA,2003,0.7,
Italy,ITA,2004,0.7,
Italy,ITA,2005,0.7,
Italy,ITA,2006,0.7,
Italy,ITA,2007,0.7,
Italy,ITA,2008,0.7,
Italy,ITA,2009,1,
Italy,ITA,2010,1.2,
Italy,ITA,2011,1.2,
Italy,ITA,2012,1.2,
Italy,ITA,2013,1.4,
Italy,ITA,2014,1.2,
Italy,ITA,2015,2,
Jamaica,JAM,1988,6.1,21.54
Jamaica,JAM,1990,4.6,18.96
Jamaica,JAM,1993,9.8,29.17
Jamaica,JAM,1996,3.4,12.87
Jamaica,JAM,1999,2.6,9.51
Jamaica,JAM,2002,2.8,10.45
Jamaica,JAM,2004,1.7,8.16
Japan,JPN,2008,0.2,
Jordan,JOR,1986,0,
Jordan,JOR,1992,2.6,
Jordan,JOR,1997,1.4,
Jordan,JOR,2002,0.9,
Jordan,JOR,2006,0.3,
Jordan,JOR,2008,0.1,
Jordan,JOR,2010,0.1,
Kazakhstan,KAZ,1988,,0.11
Kazakhstan,KAZ,1993,,23.1
Kazakhstan,KAZ,1996,6.3,22.9
Kazakhstan,KAZ,2001,10.5,31.23
Kazakhstan,KAZ,2002,6.9,26.18
Kazakhstan,KAZ,2003,4.6,21.26
Kazakhstan,KAZ,2004,2.3,17.97
Kazakhstan,KAZ,2005,6.9,2.86
Kazakhstan,KAZ,2006,0.6,5.25
Kazakhstan,KAZ,2007,0.3,3.74
Kazakhstan,KAZ,2008,0.1,1.94
Kazakhstan,KAZ,2009,0.2,2.53
Kazakhstan,KAZ,2010,0.1,1.61
Kazakhstan,KAZ,2011,0,0.71
Kazakhstan,KAZ,2012,0,0.44
Kazakhstan,KAZ,2013,0,0.26
Kazakhstan,KAZ,2014,0,
Kazakhstan,KAZ,2015,0,
Kenya,KEN,1992,31.4,42.84
Kenya,KEN,1994,31.5,40.97
Kenya,KEN,1997,31.9,45.87
Kenya,KEN,2005,43.7,58.85
Kenya,KEN,2015,36.8,
Kiribati,KIR,2006,12.9,34.67
Kosovo,OWID_KOS,2003,1.7,13.79
Kosovo,OWID_KOS,2005,3,16.22
Kosovo,OWID_KOS,2006,3.2,15.13
Kosovo,OWID_KOS,2009,2.7,11.77
Kosovo,OWID_KOS,2010,2.2,12.34
Kosovo,OWID_KOS,2011,1.4,8.58
Kosovo,OWID_KOS,2012,0.5,5.01
Kosovo,OWID_KOS,2013,0.3,3.52
Kosovo,OWID_KOS,2014,0.7,
Kosovo,OWID_KOS,2015,0.4,
Kosovo,OWID_KOS,2016,0.6,
Kyrgyzstan,KGZ,1988,,40.74
Kyrgyzstan,KGZ,1993,,63.85
Kyrgyzstan,KGZ,1998,30.6,51.51
Kyrgyzstan,KGZ,2000,42.2,75.68
Kyrgyzstan,KGZ,2001,36.4,71.54
Kyrgyzstan,KGZ,2002,34.2,69.69
Kyrgyzstan,KGZ,2003,28.1,67.6
Kyrgyzstan,KGZ,2004,13.6,44.23
Kyrgyzstan,KGZ,2005,15.4,49.76
Kyrgyzstan,KGZ,2006,9.9,37.02
Kyrgyzstan,KGZ,2007,9.9,33.58
Kyrgyzstan,KGZ,2008,4,22.74
Kyrgyzstan,KGZ,2009,2.1,18.68
Kyrgyzstan,KGZ,2010,4.1,21.38
Kyrgyzstan,KGZ,2011,1.8,19.25
Kyrgyzstan,KGZ,2012,2.9,19.88
Kyrgyzstan,KGZ,2013,3.3,24.01
Kyrgyzstan,KGZ,2014,1.3,17.47
Kyrgyzstan,KGZ,2015,2.5,
Kyrgyzstan,KGZ,2016,1.4,
Laos,LAO,1992,32.2,59.13
Laos,LAO,1997,52.4,67.87
Laos,LAO,2002,33.8,61.68
Laos,LAO,2007,27,54.72
Laos,LAO,2012,22.7,46.86
Latin America & Caribbean,,1981,13,29.78
Latin America & Caribbean,,1984,15.9,34.04
Latin America & Caribbean,,1987,12.8,28.47
Latin America & Caribbean,,1990,14.2,29.54
Latin America & Caribbean,,1993,13.2,27.58
Latin America & Caribbean,,1996,13.8,27.28
Latin America & Caribbean,,1999,13.6,26.19
Latin America & Caribbean,,2002,11.8,25.61
Latin America & Caribbean,,2005,9.9,21.37
Latin America & Caribbean,,2008,6.9,15.43
Latin America & Caribbean,,2010,6,13.83
Latin America & Caribbean,,2011,5.6,12.83
Latin America & Caribbean,,2012,4.7,11.93
Latin America & Caribbean,,2013,4.6,11.33
Latin America & Caribbean,,2015,4.1,
Latvia,LVA,1988,,0.06
Latvia,LVA,1993,0,2.1
Latvia,LVA,1995,0,5.15
Latvia,LVA,1996,1.6,6.64
Latvia,LVA,1997,,5.7
Latvia,LVA,1998,,6.33
Latvia,LVA,2002,,3.16
Latvia,LVA,2003,,2.74
Latvia,LVA,2004,2.5,5.59
Latvia,LVA,2005,2.2,4.87
Latvia,LVA,2006,1.5,2.66
Latvia,LVA,2007,0.5,0.75
Latvia,LVA,2008,1.2,2.41
Latvia,LVA,2009,1.7,1.21
Latvia,LVA,2010,1.7,3.75
Latvia,LVA,2011,1,2.88
Latvia,LVA,2012,1,2.59
Latvia,LVA,2013,1.2,
Latvia,LVA,2014,0.7,
Latvia,LVA,2015,0.7,
Lebanon,LBN,2011,0,
Lesotho,LSO,1986,49.2,87.28
Lesotho,LSO,1994,50.1,80.88
Lesotho,LSO,2002,61.3,78.9
Lesotho,LSO,2010,59.6,77.28
Liberia,LBR,2007,68.6,89.61
Liberia,LBR,2014,38.6,
Lithuania,LTU,1988,,0.25
Lithuania,LTU,1993,7,28.7
Lithuania,LTU,1996,,4.34
Lithuania,LTU,1998,,2.96
Lithuania,LTU,1999,,3.73
Lithuania,LTU,2000,,4.28
Lithuania,LTU,2001,,4.43
Lithuania,LTU,2002,,4.23
Lithuania,LTU,2003,,1.6
Lithuania,LTU,2004,2.7,1.93
Lithuania,LTU,2005,1.7,4.25
Lithuania,LTU,2006,1.5,2.69
Lithuania,LTU,2007,1.2,1.81
Lithuania,LTU,2008,1.5,2.23
Lithuania,LTU,2009,2.2,4.36
Lithuania,LTU,2010,1.5,3.14
Lithuania,LTU,2011,0.7,1.69
Lithuania,LTU,2012,1,2.03
Lithuania,LTU,2013,0.7,
Lithuania,LTU,2014,1.2,
Lithuania,LTU,2015,0.7,
Low & middle income,,1981,54.1,68.99
Low & middle income,,1984,49.4,68.22
Low & middle income,,1987,44.3,65.54
Low & middle income,,1990,44.5,64.8
Low & middle income,,1993,41.8,63.59
Low & middle income,,1996,35.9,59.83
Low & middle income,,1999,34.8,58.36
Low & middle income,,2002,31,54.29
Low & middle income,,2005,25,48.03
Low & middle income,,2008,21.8,43.27
Low & middle income,,2010,18.9,39.8
Low & middle income,,2011,16.4,36.81
Low & middle income,,2012,15.3,34.74
Low & middle income,,2013,13.3,31.66
Low & middle income,,2015,11.9,
Low income,,1981,59.4,82.83
Low income,,1984,59.6,83.52
Low income,,1987,58.6,83.54
Low income,,1990,60.6,84.28
Low income,,1993,65,86.38
Low income,,1996,63.8,85.25
Low income,,1999,62.1,85.03
Low income,,2002,59.3,83.96
Low income,,2005,54,80.65
Low income,,2008,50.4,78.54
Low income,,2010,47.9,76.76
Low income,,2011,46.6,75.54
Low income,,2012,44.8,73.73
Low income,,2013,43.7,72.01
Low income,,2015,43.9,
Lower middle income,,1981,51.7,76.37
Lower middle income,,1984,49.6,75.54
Lower middle income,,1987,48.3,74.23
Lower middle income,,1990,44.8,71.76
Lower middle income,,1993,43.5,73.04
Lower middle income,,1996,39.3,70.53
Lower middle income,,1999,37.9,70.06
Lower middle income,,2002,35.5,67.86
Lower middle income,,2005,30.8,63.31
Lower middle income,,2008,27.1,59.43
Lower middle income,,2010,23.1,55.01
Lower middle income,,2011,19.8,51.24
Lower middle income,,2012,18.4,48.75
Lower middle income,,2013,16.7,46.27
Lower middle income,,2015,13.9,
Luxembourg,LUX,2003,0,
Luxembourg,LUX,2004,0,
Luxembourg,LUX,2005,0,
Luxembourg,LUX,2006,0,
Luxembourg,LUX,2007,0,
Luxembourg,LUX,2008,0,
Luxembourg,LUX,2009,0,
Luxembourg,LUX,2010,0,
Luxembourg,LUX,2011,0,
Luxembourg,LUX,2012,0,
Luxembourg,LUX,2013,0.1,
Luxembourg,LUX,2014,0.2,
Luxembourg,LUX,2015,0.2,
Macedonia,MKD,1998,,7.7
Macedonia,MKD,2000,,17.99
Macedonia,MKD,2002,,6.21
Macedonia,MKD,2003,,6.99
Macedonia,MKD,2004,,6.51
Macedonia,MKD,2005,,6.41
Macedonia,MKD,2006,,8.34
Macedonia,MKD,2008,,8.71
Macedonia,MKD,2009,9.7,
Macedonia,MKD,2010,10,
Macedonia,MKD,2011,10.1,
Macedonia,MKD,2012,7,
Macedonia,MKD,2013,6,
Macedonia,MKD,2014,5,
Madagascar,MDG,1980,44.9,
Madagascar,MDG,1993,68.9,87.63
Madagascar,MDG,1997,65.4,86.01
Madagascar,MDG,1999,63.9,85.19
Madagascar,MDG,2001,68.7,84.07
Madagascar,MDG,2005,72,89.86
Madagascar,MDG,2010,78.5,92.91
Madagascar,MDG,2012,77.6,90.47
Malawi,MWI,1997,62.8,84.15
Malawi,MWI,2004,72.8,90.07
Malawi,MWI,2010,71.4,87.64
Malaysia,MYS,1984,2.9,12.01
Malaysia,MYS,1987,2.1,11.61
Malaysia,MYS,1989,1.6,10.78
Malaysia,MYS,1992,1.3,10.92
Malaysia,MYS,1995,1.8,10.7
Malaysia,MYS,1997,0.4,6.62
Malaysia,MYS,2004,0.4,2.34
Malaysia,MYS,2007,0.5,3.05
Malaysia,MYS,2008,0.5,
Malaysia,MYS,2009,,2.71
Malaysia,MYS,2011,0.1,
Malaysia,MYS,2013,0,
Malaysia,MYS,2015,0,
Maldives,MDV,2002,10,36.48
Maldives,MDV,2009,7.3,23.26
Mali,MLI,1994,85.1,93.04
Mali,MLI,2001,58.5,79.27
Mali,MLI,2006,51.3,76.13
Mali,MLI,2009,49.7,77.71
Malta,MLT,2006,0.5,
Malta,MLT,2007,0.5,
Malta,MLT,2008,0.2,
Malta,MLT,2009,0.5,
Malta,MLT,2010,0.2,
Malta,MLT,2011,0.2,
Malta,MLT,2012,0.2,
Malta,MLT,2013,0,
Malta,MLT,2014,0,
Malta,MLT,2015,0,
Mauritania,MRT,1987,40.1,64.18
Mauritania,MRT,1993,41.2,68.16
Mauritania,MRT,1995,20.6,47.53
Mauritania,MRT,2000,19.6,43.88
Mauritania,MRT,2004,14.4,40.33
Mauritania,MRT,2008,10.8,32.46
Mauritania,MRT,2014,6,22.07
Mauritius,MUS,2006,0.4,3.04
Mauritius,MUS,2012,0.5,2.96
Mexico,MEX,1984,8.1,20.99
Mexico,MEX,1989,,18.07
Mexico,MEX,1992,7.7,24.4
Mexico,MEX,1994,6.6,22.83
Mexico,MEX,1996,11.2,31.3
Mexico,MEX,1998,11.2,29.88
Mexico,MEX,2000,8.9,24.54
Mexico,MEX,2002,6.6,22.9
Mexico,MEX,2004,5.2,13.03
Mexico,MEX,2005,6.2,18.11
Mexico,MEX,2006,3.4,11.43
Mexico,MEX,2008,4.1,12.03
Mexico,MEX,2010,4.2,11.9
Mexico,MEX,2012,3.4,10.32
Mexico,MEX,2014,4.1,10.95
Mexico,MEX,2016,2.5,
Micronesia (country),FSM,2000,,61.7
Micronesia (country),FSM,2005,8.5,28.51
Micronesia (country),FSM,2013,16,39.35
Middle East & North Africa,,1984,9.7,28.84
Middle East & North Africa,,1987,9,29.03
Middle East & North Africa,,1990,6.2,23.94
Middle East & North Africa,,1993,6.7,25.21
Middle East & North Africa,,1996,5.8,24.42
Middle East & North Africa,,1999,3.8,19.62
Middle East & North Africa,,2002,3.2,
Middle East & North Africa,,2005,3,17.56
Middle East & North Africa,,2008,2.7,14.26
Middle East & North Africa,,2010,2.3,
Middle East & North Africa,,2011,2.7,
Middle East & North Africa,,2012,2.7,
Middle East & North Africa,,2013,2.6,
Middle East & North Africa,,2015,5,
Middle income,,1981,,71.72
Middle income,,1984,,70.63
Middle income,,1987,,67.53
Middle income,,1990,,66.69
Middle income,,1993,,64.75
Middle income,,1996,,60.25
Middle income,,1999,,58.96
Middle income,,2002,,54.31
Middle income,,2005,,47.18
Middle income,,2008,,41.97
Middle income,,2010,,38.02
Middle income,,2011,,34.6
Middle income,,2012,,32.37
Middle income,,2013,,28.92
Moldova,MDA,1988,,0
Moldova,MDA,1992,,33.86
Moldova,MDA,1997,16.1,41.99
Moldova,MDA,1998,27.6,55.69
Moldova,MDA,1999,39.1,68.35
Moldova,MDA,2000,35.9,67.14
Moldova,MDA,2001,27.6,57.87
Moldova,MDA,2002,16.6,42.59
Moldova,MDA,2003,7.6,30.45
Moldova,MDA,2004,8.7,30.85
Moldova,MDA,2005,14,38.67
Moldova,MDA,2006,2.4,11.74
Moldova,MDA,2007,1.1,7.27
Moldova,MDA,2008,1.3,8.31
Moldova,MDA,2009,1,7.43
Moldova,MDA,2010,0.5,5.19
Moldova,MDA,2011,0.3,3.54
Moldova,MDA,2012,0.3,2.88
Moldova,MDA,2013,0.1,1.95
Moldova,MDA,2014,0,1.03
Moldova,MDA,2015,0,
Moldova,MDA,2016,0.2,
Mongolia,MNG,1995,13.9,36.93
Mongolia,MNG,1998,26.9,60.57
Mongolia,MNG,2002,10.6,33.63
Mongolia,MNG,2007,1.3,11.29
Mongolia,MNG,2010,0.8,8.74
Mongolia,MNG,2011,0.6,6.21
Mongolia,MNG,2012,0.4,3.95
Mongolia,MNG,2014,0.2,2.7
Mongolia,MNG,2016,0.5,
Montenegro,MNE,2005,0.2,1.11
Montenegro,MNE,2006,0.1,1.07
Montenegro,MNE,2007,0.4,0.56
Montenegro,MNE,2008,0.2,0.46
Montenegro,MNE,2009,0,0.59
Montenegro,MNE,2010,0,0.53
Montenegro,MNE,2011,0.2,1.03
Montenegro,MNE,2012,1.3,2.14
Montenegro,MNE,2013,1,2.53
Montenegro,MNE,2014,0,0.5
Morocco,MAR,1984,11.1,31.07
Morocco,MAR,1990,2.9,17.92
Morocco,MAR,1998,7.5,26.64
Morocco,MAR,2000,6.3,25.73
Morocco,MAR,2006,3.1,15.5
Morocco,MAR,2013,1,
Mozambique,MOZ,1996,81.6,94.04
Mozambique,MOZ,2002,79.3,92.04
Mozambique,MOZ,2008,68.7,87.54
Mozambique,MOZ,2014,62.9,
Myanmar,MMR,2015,6.4,
Namibia,NAM,1993,,65.93
Namibia,NAM,2003,31.5,54.74
Namibia,NAM,2009,22.6,45.72
Namibia,NAM,2015,13.4,
Nepal,NPL,1984,,92.88
Nepal,NPL,1995,61.9,85.47
Nepal,NPL,2003,46.1,73.77
Nepal,NPL,2010,15,48.44
Netherlands,NLD,2004,0.2,
Netherlands,NLD,2005,0,
Netherlands,NLD,2006,0,
Netherlands,NLD,2007,0,
Netherlands,NLD,2008,0,
Netherlands,NLD,2009,0.2,
Netherlands,NLD,2010,0,
Netherlands,NLD,2011,0,
Netherlands,NLD,2012,0,
Netherlands,NLD,2013,0,
Netherlands,NLD,2014,0,
Netherlands,NLD,2015,0,
Nicaragua,NIC,1993,36.3,42.21
Nicaragua,NIC,1998,24.2,37.56
Nicaragua,NIC,2001,16.5,37.51
Nicaragua,NIC,2005,8.3,39.35
Nicaragua,NIC,2009,7.3,25.16
Nicaragua,NIC,2014,3.2,17.12
Niger,NER,1992,78.2,93.38
Niger,NER,1994,81.4,93.61
Niger,NER,2005,74.9,90.04
Niger,NER,2007,72,90.08
Niger,NER,2011,50.3,81.75
Niger,NER,2014,44.5,75.46
Nigeria,NGA,1985,53.3,70.64
Nigeria,NGA,1992,57.1,76.15
Nigeria,NGA,1996,63.5,81.04
Nigeria,NGA,2003,53.5,78.51
Nigeria,NGA,2009,53.5,76.46
Norway,NOR,2003,0.2,
Norway,NOR,2004,0.2,
Norway,NOR,2005,0.2,
Norway,NOR,2006,0.2,
Norway,NOR,2007,0.2,
Norway,NOR,2008,0.2,
Norway,NOR,2009,0,
Norway,NOR,2010,0,
Norway,NOR,2011,0,
Norway,NOR,2012,0,
Norway,NOR,2013,0,
Norway,NOR,2014,0,
Norway,NOR,2015,0.2,
Pakistan,PAK,1987,62.2,86.67
Pakistan,PAK,1990,58.9,85.57
Pakistan,PAK,1996,15.9,60.54
Pakistan,PAK,1998,23.4,63.82
Pakistan,PAK,2001,28.6,70.04
Pakistan,PAK,2004,18,58.08
Pakistan,PAK,2005,16.5,57.05
Pakistan,PAK,2007,13.2,52.88
Pakistan,PAK,2010,8.3,44.92
Pakistan,PAK,2011,7.9,43.58
Pakistan,PAK,2013,6.1,36.88
Pakistan,PAK,2015,4,
Palestine,PSE,2004,1.1,2.79
Palestine,PSE,2005,0.9,2.08
Palestine,PSE,2006,0.3,1.08
Palestine,PSE,2007,1.5,3.93
Palestine,PSE,2009,0.3,0.92
Palestine,PSE,2010,0.2,
Palestine,PSE,2011,0.2,
Palestine,PSE,2016,1,
Panama,PAN,1979,8.1,
Panama,PAN,1989,23.9,33.17
Panama,PAN,1991,21.9,30.88
Panama,PAN,1995,16.3,24.08
Panama,PAN,1997,15,22.79
Panama,PAN,1998,15.2,22.92
Panama,PAN,1999,13.4,20.44
Panama,PAN,2000,12.4,21.79
Panama,PAN,2001,15.5,25.05
Panama,PAN,2002,11.2,21.8
Panama,PAN,2003,11.2,20.8
Panama,PAN,2004,10.2,19.74
Panama,PAN,2005,10,18.84
Panama,PAN,2006,10.5,19.33
Panama,PAN,2007,7.8,16.42
Panama,PAN,2008,7,11.99
Panama,PAN,2009,3.2,9.46
Panama,PAN,2010,4.5,10.7
Panama,PAN,2011,3,9.49
Panama,PAN,2012,4.2,9.91
Panama,PAN,2013,2.8,7.98
Panama,PAN,2014,3.5,8.37
Panama,PAN,2015,2,
Panama,PAN,2016,2.2,
Papua New Guinea,PNG,1996,53.2,70.18
Papua New Guinea,PNG,2009,38,64.68
Paraguay,PRY,1990,1.2,4.22
Paraguay,PRY,1995,12.4,22.7
Paraguay,PRY,1997,10.6,19.01
Paraguay,PRY,1999,10.2,19.33
Paraguay,PRY,2001,8.9,17.66
Paraguay,PRY,2002,13.2,26.17
Paraguay,PRY,2003,8.3,19.4
Paraguay,PRY,2004,5.7,17.25
Paraguay,PRY,2005,6.1,16.08
Paraguay,PRY,2006,7.9,20.37
Paraguay,PRY,2007,7.8,16.5
Paraguay,PRY,2008,4.3,14.1
Paraguay,PRY,2009,5.8,14.46
Paraguay,PRY,2010,5.5,13.45
Paraguay,PRY,2011,5,12.14
Paraguay,PRY,2012,3.3,9.66
Paraguay,PRY,2013,1.8,6.3
Paraguay,PRY,2014,2.4,6.99
Paraguay,PRY,2015,1.9,
Paraguay,PRY,2016,1.7,
Peru,PER,1985,,36.51
Peru,PER,1994,,32.66
Peru,PER,1997,17.9,32.07
Peru,PER,1998,16.7,30.34
Peru,PER,1999,17.6,31.01
Peru,PER,2000,16.4,29.87
Peru,PER,2001,17.1,32.61
Peru,PER,2002,15.1,29.43
Peru,PER,2003,11.9,27.23
Peru,PER,2004,13.6,25.5
Peru,PER,2005,15.5,27.37
Peru,PER,2006,13.5,23.99
Peru,PER,2007,11.1,20.84
Peru,PER,2008,8.9,17.46
Peru,PER,2009,7,15.35
Peru,PER,2010,5.5,13.01
Peru,PER,2011,5.2,11.69
Peru,PER,2012,4.7,10.79
Peru,PER,2013,4.3,9.7
Peru,PER,2014,3.7,9.01
Peru,PER,2015,3.6,
Peru,PER,2016,3.5,
Philippines,PHL,1985,,55.82
Philippines,PHL,1988,,53.52
Philippines,PHL,1991,,52.03
Philippines,PHL,1994,,50.15
Philippines,PHL,1997,,41.7
Philippines,PHL,2000,,43.08
Philippines,PHL,2003,,40
Philippines,PHL,2006,,40.66
Philippines,PHL,2009,,36.45
Philippines,PHL,2012,,37.61
Poland,POL,1985,,0.39
Poland,POL,1987,,0.32
Poland,POL,1989,,0.21
Poland,POL,1993,,2.63
Poland,POL,1996,,18.38
Poland,POL,1998,,0.76
Poland,POL,1999,,0.87
Poland,POL,2000,,1.1
Poland,POL,2001,,1.26
Poland,POL,2002,,1.43
Poland,POL,2003,,0.91
Poland,POL,2004,,1.14
Poland,POL,2005,,1.37
Poland,POL,2006,,1.62
Poland,POL,2007,,0.51
Poland,POL,2008,,0.38
Poland,POL,2009,,0.28
Poland,POL,2010,,1
Poland,POL,2011,,0.35
Poland,POL,2012,,0.26
Poland,POL,2013,,0.26
Poland,POL,2014,,0.31
Portugal,PRT,2003,1,
Portugal,PRT,2004,0.5,
Portugal,PRT,2005,0.5,
Portugal,PRT,2006,0,
Portugal,PRT,2007,0.2,
Portugal,PRT,2008,0.2,
Portugal,PRT,2009,0.2,
Portugal,PRT,2010,0.2,
Portugal,PRT,2011,0.5,
Portugal,PRT,2012,0.7,
Portugal,PRT,2013,0.7,
Portugal,PRT,2014,0.5,
Portugal,PRT,2015,0.5,
Romania,ROU,1989,0.3,0.65
Romania,ROU,1992,0.6,2.53
Romania,ROU,1994,10.7,39.75
Romania,ROU,1998,,11.53
Romania,ROU,1999,,26.42
Romania,ROU,2000,,28.84
Romania,ROU,2001,,22.97
Romania,ROU,2002,,22.24
Romania,ROU,2003,,18.86
Romania,ROU,2004,,14.74
Romania,ROU,2005,,11.83
Romania,ROU,2006,8,11.74
Romania,ROU,2007,5.7,8.99
Romania,ROU,2008,4.5,11.45
Romania,ROU,2009,3.5,9.89
Romania,ROU,2010,4.5,11.33
Romania,ROU,2011,5.7,12.43
Romania,ROU,2012,6.7,11.6
Romania,ROU,2013,7.2,4.05
Romania,ROU,2014,7.5,
Romania,ROU,2015,5.7,
Russia,RUS,1988,,12.26
Russia,RUS,1993,2.4,10.11
Russia,RUS,1996,3.6,10.73
Russia,RUS,1997,1.1,5.12
Russia,RUS,1998,1.7,7.25
Russia,RUS,1999,3.4,12.38
Russia,RUS,2000,2.2,9.22
Russia,RUS,2001,1.3,8.06
Russia,RUS,2002,0.7,4.25
Russia,RUS,2003,0.8,5.11
Russia,RUS,2004,0.7,4.1
Russia,RUS,2005,0.5,3.21
Russia,RUS,2006,0.3,2.79
Russia,RUS,2007,0.1,1.24
Russia,RUS,2008,0.1,0.44
Russia,RUS,2009,0,0.43
Russia,RUS,2010,0.1,0.85
Russia,RUS,2011,0,0.56
Russia,RUS,2012,0,0.48
Russia,RUS,2013,0,
Russia,RUS,2014,0,
Russia,RUS,2015,0,
Rwanda,RWA,1984,60.8,88.6
Rwanda,RWA,2000,76.5,89.65
Rwanda,RWA,2005,67.2,84.05
Rwanda,RWA,2010,62.4,80.66
Rwanda,RWA,2013,56,80.6
Saint Lucia,LCA,1995,35.8,61.77
Samoa,WSM,2008,0.6,8.35
Sao Tome and Principe,STP,2000,29.8,62.27
Sao Tome and Principe,STP,2010,32.3,68.1
Senegal,SEN,1991,68.4,83.81
Senegal,SEN,1994,57.5,82.09
Senegal,SEN,2001,49.2,75.42
Senegal,SEN,2005,38.4,66.38
Senegal,SEN,2011,38,66.26
Serbia,SRB,2002,,1.28
Serbia,SRB,2003,,1.78
Serbia,SRB,2004,,2.74
Serbia,SRB,2005,,3.99
Serbia,SRB,2006,,1.74
Serbia,SRB,2007,,1.16
Serbia,SRB,2008,,0.79
Serbia,SRB,2009,,1.19
Serbia,SRB,2010,,1.65
Serbia,SRB,2013,,1.33
Seychelles,SYC,1999,,2.37
Seychelles,SYC,2006,,0.97
Seychelles,SYC,2013,1.1,2.46
Sierra Leone,SLE,1989,67.1,78.33
Sierra Leone,SLE,2003,61.3,80.87
Sierra Leone,SLE,2011,52.2,79.96
