Entity,Code,Year,Gas per capita (kWh) (kilowatt-hours)
China,CHN,2010,795.3914328545495
China,CHN,2011,981.9329009887562
China,CHN,2012,1089.9937392192346
China,CHN,2013,1234.8634260236618
China,CHN,2014,1345.9759449205512
China,CHN,2015,1383.8703828757618
China,CHN,2016,1481.1444668420495
China,CHN,2017,1692.0102438713066
China,CHN,2018,1982.2530588842628
Colombia,COL,1965,478.0373834339119
Colombia,COL,1966,484.24533203475096
Colombia,COL,1967,582.2159490845852
Colombia,COL,1968,577.1979504295382
Colombia,COL,1969,613.7994222204183
Colombia,COL,1970,581.6224393189013
Colombia,COL,1971,591.006180922105
Colombia,COL,1972,705.5094157412507
Colombia,COL,1973,714.8751356938112
Colombia,COL,1974,727.578808685105
Colombia,COL,1975,670.7491897569187
Colombia,COL,1976,699.1425551389792
Colombia,COL,1977,765.1400754500297
Colombia,COL,1978,926.8186058098235
Colombia,COL,1979,977.5206172572493
Colombia,COL,1980,1054.663395317646
Colombia,COL,1981,1114.1033566094484
Colombia,COL,1982,1175.4056649647714
Colombia,COL,1983,1273.2377934425717
Colombia,COL,1984,1237.7944835989226
Colombia,COL,1985,1216.3951119127912
Colombia,COL,1986,1212.571961246893
Colombia,COL,1987,1206.4834109145695
Colombia,COL,1988,1187.1366621858406
Colombia,COL,1989,1110.97760108482
Colombia,COL,1990,1130.3960364770567
Colombia,COL,1991,1142.9142720392204
Colombia,COL,1992,1102.918107093513
Colombia,COL,1993,1123.2723491940953
Colombia,COL,1994,1090.536648175005
Colombia,COL,1995,1138.6974546890533
Colombia,COL,1996,1216.4944977627038
Colombia,COL,1997,1504.0822818759943
Colombia,COL,1998,1717.3978207517464
Colombia,COL,1999,1459.242544614221
Colombia,COL,2000,1447.339731230381
Colombia,COL,2001,1475.3063191159085
Colombia,COL,2002,1467.5673373949844
Colombia,COL,2003,1386.0717232829527
Colombia,COL,2004,1458.0330927293471
Colombia,COL,2005,1511.523234140405
Colombia,COL,2006,1565.8624287227149
Colombia,COL,2007,1637.3940813702045
Colombia,COL,2008,1643.9079095096602
Colombia,COL,2009,1872.473677602011
Colombia,COL,2010,1933.7809898894366
Colombia,COL,2011,1864.7420137527101
Colombia,COL,2012,2054.4096011368174
Colombia,COL,2013,2253.4155226146895
Colombia,COL,2014,2423.7910597779346
Colombia,COL,2015,2359.3210121451575
Colombia,COL,2016,2447.6587201556827
Colombia,COL,2017,2486.034031241055
Colombia,COL,2018,2623.313616409255
Croatia,HRV,1965,0
Croatia,HRV,1966,0
Croatia,HRV,1967,0
Croatia,HRV,1968,0
Croatia,HRV,1969,0
Croatia,HRV,1970,0
Croatia,HRV,1971,0
Croatia,HRV,1972,0
Croatia,HRV,1973,0
Croatia,HRV,1974,0
Croatia,HRV,1975,0
Croatia,HRV,1976,0
Croatia,HRV,1977,0
Croatia,HRV,1978,0
Croatia,HRV,1979,0
Croatia,HRV,1980,0
Croatia,HRV,1981,0
Croatia,HRV,1982,0
Croatia,HRV,1983,0
Croatia,HRV,1984,0
Croatia,HRV,1985,0
Croatia,HRV,1986,0
Croatia,HRV,1987,0
Croatia,HRV,1988,0
Croatia,HRV,1989,0
Croatia,HRV,1990,5343.959380395729
Croatia,HRV,1991,4965.546219544117
Croatia,HRV,1992,5176.5265171413475
Croatia,HRV,1993,5506.279268548319
Croatia,HRV,1994,5225.203949978532
Croatia,HRV,1995,4872.211392505957
Croatia,HRV,1996,5509.781420778141
Croatia,HRV,1997,5765.611208499559
Croatia,HRV,1998,5591.718609993322
Croatia,HRV,1999,5715.32764798474
Croatia,HRV,2000,5802.958445607497
Croatia,HRV,2001,6108.2123411706
Croatia,HRV,2002,6270.928117424932
Croatia,HRV,2003,6243.278650514923
Croatia,HRV,2004,6482.284063161497
Croatia,HRV,2005,6277.3843977204215
Croatia,HRV,2006,6218.078750116679
Croatia,HRV,2007,7159.54709951857
Croatia,HRV,2008,6953.914286030325
Croatia,HRV,2009,6438.583019705137
Croatia,HRV,2010,7073.513554281423
Croatia,HRV,2011,6930.597419712497
Croatia,HRV,2012,6533.06693449488
Croatia,HRV,2013,6204.803471374797
Croatia,HRV,2014,5518.2591891588345
Croatia,HRV,2015,5719.89395371604
Croatia,HRV,2016,5997.513264958423
Croatia,HRV,2017,6932.027121575425
Croatia,HRV,2018,6782.054105336862
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Cyprus,CYP,2017,0
Cyprus,CYP,2018,0
Czech Republic,CZE,1965,437.31525836815825
Czech Republic,CZE,1966,457.2090413287853
Czech Republic,CZE,1967,549.4295612305185
Czech Republic,CZE,1968,678.1453913040375
Czech Republic,CZE,1969,743.9061700836309
Czech Republic,CZE,1970,816.103076193726
Czech Republic,CZE,1971,1010.9678070600183
Czech Republic,CZE,1972,1092.9633004670914
Czech Republic,CZE,1973,1193.6959584365575
Czech Republic,CZE,1974,1446.5124407604678
Czech Republic,CZE,1975,1645.6802387845084
Czech Republic,CZE,1976,1805.2540700296004
Czech Republic,CZE,1977,2038.3295752043919
Czech Republic,CZE,1978,2270.193899978564
Czech Republic,CZE,1979,2534.491952668218
Czech Republic,CZE,1980,2909.580636105904
Czech Republic,CZE,1981,2914.0941539031446
Czech Republic,CZE,1982,3087.0959961717317
Czech Republic,CZE,1983,3625.820938433456
Czech Republic,CZE,1984,3864.2539410124746
Czech Republic,CZE,1985,4749.153034887232
Czech Republic,CZE,1986,5020.431877199574
Czech Republic,CZE,1987,5476.517866149899
Czech Republic,CZE,1988,5509.2682218420305
Czech Republic,CZE,1989,5682.831849544312
Czech Republic,CZE,1990,5901.822841100475
Czech Republic,CZE,1991,5692.030736819061
Czech Republic,CZE,1992,6515.068096012749
Czech Republic,CZE,1993,6654.28612851337
Czech Republic,CZE,1994,6498.383360630249
Czech Republic,CZE,1995,7356.17397203128
Czech Republic,CZE,1996,8472.173913574881
Czech Republic,CZE,1997,8627.27316738344
Czech Republic,CZE,1998,8658.359973175435
Czech Republic,CZE,1999,8719.24121893072
Czech Republic,CZE,2000,8477.67032763048
Czech Republic,CZE,2001,9094.927466221401
Czech Republic,CZE,2002,8805.355052457082
Czech Republic,CZE,2003,8907.58374891591
Czech Republic,CZE,2004,8845.907803021779
Czech Republic,CZE,2005,8733.768765941704
Czech Republic,CZE,2006,8574.885911637051
Czech Republic,CZE,2007,8127.582544901526
Czech Republic,CZE,2008,8002.7098320086325
Czech Republic,CZE,2009,7545.146834612891
Czech Republic,CZE,2010,8906.591060291355
Czech Republic,CZE,2011,7494.1326775584375
Czech Republic,CZE,2012,7535.8189205774515
Czech Republic,CZE,2013,7630.749976195335
Czech Republic,CZE,2014,6788.594089035029
Czech Republic,CZE,2015,7112.0177339769825
Czech Republic,CZE,2016,7684.315848732461
Czech Republic,CZE,2017,7870.289446324594
Czech Republic,CZE,2018,7484.366210297207
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,28.50585914648438
Denmark,DNK,1984,230.26289966966382
Denmark,DNK,1985,1312.807978946031
Denmark,DNK,1986,2339.7653953274685
Denmark,DNK,1987,2968.3847955227675
Denmark,DNK,1988,3616.795196901601
Denmark,DNK,1989,3848.9181282436643
Denmark,DNK,1990,4094.159695568955
Denmark,DNK,1991,4713.058104624637
Denmark,DNK,1992,4939.329318379738
Denmark,DNK,1993,5530.209829458679
Denmark,DNK,1994,6155.832589712148
Denmark,DNK,1995,7098.070722470859
Denmark,DNK,1996,8326.345214165556
Denmark,DNK,1997,8662.16568195718
Denmark,DNK,1998,9301.5060737717
Denmark,DNK,1999,9713.204856311539
Denmark,DNK,2000,9552.396710432502
Denmark,DNK,2001,9950.516976694664
Denmark,DNK,2002,10016.369881313976
Denmark,DNK,2003,10100.088437436421
Denmark,DNK,2004,10022.264146277994
Denmark,DNK,2005,9591.586547766508
Denmark,DNK,2006,9732.348930771492
Denmark,DNK,2007,8681.83053634735
Denmark,DNK,2008,8678.810388319389
Denmark,DNK,2009,8293.145646739054
Denmark,DNK,2010,9332.094558549057
Denmark,DNK,2011,7786.789466612932
Denmark,DNK,2012,7236.302287563714
Denmark,DNK,2013,6792.803292105357
Denmark,DNK,2014,5807.62398665784
Denmark,DNK,2015,5816.931992608543
Denmark,DNK,2016,5892.581447172125
Denmark,DNK,2017,5640.125198627007
Denmark,DNK,2018,5459.243943138039
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,114.97775580820563
Ecuador,ECU,1971,111.7016167760525
Ecuador,ECU,1972,157.38217452169857
Ecuador,ECU,1973,87.90627362055935
Ecuador,ECU,1974,170.95399088637365
Ecuador,ECU,1975,207.85673434372322
Ecuador,ECU,1976,184.44908180300504
Ecuador,ECU,1977,114.97697724810402
Ecuador,ECU,1978,115.04220522289634
Ecuador,ECU,1979,80.68088386433712
Ecuador,ECU,1980,61.14156965828014
Ecuador,ECU,1981,96.46743108075141
Ecuador,ECU,1982,121.70769413723394
Ecuador,ECU,1983,146.97623188405797
Ecuador,ECU,1984,206.4808322967319
Ecuador,ECU,1985,205.25038605779838
Ecuador,ECU,1986,199.0066724063711
Ecuador,ECU,1987,180.76454526360013
Ecuador,ECU,1988,206.23103731037313
Ecuador,ECU,1989,159.4585668534828
Ecuador,ECU,1990,255.766787215326
Ecuador,ECU,1991,306.520244461421
Ecuador,ECU,1992,300.62616648002984
Ecuador,ECU,1993,338.4700301067421
Ecuador,ECU,1994,298.8436830835118
Ecuador,ECU,1995,282.2470536883458
Ecuador,ECU,1996,293.1598735367
Ecuador,ECU,1997,261.774746883106
Ecuador,ECU,1998,261.24118707984917
Ecuador,ECU,1999,241.1621925735413
Ecuador,ECU,2000,257.71074836369377
Ecuador,ECU,2001,257.54394115369735
Ecuador,ECU,2002,100.75379328007304
Ecuador,ECU,2003,172.8388500845176
Ecuador,ECU,2004,395.62363363562815
Ecuador,ECU,2005,399.44300340300884
Ecuador,ECU,2006,429.2211287381749
Ecuador,ECU,2007,382.479446154438
Ecuador,ECU,2008,343.14218990093565
Ecuador,ECU,2009,397.9077635860295
Ecuador,ECU,2010,412.29914328359206
Ecuador,ECU,2011,367.85381092429816
Ecuador,ECU,2012,484.01745875016167
Ecuador,ECU,2013,541.9123618571338
Ecuador,ECU,2014,546.9859883055416
Ecuador,ECU,2015,506.43548711263264
Ecuador,ECU,2016,537.450180687648
Ecuador,ECU,2017,490.4599435787906
Ecuador,ECU,2018,413.97441990107706
Egypt,EGY,1965,15.497157859231757
Egypt,EGY,1966,17.254625857609323
Egypt,EGY,1967,16.813800497239292
Egypt,EGY,1968,16.391947039109546
Egypt,EGY,1969,20.276384802243125
Egypt,EGY,1970,23.704149140638584
Egypt,EGY,1971,23.168469739465337
Egypt,EGY,1972,18.92848231421212
Egypt,EGY,1973,14.869095107190288
Egypt,EGY,1974,15.315052536862206
Egypt,EGY,1975,12.484111254766662
Egypt,EGY,1976,92.77579075565026
Egypt,EGY,1977,109.78180025415323
Egypt,EGY,1978,172.55790302645607
Egypt,EGY,1979,255.04530731492656
Egypt,EGY,1980,484.4835945385486
Egypt,EGY,1981,528.9414415391893
Egypt,EGY,1982,564.3239860482224
Egypt,EGY,1983,644.7151601801918
Egypt,EGY,1984,806.6146886789386
Egypt,EGY,1985,963.301122674232
Egypt,EGY,1986,1080.392079432236
Egypt,EGY,1987,1162.5827050777043
Egypt,EGY,1988,1247.3080019888014
Egypt,EGY,1989,1359.7163663724473
Egypt,EGY,1990,1383.7202052768378
Egypt,EGY,1991,1521.8981280186333
Egypt,EGY,1992,1611.08459602775
Egypt,EGY,1993,1814.7033282321606
Egypt,EGY,1994,1890.467461088451
Egypt,EGY,1995,1945.5674269259152
Egypt,EGY,1996,1967.3123480126412
Egypt,EGY,1997,1987.533132634223
Egypt,EGY,1998,1991.8806653806646
Egypt,EGY,1999,2337.964334077848
Egypt,EGY,2000,2796.6643427940494
Egypt,EGY,2001,3361.4029336792437
Egypt,EGY,2002,3568.0562350730925
Egypt,EGY,2003,3925.280805525499
Egypt,EGY,2004,4113.580596684733
Egypt,EGY,2005,4027.1966534386415
Egypt,EGY,2006,4569.9781458724665
Egypt,EGY,2007,4719.4881889175795
Egypt,EGY,2008,4936.021397460948
Egypt,EGY,2009,5046.496579290072
Egypt,EGY,2010,5246.2361505600475
Egypt,EGY,2011,5650.043180636232
Egypt,EGY,2012,5859.286408048877
Egypt,EGY,2013,5599.38634742492
Egypt,EGY,2014,5111.280011678187
Egypt,EGY,2015,4978.069824258192
Egypt,EGY,2016,5225.588160760003
Egypt,EGY,2017,5799.709822192383
Egypt,EGY,2018,6050.357149188207
Estonia,EST,1965,0
Estonia,EST,1966,0
Estonia,EST,1967,0
Estonia,EST,1968,0
Estonia,EST,1969,0
Estonia,EST,1970,0
Estonia,EST,1971,0
Estonia,EST,1972,0
Estonia,EST,1973,0
Estonia,EST,1974,0
Estonia,EST,1975,0
Estonia,EST,1976,0
Estonia,EST,1977,0
Estonia,EST,1978,0
Estonia,EST,1979,0
Estonia,EST,1980,0
Estonia,EST,1981,0
Estonia,EST,1982,0
Estonia,EST,1983,0
Estonia,EST,1984,0
Estonia,EST,1985,6889.77268044678
Estonia,EST,1986,6204.660742226563
Estonia,EST,1987,6657.217373352677
Estonia,EST,1988,7110.185040735294
Estonia,EST,1989,7083.012359050956
Estonia,EST,1990,9083.244586504792
Estonia,EST,1991,9220.858452273904
Estonia,EST,1992,5486.704651551612
Estonia,EST,1993,2779.8312451276884
Estonia,EST,1994,4077.442231962938
Estonia,EST,1995,4727.455999993022
Estonia,EST,1996,5268.766654527504
Estonia,EST,1997,5148.542157148937
Estonia,EST,1998,4900.426742574681
Estonia,EST,1999,4777.223805028491
Estonia,EST,2000,5511.277894674768
Estonia,EST,2001,5947.27809941092
Estonia,EST,2002,5013.8587632393355
Estonia,EST,2003,5565.468964683175
Estonia,EST,2004,6610.05213191349
Estonia,EST,2005,6858.611926238938
Estonia,EST,2006,6979.449801489994
Estonia,EST,2007,6968.212628125
Estonia,EST,2008,6697.761194
Estonia,EST,2009,4562.5415873353295
Estonia,EST,2010,4911.786783933934
Estonia,EST,2011,4441.516065143073
Estonia,EST,2012,4639.2878122373395
Estonia,EST,2013,4797.405446087945
Estonia,EST,2014,3759.076322879939
Estonia,EST,2015,3344.317705794677
Estonia,EST,2016,3670.1678924449507
Estonia,EST,2017,3481.3832052767257
Estonia,EST,2018,3555.5125413907795
Europe,,1965,597.2833555731653
Europe,,1966,670.9686791974186
Europe,,1967,798.2696282102429
Europe,,1968,1027.3932840157113
Europe,,1969,1316.7044922382822
Europe,,1970,1652.2406830779387
Europe,,1971,2021.8526923528418
Europe,,1972,2446.1746653312725
Europe,,1973,2763.2637740194386
Europe,,1974,3111.49424220834
Europe,,1975,3321.9271350508598
Europe,,1976,3592.590049937606
Europe,,1977,3743.4131025790984
Europe,,1978,3875.1811071374977
Europe,,1979,4072.4011749367614
Europe,,1980,4049.850694640052
Europe,,1981,3993.080753080075
Europe,,1982,3901.2875705283654
Europe,,1983,4040.9768861229936
Europe,,1984,4216.416350680389
Europe,,1985,5690.874583471362
Europe,,1986,5813.031861939088
Europe,,1987,6045.915496237759
Europe,,1988,6075.407185052625
Europe,,1989,6224.026533013224
Europe,,1990,6697.048216088012
Europe,,1991,6762.383153953646
Europe,,1992,6377.514933724597
Europe,,1993,6398.525597358512
Europe,,1994,6206.7554875192445
Europe,,1995,6552.870824065857
Europe,,1996,7260.0838027500195
Europe,,1997,7096.635527205763
Europe,,1998,7204.510127425267
Europe,,1999,7492.010168553003
Europe,,2000,7694.847979805106
Europe,,2001,7843.681323819598
Europe,,2002,7862.890262497383
Europe,,2003,8208.655689844663
Europe,,2004,8396.064664670694
Europe,,2005,8601.95069358196
Europe,,2006,8522.012545248832
Europe,,2007,8431.568941402835
Europe,,2008,8530.510476200412
Europe,,2009,7852.915710675369
Europe,,2010,8454.231631540797
Europe,,2011,7862.437763099186
Europe,,2012,7648.316797957857
Europe,,2013,7486.032479873498
Europe,,2014,6739.805031380851
Europe,,2015,6847.220368976404
Europe,,2016,7222.914251078998
Europe,,2017,7518.610286046895
Europe,,2018,7354.524325950713
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,945.8277184613747
Finland,FIN,1975,1558.592922006781
Finland,FIN,1976,1820.5182371715257
Finland,FIN,1977,1846.4293232483674
Finland,FIN,1978,2005.7447095544346
Finland,FIN,1979,1993.1763676566761
Finland,FIN,1980,1868.328226764829
Finland,FIN,1981,1479.8452295841998
Finland,FIN,1982,1390.5549805667013
Finland,FIN,1983,1341.0690612895928
Finland,FIN,1984,1527.7777766039283
Finland,FIN,1985,1929.4554185481575
Finland,FIN,1986,2327.0227629594324
Finland,FIN,1987,3067.5742454124547
Finland,FIN,1988,3289.659343188873
Finland,FIN,1989,4299.778984215391
Finland,FIN,1990,5046.036828456766
Finland,FIN,1991,5293.88324269775
Finland,FIN,1992,5468.78097203568
Finland,FIN,1993,5621.056783192035
Finland,FIN,1994,6174.220129323132
Finland,FIN,1995,6384.059387409651
Finland,FIN,1996,6655.5274374051005
Finland,FIN,1997,6529.179606671195
Finland,FIN,1998,7462.507531888072
Finland,FIN,1999,7453.63214819745
Finland,FIN,2000,7596.376252908637
Finland,FIN,2001,8223.07692235
Finland,FIN,2002,8145.022059142528
Finland,FIN,2003,8991.7734839736
Finland,FIN,2004,8637.924456879055
Finland,FIN,2005,7877.9235595683585
Finland,FIN,2006,8391.131324705324
Finland,FIN,2007,7731.219327366932
Finland,FIN,2008,7873.764908871969
Finland,FIN,2009,6997.379259277425
Finland,FIN,2010,7696.608274194931
Finland,FIN,2011,6701.2987012411895
Finland,FIN,2012,5899.3536464265935
Finland,FIN,2013,5461.788319159773
Finland,FIN,2014,4862.916845702252
Finland,FIN,2015,4174.16732467433
Finland,FIN,2016,3647.2353579647147
Finland,FIN,2017,3325.9743129722374
Finland,FIN,2018,3700.4848411135263
France,FRA,1965,1026.668209530843
France,FRA,1966,1072.3803477342433
France,FRA,1967,1215.267657448994
France,FRA,1968,1442.4087448275861
France,FRA,1969,1664.1295840196876
France,FRA,1970,1881.830634110787
France,FRA,1971,2213.034904716299
France,FRA,1972,2596.082186803172
France,FRA,1973,3021.094760869565
France,FRA,1974,3131.563144183204
France,FRA,1975,3470.743489153334
France,FRA,1976,3708.8344233419552
France,FRA,1977,3854.3337764288003
France,FRA,1978,4095.2305398423905
France,FRA,1979,4518.821029326771
France,FRA,1980,4672.89958583946
France,FRA,1981,4724.912649803219
France,FRA,1982,4518.619887481385
France,FRA,1983,4788.340186374029
France,FRA,1984,4857.491192577095
France,FRA,1985,5172.228811510271
France,FRA,1986,5174.457623368441
France,FRA,1987,5208.2094675668895
France,FRA,1988,5155.565158215445
France,FRA,1989,5019.994116020141
France,FRA,1990,5342.6773961670815
France,FRA,1991,5827.498506428999
France,FRA,1992,5791.905087511157
France,FRA,1993,5900.553424174656
France,FRA,1994,5611.513882454374
France,FRA,1995,5950.974878760251
France,FRA,1996,6552.8942285337525
France,FRA,1997,6260.099448376017
France,FRA,1998,6649.01016440011
France,FRA,1999,6749.310098161965
France,FRA,2000,7048.436837332882
France,FRA,2001,7353.563249705308
France,FRA,2002,7289.646840319047
France,FRA,2003,7589.262596823342
France,FRA,2004,7692.59695581403
France,FRA,2005,7806.376799240839
France,FRA,2006,7491.676014019087
France,FRA,2007,7234.790445114679
France,FRA,2008,7456.549695415455
France,FRA,2009,7152.051389434469
France,FRA,2010,7882.387085782444
France,FRA,2011,6804.440713558572
France,FRA,2012,6992.054468211567
France,FRA,2013,7065.319701480578
France,FRA,2014,5905.2793904835335
France,FRA,2015,6322.710281740181
France,FRA,2016,6885.931152118514
France,FRA,2017,6903.705716934751
France,FRA,2018,6572.002179383299
Germany,DEU,1965,406.1957251198563
Germany,DEU,1966,484.6384042547514
Germany,DEU,1967,620.3530196584667
Germany,DEU,1968,1013.1378210047916
Germany,DEU,1969,1435.151273119817
Germany,DEU,1970,2032.8530770991879
Germany,DEU,1971,2678.3187225625084
Germany,DEU,1972,3462.831838182809
Germany,DEU,1973,4463.72261189885
Germany,DEU,1974,5585.666190658978
Germany,DEU,1975,5898.644155800447
Germany,DEU,1976,6248.7443530831915
Germany,DEU,1977,6643.935342220444
Germany,DEU,1978,7132.425953437525
Germany,DEU,1979,7897.67719574951
Germany,DEU,1980,7801.555248088346
Germany,DEU,1981,7476.042641744765
Germany,DEU,1982,6953.538975574263
Germany,DEU,1983,7243.7117465307965
Germany,DEU,1984,7573.200266357716
Germany,DEU,1985,7484.572723549401
Germany,DEU,1986,7451.8773228774135
Germany,DEU,1987,8057.53960577702
Germany,DEU,1988,7902.786392308576
Germany,DEU,1989,8051.842653174422
Germany,DEU,1990,8056.307503335695
Germany,DEU,1991,8418.472252072563
Germany,DEU,1992,8274.163606172855
Germany,DEU,1993,8704.737511367792
Germany,DEU,1994,8819.754582625908
Germany,DEU,1995,9580.764011602314
Germany,DEU,1996,10696.842261061925
Germany,DEU,1997,10209.383544098822
Germany,DEU,1998,10302.449268326722
Germany,DEU,1999,10273.876806841137
Germany,DEU,2000,10187.170100090907
Germany,DEU,2001,10735.899335433498
Germany,DEU,2002,10708.625470521863
Germany,DEU,2003,10828.040804294606
Germany,DEU,2004,10878.80062124905
Germany,DEU,2005,11063.447324137594
Germany,DEU,2006,11293.069581382562
Germany,DEU,2007,10905.312120532002
Germany,DEU,2008,11040.464597634027
Germany,DEU,2009,10436.356199254637
Germany,DEU,2010,10896.266098613089
Germany,DEU,2011,10000.58402809439
Germany,DEU,2012,10016.926080866462
Germany,DEU,2013,10468.171253927367
Germany,DEU,2014,9072.440488766115
Germany,DEU,2015,9409.027242794087
Germany,DEU,2016,10327.365745094532
Germany,DEU,2017,10855.5332412882
Germany,DEU,2018,10621.740048965403
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,86.0977850719608
Greece,GRC,1983,81.53331267417099
Greece,GRC,1984,89.19927342678498
Greece,GRC,1985,83.39185443920546
Greece,GRC,1986,113.70444296055918
Greece,GRC,1987,129.26320019886646
Greece,GRC,1988,154.3659041886942
Greece,GRC,1989,154.83458045096492
Greece,GRC,1990,157.09955033053004
Greece,GRC,1991,153.85361162772662
Greece,GRC,1992,140.73896390499044
Greece,GRC,1993,102.66755225270552
Greece,GRC,1994,51.97275691028652
Greece,GRC,1995,47.482784560766795
Greece,GRC,1996,52.921898415805025
Greece,GRC,1997,182.35375055932514
Greece,GRC,1998,742.4945850966272
Greece,GRC,1999,1324.2388462395718
Greece,GRC,2000,1768.803085695723
Greece,GRC,2001,1737.4500003350097
Greece,GRC,2002,1860.5919247182972
Greece,GRC,2003,2096.4608347963276
Greece,GRC,2004,2301.266595455274
Greece,GRC,2005,2319.153674393764
Greece,GRC,2006,2744.121591554761
Greece,GRC,2007,3495.30682558813
Greece,GRC,2008,3670.9060224963773
Greece,GRC,2009,3105.341986014235
Greece,GRC,2010,3425.386599211058
Greece,GRC,2011,4246.9185812854375
Greece,GRC,2012,3920.6175751071337
Greece,GRC,2013,3473.319612396425
Greece,GRC,2014,2657.946958455285
Greece,GRC,2015,2881.2269888433398
Greece,GRC,2016,3766.1799341271785
Greece,GRC,2017,4561.737155748888
Greece,GRC,2018,4499.745663782551
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,49.95845614234057
Hong Kong,HKG,1996,3114.8851842531526
Hong Kong,HKG,1997,4775.650119387302
Hong Kong,HKG,1998,4398.575151999376
Hong Kong,HKG,1999,4772.253449274763
Hong Kong,HKG,2000,4259.301170006055
Hong Kong,HKG,2001,4260.570034010502
Hong Kong,HKG,2002,4025.2961838630263
Hong Kong,HKG,2003,2579.566539788848
Hong Kong,HKG,2004,3715.4898807753893
Hong Kong,HKG,2005,3710.3044269202364
Hong Kong,HKG,2006,4051.2853199044403
Hong Kong,HKG,2007,3763.7852745614036
Hong Kong,HKG,2008,4327.355928172043
Hong Kong,HKG,2009,4176.552206606498
Hong Kong,HKG,2010,5159.794497684467
Hong Kong,HKG,2011,4085.2550309590406
Hong Kong,HKG,2012,3740.490315073081
Hong Kong,HKG,2013,3503.0719423557625
Hong Kong,HKG,2014,3345.5356696355993
Hong Kong,HKG,2015,4238.292687620374
Hong Kong,HKG,2016,4316.075661961623
