Entity,Code,Year,"Gross enrolment ratio, tertiary, both sexes (%) (%)"
East Asia & Pacific (all income levels),,2013,33.3079605102539
East Asia & Pacific (all income levels),,2014,39.1477203369141
Ecuador,ECU,1971,7.07042980194092
Ecuador,ECU,1972,7.5050802230835
Ecuador,ECU,1973,9.3438196182251
Ecuador,ECU,1975,20.3170604705811
Ecuador,ECU,1976,24.5160503387451
Ecuador,ECU,1979,31.2338695526123
Ecuador,ECU,1980,33.222728729248
Ecuador,ECU,1981,34.126880645752
Ecuador,ECU,1982,32.1379585266113
Ecuador,ECU,1983,30.4278907775879
Ecuador,ECU,1984,30.9858798980713
Ecuador,ECU,1985,31.7300605773926
Ecuador,ECU,1988,28.2625102996826
Ecuador,ECU,1989,24.796350479126
Ecuador,ECU,1990,19.5410900115967
Ecuador,ECU,1991,19.958309173584
Ecuador,ECU,1995,18.1804504394531
Ecuador,ECU,1997,18.6137294769287
Ecuador,ECU,2008,38.6835517883301
Ecuador,ECU,2012,39.8635101318359
Ecuador,ECU,2013,40.4808616638184
Egypt,EGY,1971,7.12903022766113
Egypt,EGY,1972,8.0575704574585
Egypt,EGY,1973,9.3814001083374
Egypt,EGY,1974,10.646900177002
Egypt,EGY,1975,12.0571002960205
Egypt,EGY,1976,13.6523704528809
Egypt,EGY,1977,15.4824104309082
Egypt,EGY,1978,16.0509300231934
Egypt,EGY,1979,16.1065196990967
Egypt,EGY,1980,16.4924793243408
Egypt,EGY,1981,17.4019908905029
Egypt,EGY,1982,18.4864196777344
Egypt,EGY,1983,19.2066497802734
Egypt,EGY,1984,19.8697395324707
Egypt,EGY,1985,18.6644802093506
Egypt,EGY,1986,18.6182899475098
Egypt,EGY,1987,18.7925605773926
Egypt,EGY,1988,18.4665908813477
Egypt,EGY,1989,15.9076595306396
Egypt,EGY,1990,14.8900804519653
Egypt,EGY,1991,12.6208600997925
Egypt,EGY,1999,30.6788291931152
Egypt,EGY,2001,29.5797595977783
Egypt,EGY,2002,30.533130645752
Egypt,EGY,2003,27.3532295227051
Egypt,EGY,2004,28.5396404266357
Egypt,EGY,2005,29.7222099304199
Egypt,EGY,2006,29.4254207611084
Egypt,EGY,2007,29.7148303985596
Egypt,EGY,2008,29.3989696502686
Egypt,EGY,2009,29.9485893249512
Egypt,EGY,2010,30.8998107910156
Egypt,EGY,2011,26.5166492462158
Egypt,EGY,2012,27.6183109283447
Egypt,EGY,2013,30.3161201477051
Egypt,EGY,2014,31.6789894104004
El Salvador,SLV,1970,2.86570000648499
El Salvador,SLV,1971,3.73565006256104
El Salvador,SLV,1973,5.63585996627808
El Salvador,SLV,1974,7.09060001373291
El Salvador,SLV,1975,7.46584987640381
El Salvador,SLV,1977,7.79099988937378
El Salvador,SLV,1978,7.97531986236572
El Salvador,SLV,1982,10.9030504226685
El Salvador,SLV,1983,13.1225500106812
El Salvador,SLV,1984,14.2907800674438
El Salvador,SLV,1985,15.7186002731323
El Salvador,SLV,1986,16.2147006988525
El Salvador,SLV,1988,16.3781204223633
El Salvador,SLV,1989,16.8924808502197
El Salvador,SLV,1990,16.0789699554443
El Salvador,SLV,1991,17.3581199645996
El Salvador,SLV,1993,18.6385097503662
El Salvador,SLV,1994,20.6362800598145
El Salvador,SLV,1995,22.0591697692871
El Salvador,SLV,1996,21.2944297790527
El Salvador,SLV,1998,22.1523704528809
El Salvador,SLV,1999,22.3131809234619
El Salvador,SLV,2000,21.6393604278564
El Salvador,SLV,2001,20.7866897583008
El Salvador,SLV,2002,21.4957103729248
El Salvador,SLV,2003,22.1216602325439
El Salvador,SLV,2004,22.7789096832275
El Salvador,SLV,2005,23.0448799133301
El Salvador,SLV,2006,23.270959854126
El Salvador,SLV,2007,24.3408908843994
El Salvador,SLV,2008,25.1784591674805
El Salvador,SLV,2009,25.7341499328613
El Salvador,SLV,2010,26.3590106964111
El Salvador,SLV,2011,27.5908908843994
El Salvador,SLV,2012,28.6289691925049
El Salvador,SLV,2013,29.1684799194336
El Salvador,SLV,2014,28.8529605865479
Equatorial Guinea,GNQ,1982,4.03810977935791
Equatorial Guinea,GNQ,1991,1.55782997608185
Equatorial Guinea,GNQ,2000,3.23475003242493
Eritrea,ERI,1995,1.09987998008728
Eritrea,ERI,1996,1.04154002666473
Eritrea,ERI,1998,0.962390005588531
Eritrea,ERI,1999,1.16983997821808
Eritrea,ERI,2000,1.13706004619598
Eritrea,ERI,2001,1.41791999340057
Eritrea,ERI,2002,1.32099997997284
Eritrea,ERI,2004,1.02662003040314
Eritrea,ERI,2009,1.92062997817993
Eritrea,ERI,2010,2.32966995239258
Eritrea,ERI,2014,2.56538009643555
Estonia,EST,1981,23.2422504425049
Estonia,EST,1986,22.0134296417236
Estonia,EST,1988,22.1032009124756
Estonia,EST,1989,22.9152297973633
Estonia,EST,1990,24.7536392211914
Estonia,EST,1991,24.3597297668457
Estonia,EST,1992,24.5220108032227
Estonia,EST,1993,23.5300903320313
Estonia,EST,1994,24.4029293060303
Estonia,EST,1995,25.4496593475342
Estonia,EST,1996,40.1865386962891
Estonia,EST,1997,44.0619583129883
Estonia,EST,1998,47.3193206787109
Estonia,EST,1999,49.6137619018555
Estonia,EST,2000,54.5435104370117
Estonia,EST,2001,58.6614418029785
Estonia,EST,2002,61.5340881347656
Estonia,EST,2003,64.3951721191406
Estonia,EST,2004,66.182502746582
Estonia,EST,2005,67.9141693115234
Estonia,EST,2006,67.8659133911133
Estonia,EST,2007,67.6700668334961
Estonia,EST,2008,66.4431381225586
Estonia,EST,2009,66.6371078491211
Estonia,EST,2010,68.1885604858398
Estonia,EST,2011,70.3690872192383
Estonia,EST,2012,72.1018295288086
Estonia,EST,2013,72.9247131347656
Ethiopia,ETH,1971,0.174869999289513
Ethiopia,ETH,1972,0.188669994473457
Ethiopia,ETH,1973,0.14708000421524
Ethiopia,ETH,1974,0.237690001726151
Ethiopia,ETH,1977,0.244770005345345
Ethiopia,ETH,1978,0.377350002527237
Ethiopia,ETH,1979,0.462440013885498
Ethiopia,ETH,1980,0.513010025024414
Ethiopia,ETH,1981,0.488310009241104
Ethiopia,ETH,1982,0.499430000782013
Ethiopia,ETH,1983,0.523490011692047
Ethiopia,ETH,1984,0.50493997335434
Ethiopia,ETH,1986,0.803110003471375
Ethiopia,ETH,1987,0.860140025615692
Ethiopia,ETH,1988,0.804620027542114
Ethiopia,ETH,1989,0.825860023498535
Ethiopia,ETH,1990,0.849749982357025
Ethiopia,ETH,1991,0.827030003070831
Ethiopia,ETH,1994,0.620260000228882
Ethiopia,ETH,1995,0.672969996929169
Ethiopia,ETH,1996,0.697589993476868
Ethiopia,ETH,1997,0.816290020942688
Ethiopia,ETH,1998,0.855790019035339
Ethiopia,ETH,1999,0.952139973640442
Ethiopia,ETH,2000,1.18812000751495
Ethiopia,ETH,2001,1.47020995616913
Ethiopia,ETH,2002,1.64376997947693
Ethiopia,ETH,2003,2.28907990455627
Ethiopia,ETH,2004,2.56080007553101
Ethiopia,ETH,2005,2.751620054245
Ethiopia,ETH,2008,3.53653001785278
Ethiopia,ETH,2009,5.24737977981567
Ethiopia,ETH,2010,7.3322901725769
Ethiopia,ETH,2011,7.75743007659912
Ethiopia,ETH,2012,8.14472961425781
Ethiopia,ETH,2014,8.1260404586792
Euro area,,1970,19.5523700714111
Euro area,,1971,19.5547695159912
Euro area,,1972,20.6247291564941
Euro area,,1973,21.935209274292
Euro area,,1974,22.7153606414795
Euro area,,1975,23.7850399017334
Euro area,,1976,25.0595703125
Euro area,,1977,25.5845203399658
Euro area,,1978,26.1665096282959
Euro area,,1979,25.8643703460693
Euro area,,1980,26.1986904144287
Euro area,,1981,26.3369102478027
Euro area,,1982,26.6496200561523
Euro area,,1983,26.8174591064453
Euro area,,1984,27.326639175415
Euro area,,1985,28.1298408508301
Euro area,,1986,28.7049999237061
Euro area,,1987,29.0856800079346
Euro area,,1988,29.990779876709
Euro area,,1989,31.3380508422852
Euro area,,1990,32.6785087585449
Euro area,,1991,34.576831817627
Euro area,,1992,36.5850791931152
Euro area,,1993,39.4220809936523
Euro area,,1994,42.6115913391113
Euro area,,1995,44.1611785888672
Euro area,,1996,45.9031600952148
Euro area,,1997,48.0506782531738
Euro area,,1998,49.5705718994141
Euro area,,1999,50.729419708252
Euro area,,2000,52.3407211303711
Euro area,,2001,54.1466789245605
Euro area,,2002,55.3280181884766
Euro area,,2003,57.2378196716309
Euro area,,2004,59.0029602050781
Euro area,,2005,60.3563613891602
Euro area,,2006,61.3412094116211
Euro area,,2007,61.7788314819336
Euro area,,2008,62.6048583984375
Euro area,,2009,63.7883987426758
Euro area,,2010,65.6864700317383
Euro area,,2011,67.6250228881836
Euro area,,2012,68.5085601806641
Euro area,,2013,69.2888031005859
Euro area,,2014,71.0014877319336
Europe & Central Asia,,1970,33.2690010070801
Europe & Central Asia,,1971,32.8824310302734
Europe & Central Asia,,1972,32.302131652832
Europe & Central Asia,,1973,31.813440322876
Europe & Central Asia,,1974,31.4154491424561
Europe & Central Asia,,1975,31.3926105499268
Europe & Central Asia,,1976,31.4235191345215
Europe & Central Asia,,1977,31.695240020752
Europe & Central Asia,,1978,31.8789901733398
Europe & Central Asia,,1979,31.9106292724609
Europe & Central Asia,,1980,31.9167499542236
Europe & Central Asia,,1981,32.0946083068848
Europe & Central Asia,,1982,32.399528503418
Europe & Central Asia,,1983,32.9058609008789
Europe & Central Asia,,1984,33.5881690979004
Europe & Central Asia,,1985,34.5113716125488
Europe & Central Asia,,1986,35.0009994506836
Europe & Central Asia,,1987,35.3350296020508
Europe & Central Asia,,1988,35.2799682617188
Europe & Central Asia,,1989,35.0566101074219
Europe & Central Asia,,1990,35.0717887878418
Europe & Central Asia,,1991,34.4692115783691
Europe & Central Asia,,1992,33.5473518371582
Europe & Central Asia,,1993,32.378490447998
Europe & Central Asia,,1994,32.0019416809082
Europe & Central Asia,,1995,31.7917900085449
Europe & Central Asia,,1996,32.8125686645508
Europe & Central Asia,,1997,33.932201385498
Europe & Central Asia,,1998,34.7798881530762
Europe & Central Asia,,1999,36.4605484008789
Europe & Central Asia,,2000,38.7975883483887
Europe & Central Asia,,2001,41.9612998962402
Europe & Central Asia,,2002,45.0727882385254
Europe & Central Asia,,2003,48.2345809936523
Europe & Central Asia,,2004,49.294490814209
Europe & Central Asia,,2005,51.3734817504883
Europe & Central Asia,,2006,53.2892189025879
Europe & Central Asia,,2007,54.665168762207
Europe & Central Asia,,2008,55.6546401977539
Europe & Central Asia,,2009,56.7373580932617
Europe & Central Asia,,2010,57.9983100891113
Europe & Central Asia,,2011,58.8462982177734
Europe & Central Asia,,2012,59.8296203613281
Europe & Central Asia,,2013,61.9418106079102
Europe & Central Asia,,2014,62.0665817260742
Europe & Central Asia (all income levels),,1970,24.6659202575684
Europe & Central Asia (all income levels),,1971,24.6268405914307
Europe & Central Asia (all income levels),,1972,24.9347991943359
Europe & Central Asia (all income levels),,1973,25.3623294830322
Europe & Central Asia (all income levels),,1974,25.6629791259766
Europe & Central Asia (all income levels),,1975,26.2443599700928
Europe & Central Asia (all income levels),,1976,26.9151802062988
Europe & Central Asia (all income levels),,1977,27.352180480957
Europe & Central Asia (all income levels),,1978,27.6944408416748
Europe & Central Asia (all income levels),,1979,27.6216297149658
Europe & Central Asia (all income levels),,1980,27.7288799285889
Europe & Central Asia (all income levels),,1981,27.8166809082031
Europe & Central Asia (all income levels),,1982,28.0609493255615
Europe & Central Asia (all income levels),,1983,28.4801998138428
Europe & Central Asia (all income levels),,1984,28.9893798828125
Europe & Central Asia (all income levels),,1985,29.6927604675293
Europe & Central Asia (all income levels),,1986,30.1679496765137
Europe & Central Asia (all income levels),,1987,30.5769290924072
Europe & Central Asia (all income levels),,1988,31.0190601348877
Europe & Central Asia (all income levels),,1989,31.6293697357178
Europe & Central Asia (all income levels),,1990,32.397388458252
Europe & Central Asia (all income levels),,1991,33.1455497741699
Europe & Central Asia (all income levels),,1992,33.7464981079102
Europe & Central Asia (all income levels),,1993,34.6674499511719
Europe & Central Asia (all income levels),,1994,36.1645011901855
Europe & Central Asia (all income levels),,1995,37.0767097473145
Europe & Central Asia (all income levels),,1996,38.4894218444824
Europe & Central Asia (all income levels),,1997,40.1847114562988
Europe & Central Asia (all income levels),,1998,41.2321891784668
Europe & Central Asia (all income levels),,1999,43.132999420166
Europe & Central Asia (all income levels),,2000,45.0676498413086
Europe & Central Asia (all income levels),,2001,47.6705513000488
Europe & Central Asia (all income levels),,2002,50.1963806152344
Europe & Central Asia (all income levels),,2003,52.7449798583984
Europe & Central Asia (all income levels),,2004,54.0010414123535
Europe & Central Asia (all income levels),,2005,55.7300415039063
Europe & Central Asia (all income levels),,2006,57.144229888916
Europe & Central Asia (all income levels),,2007,58.0552215576172
Europe & Central Asia (all income levels),,2008,58.8188781738281
Europe & Central Asia (all income levels),,2009,59.9360084533691
Europe & Central Asia (all income levels),,2010,61.452751159668
Europe & Central Asia (all income levels),,2011,62.5612411499023
Europe & Central Asia (all income levels),,2012,63.3925094604492
Europe & Central Asia (all income levels),,2013,64.475471496582
Europe & Central Asia (all income levels),,2014,65.0807266235352
European Union,,1970,17.3368797302246
European Union,,1971,17.3032093048096
European Union,,1972,18.0426692962646
European Union,,1973,18.986629486084
European Union,,1974,19.7024002075195
European Union,,1975,20.7300491333008
European Union,,1976,21.9302597045898
European Union,,1977,22.488489151001
European Union,,1978,23.0480098724365
European Union,,1979,22.891300201416
European Union,,1980,23.1472206115723
European Union,,1981,23.2509994506836
European Union,,1982,23.5587902069092
European Union,,1983,24.0044498443604
European Union,,1984,24.470100402832
European Union,,1985,25.0451908111572
European Union,,1986,25.5440692901611
European Union,,1987,25.9467792510986
European Union,,1988,26.657169342041
European Union,,1989,27.7654209136963
European Union,,1990,28.9287796020508
European Union,,1991,30.7308406829834
European Union,,1992,32.5434417724609
European Union,,1993,35.2811584472656
European Union,,1994,38.4533882141113
European Union,,1995,40.4755706787109
European Union,,1996,42.532829284668
European Union,,1997,44.8322601318359
European Union,,1998,46.0958099365234
European Union,,1999,48.3513984680176
European Union,,2000,50.0371704101563
European Union,,2001,52.2929992675781
European Union,,2002,54.3510894775391
European Union,,2003,56.4288215637207
European Union,,2004,58.0808715820313
European Union,,2005,59.6695289611816
European Union,,2006,60.8649711608887
European Union,,2007,61.6489105224609
European Union,,2008,62.6208381652832
European Union,,2009,63.9502487182617
European Union,,2010,65.4932479858398
European Union,,2011,66.5380172729492
European Union,,2012,66.7660903930664
European Union,,2013,66.6064910888672
European Union,,2014,67.7147674560547
Fiji,FJI,1970,0.676069974899292
Fiji,FJI,1971,1.0032399892807
Fiji,FJI,1972,1.22452998161316
Fiji,FJI,1973,1.5037499666214
Fiji,FJI,1974,1.97141003608704
Fiji,FJI,1975,2.58701992034912
Fiji,FJI,1980,2.37325000762939
Fiji,FJI,1981,2.45860004425049
Fiji,FJI,1982,2.72480010986328
Fiji,FJI,1984,2.57398009300232
Fiji,FJI,1985,3.13118004798889
Fiji,FJI,1986,3.06049990653992
Fiji,FJI,1989,5.14267015457153
Fiji,FJI,1991,11.7910203933716
Fiji,FJI,2003,15.7771301269531
Fiji,FJI,2004,15.9522304534912
Fiji,FJI,2005,16.1371002197266
Finland,FIN,1971,13.1340503692627
Finland,FIN,1972,13.651180267334
Finland,FIN,1973,14.2913904190063
Finland,FIN,1974,15.7302703857422
Finland,FIN,1975,16.9547901153564
Finland,FIN,1976,27.6506195068359
Finland,FIN,1977,29.3953495025635
Finland,FIN,1978,30.6885299682617
Finland,FIN,1979,31.2934703826904
Finland,FIN,1980,31.757230758667
Finland,FIN,1981,32.1522483825684
Finland,FIN,1982,32.6658706665039
Finland,FIN,1983,33.4046783447266
Finland,FIN,1984,31.4928207397461
Finland,FIN,1985,31.9620800018311
Finland,FIN,1986,34.1087417602539
Finland,FIN,1987,36.0815696716309
Finland,FIN,1988,38.130500793457
Finland,FIN,1989,41.0177307128906
Finland,FIN,1990,44.5011405944824
Finland,FIN,1991,48.9279289245605
Finland,FIN,1992,52.9905586242676
Finland,FIN,1993,59.430591583252
Finland,FIN,1994,64.0803985595703
Finland,FIN,1995,67.4927673339844
Finland,FIN,1996,70.436653137207
Finland,FIN,1997,73.4997863769531
Finland,FIN,1998,79.2838516235352
Finland,FIN,1999,81.4920196533203
Finland,FIN,2000,82.4390716552734
Finland,FIN,2001,84.4305267333984
Finland,FIN,2002,84.9593505859375
Finland,FIN,2003,87.0768814086914
Finland,FIN,2004,89.6636123657227
Finland,FIN,2005,91.8286437988281
Finland,FIN,2006,93.2876815795898
Finland,FIN,2007,93.9779434204102
Finland,FIN,2008,95.074462890625
Finland,FIN,2009,91.8294982910156
Finland,FIN,2010,94.119140625
Finland,FIN,2011,95.6018371582031
Finland,FIN,2012,93.280632019043
Finland,FIN,2013,91.065788269043
Finland,FIN,2014,88.6715469360352
France,FRA,1971,18.5412902832031
France,FRA,1972,19.6285991668701
France,FRA,1973,21.3945693969727
France,FRA,1974,22.2124900817871
France,FRA,1975,23.533670425415
France,FRA,1976,24.6923408508301
France,FRA,1977,24.8083095550537
France,FRA,1978,25.8429107666016
France,FRA,1979,24.2381496429443
France,FRA,1980,25.1280403137207
France,FRA,1981,25.3970203399658
France,FRA,1982,26.8855991363525
France,FRA,1983,27.3913993835449
France,FRA,1985,29.0279598236084
France,FRA,1986,29.5732307434082
France,FRA,1987,29.9768009185791
France,FRA,1988,30.9382190704346
France,FRA,1989,34.4258804321289
France,FRA,1990,36.9632606506348
France,FRA,1991,39.4838981628418
France,FRA,1992,42.8139305114746
France,FRA,1993,45.718879699707
France,FRA,1994,49.506290435791
France,FRA,1995,50.3151512145996
France,FRA,1996,52.2744293212891
France,FRA,1997,53.1989593505859
France,FRA,1998,53.7165298461914
France,FRA,1999,54.138988494873
France,FRA,2000,54.4287605285645
France,FRA,2001,54.3713607788086
France,FRA,2002,53.379508972168
France,FRA,2003,54.8166618347168
France,FRA,2004,55.2183609008789
France,FRA,2005,55.4388084411621
France,FRA,2006,55.4760894775391
France,FRA,2007,54.8225402832031
France,FRA,2008,54.5199089050293
France,FRA,2009,54.9387092590332
France,FRA,2010,57.1270790100098
France,FRA,2011,58.0249786376953
France,FRA,2012,59.9876289367676
France,FRA,2013,62.1468696594238
France,FRA,2014,64.3904724121094
Gabon,GAB,1971,0.396050006151199
Gabon,GAB,1972,0.698040008544922
Gabon,GAB,1973,0.799860000610352
Gabon,GAB,1974,1.45541000366211
Gabon,GAB,1975,2.1381299495697
Gabon,GAB,1976,2.15924000740051
Gabon,GAB,1977,2.60172009468079
Gabon,GAB,1978,2.62754011154175
Gabon,GAB,1979,2.54219007492065
Gabon,GAB,1980,3.22780990600586
Gabon,GAB,1983,5.25078010559082
Gabon,GAB,1984,5.44874000549316
Gabon,GAB,1987,6.06667995452881
Gabon,GAB,1988,5.74573993682861
Gabon,GAB,1989,5.4452600479126
Gabon,GAB,1990,5.33345985412598
Gabon,GAB,1999,7.17797994613647
Gabon,GAB,2001,8.1262903213501
Gabon,GAB,2003,8.43540000915527
Gambia,GMB,1995,1.75959002971649
Gambia,GMB,1999,1.05227994918823
Gambia,GMB,2004,1.15156996250153
Gambia,GMB,2010,2.17297005653381
Gambia,GMB,2011,3.41641998291016
Gambia,GMB,2012,3.1042799949646
Georgia,GEO,1981,30.0364303588867
Georgia,GEO,1991,36.8584518432617
Georgia,GEO,1995,44.035888671875
Georgia,GEO,1996,41.347541809082
Georgia,GEO,1997,44.1317901611328
Georgia,GEO,1999,35.7167587280273
Georgia,GEO,2000,37.7990188598633
Georgia,GEO,2001,38.9186210632324
Georgia,GEO,2002,41.2557487487793
Georgia,GEO,2003,42.7491493225098
Georgia,GEO,2004,42.1542282104492
Georgia,GEO,2005,46.5281791687012
Georgia,GEO,2006,37.9602317810059
Georgia,GEO,2007,36.9321098327637
Georgia,GEO,2008,34.2752113342285
Georgia,GEO,2009,25.5507297515869
Georgia,GEO,2010,28.9216804504395
Georgia,GEO,2011,31.1788291931152
Georgia,GEO,2012,29.2094192504883
Georgia,GEO,2013,34.7521286010742
Georgia,GEO,2014,39.1786689758301
Germany,DEU,1991,33.5722312927246
Germany,DEU,1992,35.2460594177246
Germany,DEU,1993,39.1595497131348
Germany,DEU,1994,42.2074089050293
Germany,DEU,1995,45.0333213806152
Germany,DEU,1996,46.6894187927246
Germany,DEU,1997,47.6580085754395
Germany,DEU,2013,61.0564193725586
Germany,DEU,2014,65.4738006591797
Ghana,GHA,1971,0.688499987125397
Ghana,GHA,1972,0.733910024166107
Ghana,GHA,1973,0.811119973659515
Ghana,GHA,1974,0.941340029239655
Ghana,GHA,1975,0.995209991931915
Ghana,GHA,1976,1.10026001930237
Ghana,GHA,1982,1.61521005630493
Ghana,GHA,1991,0.975409984588623
Ghana,GHA,1992,1.11325001716614
Ghana,GHA,1993,1.31298995018005
Ghana,GHA,1994,1.32973003387451
Ghana,GHA,2005,5.70682001113892
Ghana,GHA,2006,5.12073993682861
Ghana,GHA,2007,6.35154008865356
Ghana,GHA,2008,8.42673015594482
Ghana,GHA,2009,8.79094982147217
Ghana,GHA,2011,12.078200340271
Ghana,GHA,2012,12.1824102401733
Ghana,GHA,2013,14.3049898147583
Ghana,GHA,2014,15.5665702819824
Greece,GRC,1971,13.1890201568604
Greece,GRC,1972,13.2917098999023
Greece,GRC,1973,14.4349298477173
Greece,GRC,1974,15.3216495513916
Greece,GRC,1975,17.3596801757813
Greece,GRC,1976,17.8506107330322
Greece,GRC,1977,18.1722602844238
Greece,GRC,1978,17.0474796295166
Greece,GRC,1979,17.1985702514648
Greece,GRC,1980,16.5970191955566
Greece,GRC,1981,17.0664005279541
Greece,GRC,1982,17.5191802978516
Greece,GRC,1983,19.171480178833
Greece,GRC,1984,20.4529495239258
Greece,GRC,1985,22.764009475708
Greece,GRC,1986,24.1964302062988
Greece,GRC,1987,25.9504699707031
Greece,GRC,1988,24.5319805145264
Greece,GRC,1989,24.1645202636719
Greece,GRC,1990,24.9385604858398
Greece,GRC,1991,36.3346481323242
Greece,GRC,1992,34.7710914611816
Greece,GRC,1993,38.1210899353027
Greece,GRC,1994,39.6889610290527
Greece,GRC,1995,37.0315284729004
Greece,GRC,1996,40.5639991760254
Greece,GRC,1997,44.2543106079102
Greece,GRC,1998,45.2754096984863
Greece,GRC,1999,46.9619789123535
Greece,GRC,2000,51.5186004638672
Greece,GRC,2001,59.1915512084961
Greece,GRC,2002,66.8139114379883
Greece,GRC,2003,72.2961730957031
Greece,GRC,2004,78.483642578125
Greece,GRC,2005,87.0911026000977
Greece,GRC,2006,90.7752990722656
Greece,GRC,2007,87.3513565063477
Greece,GRC,2010,102.73087310791
Greece,GRC,2011,107.828552246094
Greece,GRC,2012,110.263122558594
Greece,GRC,2013,110.16268157959
Grenada,GRD,1979,1.44940996170044
Grenada,GRD,1980,5.83428001403809
Grenada,GRD,1982,8.30270004272461
Grenada,GRD,1983,4.46567010879517
Grenada,GRD,1984,4.48336982727051
Grenada,GRD,2009,52.7773399353027
Guatemala,GTM,1970,3.05355000495911
Guatemala,GTM,1971,3.24593997001648
Guatemala,GTM,1972,3.58142995834351
Guatemala,GTM,1973,3.94072008132935
Guatemala,GTM,1974,3.5352098941803
Guatemala,GTM,1975,3.95227003097534
Guatemala,GTM,1976,4.42714977264404
Guatemala,GTM,1977,4.94355010986328
Guatemala,GTM,1978,5.73343992233276
Guatemala,GTM,1981,5.62534999847412
Guatemala,GTM,1983,6.50815010070801
Guatemala,GTM,1984,6.58142995834351
Guatemala,GTM,1985,6.77858018875122
Guatemala,GTM,1986,7.08614015579224
Guatemala,GTM,1993,7.88647985458374
Guatemala,GTM,1994,8.222900390625
Guatemala,GTM,1995,8.27583980560303
Guatemala,GTM,2002,8.79648017883301
Guatemala,GTM,2007,16.9312000274658
Guatemala,GTM,2013,18.3258399963379
Guinea,GIN,1971,0.553409993648529
Guinea,GIN,1975,2.40784001350403
Guinea,GIN,1976,3.00167989730835
Guinea,GIN,1977,3.44865989685059
Guinea,GIN,1978,4.80030012130737
Guinea,GIN,1979,5.07708978652954
Guinea,GIN,1981,4.44797992706299
Guinea,GIN,1982,3.18008995056152
Guinea,GIN,1983,3.14100003242493
Guinea,GIN,1984,2.88064002990723
Guinea,GIN,1985,2.44950008392334
Guinea,GIN,1986,1.98097002506256
Guinea,GIN,1987,1.49406003952026
Guinea,GIN,1988,1.28498005867004
Guinea,GIN,1989,1.32103002071381
Guinea,GIN,1990,1.20798003673553
Guinea,GIN,1991,1.05104005336761
Guinea,GIN,1992,0.969099998474121
Guinea,GIN,1993,1.29630994796753
Guinea,GIN,1994,1.17614996433258
Guinea,GIN,1995,1.26294004917145
Guinea,GIN,1996,1.1462299823761
Guinea,GIN,1997,1.16618001461029
Guinea,GIN,1998,1.19439005851746
Guinea,GIN,2004,2.14066004753113
Guinea,GIN,2005,2.88111996650696
Guinea,GIN,2006,5.03036022186279
Guinea,GIN,2007,7.81633996963501
Guinea,GIN,2008,8.90979957580566
Guinea,GIN,2009,9.02359962463379
Guinea,GIN,2010,10.2600498199463
Guinea,GIN,2011,10.4034404754639
Guinea,GIN,2012,9.89186000823975
Guinea,GIN,2013,10.378870010376
Guinea,GIN,2014,10.8493299484253
Guinea-Bissau,GNB,1989,0.465009987354279
Guinea-Bissau,GNB,2005,2.16777992248535
Guinea-Bissau,GNB,2006,2.50136995315552
Guyana,GUY,1971,1.60151994228363
Guyana,GUY,1972,1.71507000923157
Guyana,GUY,1973,1.87796998023987
Guyana,GUY,1976,3.60010004043579
Guyana,GUY,1979,3.05978989601135
Guyana,GUY,1980,2.86417007446289
Guyana,GUY,1981,2.77958989143372
Guyana,GUY,1982,3.10408997535706
Guyana,GUY,1983,2.3407199382782
Guyana,GUY,1984,2.44669008255005
Guyana,GUY,1985,2.70133996009827
Guyana,GUY,1986,2.76631999015808
Guyana,GUY,1988,4.46444988250732
Guyana,GUY,1990,5.78906011581421
Guyana,GUY,1994,9.75035953521729
Guyana,GUY,1995,8.99262046813965
Guyana,GUY,1996,9.92838001251221
Guyana,GUY,1997,11.5889797210693
Guyana,GUY,2003,7.85482978820801
Guyana,GUY,2004,11.7095699310303
Guyana,GUY,2005,12.8743495941162
Guyana,GUY,2006,13.6869297027588
Guyana,GUY,2007,14.152569770813
Guyana,GUY,2008,13.4432401657104
Guyana,GUY,2009,12.5173501968384
Guyana,GUY,2010,13.0663795471191
Guyana,GUY,2011,12.8479995727539
Guyana,GUY,2012,12.4806203842163
Haiti,HTI,1976,0.634940028190613
Haiti,HTI,1977,0.605910003185272
Haiti,HTI,1978,0.776440024375916
Haiti,HTI,1979,0.801850020885468
Haiti,HTI,1980,0.800480008125305
Haiti,HTI,1981,0.848770022392273
Haiti,HTI,1983,0.915830016136169
Haiti,HTI,1984,1.06445002555847
Haiti,HTI,1986,1.02658998966217
Heavily indebted poor countries (HIPC),,1970,1.51082003116608
Heavily indebted poor countries (HIPC),,1971,1.49058997631073
Heavily indebted poor countries (HIPC),,1972,1.53149998188019
Heavily indebted poor countries (HIPC),,1973,1.57317996025085
Heavily indebted poor countries (HIPC),,1974,1.66224002838135
Heavily indebted poor countries (HIPC),,1975,1.73749005794525
Heavily indebted poor countries (HIPC),,1976,1.80655002593994
Heavily indebted poor countries (HIPC),,1977,1.86476004123688
Heavily indebted poor countries (HIPC),,1978,1.99616003036499
Heavily indebted poor countries (HIPC),,1979,2.06745004653931
Heavily indebted poor countries (HIPC),,1980,2.15024995803833
Heavily indebted poor countries (HIPC),,1981,2.19095993041992
Heavily indebted poor countries (HIPC),,1982,2.23313999176025
Heavily indebted poor countries (HIPC),,1983,2.26463007926941
Heavily indebted poor countries (HIPC),,1984,2.28787994384766
Heavily indebted poor countries (HIPC),,1985,2.32437992095947
