Entity,Code,Year,Percentage of enrolment in primary education in private institutions (%) (%)
East Asia & Pacific (all income levels),,2006,6.07685995101929
East Asia & Pacific (all income levels),,2007,6.70987987518311
East Asia & Pacific (all income levels),,2008,6.69357013702393
East Asia & Pacific (all income levels),,2009,7.0547399520874
East Asia & Pacific (all income levels),,2010,7.37385988235474
East Asia & Pacific (all income levels),,2011,7.73206996917725
East Asia & Pacific (all income levels),,2012,8.01142024993896
East Asia & Pacific (all income levels),,2013,8.33551979064941
East Asia & Pacific (all income levels),,2014,8.72959041595459
Ecuador,ECU,1971,17.9384098052979
Ecuador,ECU,1972,19.7003307342529
Ecuador,ECU,1973,19.0304203033447
Ecuador,ECU,1974,17.3781890869141
Ecuador,ECU,1975,17.313009262085
Ecuador,ECU,1976,17.105110168457
Ecuador,ECU,1981,15.9011096954346
Ecuador,ECU,1984,16.0648498535156
Ecuador,ECU,1993,15.9391202926636
Ecuador,ECU,1994,19.0615997314453
Ecuador,ECU,1995,19.5326690673828
Ecuador,ECU,1996,19.6613597869873
Ecuador,ECU,1997,19.8149299621582
Ecuador,ECU,1998,20.2211399078369
Ecuador,ECU,1999,21.2337608337402
Ecuador,ECU,2000,21.7953491210938
Ecuador,ECU,2001,22.6681995391846
Ecuador,ECU,2002,27.4032096862793
Ecuador,ECU,2003,27.9176692962646
Ecuador,ECU,2004,28.1567497253418
Ecuador,ECU,2005,28.785400390625
Ecuador,ECU,2006,28.5509605407715
Ecuador,ECU,2007,28.1680603027344
Ecuador,ECU,2009,25.3763999938965
Ecuador,ECU,2010,26.019100189209
Ecuador,ECU,2011,25.7748107910156
Ecuador,ECU,2012,25.2786903381348
Ecuador,ECU,2013,24.9458408355713
Ecuador,ECU,2014,24.3199100494385
Egypt,EGY,1971,10.9243402481079
Egypt,EGY,1972,10.4019899368286
Egypt,EGY,1981,4.95498991012573
Egypt,EGY,1982,4.87840986251831
Egypt,EGY,1983,4.78562021255493
Egypt,EGY,1984,7.33675003051758
Egypt,EGY,1986,4.80864000320435
Egypt,EGY,1987,4.87123012542725
Egypt,EGY,1990,5.53734016418457
Egypt,EGY,1991,5.76234006881714
Egypt,EGY,1994,6.2485499382019
Egypt,EGY,1996,6.51680994033813
Egypt,EGY,1997,6.6904501914978
Egypt,EGY,2001,8.87012004852295
Egypt,EGY,2003,8.9500904083252
Egypt,EGY,2004,7.97066020965576
Egypt,EGY,2005,7.2625298500061
Egypt,EGY,2006,7.81434011459351
Egypt,EGY,2007,7.78797006607056
Egypt,EGY,2014,8.44876956939697
El Salvador,SLV,1970,4.79465007781982
El Salvador,SLV,1998,10.9759902954102
El Salvador,SLV,2000,11.1735897064209
El Salvador,SLV,2001,10.7887601852417
El Salvador,SLV,2002,10.3709096908569
El Salvador,SLV,2003,9.67553997039795
El Salvador,SLV,2005,9.75032043457031
El Salvador,SLV,2006,10.0943899154663
El Salvador,SLV,2007,10.2938404083252
El Salvador,SLV,2008,10.6529998779297
El Salvador,SLV,2009,10.4372100830078
El Salvador,SLV,2010,9.66462993621826
El Salvador,SLV,2011,10.1059103012085
El Salvador,SLV,2012,10.3815002441406
El Salvador,SLV,2013,10.7901296615601
El Salvador,SLV,2014,12.5263299942017
Equatorial Guinea,GNQ,1974,24.193229675293
Equatorial Guinea,GNQ,1994,8.66919040679932
Equatorial Guinea,GNQ,1999,32.8262596130371
Equatorial Guinea,GNQ,2005,29.9146499633789
Equatorial Guinea,GNQ,2008,47.0634689331055
Equatorial Guinea,GNQ,2009,47.1055717468262
Equatorial Guinea,GNQ,2010,50.4955291748047
Equatorial Guinea,GNQ,2011,53.128849029541
Equatorial Guinea,GNQ,2012,54.2013893127441
Eritrea,ERI,1989,28.5197296142578
Eritrea,ERI,1990,28.778190612793
Eritrea,ERI,1991,31.3593692779541
Eritrea,ERI,1992,22.0315494537354
Eritrea,ERI,1993,17.0809593200684
Eritrea,ERI,1994,15.3385601043701
Eritrea,ERI,1995,13.5531702041626
Eritrea,ERI,1996,12.6796998977661
Eritrea,ERI,1997,12.2864398956299
Eritrea,ERI,1999,11.1286697387695
Eritrea,ERI,2000,10.0580902099609
Eritrea,ERI,2001,9.32736968994141
Eritrea,ERI,2002,8.25638008117676
Eritrea,ERI,2003,7.95159006118774
Eritrea,ERI,2004,7.76913022994995
Eritrea,ERI,2005,7.91021013259888
Eritrea,ERI,2006,8.16114044189453
Eritrea,ERI,2007,8.75984954833984
Eritrea,ERI,2008,9.06972026824951
Eritrea,ERI,2009,8.9891300201416
Eritrea,ERI,2010,7.88158988952637
Eritrea,ERI,2011,7.34626007080078
Eritrea,ERI,2012,8.01058959960938
Eritrea,ERI,2013,9.42280006408691
Estonia,EST,1996,1.23053002357483
Estonia,EST,1999,1.31521999835968
Estonia,EST,2000,1.31436002254486
Estonia,EST,2001,1.77850997447968
Estonia,EST,2002,1.86952996253967
Estonia,EST,2003,1.86181998252869
Estonia,EST,2004,1.97180998325348
Estonia,EST,2005,2.04116988182068
Estonia,EST,2006,2.62849998474121
Estonia,EST,2007,2.76483988761902
Estonia,EST,2008,3.04305005073547
Estonia,EST,2009,3.96123003959656
Estonia,EST,2010,4.07237005233765
Estonia,EST,2011,4.18868017196655
Estonia,EST,2012,4.46740007400513
Estonia,EST,2013,4.78557014465332
Ethiopia,ETH,1971,28.141040802002
Ethiopia,ETH,1972,26.6535892486572
Ethiopia,ETH,1973,26.9746704101563
Ethiopia,ETH,1974,24.9854907989502
Ethiopia,ETH,1981,15.5813798904419
Ethiopia,ETH,1982,13.6148195266724
Ethiopia,ETH,1983,12.5448303222656
Ethiopia,ETH,1984,12.3050804138184
Ethiopia,ETH,1985,11.5746202468872
Ethiopia,ETH,1986,11.0468196868896
Ethiopia,ETH,1987,10.5049600601196
Ethiopia,ETH,1988,10.3432197570801
Ethiopia,ETH,1989,10.7183704376221
Ethiopia,ETH,1990,11.4666595458984
Ethiopia,ETH,1991,12.532600402832
Ethiopia,ETH,1992,13.6398601531982
Ethiopia,ETH,1993,11.6923198699951
Ethiopia,ETH,1994,10.6200304031372
Ethiopia,ETH,1995,9.10039043426514
Ethiopia,ETH,1996,7.58806991577148
Ethiopia,ETH,1997,6.68856000900269
Ethiopia,ETH,1998,6.23410987854004
Ethiopia,ETH,2003,5.28216981887817
Ethiopia,ETH,2008,5.4201397895813
Ethiopia,ETH,2009,6.00548982620239
Ethiopia,ETH,2010,6.00525999069214
Ethiopia,ETH,2011,5.3553900718689
Ethiopia,ETH,2012,4.00205993652344
Ethiopia,ETH,2014,4.15647983551025
Euro area,,1970,16.0390491485596
Euro area,,1971,16.0037994384766
Euro area,,1972,16.0431709289551
Euro area,,1973,15.9437999725342
Euro area,,1974,16.2926807403564
Euro area,,1975,16.3375492095947
Euro area,,1976,16.3231391906738
Euro area,,1977,16.401330947876
Euro area,,1978,16.5136299133301
Euro area,,1979,16.6869602203369
Euro area,,1980,16.8711700439453
Euro area,,1981,17.0168800354004
Euro area,,1982,17.0846004486084
Euro area,,1983,17.1505393981934
Euro area,,1984,16.9956092834473
Euro area,,1985,16.7768497467041
Euro area,,1986,16.914270401001
Euro area,,1987,16.9371299743652
Euro area,,1988,16.6641292572021
Euro area,,1989,16.6570892333984
Euro area,,1990,16.6358699798584
Euro area,,1991,16.544189453125
Euro area,,1992,16.4296092987061
Euro area,,1993,16.3631706237793
Euro area,,1994,16.6006107330322
Euro area,,1995,16.4989490509033
Euro area,,1996,16.8464908599854
Euro area,,1997,16.5242290496826
Euro area,,1998,16.1728401184082
Euro area,,1999,15.9252195358276
Euro area,,2000,15.6881904602051
Euro area,,2001,15.5894002914429
Euro area,,2002,15.4841604232788
Euro area,,2003,15.2723398208618
Euro area,,2004,15.0605602264404
Euro area,,2005,14.8526802062988
Euro area,,2006,14.5219602584839
Euro area,,2007,14.2209196090698
Euro area,,2008,14.0685997009277
Euro area,,2009,13.9118900299072
Euro area,,2010,13.7157497406006
Euro area,,2011,13.5163202285767
Euro area,,2012,13.646900177002
Euro area,,2013,13.6578502655029
Euro area,,2014,13.7393798828125
Europe & Central Asia,,1974,0.142199993133545
Europe & Central Asia,,1975,0.142260000109673
Europe & Central Asia,,1976,0.141760006546974
Europe & Central Asia,,1977,0.140129998326302
Europe & Central Asia,,1978,0.136370003223419
Europe & Central Asia,,1979,0.134110003709793
Europe & Central Asia,,1980,0.130789995193481
Europe & Central Asia,,1981,0.12831999361515
Europe & Central Asia,,1982,0.126509994268417
Europe & Central Asia,,1983,0.120020002126694
Europe & Central Asia,,1984,0.106590002775192
Europe & Central Asia,,1985,0.11048000305891
Europe & Central Asia,,1986,0.126420006155968
Europe & Central Asia,,1987,0.149869993329048
Europe & Central Asia,,1988,0.16949999332428
Europe & Central Asia,,1989,0.184060007333755
Europe & Central Asia,,1990,0.195179998874664
Europe & Central Asia,,1991,0.195339992642403
Europe & Central Asia,,1992,0.19412000477314
Europe & Central Asia,,1993,0.223340004682541
Europe & Central Asia,,1994,0.245930001139641
Europe & Central Asia,,1995,0.274309992790222
Europe & Central Asia,,1996,0.311769992113113
Europe & Central Asia,,1997,0.355610013008118
Europe & Central Asia,,1998,0.421620011329651
Europe & Central Asia,,1999,0.476060003042221
Europe & Central Asia,,2000,0.54229998588562
Europe & Central Asia,,2001,0.6215900182724
Europe & Central Asia,,2002,0.687470018863678
Europe & Central Asia,,2003,0.746919989585876
Europe & Central Asia,,2004,0.809119999408722
Europe & Central Asia,,2005,0.898970007896423
Europe & Central Asia,,2006,1.01575994491577
Europe & Central Asia,,2007,1.10404002666473
Europe & Central Asia,,2008,1.17656004428864
Europe & Central Asia,,2009,1.21846997737885
Europe & Central Asia,,2010,1.25931000709534
Europe & Central Asia,,2011,1.32842004299164
Europe & Central Asia,,2012,1.3666900396347
Europe & Central Asia,,2013,1.4162700176239
Europe & Central Asia,,2014,1.41752994060516
Europe & Central Asia (all income levels),,1970,6.91004991531372
Europe & Central Asia (all income levels),,1971,6.98286008834839
Europe & Central Asia (all income levels),,1972,7.10174989700317
Europe & Central Asia (all income levels),,1973,7.10337018966675
Europe & Central Asia (all income levels),,1974,7.32386016845703
Europe & Central Asia (all income levels),,1975,7.3801097869873
Europe & Central Asia (all income levels),,1976,7.37657022476196
Europe & Central Asia (all income levels),,1977,7.39245986938477
Europe & Central Asia (all income levels),,1978,7.3961501121521
Europe & Central Asia (all income levels),,1979,7.36751985549927
Europe & Central Asia (all income levels),,1980,7.3342399597168
Europe & Central Asia (all income levels),,1981,7.29329013824463
Europe & Central Asia (all income levels),,1982,7.15923976898193
Europe & Central Asia (all income levels),,1983,7.03389978408813
Europe & Central Asia (all income levels),,1984,6.79786014556885
Europe & Central Asia (all income levels),,1985,6.64558982849121
Europe & Central Asia (all income levels),,1986,6.61152982711792
Europe & Central Asia (all income levels),,1987,6.54425001144409
Europe & Central Asia (all income levels),,1988,6.36603021621704
Europe & Central Asia (all income levels),,1989,6.33792018890381
Europe & Central Asia (all income levels),,1990,6.24833011627197
Europe & Central Asia (all income levels),,1991,6.15074014663696
Europe & Central Asia (all income levels),,1992,6.05375003814697
Europe & Central Asia (all income levels),,1993,6.06127977371216
Europe & Central Asia (all income levels),,1994,6.17148017883301
Europe & Central Asia (all income levels),,1995,6.14508008956909
Europe & Central Asia (all income levels),,1996,6.32750988006592
Europe & Central Asia (all income levels),,1997,6.27273988723755
Europe & Central Asia (all income levels),,1998,6.30018997192383
Europe & Central Asia (all income levels),,1999,6.19449996948242
Europe & Central Asia (all income levels),,2000,6.23992013931274
Europe & Central Asia (all income levels),,2001,6.28908014297485
Europe & Central Asia (all income levels),,2002,6.33827018737793
Europe & Central Asia (all income levels),,2003,6.38637018203735
Europe & Central Asia (all income levels),,2004,6.30162000656128
Europe & Central Asia (all income levels),,2005,6.48503017425537
Europe & Central Asia (all income levels),,2006,6.54632997512817
Europe & Central Asia (all income levels),,2007,6.5880298614502
Europe & Central Asia (all income levels),,2008,6.614990234375
Europe & Central Asia (all income levels),,2009,6.64731979370117
Europe & Central Asia (all income levels),,2010,6.60276985168457
Europe & Central Asia (all income levels),,2011,6.58714008331299
Europe & Central Asia (all income levels),,2012,6.86436986923218
Europe & Central Asia (all income levels),,2013,7.33615016937256
Europe & Central Asia (all income levels),,2014,7.66484022140503
European Union,,1970,10.8690996170044
European Union,,1971,10.9504299163818
European Union,,1972,11.0584201812744
European Union,,1973,11.0328502655029
European Union,,1974,11.2922496795654
European Union,,1975,11.3192501068115
European Union,,1976,11.28005027771
European Union,,1977,11.2963304519653
European Union,,1978,11.3426704406738
European Union,,1979,11.4281902313232
European Union,,1980,11.5356302261353
European Union,,1981,11.6085300445557
European Union,,1982,11.5590496063232
European Union,,1983,11.5052099227905
European Union,,1984,11.3039197921753
European Union,,1985,11.1281099319458
European Union,,1986,11.1554002761841
European Union,,1987,11.1434202194214
European Union,,1988,10.961350440979
European Union,,1989,10.9702100753784
European Union,,1990,10.9543895721436
European Union,,1991,10.9192600250244
European Union,,1992,10.8283004760742
European Union,,1993,10.8049001693726
European Union,,1994,10.9843101501465
European Union,,1995,10.961950302124
European Union,,1996,11.3118600845337
European Union,,1997,11.1283597946167
European Union,,1998,11.0025100708008
European Union,,1999,10.7225198745728
European Union,,2000,10.6552801132202
European Union,,2001,10.6744499206543
European Union,,2002,10.7310695648193
European Union,,2003,10.701379776001
European Union,,2004,10.6586303710938
European Union,,2005,10.7276496887207
European Union,,2006,10.67453956604
European Union,,2007,10.6197500228882
European Union,,2008,10.5766696929932
European Union,,2009,10.570839881897
European Union,,2010,10.4988498687744
European Union,,2011,10.4516897201538
European Union,,2012,10.9165000915527
European Union,,2013,11.4972696304321
European Union,,2014,12.0942497253418
Fiji,FJI,1992,95.8952865600586
Fiji,FJI,1994,95.9955520629883
Fiji,FJI,1995,95.8762893676758
Fiji,FJI,1996,95.9538726806641
Fiji,FJI,1997,95.8737564086914
Fiji,FJI,1998,99.2466278076172
Fiji,FJI,2004,98.8955383300781
Fiji,FJI,2008,99.0823364257813
Finland,FIN,1989,0.803589999675751
Finland,FIN,1990,0.87747997045517
Finland,FIN,1991,0.894039988517761
Finland,FIN,1992,0.885670006275177
Finland,FIN,1993,0.89164000749588
Finland,FIN,1994,0.91636997461319
Finland,FIN,1995,0.92536997795105
Finland,FIN,1996,0.977710008621216
Finland,FIN,1997,0.999920010566711
Finland,FIN,1998,1.06356000900269
Finland,FIN,1999,1.11117994785309
Finland,FIN,2000,1.13951003551483
Finland,FIN,2001,1.17736005783081
Finland,FIN,2002,1.18927001953125
Finland,FIN,2003,1.21149003505707
Finland,FIN,2004,1.22572004795074
Finland,FIN,2005,1.27112996578217
Finland,FIN,2006,1.29148995876312
Finland,FIN,2007,1.3304899930954
Finland,FIN,2008,1.37715995311737
Finland,FIN,2009,1.4278199672699
Finland,FIN,2010,1.49398005008698
Finland,FIN,2011,1.5983099937439
Finland,FIN,2012,1.66971004009247
Finland,FIN,2013,1.6869900226593
Finland,FIN,2014,1.7213100194931
France,FRA,1971,13.8902196884155
France,FRA,1972,13.946439743042
France,FRA,1973,14.0801496505737
France,FRA,1974,14.0572395324707
France,FRA,1975,14.0538997650146
France,FRA,1976,14.0688495635986
France,FRA,1977,14.1592597961426
France,FRA,1981,14.5029897689819
France,FRA,1982,14.4981698989868
France,FRA,1983,14.6228799819946
France,FRA,1984,14.8169898986816
France,FRA,1985,15.0785799026489
France,FRA,1986,15.0706596374512
France,FRA,1987,15.0333003997803
France,FRA,1988,14.9598598480225
France,FRA,1989,14.8318004608154
France,FRA,1990,14.8107900619507
France,FRA,1991,14.7510204315186
France,FRA,1992,14.734450340271
France,FRA,1993,14.718150138855
France,FRA,1994,14.4518299102783
France,FRA,1996,14.3434495925903
France,FRA,1997,14.5364103317261
France,FRA,1999,14.5762395858765
France,FRA,2000,14.5563201904297
France,FRA,2001,14.5684299468994
France,FRA,2002,14.5685396194458
France,FRA,2003,14.5637903213501
France,FRA,2004,14.7098903656006
France,FRA,2005,15.0542297363281
France,FRA,2006,14.950119972229
France,FRA,2007,14.875189781189
France,FRA,2008,14.9552001953125
France,FRA,2009,14.8652095794678
France,FRA,2010,14.826979637146
France,FRA,2011,14.7783498764038
France,FRA,2012,14.8431701660156
France,FRA,2013,14.6612195968628
France,FRA,2014,14.6520795822144
Gabon,GAB,1971,49.3783912658691
Gabon,GAB,1972,48.0677299499512
Gabon,GAB,1973,47.2226715087891
Gabon,GAB,1974,45.7161102294922
Gabon,GAB,1975,45.4841995239258
Gabon,GAB,1981,38.9951095581055
Gabon,GAB,1982,37.9746704101563
Gabon,GAB,1983,36.8901710510254
Gabon,GAB,1984,36.034049987793
Gabon,GAB,1985,34.8498191833496
Gabon,GAB,1986,33.3609313964844
Gabon,GAB,1987,33.1608085632324
Gabon,GAB,1988,32.4918403625488
Gabon,GAB,1989,31.0796394348145
Gabon,GAB,1992,30.9523792266846
Gabon,GAB,1995,28.7088394165039
Gabon,GAB,1996,28.9397792816162
Gabon,GAB,1997,29.2320404052734
Gabon,GAB,1999,17.1615600585938
Gabon,GAB,2001,28.2213191986084
Gabon,GAB,2002,29.0483894348145
Gabon,GAB,2003,29.3156890869141
Gabon,GAB,2011,43.8583908081055
Gambia,GMB,1971,31.3885593414307
Gambia,GMB,1973,17.6921901702881
Gambia,GMB,1974,16.2758197784424
Gambia,GMB,1975,16.3931503295898
Gambia,GMB,1976,16.3992404937744
Gambia,GMB,1977,15.7605895996094
Gambia,GMB,1985,18.1407508850098
Gambia,GMB,1993,14.660400390625
Gambia,GMB,1999,13.6924695968628
Gambia,GMB,2000,13.6485996246338
Gambia,GMB,2001,15.1752996444702
Gambia,GMB,2002,15.1148700714111
Gambia,GMB,2003,15.1446304321289
Gambia,GMB,2004,14.917140007019
Gambia,GMB,2005,16.1697006225586
Gambia,GMB,2006,16.7756004333496
Gambia,GMB,2007,20.7777194976807
Gambia,GMB,2008,20.1456604003906
Gambia,GMB,2010,25.7046508789063
Gambia,GMB,2011,27.0478591918945
Gambia,GMB,2012,28.2019195556641
Gambia,GMB,2013,29.8624401092529
Gambia,GMB,2014,27.9989395141602
Georgia,GEO,1998,0.990629971027374
Georgia,GEO,1999,0.463160008192062
Georgia,GEO,2000,1.84311997890472
Georgia,GEO,2001,2.14962005615234
Georgia,GEO,2002,1.77822995185852
Georgia,GEO,2003,2.5307400226593
Georgia,GEO,2004,2.68607997894287
Georgia,GEO,2005,3.50834989547729
Georgia,GEO,2006,5.94616985321045
Georgia,GEO,2007,6.44997978210449
Georgia,GEO,2008,7.20253992080688
Georgia,GEO,2009,8.25496959686279
Georgia,GEO,2010,8.73773002624512
Georgia,GEO,2011,9.5065803527832
Georgia,GEO,2012,9.50407981872559
Georgia,GEO,2013,9.57845020294189
Georgia,GEO,2014,9.62047004699707
Germany,DEU,1993,1.76383996009827
Germany,DEU,1994,1.78934001922607
Germany,DEU,1995,1.82753002643585
Germany,DEU,1996,1.86211001873016
Germany,DEU,1997,1.88716995716095
Germany,DEU,1999,2.07295989990234
Germany,DEU,2000,2.21487998962402
Germany,DEU,2001,2.38624000549316
Germany,DEU,2002,2.56736993789673
Germany,DEU,2003,2.71947002410889
Germany,DEU,2004,2.86093997955322
Germany,DEU,2005,3.11952996253967
Germany,DEU,2006,3.32308006286621
Germany,DEU,2007,3.33788990974426
Germany,DEU,2008,3.61188006401062
Germany,DEU,2009,3.87057995796204
Germany,DEU,2010,4.10953998565674
Germany,DEU,2011,4.34100008010864
Germany,DEU,2012,4.49279022216797
Germany,DEU,2013,4.64816999435425
Germany,DEU,2014,4.78770017623901
Ghana,GHA,1987,6.27138996124268
Ghana,GHA,1988,6.47467994689941
Ghana,GHA,1989,6.29601001739502
Ghana,GHA,1991,7.3132700920105
Ghana,GHA,1992,10.1600103378296
Ghana,GHA,1993,9.71982955932617
Ghana,GHA,1994,10.6716203689575
Ghana,GHA,1995,10.852970123291
Ghana,GHA,1996,10.9895401000977
Ghana,GHA,1997,13.1279697418213
Ghana,GHA,1999,13.3210296630859
Ghana,GHA,2000,17.4118995666504
Ghana,GHA,2001,17.1287593841553
Ghana,GHA,2002,18.2755508422852
Ghana,GHA,2003,15.9767198562622
Ghana,GHA,2004,17.9975299835205
Ghana,GHA,2005,20.5224304199219
Ghana,GHA,2006,15.1821002960205
Ghana,GHA,2007,16.0841598510742
Ghana,GHA,2008,17.2910995483398
Ghana,GHA,2009,17.9599094390869
Ghana,GHA,2011,19.2859497070313
Ghana,GHA,2012,22.0874004364014
Ghana,GHA,2013,23.1213092803955
Ghana,GHA,2014,23.2262001037598
Ghana,GHA,2015,25.2703495025635
Gibraltar,GIB,1972,39.2305717468262
Gibraltar,GIB,1973,20.0569000244141
Gibraltar,GIB,1974,21.2185592651367
Gibraltar,GIB,1975,17.4338493347168
Gibraltar,GIB,1976,14.7079801559448
Gibraltar,GIB,1977,15.4277200698853
Gibraltar,GIB,1981,7.49091005325317
Gibraltar,GIB,1982,7.1729998588562
Gibraltar,GIB,1984,5.96455001831055
Gibraltar,GIB,1985,5.44169998168945
Gibraltar,GIB,2000,4.81826019287109
Gibraltar,GIB,2001,4.45940017700195
Gibraltar,GIB,2008,9.28059959411621
Gibraltar,GIB,2009,10.1075296401978
Greece,GRC,1971,7.42093992233276
Greece,GRC,1972,7.90432977676392
Greece,GRC,1973,8.20998954772949
Greece,GRC,1974,8.34025001525879
Greece,GRC,1975,7.98849010467529
Greece,GRC,1981,6.38079023361206
Greece,GRC,1982,6.33771991729736
Greece,GRC,1983,6.22363996505737
Greece,GRC,1984,5.93366003036499
Greece,GRC,1985,6.03902006149292
Greece,GRC,1986,5.82087993621826
Greece,GRC,1987,5.97947978973389
Greece,GRC,1988,6.22767019271851
Greece,GRC,1989,6.55457019805908
Greece,GRC,1990,6.79811000823975
Greece,GRC,1991,7.06335020065308
Greece,GRC,1992,7.25518989562988
Greece,GRC,1993,6.20583009719849
Greece,GRC,1994,6.23516988754272
Greece,GRC,1995,6.02118015289307
Greece,GRC,1996,5.99304008483887
Greece,GRC,1997,5.79135990142822
Greece,GRC,1998,6.91526985168457
Greece,GRC,1999,6.86686992645264
Greece,GRC,2000,7.0175199508667
Greece,GRC,2001,6.30816984176636
Greece,GRC,2002,7.1192798614502
Greece,GRC,2003,7.63128995895386
Greece,GRC,2004,7.47673988342285
Greece,GRC,2005,7.24869012832642
Greece,GRC,2006,7.11967992782593
Greece,GRC,2007,7.16526985168457
Greece,GRC,2010,7.23687982559204
Greece,GRC,2011,6.88989019393921
Greece,GRC,2012,6.78813982009888
Greece,GRC,2013,6.50494003295898
Grenada,GRD,1972,79.036750793457
Grenada,GRD,1981,92.1221466064453
Grenada,GRD,1983,2.30455994606018
Grenada,GRD,1984,4.19344997406006
Grenada,GRD,1985,2.43434000015259
Grenada,GRD,1986,5.88947010040283
Grenada,GRD,1987,6.30183982849121
Grenada,GRD,1988,5.41934013366699
Grenada,GRD,1990,7.34618997573853
Grenada,GRD,1991,8.65680980682373
Grenada,GRD,1992,9.71214962005615
Grenada,GRD,1993,7.59902000427246
Grenada,GRD,1994,7.53898000717163
Grenada,GRD,1995,7.83102989196777
Grenada,GRD,1996,8.47988033294678
Grenada,GRD,1997,7.65667009353638
Grenada,GRD,2002,75.6531219482422
Grenada,GRD,2003,75.5874176025391
Grenada,GRD,2007,77.4848937988281
Grenada,GRD,2008,78.505012512207
Grenada,GRD,2009,79.0356674194336
Grenada,GRD,2010,77.3036727905273
Grenada,GRD,2013,77.3246765136719
Grenada,GRD,2014,76.9160079956055
Guatemala,GTM,1970,15.5363702774048
Guatemala,GTM,1971,15.1904802322388
Guatemala,GTM,1972,14.6265602111816
Guatemala,GTM,1973,14.4804601669312
Guatemala,GTM,1980,14.1872596740723
Guatemala,GTM,1981,14.3239297866821
Guatemala,GTM,1982,14.672869682312
Guatemala,GTM,1983,13.8601102828979
Guatemala,GTM,1984,13.4339799880981
Guatemala,GTM,1985,13.7142696380615
Guatemala,GTM,1986,14.5710802078247
Guatemala,GTM,1991,16.1756000518799
Guatemala,GTM,1992,16.7950496673584
Guatemala,GTM,1993,16.6701698303223
Guatemala,GTM,1995,16.8935108184814
Guatemala,GTM,1996,16.8011703491211
Guatemala,GTM,1997,16.3342704772949
Guatemala,GTM,1998,15.9113101959229
Guatemala,GTM,1999,14.9243803024292
Guatemala,GTM,2000,12.8412303924561
Guatemala,GTM,2001,12.7742300033569
Guatemala,GTM,2002,11.9133596420288
Guatemala,GTM,2004,11.4965295791626
Guatemala,GTM,2005,11.3939695358276
Guatemala,GTM,2006,11.3883695602417
Guatemala,GTM,2007,11.3652801513672
Guatemala,GTM,2008,11.2979202270508
Guatemala,GTM,2009,10.2190198898315
Guatemala,GTM,2010,10.1692800521851
Guatemala,GTM,2011,10.2120704650879
Guatemala,GTM,2012,10.6093797683716
Guatemala,GTM,2014,11.1274404525757
Guinea,GIN,1988,0.497379988431931
Guinea,GIN,1989,2.31433010101318
Guinea,GIN,1990,2.85296010971069
Guinea,GIN,1991,2.44315004348755
Guinea,GIN,1992,4.58646011352539
Guinea,GIN,1993,4.27123022079468
Guinea,GIN,1994,4.21669006347656
Guinea,GIN,1996,9.2601203918457
Guinea,GIN,1997,9.49055957794189
Guinea,GIN,1998,12.6988201141357
Guinea,GIN,1999,14.6768102645874
Guinea,GIN,2000,16.0743198394775
Guinea,GIN,2001,19.1117191314697
Guinea,GIN,2002,20.6147499084473
Guinea,GIN,2003,20.3641891479492
Guinea,GIN,2004,20.5782203674316
Guinea,GIN,2006,21.978910446167
Guinea,GIN,2007,26.5718898773193
Guinea,GIN,2008,26.2563800811768
Guinea,GIN,2009,26.2563800811768
Guinea,GIN,2010,27.4215202331543
Guinea,GIN,2011,28.897159576416
Guinea,GIN,2012,27.512020111084
Guinea,GIN,2013,29.4634494781494
Guinea,GIN,2014,28.0857200622559
Guinea-Bissau,GNB,2000,19.3927001953125
Guinea-Bissau,GNB,2010,27.6883392333984
Guyana,GUY,1999,0.996200025081635
Guyana,GUY,2000,0.944830000400543
Guyana,GUY,2003,1.16305994987488
Guyana,GUY,2005,2.1943199634552
Guyana,GUY,2007,1.77676999568939
Guyana,GUY,2008,2.48288011550903
Guyana,GUY,2009,2.70146989822388
Guyana,GUY,2010,5.02412986755371
Guyana,GUY,2011,6.45031023025513
Guyana,GUY,2012,7.13001012802124
Haiti,HTI,1972,28.1325092315674
Haiti,HTI,1981,56.8381309509277
Haiti,HTI,1982,57.0938911437988
Haiti,HTI,1983,59.4313507080078
Haiti,HTI,1984,58.4085693359375
Haiti,HTI,1985,58.4000015258789
Haiti,HTI,1986,58.4599418640137
Haiti,HTI,1992,66.9584732055664
Haiti,HTI,1993,66.4859313964844
Haiti,HTI,1994,66.4883193969727
Haiti,HTI,1995,66.4901275634766
Haiti,HTI,1996,66.4910888671875
Haiti,HTI,1997,76.1365203857422
Haiti,HTI,1998,76.7117919921875
Heavily indebted poor countries (HIPC),,1970,13.4064702987671
Heavily indebted poor countries (HIPC),,1971,13.2880001068115
Heavily indebted poor countries (HIPC),,1972,13.1210803985596
Heavily indebted poor countries (HIPC),,1973,12.7306499481201
Heavily indebted poor countries (HIPC),,1974,12.4372596740723
Heavily indebted poor countries (HIPC),,1975,12.1843996047974
Heavily indebted poor countries (HIPC),,1976,11.6312198638916
Heavily indebted poor countries (HIPC),,1977,10.8805999755859
Heavily indebted poor countries (HIPC),,1978,10.1395702362061
Heavily indebted poor countries (HIPC),,1979,9.63739013671875
Heavily indebted poor countries (HIPC),,1980,9.30272006988525
Heavily indebted poor countries (HIPC),,1981,9.154709815979
Heavily indebted poor countries (HIPC),,1982,9.20934009552002
Heavily indebted poor countries (HIPC),,1983,9.09930038452148
Heavily indebted poor countries (HIPC),,1984,9.09550952911377
