Entity,Code,Year,Solar (kilowatt-hours)
Czech Republic,CZE,2002,0
Czech Republic,CZE,2003,0
Czech Republic,CZE,2004,0.02567028030081063
Czech Republic,CZE,2005,0.017459738740495223
Czech Republic,CZE,2006,0.043475580153412956
Czech Republic,CZE,2007,0.4456250415138058
Czech Republic,CZE,2008,3.2656816882494004
Czech Republic,CZE,2009,22.282859331617086
Czech Republic,CZE,2010,153.76942406852044
Czech Republic,CZE,2011,527.4613618349579
Czech Republic,CZE,2012,540.467272733201
Czech Republic,CZE,2013,514.5834263974687
Czech Republic,CZE,2014,527.4836134217733
Czech Republic,CZE,2015,561.9628736939911
Czech Republic,CZE,2016,528.1000790460495
Czech Republic,CZE,2017,542.4322014735458
Czech Republic,CZE,2018,576.9932986733546
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0.080779257849667
Denmark,DNK,1997,0.15931205001894658
Denmark,DNK,1998,0.19858773584905665
Denmark,DNK,1999,0.4354104171364148
Denmark,DNK,2000,0.5912551769331587
Denmark,DNK,2001,0.5893792273236284
Denmark,DNK,2002,0.6271888218872138
Denmark,DNK,2003,0.7422560905884537
Denmark,DNK,2004,0.8956477605034241
Denmark,DNK,2005,1.0489007340464773
Denmark,DNK,2006,1.070173629684056
Denmark,DNK,2007,1.2000607915904937
Denmark,DNK,2008,1.255107146234995
Denmark,DNK,2009,1.785815332971408
Denmark,DNK,2010,2.9187133717371743
Denmark,DNK,2011,7.131873044957909
Denmark,DNK,2012,48.711230042773124
Denmark,DNK,2013,241.56647008868396
Denmark,DNK,2014,276.68593175670907
Denmark,DNK,2015,279.51499683072603
Denmark,DNK,2016,342.7275877604623
Denmark,DNK,2017,345.0096006542219
Denmark,DNK,2018,435.99160074582755
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.00235527267467091
Ecuador,ECU,2006,0.0027877587310619536
Ecuador,ECU,2007,0.003343309785269637
Ecuador,ECU,2008,0.004832498624105669
Ecuador,ECU,2009,0.0014012048192771087
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0.010070585148255054
Ecuador,ECU,2012,0.05539168928525269
Ecuador,ECU,2013,0.6138073655058255
Ecuador,ECU,2014,2.71912709942327
Ecuador,ECU,2015,5.853027775721688
Ecuador,ECU,2016,6.184365160996907
Ecuador,ECU,2017,5.876173730711947
Ecuador,ECU,2018,5.852126957387029
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.007653983612273362
Egypt,EGY,2001,0.03376086895784927
Egypt,EGY,2002,0.03681301321955655
Egypt,EGY,2003,0.03613514747480296
Egypt,EGY,2004,0.035479402604756516
Egypt,EGY,2005,0.03484426473703724
Egypt,EGY,2006,0.034232357494081225
Egypt,EGY,2007,0.04036575697924123
Egypt,EGY,2008,0.049567697900447044
Egypt,EGY,2009,0.0713560380846737
Egypt,EGY,2010,0.8012928210147291
Egypt,EGY,2011,2.913979746359238
Egypt,EGY,2012,1.769164530212215
Egypt,EGY,2013,1.7592479529438383
Egypt,EGY,2014,1.2077470439590823
Egypt,EGY,2015,1.8617446866717868
Egypt,EGY,2016,2.911685947886116
Egypt,EGY,2017,7.1700889679914575
Egypt,EGY,2018,27.692728700316998
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.1967350299401198
Estonia,EST,2010,0.19732582582582586
Estonia,EST,2011,0.3967161144578313
Estonia,EST,2012,0.5968835978835979
Estonia,EST,2013,2.7931838893100833
Estonia,EST,2014,6.199010934650457
Estonia,EST,2015,11.807085543726235
Estonia,EST,2016,20.18143214882308
Estonia,EST,2017,25.297304427596664
Estonia,EST,2018,25.220819758125472
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.003771478604093725
Europe,,1985,0.0037566768468478653
Europe,,1986,0.0037416695571551653
Europe,,1987,0
Europe,,1988,0.0037122245029468487
Europe,,1989,0.03329095217760942
Europe,,1990,0.045632752456273004
Europe,,1991,0.056434453675827646
Europe,,1992,0.09840584629206155
Europe,,1993,0.11743622004821935
Europe,,1994,0.13651246483444002
Europe,,1995,0.16955182963384743
Europe,,1996,0.1947800159102081
Europe,,1997,0.23150425200749453
Europe,,1998,0.31561356212721897
Europe,,1999,0.33070582318305686
Europe,,2000,0.48773078001525383
Europe,,2001,0.6170072134303461
Europe,,2002,1.0028422060078863
Europe,,2003,1.6963706481034715
Europe,,2004,2.714615108598721
Europe,,2005,5.363599214878073
Europe,,2006,9.092378672653467
Europe,,2007,13.718905608580435
Europe,,2008,26.91478582316175
Europe,,2009,50.82103089391916
Europe,,2010,83.1319563155127
Europe,,2011,166.60574460623357
Europe,,2012,255.849785108871
Europe,,2013,308.93121427886683
Europe,,2014,350.60560366328355
Europe,,2015,389.14588722393904
Europe,,2016,402.90497781801986
Europe,,2017,439.67871896633324
Europe,,2018,490.2427147767651
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.26336968374699754
Finland,FIN,1991,0.2621627694759912
Finland,FIN,1992,0.31297263627353816
Finland,FIN,1993,0.3631921510252366
Finland,FIN,1994,0.41303955267804593
Finland,FIN,1995,0.4112644266458293
Finland,FIN,1996,0.5122791999221336
Finland,FIN,1997,0.6129452445652175
Finland,FIN,1998,0.6624820952749806
Finland,FIN,1999,0.7117870073415764
Finland,FIN,2000,0.8115892829606787
Finland,FIN,2001,0.8603247769230769
Finland,FIN,2002,0.9591414713216958
Finland,FIN,2003,1.0572642318729675
Finland,FIN,2004,1.204843151468905
Finland,FIN,2005,1.3010274671990871
Finland,FIN,2006,1.6955402785673679
Finland,FIN,2007,1.8875042185730466
Finland,FIN,2008,1.9295282929122015
Finland,FIN,2009,2.118268867465369
Finland,FIN,2010,2.304961533730898
Finland,FIN,2011,2.5876383191094616
Finland,FIN,2012,2.7700834422899354
Finland,FIN,2013,3.144928192682478
Finland,FIN,2014,3.855086247939938
Finland,FIN,2015,4.897301547162927
Finland,FIN,2016,9.18994434885413
Finland,FIN,2017,20.81960562329886
Finland,FIN,2018,77.2844664946587
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.06852128913153795
France,FRA,1993,0.07719972511765731
France,FRA,1994,0.08584271693264106
France,FRA,1995,0.0928760186498737
France,FRA,1996,0.12022471402468454
France,FRA,1997,0.15398678518060493
France,FRA,1998,0.18409443877900214
France,FRA,1999,0.20385505553284275
France,FRA,2000,0.23291353605015677
France,FRA,2001,0.27300026673851546
France,FRA,2002,0.312581215323646
France,FRA,2003,0.3392461657704309
France,FRA,2004,0.366264717783123
France,FRA,2005,0.4521200556282723
France,FRA,2006,0.5093841301272984
France,FRA,2007,0.7656244666957605
France,FRA,2008,1.7766934268353454
France,FRA,2009,7.321278669075677
France,FRA,2010,25.94750231090967
France,FRA,2011,86.49554043291893
France,FRA,2012,166.26425421354855
France,FRA,2013,195.01872345869725
France,FRA,2014,242.39845345203602
France,FRA,2015,296.50328627914917
France,FRA,2016,332.06043494572276
France,FRA,2017,371.8601485649955
France,FRA,2018,411.3408707036359
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0
Germany,DEU,1987,0
Germany,DEU,1988,0
Germany,DEU,1989,0
Germany,DEU,1990,0.03328836301768411
Germany,DEU,1991,0.03310536098426237
Germany,DEU,1992,0.13163979590560634
Germany,DEU,1993,0.09815781310223924
Germany,DEU,1994,0.22789019026882584
Germany,DEU,1995,0.22703074661999775
Germany,DEU,1996,0.3883103466381388
Germany,DEU,1997,0.5819287722207891
Germany,DEU,1998,1.131472574843679
Germany,DEU,1999,0.9699885828725889
Germany,DEU,2000,1.9397150098893137
Germany,DEU,2001,2.4553736483168414
Germany,DEU,2002,5.228623202305759
Germany,DEU,2003,10.092437733967213
Germany,DEU,2004,17.9529856825809
Germany,DEU,2005,41.34264931448599
Germany,DEU,2006,71.7069086531569
Germany,DEU,2007,99.56083145094615
Germany,DEU,2008,143.4828281517529
Germany,DEU,2009,214.1370112929543
Germany,DEU,2010,381.87473826988514
Germany,DEU,2011,637.8786458271496
Germany,DEU,2012,857.3358111180272
Germany,DEU,2013,1005.3128237202799
Germany,DEU,2014,1164.938128005648
Germany,DEU,2015,1246.0479821287004
Germany,DEU,2016,1219.7714520697377
Germany,DEU,2017,1254.407826343972
Germany,DEU,2018,1461.4817687803763
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.2342303738317757
Greece,GRC,2005,0.23443904231625837
Greece,GRC,2006,0.2352774474742959
Greece,GRC,2007,0.23665272032374104
Greece,GRC,2008,1.1918379755434785
Greece,GRC,2009,12.006473892690941
Greece,GRC,2010,38.18786445352682
Greece,GRC,2011,148.23743307876998
Greece,GRC,2012,413.4954773917077
Greece,GRC,2013,893.7715299292432
Greece,GRC,2014,932.5247513325858
Greece,GRC,2015,962.7727857804879
Greece,GRC,2016,974.2915937051342
Greece,GRC,2017,993.8392324477246
Greece,GRC,2018,948.1617467306596
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.13222739018087853
Hong Kong,HKG,2011,0.25951481090338235
Hong Kong,HKG,2012,0.31891153256704985
Hong Kong,HKG,2013,0.41279691634927357
Hong Kong,HKG,2014,0.40644690259285216
Hong Kong,HKG,2015,0.3771949192875035
Hong Kong,HKG,2016,0.35564777609055775
Hong Kong,HKG,2017,0.38144521626060773
Hong Kong,HKG,2018,0.3430471378187738
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.2633685198158527
Hungary,HUN,2009,0.264241213977307
Hungary,HUN,2010,0.26509300392867935
Hungary,HUN,2011,0.2659234286580437
Hungary,HUN,2012,2.1342889294403897
Hungary,HUN,2013,6.690000801301608
Hungary,HUN,2014,17.982232459969403
Hungary,HUN,2015,37.94770160462262
Hungary,HUN,2016,65.83669306367271
Hungary,HUN,2017,94.39065297841726
Hungary,HUN,2018,159.6285365626288
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
Iceland,ISL,2017,0
Iceland,ISL,2018,0
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0.0027576522273446966
India,IND,1996,0.01623527248006818
India,IND,1997,0.01593462266950537
India,IND,1998,0.015644152158726502
India,IND,1999,0.015364231638143249
India,IND,2000,0.01761078024675934
India,IND,2001,0.027199777180664436
India,IND,2002,0.03160665326053947
India,IND,2003,0.03826333316786667
India,IND,2004,0.04235651032755139
India,IND,2005,0.04169264003196403
India,IND,2006,0.01625705000346499
India,IND,2007,0.1312220989857954
India,IND,2008,0.13808080729749117
India,IND,2009,0.16207950150511366
India,IND,2010,0.24092441939637474
India,IND,2011,1.7406515892738315
India,IND,2012,4.363858136306042
India,IND,2013,7.053337289754237
India,IND,2014,9.97098706250328
India,IND,2015,13.189269802094161
India,IND,2016,22.959670478285567
India,IND,2017,42.30848447534982
India,IND,2018,59.79020490006238
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0.0011162271202276302
Indonesia,IDN,2009,0.0011014873326819462
Indonesia,IDN,2010,0.005658512409338638
Indonesia,IDN,2011,0.008266772303725585
Indonesia,IDN,2012,0.031881624780641736
Indonesia,IDN,2013,0.05747974285593195
Indonesia,IDN,2014,0.07024337113135368
Indonesia,IDN,2015,0.05377572336335677
Indonesia,IDN,2016,0.2121916523803698
Indonesia,IDN,2017,0.28886102976792744
Indonesia,IDN,2018,0.18050437610336942
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0.003725292325136419
Iran,IRN,2007,0.003684507121229113
Iran,IRN,2008,0.007304931989295767
Iran,IRN,2009,0.010828618443606447
Iran,IRN,2010,0.02497336862654719
Iran,IRN,2011,0.024681591612514237
Iran,IRN,2012,0.024385896081546204
Iran,IRN,2013,0.024085544180330015
Iran,IRN,2014,0.023779601244416908
Iran,IRN,2015,0.05029013389899609
Iran,IRN,2016,0.16537493401538386
Iran,IRN,2017,0.477584535786003
Iran,IRN,2018,1.2128068256723719
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Iraq,IRQ,2012,0
Iraq,IRQ,2013,3.674702236330187
Iraq,IRQ,2014,4.381886389340927
Iraq,IRQ,2015,4.23899343388058
Iraq,IRQ,2016,4.118693136762175
Iraq,IRQ,2017,4.004406616781616
Iraq,IRQ,2018,3.912615956705002
Ireland,IRL,1965,0
Ireland,IRL,1966,0
Ireland,IRL,1967,0
Ireland,IRL,1968,0
Ireland,IRL,1969,0
Ireland,IRL,1970,0
Ireland,IRL,1971,0
Ireland,IRL,1972,0
Ireland,IRL,1973,0
Ireland,IRL,1974,0
Ireland,IRL,1975,0
Ireland,IRL,1976,0
Ireland,IRL,1977,0
Ireland,IRL,1978,0
Ireland,IRL,1979,0
Ireland,IRL,1980,0
Ireland,IRL,1981,0
Ireland,IRL,1982,0
Ireland,IRL,1983,0
Ireland,IRL,1984,0
Ireland,IRL,1985,0
Ireland,IRL,1986,0
Ireland,IRL,1987,0
Ireland,IRL,1988,0
Ireland,IRL,1989,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0
Ireland,IRL,1993,0
Ireland,IRL,1994,0
Ireland,IRL,1995,0
Ireland,IRL,1996,0
Ireland,IRL,1997,0
Ireland,IRL,1998,0
Ireland,IRL,1999,0
Ireland,IRL,2000,0
Ireland,IRL,2001,0
Ireland,IRL,2002,0
Ireland,IRL,2003,0
