Entity,Code,Year,Pump price for gasoline (US$ per liter) (US$ per liter)
Guinea,GIN,2016,0.9
Guyana,GUY,1998,0.3
Guyana,GUY,2000,0.37
Guyana,GUY,2002,0.31
Guyana,GUY,2004,0.74
Guyana,GUY,2008,0.84
Guyana,GUY,2010,0.93
Guyana,GUY,2012,1.08
Guyana,GUY,2014,1.15
Guyana,GUY,2016,0.9
Haiti,HTI,1998,0.59
Haiti,HTI,2000,0.64
Haiti,HTI,2002,0.54
Haiti,HTI,2004,0.88
Haiti,HTI,2008,1.16
Haiti,HTI,2012,1.25
Haiti,HTI,2014,1.16
Haiti,HTI,2016,0.81
Heavily indebted poor countries (HIPC),,1991,0.73
Heavily indebted poor countries (HIPC),,1992,0.69
Heavily indebted poor countries (HIPC),,1995,0.6
Heavily indebted poor countries (HIPC),,1998,0.59
Heavily indebted poor countries (HIPC),,2000,0.675
Heavily indebted poor countries (HIPC),,2002,0.66
Heavily indebted poor countries (HIPC),,2004,0.88
Heavily indebted poor countries (HIPC),,2006,1.06
Heavily indebted poor countries (HIPC),,2008,1.13
Heavily indebted poor countries (HIPC),,2010,1.2
Heavily indebted poor countries (HIPC),,2012,1.28
Heavily indebted poor countries (HIPC),,2014,1.29
Heavily indebted poor countries (HIPC),,2016,0.96
High income,,1998,0.72
High income,,2000,0.76
High income,,2002,0.83
High income,,2004,1.135
High income,,2006,1.25
High income,,2008,1.27
High income,,2010,1.59
High income,,2012,1.83
High income,,2014,1.645
High income,,2016,1.225
Honduras,HND,1992,0.41
Honduras,HND,1995,0.35
Honduras,HND,1998,0.5
Honduras,HND,2000,0.62
Honduras,HND,2002,0.63
Honduras,HND,2004,0.81
Honduras,HND,2006,0.89
Honduras,HND,2008,0.8
Honduras,HND,2010,1.04
Honduras,HND,2012,1.25
Honduras,HND,2014,1.2
Honduras,HND,2016,0.98
Hong Kong,HKG,1991,0.82
Hong Kong,HKG,1995,1.19
Hong Kong,HKG,1998,1.36
Hong Kong,HKG,2000,1.46
Hong Kong,HKG,2002,1.47
Hong Kong,HKG,2004,1.54
Hong Kong,HKG,2006,1.69
Hong Kong,HKG,2008,1.95
Hong Kong,HKG,2010,1.92
Hong Kong,HKG,2012,2.16
Hong Kong,HKG,2014,2.06
Hong Kong,HKG,2016,1.86
Hungary,HUN,1995,0.74
Hungary,HUN,1998,0.72
Hungary,HUN,2000,0.81
Hungary,HUN,2002,0.94
Hungary,HUN,2004,1.3
Hungary,HUN,2006,1.3
Hungary,HUN,2008,1.27
Hungary,HUN,2010,1.67
Hungary,HUN,2012,1.84
Hungary,HUN,2014,1.58
Hungary,HUN,2016,1.18
IBRD only,,1995,0.43
IBRD only,,1998,0.43
IBRD only,,2000,0.53
IBRD only,,2002,0.495
IBRD only,,2004,0.68
IBRD only,,2006,0.825
IBRD only,,2008,0.9
IBRD only,,2010,1.08
IBRD only,,2012,1.29
IBRD only,,2014,1.17
IBRD only,,2016,0.83
IDA & IBRD total,,1998,0.47
IDA & IBRD total,,2000,0.555
IDA & IBRD total,,2002,0.53
IDA & IBRD total,,2004,0.73
IDA & IBRD total,,2006,0.89
IDA & IBRD total,,2008,1.03
IDA & IBRD total,,2010,1.12
IDA & IBRD total,,2012,1.295
IDA & IBRD total,,2014,1.24
IDA & IBRD total,,2016,0.92
IDA blend,,1998,0.46
IDA blend,,2000,0.53
IDA blend,,2002,0.52
IDA blend,,2004,0.69
IDA blend,,2006,0.96
IDA blend,,2008,1.2
IDA blend,,2010,1.205
IDA blend,,2012,1.33
IDA blend,,2014,1.21
IDA blend,,2016,0.995
IDA only,,1998,0.52
IDA only,,2000,0.62
IDA only,,2002,0.57
IDA only,,2004,0.8
IDA only,,2006,0.98
IDA only,,2008,1.075
IDA only,,2010,1.15
IDA only,,2012,1.31
IDA only,,2014,1.33
IDA only,,2016,0.93
IDA total,,1998,0.51
IDA total,,2000,0.57
IDA total,,2002,0.54
IDA total,,2004,0.79
IDA total,,2006,0.975
IDA total,,2008,1.12
IDA total,,2010,1.155
IDA total,,2012,1.31
IDA total,,2014,1.3
IDA total,,2016,0.945
Iceland,ISL,1998,1.12
Iceland,ISL,2000,1.05
Iceland,ISL,2002,1.16
Iceland,ISL,2004,1.64
Iceland,ISL,2006,1.86
Iceland,ISL,2008,1.15
Iceland,ISL,2010,1.71
Iceland,ISL,2012,1.99
Iceland,ISL,2014,1.85
Iceland,ISL,2016,1.69
India,IND,1991,0.56
India,IND,1995,0.48
India,IND,1998,0.56
India,IND,2000,0.6
India,IND,2002,0.66
India,IND,2004,0.87
India,IND,2006,1.01
India,IND,2008,1.09
India,IND,2010,1.15
India,IND,2012,1.25
India,IND,2014,1.1
India,IND,2016,0.97
Indonesia,IDN,1991,0.24
Indonesia,IDN,1995,0.44
Indonesia,IDN,1998,0.16
Indonesia,IDN,2000,0.17
Indonesia,IDN,2002,0.27
Indonesia,IDN,2004,0.27
Indonesia,IDN,2006,0.57
Indonesia,IDN,2008,0.5
Indonesia,IDN,2010,0.79
Indonesia,IDN,2012,0.47
Indonesia,IDN,2014,0.93
Indonesia,IDN,2016,0.63
Iran,IRN,1998,0.08
Iran,IRN,2000,0.05
Iran,IRN,2002,0.07
Iran,IRN,2004,0.09
Iran,IRN,2006,0.09
Iran,IRN,2008,0.1
Iran,IRN,2010,0.097
Iran,IRN,2012,0.33
Iran,IRN,2014,0.374
Iran,IRN,2016,0.399
Iraq,IRQ,2010,0.78
Iraq,IRQ,2014,0.43
Iraq,IRQ,2016,0.61
Ireland,IRL,1995,0.96
Ireland,IRL,1998,1.02
Ireland,IRL,2000,0.72
Ireland,IRL,2002,0.9
Ireland,IRL,2004,1.29
Ireland,IRL,2006,1.34
Ireland,IRL,2008,1.56
Ireland,IRL,2010,1.78
Ireland,IRL,2012,2.02
Ireland,IRL,2014,1.92
Ireland,IRL,2016,1.37
Israel,ISR,1995,0.73
Israel,ISR,1998,0.86
Israel,ISR,2000,1.14
Israel,ISR,2002,0.9
Israel,ISR,2004,1.05
Israel,ISR,2006,1.47
Israel,ISR,2008,1.37
Israel,ISR,2010,1.85
Israel,ISR,2012,2.01
Israel,ISR,2014,1.88
Israel,ISR,2016,1.57
Italy,ITA,1995,1.18
Italy,ITA,1998,1.19
Italy,ITA,2000,0.97
Italy,ITA,2002,1.05
Italy,ITA,2004,1.53
Italy,ITA,2006,1.56
Italy,ITA,2008,1.57
Italy,ITA,2010,1.87
Italy,ITA,2012,2.28
Italy,ITA,2014,2.14
Italy,ITA,2016,1.61
Jamaica,JAM,1998,0.37
Jamaica,JAM,2000,0.62
Jamaica,JAM,2002,0.52
Jamaica,JAM,2004,0.63
Jamaica,JAM,2006,0.82
Jamaica,JAM,2008,0.74
Jamaica,JAM,2010,0.98
Jamaica,JAM,2012,1.2
Jamaica,JAM,2014,1.14
Jamaica,JAM,2016,1.11
Japan,JPN,1995,1.25
Japan,JPN,1998,1.02
Japan,JPN,2000,1.06
Japan,JPN,2002,0.91
Japan,JPN,2004,1.26
Japan,JPN,2006,1.09
Japan,JPN,2008,1.42
Japan,JPN,2010,1.6
Japan,JPN,2012,2
Japan,JPN,2014,1.38
Japan,JPN,2016,1.06
Jordan,JOR,1995,0.4
Jordan,JOR,1998,0.42
Jordan,JOR,2000,0.45
Jordan,JOR,2002,0.52
Jordan,JOR,2004,0.61
Jordan,JOR,2006,0.86
Jordan,JOR,2008,0.61
Jordan,JOR,2010,1.04
Jordan,JOR,2012,1.44
Jordan,JOR,2014,1.27
Jordan,JOR,2016,1.1
Kazakhstan,KAZ,1995,0.3
Kazakhstan,KAZ,1998,0.3
Kazakhstan,KAZ,2000,0.36
Kazakhstan,KAZ,2002,0.35
Kazakhstan,KAZ,2004,0.52
Kazakhstan,KAZ,2006,0.7
Kazakhstan,KAZ,2008,0.83
Kazakhstan,KAZ,2010,0.71
Kazakhstan,KAZ,2012,1.01
Kazakhstan,KAZ,2014,0.81
Kazakhstan,KAZ,2016,0.42
Kenya,KEN,1991,0.53
Kenya,KEN,1992,0.4
Kenya,KEN,1995,0.56
Kenya,KEN,1998,0.7
Kenya,KEN,2000,0.71
Kenya,KEN,2002,0.7
Kenya,KEN,2004,0.92
Kenya,KEN,2006,1.12
Kenya,KEN,2008,1.2
Kenya,KEN,2010,1.33
Kenya,KEN,2012,1.37
Kenya,KEN,2014,1.21
Kenya,KEN,2016,0.95
Kosovo,OWID_KOS,1995,0.76
Kosovo,OWID_KOS,1998,0.61
Kosovo,OWID_KOS,2000,0.56
Kosovo,OWID_KOS,2002,0.74
Kosovo,OWID_KOS,2004,1.16
Kosovo,OWID_KOS,2006,1.22
Kosovo,OWID_KOS,2008,1.1
Kosovo,OWID_KOS,2010,1.63
Kosovo,OWID_KOS,2012,1.65
Kosovo,OWID_KOS,2014,1.54
Kosovo,OWID_KOS,2016,1.11
Kuwait,KWT,1998,0.17
Kuwait,KWT,2000,0.21
Kuwait,KWT,2002,0.2
Kuwait,KWT,2004,0.24
Kuwait,KWT,2006,0.22
Kuwait,KWT,2008,0.24
Kuwait,KWT,2010,0.23
Kuwait,KWT,2012,0.23
Kuwait,KWT,2014,0.22
Kuwait,KWT,2016,0.35
Kyrgyzstan,KGZ,1998,0.47
Kyrgyzstan,KGZ,2000,0.44
Kyrgyzstan,KGZ,2002,0.39
Kyrgyzstan,KGZ,2004,0.48
Kyrgyzstan,KGZ,2006,0.64
Kyrgyzstan,KGZ,2008,0.8
Kyrgyzstan,KGZ,2010,0.85
Kyrgyzstan,KGZ,2012,0.89
Kyrgyzstan,KGZ,2014,0.94
Kyrgyzstan,KGZ,2016,0.56
Laos,LAO,1998,0.31
Laos,LAO,2000,0.41
Laos,LAO,2002,0.36
Laos,LAO,2004,0.54
Laos,LAO,2006,0.86
Laos,LAO,2008,0.92
Laos,LAO,2010,1.26
Laos,LAO,2012,1.33
Laos,LAO,2014,1.4
Laos,LAO,2016,0.93
Late-demographic dividend,,1998,0.47
Late-demographic dividend,,2000,0.54
Late-demographic dividend,,2002,0.5
Late-demographic dividend,,2004,0.725
Late-demographic dividend,,2006,0.92
Late-demographic dividend,,2008,1.085
Late-demographic dividend,,2010,1.2
Late-demographic dividend,,2012,1.38
Late-demographic dividend,,2014,1.27
Late-demographic dividend,,2016,0.88
Latin America & Caribbean,,1998,0.49
Latin America & Caribbean,,2000,0.62
Latin America & Caribbean,,2002,0.545
Latin America & Caribbean,,2004,0.705
Latin America & Caribbean,,2006,0.915
Latin America & Caribbean,,2008,0.89
Latin America & Caribbean,,2010,1.065
Latin America & Caribbean,,2012,1.28
Latin America & Caribbean,,2014,1.2
Latin America & Caribbean,,2016,0.92
Latin America & Caribbean (IDA & IBRD),,1995,0.4
Latin America & Caribbean (IDA & IBRD),,1998,0.47
Latin America & Caribbean (IDA & IBRD),,2000,0.62
Latin America & Caribbean (IDA & IBRD),,2002,0.54
Latin America & Caribbean (IDA & IBRD),,2004,0.685
Latin America & Caribbean (IDA & IBRD),,2006,0.89
Latin America & Caribbean (IDA & IBRD),,2008,0.865
Latin America & Caribbean (IDA & IBRD),,2010,1.03
Latin America & Caribbean (IDA & IBRD),,2012,1.27
Latin America & Caribbean (IDA & IBRD),,2014,1.19
Latin America & Caribbean (IDA & IBRD),,2016,0.945
Latin America & Caribbean (excluding high income),,1995,0.385
Latin America & Caribbean (excluding high income),,1998,0.47
Latin America & Caribbean (excluding high income),,2000,0.62
Latin America & Caribbean (excluding high income),,2002,0.545
Latin America & Caribbean (excluding high income),,2004,0.72
Latin America & Caribbean (excluding high income),,2006,0.89
Latin America & Caribbean (excluding high income),,2008,0.87
Latin America & Caribbean (excluding high income),,2010,1.065
Latin America & Caribbean (excluding high income),,2012,1.26
Latin America & Caribbean (excluding high income),,2014,1.18
Latin America & Caribbean (excluding high income),,2016,0.91
Latvia,LVA,1995,0.41
Latvia,LVA,1998,0.55
Latvia,LVA,2000,0.67
Latvia,LVA,2002,0.7
Latvia,LVA,2004,0.94
Latvia,LVA,2006,1.2
Latvia,LVA,2008,1.12
Latvia,LVA,2010,1.48
Latvia,LVA,2012,1.8
Latvia,LVA,2014,1.48
Latvia,LVA,2016,1.16
Least developed countries: UN classification,,1991,0.71
Least developed countries: UN classification,,1992,0.715
Least developed countries: UN classification,,1998,0.57
Least developed countries: UN classification,,2000,0.64
Least developed countries: UN classification,,2002,0.605
Least developed countries: UN classification,,2004,0.8
Least developed countries: UN classification,,2006,1.01
Least developed countries: UN classification,,2008,1.13
Least developed countries: UN classification,,2010,1.18
Least developed countries: UN classification,,2012,1.34
Least developed countries: UN classification,,2014,1.34
Least developed countries: UN classification,,2016,0.97
Lebanon,LBN,1998,0.35
Lebanon,LBN,2000,0.53
Lebanon,LBN,2002,0.65
Lebanon,LBN,2004,0.71
Lebanon,LBN,2006,0.74
Lebanon,LBN,2008,0.76
Lebanon,LBN,2010,1.13
Lebanon,LBN,2012,1.11
Lebanon,LBN,2014,0.96
Lebanon,LBN,2016,0.74
Lesotho,LSO,1998,0.39
Lesotho,LSO,2000,0.5
Lesotho,LSO,2004,0.73
Lesotho,LSO,2006,0.89
Lesotho,LSO,2008,0.79
Lesotho,LSO,2010,0.97
Lesotho,LSO,2012,1.24
Lesotho,LSO,2014,1.03
Lesotho,LSO,2016,0.7
Liberia,LBR,2004,0.75
Liberia,LBR,2006,0.79
Liberia,LBR,2008,0.77
Liberia,LBR,2010,0.98
Liberia,LBR,2012,1.17
Liberia,LBR,2014,0.91
Liberia,LBR,2016,0.8
Libya,LBY,1998,0.22
Libya,LBY,2000,0.25
Libya,LBY,2002,0.1
Libya,LBY,2004,0.09
Libya,LBY,2006,0.12
Libya,LBY,2008,0.14
Libya,LBY,2010,0.17
Libya,LBY,2012,0.12
Libya,LBY,2016,0.11
Liechtenstein,LIE,1998,0.85
Liechtenstein,LIE,2000,0.81
Liechtenstein,LIE,2002,0.89
Liechtenstein,LIE,2004,1.29
Liechtenstein,LIE,2006,1.27
Liechtenstein,LIE,2008,1.3
Liechtenstein,LIE,2010,1.66
Liechtenstein,LIE,2012,1.88
Liechtenstein,LIE,2014,1.74
Lithuania,LTU,1995,0.35
Lithuania,LTU,1998,0.51
Lithuania,LTU,2000,0.66
Lithuania,LTU,2002,0.69
Lithuania,LTU,2004,1.03
Lithuania,LTU,2006,1.08
Lithuania,LTU,2008,1.13
Lithuania,LTU,2010,1.59
Lithuania,LTU,2012,1.83
Lithuania,LTU,2014,1.57
Lithuania,LTU,2016,1.16
Low & middle income,,1998,0.47
Low & middle income,,2000,0.55
Low & middle income,,2002,0.54
Low & middle income,,2004,0.745
Low & middle income,,2006,0.89
Low & middle income,,2008,1.03
Low & middle income,,2010,1.13
Low & middle income,,2012,1.29
Low & middle income,,2014,1.21
Low & middle income,,2016,0.92
Low income,,1991,0.71
Low income,,1992,0.69
Low income,,1995,0.56
Low income,,1998,0.6
Low income,,2000,0.68
Low income,,2002,0.57
Low income,,2004,0.88
Low income,,2006,1.06
Low income,,2008,1.145
Low income,,2010,1.25
Low income,,2012,1.42
Low income,,2014,1.35
Low income,,2016,0.92
Lower middle income,,1998,0.47
Lower middle income,,2000,0.53
Lower middle income,,2002,0.5
Lower middle income,,2004,0.685
Lower middle income,,2006,0.86
Lower middle income,,2008,0.92
Lower middle income,,2010,1.09
Lower middle income,,2012,1.25
Lower middle income,,2014,1.155
Lower middle income,,2016,0.925
Luxembourg,LUX,1995,0.84
Luxembourg,LUX,1998,0.78
Luxembourg,LUX,2000,0.75
Luxembourg,LUX,2002,0.76
Luxembourg,LUX,2004,1.19
Luxembourg,LUX,2006,1.29
Luxembourg,LUX,2008,1.4
Luxembourg,LUX,2010,1.55
Luxembourg,LUX,2012,1.64
Luxembourg,LUX,2014,1.52
Luxembourg,LUX,2016,1.19
Macedonia,MKD,1995,0.93
Macedonia,MKD,1998,0.7
Macedonia,MKD,2000,0.76
Macedonia,MKD,2002,0.85
Macedonia,MKD,2004,1.17
Macedonia,MKD,2006,1.23
Macedonia,MKD,2008,1.15
Macedonia,MKD,2010,1.52
Macedonia,MKD,2012,1.75
Macedonia,MKD,2014,1.49
Macedonia,MKD,2016,1.11
Madagascar,MDG,1991,0.43
Madagascar,MDG,1992,0.54
Madagascar,MDG,1995,0.47
Madagascar,MDG,1998,0.47
Madagascar,MDG,2000,0.76
Madagascar,MDG,2002,1.08
Madagascar,MDG,2004,1.05
Madagascar,MDG,2006,1.15
Madagascar,MDG,2008,1.55
Madagascar,MDG,2010,1.52
Madagascar,MDG,2012,1.49
Madagascar,MDG,2014,1.35
Madagascar,MDG,2016,1.11
Malawi,MWI,1991,0.64
Malawi,MWI,1992,0.71
Malawi,MWI,1995,0.65
Malawi,MWI,1998,0.51
Malawi,MWI,2000,0.69
Malawi,MWI,2002,0.66
Malawi,MWI,2004,0.95
Malawi,MWI,2006,1.17
Malawi,MWI,2008,1.78
Malawi,MWI,2010,1.71
Malawi,MWI,2012,1.93
Malawi,MWI,2014,1.78
Malawi,MWI,2016,1.15
Malaysia,MYS,1991,0.4
Malaysia,MYS,1995,0.42
Malaysia,MYS,1998,0.28
Malaysia,MYS,2000,0.28
Malaysia,MYS,2002,0.35
Malaysia,MYS,2004,0.37
Malaysia,MYS,2006,0.53
Malaysia,MYS,2008,0.53
Malaysia,MYS,2010,0.59
Malaysia,MYS,2012,0.62
Malaysia,MYS,2014,0.68
Malaysia,MYS,2016,0.45
Maldives,MDV,2010,0.84
Maldives,MDV,2012,1.1
Maldives,MDV,2014,1.63
Mali,MLI,1991,1.12
Mali,MLI,1992,1.14
Mali,MLI,1995,0.82
Mali,MLI,1998,0.77
Mali,MLI,2000,0.7
Mali,MLI,2002,0.69
Mali,MLI,2004,1.16
Mali,MLI,2006,1.22
Mali,MLI,2008,1.3
Mali,MLI,2010,1.42
Mali,MLI,2012,1.41
Mali,MLI,2014,1.47
Mali,MLI,2016,1.12
Malta,MLT,1998,0.77
Malta,MLT,2000,0.81
Malta,MLT,2002,0.87
Malta,MLT,2004,1.18
Malta,MLT,2006,1.38
Malta,MLT,2008,1.66
Malta,MLT,2010,1.63
Malta,MLT,2012,1.92
Malta,MLT,2014,1.8
Malta,MLT,2016,1.36
Marshall Islands,MHL,2014,1.44
Mauritania,MRT,1991,0.86
Mauritania,MRT,1992,0.85
Mauritania,MRT,1998,0.59
Mauritania,MRT,2000,0.67
Mauritania,MRT,2002,0.63
Mauritania,MRT,2004,0.8
Mauritania,MRT,2006,0.97
Mauritania,MRT,2008,1.49
Mauritania,MRT,2010,1.16
Mauritania,MRT,2012,1.43
Mauritania,MRT,2014,1.53
Mauritania,MRT,2016,1.13
Mauritius,MUS,2010,1.55
Mauritius,MUS,2012,1.65
Mauritius,MUS,2014,1.65
Mauritius,MUS,2016,1.12
Mexico,MEX,1992,0.39
Mexico,MEX,1995,0.32
Mexico,MEX,1998,0.36
Mexico,MEX,2000,0.61
Mexico,MEX,2002,0.62
Mexico,MEX,2004,0.59
Mexico,MEX,2006,0.74
Mexico,MEX,2008,0.74
Mexico,MEX,2010,0.81
Mexico,MEX,2012,0.86
Mexico,MEX,2014,1.03
Mexico,MEX,2016,0.73
Middle East & North Africa,,1998,0.31
Middle East & North Africa,,2000,0.29
Middle East & North Africa,,2002,0.29
Middle East & North Africa,,2004,0.31
Middle East & North Africa,,2006,0.32
Middle East & North Africa,,2008,0.45
Middle East & North Africa,,2010,0.48
Middle East & North Africa,,2012,0.525
Middle East & North Africa,,2014,0.83
Middle East & North Africa,,2016,0.55
Middle East & North Africa (IDA & IBRD),,1998,0.33
Middle East & North Africa (IDA & IBRD),,2000,0.355
Middle East & North Africa (IDA & IBRD),,2002,0.255
Middle East & North Africa (IDA & IBRD),,2004,0.39
Middle East & North Africa (IDA & IBRD),,2006,0.46
Middle East & North Africa (IDA & IBRD),,2008,0.55
Middle East & North Africa (IDA & IBRD),,2010,0.86
Middle East & North Africa (IDA & IBRD),,2012,0.79
Middle East & North Africa (IDA & IBRD),,2014,0.88
Middle East & North Africa (IDA & IBRD),,2016,0.73
Middle East & North Africa (excluding high income),,1998,0.35
Middle East & North Africa (excluding high income),,2000,0.44
Middle East & North Africa (excluding high income),,2002,0.29
Middle East & North Africa (excluding high income),,2004,0.46
Middle East & North Africa (excluding high income),,2006,0.6
Middle East & North Africa (excluding high income),,2008,0.61
Middle East & North Africa (excluding high income),,2010,0.94
Middle East & North Africa (excluding high income),,2012,0.86
Middle East & North Africa (excluding high income),,2014,0.895
Middle East & North Africa (excluding high income),,2016,0.735
Middle income,,1998,0.46
Middle income,,2000,0.53
Middle income,,2002,0.52
Middle income,,2004,0.68
Middle income,,2006,0.86
Middle income,,2008,0.915
Middle income,,2010,1.09
Middle income,,2012,1.255
Middle income,,2014,1.185
Middle income,,2016,0.915
Moldova,MDA,2008,1.2
Moldova,MDA,2010,1.21
Moldova,MDA,2012,1.42
Moldova,MDA,2014,1.21
Moldova,MDA,2016,0.8
Monaco,MCO,2008,1.64
Monaco,MCO,2010,1.92
Monaco,MCO,2012,2.23
Monaco,MCO,2014,2
Mongolia,MNG,1998,0.23
Mongolia,MNG,2000,0.38
Mongolia,MNG,2002,0.38
Mongolia,MNG,2004,0.61
Mongolia,MNG,2006,0.88
Mongolia,MNG,2008,1.38
Mongolia,MNG,2010,1.11
Mongolia,MNG,2012,1.29
Mongolia,MNG,2014,1.01
Mongolia,MNG,2016,0.72
Montenegro,MNE,1995,0.76
Montenegro,MNE,1998,0.61
Montenegro,MNE,2000,0.56
Montenegro,MNE,2002,0.74
Montenegro,MNE,2004,1.2
Montenegro,MNE,2006,1.51
Montenegro,MNE,2008,1.27
Montenegro,MNE,2010,1.62
Montenegro,MNE,2012,1.82
Montenegro,MNE,2014,1.6
Montenegro,MNE,2016,1.16
Morocco,MAR,1991,0.82
Morocco,MAR,1992,0.75
Morocco,MAR,1995,0.94
Morocco,MAR,1998,0.79
Morocco,MAR,2000,0.82
Morocco,MAR,2002,0.87
Morocco,MAR,2004,1.1
Morocco,MAR,2006,1.22
Morocco,MAR,2008,1.29
Morocco,MAR,2010,1.23
Morocco,MAR,2012,1.42
Morocco,MAR,2014,1.38
Morocco,MAR,2016,0.99
Mozambique,MOZ,1991,0.74
Mozambique,MOZ,1992,0.48
Mozambique,MOZ,1995,0.53
Mozambique,MOZ,1998,0.55
Mozambique,MOZ,2000,0.56
Mozambique,MOZ,2002,0.46
Mozambique,MOZ,2004,0.88
Mozambique,MOZ,2006,1.15
Mozambique,MOZ,2008,1.71
Mozambique,MOZ,2010,1.11
Mozambique,MOZ,2012,1.58
Mozambique,MOZ,2014,1.55
Mozambique,MOZ,2016,0.65
Myanmar,MMR,1998,0.13
Myanmar,MMR,2000,0.33
Myanmar,MMR,2002,0.36
Myanmar,MMR,2004,0.12
Myanmar,MMR,2006,0.66
Myanmar,MMR,2008,0.43
Myanmar,MMR,2010,0.8
Myanmar,MMR,2012,1.04
Myanmar,MMR,2014,1.14
Myanmar,MMR,2016,0.54
Namibia,NAM,1991,0.46
Namibia,NAM,1992,0.42
Namibia,NAM,1998,0.38
Namibia,NAM,2000,0.47
Namibia,NAM,2002,0.45
Namibia,NAM,2004,0.68
Namibia,NAM,2006,0.87
Namibia,NAM,2008,0.78
Namibia,NAM,2010,1.06
Namibia,NAM,2012,1.24
Namibia,NAM,2014,1.08
Namibia,NAM,2016,0.76
Nauru,NRU,2010,1.6
Nepal,NPL,1991,0.65
Nepal,NPL,1995,0.52
Nepal,NPL,1998,0.59
Nepal,NPL,2000,0.63
Nepal,NPL,2002,0.66
Nepal,NPL,2004,0.72
Nepal,NPL,2006,0.94
Nepal,NPL,2008,1.13
Nepal,NPL,2010,1.18
Nepal,NPL,2012,1.44
Nepal,NPL,2014,1.31
Nepal,NPL,2016,0.91
Netherlands,NLD,1995,1.21
Netherlands,NLD,1998,1.14
Netherlands,NLD,2000,1.03
Netherlands,NLD,2002,1.12
Netherlands,NLD,2004,1.62
Netherlands,NLD,2006,1.7
Netherlands,NLD,2008,1.68
Netherlands,NLD,2010,2.13
Netherlands,NLD,2012,2.33
Netherlands,NLD,2014,2.15
Netherlands,NLD,2016,1.68
New Zealand,NZL,1995,0.61
New Zealand,NZL,1998,0.64
New Zealand,NZL,2000,0.48
New Zealand,NZL,2002,0.55
New Zealand,NZL,2004,0.77
New Zealand,NZL,2006,0.98
New Zealand,NZL,2008,1.09
New Zealand,NZL,2010,1.47
New Zealand,NZL,2012,1.77
New Zealand,NZL,2014,1.71
New Zealand,NZL,2016,1.4
Nicaragua,NIC,1992,0.69
Nicaragua,NIC,1995,0.62
Nicaragua,NIC,1998,0.47
Nicaragua,NIC,2000,0.62
Nicaragua,NIC,2002,0.54
Nicaragua,NIC,2004,0.69
Nicaragua,NIC,2006,0.67
Nicaragua,NIC,2008,0.87
Nicaragua,NIC,2010,1.09
Nicaragua,NIC,2012,1.23
Nicaragua,NIC,2014,1.18
Nicaragua,NIC,2016,0.91
Niger,NER,1991,0.94
Niger,NER,1992,0.92
Niger,NER,1995,0.79
Niger,NER,1998,0.76
Niger,NER,2000,0.68
Niger,NER,2002,0.77
Niger,NER,2004,1.02
Niger,NER,2006,1.14
Niger,NER,2008,0.99
Niger,NER,2010,1.07
Niger,NER,2012,1.12
Niger,NER,2014,1.09
Niger,NER,2016,0.88
Nigeria,NGA,1991,0.05
Nigeria,NGA,1992,0.02
Nigeria,NGA,1995,0.13
Nigeria,NGA,1998,0.13
Nigeria,NGA,2000,0.27
Nigeria,NGA,2002,0.2
Nigeria,NGA,2004,0.39
Nigeria,NGA,2006,0.51
Nigeria,NGA,2008,0.59
Nigeria,NGA,2010,0.44
Nigeria,NGA,2012,0.62
Nigeria,NGA,2014,0.56
Nigeria,NGA,2016,0.46
North America,,1992,0.395
North America,,1995,0.395
North America,,1998,0.365
North America,,2000,0.525
North America,,2002,0.455
North America,,2004,0.61
North America,,2006,0.735
North America,,2008,0.66
North America,,2010,0.985
North America,,2012,1.145
North America,,2014,0.965
North America,,2016,0.76
North Korea,PRK,1998,0.73
North Korea,PRK,2000,0.55
North Korea,PRK,2002,0.55
North Korea,PRK,2004,0.78
North Korea,PRK,2006,0.71
North Korea,PRK,2008,0.76
North Korea,PRK,2014,0.94
North Korea,PRK,2016,0.58
Norway,NOR,1995,1.33
Norway,NOR,1998,1.21
Norway,NOR,2000,1.19
Norway,NOR,2002,1.23
Norway,NOR,2004,1.61
Norway,NOR,2006,1.8
Norway,NOR,2008,1.63
Norway,NOR,2010,2.12
Norway,NOR,2012,2.53
Norway,NOR,2014,2.27
Norway,NOR,2016,1.78
OECD members,,1995,0.865
OECD members,,1998,0.86
OECD members,,2000,0.78
OECD members,,2002,0.9
OECD members,,2004,1.29
OECD members,,2006,1.32
OECD members,,2008,1.38
OECD members,,2010,1.7
OECD members,,2012,1.93
OECD members,,2014,1.77
OECD members,,2016,1.37
Oman,OMN,1998,0.31
Oman,OMN,2000,0.31
Oman,OMN,2002,0.31
Oman,OMN,2004,0.31
Oman,OMN,2006,0.31
Oman,OMN,2008,0.31
Oman,OMN,2010,0.31
Oman,OMN,2012,0.31
Oman,OMN,2014,0.31
Oman,OMN,2016,0.45
Other small states,,1998,0.52
Other small states,,2000,0.56
Other small states,,2004,0.76
Other small states,,2006,0.89
Other small states,,2008,0.91
Other small states,,2010,1.24
Other small states,,2012,1.3
Other small states,,2014,1.37
Other small states,,2016,1.02
Pakistan,PAK,1995,0.47
Pakistan,PAK,1998,0.46
Pakistan,PAK,2000,0.53
Pakistan,PAK,2002,0.52
Pakistan,PAK,2004,0.62
Pakistan,PAK,2006,1.01
Pakistan,PAK,2008,0.84
Pakistan,PAK,2010,0.86
Pakistan,PAK,2012,1.14
Pakistan,PAK,2014,0.94
Pakistan,PAK,2016,0.79
Palestine,PSE,1998,0.86
