Entity,Code,Year,Crops - Hempseed - 336 - Production - 5510 - tonnes (tonnes)
Pakistan,PAK,2009,2.0139
Pakistan,PAK,2010,1.5289199999999998
Pakistan,PAK,2011,1.1316199999999998
Pakistan,PAK,2012,0.78638
Pakistan,PAK,2013,0.34524
Pakistan,PAK,2014,0.11782
Pakistan,PAK,2015,0.07124
Pakistan,PAK,2016,0.02192
Pakistan,PAK,2017,0.013699999999999999
Pakistan,PAK,2018,0
Poland,POL,1961,10.959999999999999
Poland,POL,1962,8.219999999999999
Poland,POL,1963,8.219999999999999
Poland,POL,1964,8.219999999999999
Poland,POL,1965,16.439999999999998
Poland,POL,1966,16.439999999999998
Poland,POL,1967,13.7
Poland,POL,1968,10.959999999999999
Poland,POL,1969,5.4799999999999995
Poland,POL,1970,5.4799999999999995
Poland,POL,1971,5.4799999999999995
Poland,POL,1972,5.4799999999999995
Poland,POL,1973,5.4799999999999995
Poland,POL,1974,5.4799999999999995
Poland,POL,1975,2.8824799999999997
Poland,POL,1976,4.35112
Poland,POL,1977,2.2248799999999997
Poland,POL,1978,2.23858
Poland,POL,1979,0.6959599999999999
Poland,POL,1980,0.7672
Poland,POL,1981,1.6659199999999998
Poland,POL,1982,1.35082
Poland,POL,1983,0.9644799999999999
Poland,POL,1984,0.63842
Poland,POL,1985,0.6877399999999999
Poland,POL,1986,0.83844
Poland,POL,1987,1.1919
Poland,POL,1988,1.0001
Poland,POL,1989,0.8329599999999999
Poland,POL,1990,0.26852
Poland,POL,1991,0.01644
Poland,POL,1992,0.00822
Poland,POL,1993,0.06301999999999999
Poland,POL,1994,0.12055999999999999
Poland,POL,1995,0.07672
Poland,POL,1996,0.054799999999999995
Poland,POL,1997,0.0822
Poland,POL,1998,0.0411
Poland,POL,1999,0.06301999999999999
Poland,POL,2000,0.06301999999999999
Poland,POL,2001,0.06576
Poland,POL,2002,0.06576
Poland,POL,2003,0.06849999999999999
Poland,POL,2004,0.06849999999999999
Poland,POL,2005,0.054799999999999995
Poland,POL,2006,0.07397999999999999
Poland,POL,2007,0.07397999999999999
Poland,POL,2008,0.07672
Poland,POL,2009,0.07672
Poland,POL,2010,0.07672
Poland,POL,2011,0.07672
Poland,POL,2012,0.0822
Poland,POL,2013,0.0822
Poland,POL,2014,0.0959
Poland,POL,2015,0.0822
Poland,POL,2016,0.07945999999999999
Poland,POL,2017,0.07672
Poland,POL,2018,0.07672
Portugal,PRT,1961,0.0822
Portugal,PRT,1962,0.10959999999999999
Portugal,PRT,1963,0.0822
Portugal,PRT,1964,0.10959999999999999
Portugal,PRT,1965,0.0822
Portugal,PRT,1966,0.0822
Portugal,PRT,1967,0.054799999999999995
Portugal,PRT,1968,0.054799999999999995
Portugal,PRT,1969,0.10959999999999999
Portugal,PRT,1970,0.10959999999999999
Romania,ROU,1961,1.0959999999999999
Romania,ROU,1962,1.0959999999999999
Romania,ROU,1963,1.3699999999999999
Romania,ROU,1964,0.822
Romania,ROU,1965,3.288
Romania,ROU,1966,11.234
Romania,ROU,1967,4.3839999999999995
Romania,ROU,1968,4.9319999999999995
Romania,ROU,1969,4.9319999999999995
Romania,ROU,1970,3.288
Romania,ROU,1971,4.9319999999999995
Romania,ROU,1972,4.3839999999999995
Romania,ROU,1973,4.9319999999999995
Romania,ROU,1974,4.9319999999999995
Romania,ROU,1975,5.4799999999999995
Romania,ROU,1976,6.302
Romania,ROU,1977,5.4799999999999995
Romania,ROU,1978,5.2059999999999995
Romania,ROU,1979,5.754
Romania,ROU,1980,4.9319999999999995
Romania,ROU,1981,4.109999999999999
Romania,ROU,1982,4.109999999999999
Romania,ROU,1983,5.754
Romania,ROU,1984,6.028
Romania,ROU,1985,6.028
Romania,ROU,1986,6.576
Romania,ROU,1987,6.85
Romania,ROU,1988,7.124
Romania,ROU,1989,10.138
Romania,ROU,1990,8.219999999999999
Romania,ROU,1991,2.4659999999999997
Romania,ROU,1992,1.781
Romania,ROU,1993,0.411
Romania,ROU,1994,0.13699999999999998
Romania,ROU,1995,0.1918
Romania,ROU,1996,0.5479999999999999
Romania,ROU,1997,0.6438999999999999
Romania,ROU,1998,0.5671799999999999
Romania,ROU,1999,1.26588
Romania,ROU,2000,0.06849999999999999
Romania,ROU,2001,0.14795999999999998
Romania,ROU,2002,0.27399999999999997
Romania,ROU,2003,0.27399999999999997
Romania,ROU,2004,0.27399999999999997
Romania,ROU,2005,0.24659999999999999
Romania,ROU,2006,0.24111999999999997
Romania,ROU,2007,0.2603
Romania,ROU,2008,0.2603
Romania,ROU,2009,0.2603
Romania,ROU,2010,0.2603
Romania,ROU,2011,0.2603
Romania,ROU,2012,0.2603
Romania,ROU,2013,0.2603
Romania,ROU,2014,0.22194
Romania,ROU,2015,0.21645999999999999
Romania,ROU,2016,0.23015999999999998
Romania,ROU,2017,0.23015999999999998
Romania,ROU,2018,0.23015999999999998
Russia,RUS,1992,7.260999999999999
Russia,RUS,1993,4.3839999999999995
Russia,RUS,1994,0.6576
Russia,RUS,1995,3.0688
Russia,RUS,1996,0.959
Russia,RUS,1997,0.822
Russia,RUS,1998,1.1782
Russia,RUS,1999,2.2468
Russia,RUS,2000,3.562
Russia,RUS,2001,1.1782
Russia,RUS,2002,0.4658
Russia,RUS,2003,0.5479999999999999
Russia,RUS,2004,0.49319999999999997
Russia,RUS,2005,0.6849999999999999
Russia,RUS,2006,0.27399999999999997
Russia,RUS,2007,0.411
Russia,RUS,2008,0.90694
Russia,RUS,2009,0.10959999999999999
Russia,RUS,2010,0.19454
Russia,RUS,2011,0.36441999999999997
Russia,RUS,2012,0.6713
Russia,RUS,2013,1.41384
Russia,RUS,2014,1.4247999999999998
Russia,RUS,2015,0.7535
Russia,RUS,2016,1.6138599999999999
Russia,RUS,2017,2.9537199999999997
Russia,RUS,2018,5.800579999999999
Serbia and Montenegro,OWID_SRM,1992,0.15344
Serbia and Montenegro,OWID_SRM,1993,0.0411
Serbia and Montenegro,OWID_SRM,1994,0.17809999999999998
Serbia and Montenegro,OWID_SRM,1995,0.13699999999999998
Serbia and Montenegro,OWID_SRM,1996,0.14522
Serbia and Montenegro,OWID_SRM,1997,0.10686
Serbia and Montenegro,OWID_SRM,1998,0.07124
Serbia and Montenegro,OWID_SRM,1999,0.046579999999999996
Serbia and Montenegro,OWID_SRM,2000,0.00822
Serbia and Montenegro,OWID_SRM,2001,0.00548
Serbia and Montenegro,OWID_SRM,2002,0.01096
Serbia and Montenegro,OWID_SRM,2003,0.01096
Serbia and Montenegro,OWID_SRM,2004,0.00822
Serbia and Montenegro,OWID_SRM,2005,0.00548
South America,,1961,8.219999999999999
South America,,1962,8.219999999999999
South America,,1963,8.219999999999999
South America,,1964,8.219999999999999
South America,,1965,8.219999999999999
South America,,1966,8.219999999999999
South America,,1967,8.219999999999999
South America,,1968,8.219999999999999
South America,,1969,8.767999999999999
South America,,1970,6.85
South America,,1971,6.85
South America,,1972,6.576
South America,,1973,4.3839999999999995
South America,,1974,4.3839999999999995
South America,,1975,4.6579999999999995
South America,,1976,4.3839999999999995
South America,,1977,3.014
South America,,1978,3.014
South America,,1979,3.014
South America,,1980,3.014
South America,,1981,3.014
South America,,1982,3.014
South America,,1983,3.014
South America,,1984,3.014
South America,,1985,3.014
South America,,1986,3.014
South America,,1987,3.014
South America,,1988,3.014
South America,,1989,3.014
South America,,1990,3.0961999999999996
South America,,1991,2.3810599999999997
South America,,1992,2.4522999999999997
South America,,1993,2.52628
South America,,1994,2.62492
South America,,1995,2.6797199999999997
South America,,1996,2.7399999999999998
South America,,1997,2.81946
South America,,1998,2.89344
South America,,1999,2.95646
South America,,2000,3.014
South America,,2001,3.151
South America,,2002,3.288
South America,,2003,3.425
South America,,2004,3.4797999999999996
South America,,2005,3.562
South America,,2006,3.55104
South America,,2007,3.5729599999999997
South America,,2008,3.6058399999999997
South America,,2009,3.6113199999999996
South America,,2010,3.562
South America,,2011,3.7811999999999997
South America,,2012,3.973
South America,,2013,3.973
South America,,2014,4.016839999999999
South America,,2015,4.06616
South America,,2016,4.09904
South America,,2017,4.1511
South America,,2018,4.200419999999999
Southern Asia,,1991,9.59274
Southern Asia,,1992,9.324219999999999
Southern Asia,,1993,7.576099999999999
Southern Asia,,1994,7.107559999999999
Southern Asia,,1995,7.145919999999999
Southern Asia,,1996,6.61984
Southern Asia,,1997,5.9485399999999995
Southern Asia,,1998,5.504659999999999
Southern Asia,,1999,5.556719999999999
Southern Asia,,2000,6.269119999999999
Southern Asia,,2001,6.41982
Southern Asia,,2002,4.9731
Southern Asia,,2003,4.75116
Southern Asia,,2004,3.44692
Southern Asia,,2005,3.8716199999999996
Southern Asia,,2006,3.5976199999999996
Southern Asia,,2007,3.3291
Southern Asia,,2008,3.3428
Southern Asia,,2009,2.50162
Southern Asia,,2010,2.02486
Southern Asia,,2011,1.6357799999999998
Southern Asia,,2012,1.29876
Southern Asia,,2013,0.8685799999999999
Southern Asia,,2014,0.64116
Southern Asia,,2015,0.6028
Southern Asia,,2016,0.55348
Southern Asia,,2017,0.55074
Southern Asia,,2018,0.54252
Southern Europe,,1961,15.223439999999998
Southern Europe,,1962,14.64256
Southern Europe,,1963,16.43178
Southern Europe,,1964,26.221799999999998
Southern Europe,,1965,11.864199999999999
Southern Europe,,1966,15.478259999999999
Southern Europe,,1967,18.49774
Southern Europe,,1968,10.86136
Southern Europe,,1969,7.313059999999999
Southern Europe,,1970,4.4525
Southern Europe,,1971,4.057939999999999
Southern Europe,,1972,1.9262199999999998
Southern Europe,,1973,2.6304
Southern Europe,,1974,6.480099999999999
Southern Europe,,1975,4.49634
Southern Europe,,1976,3.1482599999999996
Southern Europe,,1977,2.56738
Southern Europe,,1978,1.84676
Southern Europe,,1979,0.8247399999999999
Southern Europe,,1980,0.8932399999999999
Southern Europe,,1981,1.03298
Southern Europe,,1982,1.7535999999999998
Southern Europe,,1983,1.50426
Southern Europe,,1984,1.2686199999999999
Southern Europe,,1985,0.9178999999999999
Southern Europe,,1986,0.30962
Southern Europe,,1987,0.82748
Southern Europe,,1988,0.40003999999999995
Southern Europe,,1989,0.5397799999999999
Southern Europe,,1990,0.5836199999999999
Southern Europe,,1991,0.75076
Southern Europe,,1992,0.16987999999999998
Southern Europe,,1993,0.054799999999999995
Southern Europe,,1994,0.1918
Southern Europe,,1995,0.15617999999999999
Southern Europe,,1996,0.16713999999999998
Southern Europe,,1997,0.12877999999999998
Southern Europe,,1998,0.09863999999999999
Southern Europe,,1999,0.07945999999999999
Southern Europe,,2000,0.04384
Southern Europe,,2001,0.04384
Southern Europe,,2002,0.030139999999999997
Southern Europe,,2003,0.027399999999999997
Southern Europe,,2004,0.02192
Southern Europe,,2005,0.013699999999999999
Southern Europe,,2006,0.00822
Southern Europe,,2007,0.00822
Southern Europe,,2008,0.00548
Southern Europe,,2009,0.00548
Southern Europe,,2010,0.00274
Southern Europe,,2011,0.00274
Southern Europe,,2012,0.00274
Southern Europe,,2013,0.03288
Southern Europe,,2014,0.1918
Southern Europe,,2015,0.33702
Southern Europe,,2016,1.0001
Southern Europe,,2017,2.31804
Southern Europe,,2018,2.0549999999999997
Spain,ESP,1961,5.9485399999999995
Spain,ESP,1962,5.5183599999999995
Spain,ESP,1963,6.649979999999999
Spain,ESP,1964,2.7125999999999997
Spain,ESP,1965,1.9453999999999998
Spain,ESP,1966,1.25766
Spain,ESP,1967,0.8247399999999999
Spain,ESP,1968,0.44936
Spain,ESP,1969,0.36989999999999995
Spain,ESP,1970,0.12329999999999999
Spain,ESP,1971,0.14522
Spain,ESP,1972,0.2055
Spain,ESP,1973,0.411
Spain,ESP,1974,2.8907
Spain,ESP,1975,0.8932399999999999
Spain,ESP,1976,0.5753999999999999
Spain,ESP,1977,0.64116
Spain,ESP,1978,0.85488
Spain,ESP,1979,0.47675999999999996
Spain,ESP,1980,0.40003999999999995
Spain,ESP,1981,0.47401999999999994
Spain,ESP,1982,0.9370799999999999
Spain,ESP,1983,0.03288
Spain,ESP,1984,0.11782
Spain,ESP,1985,0.21097999999999997
Spain,ESP,1986,0.12055999999999999
Spain,ESP,1989,0.00548
Spain,ESP,1990,0.046579999999999996
Spain,ESP,1991,0.01918
Spain,ESP,1992,0.01644
Spain,ESP,1993,0.013699999999999999
Spain,ESP,1994,0.013699999999999999
Spain,ESP,1995,0.01918
Spain,ESP,1996,0.02192
Spain,ESP,1997,0.02192
Spain,ESP,1998,0.027399999999999997
Spain,ESP,1999,0.03288
Spain,ESP,2000,0.03562
Spain,ESP,2001,0.03836
Spain,ESP,2002,0.01918
Spain,ESP,2003,0.01644
Spain,ESP,2004,0.01096
Spain,ESP,2005,0.00822
Spain,ESP,2006,0.00822
Spain,ESP,2007,0.00822
Spain,ESP,2008,0.00548
Spain,ESP,2009,0.00548
Spain,ESP,2010,0.00274
Spain,ESP,2011,0.00274
Spain,ESP,2012,0.00274
Spain,ESP,2013,0.03288
Spain,ESP,2014,0.1918
Spain,ESP,2015,0.33702
Spain,ESP,2016,1.0001
Spain,ESP,2017,2.31804
Spain,ESP,2018,2.0549999999999997
Turkey,TUR,1961,13.7
Turkey,TUR,1962,16.166
Turkey,TUR,1963,15.617999999999999
Turkey,TUR,1964,9.59
Turkey,TUR,1965,9.59
Turkey,TUR,1966,9.59
Turkey,TUR,1967,8.494
Turkey,TUR,1968,9.59
Turkey,TUR,1969,7.672
Turkey,TUR,1970,6.85
Turkey,TUR,1971,7.124
Turkey,TUR,1972,8.631
Turkey,TUR,1973,9.315999999999999
Turkey,TUR,1974,8.219999999999999
Turkey,TUR,1975,7.672
Turkey,TUR,1976,5.4799999999999995
Turkey,TUR,1977,4.109999999999999
Turkey,TUR,1978,5.4799999999999995
Turkey,TUR,1979,13.7
Turkey,TUR,1980,12.604
Turkey,TUR,1981,9.863999999999999
Turkey,TUR,1982,9.59
Turkey,TUR,1983,6.85
Turkey,TUR,1984,7.260999999999999
Turkey,TUR,1985,4.109999999999999
Turkey,TUR,1986,7.124
Turkey,TUR,1987,7.124
Turkey,TUR,1988,3.288
Turkey,TUR,1989,1.5892
Turkey,TUR,1990,2.3289999999999997
Turkey,TUR,1991,1.7563399999999998
Turkey,TUR,1992,2.1919999999999997
Turkey,TUR,1993,1.5617999999999999
Turkey,TUR,1994,1.0959999999999999
Turkey,TUR,1995,0.9863999999999999
Turkey,TUR,1996,1.0959999999999999
Turkey,TUR,1997,0.6302
Turkey,TUR,1998,0.27126
Turkey,TUR,1999,0.1507
Turkey,TUR,2000,0.3836
Turkey,TUR,2001,0.43839999999999996
Turkey,TUR,2002,0.13699999999999998
Turkey,TUR,2003,0.21919999999999998
Turkey,TUR,2004,0.0822
Turkey,TUR,2005,0.03562
Turkey,TUR,2006,0.03562
Turkey,TUR,2007,0.06576
Turkey,TUR,2008,0.03288
Turkey,TUR,2009,0.0822
Turkey,TUR,2010,0.027399999999999997
Turkey,TUR,2011,0.02192
Turkey,TUR,2012,0.01096
Turkey,TUR,2013,0.00274
Turkey,TUR,2014,0.00274
Turkey,TUR,2015,0.00274
Turkey,TUR,2016,0.00274
Turkey,TUR,2017,0.00274
Turkey,TUR,2018,0.00822
USSR,OWID_USS,1961,82.19999999999999
USSR,OWID_USS,1962,82.19999999999999
USSR,OWID_USS,1963,82.19999999999999
USSR,OWID_USS,1964,82.19999999999999
USSR,OWID_USS,1965,98.63999999999999
USSR,OWID_USS,1966,79.46
USSR,OWID_USS,1967,87.67999999999999
USSR,OWID_USS,1968,76.72
USSR,OWID_USS,1969,71.24
USSR,OWID_USS,1970,54.8
USSR,OWID_USS,1971,49.31999999999999
USSR,OWID_USS,1972,38.36
USSR,OWID_USS,1973,52.059999999999995
USSR,OWID_USS,1974,54.8
USSR,OWID_USS,1975,43.839999999999996
USSR,OWID_USS,1976,38.36
USSR,OWID_USS,1977,30.139999999999997
USSR,OWID_USS,1978,30.139999999999997
USSR,OWID_USS,1979,38.36
USSR,OWID_USS,1980,27.4
USSR,OWID_USS,1981,24.659999999999997
USSR,OWID_USS,1982,30.139999999999997
USSR,OWID_USS,1983,30.139999999999997
USSR,OWID_USS,1984,32.879999999999995
USSR,OWID_USS,1985,19.18
USSR,OWID_USS,1986,19.18
USSR,OWID_USS,1987,20.549999999999997
USSR,OWID_USS,1988,14.796
USSR,OWID_USS,1989,19.18
USSR,OWID_USS,1990,7.398
USSR,OWID_USS,1991,9.042
Ukraine,UKR,1992,1.4439799999999998
Ukraine,UKR,1993,1.6357799999999998
Ukraine,UKR,1994,0.8603599999999999
Ukraine,UKR,1995,3.288
Ukraine,UKR,1996,0.7288399999999999
Ukraine,UKR,1997,0.75898
Ukraine,UKR,1998,0.66582
Ukraine,UKR,1999,0.9261199999999999
Ukraine,UKR,2000,4.109999999999999
Ukraine,UKR,2001,2.4659999999999997
Ukraine,UKR,2002,1.644
Ukraine,UKR,2003,0.822
Ukraine,UKR,2004,1.644
Ukraine,UKR,2005,1.66044
Ukraine,UKR,2006,1.59194
Ukraine,UKR,2007,1.6577
Ukraine,UKR,2008,1.6522199999999998
Ukraine,UKR,2009,1.6467399999999999
Ukraine,UKR,2010,1.644
Ukraine,UKR,2011,1.63852
Ukraine,UKR,2012,1.6330399999999998
Ukraine,UKR,2013,1.62756
Ukraine,UKR,2014,1.6138599999999999
Ukraine,UKR,2015,1.62756
Ukraine,UKR,2016,1.64126
Ukraine,UKR,2017,1.6357799999999998
Ukraine,UKR,2018,1.6330399999999998
Western Asia,,1961,13.7
Western Asia,,1962,16.166
Western Asia,,1963,15.617999999999999
Western Asia,,1964,9.59
Western Asia,,1965,9.59
Western Asia,,1966,9.59
Western Asia,,1967,8.494
Western Asia,,1968,9.59
Western Asia,,1969,7.672
Western Asia,,1970,6.85
Western Asia,,1971,7.124
Western Asia,,1972,8.631
Western Asia,,1973,9.315999999999999
Western Asia,,1974,8.219999999999999
Western Asia,,1975,7.672
Western Asia,,1976,5.4799999999999995
Western Asia,,1977,4.109999999999999
Western Asia,,1978,5.4799999999999995
Western Asia,,1979,13.7
Western Asia,,1980,12.604
Western Asia,,1981,9.863999999999999
Western Asia,,1982,9.59
Western Asia,,1983,6.85
Western Asia,,1984,7.260999999999999
Western Asia,,1985,4.109999999999999
Western Asia,,1986,7.124
Western Asia,,1987,7.124
Western Asia,,1988,3.288
Western Asia,,1989,1.5892
Western Asia,,1990,2.3289999999999997
Western Asia,,1991,1.7563399999999998
Western Asia,,1992,2.1919999999999997
Western Asia,,1993,1.5617999999999999
Western Asia,,1994,1.0959999999999999
Western Asia,,1995,0.9863999999999999
Western Asia,,1996,1.0959999999999999
Western Asia,,1997,0.6302
Western Asia,,1998,0.27126
Western Asia,,1999,0.1507
Western Asia,,2000,0.3836
Western Asia,,2001,0.43839999999999996
Western Asia,,2002,0.13699999999999998
Western Asia,,2003,0.21919999999999998
Western Asia,,2004,0.0822
Western Asia,,2005,0.03562
Western Asia,,2006,0.03562
Western Asia,,2007,0.06576
Western Asia,,2008,0.03288
Western Asia,,2009,0.0822
Western Asia,,2010,0.027399999999999997
Western Asia,,2011,0.02192
Western Asia,,2012,0.01096
Western Asia,,2013,0.00274
Western Asia,,2014,0.00274
Western Asia,,2015,0.00274
Western Asia,,2016,0.00274
Western Asia,,2017,0.00274
Western Asia,,2018,0.00822
World,OWID_WRL,1961,218.50403999999997
World,OWID_WRL,1962,229.1599
World,OWID_WRL,1963,247.80012
World,OWID_WRL,1964,260.32739999999995
World,OWID_WRL,1965,278.66348
World,OWID_WRL,1966,284.17361999999997
World,OWID_WRL,1967,281.15688
World,OWID_WRL,1968,264.41821999999996
World,OWID_WRL,1969,242.64069999999998
World,OWID_WRL,1970,220.42752
World,OWID_WRL,1971,216.06544
World,OWID_WRL,1972,204.66704
World,OWID_WRL,1973,227.3378
World,OWID_WRL,1974,250.65246
World,OWID_WRL,1975,237.59362
World,OWID_WRL,1976,229.91887999999997
World,OWID_WRL,1977,217.47106
World,OWID_WRL,1978,210.9115
World,OWID_WRL,1979,221.14813999999998
World,OWID_WRL,1980,177.39033999999998
World,OWID_WRL,1981,206.09732
World,OWID_WRL,1982,201.5544
World,OWID_WRL,1983,159.14193999999998
World,OWID_WRL,1984,163.53964
World,OWID_WRL,1985,154.58532
World,OWID_WRL,1986,252.77595999999997
World,OWID_WRL,1987,222.11262
World,OWID_WRL,1988,209.22913999999997
World,OWID_WRL,1989,118.88586
World,OWID_WRL,1990,96.77954
World,OWID_WRL,1991,153.65097999999998
World,OWID_WRL,1992,162.99164
World,OWID_WRL,1993,208.36329999999998
World,OWID_WRL,1994,205.3904
World,OWID_WRL,1995,193.58921999999998
World,OWID_WRL,1996,194.5126
World,OWID_WRL,1997,297.71743999999995
World,OWID_WRL,1998,240.32539999999997
World,OWID_WRL,1999,273.18348
World,OWID_WRL,2000,239.0102
World,OWID_WRL,2001,198.59794
World,OWID_WRL,2002,246.12597999999997
World,OWID_WRL,2003,280.38146
World,OWID_WRL,2004,237.82103999999998
World,OWID_WRL,2005,311.48593999999997
World,OWID_WRL,2006,288.21238
World,OWID_WRL,2007,332.49352
World,OWID_WRL,2008,274.04384
World,OWID_WRL,2009,286.96567999999996
World,OWID_WRL,2010,192.06851999999998
World,OWID_WRL,2011,187.4982
World,OWID_WRL,2012,308.16231999999997
World,OWID_WRL,2013,244.41621999999998
World,OWID_WRL,2014,282.48578
World,OWID_WRL,2015,214.25429999999997
World,OWID_WRL,2016,273.56708
World,OWID_WRL,2017,400.65101999999996
World,OWID_WRL,2018,391.49942
Yugoslavia,OWID_YGS,1961,6.85
Yugoslavia,OWID_YGS,1962,6.302
Yugoslavia,OWID_YGS,1963,7.124
Yugoslavia,OWID_YGS,1964,21.645999999999997
Yugoslavia,OWID_YGS,1965,8.219999999999999
Yugoslavia,OWID_YGS,1966,12.329999999999998
Yugoslavia,OWID_YGS,1967,16.439999999999998
Yugoslavia,OWID_YGS,1968,9.59
Yugoslavia,OWID_YGS,1969,6.576
Yugoslavia,OWID_YGS,1970,4.109999999999999
Yugoslavia,OWID_YGS,1971,3.836
Yugoslavia,OWID_YGS,1972,1.644
Yugoslavia,OWID_YGS,1973,2.1919999999999997
Yugoslavia,OWID_YGS,1974,3.562
Yugoslavia,OWID_YGS,1975,3.562
Yugoslavia,OWID_YGS,1976,2.5482
Yugoslavia,OWID_YGS,1977,1.87964
Yugoslavia,OWID_YGS,1978,0.9288599999999999
Yugoslavia,OWID_YGS,1979,0.33702
Yugoslavia,OWID_YGS,1980,0.48497999999999997
Yugoslavia,OWID_YGS,1981,0.55074
Yugoslavia,OWID_YGS,1982,0.8165199999999999
Yugoslavia,OWID_YGS,1983,1.47138
Yugoslavia,OWID_YGS,1984,1.1507999999999998
Yugoslavia,OWID_YGS,1985,0.70692
Yugoslavia,OWID_YGS,1986,0.18905999999999998
Yugoslavia,OWID_YGS,1987,0.82748
Yugoslavia,OWID_YGS,1988,0.40003999999999995
Yugoslavia,OWID_YGS,1989,0.5343
Yugoslavia,OWID_YGS,1990,0.53704
Yugoslavia,OWID_YGS,1991,0.7315799999999999
