Entity,Code,Year,Wind (%)
Czech Republic,CZE,1966,0
Czech Republic,CZE,1967,0
Czech Republic,CZE,1968,0
Czech Republic,CZE,1969,0
Czech Republic,CZE,1970,0
Czech Republic,CZE,1971,0
Czech Republic,CZE,1972,0
Czech Republic,CZE,1973,0
Czech Republic,CZE,1974,0
Czech Republic,CZE,1975,0
Czech Republic,CZE,1976,0
Czech Republic,CZE,1977,0
Czech Republic,CZE,1978,0
Czech Republic,CZE,1979,0
Czech Republic,CZE,1980,0
Czech Republic,CZE,1981,0
Czech Republic,CZE,1982,0
Czech Republic,CZE,1983,0
Czech Republic,CZE,1984,0
Czech Republic,CZE,1985,0
Czech Republic,CZE,1986,0
Czech Republic,CZE,1987,0
Czech Republic,CZE,1988,0
Czech Republic,CZE,1989,0
Czech Republic,CZE,1990,0
Czech Republic,CZE,1991,0
Czech Republic,CZE,1992,0
Czech Republic,CZE,1993,0
Czech Republic,CZE,1994,0
Czech Republic,CZE,1995,0
Czech Republic,CZE,1996,0
Czech Republic,CZE,1997,0
Czech Republic,CZE,1998,0
Czech Republic,CZE,1999,0
Czech Republic,CZE,2000,0
Czech Republic,CZE,2001,0.00010938160731385269
Czech Republic,CZE,2002,0.0008723124900964469
Czech Republic,CZE,2003,0.0020119650908912387
Czech Republic,CZE,2004,0.004980315886519031
Czech Republic,CZE,2005,0.010861574579799117
Czech Republic,CZE,2006,0.02470987242661989
Czech Republic,CZE,2007,0.06325399005428366
Czech Republic,CZE,2008,0.12596883067336279
Czech Republic,CZE,2009,0.15446092655522242
Czech Republic,CZE,2010,0.17251600020320762
Czech Republic,CZE,2011,0.2086090535678472
Czech Republic,CZE,2012,0.22046879435775707
Czech Republic,CZE,2013,0.2573336430428636
Czech Republic,CZE,2014,0.26187052357666774
Czech Republic,CZE,2015,0.319967946756023
Czech Republic,CZE,2016,0.28188697691220693
Czech Republic,CZE,2017,0.3202280668203486
Czech Republic,CZE,2018,0.32733595325504844
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0.0032948430655460434
Denmark,DNK,1979,0.006602957313349509
Denmark,DNK,1980,0.011861775396632235
Denmark,DNK,1981,0.013206165534096304
Denmark,DNK,1982,0.024344725286549535
Denmark,DNK,1983,0.03751974117113335
Denmark,DNK,1984,0.04520921693614581
Denmark,DNK,1985,0.06211309626806816
Denmark,DNK,1986,0.14850795208547246
Denmark,DNK,1987,0.21318520932886664
Denmark,DNK,1988,0.3618244667662824
Denmark,DNK,1989,0.5763729657618232
Denmark,DNK,1990,0.7965125712593178
Denmark,DNK,1991,0.8380312953559871
Denmark,DNK,1992,1.1073694801398728
Denmark,DNK,1993,1.1804717397756108
Denmark,DNK,1994,1.2096456296155607
Denmark,DNK,1995,1.2756756914032767
Denmark,DNK,1996,1.1171268923404554
Denmark,DNK,1997,1.944119199595503
Denmark,DNK,1998,2.9428863707413337
Denmark,DNK,1999,3.262631654854721
Denmark,DNK,2000,4.7615318801323925
Denmark,DNK,2001,4.821114427456137
Denmark,DNK,2002,5.477811960121622
Denmark,DNK,2003,5.799283850954987
Denmark,DNK,2004,7.267788005431728
Denmark,DNK,2005,7.566637285680777
Denmark,DNK,2006,6.332340198940151
Denmark,DNK,2007,7.843140739758775
Denmark,DNK,2008,7.870434372794631
Denmark,DNK,2009,8.115880472158743
Denmark,DNK,2010,8.96750226250387
Denmark,DNK,2011,11.864398429239152
Denmark,DNK,2012,13.447250228562007
Denmark,DNK,2013,13.927785698020578
Denmark,DNK,2014,16.910416240555897
Denmark,DNK,2015,18.901757239840457
Denmark,DNK,2016,16.926806176739873
Denmark,DNK,2017,19.450426822695242
Denmark,DNK,2018,18.533395323614364
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.0019133064162128262
Ecuador,ECU,2008,0.00501134084876931
Ecuador,ECU,2009,0.006104998291799452
Ecuador,ECU,2010,0.005880242392446193
Ecuador,ECU,2011,0.005400594139497868
Ecuador,ECU,2012,0.003663000935927447
Ecuador,ECU,2013,0.08374892479172182
Ecuador,ECU,2014,0.11201679748580695
Ecuador,ECU,2015,0.13911359813563753
Ecuador,ECU,2016,0.11853672790541603
Ecuador,ECU,2017,0.09968591204249627
Ecuador,ECU,2018,0.10302707020763167
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.0059424304387978265
Egypt,EGY,2000,0.037603804876042805
Egypt,EGY,2001,0.0793342002447914
Egypt,EGY,2002,0.09271390636477404
Egypt,EGY,2003,0.11760092370170344
Egypt,EGY,2004,0.19792039612987591
Egypt,EGY,2005,0.1907937030020255
Egypt,EGY,2006,0.2155517825709947
Egypt,EGY,2007,0.2228117633845453
Egypt,EGY,2008,0.2934451536874979
Egypt,EGY,2009,0.31477732195149644
Egypt,EGY,2010,0.4065190767091593
Egypt,EGY,2011,0.46741431939910066
Egypt,EGY,2012,0.4815198390754928
Egypt,EGY,2013,0.41980247085753
Egypt,EGY,2014,0.3071207046766104
Egypt,EGY,2015,0.49643739537003334
Egypt,EGY,2016,0.6354594868918508
Egypt,EGY,2017,0.5983842770221658
Egypt,EGY,2018,0.5837830164302635
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0.006648964212145797
Estonia,EST,2003,0.026523648933610085
Estonia,EST,2004,0.03160545651301162
Estonia,EST,2005,0.2277042413116066
Estonia,EST,2006,0.32733678795259974
Estonia,EST,2007,0.34433431540042714
Estonia,EST,2008,0.5266263194293632
Estonia,EST,2009,0.8699872359791173
Estonia,EST,2010,1.0205434985365132
Estonia,EST,2011,1.3160764732960513
Estonia,EST,2012,1.5366577251210354
Estonia,EST,2013,1.8097002436485523
Estonia,EST,2014,2.1156354796921844
Estonia,EST,2015,2.6850898173011855
Estonia,EST,2016,2.2124003231330054
Estonia,EST,2017,2.468202956772567
Estonia,EST,2018,2.0773252687584067
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.00004007168484843844
Europe,,1979,0.00007726733947691727
Europe,,1980,0.00013868181558146462
Europe,,1981,0.0001424820107831703
Europe,,1982,0.00025593993621181836
Europe,,1983,0.000412882487141548
Europe,,1984,0.0005113343450922806
Europe,,1985,0.0006449505072576775
Europe,,1986,0.0014759844507047824
Europe,,1987,0.0020664606050026357
Europe,,1988,0.0035353332929622745
Europe,,1989,0.005543963924789457
Europe,,1990,0.008310311408176866
Europe,,1991,0.01062305160715389
Europe,,1992,0.017129575341151077
Europe,,1993,0.026026547340858207
Europe,,1994,0.03463058151408084
Europe,,1995,0.04412313708661086
Europe,,1996,0.05357053547104805
Europe,,1997,0.08113885446964392
Europe,,1998,0.12322875232023962
Europe,,1999,0.15765401285208203
Europe,,2000,0.24568410326818116
Europe,,2001,0.2906964348094459
Europe,,2002,0.3944761133647169
Europe,,2003,0.4729853854826734
Europe,,2004,0.61990669250583
Europe,,2005,0.7394898813167745
Europe,,2006,0.8564776111195281
Europe,,2007,1.0985160797589715
Europe,,2008,1.2635075946650316
Europe,,2009,1.4954719543882797
Europe,,2010,1.634196558808908
Europe,,2011,2.0328070006058327
Europe,,2012,2.3457755307895365
Europe,,2013,2.732176758645634
Europe,,2014,3.0288543442881544
Europe,,2015,3.6127377845216766
Europe,,2016,3.6051860656129806
Europe,,2017,4.241741402496347
Europe,,2018,4.461795062094671
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0
Finland,FIN,1991,0.0004921042212083538
Finland,FIN,1992,0.0019820112026736024
Finland,FIN,1993,0.00358942396297938
Finland,FIN,1994,0.005577614361469797
Finland,FIN,1995,0.008787649193443657
Finland,FIN,1996,0.008527088038791186
Finland,FIN,1997,0.012760885170695261
Finland,FIN,1998,0.017117418345121555
Finland,FIN,1999,0.03713308571146417
Finland,FIN,2000,0.05767869249559063
Finland,FIN,2001,0.051085609108381884
Finland,FIN,2002,0.0456474244635904
Finland,FIN,2003,0.06190937517342876
Finland,FIN,2004,0.0817576005159232
Finland,FIN,2005,0.1256288826153899
Finland,FIN,2006,0.10616061548192667
Finland,FIN,2007,0.13107702700668467
Finland,FIN,2008,0.18746064797950485
Finland,FIN,2009,0.21395977622737586
Finland,FIN,2010,0.20893033302751984
Finland,FIN,2011,0.3666517680492833
Finland,FIN,2012,0.38768929094346444
Finland,FIN,2013,0.6013394376088711
Finland,FIN,2014,0.8907993463762236
Finland,FIN,2015,1.881615887150247
Finland,FIN,2016,2.4144948166598175
Finland,FIN,2017,3.862908356669039
Finland,FIN,2018,4.528357420771453
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0.000027735956174482505
France,FRA,1991,0.000047074433461487844
France,FRA,1992,0.00004675763100238495
France,FRA,1993,0.0002297461994449475
France,FRA,1994,0.00045619555523883733
France,FRA,1995,0.0004464719066934765
France,FRA,1996,0.000677988282080164
France,FRA,1997,0.001029497465769114
France,FRA,1998,0.0017606364710760097
France,FRA,1999,0.0032815623408279583
France,FRA,2000,0.0042112392216197775
France,FRA,2001,0.011329738609748051
France,FRA,2002,0.023085979583873394
France,FRA,2003,0.03335385592552942
France,FRA,2004,0.05059305539373343
France,FRA,2005,0.08199849718912998
France,FRA,2006,0.18702892208376906
France,FRA,2007,0.3539159002566188
France,FRA,2008,0.4920043068427156
France,FRA,2009,0.7218773993934224
France,FRA,2010,0.878859769474553
France,FRA,2011,1.1046291101648622
France,FRA,2012,1.3646844600571961
France,FRA,2013,1.4504308692204138
France,FRA,2014,1.6238521159074661
France,FRA,2015,1.9878105855625363
France,FRA,2016,2.0311678162747078
France,FRA,2017,2.3170038321571425
France,FRA,2018,2.6272355796562596
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0.0000623461010329557
Germany,DEU,1987,0.00012370447576578355
Germany,DEU,1988,0.0004934874122438841
Germany,DEU,1989,0.0016213283771047261
Germany,DEU,1990,0.0044970532883035165
Germany,DEU,1991,0.006491082779180543
Germany,DEU,1992,0.018230618216164597
Germany,DEU,1993,0.039947540138587104
Germany,DEU,1994,0.061099889220300255
Germany,DEU,1995,0.10033033352832199
Germany,DEU,1996,0.13156048499223594
Germany,DEU,1997,0.19465461167314588
Germany,DEU,1998,0.2969006748245149
Germany,DEU,1999,0.3710758219249665
Germany,DEU,2000,0.6347092585725381
Germany,DEU,2001,0.6882606358720933
Germany,DEU,2002,1.0467618124110525
Germany,DEU,2003,1.2407680062403816
Germany,DEU,2004,1.691592557251649
Germany,DEU,2005,1.8251238441531654
Germany,DEU,2006,2.005987284684015
Germany,DEU,2007,2.7071540963798864
Germany,DEU,2008,2.7362098471313785
Germany,DEU,2009,2.7756380703847374
Germany,DEU,2010,2.6602009991021367
Germany,DEU,2011,3.5686106823342674
Germany,DEU,2012,3.6489247149595707
Germany,DEU,2013,3.617749642364228
Germany,DEU,2014,4.183361054422143
Germany,DEU,2015,5.656693628990443
Germany,DEU,2016,5.512719537646859
Germany,DEU,2017,7.162442226817774
Germany,DEU,2018,7.795886862769125
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0.0010911305619734834
Greece,GRC,1988,0.0010326659459273715
Greece,GRC,1989,0.0009518669971866347
Greece,GRC,1990,0.0018077142706763355
Greece,GRC,1991,0.0017948851425214358
Greece,GRC,1992,0.007070729408571195
Greece,GRC,1993,0.04090211542800267
Greece,GRC,1994,0.03165065915684232
Greece,GRC,1995,0.02808308702855752
Greece,GRC,1996,0.02895797135544753
Greece,GRC,1997,0.028959758557427644
Greece,GRC,1998,0.05377165755418356
Greece,GRC,1999,0.11957474101805378
Greece,GRC,2000,0.31555692669737445
Greece,GRC,2001,0.5235619409184632
Greece,GRC,2002,0.4490129611048706
Greece,GRC,2003,0.6701917947918246
Greece,GRC,2004,0.7344660297411966
Greece,GRC,2005,0.8246755792311408
Greece,GRC,2006,1.070590571488754
Greece,GRC,2007,1.1232854179715475
Greece,GRC,2008,1.4360462194306594
Greece,GRC,2009,1.6833275680822695
Greece,GRC,2010,1.8867571475118319
Greece,GRC,2011,2.3645050479123704
Greece,GRC,2012,2.9007948923190248
Greece,GRC,2013,3.289087401813432
Greece,GRC,2014,3.113174547560521
Greece,GRC,2015,3.868279662222312
Greece,GRC,2016,4.375637854313276
Greece,GRC,2017,4.469128513007971
Greece,GRC,2018,5.0326346620757185
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.0006391258748404507
Hong Kong,HKG,2007,0.0007487531676775352
Hong Kong,HKG,2008,0.0007508081749744348
Hong Kong,HKG,2009,0.0009363851242982927
Hong Kong,HKG,2010,0.0008526310161884327
Hong Kong,HKG,2011,0.0006933910187739872
Hong Kong,HKG,2012,0.0008752752836792218
Hong Kong,HKG,2013,0.0006765198260582074
Hong Kong,HKG,2014,0.0007454652252510162
Hong Kong,HKG,2015,0.0006535029613195265
Hong Kong,HKG,2016,0.0003863078145978343
Hong Kong,HKG,2017,0.0006045108772837968
Hong Kong,HKG,2018,0.0006007421634149082
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.0009201167222724314
Hungary,HUN,2002,0.0009330033502285538
Hungary,HUN,2003,0.0036996379850889115
Hungary,HUN,2004,0.005508163723029971
Hungary,HUN,2005,0.008589688521237806
Hungary,HUN,2006,0.0374486813567955
Hungary,HUN,2007,0.09706325484687985
Hungary,HUN,2008,0.18322614539203955
Hungary,HUN,2009,0.32219103049575004
Hungary,HUN,2010,0.5017531766478137
Hungary,HUN,2011,0.6000459708448561
Hungary,HUN,2012,0.7952943591433645
Hungary,HUN,2013,0.7780160580383169
Hungary,HUN,2014,0.7086974457910309
Hungary,HUN,2015,0.7116352668930712
Hungary,HUN,2016,0.6900884179862364
Hungary,HUN,2017,0.7288206688264157
Hungary,HUN,2018,0.5800249213019046
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0.00003826810888720452
Iceland,ISL,2012,0
Iceland,ISL,2013,0.02506815978962006
Iceland,ISL,2014,0.03821305397553857
Iceland,ISL,2015,0.047284636657305985
Iceland,ISL,2016,0.03961507470807236
Iceland,ISL,2017,0.03358480413636821
Iceland,ISL,2018,0.01758347894439071
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.0035018407804329296
India,IND,1991,0.012374807341092727
India,IND,1992,0.00921605100821362
India,IND,1993,0.009631515088523722
India,IND,1994,0.018461881303865408
India,IND,1995,0.04454705818776509
India,IND,1996,0.0757092240019726
India,IND,1997,0.08066567393512872
India,IND,1998,0.08312402562589491
India,IND,1999,0.10845569110799398
India,IND,2000,0.11273247089148694
India,IND,2001,0.14773410168658554
India,IND,2002,0.14112335834856476
India,IND,2003,0.16967415458309557
India,IND,2004,0.32150311962180816
India,IND,2005,0.3430896585402092
India,IND,2006,0.508571741465609
India,IND,2007,0.5849887804338705
India,IND,2008,0.68082588337203
India,IND,2009,0.7158955450429627
India,IND,2010,0.8165588848747087
India,IND,2011,0.9485585713693776
India,IND,2012,1.0327558579706182
India,IND,2013,1.087219464567995
India,IND,2014,1.1340521696402845
India,IND,2015,1.074049770635831
India,IND,2016,1.3670156117275476
India,IND,2017,1.5875092549611836
India,IND,2018,1.6865674658710261
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.000003370184701023338
Indonesia,IDN,2008,0.00005115166504847107
Indonesia,IDN,2009,0.0006086288488848707
Indonesia,IDN,2010,0.0005437134418958558
Indonesia,IDN,2011,0.0006459932663891359
Indonesia,IDN,2012,0.0006001847663669891
Indonesia,IDN,2013,0.000012684395883268766
Indonesia,IDN,2014,0
Indonesia,IDN,2015,0.0005052872142686227
Indonesia,IDN,2016,0.0007579581540971943
Indonesia,IDN,2017,0
Indonesia,IDN,2018,0.024148368985543383
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0.00677055739064873
Iran,IRN,2000,0.006719207250176139
Iran,IRN,2001,0.005879847788273811
Iran,IRN,2002,0.0048634237799192685
Iran,IRN,2003,0.00433546967950456
Iran,IRN,2004,0.00663265745381585
Iran,IRN,2005,0.009469727669598664
Iran,IRN,2006,0.015314753370058791
Iran,IRN,2007,0.01608705899532483
Iran,IRN,2008,0.02153188647004739
Iran,IRN,2009,0.024063476183945224
Iran,IRN,2010,0.022149085015795315
Iran,IRN,2011,0.021476172664272104
Iran,IRN,2012,0.020435037804145482
Iran,IRN,2013,0.0200943837963473
Iran,IRN,2014,0.017969024600653652
Iran,IRN,2015,0.021989443328071148
Iran,IRN,2016,0.023256212003260057
Iran,IRN,2017,0.024313187457998327
Iran,IRN,2018,0.028666544819009362
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
