Entity,Code,Year,Biofuels Production - Ktoe (terawatt-hours)
South Korea,KOR,2008,17.947887969780087
South Korea,KOR,2009,25.681822159408103
South Korea,KOR,2010,36.05130863592414
South Korea,KOR,2011,29.01539714120667
South Korea,KOR,2012,41.85637
South Korea,KOR,2013,42.92633
South Korea,KOR,2014,45.08951
South Korea,KOR,2015,51.323190000000004
South Korea,KOR,2016,51.50927
South Korea,KOR,2017,49.788030000000006
South Korea,KOR,2018,52.277431657196665
Spain,ESP,1990,0
Spain,ESP,1991,0
Spain,ESP,1992,0
Spain,ESP,1993,0
Spain,ESP,1994,0
Spain,ESP,1995,0
Spain,ESP,1996,0
Spain,ESP,1997,0
Spain,ESP,1998,0
Spain,ESP,1999,0
Spain,ESP,2000,8.512965582272514
Spain,ESP,2001,8.489706113468497
Spain,ESP,2002,15.204820581264427
Spain,ESP,2003,21.48071429166726
Spain,ESP,2004,26.23647245676954
Spain,ESP,2005,35.093714976656386
Spain,ESP,2006,31.727303434708496
Spain,ESP,2007,43.93125597281951
Spain,ESP,2008,44.67531217407463
Spain,ESP,2009,106.26578539996855
Spain,ESP,2010,118.86279349363487
Spain,ESP,2011,98.96888888888893
Spain,ESP,2012,72.07027777777778
Spain,ESP,2013,87.125
Spain,ESP,2014,119.77222222222257
Spain,ESP,2015,130.45555555555532
Spain,ESP,2016,139.5991980555558
Spain,ESP,2017,179.1647011111107
Spain,ESP,2018,214.04490166666653
Sweden,SWE,1990,0
Sweden,SWE,1991,0
Sweden,SWE,1992,0
Sweden,SWE,1993,0
Sweden,SWE,1994,0
Sweden,SWE,1995,0
Sweden,SWE,1996,0
Sweden,SWE,1997,0
Sweden,SWE,1998,0
Sweden,SWE,1999,0
Sweden,SWE,2000,0
Sweden,SWE,2001,1.6962355
Sweden,SWE,2002,3.7980091
Sweden,SWE,2003,10.5173579
Sweden,SWE,2004,19.8100768
Sweden,SWE,2005,4.1834273
Sweden,SWE,2006,4.7564374
Sweden,SWE,2007,5.7034683
Sweden,SWE,2008,15.406609900000001
Sweden,SWE,2009,21.2651061
Sweden,SWE,2010,24.1146887
Sweden,SWE,2011,22.3294837
Sweden,SWE,2012,26.4947682
Sweden,SWE,2013,26.4639487
Sweden,SWE,2014,26.4831382
Sweden,SWE,2015,25.4442303
Sweden,SWE,2016,24.0666568
Sweden,SWE,2017,20.917601700000002
Sweden,SWE,2018,21.69569561515984
Thailand,THA,1990,0
Thailand,THA,1991,0
Thailand,THA,1992,0
Thailand,THA,1993,0
Thailand,THA,1994,0
Thailand,THA,1995,0
Thailand,THA,1996,0
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0.36327861952861895
Thailand,THA,2005,6.4698591882997745
Thailand,THA,2006,10.092719738243673
Thailand,THA,2007,17.235861234933093
Thailand,THA,2008,61.46299969484122
Thailand,THA,2009,75.70587358698714
Thailand,THA,2010,96.9942
Thailand,THA,2011,106.8797
Thailand,THA,2012,146.4217
Thailand,THA,2013,187.1267
Thailand,THA,2014,209.2237
Thailand,THA,2015,225.7383
Thailand,THA,2016,195.6166
Thailand,THA,2017,229.8088
Thailand,THA,2018,246.4523183641584
United Kingdom,GBR,1990,0
United Kingdom,GBR,1991,0
United Kingdom,GBR,1992,0
United Kingdom,GBR,1993,0
United Kingdom,GBR,1994,0
United Kingdom,GBR,1995,0
United Kingdom,GBR,1996,0
United Kingdom,GBR,1997,0
United Kingdom,GBR,1998,0
United Kingdom,GBR,1999,0
United Kingdom,GBR,2000,0
United Kingdom,GBR,2001,0
United Kingdom,GBR,2002,0.3183639792550689
United Kingdom,GBR,2003,1.0612132641835592
United Kingdom,GBR,2004,1.0641206977840685
United Kingdom,GBR,2005,0.9173744
United Kingdom,GBR,2006,26.5133762
United Kingdom,GBR,2007,45.2088338
United Kingdom,GBR,2008,33.2323761
United Kingdom,GBR,2009,25.0001969
United Kingdom,GBR,2010,32.686231299999996
United Kingdom,GBR,2011,20.2250352
United Kingdom,GBR,2012,34.827197999999996
United Kingdom,GBR,2013,58.5982202
United Kingdom,GBR,2014,45.2947795
United Kingdom,GBR,2015,35.043516
United Kingdom,GBR,2016,63.090191399999995
United Kingdom,GBR,2017,86.3367006
United Kingdom,GBR,2018,82.31663386579723
United States,USA,1990,176.69275522586986
United States,USA,1991,204.73922446689116
United States,USA,1992,232.7856937079125
United States,USA,1993,272.7964365881034
United States,USA,1994,304.60812991021356
United States,USA,1995,320.8464856902352
United States,USA,1996,230.0566077441071
United States,USA,1997,304.45924523007903
United States,USA,1998,332.04261363636346
United States,USA,1999,346.21643518518493
United States,USA,2000,383.39790263748574
United States,USA,2001,420.1235543105899
United States,USA,2002,509.3999497590627
United States,USA,2003,667.6734367303795
United States,USA,2004,814.2381611000817
United States,USA,2005,954.1212373290896
United States,USA,2006,1240.9757641331653
United States,USA,2007,1710.6251691726702
United States,USA,2008,2434.598410882992
United States,USA,2009,2763.407247578329
United States,USA,2010,3261.5023119157086
United States,USA,2011,3626.6680634095155
United States,USA,2012,3466.647427798341
United States,USA,2013,3611.9363397669117
United States,USA,2014,3825.155266504826
United States,USA,2015,3936.589447601513
United States,USA,2016,4185.150582457053
United States,USA,2017,4318.448692998264
United States,USA,2018,4429.623576401289
World,OWID_WRL,1990,905.6458022096184
World,OWID_WRL,1991,1017.4998187455922
World,OWID_WRL,1992,977.8838751046146
World,OWID_WRL,1993,996.1272265167638
World,OWID_WRL,1994,1106.2563321899245
World,OWID_WRL,1995,1147.1684080321634
World,OWID_WRL,1996,1153.93391073732
World,OWID_WRL,1997,1323.1790494889246
World,OWID_WRL,1998,1262.084127041538
World,OWID_WRL,1999,1217.6853450750343
World,OWID_WRL,2000,1161.952498851716
World,OWID_WRL,2001,1267.482101511731
World,OWID_WRL,2002,1494.7361880838278
World,OWID_WRL,2003,1847.9496332049864
World,OWID_WRL,2004,2092.81841262081
World,OWID_WRL,2005,2457.342289392564
World,OWID_WRL,2006,3132.329504361318
World,OWID_WRL,2007,4251.949343398783
World,OWID_WRL,2008,5750.2373031356265
World,OWID_WRL,2009,6350.384839641602
World,OWID_WRL,2010,7344.562589933907
World,OWID_WRL,2011,7720.3055013190415
World,OWID_WRL,2012,7868.337419617454
World,OWID_WRL,2013,8556.143478842254
World,OWID_WRL,2014,9312.942391154087
World,OWID_WRL,2015,9341.816487870225
World,OWID_WRL,2016,9676.92043051201
World,OWID_WRL,2017,10108.64948706593
World,OWID_WRL,2018,11091.662922554415
