Entity,Code,Year,Girls (%),Boys (%)
Kyrgyzstan,KGZ,2015,1.9600000000000002,2.4800000000000004
Kyrgyzstan,KGZ,2017,1.7600000000000002,2.22
Laos,LAO,1990,14.5,16.290000000000003
Laos,LAO,2000,10.440000000000001,12.030000000000001
Laos,LAO,2010,7.370000000000001,8.68
Laos,LAO,2015,6.18,7.359999999999999
Laos,LAO,2017,5.7700000000000005,6.890000000000001
Late-demographic dividend,,1990,4.71322664407138,5.34260741107124
Late-demographic dividend,,2000,3.07608373140153,3.5894271338013
Late-demographic dividend,,2010,1.48335695887877,1.7856470527312902
Late-demographic dividend,,2015,1.11148864975862,1.33942732161624
Late-demographic dividend,,2017,1.00120273401311,1.2074805171879301
Latin America & Caribbean,,1990,5,5.94
Latin America & Caribbean,,2000,2.9600000000000004,3.6200000000000006
Latin America & Caribbean,,2010,2.22,2.66
Latin America & Caribbean,,2015,1.6300000000000001,2.02
Latin America & Caribbean,,2017,1.58,1.9500000000000002
Latin America & Caribbean (IDA & IBRD),,1990,5.06793872288182,6.00872882557618
Latin America & Caribbean (IDA & IBRD),,2000,2.98800853750028,3.65288634210414
Latin America & Caribbean (IDA & IBRD),,2010,2.2144400565388103,2.65420571141522
Latin America & Caribbean (IDA & IBRD),,2015,1.64848143602297,2.03648414119502
Latin America & Caribbean (IDA & IBRD),,2017,1.5904935716860003,1.96198765325715
Latin America & Caribbean (excluding high income),,1990,5.29553275726293,6.2689568553326005
Latin America & Caribbean (excluding high income),,2000,3.10289531702487,3.7911233790443397
Latin America & Caribbean (excluding high income),,2010,2.30761540927587,2.76227980567853
Latin America & Caribbean (excluding high income),,2015,1.70890182801921,2.1136357701540702
Latin America & Caribbean (excluding high income),,2017,1.65470938374575,2.04436781907128
Latvia,LVA,1990,1.47,1.89
Latvia,LVA,2000,1.2800000000000002,1.57
Latvia,LVA,2010,0.71,0.8500000000000001
Latvia,LVA,2015,0.45999999999999996,0.54
Latvia,LVA,2017,0.38,0.45
Least developed countries: UN classification,,1990,16.744885489817303,18.2737183423786
Least developed countries: UN classification,,2000,13.0025438464694,14.428331690356401
Least developed countries: UN classification,,2010,8.36830237181795,9.50424496682774
Least developed countries: UN classification,,2015,6.6203756297786605,7.635521826738141
Least developed countries: UN classification,,2017,6.1332868159791,7.105309096511149
Lebanon,LBN,1990,3.08,3.39
Lebanon,LBN,2000,1.89,2.1
Lebanon,LBN,2010,0.97,1.08
Lebanon,LBN,2015,0.79,0.87
Lebanon,LBN,2017,0.7400000000000001,0.82
Lesotho,LSO,1990,8.14,9.58
Lesotho,LSO,2000,10.86,12.490000000000002
Lesotho,LSO,2010,9.14,10.670000000000002
Lesotho,LSO,2015,8.63,10.090000000000002
Lesotho,LSO,2017,7.870000000000001,9.270000000000001
Liberia,LBR,1990,24.66,27.37
Liberia,LBR,2000,17.61,19.57
Liberia,LBR,2010,9.08,10.39
Liberia,LBR,2015,7.41,8.58
Liberia,LBR,2017,6.9,8.020000000000001
Libya,LBY,1990,3.79,4.54
Libya,LBY,2000,2.52,3.09
Libya,LBY,2010,1.4800000000000002,1.83
Libya,LBY,2015,1.1900000000000002,1.47
Libya,LBY,2017,1.11,1.36
Lithuania,LTU,1990,1.34,1.69
Lithuania,LTU,2000,0.96,1.1800000000000002
Lithuania,LTU,2010,0.55,0.66
Lithuania,LTU,2015,0.45,0.54
Lithuania,LTU,2017,0.39,0.45999999999999996
Low & middle income,,1990,9.9554047928739,10.5271758227197
Low & middle income,,2000,8.23734642077993,8.73071002217808
Low & middle income,,2010,5.399548897044831,5.872454239220801
Low & middle income,,2015,4.33314307065589,4.818889846403301
Low & middle income,,2017,4.02928317114862,4.51190355693123
Low income,,1990,17.11,18.740000000000002
Low income,,2000,13.56,15.040000000000001
Low income,,2010,8.76,9.920000000000002
Low income,,2015,6.9,7.940000000000001
Low income,,2017,6.4,7.4
Lower middle income,,1990,12.01,12.290000000000001
Lower middle income,,2000,9.39,9.55
Lower middle income,,2010,6.28,6.57
Lower middle income,,2015,5.04,5.43
Lower middle income,,2017,4.64,5.04
Luxembourg,LUX,1990,0.78,0.9500000000000001
Luxembourg,LUX,2000,0.43,0.52
Luxembourg,LUX,2010,0.27,0.32000000000000006
Luxembourg,LUX,2015,0.24,0.29
Luxembourg,LUX,2017,0.22999999999999998,0.27999999999999997
Macedonia,MKD,1990,3.49,3.85
Macedonia,MKD,2000,1.4800000000000002,1.7100000000000002
Macedonia,MKD,2010,0.97,1.11
Macedonia,MKD,2015,1.1400000000000001,1.3
Macedonia,MKD,2017,1.27,1.4500000000000002
Madagascar,MDG,1990,15.21,16.77
Madagascar,MDG,2000,10.08,11.31
Madagascar,MDG,2010,5.69,6.640000000000001
Madagascar,MDG,2015,4.34,5.2
Madagascar,MDG,2017,4,4.82
Malawi,MWI,1990,22.330000000000002,24.540000000000003
Malawi,MWI,2000,16.240000000000002,18.09
Malawi,MWI,2010,8.18,9.51
Malawi,MWI,2015,5.620000000000001,6.7
Malawi,MWI,2017,5.03,6.0200000000000005
Malaysia,MYS,1990,1.4800000000000002,1.83
Malaysia,MYS,2000,0.91,1.1199999999999999
Malaysia,MYS,2010,0.6900000000000001,0.8400000000000001
Malaysia,MYS,2015,0.6900000000000001,0.82
Malaysia,MYS,2017,0.7200000000000001,0.8500000000000001
Maldives,MDV,1990,8.76,9.96
Maldives,MDV,2000,3.9600000000000004,4.78
Maldives,MDV,2010,1.16,1.4400000000000002
Maldives,MDV,2015,0.79,0.97
Maldives,MDV,2017,0.71,0.87
Mali,MLI,1990,24.47,26.3
Mali,MLI,2000,21.090000000000003,22.78
Mali,MLI,2010,12.950000000000001,14.180000000000001
Mali,MLI,2015,10.780000000000001,11.9
Mali,MLI,2017,10.05,11.13
Malta,MLT,1990,1.02,1.2400000000000002
Malta,MLT,2000,0.7000000000000001,0.8400000000000001
Malta,MLT,2010,0.61,0.7200000000000001
Malta,MLT,2015,0.6000000000000001,0.71
Malta,MLT,2017,0.5900000000000001,0.7000000000000001
Marshall Islands,MHL,1990,4.420000000000001,5.33
Marshall Islands,MHL,2000,3.64,4.470000000000001
Marshall Islands,MHL,2010,3.45,4.29
Marshall Islands,MHL,2015,3.18,3.9700000000000006
Marshall Islands,MHL,2017,3,3.7700000000000005
Mauritania,MRT,1990,11.040000000000001,12.520000000000001
Mauritania,MRT,2000,10.600000000000001,12.120000000000001
Mauritania,MRT,2010,9.090000000000002,10.440000000000001
Mauritania,MRT,2015,7.78,9.020000000000001
Mauritania,MRT,2017,7.290000000000001,8.47
Mauritius,MUS,1990,2,2.5700000000000003
Mauritius,MUS,2000,1.62,2.07
Mauritius,MUS,2010,1.34,1.6600000000000001
Mauritius,MUS,2015,1.2800000000000002,1.58
Mauritius,MUS,2017,1.17,1.4400000000000002
Mexico,MEX,1990,4.16,4.91
Mexico,MEX,2000,2.41,2.93
Mexico,MEX,2010,1.56,1.89
Mexico,MEX,2015,1.33,1.62
Mexico,MEX,2017,1.21,1.47
Micronesia (country),FSM,1990,5.03,5.970000000000001
Micronesia (country),FSM,2000,4.890000000000001,5.79
Micronesia (country),FSM,2010,3.6200000000000006,4.39
Micronesia (country),FSM,2015,3.0600000000000005,3.7600000000000002
Micronesia (country),FSM,2017,2.8800000000000003,3.53
Middle East & North Africa,,1990,6.32,6.76
Middle East & North Africa,,2000,4.0200000000000005,4.5
Middle East & North Africa,,2010,2.5600000000000005,2.94
Middle East & North Africa,,2015,2.2399999999999998,2.59
Middle East & North Africa,,2017,2.1300000000000003,2.47
Middle East & North Africa (IDA & IBRD),,1990,6.681045537371171,7.1160335437834705
Middle East & North Africa (IDA & IBRD),,2000,4.3389397921971105,4.847575819894811
Middle East & North Africa (IDA & IBRD),,2010,2.76608824880038,3.17222256215687
Middle East & North Africa (IDA & IBRD),,2015,2.43022481318821,2.80481942421979
Middle East & North Africa (IDA & IBRD),,2017,2.32466337773098,2.69317748758319
Middle East & North Africa (excluding high income),,1990,6.64960710683384,7.08579421937079
Middle East & North Africa (excluding high income),,2000,4.31195636909581,4.819750564081371
Middle East & North Africa (excluding high income),,2010,2.75612707492005,3.1620005219135
Middle East & North Africa (excluding high income),,2015,2.42296938419304,2.79748651044672
Middle East & North Africa (excluding high income),,2017,2.31734467728865,2.68570851532306
Middle income,,1990,8.92115938175532,9.338213753226169
Middle income,,2000,7.18755644779114,7.483890169391571
Middle income,,2010,4.64240954446356,4.9578698038718105
Middle income,,2015,3.71191346979304,4.06172185332224
Middle income,,2017,3.4362900166836705,3.7888539688210003
Moldova,MDA,1990,2.95,3.66
Moldova,MDA,2000,2.8200000000000003,3.4600000000000004
Moldova,MDA,2010,1.5300000000000002,1.89
Moldova,MDA,2015,1.4300000000000002,1.7600000000000002
Moldova,MDA,2017,1.3800000000000001,1.7100000000000002
Monaco,MCO,1990,0.6900000000000001,0.86
Monaco,MCO,2000,0.45999999999999996,0.5700000000000001
Monaco,MCO,2010,0.36000000000000004,0.44000000000000006
Monaco,MCO,2015,0.31000000000000005,0.39
Monaco,MCO,2017,0.30000000000000004,0.37000000000000005
Mongolia,MNG,1990,9.28,12.200000000000001
Mongolia,MNG,2000,5.370000000000001,7.3500000000000005
Mongolia,MNG,2010,2.12,3.1100000000000003
Mongolia,MNG,2015,1.51,2.23
Mongolia,MNG,2017,1.3900000000000001,2.04
Montenegro,MNE,1990,1.55,1.77
Montenegro,MNE,2000,1.31,1.51
Montenegro,MNE,2010,0.63,0.7200000000000001
Montenegro,MNE,2015,0.39,0.44000000000000006
Montenegro,MNE,2017,0.33,0.37000000000000005
Morocco,MAR,1990,7.46,8.41
Morocco,MAR,2000,4.55,5.38
Morocco,MAR,2010,2.8800000000000003,3.5100000000000002
Morocco,MAR,2015,2.2800000000000002,2.79
Morocco,MAR,2017,2.09,2.5600000000000005
Mozambique,MOZ,1990,22.990000000000002,24.85
Mozambique,MOZ,2000,16.380000000000003,17.680000000000003
Mozambique,MOZ,2010,9.76,10.83
Mozambique,MOZ,2015,7.359999999999999,8.32
Mozambique,MOZ,2017,6.76,7.690000000000001
Myanmar,MMR,1990,10.790000000000001,12.3
Myanmar,MMR,2000,8.32,9.61
Myanmar,MMR,2010,5.86,6.920000000000001
Myanmar,MMR,2015,4.760000000000001,5.7
Myanmar,MMR,2017,4.4,5.300000000000001
Namibia,NAM,1990,6.7700000000000005,7.75
Namibia,NAM,2000,7.1000000000000005,8.120000000000001
Namibia,NAM,2010,4.9,5.78
Namibia,NAM,2015,4.29,5.11
Namibia,NAM,2017,4.0200000000000005,4.8100000000000005
Nauru,NRU,1990,5.460000000000001,6.420000000000001
Nauru,NRU,2000,3.73,4.5200000000000005
Nauru,NRU,2010,3.49,4.25
Nauru,NRU,2015,3.14,3.84
Nauru,NRU,2017,2.95,3.64
Nepal,NPL,1990,13.96,14.100000000000001
Nepal,NPL,2000,7.95,8.340000000000002
Nepal,NPL,2010,4.46,4.95
Nepal,NPL,2015,3.4200000000000004,3.88
Nepal,NPL,2017,3.1300000000000003,3.58
Netherlands,NLD,1990,0.73,0.9400000000000001
Netherlands,NLD,2000,0.55,0.6900000000000001
Netherlands,NLD,2010,0.4,0.49000000000000005
Netherlands,NLD,2015,0.36000000000000004,0.44000000000000006
Netherlands,NLD,2017,0.35000000000000003,0.43
New Zealand,NZL,1990,0.9800000000000001,1.25
New Zealand,NZL,2000,0.66,0.81
New Zealand,NZL,2010,0.55,0.68
New Zealand,NZL,2015,0.5,0.61
New Zealand,NZL,2017,0.47000000000000003,0.58
Nicaragua,NIC,1990,6.1000000000000005,7.240000000000001
Nicaragua,NIC,2000,3.45,4.260000000000001
Nicaragua,NIC,2010,1.99,2.52
Nicaragua,NIC,2015,1.6300000000000001,2.06
Nicaragua,NIC,2017,1.52,1.92
Niger,NER,1990,32.39,32.89
Niger,NER,2000,21.950000000000003,22.77
Niger,NER,2010,11.940000000000001,12.75
Niger,NER,2015,8.959999999999999,9.71
Niger,NER,2017,8.08,8.8
Nigeria,NGA,1990,20.090000000000003,22.22
Nigeria,NGA,2000,17.72,19.47
Nigeria,NGA,2010,12.190000000000001,13.680000000000001
Nigeria,NGA,2015,10.08,11.4
Nigeria,NGA,2017,9.38,10.61
North America,,1990,0.97,1.22
North America,,2000,0.7400000000000001,0.91
North America,,2010,0.65,0.78
North America,,2015,0.61,0.73
North America,,2017,0.5900000000000001,0.71
North Korea,PRK,1990,4,4.8100000000000005
North Korea,PRK,2000,5.58,6.540000000000001
North Korea,PRK,2010,2.69,3.3100000000000005
North Korea,PRK,2015,1.9000000000000001,2.3600000000000003
North Korea,PRK,2017,1.72,2.1300000000000003
Norway,NOR,1990,0.76,0.97
Norway,NOR,2000,0.43,0.54
Norway,NOR,2010,0.29,0.36000000000000004
Norway,NOR,2015,0.24,0.30000000000000004
Norway,NOR,2017,0.22999999999999998,0.27999999999999997
OECD members,,1990,1.96342937498531,2.30085557912215
OECD members,,2000,1.19010455205437,1.4097658739717
OECD members,,2010,0.767794362624692,0.9110566728045241
OECD members,,2015,0.656552202790055,0.781450611753293
OECD members,,2017,0.610357658227807,0.7256442850561661
Oman,OMN,1990,3.5700000000000003,4.260000000000001
Oman,OMN,2000,1.4800000000000002,1.8100000000000003
Oman,OMN,2010,1.04,1.27
Oman,OMN,2015,1.01,1.2300000000000002
Oman,OMN,2017,1.02,1.2400000000000002
Other small states,,1990,9.13911666511696,10.3358960629755
Other small states,,2000,8.69322331198942,9.84898311401815
Other small states,,2010,6.08459985826713,7.0471713848793405
Other small states,,2015,5.059290657609701,5.93692492714547
Other small states,,2017,4.7080950088379705,5.547827150456331
Pacific island small states,,1990,3.37048473967684,3.9201195017953303
Pacific island small states,,2000,2.68759690348084,3.14435562387907
Pacific island small states,,2010,2.4932852471974702,2.9339504886461603
Pacific island small states,,2015,2.3424824709974703,2.76650512666412
Pacific island small states,,2017,2.2703512271903703,2.69220638029174
Pakistan,PAK,1990,13.66,14.130000000000003
Pakistan,PAK,2000,10.96,11.530000000000001
Pakistan,PAK,2010,8.709999999999999,9.43
Pakistan,PAK,2015,7.590000000000001,8.3
Pakistan,PAK,2017,7.120000000000001,7.83
Palau,PLW,1990,3.2200000000000006,3.9700000000000006
Palau,PLW,2000,2.37,2.95
Palau,PLW,2010,1.7100000000000002,2.1300000000000003
Palau,PLW,2015,1.4500000000000002,1.8100000000000003
Palau,PLW,2017,1.36,1.7000000000000002
Palestine,PSE,1990,4.19,4.720000000000001
Palestine,PSE,2000,2.7800000000000002,3.24
Palestine,PSE,2010,2.15,2.54
Palestine,PSE,2015,2,2.37
Palestine,PSE,2017,1.9100000000000001,2.27
Panama,PAN,1990,2.74,3.38
Panama,PAN,2000,2.32,2.8800000000000003
Panama,PAN,2010,1.7800000000000002,2.22
Panama,PAN,2015,1.5300000000000002,1.9000000000000001
Panama,PAN,2017,1.4300000000000002,1.79
Papua New Guinea,PNG,1990,8.17,9.31
Papua New Guinea,PNG,2000,7.220000000000001,8.3
Papua New Guinea,PNG,2010,6.140000000000001,7.13
Papua New Guinea,PNG,2015,5.24,6.170000000000001
Papua New Guinea,PNG,2017,4.890000000000001,5.760000000000001
Paraguay,PRY,1990,4.170000000000001,4.91
Paraguay,PRY,2000,3.0600000000000005,3.7
Paraguay,PRY,2010,2.35,2.87
Paraguay,PRY,2015,2,2.4600000000000004
Paraguay,PRY,2017,1.87,2.31
Peru,PER,1990,7.640000000000001,8.49
Peru,PER,2000,3.54,4.18
Peru,PER,2010,1.82,2.2399999999999998
Peru,PER,2015,1.4500000000000002,1.7800000000000002
Peru,PER,2017,1.34,1.64
Philippines,PHL,1990,5.2,6.29
Philippines,PHL,2000,3.45,4.28
Philippines,PHL,2010,2.77,3.48
Philippines,PHL,2015,2.5700000000000003,3.23
Philippines,PHL,2017,2.4800000000000004,3.12
Poland,POL,1990,1.52,1.94
Poland,POL,2000,0.8400000000000001,1.02
Poland,POL,2010,0.54,0.65
Poland,POL,2015,0.44000000000000006,0.53
Poland,POL,2017,0.43,0.52
Portugal,PRT,1990,1.3,1.64
Portugal,PRT,2000,0.65,0.79
Portugal,PRT,2010,0.35000000000000003,0.42000000000000004
Portugal,PRT,2015,0.33,0.4
Portugal,PRT,2017,0.33,0.41
Post-demographic dividend,,1990,0.953699299390965,1.1963085188689502
Post-demographic dividend,,2000,0.6561752786524151,0.803914316470293
Post-demographic dividend,,2010,0.5127758351602231,0.6196221126579501
Post-demographic dividend,,2015,0.46779077583364304,0.5604378883159361
Post-demographic dividend,,2017,0.449297599076359,0.53882717766525
Pre-demographic dividend,,1990,17.6665737752162,19.402509296051804
Pre-demographic dividend,,2000,14.826918876175903,16.390708563099
Pre-demographic dividend,,2010,9.67706153837901,10.9321836039422
Pre-demographic dividend,,2015,7.84215442301929,8.962405933175381
Pre-demographic dividend,,2017,7.268718135968941,8.33466027376196
Qatar,QAT,1990,1.9000000000000001,2.2600000000000002
Qatar,QAT,2000,1.1400000000000001,1.35
Qatar,QAT,2010,0.8300000000000001,0.9800000000000001
Qatar,QAT,2015,0.7400000000000001,0.87
Qatar,QAT,2017,0.7000000000000001,0.82
Romania,ROU,1990,2.77,3.4299999999999997
Romania,ROU,2000,1.9500000000000002,2.42
Romania,ROU,2010,1.02,1.27
Romania,ROU,2015,0.82,1.02
Romania,ROU,2017,0.7000000000000001,0.86
Russia,RUS,1990,1.8399999999999999,2.4800000000000004
Russia,RUS,2000,1.6600000000000001,2.19
Russia,RUS,2010,0.91,1.16
Russia,RUS,2015,0.76,0.9500000000000001
Russia,RUS,2017,0.67,0.8300000000000001
Rwanda,RWA,1990,14.280000000000001,15.91
Rwanda,RWA,2000,17.31,18.930000000000003
Rwanda,RWA,2010,5.98,6.870000000000001
Rwanda,RWA,2015,3.8200000000000003,4.5600000000000005
Rwanda,RWA,2017,3.4299999999999997,4.13
Saint Kitts and Nevis,KNA,1990,2.8200000000000003,3.48
Saint Kitts and Nevis,KNA,2000,2,2.4800000000000004
Saint Kitts and Nevis,KNA,2010,1.27,1.56
Saint Kitts and Nevis,KNA,2015,1.26,1.51
Saint Kitts and Nevis,KNA,2017,1.25,1.4800000000000002
Saint Lucia,LCA,1990,1.99,2.47
Saint Lucia,LCA,2000,1.62,1.99
Saint Lucia,LCA,2010,1.6500000000000001,2.0300000000000002
Saint Lucia,LCA,2015,1.55,1.9100000000000001
Saint Lucia,LCA,2017,1.4800000000000002,1.82
Saint Vincent and the Grenadines,VCT,1990,2.2,2.6500000000000004
Saint Vincent and the Grenadines,VCT,2000,2.0300000000000002,2.45
Saint Vincent and the Grenadines,VCT,2010,1.8600000000000003,2.27
Saint Vincent and the Grenadines,VCT,2015,1.56,1.9100000000000001
Saint Vincent and the Grenadines,VCT,2017,1.46,1.7800000000000002
Samoa,WSM,1990,2.7800000000000002,3.3000000000000003
Samoa,WSM,2000,1.99,2.3600000000000003
Samoa,WSM,2010,1.69,2.0300000000000002
Samoa,WSM,2015,1.58,1.8800000000000001
Samoa,WSM,2017,1.4900000000000002,1.79
San Marino,SMR,1990,0.96,1.1800000000000002
San Marino,SMR,2000,0.54,0.6400000000000001
San Marino,SMR,2010,0.30000000000000004,0.35000000000000003
San Marino,SMR,2015,0.22000000000000003,0.27
San Marino,SMR,2017,0.2,0.24
Sao Tome and Principe,STP,1990,10.190000000000001,11.5
Sao Tome and Principe,STP,2000,7.920000000000001,9.03
Sao Tome and Principe,STP,2010,4.11,4.970000000000001
Sao Tome and Principe,STP,2015,3.1300000000000003,3.8700000000000006
Sao Tome and Principe,STP,2017,2.8800000000000003,3.58
Saudi Arabia,SAU,1990,4.21,4.670000000000001
Saudi Arabia,SAU,2000,2.06,2.33
Saudi Arabia,SAU,2010,1.1300000000000001,1.27
Saudi Arabia,SAU,2015,0.8,0.8900000000000001
Saudi Arabia,SAU,2017,0.7000000000000001,0.77
Senegal,SEN,1990,13.240000000000002,14.590000000000002
Senegal,SEN,2000,12.5,13.81
Senegal,SEN,2010,6.170000000000001,7.109999999999999
Senegal,SEN,2015,4.55,5.4
Senegal,SEN,2017,4.13,4.94
Serbia,SRB,1990,2.6300000000000003,2.99
Serbia,SRB,2000,1.1199999999999999,1.4000000000000001
Serbia,SRB,2010,0.68,0.8400000000000001
Serbia,SRB,2015,0.5700000000000001,0.6900000000000001
Serbia,SRB,2017,0.52,0.6200000000000001
Seychelles,SYC,1990,1.5300000000000002,1.8
Seychelles,SYC,2000,1.25,1.46
Seychelles,SYC,2010,1.31,1.54
Seychelles,SYC,2015,1.32,1.56
Seychelles,SYC,2017,1.3,1.5300000000000002
Sierra Leone,SLE,1990,25.01,27.29
Sierra Leone,SLE,2000,22.3,24.26
Sierra Leone,SLE,2010,15.590000000000002,16.990000000000002
Sierra Leone,SLE,2015,11.590000000000002,12.830000000000002
Sierra Leone,SLE,2017,10.440000000000001,11.63
Singapore,SGP,1990,0.7000000000000001,0.8300000000000001
Singapore,SGP,2000,0.35000000000000003,0.42000000000000004
Singapore,SGP,2010,0.26,0.30000000000000004
Singapore,SGP,2015,0.25,0.30000000000000004
Singapore,SGP,2017,0.26,0.31000000000000005
Slovakia,SVK,1990,1.2800000000000002,1.6500000000000001
Slovakia,SVK,2000,0.87,1.08
Slovakia,SVK,2010,0.6200000000000001,0.77
Slovakia,SVK,2015,0.54,0.65
Slovakia,SVK,2017,0.51,0.6200000000000001
Slovenia,SVN,1990,0.9199999999999999,1.1500000000000001
Slovenia,SVN,2000,0.5,0.6000000000000001
Slovenia,SVN,2010,0.30000000000000004,0.35000000000000003
Slovenia,SVN,2015,0.22000000000000003,0.26
Slovenia,SVN,2017,0.2,0.22999999999999998
Small states,,1990,7.6044374874261,8.67190765077325
Small states,,2000,7.229848668358371,8.24678497079632
Small states,,2010,5.27345664257954,6.13759747138301
Small states,,2015,4.45361548577949,5.245975318917001
Small states,,2017,4.1624174354005605,4.922635719940881
Solomon Islands,SLB,1990,3.5,4.15
Solomon Islands,SLB,2000,2.75,3.29
Solomon Islands,SLB,2010,2.32,2.8000000000000003
Solomon Islands,SLB,2015,1.9800000000000002,2.4000000000000004
Solomon Islands,SLB,2017,1.85,2.25
Somalia,SOM,1990,17.16,18.77
Somalia,SOM,2000,16.55,18.040000000000003
Somalia,SOM,2010,15.100000000000001,16.540000000000003
Somalia,SOM,2015,12.840000000000002,14.180000000000001
Somalia,SOM,2017,12.05,13.32
South Africa,ZAF,1990,5.5,6.65
South Africa,ZAF,2000,7.240000000000001,8.42
South Africa,ZAF,2010,5.44,6.390000000000001
South Africa,ZAF,2015,3.6,4.44
South Africa,ZAF,2017,3.3000000000000003,4.09
South Asia,,1990,13.180000000000001,12.71
South Asia,,2000,9.64,9.120000000000001
South Asia,,2010,6.36,6.13
South Asia,,2015,4.93,4.920000000000001
South Asia,,2017,4.45,4.5
South Asia (IDA & IBRD),,1990,13.1809140734729,12.719354935377401
South Asia (IDA & IBRD),,2000,9.651338182330312,9.115834560606391
South Asia (IDA & IBRD),,2010,6.36308327449747,6.137088074560021
South Asia (IDA & IBRD),,2015,4.9313028860339605,4.928205853912661
South Asia (IDA & IBRD),,2017,4.45176098397463,4.50161119926649
South Korea,KOR,1990,1.4100000000000001,1.6800000000000002
South Korea,KOR,2000,0.6900000000000001,0.8
South Korea,KOR,2010,0.38,0.44000000000000006
South Korea,KOR,2015,0.32000000000000006,0.38
South Korea,KOR,2017,0.30000000000000004,0.35000000000000003
South Sudan,SSD,1990,24.61,26.07
South Sudan,SSD,2000,17.7,18.84
South Sudan,SSD,2010,10.240000000000002,11.18
South Sudan,SSD,2015,9.16,10.06
South Sudan,SSD,2017,9.17,10.06
Spain,ESP,1990,0.82,1.01
Spain,ESP,2000,0.49000000000000005,0.5900000000000001
Spain,ESP,2010,0.35000000000000003,0.41
Spain,ESP,2015,0.30000000000000004,0.35000000000000003
Spain,ESP,2017,0.27999999999999997,0.33
Sri Lanka,LKA,1990,1.94,2.31
Sri Lanka,LKA,2000,1.51,1.79
Sri Lanka,LKA,2010,1.06,1.26
Sri Lanka,LKA,2015,0.87,1.04
Sri Lanka,LKA,2017,0.8,0.96
Sub-Saharan Africa,,1990,17.11,18.95
Sub-Saharan Africa,,2000,14.52,16.180000000000003
Sub-Saharan Africa,,2010,9.42,10.73
Sub-Saharan Africa,,2015,7.550000000000001,8.700000000000001
Sub-Saharan Africa,,2017,6.98,8.08
Sub-Saharan Africa (IDA & IBRD),,1990,17.0844126437881,18.908501933850598
Sub-Saharan Africa (IDA & IBRD),,2000,14.5141890347253,16.1597055285754
Sub-Saharan Africa (IDA & IBRD),,2010,9.418415382899651,10.7155656665065
Sub-Saharan Africa (IDA & IBRD),,2015,7.54792681578728,8.691848957052951
Sub-Saharan Africa (IDA & IBRD),,2017,6.985955093788501,8.07260357445118
Sub-Saharan Africa (excluding high income),,1990,17.0855620732889,18.909766206394202
Sub-Saharan Africa (excluding high income),,2000,14.514921898531902,16.160517706547402
Sub-Saharan Africa (excluding high income),,2010,9.41881732785396,10.7160205115223
Sub-Saharan Africa (excluding high income),,2015,7.5481894585411,8.69214971981162
Sub-Saharan Africa (excluding high income),,2017,6.986176611685541,8.072858466331452
Sudan,SDN,1990,12.350000000000001,13.92
Sudan,SDN,2000,9.75,11.18
Sudan,SDN,2010,7.07,8.25
Sudan,SDN,2015,6.170000000000001,7.240000000000001
Sudan,SDN,2017,5.79,6.83
Suriname,SUR,1990,4.3,5.24
Suriname,SUR,2000,3.0700000000000003,3.8200000000000003
Suriname,SUR,2010,2.17,2.7300000000000004
Suriname,SUR,2015,1.8399999999999999,2.33
Suriname,SUR,2017,1.7300000000000002,2.18
Swaziland,SWZ,1990,6.260000000000001,7.420000000000001
Swaziland,SWZ,2000,11.86,13.330000000000002
Swaziland,SWZ,2010,8.690000000000001,9.86
Swaziland,SWZ,2015,5.29,6.25
Swaziland,SWZ,2017,4.91,5.84
Sweden,SWE,1990,0.6200000000000001,0.77
Sweden,SWE,2000,0.37000000000000005,0.45
Sweden,SWE,2010,0.27999999999999997,0.33
Sweden,SWE,2015,0.26,0.32000000000000006
Sweden,SWE,2017,0.26,0.31000000000000005
Switzerland,CHE,1990,0.7200000000000001,0.91
Switzerland,CHE,2000,0.51,0.6200000000000001
Switzerland,CHE,2010,0.41,0.49000000000000005
Switzerland,CHE,2015,0.39,0.47000000000000003
Switzerland,CHE,2017,0.38,0.45999999999999996
Syrian Arab Republic,,1990,3.4299999999999997,4.0200000000000005
Syrian Arab Republic,,2000,2.1100000000000003,2.5600000000000005
Syrian Arab Republic,,2010,1.4400000000000002,1.75
Syrian Arab Republic,,2015,1.56,1.87
Syrian Arab Republic,,2017,1.55,1.85
Tajikistan,TJK,1990,9.71,11.23
Tajikistan,TJK,2000,8.040000000000001,9.450000000000001
Tajikistan,TJK,2010,3.8200000000000003,4.720000000000001
Tajikistan,TJK,2015,3.18,3.9600000000000004
Tajikistan,TJK,2017,2.97,3.7200000000000006
Tanzania,TZA,1990,15.92,17.16
Tanzania,TZA,2000,12.51,13.540000000000001
Tanzania,TZA,2010,6.93,7.720000000000001
Tanzania,TZA,2015,5.45,6.2
Tanzania,TZA,2017,5.03,5.760000000000001
Thailand,THA,1990,3.3000000000000003,4.0600000000000005
Thailand,THA,2000,1.9300000000000002,2.43
Thailand,THA,2010,1.1800000000000002,1.47
Thailand,THA,2015,0.9300000000000002,1.1500000000000001
Thailand,THA,2017,0.8500000000000001,1.05
Timor,TLS,1990,16.62,18.040000000000003
Timor,TLS,2000,10.22,11.39
Timor,TLS,2010,5.760000000000001,6.66
Timor,TLS,2015,4.7,5.5200000000000005
Timor,TLS,2017,4.3500000000000005,5.15
Togo,TGO,1990,13.66,15.52
Togo,TGO,2000,11.16,12.930000000000001
Togo,TGO,2010,8.35,9.690000000000001
Togo,TGO,2015,7.140000000000001,8.35
