Entity,Code,Year,"Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%) (%)"
Costa Rica,CRI,1992,44.1285400390625
Costa Rica,CRI,1993,47.9761085510254
Costa Rica,CRI,1994,46.7945098876953
Costa Rica,CRI,1995,46.4115982055664
Costa Rica,CRI,1996,45.6932411193848
Costa Rica,CRI,1999,28.6012802124023
Costa Rica,CRI,2000,39.3032989501953
Costa Rica,CRI,2001,33.0565910339355
Costa Rica,CRI,2004,41.9176902770996
Costa Rica,CRI,2005,40.9433898925781
Costa Rica,CRI,2006,38.1648216247559
Costa Rica,CRI,2007,38.7896881103516
Costa Rica,CRI,2008,40.8891906738281
Costa Rica,CRI,2009,36.8516693115234
Costa Rica,CRI,2010,37.8152008056641
Costa Rica,CRI,2011,31.3162708282471
Costa Rica,CRI,2012,50.4151306152344
Costa Rica,CRI,2013,33.0261917114258
Cote d'Ivoire,CIV,1971,50.8548202514648
Cote d'Ivoire,CIV,1973,44.3349800109863
Cote d'Ivoire,CIV,1974,46.1663398742676
Cote d'Ivoire,CIV,1975,44.6066818237305
Cote d'Ivoire,CIV,1976,51.4636688232422
Cote d'Ivoire,CIV,1977,49.7855682373047
Cote d'Ivoire,CIV,1978,52.5485000610352
Cote d'Ivoire,CIV,1979,55.7566413879395
Cote d'Ivoire,CIV,1980,58.2692909240723
Cote d'Ivoire,CIV,1981,52.7722396850586
Cote d'Ivoire,CIV,1982,48.8863906860352
Cote d'Ivoire,CIV,1983,40.4712905883789
Cote d'Ivoire,CIV,1984,39.6485786437988
Cote d'Ivoire,CIV,1985,38.645320892334
Cote d'Ivoire,CIV,1986,40.3925018310547
Cote d'Ivoire,CIV,1987,43.2897682189941
Cote d'Ivoire,CIV,1988,42.8370208740234
Cote d'Ivoire,CIV,1989,43.2482681274414
Cote d'Ivoire,CIV,1990,41.5237884521484
Cote d'Ivoire,CIV,1991,31.5435009002686
Cote d'Ivoire,CIV,1992,37.8855018615723
Cote d'Ivoire,CIV,1993,33.706371307373
Cote d'Ivoire,CIV,1994,40.793270111084
Cote d'Ivoire,CIV,1995,41.6439895629883
Cote d'Ivoire,CIV,1996,44.9308204650879
Cote d'Ivoire,CIV,1997,27.4247398376465
Cote d'Ivoire,CIV,2000,40.9909286499023
Cote d'Ivoire,CIV,2001,6.98527002334595
Cote d'Ivoire,CIV,2006,15.9745101928711
Cote d'Ivoire,CIV,2007,18.9359493255615
Cote d'Ivoire,CIV,2008,12.5053901672363
Croatia,HRV,1995,3.95905995368958
Croatia,HRV,1996,3.27208995819092
Croatia,HRV,1997,5.52532005310059
Croatia,HRV,1999,1.55706000328064
Croatia,HRV,2000,1.18999004364014
Croatia,HRV,2001,1.24123001098633
Croatia,HRV,2002,0.387199997901917
Croatia,HRV,2005,0.554480016231537
Croatia,HRV,2006,0.553399980068207
Croatia,HRV,2007,2.05928993225098
Croatia,HRV,2008,1.65210998058319
Croatia,HRV,2009,0.901489973068237
Croatia,HRV,2010,1.37588000297546
Croatia,HRV,2011,0.750280022621155
Cuba,CUB,1971,75.8387985229492
Cuba,CUB,1972,76.4347534179688
Cuba,CUB,1973,78.1009292602539
Cuba,CUB,1974,78.3959197998047
Cuba,CUB,1975,77.3679580688477
Cuba,CUB,1976,74.1467514038086
Cuba,CUB,1977,73.5380935668945
Cuba,CUB,1978,51.8947792053223
Cuba,CUB,1979,38.5792617797852
Cuba,CUB,1980,24.4792594909668
Cuba,CUB,1981,18.5352306365967
Cuba,CUB,1982,6.87267017364502
Cuba,CUB,1983,7.35256004333496
Cuba,CUB,1984,17.1210994720459
Cuba,CUB,1985,22.3993492126465
Cuba,CUB,1986,9.63428020477295
Cuba,CUB,1987,7.18334007263184
Cuba,CUB,1988,4.76372003555298
Cuba,CUB,1989,1.47376000881195
Cuba,CUB,1990,2.25775003433228
Cuba,CUB,1992,2.026859998703
Cuba,CUB,1993,5.77197980880737
Cuba,CUB,1994,7.83669996261597
Cuba,CUB,1995,26.5819797515869
Cuba,CUB,1996,31.0078601837158
Cuba,CUB,1997,17.8471202850342
Cuba,CUB,1999,7.28139019012451
Cuba,CUB,2000,6.68246984481812
Cuba,CUB,2001,5.12119007110596
Cuba,CUB,2002,3.87984991073608
Cuba,CUB,2003,3.60173010826111
Cuba,CUB,2004,2.66847991943359
Cuba,CUB,2005,2.29416990280151
Cuba,CUB,2006,1.89691996574402
Cuba,CUB,2007,1.58443999290466
Cuba,CUB,2008,1.6549299955368
Cuba,CUB,2009,1.47675001621246
Cuba,CUB,2010,2.73075008392334
Cuba,CUB,2011,2.91612005233765
Cuba,CUB,2012,1.49811995029449
Cuba,CUB,2013,2.80168008804321
Cyprus,CYP,1971,31.40505027771
Cyprus,CYP,1972,28.6843605041504
Cyprus,CYP,1973,9.99641990661621
Cyprus,CYP,1974,7.9625301361084
Cyprus,CYP,1975,10.4672899246216
Cyprus,CYP,1976,13.7196197509766
Cyprus,CYP,1977,13.4939804077148
Cyprus,CYP,1978,7.80919981002808
Cyprus,CYP,1979,13.8600597381592
Cyprus,CYP,1980,23.0935802459717
Cyprus,CYP,1981,11.4311103820801
Cyprus,CYP,1982,18.3965606689453
Cyprus,CYP,1983,19.6912307739258
Cyprus,CYP,1984,3.15865993499756
Cyprus,CYP,1985,4.21434020996094
Cyprus,CYP,1986,2.38193988800049
Cyprus,CYP,1987,7.06035995483398
Cyprus,CYP,1988,20.7940807342529
Cyprus,CYP,1990,21.9719295501709
Cyprus,CYP,1993,15.6316499710083
Cyprus,CYP,1994,7.6211199760437
Cyprus,CYP,1995,12.2355699539185
Cyprus,CYP,1996,12.5151596069336
Cyprus,CYP,1997,8.14610004425049
Cyprus,CYP,1999,5.27448987960815
Cyprus,CYP,2000,4.35619020462036
Cyprus,CYP,2001,2.5774199962616
Cyprus,CYP,2002,3.73212003707886
Cyprus,CYP,2003,2.38937997817993
Cyprus,CYP,2004,1.68608999252319
Cyprus,CYP,2005,2.67124009132385
Cyprus,CYP,2006,2.14523005485535
Cyprus,CYP,2007,0.851559996604919
Cyprus,CYP,2008,0.572139978408813
Cyprus,CYP,2009,0.888830006122589
Cyprus,CYP,2010,0.897960007190704
Cyprus,CYP,2011,0.835139989852905
Cyprus,CYP,2012,1.61883997917175
Cyprus,CYP,2013,2.89613008499146
Czech Republic,CZE,1995,7.449049949646
Czech Republic,CZE,1996,6.03986978530884
Czech Republic,CZE,2002,8.58092021942139
Czech Republic,CZE,2003,8.10538005828857
Czech Republic,CZE,2004,7.88042020797729
Czech Republic,CZE,2005,4.2407398223877
Czech Republic,CZE,2006,3.30694007873535
Czech Republic,CZE,2007,3.66470003128052
Czech Republic,CZE,2008,3.6931300163269
Czech Republic,CZE,2009,9.75652027130127
Czech Republic,CZE,2010,9.67506980895996
Czech Republic,CZE,2011,9.90445041656494
Czech Republic,CZE,2012,9.38290023803711
Czech Republic,CZE,2013,9.89748001098633
Democratic Republic of Congo,COD,1971,33.0449409484863
Democratic Republic of Congo,COD,1972,34.896369934082
Democratic Republic of Congo,COD,1974,33.2560386657715
Democratic Republic of Congo,COD,1992,32.9428405761719
Democratic Republic of Congo,COD,1993,33.600170135498
Democratic Republic of Congo,COD,1994,19.782600402832
Democratic Republic of Congo,COD,2012,15.9307403564453
Democratic Republic of Congo,COD,2013,9.76848983764648
Denmark,DNK,2008,0.129629999399185
Denmark,DNK,2009,1.11513996124268
Denmark,DNK,2010,0.662230014801025
Denmark,DNK,2011,0.636380016803741
Denmark,DNK,2012,0.089709997177124
Denmark,DNK,2013,0.0322800017893314
Djibouti,DJI,1973,41.7670707702637
Djibouti,DJI,1974,60.4316482543945
Djibouti,DJI,1975,57.5742416381836
Djibouti,DJI,1976,60.1548004150391
Djibouti,DJI,1986,32.6512489318848
Djibouti,DJI,1987,28.8324108123779
Djibouti,DJI,1988,35.3556518554688
Djibouti,DJI,1989,38.2405700683594
Djibouti,DJI,1992,40.8450698852539
Djibouti,DJI,1993,45.7855415344238
Djibouti,DJI,1996,38.4489097595215
Djibouti,DJI,1997,39.8141288757324
Djibouti,DJI,1999,10.7754898071289
Djibouti,DJI,2005,34.4318313598633
Djibouti,DJI,2006,6.56572008132935
Djibouti,DJI,2007,28.3061504364014
Djibouti,DJI,2008,16.8549194335938
Djibouti,DJI,2011,10.0475196838379
Djibouti,DJI,2014,7.0994701385498
Dominica,DMA,1988,18.2157306671143
Dominica,DMA,2003,19.2116508483887
Dominica,DMA,2004,16.1970691680908
Dominica,DMA,2005,13.2379703521729
Dominica,DMA,2006,12.940710067749
Dominica,DMA,2007,17.5295391082764
Dominica,DMA,2008,18.0811405181885
Dominica,DMA,2009,9.95685005187988
Dominica,DMA,2010,9.18336009979248
Dominica,DMA,2011,4.98859977722168
Dominica,DMA,2012,9.38399982452393
Dominica,DMA,2013,4.17065000534058
Dominican Republic,DOM,1994,13.146089553833
Dominican Republic,DOM,1999,6.0817699432373
Dominican Republic,DOM,2004,7.89533996582031
Dominican Republic,DOM,2007,3.04619002342224
Dominican Republic,DOM,2008,4.84765005111694
Dominican Republic,DOM,2009,5.80701017379761
Dominican Republic,DOM,2010,11.5045404434204
Dominican Republic,DOM,2011,14.1508302688599
Dominican Republic,DOM,2012,10.52659034729
Dominican Republic,DOM,2013,12.7976198196411
Ecuador,ECU,1971,42.1737785339355
Ecuador,ECU,1972,41.1608810424805
Ecuador,ECU,1975,43.4144706726074
Ecuador,ECU,1976,43.3269386291504
Ecuador,ECU,1977,43.6313209533691
Ecuador,ECU,1978,39.8364105224609
Ecuador,ECU,1979,36.3143997192383
Ecuador,ECU,1981,38.0676002502441
Ecuador,ECU,1982,36.9574394226074
Ecuador,ECU,1983,37.3477783203125
Ecuador,ECU,1984,29.1664295196533
Ecuador,ECU,1985,31.1204795837402
Ecuador,ECU,1994,23.5471496582031
Ecuador,ECU,1999,14.3842496871948
Ecuador,ECU,2000,14.6281700134277
Ecuador,ECU,2001,15.3227195739746
Ecuador,ECU,2002,18.9049797058105
Ecuador,ECU,2003,17.5378303527832
Ecuador,ECU,2004,11.5185298919678
Ecuador,ECU,2005,13.0731201171875
Ecuador,ECU,2006,15.6867198944092
Ecuador,ECU,2010,18.701099395752
Ecuador,ECU,2011,15.2006301879883
Ecuador,ECU,2012,7.56286001205444
Ecuador,ECU,2013,7.6075701713562
Egypt,EGY,1975,23.2071094512939
Egypt,EGY,1976,32.0329895019531
Egypt,EGY,1977,21.7525196075439
Egypt,EGY,1978,10.0659704208374
Egypt,EGY,1979,12.9860897064209
Egypt,EGY,1980,9.16534042358398
Egypt,EGY,1983,17.5341892242432
Egypt,EGY,1994,16.3012599945068
Egypt,EGY,2002,13.8762302398682
Egypt,EGY,2003,7.04744005203247
Egypt,EGY,2013,7.9990701675415
El Salvador,SLV,1970,34.1962699890137
El Salvador,SLV,1971,44.5747909545898
El Salvador,SLV,1972,46.7394790649414
El Salvador,SLV,1973,46.2625503540039
El Salvador,SLV,1974,39.4501495361328
El Salvador,SLV,1975,33.1586112976074
El Salvador,SLV,1976,30.5476398468018
El Salvador,SLV,1977,25.6567192077637
El Salvador,SLV,1981,26.9227504730225
El Salvador,SLV,1982,29.1797008514404
El Salvador,SLV,1983,26.1628799438477
El Salvador,SLV,1984,24.6671104431152
El Salvador,SLV,1987,30.849100112915
El Salvador,SLV,1988,32.8675994873047
El Salvador,SLV,1989,30.1371593475342
El Salvador,SLV,1991,25.8349990844727
El Salvador,SLV,1992,26.4209403991699
El Salvador,SLV,1993,24.3119697570801
El Salvador,SLV,1995,21.9962005615234
El Salvador,SLV,1996,23.4738693237305
El Salvador,SLV,2001,16.9938907623291
El Salvador,SLV,2002,15.2999897003174
El Salvador,SLV,2005,20.1366901397705
El Salvador,SLV,2006,18.4765796661377
El Salvador,SLV,2007,19.7475109100342
El Salvador,SLV,2008,17.5601100921631
El Salvador,SLV,2009,13.9144601821899
El Salvador,SLV,2010,14.4141101837158
El Salvador,SLV,2011,14.6290998458862
El Salvador,SLV,2012,16.1431903839111
El Salvador,SLV,2013,22.4057006835938
Equatorial Guinea,GNQ,1999,75.495246887207
Equatorial Guinea,GNQ,2011,16.350830078125
Eritrea,ERI,1994,25.6566791534424
Eritrea,ERI,1995,14.9862403869629
Eritrea,ERI,1996,13.918270111084
Eritrea,ERI,1997,36.4951095581055
Eritrea,ERI,1999,3.94813990592957
Eritrea,ERI,2000,19.2378101348877
Eritrea,ERI,2001,9.73816967010498
Eritrea,ERI,2002,7.23363018035889
Eritrea,ERI,2003,6.1845498085022
Eritrea,ERI,2005,20.860710144043
Eritrea,ERI,2006,34.8118591308594
Eritrea,ERI,2007,20.6608295440674
Eritrea,ERI,2008,19.5458698272705
Eritrea,ERI,2009,20.746509552002
Eritrea,ERI,2010,13.6330604553223
Estonia,EST,1995,7.8308801651001
Estonia,EST,1996,4.37438011169434
Estonia,EST,1999,1.20640003681183
Estonia,EST,2000,1.80387997627258
Estonia,EST,2001,1.76186001300812
Estonia,EST,2004,0.987940013408661
Estonia,EST,2005,4.79924011230469
Estonia,EST,2007,2.89117002487183
Estonia,EST,2008,1.04703998565674
Estonia,EST,2009,0.653980016708374
Estonia,EST,2010,0.270060002803802
Estonia,EST,2011,0.426589995622635
Estonia,EST,2012,0.378899991512299
Ethiopia,ETH,1987,22.1359195709229
Ethiopia,ETH,1988,14.0851097106934
Ethiopia,ETH,1994,6.97409009933472
Ethiopia,ETH,1995,10.6641502380371
Ethiopia,ETH,1996,20.9633407592773
Ethiopia,ETH,2004,27.2033195495605
Ethiopia,ETH,2007,30.8044891357422
Ethiopia,ETH,2008,36.9891891479492
Ethiopia,ETH,2009,33.3299903869629
Ethiopia,ETH,2011,44.0566711425781
Fiji,FJI,1972,52.7309417724609
Fiji,FJI,1973,42.4087104797363
Fiji,FJI,1974,37.2930908203125
Fiji,FJI,1977,31.6536808013916
Fiji,FJI,1979,33.9806518554688
Fiji,FJI,1980,29.1102104187012
Fiji,FJI,1981,30.8690700531006
Fiji,FJI,1983,31.5941390991211
Fiji,FJI,1984,31.7912902832031
Fiji,FJI,1985,32.902660369873
Fiji,FJI,1986,40.2463912963867
Fiji,FJI,2002,16.325309753418
Fiji,FJI,2003,15.5877504348755
Fiji,FJI,2008,21.2066707611084
Fiji,FJI,2011,17.0497398376465
Fiji,FJI,2012,12.69398021698
Finland,FIN,1987,1.93157994747162
Finland,FIN,1988,9.66421985626221
Finland,FIN,1989,7.0316801071167
Finland,FIN,1990,3.73578000068665
Finland,FIN,1991,0.206929996609688
Finland,FIN,1992,1.11439001560211
Finland,FIN,1993,1.31377995014191
Finland,FIN,1994,0.896849989891052
Finland,FIN,2004,0.128169998526573
Finland,FIN,2009,0.142220005393028
Finland,FIN,2010,0.143830001354218
Finland,FIN,2011,0.0760599970817566
Finland,FIN,2012,0.204150006175041
Finland,FIN,2013,0.0931999981403351
France,FRA,1977,27.8132305145264
France,FRA,1978,25.5475807189941
France,FRA,1979,22.2163600921631
France,FRA,1980,20.9964599609375
France,FRA,1982,33.5302391052246
France,FRA,1983,35.5989112854004
France,FRA,1985,32.6708297729492
France,FRA,1986,27.1380100250244
France,FRA,1987,20.6033000946045
France,FRA,1989,7.89987993240356
France,FRA,1990,9.16386985778809
France,FRA,1991,10.6228504180908
France,FRA,1992,13.327130317688
France,FRA,1993,15.1751499176025
France,FRA,1994,22.13205909729
France,FRA,1995,17.6910305023193
France,FRA,1996,12.136269569397
France,FRA,2006,1.96846997737885
France,FRA,2007,1.76604998111725
France,FRA,2008,1.572389960289
France,FRA,2009,1.36426997184753
France,FRA,2010,1.18649995326996
France,FRA,2011,0.812110006809235
France,FRA,2012,0.649240016937256
France,FRA,2013,0.564890027046204
Gabon,GAB,1971,53.8997192382813
Gabon,GAB,1972,50.1293106079102
Gabon,GAB,1973,55.9896697998047
Gabon,GAB,1974,54.776741027832
Gabon,GAB,1980,38.5679397583008
Gabon,GAB,1981,46.5909118652344
Gabon,GAB,1983,55.3153190612793
Gabon,GAB,1984,55.5277709960938
Gabon,GAB,1985,53.6478385925293
Gabon,GAB,1986,59.3187599182129
Gabon,GAB,1987,62.4617500305176
Gabon,GAB,1988,65.5643005371094
Gabon,GAB,1995,61.9467010498047
Gambia,GMB,1974,21.4024791717529
Gambia,GMB,1976,26.4653797149658
Gambia,GMB,1977,25.9216899871826
Gambia,GMB,1978,25.8090496063232
Gambia,GMB,1979,20.3486804962158
Gambia,GMB,1980,21.9410400390625
Gambia,GMB,1981,24.7339305877686
Gambia,GMB,1982,29.3033504486084
Gambia,GMB,1983,27.7330703735352
Gambia,GMB,1984,30.3997707366943
Gambia,GMB,1985,25.2808990478516
Gambia,GMB,1986,17.9387302398682
Gambia,GMB,1987,14.5046796798706
Gambia,GMB,1999,6.70960998535156
Gambia,GMB,2000,12.8429002761841
Gambia,GMB,2001,20.7756690979004
Gambia,GMB,2003,3.84622001647949
Gambia,GMB,2004,6.71618986129761
Gambia,GMB,2005,3.65421009063721
Gambia,GMB,2006,8.32779979705811
Gambia,GMB,2007,18.1299705505371
Gambia,GMB,2008,3.21706008911133
Gambia,GMB,2009,12.7893104553223
Gambia,GMB,2010,8.11639976501465
Gambia,GMB,2011,2.83341002464294
Gambia,GMB,2012,2.50652003288269
Gambia,GMB,2013,4.20993995666504
Georgia,GEO,1995,11.2791500091553
Georgia,GEO,1996,11.4216299057007
Georgia,GEO,1997,9.80257034301758
Georgia,GEO,1999,5.00315999984741
Georgia,GEO,2000,9.1433801651001
Georgia,GEO,2001,9.74444007873535
Georgia,GEO,2002,6.76848983764648
Georgia,GEO,2004,5.23121023178101
Georgia,GEO,2005,2.45110988616943
Georgia,GEO,2006,0.00731999985873699
Georgia,GEO,2007,0.723450005054474
Georgia,GEO,2008,2.6230800151825
Georgia,GEO,2009,1.2723400592804
Georgia,GEO,2011,3.60412001609802
Georgia,GEO,2012,0.119790002703667
Georgia,GEO,2013,1.13496005535126
Germany,DEU,1993,32.9554710388184
Germany,DEU,1994,31.364429473877
Germany,DEU,1995,30.7623291015625
Germany,DEU,1996,28.3811702728271
Germany,DEU,1997,26.8058109283447
Germany,DEU,2004,20.5873908996582
Germany,DEU,2007,20.2044200897217
Germany,DEU,2013,47.342399597168
Ghana,GHA,1971,32.8649597167969
Ghana,GHA,1972,27.9535808563232
Ghana,GHA,1974,21.4615097045898
Ghana,GHA,1975,22.4121208190918
Ghana,GHA,1989,37.7284317016602
Ghana,GHA,1991,26.527759552002
Ghana,GHA,1992,25.5593605041504
Ghana,GHA,1999,12.3173303604126
Ghana,GHA,2000,26.2969493865967
Ghana,GHA,2001,8.10118961334229
Ghana,GHA,2002,19.260009765625
Ghana,GHA,2003,10.5945596694946
Ghana,GHA,2004,5.24721002578735
Ghana,GHA,2007,11.2048902511597
Ghana,GHA,2008,14.2486600875854
Ghana,GHA,2011,23.2860698699951
Ghana,GHA,2012,16.7591705322266
Ghana,GHA,2013,23.9293193817139
Ghana,GHA,2014,10.3844404220581
Greece,GRC,1971,31.1496906280518
Greece,GRC,1972,24.0399303436279
Greece,GRC,1973,16.2042198181152
Greece,GRC,1974,16.1308498382568
Greece,GRC,1975,14.3687200546265
Greece,GRC,1976,18.5332298278809
Greece,GRC,1977,20.8830604553223
Greece,GRC,1978,31.1496105194092
Greece,GRC,1979,28.6509609222412
Greece,GRC,1980,25.6271190643311
Greece,GRC,1982,17.5676097869873
Greece,GRC,1983,14.3881196975708
Greece,GRC,1984,18.676700592041
Greece,GRC,1985,16.2372493743896
Greece,GRC,1986,16.5867595672607
Greece,GRC,1987,18.5352001190186
Greece,GRC,1988,15.5550603866577
Greece,GRC,1989,12.0327100753784
Greece,GRC,1990,13.7340497970581
Greece,GRC,1991,12.683349609375
Greece,GRC,1992,14.7615098953247
Greece,GRC,2004,4.50011014938354
Greece,GRC,2005,8.00131034851074
Greece,GRC,2006,4.7890100479126
Greece,GRC,2010,14.0810604095459
Greece,GRC,2011,6.0706901550293
Greece,GRC,2012,7.59944009780884
Grenada,GRD,1983,53.5478897094727
Grenada,GRD,1993,41.8124008178711
Grenada,GRD,2002,26.7358093261719
Grenada,GRD,2004,43.07080078125
Grenada,GRD,2007,43.6186981201172
Grenada,GRD,2008,31.0699901580811
Grenada,GRD,2013,6.34713983535767
Guatemala,GTM,1971,45.1311111450195
Guatemala,GTM,1975,45.476978302002
Guatemala,GTM,1976,37.6146812438965
Guatemala,GTM,1979,36.7905006408691
Guatemala,GTM,1980,34.5863494873047
Guatemala,GTM,1999,13.9114799499512
Guatemala,GTM,2000,29.5040397644043
Guatemala,GTM,2001,23.243860244751
Guatemala,GTM,2004,28.0826606750488
Guatemala,GTM,2005,28.8221206665039
Guatemala,GTM,2006,25.2966403961182
Guatemala,GTM,2007,24.8229904174805
Guatemala,GTM,2008,21.3567504882813
Guatemala,GTM,2009,18.2511196136475
Guatemala,GTM,2010,25.6619396209717
Guatemala,GTM,2011,23.1312599182129
Guatemala,GTM,2012,24.3512496948242
Guatemala,GTM,2013,22.2540302276611
Guinea,GIN,1980,30.7718601226807
Guinea,GIN,1981,31.0067501068115
Guinea,GIN,1985,20.0869598388672
Guinea,GIN,1986,16.8655605316162
Guinea,GIN,1987,11.3463497161865
Guinea,GIN,1988,42.729850769043
Guinea,GIN,1989,44.4980316162109
Guinea,GIN,1990,27.3822002410889
Guinea,GIN,1991,27.8902797698975
Guinea,GIN,1992,46.9026985168457
Guinea,GIN,1993,27.4879894256592
Guinea,GIN,1994,26.2672595977783
Guinea,GIN,1999,18.3746700286865
Guinea,GIN,2000,23.6900997161865
Guinea,GIN,2002,26.9183502197266
Guinea,GIN,2003,16.7756500244141
Guinea,GIN,2004,6.08370018005371
Guinea,GIN,2005,23.2455291748047
Guinea,GIN,2006,19.7987899780273
Guinea,GIN,2009,21.2537002563477
Guinea,GIN,2010,20.87672996521
Guinea,GIN,2012,13.2730798721313
Guinea,GIN,2013,23.772310256958
Guinea-Bissau,GNB,1976,67.1296310424805
Guinea-Bissau,GNB,1977,63.140308380127
Guinea-Bissau,GNB,1978,62.4221305847168
Guinea-Bissau,GNB,1979,69.4601135253906
Guinea-Bissau,GNB,1981,69.1702423095703
Guinea-Bissau,GNB,1982,58.4421882629395
Guinea-Bissau,GNB,1983,83.413459777832
Guinea-Bissau,GNB,1984,47.9664611816406
Guinea-Bissau,GNB,1985,46.8842697143555
Guinea-Bissau,GNB,1987,64.2699127197266
Guinea-Bissau,GNB,1989,53.8470916748047
Guyana,GUY,1971,48.0291709899902
Guyana,GUY,1972,54.7734413146973
Guyana,GUY,1973,50.5009994506836
Guyana,GUY,1974,49.6699295043945
Guyana,GUY,1976,48.6532707214355
Guyana,GUY,1978,28.8754100799561
Guyana,GUY,1979,34.5632095336914
Guyana,GUY,1980,25.9170703887939
Guyana,GUY,1981,17.0824108123779
Guyana,GUY,1982,18.361349105835
Guyana,GUY,1983,28.8520698547363
Guyana,GUY,1984,31.0738105773926
Guyana,GUY,1987,18.1094493865967
Guyana,GUY,1991,20.2027492523193
Guyana,GUY,1992,18.7452697753906
Guyana,GUY,1993,17.2678394317627
Guyana,GUY,1996,13.9111204147339
Guyana,GUY,1997,13.3736095428467
Guyana,GUY,2000,15.2114601135254
Guyana,GUY,2008,18.8834209442139
Guyana,GUY,2009,12.224630355835
Haiti,HTI,1977,33.7109603881836
Haiti,HTI,1978,35.4573516845703
Haiti,HTI,1979,39.0341606140137
Haiti,HTI,1980,39.8411293029785
Haiti,HTI,1981,35.5759391784668
Haiti,HTI,1982,34.9095611572266
Haiti,HTI,1983,34.4719696044922
Haiti,HTI,1985,35.3371696472168
Haiti,HTI,1986,35.262279510498
Haiti,HTI,1987,37.9583892822266
Haiti,HTI,1988,35.1424713134766
Haiti,HTI,1989,35.1426086425781
Haiti,HTI,1990,35.1427192687988
Haiti,HTI,1991,35.1422004699707
Haiti,HTI,1997,33.7120018005371
Honduras,HND,1991,33.8948287963867
Honduras,HND,2012,45.7380409240723
Honduras,HND,2013,9.79109954833984
Hong Kong,HKG,1980,31.9645500183105
Hong Kong,HKG,1981,26.78005027771
Hong Kong,HKG,1982,19.6995792388916
Hong Kong,HKG,1983,11.8126001358032
Hong Kong,HKG,1984,16.573070526123
Hong Kong,HKG,1985,25.793550491333
Hong Kong,HKG,1991,26.4394207000732
Hong Kong,HKG,1992,27.1753406524658
Hong Kong,HKG,1993,26.6766605377197
Hong Kong,HKG,1994,27.9531593322754
Hong Kong,HKG,1995,25.4062595367432
Hong Kong,HKG,1996,22.6317806243896
Hong Kong,HKG,2001,3.16426992416382
Hong Kong,HKG,2002,2.13670992851257
Hong Kong,HKG,2003,1.96201002597809
Hong Kong,HKG,2004,2.17719006538391
Hong Kong,HKG,2005,0.816229999065399
Hong Kong,HKG,2006,1.17988002300262
Hong Kong,HKG,2007,1.18983995914459
Hong Kong,HKG,2008,0.886600017547607
Hong Kong,HKG,2009,1.53114998340607
Hong Kong,HKG,2010,1.37746000289917
Hong Kong,HKG,2011,1.52707004547119
Hong Kong,HKG,2012,1.06535995006561
Hong Kong,HKG,2013,0.938730001449585
Hungary,HUN,1975,2.39085006713867
Hungary,HUN,1976,5.36094999313354
Hungary,HUN,1977,8.45646953582764
Hungary,HUN,1978,11.7522296905518
Hungary,HUN,1979,17.7246704101563
Hungary,HUN,1980,15.3503198623657
Hungary,HUN,1981,11.9362697601318
Hungary,HUN,1982,2.86361002922058
Hungary,HUN,1983,3.92281007766724
Hungary,HUN,1984,5.84606981277466
Hungary,HUN,1985,16.0561008453369
Hungary,HUN,1986,26.5119895935059
Hungary,HUN,1987,24.6215496063232
Hungary,HUN,1988,15.5393400192261
Hungary,HUN,1989,1.42657005786896
Hungary,HUN,1990,1.45492005348206
Hungary,HUN,1997,3.74742007255554
Hungary,HUN,2013,4.5765700340271
Iceland,ISL,1998,1.33358001708984
Iceland,ISL,1999,0.490509986877441
Iceland,ISL,2000,1.09002995491028
Iceland,ISL,2001,0.251740008592606
Iceland,ISL,2002,1.20477998256683
Iceland,ISL,2003,0.811309993267059
Iceland,ISL,2004,0.66048002243042
Iceland,ISL,2005,0.299620002508163
Iceland,ISL,2006,0.92738002538681
Iceland,ISL,2009,1.31325995922089
Iceland,ISL,2010,1.19656002521515
Iceland,ISL,2011,1.264279961586
India,IND,1987,25.1860103607178
India,IND,1988,25.4367008209229
India,IND,1989,22.8258094787598
India,IND,2002,12.2586803436279
India,IND,2010,2.98722004890442
Indonesia,IDN,1971,23.13796043396
Indonesia,IDN,1984,23.8139801025391
Indonesia,IDN,1985,24.2204704284668
Indonesia,IDN,1986,25.2690105438232
Indonesia,IDN,1988,10.5770397186279
Indonesia,IDN,1995,22.018009185791
Indonesia,IDN,2002,2.11078000068665
Indonesia,IDN,2003,4.33781003952026
Indonesia,IDN,2004,15.9722003936768
Indonesia,IDN,2005,2.63170003890991
Indonesia,IDN,2007,24.7645092010498
Indonesia,IDN,2008,7.18854999542236
Indonesia,IDN,2009,1.59509003162384
Indonesia,IDN,2010,5.27644014358521
Indonesia,IDN,2011,5.41640996932983
Indonesia,IDN,2012,15.300820350647
Indonesia,IDN,2013,7.47405004501343
Iran,IRN,1984,37.3237380981445
Iran,IRN,1985,38.776798248291
Iran,IRN,1986,39.7405815124512
Iran,IRN,1987,33.479808807373
Iran,IRN,1988,34.5746688842773
Iran,IRN,1989,36.0200881958008
Iran,IRN,1990,27.9862098693848
Iran,IRN,1991,34.692741394043
Iran,IRN,1993,33.1926383972168
Iran,IRN,1994,28.9736804962158
Iran,IRN,2000,13.4265203475952
Iran,IRN,2001,13.2237100601196
Iran,IRN,2002,7.41794013977051
Iran,IRN,2008,9.17195987701416
Iran,IRN,2009,10.5731401443481
Iran,IRN,2010,4.82755994796753
Iran,IRN,2011,4.15440988540649
Iraq,IRQ,1971,37.1549682617188
