Entity,Code,Year,"Outbound mobility ratio, all regions, both sexes (%) (%)"
El Salvador,SLV,2012,1.78971004486084
El Salvador,SLV,2013,1.74292004108429
Equatorial Guinea,GNQ,2000,100.398803710938
Eritrea,ERI,1998,19.4121398925781
Eritrea,ERI,1999,15.5984001159668
Eritrea,ERI,2000,17.708589553833
Eritrea,ERI,2001,15.3264303207397
Eritrea,ERI,2002,18.1153697967529
Eritrea,ERI,2004,17.7166309356689
Eritrea,ERI,2009,8.48503017425537
Eritrea,ERI,2010,8.59350967407227
Estonia,EST,1998,6.761549949646
Estonia,EST,1999,6.54834985733032
Estonia,EST,2000,6.39816999435425
Estonia,EST,2001,6.89002990722656
Estonia,EST,2002,5.91981983184814
Estonia,EST,2003,6.44871997833252
Estonia,EST,2004,5.32675981521606
Estonia,EST,2005,5.3078498840332
Estonia,EST,2006,5.00644016265869
Estonia,EST,2007,4.75155019760132
Estonia,EST,2008,5.17173004150391
Estonia,EST,2009,5.53043985366821
Estonia,EST,2010,5.82005977630615
Estonia,EST,2011,6.22840976715088
Estonia,EST,2012,6.69160985946655
Estonia,EST,2013,6.43710994720459
Ethiopia,ETH,1998,7.57562017440796
Ethiopia,ETH,1999,6.72402000427246
Ethiopia,ETH,2000,5.29771995544434
Ethiopia,ETH,2001,3.76301002502441
Ethiopia,ETH,2002,3.26298999786377
Ethiopia,ETH,2003,2.3165500164032
Ethiopia,ETH,2004,1.99509000778198
Ethiopia,ETH,2005,1.85764002799988
Ethiopia,ETH,2008,1.25479996204376
Ethiopia,ETH,2009,1.27207005023956
Ethiopia,ETH,2010,0.936360001564026
Ethiopia,ETH,2011,1.07175004482269
Ethiopia,ETH,2012,0.822099983692169
Euro area,,1997,3.26945996284485
Euro area,,1998,3.23730993270874
Euro area,,1999,3.2896900177002
Euro area,,2000,3.33212995529175
Euro area,,2001,3.26341009140015
Euro area,,2002,3.20388007164001
Euro area,,2003,3.23175001144409
Euro area,,2004,2.80644011497498
Euro area,,2005,2.85647988319397
Euro area,,2006,2.80365991592407
Euro area,,2007,2.93261003494263
Euro area,,2008,2.82341003417969
Euro area,,2009,3.06921005249023
Euro area,,2010,3.2645800113678
Euro area,,2011,3.39942002296448
Euro area,,2012,3.56645011901855
Euro area,,2013,3.70641994476318
Europe & Central Asia,,1997,3.22049999237061
Europe & Central Asia,,1998,3.19039011001587
Europe & Central Asia,,1999,3.17986989021301
Europe & Central Asia,,2000,3.16992998123169
Europe & Central Asia,,2001,3.07747006416321
Europe & Central Asia,,2002,3.23341989517212
Europe & Central Asia,,2003,3.11466002464294
Europe & Central Asia,,2004,3.11510992050171
Europe & Central Asia,,2005,3.15275001525879
Europe & Central Asia,,2006,2.80902004241943
Europe & Central Asia,,2007,2.85240006446838
Europe & Central Asia,,2008,3.32661008834839
Europe & Central Asia,,2009,3.21835994720459
Europe & Central Asia,,2010,3.38168001174927
Europe & Central Asia,,2011,3.62022995948792
Europe & Central Asia,,2012,3.56977009773254
Europe & Central Asia,,2013,3.50237989425659
Europe & Central Asia (all income levels),,1997,2.5941801071167
Europe & Central Asia (all income levels),,1998,2.53628993034363
Europe & Central Asia (all income levels),,1999,2.48194003105164
Europe & Central Asia (all income levels),,2000,2.43803000450134
Europe & Central Asia (all income levels),,2001,2.37491989135742
Europe & Central Asia (all income levels),,2002,2.36319994926453
Europe & Central Asia (all income levels),,2003,2.34130001068115
Europe & Central Asia (all income levels),,2004,2.17751002311707
Europe & Central Asia (all income levels),,2005,2.19061994552612
Europe & Central Asia (all income levels),,2006,2.08083009719849
Europe & Central Asia (all income levels),,2007,2.14791989326477
Europe & Central Asia (all income levels),,2008,2.24416995048523
Europe & Central Asia (all income levels),,2009,2.32918000221252
Europe & Central Asia (all income levels),,2010,2.47729992866516
Europe & Central Asia (all income levels),,2011,2.6488299369812
Europe & Central Asia (all income levels),,2012,2.74625992774963
Europe & Central Asia (all income levels),,2013,2.82113003730774
European Union,,1997,2.958899974823
European Union,,1998,2.91053009033203
European Union,,1999,2.85370993614197
European Union,,2000,2.85480999946594
European Union,,2001,2.8648099899292
European Union,,2002,2.84050011634827
European Union,,2003,2.904629945755
European Union,,2004,2.5664598941803
European Union,,2005,2.58502006530762
European Union,,2006,2.5131299495697
European Union,,2007,2.59713006019592
European Union,,2008,2.50588011741638
European Union,,2009,2.67669010162354
European Union,,2010,2.83014988899231
European Union,,2011,2.98916006088257
European Union,,2012,3.0968599319458
European Union,,2013,3.24622988700867
Fiji,FJI,2003,14.3438501358032
Fiji,FJI,2004,12.8373603820801
Fiji,FJI,2005,13.4780197143555
Finland,FIN,1998,3.78888988494873
Finland,FIN,1999,3.77496004104614
Finland,FIN,2000,3.78834009170532
Finland,FIN,2001,3.57937002182007
Finland,FIN,2002,3.62828993797302
Finland,FIN,2003,3.58653998374939
Finland,FIN,2004,2.02222990989685
Finland,FIN,2005,1.9137099981308
Finland,FIN,2006,1.96924996376038
Finland,FIN,2007,1.95563995838165
Finland,FIN,2008,2.09482002258301
Finland,FIN,2009,2.38320994377136
Finland,FIN,2010,2.43107008934021
Finland,FIN,2011,2.48650002479553
Finland,FIN,2012,2.63576006889343
Finland,FIN,2013,2.67354011535645
France,FRA,1998,2.30578994750977
France,FRA,1999,2.40116000175476
France,FRA,2000,2.50404000282288
France,FRA,2001,2.58979988098145
France,FRA,2002,2.75204992294312
France,FRA,2003,2.70654988288879
France,FRA,2004,2.15584993362427
France,FRA,2005,2.24715995788574
France,FRA,2006,2.42374992370605
France,FRA,2007,2.50568008422852
France,FRA,2008,2.12870001792908
France,FRA,2009,2.43671989440918
France,FRA,2010,2.54661011695862
France,FRA,2011,2.66148996353149
France,FRA,2012,2.77458000183105
France,FRA,2013,3.5951099395752
Gabon,GAB,1999,38.4049186706543
Gabon,GAB,2001,35.5163497924805
Gabon,GAB,2003,41.9998893737793
Georgia,GEO,1999,2.99776005744934
Georgia,GEO,2000,3.18670010566711
Georgia,GEO,2001,3.30971002578735
Georgia,GEO,2002,3.53371000289917
Georgia,GEO,2003,3.9040699005127
Georgia,GEO,2004,4.37319993972778
Georgia,GEO,2005,4.23169994354248
Georgia,GEO,2006,5.21162986755371
Georgia,GEO,2007,5.82892990112305
Georgia,GEO,2008,6.41043996810913
Georgia,GEO,2009,9.28061962127686
Georgia,GEO,2010,8.2651195526123
Georgia,GEO,2011,7.64465999603271
Georgia,GEO,2012,10.0280799865723
Georgia,GEO,2013,8.78514957427979
Germany,DEU,2013,4.28495979309082
Ghana,GHA,2005,6.98793983459473
Ghana,GHA,2006,7.23179006576538
Ghana,GHA,2007,5.49712991714478
Ghana,GHA,2008,4.0682201385498
Ghana,GHA,2009,3.84065008163452
Ghana,GHA,2011,3.10335993766785
Ghana,GHA,2012,2.97925996780396
Ghana,GHA,2013,2.49423003196716
Greece,GRC,1998,16.5879001617432
Greece,GRC,1999,17.2616901397705
Greece,GRC,2000,15.0777797698975
Greece,GRC,2001,12.9086503982544
Greece,GRC,2002,10.4229297637939
Greece,GRC,2003,8.99983024597168
Greece,GRC,2004,7.93159008026123
Greece,GRC,2005,6.44728994369507
Greece,GRC,2006,5.27599000930786
Greece,GRC,2007,5.30563020706177
Greece,GRC,2010,4.55347013473511
Greece,GRC,2011,4.44688987731934
Greece,GRC,2012,5.14384984970093
Grenada,GRD,2009,9.20915031433105
Guatemala,GTM,2002,1.99930000305176
Guatemala,GTM,2007,1.17552995681763
Guatemala,GTM,2013,0.95999002456665
Guinea,GIN,1998,22.2920703887939
Guinea,GIN,2004,16.3291091918945
Guinea,GIN,2005,13.1789903640747
Guinea,GIN,2006,9.01054000854492
Guinea,GIN,2007,6.16642999649048
Guinea,GIN,2008,5.64874982833862
Guinea,GIN,2009,5.50896978378296
Guinea,GIN,2010,5.79771995544434
Guinea,GIN,2011,6.03419017791748
Guinea,GIN,2012,6.00924015045166
Guinea,GIN,2013,5.16710996627808
Guinea-Bissau,GNB,2005,24.0337390899658
Guinea-Bissau,GNB,2006,24.198070526123
Guyana,GUY,2003,21.5896606445313
Guyana,GUY,2004,15.7291202545166
Guyana,GUY,2005,15.3405199050903
Guyana,GUY,2006,14.9452695846558
Guyana,GUY,2007,19.0314693450928
Guyana,GUY,2008,19.5401000976563
Guyana,GUY,2009,22.3610305786133
Guyana,GUY,2010,10.4673099517822
Guyana,GUY,2011,19.807580947876
Guyana,GUY,2012,17.2744693756104
Heavily indebted poor countries (HIPC),,1997,8.13866996765137
Heavily indebted poor countries (HIPC),,1998,7.69225978851318
Heavily indebted poor countries (HIPC),,1999,7.35556983947754
Heavily indebted poor countries (HIPC),,2000,6.9486198425293
Heavily indebted poor countries (HIPC),,2001,6.45246982574463
Heavily indebted poor countries (HIPC),,2002,6.41974020004272
Heavily indebted poor countries (HIPC),,2003,6.43413019180298
Heavily indebted poor countries (HIPC),,2004,5.84489011764526
Heavily indebted poor countries (HIPC),,2005,5.61768007278442
Heavily indebted poor countries (HIPC),,2006,5.31171989440918
Heavily indebted poor countries (HIPC),,2007,5.22339010238647
Heavily indebted poor countries (HIPC),,2008,4.84865999221802
Heavily indebted poor countries (HIPC),,2009,4.55029010772705
Heavily indebted poor countries (HIPC),,2010,4.27926015853882
Heavily indebted poor countries (HIPC),,2011,4.24350023269653
Heavily indebted poor countries (HIPC),,2012,4.01293992996216
Heavily indebted poor countries (HIPC),,2013,3.76028990745544
High income,,1997,1.78463995456696
High income,,1998,1.79533994197845
High income,,1999,1.78332996368408
High income,,2000,1.77351999282837
High income,,2001,1.76550996303558
High income,,2002,1.72832000255585
High income,,2003,1.72715997695923
High income,,2004,1.60737001895905
High income,,2005,1.61865997314453
High income,,2006,1.58980000019073
High income,,2007,1.63464999198914
High income,,2008,1.60791003704071
High income,,2009,1.67976999282837
High income,,2010,1.7094099521637
High income,,2011,1.75542998313904
High income,,2012,1.81278002262115
High income,,2013,1.90347003936768
Honduras,HND,1998,1.46075999736786
Honduras,HND,1999,1.34117996692657
Honduras,HND,2000,1.95983004570007
Honduras,HND,2001,1.74282002449036
Honduras,HND,2002,1.71057999134064
Honduras,HND,2003,1.62750005722046
Honduras,HND,2004,1.68058001995087
Honduras,HND,2008,1.73504996299744
Honduras,HND,2010,1.73918998241425
Honduras,HND,2012,1.77695000171661
Honduras,HND,2013,1.81958997249603
Hong Kong,HKG,2003,23.8385601043701
Hong Kong,HKG,2004,22.8546504974365
Hong Kong,HKG,2005,22.25412940979
Hong Kong,HKG,2006,20.2200603485107
Hong Kong,HKG,2007,17.0546092987061
Hong Kong,HKG,2008,13.3073902130127
Hong Kong,HKG,2009,13.0288000106812
Hong Kong,HKG,2010,12.3759899139404
Hong Kong,HKG,2011,11.5654697418213
Hong Kong,HKG,2012,11.3916501998901
Hong Kong,HKG,2013,10.5944299697876
Hungary,HUN,1998,2.61372995376587
Hungary,HUN,1999,2.31354999542236
Hungary,HUN,2000,2.26602005958557
Hungary,HUN,2001,2.23058009147644
Hungary,HUN,2002,2.23344993591309
Hungary,HUN,2003,2.11244988441467
Hungary,HUN,2004,1.78250002861023
Hungary,HUN,2005,1.7381500005722
Hungary,HUN,2006,1.61904001235962
Hungary,HUN,2007,1.66462004184723
Hungary,HUN,2008,1.6912499666214
Hungary,HUN,2009,1.88457000255585
Hungary,HUN,2010,2.07273006439209
Hungary,HUN,2011,2.11904001235962
Hungary,HUN,2012,2.06102991104126
Hungary,HUN,2013,2.37149000167847
Iceland,ISL,1998,29.6296291351318
Iceland,ISL,1999,28.7638893127441
Iceland,ISL,2000,25.4917297363281
Iceland,ISL,2001,24.2443199157715
Iceland,ISL,2002,25.8015995025635
Iceland,ISL,2003,22.5679397583008
Iceland,ISL,2004,15.206859588623
Iceland,ISL,2005,15.3864097595215
Iceland,ISL,2006,15.4602098464966
Iceland,ISL,2007,15.7306699752808
Iceland,ISL,2008,14.3727598190308
Iceland,ISL,2009,15.5663299560547
Iceland,ISL,2010,15.4922199249268
Iceland,ISL,2011,14.3138599395752
Iceland,ISL,2012,14.4012804031372
India,IND,2000,0.662890017032623
India,IND,2001,0.755209982395172
India,IND,2002,0.948199987411499
India,IND,2003,1.05288004875183
India,IND,2004,1.12924003601074
India,IND,2005,1.23995995521545
India,IND,2006,1.13235998153687
India,IND,2007,1.08653998374939
India,IND,2008,1.06701004505157
India,IND,2009,1.09844994544983
India,IND,2010,1.00634002685547
India,IND,2011,0.766369998455048
India,IND,2012,0.660839974880219
India,IND,2013,0.636879980564117
Indonesia,IDN,1998,1.03366005420685
Indonesia,IDN,1999,0.978209972381592
Indonesia,IDN,2000,1.11181998252869
Indonesia,IDN,2001,1.19646000862122
Indonesia,IDN,2002,1.24817001819611
Indonesia,IDN,2003,1.15339994430542
Indonesia,IDN,2004,0.959159970283508
Indonesia,IDN,2005,0.89411997795105
Indonesia,IDN,2006,0.848680019378662
Indonesia,IDN,2007,0.886370003223419
Indonesia,IDN,2008,0.792050004005432
Indonesia,IDN,2009,0.750519990921021
Indonesia,IDN,2010,0.743340015411377
Indonesia,IDN,2011,0.681529998779297
Indonesia,IDN,2012,0.574029982089996
Iran,IRN,1999,1.7624100446701
Iran,IRN,2000,1.54470002651215
Iran,IRN,2001,1.30524003505707
Iran,IRN,2002,1.33591997623444
Iran,IRN,2003,1.26809000968933
Iran,IRN,2004,1.18064999580383
Iran,IRN,2005,1.15851998329163
Iran,IRN,2006,1.00086998939514
Iran,IRN,2007,1.01221001148224
Iran,IRN,2008,0.951070010662079
Iran,IRN,2009,1.168830037117
Iran,IRN,2010,1.16470003128052
Iran,IRN,2011,1.2038300037384
Iran,IRN,2012,1.15947997570038
Iran,IRN,2013,1.14592003822327
Iraq,IRQ,1999,1.81026005744934
Iraq,IRQ,2000,1.72748994827271
Iraq,IRQ,2002,1.5952399969101
Iraq,IRQ,2004,1.04217004776001
Iraq,IRQ,2005,1.29244005680084
Ireland,IRL,1998,13.7447996139526
Ireland,IRL,1999,12.8433103561401
Ireland,IRL,2000,11.0963296890259
Ireland,IRL,2001,9.3624095916748
Ireland,IRL,2002,8.72412967681885
Ireland,IRL,2003,8.80533981323242
Ireland,IRL,2004,9.31425952911377
Ireland,IRL,2005,10.2816600799561
Ireland,IRL,2006,10.7022199630737
Ireland,IRL,2007,10.1979904174805
Ireland,IRL,2008,10.0777101516724
Ireland,IRL,2009,10.0936803817749
Ireland,IRL,2010,10.3136501312256
Ireland,IRL,2011,10.4656095504761
Ireland,IRL,2012,9.62434005737305
Israel,ISR,1998,4.26982021331787
Israel,ISR,1999,4.17547988891602
Israel,ISR,2000,5.47271013259888
Israel,ISR,2001,5.91501998901367
Israel,ISR,2002,4.12262010574341
Israel,ISR,2003,4.01773977279663
Israel,ISR,2004,3.54548001289368
Israel,ISR,2005,3.79628992080688
Israel,ISR,2006,3.87908005714417
Israel,ISR,2007,3.776859998703
Israel,ISR,2008,4.08658981323242
Israel,ISR,2009,3.89065003395081
Israel,ISR,2010,3.78210997581482
Israel,ISR,2011,3.82464003562927
Israel,ISR,2012,3.80134010314941
Israel,ISR,2013,3.94337010383606
Italy,ITA,1998,2.07592010498047
Italy,ITA,1999,2.20654988288879
Italy,ITA,2000,2.34518003463745
Italy,ITA,2001,2.33243989944458
Italy,ITA,2002,2.27384996414185
Italy,ITA,2003,2.27195000648499
Italy,ITA,2004,1.76229000091553
Italy,ITA,2005,1.70673000812531
Italy,ITA,2006,1.47566998004913
Italy,ITA,2007,1.54356002807617
Italy,ITA,2008,1.57728004455566
Italy,ITA,2009,1.79531002044678
Italy,ITA,2010,2.03747010231018
Italy,ITA,2011,2.22604990005493
Italy,ITA,2012,2.46706008911133
Jamaica,JAM,1999,19.3589706420898
Jamaica,JAM,2000,13.935959815979
Jamaica,JAM,2001,11.9122400283813
Jamaica,JAM,2002,12.2411603927612
Jamaica,JAM,2003,13.0133399963379
Jamaica,JAM,2004,13.7035999298096
Jamaica,JAM,2005,14.1378202438354
Jamaica,JAM,2006,13.2324104309082
Jamaica,JAM,2008,9.9146203994751
Jamaica,JAM,2009,9.51828002929688
Jamaica,JAM,2010,7.97566986083984
Jamaica,JAM,2011,6.83454990386963
Jamaica,JAM,2012,5.40451002120972
Jamaica,JAM,2013,5.37885999679565
Japan,JPN,1998,1.44028997421265
Japan,JPN,1999,1.48169994354248
Japan,JPN,2000,1.48923003673553
Japan,JPN,2001,1.43818998336792
Japan,JPN,2002,1.61179995536804
Japan,JPN,2003,1.63074004650116
Japan,JPN,2004,1.52520000934601
Japan,JPN,2005,1.59159004688263
Japan,JPN,2006,1.44814002513885
Japan,JPN,2007,1.3724000453949
Japan,JPN,2008,1.29077005386353
Japan,JPN,2009,1.17183005809784
Japan,JPN,2010,1.05128002166748
Japan,JPN,2011,0.920769989490509
Japan,JPN,2012,0.860220015048981
Jordan,JOR,2000,8.495849609375
Jordan,JOR,2002,7.78315019607544
Jordan,JOR,2003,6.73885011672974
Jordan,JOR,2004,5.80600023269653
Jordan,JOR,2005,5.76178979873657
Jordan,JOR,2006,5.82537984848022
Jordan,JOR,2007,5.71702003479004
Jordan,JOR,2008,5.34535980224609
Jordan,JOR,2009,5.50104999542236
Jordan,JOR,2010,6.12632989883423
Jordan,JOR,2011,6.25509023666382
Jordan,JOR,2012,5.43864011764526
Kazakhstan,KAZ,1999,6.2266001701355
Kazakhstan,KAZ,2000,4.82767009735107
Kazakhstan,KAZ,2005,3.90879988670349
Kazakhstan,KAZ,2006,3.21136999130249
Kazakhstan,KAZ,2012,5.26873016357422
Kazakhstan,KAZ,2013,6.25438976287842
Kenya,KEN,2000,11.814169883728
Kenya,KEN,2001,12.0115299224854
Kenya,KEN,2002,13.5701503753662
Kenya,KEN,2004,13.1603202819824
Kenya,KEN,2005,12.3534002304077
Kenya,KEN,2009,8.23200988769531
Kuwait,KWT,1999,15.3276700973511
Kuwait,KWT,2001,15.7786798477173
Kuwait,KWT,2002,16.8949298858643
Kuwait,KWT,2003,14.8317899703979
Kuwait,KWT,2004,18.0095691680908
Kuwait,KWT,2013,23.401330947876
Kyrgyzstan,KGZ,1998,3.74090003967285
Kyrgyzstan,KGZ,1999,3.68763995170593
Kyrgyzstan,KGZ,2000,1.69790005683899
Kyrgyzstan,KGZ,2001,1.57602000236511
Kyrgyzstan,KGZ,2002,1.58168005943298
Kyrgyzstan,KGZ,2003,1.33621001243591
Kyrgyzstan,KGZ,2004,1.52174997329712
Kyrgyzstan,KGZ,2005,1.37644004821777
Kyrgyzstan,KGZ,2006,1.54949998855591
Kyrgyzstan,KGZ,2007,1.70423996448517
Kyrgyzstan,KGZ,2008,1.56747996807098
Kyrgyzstan,KGZ,2009,1.68269002437592
Kyrgyzstan,KGZ,2010,1.93932998180389
Kyrgyzstan,KGZ,2011,2.20445990562439
Kyrgyzstan,KGZ,2013,2.06765007972717
Laos,LAO,1998,15.0199203491211
Laos,LAO,1999,13.4895696640015
Laos,LAO,2000,9.02890968322754
Laos,LAO,2001,6.58859014511108
Laos,LAO,2002,5.33495998382568
Laos,LAO,2003,5.57580995559692
Laos,LAO,2004,5.9197301864624
Laos,LAO,2005,5.00643014907837
Laos,LAO,2006,5.3027400970459
Laos,LAO,2007,4.65194988250732
Laos,LAO,2008,4.34196996688843
Laos,LAO,2009,3.77294993400574
Laos,LAO,2010,3.27731990814209
Laos,LAO,2011,3.30789995193481
Laos,LAO,2012,3.43864989280701
Laos,LAO,2013,3.63614010810852
Latin America & Caribbean,,1997,1.01157999038696
Latin America & Caribbean,,1998,0.986519992351532
Latin America & Caribbean,,1999,0.926010012626648
Latin America & Caribbean,,2000,0.965009987354279
Latin America & Caribbean,,2001,0.937730014324188
Latin America & Caribbean,,2002,1.01010000705719
Latin America & Caribbean,,2003,1.03861999511719
Latin America & Caribbean,,2004,0.937340021133423
Latin America & Caribbean,,2005,0.910719990730286
Latin America & Caribbean,,2006,0.853429973125458
Latin America & Caribbean,,2007,0.911679983139038
Latin America & Caribbean,,2008,0.891260027885437
Latin America & Caribbean,,2009,0.908330023288727
Latin America & Caribbean,,2010,0.915929973125458
Latin America & Caribbean,,2011,0.865419983863831
Latin America & Caribbean,,2012,0.841650009155273
Latin America & Caribbean,,2013,0.834529995918274
Latin America & Caribbean (all income levels),,1997,1.08858001232147
Latin America & Caribbean (all income levels),,1998,1.0600700378418
Latin America & Caribbean (all income levels),,1999,1.00104999542236
Latin America & Caribbean (all income levels),,2000,1.04524004459381
Latin America & Caribbean (all income levels),,2001,1.01540005207062
Latin America & Caribbean (all income levels),,2002,1.09010004997253
Latin America & Caribbean (all income levels),,2003,1.11918997764587
Latin America & Caribbean (all income levels),,2004,1.01784002780914
Latin America & Caribbean (all income levels),,2005,0.993009984493256
Latin America & Caribbean (all income levels),,2006,0.92467999458313
Latin America & Caribbean (all income levels),,2007,0.973580002784729
Latin America & Caribbean (all income levels),,2008,0.947650015354156
Latin America & Caribbean (all income levels),,2009,0.966329991817474
Latin America & Caribbean (all income levels),,2010,0.972800016403198
Latin America & Caribbean (all income levels),,2011,0.917509973049164
Latin America & Caribbean (all income levels),,2012,0.884920001029968
Latin America & Caribbean (all income levels),,2013,0.873520016670227
Latvia,LVA,1998,3.33889007568359
Latvia,LVA,1999,2.89486002922058
Latvia,LVA,2000,2.86302995681763
Latvia,LVA,2001,2.94305992126465
Latvia,LVA,2002,2.82979989051819
Latvia,LVA,2003,3.06242990493774
Latvia,LVA,2004,2.67611002922058
Latvia,LVA,2005,2.66733002662659
Latvia,LVA,2006,2.68483996391296
Latvia,LVA,2007,2.9896399974823
Latvia,LVA,2008,3.18043994903564
Latvia,LVA,2009,3.38997006416321
Latvia,LVA,2010,4.49865007400513
Latvia,LVA,2011,5.81219005584717
Latvia,LVA,2012,6.53640985488892
Latvia,LVA,2013,6.65138006210327
Least developed countries: UN classification,,1997,5.53248977661133
Least developed countries: UN classification,,1998,5.18172979354858
Least developed countries: UN classification,,1999,4.84437990188599
Least developed countries: UN classification,,2000,4.66841983795166
Least developed countries: UN classification,,2001,4.20784997940063
Least developed countries: UN classification,,2002,4.51982021331787
Least developed countries: UN classification,,2003,4.6782398223877
Least developed countries: UN classification,,2004,4.49716997146606
Least developed countries: UN classification,,2005,4.31322002410889
Least developed countries: UN classification,,2006,4.10322999954224
Least developed countries: UN classification,,2007,4.00027990341187
Least developed countries: UN classification,,2008,3.74635004997253
Least developed countries: UN classification,,2009,3.59225988388062
Least developed countries: UN classification,,2010,3.34598994255066
Least developed countries: UN classification,,2011,3.32422995567322
Least developed countries: UN classification,,2012,3.15419006347656
Least developed countries: UN classification,,2013,3.13460993766785
Lebanon,LBN,1999,7.4835000038147
Lebanon,LBN,2000,7.6451997756958
Lebanon,LBN,2001,7.40794992446899
Lebanon,LBN,2002,8.23499011993408
Lebanon,LBN,2003,9.08096981048584
Lebanon,LBN,2004,8.7802095413208
Lebanon,LBN,2005,8.09097003936768
Lebanon,LBN,2006,7.91617012023926
Lebanon,LBN,2007,7.29158020019531
Lebanon,LBN,2008,7.24391984939575
Lebanon,LBN,2009,7.03758001327515
Lebanon,LBN,2010,6.54497003555298
Lebanon,LBN,2011,6.06858015060425
Lebanon,LBN,2012,5.92861986160278
Lebanon,LBN,2013,5.21116018295288
Lesotho,LSO,1999,30.5486907958984
Lesotho,LSO,2000,39.3736000061035
Lesotho,LSO,2001,40.6422805786133
Lesotho,LSO,2002,73.6263732910156
Lesotho,LSO,2003,76.5799026489258
Lesotho,LSO,2005,52.2543601989746
Lesotho,LSO,2006,46.4764709472656
Lesotho,LSO,2012,11.316499710083
Lesotho,LSO,2013,12.0975303649902
Liberia,LBR,1999,3.15805006027222
Liberia,LBR,2000,1.40811002254486
Liberia,LBR,2010,2.24558997154236
Liberia,LBR,2012,1.58945000171661
Libya,LBY,1999,0.567960023880005
Libya,LBY,2000,0.61065000295639
Libya,LBY,2001,0.701730012893677
Libya,LBY,2002,0.744099974632263
Libya,LBY,2003,0.734709978103638
Liechtenstein,LIE,2003,151.363647460938
Liechtenstein,LIE,2004,127.067672729492
Liechtenstein,LIE,2005,130.929794311523
Liechtenstein,LIE,2006,134.748428344727
Liechtenstein,LIE,2007,131.426452636719
Liechtenstein,LIE,2008,107.875
Liechtenstein,LIE,2009,119.297080993652
Liechtenstein,LIE,2010,122.554000854492
Liechtenstein,LIE,2011,99.9394683837891
Liechtenstein,LIE,2012,97.3958282470703
Lithuania,LTU,1998,3.44293999671936
Lithuania,LTU,1999,3.02925992012024
Lithuania,LTU,2000,3.17462992668152
Lithuania,LTU,2001,3.62637996673584
Lithuania,LTU,2002,3.78591990470886
Lithuania,LTU,2003,3.92826008796692
Lithuania,LTU,2004,3.53505992889404
Lithuania,LTU,2005,3.47302007675171
Lithuania,LTU,2006,3.29409003257751
Lithuania,LTU,2007,3.37421989440918
Lithuania,LTU,2008,3.47022008895874
Lithuania,LTU,2009,3.69300007820129
Lithuania,LTU,2010,4.34010982513428
Lithuania,LTU,2011,5.51180982589722
Lithuania,LTU,2012,6.89625978469849
Lithuania,LTU,2013,7.45032978057861
Low & middle income,,1997,2.17034006118774
Low & middle income,,1998,2.03656005859375
Low & middle income,,1999,1.89689004421234
Low & middle income,,2000,1.87497997283936
Low & middle income,,2001,1.83759999275208
Low & middle income,,2002,1.96545004844666
Low & middle income,,2003,2.04247999191284
Low & middle income,,2004,1.97895002365112
Low & middle income,,2005,1.95562994480133
Low & middle income,,2006,1.81480002403259
Low & middle income,,2007,1.79886996746063
Low & middle income,,2008,1.82411003112793
Low & middle income,,2009,1.84596002101898
Low & middle income,,2010,1.84411001205444
Low & middle income,,2011,1.83247995376587
Low & middle income,,2012,1.75601994991302
Low & middle income,,2013,1.73298001289368
Low income,,1997,4.62031984329224
Low income,,1998,4.4047999382019
Low income,,1999,4.04951000213623
Low income,,2000,3.92868995666504
Low income,,2001,3.6421000957489
Low income,,2002,4.00192022323608
Low income,,2003,4.14287996292114
Low income,,2004,3.88565993309021
Low income,,2005,3.75713992118835
Low income,,2006,3.54345989227295
Low income,,2007,3.58706998825073
Low income,,2008,3.51377010345459
Low income,,2009,3.29507994651794
Low income,,2010,3.21690011024475
Low income,,2011,3.19471001625061
Low income,,2012,2.84624004364014
Low income,,2013,2.89438009262085
Lower middle income,,1997,1.71390998363495
Lower middle income,,1998,1.55695998668671
Lower middle income,,1999,1.43427002429962
Lower middle income,,2000,1.47355997562408
Lower middle income,,2001,1.49417996406555
Lower middle income,,2002,1.64741003513336
Lower middle income,,2003,1.71445000171661
Lower middle income,,2004,1.70150005817413
Lower middle income,,2005,1.75362002849579
Lower middle income,,2006,1.70044994354248
Lower middle income,,2007,1.68915998935699
Lower middle income,,2008,1.70221996307373
Lower middle income,,2009,1.72551000118256
Lower middle income,,2010,1.65030002593994
Lower middle income,,2011,1.47751998901367
Lower middle income,,2012,1.35643005371094
Lower middle income,,2013,1.34837996959686
Luxembourg,LUX,1998,239.543212890625
Luxembourg,LUX,1999,217.286911010742
Luxembourg,LUX,2000,225.400085449219
Luxembourg,LUX,2001,230.516250610352
Luxembourg,LUX,2002,207.060150146484
Luxembourg,LUX,2003,212.089706420898
Luxembourg,LUX,2006,261.682769775391
Luxembourg,LUX,2008,207.970764160156
Luxembourg,LUX,2010,130.295135498047
Luxembourg,LUX,2012,126.474937438965
Macao,MAC,1999,10.5122003555298
Macao,MAC,2000,10.3332901000977
Macao,MAC,2001,5.96412992477417
Macao,MAC,2002,4.49385023117065
Macao,MAC,2003,3.68566989898682
Macao,MAC,2004,3.4511399269104
Macao,MAC,2005,4.1917200088501
Macao,MAC,2006,4.39655017852783
Macao,MAC,2007,5.10013008117676
Macao,MAC,2008,5.38670015335083
Macao,MAC,2009,5.40149021148682
Macao,MAC,2010,5.96756982803345
Macao,MAC,2011,6.05033016204834
Macao,MAC,2012,6.99172019958496
Macao,MAC,2013,7.57164001464844
