Entity,Code,Year, (Annual hours worked per worker)
Denmark,DNK,1986,1557.31
Denmark,DNK,1987,1518.8
Denmark,DNK,1988,1495.85
Denmark,DNK,1989,1478.76
Denmark,DNK,1990,1463.34
Denmark,DNK,1991,1459.77
Denmark,DNK,1992,1475.4
Denmark,DNK,1993,1472.37
Denmark,DNK,1994,1426.14
Denmark,DNK,1995,1439.92
Denmark,DNK,1996,1433.41
Denmark,DNK,1997,1449.07
Denmark,DNK,1998,1462.9
Denmark,DNK,1999,1479.48
Denmark,DNK,2000,1489.57
Denmark,DNK,2001,1492.98
Denmark,DNK,2002,1487.24
Denmark,DNK,2003,1481.55
Denmark,DNK,2004,1481.13
Denmark,DNK,2005,1473.69
Denmark,DNK,2006,1478.51
Denmark,DNK,2007,1455.52
Denmark,DNK,2008,1449.76
Denmark,DNK,2009,1446.37
Denmark,DNK,2010,1435.9
Denmark,DNK,2011,1455.16
Denmark,DNK,2012,1437.47
Denmark,DNK,2013,1457.31
Denmark,DNK,2014,1458.08
Denmark,DNK,2015,1455.46
Denmark,DNK,2016,1454
Ecuador,ECU,1995,1943
Ecuador,ECU,1996,1936.31
Ecuador,ECU,1997,1929.64
Ecuador,ECU,1998,1923
Ecuador,ECU,1999,1928.53
Ecuador,ECU,2000,1934.07
Ecuador,ECU,2001,1939.63
Ecuador,ECU,2002,1945.2
Ecuador,ECU,2003,1950.79
Ecuador,ECU,2004,1956.4
Ecuador,ECU,2005,2289.59
Ecuador,ECU,2006,2265.09
Ecuador,ECU,2007,2239.05
Ecuador,ECU,2008,2213.31
Ecuador,ECU,2009,2187.87
Ecuador,ECU,2010,2162.72
Ecuador,ECU,2011,2137.86
Ecuador,ECU,2012,2137.86
Ecuador,ECU,2013,2085.71
Ecuador,ECU,2014,2085.71
Ecuador,ECU,2015,2085.71
Ecuador,ECU,2016,2085.71
Estonia,EST,1990,1870.66
Estonia,EST,1991,1863.91
Estonia,EST,1992,1839.18
Estonia,EST,1993,1838.32
Estonia,EST,1994,1861.79
Estonia,EST,1995,1852.67
Estonia,EST,1996,1850.19
Estonia,EST,1997,1856.24
Estonia,EST,1998,1906.49
Estonia,EST,1999,1849.09
Estonia,EST,2000,1977.87
Estonia,EST,2001,1970.5
Estonia,EST,2002,1972.69
Estonia,EST,2003,1978.33
Estonia,EST,2004,1986.46
Estonia,EST,2005,2008.37
Estonia,EST,2006,2000.99
Estonia,EST,2007,1998.48
Estonia,EST,2008,1967.77
Estonia,EST,2009,1832.14
Estonia,EST,2010,1874.7
Estonia,EST,2011,1918.86
Estonia,EST,2012,1885.69
Estonia,EST,2013,1865.84
Estonia,EST,2014,1859.43
Estonia,EST,2015,1851.62
Estonia,EST,2016,1849.76
Finland,FIN,1950,2053.05
Finland,FIN,1951,2053.65
Finland,FIN,1952,2054.26
Finland,FIN,1953,2054.86
Finland,FIN,1954,2055.47
Finland,FIN,1955,2056.07
Finland,FIN,1956,2056.68
Finland,FIN,1957,2057.28
Finland,FIN,1958,2057.89
Finland,FIN,1959,2058.49
Finland,FIN,1960,2059.1
Finland,FIN,1961,2058.1
Finland,FIN,1962,2051.11
Finland,FIN,1963,2047.11
Finland,FIN,1964,2073.09
Finland,FIN,1965,2073.09
Finland,FIN,1966,2048.11
Finland,FIN,1967,2031.13
Finland,FIN,1968,2015.14
Finland,FIN,1969,1996.16
Finland,FIN,1970,1980.17
Finland,FIN,1971,1945.24
Finland,FIN,1972,1929.24
Finland,FIN,1973,1913.24
Finland,FIN,1974,1907.28
Finland,FIN,1975,1899.14
Finland,FIN,1976,1896.13
Finland,FIN,1977,1887.84
Finland,FIN,1978,1893.26
Finland,FIN,1979,1869.14
Finland,FIN,1980,1849.19
Finland,FIN,1981,1854.79
Finland,FIN,1982,1840.27
Finland,FIN,1983,1822.64
Finland,FIN,1984,1813.7
Finland,FIN,1985,1813.3
Finland,FIN,1986,1792.59
Finland,FIN,1987,1798.13
Finland,FIN,1988,1806.18
Finland,FIN,1989,1802.14
Finland,FIN,1990,1769.12
Finland,FIN,1991,1747.44
Finland,FIN,1992,1752.76
Finland,FIN,1993,1755.34
Finland,FIN,1994,1774.84
Finland,FIN,1995,1776.05
Finland,FIN,1996,1774.89
Finland,FIN,1997,1764.72
Finland,FIN,1998,1754.4
Finland,FIN,1999,1757.26
Finland,FIN,2000,1742.07
Finland,FIN,2001,1722.59
Finland,FIN,2002,1713.78
Finland,FIN,2003,1705.28
Finland,FIN,2004,1707.32
Finland,FIN,2005,1697.09
Finland,FIN,2006,1692.9
Finland,FIN,2007,1691.49
Finland,FIN,2008,1684.51
Finland,FIN,2009,1660.66
Finland,FIN,2010,1667.77
Finland,FIN,2011,1662.45
Finland,FIN,2012,1650.26
Finland,FIN,2013,1639.59
Finland,FIN,2014,1642.86
Finland,FIN,2015,1646.28
Finland,FIN,2016,1649.57
France,FRA,1950,2293.52
France,FRA,1951,2313.34
France,FRA,1952,2295.88
France,FRA,1953,2274.78
France,FRA,1954,2288.05
France,FRA,1955,2270.5
France,FRA,1956,2217.86
France,FRA,1957,2190.43
France,FRA,1958,2177.35
France,FRA,1959,2180.24
France,FRA,1960,2190.88
France,FRA,1961,2169.13
France,FRA,1962,2183.5
France,FRA,1963,2167.16
France,FRA,1964,2175.71
France,FRA,1965,2163.41
France,FRA,1966,2156.18
France,FRA,1967,2122.76
France,FRA,1968,2099.75
France,FRA,1969,2025.78
France,FRA,1970,2007.35
France,FRA,1971,2005.73
France,FRA,1972,1952.93
France,FRA,1973,1937.45
France,FRA,1974,1905.65
France,FRA,1975,1879.5
France,FRA,1976,1906.2
France,FRA,1977,1867.34
France,FRA,1978,1835.85
France,FRA,1979,1832.47
France,FRA,1980,1823.31
France,FRA,1981,1803.07
France,FRA,1982,1729.78
France,FRA,1983,1711.87
France,FRA,1984,1705.29
France,FRA,1985,1669.88
France,FRA,1986,1664.65
France,FRA,1987,1676.5
France,FRA,1988,1685.65
France,FRA,1989,1669.86
France,FRA,1990,1664.79
France,FRA,1991,1654.57
France,FRA,1992,1656.06
France,FRA,1993,1640.99
France,FRA,1994,1630.29
France,FRA,1995,1604.75
France,FRA,1996,1606.2
France,FRA,1997,1596.24
France,FRA,1998,1582.72
France,FRA,1999,1571.73
France,FRA,2000,1534.77
France,FRA,2001,1525.98
France,FRA,2002,1487.29
France,FRA,2003,1484.37
France,FRA,2004,1513.21
France,FRA,2005,1507.43
France,FRA,2006,1484.01
France,FRA,2007,1500.26
France,FRA,2008,1507.18
France,FRA,2009,1489
France,FRA,2010,1493.75
France,FRA,2011,1496.14
France,FRA,2012,1490.22
France,FRA,2013,1474.32
France,FRA,2014,1473.46
France,FRA,2015,1474.04
France,FRA,2016,1474.04
Germany,DEU,1950,2427.43
Germany,DEU,1951,2401.6
Germany,DEU,1952,2376.04
Germany,DEU,1953,2350.75
Germany,DEU,1954,2325.73
Germany,DEU,1955,2300.98
Germany,DEU,1956,2276.49
Germany,DEU,1957,2252.27
Germany,DEU,1958,2228.3
Germany,DEU,1959,2204.58
Germany,DEU,1960,2181.12
Germany,DEU,1961,2154.5
Germany,DEU,1962,2117.4
Germany,DEU,1963,2086.95
Germany,DEU,1964,2098.45
Germany,DEU,1965,2084.23
Germany,DEU,1966,2057.92
Germany,DEU,1967,2020.21
Germany,DEU,1968,2007.71
Germany,DEU,1969,1987.94
Germany,DEU,1970,1972.52
Germany,DEU,1971,1940.56
Germany,DEU,1972,1915.45
Germany,DEU,1973,1884.9
Germany,DEU,1974,1851.63
Germany,DEU,1975,1811.91
Germany,DEU,1976,1824.31
Germany,DEU,1977,1806.25
Germany,DEU,1978,1787.2
Germany,DEU,1979,1775.16
Germany,DEU,1980,1756.11
Germany,DEU,1981,1734.04
Germany,DEU,1982,1723.01
Germany,DEU,1983,1709.97
Germany,DEU,1984,1698.94
Germany,DEU,1985,1675.87
Germany,DEU,1986,1656.82
Germany,DEU,1987,1633.75
Germany,DEU,1988,1628.74
Germany,DEU,1989,1605.67
Germany,DEU,1990,1582.6
Germany,DEU,1991,1553.52
Germany,DEU,1992,1564.72
Germany,DEU,1993,1541.58
Germany,DEU,1994,1537.25
Germany,DEU,1995,1527.98
Germany,DEU,1996,1510.5
Germany,DEU,1997,1499.64
Germany,DEU,1998,1493.58
Germany,DEU,1999,1478.72
Germany,DEU,2000,1452.01
Germany,DEU,2001,1441.91
Germany,DEU,2002,1430.86
Germany,DEU,2003,1424.74
Germany,DEU,2004,1422.22
Germany,DEU,2005,1411.28
Germany,DEU,2006,1424.68
Germany,DEU,2007,1424.35
Germany,DEU,2008,1418.4
Germany,DEU,2009,1372.71
Germany,DEU,2010,1389.88
Germany,DEU,2011,1392.81
Germany,DEU,2012,1375.3
Germany,DEU,2013,1361.72
Germany,DEU,2014,1366.39
Germany,DEU,2015,1371.19
Germany,DEU,2016,1376.41
Greece,GRC,1950,2322.15
Greece,GRC,1951,2312.55
Greece,GRC,1952,2302.99
Greece,GRC,1953,2293.46
Greece,GRC,1954,2283.98
Greece,GRC,1955,2274.54
Greece,GRC,1956,2265.13
Greece,GRC,1957,2255.76
Greece,GRC,1958,2246.43
Greece,GRC,1959,2237.14
Greece,GRC,1960,2227.89
Greece,GRC,1961,2217.99
Greece,GRC,1962,2208.13
Greece,GRC,1963,2198.32
Greece,GRC,1964,2188.55
Greece,GRC,1965,2178.82
Greece,GRC,1966,2169.14
Greece,GRC,1967,2159.5
Greece,GRC,1968,2149.9
Greece,GRC,1969,2140.34
Greece,GRC,1970,2098.64
Greece,GRC,1971,2099.6
Greece,GRC,1972,2101.09
Greece,GRC,1973,2102.55
Greece,GRC,1974,2103.96
Greece,GRC,1975,2105.33
Greece,GRC,1976,2106.67
Greece,GRC,1977,2107.95
Greece,GRC,1978,2109.61
Greece,GRC,1979,2111.05
Greece,GRC,1980,2111.7
Greece,GRC,1981,2111.78
Greece,GRC,1982,2111.39
Greece,GRC,1983,2108.87
Greece,GRC,1984,2108.5
Greece,GRC,1985,2107.47
Greece,GRC,1986,2107.81
Greece,GRC,1987,2110.07
Greece,GRC,1988,2107.25
Greece,GRC,1989,2109.3
Greece,GRC,1990,2111.62
Greece,GRC,1991,2112.89
Greece,GRC,1992,2112.87
Greece,GRC,1993,2112.14
Greece,GRC,1994,2110.2
Greece,GRC,1995,2110.71
Greece,GRC,1996,2109.4
Greece,GRC,1997,2107.94
Greece,GRC,1998,2108.43
Greece,GRC,1999,2104.85
Greece,GRC,2000,2107.64
Greece,GRC,2001,2101.13
Greece,GRC,2002,2093.22
Greece,GRC,2003,2091.48
Greece,GRC,2004,2082.55
Greece,GRC,2005,2136.24
Greece,GRC,2006,2125.34
Greece,GRC,2007,2110.99
Greece,GRC,2008,2106.26
Greece,GRC,2009,2081.21
Greece,GRC,2010,2019.57
Greece,GRC,2011,2037.7
Greece,GRC,2012,2055.37
Greece,GRC,2013,2062.99
Greece,GRC,2014,2025.97
Greece,GRC,2015,2042.2
Greece,GRC,2016,2064.67
Hong Kong,HKG,1950,2849.49
Hong Kong,HKG,1951,2828.19
Hong Kong,HKG,1952,2807.05
Hong Kong,HKG,1953,2786.07
Hong Kong,HKG,1954,2765.25
Hong Kong,HKG,1955,2744.58
Hong Kong,HKG,1956,2724.06
Hong Kong,HKG,1957,2703.7
Hong Kong,HKG,1958,2683.49
Hong Kong,HKG,1959,2663.43
Hong Kong,HKG,1960,2643.52
Hong Kong,HKG,1961,2623.77
Hong Kong,HKG,1962,2604.15
Hong Kong,HKG,1963,2584.69
Hong Kong,HKG,1964,2565.37
Hong Kong,HKG,1965,2546.19
Hong Kong,HKG,1966,2527.16
Hong Kong,HKG,1967,2508.27
Hong Kong,HKG,1968,2489.52
Hong Kong,HKG,1969,2470.92
Hong Kong,HKG,1970,2452.45
Hong Kong,HKG,1971,2453.43
Hong Kong,HKG,1972,2452.29
Hong Kong,HKG,1973,2451.17
Hong Kong,HKG,1974,2450.07
Hong Kong,HKG,1975,2448.98
Hong Kong,HKG,1976,2447.49
Hong Kong,HKG,1977,2448.08
Hong Kong,HKG,1978,2448.64
Hong Kong,HKG,1979,2424.59
Hong Kong,HKG,1980,2376.63
Hong Kong,HKG,1981,2346.37
Hong Kong,HKG,1982,2327.4
Hong Kong,HKG,1983,2313.88
Hong Kong,HKG,1984,2302.37
Hong Kong,HKG,1985,2284.5
Hong Kong,HKG,1986,2289.12
Hong Kong,HKG,1987,2254.24
Hong Kong,HKG,1988,2308.75
Hong Kong,HKG,1989,2249.68
Hong Kong,HKG,1990,2235.39
Hong Kong,HKG,1991,2252.28
Hong Kong,HKG,1992,2169.09
Hong Kong,HKG,1993,2235.37
Hong Kong,HKG,1994,2237.11
Hong Kong,HKG,1995,2188.61
Hong Kong,HKG,1996,2242.28
Hong Kong,HKG,1997,2205.26
Hong Kong,HKG,1998,2204.27
Hong Kong,HKG,1999,2230.14
Hong Kong,HKG,2000,2255.88
Hong Kong,HKG,2001,2251.39
Hong Kong,HKG,2002,2273.09
Hong Kong,HKG,2003,2261.48
Hong Kong,HKG,2004,2287.15
Hong Kong,HKG,2005,2287.91
Hong Kong,HKG,2006,2257.56
Hong Kong,HKG,2007,2279.02
Hong Kong,HKG,2008,2225.44
Hong Kong,HKG,2009,2206.7
Hong Kong,HKG,2010,2270.87
Hong Kong,HKG,2011,2218.75
Hong Kong,HKG,2012,2190.42
Hong Kong,HKG,2013,2184.09
Hong Kong,HKG,2014,2184.09
Hong Kong,HKG,2015,2184.09
Hong Kong,HKG,2016,2184.09
Hungary,HUN,1980,2193.48
Hungary,HUN,1981,2192.48
Hungary,HUN,1982,2099.5
Hungary,HUN,1983,2079.5
Hungary,HUN,1984,2007.52
Hungary,HUN,1985,1980.53
Hungary,HUN,1986,1971.53
Hungary,HUN,1987,2015.52
Hungary,HUN,1988,2009.52
Hungary,HUN,1989,1984.53
Hungary,HUN,1990,1944.54
Hungary,HUN,1991,1912.54
Hungary,HUN,1992,1869.55
Hungary,HUN,1993,1869.55
Hungary,HUN,1994,2000.52
Hungary,HUN,1995,2005.52
Hungary,HUN,1996,1999.58
Hungary,HUN,1997,2023.4
Hungary,HUN,1998,2022.89
Hungary,HUN,1999,2040.07
Hungary,HUN,2000,2032.85
Hungary,HUN,2001,1993.32
Hungary,HUN,2002,2005.26
Hungary,HUN,2003,1978.17
Hungary,HUN,2004,1986.12
Hungary,HUN,2005,1986.9
Hungary,HUN,2006,1983.48
Hungary,HUN,2007,1978.65
Hungary,HUN,2008,1981.74
Hungary,HUN,2009,1963.08
Hungary,HUN,2010,1958.44
Hungary,HUN,2011,1975.68
Hungary,HUN,2012,1889.17
Hungary,HUN,2013,1879.77
Hungary,HUN,2014,1859.83
Hungary,HUN,2015,1851.98
Hungary,HUN,2016,1846.81
Iceland,ISL,1950,2716.17
Iceland,ISL,1951,2702.41
Iceland,ISL,1952,2688.73
Iceland,ISL,1953,2675.11
Iceland,ISL,1954,2661.57
Iceland,ISL,1955,2648.09
Iceland,ISL,1956,2634.68
Iceland,ISL,1957,2621.34
Iceland,ISL,1958,2608.06
Iceland,ISL,1959,2594.86
Iceland,ISL,1960,2581.72
Iceland,ISL,1961,2563.11
Iceland,ISL,1962,2544.64
Iceland,ISL,1963,2533.16
Iceland,ISL,1964,2545.92
Iceland,ISL,1965,2518.2
Iceland,ISL,1966,2503.55
Iceland,ISL,1967,2460.93
Iceland,ISL,1968,2404.85
Iceland,ISL,1969,2370.92
Iceland,ISL,1970,2350.16
Iceland,ISL,1971,2304.47
Iceland,ISL,1972,2265.18
Iceland,ISL,1973,2244.51
Iceland,ISL,1974,2215.13
Iceland,ISL,1975,2185.72
Iceland,ISL,1976,2153.03
Iceland,ISL,1977,2103.02
Iceland,ISL,1978,2057.22
Iceland,ISL,1979,2041.92
Iceland,ISL,1980,2029.94
Iceland,ISL,1981,2022.3
Iceland,ISL,1982,2025.55
Iceland,ISL,1983,2025.57
Iceland,ISL,1984,2023.39
Iceland,ISL,1985,2022.31
Iceland,ISL,1986,2013.61
Iceland,ISL,1987,2011.39
Iceland,ISL,1988,2020.11
Iceland,ISL,1989,2014.7
Iceland,ISL,1990,2002.72
Iceland,ISL,1991,2007
Iceland,ISL,1992,2007
Iceland,ISL,1993,2025
Iceland,ISL,1994,1991
Iceland,ISL,1995,1975
Iceland,ISL,1996,1996
Iceland,ISL,1997,2026
Iceland,ISL,1998,2003
Iceland,ISL,1999,1979
Iceland,ISL,2000,2040
Iceland,ISL,2001,2053
Iceland,ISL,2002,2012
Iceland,ISL,2003,1973
Iceland,ISL,2004,1979
Iceland,ISL,2005,1970
Iceland,ISL,2006,1958
Iceland,ISL,2007,1932
Iceland,ISL,2008,1934
Iceland,ISL,2009,1849
Iceland,ISL,2010,1834
Iceland,ISL,2011,1878
Iceland,ISL,2012,1853
Iceland,ISL,2013,1846
Iceland,ISL,2014,1864
Iceland,ISL,2015,1869.42
Iceland,ISL,2016,1869.42
Indonesia,IDN,1970,1870.47
Indonesia,IDN,1971,1870.44
Indonesia,IDN,1972,1870.94
Indonesia,IDN,1973,1871.45
Indonesia,IDN,1974,1871.95
Indonesia,IDN,1975,1872.46
Indonesia,IDN,1976,1873.03
Indonesia,IDN,1977,1875.67
Indonesia,IDN,1978,1872.95
Indonesia,IDN,1979,1884.1
Indonesia,IDN,1980,1894.86
Indonesia,IDN,1981,1893.56
Indonesia,IDN,1982,1891.21
Indonesia,IDN,1983,1890.27
Indonesia,IDN,1984,1889.37
Indonesia,IDN,1985,1888.49
Indonesia,IDN,1986,1872.88
Indonesia,IDN,1987,1871.74
Indonesia,IDN,1988,1897.95
Indonesia,IDN,1989,1942.34
Indonesia,IDN,1990,1920.9
Indonesia,IDN,1991,1928.29
Indonesia,IDN,1992,1897.54
Indonesia,IDN,1993,1905.66
Indonesia,IDN,1994,1906.47
Indonesia,IDN,1995,1936.36
Indonesia,IDN,1996,1917.21
Indonesia,IDN,1997,1960.32
Indonesia,IDN,1998,1913.36
Indonesia,IDN,1999,1931.96
Indonesia,IDN,2000,1961.54
Indonesia,IDN,2001,1982.37
Indonesia,IDN,2002,1962.11
Indonesia,IDN,2003,1961.88
Indonesia,IDN,2004,2009.61
Indonesia,IDN,2005,1991.28
Indonesia,IDN,2006,2000.36
Indonesia,IDN,2007,2076.84
Indonesia,IDN,2008,2068.37
Indonesia,IDN,2009,2067.46
Indonesia,IDN,2010,2048.51
Indonesia,IDN,2011,2055.44
Indonesia,IDN,2012,2072.65
Indonesia,IDN,2013,2071.06
Indonesia,IDN,2014,2071.06
Indonesia,IDN,2015,2071.06
Indonesia,IDN,2016,2071.06
Ireland,IRL,1950,2512.94
Ireland,IRL,1951,2500.65
Ireland,IRL,1952,2488.42
Ireland,IRL,1953,2476.24
Ireland,IRL,1954,2464.13
Ireland,IRL,1955,2452.07
Ireland,IRL,1956,2440.08
Ireland,IRL,1957,2428.14
Ireland,IRL,1958,2416.26
Ireland,IRL,1959,2404.44
Ireland,IRL,1960,2392.68
Ireland,IRL,1961,2395.75
Ireland,IRL,1962,2398.82
Ireland,IRL,1963,2401.9
Ireland,IRL,1964,2404.98
Ireland,IRL,1965,2408.06
Ireland,IRL,1966,2411.15
Ireland,IRL,1967,2414.24
Ireland,IRL,1968,2417.34
Ireland,IRL,1969,2420.44
Ireland,IRL,1970,2423.54
Ireland,IRL,1971,2406.09
Ireland,IRL,1972,2385.3
Ireland,IRL,1973,2372.07
Ireland,IRL,1974,2334.61
Ireland,IRL,1975,2324.02
Ireland,IRL,1976,2318.74
Ireland,IRL,1977,2287.84
Ireland,IRL,1978,2267.41
Ireland,IRL,1979,2244.9
Ireland,IRL,1980,2203.95
Ireland,IRL,1981,2171.6
Ireland,IRL,1982,2163.9
Ireland,IRL,1983,2153.1
Ireland,IRL,1984,2135.26
Ireland,IRL,1985,2190.16
Ireland,IRL,1986,2198.93
Ireland,IRL,1987,2172.01
Ireland,IRL,1988,2180.88
Ireland,IRL,1989,2191.13
Ireland,IRL,1990,2182.45
Ireland,IRL,1991,2145.16
Ireland,IRL,1992,2103.96
Ireland,IRL,1993,2076.68
Ireland,IRL,1994,2079.55
Ireland,IRL,1995,2087.98
Ireland,IRL,1996,2095.76
Ireland,IRL,1997,2040.09
Ireland,IRL,1998,1953.19
Ireland,IRL,1999,1941.88
Ireland,IRL,2000,1932.72
Ireland,IRL,2001,1923.53
Ireland,IRL,2002,1904.28
Ireland,IRL,2003,1886.79
Ireland,IRL,2004,1875.26
Ireland,IRL,2005,1883.19
Ireland,IRL,2006,1878.81
Ireland,IRL,2007,1864.93
Ireland,IRL,2008,1843.9
Ireland,IRL,2009,1811.8
Ireland,IRL,2010,1801.28
Ireland,IRL,2011,1801.09
Ireland,IRL,2012,1805.56
Ireland,IRL,2013,1815.05
Ireland,IRL,2014,1821.26
Ireland,IRL,2015,1819.54
Ireland,IRL,2016,1821.36
Israel,ISR,1981,1944.64
Israel,ISR,1982,1920.63
Israel,ISR,1983,1907.62
Israel,ISR,1984,1910.63
Israel,ISR,1985,1910.63
Israel,ISR,1986,1905.62
Israel,ISR,1987,1899.62
Israel,ISR,1988,1857.61
Israel,ISR,1989,1888.62
Israel,ISR,1990,1883.62
Israel,ISR,1991,1876.61
Israel,ISR,1992,1929.63
Israel,ISR,1993,1931.63
Israel,ISR,1994,1971.64
Israel,ISR,1995,1995.65
Israel,ISR,1996,2009.19
Israel,ISR,1997,2011
Israel,ISR,1998,1986.11
Israel,ISR,1999,1997.31
Israel,ISR,2000,1998.52
Israel,ISR,2001,1971.84
Israel,ISR,2002,1989.84
Israel,ISR,2003,1977.75
Israel,ISR,2004,1957.58
Israel,ISR,2005,1948.36
Israel,ISR,2006,1936.75
Israel,ISR,2007,1950.19
Israel,ISR,2008,1944.84
Israel,ISR,2009,1945.94
Israel,ISR,2010,1941.68
Israel,ISR,2011,1932.84
Israel,ISR,2012,1906.7
Israel,ISR,2013,1899.81
Israel,ISR,2014,1884.43
Israel,ISR,2015,1884.78
Israel,ISR,2016,1886.48
Italy,ITA,1950,2107.11
Italy,ITA,1951,2113.56
Italy,ITA,1952,2120.03
Italy,ITA,1953,2126.52
Italy,ITA,1954,2133.04
Italy,ITA,1955,2139.57
Italy,ITA,1956,2146.12
Italy,ITA,1957,2152.69
Italy,ITA,1958,2159.28
Italy,ITA,1959,2165.89
Italy,ITA,1960,2172.53
Italy,ITA,1961,2155.78
Italy,ITA,1962,2106.52
Italy,ITA,1963,2091.73
Italy,ITA,1964,2085.58
Italy,ITA,1965,2027.78
Italy,ITA,1966,2046.48
Italy,ITA,1967,2071.01
Italy,ITA,1968,2064.55
Italy,ITA,1969,2063.42
Italy,ITA,1970,2042.09
Italy,ITA,1971,1989.61
Italy,ITA,1972,1970.84
Italy,ITA,1973,1954.55
Italy,ITA,1974,1923.96
Italy,ITA,1975,1908.51
Italy,ITA,1976,1906.39
Italy,ITA,1977,1871.5
Italy,ITA,1978,1861.52
Italy,ITA,1979,1854.98
Italy,ITA,1980,1856.03
Italy,ITA,1981,1862.31
Italy,ITA,1982,1873.72
Italy,ITA,1983,1872.99
Italy,ITA,1984,1862.62
Italy,ITA,1985,1859.13
Italy,ITA,1986,1867.56
Italy,ITA,1987,1886.69
Italy,ITA,1988,1890.35
Italy,ITA,1989,1874.49
Italy,ITA,1990,1863.78
Italy,ITA,1991,1856.83
Italy,ITA,1992,1859.97
Italy,ITA,1993,1859.83
Italy,ITA,1994,1853.76
Italy,ITA,1995,1856.09
Italy,ITA,1996,1866.13
Italy,ITA,1997,1860.11
Italy,ITA,1998,1873.79
Italy,ITA,1999,1870.36
Italy,ITA,2000,1850.81
Italy,ITA,2001,1837.76
Italy,ITA,2002,1826.59
Italy,ITA,2003,1815.8
Italy,ITA,2004,1815.34
Italy,ITA,2005,1812.06
Italy,ITA,2006,1812.58
Italy,ITA,2007,1818.15
Italy,ITA,2008,1807.03
Italy,ITA,2009,1775.66
Italy,ITA,2010,1777.27
Italy,ITA,2011,1773.26
Italy,ITA,2012,1734.17
Italy,ITA,2013,1719.51
Italy,ITA,2014,1718.8
Italy,ITA,2015,1724.83
Italy,ITA,2016,1728.97
Jamaica,JAM,1986,1864.82
Jamaica,JAM,1987,1893.67
Jamaica,JAM,1988,1915
Jamaica,JAM,1989,1972.91
Jamaica,JAM,1990,1938.22
Jamaica,JAM,1991,1947.97
Jamaica,JAM,1992,1963.45
Jamaica,JAM,1993,1951.13
Jamaica,JAM,1994,1958.88
Jamaica,JAM,1995,1948.52
Jamaica,JAM,1996,1969.26
Jamaica,JAM,1997,1963.95
Jamaica,JAM,1998,1999.21
Jamaica,JAM,1999,1983.45
Jamaica,JAM,2000,1963.45
Jamaica,JAM,2001,1970.64
Jamaica,JAM,2002,1929.57
Jamaica,JAM,2003,1947.24
Jamaica,JAM,2004,1933.78
Jamaica,JAM,2005,1930.05
Jamaica,JAM,2006,1932.14
Jamaica,JAM,2007,1936.71
Jamaica,JAM,2008,1948.31
Jamaica,JAM,2009,1892.27
Jamaica,JAM,2010,1888.93
Jamaica,JAM,2011,1896.11
Jamaica,JAM,2012,1870.33
Jamaica,JAM,2013,1856.75
Jamaica,JAM,2014,1848.72
Jamaica,JAM,2015,1848.72
Jamaica,JAM,2016,1848.72
Japan,JPN,1950,2130.91
Japan,JPN,1951,2112.62
Japan,JPN,1952,2094.5
Japan,JPN,1953,2076.52
Japan,JPN,1954,2108.38
Japan,JPN,1955,2135.22
Japan,JPN,1956,2188.16
Japan,JPN,1957,2212.38
Japan,JPN,1958,2238.73
Japan,JPN,1959,2262.97
Japan,JPN,1960,2280.45
Japan,JPN,1961,2282.98
Japan,JPN,1962,2259.25
Japan,JPN,1963,2252.56
Japan,JPN,1964,2260.12
Japan,JPN,1965,2240.8
Japan,JPN,1966,2249.01
Japan,JPN,1967,2263.31
Japan,JPN,1968,2267.27
Japan,JPN,1969,2253.28
Japan,JPN,1970,2243
Japan,JPN,1971,2239
Japan,JPN,1972,2228
Japan,JPN,1973,2201
Japan,JPN,1974,2137
Japan,JPN,1975,2112
Japan,JPN,1976,2128
Japan,JPN,1977,2129
Japan,JPN,1978,2123
Japan,JPN,1979,2126
Japan,JPN,1980,2121
Japan,JPN,1981,2106
Japan,JPN,1982,2104
Japan,JPN,1983,2095
Japan,JPN,1984,2108
Japan,JPN,1985,2093
Japan,JPN,1986,2097
Japan,JPN,1987,2096
Japan,JPN,1988,2092
Japan,JPN,1989,2070
Japan,JPN,1990,2031
Japan,JPN,1991,1998
Japan,JPN,1992,1965
Japan,JPN,1993,1905
Japan,JPN,1994,1898
Japan,JPN,1995,1884
Japan,JPN,1996,1892
Japan,JPN,1997,1865
Japan,JPN,1998,1842
Japan,JPN,1999,1810
Japan,JPN,2000,1821
Japan,JPN,2001,1809
Japan,JPN,2002,1798
Japan,JPN,2003,1799
Japan,JPN,2004,1787
Japan,JPN,2005,1775
Japan,JPN,2006,1784
Japan,JPN,2007,1785
Japan,JPN,2008,1771
Japan,JPN,2009,1714
Japan,JPN,2010,1733
Japan,JPN,2011,1728
Japan,JPN,2012,1745
Japan,JPN,2013,1734
Japan,JPN,2014,1729
Japan,JPN,2015,1729
Japan,JPN,2016,1729
Latvia,LVA,1990,1995.1
Latvia,LVA,1991,1987.9
Latvia,LVA,1992,1961.52
Latvia,LVA,1993,1960.61
Latvia,LVA,1994,1985.64
Latvia,LVA,1995,1975.91
Latvia,LVA,1996,1975.9
Latvia,LVA,1997,1975.92
Latvia,LVA,1998,1975.9
Latvia,LVA,1999,1975.9
Latvia,LVA,2000,1975.79
Latvia,LVA,2001,1987.14
Latvia,LVA,2002,1937.87
Latvia,LVA,2003,1927.73
Latvia,LVA,2004,1878.39
Latvia,LVA,2005,1905.51
Latvia,LVA,2006,1906.83
Latvia,LVA,2007,1878.21
