Entity,Code,Year,Genuine saving ($),GDP ($)
Germany,DEU,1983,1773.26,15682.33
Germany,DEU,1984,1898.92,15977.73
Germany,DEU,1985,1964.48,16428.33
Germany,DEU,1986,2338.82,17056.82
Germany,DEU,1987,1910.06,17342.09
Germany,DEU,1988,2827.03,17907.83
Germany,DEU,1989,3043.69,18387.08
Germany,DEU,1990,2918.66,19375.98
Germany,DEU,1991,1789.11,17838.87
Germany,DEU,1992,1882.86,18007.11
Germany,DEU,1993,1904.16,17663.95
Germany,DEU,1994,1870.83,17925.91
Germany,DEU,1995,1813.53,18149.93
Germany,DEU,1996,1849.65,18291.91
Germany,DEU,1997,1941.97,18562.42
Germany,DEU,1998,1910.98,18870.91
Germany,DEU,1999,1951.69,19262.91
Germany,DEU,2000,2068.08,19879.5
Mexico,MEX,1900,-64.5,1201.97
Mexico,MEX,1901,-88.15,1290.22
Mexico,MEX,1902,-63.18,1186.12
Mexico,MEX,1903,-78.49,1304.79
Mexico,MEX,1904,-76.04,1313.25
Mexico,MEX,1905,-84.02,1434.19
Mexico,MEX,1906,-36.74,1403.02
Mexico,MEX,1907,-41.15,1468.76
Mexico,MEX,1908,-73.28,1451.41
Mexico,MEX,1909,-64.61,1478.4
Mexico,MEX,1910,-43.08,1474.6
Mexico,MEX,1911,-93.87,1492.69
Mexico,MEX,1912,-140.27,1509.44
Mexico,MEX,1913,-204.61,1527.81
Mexico,MEX,1914,-229.93,1545.89
Mexico,MEX,1915,-207.04,1564.24
Mexico,MEX,1916,-300.88,1582.74
Mexico,MEX,1917,-374.69,1601.52
Mexico,MEX,1918,-398.82,1620.5
Mexico,MEX,1919,-409.74,1639.71
Mexico,MEX,1920,-725.49,1659.13
Mexico,MEX,1921,-495.94,1678.77
Mexico,MEX,1922,-572.27,1691.31
Mexico,MEX,1923,-375.95,1721.54
Mexico,MEX,1924,-427.67,1666.97
Mexico,MEX,1925,-377.49,1742.03
Mexico,MEX,1926,-325.95,1817.27
Mexico,MEX,1927,-226.01,1710.34
Mexico,MEX,1928,-188.76,1693.21
Mexico,MEX,1929,-148.98,1601.9
Mexico,MEX,1930,-67.44,1477.32
Mexico,MEX,1931,-99.06,1500.89
Mexico,MEX,1932,-105.08,1254.33
Mexico,MEX,1933,-106.62,1373.02
Mexico,MEX,1934,-116.67,1440.99
Mexico,MEX,1935,-85.12,1521.44
Mexico,MEX,1936,-77.01,1614.88
Mexico,MEX,1937,-25.17,1639.97
Mexico,MEX,1938,-106.74,1638.43
Mexico,MEX,1939,-104.57,1696.76
Mexico,MEX,1940,-95.29,1691.1
Mexico,MEX,1941,-55.62,1780.14
Mexico,MEX,1942,-95.96,1855.52
Mexico,MEX,1943,-74.98,1873.17
Mexico,MEX,1944,-11.53,1971.83
Mexico,MEX,1945,109.29,1978.76
Mexico,MEX,1946,233.86,2052.9
Mexico,MEX,1947,236.9,2065.99
Mexico,MEX,1948,125.5,2093.69
Mexico,MEX,1949,71.86,2149.37
Mexico,MEX,1950,99.64,2308.06
Mexico,MEX,1951,156.75,2416.87
Mexico,MEX,1952,185.26,2439.81
Mexico,MEX,1953,149.1,2373.28
Mexico,MEX,1954,189.45,2530.84
Mexico,MEX,1955,193.19,2661.21
Mexico,MEX,1956,279.2,2754.42
Mexico,MEX,1957,289.15,2869.37
Mexico,MEX,1958,261.9,2925.82
Mexico,MEX,1959,245.02,2917.36
Mexico,MEX,1960,257.34,3054.23
Mexico,MEX,1961,248.47,3103.92
Mexico,MEX,1962,230.73,3147.28
Mexico,MEX,1963,296.7,3292.62
Mexico,MEX,1964,388.69,3562.72
Mexico,MEX,1965,410.91,3675
Mexico,MEX,1966,500.25,3806.54
Mexico,MEX,1967,585.92,3918.54
Mexico,MEX,1968,554.56,4105.06
Mexico,MEX,1969,584.02,4228.91
Mexico,MEX,1970,749.99,4381.68
Mexico,MEX,1971,592.84,4422.51
Mexico,MEX,1972,708.34,4648.05
Mexico,MEX,1973,785.37,4883.5
Mexico,MEX,1974,730.21,5026.27
Mexico,MEX,1975,855.39,5155.39
Mexico,MEX,1976,820.35,5223.77
Mexico,MEX,1977,683.45,5255.68
Mexico,MEX,1978,779.53,5538.51
Mexico,MEX,1979,718.53,5892.69
Mexico,MEX,1980,365.68,6231.29
Mexico,MEX,1981,620.48,6627.18
Mexico,MEX,1982,301.26,6447.43
Mexico,MEX,1983,-201.22,6053.1
Mexico,MEX,1984,-50.38,6149.95
Mexico,MEX,1985,137.96,6189.38
Mexico,MEX,1986,366.08,5847.06
Mexico,MEX,1987,220.36,5849.59
Mexico,MEX,1988,354.88,5819.34
Mexico,MEX,1989,330.58,5958.59
Mexico,MEX,1990,377.62,6150.95
Mexico,MEX,1991,522.28,6296.57
Mexico,MEX,1992,663.36,6408.32
Mexico,MEX,1993,246.84,6416.96
Mexico,MEX,1994,336.33,6582.61
Mexico,MEX,1995,54.86,6070.58
Mexico,MEX,1996,139.71,6272.48
Mexico,MEX,1997,332.58,6578.97
Mexico,MEX,1998,533.81,6791.76
Mexico,MEX,1999,554.45,6936.11
Mexico,MEX,2000,576.65,7292.69
Switzerland,CHE,1900,575.42,5415.91
Switzerland,CHE,1901,655.09,5187.49
Switzerland,CHE,1902,551.3,5445.71
Switzerland,CHE,1903,430.42,5285.82
Switzerland,CHE,1904,422.62,5559.88
Switzerland,CHE,1905,387.37,5767.09
Switzerland,CHE,1906,610.97,6286.17
Switzerland,CHE,1907,514,6106.16
Switzerland,CHE,1908,679.67,5942.16
Switzerland,CHE,1909,567.71,6352.47
Switzerland,CHE,1910,587.62,6537.05
Switzerland,CHE,1911,634.89,6385.83
Switzerland,CHE,1912,551.87,6612.94
Switzerland,CHE,1913,664.72,6605.76
Switzerland,CHE,1914,1021.11,6259.08
Switzerland,CHE,1915,1311.01,6307.68
Switzerland,CHE,1916,1855.18,7514.5
Switzerland,CHE,1917,2212.63,7287.44
Switzerland,CHE,1918,2687.51,6015.01
Switzerland,CHE,1919,2616.6,5920.66
Switzerland,CHE,1920,1872.41,6748.07
Switzerland,CHE,1921,1084.7,5264.98
Switzerland,CHE,1922,809.36,5952.24
Switzerland,CHE,1923,884.44,6142.98
Switzerland,CHE,1924,1002.06,6580.99
Switzerland,CHE,1925,886.25,6829.88
Switzerland,CHE,1926,847.2,6992.11
Switzerland,CHE,1927,999.58,7536.4
Switzerland,CHE,1928,1007.16,7840.14
Switzerland,CHE,1929,1090.96,7910.5
Switzerland,CHE,1930,838.95,8133.63
Switzerland,CHE,1931,298.54,7906.26
Switzerland,CHE,1932,-257.48,7559.3
Switzerland,CHE,1933,-26.23,7780.7
Switzerland,CHE,1934,46.81,7672.56
Switzerland,CHE,1935,193.73,7281.25
Switzerland,CHE,1936,142.16,7254.59
Switzerland,CHE,1937,155.73,7866.22
Switzerland,CHE,1938,808.4,7614.6
Switzerland,CHE,1939,790.68,7791.5
Switzerland,CHE,1940,778.88,8530.51
Switzerland,CHE,1941,1220.42,8200.59
Switzerland,CHE,1942,1598.04,7653.41
Switzerland,CHE,1943,2110.21,7523.19
Switzerland,CHE,1944,2252.84,7823.3
Switzerland,CHE,1945,2394.15,7958.45
Switzerland,CHE,1946,1120.28,9803.77
Switzerland,CHE,1947,1074.48,9680.59
Switzerland,CHE,1948,842.36,9683.35
Switzerland,CHE,1949,733.52,9238.57
Switzerland,CHE,1950,869.83,9797.28
Switzerland,CHE,1951,1304.07,10385.4
Switzerland,CHE,1952,1440.82,10322.23
Switzerland,CHE,1953,1681.53,10525.01
Switzerland,CHE,1954,1922.8,10959.84
Switzerland,CHE,1955,2231.73,11510.27
Switzerland,CHE,1956,2452.39,12082.25
Switzerland,CHE,1957,2551.49,12394.37
Switzerland,CHE,1958,2288.81,11985.7
Switzerland,CHE,1959,2650.15,12578.25
Switzerland,CHE,1960,3194.84,13247.01
Switzerland,CHE,1961,3510.62,13924.24
Switzerland,CHE,1962,3468.12,14246.57
Switzerland,CHE,1963,3617.27,14633.26
Switzerland,CHE,1964,3902.1,15128.63
Switzerland,CHE,1965,3559.35,15429.71
Switzerland,CHE,1966,3621.05,15602.67
Switzerland,CHE,1967,3697.91,15839.5
Switzerland,CHE,1968,3891.21,16212.17
Switzerland,CHE,1969,4089.64,16917.85
Switzerland,CHE,1970,5111.7,17871.51
Switzerland,CHE,1971,5471.63,18449.2
Switzerland,CHE,1972,5644.32,18865.14
Switzerland,CHE,1973,5774.23,19298.16
Switzerland,CHE,1974,5722.75,19418.41
Switzerland,CHE,1975,4535.19,18290.97
Switzerland,CHE,1976,4263.67,18247.25
Switzerland,CHE,1977,4264.03,18693.28
Switzerland,CHE,1978,4331.39,18780.1
Switzerland,CHE,1979,4321.94,19171.37
Switzerland,CHE,1980,4562.42,19887.22
Switzerland,CHE,1981,4811.81,20086.28
Switzerland,CHE,1982,4487.12,19709.42
Switzerland,CHE,1983,4319.91,19779.47
Switzerland,CHE,1984,4890.92,20285.96
Switzerland,CHE,1985,5114.2,20937.33
Switzerland,CHE,1986,4996.78,21200.36
Switzerland,CHE,1987,4900.02,21394.2
Switzerland,CHE,1988,5462.69,21917.93
Switzerland,CHE,1989,5708.66,22682.55
Switzerland,CHE,1990,3918.79,23248.37
Switzerland,CHE,1991,3386.78,22725.49
Switzerland,CHE,1992,2932.71,22501.19
Switzerland,CHE,1993,3171.19,22277.38
Switzerland,CHE,1994,3310.74,22398.09
Switzerland,CHE,1995,3559.32,22367.7
Switzerland,CHE,1996,3416.34,22410.75
Switzerland,CHE,1997,4071.49,22960.92
Switzerland,CHE,1998,4341.97,23436.25
Switzerland,CHE,1999,4395.27,23638.7
Switzerland,CHE,2000,4935.51,24407.05
United Kingdom,GBR,1900,160.61,5312.23
United Kingdom,GBR,1901,374.53,5386.26
United Kingdom,GBR,1902,316.34,5429
United Kingdom,GBR,1903,335,5364.61
United Kingdom,GBR,1904,392.08,5370.8
United Kingdom,GBR,1905,515.14,5463.49
United Kingdom,GBR,1906,486.66,5541.42
United Kingdom,GBR,1907,440.8,5603.23
United Kingdom,GBR,1908,405.13,5335.85
United Kingdom,GBR,1909,466.29,5447.6
United Kingdom,GBR,1910,473.25,5525.87
United Kingdom,GBR,1911,583.37,5652.98
United Kingdom,GBR,1912,520.16,5725.92
United Kingdom,GBR,1913,672.32,5926.97
United Kingdom,GBR,1914,238.54,6004.85
United Kingdom,GBR,1915,-182.65,6305.16
United Kingdom,GBR,1916,-291.37,6318.6
United Kingdom,GBR,1917,-205.77,6289.48
United Kingdom,GBR,1918,-249.46,6419.99
United Kingdom,GBR,1919,-139.71,5897.22
United Kingdom,GBR,1920,49.8,5672.55
United Kingdom,GBR,1921,235.84,5079.91
United Kingdom,GBR,1922,205.56,5305.61
United Kingdom,GBR,1923,112.13,5455.24
United Kingdom,GBR,1924,138.97,5663.5
United Kingdom,GBR,1925,354.65,5829.01
United Kingdom,GBR,1926,89.29,5628.33
United Kingdom,GBR,1927,352.22,6045.35
United Kingdom,GBR,1928,359.18,6078.73
United Kingdom,GBR,1929,340.06,6249.56
United Kingdom,GBR,1930,323.61,6151.16
United Kingdom,GBR,1931,54.65,5841.77
United Kingdom,GBR,1932,62.7,5830.18
United Kingdom,GBR,1933,46.27,5971.69
United Kingdom,GBR,1934,208.36,6322.19
United Kingdom,GBR,1935,254.63,6509.33
United Kingdom,GBR,1936,225.03,6810.96
United Kingdom,GBR,1937,278.54,6998.98
United Kingdom,GBR,1938,305.7,7047.31
United Kingdom,GBR,1939,8.85,7252.78
United Kingdom,GBR,1940,-507.89,7967.25
United Kingdom,GBR,1941,-655,8633.32
United Kingdom,GBR,1942,-693.26,8777.01
United Kingdom,GBR,1943,-674.55,8852.63
United Kingdom,GBR,1944,-907.04,8422.88
United Kingdom,GBR,1945,-959.73,8013.04
United Kingdom,GBR,1946,-128.68,7849.99
United Kingdom,GBR,1947,139.82,7683.07
United Kingdom,GBR,1948,603,7842.42
United Kingdom,GBR,1949,532.05,8053.13
United Kingdom,GBR,1950,615.43,8273.68
United Kingdom,GBR,1951,614.77,8504.2
United Kingdom,GBR,1952,596.21,8473.1
United Kingdom,GBR,1953,697.67,8785.83
United Kingdom,GBR,1954,703.31,9098.73
United Kingdom,GBR,1955,748.84,9382.6
United Kingdom,GBR,1956,883.36,9426.65
United Kingdom,GBR,1957,945.65,9541.88
United Kingdom,GBR,1958,930.73,9531.9
United Kingdom,GBR,1959,960.97,9873.8
United Kingdom,GBR,1960,1071.53,10327.98
United Kingdom,GBR,1961,1157.59,10475.19
United Kingdom,GBR,1962,1086.17,10495.88
United Kingdom,GBR,1963,1143.66,10876.83
United Kingdom,GBR,1964,1379.98,11399.35
United Kingdom,GBR,1965,1445.48,11574.13
United Kingdom,GBR,1966,1439.09,11736.3
United Kingdom,GBR,1967,1515.28,11952.22
United Kingdom,GBR,1968,1514.95,12404.81
United Kingdom,GBR,1969,1830.87,12601.09
United Kingdom,GBR,1970,1773.67,12841.86
United Kingdom,GBR,1971,1819.88,13044.39
United Kingdom,GBR,1972,1514.25,13473.82
United Kingdom,GBR,1973,1901.7,14420.85
United Kingdom,GBR,1974,1493.06,14225.85
United Kingdom,GBR,1975,1263.84,14138.18
United Kingdom,GBR,1976,1582.26,14511.04
United Kingdom,GBR,1977,1730.76,14862.7
United Kingdom,GBR,1978,1585.57,15350.41
United Kingdom,GBR,1979,941.54,15739.42
United Kingdom,GBR,1980,687.29,15390.21
United Kingdom,GBR,1981,596.9,15178.46
United Kingdom,GBR,1982,425.29,15515.9
United Kingdom,GBR,1983,604.67,16068.67
United Kingdom,GBR,1984,822.35,16469.48
United Kingdom,GBR,1985,582.77,17020.34
United Kingdom,GBR,1986,1009.09,17661.2
United Kingdom,GBR,1987,855.19,18427.92
United Kingdom,GBR,1988,1287.57,19317.66
United Kingdom,GBR,1989,1476.34,19704.98
United Kingdom,GBR,1990,1241.18,19802.62
United Kingdom,GBR,1991,1093.6,19456.16
United Kingdom,GBR,1992,1099.96,19437.87
United Kingdom,GBR,1993,922.19,19823.72
United Kingdom,GBR,1994,1238.93,20620.01
United Kingdom,GBR,1995,1379.64,21189.85
United Kingdom,GBR,1996,1307.64,21748.71
United Kingdom,GBR,1997,1781.77,22435.91
United Kingdom,GBR,1998,1744.69,23232.51
United Kingdom,GBR,1999,1447.97,23995.84
United Kingdom,GBR,2000,1466.78,24978.49
United States,USA,1900,705.22,3993.93
United States,USA,1901,963.54,4132.26
United States,USA,1902,804.6,4257.57
United States,USA,1903,891.4,4298.41
United States,USA,1904,515.79,4072.36
United States,USA,1905,872.13,4440.63
United States,USA,1906,1181.46,4531.28
United States,USA,1907,721.18,4565.47
United States,USA,1908,97.84,3992.54
United States,USA,1909,861.07,4200.91
United States,USA,1910,397.86,4156.95
United States,USA,1911,321.03,4226.56
United States,USA,1912,438.56,4350.74
United States,USA,1913,499.21,4436.89
United States,USA,1914,57.11,4016.88
United States,USA,1915,394.01,4072.48
United States,USA,1916,882.7,4571.16
United States,USA,1917,614.61,4395.73
United States,USA,1918,414.48,4739.28
United States,USA,1919,1014.91,4755.99
United States,USA,1920,987.41,4647.79
United States,USA,1921,237.86,4452.35
United States,USA,1922,297.07,4639.04
United States,USA,1923,679.54,5160.57
United States,USA,1924,313.9,5216.63
United States,USA,1925,663.29,5257.27
United States,USA,1926,630.23,5530.04
United States,USA,1927,543.94,5506.48
United States,USA,1928,472.14,5498.43
United States,USA,1929,412.27,5777.86
United States,USA,1930,147.71,5235.26
United States,USA,1931,-105.19,4838.63
United States,USA,1932,-382.15,4172.37
United States,USA,1933,-364.22,4095.2
United States,USA,1934,-205.68,4531.98
United States,USA,1935,-39.55,4911.14
United States,USA,1936,37.22,5506.33
United States,USA,1937,227.73,5785.72
United States,USA,1938,16.53,5494.45
United States,USA,1939,126.19,5902.86
United States,USA,1940,397.28,6386.99
United States,USA,1941,529.88,7458.75
United States,USA,1942,-50.21,8747.75
United States,USA,1943,-380.31,10072.05
United States,USA,1944,-331.06,10752.94
United States,USA,1945,-151.03,10533.25
United States,USA,1946,1004.38,9248.95
United States,USA,1947,1075.72,8950.46
United States,USA,1948,1082.96,9156
United States,USA,1949,680.97,8940.13
United States,USA,1950,1050.85,9585
United States,USA,1951,1108.35,10211.52
United States,USA,1952,837.36,10401.05
United States,USA,1953,775.77,10706.68
United States,USA,1954,682.19,10447.78
United States,USA,1955,1029.69,11028.05
United States,USA,1956,1077.84,11064.89
United States,USA,1957,1029.16,11080.02
United States,USA,1958,746.89,10806.35
United States,USA,1959,960.55,11366.82
United States,USA,1960,934.28,11474.1
United States,USA,1961,938.47,11575.37
United States,USA,1962,1095.17,12094.31
United States,USA,1963,972.53,12438.9
United States,USA,1964,1124.38,12975.05
United States,USA,1965,1370.91,13650.6
United States,USA,1966,1441.72,14381.23
United States,USA,1967,1342.02,14615.82
United States,USA,1968,1368.14,15184.4
United States,USA,1969,1501.2,15504.89
United States,USA,1970,1389.08,15354.47
United States,USA,1971,1515.89,15661.7
United States,USA,1972,1763.75,16309.04
United States,USA,1973,2183.9,17067.38
United States,USA,1974,1725.77,16830.66
United States,USA,1975,1161.01,16626.75
United States,USA,1976,1403.66,17356.5
United States,USA,1977,1589.21,17978.64
United States,USA,1978,1841.64,18774.98
United States,USA,1979,1584.19,19158.28
United States,USA,1980,912.29,18887.39
United States,USA,1981,1209.21,19178.43
United States,USA,1982,664.24,18650.89
United States,USA,1983,745.5,19341.58
United States,USA,1984,1227.9,20562.75
United States,USA,1985,1055,21243.61
United States,USA,1986,1104.46,21789.54
United States,USA,1987,1099.06,22366.9
United States,USA,1988,1362.95,23095.63
United States,USA,1989,1537.26,23717.79
United States,USA,1990,1400.24,23901.1
United States,USA,1991,1438.3,23572.85
United States,USA,1992,1413.88,24086.89
United States,USA,1993,1521.07,24428.97
United States,USA,1994,1785.73,25108.79
United States,USA,1995,1662.45,25488.54
United States,USA,1996,1755.7,26148.43
United States,USA,1997,2025.02,26994.92
United States,USA,1998,2078.31,27872.37
United States,USA,1999,1994.52,28890.19
United States,USA,2000,1683.64,29744.84
World,OWID_WRL,1900,329.11,3158.87
World,OWID_WRL,1901,415.01,3294.8
World,OWID_WRL,1902,361.95,3362.36
World,OWID_WRL,1903,406.67,3395.45
World,OWID_WRL,1904,323.81,3370.59
World,OWID_WRL,1905,468.96,3512.79
World,OWID_WRL,1906,551.92,3606.38
World,OWID_WRL,1907,423.04,3614.36
World,OWID_WRL,1908,196.42,3405.45
World,OWID_WRL,1909,448.79,3560.96
World,OWID_WRL,1910,314.52,3574.38
World,OWID_WRL,1911,321.61,3636.81
World,OWID_WRL,1912,350.9,3688.85
World,OWID_WRL,1913,388.84,3756.33
World,OWID_WRL,1914,155.04,3509.1
World,OWID_WRL,1915,147.53,3385.4
World,OWID_WRL,1916,272.24,3680.95
World,OWID_WRL,1917,181.92,3609.61
World,OWID_WRL,1918,86.41,3688.23
World,OWID_WRL,1919,310.24,3630.95
World,OWID_WRL,1920,379.38,3721.55
World,OWID_WRL,1921,227.72,3570.45
World,OWID_WRL,1922,232.15,3791.13
World,OWID_WRL,1923,328.78,3945.97
World,OWID_WRL,1924,194.72,4081.33
World,OWID_WRL,1925,355.39,3972.75
World,OWID_WRL,1926,286.53,4074.62
World,OWID_WRL,1927,319.68,4106.76
World,OWID_WRL,1928,307.99,4178.83
World,OWID_WRL,1929,274.12,4286.62
World,OWID_WRL,1930,135.58,4031.24
World,OWID_WRL,1931,-39.64,3736.31
World,OWID_WRL,1932,-124.8,3419.78
World,OWID_WRL,1933,-77.07,3443.14
World,OWID_WRL,1934,-3.12,3681.64
World,OWID_WRL,1935,102.18,3890.04
World,OWID_WRL,1936,126.65,4255.34
World,OWID_WRL,1937,240.34,4497.08
World,OWID_WRL,1938,179.03,4488.35
World,OWID_WRL,1939,167.99,4656.83
World,OWID_WRL,1940,76.16,4974.24
World,OWID_WRL,1941,114.3,5498.17
World,OWID_WRL,1942,-69.31,5965.56
World,OWID_WRL,1943,-132.95,6493.39
World,OWID_WRL,1944,-135.64,6636.02
World,OWID_WRL,1945,-532.17,6113.07
World,OWID_WRL,1946,289.63,5623.39
World,OWID_WRL,1947,372.62,5578.56
World,OWID_WRL,1948,392.41,5749.99
World,OWID_WRL,1949,369.21,5859.04
World,OWID_WRL,1950,540.96,6189.23
World,OWID_WRL,1951,596.08,6520.41
World,OWID_WRL,1952,472.79,6619.28
World,OWID_WRL,1953,455.42,6793.24
World,OWID_WRL,1954,458.88,6839.79
World,OWID_WRL,1955,619.85,7184
World,OWID_WRL,1956,654.81,7264.99
World,OWID_WRL,1957,679.86,7384.67
World,OWID_WRL,1958,575.73,7308.36
World,OWID_WRL,1959,670.54,7572.97
World,OWID_WRL,1960,650.49,7792.21
World,OWID_WRL,1961,702.68,7937.36
World,OWID_WRL,1962,766.53,8175.1
World,OWID_WRL,1963,721,8364.36
World,OWID_WRL,1964,851.9,8724.01
World,OWID_WRL,1965,939.17,9072.66
World,OWID_WRL,1966,997.5,9403.78
World,OWID_WRL,1967,981.58,9520.42
World,OWID_WRL,1968,991.02,9828.35
World,OWID_WRL,1969,1124.78,10153.33
World,OWID_WRL,1970,1091.37,10200.26
World,OWID_WRL,1971,1085.64,10439.04
World,OWID_WRL,1972,1149.62,10807.8
World,OWID_WRL,1973,1390.72,11509.38
World,OWID_WRL,1974,1220.62,11497.53
World,OWID_WRL,1975,930.17,11397.13
World,OWID_WRL,1976,1061.16,11816.63
World,OWID_WRL,1977,1097.4,12137.57
World,OWID_WRL,1978,1175.01,12533.59
World,OWID_WRL,1979,1072.63,12843.09
World,OWID_WRL,1980,844.46,12814.89
World,OWID_WRL,1981,894.71,12825.33
World,OWID_WRL,1982,632.93,12616.46
World,OWID_WRL,1983,567.7,12800.67
World,OWID_WRL,1984,755.98,13292.21
World,OWID_WRL,1985,706.99,13621.34
World,OWID_WRL,1986,869.96,13974.08
World,OWID_WRL,1987,839.07,14258.63
World,OWID_WRL,1988,1089.92,14610.19
World,OWID_WRL,1989,1205.39,14918.11
World,OWID_WRL,1990,1049.87,15037.34
World,OWID_WRL,1991,914.35,14855.46
World,OWID_WRL,1992,921.89,15049.44
World,OWID_WRL,1993,913.3,15183.84
World,OWID_WRL,1994,1016.45,15588.95
World,OWID_WRL,1995,951.41,15755.02
World,OWID_WRL,1996,942.8,16061.67
World,OWID_WRL,1997,1110.82,16527.22
World,OWID_WRL,1998,1174.11,16944.97
World,OWID_WRL,1999,1108.51,17354.72
World,OWID_WRL,2000,1005.7,17845.88
