Entity,Code,Year,Wind (kilowatt-hours)
Czech Republic,CZE,1973,0
Czech Republic,CZE,1974,0
Czech Republic,CZE,1975,0
Czech Republic,CZE,1976,0
Czech Republic,CZE,1977,0
Czech Republic,CZE,1978,0
Czech Republic,CZE,1979,0
Czech Republic,CZE,1980,0
Czech Republic,CZE,1981,0
Czech Republic,CZE,1982,0
Czech Republic,CZE,1983,0
Czech Republic,CZE,1984,0
Czech Republic,CZE,1985,0
Czech Republic,CZE,1986,0
Czech Republic,CZE,1987,0
Czech Republic,CZE,1988,0
Czech Republic,CZE,1989,0
Czech Republic,CZE,1990,0
Czech Republic,CZE,1991,0
Czech Republic,CZE,1992,0
Czech Republic,CZE,1993,0
Czech Republic,CZE,1994,0
Czech Republic,CZE,1995,0
Czech Republic,CZE,1996,0
Czech Republic,CZE,1997,0
Czech Republic,CZE,1998,0
Czech Republic,CZE,1999,0
Czech Republic,CZE,2000,0
Czech Republic,CZE,2001,0.05129383701684354
Czech Republic,CZE,2002,0.4107028092079595
Czech Republic,CZE,2003,1.0023597021193478
Czech Republic,CZE,2004,2.544450677800566
Czech Republic,CZE,2005,5.459153518229675
Czech Republic,CZE,2006,12.616196672492476
Czech Republic,CZE,2007,31.782704953659014
Czech Republic,CZE,2008,61.75968649016787
Czech Republic,CZE,2009,72.2798489836003
Czech Republic,CZE,2010,83.78820531175857
Czech Republic,CZE,2011,98.81806839405698
Czech Republic,CZE,2012,103.7858331244684
Czech Republic,CZE,2013,118.88960124964579
Czech Republic,CZE,2014,118.39744760456992
Czech Republic,CZE,2015,142.14150564758046
Czech Republic,CZE,2016,123.16552774743387
Czech Republic,CZE,2017,146.16701054130252
Czech Republic,CZE,2018,150.33011927807988
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,1.5449578767123286
Denmark,DNK,1979,3.0844831998437194
Denmark,DNK,1980,5.392579516003123
Denmark,DNK,1981,5.391527305365854
Denmark,DNK,1982,9.503067552215501
Denmark,DNK,1983,13.92886484765625
Denmark,DNK,1984,17.077486544175137
Denmark,DNK,1985,26.44958094251076
Denmark,DNK,1986,64.61902663538613
Denmark,DNK,1987,89.38214112761383
Denmark,DNK,1988,149.8695000097618
Denmark,DNK,1989,219.75992683820664
Denmark,DNK,1990,312.40082288854313
Denmark,DNK,1991,377.81407960426776
Denmark,DNK,1992,465.7670861755607
Denmark,DNK,1993,524.2879882893469
Denmark,DNK,1994,574.1902247342163
Denmark,DNK,1995,592.0424027594115
Denmark,DNK,1996,614.4023234500476
Denmark,DNK,1997,964.3804471826451
Denmark,DNK,1998,1400.1489582
Denmark,DNK,1999,1497.7550988181138
Denmark,DNK,2000,2089.693433424453
Denmark,DNK,2001,2114.899237969392
Denmark,DNK,2002,2388.6189676530807
Denmark,DNK,2003,2716.4730552552446
Denmark,DNK,2004,3206.3625029483624
Denmark,DNK,2005,3210.1186209166353
Denmark,DNK,2006,2952.530227762675
Denmark,DNK,2007,3450.014432778794
Denmark,DNK,2008,3315.9426385594766
Denmark,DNK,2009,3200.4209754252624
Denmark,DNK,2010,3699.5699578145814
Denmark,DNK,2011,4607.11715737059
Denmark,DNK,2012,4816.637849214045
Denmark,DNK,2013,5191.872351958142
Denmark,DNK,2014,6076.4676147598875
Denmark,DNK,2015,6537.589468679909
Denmark,DNK,2016,5889.7098655647005
Denmark,DNK,2017,6785.543761196791
Denmark,DNK,2018,6358.79660958797
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.1770953633629433
Ecuador,ECU,2008,0.48562930792515147
Ecuador,ECU,2009,0.5707784215513741
Ecuador,ECU,2010,0.6021637619079343
Ecuador,ECU,2011,0.5773916590133823
Ecuador,ECU,2012,0.4078774932144242
Ecuador,ECU,2013,9.50011806646718
Ecuador,ECU,2014,13.155001976554665
Ecuador,ECU,2015,16.038528259930917
Ecuador,ECU,2016,13.39785802740889
Ecuador,ECU,2017,11.507768249627643
Ecuador,ECU,2018,12.362717230156873
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.4677254373778067
Egypt,EGY,2000,3.0776688380404464
Egypt,EGY,2001,6.714647052585065
Egypt,EGY,2002,7.822767342799189
Egypt,EGY,2003,10.334654892620769
Egypt,EGY,2004,17.883415500997682
Egypt,EGY,2005,17.774451271913563
Egypt,EGY,2006,20.712656473580147
Egypt,EGY,2007,22.283126976684734
Egypt,EGY,2008,30.725760470892563
Egypt,EGY,2009,33.640940866826895
Egypt,EGY,2010,44.80700081499741
Egypt,EGY,2011,51.23728754462966
Egypt,EGY,2012,54.27175713383166
Egypt,EGY,2013,45.92858230224535
Egypt,EGY,2014,32.774377407575344
Egypt,EGY,2015,53.26597997144187
Egypt,EGY,2016,70.37650828676402
Egypt,EGY,2017,66.83384170297482
Egypt,EGY,2018,65.2110634441803
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,2.6639259219088935
Estonia,EST,2003,11.691648317552806
Estonia,EST,2004,14.662752712609972
Estonia,EST,2005,104.60332476401182
Estonia,EST,2006,148.84319704225354
Estonia,EST,2007,178.17982061011907
Estonia,EST,2008,261.1940300671642
Estonia,EST,2009,384.10022328592817
Estonia,EST,2010,547.2577875075076
Estonia,EST,2011,729.2327197740965
Estonia,EST,2012,863.2692841118669
Estonia,EST,2013,1055.4247660424564
Estonia,EST,2014,1207.8067489969606
Estonia,EST,2015,1431.0586318250948
Estonia,EST,2016,1186.9080479726651
Estonia,EST,2017,1442.480344836998
Estonia,EST,2018,1260.8675576190476
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.011486825813723525
Europe,,1979,0.022867216062532465
Europe,,1980,0.03983981128882354
Europe,,1981,0.03967130044649388
Europe,,1982,0.06961551225293953
Europe,,1983,0.11282424966856869
Europe,,1984,0.1426295650200829
Europe,,1985,0.21347659986658832
Europe,,1986,0.4948874603007798
Europe,,1987,0.7039395172499798
Europe,,1988,1.2116794427394657
Europe,,1989,1.887397243987362
Europe,,1990,2.845514182111077
Europe,,1991,3.5682161886393566
Europe,,1992,5.57655422804723
Europe,,1993,8.285870657306557
Europe,,1994,10.791164141172702
Europe,,1995,13.9834256418276
Europe,,1996,17.47792731807423
Europe,,1997,26.420097574192354
Europe,,1998,40.50418037258982
Europe,,1999,51.653297197044076
Europe,,2000,81.4426301767852
Europe,,2001,97.6611092732766
Europe,,2002,131.97876580581072
Europe,,2003,161.16319720421387
Europe,,2004,214.30223510425634
Europe,,2005,256.54708277786006
Europe,,2006,299.57415102602135
Europe,,2007,380.0762251406063
Europe,,2008,435.4314227998844
Europe,,2009,484.7741196545857
Europe,,2010,548.331819644893
Europe,,2011,665.7202762960785
Europe,,2012,764.8024445199248
Europe,,2013,881.6242072483568
Europe,,2014,939.4180267193414
Europe,,2015,1129.0704000960043
Europe,,2016,1142.1634448903658
Europe,,2017,1356.7023735935782
Europe,,2018,1425.6472563287134
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0
Finland,FIN,1991,0.3145939330543933
Finland,FIN,1992,1.2518905450941527
Finland,FIN,1993,2.282914885646688
Finland,FIN,1994,3.717355974102413
Finland,FIN,1995,5.552072031646807
Finland,FIN,1996,5.635073463110765
Finland,FIN,1997,8.47907814052795
Finland,FIN,1998,11.72081939969016
Finland,FIN,1999,24.91255199768161
Finland,FIN,2000,38.8548481303007
Finland,FIN,2001,35.22267167692308
Finland,FIN,2002,31.803083880682905
Finland,FIN,2003,46.26786017600919
Finland,FIN,2004,60.39277960702023
Finland,FIN,2005,84.21653196235025
Finland,FIN,2006,76.14972697744933
Finland,FIN,2007,93.58049645715364
Finland,FIN,2008,128.88255581688287
Finland,FIN,2009,136.25884344065895
Finland,FIN,2010,144.32979547148716
Finland,FIN,2011,235.03564133951764
Finland,FIN,2012,240.21966243028623
Finland,FIN,2013,374.34319412024274
Finland,FIN,2014,533.5440772715621
Finland,FIN,2015,1117.448795338442
Finland,FIN,2016,1468.4765752855585
Finland,FIN,2017,2289.7745189330435
Finland,FIN,2018,2790.7220518522545
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0.012601372933100397
France,FRA,1991,0.022638183048107673
France,FRA,1992,0.022545882548515236
France,FRA,1993,0.11018862454244378
France,FRA,1994,0.2149608199767309
France,FRA,1995,0.21462563198505247
France,FRA,1996,0.33705368665103774
France,FRA,1997,0.5030016449391114
France,FRA,1998,0.8779073968243105
France,FRA,1999,1.65614239046743
France,FRA,2000,2.140401438447852
France,FRA,2001,5.805214262932777
France,FRA,2002,11.661094298446567
France,FRA,2003,16.946369058122553
France,FRA,2004,25.79639324903621
France,FRA,2005,41.419812680628276
France,FRA,2006,93.35390373815214
France,FRA,2007,173.1162022211447
France,FRA,2008,240.86885372421992
France,FRA,2009,332.9078014585166
France,FRA,2010,416.2063076929071
France,FRA,2011,501.6574843802791
France,FRA,2012,617.4050852600529
France,FRA,2013,660.3453416389646
France,FRA,2014,707.1082228817336
France,FRA,2015,867.5844576803253
France,FRA,2016,870.8447682206038
France,FRA,2017,986.8842508636245
France,FRA,2018,1140.5377196502593
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0.03382230483510269
Germany,DEU,1987,0.06746252691755539
Germany,DEU,1988,0.2688438729120907
Germany,DEU,1989,0.8698329234680905
Germany,DEU,1990,2.363474362714094
Germany,DEU,1991,3.3105369762614645
Germany,DEU,1992,9.050238295586711
Germany,DEU,1993,19.6315678260329
Germany,DEU,1994,29.59317690670889
Germany,DEU,1995,48.64945860437028
Germany,DEU,1996,65.75387859500272
Germany,DEU,1997,95.88893180063637
Germany,DEU,1998,145.1194414544919
Germany,DEU,1999,178.73655750743336
Germany,DEU,2000,307.5418056455081
Germany,DEU,2001,339.52001321175146
Germany,DEU,2002,509.5002792433924
Germany,DEU,2003,603.3858999817434
Germany,DEU,2004,822.1951764097447
Germany,DEU,2005,878.0959420736982
Germany,DEU,2006,991.945569868544
Germany,DEU,2007,1285.8079029169028
Germany,DEU,2008,1317.120423004589
Germany,DEU,2009,1257.1725976849198
Germany,DEU,2010,1255.0196553092408
Germany,DEU,2011,1622.6703216310477
Germany,DEU,2012,1679.5722032405863
Germany,DEU,2013,1709.680180589844
Germany,DEU,2014,1889.9873990595459
Germany,DEU,2015,2594.158252545026
Germany,DEU,2016,2558.9010847592285
Germany,DEU,2017,3364.943183397857
Germany,DEU,2018,3532.7690525263465
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0.2616663269364622
Greece,GRC,1988,0.26052650727650734
Greece,GRC,1989,0.25911562130760146
Greece,GRC,1990,0.5146837962057501
Greece,GRC,1991,0.5102429956374213
Greece,GRC,1992,2.0204055662188103
Greece,GRC,1993,11.74142895766091
Greece,GRC,1994,9.14686881258807
Greece,GRC,1995,8.326231505676532
Greece,GRC,1996,8.746015533604137
Greece,GRC,1997,8.927967954337062
Greece,GRC,1998,17.511874090246124
Greece,GRC,1999,38.65758005077983
Greece,GRC,2000,107.09638194910666
Greece,GRC,2001,178.68454107688166
Greece,GRC,2002,153.20675141477378
Greece,GRC,2003,239.49033805865056
Greece,GRC,2004,262.57231842100583
Greece,GRC,2005,296.79990631447663
Greece,GRC,2006,399.7364893169424
Greece,GRC,2007,430.23475954766195
Greece,GRC,2008,534.4202893949275
Greece,GRC,2009,610.6492615667489
Greece,GRC,2010,655.961174337803
Greece,GRC,2011,805.5853922910703
Greece,GRC,2012,939.762447734904
Greece,GRC,2013,1014.0680812764175
Greece,GRC,2014,907.1950971385852
Greece,GRC,2015,1140.7623184577863
Greece,GRC,2016,1275.7517916316535
Greece,GRC,2017,1378.656298225944
Greece,GRC,2018,1575.7133181400875
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.26849706703910614
Hong Kong,HKG,2007,0.33279483040935676
Hong Kong,HKG,2008,0.3085853705318222
Hong Kong,HKG,2009,0.41763204043321295
Hong Kong,HKG,2010,0.39326295722078675
Hong Kong,HKG,2011,0.32599021121735416
Hong Kong,HKG,2012,0.3932250376046545
Hong Kong,HKG,2013,0.3103400451403583
Hong Kong,HKG,2014,0.33194481289418365
Hong Kong,HKG,2015,0.2969955009741164
Hong Kong,HKG,2016,0.17873177940364446
Hong Kong,HKG,2017,0.29716034902819605
Hong Kong,HKG,2018,0.2944999335322844
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.25817504660060825
Hungary,HUN,2002,0.2588352758925937
Hungary,HUN,2003,1.0379955625677943
Hungary,HUN,2004,1.5611498418034406
Hungary,HUN,2005,2.6091408021019236
Hungary,HUN,2006,11.252774427207639
Hungary,HUN,2007,28.87806154329609
Hungary,HUN,2008,53.99056052942354
Hungary,HUN,2009,87.46386518224722
Hungary,HUN,2010,139.70405056008863
Hungary,HUN,2011,166.46811099838322
Hungary,HUN,2012,205.7404383627332
Hungary,HUN,2013,192.11141805064062
Hungary,HUN,2014,176.20977497603263
Hungary,HUN,2015,186.50891958580485
Hungary,HUN,2016,184.5585973372296
Hungary,HUN,2017,205.00892465056526
Hungary,HUN,2018,164.81252520395552
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0.06481114551083592
Iceland,ISL,2012,0
Iceland,ISL,2013,44.13929987767584
Iceland,ISL,2014,67.07363890577508
Iceland,ISL,2015,86.87564184848485
Iceland,ISL,2016,73.00077436746989
Iceland,ISL,2017,64.03154170658684
Iceland,ISL,2018,34.091050059347175
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.09131664274026567
India,IND,1991,0.3333788532906389
India,IND,1992,0.2560365119829804
India,IND,1993,0.26891702343817286
India,IND,1994,0.5323258877489834
India,IND,1995,1.3553987081196426
India,IND,1996,2.3530218733710737
India,IND,1997,2.5976621843292937
India,IND,1998,2.7852066325448837
India,IND,1999,3.6657520292334653
India,IND,2000,3.9402351523695414
India,IND,2001,5.104038863573501
India,IND,2002,5.0185281534524995
India,IND,2003,6.166219754470494
India,IND,2004,12.173203889157573
India,IND,2005,13.737933349070621
India,IND,2006,21.082915721587355
India,IND,2007,25.983753986895096
India,IND,2008,31.513546546395126
India,IND,2009,35.16260862003047
India,IND,2010,41.48249409559878
India,IND,2011,50.414279289227764
India,IND,2012,57.03286073200046
India,IND,2013,61.6522905150336
India,IND,2014,67.95240888256662
India,IND,2015,65.76453001439522
India,IND,2016,86.3330205082186
India,IND,2017,103.4504300822405
India,IND,2018,117.33597904572903
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.00022672028712334428
Indonesia,IDN,2008,0.0033536204187369946
Indonesia,IDN,2009,0.04080464697758025
Indonesia,IDN,2010,0.03950075729632723
Indonesia,IDN,2011,0.0504594705771961
Indonesia,IDN,2012,0.04872273095004267
Indonesia,IDN,2013,0.0010438156841624492
Indonesia,IDN,2014,0
Indonesia,IDN,2015,0.03768376804406581
Indonesia,IDN,2016,0.057349102448424054
Indonesia,IDN,2017,0
Indonesia,IDN,2018,1.9466158735427934
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,1.421355565654851
Iran,IRN,2000,1.463703811163769
Iran,IRN,2001,1.3346207783412842
Iran,IRN,2002,1.1850611342795572
Iran,IRN,2003,1.0661829772617177
Iran,IRN,2004,1.7670824505808476
Iran,IRN,2005,2.674506898598091
Iran,IRN,2006,4.673472354191766
Iran,IRN,2007,5.197788974430863
Iran,IRN,2008,7.144426185299706
Iran,IRN,2009,8.1626762148783
Iran,IRN,2010,7.452745167631469
Iran,IRN,2011,7.527863626314732
Iran,IRN,2012,7.117177413952873
Iran,IRN,2013,7.270372500719124
Iran,IRN,2014,6.716019334546771
Iran,IRN,2015,8.120170547316924
Iran,IRN,2016,8.74172127771354
Iran,IRN,2017,9.534122891018173
Iran,IRN,2018,11.645018055012224
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0
Iraq,IRQ,1980,0
Iraq,IRQ,1981,0
Iraq,IRQ,1982,0
Iraq,IRQ,1983,0
Iraq,IRQ,1984,0
Iraq,IRQ,1985,0
Iraq,IRQ,1986,0
Iraq,IRQ,1987,0
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
