Entity,Code,Year,"New business density (new registrations per 1,000 people ages 15-64) (new registrations per 1,000 people ages 15-64)"
IDA only,,2016,1.72554413491371
IDA total,,2006,1.03290603005114
IDA total,,2007,1.14638665114216
IDA total,,2008,1.06897192664458
IDA total,,2009,1.17699697472962
IDA total,,2010,1.45944397732042
IDA total,,2011,1.5094406185822
IDA total,,2012,1.68020659503713
IDA total,,2013,1.90748625446191
IDA total,,2014,1.87057815496646
IDA total,,2015,1.69242943201008
IDA total,,2016,1.71985098813743
Iceland,ISL,2006,15.8157423882713
Iceland,ISL,2007,17.7042735948588
Iceland,ISL,2008,12.1354758681841
Iceland,ISL,2009,12.4167640392494
Iceland,ISL,2010,7.66162937631237
Iceland,ISL,2011,8.04346093812254
Iceland,ISL,2012,8.33134410791431
Iceland,ISL,2013,9.16726416060637
Iceland,ISL,2014,9.56016780949662
Iceland,ISL,2015,10.9198253353531
Iceland,ISL,2016,12.1422652814074
India,IND,2006,0.068586718948081
India,IND,2007,0.0851448543089793
India,IND,2008,0.0933728419868793
India,IND,2009,0.0793016929701966
India,IND,2010,0.110975129167775
India,IND,2011,0.122577972275403
India,IND,2012,0.127502308253409
India,IND,2013,0.111750009851026
India,IND,2014,0.0836230551127682
India,IND,2015,0.0938016844957233
India,IND,2016,0.107476831889666
Indonesia,IDN,2006,0.158754545196255
Indonesia,IDN,2007,0.166118086816051
Indonesia,IDN,2008,0.257977675052313
Indonesia,IDN,2009,0.191592532154898
Indonesia,IDN,2010,0.242979511099922
Indonesia,IDN,2011,0.275603527534328
Indonesia,IDN,2012,0.294642277172671
Indonesia,IDN,2013,0.310702850350447
Indonesia,IDN,2014,0.345989127342742
Indonesia,IDN,2015,0.329338176844853
Indonesia,IDN,2016,0.333015857000371
Iraq,IRQ,2006,2.08506225687623
Iraq,IRQ,2007,2.25502049430059
Iraq,IRQ,2008,2.52484579389885
Iraq,IRQ,2009,2.73825797545378
Iraq,IRQ,2010,2.80177136731795
Iraq,IRQ,2011,2.82623918209085
Iraq,IRQ,2012,2.8643746756659
Iraq,IRQ,2013,2.92777296934661
Iraq,IRQ,2014,2.93193965115539
Iraq,IRQ,2015,2.9330531818984
Iraq,IRQ,2016,2.94080113911128
Ireland,IRL,2006,6.54039947572334
Ireland,IRL,2007,6.23161550497876
Ireland,IRL,2008,4.85398940373115
Ireland,IRL,2009,4.37181335921385
Ireland,IRL,2010,4.57799502205689
Ireland,IRL,2011,4.66895626561738
Ireland,IRL,2012,4.50032035458891
Ireland,IRL,2013,5.02776160287376
Ireland,IRL,2014,5.77750073609712
Ireland,IRL,2015,6.3104506404735
Ireland,IRL,2016,6.71368076658263
Isle of Man,IMN,2006,74.4652972362771
Isle of Man,IMN,2007,82.2926673070765
Isle of Man,IMN,2008,82.8673207427014
Isle of Man,IMN,2009,42.2836329083855
Isle of Man,IMN,2010,49.0933565602977
Isle of Man,IMN,2011,44.8372792778526
Isle of Man,IMN,2012,39.9675350384037
Isle of Man,IMN,2013,43.5901496555547
Isle of Man,IMN,2014,41.412621743606
Isle of Man,IMN,2015,34.9531876950513
Isle of Man,IMN,2016,32.6705305394561
Israel,ISR,2006,3.24028279826237
Israel,ISR,2007,3.54797331162209
Israel,ISR,2008,3.25409179671007
Israel,ISR,2009,3.25666367855481
Israel,ISR,2010,3.55630646699325
Israel,ISR,2011,3.39351472677266
Israel,ISR,2012,2.96153758196092
Israel,ISR,2013,2.91873728118292
Israel,ISR,2014,3.11229365919789
Israel,ISR,2015,3.27863202153003
Israel,ISR,2016,3.43573172574593
Italy,ITA,2006,2.23434160970523
Italy,ITA,2007,2.31918752192965
Italy,ITA,2008,2.22136913268667
Italy,ITA,2009,2.09538606545809
Italy,ITA,2010,2.20090064837629
Italy,ITA,2011,2.01427490357138
Italy,ITA,2012,1.9064644381855
Italy,ITA,2013,2.15259114387332
Italy,ITA,2014,2.31497098406072
Italy,ITA,2015,2.57724417060267
Italy,ITA,2016,2.64761273779229
Jamaica,JAM,2006,1.19275289688181
Jamaica,JAM,2007,1.22008259578464
Jamaica,JAM,2008,1.27844801077797
Jamaica,JAM,2009,1.21851743688382
Jamaica,JAM,2010,1.18481327460101
Jamaica,JAM,2011,1.10044888104594
Jamaica,JAM,2012,1.11539334524003
Jamaica,JAM,2013,1.105152290326
Jamaica,JAM,2014,0.995639379977496
Jamaica,JAM,2015,1.15198514740065
Jamaica,JAM,2016,1.30616161066214
Japan,JPN,2006,0.0402942071078292
Japan,JPN,2007,0.0733252909632866
Japan,JPN,2008,0.0653241935457983
Japan,JPN,2009,0.0703220681263283
Japan,JPN,2010,0.088035345483532
Japan,JPN,2011,0.110453357559626
Japan,JPN,2012,0.123658137650739
Japan,JPN,2014,0.152658992523344
Jordan,JOR,2006,0.665485270704147
Jordan,JOR,2007,0.583934208115095
Jordan,JOR,2008,0.661228313710705
Jordan,JOR,2009,0.757555193504802
Jordan,JOR,2010,0.835098215454802
Jordan,JOR,2011,0.793428252311751
Jordan,JOR,2012,0.981349538286205
Jordan,JOR,2013,1.02244745942146
Jordan,JOR,2014,0.987678988161124
Jordan,JOR,2015,0.622452275905065
Jordan,JOR,2016,0.598769450678493
Kazakhstan,KAZ,2006,2.13160414668918
Kazakhstan,KAZ,2007,2.13270727485416
Kazakhstan,KAZ,2008,1.61707668791063
Kazakhstan,KAZ,2009,1.51824768776611
Kazakhstan,KAZ,2010,1.5106022795906
Kazakhstan,KAZ,2011,1.64222511727715
Kazakhstan,KAZ,2012,1.71343650145127
Kazakhstan,KAZ,2013,2.10795762472691
Kazakhstan,KAZ,2014,2.2639893070758
Kazakhstan,KAZ,2015,2.15639047273105
Kazakhstan,KAZ,2016,2.24454553432319
Kenya,KEN,2006,0.421929202550819
Kenya,KEN,2007,0.784255759301044
Kenya,KEN,2008,0.843333268144966
Kosovo,OWID_KOS,2006,0.654049324637986
Kosovo,OWID_KOS,2007,0.727570564085202
Kosovo,OWID_KOS,2008,0.754297713152812
Kosovo,OWID_KOS,2009,0.720171289452358
Kosovo,OWID_KOS,2010,0.834015697035576
Kosovo,OWID_KOS,2011,0.931837558366341
Kosovo,OWID_KOS,2012,1.23204947762283
Kosovo,OWID_KOS,2013,1.66212835071498
Kosovo,OWID_KOS,2014,1.77091300685006
Kosovo,OWID_KOS,2015,2.06168906692654
Kosovo,OWID_KOS,2016,3.14316391367595
Kyrgyzstan,KGZ,2006,0.964794466628808
Kyrgyzstan,KGZ,2007,0.856818191199599
Kyrgyzstan,KGZ,2008,1.07822319480923
Kyrgyzstan,KGZ,2009,0.899582310358458
Kyrgyzstan,KGZ,2010,0.813804819069198
Kyrgyzstan,KGZ,2011,0.948475118345271
Kyrgyzstan,KGZ,2012,0.922497891686899
Kyrgyzstan,KGZ,2013,1.07744780252718
Kyrgyzstan,KGZ,2014,1.07679745728725
Kyrgyzstan,KGZ,2015,1.17328093383806
Kyrgyzstan,KGZ,2016,1.27156587051255
Laos,LAO,2008,0.0846234913130624
Laos,LAO,2009,0.233178667188698
Laos,LAO,2010,0.214972492456253
Laos,LAO,2011,0.299061070720288
Late-demographic dividend,,2006,113.620025402522
Late-demographic dividend,,2007,123.976907005975
Late-demographic dividend,,2008,95.4445903949129
Late-demographic dividend,,2009,72.3839064109883
Late-demographic dividend,,2010,4.16504449545975
Late-demographic dividend,,2011,4.49060056239761
Late-demographic dividend,,2012,4.55847294177268
Late-demographic dividend,,2013,4.79019050971715
Late-demographic dividend,,2014,4.84211358286757
Late-demographic dividend,,2015,5.23091563885945
Late-demographic dividend,,2016,5.31547518585943
Latin America & Caribbean,,2006,160.237173953964
Latin America & Caribbean,,2007,184.710152840299
Latin America & Caribbean,,2008,145.468152280449
Latin America & Caribbean,,2009,109.964287903672
Latin America & Caribbean,,2010,1.66846720569312
Latin America & Caribbean,,2011,1.77927359269875
Latin America & Caribbean,,2012,1.83320404680726
Latin America & Caribbean,,2013,1.91237347316159
Latin America & Caribbean,,2014,2.0075357492184
Latin America & Caribbean,,2015,2.01127538834484
Latin America & Caribbean,,2016,2.19304973733249
Latin America & Caribbean (IDA & IBRD),,2006,1.83260335054236
Latin America & Caribbean (IDA & IBRD),,2007,1.91633199133293
Latin America & Caribbean (IDA & IBRD),,2008,1.82893861844811
Latin America & Caribbean (IDA & IBRD),,2009,1.49481494220378
Latin America & Caribbean (IDA & IBRD),,2010,1.66846720569312
Latin America & Caribbean (IDA & IBRD),,2011,1.77927359269875
Latin America & Caribbean (IDA & IBRD),,2012,1.83320404680726
Latin America & Caribbean (IDA & IBRD),,2013,1.91237347316159
Latin America & Caribbean (IDA & IBRD),,2014,2.0075357492184
Latin America & Caribbean (IDA & IBRD),,2015,2.01127538834484
Latin America & Caribbean (IDA & IBRD),,2016,2.19304973733249
Latin America & Caribbean (excluding high income),,2006,1.67648542972971
Latin America & Caribbean (excluding high income),,2007,1.74624760252826
Latin America & Caribbean (excluding high income),,2008,1.71927451951208
Latin America & Caribbean (excluding high income),,2009,1.39288988591619
Latin America & Caribbean (excluding high income),,2010,1.5269123680371
Latin America & Caribbean (excluding high income),,2011,1.58785792016405
Latin America & Caribbean (excluding high income),,2012,1.62908805123404
Latin America & Caribbean (excluding high income),,2013,1.56199111673753
Latin America & Caribbean (excluding high income),,2014,1.66595702027264
Latin America & Caribbean (excluding high income),,2015,1.54150708009818
Latin America & Caribbean (excluding high income),,2016,1.75117405142654
Latvia,LVA,2006,7.20937816144488
Latvia,LVA,2007,7.73170074811035
Latvia,LVA,2008,5.80636522706769
Latvia,LVA,2009,4.6986675645207
Latvia,LVA,2010,7.87633511790342
Latvia,LVA,2011,12.1777881886155
Latvia,LVA,2012,11.6264567203414
Latvia,LVA,2013,11.4491463107229
Latvia,LVA,2014,10.552162317152
Latvia,LVA,2015,9.66112584747148
Latvia,LVA,2016,8.03669556127961
Least developed countries: UN classification,,2006,0.259894645743555
Least developed countries: UN classification,,2007,0.334321167470136
Least developed countries: UN classification,,2008,0.358179562167342
Least developed countries: UN classification,,2009,0.46419011804191
Least developed countries: UN classification,,2010,0.831486507907554
Least developed countries: UN classification,,2011,0.776804102744353
Least developed countries: UN classification,,2012,0.902895779796972
Least developed countries: UN classification,,2013,1.05555408301701
Least developed countries: UN classification,,2014,0.926853485418934
Least developed countries: UN classification,,2015,0.497064640527914
Least developed countries: UN classification,,2016,0.542457988786481
Lesotho,LSO,2006,0.531657495039241
Lesotho,LSO,2007,0.944175296760169
Lesotho,LSO,2008,1.24977793569018
Lesotho,LSO,2009,1.33608870721418
Lesotho,LSO,2010,1.50920693361032
Lesotho,LSO,2011,1.32324760124569
Lesotho,LSO,2012,1.48665436730516
Lesotho,LSO,2013,1.65298372484229
Lesotho,LSO,2014,1.54705410467231
Liberia,LBR,2016,0.01
Liechtenstein,LIE,2008,0.622716705413484
Liechtenstein,LIE,2009,0.290011186145751
Liechtenstein,LIE,2010,0.494254293834178
Liechtenstein,LIE,2011,0.818967282257074
Liechtenstein,LIE,2012,0.976999796458376
Liechtenstein,LIE,2013,1.21413250232709
Liechtenstein,LIE,2014,1.16681419489821
Liechtenstein,LIE,2015,1.16204519955121
Liechtenstein,LIE,2016,1.32450331125828
Lithuania,LTU,2006,2.2837583769006
Lithuania,LTU,2007,2.834330821301
Lithuania,LTU,2008,2.34495131808539
Lithuania,LTU,2009,2.33794094046803
Lithuania,LTU,2010,2.8647946084583
Lithuania,LTU,2011,3.71324723208581
Lithuania,LTU,2012,5.30562959396659
Lithuania,LTU,2013,3.94175768048328
Lithuania,LTU,2014,4.19407992340772
Lithuania,LTU,2015,3.19462043752066
Lithuania,LTU,2016,3.327539475242
Low & middle income,,2006,1.68475504555754
Low & middle income,,2007,1.8515579523535
Low & middle income,,2008,1.86160398952464
Low & middle income,,2009,1.72971668250915
Low & middle income,,2010,1.87383937834389
Low & middle income,,2011,1.93798496913874
Low & middle income,,2012,2.15277033799299
Low & middle income,,2013,2.36258691813484
Low & middle income,,2014,2.38507436603306
Low & middle income,,2015,2.51223667273221
Low & middle income,,2016,2.5138888204703
Low income,,2006,0.13730733659191
Low income,,2007,0.185602910622117
Low income,,2008,0.19917625460065
Low income,,2009,0.288089119424216
Low income,,2010,0.307768860064451
Low income,,2011,0.345406247779935
Low income,,2012,0.508553085768243
Low income,,2013,0.477570774265656
Low income,,2014,0.367967931494306
Low income,,2015,0.449718691999528
Low income,,2016,0.435996088179588
Lower middle income,,2006,0.872663979193633
Lower middle income,,2007,0.960677434863236
Lower middle income,,2008,0.939560952180049
Lower middle income,,2009,0.898737215099352
Lower middle income,,2010,1.20204623444943
Lower middle income,,2011,1.22684924809669
Lower middle income,,2012,1.29170527538274
Lower middle income,,2013,1.63660284076531
Lower middle income,,2014,1.58833258012007
Lower middle income,,2015,1.11226491514212
Lower middle income,,2016,1.30659707186032
Luxembourg,LUX,2006,6.24651703151909
Luxembourg,LUX,2007,6.39902256010268
Luxembourg,LUX,2008,6.43772294573316
Luxembourg,LUX,2009,10.5126965788791
Luxembourg,LUX,2010,12.6871916207404
Luxembourg,LUX,2011,5.40785787957864
Luxembourg,LUX,2012,14.0907779197757
Luxembourg,LUX,2013,16.0112836804647
Luxembourg,LUX,2014,17.8606254513254
Luxembourg,LUX,2015,16.7575588158759
Luxembourg,LUX,2016,15.3465395494195
Macedonia,MKD,2006,5.50111528612609
Macedonia,MKD,2007,6.35709205189429
Macedonia,MKD,2008,6.57568784799059
Macedonia,MKD,2009,5.43967445495459
Macedonia,MKD,2010,4.5136869557868
Macedonia,MKD,2011,4.02402506870613
Macedonia,MKD,2012,3.60461984759555
Macedonia,MKD,2013,3.64632762240311
Macedonia,MKD,2014,3.6985011830651
Macedonia,MKD,2015,3.94158508320255
Macedonia,MKD,2016,3.87854677959882
Madagascar,MDG,2014,0.112332949939436
Madagascar,MDG,2015,0.0892957334535859
Madagascar,MDG,2016,0.0729357926234139
Malawi,MWI,2006,0.0620733748673182
Malawi,MWI,2007,0.0900083042693461
Malawi,MWI,2008,0.110682914974135
Malawi,MWI,2009,0.0832671052695298
Malaysia,MYS,2006,2.20878303455284
Malaysia,MYS,2007,2.43819625125287
Malaysia,MYS,2008,2.28562485671258
Malaysia,MYS,2009,2.23306091792115
Malaysia,MYS,2010,2.31671863498825
Malaysia,MYS,2011,2.32975264028809
Malaysia,MYS,2012,2.27917195652976
Malaysia,MYS,2013,2.27427888822961
Malaysia,MYS,2014,2.37069890736235
Malaysia,MYS,2015,2.33242912879002
Malaysia,MYS,2016,2.26243827134845
Maldives,MDV,2006,4.92511275636116
Maldives,MDV,2007,5.3736572297071
Maldives,MDV,2008,5.45901737687216
Maldives,MDV,2009,4.39031023563922
Malta,MLT,2006,10.4006108856428
Malta,MLT,2007,9.40837608275166
Malta,MLT,2008,9.58162439615624
Malta,MLT,2009,8.98884940655637
Malta,MLT,2010,10.4977848710822
Malta,MLT,2011,11.6406779894439
Malta,MLT,2012,13.7182996746036
Malta,MLT,2013,15.5006126318528
Malta,MLT,2014,17.2608391727618
Malta,MLT,2015,18.9478405523416
Malta,MLT,2016,17.8903514695646
Mauritania,MRT,2015,0.0922312219623193
Mauritania,MRT,2016,0.495108103364531
Mauritius,MUS,2006,8.53078828614341
Mauritius,MUS,2007,10.0075498733752
Mauritius,MUS,2008,10.0901768271863
Mauritius,MUS,2009,7.34452699806029
Mauritius,MUS,2010,8.17054278885372
Mauritius,MUS,2011,7.89220635083305
Mauritius,MUS,2012,7.3876597796815
Mauritius,MUS,2013,6.85245487874725
Mauritius,MUS,2014,7.86443715270115
Mauritius,MUS,2015,8.74040540330105
Mauritius,MUS,2016,9.78034275696204
Mexico,MEX,2006,0.314620726464037
Mexico,MEX,2007,0.368256077252986
Mexico,MEX,2008,0.374100155567735
Mexico,MEX,2009,0.520828924862952
Mexico,MEX,2010,0.600954996133725
Mexico,MEX,2011,0.583154990111912
Mexico,MEX,2012,0.39666831344273
Mexico,MEX,2013,0.534331589246168
Mexico,MEX,2014,0.538139995114212
Mexico,MEX,2015,0.556334372201279
Mexico,MEX,2016,0.536296454194748
Middle East & North Africa,,2006,3.42400983363106
Middle East & North Africa,,2007,3.36785274892192
Middle East & North Africa,,2008,3.31460374942976
Middle East & North Africa,,2009,3.1075112753445
Middle East & North Africa,,2010,3.33258143537333
Middle East & North Africa,,2011,3.73074996717252
Middle East & North Africa,,2012,4.39773656762914
Middle East & North Africa,,2013,4.73928583833936
Middle East & North Africa,,2014,5.44773008050888
Middle East & North Africa,,2015,7.17969746969406
Middle East & North Africa,,2016,7.34529134017528
Middle East & North Africa (IDA & IBRD),,2006,0.827304647364942
Middle East & North Africa (IDA & IBRD),,2007,0.952382939777834
Middle East & North Africa (IDA & IBRD),,2008,1.02403494127209
Middle East & North Africa (IDA & IBRD),,2009,1.08938114486713
Middle East & North Africa (IDA & IBRD),,2010,1.15504793323894
Middle East & North Africa (IDA & IBRD),,2011,1.17720867881278
Middle East & North Africa (IDA & IBRD),,2012,1.51166580841111
Middle East & North Africa (IDA & IBRD),,2013,1.53232463183347
Middle East & North Africa (IDA & IBRD),,2014,1.51146323956712
Middle East & North Africa (IDA & IBRD),,2015,1.700214639866
Middle East & North Africa (IDA & IBRD),,2016,1.73127356181782
Middle East & North Africa (excluding high income),,2006,0.827304647364943
Middle East & North Africa (excluding high income),,2007,0.952382939777834
Middle East & North Africa (excluding high income),,2008,1.02403494127209
Middle East & North Africa (excluding high income),,2009,1.08938114486713
Middle East & North Africa (excluding high income),,2010,1.15504793323894
Middle East & North Africa (excluding high income),,2011,1.17720867881278
Middle East & North Africa (excluding high income),,2012,1.51166580841111
Middle East & North Africa (excluding high income),,2013,1.53232463183347
Middle East & North Africa (excluding high income),,2014,1.51146323956712
Middle East & North Africa (excluding high income),,2015,1.700214639866
Middle East & North Africa (excluding high income),,2016,1.73127356181782
Middle income,,2006,2.06527497399171
Middle income,,2007,2.2482139146705
Middle income,,2008,2.25860165756618
Middle income,,2009,2.07398595130556
Middle income,,2010,2.15857947257651
Middle income,,2011,2.20341475603187
Middle income,,2012,2.40967928365311
Middle income,,2013,2.67675627544637
Middle income,,2014,2.75487721236516
Middle income,,2015,2.84973961503392
Middle income,,2016,2.88494109409364
Moldova,MDA,2006,2.06919839642073
Moldova,MDA,2007,2.38316265675414
Moldova,MDA,2008,2.23911334400361
Moldova,MDA,2009,1.62992511312967
Moldova,MDA,2010,1.60608733941071
Moldova,MDA,2011,1.752313753526
Moldova,MDA,2012,1.72769732516057
Moldova,MDA,2013,1.74733054306487
Moldova,MDA,2014,1.92494213622372
Moldova,MDA,2015,1.80347658294493
Moldova,MDA,2016,1.75484161868906
Mongolia,MNG,2006,5.99030256279573
Mongolia,MNG,2007,5.63628886921428
Mongolia,MNG,2008,4.76933783011658
Mongolia,MNG,2009,3.87775228935697
Mongolia,MNG,2010,4.51626403478833
Mongolia,MNG,2011,5.46858734977511
Mongolia,MNG,2012,5.42288523766107
Mongolia,MNG,2013,6.29198553742766
Mongolia,MNG,2014,6.3055846218845
Montenegro,MNE,2006,7.37079368300514
Montenegro,MNE,2007,10.2785002427803
Montenegro,MNE,2008,8.12049989959935
Montenegro,MNE,2009,5.55114233661708
Montenegro,MNE,2010,5.61483643531329
Montenegro,MNE,2011,5.56512615467506
Montenegro,MNE,2012,5.87396810263042
Montenegro,MNE,2013,6.84506317521237
Montenegro,MNE,2014,7.27083874318359
Montenegro,MNE,2015,7.15333897584277
Montenegro,MNE,2016,6.70148203108651
Morocco,MAR,2006,0.892241266016477
Morocco,MAR,2007,1.23175706161545
Morocco,MAR,2008,1.29721023711287
Morocco,MAR,2009,1.30834070686264
Morocco,MAR,2010,1.31778911308983
Morocco,MAR,2011,1.40164561873091
Morocco,MAR,2012,1.50773339930001
Morocco,MAR,2013,1.50105566445202
Morocco,MAR,2014,1.54712431962167
Morocco,MAR,2015,1.54513846179453
Morocco,MAR,2016,1.6542500956637
Myanmar,MMR,2006,0.036737958462242
Myanmar,MMR,2007,0.051949139508057
Myanmar,MMR,2008,0.0421398089749784
Myanmar,MMR,2009,0.0528897602441056
Myanmar,MMR,2010,0.0723740469193986
Myanmar,MMR,2011,0.122791318371605
Myanmar,MMR,2012,0.0954058175135035
Myanmar,MMR,2013,0.163963631732362
Myanmar,MMR,2014,0.167694072527885
Myanmar,MMR,2015,0.191367537774895
Myanmar,MMR,2016,0.196171749922641
Namibia,NAM,2006,0.560032596113357
Namibia,NAM,2007,0.583380834017287
Namibia,NAM,2008,0.81545187239037
Namibia,NAM,2009,0.75031762647127
Namibia,NAM,2010,0.625982238630978
Namibia,NAM,2011,0.66296278295525
Namibia,NAM,2012,0.832664074350178
Namibia,NAM,2013,0.828974155258095
Namibia,NAM,2014,0.862026776663054
Namibia,NAM,2015,0.953027721016887
Namibia,NAM,2016,1.08690525124155
Nepal,NPL,2006,0.399716280359642
Nepal,NPL,2007,0.502451107995547
Nepal,NPL,2008,0.58351417012711
Nepal,NPL,2009,0.668900797078355
Nepal,NPL,2010,0.644620914131829
Nepal,NPL,2011,0.64608820759301
Nepal,NPL,2012,0.658892935999328
Nepal,NPL,2013,0.576753683452458
Nepal,NPL,2014,0.706787969732748
Nepal,NPL,2015,0.727478687302073
Nepal,NPL,2016,0.979044041193492
Netherlands,NLD,2006,3.30016097351122
Netherlands,NLD,2007,3.14988225957347
Netherlands,NLD,2008,3.43813974440815
Netherlands,NLD,2009,3.15680866969385
Netherlands,NLD,2010,3.04267554397923
Netherlands,NLD,2011,3.19518266976001
Netherlands,NLD,2012,4.37580742995562
Netherlands,NLD,2013,6.25677245167333
Netherlands,NLD,2014,5.82389596551109
Netherlands,NLD,2015,5.83714371351946
Netherlands,NLD,2016,6.07397698047147
New Zealand,NZL,2006,21.0030206633117
New Zealand,NZL,2007,21.3097352395746
New Zealand,NZL,2008,15.7886320197187
New Zealand,NZL,2009,13.9490072892058
New Zealand,NZL,2010,12.6588952436805
New Zealand,NZL,2011,11.6944064552176
New Zealand,NZL,2012,11.8894058338816
New Zealand,NZL,2013,12.0653680827577
New Zealand,NZL,2014,12.6527833369155
New Zealand,NZL,2015,14.3302943675646
New Zealand,NZL,2016,14.4961090008109
Niger,NER,2006,0.00212068548431685
Niger,NER,2007,0.00395696115934858
Niger,NER,2008,0.00510150796324137
Niger,NER,2009,0.00328622529374746
Nigeria,NGA,2006,0.449214780213496
Nigeria,NGA,2007,0.586647871605618
Nigeria,NGA,2008,0.792022218043765
Nigeria,NGA,2009,0.785165511850072
Nigeria,NGA,2010,0.765194062604878
Nigeria,NGA,2011,0.829613731131719
Nigeria,NGA,2012,0.90592486517468
Nigeria,NGA,2013,0.809988091407893
Nigeria,NGA,2014,0.762268872249794
Nigeria,NGA,2015,0.729784853584084
Nigeria,NGA,2016,0.760417970829386
North America,,2015,0.0565361804606669
North America,,2016,0.0638817648195279
Norway,NOR,2006,11.4033263287744
Norway,NOR,2007,6.66667524751456
Norway,NOR,2008,5.5584994968873
Norway,NOR,2009,4.03650244445508
Norway,NOR,2010,4.36098255606978
Norway,NOR,2011,5.10122382922131
Norway,NOR,2012,7.75068567248543
Norway,NOR,2013,7.89250728011618
Norway,NOR,2014,7.71970965208228
Norway,NOR,2015,7.83521941295214
Norway,NOR,2016,8.1510228044715
OECD members,,2006,5.00581873241493
OECD members,,2007,5.22943418371699
OECD members,,2008,4.61172243058493
OECD members,,2009,4.37472603805036
OECD members,,2010,4.62272682530364
OECD members,,2011,4.99063715316999
OECD members,,2012,5.31247399483711
OECD members,,2013,5.86322379899701
OECD members,,2014,5.86413817094621
OECD members,,2015,6.05960359576978
OECD members,,2016,6.28637489958529
Oman,OMN,2006,0.4783674355067
Oman,OMN,2007,0.775078932670717
Oman,OMN,2008,0.984868158673332
Oman,OMN,2009,0.766668443652068
Oman,OMN,2010,0.774811006185252
Oman,OMN,2011,1.2257032460846
Oman,OMN,2012,1.64276526507713
Oman,OMN,2013,1.57615302877226
Oman,OMN,2014,1.13872067742931
Oman,OMN,2015,1.91480229821609
Oman,OMN,2016,2.11007686242601
Other small states,,2006,7.70256594560669
Other small states,,2007,9.07777487965458
Other small states,,2008,7.53152115460604
Other small states,,2009,6.4674679026138
Other small states,,2010,7.01889775744061
Other small states,,2011,6.84741262871595
Other small states,,2012,7.12977076909912
Other small states,,2013,6.88197676899002
Other small states,,2014,7.21581695703772
Other small states,,2015,9.79263068727405
Other small states,,2016,10.5853480882407
Pacific island small states,,2006,1.42224915537264
Pacific island small states,,2007,1.58747514857192
Pacific island small states,,2008,1.39678721125712
Pacific island small states,,2009,4.00132125874689
Pacific island small states,,2010,4.75380757866474
Pacific island small states,,2011,5.39667377532824
Pacific island small states,,2012,5.88266739963882
Pacific island small states,,2013,6.51313705212754
Pacific island small states,,2014,6.71876598117397
Pacific island small states,,2015,7.12979466395693
Pacific island small states,,2016,7.37167434117107
Pakistan,PAK,2006,0.0495144247721968
Pakistan,PAK,2007,0.0423174624269821
Pakistan,PAK,2008,0.0402706295445368
Pakistan,PAK,2009,0.024221064444625
Pakistan,PAK,2010,0.0289634160225598
Pakistan,PAK,2011,0.0329911374614693
Pakistan,PAK,2012,0.037758143199433
Pakistan,PAK,2013,0.0363823805790337
Pakistan,PAK,2014,0.0423886720277188
Pakistan,PAK,2015,0.0489390821824621
Pakistan,PAK,2016,0.0588562069347691
Panama,PAN,2006,0.245016425772228
Panama,PAN,2007,0.333529509463392
Panama,PAN,2008,0.429595834822835
Panama,PAN,2009,0.532258001546888
Panama,PAN,2010,0.584877160908427
Panama,PAN,2011,0.652419395544276
Panama,PAN,2012,0.716837372430975
Panama,PAN,2013,0.767963131346585
Panama,PAN,2014,0.846591278415862
Panama,PAN,2015,0.666904763138966
Panama,PAN,2016,0.836792760148011
Paraguay,PRY,2006,0.25046569662405
Paraguay,PRY,2007,0.223983356897684
Paraguay,PRY,2008,0.296673865176152
Paraguay,PRY,2009,0.184794202579417
Paraguay,PRY,2010,0.25181740434601
Paraguay,PRY,2011,0.0899085773029749
Paraguay,PRY,2012,0.121823141320887
Paraguay,PRY,2013,0.133039982539094
Paraguay,PRY,2014,0.102070807911323
Paraguay,PRY,2015,0.161602628271799
Paraguay,PRY,2016,0.144551487824611
Peru,PER,2006,2.15522021965319
Peru,PER,2007,2.6627050297961
Peru,PER,2008,3.06573469447755
Peru,PER,2009,3.01224746729786
Peru,PER,2010,3.21701144548183
Peru,PER,2011,3.73394331631079
Peru,PER,2012,3.88816854205042
Peru,PER,2013,3.77638764576533
Peru,PER,2014,3.7248309478288
Peru,PER,2015,3.85891305102748
Peru,PER,2016,3.63034544496541
Philippines,PHL,2006,0.255133467257502
Philippines,PHL,2007,0.230100721931884
Philippines,PHL,2008,0.246876354314744
Philippines,PHL,2009,0.205068732367855
Philippines,PHL,2010,0.205501799289828
Philippines,PHL,2011,0.30015773936872
Philippines,PHL,2012,0.310616296284764
Philippines,PHL,2013,0.331852798424874
Philippines,PHL,2014,0.338165751784316
Philippines,PHL,2015,0.326325909591736
Philippines,PHL,2016,0.330689324978875
Poland,POL,2006,0.486216161246636
Poland,POL,2007,0.50900316194345
Poland,POL,2008,0.466434710012302
Poland,POL,2009,0.529504233410925
Poland,POL,2010,0.664040287162976
Poland,POL,2011,0.702962400717022
Poland,POL,2012,0.904019352653775
Poland,POL,2013,1.09879982650645
Poland,POL,2014,1.13176643763612
Poland,POL,2015,1.52315726383282
Poland,POL,2016,1.66385178304486
Portugal,PRT,2006,4.47886017093892
Portugal,PRT,2007,4.8772175923149
Portugal,PRT,2008,4.39951729469294
Portugal,PRT,2009,3.98763287250492
Portugal,PRT,2010,4.00879879363301
Portugal,PRT,2011,4.52856098500461
Portugal,PRT,2012,3.97055766575152
Portugal,PRT,2013,4.61501169900647
Portugal,PRT,2014,4.62079529021162
