Entity,Code,Year,"Percentage of teachers in primary education who are trained, both sexes (%) (%)"
Mauritania,MRT,2006,100
Mauritania,MRT,2007,100
Mauritania,MRT,2008,100
Mauritania,MRT,2009,100
Mauritania,MRT,2010,100
Mauritania,MRT,2011,100
Mauritania,MRT,2012,100
Mauritania,MRT,2014,91.2172775268555
Mauritius,MUS,1998,100
Mauritius,MUS,1999,100
Mauritius,MUS,2000,100
Mauritius,MUS,2001,100
Mauritius,MUS,2002,100
Mauritius,MUS,2004,100
Mauritius,MUS,2005,100
Mauritius,MUS,2006,100
Mauritius,MUS,2007,100
Mauritius,MUS,2008,100
Mauritius,MUS,2009,100
Mauritius,MUS,2010,100
Mauritius,MUS,2011,100
Mauritius,MUS,2012,100
Mauritius,MUS,2013,100
Mauritius,MUS,2014,100
Mexico,MEX,2004,94.5038223266602
Mexico,MEX,2005,94.9344329833984
Mexico,MEX,2006,95.1533279418945
Mexico,MEX,2007,95.3685684204102
Mexico,MEX,2008,95.0464935302734
Mexico,MEX,2009,95.5881576538086
Mexico,MEX,2010,95.5859069824219
Middle East & North Africa,,2000,97.4125823974609
Middle East & North Africa,,2001,96.7609024047852
Middle East & North Africa,,2002,96.6494369506836
Middle East & North Africa,,2003,96.9543228149414
Middle East & North Africa,,2004,97.2782287597656
Middle East & North Africa,,2005,94.9486236572266
Middle East & North Africa,,2006,93.1670989990234
Middle East & North Africa,,2007,92.3608703613281
Middle East & North Africa,,2008,91.6601486206055
Middle East & North Africa,,2009,91.0818710327148
Middle East & North Africa,,2010,91.1298217773438
Middle East & North Africa,,2012,82.1589965820313
Middle East & North Africa,,2013,84.507682800293
Middle East & North Africa,,2014,84.2415771484375
Middle East & North Africa (all income levels),,2000,97.4121780395508
Middle East & North Africa (all income levels),,2001,96.8484802246094
Middle East & North Africa (all income levels),,2002,96.6404037475586
Middle East & North Africa (all income levels),,2003,96.9566421508789
Middle East & North Africa (all income levels),,2004,97.1328201293945
Middle East & North Africa (all income levels),,2005,94.5952987670898
Middle East & North Africa (all income levels),,2006,92.9692764282227
Middle East & North Africa (all income levels),,2007,92.2620391845703
Middle East & North Africa (all income levels),,2008,91.7475509643555
Middle East & North Africa (all income levels),,2009,92.4181823730469
Middle East & North Africa (all income levels),,2010,92.440803527832
Middle East & North Africa (all income levels),,2011,86.6546173095703
Middle East & North Africa (all income levels),,2012,85.0752716064453
Middle East & North Africa (all income levels),,2013,87.0948486328125
Middle East & North Africa (all income levels),,2014,86.9768371582031
Moldova,MDA,2014,93.8190612792969
Mongolia,MNG,1998,100
Mongolia,MNG,1999,100
Mongolia,MNG,2000,100
Mongolia,MNG,2001,100
Mongolia,MNG,2002,100
Mongolia,MNG,2003,100
Mongolia,MNG,2004,100
Mongolia,MNG,2005,100
Mongolia,MNG,2006,100
Mongolia,MNG,2007,100
Mongolia,MNG,2008,100
Mongolia,MNG,2009,100
Mongolia,MNG,2010,97.5717391967773
Mongolia,MNG,2011,98.5428924560547
Mongolia,MNG,2012,99.3607025146484
Mongolia,MNG,2013,100
Mongolia,MNG,2014,100
Morocco,MAR,2005,100
Morocco,MAR,2007,100
Morocco,MAR,2008,100
Morocco,MAR,2009,100
Morocco,MAR,2010,100
Morocco,MAR,2011,100
Morocco,MAR,2012,100
Morocco,MAR,2013,100
Morocco,MAR,2014,100
Mozambique,MOZ,2005,59.8327598571777
Mozambique,MOZ,2006,64.5675888061523
Mozambique,MOZ,2007,63.1916885375977
Mozambique,MOZ,2008,66.967529296875
Mozambique,MOZ,2009,71.1575393676758
Mozambique,MOZ,2010,75.9430770874023
Mozambique,MOZ,2011,80.1040115356445
Mozambique,MOZ,2012,83.6394882202148
Mozambique,MOZ,2013,87.3258895874023
Mozambique,MOZ,2014,89.9568481445313
Myanmar,MMR,1999,59.576171875
Myanmar,MMR,2000,62.7018508911133
Myanmar,MMR,2001,60.429328918457
Myanmar,MMR,2002,72.484619140625
Myanmar,MMR,2003,73.665283203125
Myanmar,MMR,2004,76.3926315307617
Myanmar,MMR,2005,76.0002517700195
Myanmar,MMR,2006,98.2713088989258
Myanmar,MMR,2007,99.0000534057617
Myanmar,MMR,2008,98.9996109008789
Myanmar,MMR,2009,98.8698501586914
Myanmar,MMR,2010,99.8601837158203
Myanmar,MMR,2014,99.5479888916016
Namibia,NAM,1998,76.3258209228516
Namibia,NAM,1999,80.9318466186523
Namibia,NAM,2000,85.3979110717773
Namibia,NAM,2001,87.1134414672852
Namibia,NAM,2002,87.2243576049805
Namibia,NAM,2003,90.0510635375977
Namibia,NAM,2004,91.7480087280273
Namibia,NAM,2005,92.427360534668
Namibia,NAM,2006,92.8984375
Namibia,NAM,2007,94.8080368041992
Namibia,NAM,2008,94.9978332519531
Namibia,NAM,2009,95.5756072998047
Namibia,NAM,2010,96.3888092041016
Nauru,NRU,2007,74.1935501098633
Nepal,NPL,1999,15.0003299713135
Nepal,NPL,2001,15.3710203170776
Nepal,NPL,2002,14.6815099716187
Nepal,NPL,2003,16.2272090911865
Nepal,NPL,2004,17.386079788208
Nepal,NPL,2005,30.5144691467285
Nepal,NPL,2007,61.3603096008301
Nepal,NPL,2008,66.4361572265625
Nepal,NPL,2010,73.6608963012695
Nepal,NPL,2011,80.7285232543945
Nepal,NPL,2012,92.5590286254883
Nepal,NPL,2013,92.1852416992188
Nepal,NPL,2014,93.5815200805664
Nepal,NPL,2015,94.4230728149414
Nicaragua,NIC,1998,73.6004867553711
Nicaragua,NIC,1999,79.1997985839844
Nicaragua,NIC,2000,72.8966369628906
Nicaragua,NIC,2001,72.8503189086914
Nicaragua,NIC,2002,74.2278671264648
Nicaragua,NIC,2004,74.6161575317383
Nicaragua,NIC,2005,76.9449310302734
Nicaragua,NIC,2006,73.5665817260742
Nicaragua,NIC,2007,72.2457427978516
Nicaragua,NIC,2008,72.7441329956055
Nicaragua,NIC,2010,74.8618011474609
Niger,NER,1999,97.7521133422852
Niger,NER,2000,97.3542022705078
Niger,NER,2001,79.8889465332031
Niger,NER,2002,69.6274566650391
Niger,NER,2003,72.4565811157227
Niger,NER,2004,75.7501373291016
Niger,NER,2005,85.0012283325195
Niger,NER,2006,91.9078216552734
Niger,NER,2007,98.2364807128906
Niger,NER,2008,98.4377288818359
Niger,NER,2009,98.013542175293
Niger,NER,2010,96.6942520141602
Niger,NER,2011,96.4309005737305
Niger,NER,2012,97.0876693725586
Niger,NER,2013,45.8434600830078
Niger,NER,2014,50.0832214355469
Nigeria,NGA,2004,49.2353515625
Nigeria,NGA,2005,49.9666213989258
Nigeria,NGA,2006,51.2249717712402
Nigeria,NGA,2010,66.1484985351563
Oman,OMN,1999,99.5571975708008
Oman,OMN,2000,99.6031112670898
Oman,OMN,2001,99.813346862793
Pakistan,PAK,2004,78.0448532104492
Pakistan,PAK,2005,85.5068206787109
Pakistan,PAK,2006,84.5798568725586
Pakistan,PAK,2007,84.0360717773438
Pakistan,PAK,2008,85.0621490478516
Pakistan,PAK,2009,85.1878433227539
Pakistan,PAK,2010,84.2261962890625
Pakistan,PAK,2011,82.8051223754883
Pakistan,PAK,2012,83.9070587158203
Pakistan,PAK,2013,84.898323059082
Pakistan,PAK,2014,84.0131683349609
Palestine,PSE,1999,100
Palestine,PSE,2000,100
Palestine,PSE,2001,100
Palestine,PSE,2002,100
Palestine,PSE,2003,100
Palestine,PSE,2004,100
Palestine,PSE,2005,100
Palestine,PSE,2007,100
Palestine,PSE,2008,100
Palestine,PSE,2009,100
Palestine,PSE,2010,100
Palestine,PSE,2011,100
Palestine,PSE,2012,100
Palestine,PSE,2013,100
Palestine,PSE,2014,100
Panama,PAN,1999,78.9767074584961
Panama,PAN,2000,74.8934326171875
Panama,PAN,2001,75.6674575805664
Panama,PAN,2002,75.3122100830078
Panama,PAN,2004,74.3373184204102
Panama,PAN,2005,89.6456527709961
Panama,PAN,2006,91.1334228515625
Panama,PAN,2007,90.8100967407227
Panama,PAN,2008,91.3417587280273
Panama,PAN,2009,91.5393295288086
Panama,PAN,2010,91.6302108764648
Panama,PAN,2011,91.5166397094727
Panama,PAN,2012,90.4033126831055
Paraguay,PRY,2012,92.0764389038086
Philippines,PHL,2013,100
Qatar,QAT,2008,52.3367500305176
Qatar,QAT,2009,48.886531829834
Rwanda,RWA,1999,48.6346397399902
Rwanda,RWA,2000,52.5831184387207
Rwanda,RWA,2001,62.704719543457
Rwanda,RWA,2002,81.1673812866211
Rwanda,RWA,2003,85.1824722290039
Rwanda,RWA,2004,81.7123184204102
Rwanda,RWA,2005,93.7314376831055
Rwanda,RWA,2006,98.2994384765625
Rwanda,RWA,2007,98.0700531005859
Rwanda,RWA,2008,94.1616668701172
Rwanda,RWA,2009,93.8717727661133
Rwanda,RWA,2010,91.4790802001953
Rwanda,RWA,2011,98.4267578125
Rwanda,RWA,2012,95.55908203125
Rwanda,RWA,2013,95.2040634155273
Saint Kitts and Nevis,KNA,1998,62.5
Saint Kitts and Nevis,KNA,2000,61.2359580993652
Saint Kitts and Nevis,KNA,2001,55.7746505737305
Saint Kitts and Nevis,KNA,2002,54.4041481018066
Saint Kitts and Nevis,KNA,2003,55.7065200805664
Saint Kitts and Nevis,KNA,2004,55.0408706665039
Saint Kitts and Nevis,KNA,2005,58.3333282470703
Saint Kitts and Nevis,KNA,2007,61.8279609680176
Saint Kitts and Nevis,KNA,2008,63.5910186767578
Saint Kitts and Nevis,KNA,2009,61.6252784729004
Saint Kitts and Nevis,KNA,2010,61.6252784729004
Saint Kitts and Nevis,KNA,2011,63.6165618896484
Saint Kitts and Nevis,KNA,2012,64.6753234863281
Saint Kitts and Nevis,KNA,2013,64.6753234863281
Saint Kitts and Nevis,KNA,2014,68.3291778564453
Saint Lucia,LCA,2001,72.1482925415039
Saint Lucia,LCA,2003,77.3345413208008
Saint Lucia,LCA,2004,77.8095169067383
Saint Lucia,LCA,2005,79.9627227783203
Saint Lucia,LCA,2006,79.8434371948242
Saint Lucia,LCA,2007,82.1465377807617
Saint Lucia,LCA,2008,87.8323135375977
Saint Lucia,LCA,2009,87.6360015869141
Saint Lucia,LCA,2010,86.7744979858398
Saint Lucia,LCA,2011,86.7413635253906
Saint Lucia,LCA,2012,87.7609100341797
Saint Lucia,LCA,2013,88.6384963989258
Saint Lucia,LCA,2014,78.7828903198242
Saint Vincent and the Grenadines,VCT,1998,59.2849998474121
Saint Vincent and the Grenadines,VCT,1999,66.1354598999023
Saint Vincent and the Grenadines,VCT,2001,71.7131500244141
Saint Vincent and the Grenadines,VCT,2002,69.2087707519531
Saint Vincent and the Grenadines,VCT,2003,73.1385498046875
Saint Vincent and the Grenadines,VCT,2004,72.2003936767578
Saint Vincent and the Grenadines,VCT,2007,77.5991363525391
Saint Vincent and the Grenadines,VCT,2008,82.9694290161133
Saint Vincent and the Grenadines,VCT,2009,79.6359481811523
Saint Vincent and the Grenadines,VCT,2010,84.1037216186523
Saint Vincent and the Grenadines,VCT,2012,85.2907562255859
Saint Vincent and the Grenadines,VCT,2013,82.6966323852539
Saint Vincent and the Grenadines,VCT,2014,76.051399230957
Sao Tome and Principe,STP,2009,48.1022491455078
Sao Tome and Principe,STP,2014,33.0170783996582
Sao Tome and Principe,STP,2015,34.3511505126953
Saudi Arabia,SAU,2007,91.4969024658203
Saudi Arabia,SAU,2013,100
Saudi Arabia,SAU,2014,100
Senegal,SEN,2003,55.3790588378906
Senegal,SEN,2004,50.8420600891113
Senegal,SEN,2005,45.6977081298828
Senegal,SEN,2006,49.6953506469727
Senegal,SEN,2007,46.038688659668
Senegal,SEN,2008,46.1838111877441
Senegal,SEN,2009,42.5605506896973
Senegal,SEN,2010,47.8528518676758
Senegal,SEN,2012,64.7217712402344
Senegal,SEN,2014,69.9682235717773
Serbia,SRB,2007,100
Serbia,SRB,2009,94.2174301147461
Serbia,SRB,2011,70.4204177856445
Serbia,SRB,2012,55.7344284057617
Seychelles,SYC,1998,83.6890182495117
Seychelles,SYC,1999,82.258056640625
Seychelles,SYC,2000,81.1403503417969
Seychelles,SYC,2003,77.9259262084961
Seychelles,SYC,2009,99.3589706420898
Seychelles,SYC,2011,86.7378005981445
Sierra Leone,SLE,2011,48.0183601379395
Sierra Leone,SLE,2012,54.601261138916
Sierra Leone,SLE,2013,57.1160583496094
Singapore,SGP,2007,96.0591506958008
Singapore,SGP,2008,97.07568359375
Singapore,SGP,2009,94.3467712402344
Solomon Islands,SLB,2010,57.9661712646484
Solomon Islands,SLB,2011,53.5443992614746
Solomon Islands,SLB,2012,54.3064498901367
Solomon Islands,SLB,2013,63.340160369873
Solomon Islands,SLB,2014,64.6144714355469
South Africa,ZAF,1999,63.2598609924316
South Africa,ZAF,2000,67.9418716430664
South Africa,ZAF,2001,67.6156234741211
South Africa,ZAF,2002,77.9215469360352
South Sudan,SSD,2011,44.027099609375
Sri Lanka,LKA,2010,82.1101531982422
Sri Lanka,LKA,2011,82.390380859375
Sri Lanka,LKA,2013,80.2432327270508
Sub-Saharan Africa,,2000,81.5175628662109
Sub-Saharan Africa,,2001,79.2229537963867
Sub-Saharan Africa,,2002,79.4400787353516
Sub-Saharan Africa,,2003,77.7926177978516
Sub-Saharan Africa,,2004,76.0346374511719
Sub-Saharan Africa,,2005,75.5861206054688
Sub-Saharan Africa,,2006,77.0366973876953
Sub-Saharan Africa,,2007,75.2410507202148
Sub-Saharan Africa,,2008,75.9688186645508
Sub-Saharan Africa,,2009,76.7700805664063
Sub-Saharan Africa,,2010,73.4643096923828
Sub-Saharan Africa,,2011,73.773551940918
Sub-Saharan Africa,,2012,74.9216995239258
Sub-Saharan Africa,,2013,74.6731262207031
Sub-Saharan Africa,,2014,74.6539993286133
Sub-Saharan Africa (all income levels),,2000,81.5174407958984
Sub-Saharan Africa (all income levels),,2001,79.2221069335938
Sub-Saharan Africa (all income levels),,2002,79.4394302368164
Sub-Saharan Africa (all income levels),,2003,77.7926635742188
Sub-Saharan Africa (all income levels),,2004,76.0362167358398
Sub-Saharan Africa (all income levels),,2005,75.5879669189453
Sub-Saharan Africa (all income levels),,2006,77.0381774902344
Sub-Saharan Africa (all income levels),,2007,75.2429428100586
Sub-Saharan Africa (all income levels),,2008,75.9720077514648
Sub-Saharan Africa (all income levels),,2009,76.7745895385742
Sub-Saharan Africa (all income levels),,2010,73.4669418334961
Sub-Saharan Africa (all income levels),,2011,73.7760467529297
Sub-Saharan Africa (all income levels),,2012,74.9231033325195
Sub-Saharan Africa (all income levels),,2013,74.675178527832
Sub-Saharan Africa (all income levels),,2014,74.6551818847656
Suriname,SUR,2008,100
Suriname,SUR,2009,100
Suriname,SUR,2013,93.5619888305664
Suriname,SUR,2014,5.86389017105103
Swaziland,SWZ,1999,91.1284027099609
Swaziland,SWZ,2000,90.382926940918
Swaziland,SWZ,2002,90.5752868652344
Swaziland,SWZ,2003,90.5538864135742
Swaziland,SWZ,2004,90.5297393798828
Swaziland,SWZ,2005,90.7728805541992
Swaziland,SWZ,2006,92.1807098388672
Swaziland,SWZ,2007,94.0438003540039
Swaziland,SWZ,2009,84.1860504150391
Swaziland,SWZ,2010,79.3380737304688
Swaziland,SWZ,2011,77.5629577636719
Swaziland,SWZ,2012,67.5810165405273
Swaziland,SWZ,2013,79.1465911865234
Syria,SYR,1999,81.1030807495117
Syria,SYR,2000,89.212646484375
Syria,SYR,2001,87.9513397216797
Syria,SYR,2002,88.389030456543
Tajikistan,TJK,2001,81.5895690917969
Tajikistan,TJK,2002,81.5740127563477
Tajikistan,TJK,2003,81.9755477905273
Tajikistan,TJK,2004,84.0607299804688
Tajikistan,TJK,2006,93.0489730834961
Tajikistan,TJK,2007,87.4086837768555
Tajikistan,TJK,2008,88.3000335693359
Tajikistan,TJK,2009,89.5200424194336
Tajikistan,TJK,2010,92.9375686645508
Tajikistan,TJK,2011,93.6616821289063
Tajikistan,TJK,2012,93.9129791259766
Tajikistan,TJK,2013,94.078498840332
Tajikistan,TJK,2014,100
Tajikistan,TJK,2015,100
Tanzania,TZA,2001,100
Tanzania,TZA,2002,100
Tanzania,TZA,2004,100
Tanzania,TZA,2005,100
Tanzania,TZA,2006,100
Tanzania,TZA,2007,100
Tanzania,TZA,2009,100
Tanzania,TZA,2010,94.4994506835938
Tanzania,TZA,2012,96.6003112792969
Tanzania,TZA,2013,98.986213684082
Thailand,THA,2014,100
Togo,TGO,1999,31.1247692108154
Togo,TGO,2010,76.7028274536133
Togo,TGO,2011,70.7967071533203
Togo,TGO,2012,82.1386108398438
Togo,TGO,2013,76.0669097900391
Tonga,TON,1998,87.2340393066406
Tonga,TON,2013,99.5522384643555
Tonga,TON,2014,97.0588226318359
Trinidad and Tobago,TTO,1999,71.4515686035156
Trinidad and Tobago,TTO,2000,76.0773162841797
Trinidad and Tobago,TTO,2001,78.1464462280273
Trinidad and Tobago,TTO,2002,79.9583892822266
Trinidad and Tobago,TTO,2003,83.300537109375
Trinidad and Tobago,TTO,2004,81.0052337646484
Trinidad and Tobago,TTO,2007,88.5570907592773
Trinidad and Tobago,TTO,2008,86.5888824462891
Trinidad and Tobago,TTO,2009,87.9951705932617
Tunisia,TUN,2012,100
Tunisia,TUN,2013,100
Tunisia,TUN,2014,100
Turks and Caicos Islands,TCA,1999,79.797981262207
Turks and Caicos Islands,TCA,2001,76.4227600097656
Turks and Caicos Islands,TCA,2002,84.0336074829102
Turks and Caicos Islands,TCA,2003,84.0336074829102
Turks and Caicos Islands,TCA,2014,89.1228103637695
Turks and Caicos Islands,TCA,2015,90.4109573364258
Uganda,UGA,2002,80.506721496582
Uganda,UGA,2004,80.3762588500977
Uganda,UGA,2005,84.8196487426758
Uganda,UGA,2007,93.3603363037109
Uganda,UGA,2008,89.4161071777344
Uganda,UGA,2011,94.7741317749023
Ukraine,UKR,1999,99.8705902099609
Ukraine,UKR,2000,98.5728073120117
Ukraine,UKR,2001,99.8245315551758
Ukraine,UKR,2002,99.6700897216797
Ukraine,UKR,2003,99.7036514282227
Ukraine,UKR,2004,99.7276763916016
Ukraine,UKR,2005,99.6904678344727
Ukraine,UKR,2006,99.6347885131836
Ukraine,UKR,2007,99.8026885986328
Ukraine,UKR,2008,99.8150405883789
Ukraine,UKR,2009,99.8555603027344
Ukraine,UKR,2010,99.8627624511719
Ukraine,UKR,2011,99.8723907470703
Ukraine,UKR,2012,99.888313293457
United Arab Emirates,ARE,2004,60.8508605957031
United Arab Emirates,ARE,2005,59.9652290344238
United Arab Emirates,ARE,2012,100
United Arab Emirates,ARE,2013,100
United Arab Emirates,ARE,2014,100
Uzbekistan,UZB,2006,100
Uzbekistan,UZB,2007,100
Uzbekistan,UZB,2008,100
Uzbekistan,UZB,2009,100
Uzbekistan,UZB,2010,100
Uzbekistan,UZB,2011,100
Vanuatu,VUT,2007,100
Vietnam,VNM,1999,77.6535720825195
Vietnam,VNM,2000,80.0496368408203
Vietnam,VNM,2001,84.9499588012695
Vietnam,VNM,2002,87.0124435424805
Vietnam,VNM,2005,93.3701019287109
Vietnam,VNM,2006,95.639518737793
Vietnam,VNM,2007,97.793327331543
Vietnam,VNM,2008,98.6272430419922
Vietnam,VNM,2009,99.6399536132813
Vietnam,VNM,2010,98.3348693847656
Vietnam,VNM,2011,99.3025817871094
Vietnam,VNM,2012,99.5883026123047
Vietnam,VNM,2014,100
Zambia,ZMB,1998,89.9253921508789
Zambia,ZMB,1999,94.1815719604492
Zambia,ZMB,2012,92.6558609008789
Zimbabwe,ZWE,1998,79.2875137329102
Zimbabwe,ZWE,2012,88.1541290283203
Zimbabwe,ZWE,2013,85.862907409668
