Entity,Code,Year, (hectares per person)
Rest of Asia (excl. India & China),,1900,0.324340731
Rest of Asia (excl. India & China),,1910,0.328879598
Rest of Asia (excl. India & China),,1920,0.331831974
Rest of Asia (excl. India & China),,1930,0.322897203
Rest of Asia (excl. India & China),,1940,0.314468751
Rest of Asia (excl. India & China),,1950,0.311152509
Rest of Asia (excl. India & China),,1960,0.295465532
Rest of Asia (excl. India & China),,1970,0.247460658
Rest of Asia (excl. India & China),,1980,0.210362141
Rest of Asia (excl. India & China),,1990,0.185474752
Rest of Asia (excl. India & China),,2000,0.158118211
Rest of Asia (excl. India & China),,2001,0.158025347
Rest of Asia (excl. India & China),,2002,0.157010003
Rest of Asia (excl. India & China),,2003,0.157298487
Rest of Asia (excl. India & China),,2004,0.157585066
Rest of Asia (excl. India & China),,2005,0.154287719
Rest of Asia (excl. India & China),,2006,0.153808697
Rest of Asia (excl. India & China),,2007,0.15256235
Rest of Asia (excl. India & China),,2008,0.15189077
Rest of Asia (excl. India & China),,2009,0.152398484
Rest of Asia (excl. India & China),,2010,0.15364868
Rest of Asia (excl. India & China),,2011,0.153831133
Rest of Asia (excl. India & China),,2012,0.152332078
Rest of Asia (excl. India & China),,2013,0.153575438
Rest of Asia (excl. India & China),,2014,0.1534958
Rest of Asia (excl. India & China),,2015,0.153218264
Rest of Asia (excl. India & China),,2016,0.153276502
Russia,RUS,"10,000 BCE",0
Russia,RUS,"9,000 BCE",0
Russia,RUS,"8,000 BCE",0
Russia,RUS,"7,000 BCE",0
Russia,RUS,"6,000 BCE",0.012743539
Russia,RUS,"5,000 BCE",0.185227323
Russia,RUS,"4,000 BCE",0.269162574
Russia,RUS,"3,000 BCE",0.520958763
Russia,RUS,"2,000 BCE",0.497628592
Russia,RUS,"1,000 BCE",1.366136158
Russia,RUS,0,1.330212565
Russia,RUS,100,1.323202306
Russia,RUS,200,1.316889811
Russia,RUS,300,1.3106806
Russia,RUS,400,1.304129022
Russia,RUS,500,1.298858294
Russia,RUS,600,1.289817636
Russia,RUS,700,1.273303293
Russia,RUS,800,1.248058756
Russia,RUS,900,1.241778326
Russia,RUS,1000,1.2352918
Russia,RUS,1100,1.228745282
Russia,RUS,1200,1.220717803
Russia,RUS,1300,1.213992972
Russia,RUS,1400,1.2060514
Russia,RUS,1500,1.197737412
Russia,RUS,1600,1.189057039
Russia,RUS,1700,1.176778898
Russia,RUS,1710,1.183813515
Russia,RUS,1720,1.184108697
Russia,RUS,1730,1.184135364
Russia,RUS,1740,1.183996759
Russia,RUS,1750,1.186578988
Russia,RUS,1760,1.186780519
Russia,RUS,1770,1.186882315
Russia,RUS,1780,1.187082364
Russia,RUS,1790,1.187484265
Russia,RUS,1800,1.188043059
Russia,RUS,1810,1.186517172
Russia,RUS,1820,1.180342223
Russia,RUS,1830,1.174859238
Russia,RUS,1840,1.176331755
Russia,RUS,1850,1.173226193
Russia,RUS,1860,1.174151093
Russia,RUS,1870,1.17192672
Russia,RUS,1880,1.173838687
Russia,RUS,1890,1.175883148
Russia,RUS,1900,1.176565539
Russia,RUS,1910,1.183323983
Russia,RUS,1920,1.172084409
Russia,RUS,1930,1.172263634
Russia,RUS,1940,1.171699133
Russia,RUS,1950,1.130730148
Russia,RUS,1960,1.158543414
Russia,RUS,1970,1.023467973
Russia,RUS,1980,0.949195902
Russia,RUS,1990,0.873109457
Russia,RUS,2000,0.804421952
Russia,RUS,2001,0.796438382
Russia,RUS,2002,0.795376225
Russia,RUS,2003,0.791204468
Russia,RUS,2004,0.787147281
Russia,RUS,2005,0.786432223
Russia,RUS,2006,0.78664602
Russia,RUS,2007,0.788243079
Russia,RUS,2008,0.790313429
Russia,RUS,2009,0.792506996
Russia,RUS,2010,0.76889914
Russia,RUS,2011,0.782115542
Russia,RUS,2012,0.780472693
Russia,RUS,2013,0.773978484
Russia,RUS,2014,0.770717009
Russia,RUS,2015,0.7711378
Russia,RUS,2016,0.76616562
United States,USA,"10,000 BCE",0
United States,USA,"9,000 BCE",0
United States,USA,"8,000 BCE",0
United States,USA,"7,000 BCE",0
United States,USA,"6,000 BCE",0
United States,USA,"5,000 BCE",0
United States,USA,"4,000 BCE",0
United States,USA,"3,000 BCE",0
United States,USA,"2,000 BCE",0.052593081
United States,USA,"1,000 BCE",0.352264367
United States,USA,0,0.633344307
United States,USA,100,0.633348218
United States,USA,200,0.633340295
United States,USA,300,0.633339732
United States,USA,400,0.633338678
United States,USA,500,0.633331637
United States,USA,600,0.633320422
United States,USA,700,0.633300967
United States,USA,800,0.633260157
United States,USA,900,0.635364841
United States,USA,1000,0.637338561
United States,USA,1100,0.641687591
United States,USA,1200,0.645110746
United States,USA,1300,0.649841635
United States,USA,1400,0.656662293
United States,USA,1500,0.665337947
United States,USA,1600,0.762502508
United States,USA,1700,0.8117337
United States,USA,1710,0.758519563
United States,USA,1720,0.744142055
United States,USA,1730,0.759066528
United States,USA,1740,0.777978151
United States,USA,1750,0.810812841
United States,USA,1760,0.856569276
United States,USA,1770,0.91993468
United States,USA,1780,1.006226842
United States,USA,1790,1.122613456
United States,USA,1800,1.245748817
United States,USA,1810,1.3335089
United States,USA,1820,1.421331033
United States,USA,1830,1.538774771
United States,USA,1840,1.688427908
United States,USA,1850,1.751296195
United States,USA,1860,1.854771595
United States,USA,1870,1.727645692
United States,USA,1880,1.994390657
United States,USA,1890,1.992934372
United States,USA,1900,1.894820963
United States,USA,1910,1.823636332
United States,USA,1920,1.683963267
United States,USA,1930,1.496907896
United States,USA,1940,1.353885551
United States,USA,1950,1.202376789
United States,USA,1960,0.988838319
United States,USA,1970,0.909412223
United States,USA,1980,0.82773905
United States,USA,1990,0.737447625
United States,USA,2000,0.630363374
United States,USA,2001,0.624314751
United States,USA,2002,0.609958232
United States,USA,2003,0.599493704
United States,USA,2004,0.578214984
United States,USA,2005,0.566219995
United States,USA,2006,0.544893486
United States,USA,2007,0.544627534
United States,USA,2008,0.545808057
United States,USA,2009,0.537906803
United States,USA,2010,0.510764863
United States,USA,2011,0.500229174
United States,USA,2012,0.506331983
United States,USA,2013,0.477699741
United States,USA,2014,0.490234246
United States,USA,2015,0.466727272
United States,USA,2016,0.474908708
World,OWID_WRL,"10,000 BCE",0
World,OWID_WRL,"9,000 BCE",0
World,OWID_WRL,"8,000 BCE",0.001473042
World,OWID_WRL,"7,000 BCE",0.188473415
World,OWID_WRL,"6,000 BCE",0.297388355
World,OWID_WRL,"5,000 BCE",0.543411533
World,OWID_WRL,"4,000 BCE",0.971997181
World,OWID_WRL,"3,000 BCE",1.085284085
World,OWID_WRL,"2,000 BCE",0.998124686
World,OWID_WRL,"1,000 BCE",1.054857254
World,OWID_WRL,0,0.848307601
World,OWID_WRL,100,0.830098387
World,OWID_WRL,200,0.806977262
World,OWID_WRL,300,0.795134697
World,OWID_WRL,400,0.733508052
World,OWID_WRL,500,0.678704339
World,OWID_WRL,600,0.629100307
World,OWID_WRL,700,0.608647623
World,OWID_WRL,800,0.5924489
World,OWID_WRL,900,0.581141859
World,OWID_WRL,1000,0.569688364
World,OWID_WRL,1100,0.551912753
World,OWID_WRL,1200,0.560315373
World,OWID_WRL,1300,0.556314091
World,OWID_WRL,1400,0.511965989
World,OWID_WRL,1500,0.517937224
World,OWID_WRL,1600,0.528547288
World,OWID_WRL,1700,0.497647783
World,OWID_WRL,1710,0.500039523
World,OWID_WRL,1720,0.496797352
World,OWID_WRL,1730,0.497818876
World,OWID_WRL,1740,0.492301809
World,OWID_WRL,1750,0.478854302
World,OWID_WRL,1760,0.473583878
World,OWID_WRL,1770,0.466960411
World,OWID_WRL,1780,0.445714702
World,OWID_WRL,1790,0.443309319
World,OWID_WRL,1800,0.457055262
World,OWID_WRL,1810,0.446492011
World,OWID_WRL,1820,0.453351178
World,OWID_WRL,1830,0.445288317
World,OWID_WRL,1840,0.454768983
World,OWID_WRL,1850,0.4568695
World,OWID_WRL,1860,0.468439379
World,OWID_WRL,1870,0.492130766
World,OWID_WRL,1880,0.512016484
World,OWID_WRL,1890,0.514031014
World,OWID_WRL,1900,0.513767506
World,OWID_WRL,1910,0.529535029
World,OWID_WRL,1920,0.518546518
World,OWID_WRL,1930,0.513217661
World,OWID_WRL,1940,0.502766558
World,OWID_WRL,1950,0.483599699
World,OWID_WRL,1960,0.451919372
World,OWID_WRL,1970,0.385204614
World,OWID_WRL,1980,0.326785524
World,OWID_WRL,1990,0.286297473
World,OWID_WRL,2000,0.247009002
World,OWID_WRL,2001,0.24534424
World,OWID_WRL,2002,0.242130755
World,OWID_WRL,2003,0.24018149
World,OWID_WRL,2004,0.239136634
World,OWID_WRL,2005,0.236090524
World,OWID_WRL,2006,0.233199837
World,OWID_WRL,2007,0.229251163
World,OWID_WRL,2008,0.22765509
World,OWID_WRL,2009,0.226193034
World,OWID_WRL,2010,0.222376911
World,OWID_WRL,2011,0.222110783
World,OWID_WRL,2012,0.22207999
World,OWID_WRL,2013,0.219344617
World,OWID_WRL,2014,0.219223725
World,OWID_WRL,2015,0.217747262
World,OWID_WRL,2016,0.21717029
