Entity,Code,Year,Pupil-teacher ratio in pre-primary education (headcount basis) (headcount basis)
East Asia & Pacific (all income levels),,1996,27.1546802520752
East Asia & Pacific (all income levels),,1997,26.4917297363281
East Asia & Pacific (all income levels),,1998,26.4130802154541
East Asia & Pacific (all income levels),,1999,25.5915603637695
East Asia & Pacific (all income levels),,2000,24.8971900939941
East Asia & Pacific (all income levels),,2001,24.3291206359863
East Asia & Pacific (all income levels),,2002,23.1200408935547
East Asia & Pacific (all income levels),,2003,22.1848697662354
East Asia & Pacific (all income levels),,2004,21.0265598297119
East Asia & Pacific (all income levels),,2005,20.2983303070068
East Asia & Pacific (all income levels),,2006,21.9172592163086
East Asia & Pacific (all income levels),,2007,21.0730590820313
East Asia & Pacific (all income levels),,2008,20.48118019104
East Asia & Pacific (all income levels),,2009,20.7313709259033
East Asia & Pacific (all income levels),,2010,21.5759601593018
East Asia & Pacific (all income levels),,2011,21.3104190826416
East Asia & Pacific (all income levels),,2012,21.5374298095703
East Asia & Pacific (all income levels),,2013,20.9896907806396
East Asia & Pacific (all income levels),,2014,19.6948299407959
Ecuador,ECU,1971,32.9856109619141
Ecuador,ECU,1972,34.8669815063477
Ecuador,ECU,1973,31.6494998931885
Ecuador,ECU,1974,34.3185195922852
Ecuador,ECU,1975,32.9937782287598
Ecuador,ECU,1976,30.6735191345215
Ecuador,ECU,1977,32.0820007324219
Ecuador,ECU,1978,32.2181282043457
Ecuador,ECU,1979,30.6859092712402
Ecuador,ECU,1980,26.9842090606689
Ecuador,ECU,1981,27.3514499664307
Ecuador,ECU,1982,28.4316596984863
Ecuador,ECU,1983,28.2964401245117
Ecuador,ECU,1984,28.8365097045898
Ecuador,ECU,1985,24.0977401733398
Ecuador,ECU,1986,24.3538703918457
Ecuador,ECU,1987,24.2030792236328
Ecuador,ECU,1988,22.7813301086426
Ecuador,ECU,1989,21.8930797576904
Ecuador,ECU,1990,20.8627796173096
Ecuador,ECU,1991,18.2548809051514
Ecuador,ECU,1992,21.2233104705811
Ecuador,ECU,1993,22.1167106628418
Ecuador,ECU,1994,17.8275108337402
Ecuador,ECU,1995,16.5120105743408
Ecuador,ECU,1996,15.6904001235962
Ecuador,ECU,1997,15.7086200714111
Ecuador,ECU,1998,15.2441701889038
Ecuador,ECU,1999,17.8434791564941
Ecuador,ECU,2000,14.5608100891113
Ecuador,ECU,2001,14.5102100372314
Ecuador,ECU,2002,18.0227298736572
Ecuador,ECU,2003,17.2503204345703
Ecuador,ECU,2004,16.6501293182373
Ecuador,ECU,2005,17.0274295806885
Ecuador,ECU,2006,17.1952095031738
Ecuador,ECU,2007,16.8410606384277
Ecuador,ECU,2010,11.9126300811768
Ecuador,ECU,2011,11.8186902999878
Ecuador,ECU,2012,12.0484104156494
Ecuador,ECU,2013,17.7304000854492
Egypt,EGY,1971,38.8575897216797
Egypt,EGY,1972,34.092960357666
Egypt,EGY,1973,36.9813690185547
Egypt,EGY,1974,39.1664810180664
Egypt,EGY,1979,43.9687309265137
Egypt,EGY,1980,37.9402198791504
Egypt,EGY,1982,44.3281288146973
Egypt,EGY,1987,39.7832489013672
Egypt,EGY,1988,37.4652099609375
Egypt,EGY,1989,28.0561904907227
Egypt,EGY,1990,34.8920288085938
Egypt,EGY,1991,24.7962608337402
Egypt,EGY,1992,23.7692909240723
Egypt,EGY,1993,25.6677894592285
Egypt,EGY,1994,25.3920803070068
Egypt,EGY,1995,27.9747200012207
Egypt,EGY,1996,24.4206008911133
Egypt,EGY,1997,24.0659809112549
Egypt,EGY,1999,23.9991207122803
Egypt,EGY,2001,22.1397800445557
Egypt,EGY,2002,23.350549697876
Egypt,EGY,2003,23.5862407684326
Egypt,EGY,2004,24.1926403045654
Egypt,EGY,2005,23.6624393463135
Egypt,EGY,2006,25.5138206481934
Egypt,EGY,2007,24.8081302642822
Egypt,EGY,2008,31.3742904663086
Egypt,EGY,2010,30.3477191925049
Egypt,EGY,2013,24.2766990661621
Egypt,EGY,2014,27.8913593292236
El Salvador,SLV,1970,32.8507499694824
El Salvador,SLV,1971,37.9101104736328
El Salvador,SLV,1972,35.9585609436035
El Salvador,SLV,1973,46.3849716186523
El Salvador,SLV,1980,46.9922790527344
El Salvador,SLV,1981,42.4966812133789
El Salvador,SLV,1982,58.026008605957
El Salvador,SLV,1983,55.277271270752
El Salvador,SLV,1984,53.5166091918945
El Salvador,SLV,1987,34.4173011779785
El Salvador,SLV,1988,40.8354988098145
El Salvador,SLV,1995,26.140380859375
El Salvador,SLV,1996,25.0872001647949
El Salvador,SLV,2003,32.5980682373047
El Salvador,SLV,2004,33.8310585021973
El Salvador,SLV,2005,33.271411895752
El Salvador,SLV,2006,32.7956809997559
El Salvador,SLV,2007,31.3320999145508
El Salvador,SLV,2008,24.3259105682373
El Salvador,SLV,2009,22.9076595306396
El Salvador,SLV,2011,24.0531196594238
El Salvador,SLV,2013,34.1189193725586
Equatorial Guinea,GNQ,1999,43.0103416442871
Equatorial Guinea,GNQ,2000,35.9697608947754
Equatorial Guinea,GNQ,2001,27.3756809234619
Equatorial Guinea,GNQ,2004,26.7954502105713
Equatorial Guinea,GNQ,2008,23.8978900909424
Equatorial Guinea,GNQ,2012,17.475700378418
Eritrea,ERI,1992,32.1442794799805
Eritrea,ERI,1993,30.9735698699951
Eritrea,ERI,1994,31.7541007995605
Eritrea,ERI,1995,31.375
Eritrea,ERI,1996,34.8085098266602
Eritrea,ERI,1997,35.9565200805664
Eritrea,ERI,1999,36.077880859375
Eritrea,ERI,2000,36.6820983886719
Eritrea,ERI,2001,38.1472396850586
Eritrea,ERI,2003,36.4829292297363
Eritrea,ERI,2004,37.6829299926758
Eritrea,ERI,2005,36.9751510620117
Eritrea,ERI,2006,34.5330085754395
Eritrea,ERI,2007,35.0875701904297
Eritrea,ERI,2008,33.7410507202148
Eritrea,ERI,2009,33.6302604675293
Eritrea,ERI,2010,35.4383201599121
Eritrea,ERI,2011,37.9456787109375
Eritrea,ERI,2012,35.4729881286621
Eritrea,ERI,2013,33.8340606689453
Estonia,EST,1989,6.66086006164551
Estonia,EST,1990,6.62961006164551
Estonia,EST,1991,6.56673002243042
Estonia,EST,1992,6.36674976348877
Estonia,EST,1993,6.58335018157959
Estonia,EST,1994,7.00869989395142
Estonia,EST,1995,6.81651020050049
Estonia,EST,1996,6.75623989105225
Estonia,EST,1997,6.42813014984131
Estonia,EST,1998,6.9253101348877
Estonia,EST,1999,7.94150018692017
Estonia,EST,2000,7.84027004241943
Estonia,EST,2001,7.987380027771
Estonia,EST,2003,7.58219003677368
Estonia,EST,2004,7.53499984741211
Estonia,EST,2005,7.4656400680542
Estonia,EST,2006,7.52135992050171
Estonia,EST,2008,7.26146984100342
Estonia,EST,2009,5.92078018188477
Estonia,EST,2010,5.66670989990234
Estonia,EST,2011,6.36711978912354
Estonia,EST,2012,6.8193998336792
Ethiopia,ETH,1974,39.8421096801758
Ethiopia,ETH,1983,46.8880004882813
Ethiopia,ETH,1985,44.8312301635742
Ethiopia,ETH,1986,45.5195808410645
Ethiopia,ETH,1987,45.6886596679688
Ethiopia,ETH,1988,45.7894706726074
Ethiopia,ETH,1989,46.2685394287109
Ethiopia,ETH,1990,45.6772689819336
Ethiopia,ETH,1991,35.2309913635254
Ethiopia,ETH,1992,38.1737403869629
Ethiopia,ETH,1993,38.3620491027832
Ethiopia,ETH,1994,40.3455390930176
Ethiopia,ETH,1995,37.1719589233398
Ethiopia,ETH,1997,38.256031036377
Ethiopia,ETH,1998,37.3391189575195
Ethiopia,ETH,1999,36.3172492980957
Ethiopia,ETH,2000,35.2705993652344
Ethiopia,ETH,2001,34.0255088806152
Ethiopia,ETH,2002,32.3683395385742
Ethiopia,ETH,2003,33.1154518127441
Ethiopia,ETH,2004,31.9645690917969
Ethiopia,ETH,2005,33.4380493164063
Ethiopia,ETH,2006,25.6812000274658
Ethiopia,ETH,2007,27.3254299163818
Ethiopia,ETH,2008,26.9007606506348
Ethiopia,ETH,2010,35.380428314209
Euro area,,1970,21.8514003753662
Euro area,,1971,21.8749504089355
Euro area,,1972,21.6065196990967
Euro area,,1973,21.9890594482422
Euro area,,1974,21.9501800537109
Euro area,,1975,21.9464893341064
Euro area,,1976,21.8815097808838
Euro area,,1977,21.4234008789063
Euro area,,1978,21.2830791473389
Euro area,,1979,20.5297393798828
Euro area,,1980,20.1429004669189
Euro area,,1981,19.7688598632813
Euro area,,1982,19.5487499237061
Euro area,,1983,19.3528308868408
Euro area,,1984,19.1477298736572
Euro area,,1985,18.8675594329834
Euro area,,1986,18.7387008666992
Euro area,,1987,18.5551891326904
Euro area,,1988,18.2961292266846
Euro area,,1989,18.0385093688965
Euro area,,1990,17.9247493743896
Euro area,,1991,17.7343902587891
Euro area,,1992,17.8217792510986
Euro area,,1993,17.7458305358887
Euro area,,1994,17.4911098480225
Euro area,,1995,17.6005897521973
Euro area,,1996,17.6475791931152
Euro area,,1997,17.349760055542
Euro area,,1998,16.7566795349121
Euro area,,1999,16.0442905426025
Euro area,,2000,15.6717500686646
Euro area,,2001,15.2531795501709
Euro area,,2002,14.7598495483398
Euro area,,2003,14.1200399398804
Euro area,,2004,14.1264495849609
Euro area,,2005,14.1965703964233
Euro area,,2006,14.1539402008057
Euro area,,2007,13.8804502487183
Euro area,,2008,13.6825799942017
Euro area,,2009,13.7259998321533
Euro area,,2010,13.6746501922607
Euro area,,2011,13.66565990448
Euro area,,2012,13.5420598983765
Euro area,,2013,13.0530300140381
Euro area,,2014,12.9587802886963
Europe & Central Asia,,1980,11.5906295776367
Europe & Central Asia,,1981,11.7126598358154
Europe & Central Asia,,1982,11.5362300872803
Europe & Central Asia,,1983,11.3317699432373
Europe & Central Asia,,1984,11.1194496154785
Europe & Central Asia,,1985,10.854100227356
Europe & Central Asia,,1986,10.5391902923584
Europe & Central Asia,,1987,10.4583101272583
Europe & Central Asia,,1988,10.4128999710083
Europe & Central Asia,,1989,10.6840896606445
Europe & Central Asia,,1990,10.661660194397
Europe & Central Asia,,1991,10.2054395675659
Europe & Central Asia,,1992,9.89850997924805
Europe & Central Asia,,1993,10.079119682312
Europe & Central Asia,,1994,9.48052978515625
Europe & Central Asia,,1995,9.44941997528076
Europe & Central Asia,,1996,9.38689994812012
Europe & Central Asia,,1997,9.30930042266846
Europe & Central Asia,,1998,9.23567008972168
Europe & Central Asia,,1999,9.2926197052002
Europe & Central Asia,,2000,9.39043998718262
Europe & Central Asia,,2001,9.52758979797363
Europe & Central Asia,,2002,9.57645988464355
Europe & Central Asia,,2003,9.75275039672852
Europe & Central Asia,,2004,9.75813007354736
Europe & Central Asia,,2005,9.85564041137695
Europe & Central Asia,,2006,9.98875045776367
Europe & Central Asia,,2007,10.024920463562
Europe & Central Asia,,2008,10.0196695327759
Europe & Central Asia,,2009,10.052020072937
Europe & Central Asia,,2010,10.0714797973633
Europe & Central Asia,,2011,10.2363595962524
Europe & Central Asia,,2012,10.207200050354
Europe & Central Asia,,2013,10.069239616394
Europe & Central Asia (all income levels),,1973,15.5489597320557
Europe & Central Asia (all income levels),,1974,15.6630802154541
Europe & Central Asia (all income levels),,1975,15.5833597183228
Europe & Central Asia (all income levels),,1976,15.4598703384399
Europe & Central Asia (all income levels),,1977,15.1973600387573
Europe & Central Asia (all income levels),,1978,14.9799499511719
Europe & Central Asia (all income levels),,1979,14.7370100021362
Europe & Central Asia (all income levels),,1980,14.5790901184082
Europe & Central Asia (all income levels),,1981,14.6173896789551
Europe & Central Asia (all income levels),,1982,14.3092098236084
Europe & Central Asia (all income levels),,1983,14.0203895568848
Europe & Central Asia (all income levels),,1984,13.7498502731323
Europe & Central Asia (all income levels),,1985,13.4474000930786
Europe & Central Asia (all income levels),,1986,13.1304397583008
Europe & Central Asia (all income levels),,1987,12.9826698303223
Europe & Central Asia (all income levels),,1988,12.8136796951294
Europe & Central Asia (all income levels),,1989,12.893440246582
Europe & Central Asia (all income levels),,1990,12.767219543457
Europe & Central Asia (all income levels),,1991,12.3506298065186
Europe & Central Asia (all income levels),,1992,12.1825799942017
Europe & Central Asia (all income levels),,1993,12.3959703445435
Europe & Central Asia (all income levels),,1994,12.1243495941162
Europe & Central Asia (all income levels),,1995,12.1794700622559
Europe & Central Asia (all income levels),,1996,12.2956600189209
Europe & Central Asia (all income levels),,1997,12.3711004257202
Europe & Central Asia (all income levels),,1998,12.3744401931763
Europe & Central Asia (all income levels),,1999,12.2644395828247
Europe & Central Asia (all income levels),,2000,12.2197504043579
Europe & Central Asia (all income levels),,2001,12.084400177002
Europe & Central Asia (all income levels),,2002,12.0766897201538
Europe & Central Asia (all income levels),,2003,11.9029197692871
Europe & Central Asia (all income levels),,2004,11.8006401062012
Europe & Central Asia (all income levels),,2005,11.9764003753662
Europe & Central Asia (all income levels),,2006,12.0182399749756
Europe & Central Asia (all income levels),,2007,11.9412899017334
Europe & Central Asia (all income levels),,2008,11.8348903656006
Europe & Central Asia (all income levels),,2009,11.8015804290771
Europe & Central Asia (all income levels),,2010,11.7686195373535
Europe & Central Asia (all income levels),,2011,11.8400201797485
Europe & Central Asia (all income levels),,2012,11.7817096710205
Europe & Central Asia (all income levels),,2013,11.6004104614258
Europe & Central Asia (all income levels),,2014,11.5870599746704
European Union,,1970,21.0842704772949
European Union,,1971,21.099630355835
European Union,,1972,20.9148902893066
European Union,,1973,21.3506698608398
European Union,,1974,21.4773406982422
European Union,,1975,21.5280895233154
European Union,,1976,21.2243499755859
European Union,,1977,20.7939395904541
European Union,,1978,20.730770111084
European Union,,1979,20.2520599365234
European Union,,1980,20.0221900939941
European Union,,1981,19.6898994445801
European Union,,1982,19.2494506835938
European Union,,1983,18.9524898529053
European Union,,1984,18.6540699005127
European Union,,1985,18.4866008758545
European Union,,1986,18.346170425415
European Union,,1987,18.198070526123
European Union,,1988,17.9531402587891
European Union,,1989,17.6610298156738
European Union,,1990,17.3473606109619
European Union,,1991,16.8316402435303
European Union,,1992,16.9186000823975
European Union,,1993,16.8655605316162
European Union,,1994,16.6812000274658
European Union,,1995,16.6619606018066
European Union,,1996,16.6876907348633
European Union,,1997,16.514820098877
European Union,,1998,16.1569404602051
European Union,,1999,15.4833297729492
European Union,,2000,15.0948696136475
European Union,,2001,14.563759803772
European Union,,2002,14.515830039978
European Union,,2003,14.0254402160645
European Union,,2004,13.860969543457
European Union,,2005,14.08726978302
European Union,,2006,14.0465297698975
European Union,,2007,13.9031600952148
European Union,,2008,13.7542200088501
European Union,,2009,13.6908597946167
European Union,,2010,13.6583499908447
European Union,,2011,13.6687898635864
European Union,,2012,13.6441602706909
European Union,,2013,13.2730703353882
European Union,,2014,13.3324203491211
Fiji,FJI,1974,10.0493803024292
Fiji,FJI,1975,13.0429697036743
Fiji,FJI,1977,21.9693298339844
Fiji,FJI,1978,22.9058799743652
Fiji,FJI,1979,32.7120018005371
Fiji,FJI,1980,22.923469543457
Fiji,FJI,1981,20.9032306671143
Fiji,FJI,1983,21.3162097930908
Fiji,FJI,1984,20.9411792755127
Fiji,FJI,1985,13.6558399200439
Fiji,FJI,1986,16.6153793334961
Fiji,FJI,1987,18.5582103729248
Fiji,FJI,1990,20.0160007476807
Fiji,FJI,1992,19.4526100158691
Fiji,FJI,2000,20.8589706420898
Fiji,FJI,2001,20.8117599487305
Fiji,FJI,2004,20.8405799865723
Fiji,FJI,2006,19.208890914917
Finland,FIN,1971,21.380350112915
Finland,FIN,1973,20.3529396057129
Finland,FIN,1974,21.0025291442871
Finland,FIN,1975,21.0037307739258
Finland,FIN,1995,10.9944095611572
Finland,FIN,1996,12.1572799682617
Finland,FIN,1997,11.6953201293945
Finland,FIN,1998,11.5149002075195
Finland,FIN,1999,11.9455604553223
Finland,FIN,2000,11.9631595611572
Finland,FIN,2001,12.7069702148438
Finland,FIN,2002,12.4653701782227
Finland,FIN,2003,12.2022104263306
Finland,FIN,2004,12.2579002380371
Finland,FIN,2005,11.9692602157593
Finland,FIN,2007,11.4255104064941
Finland,FIN,2008,11.4257898330688
Finland,FIN,2009,11.2443599700928
Finland,FIN,2010,11.0309896469116
Finland,FIN,2011,10.7651195526123
Finland,FIN,2012,10.6193704605103
Finland,FIN,2013,11.8503303527832
France,FRA,1993,24.1921806335449
France,FRA,1994,23.918249130249
France,FRA,1995,23.809289932251
France,FRA,1996,23.609790802002
France,FRA,1997,22.9985599517822
France,FRA,1998,20.924259185791
France,FRA,1999,18.6417102813721
France,FRA,2001,18.4459896087646
France,FRA,2002,18.1673107147217
France,FRA,2003,17.9791107177734
France,FRA,2004,18.0243396759033
France,FRA,2005,18.494140625
France,FRA,2006,18.5423202514648
France,FRA,2007,18.3357906341553
France,FRA,2008,18.1019401550293
France,FRA,2009,18.6763591766357
France,FRA,2010,20.346040725708
France,FRA,2011,20.056619644165
France,FRA,2012,20.577320098877
France,FRA,2013,20.3317909240723
Gabon,GAB,1992,25.6756801605225
Gabon,GAB,2001,30.2291297912598
Gambia,GMB,1992,32.1519584655762
Gambia,GMB,1999,36.5310516357422
Gambia,GMB,2013,33.6610488891602
Gambia,GMB,2014,33.9683990478516
Georgia,GEO,1981,7.47791004180908
Georgia,GEO,1986,5.85483980178833
Georgia,GEO,1991,7.22975015640259
Georgia,GEO,1993,6.36139011383057
Georgia,GEO,1997,7.62243986129761
Georgia,GEO,1999,12.776969909668
Georgia,GEO,2000,10.724479675293
Georgia,GEO,2001,10.4495496749878
Georgia,GEO,2002,10.3073196411133
Georgia,GEO,2003,10.0316295623779
Georgia,GEO,2004,9.70724964141846
Georgia,GEO,2005,9.65025997161865
Georgia,GEO,2006,9.89459991455078
Georgia,GEO,2007,10.7345399856567
Germany,DEU,1993,17.510929107666
Germany,DEU,1994,17.5618591308594
Germany,DEU,1995,19.1373405456543
Germany,DEU,1996,19.9748592376709
Germany,DEU,1997,20.0802001953125
Germany,DEU,1998,19.5931606292725
Germany,DEU,2003,12.1878900527954
Germany,DEU,2004,11.7825403213501
Germany,DEU,2005,11.7625999450684
Germany,DEU,2006,11.8193798065186
Germany,DEU,2007,11.6687002182007
Germany,DEU,2008,11.1604700088501
Germany,DEU,2009,11.0497198104858
Germany,DEU,2010,10.2686595916748
Germany,DEU,2011,10.1962099075317
Germany,DEU,2012,9.81688022613525
Germany,DEU,2013,8.32273006439209
Germany,DEU,2014,8.16516971588135
Ghana,GHA,1973,32.9377403259277
Ghana,GHA,1975,61.1657600402832
Ghana,GHA,1986,16.7529792785645
Ghana,GHA,1987,20.3041400909424
Ghana,GHA,1988,20.590669631958
Ghana,GHA,1989,19.4930095672607
Ghana,GHA,1990,21.3441104888916
Ghana,GHA,1999,27.5804004669189
Ghana,GHA,2000,25.2663307189941
Ghana,GHA,2001,24.3827800750732
Ghana,GHA,2004,27.7428703308105
Ghana,GHA,2005,32.6968688964844
Ghana,GHA,2006,32.5284614562988
Ghana,GHA,2007,32.3602485656738
Ghana,GHA,2008,35.2161102294922
Ghana,GHA,2009,35.4191398620605
Ghana,GHA,2011,35.9524192810059
Ghana,GHA,2012,36.3843307495117
Ghana,GHA,2013,35.4798393249512
Ghana,GHA,2014,32.5368309020996
Ghana,GHA,2015,33.9707183837891
Gibraltar,GIB,1972,20
Gibraltar,GIB,1974,14
Gibraltar,GIB,1975,14
Gibraltar,GIB,1976,13
Gibraltar,GIB,1977,17
Gibraltar,GIB,1978,17
Gibraltar,GIB,1979,22
Gibraltar,GIB,1981,14
Gibraltar,GIB,1982,14.3999996185303
Gibraltar,GIB,1983,15
Gibraltar,GIB,1984,15
Gibraltar,GIB,1985,30
Gibraltar,GIB,1999,21.7647094726563
Gibraltar,GIB,2000,22.7647094726563
Gibraltar,GIB,2001,22.4285697937012
Greece,GRC,1971,31.702579498291
Greece,GRC,1972,31.9586391448975
Greece,GRC,1973,30.1892700195313
Greece,GRC,1974,28.9959907531738
Greece,GRC,1975,27.24049949646
Greece,GRC,1976,26.1921691894531
Greece,GRC,1977,26.2255802154541
Greece,GRC,1978,24.092809677124
Greece,GRC,1979,23.5605602264404
Greece,GRC,1980,22.8747406005859
Greece,GRC,1981,22.4015998840332
Greece,GRC,1982,21.9773902893066
Greece,GRC,1983,22.2171306610107
Greece,GRC,1984,22.2680892944336
Greece,GRC,1985,21.7016906738281
Greece,GRC,1986,21.016019821167
Greece,GRC,1987,20.0060501098633
Greece,GRC,1988,19.5474700927734
Greece,GRC,1989,18.1584300994873
Greece,GRC,1990,17.064640045166
Greece,GRC,1991,16.2542896270752
Greece,GRC,1992,16.1172294616699
Greece,GRC,1993,16.5045795440674
Greece,GRC,1994,15.8116703033447
Greece,GRC,1995,15.5598001480103
Greece,GRC,1996,14.924409866333
Greece,GRC,1997,15.1036500930786
Greece,GRC,1998,15.8529796600342
Greece,GRC,1999,15.9017295837402
Greece,GRC,2000,15.8178396224976
Greece,GRC,2001,14.5030097961426
Greece,GRC,2002,13.9454097747803
Greece,GRC,2003,13.2177400588989
Greece,GRC,2004,12.7466802597046
Greece,GRC,2005,12.489330291748
Greece,GRC,2006,12.3558597564697
Greece,GRC,2007,11.9206199645996
Grenada,GRD,1971,17.9572601318359
Grenada,GRD,1972,34.8266716003418
Grenada,GRD,1977,26.4574508666992
Grenada,GRD,1978,28.6700000762939
Grenada,GRD,1979,26.8130798339844
Grenada,GRD,1981,21.7391300201416
Grenada,GRD,1982,22.3589706420898
Grenada,GRD,1983,21.5496196746826
Grenada,GRD,1984,18.6000003814697
Grenada,GRD,1987,22.4862995147705
Grenada,GRD,1988,23.8933296203613
Grenada,GRD,1999,15.254810333252
Grenada,GRD,2002,14.985650062561
Grenada,GRD,2003,14.7938604354858
Grenada,GRD,2004,14.8070201873779
Grenada,GRD,2005,10.3030300140381
Grenada,GRD,2007,13.9634103775024
Grenada,GRD,2008,14.9333295822144
Grenada,GRD,2009,10.5389003753662
Grenada,GRD,2010,14.4796695709229
Grenada,GRD,2013,13.5074100494385
Grenada,GRD,2014,12.1304302215576
Guatemala,GTM,1983,34.7184104919434
Guatemala,GTM,1984,31.8270206451416
Guatemala,GTM,1985,30.3439998626709
Guatemala,GTM,1986,28.4979190826416
Guatemala,GTM,1987,28.6959590911865
Guatemala,GTM,1992,29.1534805297852
Guatemala,GTM,1993,25.0468292236328
Guatemala,GTM,1994,23.1575508117676
Guatemala,GTM,1995,31.8078308105469
Guatemala,GTM,1996,30.9961605072021
Guatemala,GTM,1997,30.0787391662598
Guatemala,GTM,1998,26.8579692840576
Guatemala,GTM,1999,26.0932903289795
Guatemala,GTM,2000,22.7659492492676
Guatemala,GTM,2001,22.9584808349609
Guatemala,GTM,2002,23.1536598205566
Guatemala,GTM,2004,25.4862899780273
Guatemala,GTM,2005,25.1081695556641
Guatemala,GTM,2006,24.9175395965576
Guatemala,GTM,2007,24.2081203460693
Guatemala,GTM,2008,23.2688999176025
Guatemala,GTM,2009,23.9744606018066
Guatemala,GTM,2010,21.48756980896
Guatemala,GTM,2011,20.564380645752
Guatemala,GTM,2012,19.2058296203613
Guinea,GIN,1994,33.9735107421875
Guinea,GIN,1996,52.7777786254883
Guinea,GIN,1997,42.0851097106934
Guinea,GIN,2004,35.8211097717285
Guinea,GIN,2005,31.1502494812012
Guinea,GIN,2006,28.9344902038574
Guinea,GIN,2007,33.3237609863281
Guinea,GIN,2008,34.0413818359375
Guinea,GIN,2010,33.541259765625
Guinea-Bissau,GNB,1971,18.0833301544189
Guinea-Bissau,GNB,1980,11.2941198348999
Guinea-Bissau,GNB,1981,9.9782600402832
Guinea-Bissau,GNB,1982,10.4130401611328
Guinea-Bissau,GNB,1983,23.5
Guinea-Bissau,GNB,1987,20.4262294769287
Guinea-Bissau,GNB,2000,21.4381408691406
Guinea-Bissau,GNB,2010,28.9643993377686
Guyana,GUY,1977,15.5138397216797
Guyana,GUY,1978,13.7083501815796
Guyana,GUY,1979,14.5986003875732
Guyana,GUY,1980,13.8982400894165
Guyana,GUY,1981,13.8528203964233
Guyana,GUY,1982,16.8020191192627
Guyana,GUY,1983,18.3162994384766
Guyana,GUY,1985,19.4269199371338
Guyana,GUY,1986,18.3595409393311
Guyana,GUY,1988,18.2285709381104
Guyana,GUY,1991,23.4865093231201
Guyana,GUY,1992,18.8129291534424
Guyana,GUY,1993,19.5572204589844
Guyana,GUY,1994,19.7585792541504
Guyana,GUY,1995,19.4200592041016
Guyana,GUY,1996,16.3264598846436
Guyana,GUY,1997,16.7864608764648
Guyana,GUY,1999,17.7369709014893
Guyana,GUY,2000,16.6530208587646
Guyana,GUY,2001,16.0650501251221
Guyana,GUY,2003,14.9553003311157
Guyana,GUY,2005,16.134349822998
Guyana,GUY,2007,14.7184295654297
Guyana,GUY,2008,14.8783597946167
Guyana,GUY,2009,14.75
Guyana,GUY,2010,14.0640497207642
Guyana,GUY,2011,15.4751596450806
Guyana,GUY,2012,15.632080078125
Haiti,HTI,1985,21.9665298461914
Heavily indebted poor countries (HIPC),,1984,29.7568397521973
Heavily indebted poor countries (HIPC),,1985,29.608419418335
Heavily indebted poor countries (HIPC),,1986,28.6324901580811
Heavily indebted poor countries (HIPC),,1987,28.876880645752
Heavily indebted poor countries (HIPC),,1988,28.3196907043457
Heavily indebted poor countries (HIPC),,1989,27.6547393798828
Heavily indebted poor countries (HIPC),,1990,28.2964305877686
Heavily indebted poor countries (HIPC),,1991,28.180570602417
Heavily indebted poor countries (HIPC),,1992,28.208589553833
Heavily indebted poor countries (HIPC),,1993,28.2000293731689
Heavily indebted poor countries (HIPC),,1994,28.2002201080322
Heavily indebted poor countries (HIPC),,1995,28.2093296051025
Heavily indebted poor countries (HIPC),,1996,28.1462001800537
Heavily indebted poor countries (HIPC),,1997,28.0750198364258
Heavily indebted poor countries (HIPC),,1998,28.0694198608398
Heavily indebted poor countries (HIPC),,1999,27.9932899475098
Heavily indebted poor countries (HIPC),,2000,28.1047191619873
Heavily indebted poor countries (HIPC),,2001,27.903190612793
Heavily indebted poor countries (HIPC),,2002,27.7445507049561
Heavily indebted poor countries (HIPC),,2003,28.0700092315674
Heavily indebted poor countries (HIPC),,2004,28.4258403778076
Heavily indebted poor countries (HIPC),,2005,29.9018402099609
Heavily indebted poor countries (HIPC),,2006,28.6083507537842
Heavily indebted poor countries (HIPC),,2007,27.3465690612793
Heavily indebted poor countries (HIPC),,2008,30.0263996124268
Heavily indebted poor countries (HIPC),,2009,30.3700199127197
Heavily indebted poor countries (HIPC),,2010,28.9905204772949
Heavily indebted poor countries (HIPC),,2011,28.913890838623
Heavily indebted poor countries (HIPC),,2012,28.6152400970459
Heavily indebted poor countries (HIPC),,2013,28.2577705383301
Heavily indebted poor countries (HIPC),,2014,27.9676094055176
High income,,1970,22.5346298217773
High income,,1971,22.537410736084
High income,,1972,22.3096809387207
High income,,1973,22.6319007873535
High income,,1974,22.8683795928955
High income,,1975,23.1292304992676
High income,,1976,22.9510402679443
High income,,1977,22.626859664917
High income,,1978,22.4786605834961
High income,,1979,22.1484699249268
High income,,1980,21.8080997467041
High income,,1981,21.4773693084717
High income,,1982,21.1368198394775
High income,,1983,20.837869644165
High income,,1984,20.5930690765381
High income,,1985,20.4615592956543
High income,,1986,20.4162693023682
High income,,1987,20.2840404510498
High income,,1988,20.0545597076416
High income,,1989,19.7853202819824
High income,,1990,19.5338096618652
High income,,1991,19.298360824585
High income,,1992,19.4589290618896
High income,,1993,19.5461597442627
High income,,1994,19.445499420166
High income,,1995,19.4593296051025
High income,,1996,19.700719833374
High income,,1997,18.9456195831299
High income,,1998,18.9069004058838
High income,,1999,18.3204898834229
High income,,2000,17.8410797119141
High income,,2001,17.6429500579834
High income,,2002,16.9064102172852
High income,,2003,16.443660736084
High income,,2004,15.9665203094482
High income,,2005,16.0528297424316
High income,,2006,15.6992998123169
High income,,2007,15.5800800323486
High income,,2008,15.3795003890991
High income,,2009,15.027759552002
