Entity,Code,Year,Political competition (%),Political participation (%)
Middle East and North Africa,,1969,3.4000001,2.24
Middle East and North Africa,,1970,3.3,2.21
Middle East and North Africa,,1971,2.7,2.1900001
Middle East and North Africa,,1972,2.7,2.1700001
Middle East and North Africa,,1973,2.8,2.1199999
Middle East and North Africa,,1974,2.8,2.04
Middle East and North Africa,,1975,1.5,2.97
Middle East and North Africa,,1976,1.5,2.9300001
Middle East and North Africa,,1977,1.6,2.9000001
Middle East and North Africa,,1978,1.6,2.8599999
Middle East and North Africa,,1979,1.6,1.1900001
Middle East and North Africa,,1980,5.0999999,4.6399999
Middle East and North Africa,,1981,4,4.8600001
Middle East and North Africa,,1982,3.9000001,4.7600002
Middle East and North Africa,,1983,3.8,4.6599998
Middle East and North Africa,,1984,2.5999999,4.5799999
Middle East and North Africa,,1985,3,4.0599999
Middle East and North Africa,,1986,3,3.97
Middle East and North Africa,,1987,2.9000001,3.8900001
Middle East and North Africa,,1988,3,3.8499999
Middle East and North Africa,,1989,2.7,3.6300001
Middle East and North Africa,,1990,2.7,3.5599999
Middle East and North Africa,,1991,2.7,3.51
Middle East and North Africa,,1992,2.8,3.46
Middle East and North Africa,,1993,3.9000001,3.47
Middle East and North Africa,,1994,3.9000001,3.4300001
Middle East and North Africa,,1995,3.8,3.4300001
Middle East and North Africa,,1996,5,3.73
Middle East and North Africa,,1997,4.6999998,4.29
Middle East and North Africa,,1998,4.5999999,4.21
Middle East and North Africa,,1999,4.5,4.2399998
Middle East and North Africa,,2000,3.4000001,4.1700001
South and South-East Asia,,1820,0,0
South and South-East Asia,,1821,0,0
South and South-East Asia,,1822,0,0
South and South-East Asia,,1823,0,0
South and South-East Asia,,1824,0,0
South and South-East Asia,,1825,0,0
South and South-East Asia,,1826,0,0
South and South-East Asia,,1827,0,0
South and South-East Asia,,1828,0,0
South and South-East Asia,,1829,0,0
South and South-East Asia,,1830,0,0
South and South-East Asia,,1831,0,0
South and South-East Asia,,1832,0,0
South and South-East Asia,,1833,0,0
South and South-East Asia,,1834,0,0
South and South-East Asia,,1835,0,0
South and South-East Asia,,1836,0,0
South and South-East Asia,,1837,0,0
South and South-East Asia,,1838,0,0
South and South-East Asia,,1839,0,0
South and South-East Asia,,1840,0,0
South and South-East Asia,,1841,0,0
South and South-East Asia,,1842,0,0
South and South-East Asia,,1843,0,0
South and South-East Asia,,1844,0,0
South and South-East Asia,,1845,0,0
South and South-East Asia,,1846,0,0
South and South-East Asia,,1847,0,0
South and South-East Asia,,1848,0,0
South and South-East Asia,,1849,0,0
South and South-East Asia,,1850,0,0
South and South-East Asia,,1851,0,0
South and South-East Asia,,1852,0,0
South and South-East Asia,,1853,0,0
South and South-East Asia,,1854,0,0
South and South-East Asia,,1855,0,0
South and South-East Asia,,1856,0,0
South and South-East Asia,,1857,0,0
South and South-East Asia,,1858,0,0
South and South-East Asia,,1859,0,0
South and South-East Asia,,1860,0,0
South and South-East Asia,,1861,0,0
South and South-East Asia,,1862,0,0
South and South-East Asia,,1863,0,0
South and South-East Asia,,1864,0,0
South and South-East Asia,,1865,0,0
South and South-East Asia,,1866,0,0
South and South-East Asia,,1867,0,0
South and South-East Asia,,1868,0,0
South and South-East Asia,,1869,0,0
South and South-East Asia,,1870,0,0
South and South-East Asia,,1871,0,0
South and South-East Asia,,1872,0,0
South and South-East Asia,,1873,0,0
South and South-East Asia,,1874,0,0
South and South-East Asia,,1875,0,0
South and South-East Asia,,1876,0,0
South and South-East Asia,,1877,0,0
South and South-East Asia,,1878,0,0
South and South-East Asia,,1879,0,0
South and South-East Asia,,1880,0,0
South and South-East Asia,,1881,0,0
South and South-East Asia,,1882,0,0
South and South-East Asia,,1883,0,0
South and South-East Asia,,1884,0,0
South and South-East Asia,,1885,0,0
South and South-East Asia,,1886,0,0
South and South-East Asia,,1887,0,0
South and South-East Asia,,1888,0,0
South and South-East Asia,,1889,0,0
South and South-East Asia,,1890,0,0
South and South-East Asia,,1891,0,0
South and South-East Asia,,1892,0,0
South and South-East Asia,,1893,0,0
South and South-East Asia,,1894,0,0
South and South-East Asia,,1895,0,0
South and South-East Asia,,1896,0,0
South and South-East Asia,,1897,0,0
South and South-East Asia,,1898,0,0
South and South-East Asia,,1899,0,0
South and South-East Asia,,1900,0,0
South and South-East Asia,,1901,0,0
South and South-East Asia,,1902,0,0
South and South-East Asia,,1903,0,0
South and South-East Asia,,1904,0,0
South and South-East Asia,,1905,0,0
South and South-East Asia,,1906,0,0
South and South-East Asia,,1907,0,0
South and South-East Asia,,1908,0,0
South and South-East Asia,,1909,0,0
South and South-East Asia,,1910,0,0
South and South-East Asia,,1911,0,0
South and South-East Asia,,1912,0,0
South and South-East Asia,,1913,0,0
South and South-East Asia,,1914,0,0
South and South-East Asia,,1915,0,0
South and South-East Asia,,1916,0,0
South and South-East Asia,,1917,0,0
South and South-East Asia,,1918,0,0
South and South-East Asia,,1919,0,0
South and South-East Asia,,1920,0,0
South and South-East Asia,,1921,0,0
South and South-East Asia,,1922,0,0
South and South-East Asia,,1923,0,0
South and South-East Asia,,1924,0,0
South and South-East Asia,,1925,0,0
South and South-East Asia,,1926,0,0
South and South-East Asia,,1927,0,0
South and South-East Asia,,1928,0,0
South and South-East Asia,,1929,0,0
South and South-East Asia,,1930,0,0
South and South-East Asia,,1931,0,0
South and South-East Asia,,1932,0,0
South and South-East Asia,,1933,0,0.02
South and South-East Asia,,1934,0,0.02
South and South-East Asia,,1935,0,0.02
South and South-East Asia,,1936,0,0.02
South and South-East Asia,,1937,0,0.050000001
South and South-East Asia,,1938,0,0.050000001
South and South-East Asia,,1939,0,0.050000001
South and South-East Asia,,1940,0,0.050000001
South and South-East Asia,,1941,0,0.050000001
South and South-East Asia,,1942,0,0.050000001
South and South-East Asia,,1943,0,0.050000001
South and South-East Asia,,1944,0,0.050000001
South and South-East Asia,,1945,0,0.050000001
South and South-East Asia,,1946,1.2,0.50999999
South and South-East Asia,,1947,17,3.79
South and South-East Asia,,1948,17.700001,4.23
South and South-East Asia,,1949,22.1,4.3800001
South and South-East Asia,,1950,22.1,4.3800001
South and South-East Asia,,1951,22.799999,4.3699999
South and South-East Asia,,1952,36.299999,15.65
South and South-East Asia,,1953,35.700001,15.59
South and South-East Asia,,1954,35.5,15.51
South and South-East Asia,,1955,37.5,17.959999
South and South-East Asia,,1956,37.700001,18.18
South and South-East Asia,,1957,37.900002,18.870001
South and South-East Asia,,1958,33.400002,18.57
South and South-East Asia,,1959,29.5,16.09
South and South-East Asia,,1960,29,17.530001
South and South-East Asia,,1961,28.700001,17.67
South and South-East Asia,,1962,29.1,14.74
South and South-East Asia,,1963,29.299999,14.78
South and South-East Asia,,1964,29.299999,15.27
South and South-East Asia,,1965,31.4,15.44
South and South-East Asia,,1966,31.5,15.49
South and South-East Asia,,1967,33.5,17.24
South and South-East Asia,,1968,33.700001,17.24
South and South-East Asia,,1969,32.299999,17.57
South and South-East Asia,,1970,32.400002,17.559999
South and South-East Asia,,1971,30.799999,17.870001
South and South-East Asia,,1972,32.599998,19.4
South and South-East Asia,,1973,36.200001,20.950001
South and South-East Asia,,1974,36,22.110001
South and South-East Asia,,1975,35.5,20.82
South and South-East Asia,,1976,35.400002,20.879999
South and South-East Asia,,1977,33.099998,21.219999
South and South-East Asia,,1978,34.299999,22.43
South and South-East Asia,,1979,34.299999,22.48
South and South-East Asia,,1980,33.599998,21.92
South and South-East Asia,,1981,34.700001,23.85
South and South-East Asia,,1982,32.599998,22.75
South and South-East Asia,,1983,32.599998,22.82
South and South-East Asia,,1984,29.5,24.200001
South and South-East Asia,,1985,29.5,24.200001
South and South-East Asia,,1986,31.799999,25.780001
South and South-East Asia,,1987,31.299999,25.799999
South and South-East Asia,,1988,35.400002,25.93
South and South-East Asia,,1989,39.599998,27.4
South and South-East Asia,,1990,39,25.799999
South and South-East Asia,,1991,39,25.799999
South and South-East Asia,,1992,41.400002,26.549999
South and South-East Asia,,1993,41.299999,26.65
South and South-East Asia,,1994,41.299999,26.76
South and South-East Asia,,1995,41.200001,26.870001
South and South-East Asia,,1996,48.599998,28.530001
South and South-East Asia,,1997,47.099998,28.700001
South and South-East Asia,,1998,45.299999,30.360001
South and South-East Asia,,1999,36.5,28.48
South and South-East Asia,,2000,36.5,28.459999
Sub-Sahara Africa,,1820,0,0
Sub-Sahara Africa,,1821,0,0
Sub-Sahara Africa,,1822,0,0
Sub-Sahara Africa,,1823,0,0
Sub-Sahara Africa,,1824,0,0
Sub-Sahara Africa,,1825,0,0
Sub-Sahara Africa,,1826,0,0
Sub-Sahara Africa,,1827,0,0
Sub-Sahara Africa,,1828,0,0
Sub-Sahara Africa,,1829,0,0
Sub-Sahara Africa,,1830,0,0
Sub-Sahara Africa,,1831,0,0
Sub-Sahara Africa,,1832,0,0
Sub-Sahara Africa,,1833,0,0
Sub-Sahara Africa,,1834,0,0
Sub-Sahara Africa,,1835,0,0
Sub-Sahara Africa,,1836,0,0
Sub-Sahara Africa,,1837,0,0
Sub-Sahara Africa,,1838,0,0
Sub-Sahara Africa,,1839,0,0
Sub-Sahara Africa,,1840,0,0
Sub-Sahara Africa,,1841,0,0
Sub-Sahara Africa,,1842,0,0
Sub-Sahara Africa,,1843,0,0
Sub-Sahara Africa,,1844,0,0
Sub-Sahara Africa,,1845,0,0
Sub-Sahara Africa,,1846,0,0
Sub-Sahara Africa,,1847,0,0
Sub-Sahara Africa,,1848,0,0
Sub-Sahara Africa,,1849,0,0
Sub-Sahara Africa,,1850,0,0
Sub-Sahara Africa,,1851,0,0
Sub-Sahara Africa,,1852,0,0
Sub-Sahara Africa,,1853,0,0
Sub-Sahara Africa,,1854,0,0
Sub-Sahara Africa,,1855,0,0
Sub-Sahara Africa,,1856,0,0
Sub-Sahara Africa,,1857,0,0
Sub-Sahara Africa,,1858,0,0
Sub-Sahara Africa,,1859,0,0
Sub-Sahara Africa,,1860,0,0
Sub-Sahara Africa,,1861,0,0
Sub-Sahara Africa,,1862,0,0
Sub-Sahara Africa,,1863,0,0
Sub-Sahara Africa,,1864,0,0
Sub-Sahara Africa,,1865,0,0
Sub-Sahara Africa,,1866,0,0
Sub-Sahara Africa,,1867,0,0
Sub-Sahara Africa,,1868,0,0
Sub-Sahara Africa,,1869,0,0
Sub-Sahara Africa,,1870,0,0
Sub-Sahara Africa,,1871,0,0
Sub-Sahara Africa,,1872,0,0
Sub-Sahara Africa,,1873,0,0
Sub-Sahara Africa,,1874,0,0
Sub-Sahara Africa,,1875,0,0
Sub-Sahara Africa,,1876,0,0
Sub-Sahara Africa,,1877,0,0
Sub-Sahara Africa,,1878,0,0
Sub-Sahara Africa,,1879,0,0
Sub-Sahara Africa,,1880,0,0
Sub-Sahara Africa,,1881,0,0
Sub-Sahara Africa,,1882,0,0
Sub-Sahara Africa,,1883,0,0
Sub-Sahara Africa,,1884,0,0
Sub-Sahara Africa,,1885,0,0
Sub-Sahara Africa,,1886,0,0
Sub-Sahara Africa,,1887,0,0
Sub-Sahara Africa,,1888,0,0
Sub-Sahara Africa,,1889,0,0
Sub-Sahara Africa,,1890,0,0
Sub-Sahara Africa,,1891,0,0
Sub-Sahara Africa,,1892,0,0
Sub-Sahara Africa,,1893,0,0
Sub-Sahara Africa,,1894,0,0
Sub-Sahara Africa,,1895,0,0
Sub-Sahara Africa,,1896,0,0
Sub-Sahara Africa,,1897,0,0
Sub-Sahara Africa,,1898,0,0
Sub-Sahara Africa,,1899,0,0
Sub-Sahara Africa,,1900,0,0
Sub-Sahara Africa,,1901,0,0
Sub-Sahara Africa,,1902,0,0
Sub-Sahara Africa,,1903,0,0
Sub-Sahara Africa,,1904,0,0
Sub-Sahara Africa,,1905,0,0
Sub-Sahara Africa,,1906,0,0
Sub-Sahara Africa,,1907,0,0
Sub-Sahara Africa,,1908,0,0
Sub-Sahara Africa,,1909,0,0
Sub-Sahara Africa,,1910,2.8,0.22
Sub-Sahara Africa,,1911,2.8,0.23
Sub-Sahara Africa,,1912,2.8,0.23
Sub-Sahara Africa,,1913,2.9000001,0.23
Sub-Sahara Africa,,1914,2.9000001,0.23
Sub-Sahara Africa,,1915,3.8,0.25
Sub-Sahara Africa,,1916,3.8,0.25
Sub-Sahara Africa,,1917,3.8,0.25
Sub-Sahara Africa,,1918,3.9000001,0.25999999
Sub-Sahara Africa,,1919,3.9000001,0.25999999
Sub-Sahara Africa,,1920,4,0.25999999
Sub-Sahara Africa,,1921,3.2,0.25999999
Sub-Sahara Africa,,1922,3.2,0.25999999
Sub-Sahara Africa,,1923,3.3,0.25999999
Sub-Sahara Africa,,1924,3.5,0.28
Sub-Sahara Africa,,1925,3.5,0.28999999
Sub-Sahara Africa,,1926,3.5999999,0.28999999
Sub-Sahara Africa,,1927,3.7,0.30000001
Sub-Sahara Africa,,1928,3.7,0.31
Sub-Sahara Africa,,1929,3.5999999,0.30000001
Sub-Sahara Africa,,1930,3.5999999,0.31
Sub-Sahara Africa,,1931,3.5,0.31
Sub-Sahara Africa,,1932,3.5999999,0.31
Sub-Sahara Africa,,1933,4.9000001,0.27000001
Sub-Sahara Africa,,1934,5,0.28
Sub-Sahara Africa,,1935,5,0.28
Sub-Sahara Africa,,1936,5,0.28
Sub-Sahara Africa,,1937,5.0999999,0.28
Sub-Sahara Africa,,1938,3.5,0.63999999
Sub-Sahara Africa,,1939,3.5,0.64999998
Sub-Sahara Africa,,1940,3.5,0.66000003
Sub-Sahara Africa,,1941,3.5999999,0.67000002
Sub-Sahara Africa,,1942,3.7,0.68000001
Sub-Sahara Africa,,1943,4,0.67000002
Sub-Sahara Africa,,1944,4.0999999,0.68000001
Sub-Sahara Africa,,1945,4.1999998,0.69
Sub-Sahara Africa,,1946,4.3000002,0.69999999
Sub-Sahara Africa,,1947,4.3000002,0.72000003
Sub-Sahara Africa,,1948,4.4000001,0.81
Sub-Sahara Africa,,1949,4.5,0.81999999
Sub-Sahara Africa,,1950,4.5999999,0.82999998
Sub-Sahara Africa,,1951,4.5999999,0.92000002
Sub-Sahara Africa,,1952,4.5999999,0.92000002
Sub-Sahara Africa,,1953,4.5999999,0.91000003
Sub-Sahara Africa,,1954,4.5999999,0.91000003
Sub-Sahara Africa,,1955,4.5999999,0.94999999
Sub-Sahara Africa,,1956,4.5999999,0.94999999
Sub-Sahara Africa,,1957,6.0999999,1.35
Sub-Sahara Africa,,1958,5.5,1.24
Sub-Sahara Africa,,1959,5.5999999,1.4
Sub-Sahara Africa,,1960,26,9.8100004
Sub-Sahara Africa,,1961,27.9,11.08
Sub-Sahara Africa,,1962,28.4,12.06
Sub-Sahara Africa,,1963,29.700001,12.41
Sub-Sahara Africa,,1964,26.4,14.64
Sub-Sahara Africa,,1965,20.299999,16.280001
Sub-Sahara Africa,,1966,6.6999998,11.4
Sub-Sahara Africa,,1967,5.9000001,10.75
Sub-Sahara Africa,,1968,7.0999999,10.19
Sub-Sahara Africa,,1969,7.5999999,10.77
Sub-Sahara Africa,,1970,7.1999998,14.65
Sub-Sahara Africa,,1971,7.1999998,14.65
Sub-Sahara Africa,,1972,5.5999999,13.01
Sub-Sahara Africa,,1973,4.8000002,11.81
Sub-Sahara Africa,,1974,4.5999999,11.03
Sub-Sahara Africa,,1975,5,11.8
Sub-Sahara Africa,,1976,5.0999999,11.85
Sub-Sahara Africa,,1977,5.5,11.99
Sub-Sahara Africa,,1978,5.5999999,12.29
Sub-Sahara Africa,,1979,22,19.360001
Sub-Sahara Africa,,1980,22.9,20.25
Sub-Sahara Africa,,1981,22.4,19.809999
Sub-Sahara Africa,,1982,22.700001,19.91
Sub-Sahara Africa,,1983,7.3000002,14.69
Sub-Sahara Africa,,1984,7,15.18
Sub-Sahara Africa,,1985,6,14.5
Sub-Sahara Africa,,1986,6,15.78
Sub-Sahara Africa,,1987,6.4000001,15.41
Sub-Sahara Africa,,1988,6.5999999,14.32
Sub-Sahara Africa,,1989,7.1999998,14.96
Sub-Sahara Africa,,1990,7.5,14.88
Sub-Sahara Africa,,1991,8.5,8.8500004
Sub-Sahara Africa,,1992,14.4,10.27
Sub-Sahara Africa,,1993,16.299999,9.8299999
Sub-Sahara Africa,,1994,18.299999,14.4
Sub-Sahara Africa,,1995,20.1,14.34
Sub-Sahara Africa,,1996,22.5,16.41
Sub-Sahara Africa,,1997,20.299999,16.32
Sub-Sahara Africa,,1998,20.200001,16.370001
Sub-Sahara Africa,,1999,28.200001,21.309999
Sub-Sahara Africa,,2000,26.799999,20.98
Western Europe,,1820,2.5,0.039999999
Western Europe,,1821,2.5,0.039999999
Western Europe,,1822,2.5999999,0.039999999
Western Europe,,1823,2.5999999,0.039999999
Western Europe,,1824,2.5999999,0.039999999
Western Europe,,1825,2.5999999,0.039999999
Western Europe,,1826,2.5999999,0.050000001
Western Europe,,1827,2.5999999,0.050000001
Western Europe,,1828,2.5999999,0.050000001
Western Europe,,1829,2.5999999,0.050000001
Western Europe,,1830,9.1000004,0.079999998
Western Europe,,1831,10.5,0.14
Western Europe,,1832,11.1,0.31999999
Western Europe,,1833,11.1,0.33000001
Western Europe,,1834,11.1,0.33000001
Western Europe,,1835,13,0.33000001
Western Europe,,1836,13,0.33000001
Western Europe,,1837,13.1,0.34
Western Europe,,1838,13.1,0.34999999
Western Europe,,1839,14.5,0.34999999
Western Europe,,1840,14.5,0.36000001
Western Europe,,1841,14.1,0.36000001
Western Europe,,1842,14.1,0.36000001
Western Europe,,1843,13.8,0.36000001
Western Europe,,1844,14.1,0.44999999
Western Europe,,1845,14.1,0.44999999
Western Europe,,1846,12.5,0.46000001
Western Europe,,1847,13.7,0.44999999
Western Europe,,1848,16.299999,4.8000002
Western Europe,,1849,17,4.73
Western Europe,,1850,18.1,4.75
Western Europe,,1851,10.1,0.51999998
Western Europe,,1852,10.9,5.1100001
Western Europe,,1853,11,5.0999999
Western Europe,,1854,11,5.0799999
Western Europe,,1855,11.1,5.0599999
Western Europe,,1856,11.2,5.0500002
Western Europe,,1857,10.8,5.0100002
Western Europe,,1858,10.9,5
Western Europe,,1859,11.4,4.98
Western Europe,,1860,11.7,4.9699998
Western Europe,,1861,17.5,5.1199999
Western Europe,,1862,17.6,5.0999999
Western Europe,,1863,18.5,5.2199998
Western Europe,,1864,18.700001,5.1999998
Western Europe,,1865,18.5,5.3400002
Western Europe,,1866,18.200001,5.3200002
Western Europe,,1867,25.9,6.1199999
Western Europe,,1868,25.700001,6.4099998
Western Europe,,1869,29.200001,7.9400001
Western Europe,,1870,29.200001,7.9200001
Western Europe,,1871,34.599998,7.6199999
Western Europe,,1872,33.5,7.0900002
Western Europe,,1873,31.799999,7.1799998
Western Europe,,1874,32.599998,6.52
Western Europe,,1875,32.700001,6.52
Western Europe,,1876,30.9,7
Western Europe,,1877,31,7.3800001
Western Europe,,1878,31.5,7.46
Western Europe,,1879,32.599998,7.0700002
Western Europe,,1880,32.900002,7.21
Western Europe,,1881,29.299999,6.4299998
Western Europe,,1882,29.200001,6.8299999
Western Europe,,1883,29.200001,6.8200002
Western Europe,,1884,29.1,6.9499998
Western Europe,,1885,33,8.2799997
Western Europe,,1886,33,7.6300001
Western Europe,,1887,32.900002,8.0100002
Western Europe,,1888,33.299999,8.0799999
Western Europe,,1889,33.5,8.1499996
Western Europe,,1890,33.799999,8.0299997
Western Europe,,1891,34.200001,8.4399996
Western Europe,,1892,34.799999,9.0900002
Western Europe,,1893,36.299999,8.7399998
Western Europe,,1894,36.200001,9.2600002
Western Europe,,1895,35.400002,8.6999998
Western Europe,,1896,35.5,8.6700001
Western Europe,,1897,35.599998,8.7799997
Western Europe,,1898,36,9
Western Europe,,1899,36.400002,9.0299997
Western Europe,,1900,37.200001,8.8699999
Western Europe,,1901,37.400002,8.8900003
Western Europe,,1902,39.299999,9.1199999
Western Europe,,1903,38.799999,9.3199997
Western Europe,,1904,40.200001,9.3900003
Western Europe,,1905,40.700001,9.4799995
Western Europe,,1906,41.099998,10.34
Western Europe,,1907,41.400002,10.76
Western Europe,,1908,41.700001,10.77
Western Europe,,1909,42,10.91
Western Europe,,1910,41.799999,10.37
Western Europe,,1911,42,10.59
Western Europe,,1912,41.299999,10.64
Western Europe,,1913,42.299999,11.91
Western Europe,,1914,42.099998,11.88
Western Europe,,1915,43.5,11.91
Western Europe,,1916,43.400002,11.81
Western Europe,,1917,44.400002,12.28
Western Europe,,1918,48.299999,14.54
Western Europe,,1919,51.900002,19.41
Western Europe,,1920,53.599998,18.99
Western Europe,,1921,52.700001,19.85
Western Europe,,1922,52.799999,22.120001
Western Europe,,1923,50.900002,21.99
Western Europe,,1924,45,23.51
Western Europe,,1925,44.799999,26.49
Western Europe,,1926,44.299999,26.35
Western Europe,,1927,44.400002,26.5
Western Europe,,1928,44.400002,26.9
Western Europe,,1929,46.200001,32.150002
Western Europe,,1930,46.900002,32.919998
Western Europe,,1931,47.400002,34.450001
Western Europe,,1932,45.900002,35.490002
Western Europe,,1933,40.099998,38.380001
Western Europe,,1934,32.200001,23.360001
Western Europe,,1935,32.200001,22.959999
Western Europe,,1936,31.6,22.92
Western Europe,,1937,31.5,23
Western Europe,,1938,31.4,22.969999
Western Europe,,1939,26.700001,19.66
Western Europe,,1940,12.3,13.88
Western Europe,,1941,12.3,13.92
Western Europe,,1942,12.3,13.96
Western Europe,,1943,13.6,10.96
Western Europe,,1944,13.6,11.07
Western Europe,,1945,28.9,21.73
Western Europe,,1946,38.400002,29.549999
Western Europe,,1947,38.900002,29.790001
Western Europe,,1948,36.900002,31.02
Western Europe,,1949,36.700001,32.169998
Western Europe,,1950,37.400002,33.709999
Western Europe,,1951,36.900002,33.330002
Western Europe,,1952,37,33.25
Western Europe,,1953,38.299999,33.740002
Western Europe,,1954,38.5,33.790001
Western Europe,,1955,38.400002,33.07
Western Europe,,1956,38.400002,33.619999
Western Europe,,1957,38.400002,33.610001
Western Europe,,1958,35.799999,30.9
Western Europe,,1959,35.900002,31.040001
Western Europe,,1960,36.099998,31.200001
Western Europe,,1961,36,31.120001
Western Europe,,1962,34.700001,30.74
Western Europe,,1963,35.299999,30.74
Western Europe,,1964,35,29.049999
Western Europe,,1965,37,32.080002
Western Europe,,1966,36.400002,31.860001
Western Europe,,1967,36.400002,32.380001
Western Europe,,1968,36.099998,32.32
Western Europe,,1969,36.099998,32.040001
Western Europe,,1970,36.5,32.32
Western Europe,,1971,37.599998,33.700001
Western Europe,,1972,37.599998,34.169998
Western Europe,,1973,39,34.119999
Western Europe,,1974,40.900002,34.73
Western Europe,,1975,40.900002,34.73
Western Europe,,1976,42.299999,36.77
Western Europe,,1977,48.400002,42
Western Europe,,1978,48.299999,42.950001
Western Europe,,1979,47.599998,43.259998
Western Europe,,1980,47.700001,43.48
Western Europe,,1981,47.799999,43.459999
Western Europe,,1982,46.599998,44.25
Western Europe,,1983,47.900002,44.119999
Western Europe,,1984,47.900002,44.200001
Western Europe,,1985,48,44.240002
Western Europe,,1986,48.700001,44.52
Western Europe,,1987,48.400002,45.189999
Western Europe,,1988,47.799999,44.57
Western Europe,,1989,48.200001,44.470001
Western Europe,,1990,59.900002,56.610001
Western Europe,,1991,59.700001,56.450001
Western Europe,,1992,60.5,56.630001
Western Europe,,1993,61.400002,57.450001
Western Europe,,1994,59.599998,57.220001
Western Europe,,1995,58.700001,56.939999
Western Europe,,1996,59.799999,56.400002
Western Europe,,1997,59.299999,55.560001
Western Europe,,1998,58.099998,54.049999
Western Europe,,1999,58.099998,53.939999
Western Europe,,2000,57.5,53.34
Western Offshoots,,1820,0.30000001,0.43000001
Western Offshoots,,1821,0.30000001,0.43000001
Western Offshoots,,1822,0.30000001,0.43000001
Western Offshoots,,1823,0.30000001,0.43000001
Western Offshoots,,1824,49.599998,2.8499999
Western Offshoots,,1825,49.700001,2.8499999
Western Offshoots,,1826,49.799999,2.8499999
Western Offshoots,,1827,49.799999,2.8599999
Western Offshoots,,1828,38.099998,8.1599998
Western Offshoots,,1829,38.099998,8.1700001
Western Offshoots,,1830,38.200001,8.1899996
Western Offshoots,,1831,38.200001,8.1899996
Western Offshoots,,1832,37.799999,7.6999998
Western Offshoots,,1833,37.799999,7.71
Western Offshoots,,1834,37.900002,7.71
Western Offshoots,,1835,37.900002,7.7199998
Western Offshoots,,1836,43.5,8.4799995
Western Offshoots,,1837,43.599998,8.4899998
Western Offshoots,,1838,43.599998,8.4899998
Western Offshoots,,1839,43.599998,8.5
Western Offshoots,,1840,41.200001,12.33
Western Offshoots,,1841,41.299999,12.34
Western Offshoots,,1842,41.299999,12.35
Western Offshoots,,1843,41.299999,12.35
Western Offshoots,,1844,44.200001,12.09
Western Offshoots,,1845,44.200001,12.1
Western Offshoots,,1846,44.200001,12.1
Western Offshoots,,1847,44.299999,12.11
Western Offshoots,,1848,46.200001,11.45
Western Offshoots,,1849,46.200001,11.46
Western Offshoots,,1850,46.200001,11.46
Western Offshoots,,1851,46.200001,11.44
Western Offshoots,,1852,43,11.06
Western Offshoots,,1853,43,11.05
Western Offshoots,,1854,42.900002,11.03
Western Offshoots,,1855,42.799999,11.01
Western Offshoots,,1856,47.700001,12.52
Western Offshoots,,1857,47.599998,12.5
Western Offshoots,,1858,47.5,12.48
Western Offshoots,,1859,47.400002,12.46
Western Offshoots,,1860,52,12.86
Western Offshoots,,1861,52,12.86
Western Offshoots,,1862,52,12.86
Western Offshoots,,1863,52,12.86
Western Offshoots,,1864,38.099998,10.34
Western Offshoots,,1865,38.099998,10.34
Western Offshoots,,1866,38.099998,10.34
Western Offshoots,,1867,42.5,11.02
Western Offshoots,,1868,45.299999,13.62
Western Offshoots,,1869,45.200001,13.61
Western Offshoots,,1870,45.200001,13.61
Western Offshoots,,1871,45.200001,13.61
Western Offshoots,,1872,42.700001,14.07
Western Offshoots,,1873,42.700001,14.07
Western Offshoots,,1874,42.400002,14.07
Western Offshoots,,1875,42.400002,14.07
Western Offshoots,,1876,49.099998,16.540001
Western Offshoots,,1877,49.099998,16.549999
Western Offshoots,,1878,49.099998,16.92
Western Offshoots,,1879,49.099998,16.93
Western Offshoots,,1880,48.799999,17.02
Western Offshoots,,1881,48.799999,17.01
Western Offshoots,,1882,48.700001,16.93
Western Offshoots,,1883,48.700001,16.92
Western Offshoots,,1884,48.5,16.75
Western Offshoots,,1885,48.5,16.75
Western Offshoots,,1886,48.5,16.74
Western Offshoots,,1887,48.700001,17.02
Western Offshoots,,1888,49.200001,17.59
Western Offshoots,,1889,49.200001,17.58
Western Offshoots,,1890,49.200001,17.57
Western Offshoots,,1891,49.099998,17.610001
Western Offshoots,,1892,50.599998,17.209999
Western Offshoots,,1893,50.599998,17.209999
Western Offshoots,,1894,50.599998,17.209999
Western Offshoots,,1895,50.599998,17.209999
Western Offshoots,,1896,46.700001,18.459999
Western Offshoots,,1897,46.700001,18.459999
Western Offshoots,,1898,46.700001,18.469999
Western Offshoots,,1899,46.700001,18.469999
Western Offshoots,,1900,45.700001,17.34
Western Offshoots,,1901,47.400002,17.690001
Western Offshoots,,1902,47.400002,17.690001
Western Offshoots,,1903,47.700001,17.9
Western Offshoots,,1904,43.5,16.200001
Western Offshoots,,1905,43.5,16.200001
Western Offshoots,,1906,43.400002,16.34
Western Offshoots,,1907,43.400002,16.34
Western Offshoots,,1908,47.099998,16.43
Western Offshoots,,1909,47.099998,16.43
Western Offshoots,,1910,46.799999,16.629999
Western Offshoots,,1911,46.700001,16.65
Western Offshoots,,1912,55.900002,15.96
Western Offshoots,,1913,55.900002,16.299999
Western Offshoots,,1914,55.799999,16.129999
Western Offshoots,,1915,55.799999,16.120001
Western Offshoots,,1916,49.099998,18.35
Western Offshoots,,1917,48.099998,18.5
Western Offshoots,,1918,48,18.49
Western Offshoots,,1919,48.299999,18.450001
Western Offshoots,,1920,38.599998,24.33
Western Offshoots,,1921,40.200001,25.370001
