Entity,Code,Year,Percentage of enrolment in tertiary education in private institutions (%) (%)
Lebanon,LBN,2008,54.3176307678223
Lebanon,LBN,2009,56.0173492431641
Lebanon,LBN,2010,57.9416313171387
Lebanon,LBN,2011,60.7629203796387
Lebanon,LBN,2012,59.8704681396484
Lebanon,LBN,2013,60.9254913330078
Lebanon,LBN,2014,60.6104316711426
Lesotho,LSO,2012,13.7217197418213
Lesotho,LSO,2013,14.6263399124146
Lesotho,LSO,2014,15.5319595336914
Liberia,LBR,2010,38.8407516479492
Liberia,LBR,2012,38.8419189453125
Libya,LBY,2000,19.5276794433594
Liechtenstein,LIE,2003,100
Liechtenstein,LIE,2004,100
Liechtenstein,LIE,2005,100
Liechtenstein,LIE,2006,100
Liechtenstein,LIE,2007,100
Liechtenstein,LIE,2008,100
Liechtenstein,LIE,2009,100
Liechtenstein,LIE,2010,100
Liechtenstein,LIE,2011,100
Liechtenstein,LIE,2012,100
Liechtenstein,LIE,2014,100
Lithuania,LTU,1999,72.5979614257813
Lithuania,LTU,2000,3.93999004364014
Lithuania,LTU,2001,3.9132399559021
Lithuania,LTU,2002,4.39416980743408
Lithuania,LTU,2003,4.9914698600769
Lithuania,LTU,2004,6.70221996307373
Lithuania,LTU,2005,7.43226003646851
Lithuania,LTU,2006,8.28036975860596
Lithuania,LTU,2007,9.25821018218994
Lithuania,LTU,2008,11.5135698318481
Lithuania,LTU,2009,12.1132698059082
Lithuania,LTU,2010,11.7622499465942
Lithuania,LTU,2011,11.5013599395752
Lithuania,LTU,2012,10.7999296188354
Lithuania,LTU,2013,10.6634502410889
Lithuania,LTU,2014,10.2157201766968
Luxembourg,LUX,2010,100
Luxembourg,LUX,2012,93.4428863525391
Macao,MAC,2000,34.6138381958008
Macao,MAC,2001,62.103458404541
Macao,MAC,2002,70.8760223388672
Macao,MAC,2003,71.4753265380859
Macao,MAC,2004,66.8708419799805
Macao,MAC,2005,62.7754096984863
Macao,MAC,2006,60.5298194885254
Macao,MAC,2007,61.0105590820313
Macao,MAC,2008,62.2348213195801
Macao,MAC,2009,65.4365615844727
Macao,MAC,2010,64.3167266845703
Macao,MAC,2011,62.9673309326172
Macao,MAC,2012,54.0963897705078
Macao,MAC,2013,52.8801803588867
Macao,MAC,2014,53.9785194396973
Macedonia,MKD,2003,0.433979988098145
Macedonia,MKD,2006,4.25074005126953
Macedonia,MKD,2007,17.0587100982666
Macedonia,MKD,2008,18.0630207061768
Macedonia,MKD,2009,18.8880405426025
Macedonia,MKD,2010,21.1854801177979
Macedonia,MKD,2012,15.7017002105713
Macedonia,MKD,2013,13.4867000579834
Madagascar,MDG,2004,7.74742984771729
Madagascar,MDG,2005,7.63104009628296
Madagascar,MDG,2006,7.79992008209229
Madagascar,MDG,2007,14.0414695739746
Madagascar,MDG,2008,18.4246597290039
Madagascar,MDG,2009,22.2231998443604
Madagascar,MDG,2010,22.9192409515381
Madagascar,MDG,2013,24.7496299743652
Malawi,MWI,2010,5.82750988006592
Malawi,MWI,2011,10.2843599319458
Malaysia,MYS,1998,38.806209564209
Malaysia,MYS,1999,32.8696899414063
Malaysia,MYS,2000,35.2176284790039
Malaysia,MYS,2001,32.1946182250977
Malaysia,MYS,2002,31.8209896087646
Malaysia,MYS,2003,31.0955905914307
Malaysia,MYS,2004,32.647590637207
Malaysia,MYS,2005,35.4604187011719
Malaysia,MYS,2006,32.4682884216309
Malaysia,MYS,2007,36.110668182373
Malaysia,MYS,2008,40.3641586303711
Malaysia,MYS,2009,40.5665512084961
Malaysia,MYS,2010,43.1419792175293
Malaysia,MYS,2011,36.9884185791016
Malaysia,MYS,2012,37.400520324707
Malaysia,MYS,2013,37.9655685424805
Malaysia,MYS,2014,30.6525402069092
Mali,MLI,2009,11.8982095718384
Malta,MLT,2013,0.811200022697449
Malta,MLT,2014,1.24504005908966
Marshall Islands,MHL,2002,22.3698806762695
Mauritius,MUS,1999,30.2263298034668
Mauritius,MUS,2000,32.580379486084
Mauritius,MUS,2001,33.0528793334961
Mauritius,MUS,2002,41.1412315368652
Mauritius,MUS,2003,42.3355903625488
Mauritius,MUS,2004,41.9697113037109
Mauritius,MUS,2005,38.5346603393555
Mauritius,MUS,2006,40.6417388916016
Mauritius,MUS,2007,40.2855796813965
Mauritius,MUS,2008,38.415828704834
Mauritius,MUS,2009,34.9091491699219
Mauritius,MUS,2010,34.8849716186523
Mauritius,MUS,2011,37.4979095458984
Mauritius,MUS,2012,46.3164405822754
Mauritius,MUS,2013,43.2329788208008
Mauritius,MUS,2014,43.6611709594727
Mexico,MEX,1999,28.4134407043457
Mexico,MEX,2000,30.3522605895996
Mexico,MEX,2001,32.1218605041504
Mexico,MEX,2002,32.7910804748535
Mexico,MEX,2003,33.1826705932617
Mexico,MEX,2004,32.9730186462402
Mexico,MEX,2005,32.6939010620117
Mexico,MEX,2006,32.6810188293457
Mexico,MEX,2007,32.9748802185059
Mexico,MEX,2008,33.3279304504395
Mexico,MEX,2009,33.1134986877441
Mexico,MEX,2010,32.2597007751465
Mexico,MEX,2011,31.6675205230713
Mexico,MEX,2012,31.7230701446533
Mexico,MEX,2013,31.0887508392334
Mexico,MEX,2014,30.6122894287109
Moldova,MDA,2001,23.4651107788086
Moldova,MDA,2002,24.9900207519531
Moldova,MDA,2003,23.7049007415771
Moldova,MDA,2007,15.4140501022339
Moldova,MDA,2008,15.9755201339722
Moldova,MDA,2009,17.3241004943848
Moldova,MDA,2010,16.2482299804688
Moldova,MDA,2011,15.9867601394653
Moldova,MDA,2012,16.5173397064209
Moldova,MDA,2013,17.1209506988525
Mongolia,MNG,1999,29.2422504425049
Mongolia,MNG,2000,31.0368099212646
Mongolia,MNG,2001,33.0281295776367
Mongolia,MNG,2002,33.1132698059082
Mongolia,MNG,2003,31.8236103057861
Mongolia,MNG,2004,31.8232803344727
Mongolia,MNG,2005,32.1286697387695
Mongolia,MNG,2006,33.52001953125
Mongolia,MNG,2007,34.360408782959
Mongolia,MNG,2008,34.1938705444336
Mongolia,MNG,2009,34.2787704467773
Mongolia,MNG,2010,39.3246002197266
Mongolia,MNG,2011,38.6959991455078
Mongolia,MNG,2012,39.8243408203125
Mongolia,MNG,2013,39.7908210754395
Mongolia,MNG,2014,41.4657096862793
Morocco,MAR,1999,3.39187002182007
Morocco,MAR,2000,4.32630014419556
Morocco,MAR,2001,4.80490016937256
Morocco,MAR,2002,5.77277994155884
Morocco,MAR,2003,6.74558019638062
Morocco,MAR,2004,7.82523012161255
Morocco,MAR,2005,8.25179958343506
Morocco,MAR,2006,9.021559715271
Morocco,MAR,2007,10.3851499557495
Morocco,MAR,2008,11.0298099517822
Morocco,MAR,2009,12.2277097702026
Morocco,MAR,2010,12.4497804641724
Morocco,MAR,2011,10.8918895721436
Morocco,MAR,2012,9.73637962341309
Morocco,MAR,2013,8.75024032592773
Morocco,MAR,2014,7.73379993438721
Mozambique,MOZ,2004,32.0947189331055
Mozambique,MOZ,2005,33.3415794372559
Mozambique,MOZ,2008,22.2828903198242
Mozambique,MOZ,2009,24.1465892791748
Mozambique,MOZ,2010,28.6740493774414
Mozambique,MOZ,2011,29.4842395782471
Mozambique,MOZ,2012,34.0954399108887
Mozambique,MOZ,2013,24.2510108947754
Mozambique,MOZ,2014,33.3174514770508
Namibia,NAM,2001,100
Namibia,NAM,2002,100
Namibia,NAM,2006,82.4800872802734
Namibia,NAM,2008,88.2833480834961
Nepal,NPL,2000,25.5315093994141
Nepal,NPL,2001,20.6931896209717
Nepal,NPL,2002,29.6732692718506
Nepal,NPL,2003,32.9866905212402
Nepal,NPL,2005,47.1199188232422
Nepal,NPL,2006,40.7485313415527
Nepal,NPL,2008,55.7891387939453
Nepal,NPL,2009,56.1452903747559
Nepal,NPL,2010,59.310001373291
Nepal,NPL,2011,61.6919288635254
Nepal,NPL,2013,65.1452484130859
Netherlands,NLD,1999,100
Netherlands,NLD,2001,100
Netherlands,NLD,2003,100
Netherlands,NLD,2012,13.3584403991699
New Zealand,NZL,1998,2.52591991424561
New Zealand,NZL,1999,4.03687000274658
New Zealand,NZL,2000,5.46400022506714
New Zealand,NZL,2001,6.13057994842529
New Zealand,NZL,2003,6.92083978652954
New Zealand,NZL,2005,9.13105964660645
New Zealand,NZL,2007,11.045539855957
New Zealand,NZL,2008,12.068510055542
New Zealand,NZL,2009,13.877610206604
New Zealand,NZL,2010,11.906530380249
New Zealand,NZL,2011,12.603440284729
New Zealand,NZL,2012,12.6719999313354
New Zealand,NZL,2013,12.4481897354126
New Zealand,NZL,2014,13.672269821167
Nicaragua,NIC,2002,41.4306106567383
Niger,NER,2004,24.6409797668457
Niger,NER,2005,31.8455390930176
Niger,NER,2006,20.3693809509277
Niger,NER,2007,29.0551109313965
Niger,NER,2008,33.1591682434082
Niger,NER,2009,29.0145092010498
Niger,NER,2010,25.0292491912842
Niger,NER,2011,25.0272808074951
Niger,NER,2012,24.673770904541
Norway,NOR,2010,14.2052297592163
Norway,NOR,2011,14.5284099578857
Norway,NOR,2012,14.8448495864868
Norway,NOR,2013,16.5220699310303
Norway,NOR,2014,15.5862598419189
Oman,OMN,2007,37.8631286621094
Oman,OMN,2010,44.861198425293
Oman,OMN,2011,45.0722885131836
Oman,OMN,2013,45.7474708557129
Oman,OMN,2014,48.2696495056152
Pakistan,PAK,2003,6.53974008560181
Pakistan,PAK,2004,12.0215301513672
Pakistan,PAK,2005,7.99773979187012
Pakistan,PAK,2008,32.9231491088867
Pakistan,PAK,2009,32.9231414794922
Pakistan,PAK,2011,34.3326416015625
Pakistan,PAK,2013,12.9577903747559
Pakistan,PAK,2014,15.1191997528076
Palau,PLW,2001,100
Palestine,PSE,2007,88.6304168701172
Palestine,PSE,2008,89.4452896118164
Palestine,PSE,2009,87.9741516113281
Palestine,PSE,2010,87.3078231811523
Palestine,PSE,2011,86.9927520751953
Palestine,PSE,2012,86.0428924560547
Palestine,PSE,2013,86.2876815795898
Palestine,PSE,2014,85.8667373657227
Panama,PAN,2002,12.1197900772095
Panama,PAN,2005,20.9866790771484
Panama,PAN,2006,25.5178203582764
Panama,PAN,2007,27.8576793670654
Panama,PAN,2008,30.985179901123
Panama,PAN,2009,34.1767196655273
Panama,PAN,2010,36.3595809936523
Panama,PAN,2011,34.0704307556152
Panama,PAN,2012,36.2120513916016
Panama,PAN,2013,26.0245208740234
Papua New Guinea,PNG,1998,20.854040145874
Paraguay,PRY,2002,58.2951583862305
Paraguay,PRY,2005,56.7794914245605
Paraguay,PRY,2007,62.6615791320801
Paraguay,PRY,2008,64.4656829833984
Paraguay,PRY,2009,66.774772644043
Paraguay,PRY,2010,69.7656936645508
Peru,PER,2002,46.8979797363281
Peru,PER,2003,47.8508987426758
Peru,PER,2004,49.4878311157227
Peru,PER,2005,51.0611381530762
Peru,PER,2006,54.3235092163086
Philippines,PHL,1999,73.0635375976563
Philippines,PHL,2001,68.6852188110352
Philippines,PHL,2002,67.1891174316406
Philippines,PHL,2003,66.3881683349609
Philippines,PHL,2004,65.7446136474609
Philippines,PHL,2005,65.8882827758789
Philippines,PHL,2006,65.7849426269531
Philippines,PHL,2008,65.9354934692383
Philippines,PHL,2009,62.5692596435547
Philippines,PHL,2010,60.7844696044922
Philippines,PHL,2011,59.3480911254883
Philippines,PHL,2012,58.0030097961426
Philippines,PHL,2013,57.0801200866699
Philippines,PHL,2014,56.8161087036133
Poland,POL,1998,19.5620193481445
Poland,POL,1999,24.2421894073486
Poland,POL,2000,27.5033493041992
Poland,POL,2001,28.1930809020996
Poland,POL,2002,28.2997493743896
Poland,POL,2003,28.2754497528076
Poland,POL,2004,28.5311603546143
Poland,POL,2005,29.4563808441162
Poland,POL,2006,30.8385601043701
Poland,POL,2007,32.1988716125488
Poland,POL,2008,33.1815605163574
Poland,POL,2009,33.3622207641602
Poland,POL,2010,32.857349395752
Poland,POL,2011,31.3665008544922
Poland,POL,2012,29.6444492340088
Poland,POL,2013,28.034740447998
Portugal,PRT,1999,33.0539016723633
Portugal,PRT,2000,31.7695198059082
Portugal,PRT,2001,29.4485702514648
Portugal,PRT,2002,28.192569732666
Portugal,PRT,2003,27.5175800323486
Portugal,PRT,2004,27.0220203399658
Portugal,PRT,2005,25.9003505706787
Portugal,PRT,2006,24.9899291992188
Portugal,PRT,2007,24.925220489502
Portugal,PRT,2008,24.5634994506836
Portugal,PRT,2009,24.2797603607178
Portugal,PRT,2010,23.4078903198242
Portugal,PRT,2011,22.2803802490234
Portugal,PRT,2012,20.1651191711426
Portugal,PRT,2013,18.1374702453613
Portugal,PRT,2014,16.7161808013916
Puerto Rico,PRI,2007,68.7153015136719
Puerto Rico,PRI,2009,70.5137100219727
Puerto Rico,PRI,2010,71.3003082275391
Puerto Rico,PRI,2011,73.1042633056641
Puerto Rico,PRI,2012,75.0982971191406
Puerto Rico,PRI,2013,74.5090484619141
Qatar,QAT,2007,24.6047401428223
Qatar,QAT,2008,29.0474300384521
Qatar,QAT,2009,32.6048889160156
Qatar,QAT,2010,37.7943115234375
Qatar,QAT,2011,36.2102699279785
Qatar,QAT,2012,34.5187110900879
Qatar,QAT,2013,29.8248996734619
Qatar,QAT,2014,26.4700107574463
Romania,ROU,2000,28.8302993774414
Romania,ROU,2003,21.6293907165527
Romania,ROU,2004,21.3147392272949
Romania,ROU,2005,21.995080947876
Romania,ROU,2006,26.3215808868408
Romania,ROU,2007,30.9659309387207
Romania,ROU,2008,38.5993309020996
Romania,ROU,2009,42.3208999633789
Romania,ROU,2010,37.4947891235352
Romania,ROU,2011,31.3146190643311
Romania,ROU,2012,22.9464702606201
Romania,ROU,2013,34.8527984619141
Romania,ROU,2014,16.1665897369385
Russia,RUS,2004,11.0282402038574
Russia,RUS,2005,12.2286396026611
Russia,RUS,2006,12.7546701431274
Russia,RUS,2007,13.6049499511719
Russia,RUS,2008,14.2430601119995
Russia,RUS,2009,14.7804498672485
Russia,RUS,2011,14.6766395568848
Russia,RUS,2012,13.7496900558472
Russia,RUS,2013,13.1491298675537
Russia,RUS,2014,13.6398401260376
Rwanda,RWA,2001,31.8622093200684
Rwanda,RWA,2003,40.1216087341309
Rwanda,RWA,2004,42.7099418640137
Rwanda,RWA,2008,53.8313217163086
Rwanda,RWA,2009,64.1877822875977
Rwanda,RWA,2010,49.6859817504883
Rwanda,RWA,2011,48.5544395446777
Rwanda,RWA,2012,55.0573692321777
Rwanda,RWA,2013,56.2461090087891
Saint Kitts and Nevis,KNA,2014,78.4227523803711
Saint Lucia,LCA,2004,4.0262598991394
Saint Lucia,LCA,2005,4.18753004074097
Saint Lucia,LCA,2006,5.65111017227173
Saint Lucia,LCA,2007,6.8150200843811
Saint Lucia,LCA,2008,9.85641956329346
Saint Lucia,LCA,2009,8.47638988494873
Saint Lucia,LCA,2010,16.7764797210693
Saint Lucia,LCA,2011,10.5684900283813
Saint Lucia,LCA,2012,21.3309593200684
Saint Lucia,LCA,2013,51.2489204406738
Saint Lucia,LCA,2014,53.6042404174805
Sao Tome and Principe,STP,2012,31.8789596557617
Sao Tome and Principe,STP,2014,39.3452415466309
Sao Tome and Principe,STP,2015,42.9366416931152
Saudi Arabia,SAU,2000,0.0965100005269051
Saudi Arabia,SAU,2001,0.182950004935265
Saudi Arabia,SAU,2002,0.284850001335144
Saudi Arabia,SAU,2007,2.96361994743347
Saudi Arabia,SAU,2008,2.9635899066925
Saudi Arabia,SAU,2009,2.96356010437012
Saudi Arabia,SAU,2010,3.86734008789063
Saudi Arabia,SAU,2011,4.40854978561401
Saudi Arabia,SAU,2012,4.86133003234863
Saudi Arabia,SAU,2013,5.53729009628296
Saudi Arabia,SAU,2014,4.98213005065918
Senegal,SEN,1999,20.8340396881104
Senegal,SEN,2004,21.0397491455078
Senegal,SEN,2009,29.7909297943115
Senegal,SEN,2010,32.5711708068848
Serbia,SRB,2008,17.7383594512939
Serbia,SRB,2009,18.6818695068359
Serbia,SRB,2010,16.5267295837402
Serbia,SRB,2011,17.1062107086182
Serbia,SRB,2012,16.0083103179932
Serbia,SRB,2013,14.8477697372437
Serbia,SRB,2014,14.4036598205566
Seychelles,SYC,2011,100
Seychelles,SYC,2012,100
Singapore,SGP,2008,60.5978393554688
Singapore,SGP,2009,60.9497909545898
Singapore,SGP,2010,61.7936210632324
Singapore,SGP,2011,64.3215713500977
Singapore,SGP,2012,65.3071670532227
Singapore,SGP,2013,66.0244064331055
Sint Maarten (Dutch part),SXM,2012,100
Sint Maarten (Dutch part),SXM,2014,100
Slovakia,SVK,1998,0.0398800000548363
Slovakia,SVK,1999,0.115549996495247
Slovakia,SVK,2000,0.211160004138947
Slovakia,SVK,2001,0.835940003395081
Slovakia,SVK,2002,0.960030019283295
Slovakia,SVK,2003,0.771080017089844
Slovakia,SVK,2004,1.23643004894257
Slovakia,SVK,2005,2.22357988357544
Slovakia,SVK,2006,4.40177011489868
Slovakia,SVK,2007,7.30848979949951
Slovakia,SVK,2008,10.6964998245239
Slovakia,SVK,2009,13.3550596237183
Slovakia,SVK,2010,16.4706707000732
Slovakia,SVK,2011,16.9421806335449
Slovakia,SVK,2012,18.1763496398926
Slovakia,SVK,2013,17.6488800048828
Slovakia,SVK,2014,16.9528999328613
Slovenia,SVN,1999,98.3254623413086
Slovenia,SVN,2000,97.4801864624023
Slovenia,SVN,2001,95.2608871459961
Slovenia,SVN,2002,94.8112182617188
Slovenia,SVN,2004,6.87574005126953
Slovenia,SVN,2005,8.02383995056152
Slovenia,SVN,2006,9.19472980499268
Slovenia,SVN,2007,10.4722995758057
Slovenia,SVN,2008,11.4955196380615
Slovenia,SVN,2009,11.9921998977661
Slovenia,SVN,2010,13.4148101806641
Slovenia,SVN,2011,13.9442195892334
Slovenia,SVN,2012,13.5544204711914
Slovenia,SVN,2013,14.3164196014404
Slovenia,SVN,2014,13.3764400482178
South Africa,ZAF,2012,5.22152996063232
South Africa,ZAF,2013,5.01122999191284
South Korea,KOR,1998,79.8974609375
South Korea,KOR,1999,80.3112182617188
South Korea,KOR,2000,80.5893020629883
South Korea,KOR,2001,80.8487701416016
South Korea,KOR,2002,80.8125610351563
South Korea,KOR,2003,80.5614013671875
South Korea,KOR,2004,80.4544982910156
South Korea,KOR,2005,80.1424789428711
South Korea,KOR,2006,80.0830001831055
South Korea,KOR,2007,80.146858215332
South Korea,KOR,2008,80.2280120849609
South Korea,KOR,2009,80.4350509643555
South Korea,KOR,2010,80.6534576416016
South Korea,KOR,2011,80.6696090698242
South Korea,KOR,2012,80.774169921875
South Korea,KOR,2013,80.6688537597656
Spain,ESP,2000,12.2876195907593
Spain,ESP,2001,13.1801700592041
Spain,ESP,2002,13.576849937439
Spain,ESP,2003,13.5918703079224
Spain,ESP,2004,13.5911502838135
Spain,ESP,2005,13.3202896118164
Spain,ESP,2006,13.4204502105713
Spain,ESP,2007,13.7888803482056
Spain,ESP,2008,14.0871601104736
Spain,ESP,2009,11.7061901092529
Spain,ESP,2010,14.8328895568848
Spain,ESP,2011,14.7474298477173
Spain,ESP,2012,15.2470502853394
Spain,ESP,2013,16.2889709472656
Spain,ESP,2014,17.2149391174316
Sri Lanka,LKA,2012,4.75959014892578
Sri Lanka,LKA,2013,6.50577020645142
Sudan,SDN,2013,22.9738292694092
Swaziland,SWZ,2013,11.39381980896
Sweden,SWE,1999,6.13982009887695
Sweden,SWE,2000,6.33191013336182
Sweden,SWE,2001,6.43903017044067
Sweden,SWE,2002,6.73028993606567
Sweden,SWE,2003,7.34968996047974
Sweden,SWE,2004,7.29802989959717
Sweden,SWE,2005,7.45705986022949
Sweden,SWE,2006,7.76098012924194
Sweden,SWE,2007,7.98434019088745
Sweden,SWE,2008,8.61902046203613
Sweden,SWE,2009,8.96067047119141
Sweden,SWE,2010,8.74040031433105
Sweden,SWE,2011,8.8087100982666
Sweden,SWE,2012,8.77157020568848
Sweden,SWE,2013,8.85496044158936
Sweden,SWE,2014,8.99767971038818
Switzerland,CHE,1999,18.6271495819092
Switzerland,CHE,2000,19.6144790649414
Switzerland,CHE,2001,19.9151592254639
Switzerland,CHE,2002,20.6355590820313
Switzerland,CHE,2003,21.6513900756836
Switzerland,CHE,2004,21.3389301300049
Switzerland,CHE,2005,19.4470596313477
Switzerland,CHE,2006,18.6474094390869
Switzerland,CHE,2007,18.5301609039307
Switzerland,CHE,2008,17.3685493469238
Switzerland,CHE,2009,17.4724197387695
Switzerland,CHE,2010,17.3886604309082
Switzerland,CHE,2011,17.048770904541
Switzerland,CHE,2012,18.1182804107666
Switzerland,CHE,2013,17.9183101654053
Switzerland,CHE,2014,18.1372394561768
Tajikistan,TJK,2012,1.36810994148254
Tajikistan,TJK,2013,1.31649005413055
Tajikistan,TJK,2014,1.22531998157501
Tajikistan,TJK,2015,1.17279005050659
Tanzania,TZA,1999,39.3968315124512
Tanzania,TZA,2003,5.42690992355347
Tanzania,TZA,2010,16.2854099273682
Tanzania,TZA,2013,33.8236618041992
Thailand,THA,1999,21.0304203033447
Thailand,THA,2000,19.5388298034668
Thailand,THA,2001,18.8529396057129
Thailand,THA,2002,18.8381004333496
Thailand,THA,2004,18.4562091827393
Thailand,THA,2005,16.9399108886719
Thailand,THA,2006,16.3077297210693
Thailand,THA,2007,16.5584602355957
Thailand,THA,2008,17.3419704437256
Thailand,THA,2009,17.4514007568359
Thailand,THA,2010,17.5653591156006
Thailand,THA,2011,18.2681999206543
Thailand,THA,2012,16.3439102172852
Thailand,THA,2013,16.4089908599854
Thailand,THA,2014,15.8198499679565
Timor,TLS,2009,42.906681060791
Togo,TGO,2010,13.2489900588989
Togo,TGO,2011,11.6637296676636
Togo,TGO,2012,13.700719833374
Togo,TGO,2013,13.5420398712158
Togo,TGO,2014,18.4456996917725
Tonga,TON,1999,67.0329666137695
Trinidad and Tobago,TTO,2004,10.0411901473999
Tunisia,TUN,2004,0.651970028877258
Tunisia,TUN,2006,1.02751004695892
Tunisia,TUN,2007,1.19245004653931
Tunisia,TUN,2008,1.68781995773315
Tunisia,TUN,2009,2.40933990478516
Tunisia,TUN,2010,3.4010899066925
Tunisia,TUN,2013,6.48502016067505
Tunisia,TUN,2014,7.84172010421753
Turkey,TUR,2001,3.15611004829407
Turkey,TUR,2002,3.32318997383118
Turkey,TUR,2003,3.34722995758057
Turkey,TUR,2004,3.91759991645813
Turkey,TUR,2005,4.43236017227173
Turkey,TUR,2006,4.76921987533569
Turkey,TUR,2007,5.07432985305786
Turkey,TUR,2008,5.53912019729614
Turkey,TUR,2009,5.68198013305664
Turkey,TUR,2010,5.151939868927
Turkey,TUR,2011,5.1631498336792
Turkey,TUR,2012,5.39618015289307
Turkey,TUR,2013,5.93928003311157
Turks and Caicos Islands,TCA,2010,100
Uganda,UGA,1999,9.63020992279053
Uganda,UGA,2004,10.0916700363159
Uganda,UGA,2008,40.1176986694336
Uganda,UGA,2009,40.1180114746094
Uganda,UGA,2011,46.6552886962891
Ukraine,UKR,2001,8.20635986328125
Ukraine,UKR,2002,9.27283954620361
Ukraine,UKR,2003,10.3692102432251
Ukraine,UKR,2004,11.7545404434204
Ukraine,UKR,2005,13.4434099197388
Ukraine,UKR,2006,14.702730178833
Ukraine,UKR,2007,15.1425800323486
Ukraine,UKR,2008,15.2626695632935
Ukraine,UKR,2009,14.8958501815796
Ukraine,UKR,2010,13.5470399856567
Ukraine,UKR,2011,12.1244802474976
Ukraine,UKR,2012,11.2936897277832
Ukraine,UKR,2013,10.182149887085
Ukraine,UKR,2014,8.94970035552979
United Arab Emirates,ARE,2013,68.6147918701172
United Arab Emirates,ARE,2014,67.2466125488281
United Kingdom,GBR,1998,100
United Kingdom,GBR,1999,100
United Kingdom,GBR,2000,100
United Kingdom,GBR,2001,100
United Kingdom,GBR,2002,100
United Kingdom,GBR,2003,100
United Kingdom,GBR,2004,100
United Kingdom,GBR,2005,100
United Kingdom,GBR,2006,100
United Kingdom,GBR,2007,100
United Kingdom,GBR,2008,100
United Kingdom,GBR,2009,100
United Kingdom,GBR,2010,100
United Kingdom,GBR,2011,100
United Kingdom,GBR,2012,100
United Kingdom,GBR,2013,100
United Kingdom,GBR,2014,100
United States,USA,1999,29.0699806213379
United States,USA,2000,26.3463706970215
United States,USA,2001,25.9638900756836
United States,USA,2002,23.1970996856689
United States,USA,2003,23.234920501709
United States,USA,2004,23.9248504638672
United States,USA,2005,24.8490104675293
United States,USA,2006,25.5362300872803
United States,USA,2007,25.7828197479248
United States,USA,2008,26.0703392028809
United States,USA,2009,26.8581409454346
United States,USA,2010,27.4972991943359
United States,USA,2011,27.946720123291
United States,USA,2012,28.0265102386475
United States,USA,2013,27.8372898101807
United States,USA,2014,27.5253601074219
Uruguay,URY,2001,11.0100603103638
Uruguay,URY,2002,10.2397899627686
Uruguay,URY,2003,9.65927982330322
Uruguay,URY,2004,9.75990009307861
Uruguay,URY,2005,13.562029838562
Uruguay,URY,2006,14.7987098693848
Uruguay,URY,2007,11.4963998794556
Uruguay,URY,2008,11.8630695343018
Uruguay,URY,2009,12.9723300933838
Uruguay,URY,2010,13.7567701339722
Venezuela,VEN,2000,43.5560684204102
Venezuela,VEN,2002,27.0799198150635
Venezuela,VEN,2004,41.6033782958984
Venezuela,VEN,2008,27.9932804107666
Venezuela,VEN,2009,28.8474407196045
Vietnam,VNM,1999,8.5459098815918
Vietnam,VNM,2000,13.0532197952271
Vietnam,VNM,2001,10.61083984375
Vietnam,VNM,2002,9.13817977905273
Vietnam,VNM,2003,8.83189964294434
Vietnam,VNM,2005,10.170220375061
Vietnam,VNM,2007,11.7696504592896
Vietnam,VNM,2008,11.4112100601196
Vietnam,VNM,2009,12.2970399856567
Vietnam,VNM,2011,15.0185203552246
Vietnam,VNM,2012,14.9086103439331
Vietnam,VNM,2013,13.9843502044678
Vietnam,VNM,2014,13.8080196380615
Yemen,YEM,1999,7.5679497718811
Yemen,YEM,2004,8.68741035461426
Yemen,YEM,2006,13.3520498275757
Yemen,YEM,2007,20.0787391662598
Yemen,YEM,2011,23.1014804840088
Zimbabwe,ZWE,2010,12.8177499771118
Zimbabwe,ZWE,2011,13.0460395812988
