Entity,Code,Year,"Youth literacy rate, population 15-24 years, female (%) (%)"
Least developed countries: UN classification,,2000,58.4480781555176
Least developed countries: UN classification,,2001,58.4480781555176
Least developed countries: UN classification,,2002,58.4480781555176
Least developed countries: UN classification,,2003,58.4480781555176
Least developed countries: UN classification,,2004,58.4480781555176
Least developed countries: UN classification,,2005,69.5211563110352
Least developed countries: UN classification,,2006,69.5211563110352
Least developed countries: UN classification,,2007,69.5211563110352
Least developed countries: UN classification,,2008,69.5211563110352
Least developed countries: UN classification,,2009,69.5211563110352
Least developed countries: UN classification,,2010,69.5211563110352
Least developed countries: UN classification,,2011,69.5211563110352
Least developed countries: UN classification,,2012,69.5211563110352
Least developed countries: UN classification,,2013,69.5211563110352
Least developed countries: UN classification,,2014,69.5211563110352
Lebanon,LBN,2007,99.0822982788086
Lebanon,LBN,2015,99.3220825195313
Lesotho,LSO,2000,97.49609375
Lesotho,LSO,2009,92.0938873291016
Lesotho,LSO,2015,93.4040374755859
Liberia,LBR,1984,33.7245597839355
Liberia,LBR,1994,54.1893005371094
Liberia,LBR,2004,35.0332717895508
Liberia,LBR,2007,37.1703109741211
Liberia,LBR,2015,43.9671287536621
Libya,LBY,1984,80.3106002807617
Libya,LBY,1994,96.2951431274414
Libya,LBY,2004,99.4417037963867
Libya,LBY,2014,99.9187316894531
Libya,LBY,2015,99.9340591430664
Lithuania,LTU,1989,99.7084732055664
Lithuania,LTU,2001,99.7423782348633
Lithuania,LTU,2011,99.8666229248047
Lithuania,LTU,2015,99.9200210571289
Low & middle income,,1985,75.3292770385742
Low & middle income,,1986,75.3292770385742
Low & middle income,,1987,75.3292770385742
Low & middle income,,1988,75.3292770385742
Low & middle income,,1989,75.3292770385742
Low & middle income,,1990,75.3292770385742
Low & middle income,,1991,75.3292770385742
Low & middle income,,1992,75.3292770385742
Low & middle income,,1993,75.3292770385742
Low & middle income,,1994,75.3292770385742
Low & middle income,,1995,81.6567001342773
Low & middle income,,1996,81.6567001342773
Low & middle income,,1997,81.6567001342773
Low & middle income,,1998,81.6567001342773
Low & middle income,,1999,81.6567001342773
Low & middle income,,2000,81.6567001342773
Low & middle income,,2001,81.6567001342773
Low & middle income,,2002,81.6567001342773
Low & middle income,,2003,81.6567001342773
Low & middle income,,2004,81.6567001342773
Low & middle income,,2005,87.170051574707
Low & middle income,,2006,87.170051574707
Low & middle income,,2007,87.170051574707
Low & middle income,,2008,87.170051574707
Low & middle income,,2009,87.170051574707
Low & middle income,,2010,87.170051574707
Low & middle income,,2011,87.170051574707
Low & middle income,,2012,87.170051574707
Low & middle income,,2013,87.170051574707
Low & middle income,,2014,87.170051574707
Low income,,1985,47.5492286682129
Low income,,1986,47.5492286682129
Low income,,1987,47.5492286682129
Low income,,1988,47.5492286682129
Low income,,1989,47.5492286682129
Low income,,1990,47.5492286682129
Low income,,1991,47.5492286682129
Low income,,1992,47.5492286682129
Low income,,1993,47.5492286682129
Low income,,1994,47.5492286682129
Low income,,1995,54.402416229248
Low income,,1996,54.402416229248
Low income,,1997,54.402416229248
Low income,,1998,54.402416229248
Low income,,1999,54.402416229248
Low income,,2000,54.402416229248
Low income,,2001,54.402416229248
Low income,,2002,54.402416229248
Low income,,2003,54.402416229248
Low income,,2004,54.402416229248
Low income,,2005,62.0452499389648
Low income,,2006,62.0452499389648
Low income,,2007,62.0452499389648
Low income,,2008,62.0452499389648
Low income,,2009,62.0452499389648
Low income,,2010,62.0452499389648
Low income,,2011,62.0452499389648
Low income,,2012,62.0452499389648
Low income,,2013,62.0452499389648
Low income,,2014,62.0452499389648
Lower middle income,,1985,62.1838493347168
Lower middle income,,1986,62.1838493347168
Lower middle income,,1987,62.1838493347168
Lower middle income,,1988,62.1838493347168
Lower middle income,,1989,62.1838493347168
Lower middle income,,1990,62.1838493347168
Lower middle income,,1991,62.1838493347168
Lower middle income,,1992,62.1838493347168
Lower middle income,,1993,62.1838493347168
Lower middle income,,1994,62.1838493347168
Lower middle income,,1995,73.3337326049805
Lower middle income,,1996,73.3337326049805
Lower middle income,,1997,73.3337326049805
Lower middle income,,1998,73.3337326049805
Lower middle income,,1999,73.3337326049805
Lower middle income,,2000,73.3337326049805
Lower middle income,,2001,73.3337326049805
Lower middle income,,2002,73.3337326049805
Lower middle income,,2003,73.3337326049805
Lower middle income,,2004,73.3337326049805
Lower middle income,,2005,83.1355514526367
Lower middle income,,2006,83.1355514526367
Lower middle income,,2007,83.1355514526367
Lower middle income,,2008,83.1355514526367
Lower middle income,,2009,83.1355514526367
Lower middle income,,2010,83.1355514526367
Lower middle income,,2011,83.1355514526367
Lower middle income,,2012,83.1355514526367
Lower middle income,,2013,83.1355514526367
Lower middle income,,2014,83.1355514526367
Macao,MAC,1981,94.2051162719727
Macao,MAC,2001,99.8101577758789
Macao,MAC,2006,99.6996612548828
Macao,MAC,2011,99.6900787353516
Macao,MAC,2015,99.645393371582
Macedonia,MKD,1994,98.5668716430664
Macedonia,MKD,2002,98.4853897094727
Macedonia,MKD,2014,98.4863891601563
Macedonia,MKD,2015,98.4849624633789
Madagascar,MDG,2000,68.1862335205078
Madagascar,MDG,2009,63.9670791625977
Madagascar,MDG,2015,64.7817001342773
Malawi,MWI,1987,49.1280708312988
Malawi,MWI,1998,70.7007217407227
Malawi,MWI,2010,69.9817428588867
Malawi,MWI,2015,75.2270736694336
Malaysia,MYS,1980,86.5314788818359
Malaysia,MYS,1991,95.2221374511719
Malaysia,MYS,2000,97.2677230834961
Malaysia,MYS,2010,98.4582595825195
Malaysia,MYS,2015,98.4978179931641
Maldives,MDV,1977,87.1192779541016
Maldives,MDV,1985,96.1760406494141
Maldives,MDV,1990,98.3154830932617
Maldives,MDV,1995,98.2986373901367
Maldives,MDV,2000,98.2986373901367
Maldives,MDV,2006,99.3606491088867
Maldives,MDV,2015,99.5115966796875
Mali,MLI,1976,13.4746503829956
Mali,MLI,1998,16.8606700897217
Mali,MLI,2003,23.9131393432617
Mali,MLI,2006,30.7984600067139
Mali,MLI,2010,33.9457092285156
Mali,MLI,2011,39.0085601806641
Mali,MLI,2015,39.2076797485352
Malta,MLT,1995,97.8065338134766
Malta,MLT,2005,99.1107330322266
Malta,MLT,2011,99.3865737915039
Malta,MLT,2015,99.5023727416992
Marshall Islands,MHL,2011,98.7566986083984
Marshall Islands,MHL,2015,98.7566986083984
Mauritania,MRT,2000,55.4837112426758
Mauritania,MRT,2007,47.7123908996582
Mauritania,MRT,2015,54.9992408752441
Mauritius,MUS,1990,91.7059020996094
Mauritius,MUS,2000,95.3619003295898
Mauritius,MUS,2011,98.5759201049805
Mauritius,MUS,2015,99.0851593017578
Mexico,MEX,1980,90.8609390258789
Mexico,MEX,1990,94.9032135009766
Mexico,MEX,2000,96.4823608398438
Mexico,MEX,2002,97.2721099853516
Mexico,MEX,2004,97.6079330444336
Mexico,MEX,2005,97.6279296875
Mexico,MEX,2006,97.6917190551758
Mexico,MEX,2007,98.1161117553711
Mexico,MEX,2008,98.3564224243164
Mexico,MEX,2009,98.3815994262695
Mexico,MEX,2010,98.4921264648438
Mexico,MEX,2011,98.5066604614258
Mexico,MEX,2012,99.0295715332031
Mexico,MEX,2013,98.6019134521484
Mexico,MEX,2014,99.079460144043
Mexico,MEX,2015,98.8121490478516
Middle East & North Africa,,1985,67.4521102905273
Middle East & North Africa,,1986,67.4521102905273
Middle East & North Africa,,1987,67.4521102905273
Middle East & North Africa,,1988,67.4521102905273
Middle East & North Africa,,1989,67.4521102905273
Middle East & North Africa,,1990,67.4521102905273
Middle East & North Africa,,1991,67.4521102905273
Middle East & North Africa,,1992,67.4521102905273
Middle East & North Africa,,1993,67.4521102905273
Middle East & North Africa,,1994,67.4521102905273
Middle East & North Africa,,1995,81.3686065673828
Middle East & North Africa,,1996,81.3686065673828
Middle East & North Africa,,1997,81.3686065673828
Middle East & North Africa,,1998,81.3686065673828
Middle East & North Africa,,1999,81.3686065673828
Middle East & North Africa,,2000,81.3686065673828
Middle East & North Africa,,2001,81.3686065673828
Middle East & North Africa,,2002,81.3686065673828
Middle East & North Africa,,2003,81.3686065673828
Middle East & North Africa,,2004,81.3686065673828
Middle East & North Africa,,2005,89.5063323974609
Middle East & North Africa,,2006,89.5063323974609
Middle East & North Africa,,2007,89.5063323974609
Middle East & North Africa,,2008,89.5063323974609
Middle East & North Africa,,2009,89.5063323974609
Middle East & North Africa,,2010,89.5063323974609
Middle East & North Africa,,2011,89.5063323974609
Middle East & North Africa,,2012,89.5063323974609
Middle East & North Africa,,2013,89.5063323974609
Middle East & North Africa,,2014,89.5063323974609
Middle East & North Africa (all income levels),,1985,69.179801940918
Middle East & North Africa (all income levels),,1986,69.179801940918
Middle East & North Africa (all income levels),,1987,69.179801940918
Middle East & North Africa (all income levels),,1988,69.179801940918
Middle East & North Africa (all income levels),,1989,69.179801940918
Middle East & North Africa (all income levels),,1990,69.179801940918
Middle East & North Africa (all income levels),,1991,69.179801940918
Middle East & North Africa (all income levels),,1992,69.179801940918
Middle East & North Africa (all income levels),,1993,69.179801940918
Middle East & North Africa (all income levels),,1994,69.179801940918
Middle East & North Africa (all income levels),,1995,82.8157501220703
Middle East & North Africa (all income levels),,1996,82.8157501220703
Middle East & North Africa (all income levels),,1997,82.8157501220703
Middle East & North Africa (all income levels),,1998,82.8157501220703
Middle East & North Africa (all income levels),,1999,82.8157501220703
Middle East & North Africa (all income levels),,2000,82.8157501220703
Middle East & North Africa (all income levels),,2001,82.8157501220703
Middle East & North Africa (all income levels),,2002,82.8157501220703
Middle East & North Africa (all income levels),,2003,82.8157501220703
Middle East & North Africa (all income levels),,2004,82.8157501220703
Middle East & North Africa (all income levels),,2005,90.5597534179688
Middle East & North Africa (all income levels),,2006,90.5597534179688
Middle East & North Africa (all income levels),,2007,90.5597534179688
Middle East & North Africa (all income levels),,2008,90.5597534179688
Middle East & North Africa (all income levels),,2009,90.5597534179688
Middle East & North Africa (all income levels),,2010,90.5597534179688
Middle East & North Africa (all income levels),,2011,90.5597534179688
Middle East & North Africa (all income levels),,2012,90.5597534179688
Middle East & North Africa (all income levels),,2013,90.5597534179688
Middle East & North Africa (all income levels),,2014,90.5597534179688
Middle income,,1985,77.647102355957
Middle income,,1986,77.647102355957
Middle income,,1987,77.647102355957
Middle income,,1988,77.647102355957
Middle income,,1989,77.647102355957
Middle income,,1990,77.647102355957
Middle income,,1991,77.647102355957
Middle income,,1992,77.647102355957
Middle income,,1993,77.647102355957
Middle income,,1994,77.647102355957
Middle income,,1995,84.4781265258789
Middle income,,1996,84.4781265258789
Middle income,,1997,84.4781265258789
Middle income,,1998,84.4781265258789
Middle income,,1999,84.4781265258789
Middle income,,2000,84.4781265258789
Middle income,,2001,84.4781265258789
Middle income,,2002,84.4781265258789
Middle income,,2003,84.4781265258789
Middle income,,2004,84.4781265258789
Middle income,,2005,90.1472549438477
Middle income,,2006,90.1472549438477
Middle income,,2007,90.1472549438477
Middle income,,2008,90.1472549438477
Middle income,,2009,90.1472549438477
Middle income,,2010,90.1472549438477
Middle income,,2011,90.1472549438477
Middle income,,2012,90.1472549438477
Middle income,,2013,90.1472549438477
Middle income,,2014,90.1472549438477
Moldova,MDA,1989,99.7385330200195
Moldova,MDA,2000,99.6515731811523
Moldova,MDA,2014,100
Moldova,MDA,2015,99.4246292114258
Mongolia,MNG,2000,98.4319381713867
Mongolia,MNG,2010,98.9087371826172
Mongolia,MNG,2015,98.9798583984375
Montenegro,MNE,1981,98.2872009277344
Montenegro,MNE,1991,98.9892120361328
Montenegro,MNE,2003,99.360595703125
Montenegro,MNE,2011,99.0526123046875
Montenegro,MNE,2015,99.008430480957
Morocco,MAR,1982,30.9509105682373
Morocco,MAR,1994,45.9963607788086
Morocco,MAR,2004,60.4928894042969
Morocco,MAR,2008,69.8981475830078
Morocco,MAR,2009,72.1452407836914
Morocco,MAR,2011,74.0342864990234
Morocco,MAR,2015,93.4751510620117
Mozambique,MOZ,1980,25.1153907775879
Mozambique,MOZ,1997,36.553108215332
Mozambique,MOZ,2003,50.0389099121094
Mozambique,MOZ,2009,56.5400505065918
Mozambique,MOZ,2015,69.8074417114258
Myanmar,MMR,1983,81.3442001342773
Myanmar,MMR,2000,93.4711837768555
Myanmar,MMR,2014,96.1768112182617
Myanmar,MMR,2015,96.3249588012695
Namibia,NAM,1991,90.4171600341797
Namibia,NAM,2001,93.4799194335938
Namibia,NAM,2007,90.6154327392578
Namibia,NAM,2011,95.346321105957
Namibia,NAM,2015,95.8880996704102
Nepal,NPL,1981,14.966609954834
Nepal,NPL,1991,32.6664390563965
Nepal,NPL,2001,60.1437911987305
Nepal,NPL,2011,80.2068328857422
Nepal,NPL,2015,87.4109725952148
New Caledonia,NCL,1976,97.9615783691406
New Caledonia,NCL,1989,98.8609924316406
New Caledonia,NCL,2014,99.8002014160156
New Caledonia,NCL,2015,99.8135299682617
Nicaragua,NIC,2001,88.8178787231445
Nicaragua,NIC,2005,88.8424835205078
Nicaragua,NIC,2015,93.6054229736328
Niger,NER,2001,14.2335500717163
Niger,NER,2005,23.1974296569824
Niger,NER,2012,15.0577697753906
Niger,NER,2015,17.147180557251
Nigeria,NGA,1991,62.4877815246582
Nigeria,NGA,2003,60.5093688964844
Nigeria,NGA,2008,57.9538917541504
Nigeria,NGA,2015,65.3251724243164
North Korea,PRK,2008,99.9997863769531
North Korea,PRK,2015,99.9999237060547
Oman,OMN,2003,96.6614532470703
Oman,OMN,2008,97.6249771118164
Oman,OMN,2010,98.1650695800781
Oman,OMN,2014,99.0566177368164
Oman,OMN,2015,99.0994262695313
Pakistan,PAK,1981,23.8329601287842
Pakistan,PAK,1998,43.1140518188477
Pakistan,PAK,2005,53.0885581970215
Pakistan,PAK,2006,58.3705596923828
Pakistan,PAK,2008,61.2499198913574
Pakistan,PAK,2009,61.4626617431641
Pakistan,PAK,2010,62.2983703613281
Pakistan,PAK,2011,63.1368103027344
Pakistan,PAK,2012,64.4740982055664
Pakistan,PAK,2013,63.4379997253418
Pakistan,PAK,2015,66.7954711914063
Palau,PLW,1980,94.3577270507813
Palau,PLW,1994,95.5198287963867
Palau,PLW,2004,98.5362014770508
Palau,PLW,2013,99.8295516967773
Palau,PLW,2015,99.8295440673828
Palestine,PSE,1997,97.1884994506836
Palestine,PSE,2004,98.8167495727539
Palestine,PSE,2006,99.1456832885742
Palestine,PSE,2007,98.9869003295898
Palestine,PSE,2008,99.0280838012695
Palestine,PSE,2009,99.2335433959961
Palestine,PSE,2010,99.274040222168
Palestine,PSE,2011,99.3669967651367
Palestine,PSE,2012,99.2270812988281
Palestine,PSE,2013,99.2746887207031
Palestine,PSE,2014,99.3194427490234
Palestine,PSE,2015,99.3272094726563
Panama,PAN,1980,96.2839584350586
Panama,PAN,1990,94.7777633666992
Panama,PAN,2000,95.6227264404297
Panama,PAN,2010,97.3368682861328
Panama,PAN,2015,97.9957504272461
Papua New Guinea,PNG,2000,64.0581283569336
Papua New Guinea,PNG,2014,64.0581283569336
Papua New Guinea,PNG,2015,64.0581283569336
Paraguay,PRY,1982,89.0011978149414
Paraguay,PRY,1992,95.3614273071289
Paraguay,PRY,2007,98.7791595458984
Paraguay,PRY,2008,98.232307434082
Paraguay,PRY,2009,98.9882736206055
Paraguay,PRY,2010,98.7288208007813
Paraguay,PRY,2014,98.4723129272461
Paraguay,PRY,2015,99.4773864746094
Peru,PER,1981,89.7637176513672
Peru,PER,1993,93.786247253418
Peru,PER,2004,95.6560211181641
Peru,PER,2005,96.2877807617188
Peru,PER,2006,96.9576416015625
Peru,PER,2007,96.7052307128906
Peru,PER,2012,98.6757507324219
Peru,PER,2014,98.7896575927734
Peru,PER,2015,98.9843978881836
Philippines,PHL,1980,92.4690322875977
Philippines,PHL,1990,96.8777389526367
Philippines,PHL,2000,95.7202835083008
Philippines,PHL,2003,96.5805892944336
Philippines,PHL,2008,98.4915237426758
Philippines,PHL,2013,98.8154296875
Philippines,PHL,2015,98.9322204589844
Poland,POL,1978,99.8158111572266
Poland,POL,1994,99.9992523193359
Poland,POL,2004,99.999870300293
Poland,POL,2014,99.9999771118164
Poland,POL,2015,99.9999771118164
Portugal,PRT,1981,98.2221069335938
Portugal,PRT,1991,99.2578735351563
Portugal,PRT,2011,99.4796371459961
Portugal,PRT,2015,99.6311111450195
Puerto Rico,PRI,1980,94.3973617553711
Puerto Rico,PRI,1990,94.1121292114258
Puerto Rico,PRI,2004,89.3075180053711
Puerto Rico,PRI,2010,98.8541870117188
Puerto Rico,PRI,2015,99.0629196166992
Qatar,QAT,1986,91.2305221557617
Qatar,QAT,1997,95.8093109130859
Qatar,QAT,2004,97.5400085449219
Qatar,QAT,2007,98.9652481079102
Qatar,QAT,2008,96.8849792480469
Qatar,QAT,2009,97.9462203979492
Qatar,QAT,2010,98.2611465454102
Qatar,QAT,2011,98.7493286132813
Qatar,QAT,2012,99.8346405029297
Qatar,QAT,2013,99.3343811035156
Qatar,QAT,2014,99.6468276977539
Qatar,QAT,2015,99.728271484375
Romania,ROU,1992,99.0320892333984
Romania,ROU,2002,97.7795181274414
Romania,ROU,2011,98.9762191772461
Romania,ROU,2015,99.303840637207
Russia,RUS,1989,99.7494583129883
Russia,RUS,2002,99.7712783813477
Russia,RUS,2010,99.7580184936523
Russia,RUS,2015,99.75244140625
Rwanda,RWA,1978,44.6915893554688
Rwanda,RWA,1991,74.2457885742188
Rwanda,RWA,2000,76.8625793457031
Rwanda,RWA,2010,77.9724578857422
Rwanda,RWA,2012,83.4873886108398
Rwanda,RWA,2015,86.9948806762695
Saint Vincent and the Grenadines,VCT,1970,97.9975967407227
Samoa,WSM,1991,98.9499969482422
Samoa,WSM,2004,99.4408569335938
Samoa,WSM,2011,99.4580383300781
Samoa,WSM,2015,99.4484634399414
Sao Tome and Principe,STP,1981,74.0576705932617
Sao Tome and Principe,STP,1991,91.8525772094727
Sao Tome and Principe,STP,2001,94.8525695800781
Sao Tome and Principe,STP,2008,77.3372802734375
Sao Tome and Principe,STP,2012,96.3508834838867
Sao Tome and Principe,STP,2015,97.200927734375
Saudi Arabia,SAU,1992,81.0738296508789
Saudi Arabia,SAU,2000,93.7130584716797
Saudi Arabia,SAU,2004,94.6757125854492
Saudi Arabia,SAU,2013,99.1369934082031
Saudi Arabia,SAU,2015,99.3140487670898
Senegal,SEN,1988,28.0347499847412
Senegal,SEN,2002,40.9683685302734
Senegal,SEN,2006,44.5401611328125
Senegal,SEN,2009,56.1914405822754
Senegal,SEN,2011,58.9990196228027
Senegal,SEN,2013,50.9689292907715
Senegal,SEN,2015,63.5672798156738
Serbia,SRB,2003,99.3177261352539
Serbia,SRB,2011,99.2699127197266
Serbia,SRB,2015,98.3976287841797
Seychelles,SYC,1987,98.464469909668
Seychelles,SYC,1994,99.138427734375
Seychelles,SYC,2002,99.374382019043
Seychelles,SYC,2010,99.3830795288086
Seychelles,SYC,2015,99.55322265625
Sierra Leone,SLE,2004,37.3575210571289
Sierra Leone,SLE,2014,57.1999282836914
Sierra Leone,SLE,2015,59.1680488586426
Singapore,SGP,1980,96.159538269043
Singapore,SGP,1990,99.084358215332
Singapore,SGP,2000,99.6045074462891
Singapore,SGP,2010,99.7666702270508
Singapore,SGP,2011,99.8017425537109
Singapore,SGP,2012,99.8438110351563
Singapore,SGP,2013,99.8826293945313
Singapore,SGP,2014,99.9038925170898
Singapore,SGP,2015,99.9199295043945
Slovenia,SVN,1991,99.7790069580078
Slovenia,SVN,2004,99.8667602539063
Slovenia,SVN,2014,99.9096374511719
Slovenia,SVN,2015,99.913200378418
Solomon Islands,SLB,1999,80
South Africa,ZAF,1980,84.973258972168
South Africa,ZAF,1996,94.2885437011719
South Africa,ZAF,2007,98.0921096801758
South Africa,ZAF,2009,98.8173980712891
South Africa,ZAF,2010,98.9013671875
South Africa,ZAF,2011,99.1521377563477
South Africa,ZAF,2012,99.2707138061523
South Africa,ZAF,2014,99.0843734741211
South Africa,ZAF,2015,99.3984069824219
South Asia,,1985,47.033447265625
South Asia,,1986,47.033447265625
South Asia,,1987,47.033447265625
South Asia,,1988,47.033447265625
South Asia,,1989,47.033447265625
South Asia,,1990,47.033447265625
South Asia,,1991,47.033447265625
South Asia,,1992,47.033447265625
South Asia,,1993,47.033447265625
South Asia,,1994,47.033447265625
South Asia,,1995,64.2666625976563
South Asia,,1996,64.2666625976563
South Asia,,1997,64.2666625976563
South Asia,,1998,64.2666625976563
South Asia,,1999,64.2666625976563
South Asia,,2000,64.2666625976563
South Asia,,2001,64.2666625976563
South Asia,,2002,64.2666625976563
South Asia,,2003,64.2666625976563
South Asia,,2004,64.2666625976563
South Asia,,2005,79.2287902832031
South Asia,,2006,79.2287902832031
South Asia,,2007,79.2287902832031
South Asia,,2008,79.2287902832031
South Asia,,2009,79.2287902832031
South Asia,,2010,79.2287902832031
South Asia,,2011,79.2287902832031
South Asia,,2012,79.2287902832031
South Asia,,2013,79.2287902832031
South Asia,,2014,79.2287902832031
South Sudan,SSD,2008,29.5776233673096
South Sudan,SSD,2015,41.7759895324707
Spain,ESP,1981,98.642578125
Spain,ESP,1991,99.5696792602539
Spain,ESP,2004,99.5349578857422
Spain,ESP,2005,99.5020904541016
Spain,ESP,2007,99.5581130981445
Spain,ESP,2008,99.6026077270508
Spain,ESP,2009,99.5573196411133
Spain,ESP,2010,99.6863632202148
Spain,ESP,2011,99.7459716796875
Spain,ESP,2012,99.7057189941406
Spain,ESP,2013,99.6428909301758
Spain,ESP,2014,99.6868133544922
Spain,ESP,2015,99.728630065918
Sri Lanka,LKA,1981,90.192268371582
Sri Lanka,LKA,2001,96.1211090087891
Sri Lanka,LKA,2006,97.939208984375
Sri Lanka,LKA,2008,98.5860977172852
Sri Lanka,LKA,2010,98.5889663696289
Sri Lanka,LKA,2015,99.1653366088867
Sub-Saharan Africa,,1995,61.613525390625
Sub-Saharan Africa,,1996,61.613525390625
Sub-Saharan Africa,,1997,61.613525390625
Sub-Saharan Africa,,1998,61.613525390625
Sub-Saharan Africa,,1999,61.613525390625
Sub-Saharan Africa,,2000,61.613525390625
Sub-Saharan Africa,,2001,61.613525390625
Sub-Saharan Africa,,2002,61.613525390625
Sub-Saharan Africa,,2003,61.613525390625
Sub-Saharan Africa,,2004,61.613525390625
Sub-Saharan Africa,,2005,66.36328125
Sub-Saharan Africa,,2006,66.36328125
Sub-Saharan Africa,,2007,66.36328125
Sub-Saharan Africa,,2008,66.36328125
Sub-Saharan Africa,,2009,66.36328125
Sub-Saharan Africa,,2010,66.36328125
Sub-Saharan Africa,,2011,66.36328125
Sub-Saharan Africa,,2012,66.36328125
Sub-Saharan Africa,,2013,66.36328125
Sub-Saharan Africa,,2014,66.36328125
Sub-Saharan Africa (all income levels),,1995,61.6178016662598
Sub-Saharan Africa (all income levels),,1996,61.6178016662598
Sub-Saharan Africa (all income levels),,1997,61.6178016662598
Sub-Saharan Africa (all income levels),,1998,61.6178016662598
Sub-Saharan Africa (all income levels),,1999,61.6178016662598
Sub-Saharan Africa (all income levels),,2000,61.6178016662598
Sub-Saharan Africa (all income levels),,2001,61.6178016662598
Sub-Saharan Africa (all income levels),,2002,61.6178016662598
Sub-Saharan Africa (all income levels),,2003,61.6178016662598
Sub-Saharan Africa (all income levels),,2004,61.6178016662598
Sub-Saharan Africa (all income levels),,2005,66.366096496582
Sub-Saharan Africa (all income levels),,2006,66.366096496582
Sub-Saharan Africa (all income levels),,2007,66.366096496582
Sub-Saharan Africa (all income levels),,2008,66.366096496582
Sub-Saharan Africa (all income levels),,2009,66.366096496582
Sub-Saharan Africa (all income levels),,2010,66.366096496582
Sub-Saharan Africa (all income levels),,2011,66.366096496582
Sub-Saharan Africa (all income levels),,2012,66.366096496582
Sub-Saharan Africa (all income levels),,2013,66.366096496582
Sub-Saharan Africa (all income levels),,2014,66.366096496582
Sudan,SDN,2000,72.3313827514648
Sudan,SDN,2015,70.4134063720703
Suriname,SUR,2004,94.1390380859375
Suriname,SUR,2008,99.4597778320313
Suriname,SUR,2010,98.8021469116211
Suriname,SUR,2015,99.6608123779297
Swaziland,SWZ,1976,74.9796600341797
Swaziland,SWZ,1986,84.2975997924805
Swaziland,SWZ,2000,92.9436416625977
Swaziland,SWZ,2010,94.7484893798828
Swaziland,SWZ,2015,96.0221710205078
Syria,SYR,1981,59.0168914794922
Syria,SYR,2002,92.9635467529297
Syria,SYR,2004,90.2185821533203
Syria,SYR,2014,95.2672271728516
Syria,SYR,2015,95.6310119628906
Tajikistan,TJK,1989,99.6712493896484
Tajikistan,TJK,2000,99.8497161865234
Tajikistan,TJK,2014,99.8870086669922
Tajikistan,TJK,2015,99.8892593383789
Tanzania,TZA,1988,77.8661727905273
Tanzania,TZA,2002,76.202018737793
Tanzania,TZA,2010,72.7710037231445
Tanzania,TZA,2012,84.8480224609375
Tanzania,TZA,2015,87.1623687744141
Thailand,THA,1980,96.1722030639648
Thailand,THA,2000,97.8479309082031
Thailand,THA,2005,97.8789291381836
Thailand,THA,2010,96.5520401000977
Thailand,THA,2013,98.6549072265625
Thailand,THA,2015,98.9537582397461
Timor,TLS,2010,78.5684432983398
Timor,TLS,2015,82.7122573852539
Togo,TGO,2000,63.5548515319824
Togo,TGO,2006,67.923698425293
Togo,TGO,2009,74.5553512573242
Togo,TGO,2011,72.708122253418
Togo,TGO,2015,81.402458190918
Tonga,TON,1976,99.7962875366211
Tonga,TON,1996,99.3544998168945
Tonga,TON,2006,99.5550384521484
Tonga,TON,2011,99.5104293823242
Tonga,TON,2015,99.5441665649414
Trinidad and Tobago,TTO,1980,99.2435607910156
Trinidad and Tobago,TTO,1990,99.3000030517578
Trinidad and Tobago,TTO,2004,99.4977264404297
Trinidad and Tobago,TTO,2014,99.6084899902344
Trinidad and Tobago,TTO,2015,99.6188430786133
Tunisia,TUN,1984,62.5232315063477
Tunisia,TUN,1994,75.0359268188477
Tunisia,TUN,2004,92.2406997680664
Tunisia,TUN,2007,94.7245712280273
Tunisia,TUN,2008,95.7864379882813
Tunisia,TUN,2010,96.0935592651367
Tunisia,TUN,2011,96.3175888061523
Tunisia,TUN,2012,95.7175827026367
Tunisia,TUN,2015,96.6619110107422
Turkey,TUR,1975,68.2533493041992
Turkey,TUR,1980,75.2379837036133
Turkey,TUR,1985,85.9609680175781
Turkey,TUR,1990,88.3857879638672
Turkey,TUR,2004,93.2950210571289
Turkey,TUR,2005,93.9601593017578
Turkey,TUR,2006,94.1195373535156
Turkey,TUR,2007,94.2891387939453
Turkey,TUR,2009,96.5701904296875
Turkey,TUR,2010,97.1973266601563
Turkey,TUR,2011,97.9363021850586
Turkey,TUR,2012,98.4126510620117
Turkey,TUR,2013,98.742057800293
Turkey,TUR,2014,98.9509201049805
Turkey,TUR,2015,99.1542510986328
Turkmenistan,TKM,1995,99.8129272460938
Turkmenistan,TKM,2014,99.9046478271484
Turkmenistan,TKM,2015,99.9096069335938
Uganda,UGA,1991,63.1238288879395
Uganda,UGA,2002,76.1791000366211
Uganda,UGA,2006,81.1296463012695
Uganda,UGA,2010,85.4714584350586
Uganda,UGA,2012,81.6541976928711
Uganda,UGA,2015,86.5688171386719
Ukraine,UKR,2001,99.8345184326172
Ukraine,UKR,2014,99.8087310791016
Ukraine,UKR,2015,99.8066101074219
United Arab Emirates,ARE,1975,56.276969909668
United Arab Emirates,ARE,1985,84.514289855957
United Arab Emirates,ARE,2005,97.0017395019531
United Arab Emirates,ARE,2015,99.1176986694336
Upper middle income,,1985,91.2642974853516
Upper middle income,,1986,91.2642974853516
Upper middle income,,1987,91.2642974853516
Upper middle income,,1988,91.2642974853516
Upper middle income,,1989,91.2642974853516
Upper middle income,,1990,91.2642974853516
Upper middle income,,1991,91.2642974853516
Upper middle income,,1992,91.2642974853516
Upper middle income,,1993,91.2642974853516
