Entity,Code,Year,HAQ Index (IHME (2017))
Nigeria,NGA,2015,51.3
North Africa and Middle East,,1990,43.8
North Africa and Middle East,,1995,46.5
North Africa and Middle East,,2000,49.9
North Africa and Middle East,,2005,52.8
North Africa and Middle East,,2010,55.7
North Africa and Middle East,,2015,58.4
North Korea,PRK,1990,53.1
North Korea,PRK,1995,55.8
North Korea,PRK,2000,56
North Korea,PRK,2005,57.5
North Korea,PRK,2010,60.4
North Korea,PRK,2015,62.3
Northern Mariana Islands,MNP,1990,60.5
Northern Mariana Islands,MNP,1995,65.5
Northern Mariana Islands,MNP,2000,68.9
Northern Mariana Islands,MNP,2005,71.4
Northern Mariana Islands,MNP,2010,72.7
Northern Mariana Islands,MNP,2015,71.8
Norway,NOR,1990,77.5
Norway,NOR,1995,81
Norway,NOR,2000,82.8
Norway,NOR,2005,85.9
Norway,NOR,2010,88
Norway,NOR,2015,90.5
Oceania,,1990,33.8
Oceania,,1995,34.8
Oceania,,2000,35.4
Oceania,,2005,36.1
Oceania,,2010,37.7
Oceania,,2015,40.3
Oman,OMN,1990,66.1
Oman,OMN,1995,71.4
Oman,OMN,2000,74.4
Oman,OMN,2005,76.2
Oman,OMN,2010,72.9
Oman,OMN,2015,77.1
Pakistan,PAK,1990,36.5
Pakistan,PAK,1995,35.6
Pakistan,PAK,2000,36.3
Pakistan,PAK,2005,38.1
Pakistan,PAK,2010,41.2
Pakistan,PAK,2015,43.1
Palestine,PSE,1990,61.8
Palestine,PSE,1995,65.6
Palestine,PSE,2000,68.3
Palestine,PSE,2005,68.7
Palestine,PSE,2010,69
Palestine,PSE,2015,70.5
Panama,PAN,1990,52.9
Panama,PAN,1995,56.7
Panama,PAN,2000,59.8
Panama,PAN,2005,61.3
Panama,PAN,2010,62.2
Panama,PAN,2015,64.4
Papua New Guinea,PNG,1990,32
Papua New Guinea,PNG,1995,33
Papua New Guinea,PNG,2000,33.4
Papua New Guinea,PNG,2005,34
Papua New Guinea,PNG,2010,35.8
Papua New Guinea,PNG,2015,38.6
Paraguay,PRY,1990,53
Paraguay,PRY,1995,55.1
Paraguay,PRY,2000,56.6
Paraguay,PRY,2005,57.4
Paraguay,PRY,2010,58.6
Paraguay,PRY,2015,60.4
Peru,PER,1990,45.9
Peru,PER,1995,49.8
Peru,PER,2000,57.1
Peru,PER,2005,62.7
Peru,PER,2010,65.9
Peru,PER,2015,69.6
Philippines,PHL,1990,45
Philippines,PHL,1995,46.1
Philippines,PHL,2000,47.5
Philippines,PHL,2005,47.6
Philippines,PHL,2010,49.6
Philippines,PHL,2015,52
Poland,POL,1990,62.1
Poland,POL,1995,65.4
Poland,POL,2000,70.8
Poland,POL,2005,73.8
Poland,POL,2010,76.3
Poland,POL,2015,79.6
Portugal,PRT,1990,67.2
Portugal,PRT,1995,71.5
Portugal,PRT,2000,74.7
Portugal,PRT,2005,79.7
Portugal,PRT,2010,81.9
Portugal,PRT,2015,84.5
Puerto Rico,PRI,1990,64.5
Puerto Rico,PRI,1995,66.1
Puerto Rico,PRI,2000,69.8
Puerto Rico,PRI,2005,72.6
Puerto Rico,PRI,2010,74
Puerto Rico,PRI,2015,76.6
Qatar,QAT,1990,70.8
Qatar,QAT,1995,71.3
Qatar,QAT,2000,73.1
Qatar,QAT,2005,77.5
Qatar,QAT,2010,83.1
Qatar,QAT,2015,85.2
Romania,ROU,1990,58.3
Romania,ROU,1995,60
Romania,ROU,2000,64.2
Romania,ROU,2005,67.2
Romania,ROU,2010,71.1
Romania,ROU,2015,74.4
Russia,RUS,1990,61.4
Russia,RUS,1995,57.6
Russia,RUS,2000,59.7
Russia,RUS,2005,62.9
Russia,RUS,2010,68.5
Russia,RUS,2015,71.7
Rwanda,RWA,1990,29.9
Rwanda,RWA,1995,23.3
Rwanda,RWA,2000,30.4
Rwanda,RWA,2005,42.6
Rwanda,RWA,2010,47
Rwanda,RWA,2015,47.8
Saint Lucia,LCA,1990,49.7
Saint Lucia,LCA,1995,53
Saint Lucia,LCA,2000,56
Saint Lucia,LCA,2005,58.5
Saint Lucia,LCA,2010,61.1
Saint Lucia,LCA,2015,62.5
Saint Vincent and the Grenadines,VCT,1990,50.4
Saint Vincent and the Grenadines,VCT,1995,51.4
Saint Vincent and the Grenadines,VCT,2000,53
Saint Vincent and the Grenadines,VCT,2005,55.2
Saint Vincent and the Grenadines,VCT,2010,56.7
Saint Vincent and the Grenadines,VCT,2015,57.5
Samoa,WSM,1990,50.9
Samoa,WSM,1995,53.6
Samoa,WSM,2000,56.5
Samoa,WSM,2005,58.6
Samoa,WSM,2010,60.7
Samoa,WSM,2015,62.1
Sao Tome and Principe,STP,1990,41.3
Sao Tome and Principe,STP,1995,41.9
Sao Tome and Principe,STP,2000,42.8
Sao Tome and Principe,STP,2005,44
Sao Tome and Principe,STP,2010,47.3
Sao Tome and Principe,STP,2015,49.6
Saudi Arabia,SAU,1990,63.4
Saudi Arabia,SAU,1995,66.8
Saudi Arabia,SAU,2000,71.2
Saudi Arabia,SAU,2005,74.2
Saudi Arabia,SAU,2010,77
Saudi Arabia,SAU,2015,79.4
Senegal,SEN,1990,37.6
Senegal,SEN,1995,38.1
Senegal,SEN,2000,38.9
Senegal,SEN,2005,41.5
Senegal,SEN,2010,42.9
Senegal,SEN,2015,44.4
Serbia,SRB,1990,64.2
Serbia,SRB,1995,64.4
Serbia,SRB,2000,66.6
Serbia,SRB,2005,69.4
Serbia,SRB,2010,73.1
Serbia,SRB,2015,75.4
Seychelles,SYC,1990,50.7
Seychelles,SYC,1995,55.1
Seychelles,SYC,2000,58.5
Seychelles,SYC,2005,61.1
Seychelles,SYC,2010,63.9
Seychelles,SYC,2015,66.1
Sierra Leone,SLE,1990,37.6
Sierra Leone,SLE,1995,37.2
Sierra Leone,SLE,2000,35.4
Sierra Leone,SLE,2005,36.1
Sierra Leone,SLE,2010,38.2
Sierra Leone,SLE,2015,41.3
Singapore,SGP,1990,67.4
Singapore,SGP,1995,72.8
Singapore,SGP,2000,77.3
Singapore,SGP,2005,80.8
Singapore,SGP,2010,84.2
Singapore,SGP,2015,86.3
Slovakia,SVK,1990,66.6
Slovakia,SVK,1995,69.4
Slovakia,SVK,2000,70.8
Slovakia,SVK,2005,72.2
Slovakia,SVK,2010,74.9
Slovakia,SVK,2015,78.6
Slovenia,SVN,1990,71.2
Slovenia,SVN,1995,72.8
Slovenia,SVN,2000,76.4
Slovenia,SVN,2005,79.8
Slovenia,SVN,2010,84.3
Slovenia,SVN,2015,87.4
Solomon Islands,SLB,1990,33.4
Solomon Islands,SLB,1995,35.7
Solomon Islands,SLB,2000,38.3
Solomon Islands,SLB,2005,38
Solomon Islands,SLB,2010,40.1
Solomon Islands,SLB,2015,43.1
Somalia,SOM,1990,29.1
Somalia,SOM,1995,29.3
Somalia,SOM,2000,30.1
Somalia,SOM,2005,31.8
Somalia,SOM,2010,33.3
Somalia,SOM,2015,34.2
South Africa,ZAF,1990,45.6
South Africa,ZAF,1995,47.9
South Africa,ZAF,2000,44.8
South Africa,ZAF,2005,45.2
South Africa,ZAF,2010,49.4
South Africa,ZAF,2015,52
South Asia,,1990,30.7
South Asia,,1995,32.9
South Asia,,2000,35.1
South Asia,,2005,38.1
South Asia,,2010,41.1
South Asia,,2015,44.4
South Korea,KOR,1990,61.7
South Korea,KOR,1995,70.5
South Korea,KOR,2000,74.6
South Korea,KOR,2005,80.4
South Korea,KOR,2010,83.9
South Korea,KOR,2015,85.8
South Sudan,SSD,1990,33.4
South Sudan,SSD,1995,34.7
South Sudan,SSD,2000,37.5
South Sudan,SSD,2005,39
South Sudan,SSD,2010,38.8
South Sudan,SSD,2015,38.8
Southeast Asia,,1990,38.6
Southeast Asia,,1995,40.9
Southeast Asia,,2000,43
Southeast Asia,,2005,46
Southeast Asia,,2010,49.4
Southeast Asia,,2015,52.1
"Southeast Asia, East Asia, and Oceania",,1990,44.8
"Southeast Asia, East Asia, and Oceania",,1995,48.1
"Southeast Asia, East Asia, and Oceania",,2000,51.1
"Southeast Asia, East Asia, and Oceania",,2005,55.4
"Southeast Asia, East Asia, and Oceania",,2010,60
"Southeast Asia, East Asia, and Oceania",,2015,63.5
Southern Latin America,,1990,57.6
Southern Latin America,,1995,61.1
Southern Latin America,,2000,64.7
Southern Latin America,,2005,66.7
Southern Latin America,,2010,68.1
Southern Latin America,,2015,70
Southern Sub-Saharan Africa,,1990,44.8
Southern Sub-Saharan Africa,,1995,46.7
Southern Sub-Saharan Africa,,2000,43.4
Southern Sub-Saharan Africa,,2005,43.1
Southern Sub-Saharan Africa,,2010,46.3
Southern Sub-Saharan Africa,,2015,49.2
Spain,ESP,1990,73.9
Spain,ESP,1995,78.1
Spain,ESP,2000,81.4
Spain,ESP,2005,84.1
Spain,ESP,2010,87.2
Spain,ESP,2015,89.6
Sri Lanka,LKA,1990,56.9
Sri Lanka,LKA,1995,59.5
Sri Lanka,LKA,2000,60.4
Sri Lanka,LKA,2005,63.8
Sri Lanka,LKA,2010,68.9
Sri Lanka,LKA,2015,72.8
Sub-Saharan Africa,,1990,32.3
Sub-Saharan Africa,,1995,33.5
Sub-Saharan Africa,,2000,34.6
Sub-Saharan Africa,,2005,37.4
Sub-Saharan Africa,,2010,40.5
Sub-Saharan Africa,,2015,42.2
Sudan,SDN,1990,36.6
Sudan,SDN,1995,38.8
Sudan,SDN,2000,42
Sudan,SDN,2005,44.9
Sudan,SDN,2010,47.4
Sudan,SDN,2015,50.1
Suriname,SUR,1990,46.7
Suriname,SUR,1995,48.6
Suriname,SUR,2000,49.5
Suriname,SUR,2005,51
Suriname,SUR,2010,53.5
Suriname,SUR,2015,56.7
Swaziland,SWZ,1990,41.5
Swaziland,SWZ,1995,45.7
Swaziland,SWZ,2000,40.7
Swaziland,SWZ,2005,35.1
Swaziland,SWZ,2010,37.8
Swaziland,SWZ,2015,41.9
Sweden,SWE,1990,80.4
Sweden,SWE,1995,83.9
Sweden,SWE,2000,85.7
Sweden,SWE,2005,87
Sweden,SWE,2010,88.7
Sweden,SWE,2015,90.5
Switzerland,CHE,1990,81.4
Switzerland,CHE,1995,83.4
Switzerland,CHE,2000,85.4
Switzerland,CHE,2005,88.2
Switzerland,CHE,2010,90.1
Switzerland,CHE,2015,91.8
Syria,SYR,1990,58.2
Syria,SYR,1995,63.1
Syria,SYR,2000,68.2
Syria,SYR,2005,71.4
Syria,SYR,2010,73.8
Syria,SYR,2015,74.6
Taiwan,TWN,1990,64.2
Taiwan,TWN,1995,66.8
Taiwan,TWN,2000,70.1
Taiwan,TWN,2005,73.6
Taiwan,TWN,2010,77.1
Taiwan,TWN,2015,77.6
Tajikistan,TJK,1990,48.7
Tajikistan,TJK,1995,48.1
Tajikistan,TJK,2000,48.6
Tajikistan,TJK,2005,51.7
Tajikistan,TJK,2010,55.4
Tajikistan,TJK,2015,58.6
Tanzania,TZA,1990,39.9
Tanzania,TZA,1995,41
Tanzania,TZA,2000,43.1
Tanzania,TZA,2005,46.7
Tanzania,TZA,2010,48.8
Tanzania,TZA,2015,49.9
Thailand,THA,1990,52.4
Thailand,THA,1995,55.9
Thailand,THA,2000,59.3
Thailand,THA,2005,64.8
Thailand,THA,2010,68.4
Thailand,THA,2015,70.8
The Bahamas,,1990,50.9
The Bahamas,,1995,54.1
The Bahamas,,2000,57
The Bahamas,,2005,59.9
The Bahamas,,2010,62.1
The Bahamas,,2015,63.9
Timor,TLS,1990,32.2
Timor,TLS,1995,35.4
Timor,TLS,2000,38.2
Timor,TLS,2005,42.6
Timor,TLS,2010,48.4
Timor,TLS,2015,51.6
Togo,TGO,1990,37.4
Togo,TGO,1995,36.9
Togo,TGO,2000,36.9
Togo,TGO,2005,40.1
Togo,TGO,2010,41.8
Togo,TGO,2015,44.3
Tonga,TON,1990,55
Tonga,TON,1995,56.3
Tonga,TON,2000,57.3
Tonga,TON,2005,58.4
Tonga,TON,2010,60.1
Tonga,TON,2015,62.1
Trinidad and Tobago,TTO,1990,51.6
Trinidad and Tobago,TTO,1995,53.5
Trinidad and Tobago,TTO,2000,55.8
Trinidad and Tobago,TTO,2005,58.6
Trinidad and Tobago,TTO,2010,60.5
Trinidad and Tobago,TTO,2015,62.1
Tropical Latin America,,1990,50.1
Tropical Latin America,,1995,53.7
Tropical Latin America,,2000,56.9
Tropical Latin America,,2005,59.8
Tropical Latin America,,2010,62.5
Tropical Latin America,,2015,64.7
Tunisia,TUN,1990,53
Tunisia,TUN,1995,56.9
Tunisia,TUN,2000,61.4
Tunisia,TUN,2005,64.5
Tunisia,TUN,2010,67.4
Tunisia,TUN,2015,70.1
Turkey,TUR,1990,51.3
Turkey,TUR,1995,55.4
Turkey,TUR,2000,62.4
Turkey,TUR,2005,68.6
Turkey,TUR,2010,74.3
Turkey,TUR,2015,76.2
Turkmenistan,TKM,1990,47.1
Turkmenistan,TKM,1995,47.7
Turkmenistan,TKM,2000,48.8
Turkmenistan,TKM,2005,51.1
Turkmenistan,TKM,2010,54.5
Turkmenistan,TKM,2015,58.1
Uganda,UGA,1990,34
Uganda,UGA,1995,33.9
Uganda,UGA,2000,35.2
Uganda,UGA,2005,38.2
Uganda,UGA,2010,41.4
Uganda,UGA,2015,42.9
Ukraine,UKR,1990,62.8
Ukraine,UKR,1995,59.4
Ukraine,UKR,2000,62
Ukraine,UKR,2005,64.4
Ukraine,UKR,2010,70.5
Ukraine,UKR,2015,72.7
United Arab Emirates,ARE,1990,56.9
United Arab Emirates,ARE,1995,60.8
United Arab Emirates,ARE,2000,64.7
United Arab Emirates,ARE,2005,69
United Arab Emirates,ARE,2010,71.4
United Arab Emirates,ARE,2015,72.2
United Kingdom,GBR,1990,74.3
United Kingdom,GBR,1995,76.6
United Kingdom,GBR,2000,78.4
United Kingdom,GBR,2005,80.6
United Kingdom,GBR,2010,82.7
United Kingdom,GBR,2015,84.6
United States,USA,1990,73.7
United States,USA,1995,76
United States,USA,2000,77.8
United States,USA,2005,78.8
United States,USA,2010,80.5
United States,USA,2015,81.3
United States Virgin Islands,VIR,1990,60.4
United States Virgin Islands,VIR,1995,63.1
United States Virgin Islands,VIR,2000,65.8
United States Virgin Islands,VIR,2005,68.8
United States Virgin Islands,VIR,2010,69.8
United States Virgin Islands,VIR,2015,70.2
Uruguay,URY,1990,60.8
Uruguay,URY,1995,63.1
Uruguay,URY,2000,67.1
Uruguay,URY,2005,68.7
Uruguay,URY,2010,70.6
Uruguay,URY,2015,72
Uzbekistan,UZB,1990,51.9
Uzbekistan,UZB,1995,51.7
Uzbekistan,UZB,2000,54
Uzbekistan,UZB,2005,56.1
Uzbekistan,UZB,2010,59.2
Uzbekistan,UZB,2015,62.3
Vanuatu,VUT,1990,36.4
Vanuatu,VUT,1995,37.4
Vanuatu,VUT,2000,38.3
Vanuatu,VUT,2005,38.4
Vanuatu,VUT,2010,41.1
Vanuatu,VUT,2015,43.1
Venezuela,VEN,1990,53.1
Venezuela,VEN,1995,55.6
Venezuela,VEN,2000,59.3
Venezuela,VEN,2005,62.3
Venezuela,VEN,2010,64.2
Venezuela,VEN,2015,64.7
Vietnam,VNM,1990,49.5
Vietnam,VNM,1995,52.4
Vietnam,VNM,2000,55.8
Vietnam,VNM,2005,59.6
Vietnam,VNM,2010,63
Vietnam,VNM,2015,66.3
Western Europe,,1990,73.2
Western Europe,,1995,76.8
Western Europe,,2000,79.9
Western Europe,,2005,82.9
Western Europe,,2010,84.9
Western Europe,,2015,86.8
Western Sub-Saharan Africa,,1990,35.3
Western Sub-Saharan Africa,,1995,36.2
Western Sub-Saharan Africa,,2000,37
Western Sub-Saharan Africa,,2005,39.7
Western Sub-Saharan Africa,,2010,43.3
Western Sub-Saharan Africa,,2015,44.8
World,OWID_WRL,1990,40.7
World,OWID_WRL,1995,42.7
World,OWID_WRL,2000,44.8
World,OWID_WRL,2005,47.8
World,OWID_WRL,2010,51
World,OWID_WRL,2015,53.7
Yemen,YEM,1990,35.2
Yemen,YEM,1995,38
Yemen,YEM,2000,41.3
Yemen,YEM,2005,44.5
Yemen,YEM,2010,47.8
Yemen,YEM,2015,49.6
Zambia,ZMB,1990,37.4
Zambia,ZMB,1995,34.6
Zambia,ZMB,2000,34.3
Zambia,ZMB,2005,35.5
Zambia,ZMB,2010,37.4
Zambia,ZMB,2015,41.6
Zimbabwe,ZWE,1990,48.1
Zimbabwe,ZWE,1995,49.5
Zimbabwe,ZWE,2000,45.4
Zimbabwe,ZWE,2005,41.8
Zimbabwe,ZWE,2010,42.1
Zimbabwe,ZWE,2015,48.7
