Entity,Code,Year,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal) (Rate)"
IDA only,,1987,1.54112450242281
IDA only,,1988,6.15190924742113
IDA only,,1990,6.86865176588376
IDA only,,1991,39.381316649195
IDA only,,1992,3.56845138768878
IDA only,,1994,1.36924262501114
IDA only,,1996,4.63640707133212
IDA only,,1999,39.4569477216427
IDA only,,2000,1.47825318405951
IDA only,,2001,7.55917247014696
IDA only,,2002,4.41192436247507
IDA only,,2003,7.32881027901244
IDA only,,2004,3.68648094294485
IDA only,,2005,5.18268277841022
IDA only,,2006,0.964800097364866
IDA only,,2008,3.41317412189141
IDA only,,2009,4.83297706229578
IDA only,,2010,1.57316611900496
IDA only,,2011,2.58663686769847
IDA only,,2015,9.71329357260169
IDA only,,2016,4.9618223914913
IDA total,,1970,31.342566027358
IDA total,,1975,0.209618860809065
IDA total,,1980,2.40380611408306
IDA total,,1982,16.9782369420171
IDA total,,1984,0.302517144983303
IDA total,,1985,13.3833677866813
IDA total,,1987,4.6392713076788
IDA total,,1988,6.15190924742113
IDA total,,1990,8.02072656915287
IDA total,,1991,0.543469445998727
IDA total,,1992,6.91020188374153
IDA total,,1993,7.21079562659194
IDA total,,1994,0.648897151458321
IDA total,,1995,44.9701266580621
IDA total,,1996,6.10622915231594
IDA total,,1999,39.4569477216427
IDA total,,2000,1.59008012476153
IDA total,,2001,0.863670499306304
IDA total,,2002,4.58774722752501
IDA total,,2003,10.1646754295649
IDA total,,2004,2.54316304801838
IDA total,,2005,4.95954089868505
IDA total,,2006,1.06870696399867
IDA total,,2007,3.51372061091308
IDA total,,2008,1.34135788090607
IDA total,,2009,6.88009080179889
IDA total,,2010,24.0091880351286
IDA total,,2011,2.58663686769847
IDA total,,2013,88.650172554217
IDA total,,2014,59.8381982978202
IDA total,,2015,9.71329357260169
IDA total,,2016,4.9618223914913
Iceland,ISL,2002,65.102354907185
Iceland,ISL,2004,72.0170644426737
Iceland,ISL,2012,3.85071563679986
Iceland,ISL,2015,54.9439763687524
India,IND,1975,0.613263012330296
India,IND,1980,0.619881833927955
India,IND,1986,0.736016016307733
India,IND,1990,0.933066381574607
India,IND,2000,1.31512902812241
India,IND,2010,2.55848196621577
Indonesia,IDN,1990,4.16874512559656
Indonesia,IDN,2000,4.00188540977756
Iran,IRN,1975,6.56508261723495
Iran,IRN,1995,3.30487251492176
Iran,IRN,2001,3.55289822186693
Iran,IRN,2004,4.16723452833422
Iraq,IRQ,1975,0.534429201460449
Iraq,IRQ,1980,1.11970588144904
Iraq,IRQ,1985,0.993524168030992
Iraq,IRQ,1990,1.66500208076298
Iraq,IRQ,1995,0.863054481111617
Iraq,IRQ,2000,1.53958364488139
Ireland,IRL,1980,54.5656559593379
Ireland,IRL,1994,81.0654404805163
Ireland,IRL,2007,326.070515088074
Ireland,IRL,2009,288.009610469967
Israel,ISR,1970,27.9207400599039
Israel,ISR,1975,36.8756147512277
Israel,ISR,1980,41.4362389325023
Israel,ISR,1986,48.1316549103846
Israel,ISR,1990,62.1959873474568
Israel,ISR,1995,89.0104541991583
Israel,ISR,2002,112.85175036664
Israel,ISR,2004,129.305954624521
Italy,ITA,1970,22.8393735420291
Italy,ITA,2000,45.7011931539097
Italy,ITA,2008,41.135302883418
Jamaica,JAM,1993,13.0424095153803
Jamaica,JAM,2007,17.3867838806033
Japan,JPN,1980,34.2329816388428
Japan,JPN,1992,53.6718121222907
Japan,JPN,1997,59.1654563651509
Japan,JPN,2002,63.6633569383616
Japan,JPN,2007,70.6708971065114
Japan,JPN,2009,67.3575152806091
Jordan,JOR,1975,7.60677583823783
Jordan,JOR,1980,13.3417480600773
Jordan,JOR,1985,14.8629963364396
Jordan,JOR,1992,11.2050349226217
Jordan,JOR,2002,21.6348581787064
Jordan,JOR,2007,24.7622448758439
Jordan,JOR,2012,32.776974596312
Jordan,JOR,2015,27.3608794205022
Kazakhstan,KAZ,1995,1.84366183355551
Kazakhstan,KAZ,2002,4.46952452426329
Kazakhstan,KAZ,2007,6.65911364656531
Kazakhstan,KAZ,2010,7.40977718922139
Kenya,KEN,1990,10.6223127647245
Kenya,KEN,2003,12.1290009885898
Kenya,KEN,2010,12.430108249473
Kuwait,KWT,1994,249.820101802061
Kuwait,KWT,2002,183.505530566089
Kyrgyzstan,KGZ,1994,0.263528721766607
Kyrgyzstan,KGZ,2000,0.317964625825068
Kyrgyzstan,KGZ,2006,0.516301410914026
Laos,LAO,2005,1.38796336963043
Late-demographic dividend,,1980,1.23434990849704
Late-demographic dividend,,1985,1.19930530830537
Late-demographic dividend,,1987,34.0766655736414
Late-demographic dividend,,1989,41.1750968861724
Late-demographic dividend,,1990,2.12111317254826
Late-demographic dividend,,1991,30.2770992410577
Late-demographic dividend,,1992,7.73312896933652
Late-demographic dividend,,1993,2.29230315012601
Late-demographic dividend,,1994,12.348165395036
Late-demographic dividend,,1995,5.85944492235558
Late-demographic dividend,,1996,25.3070029274574
Late-demographic dividend,,1997,11.8909140846725
Late-demographic dividend,,2000,5.1005329808035
Late-demographic dividend,,2001,14.9293608726776
Late-demographic dividend,,2002,11.8904926108299
Late-demographic dividend,,2003,26.0682609999498
Late-demographic dividend,,2004,72.0170644426737
Late-demographic dividend,,2005,6.61206894026381
Late-demographic dividend,,2006,19.983330863023
Late-demographic dividend,,2007,8.99954950292647
Late-demographic dividend,,2008,20.8149590304769
Late-demographic dividend,,2009,171.85207957174
Late-demographic dividend,,2010,23.7154056578817
Late-demographic dividend,,2011,18.3775526489349
Late-demographic dividend,,2012,12.7175223208333
Late-demographic dividend,,2013,26.9619092210618
Late-demographic dividend,,2014,52.8662757623264
Late-demographic dividend,,2015,14.9478314401583
Latin America & Caribbean,,1965,22.3652825921971
Latin America & Caribbean,,1970,40.4991696480485
Latin America & Caribbean,,1976,6.99518722422986
Latin America & Caribbean,,1980,9.56112295505193
Latin America & Caribbean,,1987,32.631546322904
Latin America & Caribbean,,1990,77.5128357471526
Latin America & Caribbean,,1992,4.80303477600813
Latin America & Caribbean,,1993,13.0424095153803
Latin America & Caribbean,,1995,8.830478756319
Latin America & Caribbean,,1996,25.890502572508
Latin America & Caribbean,,1997,33.4381832431171
Latin America & Caribbean,,2000,18.2390282550835
Latin America & Caribbean,,2001,4.88653353416895
Latin America & Caribbean,,2002,12.6023756870288
Latin America & Caribbean,,2003,7.32881027901244
Latin America & Caribbean,,2004,25.5278160398291
Latin America & Caribbean,,2005,13.0604984813279
Latin America & Caribbean,,2006,21.344674869092
Latin America & Caribbean,,2007,14.1695645562849
Latin America & Caribbean,,2008,16.039254005086
Latin America & Caribbean,,2009,7.31449945971674
Latin America & Caribbean,,2010,28.0144568742732
Latin America & Caribbean,,2011,12.1418205746661
Latin America & Caribbean,,2012,13.7422296279569
Latin America & Caribbean,,2013,12.0636373928278
Latin America & Caribbean,,2014,59.8381982978202
Latin America & Caribbean,,2015,14.2819922440842
Latin America & Caribbean (IDA & IBRD),,1965,22.3652825921971
Latin America & Caribbean (IDA & IBRD),,1970,40.4991696480485
Latin America & Caribbean (IDA & IBRD),,1976,6.99518722422986
Latin America & Caribbean (IDA & IBRD),,1980,9.56112295505193
Latin America & Caribbean (IDA & IBRD),,1987,32.631546322904
Latin America & Caribbean (IDA & IBRD),,1990,407.25000631762
Latin America & Caribbean (IDA & IBRD),,1992,4.80303477600813
Latin America & Caribbean (IDA & IBRD),,1993,13.0424095153803
Latin America & Caribbean (IDA & IBRD),,1995,9.35505112152962
Latin America & Caribbean (IDA & IBRD),,1996,25.8624028396118
Latin America & Caribbean (IDA & IBRD),,1997,33.4381832431171
Latin America & Caribbean (IDA & IBRD),,2000,16.2939954430724
Latin America & Caribbean (IDA & IBRD),,2001,4.88653353416895
Latin America & Caribbean (IDA & IBRD),,2002,12.6023756870288
Latin America & Caribbean (IDA & IBRD),,2003,7.32881027901244
Latin America & Caribbean (IDA & IBRD),,2004,25.5278160398291
Latin America & Caribbean (IDA & IBRD),,2005,7.6874005239743
Latin America & Caribbean (IDA & IBRD),,2006,21.344674869092
Latin America & Caribbean (IDA & IBRD),,2007,14.272148332495
Latin America & Caribbean (IDA & IBRD),,2008,16.039254005086
Latin America & Caribbean (IDA & IBRD),,2009,7.31449945971674
Latin America & Caribbean (IDA & IBRD),,2010,27.1865559827812
Latin America & Caribbean (IDA & IBRD),,2011,12.1418205746661
Latin America & Caribbean (IDA & IBRD),,2012,13.7422296279569
Latin America & Caribbean (IDA & IBRD),,2013,17.9894202953159
Latin America & Caribbean (IDA & IBRD),,2014,59.8381982978202
Latin America & Caribbean (IDA & IBRD),,2015,14.2819922440842
Latin America & Caribbean (excluding high income),,1970,40.4991696480485
Latin America & Caribbean (excluding high income),,1980,9.56112295505193
Latin America & Caribbean (excluding high income),,1987,32.631546322904
Latin America & Caribbean (excluding high income),,1992,6.2029371282101
Latin America & Caribbean (excluding high income),,1993,13.0424095153803
Latin America & Caribbean (excluding high income),,1995,6.02715995870277
Latin America & Caribbean (excluding high income),,1996,25.8624028396118
Latin America & Caribbean (excluding high income),,2000,16.9299500915647
Latin America & Caribbean (excluding high income),,2001,4.88653353416895
Latin America & Caribbean (excluding high income),,2002,12.6023756870288
Latin America & Caribbean (excluding high income),,2003,7.32881027901244
Latin America & Caribbean (excluding high income),,2004,25.5278160398291
Latin America & Caribbean (excluding high income),,2005,6.71417247516164
Latin America & Caribbean (excluding high income),,2006,30.401616871655
Latin America & Caribbean (excluding high income),,2007,14.1695645562849
Latin America & Caribbean (excluding high income),,2008,16.039254005086
Latin America & Caribbean (excluding high income),,2009,7.31449945971674
Latin America & Caribbean (excluding high income),,2010,27.1715907739129
Latin America & Caribbean (excluding high income),,2011,6.02710482741931
Latin America & Caribbean (excluding high income),,2012,13.7225887689201
Latin America & Caribbean (excluding high income),,2013,12.0636373928278
Latin America & Caribbean (excluding high income),,2014,59.8381982978202
Latin America & Caribbean (excluding high income),,2015,14.2819922440842
Latvia,LVA,1995,31.4487945480493
Latvia,LVA,2002,76.5672366514288
Latvia,LVA,2007,144.994136718061
Latvia,LVA,2012,105.934794502469
Latvia,LVA,2013,114.118208315369
Least developed countries: UN classification,,1980,2.40380611408306
Least developed countries: UN classification,,1982,16.9782369420171
Least developed countries: UN classification,,1984,0.302517144983303
Least developed countries: UN classification,,1985,13.3833677866813
Least developed countries: UN classification,,1987,1.76724179970136
Least developed countries: UN classification,,1988,6.15190924742113
Least developed countries: UN classification,,1990,3.97423625616837
Least developed countries: UN classification,,1991,39.381316649195
Least developed countries: UN classification,,1992,5.43013172328289
Least developed countries: UN classification,,1994,4.21509177625418
Least developed countries: UN classification,,1996,4.63640707133212
Least developed countries: UN classification,,1999,39.4569477216427
Least developed countries: UN classification,,2000,1.7477990222074
Least developed countries: UN classification,,2001,9.18274911879864
Least developed countries: UN classification,,2002,4.41192436247507
Least developed countries: UN classification,,2004,2.32563440510842
Least developed countries: UN classification,,2005,6.49258457639286
Least developed countries: UN classification,,2006,1.28901092292709
Least developed countries: UN classification,,2008,3.34301923425318
Least developed countries: UN classification,,2009,4.83297706229578
Least developed countries: UN classification,,2011,2.38925391196996
Least developed countries: UN classification,,2015,9.71329357260169
Least developed countries: UN classification,,2016,4.9618223914913
Lebanon,LBN,1994,14.7840910402747
Lebanon,LBN,2000,17.2441255687057
Lebanon,LBN,2005,24.0313033516013
Lesotho,LSO,1987,17.9502025424337
Lesotho,LSO,2000,37.5604948801155
Liberia,LBR,1987,18.783405349199
Liberia,LBR,2000,8.65555533827233
Libya,LBY,2000,11.1481765349612
Libya,LBY,2005,12.7984340616278
Libya,LBY,2012,10.985416504606
Lithuania,LTU,1995,4.44343302153873
Lithuania,LTU,2001,9.33795175978504
Lithuania,LTU,2007,18.4518590025448
Lithuania,LTU,2011,62.8412501600675
Low & middle income,,1970,33.5336219689448
Low & middle income,,1975,1.03048492628085
Low & middle income,,1980,1.32939513193889
Low & middle income,,1982,16.9782369420171
Low & middle income,,1984,0.302517144983303
Low & middle income,,1985,1.37384632736778
Low & middle income,,1986,0.736016016307733
Low & middle income,,1987,18.3281887622727
Low & middle income,,1988,6.15190924742113
Low & middle income,,1990,1.95725877943434
Low & middle income,,1991,0.577055446859111
Low & middle income,,1992,8.8465336606027
Low & middle income,,1993,2.26735940382136
Low & middle income,,1994,5.50103110696732
Low & middle income,,1995,3.23473225003812
Low & middle income,,1996,25.2477242827888
Low & middle income,,1997,4.82078029318606
Low & middle income,,1999,39.4569477216427
Low & middle income,,2000,3.27780264530617
Low & middle income,,2001,6.83764922275333
Low & middle income,,2002,8.73100175001767
Low & middle income,,2003,13.3709981624408
Low & middle income,,2004,3.29695955159503
Low & middle income,,2005,5.05512479948795
Low & middle income,,2006,11.0040731653969
Low & middle income,,2007,8.79302300196346
Low & middle income,,2008,5.04330884447628
Low & middle income,,2009,2.5461549400416
Low & middle income,,2010,5.75240965078137
Low & middle income,,2011,3.68739364465631
Low & middle income,,2012,12.293153116875
Low & middle income,,2013,25.5625069988667
Low & middle income,,2014,59.8381982978202
Low & middle income,,2015,14.815225540971
Low & middle income,,2016,4.9618223914913
Low income,,1982,16.9782369420171
Low income,,1984,0.302517144983303
Low income,,1985,13.3833677866813
Low income,,1987,6.37245950152827
Low income,,1988,6.15190924742113
Low income,,1990,3.97423625616837
Low income,,1991,39.381316649195
Low income,,1992,8.74494326634467
Low income,,1994,0.483670859410212
Low income,,1996,4.63640707133212
Low income,,1999,39.4569477216427
Low income,,2000,1.63902664745837
Low income,,2001,9.18274911879864
Low income,,2002,3.99598592825444
Low income,,2004,3.68648094294485
Low income,,2005,5.33975964906289
Low income,,2006,0.877278988339857
Low income,,2007,2.73606644315642
Low income,,2008,28.0883075145856
Low income,,2009,4.83297706229578
Low income,,2015,9.71329357260169
Low income,,2016,4.9618223914913
Lower middle income,,1970,31.342566027358
Lower middle income,,1975,0.555220232730027
Lower middle income,,1980,0.696469130922043
Lower middle income,,1985,1.23802448935103
Lower middle income,,1986,0.736016016307733
Lower middle income,,1987,5.04966426387069
Lower middle income,,1990,1.4481235048256
Lower middle income,,1991,0.539326076695559
Lower middle income,,1992,6.28355527036036
Lower middle income,,1993,7.21079562659194
Lower middle income,,1994,0.679850988146915
Lower middle income,,1995,2.40673828155725
Lower middle income,,2000,1.84410852854045
Lower middle income,,2001,1.12189706851929
Lower middle income,,2002,5.03794358766899
Lower middle income,,2003,10.1646754295649
Lower middle income,,2004,1.6498556636231
Lower middle income,,2005,3.64645718760548
Lower middle income,,2006,2.05745898013239
Lower middle income,,2007,5.02817431511131
Lower middle income,,2008,1.29301819422528
Lower middle income,,2009,2.50677333126633
Lower middle income,,2010,3.298133601045
Lower middle income,,2011,3.68739364465631
Luxembourg,LUX,1970,345.576612027061
Luxembourg,LUX,1975,326.584307717478
Luxembourg,LUX,1980,391.092683815517
Luxembourg,LUX,1985,262.00039955653
Luxembourg,LUX,1995,540.80835636727
Luxembourg,LUX,1999,622.704821735878
Luxembourg,LUX,2012,1221.82739492574
Luxembourg,LUX,2013,1307.61597346655
Macedonia,MKD,1996,3.94511919076953
Macedonia,MKD,2002,10.9035588328809
Macedonia,MKD,2007,15.7118269176544
Madagascar,MDG,1984,0.302517144983303
Madagascar,MDG,2000,0.507213545477237
Madagascar,MDG,2006,0.587768316206235
Malawi,MWI,1994,3.30678946957576
Malawi,MWI,2002,3.19182496225996
Malawi,MWI,2005,3.58646945120021
Malaysia,MYS,1990,8.08307446064128
Malaysia,MYS,1996,25.7983264883779
Malaysia,MYS,2000,17.4737255610482
Malaysia,MYS,2005,18.2913729169247
Maldives,MDV,2008,553.38122083295
Mali,MLI,1987,2.74626659439855
Mali,MLI,2006,1.72094694110562
Malta,MLT,1980,145.241701986755
Malta,MLT,1995,188.541614098103
Malta,MLT,2002,217.615894039735
Malta,MLT,2007,255.330318203844
Malta,MLT,2012,535.114920140241
Malta,MLT,2013,424.840350047304
Mauritania,MRT,1980,2.40380611408306
Mauritania,MRT,2000,1.69120081087467
Mauritania,MRT,2005,2.51571298925005
Mauritius,MUS,1990,6.93601777864024
Mauritius,MUS,1995,8.10334161539863
Mauritius,MUS,2000,10.8185120955688
Mauritius,MUS,2003,9.88269147899225
Mexico,MEX,1980,9.56112295505192
Mexico,MEX,2002,12.6023756870288
Mexico,MEX,2007,13.355928701398
Mexico,MEX,2012,13.8748439289371
Mexico,MEX,2015,14.2819922440842
Middle East & North Africa,,1975,3.33367944305779
Middle East & North Africa,,1980,5.98929893738122
Middle East & North Africa,,1985,3.21204534127691
Middle East & North Africa,,1986,48.1316549103846
Middle East & North Africa,,1990,5.46821598042946
Middle East & North Africa,,1991,23.9326056797825
Middle East & North Africa,,1992,14.4979404061449
Middle East & North Africa,,1994,53.551350253894
Middle East & North Africa,,1995,3.69988064061925
Middle East & North Africa,,2000,4.45473600304039
Middle East & North Africa,,2001,4.76349815870071
Middle East & North Africa,,2002,19.2198117846028
Middle East & North Africa,,2003,41.9940317937827
Middle East & North Africa,,2004,6.04592393275545
Middle East & North Africa,,2005,33.5446253688728
Middle East & North Africa,,2006,20.9572900294464
Middle East & North Africa,,2007,32.6812321063762
Middle East & North Africa,,2010,3.70891350167975
Middle East & North Africa,,2011,13.4306479884159
Middle East & North Africa,,2012,18.818749766095
Middle East & North Africa,,2013,424.840350047304
Middle East & North Africa,,2015,27.3608794205022
Middle East & North Africa (IDA & IBRD),,1970,19.5829076180202
Middle East & North Africa (IDA & IBRD),,1975,2.96850947812735
Middle East & North Africa (IDA & IBRD),,1980,2.89550238087589
Middle East & North Africa (IDA & IBRD),,1985,3.21204534127691
Middle East & North Africa (IDA & IBRD),,1990,3.63206425972867
Middle East & North Africa (IDA & IBRD),,1992,4.66139350127629
Middle East & North Africa (IDA & IBRD),,1994,14.7840910402747
Middle East & North Africa (IDA & IBRD),,1995,2.36193069925704
Middle East & North Africa (IDA & IBRD),,2000,2.4864711903318
Middle East & North Africa (IDA & IBRD),,2001,4.71098246242884
Middle East & North Africa (IDA & IBRD),,2002,5.1179535035097
Middle East & North Africa (IDA & IBRD),,2004,4.16723452833422
Middle East & North Africa (IDA & IBRD),,2005,11.9533235885171
Middle East & North Africa (IDA & IBRD),,2007,24.7622448758439
Middle East & North Africa (IDA & IBRD),,2010,3.70891350167975
Middle East & North Africa (IDA & IBRD),,2011,13.4306479884159
Middle East & North Africa (IDA & IBRD),,2012,18.2100366170305
Middle East & North Africa (IDA & IBRD),,2015,27.3608794205022
Middle East & North Africa (excluding high income),,1975,2.96850947812735
Middle East & North Africa (excluding high income),,1980,2.89550238087589
Middle East & North Africa (excluding high income),,1985,3.21204534127691
Middle East & North Africa (excluding high income),,1990,3.63206425972867
Middle East & North Africa (excluding high income),,1992,4.66139350127629
Middle East & North Africa (excluding high income),,1994,14.7840910402747
Middle East & North Africa (excluding high income),,1995,2.36193069925704
Middle East & North Africa (excluding high income),,2000,2.4864711903318
Middle East & North Africa (excluding high income),,2001,4.76349815870071
Middle East & North Africa (excluding high income),,2002,5.1179535035097
Middle East & North Africa (excluding high income),,2004,4.16723452833422
Middle East & North Africa (excluding high income),,2005,12.3085443751218
Middle East & North Africa (excluding high income),,2007,24.7622448758439
Middle East & North Africa (excluding high income),,2010,3.70891350167975
Middle East & North Africa (excluding high income),,2011,13.4306479884159
Middle East & North Africa (excluding high income),,2012,18.2100366170305
Middle East & North Africa (excluding high income),,2015,27.3608794205022
Middle income,,1970,33.5336219689448
Middle income,,1975,1.03048492628085
Middle income,,1980,1.32939513193889
Middle income,,1985,1.36582834028365
Middle income,,1986,0.736016016307733
Middle income,,1987,19.2429748640829
Middle income,,1990,1.95128384739431
Middle income,,1991,0.572922266820017
Middle income,,1992,8.84704966903004
Middle income,,1993,2.26735940382136
Middle income,,1994,5.87175485810816
Middle income,,1995,3.23473225003812
Middle income,,1996,25.3060089324005
Middle income,,1997,4.82078029318606
Middle income,,2000,3.31436800041296
Middle income,,2001,6.81329267260488
Middle income,,2002,9.41810041666249
Middle income,,2003,13.3709981624408
Middle income,,2004,3.29510375552529
Middle income,,2005,5.03476811848022
Middle income,,2006,13.6200240627254
Middle income,,2007,8.82081892818083
Middle income,,2008,4.99248348774592
Middle income,,2009,2.50677333126633
Middle income,,2010,5.75240965078137
Middle income,,2011,3.68739364465631
Middle income,,2012,12.293153116875
Middle income,,2013,25.5625069988667
Middle income,,2014,59.8381982978202
Middle income,,2015,14.8261191879735
Moldova,MDA,2007,5.02817431511131
Mongolia,MNG,1993,7.21079562659193
Mongolia,MNG,2006,10.5596371303801
Mongolia,MNG,2009,12.2672322215439
Montenegro,MNE,2010,25.7252458233694
Morocco,MAR,1975,2.31717097765708
Morocco,MAR,1980,2.70791036778106
Morocco,MAR,1985,3.02942477488686
Morocco,MAR,1992,4.10601379006246
Morocco,MAR,1995,4.18019844407635
Morocco,MAR,2002,4.29534032262152
Morocco,MAR,2010,9.00644895281137
Mozambique,MOZ,1990,3.78621895127212
Mozambique,MOZ,2001,5.90895645299021
Mozambique,MOZ,2015,9.71329357260169
Myanmar,MMR,1987,0.299966444018997
Myanmar,MMR,2000,0.481033328014663
Namibia,NAM,1985,31.192657719357
Namibia,NAM,1991,21.5924927668834
Namibia,NAM,1995,22.4350453918929
Namibia,NAM,2002,26.7632754559906
Nepal,NPL,2000,1.13991216969574
Nepal,NPL,2006,1.40158402298281
Netherlands,NLD,1980,46.2673733280719
Netherlands,NLD,1985,48.1307759579424
Netherlands,NLD,1991,68.0783190400639
Netherlands,NLD,1996,94.5775409515321
Netherlands,NLD,2002,84.3340321220113
Netherlands,NLD,2007,77.037784878525
Netherlands,NLD,2012,78.4809986604207
New Zealand,NZL,1980,58.3553681293301
New Zealand,NZL,1985,42.902642401029
New Zealand,NZL,1999,34.79854735854
New Zealand,NZL,2006,28.4127376410004
New Zealand,NZL,2010,28.1837784153683
Nicaragua,NIC,2001,4.88653353416895
Nicaragua,NIC,2011,6.02710482741931
Niger,NER,1988,6.15190924742113
Niger,NER,2005,4.51823073470756
Nigeria,NGA,1987,18.1424042916909
Nigeria,NGA,2000,15.2739365310577
Nigeria,NGA,2005,22.5164770745915
Nigeria,NGA,2010,29.5960276319476
North America,,1980,12.6143235544822
North America,,1986,21.5700370245909
North America,,1990,19.4891717168351
North America,,1991,22.0119123076518
North America,,1996,26.5477620636742
North America,,2000,26.849119774868
North America,,2005,30.1046674475554
North America,,2007,38.6446656447111
North America,,2009,40.340237644432
North America,,2010,35.7400812037258
Norway,NOR,1980,99.1544102605818
Norway,NOR,1996,133.297907248411
Norway,NOR,2002,158.396577934404
Norway,NOR,2007,142.577589217361
OECD members,,1970,28.2936361087535
OECD members,,1975,26.0729105907162
OECD members,,1980,20.0841500282712
OECD members,,1985,63.6431643384277
OECD members,,1986,19.1220915566865
OECD members,,1990,23.3381088577626
OECD members,,1991,36.6522045544413
OECD members,,1992,39.6524560012176
OECD members,,1994,81.0654404805163
OECD members,,1995,73.8968921068172
OECD members,,1996,36.1996903169746
OECD members,,1997,51.5623410384997
OECD members,,1998,18.4299787067235
OECD members,,1999,62.4313639680891
OECD members,,2000,27.2828416507181
OECD members,,2001,64.1841041475419
OECD members,,2002,52.0839051955901
OECD members,,2003,13.7485325374097
OECD members,,2004,123.338361897246
OECD members,,2005,30.9745508746959
OECD members,,2006,12.3884975413999
OECD members,,2007,60.8329972891857
OECD members,,2008,30.9023183455457
OECD members,,2009,60.929923319827
OECD members,,2010,41.9121018552123
OECD members,,2011,62.8412501600675
OECD members,,2012,56.0987871211799
OECD members,,2013,109.642238091818
OECD members,,2014,52.8662757623264
OECD members,,2015,24.8386863574798
Oman,OMN,1991,23.9326056797825
Oman,OMN,2000,32.6213864159248
Oman,OMN,2003,35.9624750831658
Other small states,,1980,12.3806790359391
Other small states,,1982,16.9782369420171
Other small states,,1985,37.644108115937
Other small states,,1987,77.7582807263661
Other small states,,1989,41.1750968861724
Other small states,,1990,25.7086329432975
Other small states,,1991,46.6428395624594
Other small states,,1992,52.0547476545556
Other small states,,1993,65.4618010182941
Other small states,,1994,116.575295355623
Other small states,,1995,13.962929624826
Other small states,,1996,4.63640707133212
Other small states,,1999,39.4569477216427
Other small states,,2000,29.7739601581671
Other small states,,2001,47.7651273422872
Other small states,,2002,29.9922138030847
Other small states,,2003,25.2592642629833
Other small states,,2004,10.3339165825037
Other small states,,2005,183.23383544794
Other small states,,2007,27.9366463968231
Other small states,,2008,11.4749907874857
Other small states,,2010,25.7252458233694
Other small states,,2012,12.8398443930246
Other small states,,2013,134.731035223918
Other small states,,2014,13.3390909871139
Other small states,,2015,54.9439763687524
Pacific island small states,,1987,61.9346772999986
Pacific island small states,,2000,32.9162666094363
Pacific island small states,,2005,35.7095204757258
Pakistan,PAK,1975,0.209618860809065
Pakistan,PAK,1991,0.539326076695559
Pakistan,PAK,2000,0.68108494984884
Pakistan,PAK,2008,0.925305566171392
Palestine,PSE,2001,23.9375840670332
Palestine,PSE,2005,20.5430497665613
Panama,PAN,2010,28.38986268081
Papua New Guinea,PNG,2000,35.4008906022642
Papua New Guinea,PNG,2005,27.2699299562509
Paraguay,PRY,1987,22.1955545679282
Paraguay,PRY,2000,29.1378489146061
Paraguay,PRY,2012,8.55424224716618
Peru,PER,2008,9.93403548973906
Philippines,PHL,2006,2.09250451772601
Philippines,PHL,2009,2.27363512036629
Poland,POL,1992,16.1480755793683
Poland,POL,1997,22.2820305573709
Poland,POL,2002,28.7557465203911
Poland,POL,2007,35.9070767538135
Poland,POL,2012,44.5914444296887
Portugal,PRT,1991,20.2221114274814
Portugal,PRT,1998,18.4299787067235
Portugal,PRT,2007,26.3024494115803
Post-demographic dividend,,1970,28.3042879526588
Post-demographic dividend,,1975,26.0535461849881
Post-demographic dividend,,1980,20.4371612158186
Post-demographic dividend,,1985,54.2795314921661
Post-demographic dividend,,1986,18.5554084338203
Post-demographic dividend,,1990,22.9489014235076
Post-demographic dividend,,1991,36.6522045544413
Post-demographic dividend,,1992,45.4595541824827
Post-demographic dividend,,1995,68.4085083013633
Post-demographic dividend,,1996,36.2085995829536
Post-demographic dividend,,1997,53.4322012079176
Post-demographic dividend,,1998,18.4299787067235
Post-demographic dividend,,1999,62.4313639680891
Post-demographic dividend,,2000,27.6420682138048
Post-demographic dividend,,2001,64.1841041475419
Post-demographic dividend,,2002,63.2345145390558
Post-demographic dividend,,2005,30.3439299812993
Post-demographic dividend,,2006,33.7424328140713
Post-demographic dividend,,2007,72.0417597891374
Post-demographic dividend,,2008,41.135302883418
Post-demographic dividend,,2009,59.5658811432812
Post-demographic dividend,,2010,40.8817162220173
Post-demographic dividend,,2011,62.8412501600675
Post-demographic dividend,,2012,86.0822902130836
Post-demographic dividend,,2013,42.940000454952
Post-demographic dividend,,2015,61.0497801115229
Pre-demographic dividend,,1975,0.534429201460449
Pre-demographic dividend,,1980,1.14227735194803
Pre-demographic dividend,,1982,16.9782369420171
Pre-demographic dividend,,1984,0.302517144983303
Pre-demographic dividend,,1985,1.11317499969348
Pre-demographic dividend,,1987,16.6687712281939
Pre-demographic dividend,,1988,6.15190924742113
Pre-demographic dividend,,1990,2.42904993818649
Pre-demographic dividend,,1991,39.381316649195
Pre-demographic dividend,,1992,10.4105201860417
Pre-demographic dividend,,1994,7.47899091401517
Pre-demographic dividend,,1995,0.863054481111617
Pre-demographic dividend,,1996,4.63640707133212
Pre-demographic dividend,,1999,39.4569477216427
Pre-demographic dividend,,2000,3.76896808619491
Pre-demographic dividend,,2001,9.18274911879864
Pre-demographic dividend,,2002,5.97173056418269
Pre-demographic dividend,,2003,12.1290009885898
Pre-demographic dividend,,2004,2.32563440510842
Pre-demographic dividend,,2005,18.7145574722534
Pre-demographic dividend,,2006,0.901257292453338
Pre-demographic dividend,,2008,28.0883075145856
