Entity,Code,Year, ($)
Kazakhstan,KAZ,2013,1.181724
Kenya,KEN,1981,886.04334
Kenya,KEN,1984,1130.914029
Kenya,KEN,1987,1128.86543
Kenya,KEN,1990,1149.764053
Kenya,KEN,1993,1643.786406
Kenya,KEN,1996,1076.467344
Kenya,KEN,1999,1517.14221
Kenya,KEN,2002,2350.932406
Kenya,KEN,2005,2868.281325
Kenya,KEN,2008,2885.315072
Kenya,KEN,2010,2707.385164
Kenya,KEN,2011,2605.336639
Kenya,KEN,2012,2581.380375
Kenya,KEN,2013,2502.698639
Kiribati,KIR,1981,2.484117
Kiribati,KIR,1984,2.034729
Kiribati,KIR,1987,3.10688
Kiribati,KIR,1990,2.9563905
Kiribati,KIR,1993,3.534076
Kiribati,KIR,1996,3.16236
Kiribati,KIR,1999,2.518792
Kiribati,KIR,2002,2.521566
Kiribati,KIR,2005,2.446668
Kiribati,KIR,2008,2.78787
Kiribati,KIR,2010,3.13462
Kiribati,KIR,2011,3.086075
Kiribati,KIR,2012,3.326026
Kiribati,KIR,2013,3.2421125
Kosovo,OWID_KOS,1981,2.9022975
Kosovo,OWID_KOS,1984,2.1741225
Kosovo,OWID_KOS,1987,1.45635
Kosovo,OWID_KOS,1990,1.418901
Kosovo,OWID_KOS,1993,4.5084435
Kosovo,OWID_KOS,1996,5.000135
Kosovo,OWID_KOS,1999,3.295512
Kosovo,OWID_KOS,2002,2.711585
Kosovo,OWID_KOS,2005,7.589664
Kosovo,OWID_KOS,2008,4.4904125
Kosovo,OWID_KOS,2010,3.579847
Kosovo,OWID_KOS,2011,1.489638
Kosovo,OWID_KOS,2012,1.1297115
Kosovo,OWID_KOS,2013,2.398123
Kyrgyzstan,KGZ,1981,0
Kyrgyzstan,KGZ,1984,0
Kyrgyzstan,KGZ,1987,0
Kyrgyzstan,KGZ,1990,218.8970335
Kyrgyzstan,KGZ,1993,702.15488
Kyrgyzstan,KGZ,1996,634.7959185
Kyrgyzstan,KGZ,1999,257.782272
Kyrgyzstan,KGZ,2002,301.069155
Kyrgyzstan,KGZ,2005,109.500876
Kyrgyzstan,KGZ,2008,27.67065
Kyrgyzstan,KGZ,2010,41.1973675
Kyrgyzstan,KGZ,2011,8.406607
Kyrgyzstan,KGZ,2012,28.789959
Kyrgyzstan,KGZ,2013,19.040736
Laos,LAO,1981,393.253336
Laos,LAO,1984,324.244538
Laos,LAO,1987,256.94175
Laos,LAO,1990,192.4635875
Laos,LAO,1993,176.21835
Laos,LAO,1996,246.783362
Laos,LAO,1999,220.692505
Laos,LAO,2002,229.236425
Laos,LAO,2005,165.8852
Laos,LAO,2008,185.0292675
Laos,LAO,2010,175.823055
Laos,LAO,2011,160.800458
Laos,LAO,2012,164.222187
Laos,LAO,2013,146.936006
Latvia,LVA,1981,0.699048
Latvia,LVA,1984,0.710144
Latvia,LVA,1987,0.5471715
Latvia,LVA,1990,0.368942
Latvia,LVA,1993,0
Latvia,LVA,1996,3.241419
Latvia,LVA,1999,5.8011275
Latvia,LVA,2002,3.3641685
Latvia,LVA,2005,38.680656
Latvia,LVA,2008,0
Latvia,LVA,2010,19.660725
Latvia,LVA,2011,14.2861
Latvia,LVA,2012,13.6557085
Latvia,LVA,2013,13.2423825
Lesotho,LSO,1981,426.729968
Lesotho,LSO,1984,450.586368
Lesotho,LSO,1987,472.24576
Lesotho,LSO,1990,483.67464
Lesotho,LSO,1993,518.733839
Lesotho,LSO,1996,523.274877
Lesotho,LSO,1999,486.554052
Lesotho,LSO,2002,436.992381
Lesotho,LSO,2005,432.1871195
Lesotho,LSO,2008,438.275356
Lesotho,LSO,2010,443.6895105
Lesotho,LSO,2011,436.8418915
Lesotho,LSO,2012,428.725861
Lesotho,LSO,2013,420.627168
Liberia,LBR,1981,19.845196
Liberia,LBR,1984,29.659608
Liberia,LBR,1987,33.41283
Liberia,LBR,1990,257.19141
Liberia,LBR,1993,766.5248565
Liberia,LBR,1996,979.4994
Liberia,LBR,1999,499.559951
Liberia,LBR,2002,400.8991735
Liberia,LBR,2005,725.9051745
Liberia,LBR,2008,688.4617225
Liberia,LBR,2010,703.317186
Liberia,LBR,2011,671.718552
Liberia,LBR,2012,636.0719585
Liberia,LBR,2013,589.3702815
Lithuania,LTU,1981,2.1408345
Lithuania,LTU,1984,1.7039295
Lithuania,LTU,1987,1.255235
Lithuania,LTU,1990,28.22545
Lithuania,LTU,1993,23.223928
Lithuania,LTU,1996,0
Lithuania,LTU,1999,1.22056
Lithuania,LTU,2002,1.669948
Lithuania,LTU,2005,20.031054
Lithuania,LTU,2008,0.66576
Lithuania,LTU,2010,28.593005
Lithuania,LTU,2011,17.230701
Lithuania,LTU,2012,15.5517375
Lithuania,LTU,2013,15.190424
Macedonia,MKD,1981,0
Macedonia,MKD,1984,0
Macedonia,MKD,1987,0
Macedonia,MKD,1990,1.1096
Macedonia,MKD,1993,2.854446
Macedonia,MKD,1996,1.087408
Macedonia,MKD,1999,10.2638
Macedonia,MKD,2002,4.3641955
Macedonia,MKD,2005,5.376012
Macedonia,MKD,2008,5.142996
Macedonia,MKD,2010,5.142996
Macedonia,MKD,2011,6.4599525
Macedonia,MKD,2012,6.1728435
Macedonia,MKD,2013,5.5986255
Madagascar,MDG,1981,1369.455837
Madagascar,MDG,1984,1637.680832
Madagascar,MDG,1987,1874.78016
Madagascar,MDG,1990,1952.819715
Madagascar,MDG,1993,2620.98616
Madagascar,MDG,1996,2825.16643
Madagascar,MDG,1999,2932.496651
Madagascar,MDG,2002,4540.354209
Madagascar,MDG,2005,4020.864455
Madagascar,MDG,2008,4555.551568
Madagascar,MDG,2010,5894.372736
Madagascar,MDG,2011,6027.563572
Madagascar,MDG,2012,6064.218515
Madagascar,MDG,2013,6270.58539
Malawi,MWI,1981,1181.309981
Malawi,MWI,1984,1233.735113
Malawi,MWI,1987,1683.910929
Malawi,MWI,1990,2081.741365
Malawi,MWI,1993,1957.54245
Malawi,MWI,1996,1783.383102
Malawi,MWI,1999,1941.400544
Malawi,MWI,2002,2618.88971
Malawi,MWI,2005,2851.585313
Malawi,MWI,2008,3176.264675
Malawi,MWI,2010,3395.552843
Malawi,MWI,2011,3479.124447
Malawi,MWI,2012,3635.486505
Malawi,MWI,2013,3664.742496
Malaysia,MYS,1981,69.820193
Malaysia,MYS,1984,61.661859
Malaysia,MYS,1987,35.902495
Malaysia,MYS,1990,22.731543
Malaysia,MYS,1993,20.492925
Malaysia,MYS,1996,8.846286
Malaysia,MYS,1999,23.821725
Malaysia,MYS,2002,18.61354
Malaysia,MYS,2005,19.68153
Malaysia,MYS,2008,13.20424
Malaysia,MYS,2010,5.850366
Malaysia,MYS,2011,3.962659
Malaysia,MYS,2012,4.025074
Malaysia,MYS,2013,2.0437445
Maldives,MDV,1981,25.5208
Maldives,MDV,1984,23.143482
Maldives,MDV,1987,20.22246
Maldives,MDV,1990,16.996298
Maldives,MDV,1993,13.631436
Maldives,MDV,1996,10.674352
Maldives,MDV,1999,8.34974
Maldives,MDV,2002,6.32472
Maldives,MDV,2005,5.681152
Maldives,MDV,2008,3.020886
Maldives,MDV,2010,3.5666705
Maldives,MDV,2011,2.925183
Maldives,MDV,2012,2.975115
Maldives,MDV,2013,2.70465
Mali,MLI,1981,2798.817591
Mali,MLI,1984,3179.010242
Mali,MLI,1987,3055.153916
Mali,MLI,1990,3139.213744
Mali,MLI,1993,3305.757076
Mali,MLI,1996,3140.34831
Mali,MLI,1999,2093.686209
Mali,MLI,2002,1799.499348
Mali,MLI,2005,1657.831168
Mali,MLI,2008,1627.15905
Mali,MLI,2010,1587.527606
Mali,MLI,2011,1650.812948
Mali,MLI,2012,1814.379084
Mali,MLI,2013,1917.911006
Mauritania,MRT,1981,170.276442
Mauritania,MRT,1984,212.91837
Mauritania,MRT,1987,225.0026075
Mauritania,MRT,1990,224.699548
Mauritania,MRT,1993,208.41062
Mauritania,MRT,1996,96.70164
Mauritania,MRT,1999,93.748717
Mauritania,MRT,2002,99.664272
Mauritania,MRT,2005,72.52623
Mauritania,MRT,2008,64.5599955
Mauritania,MRT,2010,63.9843905
Mauritania,MRT,2011,58.187424
Mauritania,MRT,2012,51.380028
Mauritania,MRT,2013,45.088596
Mauritius,MUS,1981,29.699831
Mauritius,MUS,1984,24.3050945
Mauritius,MUS,1987,11.251344
Mauritius,MUS,1990,6.542479
Mauritius,MUS,1993,4.27196
Mauritius,MUS,1996,2.8995235
Mauritius,MUS,1999,1.882159
Mauritius,MUS,2002,1.16508
Mauritius,MUS,2005,0.7677045
Mauritius,MUS,2008,0.687952
Mauritius,MUS,2010,0.7801875
Mauritius,MUS,2011,0.866875
Mauritius,MUS,2012,0.961191
Mauritius,MUS,2013,0.786429
Mexico,MEX,1981,831.5446425
Mexico,MEX,1984,1186.767132
Mexico,MEX,1987,1748.896734
Mexico,MEX,1990,1757.367836
Mexico,MEX,1993,1575.805375
Mexico,MEX,1996,2888.145939
Mexico,MEX,1999,2935.645141
Mexico,MEX,2002,1830.49325
Mexico,MEX,2005,2519.294788
Mexico,MEX,2008,693.6657465
Mexico,MEX,2010,789.724512
Mexico,MEX,2011,676.1604195
Mexico,MEX,2012,567.1921515
Mexico,MEX,2013,635.021306
Micronesia (country),FSM,1981,2.24694
Micronesia (country),FSM,1984,2.479956
Micronesia (country),FSM,1987,3.0520935
Micronesia (country),FSM,1990,3.141555
Micronesia (country),FSM,1993,2.253875
Micronesia (country),FSM,1996,2.5555475
Micronesia (country),FSM,1999,2.669975
Micronesia (country),FSM,2002,2.1130945
Micronesia (country),FSM,2005,2.0215525
Micronesia (country),FSM,2008,3.016725
Micronesia (country),FSM,2010,3.363475
Micronesia (country),FSM,2011,3.53685
Micronesia (country),FSM,2012,3.81425
Micronesia (country),FSM,2013,4.403725
Moldova,MDA,1981,0
Moldova,MDA,1984,0
Moldova,MDA,1987,0
Moldova,MDA,1990,8.980825
Moldova,MDA,1993,17.191865
Moldova,MDA,1996,214.5557235
Moldova,MDA,1999,320.96567
Moldova,MDA,2002,99.916706
Moldova,MDA,2005,82.88712
Moldova,MDA,2008,6.1894875
Moldova,MDA,2010,2.715746
Moldova,MDA,2011,0.987544
Moldova,MDA,2012,0.987544
Moldova,MDA,2013,0.246886
Mongolia,MNG,1981,38.152209
Mongolia,MNG,1984,26.455638
Mongolia,MNG,1987,19.146148
Mongolia,MNG,1990,21.770352
Mongolia,MNG,1993,60.027973
Mongolia,MNG,1996,79.963324
Mongolia,MNG,1999,96.721058
Mongolia,MNG,2002,40.949788
Mongolia,MNG,2005,13.685529
Mongolia,MNG,2008,3.64781
Mongolia,MNG,2010,1.879385
Mongolia,MNG,2011,1.148436
Mongolia,MNG,2012,1.169241
Mongolia,MNG,2013,0.793364
Montenegro,MNE,1981,4.102746
Montenegro,MNE,1984,2.4966
Montenegro,MNE,1987,1.3114085
Montenegro,MNE,1990,0.761463
Montenegro,MNE,1993,0.5499455
Montenegro,MNE,1996,0.338428
Montenegro,MNE,1999,0.338428
Montenegro,MNE,2002,0.253821
Montenegro,MNE,2005,0.2961245
Montenegro,MNE,2008,0.171988
Montenegro,MNE,2010,0
Montenegro,MNE,2011,0.343976
Montenegro,MNE,2012,2.235844
Montenegro,MNE,2013,0.988931
Morocco,MAR,1981,469.100044
Morocco,MAR,1984,366.1340185
Morocco,MAR,1987,227.110154
Morocco,MAR,1990,115.9289275
Morocco,MAR,1993,191.5828425
Morocco,MAR,1996,173.927026
Morocco,MAR,1999,272.0121985
Morocco,MAR,2002,243.783281
Morocco,MAR,2005,170.7112665
Morocco,MAR,2008,100.009635
Morocco,MAR,2010,82.3926545
Morocco,MAR,2011,67.678665
Morocco,MAR,2012,66.327727
Morocco,MAR,2013,55.67418
Mozambique,MOZ,1981,4297.578584
Mozambique,MOZ,1984,5681.049362
Mozambique,MOZ,1987,5436.571194
Mozambique,MOZ,1990,5109.851555
Mozambique,MOZ,1993,5726.635891
Mozambique,MOZ,1996,5470.527035
Mozambique,MOZ,1999,5422.3378
Mozambique,MOZ,2002,5605.210283
Mozambique,MOZ,2005,5481.932336
Mozambique,MOZ,2008,5140.205356
Mozambique,MOZ,2010,5000.74528
Mozambique,MOZ,2011,4887.880929
Mozambique,MOZ,2012,4760.713834
Mozambique,MOZ,2013,4635.128613
Namibia,NAM,1981,166.575926
Namibia,NAM,1984,197.9117235
Namibia,NAM,1987,228.9416875
Namibia,NAM,1990,279.773157
Namibia,NAM,1993,297.836058
Namibia,NAM,1996,327.30426
Namibia,NAM,1999,173.492895
Namibia,NAM,2002,169.499722
Namibia,NAM,2005,129.6588405
Namibia,NAM,2008,103.797532
Namibia,NAM,2010,96.593454
Namibia,NAM,2011,92.274336
Namibia,NAM,2012,88.299194
Namibia,NAM,2013,83.767865
Nepal,NPL,1981,3312.305796
Nepal,NPL,1984,3261.289162
Nepal,NPL,1987,3181.515857
Nepal,NPL,1990,3302.331879
Nepal,NPL,1993,3252.223037
Nepal,NPL,1996,3111.949485
Nepal,NPL,1999,2754.163126
Nepal,NPL,2002,2480.974058
Nepal,NPL,2005,2039.793631
Nepal,NPL,2008,1234.366198
Nepal,NPL,2010,594.656832
Nepal,NPL,2011,588.099096
Nepal,NPL,2012,339.46825
Nepal,NPL,2013,312.661701
Nicaragua,NIC,1981,247.611401
Nicaragua,NIC,1984,242.762449
Nicaragua,NIC,1987,234.09786
Nicaragua,NIC,1990,223.94502
Nicaragua,NIC,1993,213.5182475
Nicaragua,NIC,1996,182.203255
Nicaragua,NIC,1999,160.9994925
Nicaragua,NIC,2002,157.75738
Nicaragua,NIC,2005,134.690183
Nicaragua,NIC,2008,148.088603
Nicaragua,NIC,2010,125.391735
Nicaragua,NIC,2011,114.0273505
Nicaragua,NIC,2012,96.643386
Nicaragua,NIC,2013,80.87597
Niger,NER,1981,761.3818605
Niger,NER,1984,1377.076015
Niger,NER,1987,1383.36398
Niger,NER,1990,1575.460012
Niger,NER,1993,2127.465207
Niger,NER,1996,2828.682475
Niger,NER,1999,2930.183135
Niger,NER,2002,3141.555
Niger,NER,2005,3321.136825
Niger,NER,2008,2568.090141
Niger,NER,2010,1931.806665
Niger,NER,2011,1635.096158
Niger,NER,2012,1560.974184
Niger,NER,2013,1720.182366
Nigeria,NGA,1981,7058.520672
Nigeria,NGA,1984,10061.13988
Nigeria,NGA,1987,15892.15723
Nigeria,NGA,1990,15444.17426
Nigeria,NGA,1993,20194.19641
Nigeria,NGA,1996,23959.40417
Nigeria,NGA,1999,26667.46549
Nigeria,NGA,2002,27392.4178
Nigeria,NGA,2005,21077.61277
Nigeria,NGA,2008,22867.7353
Nigeria,NGA,2010,23780.97633
Nigeria,NGA,2011,23680.28221
Nigeria,NGA,2012,23789.91832
Nigeria,NGA,2013,23490.73132
Pakistan,PAK,1981,11913.56784
Pakistan,PAK,1984,12962.99077
Pakistan,PAK,1987,14063.68762
Pakistan,PAK,1990,14216.54542
Pakistan,PAK,1993,8796.287424
Pakistan,PAK,1996,2737.23063
Pakistan,PAK,1999,4161.765624
Pakistan,PAK,2002,5772.956837
Pakistan,PAK,2005,2956.673448
Pakistan,PAK,2008,2126.46518
Pakistan,PAK,2010,1698.087456
Pakistan,PAK,2011,1385.061668
Pakistan,PAK,2012,1156.387671
Pakistan,PAK,2013,1281.683703
Palestine,PSE,1981,0
Palestine,PSE,1984,0
Palestine,PSE,1987,0
Palestine,PSE,1990,10.023849
Palestine,PSE,1993,8.306743
Palestine,PSE,1996,7.903126
Palestine,PSE,1999,1.7788275
Palestine,PSE,2002,3.20397
Palestine,PSE,2005,0.690726
Palestine,PSE,2008,5.24286
Palestine,PSE,2010,0.7926705
Palestine,PSE,2011,0.545091
Palestine,PSE,2012,0.2808675
Palestine,PSE,2013,0.578379
Panama,PAN,1981,60.9579565
Panama,PAN,1984,128.217054
Panama,PAN,1987,200.793216
Panama,PAN,1990,275.784145
Panama,PAN,1993,213.9440565
Panama,PAN,1996,196.0018245
Panama,PAN,1999,174.4561665
Panama,PAN,2002,106.70191
Panama,PAN,2005,93.017768
Panama,PAN,2008,37.136925
Panama,PAN,2010,33.138204
Panama,PAN,2011,32.921832
Panama,PAN,2012,37.349136
Panama,PAN,2013,21.13788
Papua New Guinea,PNG,1981,784.286085
Papua New Guinea,PNG,1984,883.85188
Papua New Guinea,PNG,1987,928.8787545
Papua New Guinea,PNG,1990,1068.589184
Papua New Guinea,PNG,1993,890.12112
Papua New Guinea,PNG,1996,943.523394
Papua New Guinea,PNG,1999,1044.75775
Papua New Guinea,PNG,2002,1120.234823
Papua New Guinea,PNG,2005,1039.382432
Papua New Guinea,PNG,2008,877.163766
Papua New Guinea,PNG,2010,738.223815
Papua New Guinea,PNG,2011,668.46465
Papua New Guinea,PNG,2012,623.782445
Papua New Guinea,PNG,2013,604.282612
Paraguay,PRY,1981,11.5654995
Paraguay,PRY,1984,10.6459185
Paraguay,PRY,1987,9.711774
Paraguay,PRY,1990,8.758905
Paraguay,PRY,1993,105.474415
Paraguay,PRY,1996,168.191781
Paraguay,PRY,1999,146.77234
Paraguay,PRY,2002,202.9049235
Paraguay,PRY,2005,102.56865
Paraguay,PRY,2008,67.969935
Paraguay,PRY,2010,90.439335
Paraguay,PRY,2011,84.1888195
Paraguay,PRY,2012,50.882095
Paraguay,PRY,2013,39.0364215
Peru,PER,1981,540.376587
Peru,PER,1984,768.2593
Peru,PER,1987,493.53621
Peru,PER,1990,994.6391985
Peru,PER,1993,908.256145
Peru,PER,1996,1261.016016
Peru,PER,1999,1281.579678
Peru,PER,2002,1058.86354
Peru,PER,2005,884.616117
Peru,PER,2008,472.711792
Peru,PER,2010,264.785235
Peru,PER,2011,235.279584
Peru,PER,2012,236.350348
Peru,PER,2013,199.282773
Philippines,PHL,1981,1983.315684
Philippines,PHL,1984,2423.579305
Philippines,PHL,1987,2742.369465
Philippines,PHL,1990,2706.626475
Philippines,PHL,1993,3018.281908
Philippines,PHL,1996,2462.318908
Philippines,PHL,1999,2370.238752
Philippines,PHL,2002,2356.458907
Philippines,PHL,2005,2264.073611
Philippines,PHL,2008,1709.609265
Philippines,PHL,2010,1780.841424
Philippines,PHL,2011,1854.661725
Philippines,PHL,2012,1824.562438
Philippines,PHL,2013,1596.889162
Poland,POL,1981,34.85531
Poland,POL,1984,33.267195
Poland,POL,1987,23.5117305
Poland,POL,1990,60.7873555
Poland,POL,1993,8.001603
Poland,POL,1996,131.236553
Poland,POL,1999,2.681071
Poland,POL,2002,2.6512505
Poland,POL,2005,5.294179
Poland,POL,2008,0
Poland,POL,2010,0
Poland,POL,2011,0
Poland,POL,2012,0
Poland,POL,2013,0
Romania,ROU,1981,23.322405
Romania,ROU,1984,28.286478
Romania,ROU,1987,36.6063975
Romania,ROU,1990,45.04976
Romania,ROU,1993,243.074524
Romania,ROU,1996,379.624674
Romania,ROU,1999,205.694874
Romania,ROU,2002,182.3440355
Romania,ROU,2005,39.920634
Romania,ROU,2008,0
Romania,ROU,2010,0
Romania,ROU,2011,0
Romania,ROU,2012,0
Romania,ROU,2013,0
Russia,RUS,1981,116.458068
Russia,RUS,1984,168.2951125
Russia,RUS,1987,263.090321
Russia,RUS,1990,452.492106
Russia,RUS,1993,247.196688
Russia,RUS,1996,626.768656
Russia,RUS,1999,837.139107
Russia,RUS,2002,141.081479
Russia,RUS,2005,149.29668
Russia,RUS,2008,19.798038
Russia,RUS,2010,29.7199425
Russia,RUS,2011,9.914276
Russia,RUS,2012,9.93092
Russia,RUS,2013,9.9524185
Rwanda,RWA,1981,604.664037
Rwanda,RWA,1984,786.195984
Rwanda,RWA,1987,1068.987253
Rwanda,RWA,1990,1374.50313
Rwanda,RWA,1993,1196.24589
Rwanda,RWA,1996,1655.335955
Rwanda,RWA,1999,2027.037392
Rwanda,RWA,2002,2017.792343
Rwanda,RWA,2005,2024.49294
Rwanda,RWA,2008,1845.247463
Rwanda,RWA,2010,1781.174304
Rwanda,RWA,2011,1732.706976
Rwanda,RWA,2012,1729.595935
Rwanda,RWA,2013,1826.482046
Saint Lucia,LCA,1981,26.25591
Saint Lucia,LCA,1984,23.34321
Saint Lucia,LCA,1987,23.836982
Saint Lucia,LCA,1990,15.272257
Saint Lucia,LCA,1993,13.359584
Saint Lucia,LCA,1996,12.85749
Saint Lucia,LCA,1999,12.582864
Saint Lucia,LCA,2002,13.082184
Saint Lucia,LCA,2005,11.883816
Saint Lucia,LCA,2008,10.398339
Saint Lucia,LCA,2010,12.096027
Saint Lucia,LCA,2011,12.170925
Saint Lucia,LCA,2012,12.632796
Saint Lucia,LCA,2013,12.782592
Samoa,WSM,1981,1.952896
Samoa,WSM,1984,1.930704
Samoa,WSM,1987,1.33152
Samoa,WSM,1990,1.55344
Samoa,WSM,1993,1.7330565
Samoa,WSM,1996,1.1907395
Samoa,WSM,1999,0.990318
Samoa,WSM,2002,0.436905
Samoa,WSM,2005,0.212211
Samoa,WSM,2008,0.137313
Samoa,WSM,2010,0.210824
Samoa,WSM,2011,0.158118
Samoa,WSM,2012,0.158118
Samoa,WSM,2013,0.184471
Sao Tome and Principe,STP,1981,9.285965
Sao Tome and Principe,STP,1984,8.61327
Sao Tome and Principe,STP,1987,8.7651465
Sao Tome and Principe,STP,1990,8.0785815
Sao Tome and Principe,STP,1993,8.105628
Sao Tome and Principe,STP,1996,8.059857
Sao Tome and Principe,STP,1999,7.374679
Sao Tome and Principe,STP,2002,8.854608
Sao Tome and Principe,STP,2005,9.715935
Sao Tome and Principe,STP,2008,9.242968
Sao Tome and Principe,STP,2010,10.1507595
Sao Tome and Principe,STP,2011,9.4433895
Sao Tome and Principe,STP,2012,9.349767
Sao Tome and Principe,STP,2013,8.825481
Senegal,SEN,1981,1351.495574
Senegal,SEN,1984,1517.898125
Senegal,SEN,1987,1618.011785
Senegal,SEN,1990,1883.800515
Senegal,SEN,1993,1594.676897
Senegal,SEN,1996,1300.736922
Senegal,SEN,1999,1170.842985
Senegal,SEN,2002,1207.635934
Senegal,SEN,2005,1010.575829
Senegal,SEN,2008,1044.073266
Senegal,SEN,2010,1112.684688
Senegal,SEN,2011,1189.646544
Senegal,SEN,2012,1203.154537
Senegal,SEN,2013,1230.723936
Serbia,SRB,1981,43.166214
Serbia,SRB,1984,28.049301
Serbia,SRB,1987,18.874296
Serbia,SRB,1990,12.632796
Serbia,SRB,1993,8.009925
Serbia,SRB,1996,4.756023
Serbia,SRB,1999,4.183192
Serbia,SRB,2002,1.560375
Serbia,SRB,2005,13.931028
Serbia,SRB,2008,1.5291675
Serbia,SRB,2010,0.5055615
Serbia,SRB,2011,1.002801
Serbia,SRB,2012,1.49796
Serbia,SRB,2013,1.986184
Seychelles,SYC,1981,0.4029235
Seychelles,SYC,1984,0.417487
Seychelles,SYC,1987,0.2961245
Seychelles,SYC,1990,0.165053
Seychelles,SYC,1993,0.1019445
Seychelles,SYC,1996,0.127604
Seychelles,SYC,1999,0.061028
Seychelles,SYC,2002,0.061028
Seychelles,SYC,2005,0.05548
Seychelles,SYC,2008,0.0312075
Seychelles,SYC,2010,0.362007
Seychelles,SYC,2011,0.312075
Seychelles,SYC,2012,0.287109
Seychelles,SYC,2013,0.2683845
Sierra Leone,SLE,1981,959.85948
Sierra Leone,SLE,1984,1027.388349
Sierra Leone,SLE,1987,1145.628712
Sierra Leone,SLE,1990,1256.979846
Sierra Leone,SLE,1993,1160.287222
Sierra Leone,SLE,1996,1026.318972
Sierra Leone,SLE,1999,975.747565
Sierra Leone,SLE,2002,793.598403
Sierra Leone,SLE,2005,725.3600835
Sierra Leone,SLE,2008,713.561568
Sierra Leone,SLE,2010,695.462605
Sierra Leone,SLE,2011,684.463695
Sierra Leone,SLE,2012,530.713358
Sierra Leone,SLE,2013,345.437898
Slovakia,SVK,1981,0
Slovakia,SVK,1984,0
Slovakia,SVK,1987,0
Slovakia,SVK,1990,0
Slovakia,SVK,1993,1.478542
Slovakia,SVK,1996,2.6068665
Slovakia,SVK,1999,20.97144
Slovakia,SVK,2002,40.295124
Slovakia,SVK,2005,0.3724095
Slovakia,SVK,2008,0
Slovakia,SVK,2010,7.47593
Slovakia,SVK,2011,7.86429
Slovakia,SVK,2012,4.502202
Slovakia,SVK,2013,4.502202
Slovenia,SVN,1981,0.3973755
Slovenia,SVN,1984,0.4015365
Slovenia,SVN,1987,0.276013
Slovenia,SVN,1990,0.4161
Slovenia,SVN,1993,0.552026
Slovenia,SVN,1996,1.104052
Slovenia,SVN,1999,0.274626
Slovenia,SVN,2002,0
Slovenia,SVN,2005,0.6935
Slovenia,SVN,2008,0.420261
Slovenia,SVN,2010,0.7108375
Slovenia,SVN,2011,0
Slovenia,SVN,2012,0
Slovenia,SVN,2013,0.142861
Solomon Islands,SLB,1981,0
Solomon Islands,SLB,1984,0
Solomon Islands,SLB,1987,0
Solomon Islands,SLB,1990,30.828849
Solomon Islands,SLB,1993,26.455638
Solomon Islands,SLB,1996,23.760697
Solomon Islands,SLB,1999,30.31982
Solomon Islands,SLB,2002,59.521718
Solomon Islands,SLB,2005,56.649241
Solomon Islands,SLB,2008,47.64345
Solomon Islands,SLB,2010,52.92792
Solomon Islands,SLB,2011,44.901351
Solomon Islands,SLB,2012,43.63502
Solomon Islands,SLB,2013,43.651664
South Africa,ZAF,1981,1142.177163
South Africa,ZAF,1984,1409.168421
South Africa,ZAF,1987,1794.984663
South Africa,ZAF,1990,1940.6904
South Africa,ZAF,1993,2473.814364
South Africa,ZAF,1996,3570.138
South Africa,ZAF,1999,3732.533508
South Africa,ZAF,2002,3580.62372
South Africa,ZAF,2005,3015.92054
South Africa,ZAF,2008,1788.113465
South Africa,ZAF,2010,1778.054248
South Africa,ZAF,2011,1751.746325
South Africa,ZAF,2012,1750.222012
South Africa,ZAF,2013,1752.145088
South Sudan,SSD,1981,847.9320475
South Sudan,SSD,1984,900.3675825
South Sudan,SSD,1987,929.882249
South Sudan,SSD,1990,916.75152
South Sudan,SSD,1993,844.444436
South Sudan,SSD,1996,831.99195
South Sudan,SSD,1999,922.74336
South Sudan,SSD,2002,1007.815005
South Sudan,SSD,2005,1089.7659
South Sudan,SSD,2008,1196.310386
South Sudan,SSD,2010,1303.928409
South Sudan,SSD,2011,1524.792902
South Sudan,SSD,2012,3087.732465
South Sudan,SSD,2013,3007.095753
Sri Lanka,LKA,1981,424.29717
Sri Lanka,LKA,1984,316.578589
Sri Lanka,LKA,1987,248.166201
Sri Lanka,LKA,1990,188.335182
Sri Lanka,LKA,1993,193.0433535
Sri Lanka,LKA,1996,207.109614
Sri Lanka,LKA,1999,197.898547
Sri Lanka,LKA,2002,185.201949
Sri Lanka,LKA,2005,110.151379
Sri Lanka,LKA,2008,61.853265
Sri Lanka,LKA,2010,55.81288
Sri Lanka,LKA,2011,50.606082
Sri Lanka,LKA,2012,41.067683
Sri Lanka,LKA,2013,38.535021
Sudan,SDN,1981,1401.828417
Sudan,SDN,1984,1791.56016
Sudan,SDN,1987,1826.879422
Sudan,SDN,1990,2235.574229
Sudan,SDN,1993,2157.984062
Sudan,SDN,1996,2250.322893
Sudan,SDN,1999,2014.93651
Sudan,SDN,2002,1732.824178
Sudan,SDN,2005,1477.525329
Sudan,SDN,2008,960.978789
Sudan,SDN,2010,976.649115
Sudan,SDN,2011,824.449444
Sudan,SDN,2012,656.4123135
Sudan,SDN,2013,649.140966
Suriname,SUR,1981,37.19934
Suriname,SUR,1984,39.51563
Suriname,SUR,1987,44.431158
Suriname,SUR,1990,45.7495015
Suriname,SUR,1993,49.7704145
Suriname,SUR,1996,51.991695
Suriname,SUR,1999,55.124928
Suriname,SUR,2002,55.05003
Suriname,SUR,2005,51.7538245
Suriname,SUR,2008,52.274643
Suriname,SUR,2010,52.398086
Suriname,SUR,2011,51.821094
Suriname,SUR,2012,52.5236095
Suriname,SUR,2013,52.3030765
