Entity,Code,Year,Pri_adj_Enroll_% – Lee-Lee (2016) (%)
Cuba,CUB,1980,98
Cuba,CUB,1985,95
Cuba,CUB,1990,94
Cuba,CUB,1995,99
Cuba,CUB,2000,99.6
Cuba,CUB,2005,98.5
Cuba,CUB,2010,100
Cyprus,CYP,1820,2.4
Cyprus,CYP,1825,3
Cyprus,CYP,1830,3.6
Cyprus,CYP,1835,4.5
Cyprus,CYP,1840,5.4
Cyprus,CYP,1845,6.6
Cyprus,CYP,1850,8.1
Cyprus,CYP,1855,9.8
Cyprus,CYP,1860,11.8
Cyprus,CYP,1865,14.2
Cyprus,CYP,1870,17
Cyprus,CYP,1875,20.1
Cyprus,CYP,1880,23.8
Cyprus,CYP,1885,34.4
Cyprus,CYP,1890,45.1
Cyprus,CYP,1895,52.3
Cyprus,CYP,1900,59.4
Cyprus,CYP,1905,68.5
Cyprus,CYP,1910,79.9
Cyprus,CYP,1915,92.3
Cyprus,CYP,1920,100
Cyprus,CYP,1925,100
Cyprus,CYP,1930,100
Cyprus,CYP,1935,93.6
Cyprus,CYP,1940,93.5
Cyprus,CYP,1945,93
Cyprus,CYP,1950,100
Cyprus,CYP,1955,100
Cyprus,CYP,1960,94.2
Cyprus,CYP,1965,84
Cyprus,CYP,1970,77.7
Cyprus,CYP,1975,93
Cyprus,CYP,1980,93
Cyprus,CYP,1985,88
Cyprus,CYP,1990,100
Cyprus,CYP,1995,100
Cyprus,CYP,2000,97
Cyprus,CYP,2005,100
Cyprus,CYP,2010,100
Czech Republic,CZE,1820,50.8
Czech Republic,CZE,1825,53.2
Czech Republic,CZE,1830,55.5
Czech Republic,CZE,1835,57.8
Czech Republic,CZE,1840,60.1
Czech Republic,CZE,1845,62.3
Czech Republic,CZE,1850,64.5
Czech Republic,CZE,1855,66.6
Czech Republic,CZE,1860,68.7
Czech Republic,CZE,1865,70.6
Czech Republic,CZE,1870,72.6
Czech Republic,CZE,1875,74.4
Czech Republic,CZE,1880,76.2
Czech Republic,CZE,1885,77.9
Czech Republic,CZE,1890,79.5
Czech Republic,CZE,1895,81
Czech Republic,CZE,1900,82.4
Czech Republic,CZE,1905,83.8
Czech Republic,CZE,1910,85.1
Czech Republic,CZE,1915,86.3
Czech Republic,CZE,1920,87.5
Czech Republic,CZE,1925,79.1
Czech Republic,CZE,1930,95.2
Czech Republic,CZE,1935,94.2
Czech Republic,CZE,1940,61
Czech Republic,CZE,1945,97.9
Czech Republic,CZE,1950,100
Czech Republic,CZE,1955,100
Czech Republic,CZE,1960,89.3
Czech Republic,CZE,1965,95
Czech Republic,CZE,1970,93.1
Czech Republic,CZE,1975,94.1
Czech Republic,CZE,1980,90.2
Czech Republic,CZE,1985,97
Czech Republic,CZE,1990,92.1
Czech Republic,CZE,1995,92.1
Czech Republic,CZE,2000,100
Czech Republic,CZE,2005,98.9
Czech Republic,CZE,2010,100
Democratic Republic of Congo,COD,1820,0
Democratic Republic of Congo,COD,1825,0
Democratic Republic of Congo,COD,1830,0
Democratic Republic of Congo,COD,1835,0
Democratic Republic of Congo,COD,1840,0
Democratic Republic of Congo,COD,1845,0
Democratic Republic of Congo,COD,1850,0
Democratic Republic of Congo,COD,1855,0
Democratic Republic of Congo,COD,1860,0
Democratic Republic of Congo,COD,1865,0
Democratic Republic of Congo,COD,1870,0
Democratic Republic of Congo,COD,1875,0
Democratic Republic of Congo,COD,1880,0
Democratic Republic of Congo,COD,1885,0
Democratic Republic of Congo,COD,1890,0
Democratic Republic of Congo,COD,1895,0.1
Democratic Republic of Congo,COD,1900,0.3
Democratic Republic of Congo,COD,1905,0.5
Democratic Republic of Congo,COD,1910,1
Democratic Republic of Congo,COD,1915,1.8
Democratic Republic of Congo,COD,1920,3
Democratic Republic of Congo,COD,1925,4.8
Democratic Republic of Congo,COD,1930,7.5
Democratic Republic of Congo,COD,1935,9.1
Democratic Republic of Congo,COD,1940,10.6
Democratic Republic of Congo,COD,1945,25.9
Democratic Republic of Congo,COD,1950,41.2
Democratic Republic of Congo,COD,1955,46.3
Democratic Republic of Congo,COD,1960,43
Democratic Republic of Congo,COD,1965,50.1
Democratic Republic of Congo,COD,1970,63
Democratic Republic of Congo,COD,1975,63
Democratic Republic of Congo,COD,1980,66.9
Democratic Republic of Congo,COD,1985,63.7
Democratic Republic of Congo,COD,1990,54
Democratic Republic of Congo,COD,1995,61
Democratic Republic of Congo,COD,2000,44.8
Democratic Republic of Congo,COD,2005,78.2
Democratic Republic of Congo,COD,2010,88.5
Denmark,DNK,1820,84.9
Denmark,DNK,1825,86.3
Denmark,DNK,1830,87.7
Denmark,DNK,1835,88.9
Denmark,DNK,1840,90
Denmark,DNK,1845,91
Denmark,DNK,1850,92
Denmark,DNK,1855,92.8
Denmark,DNK,1860,93.6
Denmark,DNK,1865,94.3
Denmark,DNK,1870,95
Denmark,DNK,1875,97.5
Denmark,DNK,1880,100
Denmark,DNK,1885,100
Denmark,DNK,1890,100
Denmark,DNK,1895,100
Denmark,DNK,1900,100
Denmark,DNK,1905,100
Denmark,DNK,1910,100
Denmark,DNK,1915,100
Denmark,DNK,1920,100
Denmark,DNK,1925,100
Denmark,DNK,1930,100
Denmark,DNK,1935,100
Denmark,DNK,1940,100
Denmark,DNK,1945,100
Denmark,DNK,1950,100
Denmark,DNK,1955,100
Denmark,DNK,1960,100
Denmark,DNK,1965,98
Denmark,DNK,1970,96
Denmark,DNK,1975,100
Denmark,DNK,1980,96
Denmark,DNK,1985,98
Denmark,DNK,1990,96
Denmark,DNK,1995,100
Denmark,DNK,2000,100
Denmark,DNK,2005,99
Denmark,DNK,2010,100
Dominican Republic,DOM,1820,0.2
Dominican Republic,DOM,1825,0.2
Dominican Republic,DOM,1830,0.3
Dominican Republic,DOM,1835,0.3
Dominican Republic,DOM,1840,0.4
Dominican Republic,DOM,1845,0.5
Dominican Republic,DOM,1850,0.7
Dominican Republic,DOM,1855,1.9
Dominican Republic,DOM,1860,3.2
Dominican Republic,DOM,1865,4.4
Dominican Republic,DOM,1870,5.9
Dominican Republic,DOM,1875,7.5
Dominican Republic,DOM,1880,8.5
Dominican Republic,DOM,1885,8.3
Dominican Republic,DOM,1890,9.1
Dominican Republic,DOM,1895,10.8
Dominican Republic,DOM,1900,12.5
Dominican Republic,DOM,1905,12.2
Dominican Republic,DOM,1910,12.5
Dominican Republic,DOM,1915,12.6
Dominican Republic,DOM,1920,45.7
Dominican Republic,DOM,1925,37
Dominican Republic,DOM,1930,30.8
Dominican Republic,DOM,1935,30.6
Dominican Republic,DOM,1940,35.5
Dominican Republic,DOM,1945,52.6
Dominican Republic,DOM,1950,52
Dominican Republic,DOM,1955,84.5
Dominican Republic,DOM,1960,53.7
Dominican Republic,DOM,1965,47.7
Dominican Republic,DOM,1970,54.8
Dominican Republic,DOM,1975,57
Dominican Republic,DOM,1980,62.5
Dominican Republic,DOM,1985,68
Dominican Republic,DOM,1990,75
Dominican Republic,DOM,1995,85.5
Dominican Republic,DOM,2000,100
Dominican Republic,DOM,2005,96.5
Dominican Republic,DOM,2010,99.2
Ecuador,ECU,1820,1.1
Ecuador,ECU,1825,1.5
Ecuador,ECU,1830,1.9
Ecuador,ECU,1835,2.4
Ecuador,ECU,1840,3
Ecuador,ECU,1845,3.8
Ecuador,ECU,1850,4.8
Ecuador,ECU,1855,6.1
Ecuador,ECU,1860,7.6
Ecuador,ECU,1865,9.6
Ecuador,ECU,1870,11.9
Ecuador,ECU,1875,14.7
Ecuador,ECU,1880,18.1
Ecuador,ECU,1885,22
Ecuador,ECU,1890,26.6
Ecuador,ECU,1895,26.5
Ecuador,ECU,1900,26.5
Ecuador,ECU,1905,26.5
Ecuador,ECU,1910,34.2
Ecuador,ECU,1915,22.7
Ecuador,ECU,1920,34.1
Ecuador,ECU,1925,39.5
Ecuador,ECU,1930,45
Ecuador,ECU,1935,51.7
Ecuador,ECU,1940,57.7
Ecuador,ECU,1945,63.8
Ecuador,ECU,1950,58.5
Ecuador,ECU,1955,68.1
Ecuador,ECU,1960,66.6
Ecuador,ECU,1965,73
Ecuador,ECU,1970,79
Ecuador,ECU,1975,78
Ecuador,ECU,1980,86.2
Ecuador,ECU,1985,87
Ecuador,ECU,1990,88.5
Ecuador,ECU,1995,92
Ecuador,ECU,2000,100
Ecuador,ECU,2005,100
Ecuador,ECU,2010,100
Egypt,EGY,1820,0.1
Egypt,EGY,1825,0.1
Egypt,EGY,1830,0.1
Egypt,EGY,1835,0.1
Egypt,EGY,1840,0.2
Egypt,EGY,1845,0.2
Egypt,EGY,1850,0.3
Egypt,EGY,1855,0.5
Egypt,EGY,1860,0.6
Egypt,EGY,1865,0.8
Egypt,EGY,1870,1.1
Egypt,EGY,1875,1.5
Egypt,EGY,1880,2
Egypt,EGY,1885,2.6
Egypt,EGY,1890,3.5
Egypt,EGY,1895,4.7
Egypt,EGY,1900,6.2
Egypt,EGY,1905,8.2
Egypt,EGY,1910,10.8
Egypt,EGY,1915,18.7
Egypt,EGY,1920,15.7
Egypt,EGY,1925,19.1
Egypt,EGY,1930,32.8
Egypt,EGY,1935,45.6
Egypt,EGY,1940,47.4
Egypt,EGY,1945,41.8
Egypt,EGY,1950,43.7
Egypt,EGY,1955,39.7
Egypt,EGY,1960,60
Egypt,EGY,1965,69
Egypt,EGY,1970,67
Egypt,EGY,1975,72
Egypt,EGY,1980,81.9
Egypt,EGY,1985,83.8
Egypt,EGY,1990,99.6
Egypt,EGY,1995,92
Egypt,EGY,2000,95.4
Egypt,EGY,2005,100
Egypt,EGY,2010,100
El Salvador,SLV,1820,1.5
El Salvador,SLV,1825,1.9
El Salvador,SLV,1830,2.3
El Salvador,SLV,1835,2.9
El Salvador,SLV,1840,3.5
El Salvador,SLV,1845,4.4
El Salvador,SLV,1850,5.4
El Salvador,SLV,1855,6.7
El Salvador,SLV,1860,8.2
El Salvador,SLV,1865,10
El Salvador,SLV,1870,12.2
El Salvador,SLV,1875,14.7
El Salvador,SLV,1880,17.7
El Salvador,SLV,1885,21.2
El Salvador,SLV,1890,21.3
El Salvador,SLV,1895,21.6
El Salvador,SLV,1900,20.5
El Salvador,SLV,1905,19.7
El Salvador,SLV,1910,21.8
El Salvador,SLV,1915,22.7
El Salvador,SLV,1920,25
El Salvador,SLV,1925,19.6
El Salvador,SLV,1930,17.6
El Salvador,SLV,1935,24.9
El Salvador,SLV,1940,31.5
El Salvador,SLV,1945,32.3
El Salvador,SLV,1950,42.5
El Salvador,SLV,1955,50.5
El Salvador,SLV,1960,59.5
El Salvador,SLV,1965,61
El Salvador,SLV,1970,67
El Salvador,SLV,1975,67.4
El Salvador,SLV,1980,66.5
El Salvador,SLV,1985,62.9
El Salvador,SLV,1990,71
El Salvador,SLV,1995,81
El Salvador,SLV,2000,97.1
El Salvador,SLV,2005,100
El Salvador,SLV,2010,100
Fiji,FJI,1820,0
Fiji,FJI,1825,0
Fiji,FJI,1830,0
Fiji,FJI,1835,0
Fiji,FJI,1840,0
Fiji,FJI,1845,0
Fiji,FJI,1850,0
Fiji,FJI,1855,0
Fiji,FJI,1860,0
Fiji,FJI,1865,0.1
Fiji,FJI,1870,0.2
Fiji,FJI,1875,0.3
Fiji,FJI,1880,0.6
Fiji,FJI,1885,1
Fiji,FJI,1890,1.8
Fiji,FJI,1895,3
Fiji,FJI,1900,4.9
Fiji,FJI,1905,7.9
Fiji,FJI,1910,12.3
Fiji,FJI,1915,18.6
Fiji,FJI,1920,26.9
Fiji,FJI,1925,37.1
Fiji,FJI,1930,48.5
Fiji,FJI,1935,42.1
Fiji,FJI,1940,52.2
Fiji,FJI,1945,69.8
Fiji,FJI,1950,85.2
Fiji,FJI,1955,87.6
Fiji,FJI,1960,73.9
Fiji,FJI,1965,73.9
Fiji,FJI,1970,91.3
Fiji,FJI,1975,100
Fiji,FJI,1980,100
Fiji,FJI,1985,100
Fiji,FJI,1990,100
Fiji,FJI,1995,99
Fiji,FJI,2000,98.8
Fiji,FJI,2005,100
Fiji,FJI,2010,100
Finland,FIN,1820,1.2
Finland,FIN,1825,1.5
Finland,FIN,1830,1.8
Finland,FIN,1835,2.2
Finland,FIN,1840,2.7
Finland,FIN,1845,3.3
Finland,FIN,1850,4
Finland,FIN,1855,4.9
Finland,FIN,1860,5.9
Finland,FIN,1865,7.2
Finland,FIN,1870,8.7
Finland,FIN,1875,10.5
Finland,FIN,1880,16
Finland,FIN,1885,19.9
Finland,FIN,1890,25.4
Finland,FIN,1895,36.7
Finland,FIN,1900,46.6
Finland,FIN,1905,54.8
Finland,FIN,1910,64.9
Finland,FIN,1915,79.4
Finland,FIN,1920,94.8
Finland,FIN,1925,100
Finland,FIN,1930,100
Finland,FIN,1935,100
Finland,FIN,1940,100
Finland,FIN,1945,100
Finland,FIN,1950,100
Finland,FIN,1955,100
Finland,FIN,1960,97
Finland,FIN,1965,92
Finland,FIN,1970,100
Finland,FIN,1975,100
Finland,FIN,1980,96
Finland,FIN,1985,100
Finland,FIN,1990,99
Finland,FIN,1995,100
Finland,FIN,2000,100
Finland,FIN,2005,99
Finland,FIN,2010,99
France,FRA,1820,16.6
France,FRA,1825,17.6
France,FRA,1830,18.6
France,FRA,1835,19.7
France,FRA,1840,20.8
France,FRA,1845,22
France,FRA,1850,23.2
France,FRA,1855,24.5
France,FRA,1860,25.8
France,FRA,1865,29.9
France,FRA,1870,100
France,FRA,1875,100
France,FRA,1880,100
France,FRA,1885,100
France,FRA,1890,100
France,FRA,1895,100
France,FRA,1900,100
France,FRA,1905,100
France,FRA,1910,100
France,FRA,1915,100
France,FRA,1920,100
France,FRA,1925,100
France,FRA,1930,100
France,FRA,1935,100
France,FRA,1940,100
France,FRA,1945,100
France,FRA,1950,100
France,FRA,1955,100
France,FRA,1960,97
France,FRA,1965,98
France,FRA,1970,98
France,FRA,1975,98
France,FRA,1980,100
France,FRA,1985,98
France,FRA,1990,100
France,FRA,1995,100
France,FRA,2000,99.7
France,FRA,2005,100
France,FRA,2010,100
Gambia,GMB,1820,0.3
Gambia,GMB,1825,0.4
Gambia,GMB,1830,0.5
Gambia,GMB,1835,0.6
Gambia,GMB,1840,0.8
Gambia,GMB,1845,1
Gambia,GMB,1850,1.3
Gambia,GMB,1855,1.7
Gambia,GMB,1860,2.1
Gambia,GMB,1865,2.7
Gambia,GMB,1870,3.4
Gambia,GMB,1875,4.3
Gambia,GMB,1880,5.5
Gambia,GMB,1885,6.9
Gambia,GMB,1890,8.6
Gambia,GMB,1895,10.7
Gambia,GMB,1900,13.3
Gambia,GMB,1905,11.2
Gambia,GMB,1910,9.1
Gambia,GMB,1915,7.8
Gambia,GMB,1920,6.5
Gambia,GMB,1925,5.2
Gambia,GMB,1930,3.8
Gambia,GMB,1935,4.6
Gambia,GMB,1940,5.5
Gambia,GMB,1945,6.3
Gambia,GMB,1950,7.1
Gambia,GMB,1955,10
Gambia,GMB,1960,10
Gambia,GMB,1965,19
Gambia,GMB,1970,21
Gambia,GMB,1975,21
Gambia,GMB,1980,50
Gambia,GMB,1985,68
Gambia,GMB,1990,52
Gambia,GMB,1995,63.1
Gambia,GMB,2000,82.3
Gambia,GMB,2005,85.2
Gambia,GMB,2010,82.5
Germany,DEU,1820,21.2
Germany,DEU,1825,23.4
Germany,DEU,1830,25.8
Germany,DEU,1835,28.4
Germany,DEU,1840,31.1
Germany,DEU,1845,33.9
Germany,DEU,1850,36.9
Germany,DEU,1855,40
Germany,DEU,1860,43.1
Germany,DEU,1865,46.4
Germany,DEU,1870,49.6
Germany,DEU,1875,52.9
Germany,DEU,1880,53.9
Germany,DEU,1885,59.2
Germany,DEU,1890,58.4
Germany,DEU,1895,57.5
Germany,DEU,1900,56.1
Germany,DEU,1905,58.2
Germany,DEU,1910,87.3
Germany,DEU,1915,92.2
Germany,DEU,1920,97.1
Germany,DEU,1925,79.2
Germany,DEU,1930,85.1
Germany,DEU,1935,86.6
Germany,DEU,1940,87.3
Germany,DEU,1945,92.8
Germany,DEU,1950,98.2
Germany,DEU,1955,77.6
Germany,DEU,1960,100
Germany,DEU,1965,82.8
Germany,DEU,1970,82.8
Germany,DEU,1975,88
Germany,DEU,1980,82
Germany,DEU,1985,81
Germany,DEU,1990,89
Germany,DEU,1995,100
Germany,DEU,2000,100
Germany,DEU,2005,100
Germany,DEU,2010,100
Ghana,GHA,1820,0
Ghana,GHA,1825,0.1
Ghana,GHA,1830,0.1
Ghana,GHA,1835,0.1
Ghana,GHA,1840,0.1
Ghana,GHA,1845,0.2
Ghana,GHA,1850,0.2
Ghana,GHA,1855,0.3
Ghana,GHA,1860,0.4
Ghana,GHA,1865,0.5
Ghana,GHA,1870,0.6
Ghana,GHA,1875,0.8
Ghana,GHA,1880,1.1
Ghana,GHA,1885,1.4
Ghana,GHA,1890,1.9
Ghana,GHA,1895,2.4
Ghana,GHA,1900,3.2
Ghana,GHA,1905,4.2
Ghana,GHA,1910,5.4
Ghana,GHA,1915,7
Ghana,GHA,1920,8.5
Ghana,GHA,1925,9.6
Ghana,GHA,1930,9.4
Ghana,GHA,1935,9.7
Ghana,GHA,1940,12.7
Ghana,GHA,1945,24
Ghana,GHA,1950,23.6
Ghana,GHA,1955,43.9
Ghana,GHA,1960,33
Ghana,GHA,1965,59.9
Ghana,GHA,1970,55.6
Ghana,GHA,1975,61.7
Ghana,GHA,1980,63.4
Ghana,GHA,1985,57.3
Ghana,GHA,1990,66.9
Ghana,GHA,1995,66.9
Ghana,GHA,2000,81.7
Ghana,GHA,2005,84.8
Ghana,GHA,2010,100
Greece,GRC,1820,7.4
Greece,GRC,1825,8.6
Greece,GRC,1830,10.1
Greece,GRC,1835,11.8
Greece,GRC,1840,13.7
Greece,GRC,1845,15.9
Greece,GRC,1850,18.4
Greece,GRC,1855,21.1
Greece,GRC,1860,24.1
Greece,GRC,1865,25.5
Greece,GRC,1870,30.1
Greece,GRC,1875,33.4
Greece,GRC,1880,36.7
Greece,GRC,1885,34.5
Greece,GRC,1890,39.5
Greece,GRC,1895,41.8
Greece,GRC,1900,45.7
Greece,GRC,1905,48
Greece,GRC,1910,50.2
Greece,GRC,1915,28.4
Greece,GRC,1920,45.9
Greece,GRC,1925,69.2
Greece,GRC,1930,79.7
Greece,GRC,1935,83.4
Greece,GRC,1940,84.5
Greece,GRC,1945,85.6
Greece,GRC,1950,86.7
Greece,GRC,1955,79.8
Greece,GRC,1960,91.8
Greece,GRC,1965,99
Greece,GRC,1970,97
Greece,GRC,1975,97
Greece,GRC,1980,96
Greece,GRC,1985,98.8
Greece,GRC,1990,93
Greece,GRC,1995,94
Greece,GRC,2000,96
Greece,GRC,2005,100
Greece,GRC,2010,100
Guatemala,GTM,1820,1.6
Guatemala,GTM,1825,1.9
Guatemala,GTM,1830,2.3
Guatemala,GTM,1835,2.8
Guatemala,GTM,1840,3.5
Guatemala,GTM,1845,4.2
Guatemala,GTM,1850,5.1
Guatemala,GTM,1855,6.2
Guatemala,GTM,1860,7.5
Guatemala,GTM,1865,9.1
Guatemala,GTM,1870,11
Guatemala,GTM,1875,13.1
Guatemala,GTM,1880,15.7
Guatemala,GTM,1885,18.6
Guatemala,GTM,1890,30.4
Guatemala,GTM,1895,32.9
Guatemala,GTM,1900,21.1
Guatemala,GTM,1905,21.6
Guatemala,GTM,1910,22.1
Guatemala,GTM,1915,25.8
Guatemala,GTM,1920,16.4
Guatemala,GTM,1925,34.5
Guatemala,GTM,1930,26.5
Guatemala,GTM,1935,28.8
Guatemala,GTM,1940,20.1
Guatemala,GTM,1945,29.2
Guatemala,GTM,1950,29.7
Guatemala,GTM,1955,35.1
Guatemala,GTM,1960,38.7
Guatemala,GTM,1965,43
Guatemala,GTM,1970,48
Guatemala,GTM,1975,53
Guatemala,GTM,1980,58
Guatemala,GTM,1985,63.9
Guatemala,GTM,1990,66.4
Guatemala,GTM,1995,73.1
Guatemala,GTM,2000,88.9
Guatemala,GTM,2005,98.9
Guatemala,GTM,2010,100
Guyana,GUY,1820,1.6
Guyana,GUY,1825,2
Guyana,GUY,1830,2.4
Guyana,GUY,1835,2.9
Guyana,GUY,1840,3.6
Guyana,GUY,1845,4.4
Guyana,GUY,1850,5.3
Guyana,GUY,1855,6.5
Guyana,GUY,1860,13.8
Guyana,GUY,1865,16.2
Guyana,GUY,1870,43.2
Guyana,GUY,1875,44.4
Guyana,GUY,1880,53.2
Guyana,GUY,1885,44.1
Guyana,GUY,1890,64.1
Guyana,GUY,1895,64.4
Guyana,GUY,1900,62.4
Guyana,GUY,1905,64.7
Guyana,GUY,1910,81.2
Guyana,GUY,1915,68.4
Guyana,GUY,1920,78.8
Guyana,GUY,1925,80.7
Guyana,GUY,1930,93.2
Guyana,GUY,1935,85.9
Guyana,GUY,1940,91.2
Guyana,GUY,1945,100
Guyana,GUY,1950,100
Guyana,GUY,1955,100
Guyana,GUY,1960,95
Guyana,GUY,1965,98.5
Guyana,GUY,1970,87
Guyana,GUY,1975,84
Guyana,GUY,1980,88.4
Guyana,GUY,1985,91.1
Guyana,GUY,1990,99
Guyana,GUY,1995,89.3
Guyana,GUY,2000,100
Guyana,GUY,2005,100
Guyana,GUY,2010,82.6
Haiti,HTI,1820,0
Haiti,HTI,1825,0
Haiti,HTI,1830,0
Haiti,HTI,1835,0
Haiti,HTI,1840,0
Haiti,HTI,1845,0
Haiti,HTI,1850,0
Haiti,HTI,1855,0
Haiti,HTI,1860,0
Haiti,HTI,1865,0
Haiti,HTI,1870,0
Haiti,HTI,1875,0
Haiti,HTI,1880,0
Haiti,HTI,1885,0
Haiti,HTI,1890,0
Haiti,HTI,1895,0
Haiti,HTI,1900,0
Haiti,HTI,1905,0.3
Haiti,HTI,1910,1.6
Haiti,HTI,1915,2.1
Haiti,HTI,1920,9.6
Haiti,HTI,1925,18.3
Haiti,HTI,1930,21.5
Haiti,HTI,1935,23.4
Haiti,HTI,1940,24.1
Haiti,HTI,1945,20.1
Haiti,HTI,1950,30.6
Haiti,HTI,1955,38.2
Haiti,HTI,1960,22.7
Haiti,HTI,1965,24.6
Haiti,HTI,1970,24.6
Haiti,HTI,1975,29.6
Haiti,HTI,1980,33
Haiti,HTI,1985,44
Haiti,HTI,1990,26
Haiti,HTI,1995,26
Haiti,HTI,2000,97.4
Haiti,HTI,2005,98.4
Haiti,HTI,2010,99.1
Honduras,HND,1820,1.5
Honduras,HND,1825,1.9
Honduras,HND,1830,2.3
Honduras,HND,1835,2.9
Honduras,HND,1840,3.6
Honduras,HND,1845,4.5
Honduras,HND,1850,5.7
Honduras,HND,1855,7
Honduras,HND,1860,8.7
Honduras,HND,1865,10.7
Honduras,HND,1870,13.1
Honduras,HND,1875,16
Honduras,HND,1880,19.3
Honduras,HND,1885,23.2
Honduras,HND,1890,25.7
Honduras,HND,1895,28.6
Honduras,HND,1900,30.3
Honduras,HND,1905,32.1
Honduras,HND,1910,33.2
Honduras,HND,1915,32.7
Honduras,HND,1920,26.9
Honduras,HND,1925,17.7
Honduras,HND,1930,19.1
Honduras,HND,1935,19.4
Honduras,HND,1940,27.2
Honduras,HND,1945,28.3
Honduras,HND,1950,30.8
Honduras,HND,1955,44.8
Honduras,HND,1960,58
Honduras,HND,1965,68
Honduras,HND,1970,73.1
Honduras,HND,1975,73
Honduras,HND,1980,76
Honduras,HND,1985,87
Honduras,HND,1990,93
Honduras,HND,1995,97.7
Honduras,HND,2000,97.4
Honduras,HND,2005,100
Honduras,HND,2010,100
Hong Kong,HKG,1820,0
Hong Kong,HKG,1825,0
Hong Kong,HKG,1830,0
Hong Kong,HKG,1835,0
Hong Kong,HKG,1840,0
Hong Kong,HKG,1845,0
Hong Kong,HKG,1850,0
Hong Kong,HKG,1855,0
Hong Kong,HKG,1860,0.4
Hong Kong,HKG,1865,1.2
Hong Kong,HKG,1870,2.6
Hong Kong,HKG,1875,4.8
Hong Kong,HKG,1880,8.3
Hong Kong,HKG,1885,13.6
Hong Kong,HKG,1890,20.9
Hong Kong,HKG,1895,18.2
Hong Kong,HKG,1900,15.4
Hong Kong,HKG,1905,14.6
Hong Kong,HKG,1910,13.8
Hong Kong,HKG,1915,17.9
Hong Kong,HKG,1920,22
Hong Kong,HKG,1925,37.9
Hong Kong,HKG,1930,53.8
Hong Kong,HKG,1935,55.9
Hong Kong,HKG,1940,44.9
Hong Kong,HKG,1945,48.5
Hong Kong,HKG,1950,35.9
Hong Kong,HKG,1955,29.4
Hong Kong,HKG,1960,59
Hong Kong,HKG,1965,81
Hong Kong,HKG,1970,87
Hong Kong,HKG,1975,92
Hong Kong,HKG,1980,95
Hong Kong,HKG,1985,95
Hong Kong,HKG,1990,97.7
Hong Kong,HKG,1995,94.1
Hong Kong,HKG,2000,97.1
Hong Kong,HKG,2005,95.2
Hong Kong,HKG,2010,97.2
Hungary,HUN,1820,12.7
Hungary,HUN,1825,14.4
Hungary,HUN,1830,16.3
Hungary,HUN,1835,18.4
Hungary,HUN,1840,20.6
Hungary,HUN,1845,23.1
Hungary,HUN,1850,25.8
Hungary,HUN,1855,28.7
Hungary,HUN,1860,32.3
Hungary,HUN,1865,33.6
Hungary,HUN,1870,39
Hungary,HUN,1875,49.9
Hungary,HUN,1880,51.3
Hungary,HUN,1885,57.7
Hungary,HUN,1890,64.2
Hungary,HUN,1895,65.1
Hungary,HUN,1900,64.8
Hungary,HUN,1905,62.5
Hungary,HUN,1910,63
Hungary,HUN,1915,50.5
Hungary,HUN,1920,57.7
Hungary,HUN,1925,47.7
Hungary,HUN,1930,76.6
Hungary,HUN,1935,73.3
Hungary,HUN,1940,91.4
Hungary,HUN,1945,95.4
Hungary,HUN,1950,99.4
Hungary,HUN,1955,93.4
Hungary,HUN,1960,99
Hungary,HUN,1965,97
Hungary,HUN,1970,94
Hungary,HUN,1975,96.4
Hungary,HUN,1980,95
Hungary,HUN,1985,97
Hungary,HUN,1990,87
Hungary,HUN,1995,97
Hungary,HUN,2000,98.9
Hungary,HUN,2005,95.9
Hungary,HUN,2010,100
Iceland,ISL,1820,11.6
Iceland,ISL,1825,12.8
Iceland,ISL,1830,14.2
Iceland,ISL,1835,15.7
Iceland,ISL,1840,17.3
Iceland,ISL,1845,19
Iceland,ISL,1850,20.9
Iceland,ISL,1855,22.9
Iceland,ISL,1860,25
Iceland,ISL,1865,27.3
Iceland,ISL,1870,29.7
Iceland,ISL,1875,32.2
Iceland,ISL,1880,34.8
Iceland,ISL,1885,37.5
Iceland,ISL,1890,40.3
Iceland,ISL,1895,43.1
Iceland,ISL,1900,46
Iceland,ISL,1905,49
Iceland,ISL,1910,51.9
Iceland,ISL,1915,54.8
Iceland,ISL,1920,57.8
Iceland,ISL,1925,66.9
Iceland,ISL,1930,76.1
Iceland,ISL,1935,88.4
Iceland,ISL,1940,100
Iceland,ISL,1945,98.6
Iceland,ISL,1950,95.7
Iceland,ISL,1955,100
Iceland,ISL,1960,100
Iceland,ISL,1965,97
Iceland,ISL,1970,96
Iceland,ISL,1975,99
Iceland,ISL,1980,98
Iceland,ISL,1985,97
Iceland,ISL,1990,100
Iceland,ISL,1995,97
Iceland,ISL,2000,100
Iceland,ISL,2005,98
Iceland,ISL,2010,99
India,IND,1820,0.1
India,IND,1825,0.1
India,IND,1830,0.1
India,IND,1835,0.2
India,IND,1840,0.2
India,IND,1845,0.3
India,IND,1850,0.4
India,IND,1855,0.5
India,IND,1860,0.6
India,IND,1865,1.1
India,IND,1870,1.5
India,IND,1875,3
India,IND,1880,4.5
India,IND,1885,5.5
India,IND,1890,6.1
India,IND,1895,6.8
India,IND,1900,7
India,IND,1905,8
India,IND,1910,9.3
India,IND,1915,10.7
India,IND,1920,12.4
India,IND,1925,14.1
India,IND,1930,16.6
India,IND,1935,17.5
India,IND,1940,19.7
India,IND,1945,19.4
India,IND,1950,32.7
India,IND,1955,40.9
India,IND,1960,47.6
