Entity,Code,Year,Deaths (deaths)
Italy,ITA,1974,10365
Italy,ITA,1975,10272
Italy,ITA,1976,9641
Italy,ITA,1977,8879
Italy,ITA,1978,8602
Italy,ITA,1979,8983
Italy,ITA,1980,9220
Italy,ITA,1981,8718
Italy,ITA,1982,8322
Italy,ITA,1983,8300
Italy,ITA,1984,7759
Italy,ITA,1985,7700
Italy,ITA,1986,7642
Italy,ITA,1987,7327
Italy,ITA,1988,7494
Italy,ITA,1989,6923
Italy,ITA,1990,7151
Italy,ITA,1991,8098
Italy,ITA,1992,8029
Italy,ITA,1993,7177
Italy,ITA,1994,7104
Italy,ITA,1995,7033
Italy,ITA,1996,6688
Italy,ITA,1997,6724
Italy,ITA,1998,6849
Italy,ITA,1999,6688
Italy,ITA,2000,7061
Italy,ITA,2001,7096
Italy,ITA,2002,6980
Italy,ITA,2003,6563
Italy,ITA,2004,6122
Italy,ITA,2005,5818
Italy,ITA,2006,5669
Italy,ITA,2007,5131
Italy,ITA,2008,4725
Italy,ITA,2009,4237
Italy,ITA,2010,4114
Italy,ITA,2011,3860
Italy,ITA,2012,3753
Italy,ITA,2013,3401
Italy,ITA,2014,3381
Italy,ITA,2015,3428
Italy,ITA,2016,3283
Japan,JPN,1970,21795
Japan,JPN,1971,21161
Japan,JPN,1972,20693
Japan,JPN,1973,18946
Japan,JPN,1974,14862
Japan,JPN,1975,14030
Japan,JPN,1976,12654
Japan,JPN,1977,11629
Japan,JPN,1978,11418
Japan,JPN,1979,11006
Japan,JPN,1980,11388
Japan,JPN,1981,11335
Japan,JPN,1982,11795
Japan,JPN,1983,12376
Japan,JPN,1984,12041
Japan,JPN,1985,12039
Japan,JPN,1986,12112
Japan,JPN,1987,12151
Japan,JPN,1988,13447
Japan,JPN,1989,14412
Japan,JPN,1990,14595
Japan,JPN,1991,14442
Japan,JPN,1992,14888
Japan,JPN,1993,13272
Japan,JPN,1994,12772
Japan,JPN,1995,12675
Japan,JPN,1996,11675
Japan,JPN,1997,11256
Japan,JPN,1998,10808
Japan,JPN,1999,10378
Japan,JPN,2000,10410
Japan,JPN,2001,10071
Japan,JPN,2002,9645
Japan,JPN,2003,8944
Japan,JPN,2004,8572
Japan,JPN,2005,7997
Japan,JPN,2006,7336
Japan,JPN,2007,6695
Japan,JPN,2008,6079
Japan,JPN,2009,5840
Japan,JPN,2010,5828
Japan,JPN,2011,5535
Japan,JPN,2012,5261
Japan,JPN,2013,5165
Japan,JPN,2014,4838
Japan,JPN,2015,4885
Japan,JPN,2016,4698
Latvia,LVA,1970,646
Latvia,LVA,1971,637
Latvia,LVA,1972,644
Latvia,LVA,1973,590
Latvia,LVA,1974,641
Latvia,LVA,1975,669
Latvia,LVA,1976,671
Latvia,LVA,1977,659
Latvia,LVA,1978,641
Latvia,LVA,1979,662
Latvia,LVA,1980,653
Latvia,LVA,1981,645
Latvia,LVA,1982,637
Latvia,LVA,1983,656
Latvia,LVA,1984,586
Latvia,LVA,1985,539
Latvia,LVA,1986,471
Latvia,LVA,1987,512
Latvia,LVA,1988,577
Latvia,LVA,1989,802
Latvia,LVA,1990,877
Latvia,LVA,1991,923
Latvia,LVA,1992,729
Latvia,LVA,1993,670
Latvia,LVA,1994,717
Latvia,LVA,1995,611
Latvia,LVA,1996,550
Latvia,LVA,1997,525
Latvia,LVA,1998,627
Latvia,LVA,1999,604
Latvia,LVA,2000,588
Latvia,LVA,2001,517
Latvia,LVA,2002,518
Latvia,LVA,2003,493
Latvia,LVA,2004,516
Latvia,LVA,2005,442
Latvia,LVA,2006,407
Latvia,LVA,2007,419
Latvia,LVA,2008,316
Latvia,LVA,2009,254
Latvia,LVA,2010,218
Latvia,LVA,2011,179
Latvia,LVA,2012,177
Latvia,LVA,2013,179
Latvia,LVA,2014,212
Latvia,LVA,2015,188
Latvia,LVA,2016,158
Liechtenstein,LIE,1970,12
Liechtenstein,LIE,1971,8
Liechtenstein,LIE,1972,9
Liechtenstein,LIE,1973,5
Liechtenstein,LIE,1974,13
Liechtenstein,LIE,1975,8
Liechtenstein,LIE,1976,8
Liechtenstein,LIE,1977,8
Liechtenstein,LIE,1978,13
Liechtenstein,LIE,1979,12
Liechtenstein,LIE,1980,9
Liechtenstein,LIE,1981,4
Liechtenstein,LIE,1982,2
Liechtenstein,LIE,1983,5
Liechtenstein,LIE,1984,2
Liechtenstein,LIE,1985,3
Liechtenstein,LIE,1986,4
Liechtenstein,LIE,1987,4
Liechtenstein,LIE,1988,3
Liechtenstein,LIE,1989,2
Liechtenstein,LIE,1990,3
Liechtenstein,LIE,1991,3
Liechtenstein,LIE,1992,1
Liechtenstein,LIE,1993,2
Liechtenstein,LIE,1994,3
Liechtenstein,LIE,1995,2
Liechtenstein,LIE,1996,3
Liechtenstein,LIE,1997,6
Liechtenstein,LIE,1998,0
Liechtenstein,LIE,1999,0
Liechtenstein,LIE,2000,3
Liechtenstein,LIE,2001,2
Liechtenstein,LIE,2002,0
Liechtenstein,LIE,2003,5
Liechtenstein,LIE,2004,1
Liechtenstein,LIE,2005,2
Liechtenstein,LIE,2006,0
Liechtenstein,LIE,2007,0
Liechtenstein,LIE,2008,1
Liechtenstein,LIE,2009,1
Liechtenstein,LIE,2010,0
Liechtenstein,LIE,2011,2
Liechtenstein,LIE,2012,1
Liechtenstein,LIE,2013,2
Liechtenstein,LIE,2014,3
Liechtenstein,LIE,2015,2
Liechtenstein,LIE,2016,0
Lithuania,LTU,1970,667
Lithuania,LTU,1971,761
Lithuania,LTU,1972,738
Lithuania,LTU,1973,686
Lithuania,LTU,1974,780
Lithuania,LTU,1975,899
Lithuania,LTU,1976,831
Lithuania,LTU,1977,789
Lithuania,LTU,1978,803
Lithuania,LTU,1979,799
Lithuania,LTU,1980,779
Lithuania,LTU,1981,743
Lithuania,LTU,1982,818
Lithuania,LTU,1983,784
Lithuania,LTU,1984,712
Lithuania,LTU,1985,649
Lithuania,LTU,1986,617
Lithuania,LTU,1987,623
Lithuania,LTU,1988,765
Lithuania,LTU,1989,942
Lithuania,LTU,1990,933
Lithuania,LTU,1991,1093
Lithuania,LTU,1992,779
Lithuania,LTU,1993,892
Lithuania,LTU,1994,765
Lithuania,LTU,1995,671
Lithuania,LTU,1996,667
Lithuania,LTU,1997,726
Lithuania,LTU,1998,829
Lithuania,LTU,1999,748
Lithuania,LTU,2000,641
Lithuania,LTU,2001,706
Lithuania,LTU,2002,697
Lithuania,LTU,2003,709
Lithuania,LTU,2004,752
Lithuania,LTU,2005,773
Lithuania,LTU,2006,760
Lithuania,LTU,2007,740
Lithuania,LTU,2008,499
Lithuania,LTU,2009,370
Lithuania,LTU,2010,299
Lithuania,LTU,2011,296
Lithuania,LTU,2012,302
Lithuania,LTU,2013,256
Lithuania,LTU,2014,267
Lithuania,LTU,2015,242
Lithuania,LTU,2016,192
Luxembourg,LUX,1970,132
Luxembourg,LUX,1971,86
Luxembourg,LUX,1972,107
Luxembourg,LUX,1973,108
Luxembourg,LUX,1974,127
Luxembourg,LUX,1975,124
Luxembourg,LUX,1976,100
Luxembourg,LUX,1977,110
Luxembourg,LUX,1978,102
Luxembourg,LUX,1979,90
Luxembourg,LUX,1980,98
Luxembourg,LUX,1981,100
Luxembourg,LUX,1982,75
Luxembourg,LUX,1983,85
Luxembourg,LUX,1984,70
Luxembourg,LUX,1985,79
Luxembourg,LUX,1986,79
Luxembourg,LUX,1987,68
Luxembourg,LUX,1988,84
Luxembourg,LUX,1989,67
Luxembourg,LUX,1990,71
Luxembourg,LUX,1991,83
Luxembourg,LUX,1992,69
Luxembourg,LUX,1993,78
Luxembourg,LUX,1994,66
Luxembourg,LUX,1995,70
Luxembourg,LUX,1996,71
Luxembourg,LUX,1997,60
Luxembourg,LUX,1998,57
Luxembourg,LUX,1999,58
Luxembourg,LUX,2000,76
Luxembourg,LUX,2001,70
Luxembourg,LUX,2002,62
Luxembourg,LUX,2003,53
Luxembourg,LUX,2004,50
Luxembourg,LUX,2005,47
Luxembourg,LUX,2006,43
Luxembourg,LUX,2007,45
Luxembourg,LUX,2008,35
Luxembourg,LUX,2009,48
Luxembourg,LUX,2010,32
Luxembourg,LUX,2011,33
Luxembourg,LUX,2012,34
Luxembourg,LUX,2013,45
Luxembourg,LUX,2014,35
Luxembourg,LUX,2015,36
Macedonia,MKD,1970,148
Macedonia,MKD,1971,174
Macedonia,MKD,1972,202
Macedonia,MKD,1973,206
Macedonia,MKD,1974,235
Macedonia,MKD,1975,213
Macedonia,MKD,1976,214
Macedonia,MKD,1977,278
Macedonia,MKD,1978,264
Macedonia,MKD,1979,270
Macedonia,MKD,1980,221
Macedonia,MKD,1981,233
Macedonia,MKD,1982,209
Macedonia,MKD,1983,182
Macedonia,MKD,1984,176
Macedonia,MKD,1985,182
Macedonia,MKD,1986,196
Macedonia,MKD,1987,190
Macedonia,MKD,1988,168
Macedonia,MKD,1989,168
Macedonia,MKD,1990,207
Macedonia,MKD,1991,175
Macedonia,MKD,1992,148
Macedonia,MKD,1993,152
Macedonia,MKD,1994,147
Macedonia,MKD,1995,157
Macedonia,MKD,1996,154
Macedonia,MKD,1997,178
Macedonia,MKD,1998,187
Macedonia,MKD,1999,216
Macedonia,MKD,2000,162
Macedonia,MKD,2001,107
Macedonia,MKD,2002,176
Macedonia,MKD,2003,118
Macedonia,MKD,2004,155
Macedonia,MKD,2005,143
Macedonia,MKD,2006,140
Macedonia,MKD,2007,173
Macedonia,MKD,2008,162
Macedonia,MKD,2009,160
Macedonia,MKD,2010,162
Macedonia,MKD,2011,172
Macedonia,MKD,2012,132
Macedonia,MKD,2013,198
Macedonia,MKD,2014,130
Macedonia,MKD,2015,148
Macedonia,MKD,2016,165
Malta,MLT,1999,12
Malta,MLT,2000,15
Malta,MLT,2001,16
Malta,MLT,2002,16
Malta,MLT,2003,17
Malta,MLT,2004,13
Malta,MLT,2005,16
Malta,MLT,2006,10
Malta,MLT,2007,14
Malta,MLT,2008,15
Malta,MLT,2009,21
Malta,MLT,2010,15
Malta,MLT,2011,17
Malta,MLT,2012,9
Malta,MLT,2013,18
Malta,MLT,2014,10
Malta,MLT,2015,11
Mexico,MEX,1970,2598
Mexico,MEX,1971,2806
Mexico,MEX,1972,3076
Mexico,MEX,1973,3979
Mexico,MEX,1974,3603
Mexico,MEX,1975,3711
Mexico,MEX,1976,3811
Mexico,MEX,1977,4264
Mexico,MEX,1978,4556
Mexico,MEX,1979,5238
Mexico,MEX,1980,6172
Mexico,MEX,1981,5717
Mexico,MEX,1982,5085
Mexico,MEX,1983,4276
Mexico,MEX,1984,4345
Mexico,MEX,1985,4627
Mexico,MEX,1986,3342
Mexico,MEX,1987,4695
Mexico,MEX,1988,4863
Mexico,MEX,1989,5139
Mexico,MEX,1990,5469
Mexico,MEX,1991,5734
Mexico,MEX,1992,5481
Mexico,MEX,1993,5252
Mexico,MEX,1994,5115
Mexico,MEX,1995,4678
Mexico,MEX,1996,4810
Mexico,MEX,1997,4975
Mexico,MEX,1998,5064
Mexico,MEX,1999,5106
Mexico,MEX,2000,5224
Mexico,MEX,2001,5147
Mexico,MEX,2002,4864
Mexico,MEX,2003,4650
Mexico,MEX,2004,4603
Mexico,MEX,2005,4710
Mexico,MEX,2006,4908
Mexico,MEX,2007,5398
Mexico,MEX,2008,5379
Mexico,MEX,2009,4869
Mexico,MEX,2010,5032
Mexico,MEX,2011,4406
Mexico,MEX,2012,4539
Mexico,MEX,2013,3849
Mexico,MEX,2014,3774
Mexico,MEX,2015,3490
Mexico,MEX,2016,3371
Moldova,MDA,1970,585
Moldova,MDA,1971,647
Moldova,MDA,1972,628
Moldova,MDA,1973,675
Moldova,MDA,1974,801
Moldova,MDA,1975,797
Moldova,MDA,1976,796
Moldova,MDA,1977,911
Moldova,MDA,1978,911
Moldova,MDA,1979,884
Moldova,MDA,1980,931
Moldova,MDA,1981,925
Moldova,MDA,1982,959
Moldova,MDA,1983,973
Moldova,MDA,1984,951
Moldova,MDA,1985,811
Moldova,MDA,1986,823
Moldova,MDA,1987,741
Moldova,MDA,1988,872
Moldova,MDA,1989,1147
Moldova,MDA,1990,1127
Moldova,MDA,1991,968
Moldova,MDA,1992,756
Moldova,MDA,1993,422
Moldova,MDA,1994,540
Moldova,MDA,1995,544
Moldova,MDA,1996,554
Moldova,MDA,1997,569
Moldova,MDA,1998,492
Moldova,MDA,1999,396
Moldova,MDA,2000,406
Moldova,MDA,2001,419
Moldova,MDA,2002,412
Moldova,MDA,2003,425
Moldova,MDA,2004,405
Moldova,MDA,2005,391
Moldova,MDA,2006,382
Moldova,MDA,2007,464
Moldova,MDA,2008,500
Moldova,MDA,2009,487
Moldova,MDA,2010,452
Moldova,MDA,2011,433
Moldova,MDA,2012,442
Moldova,MDA,2013,295
Moldova,MDA,2014,324
Moldova,MDA,2015,300
Moldova,MDA,2016,311
Montenegro,MNE,2005,95
Montenegro,MNE,2006,85
Montenegro,MNE,2007,122
Montenegro,MNE,2008,112
Montenegro,MNE,2009,100
Montenegro,MNE,2010,95
Montenegro,MNE,2011,58
Montenegro,MNE,2012,46
Montenegro,MNE,2013,74
Montenegro,MNE,2014,65
Montenegro,MNE,2015,51
Montenegro,MNE,2016,65
Netherlands,NLD,1970,3180
Netherlands,NLD,1971,3170
Netherlands,NLD,1972,3260
Netherlands,NLD,1973,3090
Netherlands,NLD,1974,2550
Netherlands,NLD,1975,2321
Netherlands,NLD,1976,2430
Netherlands,NLD,1977,2580
Netherlands,NLD,1978,2290
Netherlands,NLD,1979,1980
Netherlands,NLD,1980,1997
Netherlands,NLD,1981,1807
Netherlands,NLD,1982,1710
Netherlands,NLD,1983,1756
Netherlands,NLD,1984,1615
Netherlands,NLD,1985,1438
Netherlands,NLD,1986,1529
Netherlands,NLD,1987,1485
Netherlands,NLD,1988,1366
Netherlands,NLD,1989,1456
Netherlands,NLD,1990,1376
Netherlands,NLD,1991,1281
Netherlands,NLD,1992,1285
Netherlands,NLD,1993,1252
Netherlands,NLD,1994,1298
Netherlands,NLD,1995,1334
Netherlands,NLD,1996,1251
Netherlands,NLD,1997,1235
Netherlands,NLD,1998,1149
Netherlands,NLD,1999,1186
Netherlands,NLD,2000,1166
Netherlands,NLD,2001,1083
Netherlands,NLD,2002,1066
Netherlands,NLD,2003,1088
Netherlands,NLD,2004,881
Netherlands,NLD,2005,817
Netherlands,NLD,2006,811
Netherlands,NLD,2007,791
Netherlands,NLD,2008,750
Netherlands,NLD,2009,720
Netherlands,NLD,2010,640
Netherlands,NLD,2011,661
Netherlands,NLD,2012,650
Netherlands,NLD,2013,570
Netherlands,NLD,2014,570
Netherlands,NLD,2015,621
New Zealand,NZL,1921,69
New Zealand,NZL,1922,61
New Zealand,NZL,1923,59
New Zealand,NZL,1924,94
New Zealand,NZL,1925,103
New Zealand,NZL,1926,149
New Zealand,NZL,1927,138
New Zealand,NZL,1928,176
New Zealand,NZL,1929,178
New Zealand,NZL,1930,246
New Zealand,NZL,1931,170
New Zealand,NZL,1932,168
New Zealand,NZL,1933,132
New Zealand,NZL,1934,169
New Zealand,NZL,1935,190
New Zealand,NZL,1936,203
New Zealand,NZL,1937,213
New Zealand,NZL,1938,243
New Zealand,NZL,1939,246
New Zealand,NZL,1940,205
New Zealand,NZL,1941,174
New Zealand,NZL,1942,164
New Zealand,NZL,1943,152
New Zealand,NZL,1944,142
New Zealand,NZL,1945,128
New Zealand,NZL,1946,191
New Zealand,NZL,1947,206
New Zealand,NZL,1948,196
New Zealand,NZL,1949,218
New Zealand,NZL,1950,232
New Zealand,NZL,1951,292
New Zealand,NZL,1952,272
New Zealand,NZL,1953,313
New Zealand,NZL,1954,360
New Zealand,NZL,1955,333
New Zealand,NZL,1956,329
New Zealand,NZL,1957,384
New Zealand,NZL,1958,379
New Zealand,NZL,1959,349
New Zealand,NZL,1960,374
New Zealand,NZL,1961,393
New Zealand,NZL,1962,398
New Zealand,NZL,1963,394
New Zealand,NZL,1964,428
New Zealand,NZL,1965,559
New Zealand,NZL,1966,549
New Zealand,NZL,1967,570
New Zealand,NZL,1968,522
New Zealand,NZL,1969,570
New Zealand,NZL,1970,655
New Zealand,NZL,1971,677
New Zealand,NZL,1972,713
New Zealand,NZL,1973,843
New Zealand,NZL,1974,676
New Zealand,NZL,1975,628
New Zealand,NZL,1976,609
New Zealand,NZL,1977,702
New Zealand,NZL,1978,654
New Zealand,NZL,1979,554
New Zealand,NZL,1980,599
New Zealand,NZL,1981,669
New Zealand,NZL,1982,673
New Zealand,NZL,1983,644
New Zealand,NZL,1984,669
New Zealand,NZL,1985,747
New Zealand,NZL,1986,766
New Zealand,NZL,1987,795
New Zealand,NZL,1988,727
New Zealand,NZL,1989,755
New Zealand,NZL,1990,729
New Zealand,NZL,1991,650
New Zealand,NZL,1992,646
New Zealand,NZL,1993,600
New Zealand,NZL,1994,580
New Zealand,NZL,1995,582
New Zealand,NZL,1996,514
New Zealand,NZL,1997,539
New Zealand,NZL,1998,501
New Zealand,NZL,1999,509
New Zealand,NZL,2000,462
New Zealand,NZL,2001,455
New Zealand,NZL,2002,405
New Zealand,NZL,2003,461
New Zealand,NZL,2004,435
New Zealand,NZL,2005,405
New Zealand,NZL,2006,393
New Zealand,NZL,2007,421
New Zealand,NZL,2008,366
New Zealand,NZL,2009,384
New Zealand,NZL,2010,375
New Zealand,NZL,2011,284
New Zealand,NZL,2012,308
New Zealand,NZL,2013,253
New Zealand,NZL,2014,293
New Zealand,NZL,2015,319
New Zealand,NZL,2016,327
Northern Ireland,,1931,114
Northern Ireland,,1932,119
Northern Ireland,,1933,141
Northern Ireland,,1934,132
Northern Ireland,,1935,123
Northern Ireland,,1936,127
Northern Ireland,,1937,130
Northern Ireland,,1938,118
Northern Ireland,,1939,147
Northern Ireland,,1940,181
Northern Ireland,,1941,275
Northern Ireland,,1942,233
Northern Ireland,,1943,155
Northern Ireland,,1944,154
Northern Ireland,,1945,124
Northern Ireland,,1946,115
Northern Ireland,,1947,112
Northern Ireland,,1948,127
Northern Ireland,,1949,147
Northern Ireland,,1950,144
Northern Ireland,,1951,167
Northern Ireland,,1952,133
Northern Ireland,,1953,163
Northern Ireland,,1954,159
Northern Ireland,,1955,160
Northern Ireland,,1956,144
Northern Ireland,,1957,169
Northern Ireland,,1958,141
Northern Ireland,,1959,156
Northern Ireland,,1960,172
Northern Ireland,,1961,169
Northern Ireland,,1962,156
Northern Ireland,,1963,176
Northern Ireland,,1964,219
Northern Ireland,,1965,191
Northern Ireland,,1966,248
Northern Ireland,,1967,217
Northern Ireland,,1968,216
Northern Ireland,,1969,257
Northern Ireland,,1970,272
Northern Ireland,,1971,304
Northern Ireland,,1972,372
Northern Ireland,,1973,335
Northern Ireland,,1974,316
Northern Ireland,,1975,313
Northern Ireland,,1976,300
Northern Ireland,,1977,355
Northern Ireland,,1978,288
Northern Ireland,,1979,293
Northern Ireland,,1980,229
Northern Ireland,,1981,223
Northern Ireland,,1982,216
Northern Ireland,,1983,173
Northern Ireland,,1984,189
Northern Ireland,,1985,177
Northern Ireland,,1986,236
Northern Ireland,,1987,214
Northern Ireland,,1988,178
Northern Ireland,,1989,181
Northern Ireland,,1990,185
Northern Ireland,,1991,185
Northern Ireland,,1992,150
Northern Ireland,,1993,143
Northern Ireland,,1994,157
Northern Ireland,,1995,144
Northern Ireland,,1996,142
Northern Ireland,,1997,144
Northern Ireland,,1998,160
Northern Ireland,,1999,141
Northern Ireland,,2000,171
Northern Ireland,,2001,148
Northern Ireland,,2002,150
Northern Ireland,,2003,150
Northern Ireland,,2004,147
Northern Ireland,,2005,135
Northern Ireland,,2006,126
Northern Ireland,,2007,113
Northern Ireland,,2008,107
Northern Ireland,,2009,115
Northern Ireland,,2010,55
Northern Ireland,,2011,59
Northern Ireland,,2012,48
Northern Ireland,,2013,57
Northern Ireland,,2014,79
Northern Ireland,,2015,74
Northern Ireland,,2016,68
Norway,NOR,1970,560
Norway,NOR,1971,530
Norway,NOR,1972,490
Norway,NOR,1973,510
Norway,NOR,1974,510
Norway,NOR,1975,539
Norway,NOR,1976,470
Norway,NOR,1977,440
Norway,NOR,1978,430
Norway,NOR,1979,440
Norway,NOR,1980,362
Norway,NOR,1981,338
Norway,NOR,1982,401
Norway,NOR,1983,409
Norway,NOR,1984,407
Norway,NOR,1985,402
Norway,NOR,1986,452
Norway,NOR,1987,398
Norway,NOR,1988,378
Norway,NOR,1989,381
Norway,NOR,1990,332
Norway,NOR,1991,323
Norway,NOR,1992,325
Norway,NOR,1993,281
Norway,NOR,1994,283
Norway,NOR,1995,305
Norway,NOR,1996,255
Norway,NOR,1997,303
Norway,NOR,1998,352
Norway,NOR,1999,304
Norway,NOR,2000,341
Norway,NOR,2001,275
Norway,NOR,2002,310
Norway,NOR,2003,280
Norway,NOR,2004,257
Norway,NOR,2005,224
Norway,NOR,2006,242
Norway,NOR,2007,233
Norway,NOR,2008,255
Norway,NOR,2009,212
Norway,NOR,2010,208
Norway,NOR,2011,168
Norway,NOR,2012,145
Norway,NOR,2013,187
Norway,NOR,2014,147
Norway,NOR,2015,117
Norway,NOR,2016,135
Poland,POL,1970,3446
Poland,POL,1971,3883
Poland,POL,1972,4320
Poland,POL,1973,4757
Poland,POL,1974,5195
Poland,POL,1975,5633
Poland,POL,1976,5730
Poland,POL,1977,5827
Poland,POL,1978,5925
Poland,POL,1979,5793
Poland,POL,1980,6002
Poland,POL,1981,6107
Poland,POL,1982,5535
Poland,POL,1983,5561
Poland,POL,1984,4980
Poland,POL,1985,4688
Poland,POL,1986,4667
Poland,POL,1987,4625
Poland,POL,1988,4851
Poland,POL,1989,6724
Poland,POL,1990,7333
Poland,POL,1991,7901
Poland,POL,1992,6946
Poland,POL,1993,6341
Poland,POL,1994,6744
Poland,POL,1995,6900
Poland,POL,1996,6359
Poland,POL,1997,7312
Poland,POL,1998,7080
Poland,POL,1999,6730
Poland,POL,2000,6294
Poland,POL,2001,5534
Poland,POL,2002,5827
Poland,POL,2003,5640
Poland,POL,2004,5712
Poland,POL,2005,5444
Poland,POL,2006,5243
Poland,POL,2007,5583
Poland,POL,2008,5437
Poland,POL,2009,4572
Poland,POL,2010,3907
Poland,POL,2011,4189
Poland,POL,2012,3577
Poland,POL,2013,3357
Poland,POL,2014,3202
Poland,POL,2015,2938
Poland,POL,2016,3026
Portugal,PRT,1970,1615
Portugal,PRT,1971,1884
Portugal,PRT,1972,1932
Portugal,PRT,1973,2378
Portugal,PRT,1974,2236
Portugal,PRT,1975,3051
Portugal,PRT,1976,2957
Portugal,PRT,1977,2454
Portugal,PRT,1978,2477
Portugal,PRT,1979,2492
Portugal,PRT,1980,2579
Portugal,PRT,1981,2587
Portugal,PRT,1982,2424
Portugal,PRT,1983,2482
Portugal,PRT,1984,2099
Portugal,PRT,1985,2138
Portugal,PRT,1986,2259
Portugal,PRT,1987,2617
Portugal,PRT,1988,2889
Portugal,PRT,1989,2708
Portugal,PRT,1990,2646
Portugal,PRT,1991,2822
Portugal,PRT,1992,2704
Portugal,PRT,1993,2370
Portugal,PRT,1994,2196
Portugal,PRT,1995,2397
Portugal,PRT,1996,2394
Portugal,PRT,1997,2210
Portugal,PRT,1998,2126
Portugal,PRT,1999,1995
Portugal,PRT,2000,1857
Portugal,PRT,2001,1671
Portugal,PRT,2002,1675
Portugal,PRT,2003,1546
Portugal,PRT,2004,1294
Portugal,PRT,2005,1247
Portugal,PRT,2006,969
Portugal,PRT,2007,974
Portugal,PRT,2008,885
Portugal,PRT,2009,737
Portugal,PRT,2010,937
Portugal,PRT,2011,891
Portugal,PRT,2012,718
Portugal,PRT,2013,637
Portugal,PRT,2014,638
Portugal,PRT,2015,593
Romania,ROU,1970,1938
Romania,ROU,1971,1807
Romania,ROU,1972,2062
Romania,ROU,1973,2033
Romania,ROU,1974,1951
Romania,ROU,1975,2156
Romania,ROU,1976,2222
Romania,ROU,1977,2278
Romania,ROU,1978,2193
Romania,ROU,1979,2047
Romania,ROU,1980,1863
Romania,ROU,1981,1751
Romania,ROU,1982,1616
Romania,ROU,1983,1522
Romania,ROU,1984,1449
Romania,ROU,1985,1340
Romania,ROU,1986,1229
Romania,ROU,1987,1188
Romania,ROU,1988,1195
Romania,ROU,1989,1106
Romania,ROU,1990,3782
Romania,ROU,1991,3078
Romania,ROU,1992,2816
Romania,ROU,1993,2826
Romania,ROU,1994,2877
Romania,ROU,1995,2845
Romania,ROU,1996,2845
Romania,ROU,1997,2863
Romania,ROU,1998,2778
Romania,ROU,1999,2505
Romania,ROU,2000,2499
Romania,ROU,2001,2461
Romania,ROU,2002,2398
Romania,ROU,2003,2235
Romania,ROU,2004,2418
Romania,ROU,2005,2641
Romania,ROU,2006,2587
Romania,ROU,2007,2800
Romania,ROU,2008,3065
Romania,ROU,2009,2797
Romania,ROU,2010,2377
Romania,ROU,2011,2018
Romania,ROU,2012,2042
Romania,ROU,2013,1861
Romania,ROU,2014,1818
Romania,ROU,2015,1893
Romania,ROU,2016,1913
Russia,RUS,1980,27492
Russia,RUS,1985,22676
Russia,RUS,1986,20651
Russia,RUS,1987,21243
Russia,RUS,1988,25938
Russia,RUS,1989,32739
Russia,RUS,1990,35366
Russia,RUS,1991,37510
Russia,RUS,1992,36471
Russia,RUS,1993,37120
Russia,RUS,1994,35599
Russia,RUS,1995,32791
Russia,RUS,1996,29468
Russia,RUS,1997,27665
Russia,RUS,1998,29021
Russia,RUS,1999,29718
Russia,RUS,2000,29594
Russia,RUS,2001,30916
Russia,RUS,2002,33243
Russia,RUS,2003,35602
Russia,RUS,2004,34506
Russia,RUS,2005,33957
Russia,RUS,2006,32724
Russia,RUS,2007,33308
Russia,RUS,2008,29936
Russia,RUS,2009,27659
Russia,RUS,2010,26567
Russia,RUS,2011,27953
Russia,RUS,2012,27991
Russia,RUS,2013,27025
Russia,RUS,2014,26958
Russia,RUS,2015,23114
Russia,RUS,2016,20308
Scotland,,1950,529
Scotland,,1955,610
Scotland,,1960,648
Scotland,,1965,743
Scotland,,1970,815
Scotland,,1975,769
Scotland,,1980,700
Scotland,,1985,602
Scotland,,1986,601
Scotland,,1987,556
Scotland,,1988,554
Scotland,,1989,553
Scotland,,1990,546
Scotland,,1991,491
Scotland,,1992,463
Scotland,,1993,399
Scotland,,1994,363
Scotland,,1995,409
Scotland,,1996,357
Scotland,,1997,377
Scotland,,1998,385
Scotland,,1999,310
Scotland,,2000,326
Scotland,,2001,348
Scotland,,2002,304
Scotland,,2003,336
Scotland,,2004,308
Scotland,,2005,286
Scotland,,2006,314
Scotland,,2007,281
Scotland,,2008,270
Scotland,,2009,216
Scotland,,2010,208
Scotland,,2011,185
Scotland,,2012,176
Scotland,,2013,172
Scotland,,2014,203
Scotland,,2015,168
Scotland,,2016,191
Serbia,SRB,1999,1100
Serbia,SRB,2000,1048
Serbia,SRB,2001,1273
Serbia,SRB,2002,847
Serbia,SRB,2003,858
Serbia,SRB,2004,953
Serbia,SRB,2005,841
Serbia,SRB,2006,900
Serbia,SRB,2007,962
Serbia,SRB,2008,897
Serbia,SRB,2009,808
Serbia,SRB,2010,656
Serbia,SRB,2011,728
Serbia,SRB,2012,684
Serbia,SRB,2013,646
Serbia,SRB,2014,536
Serbia,SRB,2015,601
Serbia,SRB,2016,606
Slovakia,SVK,1993,639
Slovakia,SVK,1994,680
Slovakia,SVK,1995,698
Slovakia,SVK,1996,638
Slovakia,SVK,1997,828
Slovakia,SVK,1998,861
Slovakia,SVK,1999,672
Slovakia,SVK,2000,648
Slovakia,SVK,2001,625
Slovakia,SVK,2002,626
Slovakia,SVK,2003,653
Slovakia,SVK,2004,608
Slovakia,SVK,2005,600
Slovakia,SVK,2006,608
Slovakia,SVK,2007,661
Slovakia,SVK,2008,606
Slovakia,SVK,2009,384
Slovakia,SVK,2010,353
