Entity,Code,Year,"Spirits, recorded per capita (15+) consumption (in litres of pure alcohol)  (litres of pure alcohol)"
Democratic Republic of Congo,COD,1997,0
Democratic Republic of Congo,COD,1998,0
Democratic Republic of Congo,COD,1999,0.02
Democratic Republic of Congo,COD,2000,0.01
Democratic Republic of Congo,COD,2001,0.02
Democratic Republic of Congo,COD,2002,0.01
Democratic Republic of Congo,COD,2003,0.01
Democratic Republic of Congo,COD,2004,0.03
Democratic Republic of Congo,COD,2005,0.03
Democratic Republic of Congo,COD,2006,0.04
Democratic Republic of Congo,COD,2007,0.03
Democratic Republic of Congo,COD,2008,0.08
Democratic Republic of Congo,COD,2009,0.02
Democratic Republic of Congo,COD,2010,0.04
Democratic Republic of Congo,COD,2011,0.01
Denmark,DNK,1961,0.99
Denmark,DNK,1962,0.95
Denmark,DNK,1963,0.99
Denmark,DNK,1964,1.17
Denmark,DNK,1965,1.26
Denmark,DNK,1966,1.26
Denmark,DNK,1967,1.28
Denmark,DNK,1968,1.27
Denmark,DNK,1969,1.46
Denmark,DNK,1970,1.66
Denmark,DNK,1971,1.84
Denmark,DNK,1972,2
Denmark,DNK,1973,1.99
Denmark,DNK,1974,2.05
Denmark,DNK,1975,2.25
Denmark,DNK,1976,2.42
Denmark,DNK,1977,2.32
Denmark,DNK,1978,1.72
Denmark,DNK,1979,1.82
Denmark,DNK,1980,1.87
Denmark,DNK,1981,2.01
Denmark,DNK,1982,2.05
Denmark,DNK,1983,1.92
Denmark,DNK,1984,1.84
Denmark,DNK,1985,1.97
Denmark,DNK,1986,1.93
Denmark,DNK,1987,1.82
Denmark,DNK,1988,1.75
Denmark,DNK,1989,1.65
Denmark,DNK,1990,1.58
Denmark,DNK,1991,1.59
Denmark,DNK,1992,1.43
Denmark,DNK,1993,1.3
Denmark,DNK,1994,1.32
Denmark,DNK,1995,1.21
Denmark,DNK,1996,1.35
Denmark,DNK,1997,1.35
Denmark,DNK,1998,1.37
Denmark,DNK,1999,1.37
Denmark,DNK,2000,1.41
Denmark,DNK,2001,1.39
Denmark,DNK,2002,1.42
Denmark,DNK,2003,1.6
Denmark,DNK,2004,1.85
Denmark,DNK,2005,1.78
Denmark,DNK,2006,1.69
Denmark,DNK,2007,1.74
Denmark,DNK,2008,1.66
Denmark,DNK,2009,1.52
Denmark,DNK,2010,1.44
Denmark,DNK,2011,1.51
Denmark,DNK,2012,1.52
Denmark,DNK,2013,1.58
Denmark,DNK,2014,1.6
Djibouti,DJI,1961,0
Djibouti,DJI,1962,0
Djibouti,DJI,1963,0
Djibouti,DJI,1964,0
Djibouti,DJI,1965,0
Djibouti,DJI,1966,0
Djibouti,DJI,1967,0
Djibouti,DJI,1968,0
Djibouti,DJI,1969,0
Djibouti,DJI,1970,0
Djibouti,DJI,1971,0
Djibouti,DJI,1972,0
Djibouti,DJI,1973,0
Djibouti,DJI,1974,0
Djibouti,DJI,1975,0
Djibouti,DJI,1976,0
Djibouti,DJI,1977,0.72
Djibouti,DJI,1978,1.29
Djibouti,DJI,1979,1.01
Djibouti,DJI,1980,0.89
Djibouti,DJI,1981,0.9
Djibouti,DJI,1982,1.02
Djibouti,DJI,1983,1.44
Djibouti,DJI,1984,1.51
Djibouti,DJI,1985,1.93
Djibouti,DJI,1986,1.49
Djibouti,DJI,1987,0.73
Djibouti,DJI,1988,0.28
Djibouti,DJI,1989,0.25
Djibouti,DJI,1990,0.19
Djibouti,DJI,1991,0.18
Djibouti,DJI,1992,0.1
Djibouti,DJI,1993,0.1
Djibouti,DJI,1994,0.1
Djibouti,DJI,1995,0.1
Djibouti,DJI,1996,0.09
Djibouti,DJI,1997,1.14
Djibouti,DJI,1998,1.03
Djibouti,DJI,1999,0.67
Djibouti,DJI,2000,1.08
Djibouti,DJI,2001,0.67
Djibouti,DJI,2002,0.66
Djibouti,DJI,2003,0.7
Djibouti,DJI,2004,0.86
Djibouti,DJI,2005,0.94
Djibouti,DJI,2006,0.75
Djibouti,DJI,2007,0.22
Djibouti,DJI,2008,0.21
Djibouti,DJI,2009,0.21
Djibouti,DJI,2010,0.18
Djibouti,DJI,2011,0.19
Djibouti,DJI,2012,0.23
Djibouti,DJI,2013,0.22
Djibouti,DJI,2014,0.22
Dominica,DMA,1990,8.12
Dominica,DMA,1991,9.87
Dominica,DMA,1992,8.18
Dominica,DMA,1993,7.4
Dominica,DMA,1994,5.74
Dominica,DMA,1995,7.06
Dominica,DMA,1996,6.36
Dominica,DMA,1997,6.57
Dominica,DMA,1998,6.29
Dominica,DMA,1999,6.56
Dominica,DMA,2000,6.94
Dominica,DMA,2001,6.82
Dominica,DMA,2002,6.64
Dominica,DMA,2003,6.19
Dominica,DMA,2004,7.03
Dominica,DMA,2005,6.69
Dominica,DMA,2006,7.11
Dominica,DMA,2007,6.53
Dominica,DMA,2008,7.38
Dominica,DMA,2009,6.35
Dominica,DMA,2010,6.16
Dominica,DMA,2011,4.79
Dominican Republic,DOM,1961,0.95
Dominican Republic,DOM,1962,1.48
Dominican Republic,DOM,1963,1.55
Dominican Republic,DOM,1964,1.5
Dominican Republic,DOM,1965,1.4
Dominican Republic,DOM,1966,1.54
Dominican Republic,DOM,1967,1.43
Dominican Republic,DOM,1968,1.34
Dominican Republic,DOM,1969,1.4
Dominican Republic,DOM,1970,1.53
Dominican Republic,DOM,1971,1.52
Dominican Republic,DOM,1972,1.56
Dominican Republic,DOM,1973,1.64
Dominican Republic,DOM,1974,2.05
Dominican Republic,DOM,1975,2.22
Dominican Republic,DOM,1976,2.53
Dominican Republic,DOM,1977,2.64
Dominican Republic,DOM,1978,2.24
Dominican Republic,DOM,1979,2.28
Dominican Republic,DOM,1980,2.18
Dominican Republic,DOM,1981,2.03
Dominican Republic,DOM,1982,2.21
Dominican Republic,DOM,1983,2.14
Dominican Republic,DOM,1984,2.53
Dominican Republic,DOM,1985,2.28
Dominican Republic,DOM,1986,2.42
Dominican Republic,DOM,1987,3.02
Dominican Republic,DOM,1988,2.74
Dominican Republic,DOM,1989,2.95
Dominican Republic,DOM,1990,3.81
Dominican Republic,DOM,1991,3.35
Dominican Republic,DOM,1992,3.84
Dominican Republic,DOM,1993,3.66
Dominican Republic,DOM,1994,3.62
Dominican Republic,DOM,1995,3.44
Dominican Republic,DOM,1996,3.63
Dominican Republic,DOM,1997,3.52
Dominican Republic,DOM,1998,3.34
Dominican Republic,DOM,1999,3.39
Dominican Republic,DOM,2000,3.73
Dominican Republic,DOM,2001,3.61
Dominican Republic,DOM,2002,3.6
Dominican Republic,DOM,2003,3.54
Dominican Republic,DOM,2004,2.94
Dominican Republic,DOM,2005,2.81
Dominican Republic,DOM,2006,2.67
Dominican Republic,DOM,2007,2.96
Dominican Republic,DOM,2008,2.87
Dominican Republic,DOM,2009,2.65
Dominican Republic,DOM,2010,2.57
Dominican Republic,DOM,2011,2.47
Dominican Republic,DOM,2012,2.44
Dominican Republic,DOM,2013,2.39
Dominican Republic,DOM,2014,2.29
Ecuador,ECU,1961,0.55
Ecuador,ECU,1962,0.62
Ecuador,ECU,1963,0.67
Ecuador,ECU,1964,0.73
Ecuador,ECU,1965,0.75
Ecuador,ECU,1966,0.82
Ecuador,ECU,1967,0.78
Ecuador,ECU,1968,0.85
Ecuador,ECU,1969,0.86
Ecuador,ECU,1970,0.62
Ecuador,ECU,1971,0.69
Ecuador,ECU,1972,0.86
Ecuador,ECU,1973,0.92
Ecuador,ECU,1974,1.19
Ecuador,ECU,1975,1.5
Ecuador,ECU,1976,1.65
Ecuador,ECU,1977,1.42
Ecuador,ECU,1978,1.61
Ecuador,ECU,1979,1.45
Ecuador,ECU,1980,1.54
Ecuador,ECU,1981,1.35
Ecuador,ECU,1982,1.28
Ecuador,ECU,1983,1.2
Ecuador,ECU,1984,1.01
Ecuador,ECU,1985,1.05
Ecuador,ECU,1986,1.08
Ecuador,ECU,1987,1.02
Ecuador,ECU,1988,1.15
Ecuador,ECU,1989,0.92
Ecuador,ECU,1990,0.98
Ecuador,ECU,1991,1.07
Ecuador,ECU,1992,0.99
Ecuador,ECU,1993,1.03
Ecuador,ECU,1994,1.11
Ecuador,ECU,1995,1.58
Ecuador,ECU,1996,0.9
Ecuador,ECU,1997,0.3
Ecuador,ECU,1998,0.35
Ecuador,ECU,1999,0.27
Ecuador,ECU,2000,2.61
Ecuador,ECU,2001,2.57
Ecuador,ECU,2002,2.19
Ecuador,ECU,2003,1.88
Ecuador,ECU,2004,1.77
Ecuador,ECU,2005,1.57
Ecuador,ECU,2006,1.36
Ecuador,ECU,2007,1.39
Ecuador,ECU,2008,1.31
Ecuador,ECU,2009,1.19
Ecuador,ECU,2010,1.21
Ecuador,ECU,2011,1.15
Ecuador,ECU,2012,0.96
Ecuador,ECU,2013,0.74
Ecuador,ECU,2014,0.74
Egypt,EGY,1961,0.51
Egypt,EGY,1962,0.5
Egypt,EGY,1963,0.49
Egypt,EGY,1964,0.48
Egypt,EGY,1965,0.47
Egypt,EGY,1966,0.44
Egypt,EGY,1967,0.41
Egypt,EGY,1968,0.36
Egypt,EGY,1969,0.38
Egypt,EGY,1970,0.3
Egypt,EGY,1971,0.22
Egypt,EGY,1972,0.13
Egypt,EGY,1973,0.13
Egypt,EGY,1974,0.12
Egypt,EGY,1975,0.05
Egypt,EGY,1976,0.13
Egypt,EGY,1977,0.17
Egypt,EGY,1978,0.22
Egypt,EGY,1979,0.22
Egypt,EGY,1980,0.27
Egypt,EGY,1981,0.23
Egypt,EGY,1982,0.27
Egypt,EGY,1983,0.29
Egypt,EGY,1984,0.31
Egypt,EGY,1985,0.3
Egypt,EGY,1986,0.31
Egypt,EGY,1987,0.31
Egypt,EGY,1988,0.33
Egypt,EGY,1989,0.34
Egypt,EGY,1990,0.01
Egypt,EGY,1991,0.01
Egypt,EGY,1992,0.01
Egypt,EGY,1993,0.02
Egypt,EGY,1994,0.02
Egypt,EGY,1995,0.02
Egypt,EGY,1996,0.02
Egypt,EGY,1997,0.02
Egypt,EGY,1998,0.02
Egypt,EGY,1999,0.02
Egypt,EGY,2000,0.07
Egypt,EGY,2001,0.06
Egypt,EGY,2002,0.06
Egypt,EGY,2003,0.06
Egypt,EGY,2004,0.05
Egypt,EGY,2005,0.05
Egypt,EGY,2006,0.05
Egypt,EGY,2007,0.06
Egypt,EGY,2008,0.06
Egypt,EGY,2009,0.06
Egypt,EGY,2010,0.08
Egypt,EGY,2011,0.07
Egypt,EGY,2012,0.08
Egypt,EGY,2013,0.07
Egypt,EGY,2014,0.07
El Salvador,SLV,1961,1.06
El Salvador,SLV,1962,1.08
El Salvador,SLV,1963,1.07
El Salvador,SLV,1964,1.2
El Salvador,SLV,1965,1.32
El Salvador,SLV,1966,1.13
El Salvador,SLV,1967,1.18
El Salvador,SLV,1968,1.2
El Salvador,SLV,1969,1.09
El Salvador,SLV,1970,1.15
El Salvador,SLV,1971,1.06
El Salvador,SLV,1972,1.02
El Salvador,SLV,1973,1.1
El Salvador,SLV,1974,1.52
El Salvador,SLV,1975,1.75
El Salvador,SLV,1976,1.88
El Salvador,SLV,1977,2.17
El Salvador,SLV,1978,2.1
El Salvador,SLV,1979,2.09
El Salvador,SLV,1980,2.04
El Salvador,SLV,1981,2.23
El Salvador,SLV,1982,2.05
El Salvador,SLV,1983,1.93
El Salvador,SLV,1984,1.81
El Salvador,SLV,1985,1.8
El Salvador,SLV,1986,1.49
El Salvador,SLV,1987,1.34
El Salvador,SLV,1988,0.96
El Salvador,SLV,1989,0.94
El Salvador,SLV,1990,1.24
El Salvador,SLV,1991,1.27
El Salvador,SLV,1992,0.9
El Salvador,SLV,1993,1.08
El Salvador,SLV,1994,1.31
El Salvador,SLV,1995,1.33
El Salvador,SLV,1996,1.22
El Salvador,SLV,1997,1.59
El Salvador,SLV,1998,1.63
El Salvador,SLV,1999,1.86
El Salvador,SLV,2000,1.66
El Salvador,SLV,2001,1.75
El Salvador,SLV,2002,1.81
El Salvador,SLV,2003,1.89
El Salvador,SLV,2004,1.73
El Salvador,SLV,2005,1.75
El Salvador,SLV,2006,1.67
El Salvador,SLV,2007,1.7
El Salvador,SLV,2008,1.6
El Salvador,SLV,2009,1.52
El Salvador,SLV,2010,1.32
El Salvador,SLV,2011,1.32
El Salvador,SLV,2012,1.36
El Salvador,SLV,2013,1.25
El Salvador,SLV,2014,1.32
Equatorial Guinea,GNQ,1983,0
Equatorial Guinea,GNQ,1984,0
Equatorial Guinea,GNQ,1985,0
Equatorial Guinea,GNQ,1986,0
Equatorial Guinea,GNQ,1987,0
Equatorial Guinea,GNQ,1988,0
Equatorial Guinea,GNQ,1989,0
Equatorial Guinea,GNQ,1990,0
Equatorial Guinea,GNQ,1991,0
Equatorial Guinea,GNQ,1992,0
Equatorial Guinea,GNQ,1993,0
Equatorial Guinea,GNQ,1994,0
Equatorial Guinea,GNQ,1995,0
Equatorial Guinea,GNQ,1996,0
Equatorial Guinea,GNQ,1997,0
Equatorial Guinea,GNQ,1998,0
Equatorial Guinea,GNQ,1999,0
Equatorial Guinea,GNQ,2000,0
Equatorial Guinea,GNQ,2001,0
Equatorial Guinea,GNQ,2002,0
Equatorial Guinea,GNQ,2003,0
Equatorial Guinea,GNQ,2004,0
Equatorial Guinea,GNQ,2005,0
Equatorial Guinea,GNQ,2006,0
Equatorial Guinea,GNQ,2007,0
Equatorial Guinea,GNQ,2008,0
Equatorial Guinea,GNQ,2009,0
Equatorial Guinea,GNQ,2010,0
Equatorial Guinea,GNQ,2011,0
Equatorial Guinea,GNQ,2012,0
Equatorial Guinea,GNQ,2013,0
Eritrea,ERI,1961,0
Eritrea,ERI,1962,0
Eritrea,ERI,1963,0
Eritrea,ERI,1964,0
Eritrea,ERI,1965,0
Eritrea,ERI,1966,0
Eritrea,ERI,1967,0
Eritrea,ERI,1968,0
Eritrea,ERI,1969,0
Eritrea,ERI,1970,0
Eritrea,ERI,1971,0
Eritrea,ERI,1972,0
Eritrea,ERI,1973,0
Eritrea,ERI,1974,0
Eritrea,ERI,1976,0
Eritrea,ERI,1977,0
Eritrea,ERI,1978,0
Eritrea,ERI,1979,0
Eritrea,ERI,1980,0
Eritrea,ERI,1981,0
Eritrea,ERI,1982,0
Eritrea,ERI,1983,0
Eritrea,ERI,1984,0
Eritrea,ERI,1985,0
Eritrea,ERI,1986,0
Eritrea,ERI,1987,0
Eritrea,ERI,1988,0
Eritrea,ERI,1989,0
Eritrea,ERI,1990,0
Eritrea,ERI,1991,0
Eritrea,ERI,1992,0
Eritrea,ERI,1993,0
Eritrea,ERI,1994,0.01
Eritrea,ERI,1995,0
Eritrea,ERI,1996,0.01
Eritrea,ERI,1997,0.01
Eritrea,ERI,1998,0.01
Eritrea,ERI,1999,0
Eritrea,ERI,2000,0.01
Eritrea,ERI,2001,0.03
Eritrea,ERI,2002,0.02
Eritrea,ERI,2003,0.02
Eritrea,ERI,2004,0.02
Eritrea,ERI,2005,0.02
Eritrea,ERI,2006,0
Eritrea,ERI,2007,0
Eritrea,ERI,2008,0
Eritrea,ERI,2009,0
Eritrea,ERI,2010,0
Eritrea,ERI,2011,0
Estonia,EST,2002,4.37
Estonia,EST,2003,4.81
Estonia,EST,2004,6.18
Estonia,EST,2005,6.13
Estonia,EST,2006,6.62
Estonia,EST,2007,7.87
Estonia,EST,2008,7.3
Estonia,EST,2009,6.19
Estonia,EST,2010,5.64
Ethiopia,ETH,1961,0
Ethiopia,ETH,1962,0
Ethiopia,ETH,1963,0
Ethiopia,ETH,1964,0
Ethiopia,ETH,1965,0
Ethiopia,ETH,1966,0
Ethiopia,ETH,1967,0
Ethiopia,ETH,1968,0
Ethiopia,ETH,1969,0
Ethiopia,ETH,1970,0
Ethiopia,ETH,1971,0
Ethiopia,ETH,1972,0
Ethiopia,ETH,1973,0
Ethiopia,ETH,1974,0
Ethiopia,ETH,1975,0
Ethiopia,ETH,1976,0
Ethiopia,ETH,1977,0
Ethiopia,ETH,1978,0
Ethiopia,ETH,1979,0
Ethiopia,ETH,1980,0
Ethiopia,ETH,1981,0
Ethiopia,ETH,1982,0
Ethiopia,ETH,1983,0
Ethiopia,ETH,1984,0
Ethiopia,ETH,1985,0
Ethiopia,ETH,1986,0
Ethiopia,ETH,1987,0
Ethiopia,ETH,1988,0
Ethiopia,ETH,1989,0.09
Ethiopia,ETH,1990,0.1
Ethiopia,ETH,1991,0.07
Ethiopia,ETH,1992,0.07
Ethiopia,ETH,1993,0.08
Ethiopia,ETH,1994,0.07
Ethiopia,ETH,1995,0.08
Ethiopia,ETH,1996,0.08
Ethiopia,ETH,1997,0.09
Ethiopia,ETH,1998,0.09
Ethiopia,ETH,1999,0.09
Ethiopia,ETH,2000,0.05
Ethiopia,ETH,2001,0.03
Ethiopia,ETH,2002,0.04
Ethiopia,ETH,2003,0.04
Ethiopia,ETH,2004,0.04
Ethiopia,ETH,2005,0.05
Ethiopia,ETH,2006,0.07
Ethiopia,ETH,2007,0.07
Ethiopia,ETH,2008,0.06
Ethiopia,ETH,2009,0.06
Ethiopia,ETH,2010,0.06
Ethiopia,ETH,2011,0.05
Ethiopia,ETH,2012,0.12
Ethiopia,ETH,2013,0.12
Fiji,FJI,1961,0.53
Fiji,FJI,1962,0.48
Fiji,FJI,1963,0.61
Fiji,FJI,1964,0.8
Fiji,FJI,1965,0.89
Fiji,FJI,1966,0.63
Fiji,FJI,1967,0.47
Fiji,FJI,1968,0.67
Fiji,FJI,1969,0.76
Fiji,FJI,1970,0.7
Fiji,FJI,1971,0.86
Fiji,FJI,1972,0.97
Fiji,FJI,1973,1.19
Fiji,FJI,1974,1
Fiji,FJI,1975,0.84
Fiji,FJI,1976,0.9
Fiji,FJI,1977,1.02
Fiji,FJI,1978,0.89
Fiji,FJI,1979,0.87
Fiji,FJI,1980,0.52
Fiji,FJI,1981,0.41
Fiji,FJI,1982,0.15
Fiji,FJI,1983,0.03
Fiji,FJI,1984,0.09
Fiji,FJI,1985,0.04
Fiji,FJI,1986,0.05
Fiji,FJI,1987,0.03
Fiji,FJI,1988,0.04
Fiji,FJI,1989,0.05
Fiji,FJI,1990,0.07
Fiji,FJI,1991,0.02
Fiji,FJI,1992,0.13
Fiji,FJI,1993,0.12
Fiji,FJI,1994,0.06
Fiji,FJI,1995,0.06
Fiji,FJI,1996,0.21
Fiji,FJI,1997,0.1
Fiji,FJI,1998,0.05
Fiji,FJI,1999,0.22
Fiji,FJI,2000,0.21
Fiji,FJI,2001,0.16
Fiji,FJI,2002,0.16
Fiji,FJI,2003,0.28
Fiji,FJI,2004,0.16
Fiji,FJI,2005,0.58
Fiji,FJI,2006,0.67
Fiji,FJI,2007,0.71
Fiji,FJI,2008,0.58
Fiji,FJI,2009,0.95
Fiji,FJI,2010,0.88
Finland,FIN,1961,0.94
Finland,FIN,1962,0.95
Finland,FIN,1963,0.93
Finland,FIN,1964,0.89
Finland,FIN,1965,0.91
Finland,FIN,1966,0.93
Finland,FIN,1967,0.93
Finland,FIN,1968,0.93
Finland,FIN,1969,1.03
Finland,FIN,1970,1.14
Finland,FIN,1971,1.32
Finland,FIN,1972,1.39
Finland,FIN,1973,1.56
Finland,FIN,1974,1.87
Finland,FIN,1975,1.81
Finland,FIN,1976,1.87
Finland,FIN,1977,1.9
Finland,FIN,1978,1.77
Finland,FIN,1979,1.73
Finland,FIN,1980,1.74
Finland,FIN,1981,1.71
Finland,FIN,1982,1.75
Finland,FIN,1983,1.65
Finland,FIN,1984,1.79
Finland,FIN,1985,1.74
Finland,FIN,1986,1.82
Finland,FIN,1987,1.85
Finland,FIN,1988,1.8
Finland,FIN,1989,1.8
Finland,FIN,1990,1.73
Finland,FIN,1991,1.52
Finland,FIN,1992,1.3
Finland,FIN,1993,1.14
Finland,FIN,1994,1.07
Finland,FIN,1995,1.2
Finland,FIN,1996,1.08
Finland,FIN,1997,1.11
Finland,FIN,1998,1.16
Finland,FIN,1999,1.1
Finland,FIN,2000,2.22
Finland,FIN,2001,2.32
Finland,FIN,2002,2.37
Finland,FIN,2003,2.38
Finland,FIN,2004,2.79
Finland,FIN,2005,2.82
Finland,FIN,2006,2.86
Finland,FIN,2007,2.86
Finland,FIN,2008,2.69
Finland,FIN,2009,2.49
Finland,FIN,2010,2.33
Finland,FIN,2011,2.25
Finland,FIN,2012,2.16
Finland,FIN,2013,2.03
Finland,FIN,2014,1.94
France,FRA,1961,2.95
France,FRA,1962,3.07
France,FRA,1963,3.22
France,FRA,1964,3.29
France,FRA,1965,3.35
France,FRA,1966,3.38
France,FRA,1967,3.35
France,FRA,1968,2.87
France,FRA,1969,2.96
France,FRA,1970,3.06
France,FRA,1971,2.89
France,FRA,1972,2.95
France,FRA,1973,3.12
France,FRA,1974,3.15
France,FRA,1975,3.18
France,FRA,1976,3.06
France,FRA,1977,3.09
France,FRA,1978,3.19
France,FRA,1979,3.27
France,FRA,1980,2.97
France,FRA,1981,2.71
France,FRA,1982,2.83
France,FRA,1983,2.77
France,FRA,1984,2.58
France,FRA,1985,2.7
France,FRA,1986,2.71
France,FRA,1987,2.77
France,FRA,1988,2.85
France,FRA,1989,2.98
France,FRA,1990,2.86
France,FRA,1991,2.85
France,FRA,1992,3.09
France,FRA,1993,2.83
France,FRA,1994,2.84
France,FRA,1995,2.82
France,FRA,1996,2.87
France,FRA,1997,2.75
France,FRA,1998,2.75
France,FRA,1999,2.71
France,FRA,2000,2.71
France,FRA,2001,2.77
France,FRA,2002,2.74
France,FRA,2003,2.65
France,FRA,2004,2.67
France,FRA,2005,2.6
France,FRA,2006,2.7
France,FRA,2007,2.7
France,FRA,2008,2.8
France,FRA,2009,2.7
France,FRA,2010,2.7
France,FRA,2011,2.6
France,FRA,2012,2.5
France,FRA,2013,2.5
France,FRA,2014,2.5
Gabon,GAB,1961,0.26
Gabon,GAB,1962,0.27
Gabon,GAB,1963,0.31
Gabon,GAB,1964,0.34
Gabon,GAB,1965,0.37
Gabon,GAB,1966,0.34
Gabon,GAB,1967,0.3
Gabon,GAB,1968,0.39
Gabon,GAB,1969,0.37
Gabon,GAB,1970,0.45
Gabon,GAB,1971,0.5
Gabon,GAB,1972,0.54
Gabon,GAB,1973,0.58
Gabon,GAB,1974,0.92
Gabon,GAB,1975,1.37
Gabon,GAB,1976,1.49
Gabon,GAB,1977,1.52
Gabon,GAB,1978,1.5
Gabon,GAB,1979,1.17
Gabon,GAB,1980,1.14
Gabon,GAB,1981,1.35
Gabon,GAB,1982,1.28
Gabon,GAB,1983,1.29
Gabon,GAB,1984,1.38
Gabon,GAB,1985,1.02
Gabon,GAB,1986,0.86
Gabon,GAB,1987,0.65
Gabon,GAB,1988,0.53
Gabon,GAB,1989,0.42
Gabon,GAB,1990,0.41
Gabon,GAB,1991,0.71
Gabon,GAB,1992,0.69
Gabon,GAB,1993,0.51
Gabon,GAB,1994,0.53
Gabon,GAB,1995,0.73
Gabon,GAB,1996,1.04
Gabon,GAB,1997,1.47
Gabon,GAB,1998,1.11
Gabon,GAB,1999,1.08
Gabon,GAB,2000,1.47
Gabon,GAB,2001,1.69
Gabon,GAB,2002,1.7
Gabon,GAB,2003,0.77
Gabon,GAB,2004,2.24
Gabon,GAB,2005,1.51
Gabon,GAB,2006,1.46
Gabon,GAB,2007,2.02
Gabon,GAB,2008,1.55
Gabon,GAB,2009,1.59
Gabon,GAB,2010,1.69
Gabon,GAB,2011,1.94
Gabon,GAB,2012,1.49
Gabon,GAB,2013,1.61
Gambia,GMB,1961,0.04
Gambia,GMB,1962,0.04
Gambia,GMB,1963,0.03
Gambia,GMB,1964,0.03
Gambia,GMB,1965,0.03
Gambia,GMB,1966,0.03
Gambia,GMB,1967,0.02
Gambia,GMB,1968,0.02
Gambia,GMB,1969,0.03
Gambia,GMB,1970,0.02
Gambia,GMB,1971,0.02
Gambia,GMB,1972,0.05
Gambia,GMB,1973,0.05
Gambia,GMB,1974,0.05
Gambia,GMB,1975,0.04
Gambia,GMB,1976,0.08
Gambia,GMB,1977,0.07
Gambia,GMB,1978,0.07
Gambia,GMB,1979,0.07
Gambia,GMB,1980,0.07
Gambia,GMB,1981,0.07
Gambia,GMB,1982,0.07
Gambia,GMB,1983,0.07
Gambia,GMB,1984,0.07
Gambia,GMB,1985,0.07
Gambia,GMB,1986,0.06
Gambia,GMB,1987,0.04
Gambia,GMB,1988,0.04
Gambia,GMB,1989,0.03
Gambia,GMB,1990,0.03
Gambia,GMB,1991,0.03
Gambia,GMB,1992,0.03
Gambia,GMB,1993,0.06
Gambia,GMB,1994,0.06
Gambia,GMB,1995,0.02
Gambia,GMB,1996,0.05
Gambia,GMB,1997,0.05
Gambia,GMB,1998,0.05
Gambia,GMB,1999,0.04
Gambia,GMB,2000,0.02
Gambia,GMB,2001,0.01
Gambia,GMB,2002,0.01
Gambia,GMB,2003,0.01
Gambia,GMB,2004,0.07
Gambia,GMB,2005,0
Gambia,GMB,2006,0.04
Gambia,GMB,2007,0.05
Gambia,GMB,2008,0.01
Gambia,GMB,2009,0.01
Gambia,GMB,2010,0.01
Gambia,GMB,2011,0.01
Georgia,GEO,1990,0
Georgia,GEO,1991,0
Georgia,GEO,1992,1.46
Georgia,GEO,1993,1.58
Georgia,GEO,1994,0.42
Georgia,GEO,1995,0.66
Georgia,GEO,1996,0.94
Georgia,GEO,1997,0.33
Georgia,GEO,1998,0.06
Georgia,GEO,1999,0.02
Georgia,GEO,2000,1.3
Georgia,GEO,2001,1.07
Georgia,GEO,2002,1.1
Georgia,GEO,2003,1.53
Georgia,GEO,2004,1.87
Georgia,GEO,2005,1.91
Georgia,GEO,2006,1.93
Georgia,GEO,2007,2.04
Georgia,GEO,2008,2.04
Georgia,GEO,2009,2
Georgia,GEO,2010,2.11
Georgia,GEO,2011,2.11
Georgia,GEO,2012,2.18
Georgia,GEO,2013,2.11
Georgia,GEO,2014,2.11
Germany,DEU,1961,2.7
Germany,DEU,1962,3.04
Germany,DEU,1963,3.22
Germany,DEU,1964,3.08
Germany,DEU,1965,3.52
Germany,DEU,1966,3.04
Germany,DEU,1967,2.88
Germany,DEU,1968,3.34
Germany,DEU,1969,3.55
Germany,DEU,1970,3.9
Germany,DEU,1971,4.31
Germany,DEU,1972,3.8
Germany,DEU,1973,3.91
Germany,DEU,1974,3.4
Germany,DEU,1975,3.87
Germany,DEU,1976,4.16
Germany,DEU,1977,3.65
Germany,DEU,1978,3.72
Germany,DEU,1979,4.15
Germany,DEU,1980,3.74
Germany,DEU,1981,3.41
Germany,DEU,1982,3.08
Germany,DEU,1983,2.95
Germany,DEU,1984,2.78
Germany,DEU,1985,2.82
Germany,DEU,1986,2.72
Germany,DEU,1987,2.65
Germany,DEU,1988,2.49
Germany,DEU,1989,2.43
Germany,DEU,1990,2.66
Germany,DEU,1991,2.83
Germany,DEU,1992,2.59
Germany,DEU,1993,2.95
Germany,DEU,1994,2.83
Germany,DEU,1995,2.82
Germany,DEU,1996,2.77
Germany,DEU,1997,2.67
Germany,DEU,1998,2.67
Germany,DEU,1999,2.37
Germany,DEU,2000,2.57
Germany,DEU,2001,2.54
Germany,DEU,2002,2.44
Germany,DEU,2003,2.35
Germany,DEU,2004,2.48
Germany,DEU,2005,2.22
Germany,DEU,2006,2.21
Germany,DEU,2007,2.09
Germany,DEU,2008,2.09
Germany,DEU,2009,2.08
Germany,DEU,2010,2.08
Germany,DEU,2011,2.06
Germany,DEU,2012,2.05
Germany,DEU,2013,2.05
Germany,DEU,2014,2.07
Ghana,GHA,1961,0.01
Ghana,GHA,1962,0.01
Ghana,GHA,1963,0.02
Ghana,GHA,1964,0
Ghana,GHA,1965,0.02
Ghana,GHA,1966,0.02
Ghana,GHA,1967,0.01
Ghana,GHA,1968,0.01
Ghana,GHA,1969,0.01
Ghana,GHA,1970,0.01
Ghana,GHA,1971,0.03
Ghana,GHA,1972,0.01
