Entity,Code,Year,Government expenditure on pre-primary education as % of GDP (%) (%)
Laos,LAO,2004,0.044429998844862
Laos,LAO,2005,0.0375300012528896
Latvia,LVA,1998,0.69964998960495
Latvia,LVA,1999,0.653609991073608
Latvia,LVA,2000,0.658689975738525
Latvia,LVA,2001,0.633449971675873
Latvia,LVA,2002,0.644479990005493
Latvia,LVA,2003,0.657630026340485
Latvia,LVA,2004,0.63034999370575
Latvia,LVA,2006,0.615369975566864
Latvia,LVA,2007,0.669860005378723
Latvia,LVA,2008,0.80374002456665
Latvia,LVA,2009,0.964479982852936
Latvia,LVA,2010,0.855560004711151
Latvia,LVA,2011,0.821640014648438
Latvia,LVA,2012,0.797590017318726
Latvia,LVA,2013,0.82574999332428
Lesotho,LSO,2006,0.00825999956578016
Lesotho,LSO,2008,0.0187800005078316
Liechtenstein,LIE,2003,0.171350002288818
Liechtenstein,LIE,2004,0.158150002360344
Liechtenstein,LIE,2006,0.144079998135567
Liechtenstein,LIE,2007,0.133220002055168
Liechtenstein,LIE,2008,0.149810001254082
Liechtenstein,LIE,2010,0.180399999022484
Liechtenstein,LIE,2011,0.182490006089211
Lithuania,LTU,2001,0.815789997577667
Lithuania,LTU,2003,0.726459980010986
Lithuania,LTU,2004,0.660849988460541
Lithuania,LTU,2005,0.590430021286011
Lithuania,LTU,2006,0.58967000246048
Lithuania,LTU,2007,0.554229974746704
Lithuania,LTU,2008,0.518570005893707
Lithuania,LTU,2009,0.728659987449646
Lithuania,LTU,2010,0.685259997844696
Lithuania,LTU,2011,0.698360025882721
Lithuania,LTU,2012,0.623830020427704
Luxembourg,LUX,2008,0.476209998130798
Luxembourg,LUX,2009,0.609499990940094
Luxembourg,LUX,2010,0.751089990139008
Luxembourg,LUX,2011,0.746020019054413
Macao,MAC,1998,0.32616999745369
Macao,MAC,2000,0.279749989509583
Madagascar,MDG,2008,0.0128399999812245
Madagascar,MDG,2009,0.0080199996009469
Madagascar,MDG,2011,0.00781999994069338
Madagascar,MDG,2012,0.00570000009611249
Malawi,MWI,2010,0.00106000003870577
Malawi,MWI,2011,0.0136900003999472
Malawi,MWI,2013,0.00224000005982816
Malaysia,MYS,2000,0.0568099990487099
Malaysia,MYS,2001,0.0769400000572205
Malaysia,MYS,2002,0.0597300007939339
Malaysia,MYS,2003,0.0560499988496304
Malaysia,MYS,2004,0.0672499984502792
Malaysia,MYS,2006,0.0670299977064133
Malaysia,MYS,2007,0.0656000003218651
Malaysia,MYS,2008,0.0642099976539612
Malaysia,MYS,2009,0.0709500014781952
Malaysia,MYS,2010,0.0584199987351894
Malaysia,MYS,2011,0.0964199975132942
Malaysia,MYS,2013,0.094709999859333
Maldives,MDV,2006,0.483680009841919
Maldives,MDV,2008,0.467319995164871
Mali,MLI,1998,0.0254200007766485
Mali,MLI,1999,0.0250400006771088
Mali,MLI,2008,0.0534700006246567
Mali,MLI,2009,0.0412199981510639
Mali,MLI,2010,0.00796999968588352
Mali,MLI,2011,0.0134899998083711
Mali,MLI,2012,0.0143600003793836
Mali,MLI,2013,0.012640000320971
Mali,MLI,2014,0.0101600000634789
Malta,MLT,1998,0.233260005712509
Malta,MLT,2002,0.290619999170303
Malta,MLT,2004,0.247549995779991
Malta,MLT,2007,0.372570008039474
Malta,MLT,2008,0.376210004091263
Malta,MLT,2009,0.38102999329567
Malta,MLT,2010,0.509989976882935
Malta,MLT,2011,0.422340005636215
Malta,MLT,2012,0.47749999165535
Mauritania,MRT,2005,0.00982999987900257
Mauritania,MRT,2008,0.00937000010162592
Mauritania,MRT,2010,0.0194700006395578
Mauritius,MUS,2001,0.045719999819994
Mauritius,MUS,2002,0.0447999984025955
Mauritius,MUS,2003,0.0671399980783463
Mauritius,MUS,2004,0.0638900026679039
Mauritius,MUS,2005,0.0626399964094162
Mauritius,MUS,2006,0.048020001500845
Mauritius,MUS,2008,0.0434800013899803
Mauritius,MUS,2009,0.0472100004553795
Mauritius,MUS,2010,0.0505100004374981
Mauritius,MUS,2011,0.048700001090765
Mauritius,MUS,2012,0.0551000013947487
Mauritius,MUS,2013,0.06199000030756
Mexico,MEX,1998,0.269690006971359
Mexico,MEX,1999,0.36243000626564
Mexico,MEX,2001,0.401989996433258
Mexico,MEX,2002,0.458849996328354
Mexico,MEX,2003,0.598850011825562
Mexico,MEX,2004,0.472070008516312
Mexico,MEX,2005,0.510209977626801
Mexico,MEX,2006,0.529290020465851
Mexico,MEX,2007,0.507730007171631
Mexico,MEX,2008,0.58228999376297
Mexico,MEX,2009,0.521719992160797
Mexico,MEX,2010,0.530179977416992
Mexico,MEX,2011,0.534839987754822
Moldova,MDA,2006,1.18759000301361
Moldova,MDA,2007,1.31447005271912
Moldova,MDA,2008,1.46191000938416
Moldova,MDA,2009,1.76914000511169
Moldova,MDA,2010,1.77524995803833
Moldova,MDA,2011,1.76874995231628
Moldova,MDA,2012,1.83028995990753
Moldova,MDA,2014,1.57126998901367
Monaco,MCO,1998,0.0525700002908707
Monaco,MCO,1999,0.0512400008738041
Monaco,MCO,2000,0.0439999997615814
Monaco,MCO,2004,0.0535599999129772
Monaco,MCO,2009,0.0488499999046326
Monaco,MCO,2010,0.0418200008571148
Monaco,MCO,2011,0.0407899990677834
Monaco,MCO,2012,0.0439499989151955
Monaco,MCO,2013,0.0397699996829033
Monaco,MCO,2014,0.0370899997651577
Mongolia,MNG,2002,1.01901996135712
Mongolia,MNG,2004,0.799950003623962
Mongolia,MNG,2007,0.923870027065277
Mongolia,MNG,2009,1.04487001895905
Mongolia,MNG,2010,1.02108001708984
Mongolia,MNG,2011,1.09475994110107
Morocco,MAR,2008,0.000330000009853393
Namibia,NAM,2000,0.0135599998757243
Namibia,NAM,2001,0.0145100001245737
Namibia,NAM,2002,0.362210005521774
Namibia,NAM,2003,0.0299999993294477
Namibia,NAM,2005,0.0317099988460541
Namibia,NAM,2006,0.032379999756813
Namibia,NAM,2008,0.025900000706315
Nepal,NPL,2009,0.0715499967336655
Nepal,NPL,2014,0.128670006990433
Netherlands,NLD,1998,0.326119989156723
Netherlands,NLD,1999,0.320809990167618
Netherlands,NLD,2000,0.32778000831604
Netherlands,NLD,2001,0.35003998875618
Netherlands,NLD,2002,0.375869989395142
Netherlands,NLD,2003,0.404190003871918
Netherlands,NLD,2004,0.395179986953735
Netherlands,NLD,2005,0.399170011281967
Netherlands,NLD,2006,0.378360003232956
Netherlands,NLD,2007,0.35699000954628
Netherlands,NLD,2008,0.358530014753342
Netherlands,NLD,2009,0.382669985294342
Netherlands,NLD,2010,0.382180005311966
Netherlands,NLD,2011,0.384270012378693
Netherlands,NLD,2012,0.376450002193451
Netherlands,NLD,2013,0.384860008955002
New Zealand,NZL,1999,0.218559995293617
New Zealand,NZL,2000,0.198219999670982
New Zealand,NZL,2001,0.184900000691414
New Zealand,NZL,2002,0.172440007328987
New Zealand,NZL,2003,0.195570006966591
New Zealand,NZL,2004,0.187319993972778
New Zealand,NZL,2005,0.204329997301102
New Zealand,NZL,2006,0.220909997820854
New Zealand,NZL,2007,0.233229994773865
New Zealand,NZL,2008,0.336710005998611
New Zealand,NZL,2009,0.438989996910095
New Zealand,NZL,2010,0.470609992742538
New Zealand,NZL,2011,0.51529997587204
New Zealand,NZL,2012,0.501259982585907
New Zealand,NZL,2014,0.445740014314651
Nicaragua,NIC,2004,0.023590000346303
Nicaragua,NIC,2005,0.0207700002938509
Nicaragua,NIC,2006,0.0759100019931793
Nicaragua,NIC,2010,0.160400003194809
Niger,NER,2009,0.149279996752739
Niger,NER,2010,0.090429998934269
Niger,NER,2011,0.0769800022244453
Niger,NER,2012,0.279139995574951
Niger,NER,2013,0.251949995756149
Niger,NER,2014,0.304569989442825
Norway,NOR,1998,0.555890023708344
Norway,NOR,1999,0.758239984512329
Norway,NOR,2000,0.706420004367828
Norway,NOR,2002,0.81971001625061
Norway,NOR,2003,0.282790005207062
Norway,NOR,2004,0.287800014019012
Norway,NOR,2005,0.281309992074966
Norway,NOR,2006,0.294600009918213
Norway,NOR,2007,0.311580002307892
Norway,NOR,2008,0.29025998711586
Norway,NOR,2009,0.339100003242493
Norway,NOR,2010,0.327939987182617
Norway,NOR,2011,0.354099988937378
Norway,NOR,2012,0.712019979953766
Palau,PLW,2001,1.09677994251251
Panama,PAN,1999,0.141409993171692
Panama,PAN,2000,0.158189997076988
Panama,PAN,2001,0.127570003271103
Panama,PAN,2002,0.0956400036811829
Panama,PAN,2004,0.151539996266365
Panama,PAN,2007,0.148399993777275
Panama,PAN,2011,0.0996799990534782
Paraguay,PRY,2000,0.292820006608963
Paraguay,PRY,2001,0.288740009069443
Paraguay,PRY,2002,0.317440003156662
Paraguay,PRY,2003,0.306439995765686
Paraguay,PRY,2004,0.260600000619888
Paraguay,PRY,2007,0.223360002040863
Paraguay,PRY,2010,0.251980006694794
Paraguay,PRY,2011,0.244420006871223
Paraguay,PRY,2012,0.304580003023148
Peru,PER,1998,0.326530009508133
Peru,PER,1999,0.326590001583099
Peru,PER,2000,0.304630011320114
Peru,PER,2001,0.271530002355576
Peru,PER,2002,0.255870014429092
Peru,PER,2003,0.261790007352829
Peru,PER,2004,0.253500014543533
Peru,PER,2005,0.233700007200241
Peru,PER,2006,0.255699992179871
Peru,PER,2007,0.254940003156662
Peru,PER,2008,0.29763001203537
Peru,PER,2009,0.366310000419617
Peru,PER,2010,0.34290999174118
Peru,PER,2011,0.329079985618591
Peru,PER,2012,0.391570001840591
Peru,PER,2013,0.492370009422302
Peru,PER,2014,0.607360005378723
Philippines,PHL,2000,0.00423000007867813
Philippines,PHL,2001,0.00389999989420176
Philippines,PHL,2002,0.0036599999293685
Philippines,PHL,2003,0.00368999992497265
Philippines,PHL,2004,0.000920000020414591
Philippines,PHL,2005,0.00161999999545515
Philippines,PHL,2007,0.0271199997514486
Philippines,PHL,2008,0.0397100001573563
Philippines,PHL,2009,0.0447599999606609
Poland,POL,1998,0.475800007581711
Poland,POL,1999,0.408300012350082
Poland,POL,2000,0.535239994525909
Poland,POL,2001,0.459479987621307
Poland,POL,2002,0.426930010318756
Poland,POL,2003,0.478489995002747
Poland,POL,2004,0.543529987335205
Poland,POL,2005,0.541279971599579
Poland,POL,2006,0.527050018310547
Poland,POL,2007,0.498199999332428
Poland,POL,2008,0.566110014915466
Poland,POL,2009,0.514739990234375
Poland,POL,2010,0.50858998298645
Poland,POL,2011,0.527660012245178
Poland,POL,2012,0.550890028476715
Portugal,PRT,1999,0.263700008392334
Portugal,PRT,2000,0.272300004959106
Portugal,PRT,2001,0.299080014228821
Portugal,PRT,2002,0.312669992446899
Portugal,PRT,2003,0.378170013427734
Portugal,PRT,2004,0.371939986944199
Portugal,PRT,2005,0.374850004911423
Portugal,PRT,2006,0.36149001121521
Portugal,PRT,2007,0.347869992256165
Portugal,PRT,2008,0.355489999055862
Portugal,PRT,2009,0.379810005426407
Portugal,PRT,2010,0.391259998083115
Portugal,PRT,2011,0.378760010004044
Puerto Rico,PRI,2013,0.459659993648529
Qatar,QAT,2009,0.15038999915123
Romania,ROU,2001,0.273550003767014
Romania,ROU,2002,0.293060004711151
Romania,ROU,2003,0.287059992551804
Romania,ROU,2004,0.286199986934662
Romania,ROU,2005,0.315299987792969
Romania,ROU,2007,0.385969996452332
Romania,ROU,2009,0.394939988851547
Romania,ROU,2010,0.345840007066727
Romania,ROU,2011,0.293879985809326
Romania,ROU,2012,0.283630013465881
Romania,ROU,2013,0.297699987888336
Russia,RUS,2000,0.438100010156631
Russia,RUS,2001,0.477270007133484
Russia,RUS,2002,0.560699999332428
Russia,RUS,2003,0.545740008354187
Russia,RUS,2004,0.538519978523254
Russia,RUS,2005,0.522899985313416
Russia,RUS,2006,0.540809988975525
Russia,RUS,2008,0.616680026054382
Rwanda,RWA,2000,0.0199699997901917
Rwanda,RWA,2005,0.0324999988079071
Rwanda,RWA,2007,0.0407700017094612
Rwanda,RWA,2010,0.00973999965935946
Rwanda,RWA,2011,0.00553000019863248
Rwanda,RWA,2012,0.0131400004029274
Rwanda,RWA,2013,0.00778000010177493
Saint Kitts and Nevis,KNA,1998,0.187309995293617
Saint Lucia,LCA,1999,0.0259499996900558
Saint Lucia,LCA,2004,0.0183600001037121
Saint Lucia,LCA,2009,0.0548000000417233
Saint Lucia,LCA,2010,0.0728399977087975
Saint Lucia,LCA,2011,0.0660099983215332
Saint Lucia,LCA,2012,0.063289999961853
Saint Vincent and the Grenadines,VCT,1998,0.00218000006861985
Saint Vincent and the Grenadines,VCT,2000,0.0224300008267164
Saint Vincent and the Grenadines,VCT,2002,0.0240599997341633
Saint Vincent and the Grenadines,VCT,2005,0.0201799999922514
Saint Vincent and the Grenadines,VCT,2007,0.0173899997025728
Saint Vincent and the Grenadines,VCT,2009,0.0289699994027615
Saint Vincent and the Grenadines,VCT,2010,0.100409999489784
Saint Vincent and the Grenadines,VCT,2011,0.0927100032567978
Saint Vincent and the Grenadines,VCT,2014,0.098690003156662
Samoa,WSM,2000,0.0823099985718727
Samoa,WSM,2001,0.0274599995464087
San Marino,SMR,2010,0.439460009336472
San Marino,SMR,2011,0.48047000169754
Sao Tome and Principe,STP,2012,0.668879985809326
Sao Tome and Principe,STP,2013,0.675949990749359
Sao Tome and Principe,STP,2014,0.464219987392426
Senegal,SEN,1998,0.0829899981617928
Senegal,SEN,2005,0.0443499982357025
Senegal,SEN,2006,0.0334100015461445
Senegal,SEN,2009,0.0164899993687868
Senegal,SEN,2010,0.0254299994558096
Serbia,SRB,2007,0.0181699991226196
Serbia,SRB,2008,0.0178900007158518
Serbia,SRB,2009,0.0176699999719858
Serbia,SRB,2010,0.02331000007689
Serbia,SRB,2011,0.0499499998986721
Seychelles,SYC,1998,0.32218000292778
Seychelles,SYC,2002,0.54637998342514
Seychelles,SYC,2003,0.462749987840652
Seychelles,SYC,2006,0.195109993219376
Slovakia,SVK,1999,0.489569991827011
Slovakia,SVK,2000,0.409850001335144
Slovakia,SVK,2001,0.429049998521805
Slovakia,SVK,2002,0.453409999608994
Slovakia,SVK,2003,0.468549996614456
Slovakia,SVK,2004,0.383540004491806
Slovakia,SVK,2005,0.380769997835159
Slovakia,SVK,2006,0.358570009469986
Slovakia,SVK,2007,0.360000014305115
Slovakia,SVK,2008,0.362729996442795
Slovakia,SVK,2009,0.408129990100861
Slovakia,SVK,2010,0.386680006980896
Slovakia,SVK,2011,0.403409987688065
Slovakia,SVK,2012,0.417059987783432
Slovakia,SVK,2013,0.44336000084877
Slovenia,SVN,2001,0.554050028324127
Slovenia,SVN,2002,0.557609975337982
Slovenia,SVN,2003,0.525650024414063
Slovenia,SVN,2004,0.467359989881516
Slovenia,SVN,2005,0.582949995994568
Slovenia,SVN,2006,0.6110600233078
Slovenia,SVN,2007,0.550790011882782
Slovenia,SVN,2008,0.480300009250641
Slovenia,SVN,2009,0.54992002248764
Slovenia,SVN,2010,0.571600019931793
Slovenia,SVN,2011,0.627799987792969
Slovenia,SVN,2012,0.665520012378693
South Africa,ZAF,1999,0.000339999998686835
South Africa,ZAF,2000,0.0667300000786781
South Africa,ZAF,2001,0.187969997525215
South Africa,ZAF,2002,0.185440003871918
South Africa,ZAF,2003,0.00755999982357025
South Africa,ZAF,2004,0.0156399998813868
South Africa,ZAF,2005,0.0302099995315075
South Africa,ZAF,2006,0.0268500000238419
South Africa,ZAF,2007,0.0296800006181002
South Africa,ZAF,2008,0.032770000398159
South Africa,ZAF,2009,0.0481799989938736
South Africa,ZAF,2010,0.061710000038147
South Africa,ZAF,2011,0.0764700025320053
South Africa,ZAF,2012,0.0863699987530708
South Africa,ZAF,2014,0.0928599983453751
South Korea,KOR,1998,0.0363200008869171
South Korea,KOR,1999,0.0291700009256601
South Korea,KOR,2001,0.0547400005161762
South Korea,KOR,2002,0.046900000423193
South Korea,KOR,2003,0.0494499988853931
South Korea,KOR,2004,0.0543599985539913
South Korea,KOR,2005,0.0626000016927719
South Korea,KOR,2006,0.088869996368885
South Korea,KOR,2007,0.100050002336502
South Korea,KOR,2008,0.0815199986100197
South Korea,KOR,2009,0.104479998350143
South Korea,KOR,2012,0.144150003790855
South Korea,KOR,2013,0.178200006484985
South Sudan,SSD,2011,0.00237999996170402
Spain,ESP,1998,0.32863000035286
Spain,ESP,1999,0.314869999885559
Spain,ESP,2000,0.360830008983612
Spain,ESP,2001,0.382739990949631
Spain,ESP,2002,0.411469995975494
Spain,ESP,2003,0.450450003147125
Spain,ESP,2004,0.472209990024567
Spain,ESP,2005,0.512510001659393
Spain,ESP,2006,0.534950017929077
Spain,ESP,2007,0.575330018997192
Spain,ESP,2008,0.624430000782013
Spain,ESP,2009,0.699310004711151
Spain,ESP,2010,0.677160024642944
Spain,ESP,2011,0.683799982070923
Spain,ESP,2012,0.49210000038147
Spain,ESP,2013,0.482100009918213
Swaziland,SWZ,1999,0.00141999998595566
Swaziland,SWZ,2000,0.00243000010959804
Swaziland,SWZ,2001,0.00197999994270504
Swaziland,SWZ,2002,0.00395999988541007
Swaziland,SWZ,2003,0.00267999991774559
Swaziland,SWZ,2004,0.00216999999247491
Swaziland,SWZ,2005,0.00233999988995492
Swaziland,SWZ,2006,0.00295000011101365
Swaziland,SWZ,2008,0.00264000007882714
Swaziland,SWZ,2009,0.0029899999499321
Swaziland,SWZ,2010,0.0108500001952052
Swaziland,SWZ,2011,0.0138199999928474
Sweden,SWE,1998,0.52591997385025
Sweden,SWE,1999,0.515410006046295
Sweden,SWE,2000,0.447079986333847
Sweden,SWE,2001,0.434920012950897
Sweden,SWE,2002,0.477569997310638
Sweden,SWE,2003,0.461039990186691
Sweden,SWE,2004,0.477310001850128
Sweden,SWE,2005,0.512700021266937
Sweden,SWE,2006,0.564069986343384
Sweden,SWE,2007,0.566420018672943
Sweden,SWE,2008,0.629059970378876
Sweden,SWE,2009,0.685959994792938
Sweden,SWE,2010,0.673749983310699
Sweden,SWE,2011,0.680830001831055
Sweden,SWE,2012,1.24124002456665
Sweden,SWE,2013,1.29136002063751
Switzerland,CHE,1998,0.180999994277954
Switzerland,CHE,1999,0.180969998240471
Switzerland,CHE,2000,0.191650003194809
Switzerland,CHE,2001,0.187270000576973
Switzerland,CHE,2002,0.195189997553825
Switzerland,CHE,2003,0.19412000477314
Switzerland,CHE,2004,0.183170005679131
Switzerland,CHE,2005,0.189740002155304
Switzerland,CHE,2006,0.185729995369911
Switzerland,CHE,2007,0.178320005536079
Switzerland,CHE,2008,0.175459995865822
Switzerland,CHE,2009,0.188500002026558
Switzerland,CHE,2010,0.183960005640984
Switzerland,CHE,2011,0.176280006766319
Switzerland,CHE,2012,0.180669993162155
Tajikistan,TJK,2005,0.135140001773834
Tajikistan,TJK,2006,0.146789997816086
Tajikistan,TJK,2007,0.148619994521141
Tajikistan,TJK,2008,0.143309995532036
Tajikistan,TJK,2009,0.18435999751091
Tajikistan,TJK,2010,0.199180006980896
Tajikistan,TJK,2011,0.195720002055168
Tajikistan,TJK,2012,0.20974999666214
Tanzania,TZA,2004,0.296169996261597
Tanzania,TZA,2005,0.266620010137558
Tanzania,TZA,2006,0.178320005536079
Tanzania,TZA,2007,0.205960005521774
Tanzania,TZA,2008,0.20040999352932
Tanzania,TZA,2009,0.175970003008842
Tanzania,TZA,2014,0.209839999675751
Thailand,THA,1998,0.439310014247894
Thailand,THA,2000,0.574490010738373
Thailand,THA,2001,0.495009988546371
Thailand,THA,2004,0.419710010290146
Thailand,THA,2005,0.537060022354126
Thailand,THA,2008,0.227029994130135
Thailand,THA,2009,0.249080002307892
Thailand,THA,2010,0.201030001044273
Thailand,THA,2011,0.268229991197586
Thailand,THA,2012,0.297789990901947
Thailand,THA,2013,0.223480001091957
Timor,TLS,2012,0.0117699997499585
Timor,TLS,2013,0.0696299970149994
Timor,TLS,2014,0.0904600024223328
Togo,TGO,2010,0.116449996829033
Togo,TGO,2011,0.089149996638298
Togo,TGO,2012,0.156340003013611
Togo,TGO,2013,0.135830000042915
Togo,TGO,2014,0.0701399967074394
Trinidad and Tobago,TTO,2000,0.171700000762939
Trinidad and Tobago,TTO,2001,0.0209199991077185
Trinidad and Tobago,TTO,2002,0.0160600002855062
Trinidad and Tobago,TTO,2003,0.0202600006014109
Trinidad and Tobago,TTO,2007,0.348479986190796
Trinidad and Tobago,TTO,2008,0.0918100029230118
Trinidad and Tobago,TTO,2009,0.236870005726814
Tunisia,TUN,1999,0.00367000000551343
Turkey,TUR,2004,0.0181200001388788
Turkmenistan,TKM,2012,0.856630027294159
Ukraine,UKR,2000,0.463930010795593
Ukraine,UKR,2001,0.517799973487854
Ukraine,UKR,2002,0.607680022716522
Ukraine,UKR,2003,0.639699995517731
Ukraine,UKR,2004,0.596589982509613
Ukraine,UKR,2005,0.665849983692169
Ukraine,UKR,2006,0.702950000762939
Ukraine,UKR,2007,0.729499995708466
Ukraine,UKR,2008,0.760999977588654
Ukraine,UKR,2009,0.911499977111816
Ukraine,UKR,2011,0.910130023956299
Ukraine,UKR,2012,1.04136002063751
Ukraine,UKR,2013,1.06895995140076
United Arab Emirates,ARE,1998,0.0784799978137016
United Arab Emirates,ARE,2011,0.176420003175735
United Arab Emirates,ARE,2012,0.166960000991821
United Kingdom,GBR,1998,0.378859996795654
United Kingdom,GBR,1999,0.374940007925034
United Kingdom,GBR,2000,0.390460014343262
United Kingdom,GBR,2001,0.413599997758865
United Kingdom,GBR,2002,0.425300002098084
United Kingdom,GBR,2003,0.331039994955063
United Kingdom,GBR,2004,0.331730008125305
United Kingdom,GBR,2005,0.304120004177094
United Kingdom,GBR,2006,0.305180013179779
United Kingdom,GBR,2007,0.34145000576973
United Kingdom,GBR,2008,0.280400007963181
United Kingdom,GBR,2009,0.287620007991791
United Kingdom,GBR,2010,0.308609992265701
United Kingdom,GBR,2011,0.320389986038208
United Kingdom,GBR,2013,0.307639986276627
United States,USA,1998,0.334289997816086
United States,USA,1999,0.330040007829666
United States,USA,2000,0.362659990787506
United States,USA,2001,0.356599986553192
United States,USA,2002,0.367269992828369
United States,USA,2003,0.310849994421005
United States,USA,2004,0.306540012359619
United States,USA,2005,0.296130001544952
United States,USA,2006,0.318019986152649
United States,USA,2007,0.334439992904663
United States,USA,2008,0.320120006799698
United States,USA,2009,0.327499985694885
United States,USA,2010,0.352809995412827
United States,USA,2011,0.335819989442825
United States,USA,2012,0.342249989509583
Uruguay,URY,1999,0.223389998078346
Uruguay,URY,2000,0.222430005669594
Uruguay,URY,2001,0.259909987449646
Uruguay,URY,2002,0.258430004119873
Uruguay,URY,2003,0.217079997062683
Uruguay,URY,2004,0.218180000782013
Uruguay,URY,2005,0.241219997406006
Uruguay,URY,2006,0.250010013580322
Uruguay,URY,2011,0.442609995603561
Vanuatu,VUT,1998,0.0088299997150898
Vanuatu,VUT,2001,0.00800000037997961
Vanuatu,VUT,2008,0.0295400004833937
Vanuatu,VUT,2014,0.00505999987944961
Venezuela,VEN,2006,0.267890006303787
Venezuela,VEN,2007,0.260540008544922
Venezuela,VEN,2009,0.795180022716522
Vietnam,VNM,2008,0.428200006484985
Vietnam,VNM,2010,0.679660022258759
Vietnam,VNM,2012,0.622240006923676
Yemen,YEM,2011,0.0493599995970726
